省份编码,省份,年份,原保险保费收入(亿元),财产险保费收入(亿元),人身险保费收入(亿元),原保险赔付支出(亿元),财产险支出(亿元),人身险支出(亿元)
140000,山西省,2011,364.67,113.28,251.39,103.53,52.31,51.22
140000,山西省,2010,365.3,92.94,272.36,79.85,41.33,38.53
140000,山西省,2009,289.24945299999996,67.125836,222.123617,78.545383,33.146764,45.398619
140000,山西省,2008,260.88637400000005,60.092927,200.793447,73.578214,30.547134,43.03108
140000,山西省,2007,180.361096,49.780362,130.580734,52.533483999999994,23.356969,29.176515
140000,山西省,2006,,,,,,
140000,山西省,2005,,,,,,
140000,山西省,2004,,,,,,
140000,山西省,2003,,,,,,
140000,山西省,2002,,,,,,
140000,山西省,2001,,,,,,
140000,山西省,2000,,,,,,
150000,内蒙古自治区,2019,729.817888,212.954803,516.863085,200.798353,109.013004,91.785349
150000,内蒙古自治区,2018,659.2511810105,194.3972255189,464.8539554916,193.2558247147,104.204531325,89.0512933897
150000,内蒙古自治区,2017,570.062437,179.829137,390.233301,186.504801,113.262539,73.242262
150000,内蒙古自治区,2016,487.04122800000005,162.73304199999998,324.308186,137.80001000000001,78.90606,58.89395
150000,内蒙古自治区,2015,395.48,149.28,246.2,124.54,75.55,48.99
150000,内蒙古自治区,2014,313.97,138.26,175.71,110.45,66.22,44.23
150000,内蒙古自治区,2013,274.69,129.73,144.96,100.56,67.6,32.95
150000,内蒙古自治区,2012,247.74372,119.836952,127.906768,85.358854,60.546318,24.812536
150000,内蒙古自治区,2011,229.78,116.69,113.09,71.22,51.09,20.13
150000,内蒙古自治区,2010,215.54,96.27,119.27,61.7,42.04,19.66
150000,内蒙古自治区,2009,171.310421,67.340508,103.969913,57.024338,34.272992,22.751347
150000,内蒙古自治区,2008,141.34618799999998,53.594794,87.75139300000001,43.520536,26.523707,16.996829
150000,内蒙古自治区,2007,97.747847,37.356828,60.391019,32.216955,19.316982,12.899973
150000,内蒙古自治区,2006,,,,,,
150000,内蒙古自治区,2005,,,,,,
150000,内蒙古自治区,2004,,,,,,
150000,内蒙古自治区,2003,,,,,,
150000,内蒙古自治区,2002,,,,,,
150000,内蒙古自治区,2001,,,,,,
150000,内蒙古自治区,2000,,,,,,
210000,辽宁省,2019,918.720529,284.024021,634.696507,310.928818,159.171038,151.75778
210000,辽宁省,2018,852.56584246,257.666058789,594.899783671,304.2204408745,147.0596201272,157.1608207473
210000,辽宁省,2017,945.997015,238.01173,707.985285,279.847635,134.999365,144.848269
210000,辽宁省,2016,837.761659,221.76291600000002,615.998743,288.49832000000004,124.99198100000001,163.506339
210000,辽宁省,2015,708.01,206.9,501.11,289.69,129.17,160.51
210000,辽宁省,2014,557.7,187.42,370.28,229.56,110.69,118.87
210000,辽宁省,2013,622.65,229.1,393.55,239.92,126.54,113.38
210000,辽宁省,2012,402.415779,143.243829,259.17195,137.022425,78.021792,59.000633
210000,辽宁省,2011,376.26,134.61,241.65,130.89,69.31,61.59
210000,辽宁省,2010,453.81,118.58,335.24,110.27,55.83,54.43
210000,辽宁省,2009,345.493262,86.468709,259.024553,117.502382,58.592541,58.90984
210000,辽宁省,2008,328.719225,67.933848,260.785377,98.509069,41.260162,57.248906999999996
210000,辽宁省,2007,226.011602,60.976031,165.035571,84.225619,40.638324,43.587294
210000,辽宁省,2006,,,,,,
210000,辽宁省,2005,,,,,,
210000,辽宁省,2004,,,,,,
210000,辽宁省,2003,,,,,,
210000,辽宁省,2002,,,,,,
210000,辽宁省,2001,,,,,,
210000,辽宁省,2000,,,,,,
220000,吉林省,2019,679.369427,183.804774,495.564652,206.815803,96.088682,110.727121
220000,吉林省,2018,629.8934494889,173.4133629688,456.4800865201,192.169776078,84.8194813742,107.3502947038
220000,吉林省,2017,641.39343,155.331189,486.062241,175.105519,82.178821,92.926698
220000,吉林省,2016,557.118832,133.228709,423.890124,161.222958,72.871461,88.351497
220000,吉林省,2015,431.32,120.57,310.75,126.38,61.44,64.94
220000,吉林省,2014,330.0,107.66,222.34,112.01,54.19,57.82
220000,吉林省,2013,266.44,91.09,175.35,100.6,50.41,50.19
220000,吉林省,2012,232.540721,78.112262,154.428458,71.450421,39.931508,31.518914
220000,吉林省,2011,223.36,69.0,154.36,59.97,30.96,29.01
220000,吉林省,2010,239.25,60.89,178.36,56.27,28.72,27.55
220000,吉林省,2009,184.866886,40.45859,144.408296,56.087811,27.271452,28.81636
220000,吉林省,2008,158.918513,32.225543,126.69297,52.979927,24.07066,28.909267
220000,吉林省,2007,116.785362,31.452301,85.333061,44.582777,21.98472,22.598056
220000,吉林省,2006,,,,,,
220000,吉林省,2005,,,,,,
220000,吉林省,2004,,,,,,
220000,吉林省,2003,,,,,,
220000,吉林省,2002,,,,,,
220000,吉林省,2001,,,,,,
220000,吉林省,2000,,,,,,
230000,黑龙江省,2019,952.155581,202.155147,750.000435,324.048438,141.508489,182.539949
230000,黑龙江省,2018,898.7169209923,187.77777992,710.9391410723,257.1296867345,100.5915241698,156.5381625647
230000,黑龙江省,2017,931.440931,169.536436,761.904495,240.512705,92.790537,147.722167
230000,黑龙江省,2016,685.531427,148.908198,536.623229,237.749333,95.02260600000001,142.726727
230000,黑龙江省,2015,591.77,133.57,458.2,169.25,66.98,102.27
230000,黑龙江省,2014,507.09,122.03,385.06,154.75,65.4,89.35
230000,黑龙江省,2013,384.32,113.62,270.7,154.4,79.33,75.08
230000,黑龙江省,2012,344.149837,99.253715,244.896122,98.329376,49.773211,48.556164
230000,黑龙江省,2011,317.79,84.49,233.3,86.81,35.82,50.99
230000,黑龙江省,2010,343.22,71.86,271.36,77.55,33.05,44.5
230000,黑龙江省,2009,278.374302,56.722328,221.651974,96.65549,37.615908000000005,59.039582
230000,黑龙江省,2008,251.19710600000002,47.950152,203.246955,103.038176,32.874117,70.164059
230000,黑龙江省,2007,155.52298100000002,34.217645,121.305336,82.202507,15.514014,66.68849300000001
230000,黑龙江省,2006,,,,,,
230000,黑龙江省,2005,,,,,,
230000,黑龙江省,2004,,,,,,
230000,黑龙江省,2003,,,,,,
230000,黑龙江省,2002,,,,,,
230000,黑龙江省,2001,,,,,,
230000,黑龙江省,2000,,,,,,
310000,上海市,2019,1720.011252,524.895186,1195.116065,654.899027,306.116351,348.782676
310000,上海市,2018,1406.2463150054,485.4691394817,920.7771755237,581.6066063892,271.6472904886,309.9593159006
310000,上海市,2017,1587.1937,428.999293,1158.194406,548.730773,233.690317,315.040456
310000,上海市,2016,1528.786261,371.591291,1157.19497,528.27563,222.047546,306.22808399999997
310000,上海市,2015,1125.16,355.4,769.77,473.59,191.38,282.22
310000,上海市,2014,986.75,320.36,666.39,378.66,177.24,201.42
310000,上海市,2013,821.43,285.25,536.18,301.95,162.33,139.61
310000,上海市,2012,820.636807,256.378244,564.258563,255.786008,138.628233,117.157775
310000,上海市,2011,753.11,233.39,519.71,260.71,104.32,156.38
310000,上海市,2010,883.86,189.22,694.64,194.54,84.26,110.28
310000,上海市,2009,665.0258769999999,151.806976,513.218901,176.739355,78.50448100000001,98.234874
310000,上海市,2008,600.058905,131.789735,468.26917,184.094767,79.516212,104.578556
310000,上海市,2007,482.64216799999997,119.426789,363.215379,139.818257,53.029056999999995,86.7892
310000,上海市,2006,,,,,,
310000,上海市,2005,,,,,,
310000,上海市,2004,,,,,,
310000,上海市,2003,,,,,,
310000,上海市,2002,,,,,,
310000,上海市,2001,,,,,,
310000,上海市,2000,,,,,,
320000,江苏省,2019,3750.20695,940.88452,2809.322431,998.598999,534.453382,464.145617
320000,江苏省,2018,3317.2629993802,858.8187706958,2458.4442286844,996.6581468535,512.4686569725,484.189489881
320000,江苏省,2017,3449.268114,813.998429,2635.269685,983.663367,455.628175,528.035192
320000,江苏省,2016,2679.6811620000003,733.438294,1946.242868,915.065799,437.64423,477.42156900000003
320000,江苏省,2015,1989.92,672.19,1317.72,732.59,403.04,329.56
320000,江苏省,2014,1683.76,606.29,1077.47,616.78,336.3,280.48
320000,江苏省,2013,1446.08,518.61,927.47,527.02,303.23,223.8
320000,江苏省,2012,1301.28048,440.924848,860.355633,386.974095,240.082845,146.89125
320000,江苏省,2011,1200.02,379.93,820.1,324.41,178.49,145.92
320000,江苏省,2010,1162.67,311.91,850.77,251.78,134.41,117.37
320000,江苏省,2009,907.730731,228.386588,679.344143,273.531973,127.406617,146.125356
320000,江苏省,2008,775.416816,181.113905,594.302912,267.21102,121.191332,146.019688
320000,江苏省,2007,576.63823,157.103874,419.53435599999995,187.463467,85.867172,101.596295
320000,江苏省,2006,,,,,,
320000,江苏省,2005,,,,,,
320000,江苏省,2004,,,,,,
320000,江苏省,2003,,,,,,
320000,江苏省,2002,,,,,,
320000,江苏省,2001,,,,,,
320000,江苏省,2000,,,,,,
330000,浙江省,2019,2251.448979,734.476399,1516.97258,729.853234,471.012299,258.840935
330000,浙江省,2018,1953.8834862416,673.9788563805,1279.9046298611,631.7339247568,394.008872278,237.7250524788
330000,浙江省,2017,1844.413375,620.332678,1224.080696,540.073683,350.063268,190.010416
330000,浙江省,2016,1527.65044,569.349663,958.3007779999999,517.919863,335.25219,182.667673
330000,浙江省,2015,1207.08,525.42,681.66,452.22,301.56,150.66
330000,浙江省,2014,1051.08,472.91,578.17,379.96,275.8,104.16
330000,浙江省,2013,1109.92,511.98,597.93,451.01,349.25,101.76
330000,浙江省,2012,819.876977,358.222209,461.654768,278.35924,198.966281,79.392959
330000,浙江省,2011,730.67,310.32,420.35,208.02,149.97,58.05
330000,浙江省,2010,690.34,259.47,430.87,177.94,116.48,61.46
330000,浙江省,2009,538.095246,196.33734199999998,341.757904,183.784904,103.272491,80.512413
330000,浙江省,2008,489.244873,163.044342,326.20053199999995,175.09221100000002,104.20502,70.887191
330000,浙江省,2007,369.722762,141.049074,228.673689,147.378453,72.114336,75.264117
330000,浙江省,2006,,,,,,
330000,浙江省,2005,,,,,,
330000,浙江省,2004,,,,,,
330000,浙江省,2003,,,,,,
330000,浙江省,2002,,,,,,
330000,浙江省,2001,,,,,,
330000,浙江省,2000,,,,,,
340000,安徽省,2019,1348.648807,452.664231,895.984576,419.000597,239.982592,179.018005
340000,安徽省,2018,1209.7332775453,408.7951796456,800.9380978997,419.1473919684,222.6847052914,196.462686677
340000,安徽省,2017,1107.364587,366.275934,741.088653,397.703644,187.036961,210.666683
340000,安徽省,2016,873.6986300000001,312.792132,560.906499,357.47454700000003,175.059425,182.415123
340000,安徽省,2015,698.92,273.35,425.57,276.9,140.16,136.75
340000,安徽省,2014,572.29,241.45,330.84,234.41,127.39,107.02
340000,安徽省,2013,483.01,203.85,279.17,222.99,115.26,107.73
340000,安徽省,2012,453.612517,169.05778,284.554738,152.650773,91.478984,61.171789
340000,安徽省,2011,432.3,142.82,289.48,125.44,71.11,54.33
340000,安徽省,2010,438.25,119.62,318.63,104.63,57.91,46.72
340000,安徽省,2009,357.210389,87.588504,269.621885,91.723376,49.43684,42.286536
340000,安徽省,2008,296.537226,63.958798,232.578428,87.811443,41.704633,46.106809
340000,安徽省,2007,201.800909,51.671783000000005,150.129126,54.4033,26.241469,28.16183
340000,安徽省,2006,,,,,,
340000,安徽省,2005,,,,,,
340000,安徽省,2004,,,,,,
340000,安徽省,2003,,,,,,
340000,安徽省,2002,,,,,,
340000,安徽省,2001,,,,,,
340000,安徽省,2000,,,,,,
350000,福建省,2019,948.090415,259.524841,688.565574,285.378233,144.773186,140.605047
350000,福建省,2018,871.7987447099,234.9640557407,636.8346889692,273.2044393904,130.16019568,143.0442437104
350000,福建省,2017,831.839154,227.811222,604.027932,253.989869,115.909343,138.080526
350000,福建省,2016,754.912811,211.12555299999997,543.7872580000001,242.84691,116.96378,125.88313
350000,福建省,2015,631.22,199.26,431.95,192.34,102.98,89.36
350000,福建省,2014,554.61,182.19,372.42,170.02,92.6,77.42
350000,福建省,2013,574.84,205.29,369.56,187.32,104.92,82.4
350000,福建省,2012,384.778842,133.772007,251.006835,119.509571,70.058537,49.451034
350000,福建省,2011,350.38,116.36,234.02,101.94,59.24,42.7
350000,福建省,2010,346.07,99.89,246.17,85.34,51.52,33.83
350000,福建省,2009,272.257982,72.669112,199.58887,78.738437,42.853746,35.884691
350000,福建省,2008,243.810606,61.662824,182.147782,73.830036,37.074612,36.755424
350000,福建省,2007,181.098102,52.82650699999999,128.271596,56.755585,28.703757,28.051828
350000,福建省,2006,,,,,,
350000,福建省,2005,,,,,,
350000,福建省,2004,,,,,,
350000,福建省,2003,,,,,,
350000,福建省,2002,,,,,,
350000,福建省,2001,,,,,,
350000,福建省,2000,,,,,,
360000,江西省,2019,835.190503,260.363803,574.826701,280.764014,140.763656,140.000358
360000,江西省,2018,754.018129874,240.3697398241,513.6483900499,264.8665188263,127.7392681947,137.1272506316
360000,江西省,2017,727.292705,213.741233,513.551472,216.872321,106.897238,109.975082
360000,江西省,2016,608.723702,183.646546,425.07715599999995,207.100107,94.987542,112.11256499999999
360000,江西省,2015,508.43,162.02,346.41,178.06,81.31,96.75
360000,江西省,2014,400.37,138.75,261.62,142.06,72.98,69.08
360000,江西省,2013,317.95,116.2,201.76,126.99,66.64,60.35
360000,江西省,2012,271.718884,97.494729,174.224155,93.158885,56.545072,36.613813
360000,江西省,2011,252.23,85.13,167.1,74.31,41.19,33.12
360000,江西省,2010,253.26,69.24,184.01,61.91,30.97,30.94
360000,江西省,2009,187.135138,44.129859,143.005279,55.765131999999994,22.538674,33.226458
360000,江西省,2008,171.360148,33.456735,137.903413,57.593679,25.894119,31.69956
360000,江西省,2007,114.056661,28.261416,85.795245,40.143415000000005,14.181335,25.96208
360000,江西省,2006,,,,,,
360000,江西省,2005,,,,,,
360000,江西省,2004,,,,,,
360000,江西省,2003,,,,,,
360000,江西省,2002,,,,,,
360000,江西省,2001,,,,,,
360000,江西省,2000,,,,,,
370000,山东省,2019,2750.994683,663.042016,2087.952668,759.283723,367.68343,391.600293
370000,山东省,2018,2519.8280092711,619.6484658707,1900.1795434004,788.4187701417,345.5577333498,442.8610367919
370000,山东省,2017,2341.086076,586.365697,1754.720379,710.782781,296.562283,414.220498
370000,山东省,2016,1963.3224329999998,520.323241,1442.999191,673.205437,271.12725,402.078187
370000,山东省,2015,1543.49,473.76,1069.72,534.07,238.94,295.13
370000,山东省,2014,1251.79,426.51,825.28,442.09,214.08,228.01
370000,山东省,2013,1280.43,445.6,834.83,441.66,236.1,205.56
370000,山东省,2012,967.747993,317.621962,650.126031,273.057498,161.134736,111.922762
370000,山东省,2011,890.31,276.28,614.02,224.85,129.72,95.13
370000,山东省,2010,876.22,241.57,634.64,189.81,107.8,82.01
370000,山东省,2009,677.576868,173.674871,503.901997,194.132243,91.72780999999999,102.404433
370000,山东省,2008,571.255387,135.919331,435.336056,165.067308,79.249303,85.818005
370000,山东省,2007,424.114562,117.30084,306.813722,145.049025,65.399346,79.649679
370000,山东省,2006,,,,,,
370000,山东省,2005,,,,,,
370000,山东省,2004,,,,,,
370000,山东省,2003,,,,,,
370000,山东省,2002,,,,,,
370000,山东省,2001,,,,,,
370000,山东省,2000,,,,,,
410000,河南省,2019,2430.839785,532.165436,1898.67435,667.858592,293.296231,374.562361
410000,河南省,2018,2261.7370968059,497.2958814181,1764.4412153878,654.4955869366,260.8010245323,393.6945624043
410000,河南省,2017,2019.916248,443.589639,1576.32661,625.583755,217.457391,408.126363
410000,河南省,2016,1551.824926,372.952784,1178.872141,548.003645,184.314335,363.68931000000003
410000,河南省,2015,1248.76,320.16,928.6,447.71,156.14,291.57
410000,河南省,2014,1036.08,278.38,757.7,324.03,141.01,183.01
410000,河南省,2013,916.52,238.83,677.69,279.75,122.08,157.67
410000,河南省,2012,841.131801,195.771454,645.360347,199.552569,102.500299,97.05227
410000,河南省,2011,839.82,163.33,676.49,171.14,80.54,90.6
410000,河南省,2010,793.28,134.72,658.56,153.91,70.72,83.19
410000,河南省,2009,565.391396,97.735413,467.655983,148.233523,52.131239,96.102284
410000,河南省,2008,518.9306429999999,77.853723,441.07692,128.766912,45.126286,83.640626
410000,河南省,2007,323.562116,64.768763,258.793353,100.877765,33.899411,66.978354
410000,河南省,2006,,,,,,
410000,河南省,2005,,,,,,
410000,河南省,2004,,,,,,
410000,河南省,2003,,,,,,
410000,河南省,2002,,,,,,
410000,河南省,2001,,,,,,
410000,河南省,2000,,,,,,
420000,湖北省,2019,1728.565219,397.848406,1330.716813,512.255991,210.434717,301.821274
420000,湖北省,2018,1471.397532717,351.9737701782,1119.4237625388,466.7732979701,182.3010105706,284.4722873995
420000,湖北省,2017,1347.278911,308.528385,1038.750527,406.48277,153.293839,253.188931
420000,湖北省,2016,1047.787421,263.216998,784.570424,372.293273,141.74149,230.551783
420000,湖北省,2015,843.63,238.24,605.38,283.26,114.38,168.88
420000,湖北省,2014,700.23,204.55,495.67,230.6,100.9,129.69
420000,湖北省,2013,587.4,169.35,418.05,187.57,86.3,101.28
420000,湖北省,2012,533.310559,135.253308,398.057251,128.547893,68.342001,60.205893
420000,湖北省,2011,501.82,114.71,387.11,101.09,52.91,48.18
420000,湖北省,2010,500.33,98.21,402.12,87.01,45.13,41.87
420000,湖北省,2009,372.423443,68.972965,303.450478,82.628658,42.87596,39.752698
420000,湖北省,2008,317.150637,54.9896,262.161036,85.891539,39.418113,46.473426
420000,湖北省,2007,193.732868,45.013489,148.719379,69.574559,27.569044,42.005515
420000,湖北省,2006,,,,,,
420000,湖北省,2005,,,,,,
420000,湖北省,2004,,,,,,
420000,湖北省,2003,,,,,,
420000,湖北省,2002,,,,,,
420000,湖北省,2001,,,,,,
420000,湖北省,2000,,,,,,
430000,湖南省,2019,1396.116588,397.795766,998.320822,423.760195,207.43217,216.328024
430000,湖南省,2018,1255.1402455363,357.3049875218,897.8352580145,410.5958586515,183.4300368465,227.165821805
430000,湖南省,2017,1109.699237,314.186327,795.512911,376.702238,165.223986,211.478252
430000,湖南省,2016,884.981778,273.047774,611.934004,339.813562,143.237603,196.575958
430000,湖南省,2015,712.18,243.21,468.97,256.99,125.02,131.97
430000,湖南省,2014,587.73,211.27,376.46,226.25,108.49,117.75
430000,湖南省,2013,508.57,176.02,332.55,192.77,94.48,98.29
430000,湖南省,2012,465.114274,144.959949,320.154325,142.645052,74.668755,67.976296
430000,湖南省,2011,443.53,123.18,320.35,112.45,57.3,55.15
430000,湖南省,2010,438.53,100.7,337.83,84.73,43.87,40.87
430000,湖南省,2009,348.446502,74.970258,273.476244,86.616069,44.610820000000004,42.005248
430000,湖南省,2008,312.486127,61.620063,250.86606400000002,94.515261,48.722584999999995,45.792675
430000,湖南省,2007,201.310406,47.823338,153.487068,69.67627,29.263643,40.412627
430000,湖南省,2006,,,,,,
430000,湖南省,2005,,,,,,
430000,湖南省,2004,,,,,,
430000,湖南省,2003,,,,,,
430000,湖南省,2002,,,,,,
430000,湖南省,2001,,,,,,
430000,湖南省,2000,,,,,,
440000,广东省,2019,4112.233366,1071.139851,3041.093514,1061.393176,542.226346,519.16683
440000,广东省,2018,3471.7919921033,927.0027600324,2544.7892320709,1038.700943881,516.7822367324,521.9187071486
440000,广东省,2017,3275.805394,823.047662,2452.757732,885.332704,407.113738,478.218966
440000,广东省,2016,2982.1123260000004,707.6905280000001,2274.421798,816.938126,349.405633,467.532493
440000,广东省,2015,2166.82,665.32,1501.5,705.57,330.85,374.73
440000,广东省,2014,1792.97,590.0,1202.98,546.69,292.35,254.35
440000,广东省,2013,1902.91,660.15,1242.77,619.1,352.65,266.44
440000,广东省,2012,1290.856191,416.796145,874.060046,377.299007,227.216038,150.082969
440000,广东省,2011,1219.06,367.74,851.32,312.89,174.81,138.08
440000,广东省,2010,1231.76,309.06,922.7,252.41,141.86,110.55
440000,广东省,2009,959.571373,239.102309,720.469064,233.335308,127.33278,106.002528
440000,广东省,2008,884.160118,207.771099,676.3890190000001,215.224806,119.557953,95.666853
440000,广东省,2007,625.604995,185.024752,440.580243,164.29547,85.063195,79.232275
440000,广东省,2006,,,,,,
440000,广东省,2005,,,,,,
440000,广东省,2004,,,,,,
440000,广东省,2003,,,,,,
440000,广东省,2002,,,,,,
440000,广东省,2001,,,,,,
440000,广东省,2000,,,,,,
450000,广西壮族自治区,2019,664.921112,216.78384,448.137272,237.930886,119.194552,118.736333
450000,广西壮族自治区,2018,629.0515941005,219.1140466224,409.9375474781,223.8136040969,98.1468361857,125.6667679112
450000,广西壮族自治区,2017,565.106561,195.979808,369.126753,181.830075,84.979112,96.850963
450000,广西壮族自治区,2016,469.174041,165.71336499999998,303.460676,158.953214,75.983714,82.9695
450000,广西壮族自治区,2015,385.75,147.14,238.6,132.77,72.34,60.43
450000,广西壮族自治区,2014,313.3,130.62,182.68,109.15,67.53,41.62
450000,广西壮族自治区,2013,275.47,112.15,163.32,90.94,54.72,36.21
450000,广西壮族自治区,2012,238.258713,92.253548,146.005165,74.399899,46.507365,27.892534
450000,广西壮族自治区,2011,212.65,79.06,133.59,58.81,35.55,23.26
450000,广西壮族自治区,2010,190.94,65.76,125.17,45.13,25.73,19.4
450000,广西壮族自治区,2009,148.620129,49.707082,98.913047,44.434122,23.598823,20.835299
450000,广西壮族自治区,2008,133.484416,40.043673,93.44074300000001,42.326633,24.153812,18.172821
450000,广西壮族自治区,2007,99.994927,34.816109999999995,65.17881700000001,36.342957,14.597808,21.745149
450000,广西壮族自治区,2006,,,,,,
450000,广西壮族自治区,2005,,,,,,
450000,广西壮族自治区,2004,,,,,,
450000,广西壮族自治区,2003,,,,,,
450000,广西壮族自治区,2002,,,,,,
450000,广西壮族自治区,2001,,,,,,
450000,广西壮族自治区,2000,,,,,,
460000,海南省,2019,202.671189,71.369079,131.30211,59.77656,35.854608,23.921952
460000,海南省,2018,183.2021058383,64.233116993,118.9689888453,55.9668491519,31.8031255733,24.1637235786
460000,海南省,2017,164.828439,57.137871,107.690568,49.081715,27.106628,21.975087
460000,海南省,2016,133.20701100000002,47.599496,85.607515,49.237833,26.530228000000005,22.707604
460000,海南省,2015,114.25,44.28,69.97,38.87,26.23,12.64
460000,海南省,2014,85.15,37.83,47.32,36.93,27.83,9.1
460000,海南省,2013,72.61,31.7,40.91,22.01,14.52,7.49
460000,海南省,2012,60.270569,25.149405,35.121164,18.170715,12.248008,5.922706
460000,海南省,2011,53.75,21.78,31.97,15.88,10.42,5.46
460000,海南省,2010,47.95,17.85,30.1,11.34,6.74,4.6
460000,海南省,2009,33.06984,11.853328,21.216512,10.616589,5.472074,5.144515
460000,海南省,2008,30.06648,10.493366,19.573114,8.74065,5.045789,3.694861
460000,海南省,2007,22.641815,9.438493,13.203323,6.398733,3.158213,3.24052
460000,海南省,2006,,,,,,
460000,海南省,2005,,,,,,
460000,海南省,2004,,,,,,
460000,海南省,2003,,,,,,
460000,海南省,2002,,,,,,
460000,海南省,2001,,,,,,
460000,海南省,2000,,,,,,
500000,重庆市,2019,916.458231,220.222274,696.235957,278.991463,115.945335,163.046129
500000,重庆市,2018,806.0879488484,202.476916742,603.6110321064,277.3554061704,108.6113631145,168.7440430559
500000,重庆市,2017,743.998197,183.87139,560.126807,256.829958,96.462145,160.367812
500000,重庆市,2016,600.328986,165.226729,435.10225599999995,250.156464,90.36444499999999,159.79202
500000,重庆市,2015,514.58,155.93,358.65,220.19,84.65,135.54
