省份编码,省份,年份,住宿业企业资产总计(亿元),住宿业企业流动资产合计(亿元),住宿业企业固定资产合计(亿元),住宿业企业负债合计(亿元),住宿业企业所有者权益合计(亿元)
140000,山西省,2012,126.8,40.5,66.5,90.6,36.2
140000,山西省,2011,136.8,41.8,71.1,102.3,34.5
140000,山西省,2010,128.7,31.6,73.9,95.3,33.4
140000,山西省,2009,110.0,29.3,58.3,78.0,32.0
140000,山西省,2008,90.0,22.6,72.2,62.7,27.3
140000,山西省,2007,,,,,
140000,山西省,2006,,,,,
140000,山西省,2005,,,,,
140000,山西省,2004,,,,,
140000,山西省,2003,,,,,
140000,山西省,2002,,,,,
140000,山西省,2001,,,,,
140000,山西省,2000,,,,,
150000,内蒙古自治区,2019,122.3722,51.2646,,106.095,16.3405
150000,内蒙古自治区,2018,107.6,34.5,59.6,87.0,20.6
150000,内蒙古自治区,2017,128.2775,38.7672,68.3447,85.8496,42.4279
150000,内蒙古自治区,2016,121.4227,37.7751,60.0287,83.1021,38.3206
150000,内蒙古自治区,2015,139.2551,42.1425,67.9314,86.2342,53.0208
150000,内蒙古自治区,2014,123.3,37.1,60.8737,75.9,47.4
150000,内蒙古自治区,2013,129.2366,37.5369,64.369,76.7224,52.5142
150000,内蒙古自治区,2012,115.5,31.7,62.2,70.6,44.9
150000,内蒙古自治区,2011,114.6,35.8,62.4,72.5,42.1
150000,内蒙古自治区,2010,103.4,26.8,63.4,68.9,34.5
150000,内蒙古自治区,2009,79.1,18.8,49.1,44.1,35.0
150000,内蒙古自治区,2008,76.3,17.4,57.5,44.0,32.4
150000,内蒙古自治区,2007,,,,,
150000,内蒙古自治区,2006,,,,,
150000,内蒙古自治区,2005,,,,,
150000,内蒙古自治区,2004,,,,,
150000,内蒙古自治区,2003,,,,,
150000,内蒙古自治区,2002,,,,,
150000,内蒙古自治区,2001,,,,,
150000,内蒙古自治区,2000,,,,,
210000,辽宁省,2019,330.8427,119.5177,,301.7715,29.0712
210000,辽宁省,2018,337.4,124.0,126.0,288.1,49.3
210000,辽宁省,2017,308.8404,114.6533,133.3521,261.2533,47.587
210000,辽宁省,2016,303.2946,110.6991,127.6491,245.212,58.0825
210000,辽宁省,2015,312.6168,118.3517,141.3888,233.5173,79.0995
210000,辽宁省,2014,316.6116,122.6366,142.5881,240.7938,75.8178
210000,辽宁省,2013,292.9606,102.4733,131.4922,229.2319,63.7288
210000,辽宁省,2012,284.0,103.6,134.8,202.1,81.8
210000,辽宁省,2011,291.8,110.3,143.1,206.5,85.3
210000,辽宁省,2010,235.3,66.6,136.1,171.5,63.8
210000,辽宁省,2009,220.3,56.9,132.2,158.8,61.5
210000,辽宁省,2008,244.0,61.4,230.4,181.0,63.0
210000,辽宁省,2007,,,,,
210000,辽宁省,2006,,,,,
210000,辽宁省,2005,,,,,
210000,辽宁省,2004,,,,,
210000,辽宁省,2003,,,,,
210000,辽宁省,2002,,,,,
210000,辽宁省,2001,,,,,
210000,辽宁省,2000,,,,,
220000,吉林省,2019,140.1182,54.6917,,111.0986,28.8999
220000,吉林省,2018,125.3,48.0,58.4,97.3,28.1
220000,吉林省,2017,103.7786,33.7557,57.2872,78.6973,25.0813
220000,吉林省,2016,100.2306,32.3596,50.4225,75.151,25.0796
220000,吉林省,2015,94.3205,35.0787,47.0841,68.8053,25.5152
220000,吉林省,2014,95.819,32.5862,51.0916,66.232,29.5869
220000,吉林省,2013,84.8448,24.5771,49.9053,53.5612,31.2836
220000,吉林省,2012,85.0,24.2,50.0,56.1,28.9
220000,吉林省,2011,82.9,21.9,52.8,52.4,30.6
220000,吉林省,2010,79.3,18.1,52.1,46.0,33.4
220000,吉林省,2009,75.7,15.2,49.9,45.1,30.6
220000,吉林省,2008,78.8,14.7,75.3,47.3,31.5
220000,吉林省,2007,,,,,
220000,吉林省,2006,,,,,
220000,吉林省,2005,,,,,
220000,吉林省,2004,,,,,
220000,吉林省,2003,,,,,
220000,吉林省,2002,,,,,
220000,吉林省,2001,,,,,
220000,吉林省,2000,,,,,
230000,黑龙江省,2019,112.7066,30.184,,86.9869,30.6973
230000,黑龙江省,2018,107.0,28.3,52.5,76.6,30.4
230000,黑龙江省,2017,105.6499,28.5852,57.3168,73.3816,32.2683
230000,黑龙江省,2016,96.0614,28.1422,54.1448,64.9036,31.1578
230000,黑龙江省,2015,95.9677,25.9279,55.3588,60.8943,35.0734
230000,黑龙江省,2014,95.3005,25.0636,57.1493,61.0832,34.2173
230000,黑龙江省,2013,99.2406,30.9335,56.2392,62.7424,36.4981
230000,黑龙江省,2012,89.1,22.2,54.7,54.5,34.7
230000,黑龙江省,2011,83.2,19.9,52.0,53.1,30.1
230000,黑龙江省,2010,71.3,17.5,44.8,45.5,25.7
230000,黑龙江省,2009,59.8,12.2,40.1,37.0,22.7
230000,黑龙江省,2008,59.9,11.0,60.2,37.6,22.3
230000,黑龙江省,2007,,,,,
230000,黑龙江省,2006,,,,,
230000,黑龙江省,2005,,,,,
230000,黑龙江省,2004,,,,,
230000,黑龙江省,2003,,,,,
230000,黑龙江省,2002,,,,,
230000,黑龙江省,2001,,,,,
230000,黑龙江省,2000,,,,,
310000,上海市,2019,1083.4083,479.6489,,678.1211,405.374
310000,上海市,2018,899.7,369.0,280.2,502.3,397.9
310000,上海市,2017,890.7495,335.6274,291.6192,500.0884,390.6611
310000,上海市,2016,825.6307,300.3695,297.3214,459.6005,366.0302
310000,上海市,2015,809.7463,308.7848,279.9301,468.1646,341.5817
310000,上海市,2014,812.4218,288.4288,280.2891,501.6469,310.7749
310000,上海市,2013,756.2663,253.509,265.0926,435.6847,320.5816
310000,上海市,2012,543.0,169.5,220.6,311.1,231.9
310000,上海市,2011,506.7,146.3,234.2,298.0,208.8
310000,上海市,2010,520.0,144.8,261.2,302.9,217.1
310000,上海市,2009,480.2,120.8,250.9,307.0,173.2
310000,上海市,2008,502.5,135.1,380.3,306.8,195.7
310000,上海市,2007,,,,,
310000,上海市,2006,,,,,
310000,上海市,2005,,,,,
310000,上海市,2004,,,,,
310000,上海市,2003,,,,,
310000,上海市,2002,,,,,
310000,上海市,2001,,,,,
310000,上海市,2000,,,,,
320000,江苏省,2019,847.0227,282.1888,,597.8662,249.8859
320000,江苏省,2018,816.2,260.3,345.6,570.1,246.8
320000,江苏省,2017,810.4873,254.3905,356.7343,587.5489,222.9384
320000,江苏省,2016,767.3394,222.6452,350.2431,568.4732,198.8662
320000,江苏省,2015,754.5608,231.7087,307.7609,545.7016,208.8592
320000,江苏省,2014,689.3222,211.3709,287.5424,499.6861,189.6362
320000,江苏省,2013,658.0605,208.2014,263.2167,470.841,187.2195
320000,江苏省,2012,629.2,201.1,252.2,448.5,180.7
320000,江苏省,2011,582.8,170.9,270.9,401.1,181.7
320000,江苏省,2010,527.9,151.6,241.1,355.0,172.8
320000,江苏省,2009,462.1,119.0,210.7,311.4,150.7
320000,江苏省,2008,459.5,120.6,328.1,294.9,164.6
320000,江苏省,2007,,,,,
320000,江苏省,2006,,,,,
320000,江苏省,2005,,,,,
320000,江苏省,2004,,,,,
320000,江苏省,2003,,,,,
320000,江苏省,2002,,,,,
320000,江苏省,2001,,,,,
320000,江苏省,2000,,,,,
330000,浙江省,2019,1176.8209,462.9672,,966.8988,208.9506
330000,浙江省,2018,976.2,367.2,354.7,797.2,179.0
330000,浙江省,2017,932.8662,329.26,381.117,736.6553,196.2109
330000,浙江省,2016,916.2189,315.7119,367.533,722.9236,193.2953
330000,浙江省,2015,913.8353,325.1065,364.7239,710.6052,203.2301
330000,浙江省,2014,891.537,321.8317,349.147,699.3402,192.1969
330000,浙江省,2013,857.439,287.6659,367.4991,659.6973,197.7417
330000,浙江省,2012,839.7,300.8,350.7,629.0,210.7
330000,浙江省,2011,815.9,293.6,344.6,595.5,220.4
330000,浙江省,2010,710.7,255.3,312.9,515.5,195.2
330000,浙江省,2009,601.7,197.6,281.8,430.5,171.2
330000,浙江省,2008,568.2,187.3,396.6,404.6,163.5
330000,浙江省,2007,,,,,
330000,浙江省,2006,,,,,
330000,浙江省,2005,,,,,
330000,浙江省,2004,,,,,
330000,浙江省,2003,,,,,
330000,浙江省,2002,,,,,
330000,浙江省,2001,,,,,
330000,浙江省,2000,,,,,
340000,安徽省,2019,284.5475,96.5243,,229.0626,55.4848
340000,安徽省,2018,261.8,86.9,101.3,197.7,64.1
340000,安徽省,2017,264.4835,92.209,98.8402,204.6856,59.7979
340000,安徽省,2016,280.4219,77.2658,114.3592,205.1435,75.2785
340000,安徽省,2015,286.654,73.9667,111.5396,211.4254,75.232
340000,安徽省,2014,253.851,78.0815,94.6925,188.2925,65.5585
340000,安徽省,2013,240.345,78.7979,93.5561,172.0359,68.3091
340000,安徽省,2012,205.0,62.6,84.7,141.1,63.9
340000,安徽省,2011,203.9,64.3,94.8,140.2,63.7
340000,安徽省,2010,172.4,58.0,81.9,116.3,56.1
340000,安徽省,2009,135.5,43.1,70.0,88.7,46.7
340000,安徽省,2008,117.1,32.2,87.1,73.8,43.3
340000,安徽省,2007,,,,,
340000,安徽省,2006,,,,,
340000,安徽省,2005,,,,,
340000,安徽省,2004,,,,,
340000,安徽省,2003,,,,,
340000,安徽省,2002,,,,,
340000,安徽省,2001,,,,,
340000,安徽省,2000,,,,,
350000,福建省,2019,615.5715,236.8694,,397.7895,214.9392
350000,福建省,2018,552.9,215.0,197.3,356.2,196.8
350000,福建省,2017,516.7029,187.9756,213.2078,336.8781,179.8248
350000,福建省,2016,492.3191,163.0976,190.0556,309.426,182.8931
350000,福建省,2015,464.3544,161.573,173.45,299.7644,164.59
350000,福建省,2014,389.3936,128.4968,163.2714,243.4201,145.9735
350000,福建省,2013,355.2473,129.2179,145.4828,222.2226,133.0247
350000,福建省,2012,314.0,105.7,124.7,189.3,124.7
350000,福建省,2011,277.3,92.5,108.3,163.1,114.3
350000,福建省,2010,222.5,70.2,104.4,128.0,94.5
350000,福建省,2009,196.2,63.1,98.0,116.3,79.9
350000,福建省,2008,177.6,47.5,144.2,107.1,70.5
350000,福建省,2007,,,,,
350000,福建省,2006,,,,,
350000,福建省,2005,,,,,
350000,福建省,2004,,,,,
350000,福建省,2003,,,,,
350000,福建省,2002,,,,,
350000,福建省,2001,,,,,
350000,福建省,2000,,,,,
360000,江西省,2019,276.6383,94.7393,,191.3054,82.9659
360000,江西省,2018,274.3,92.3,103.6,185.4,88.9
360000,江西省,2017,250.7203,90.6673,99.1167,170.5998,80.1205
360000,江西省,2016,229.3001,71.3425,89.8172,152.5638,76.7364
360000,江西省,2015,214.4831,73.2892,82.5929,145.5743,68.9088
360000,江西省,2014,188.5264,66.1929,74.3204,130.0908,58.4356
360000,江西省,2013,162.6253,48.4858,71.4858,102.4367,60.1886
360000,江西省,2012,157.2,53.0,67.0,95.5,61.7
360000,江西省,2011,131.9,39.1,60.1,78.2,53.8
360000,江西省,2010,114.7,30.6,55.9,61.4,53.3
360000,江西省,2009,91.8,27.8,47.3,57.5,34.3
360000,江西省,2008,80.7,19.2,61.1,50.0,30.7
360000,江西省,2007,,,,,
360000,江西省,2006,,,,,
360000,江西省,2005,,,,,
360000,江西省,2004,,,,,
360000,江西省,2003,,,,,
360000,江西省,2002,,,,,
360000,江西省,2001,,,,,
360000,江西省,2000,,,,,
370000,山东省,2019,456.5862,184.3424,,368.0227,89.0162
370000,山东省,2018,447.1,154.5,200.0,344.3,102.8
370000,山东省,2017,491.8704,189.1086,217.9114,365.4614,126.409
370000,山东省,2016,475.9333,180.2628,199.6002,341.1453,134.788
370000,山东省,2015,486.51,174.1813,220.0068,352.1484,134.3616
370000,山东省,2014,477.1383,171.6751,211.3628,349.4033,127.735
370000,山东省,2013,484.882,153.6647,243.3577,331.042,153.84
370000,山东省,2012,448.4,148.9,213.1,303.5,144.9
370000,山东省,2011,376.8,124.8,196.4,247.0,129.8
370000,山东省,2010,362.3,106.0,197.7,237.7,124.6
370000,山东省,2009,302.1,85.1,179.8,181.1,121.0
370000,山东省,2008,284.1,83.4,234.2,180.8,103.3
370000,山东省,2007,,,,,
370000,山东省,2006,,,,,
370000,山东省,2005,,,,,
370000,山东省,2004,,,,,
370000,山东省,2003,,,,,
370000,山东省,2002,,,,,
370000,山东省,2001,,,,,
370000,山东省,2000,,,,,
410000,河南省,2019,422.5886,176.2302,,296.5367,122.5557
410000,河南省,2018,406.2,172.7,142.1,278.8,127.4
410000,河南省,2017,420.8706,179.5151,156.6652,279.2928,141.5778
410000,河南省,2016,381.1456,155.4563,146.6207,258.9746,122.171
410000,河南省,2015,375.6779,160.0441,140.7264,264.5061,111.1613
410000,河南省,2014,347.9398,139.7693,134.3773,247.8459,100.094
410000,河南省,2013,326.7341,134.3714,132.9563,228.8442,97.8899
410000,河南省,2012,288.3,109.3,121.4,208.8,79.6
410000,河南省,2011,239.6,84.9,108.7,166.9,72.7
410000,河南省,2010,204.8,67.0,102.8,141.5,63.3
410000,河南省,2009,181.7,55.4,90.3,125.3,56.4
410000,河南省,2008,180.1,51.1,145.6,114.9,65.2
410000,河南省,2007,,,,,
410000,河南省,2006,,,,,
410000,河南省,2005,,,,,
410000,河南省,2004,,,,,
410000,河南省,2003,,,,,
410000,河南省,2002,,,,,
410000,河南省,2001,,,,,
410000,河南省,2000,,,,,
420000,湖北省,2019,302.1195,95.3398,,211.2949,90.3885
420000,湖北省,2018,337.5,121.8,128.9,212.5,125.1
420000,湖北省,2017,301.4848,95.0118,127.7865,201.131,100.3538
420000,湖北省,2016,325.6777,90.546,141.7154,204.1721,121.5056
420000,湖北省,2015,323.0134,87.6303,151.1038,206.2857,116.7278
420000,湖北省,2014,311.7666,86.948,152.4165,198.8475,112.9191
420000,湖北省,2013,302.1604,95.2582,152.0732,205.5704,97.2563
420000,湖北省,2012,269.1,84.1,120.9,178.7,90.3
420000,湖北省,2011,202.6,49.8,108.2,131.6,70.9
420000,湖北省,2010,170.8,41.3,89.8,108.9,61.9
420000,湖北省,2009,141.6,29.6,81.1,98.5,43.1
420000,湖北省,2008,142.7,31.7,129.2,92.2,50.6
420000,湖北省,2007,,,,,
420000,湖北省,2006,,,,,
420000,湖北省,2005,,,,,
420000,湖北省,2004,,,,,
420000,湖北省,2003,,,,,
420000,湖北省,2002,,,,,
420000,湖北省,2001,,,,,
420000,湖北省,2000,,,,,
430000,湖南省,2019,433.8512,173.592,,295.0386,135.9958
430000,湖南省,2018,427.9,150.8,166.1,293.0,134.9
430000,湖南省,2017,467.2642,176.5606,178.2669,296.1774,171.0869
430000,湖南省,2016,452.161,130.3873,173.1367,280.5938,171.5672
430000,湖南省,2015,430.3006,122.1961,167.8748,266.6393,163.6613
430000,湖南省,2014,358.3827,108.6087,165.5271,252.9312,105.4515
430000,湖南省,2013,350.1279,107.1994,170.4297,237.7409,112.3869
430000,湖南省,2012,316.8,92.5,152.5,216.7,100.1
430000,湖南省,2011,282.3,76.8,151.2,191.0,91.2
430000,湖南省,2010,264.1,58.2,149.6,173.4,90.7
430000,湖南省,2009,245.0,53.5,133.5,157.6,87.4
430000,湖南省,2008,246.9,55.4,181.0,148.1,98.9
430000,湖南省,2007,,,,,
430000,湖南省,2006,,,,,
430000,湖南省,2005,,,,,
430000,湖南省,2004,,,,,
430000,湖南省,2003,,,,,
430000,湖南省,2002,,,,,
430000,湖南省,2001,,,,,
430000,湖南省,2000,,,,,
440000,广东省,2019,2083.2705,1220.6491,,1814.2986,269.0069
440000,广东省,2018,1948.4,1012.2,526.1,1722.7,225.6
440000,广东省,2017,1723.5628,764.8122,581.7624,1458.4703,265.0925
440000,广东省,2016,1662.6722,667.0269,569.8679,1396.4807,266.1914
440000,广东省,2015,1523.1786,592.2436,550.559,1274.8479,248.3307
440000,广东省,2014,1522.9224,595.1429,525.7408,1202.3265,320.5959
440000,广东省,2013,1357.9723,502.9377,471.8241,1034.4154,323.6305
440000,广东省,2012,1209.3,461.4,474.4,901.7,307.5
440000,广东省,2011,1077.6,382.6,454.9,762.6,315.2
440000,广东省,2010,1029.7,364.3,462.2,744.9,284.8
440000,广东省,2009,971.3,320.2,451.9,702.3,269.0
440000,广东省,2008,924.0,268.0,696.8,651.9,272.1
440000,广东省,2007,,,,,
440000,广东省,2006,,,,,
440000,广东省,2005,,,,,
440000,广东省,2004,,,,,
440000,广东省,2003,,,,,
440000,广东省,2002,,,,,
440000,广东省,2001,,,,,
440000,广东省,2000,,,,,
450000,广西壮族自治区,2019,310.6087,126.0515,,241.6876,68.4894
450000,广西壮族自治区,2018,268.8,96.5,105.8,203.0,65.6
450000,广西壮族自治区,2017,238.8156,91.4183,95.775,187.3996,51.416
450000,广西壮族自治区,2016,216.3754,76.2802,93.9892,168.9021,47.4734
450000,广西壮族自治区,2015,213.2142,73.875,85.5217,166.1498,47.0644
450000,广西壮族自治区,2014,199.5833,61.7991,84.4292,155.2489,44.3344
450000,广西壮族自治区,2013,192.7073,58.6074,77.6869,141.9643,50.7429
450000,广西壮族自治区,2012,177.1,50.4,83.5,127.9,49.2
450000,广西壮族自治区,2011,156.1,46.6,77.5,111.9,44.2
450000,广西壮族自治区,2010,138.5,35.3,78.4,97.0,41.5
450000,广西壮族自治区,2009,114.7,28.8,61.3,82.0,32.7
450000,广西壮族自治区,2008,103.5,20.3,93.9,72.7,30.8
450000,广西壮族自治区,2007,,,,,
450000,广西壮族自治区,2006,,,,,
450000,广西壮族自治区,2005,,,,,
450000,广西壮族自治区,2004,,,,,
450000,广西壮族自治区,2003,,,,,
450000,广西壮族自治区,2002,,,,,
450000,广西壮族自治区,2001,,,,,
450000,广西壮族自治区,2000,,,,,
460000,海南省,2019,891.1074,331.3623,,677.6764,218.651
460000,海南省,2018,758.5,329.1,255.5,555.7,202.8
460000,海南省,2017,508.5081,242.6354,160.3804,346.9933,161.5148
460000,海南省,2016,509.3899,242.475,152.0856,339.6438,169.7461
460000,海南省,2015,336.5759,148.2972,123.6438,252.4695,84.1514
460000,海南省,2014,363.8305,140.7182,147.2656,262.4339,101.3966
460000,海南省,2013,265.1914,94.9729,103.8557,190.3766,74.8148
460000,海南省,2012,258.5,114.6,96.2,184.9,73.6
460000,海南省,2011,309.2,115.1,134.0,231.2,78.0
460000,海南省,2010,224.6,92.8,82.7,167.4,57.3
460000,海南省,2009,189.4,57.6,90.2,129.4,60.0
460000,海南省,2008,184.3,44.8,154.1,127.6,56.7
460000,海南省,2007,,,,,
460000,海南省,2006,,,,,
460000,海南省,2005,,,,,
460000,海南省,2004,,,,,
460000,海南省,2003,,,,,
460000,海南省,2002,,,,,
460000,海南省,2001,,,,,
460000,海南省,2000,,,,,
500000,重庆市,2019,294.648,118.3584,,240.3508,54.2972
500000,重庆市,2018,277.6,121.7,88.8,224.4,53.3
500000,重庆市,2017,280.5264,129.1243,95.0538,222.8552,57.6712
500000,重庆市,2016,247.5337,99.7113,83.6704,200.4379,47.0958
500000,重庆市,2015,238.6813,103.2747,85.205,195.3579,43.3234
500000,重庆市,2014,236.2707,104.4515,79.802,188.4597,47.811
500000,重庆市,2013,200.4327,76.5648,72.5565,158.826,41.6068
500000,重庆市,2012,180.9,78.8,66.8,145.9,35.1
500000,重庆市,2011,148.7,57.3,60.7,115.1,33.6
500000,重庆市,2010,133.5,50.1,57.2,95.2,38.3
500000,重庆市,2009,106.2,32.9,51.6,70.4,35.7
500000,重庆市,2008,85.8,23.5,63.1,57.6,28.2
500000,重庆市,2007,,,,,
500000,重庆市,2006,,,,,
500000,重庆市,2005,,,,,
500000,重庆市,2004,,,,,
500000,重庆市,2003,,,,,
500000,重庆市,2002,,,,,
500000,重庆市,2001,,,,,
500000,重庆市,2000,,,,,
510000,四川省,2019,604.0278,237.0761,,465.5965,138.2574
510000,四川省,2018,540.8,233.0,177.2,401.6,139.2
510000,四川省,2017,477.3934,196.0737,180.023,362.3968,114.9967
510000,四川省,2016,480.1197,192.9375,182.0381,366.0736,114.0461
510000,四川省,2015,459.9046,181.301,191.0864,347.5917,112.3128
510000,四川省,2014,476.8991,187.1288,197.3757,364.0297,112.8695
510000,四川省,2013,427.6909,163.0722,185.0409,323.688,104.0029
510000,四川省,2012,387.2,124.3,171.8,269.9,117.3
510000,四川省,2011,361.5,100.3,159.9,241.6,119.9
510000,四川省,2010,285.7,91.7,138.0,220.0,65.8
510000,四川省,2009,226.8,53.8,136.2,159.9,66.9
510000,四川省,2008,224.1,45.5,188.6,150.1,74.0
510000,四川省,2007,,,,,
510000,四川省,2006,,,,,
510000,四川省,2005,,,,,
510000,四川省,2004,,,,,
510000,四川省,2003,,,,,
510000,四川省,2002,,,,,
510000,四川省,2001,,,,,
510000,四川省,2000,,,,,
520000,贵州省,2019,337.1667,131.1528,,211.4501,123.0409
520000,贵州省,2018,232.2,101.0,79.3,148.8,83.4
520000,贵州省,2017,213.8826,95.1519,73.1481,140.4347,73.448
520000,贵州省,2016,187.4688,70.0588,73.0644,129.7067,57.7621
520000,贵州省,2015,152.756,54.7993,68.8495,107.377,45.379
520000,贵州省,2014,144.0502,51.1044,64.8158,102.4834,41.5668
520000,贵州省,2013,110.8874,41.1951,50.7529,76.7958,34.0917
520000,贵州省,2012,97.3,34.1,47.0,65.6,31.7
520000,贵州省,2011,61.2,19.6,30.5,37.2,24.0
520000,贵州省,2010,49.5,13.6,27.8,30.9,18.7
520000,贵州省,2009,41.0,10.2,24.2,28.5,12.5
520000,贵州省,2008,36.2,9.6,31.4,23.8,12.4
520000,贵州省,2007,,,,,
520000,贵州省,2006,,,,,
520000,贵州省,2005,,,,,
520000,贵州省,2004,,,,,
520000,贵州省,2003,,,,,
520000,贵州省,2002,,,,,
520000,贵州省,2001,,,,,
520000,贵州省,2000,,,,,
530000,云南省,2019,354.1289,128.9159,,238.9629,115.3861
530000,云南省,2018,335.3,123.2,140.3,218.1,117.2
530000,云南省,2017,404.1363,144.0132,175.4574,282.6189,121.5173
530000,云南省,2016,329.6478,109.1098,148.2144,214.9857,114.6621
530000,云南省,2015,377.8752,121.2612,151.811,255.9117,121.9635
530000,云南省,2014,332.7772,118.5058,121.0978,214.2931,118.484
530000,云南省,2013,324.9868,109.4269,123.9254,196.8237,128.1631
530000,云南省,2012,261.5,84.8,114.6,151.9,109.6
530000,云南省,2011,205.9,63.0,104.9,114.1,91.9
530000,云南省,2010,178.2,49.0,96.0,94.7,83.6
530000,云南省,2009,150.6,36.3,88.3,85.9,64.7
530000,云南省,2008,145.2,33.6,129.0,88.9,56.3
530000,云南省,2007,,,,,
530000,云南省,2006,,,,,
530000,云南省,2005,,,,,
530000,云南省,2004,,,,,
530000,云南省,2003,,,,,
530000,云南省,2002,,,,,
530000,云南省,2001,,,,,
530000,云南省,2000,,,,,
540000,西藏自治区,2019,57.0968,11.9941,,15.7791,40.8007
540000,西藏自治区,2018,56.0,9.8,26.1,14.3,41.6
540000,西藏自治区,2017,40.3061,9.2533,26.0058,13.2587,27.0474
540000,西藏自治区,2016,41.7043,8.7732,27.6832,13.3049,28.3994
540000,西藏自治区,2015,37.2698,7.6653,26.1379,10.8443,26.4255
540000,西藏自治区,2014,36.0052,5.5058,26.8001,14.8184,21.1868
540000,西藏自治区,2013,27.752,4.9952,19.1721,9.3477,18.4043
540000,西藏自治区,2012,27.2,4.0,17.5,10.3,16.9
540000,西藏自治区,2011,23.9,3.3,14.5,9.5,14.4
540000,西藏自治区,2010,19.8,3.1,14.7,8.0,11.8
540000,西藏自治区,2009,19.9,2.5,13.8,8.6,11.3
540000,西藏自治区,2008,20.2,2.2,19.0,6.3,13.9
540000,西藏自治区,2007,,,,,
540000,西藏自治区,2006,,,,,
540000,西藏自治区,2005,,,,,
540000,西藏自治区,2004,,,,,
540000,西藏自治区,2003,,,,,
540000,西藏自治区,2002,,,,,
540000,西藏自治区,2001,,,,,
540000,西藏自治区,2000,,,,,
610000,陕西省,2019,450.5388,169.5632,,365.083,82.6917
610000,陕西省,2018,390.1,138.8,162.8,289.2,100.9
610000,陕西省,2017,349.9168,116.2084,166.6729,260.6905,89.2263
610000,陕西省,2016,422.689,92.5119,207.0537,264.0016,158.6875
610000,陕西省,2015,390.226,90.1292,193.0239,242.9071,147.3189
