省份编码,省份,年份,餐饮业企业主营业务收入(亿元),餐饮业企业主营业务成本(亿元),餐饮业企业主营业务税金及附加(亿元),餐饮业企业主营业务利润(亿元)
130000,河北省,2003,7.74014,4.05942,0.34014,0.6198
130000,河北省,2002,6.30276,3.44031,0.414,0.6374
130000,河北省,2001,5.6369,2.982,0.302,0.6958
130000,河北省,2000,3.9008,2.1536,0.2126,0.4779
140000,山西省,2019,,,,
140000,山西省,2018,53.4,26.0,0.5,26.9
140000,山西省,2017,47.6972,23.8088,0.5351,23.3533
140000,山西省,2016,45.9536,23.7206,1.2033,21.0297
140000,山西省,2015,47.4683,24.7811,2.3522,20.335
140000,山西省,2014,56.1713,29.9916,2.7759,23.4038
140000,山西省,2013,74.7643,41.5818,3.8642,29.3183
140000,山西省,2012,95.0,48.8,4.9,41.3
140000,山西省,2011,79.7342,42.1368,4.146,33.4514
140000,山西省,2010,67.65671,32.79957,4.4,25.5
140000,山西省,2009,44.837,22.76891,2.22982,17.43959
140000,山西省,2008,44.1894,22.3676,2.5405,18.4707
140000,山西省,2007,30.32466,15.56603,1.81228,9.93252
140000,山西省,2006,22.3926,11.4548,1.24493,7.4496
140000,山西省,2005,19.42069,19.32472,1.09299,6.99991
140000,山西省,2004,17.73761,9.70978,,6.72201
140000,山西省,2003,11.28,5.75441,0.52644,1.65394
140000,山西省,2002,11.00631,5.70379,0.5979,1.7526
140000,山西省,2001,7.6871,4.1879,0.4896,1.0723
140000,山西省,2000,4.3208,2.4235,0.2431,0.5261
150000,内蒙古自治区,2019,,,,
150000,内蒙古自治区,2018,49.7,26.1,0.5,23.0
150000,内蒙古自治区,2017,46.6394,25.4714,0.5332,20.6348
150000,内蒙古自治区,2016,56.6505,33.1687,1.0473,22.4345
150000,内蒙古自治区,2015,52.4988,29.5582,1.8599,21.0807
150000,内蒙古自治区,2014,50.358,27.3273,2.0687,20.962
150000,内蒙古自治区,2013,64.9629,37.3688,2.9405,24.6536
150000,内蒙古自治区,2012,74.6,33.8,3.2,37.6
150000,内蒙古自治区,2011,51.714,25.4155,2.4159,23.8826
150000,内蒙古自治区,2010,47.11773,25.29332,2.4,20.6
150000,内蒙古自治区,2009,38.78346,20.62473,1.82901,16.05836
150000,内蒙古自治区,2008,32.4511,17.6733,1.5388,13.0709
150000,内蒙古自治区,2007,20.63491,10.60252,1.02155,7.4781
150000,内蒙古自治区,2006,14.2542,7.1004,0.67425,5.7222
150000,内蒙古自治区,2005,10.06544,10.02453,0.51286,4.19742
150000,内蒙古自治区,2004,7.39441,3.9341,,2.6501
150000,内蒙古自治区,2003,7.84389,3.33391,0.40224,1.8305
150000,内蒙古自治区,2002,5.81407,2.79662,0.2781,1.1518
150000,内蒙古自治区,2001,3.9504,1.82,0.2819,0.7871
150000,内蒙古自治区,2000,3.0201,1.5395,0.2574,0.282
210000,辽宁省,2019,,,,
210000,辽宁省,2018,99.0,49.3,0.5,49.2
210000,辽宁省,2017,98.4159,48.2996,1.326,48.7903
210000,辽宁省,2016,94.3552,45.1819,2.3229,46.8504
210000,辽宁省,2015,120.8471,63.1935,6.2813,51.3723
210000,辽宁省,2014,133.3373,72.1507,7.0434,54.1432
210000,辽宁省,2013,141.1363,75.5145,7.6754,57.9464
210000,辽宁省,2012,143.4,74.9,8.0,60.5
210000,辽宁省,2011,128.1754,67.4548,6.7879,53.9327
210000,辽宁省,2010,102.76851,50.9944,5.3,45.2
210000,辽宁省,2009,92.50987,44.15707,4.9096,41.31455
210000,辽宁省,2008,100.3975,48.2211,5.8046,46.337
210000,辽宁省,2007,78.89212,40.44555,4.28881,24.9927
210000,辽宁省,2006,60.8236,29.2976,3.45385,24.9749
210000,辽宁省,2005,47.63366,46.9174,2.57713,19.84601
210000,辽宁省,2004,47.0495,23.49143,,19.83133
210000,辽宁省,2003,34.1566,16.43733,2.2503,5.21149
210000,辽宁省,2002,30.82176,15.52019,1.8004,3.9127
210000,辽宁省,2001,26.5013,13.1015,1.5245,3.6705
210000,辽宁省,2000,22.3446,11.1029,1.2879,3.0657
220000,吉林省,2019,,,,
220000,吉林省,2018,15.4,7.9,0.1,7.4
220000,吉林省,2017,25.9384,13.0175,0.4926,12.4283
220000,吉林省,2016,29.4947,15.8172,0.8052,12.8723
220000,吉林省,2015,28.0588,15.0654,1.0832,11.9102
220000,吉林省,2014,18.4722,9.0838,0.8293,8.5591
220000,吉林省,2013,20.357,11.8031,0.9182,7.6357
220000,吉林省,2012,21.1,11.4,0.9,8.8
220000,吉林省,2011,19.1394,9.8631,0.859,8.4173
220000,吉林省,2010,19.5956,11.39777,0.9,7.0
220000,吉林省,2009,18.13146,10.83199,0.9408,6.27153
220000,吉林省,2008,16.9144,9.3517,0.7878,6.5626
220000,吉林省,2007,9.65457,5.35498,0.49123,2.94698
220000,吉林省,2006,8.0441,4.6388,0.48534,2.92
220000,吉林省,2005,7.8043,7.76521,0.40852,3.23789
220000,吉林省,2004,10.54729,5.66007,,3.83892
220000,吉林省,2003,2.46482,1.35294,0.13355,0.22958
220000,吉林省,2002,2.69583,1.51105,0.1638,0.2716
220000,吉林省,2001,2.555,1.3907,0.138,0.2172
220000,吉林省,2000,2.8666,1.432,0.1518,0.4317
230000,黑龙江省,2019,,,,
230000,黑龙江省,2018,8.6,3.6,0.1,5.0
230000,黑龙江省,2017,11.5804,6.3844,0.2258,4.9702
230000,黑龙江省,2016,14.1379,7.8961,0.5475,5.6943
230000,黑龙江省,2015,15.9989,8.9098,0.9393,6.1498
230000,黑龙江省,2014,18.5787,9.9733,1.1365,7.4689
230000,黑龙江省,2013,24.2103,13.8454,1.5436,8.8213
230000,黑龙江省,2012,30.5,15.0,1.9,13.6
230000,黑龙江省,2011,25.7462,14.1376,1.9121,9.6965
230000,黑龙江省,2010,34.35065,16.74135,2.9,14.2
230000,黑龙江省,2009,25.32315,12.53094,1.83618,10.10143
230000,黑龙江省,2008,20.6729,11.29,1.7766,7.6061
230000,黑龙江省,2007,14.51544,8.36294,1.13166,4.23308
230000,黑龙江省,2006,14.717,8.8887,0.96549,4.5331
230000,黑龙江省,2005,12.67365,12.66828,0.88764,4.28384
230000,黑龙江省,2004,14.13667,8.10619,,3.95566
230000,黑龙江省,2003,9.12213,5.40184,0.5979,0.83198
230000,黑龙江省,2002,8.2416,4.57531,0.6119,0.8402
230000,黑龙江省,2001,7.1521,3.9647,0.5053,0.8676
230000,黑龙江省,2000,5.6315,3.299,0.3664,0.6778
310000,上海市,2019,,,,
310000,上海市,2018,714.3,313.8,1.1,399.4
310000,上海市,2017,670.1067,288.4144,1.4074,380.2849
310000,上海市,2016,622.1378,268.2378,12.6725,341.2275
310000,上海市,2015,612.1424,262.6175,32.7887,316.7362
310000,上海市,2014,578.3043,256.4525,30.8343,291.0175
310000,上海市,2013,466.1041,210.913,24.8443,230.3468
310000,上海市,2012,349.8,153.1,20.1,176.6
310000,上海市,2011,364.7226,168.5212,19.9089,176.2925
310000,上海市,2010,335.9607,145.43822,17.3,173.2
310000,上海市,2009,290.68822,138.0659,14.16428,138.5824
310000,上海市,2008,284.9795,131.5283,18.8873,133.124
310000,上海市,2007,220.42524,95.20805,11.04264,96.44009
310000,上海市,2006,195.4869,88.554,9.87245,84.8322
310000,上海市,2005,158.29317,157.65822,8.13708,65.75031
310000,上海市,2004,155.54696,72.49925,,68.9184
310000,上海市,2003,63.03632,28.54968,3.00044,10.23138
310000,上海市,2002,54.21866,23.74216,2.745,8.3745
310000,上海市,2001,43.626,20.0235,2.0398,7.5374
310000,上海市,2000,36.5044,16.702,1.7144,5.4422
320000,江苏省,2019,,,,
320000,江苏省,2018,436.9,219.1,3.4,214.4
320000,江苏省,2017,383.0056,201.5701,3.6735,177.762
320000,江苏省,2016,370.9033,191.826,9.2139,169.8634
320000,江苏省,2015,361.8911,187.0738,18.2973,156.52
320000,江苏省,2014,356.676,183.616,17.8521,155.2079
320000,江苏省,2013,397.0378,205.9472,19.5993,171.4913
320000,江苏省,2012,329.6,165.7,17.5,146.4
320000,江苏省,2011,294.651,144.5549,15.4469,134.6492
320000,江苏省,2010,235.73313,115.97629,12.0,104.6
320000,江苏省,2009,204.62405,102.5345,10.4469,84.10578
320000,江苏省,2008,222.4743,112.1297,11.3842,96.559
320000,江苏省,2007,134.65116,68.78536,7.29394,47.75755
320000,江苏省,2006,130.7681,65.6751,7.17699,42.7779
320000,江苏省,2005,106.10114,105.74283,5.59297,38.17042
320000,江苏省,2004,102.08033,52.36007,,41.4989
320000,江苏省,2003,78.34552,37.2951,3.29476,14.60908
320000,江苏省,2002,57.4604,27.26447,3.0407,9.4569
320000,江苏省,2001,39.8373,18.5945,2.0356,7.1823
320000,江苏省,2000,30.2266,13.8734,1.5347,5.2301
330000,浙江省,2019,,,,
330000,浙江省,2018,356.2,183.6,1.7,170.9
330000,浙江省,2017,315.5267,161.7938,1.8686,151.8643
330000,浙江省,2016,302.0079,157.3859,6.7761,137.8459
330000,浙江省,2015,281.4229,141.9955,14.2515,125.1759
330000,浙江省,2014,263.6616,132.8799,13.7683,117.0134
330000,浙江省,2013,257.5866,134.0761,13.6441,109.8664
330000,浙江省,2012,276.6,143.6,14.8,118.2
330000,浙江省,2011,265.1758,143.3686,14.265,107.5422
330000,浙江省,2010,210.04853,109.91845,11.4,88.7
330000,浙江省,2009,165.46329,87.44028,8.86935,69.21566
330000,浙江省,2008,150.2237,79.4365,8.0798,62.7074
330000,浙江省,2007,112.46503,56.33381,6.04209,50.08913
330000,浙江省,2006,94.0506,48.0741,5.06104,40.9155
330000,浙江省,2005,83.28619,82.97626,4.51006,34.85614
330000,浙江省,2004,79.0462,41.72639,,33.06235
330000,浙江省,2003,57.72181,28.45588,2.86306,9.28962
330000,浙江省,2002,43.4498,21.48805,2.4863,6.8093
330000,浙江省,2001,36.3773,17.7026,2.0275,5.6339
330000,浙江省,2000,28.7844,14.0359,1.5322,4.9228
340000,安徽省,2019,,,,
340000,安徽省,2018,156.5,81.1,2.1,73.3
340000,安徽省,2017,140.1147,78.4272,2.0317,59.6558
340000,安徽省,2016,136.6912,78.2215,3.7529,54.7168
340000,安徽省,2015,119.259,67.6366,5.5712,46.0512
340000,安徽省,2014,109.8603,61.4999,4.978,43.3824
340000,安徽省,2013,98.7541,53.0372,4.7277,40.9892
340000,安徽省,2012,85.5,44.5,4.2,36.8
340000,安徽省,2011,70.9269,38.6611,3.6715,28.5943
340000,安徽省,2010,51.37488,27.32627,2.8,20.3
340000,安徽省,2009,41.06445,22.43777,2.22006,16.1301
340000,安徽省,2008,37.0911,20.3871,1.9595,14.2397
340000,安徽省,2007,22.28522,11.80807,1.14606,8.02992
340000,安徽省,2006,17.6403,9.4409,0.89449,6.5155
340000,安徽省,2005,14.69379,14.66379,0.7761,5.62402
340000,安徽省,2004,13.76922,7.92449,,3.94501
340000,安徽省,2003,6.55646,3.90493,0.30542,0.53649
340000,安徽省,2002,3.90123,2.32185,0.215,0.2897
340000,安徽省,2001,2.3034,1.3517,0.1332,0.1459
340000,安徽省,2000,1.3336,0.7983,0.0746,0.0423
350000,福建省,2019,,,,
350000,福建省,2018,226.9,138.8,2.1,85.9
350000,福建省,2017,201.1774,126.4957,2.2081,72.4736
350000,福建省,2016,170.4067,105.8394,3.984,60.5833
350000,福建省,2015,149.5134,89.3939,6.5279,53.5916
350000,福建省,2014,144.8173,86.0302,6.4726,52.3145
350000,福建省,2013,157.7418,93.3765,8.0032,56.3621
350000,福建省,2012,145.4,82.0,7.9,55.5
350000,福建省,2011,116.5716,63.9568,6.8002,45.8146
350000,福建省,2010,102.79962,51.46348,5.6,42.5
350000,福建省,2009,79.982,41.88112,4.29363,33.48642
350000,福建省,2008,67.1065,35.4136,3.7119,27.7871
350000,福建省,2007,55.16766,30.42804,3.19157,21.54805
350000,福建省,2006,41.6369,23.1007,2.35609,15.399
350000,福建省,2005,31.19062,31.12171,1.7169,10.48837
350000,福建省,2004,26.40784,15.01466,,9.38496
350000,福建省,2003,32.45081,17.34574,1.70952,3.91114
350000,福建省,2002,23.96169,12.37766,1.7101,2.9114
350000,福建省,2001,17.9736,9.2152,1.2783,2.2264
350000,福建省,2000,17.4195,9.0045,1.1779,2.1802
360000,江西省,2019,,,,
360000,江西省,2018,52.2,30.2,0.7,21.3
360000,江西省,2017,43.2813,24.6631,0.6818,17.9364
360000,江西省,2016,42.9294,24.6896,1.2029,17.0369
360000,江西省,2015,82.5232,51.2817,4.3094,26.9321
360000,江西省,2014,33.3168,17.9893,1.6416,13.6859
360000,江西省,2013,31.778,18.6335,1.3507,11.7938
360000,江西省,2012,35.2,18.6,1.7,14.9
360000,江西省,2011,31.17,17.6733,1.5824,11.9143
360000,江西省,2010,34.50081,20.75881,1.6,33.7
360000,江西省,2009,24.46026,13.05618,1.24041,10.04509
360000,江西省,2008,29.7666,15.9337,1.5809,12.1914
360000,江西省,2007,20.61214,10.06234,0.93749,5.90032
360000,江西省,2006,17.9717,9.5758,0.88772,5.8423
360000,江西省,2005,14.74362,14.40117,0.7191,5.54249
360000,江西省,2004,12.6711,6.74308,,4.88707
360000,江西省,2003,6.21866,3.55316,0.30323,0.89691
360000,江西省,2002,4.9548,2.63912,0.2581,0.8683
360000,江西省,2001,2.7504,1.5283,0.1996,0.4023
360000,江西省,2000,2.4126,1.3656,0.1324,0.3466
370000,山东省,2019,,,,
370000,山东省,2018,203.8,107.6,1.7,94.5
370000,山东省,2017,266.6787,158.2666,3.6202,104.7919
370000,山东省,2016,332.4733,200.3327,8.7279,123.4127
370000,山东省,2015,328.0317,194.8123,14.7792,118.4402
370000,山东省,2014,325.8,187.8,15.5885,122.4048
370000,山东省,2013,325.329,183.4645,15.988,125.8765
370000,山东省,2012,323.3,183.3,14.5,125.5
370000,山东省,2011,279.2932,157.4288,12.9646,108.8998
370000,山东省,2010,311.60094,172.9626,14.1,123.4
370000,山东省,2009,259.481,144.98029,11.68265,101.31874
370000,山东省,2008,260.6559,135.5807,12.0272,111.9905
370000,山东省,2007,142.0581,72.78895,6.18488,51.48643
370000,山东省,2006,104.439,56.4031,4.73482,39.358
370000,山东省,2005,78.45676,77.67067,3.8729,28.17923
370000,山东省,2004,73.43972,40.1333,,18.36099
370000,山东省,2003,51.24102,25.04528,2.67089,9.34222
370000,山东省,2002,41.01236,18.86515,2.1445,7.6481
370000,山东省,2001,33.0264,15.2411,1.9102,6.291
370000,山东省,2000,24.7234,11.4172,1.247,4.727
410000,河南省,2019,,,,
410000,河南省,2018,79.9,40.5,1.1,38.3
410000,河南省,2017,136.62,83.0864,3.3409,50.1927
410000,河南省,2016,169.6858,106.9322,5.3114,57.4422
410000,河南省,2015,157.4786,97.4072,6.6421,53.4293
410000,河南省,2014,149.4363,89.8275,6.6074,53.0014
410000,河南省,2013,146.9216,83.2263,7.424,56.2713
410000,河南省,2012,148.5,95.0,6.3,47.2
410000,河南省,2011,128.7277,80.8773,5.66,42.1904
410000,河南省,2010,100.00026,60.86936,4.4,34.7
410000,河南省,2009,97.53889,59.74269,4.02959,33.76661
410000,河南省,2008,99.5919,62.6884,4.8869,32.0167
410000,河南省,2007,59.18128,38.02587,2.45134,18.60542
410000,河南省,2006,38.5709,24.6142,1.66625,12.2905
410000,河南省,2005,24.2812,23.8251,1.1112,7.562
410000,河南省,2004,23.67704,14.29759,,6.29118
410000,河南省,2003,14.75171,8.57965,0.6348,1.72683
410000,河南省,2002,12.13551,6.8689,0.62,1.3304
410000,河南省,2001,8.4775,4.8524,0.3838,1.1034
410000,河南省,2000,7.3222,4.1363,0.3136,1.0448
420000,湖北省,2019,,,,
420000,湖北省,2018,263.1,144.0,3.2,116.0
420000,湖北省,2017,233.4668,129.557,3.6179,100.2919
420000,湖北省,2016,242.0819,137.9887,7.3655,96.7277
420000,湖北省,2015,237.0429,132.1432,19.2622,85.6375
420000,湖北省,2014,238.0823,136.1441,11.7147,90.3
420000,湖北省,2013,221.128,123.1583,11.9907,85.979
420000,湖北省,2012,171.3,91.1,9.0,71.2
420000,湖北省,2011,128.9006,67.8731,7.0779,53.9496
420000,湖北省,2010,103.46216,52.97523,5.4,43.4
420000,湖北省,2009,80.65158,40.38213,4.3216,36.60763
420000,湖北省,2008,72.7586,36.3191,4.1091,32.3304
420000,湖北省,2007,48.34461,24.46624,2.60185,19.87228
420000,湖北省,2006,38.5998,18.7571,2.22154,15.8148
420000,湖北省,2005,35.51149,35.36421,1.98265,14.69825
420000,湖北省,2004,32.77657,17.4449,,12.38454
420000,湖北省,2003,26.79952,13.13144,1.41397,3.46793
420000,湖北省,2002,24.63426,12.25675,1.3004,3.4182
420000,湖北省,2001,17.9407,9.0664,0.946,2.3739
420000,湖北省,2000,12.1797,6.0172,0.6434,1.5409
430000,湖南省,2019,,,,
430000,湖南省,2018,156.4,92.8,2.4,61.1
430000,湖南省,2017,131.8479,76.5129,2.9451,52.3899
430000,湖南省,2016,127.1375,74.0366,4.0734,49.0275
430000,湖南省,2015,117.3406,66.6444,5.5443,45.1519
430000,湖南省,2014,97.647,55.1175,4.7484,37.7811
430000,湖南省,2013,107.482,63.3156,5.2965,38.8699
430000,湖南省,2012,93.7,54.2,4.5,35.0
430000,湖南省,2011,82.5342,47.044,3.9161,31.5741
430000,湖南省,2010,72.27644,38.41775,3.4,18.5
430000,湖南省,2009,64.71839,34.77617,2.88122,16.70377
430000,湖南省,2008,66.9104,39.0156,3.2293,24.6655
430000,湖南省,2007,46.20749,24.98818,2.24233,18.97698
430000,湖南省,2006,37.1143,20.7581,1.83122,14.5249
430000,湖南省,2005,28.20961,27.33292,1.11558,9.88964
430000,湖南省,2004,26.96463,13.30785,,9.88053
430000,湖南省,2003,16.11619,8.30004,0.84515,2.20964
430000,湖南省,2002,13.09868,6.71001,0.7265,1.8906
430000,湖南省,2001,8.6073,4.3746,0.4643,1.29
430000,湖南省,2000,5.9339,3.0321,0.2968,0.7671
440000,广东省,2019,,,,
440000,广东省,2018,808.5,392.1,3.6,412.9
440000,广东省,2017,723.1508,355.5925,5.0187,362.5396
440000,广东省,2016,678.958,328.5399,16.1339,334.2842
440000,广东省,2015,666.595,317.9272,35.0934,313.5744
440000,广东省,2014,626.0835,300.3534,31.6847,294.0454
440000,广东省,2013,597.2324,295.1057,32.0084,270.1183
440000,广东省,2012,548.1,262.0,29.7,256.4
440000,广东省,2011,519.8468,254.1023,28.565,237.1795
440000,广东省,2010,445.32432,211.41853,24.1,211.5
440000,广东省,2009,382.63508,181.87665,20.59695,178.29418
440000,广东省,2008,382.7935,183.2341,20.8815,178.3876
440000,广东省,2007,302.40196,140.98328,17.3908,133.59241
440000,广东省,2006,256.3392,123.047,14.64356,114.2818
440000,广东省,2005,221.61121,220.58013,12.97585,94.18246
440000,广东省,2004,208.23544,98.16355,,85.83915
440000,广东省,2003,164.13693,77.61986,7.22383,20.23065
440000,广东省,2002,137.48079,65.80429,7.7211,14.6677
440000,广东省,2001,113.5939,54.622,6.0885,13.326
440000,广东省,2000,91.0686,42.6567,4.5669,11.2686
450000,广西壮族自治区,2019,,,,
450000,广西壮族自治区,2018,46.9,24.7,0.3,21.9
450000,广西壮族自治区,2017,43.4709,22.8544,0.5005,20.116
450000,广西壮族自治区,2016,37.1181,19.1071,1.032,16.979
450000,广西壮族自治区,2015,34.9542,17.446,1.9238,15.5844
450000,广西壮族自治区,2014,31.6107,15.9228,1.799,13.8889
450000,广西壮族自治区,2013,31.9287,16.8118,1.8741,13.2428
450000,广西壮族自治区,2012,26.1,13.7,1.5,10.9
450000,广西壮族自治区,2011,27.2664,13.8212,1.6427,11.8025
450000,广西壮族自治区,2010,20.03747,9.59519,1.2,9.1
450000,广西壮族自治区,2009,17.23054,8.31232,0.96213,7.77428
450000,广西壮族自治区,2008,17.0531,8.5117,0.9544,7.4415
450000,广西壮族自治区,2007,12.1037,5.63669,0.74819,5.12794
450000,广西壮族自治区,2006,9.9285,4.4157,0.50031,3.9417
450000,广西壮族自治区,2005,9.14141,9.09145,0.44304,4.12675
450000,广西壮族自治区,2004,8.28209,4.19033,,3.2073
450000,广西壮族自治区,2003,5.05277,2.39061,0.24437,0.8485
450000,广西壮族自治区,2002,4.45989,2.03778,0.2339,0.6485
450000,广西壮族自治区,2001,4.2291,2.0967,0.1778,0.571
450000,广西壮族自治区,2000,5.8808,2.9334,0.2887,0.8244
460000,海南省,2019,,,,
460000,海南省,2018,11.5,4.8,0.1,6.5
460000,海南省,2017,8.9886,3.8241,0.1144,5.0501
460000,海南省,2016,7.7796,3.4256,0.1957,4.1583
460000,海南省,2015,6.1191,2.7318,0.3218,3.0655
460000,海南省,2014,7.4271,3.3148,0.3954,3.7169
460000,海南省,2013,15.2223,5.5767,0.7928,8.8528
460000,海南省,2012,12.6,6.7,0.8,5.1
460000,海南省,2011,13.0469,6.6401,0.8227,5.5841
460000,海南省,2010,11.94469,6.21821,0.7,4.8
460000,海南省,2009,8.37128,4.28094,0.48194,3.49442
460000,海南省,2008,7.5899,4.0044,0.4609,3.0488
460000,海南省,2007,4.47407,2.45356,0.25458,1.27735
460000,海南省,2006,3.9465,2.1217,0.24118,1.4285
460000,海南省,2005,2.71963,2.71241,0.16183,1.05797
460000,海南省,2004,2.65834,1.3977,,0.65147
460000,海南省,2003,3.58441,1.5149,,
460000,海南省,2002,3.81003,1.48736,0.229,0.6896
460000,海南省,2001,3.4437,1.1834,0.1934,0.7061
460000,海南省,2000,3.7353,1.1573,0.2102,0.8007
500000,重庆市,2019,,,,
500000,重庆市,2018,165.7,105.1,2.1,58.5
500000,重庆市,2017,210.5089,134.8083,3.5983,72.1023
500000,重庆市,2016,249.3343,156.5278,6.6041,86.2024
500000,重庆市,2015,235.4955,144.1762,9.7492,81.5701
500000,重庆市,2014,179.6248,106.0812,7.4397,66.1039
500000,重庆市,2013,159.5193,93.9403,7.9307,57.6483
500000,重庆市,2012,140.2,87.9,6.0,46.3
500000,重庆市,2011,114.9968,72.6174,4.7418,37.6376
500000,重庆市,2010,81.61577,51.26012,2.8,24.4
500000,重庆市,2009,72.2237,45.03374,3.15843,25.87895
500000,重庆市,2008,61.7407,34.1473,2.77,24.3619
500000,重庆市,2007,47.96616,26.45194,2.48524,15.678
500000,重庆市,2006,33.5609,17.7609,1.77265,11.7282
500000,重庆市,2005,19.97981,19.85342,1.0589,7.76833
500000,重庆市,2004,17.75541,9.245,,6.25652
500000,重庆市,2003,11.143,5.79472,0.19517,0.63267
500000,重庆市,2002,8.82028,4.17788,0.4569,1.4749
500000,重庆市,2001,6.4044,3.1732,0.3456,0.877
500000,重庆市,2000,10.0677,4.0877,0.514,2.286
510000,四川省,2019,,,,
510000,四川省,2018,214.9,119.1,2.1,93.7
510000,四川省,2017,194.5972,109.3171,2.8423,82.4378
510000,四川省,2016,229.1013,122.8531,6.1634,100.0848
510000,四川省,2015,227.2403,121.5706,10.9041,94.7656
510000,四川省,2014,215.0407,109.9271,10.6358,94.4778
510000,四川省,2013,230.5279,117.9196,11.7363,100.872
510000,四川省,2012,245.5,122.3,13.4,109.8
510000,四川省,2011,166.1658,83.7558,8.8432,73.5668
510000,四川省,2010,120.40779,56.74786,6.4,57.3
510000,四川省,2009,93.35903,44.88411,5.43507,42.85696
510000,四川省,2008,77.3711,37.5998,4.6665,33.6625
510000,四川省,2007,44.49631,21.17669,2.39446,17.13971
510000,四川省,2006,34.6133,16.7856,1.87931,12.4842
510000,四川省,2005,28.81674,28.60235,1.45701,12.34221
510000,四川省,2004,29.19937,14.30147,,11.78353
510000,四川省,2003,20.80614,9.75551,0.51398,1.75025
510000,四川省,2002,18.47043,8.45299,1.0295,2.6319
510000,四川省,2001,14.4605,6.7131,0.7783,2.0924
510000,四川省,2000,12.6542,6.0641,0.6589,1.5583
520000,贵州省,2019,,,,
520000,贵州省,2018,40.0,26.1,0.5,13.4
520000,贵州省,2017,35.269,22.3644,0.4575,12.4471
520000,贵州省,2016,30.4158,18.3957,0.8381,11.182
520000,贵州省,2015,23.2275,13.2224,1.1392,8.8659
520000,贵州省,2014,22.0639,12.363,1.1172,8.5837
520000,贵州省,2013,20.7938,11.9306,1.1303,7.7329
520000,贵州省,2012,17.9,8.9,1.1,7.9
520000,贵州省,2011,15.2146,7.8841,0.8686,6.4619
520000,贵州省,2010,11.47838,6.07715,0.7,4.6
520000,贵州省,2009,9.39769,5.0375,0.61395,3.53808
520000,贵州省,2008,8.9554,4.9345,0.5446,3.0935
520000,贵州省,2007,5.97982,3.16253,0.40478,2.0967
