省份编码,省份,年份,住宿业企业主营业务收入(亿元),住宿业企业主营业务成本(亿元),住宿业企业主营业务税金及附加(亿元),住宿业企业主营业务利润(亿元)
330000,浙江省,2018,314.4,101.4,3.5,209.5
330000,浙江省,2017,287.399,94.0778,3.2651,190.0561
330000,浙江省,2016,285.5209,95.7894,7.3973,182.3342
330000,浙江省,2015,286.5139,93.053,16.6068,176.8541
330000,浙江省,2014,278.7857,88.6489,15.8905,174.2463
330000,浙江省,2013,274.7539,89.9837,15.4338,169.3364
330000,浙江省,2012,299.4,98.1,16.5,184.8
330000,浙江省,2011,332.4076,132.1601,16.3694,183.8781
330000,浙江省,2010,296.84613,117.743,14.3,164.7
330000,浙江省,2009,241.33985,94.88821,11.77785,134.68995
330000,浙江省,2008,239.0184,93.9212,11.6228,133.4743
330000,浙江省,2007,,,,
330000,浙江省,2006,,,,
330000,浙江省,2005,,,,
330000,浙江省,2004,,,,
330000,浙江省,2003,,,,
330000,浙江省,2002,,,,
330000,浙江省,2001,,,,
330000,浙江省,2000,,,,
340000,安徽省,2019,,,,
340000,安徽省,2018,70.3,30.4,1.4,38.5
340000,安徽省,2017,68.2055,32.3259,1.3606,34.519
340000,安徽省,2016,72.9256,34.6497,1.9396,36.3363
340000,安徽省,2015,71.3061,33.5362,3.7544,34.0155
340000,安徽省,2014,69.5582,31.7312,3.6805,34.1465
340000,安徽省,2013,66.7274,30.6966,3.533,32.4978
340000,安徽省,2012,69.4,28.4,3.6,37.4
340000,安徽省,2011,66.0481,27.0984,3.562,35.3877
340000,安徽省,2010,54.07137,22.52273,3.0,28.0
340000,安徽省,2009,43.25328,17.42261,2.41275,21.66324
340000,安徽省,2008,40.4415,16.2721,2.2072,20.8941
340000,安徽省,2007,,,,
340000,安徽省,2006,,,,
340000,安徽省,2005,,,,
340000,安徽省,2004,,,,
340000,安徽省,2003,,,,
340000,安徽省,2002,,,,
340000,安徽省,2001,,,,
340000,安徽省,2000,,,,
350000,福建省,2019,,,,
350000,福建省,2018,227.3,102.5,3.9,120.9
350000,福建省,2017,190.0492,88.5391,3.579,97.9311
350000,福建省,2016,171.8198,75.2174,4.4577,92.1447
350000,福建省,2015,163.8887,68.2494,8.5246,87.1147
350000,福建省,2014,149.1091,59.6181,8.1925,81.2985
350000,福建省,2013,145.1344,58.5929,8.238,78.3035
350000,福建省,2012,138.6,50.2,7.6,80.8
350000,福建省,2011,118.6578,42.755,6.5939,69.3089
350000,福建省,2010,93.09638,33.36872,5.2,54.2
350000,福建省,2009,77.29436,26.66335,4.4643,45.51755
350000,福建省,2008,73.9127,24.9372,4.3998,44.415
350000,福建省,2007,,,,
350000,福建省,2006,,,,
350000,福建省,2005,,,,
350000,福建省,2004,,,,
350000,福建省,2003,,,,
350000,福建省,2002,,,,
350000,福建省,2001,,,,
350000,福建省,2000,,,,
360000,江西省,2019,,,,
360000,江西省,2018,75.1,34.6,1.4,39.1
360000,江西省,2017,68.1365,30.7057,1.5712,35.8596
360000,江西省,2016,63.6073,28.2803,1.9783,33.3487
360000,江西省,2015,59.4573,25.6458,3.0772,30.7343
360000,江西省,2014,52.2006,21.2338,2.7643,28.2025
360000,江西省,2013,48.8148,20.7174,2.6618,25.4356
360000,江西省,2012,53.2,20.0,2.6,30.6
360000,江西省,2011,47.5514,17.6851,2.5494,27.3169
360000,江西省,2010,39.56415,18.58641,2.8,17.6
360000,江西省,2009,28.861,10.24021,1.55538,15.95888
360000,江西省,2008,31.4173,12.6872,1.5922,16.3631
360000,江西省,2007,,,,
360000,江西省,2006,,,,
360000,江西省,2005,,,,
360000,江西省,2004,,,,
360000,江西省,2003,,,,
360000,江西省,2002,,,,
360000,江西省,2001,,,,
360000,江西省,2000,,,,
370000,山东省,2019,,,,
370000,山东省,2018,161.2,61.8,2.4,97.0
370000,山东省,2017,203.3414,95.1042,3.1218,105.1154
370000,山东省,2016,222.686,109.0911,5.8983,107.6966
370000,山东省,2015,215.6519,102.227,10.4366,102.9883
370000,山东省,2014,207.6974,96.6116,10.3835,100.7023
370000,山东省,2013,213.7635,98.8627,10.8411,104.0597
370000,山东省,2012,205.0,94.2,10.0,100.8
370000,山东省,2011,180.9956,79.3175,9.3867,92.2914
370000,山东省,2010,162.33522,69.08515,8.4,84.3
370000,山东省,2009,124.72453,50.78863,6.29009,68.27314
370000,山东省,2008,121.1561,47.255,5.8906,67.0241
370000,山东省,2007,,,,
370000,山东省,2006,,,,
370000,山东省,2005,,,,
370000,山东省,2004,,,,
370000,山东省,2003,,,,
370000,山东省,2002,,,,
370000,山东省,2001,,,,
370000,山东省,2000,,,,
410000,河南省,2019,,,,
410000,河南省,2018,119.2,49.7,2.1,67.4
410000,河南省,2017,163.9323,84.3595,3.7356,75.8372
410000,河南省,2016,170.5131,92.0173,5.2202,73.2756
410000,河南省,2015,161.8992,85.8834,7.2818,68.734
410000,河南省,2014,146.1436,73.7684,7.1365,65.2387
410000,河南省,2013,138.9478,65.9197,7.5126,65.5155
410000,河南省,2012,137.0,68.6,6.5,61.9
410000,河南省,2011,119.5913,59.8911,5.4552,54.245
410000,河南省,2010,97.87987,47.82891,4.5,45.5
410000,河南省,2009,85.25092,39.22331,4.16371,41.8639
410000,河南省,2008,75.7274,33.8671,3.786,38.0655
410000,河南省,2007,,,,
410000,河南省,2006,,,,
410000,河南省,2005,,,,
410000,河南省,2004,,,,
410000,河南省,2003,,,,
410000,河南省,2002,,,,
410000,河南省,2001,,,,
410000,河南省,2000,,,,
420000,湖北省,2019,,,,
420000,湖北省,2018,124.2,55.0,2.2,67.0
420000,湖北省,2017,111.4243,52.1896,2.209,57.0257
420000,湖北省,2016,115.2792,56.3172,3.7364,55.2256
420000,湖北省,2015,125.9623,58.6757,7.05,60.2366
420000,湖北省,2014,126.1252,59.1412,7.2065,59.7775
420000,湖北省,2013,122.116,61.5929,6.2877,54.2354
420000,湖北省,2012,107.1,49.6,5.0,52.5
420000,湖北省,2011,85.4182,37.8924,4.1149,43.4109
420000,湖北省,2010,63.21174,25.99172,3.1,32.0
420000,湖北省,2009,48.00505,19.12445,2.52112,25.74209
420000,湖北省,2008,47.6429,18.8046,2.5148,26.3235
420000,湖北省,2007,,,,
420000,湖北省,2006,,,,
420000,湖北省,2005,,,,
420000,湖北省,2004,,,,
420000,湖北省,2003,,,,
420000,湖北省,2002,,,,
420000,湖北省,2001,,,,
420000,湖北省,2000,,,,
430000,湖南省,2019,,,,
430000,湖南省,2018,157.8,77.1,3.7,76.9
430000,湖南省,2017,156.5155,79.1147,4.2613,73.1395
430000,湖南省,2016,149.7023,74.0139,4.9423,70.7461
430000,湖南省,2015,146.13,69.3962,7.1196,69.6142
430000,湖南省,2014,139.6449,62.0874,7.2528,70.3047
430000,湖南省,2013,147.6897,67.5207,7.2049,72.9641
430000,湖南省,2012,138.0,54.9,6.8,76.3
430000,湖南省,2011,124.2589,50.018,6.4262,67.8147
430000,湖南省,2010,102.24264,40.63227,5.0,27.6
430000,湖南省,2009,86.02009,35.21384,4.12259,21.32671
430000,湖南省,2008,81.1517,37.6238,4.0734,39.4546
430000,湖南省,2007,,,,
430000,湖南省,2006,,,,
430000,湖南省,2005,,,,
430000,湖南省,2004,,,,
430000,湖南省,2003,,,,
430000,湖南省,2002,,,,
430000,湖南省,2001,,,,
430000,湖南省,2000,,,,
440000,广东省,2019,,,,
440000,广东省,2018,545.9,212.1,6.6,327.3
440000,广东省,2017,532.4586,215.4919,7.4826,309.4841
440000,广东省,2016,518.607,202.1725,13.3576,303.0769
440000,广东省,2015,497.6156,186.0463,26.5732,284.9961
440000,广东省,2014,487.8921,188.1141,27.1388,272.6392
440000,广东省,2013,471.499,165.9827,26.3275,279.1888
440000,广东省,2012,458.4,145.8,26.0,286.6
440000,广东省,2011,445.1528,142.4798,26.3777,276.2953
440000,广东省,2010,395.54162,126.26335,22.3,247.2
440000,广东省,2009,332.84131,105.25663,19.34133,206.11078
440000,广东省,2008,339.289,107.5012,19.9883,211.0262
440000,广东省,2007,,,,
440000,广东省,2006,,,,
440000,广东省,2005,,,,
440000,广东省,2004,,,,
440000,广东省,2003,,,,
440000,广东省,2002,,,,
440000,广东省,2001,,,,
440000,广东省,2000,,,,
450000,广西壮族自治区,2019,,,,
450000,广西壮族自治区,2018,80.6,27.5,1.1,52.0
450000,广西壮族自治区,2017,72.895,26.0957,1.4359,45.3634
450000,广西壮族自治区,2016,66.6156,23.7833,1.8833,40.949
450000,广西壮族自治区,2015,63.445,22.3054,3.451,37.6886
450000,广西壮族自治区,2014,59.5939,19.8295,3.2923,36.4721
450000,广西壮族自治区,2013,59.6977,21.7888,3.4722,34.4367
450000,广西壮族自治区,2012,60.5,19.3,3.4,37.8
450000,广西壮族自治区,2011,56.5196,18.3412,3.134,35.0444
450000,广西壮族自治区,2010,46.88036,14.22374,2.6,27.2
450000,广西壮族自治区,2009,37.93681,11.36708,2.09539,23.57104
450000,广西壮族自治区,2008,35.2931,10.932,1.9123,21.5801
450000,广西壮族自治区,2007,,,,
450000,广西壮族自治区,2006,,,,
450000,广西壮族自治区,2005,,,,
450000,广西壮族自治区,2004,,,,
450000,广西壮族自治区,2003,,,,
450000,广西壮族自治区,2002,,,,
450000,广西壮族自治区,2001,,,,
450000,广西壮族自治区,2000,,,,
460000,海南省,2019,,,,
460000,海南省,2018,153.5,52.0,10.2,91.3
460000,海南省,2017,108.8353,30.1916,2.3186,76.3251
460000,海南省,2016,102.4191,25.545,3.0276,73.8465
460000,海南省,2015,103.794,26.0324,5.8443,71.9173
460000,海南省,2014,95.6557,22.6067,5.4381,67.6109
460000,海南省,2013,93.2341,25.7107,5.166,62.3574
460000,海南省,2012,90.5,19.7,4.7,66.1
460000,海南省,2011,100.9157,23.3608,5.6568,71.8981
460000,海南省,2010,76.83799,17.31138,4.1,49.1
460000,海南省,2009,55.32729,11.70232,2.88497,38.38986
460000,海南省,2008,47.1938,10.0568,2.4836,32.6715
460000,海南省,2007,,,,
460000,海南省,2006,,,,
460000,海南省,2005,,,,
460000,海南省,2004,,,,
460000,海南省,2003,,,,
460000,海南省,2002,,,,
460000,海南省,2001,,,,
460000,海南省,2000,,,,
500000,重庆市,2019,,,,
500000,重庆市,2018,84.7,39.1,1.3,44.3
500000,重庆市,2017,87.2221,42.0462,1.6629,43.513
500000,重庆市,2016,97.0318,44.8792,2.5489,49.6037
500000,重庆市,2015,86.9502,38.4819,4.2828,44.1855
500000,重庆市,2014,75.8,31.9669,4.0419,39.8
500000,重庆市,2013,67.7761,29.6537,3.6246,34.4978
500000,重庆市,2012,63.5,25.5,3.3,34.7
500000,重庆市,2011,59.6991,26.1707,2.8211,30.7073
500000,重庆市,2010,49.66743,21.58096,2.1,23.7
500000,重庆市,2009,38.27778,25.35741,1.92377,20.51908
500000,重庆市,2008,34.6733,12.7367,1.6366,19.4462
500000,重庆市,2007,,,,
500000,重庆市,2006,,,,
500000,重庆市,2005,,,,
500000,重庆市,2004,,,,
500000,重庆市,2003,,,,
500000,重庆市,2002,,,,
500000,重庆市,2001,,,,
500000,重庆市,2000,,,,
510000,四川省,2019,,,,
510000,四川省,2018,162.4,72.8,2.6,87.0
510000,四川省,2017,141.1919,62.8984,2.6789,75.6146
510000,四川省,2016,156.3507,67.5833,4.4788,84.2886
510000,四川省,2015,144.6626,56.563,7.6458,80.4538
510000,四川省,2014,143.1793,55.4744,7.5771,80.1278
510000,四川省,2013,136.733,54.9935,7.0409,74.6986
510000,四川省,2012,138.1,46.6,7.1,84.4
510000,四川省,2011,124.6047,39.4546,7.009,78.1411
510000,四川省,2010,92.5559,28.25848,5.3,59.0
510000,四川省,2009,74.7683,23.10524,4.07285,46.97866
510000,四川省,2008,65.158,19.3943,3.5947,41.9035
510000,四川省,2007,,,,
510000,四川省,2006,,,,
510000,四川省,2005,,,,
510000,四川省,2004,,,,
510000,四川省,2003,,,,
510000,四川省,2002,,,,
510000,四川省,2001,,,,
510000,四川省,2000,,,,
520000,贵州省,2019,,,,
520000,贵州省,2018,70.5,35.4,0.9,34.1
520000,贵州省,2017,64.5963,31.4888,1.2731,31.8344
520000,贵州省,2016,58.308,29.1508,1.6913,27.4659
520000,贵州省,2015,49.8711,22.8385,2.7246,24.308
520000,贵州省,2014,46.2012,20.4673,2.5608,23.1731
520000,贵州省,2013,41.7172,18.8727,2.3568,20.4877
520000,贵州省,2012,35.5,13.5,2.0,20.0
520000,贵州省,2011,27.4529,9.7342,1.5628,16.1559
520000,贵州省,2010,20.10019,6.44908,1.2,12.3
520000,贵州省,2009,16.78388,5.42082,0.96766,9.68828
520000,贵州省,2008,15.5453,4.7961,0.9336,9.1843
520000,贵州省,2007,,,,
520000,贵州省,2006,,,,
520000,贵州省,2005,,,,
520000,贵州省,2004,,,,
520000,贵州省,2003,,,,
520000,贵州省,2002,,,,
520000,贵州省,2001,,,,
520000,贵州省,2000,,,,
530000,云南省,2019,,,,
530000,云南省,2018,89.8,39.6,1.6,48.6
530000,云南省,2017,88.7744,41.0638,2.4046,45.3084
530000,云南省,2016,82.661,34.7653,2.4206,45.4751
530000,云南省,2015,76.5309,32.1297,4.0834,40.3178
530000,云南省,2014,70.6475,30.7452,3.8072,36.0951
530000,云南省,2013,81.1089,37.5683,4.4001,39.1405
530000,云南省,2012,74.0,25.3,4.0,44.7
530000,云南省,2011,62.9165,21.965,3.3717,37.5798
530000,云南省,2010,50.17619,16.34842,2.8,30.9
530000,云南省,2009,39.38659,12.57898,2.19121,24.12267
530000,云南省,2008,35.4957,11.6499,2.0485,22.076
530000,云南省,2007,,,,
530000,云南省,2006,,,,
530000,云南省,2005,,,,
530000,云南省,2004,,,,
530000,云南省,2003,,,,
530000,云南省,2002,,,,
530000,云南省,2001,,,,
530000,云南省,2000,,,,
540000,西藏自治区,2019,,,,
540000,西藏自治区,2018,8.3,3.1,0.1,5.2
540000,西藏自治区,2017,8.0837,2.6895,0.0765,5.3177
540000,西藏自治区,2016,7.6603,2.019,0.1929,5.4484
540000,西藏自治区,2015,6.8358,2.0116,0.3995,4.4247
540000,西藏自治区,2014,6.2437,2.0192,0.364,3.8605
540000,西藏自治区,2013,5.9616,1.7699,0.353,3.8387
540000,西藏自治区,2012,5.9,1.7,0.4,3.8
540000,西藏自治区,2011,4.6762,1.3253,0.2803,3.0706
540000,西藏自治区,2010,3.8556,1.11791,0.2,2.5
540000,西藏自治区,2009,3.2544,1.00081,0.18344,1.73561
540000,西藏自治区,2008,2.5305,0.9567,0.0769,1.4969
540000,西藏自治区,2007,,,,
540000,西藏自治区,2006,,,,
540000,西藏自治区,2005,,,,
540000,西藏自治区,2004,,,,
540000,西藏自治区,2003,,,,
540000,西藏自治区,2002,,,,
540000,西藏自治区,2001,,,,
540000,西藏自治区,2000,,,,
610000,陕西省,2019,,,,
610000,陕西省,2018,129.7,58.6,1.9,69.1
610000,陕西省,2017,117.1395,57.9435,2.1777,57.0183
610000,陕西省,2016,108.6362,49.6062,4.0848,54.9452
610000,陕西省,2015,102.226,43.3524,5.429,53.4446
610000,陕西省,2014,102.9497,44.2512,5.1515,53.547
610000,陕西省,2013,99.6019,43.4965,5.078,51.0274
610000,陕西省,2012,96.3,36.8,4.8,54.7
610000,陕西省,2011,88.3905,31.5653,4.6257,52.1995
610000,陕西省,2010,68.82825,26.36979,3.7,38.6
610000,陕西省,2009,51.49324,18.32114,2.82531,29.83868
610000,陕西省,2008,46.1927,15.3786,2.4031,28.4111
610000,陕西省,2007,,,,
610000,陕西省,2006,,,,
610000,陕西省,2005,,,,
610000,陕西省,2004,,,,
610000,陕西省,2003,,,,
610000,陕西省,2002,,,,
610000,陕西省,2001,,,,
610000,陕西省,2000,,,,
620000,甘肃省,2019,,,,
620000,甘肃省,2018,36.5,17.7,0.6,18.2
620000,甘肃省,2017,39.8462,20.1956,0.9445,18.7061
620000,甘肃省,2016,42.426,21.9364,1.5807,18.9089
620000,甘肃省,2015,37.9573,18.6361,2.0115,17.3097
620000,甘肃省,2014,35.7117,16.5305,1.8343,17.3469
620000,甘肃省,2013,33.0051,16.7007,1.7507,14.5537
620000,甘肃省,2012,30.1,11.9,1.7,16.5
620000,甘肃省,2011,23.5696,10.0434,1.4069,12.1193
620000,甘肃省,2010,19.06971,7.55775,1.1,10.4
620000,甘肃省,2009,15.08557,6.19142,0.97834,7.91581
620000,甘肃省,2008,13.0054,5.4879,0.8081,6.7094
620000,甘肃省,2007,,,,
620000,甘肃省,2006,,,,
620000,甘肃省,2005,,,,
620000,甘肃省,2004,,,,
620000,甘肃省,2003,,,,
620000,甘肃省,2002,,,,
620000,甘肃省,2001,,,,
620000,甘肃省,2000,,,,
630000,青海省,2019,,,,
630000,青海省,2018,8.0,4.2,0.1,3.7
630000,青海省,2017,8.2172,3.7024,0.1313,4.3835
630000,青海省,2016,7.8772,3.526,0.1527,4.1985
630000,青海省,2015,7.9378,3.2161,0.4232,4.2985
630000,青海省,2014,7.9439,2.9326,0.4291,4.5822
630000,青海省,2013,8.2002,3.2462,0.4469,4.5071
630000,青海省,2012,7.4,2.2,0.4,4.8
630000,青海省,2011,6.4361,1.8057,0.3515,4.2789
630000,青海省,2010,5.43506,1.59979,0.3,3.5
630000,青海省,2009,5.35251,1.39124,0.30089,3.65668
630000,青海省,2008,4.6702,1.3762,0.2366,2.9421
630000,青海省,2007,,,,
630000,青海省,2006,,,,
630000,青海省,2005,,,,
630000,青海省,2004,,,,
630000,青海省,2003,,,,
630000,青海省,2002,,,,
630000,青海省,2001,,,,
630000,青海省,2000,,,,
640000,宁夏回族自治区,2019,,,,
640000,宁夏回族自治区,2018,7.5,3.2,0.1,4.1
640000,宁夏回族自治区,2017,8.266,3.6693,0.1642,4.4325
640000,宁夏回族自治区,2016,7.6442,3.1056,0.2398,4.2988
640000,宁夏回族自治区,2015,7.8628,3.0301,0.4519,4.3808
640000,宁夏回族自治区,2014,8.3406,3.4446,0.4482,4.4478
640000,宁夏回族自治区,2013,9.0137,3.8133,0.455,4.7454
640000,宁夏回族自治区,2012,10.1,3.8,0.5,5.8
640000,宁夏回族自治区,2011,7.134,2.6683,0.3443,4.1214
640000,宁夏回族自治区,2010,5.57906,2.05612,0.3,3.3
640000,宁夏回族自治区,2009,5.51208,1.99819,0.28105,3.134
640000,宁夏回族自治区,2008,5.1089,1.7573,0.2762,3.0754
