省份编码,省份,年份,餐饮业企业资产总计(亿元),餐饮业企业流动资产合计(亿元),餐饮业企业固定资产合计(亿元),餐饮业企业负债合计(亿元),餐饮业企业所有者权益合计(亿元)
130000,河北省,2001,15.9218,3.7593,10.5535,11.8582,
130000,河北省,2000,11.8724,3.1754,6.8549,8.8301,
140000,山西省,2019,101.5033,47.7016,,91.6953,9.6113
140000,山西省,2018,102.1,44.4,31.1,96.1,5.9
140000,山西省,2017,110.7845,42.6491,43.6176,103.4504,7.3341
140000,山西省,2016,120.829,41.3939,47.2689,109.3793,11.4498
140000,山西省,2015,127.6414,40.7126,52.1082,107.3139,20.3275
140000,山西省,2014,138.3309,43.8987,54.5142,110.1149,28.216
140000,山西省,2013,148.515,52.6647,60.4627,114.5304,33.9845
140000,山西省,2012,131.6,55.1,47.1,100.8,30.8
140000,山西省,2011,96.8,42.4,37.7,67.2,29.6
140000,山西省,2010,95.9,37.5,33.8,66.4,29.6
140000,山西省,2009,54.7,23.1,22.6,40.3,14.4
140000,山西省,2008,49.0,20.4,25.0,31.7,17.4
140000,山西省,2007,28.9,13.1,14.2,20.7,8.2
140000,山西省,2006,21.677,10.1449,12.8228,15.4482,6.2289
140000,山西省,2005,22.7,12.2,6.7,14.1,8.6
140000,山西省,2004,17.23479,8.23518,5.39879,11.98793,5.24686
140000,山西省,2003,18.9,6.5,9.8,14.2,4.6
140000,山西省,2002,14.1356,6.1644,6.3411,10.5441,3.5915
140000,山西省,2001,9.0342,2.7613,4.8897,5.8512,
140000,山西省,2000,4.3251,1.4615,2.3944,2.9812,
150000,内蒙古自治区,2019,94.7195,34.8596,,72.7804,21.9307
150000,内蒙古自治区,2018,107.6,41.5,38.7,87.3,20.3
150000,内蒙古自治区,2017,119.6486,40.4834,45.8691,95.5588,24.0898
150000,内蒙古自治区,2016,124.9367,48.7401,46.1164,94.9408,29.9959
150000,内蒙古自治区,2015,119.5886,51.1016,43.1132,91.6427,27.9459
150000,内蒙古自治区,2014,123.1941,45.4978,45.3473,91.0529,32.1412
150000,内蒙古自治区,2013,125.1778,47.2106,45.9683,85.1642,40.0136
150000,内蒙古自治区,2012,124.1,50.9,43.8,76.3,47.7
150000,内蒙古自治区,2011,91.2,34.8,35.7,58.2,33.0
150000,内蒙古自治区,2010,69.8,23.3,30.3,36.9,32.9
150000,内蒙古自治区,2009,53.5,16.9,22.1,30.0,23.5
150000,内蒙古自治区,2008,42.6,15.1,21.1,25.9,16.7
150000,内蒙古自治区,2007,34.9,10.6,21.0,21.0,13.9
150000,内蒙古自治区,2006,18.1189,5.3708,11.8226,10.2535,7.8654
150000,内蒙古自治区,2005,13.6,5.2,7.7,9.1,4.5
150000,内蒙古自治区,2004,10.31963,3.49245,5.13621,6.71995,3.59968
150000,内蒙古自治区,2003,20.3,4.7,14.5,13.5,6.8
150000,内蒙古自治区,2002,17.2339,2.9309,12.6523,10.1141,7.1198
150000,内蒙古自治区,2001,7.1062,2.3698,3.7548,3.9825,
150000,内蒙古自治区,2000,10.7175,1.7559,6.1843,4.656,
210000,辽宁省,2019,134.9721,53.8371,,119.5819,15.3901
210000,辽宁省,2018,128.7,54.4,37.2,116.4,13.3
210000,辽宁省,2017,127.1404,48.4832,44.6003,108.9505,18.1899
210000,辽宁省,2016,122.1092,46.9216,41.6479,96.7494,25.3598
210000,辽宁省,2015,136.7165,53.9776,37.9498,106.9213,29.7953
210000,辽宁省,2014,128.2716,47.7674,42.5553,96.8356,31.436
210000,辽宁省,2013,139.3885,52.6896,47.3612,100.2558,39.117
210000,辽宁省,2012,129.4,47.5,46.0,90.5,38.9
210000,辽宁省,2011,97.3,40.6,36.3,64.0,33.3
210000,辽宁省,2010,91.4,32.3,44.8,57.1,34.3
210000,辽宁省,2009,94.2,27.4,52.0,59.3,34.9
210000,辽宁省,2008,86.6,29.7,59.2,59.2,27.4
210000,辽宁省,2007,67.7,23.9,47.4,46.4,21.3
210000,辽宁省,2006,54.4987,19.4458,41.8989,36.0598,18.4389
210000,辽宁省,2005,51.6,14.6,32.4,34.0,17.6
210000,辽宁省,2004,68.20901,16.34567,38.37429,48.30423,19.90478
210000,辽宁省,2003,58.6,14.9,35.9,36.7,21.9
210000,辽宁省,2002,77.9034,16.9718,52.5066,51.2301,26.6732
210000,辽宁省,2001,66.9677,14.3653,45.084,44.3529,
210000,辽宁省,2000,63.1697,12.3516,39.0906,39.7177,
220000,吉林省,2019,22.9039,11.3323,,19.5797,2.7981
220000,吉林省,2018,24.6,8.9,11.2,16.6,8.0
220000,吉林省,2017,43.6885,16.4702,20.9997,18.5399,25.1486
220000,吉林省,2016,45.0646,17.1554,20.279,19.4636,25.601
220000,吉林省,2015,42.3997,13.2585,20.4541,17.4316,24.9682
220000,吉林省,2014,37.168,12.022,17.3022,17.2019,19.9661
220000,吉林省,2013,39.915,10.9921,19.563,20.2658,19.6492
220000,吉林省,2012,34.5,10.4,19.3,14.2,20.3
220000,吉林省,2011,29.0,7.2,16.7,13.6,15.4
220000,吉林省,2010,34.4,7.0,19.1,14.5,19.8
220000,吉林省,2009,28.5,4.6,18.1,11.4,17.0
220000,吉林省,2008,26.3,4.3,21.8,12.0,14.3
220000,吉林省,2007,13.3,3.7,10.0,6.7,6.57625
220000,吉林省,2006,12.8174,4.5869,9.6467,5.926,6.8914
220000,吉林省,2005,12.4,2.6,6.2,6.3,6.1
220000,吉林省,2004,15.74316,3.81224,8.17818,7.88452,7.85864
220000,吉林省,2003,3.9,1.5,2.3,2.9,1.0
220000,吉林省,2002,4.2173,1.3035,2.7269,3.2016,1.0157
220000,吉林省,2001,4.4015,1.9608,2.0634,3.0602,
220000,吉林省,2000,4.2208,1.668,1.9505,2.6614,
230000,黑龙江省,2019,16.4186,7.3929,,11.0907,4.7563
230000,黑龙江省,2018,18.6,8.4,8.3,13.3,6.2
230000,黑龙江省,2017,17.8154,8.321,7.007,11.524,6.2913
230000,黑龙江省,2016,20.4457,9.0872,7.8951,12.0706,8.3752
230000,黑龙江省,2015,19.1612,8.811,7.8242,12.0521,7.1091
230000,黑龙江省,2014,18.7505,6.3181,8.7875,10.8082,7.9424
230000,黑龙江省,2013,22.6028,8.3702,9.4107,12.2378,10.365
230000,黑龙江省,2012,23.1,9.6,9.4,11.7,11.4
230000,黑龙江省,2011,19.4,7.9,7.9,9.8,9.5
230000,黑龙江省,2010,17.4,7.4,6.6,9.0,8.5
230000,黑龙江省,2009,14.3,6.4,5.4,7.2,7.1
230000,黑龙江省,2008,15.4,6.4,6.9,8.4,7.0
230000,黑龙江省,2007,12.2,4.6,6.3,7.6,4.7
230000,黑龙江省,2006,10.652,4.6161,6.7213,5.3459,5.3061
230000,黑龙江省,2005,11.9,5.3,6.0,5.6,6.3
230000,黑龙江省,2004,13.19418,4.8494,6.00274,6.1187,7.07548
230000,黑龙江省,2003,8.9,3.1,4.9,3.7,5.2
230000,黑龙江省,2002,7.7462,3.2351,2.9768,4.2523,3.4939
230000,黑龙江省,2001,5.213,2.2045,2.3144,2.4419,
230000,黑龙江省,2000,6.7932,1.9923,3.9629,3.7453,
310000,上海市,2019,543.4173,339.8374,,390.4737,152.9792
310000,上海市,2018,451.9,278.4,67.8,324.5,127.5
310000,上海市,2017,448.361,274.6319,71.9473,345.5365,102.8197
310000,上海市,2016,409.9133,232.9681,74.2267,307.7193,102.194
310000,上海市,2015,403.1268,226.1679,74.3974,305.5868,97.5401
310000,上海市,2014,395.208,226.6267,72.9541,306.9701,88.2378
310000,上海市,2013,323.5189,183.4782,64.4007,255.0123,68.5066
310000,上海市,2012,282.7,155.9,63.6,214.2,68.5
310000,上海市,2011,236.2,130.6,51.7,176.7,59.5
310000,上海市,2010,214.4,114.2,58.0,156.2,58.2
310000,上海市,2009,185.4,102.0,38.8,137.5,47.9
310000,上海市,2008,183.7,100.3,74.9,144.1,39.7
310000,上海市,2007,131.0,71.9,57.4,94.0,37.0
310000,上海市,2006,124.5644,64.3674,56.9162,87.8391,36.7253
310000,上海市,2005,94.5,43.6,29.1,64.1,30.4
310000,上海市,2004,100.02702,41.885,26.72662,71.39768,28.62934
310000,上海市,2003,50.5,15.7,21.9,32.9,17.6
310000,上海市,2002,45.9818,15.6564,17.3681,34.9048,11.0769
310000,上海市,2001,61.4856,21.0218,24.1843,49.0162,
310000,上海市,2000,50.3581,13.3637,27.5271,41.5794,
320000,江苏省,2019,554.641,222.8613,,390.7795,163.7266
320000,江苏省,2018,558.8,211.3,201.7,371.0,187.5
320000,江苏省,2017,494.9818,180.1909,194.5304,368.7656,126.3636
320000,江苏省,2016,461.0915,181.6111,166.7835,336.3544,124.7389
320000,江苏省,2015,456.4824,193.8749,152.3695,343.2214,113.2611
320000,江苏省,2014,437.0883,178.2086,148.1159,331.257,105.8313
320000,江苏省,2013,418.585,177.6103,143.0359,297.367,121.224
320000,江苏省,2012,338.9,141.9,110.6,255.2,83.6
320000,江苏省,2011,279.6,113.5,98.0,197.8,81.8
320000,江苏省,2010,219.7,95.5,73.3,157.3,62.5
320000,江苏省,2009,183.8,70.4,70.6,133.1,50.7
320000,江苏省,2008,206.0,75.7,124.8,132.7,73.3
320000,江苏省,2007,123.4,49.4,65.2,87.0,36.4
320000,江苏省,2006,152.4322,55.7355,91.3859,108.7588,43.6735
320000,江苏省,2005,122.4,40.4,58.6,77.1,45.3
320000,江苏省,2004,120.5835,39.31196,53.67511,78.28413,42.29937
320000,江苏省,2003,153.0,42.8,88.1,96.4,56.7
320000,江苏省,2002,95.5248,24.0549,57.5695,61.6836,33.8412
320000,江苏省,2001,74.4441,16.8275,45.9922,48.0333,
320000,江苏省,2000,67.2318,13.7522,44.4001,43.6081,
330000,浙江省,2019,430.6376,183.4034,,334.2152,94.2372
330000,浙江省,2018,387.0,159.7,123.7,311.0,76.0
330000,浙江省,2017,384.2075,161.7395,131.9598,301.2526,82.9549
330000,浙江省,2016,354.3836,140.7103,122.0993,278.7761,75.6075
330000,浙江省,2015,340.4584,129.6808,120.8163,267.1783,73.2801
330000,浙江省,2014,312.9714,124.7794,119.4269,251.9958,60.9757
330000,浙江省,2013,299.6051,122.7702,109.2065,235.7025,63.9026
330000,浙江省,2012,290.2,131.0,99.7,222.2,68.0
330000,浙江省,2011,267.2,118.9,87.5,197.2,69.9
330000,浙江省,2010,204.3,98.0,64.6,151.0,53.2
330000,浙江省,2009,152.3,69.0,45.2,112.0,40.3
330000,浙江省,2008,123.1,54.9,60.0,85.7,37.5
330000,浙江省,2007,118.9,46.0,62.5,82.8,36.1
330000,浙江省,2006,91.9566,29.6621,50.3737,65.2155,26.7411
330000,浙江省,2005,81.8,27.6,34.3,56.3,25.5
330000,浙江省,2004,74.90357,23.96225,33.21905,50.82851,24.07506
330000,浙江省,2003,77.0,21.8,41.0,49.5,27.5
330000,浙江省,2002,56.834,17.9844,31.3458,39.2632,17.5708
330000,浙江省,2001,57.4342,14.2756,33.3882,34.1357,
330000,浙江省,2000,51.6272,12.7075,31.9391,34.3923,
340000,安徽省,2019,195.0866,80.3278,,119.1487,76.0056
340000,安徽省,2018,241.2,98.0,85.3,160.3,80.9
340000,安徽省,2017,223.1561,88.8186,75.198,151.0043,72.1518
340000,安徽省,2016,239.3793,90.5155,86.7862,165.9739,73.4054
340000,安徽省,2015,218.5204,87.6005,62.3677,150.5234,67.997
340000,安徽省,2014,195.7385,79.9652,57.9775,133.9674,61.7711
340000,安徽省,2013,173.2574,71.0935,55.4627,115.7552,57.5022
340000,安徽省,2012,135.0,54.5,43.9,86.6,48.4
340000,安徽省,2011,89.2,33.9,34.2,57.4,31.8
340000,安徽省,2010,70.8,29.9,25.8,47.7,23.1
340000,安徽省,2009,51.2,21.2,19.5,34.1,17.2
340000,安徽省,2008,46.5,18.3,22.5,31.2,15.3
340000,安徽省,2007,25.5,10.1,11.8,18.6,6.9
340000,安徽省,2006,19.9072,8.6857,9.3351,13.5272,6.38
340000,安徽省,2005,17.8,6.2,8.2,11.0,6.8
340000,安徽省,2004,18.14457,6.05698,7.30634,10.62369,7.52088
340000,安徽省,2003,5.5,2.0,2.2,3.3,2.1
340000,安徽省,2002,2.7893,0.8488,1.2405,1.6706,1.1187
340000,安徽省,2001,1.8813,0.4202,0.8475,1.2607,
340000,安徽省,2000,1.6659,0.3528,0.8582,1.2085,
350000,福建省,2019,126.4193,63.8459,,69.7069,55.4653
350000,福建省,2018,118.5,62.5,30.8,66.5,51.9
350000,福建省,2017,120.9912,57.6516,32.8453,73.9609,47.0303
350000,福建省,2016,103.9836,50.2595,26.0274,62.8554,41.1282
350000,福建省,2015,104.6644,48.3882,27.8984,61.9566,42.7078
350000,福建省,2014,114.7672,58.5036,26.1499,70.7301,44.0371
350000,福建省,2013,98.1385,46.4486,28.7421,61.5043,36.6343
350000,福建省,2012,92.7,42.6,28.7,55.8,36.9
350000,福建省,2011,87.1,34.8,31.9,50.4,36.7
350000,福建省,2010,69.1,26.9,24.3,39.0,30.1
350000,福建省,2009,52.8,20.0,20.5,29.1,23.7
350000,福建省,2008,40.1,15.6,23.4,21.6,18.5
350000,福建省,2007,40.9,15.4,24.8,20.5,20.4
350000,福建省,2006,29.5932,10.6103,14.9281,17.2669,12.3263
350000,福建省,2005,17.6,6.4,8.1,8.9,8.7
350000,福建省,2004,19.02687,6.83665,5.4096,10.57434,8.45253
350000,福建省,2003,43.6,11.7,20.9,23.4,20.2
350000,福建省,2002,31.0032,11.4278,13.4417,17.0947,13.9084
350000,福建省,2001,27.5583,8.7237,11.9082,15.4498,
350000,福建省,2000,27.1327,8.8303,12.5833,15.5837,
360000,江西省,2019,90.1772,38.6996,,59.8755,29.433
360000,江西省,2018,90.9,36.7,30.3,65.6,25.3
360000,江西省,2017,69.2024,27.2711,22.6066,44.0206,25.1818
360000,江西省,2016,59.5206,21.5111,19.8536,39.3898,20.1307
360000,江西省,2015,73.117,19.7311,18.3876,35.6486,37.4684
360000,江西省,2014,47.9351,16.6807,17.0763,29.4421,18.493
360000,江西省,2013,43.6151,16.4881,14.874,25.3696,18.2455
360000,江西省,2012,47.0,18.2,18.5,25.0,22.0
360000,江西省,2011,36.8,14.2,14.3,20.5,16.4
360000,江西省,2010,31.9,8.4,13.1,14.2,17.6
360000,江西省,2009,21.1,8.1,8.5,9.5,11.6
360000,江西省,2008,25.4,9.3,15.1,12.4,13.1
360000,江西省,2007,19.5,7.8,12.3,9.7,9.8
360000,江西省,2006,25.3814,7.249,18.3234,13.1429,12.2385
360000,江西省,2005,19.3,7.1,7.9,11.3,8.1
360000,江西省,2004,14.07035,4.91099,6.28321,6.70471,7.36564
360000,江西省,2003,3.9,1.2,2.0,2.0,1.9
360000,江西省,2002,4.4558,1.1729,2.3204,2.3475,2.1083
360000,江西省,2001,3.0077,0.8055,1.9542,1.4118,
360000,江西省,2000,2.8756,0.5256,2.0241,1.4123,
370000,山东省,2019,326.114,108.8701,,264.6487,61.2853
370000,山东省,2018,323.4,121.8,140.1,244.0,79.4
370000,山东省,2017,375.8794,129.0954,161.9083,255.5097,120.3698
370000,山东省,2016,381.5139,136.8475,170.0245,268.2047,113.3092
370000,山东省,2015,388.6727,133.195,154.2182,264.5294,124.1433
370000,山东省,2014,391.7,130.2,165.9,265.1,126.7
370000,山东省,2013,409.3064,133.8699,171.8808,265.5641,143.7423
370000,山东省,2012,356.7,117.1,153.0,242.2,114.5
370000,山东省,2011,289.1,99.3,126.1,193.6,95.5
370000,山东省,2010,294.6,100.8,129.9,177.4,117.1
370000,山东省,2009,250.4,85.7,114.9,141.0,109.4
370000,山东省,2008,243.4,87.1,159.2,135.8,107.7
370000,山东省,2007,155.4,58.1,93.8,103.8,51.6
370000,山东省,2006,129.7882,46.1253,75.4702,90.1808,39.6074
370000,山东省,2005,103.8,39.3,43.8,74.2,29.6
370000,山东省,2004,115.30655,40.89595,51.97185,69.38411,45.92244
370000,山东省,2003,117.9,24.9,78.8,78.6,39.3
370000,山东省,2002,98.1379,17.347,70.1437,63.9684,34.1695
370000,山东省,2001,84.0608,15.8237,56.9046,57.7635,
370000,山东省,2000,77.8185,13.8463,52.671,53.1396,
410000,河南省,2019,117.7131,54.2746,,64.9286,50.0368
410000,河南省,2018,104.9,47.7,31.6,56.4,48.5
410000,河南省,2017,133.6985,56.6969,46.7581,65.004,68.6944
410000,河南省,2016,148.9894,59.7668,52.6848,76.557,72.4324
410000,河南省,2015,139.2016,54.1448,48.7046,73.5046,65.697
410000,河南省,2014,139.479,58.2958,53.5068,78.6033,60.8757
410000,河南省,2013,126.6396,52.3633,51.0543,69.9374,56.7022
410000,河南省,2012,109.6,45.0,39.4,58.4,51.2
410000,河南省,2011,91.0,33.0,35.4,47.6,43.4
410000,河南省,2010,76.1,30.0,30.9,41.9,34.3
410000,河南省,2009,72.6,29.3,29.9,38.6,34.0
410000,河南省,2008,74.8,25.7,48.7,36.2,38.6
410000,河南省,2007,44.8,14.7,27.5,24.6,20.2
410000,河南省,2006,30.8096,9.7117,17.7276,18.782,12.0276
410000,河南省,2005,23.1,7.8,10.6,14.5,8.6
410000,河南省,2004,19.63302,6.13768,7.83814,12.55321,7.07981
410000,河南省,2003,23.4,6.2,14.6,17.6,5.9
410000,河南省,2002,21.4646,5.3091,12.9761,15.1884,6.2761
410000,河南省,2001,15.0362,3.0257,10.3122,8.9088,
410000,河南省,2000,13.7441,2.6301,9.496,8.6977,
420000,湖北省,2019,283.2998,123.9893,,195.7085,83.4945
420000,湖北省,2018,302.8,134.4,91.4,211.9,90.9
420000,湖北省,2017,260.3021,98.4731,100.6957,171.9095,88.3926
420000,湖北省,2016,239.4518,80.9427,99.3859,161.2062,78.2455
420000,湖北省,2015,303.3851,91.4199,142.7898,181.6063,121.7516
420000,湖北省,2014,255.1605,86.0538,99.4509,165.5638,89.5967
420000,湖北省,2013,234.4277,85.3668,92.5884,149.5906,84.8371
420000,湖北省,2012,170.9,64.9,60.4,116.8,54.2
420000,湖北省,2011,124.6,42.6,47.4,88.6,36.0
420000,湖北省,2010,101.0,31.6,41.6,65.7,35.4
420000,湖北省,2009,77.0,22.4,37.4,52.2,24.8
420000,湖北省,2008,67.7,22.9,40.0,43.3,24.4
420000,湖北省,2007,40.1,12.8,26.3,30.7,9.4
420000,湖北省,2006,35.648,11.6378,26.2068,24.997,10.651
420000,湖北省,2005,31.2,10.5,15.4,23.2,8.0
420000,湖北省,2004,25.86882,8.37001,11.26686,18.73781,7.13101
420000,湖北省,2003,45.0,8.5,29.4,31.9,13.2
420000,湖北省,2002,42.5106,7.7635,27.2576,29.1066,13.404
420000,湖北省,2001,37.2412,5.7657,24.1237,25.851,
420000,湖北省,2000,32.4796,5.1318,22.4903,20.5126,
430000,湖南省,2019,134.7594,50.7775,,78.3612,54.7453
430000,湖南省,2018,132.0,47.1,47.6,75.2,56.8
430000,湖南省,2017,122.9961,39.8421,52.9582,68.3004,54.6957
430000,湖南省,2016,119.3579,40.6782,51.1032,63.6512,55.7067
430000,湖南省,2015,121.4869,39.4597,49.7054,68.7016,52.7854
430000,湖南省,2014,98.1343,33.1087,40.8412,61.2688,36.8655
430000,湖南省,2013,93.0012,27.4808,40.8827,55.4527,37.5485
430000,湖南省,2012,74.1,23.5,32.9,42.2,32.0
430000,湖南省,2011,71.7,24.0,34.0,40.4,31.3
430000,湖南省,2010,62.2,17.2,25.3,30.3,32.0
430000,湖南省,2009,55.7,14.4,25.0,27.5,28.3
430000,湖南省,2008,52.0,14.7,33.5,30.2,21.8
430000,湖南省,2007,41.3,10.8,28.5,27.2,14.1
430000,湖南省,2006,41.9985,10.1363,27.4608,27.5915,14.4071
430000,湖南省,2005,27.7,7.4,15.7,17.1,10.6
430000,湖南省,2004,46.1637,10.68968,23.72845,28.69721,17.46649
430000,湖南省,2003,26.2,6.7,16.5,17.0,9.2
430000,湖南省,2002,19.6738,4.3179,12.5335,12.0224,7.6514
430000,湖南省,2001,15.5232,3.4221,10.964,9.7666,
430000,湖南省,2000,13.0258,2.8196,9.1435,8.6856,
440000,广东省,2019,666.6461,365.4131,,459.4155,207.6558
440000,广东省,2018,596.8,327.6,122.9,411.8,185.1
440000,广东省,2017,548.573,296.0268,126.7149,377.7145,171.6254
440000,广东省,2016,536.6075,273.3975,127.221,387.8139,149.023
440000,广东省,2015,508.3873,242.2526,118.9011,365.4773,142.9114
440000,广东省,2014,539.7398,239.5897,118.5786,410.4649,129.1914
440000,广东省,2013,425.2786,191.4326,124.8521,303.7244,121.5534
440000,广东省,2012,378.7,173.2,109.1,264.3,114.4
440000,广东省,2011,306.1,137.9,89.0,216.5,89.7
440000,广东省,2010,287.4,130.0,93.7,194.5,92.9
440000,广东省,2009,235.5,102.5,80.2,155.4,80.1
440000,广东省,2008,244.9,100.4,148.3,157.7,87.2
440000,广东省,2007,212.4,81.8,139.4,142.3,70.1
440000,广东省,2006,195.0335,68.1406,128.7245,113.02,82.0135
440000,广东省,2005,173.0,60.7,78.9,112.0,61.0
440000,广东省,2004,193.17203,63.42012,86.06544,121.53801,71.63402
440000,广东省,2003,205.0,59.8,108.2,150.4,54.6
440000,广东省,2002,123.3601,43.8299,59.3818,82.6781,40.682
440000,广东省,2001,131.5897,40.0867,65.1384,92.1986,
440000,广东省,2000,127.3588,35.3582,64.8349,84.4165,
450000,广西壮族自治区,2019,44.8465,24.3711,,33.8939,10.3543
450000,广西壮族自治区,2018,41.7,22.3,11.0,30.9,10.3
450000,广西壮族自治区,2017,40.2468,19.0105,12.7975,31.5825,8.6643
450000,广西壮族自治区,2016,46.9388,20.7192,14.0062,37.0822,9.8566
450000,广西壮族自治区,2015,42.4861,21.997,11.8156,32.3715,10.1146
450000,广西壮族自治区,2014,36.6866,17.9736,10.9565,27.2585,9.4281
450000,广西壮族自治区,2013,31.4636,13.6873,10.4351,20.1255,11.3381
450000,广西壮族自治区,2012,30.6,12.9,11.2,17.0,13.6
450000,广西壮族自治区,2011,20.5,8.5,7.9,11.4,9.1
450000,广西壮族自治区,2010,14.6,5.6,5.4,8.6,6.0
450000,广西壮族自治区,2009,12.2,4.7,4.4,7.3,5.0
450000,广西壮族自治区,2008,16.5,6.2,10.1,9.4,7.1
450000,广西壮族自治区,2007,10.1,4.0,5.3,6.3,3.8
450000,广西壮族自治区,2006,8.5249,2.9518,5.8058,6.0419,2.483
450000,广西壮族自治区,2005,9.6,2.4,5.5,6.4,3.2
450000,广西壮族自治区,2004,8.45072,2.21261,4.11254,4.81218,3.63854
450000,广西壮族自治区,2003,9.9,2.7,6.4,8.6,1.3
450000,广西壮族自治区,2002,7.139,2.085,4.0566,5.2346,1.9044
450000,广西壮族自治区,2001,11.0185,3.0866,6.8347,8.0656,
450000,广西壮族自治区,2000,15.7796,3.5478,10.8312,10.5335,
460000,海南省,2019,14.9087,7.7986,,10.0614,4.8774
460000,海南省,2018,12.6,6.1,2.7,11.0,1.5
460000,海南省,2017,10.5053,5.7886,2.6828,11.2595,-0.7542
460000,海南省,2016,10.453,4.8202,2.6272,10.2594,0.1936
460000,海南省,2015,9.0389,4.284,2.496,8.2557,0.7832
460000,海南省,2014,11.9301,6.8819,2.5933,25.3377,-13.4076
460000,海南省,2013,27.586,13.4977,9.1037,18.2462,9.3398
460000,海南省,2012,11.0,5.9,3.3,8.9,2.1
460000,海南省,2011,9.9,5.2,3.0,7.5,2.4
460000,海南省,2010,9.6,4.5,3.3,6.9,2.7
460000,海南省,2009,8.0,4.4,2.6,5.2,2.8
460000,海南省,2008,6.1,2.8,3.2,3.4,2.7
460000,海南省,2007,4.1,1.9,2.1,2.0,2.1
460000,海南省,2006,3.4733,1.5631,2.1324,1.5218,1.9515
460000,海南省,2005,3.0,1.2,1.4,1.3,1.7
460000,海南省,2004,3.00171,0.97485,1.60426,1.10684,1.89487
460000,海南省,2003,20.6,4.3,14.6,18.6,2.0
460000,海南省,2002,17.694,3.1427,14.3924,10.9458,6.7482
