省份编码,省份,年份,餐饮业法人企业数(个),餐饮业企业从业人数(人),餐饮业企业营业额(亿元),餐饮业企业餐费收入(亿元)
210000,辽宁省,2017,343,29155,101.4836,94.2749
210000,辽宁省,2016,387,28807,95.9718,88.2585
210000,辽宁省,2015,533,36209,121.7093,112.129
210000,辽宁省,2014,637,41513,134.4626,124.7658
210000,辽宁省,2013,715,46528,142.72044,132.82037
210000,辽宁省,2012,717,51525,147.0,138.3
210000,辽宁省,2011,684,47590,129.6,123.8
210000,辽宁省,2010,666,54444,103.8,97.8
210000,辽宁省,2009,697,56037,93.3,87.1
210000,辽宁省,2008,808,59741,100.5,94.2
210000,辽宁省,2007,612,61913,80.7,74.5
210000,辽宁省,2006,458,51715,63.4,58.0
210000,辽宁省,2005,351,45805,48.1,43.3
210000,辽宁省,2004,408,46260,47.91293,43.3139
210000,辽宁省,2003,300,37752,,
210000,辽宁省,2002,295,39882,,
210000,辽宁省,2001,271,38858,,
210000,辽宁省,2000,219,35879,,
220000,吉林省,2019,166,8772,17.7792,14.8448
220000,吉林省,2018,174,8377,15.6,12.2
220000,吉林省,2017,223,12398,27.0593,21.6005
220000,吉林省,2016,226,12802,29.5494,23.7381
220000,吉林省,2015,184,11076,28.4399,23.1314
220000,吉林省,2014,162,9677,18.3798,13.657
220000,吉林省,2013,162,11016,20.23275,15.19597
220000,吉林省,2012,162,11470,21.8,15.8
220000,吉林省,2011,163,10881,19.2,14.6
220000,吉林省,2010,209,14485,19.7,15.6
220000,吉林省,2009,189,14026,18.2,14.8
220000,吉林省,2008,199,14216,17.0,14.7
220000,吉林省,2007,124,14531,12.8,11.0
220000,吉林省,2006,99,11416,10.5,8.3
220000,吉林省,2005,104,12033,9.6,8.0
220000,吉林省,2004,123,13471,10.53369,8.42926
220000,吉林省,2003,41,14610,,
220000,吉林省,2002,45,17252,,
220000,吉林省,2001,31,18286,,
220000,吉林省,2000,38,14503,,
230000,黑龙江省,2019,87,5056,10.3202,8.4476
230000,黑龙江省,2018,80,4720,8.8,6.9
230000,黑龙江省,2017,101,5490,11.7377,9.5432
230000,黑龙江省,2016,145,7369,14.6455,12.0874
230000,黑龙江省,2015,152,9372,15.9192,13.0206
230000,黑龙江省,2014,176,11166,19.9515,16.1991
230000,黑龙江省,2013,210,15924,24.64852,19.81668
230000,黑龙江省,2012,246,19327,31.8,24.4
230000,黑龙江省,2011,251,16982,26.2,21.5
230000,黑龙江省,2010,237,20848,34.3,28.8
230000,黑龙江省,2009,224,17715,27.4,23.6
230000,黑龙江省,2008,233,17288,20.8,16.8
230000,黑龙江省,2007,166,16125,18.8,15.8
230000,黑龙江省,2006,162,16124,18.2,15.3
230000,黑龙江省,2005,166,14897,15.5,12.8
230000,黑龙江省,2004,197,18349,14.08475,11.04043
230000,黑龙江省,2003,110,11415,,
230000,黑龙江省,2002,107,13258,,
230000,黑龙江省,2001,79,8363,,
230000,黑龙江省,2000,64,7795,,
310000,上海市,2019,2231,306772,958.7393,894.7205
310000,上海市,2018,1626,270869,774.7,743.7
310000,上海市,2017,1655,237405,725.553,698.7492
310000,上海市,2016,1672,231580,668.1837,638.6182
310000,上海市,2015,1770,235824,625.568,604.4786
310000,上海市,2014,1892,245619,589.2657,570.1905
310000,上海市,2013,1638,216755,469.48396,451.59537
310000,上海市,2012,1417,202669,419.8,404.1
310000,上海市,2011,1519,188685,370.2,356.9
310000,上海市,2010,1279,191005,337.1,326.7
310000,上海市,2009,1323,176162,292.6,282.3
310000,上海市,2008,1577,192137,285.9,278.1
310000,上海市,2007,989,142573,220.7,214.8
310000,上海市,2006,1047,135559,227.2,222.9
310000,上海市,2005,717,108516,169.5,166.4
310000,上海市,2004,868,107905,156.26095,150.64927
310000,上海市,2003,242,49905,,
310000,上海市,2002,201,55844,,
310000,上海市,2001,183,43579,,
310000,上海市,2000,173,42709,,
320000,江苏省,2019,2030,207979,507.2146,437.2274
320000,江苏省,2018,1848,199339,457.4,383.7
320000,江苏省,2017,1853,177071,404.5205,343.815
320000,江苏省,2016,2030,181777,381.3947,324.2037
320000,江苏省,2015,2065,184395,370.8579,318.809
320000,江苏省,2014,2122,216627,363.5984,316.2502
320000,江苏省,2013,2402,228531,399.53802,352.00631
320000,江苏省,2012,1812,209371,333.7,293.6
320000,江苏省,2011,1719,193255,297.4,266.4
320000,江苏省,2010,1555,171766,237.1,212.5
320000,江苏省,2009,1505,156124,205.2,181.9
320000,江苏省,2008,1912,159734,223.6,196.6
320000,江苏省,2007,995,116552,153.4,137.8
320000,江苏省,2006,996,120420,141.8,122.0
320000,江苏省,2005,781,106048,107.5,91.5
320000,江苏省,2004,792,101222,102.40687,87.17083
320000,江苏省,2003,583,91700,,
320000,江苏省,2002,384,68141,,
320000,江苏省,2001,262,50946,,
320000,江苏省,2000,209,43384,,
330000,浙江省,2019,1957,156462,447.7472,398.4131
330000,浙江省,2018,1659,143461,381.3,332.3
330000,浙江省,2017,1579,139891,338.9099,293.9241
330000,浙江省,2016,1526,129538,313.5145,274.2473
330000,浙江省,2015,1554,129407,287.0054,253.6475
330000,浙江省,2014,1544,131722,269.9468,239.2904
330000,浙江省,2013,1506,136523,260.99443,231.87754
330000,浙江省,2012,1273,144237,279.6,249.2
330000,浙江省,2011,1186,146780,265.8,239.0
330000,浙江省,2010,1003,129524,211.5,191.9
330000,浙江省,2009,878,105744,166.5,153.9
330000,浙江省,2008,946,100322,150.4,140.0
330000,浙江省,2007,595,90643,118.6,106.2
330000,浙江省,2006,541,79531,99.8,89.1
330000,浙江省,2005,492,81287,88.2,77.6
330000,浙江省,2004,518,112955,80.43655,72.66996
330000,浙江省,2003,401,82637,,
330000,浙江省,2002,319,70275,,
330000,浙江省,2001,277,60201,,
330000,浙江省,2000,226,44117,,
340000,安徽省,2019,1271,82070,177.0869,153.7598
340000,安徽省,2018,1252,86510,161.8,130.9
340000,安徽省,2017,1213,76554,145.9187,118.389
340000,安徽省,2016,1214,78949,140.4354,113.58
340000,安徽省,2015,1183,75951,118.907,99.0361
340000,安徽省,2014,1097,74633,111.5862,88.5882
340000,安徽省,2013,1032,72848,100.07723,80.36947
340000,安徽省,2012,836,73114,88.8,71.3
340000,安徽省,2011,729,56734,72.2,58.2
340000,安徽省,2010,593,51319,52.0,42.6
340000,安徽省,2009,499,42138,41.2,33.6
340000,安徽省,2008,488,39402,37.2,29.8
340000,安徽省,2007,239,28585,25.5,20.5
340000,安徽省,2006,185,29251,19.9,15.7
340000,安徽省,2005,165,20202,25.0,21.5
340000,安徽省,2004,161,21624,13.87331,10.47564
340000,安徽省,2003,55,14555,,
340000,安徽省,2002,33,10705,,
340000,安徽省,2001,17,7168,,
340000,安徽省,2000,15,5853,,
350000,福建省,2019,1272,87287,288.8951,270.2212
350000,福建省,2018,1092,80039,241.7,224.6
350000,福建省,2017,1021,71862,210.809,194.4229
350000,福建省,2016,957,68436,176.3866,162.4895
350000,福建省,2015,921,64987,152.6523,139.2566
350000,福建省,2014,864,67535,146.1645,133.8711
350000,福建省,2013,797,76123,158.90305,148.87808
350000,福建省,2012,719,80218,147.5,137.5
350000,福建省,2011,630,73774,117.6,106.1
350000,福建省,2010,552,70206,103.5,94.0
350000,福建省,2009,542,62773,80.5,74.1
350000,福建省,2008,505,47380,67.3,62.7
350000,福建省,2007,415,44116,55.3,50.2
350000,福建省,2006,284,41088,42.2,39.6
350000,福建省,2005,248,32564,36.3,34.3
350000,福建省,2004,247,26232,26.36002,25.35071
350000,福建省,2003,314,48878,,
350000,福建省,2002,253,40803,,
350000,福建省,2001,181,30642,,
350000,福建省,2000,189,27718,,
360000,江西省,2019,635,28156,60.6188,50.9065
360000,江西省,2018,540,26949,54.8,45.2
360000,江西省,2017,447,24773,44.4868,36.2743
360000,江西省,2016,346,23046,43.4896,35.9851
360000,江西省,2015,294,22542,64.1952,57.3424
360000,江西省,2014,236,20794,33.4484,27.2284
360000,江西省,2013,241,25778,31.79094,25.96708
360000,江西省,2012,242,27699,35.7,29.0
360000,江西省,2011,251,24208,32.0,26.1
360000,江西省,2010,353,28200,34.4,28.5
360000,江西省,2009,266,26089,24.7,20.4
360000,江西省,2008,303,29036,30.0,23.7
360000,江西省,2007,201,22029,20.6,15.4
360000,江西省,2006,199,21687,18.5,14.0
360000,江西省,2005,166,20958,15.7,11.7
360000,江西省,2004,136,19709,12.72113,9.74581
360000,江西省,2003,49,13801,,
360000,江西省,2002,51,11538,,
360000,江西省,2001,53,8496,,
360000,江西省,2000,35,6533,,
370000,山东省,2019,1377,101545,214.9529,175.0522
370000,山东省,2018,1609,108680,216.0,173.3
370000,山东省,2017,1767,121848,281.4441,228.5081
370000,山东省,2016,2057,129938,333.6722,275.2912
370000,山东省,2015,2122,126594,328.2141,271.725
370000,山东省,2014,2268,143307,326.6,268.8
370000,山东省,2013,2430,156808,335.88234,272.27705
370000,山东省,2012,2168,158638,328.9,270.1
370000,山东省,2011,2451,168769,316.2,262.5
370000,山东省,2010,3133,190649,315.8,266.7
370000,山东省,2009,3239,186503,262.6,223.4
370000,山东省,2008,3780,191937,263.1,224.3
370000,山东省,2007,1802,176870,178.9,147.2
370000,山东省,2006,1303,130777,121.8,97.7
370000,山东省,2005,1012,104214,82.9,63.8
370000,山东省,2004,847,92229,73.83656,57.99728
370000,山东省,2003,550,89823,,
370000,山东省,2002,373,68844,,
370000,山东省,2001,297,55938,,
370000,山东省,2000,261,50954,,
410000,河南省,2019,1133,52528,100.1902,87.0289
410000,河南省,2018,983,50692,82.7,70.9
410000,河南省,2017,1235,67165,145.9053,124.9616
410000,河南省,2016,1416,71621,176.6207,150.7915
410000,河南省,2015,1324,70678,161.7067,137.5363
410000,河南省,2014,1311,73197,155.0844,131.2665
410000,河南省,2013,1374,76477,150.44598,128.62003
410000,河南省,2012,1374,76559,153.4,134.5
410000,河南省,2011,1410,76369,132.3,115.0
410000,河南省,2010,1373,73711,100.3,87.3
410000,河南省,2009,1622,82857,98.7,85.8
410000,河南省,2008,1986,83431,101.1,88.0
410000,河南省,2007,1167,63139,65.6,56.5
410000,河南省,2006,796,50409,41.4,35.5
410000,河南省,2005,514,42581,27.9,23.1
410000,河南省,2004,462,40442,24.07423,19.85184
410000,河南省,2003,222,33019,,
410000,河南省,2002,232,29515,,
410000,河南省,2001,222,25976,,
410000,河南省,2000,174,19706,,
420000,湖北省,2019,1494,101226,300.09,261.2469
420000,湖北省,2018,1479,101693,284.6,239.2
420000,湖北省,2017,1363,94218,253.1581,211.7424
420000,湖北省,2016,1630,94617,253.1006,219.4087
420000,湖北省,2015,1667,98182,267.3572,229.5134
420000,湖北省,2014,1883,110080,242.9305,208.6283
420000,湖北省,2013,1861,126525,225.78604,195.53329
420000,湖北省,2012,1175,108818,189.2,162.5
420000,湖北省,2011,930,89832,131.0,115.8
420000,湖北省,2010,882,87119,105.6,93.0
420000,湖北省,2009,657,70700,81.4,72.7
420000,湖北省,2008,552,69379,74.3,67.5
420000,湖北省,2007,338,50844,49.8,46.3
420000,湖北省,2006,306,47580,39.7,36.3
420000,湖北省,2005,281,47902,36.2,33.0
420000,湖北省,2004,272,44042,32.83577,30.27644
420000,湖北省,2003,196,48554,,
420000,湖北省,2002,189,44260,,
420000,湖北省,2001,149,27201,,
420000,湖北省,2000,131,27601,,
430000,湖南省,2019,1250,73152,187.7189,161.7845
430000,湖南省,2018,1101,69152,163.4,142.2
430000,湖南省,2017,930,60737,138.61,119.3609
430000,湖南省,2016,800,56952,130.3744,109.157
430000,湖南省,2015,707,55452,117.7297,98.7722
430000,湖南省,2014,598,53367,103.8415,87.3467
430000,湖南省,2013,587,58591,109.29422,94.04002
430000,湖南省,2012,489,16157,98.7,85.7
430000,湖南省,2011,471,50924,85.1,72.8
430000,湖南省,2010,534,52512,73.1,62.8
430000,湖南省,2009,550,53427,65.3,57.5
430000,湖南省,2008,657,56389,67.4,59.6
430000,湖南省,2007,422,56102,47.5,40.5
430000,湖南省,2006,376,54443,39.0,32.8
430000,湖南省,2005,293,43541,30.4,27.2
430000,湖南省,2004,258,37155,26.05872,20.95292
430000,湖南省,2003,160,44754,,
430000,湖南省,2002,116,31890,,
430000,湖南省,2001,89,21538,,
430000,湖南省,2000,57,17643,,
440000,广东省,2019,4393,430440,1027.4491,945.951
440000,广东省,2018,3491,376859,852.3,767.7
440000,广东省,2017,3143,334200,761.0494,691.9056
440000,广东省,2016,2958,321230,695.0892,641.7471
440000,广东省,2015,2893,322506,669.9667,615.6994
440000,广东省,2014,2914,324907,627.8813,579.9382
440000,广东省,2013,2883,337224,604.05655,558.77501
440000,广东省,2012,2540,348662,582.4,545.1
440000,广东省,2011,2388,340826,516.5,482.7
440000,广东省,2010,2292,307842,445.6,419.3
440000,广东省,2009,2131,293698,384.4,363.5
440000,广东省,2008,2199,309908,382.7,360.1
440000,广东省,2007,1736,254314,303.5,278.1
440000,广东省,2006,1595,244593,256.7,233.4
440000,广东省,2005,1490,270557,219.7,198.5
440000,广东省,2004,1416,242028,209.62713,186.40659
440000,广东省,2003,1053,249702,,
440000,广东省,2002,914,203466,,
440000,广东省,2001,782,165063,,
440000,广东省,2000,603,134538,,
450000,广西壮族自治区,2019,415,34553,62.9944,55.4802
450000,广西壮族自治区,2018,362,30429,49.8,43.2
450000,广西壮族自治区,2017,344,30917,46.1054,40.3902
450000,广西壮族自治区,2016,320,28323,38.949,34.0747
450000,广西壮族自治区,2015,318,28392,35.5221,31.5657
450000,广西壮族自治区,2014,305,28315,31.6907,28.2922
450000,广西壮族自治区,2013,303,30456,32.01616,28.77181
450000,广西壮族自治区,2012,277,31030,33.3,30.3
450000,广西壮族自治区,2011,237,23286,27.8,25.1
450000,广西壮族自治区,2010,192,21242,20.4,18.4
450000,广西壮族自治区,2009,181,19034,17.6,15.9
450000,广西壮族自治区,2008,190,20166,17.1,15.5
450000,广西壮族自治区,2007,142,17284,13.6,12.1
450000,广西壮族自治区,2006,140,16781,11.7,10.7
450000,广西壮族自治区,2005,121,17600,9.7,8.4
450000,广西壮族自治区,2004,117,14477,8.32711,7.26616
450000,广西壮族自治区,2003,98,22724,,
450000,广西壮族自治区,2002,83,20402,,
450000,广西壮族自治区,2001,87,21661,,
450000,广西壮族自治区,2000,85,21621,,
460000,海南省,2019,71,6991,14.1215,13.2186
460000,海南省,2018,55,5908,12.4,11.7
460000,海南省,2017,52,5363,9.3508,8.3078
460000,海南省,2016,51,5395,7.8266,6.943
460000,海南省,2015,53,4450,6.1491,5.3244
460000,海南省,2014,62,5412,7.3174,6.2522
460000,海南省,2013,84,8553,10.43387,9.02923
460000,海南省,2012,96,8888,13.6,12.2
460000,海南省,2011,94,8753,13.2,11.8
460000,海南省,2010,101,9444,12.0,11.0
460000,海南省,2009,84,7980,8.4,8.2
460000,海南省,2008,76,7007,7.6,7.3
460000,海南省,2007,43,5365,6.4,6.1
460000,海南省,2006,42,4876,5.3,4.9
460000,海南省,2005,37,3703,3.7,3.4
460000,海南省,2004,33,6034,2.65985,2.64357
460000,海南省,2003,52,9683,,
460000,海南省,2002,55,8289,,
460000,海南省,2001,49,6657,,
460000,海南省,2000,36,5763,,
500000,重庆市,2019,1159,60343,184.6004,165.6311
500000,重庆市,2018,1224,63581,175.6,155.2
500000,重庆市,2017,1372,78943,228.6065,202.4924
500000,重庆市,2016,1412,87688,258.875,230.2568
500000,重庆市,2015,1273,83445,215.2009,193.6815
500000,重庆市,2014,1120,82241,181.5958,162.3471
500000,重庆市,2013,1015,80297,162.98389,146.15837
500000,重庆市,2012,769,74942,146.3,131.5
500000,重庆市,2011,762,70178,121.6,108.8
500000,重庆市,2010,554,62901,83.1,74.8
500000,重庆市,2009,686,57403,73.7,66.0
500000,重庆市,2008,773,54288,61.2,56.3
500000,重庆市,2007,377,54128,38.3,33.2
500000,重庆市,2006,304,45213,28.6,24.5
500000,重庆市,2005,237,27965,21.8,18.6
500000,重庆市,2004,239,29110,18.87712,16.5159
500000,重庆市,2003,152,39775,,
500000,重庆市,2002,120,27311,,
500000,重庆市,2001,112,24620,,
500000,重庆市,2000,111,18887,,
510000,四川省,2019,1672,130919,299.9256,269.9621
510000,四川省,2018,1544,106641,229.0,202.1
510000,四川省,2017,1474,96640,204.7917,177.9443
510000,四川省,2016,1538,109291,235.9591,205.0548
510000,四川省,2015,1510,116068,228.7934,196.0595
510000,四川省,2014,1547,121212,222.9488,193.0701
510000,四川省,2013,1611,140348,231.3436,206.0189
510000,四川省,2012,1398,132501,251.0,224.6
510000,四川省,2011,1209,92388,167.6,152.4
510000,四川省,2010,878,97401,121.5,109.7
510000,四川省,2009,683,79041,94.2,84.4
510000,四川省,2008,696,67508,76.5,67.5
510000,四川省,2007,337,40163,47.3,41.2
510000,四川省,2006,298,49686,38.1,33.0
510000,四川省,2005,283,36539,30.8,26.7
510000,四川省,2004,332,39214,29.46827,25.16906
510000,四川省,2003,211,40050,,
510000,四川省,2002,187,38917,,
510000,四川省,2001,141,34090,,
510000,四川省,2000,119,28887,,
520000,贵州省,2019,607,24266,45.9465,41.4158
520000,贵州省,2018,611,21651,41.9,37.5
520000,贵州省,2017,598,20419,36.8425,32.4362
520000,贵州省,2016,511,17334,31.6486,27.0076
520000,贵州省,2015,385,15016,23.6689,19.7516
520000,贵州省,2014,385,17355,22.7014,19.1001
520000,贵州省,2013,304,19645,21.12001,17.9932
520000,贵州省,2012,184,17593,19.0,16.4
520000,贵州省,2011,152,15121,15.4,13.4
520000,贵州省,2010,134,12088,11.6,10.5
520000,贵州省,2009,110,10108,9.5,8.6
520000,贵州省,2008,111,10338,9.0,8.4
520000,贵州省,2007,73,7880,6.5,6.0
520000,贵州省,2006,66,8061,6.7,6.3
520000,贵州省,2005,59,7613,5.1,4.5
520000,贵州省,2004,62,7471,4.91801,4.38958
520000,贵州省,2003,66,11884,,
520000,贵州省,2002,45,9129,,
520000,贵州省,2001,35,4597,,
520000,贵州省,2000,20,3315,,
530000,云南省,2019,633,28086,63.9119,56.9928
530000,云南省,2018,611,31102,66.7,59.8
530000,云南省,2017,536,31165,64.0699,57.1477
530000,云南省,2016,493,30897,56.8199,49.7033
530000,云南省,2015,380,28268,47.7006,41.8096
530000,云南省,2014,361,29515,47.6721,42.5034
530000,云南省,2013,360,31189,49.6126,44.78506
530000,云南省,2012,296,30702,48.0,43.9
530000,云南省,2011,222,23787,33.2,30.2
530000,云南省,2010,180,18785,23.1,21.0
530000,云南省,2009,132,14729,17.0,14.9
530000,云南省,2008,127,13593,16.6,14.8
530000,云南省,2007,83,12105,13.2,12.0
530000,云南省,2006,84,12187,11.7,10.5
530000,云南省,2005,77,10540,9.5,8.5
530000,云南省,2004,79,8882,6.32323,5.33535
530000,云南省,2003,64,10589,,
530000,云南省,2002,61,8795,,
530000,云南省,2001,33,4861,,
530000,云南省,2000,38,5791,,
540000,西藏自治区,2019,13,685,1.9494,1.7536
540000,西藏自治区,2018,10,520,1.1,1.0
540000,西藏自治区,2017,13,628,0.9695,0.8559
540000,西藏自治区,2016,12,484,0.8515,0.8008
540000,西藏自治区,2015,9,337,0.5079,0.4874
540000,西藏自治区,2014,10,506,0.6141,0.5897
540000,西藏自治区,2013,13,734,0.93873,0.88405
540000,西藏自治区,2012,14,895,1.1,1.1
540000,西藏自治区,2011,7,476,0.7,0.7
540000,西藏自治区,2010,6,540,0.5,0.5
540000,西藏自治区,2009,6,410,0.4,0.4
540000,西藏自治区,2008,8,550,0.4,0.3
540000,西藏自治区,2007,7,521,0.3,0.3
540000,西藏自治区,2006,0,,,
540000,西藏自治区,2005,,,,
540000,西藏自治区,2004,2,260,0.19526,0.10759
540000,西藏自治区,2003,,,,
540000,西藏自治区,2002,,,,
540000,西藏自治区,2001,,,,
540000,西藏自治区,2000,,,,
610000,陕西省,2019,1372,83613,225.1727,191.0878
610000,陕西省,2018,1282,83630,205.3,172.0
610000,陕西省,2017,1241,82975,179.665,150.0228
610000,陕西省,2016,1128,80946,159.4376,130.9554
610000,陕西省,2015,1022,81665,142.0937,115.7151
610000,陕西省,2014,968,86920,128.8542,105.5578
610000,陕西省,2013,958,91202,125.61449,102.25929
610000,陕西省,2012,852,92120,131.7,108.1
610000,陕西省,2011,768,84727,115.4,94.8
610000,陕西省,2010,678,81292,87.3,70.6
610000,陕西省,2009,595,70745,76.1,60.7
610000,陕西省,2008,553,62876,64.8,53.8
610000,陕西省,2007,376,58742,50.0,38.7
610000,陕西省,2006,262,44783,47.0,39.2
610000,陕西省,2005,168,29753,25.0,19.6
610000,陕西省,2004,181,27932,24.1784,20.29766
610000,陕西省,2003,48,12511,,
610000,陕西省,2002,45,11325,,
610000,陕西省,2001,42,9405,,
610000,陕西省,2000,33,8020,,
620000,甘肃省,2019,347,22958,35.054,30.4111
620000,甘肃省,2018,348,21204,31.0,26.7
620000,甘肃省,2017,362,22204,33.3894,29.4987
620000,甘肃省,2016,358,21831,34.9712,30.646
620000,甘肃省,2015,340,21703,32.6313,28.5804
620000,甘肃省,2014,339,22569,28.8644,25.4012
620000,甘肃省,2013,346,24301,30.71559,27.26272
620000,甘肃省,2012,306,23120,33.5,30.2
620000,甘肃省,2011,234,20765,23.7,21.3
620000,甘肃省,2010,206,20326,17.9,16.2
620000,甘肃省,2009,133,14645,12.8,11.8
620000,甘肃省,2008,112,12499,10.9,10.2
620000,甘肃省,2007,86,9743,8.0,7.6
620000,甘肃省,2006,73,8774,7.1,6.7
620000,甘肃省,2005,77,9656,7.0,6.9
620000,甘肃省,2004,89,10949,6.84461,6.47779
620000,甘肃省,2003,73,10442,,
620000,甘肃省,2002,61,8435,,
620000,甘肃省,2001,48,6079,,
620000,甘肃省,2000,25,3424,,
630000,青海省,2019,58,3580,4.7965,3.7745
630000,青海省,2018,48,2977,4.0,3.3
630000,青海省,2017,53,3732,4.5755,3.515
630000,青海省,2016,53,4491,5.3618,4.2469
630000,青海省,2015,43,4279,5.195,4.1717
630000,青海省,2014,40,3951,3.7519,2.8225
630000,青海省,2013,37,3537,3.74823,3.13316
630000,青海省,2012,29,4480,4.6,3.7
630000,青海省,2011,31,3826,3.5,2.9
630000,青海省,2010,34,4217,3.6,3.1
630000,青海省,2009,29,3626,2.6,2.4
630000,青海省,2008,32,3529,2.7,2.6
630000,青海省,2007,35,3650,2.4,2.2
630000,青海省,2006,21,2555,1.4,1.3
630000,青海省,2005,28,2860,1.5,1.4
630000,青海省,2004,40,3688,1.92627,1.67862
630000,青海省,2003,12,2603,,
630000,青海省,2002,9,1159,,
630000,青海省,2001,9,959,,
630000,青海省,2000,6,670,,
640000,宁夏回族自治区,2019,72,4667,6.9661,5.098
640000,宁夏回族自治区,2018,62,4952,6.9,5.5
640000,宁夏回族自治区,2017,67,5462,7.1133,5.7541
640000,宁夏回族自治区,2016,70,5731,7.2439,6.0272
640000,宁夏回族自治区,2015,80,6620,7.7539,6.4295
