省份编码,省份,年份,连锁餐饮企业总店数(个),连锁餐饮企业门店总数(个),连锁餐饮企业年末从业人数(万人),连锁餐饮企业年末餐饮营业面积(万平方米),连锁餐饮企业餐位数(万个),连锁餐饮企业营业额(亿元),连锁餐饮企业商品购进总额(亿元),连锁餐饮企业统一配送商品购进额(亿元)
450000,广西壮族自治区,2016,3,187,0.7111,4.7091,1.7626,11.1712,4.0219,4.0219
450000,广西壮族自治区,2015,3,176,0.6141,4.0444,1.649,9.8138,3.6655,3.6655
450000,广西壮族自治区,2014,3,170,0.6546,3.6996,1.4941,8.6833,2.7046,2.7046
450000,广西壮族自治区,2013,2,80,0.6727,3.088,1.0213,6.6821,2.047,2.047
450000,广西壮族自治区,2012,2,72,0.6937,2.6407,0.9173,6.6846,2.6345,2.6345
450000,广西壮族自治区,2011,2,63,0.486,2.4065,0.8703,5.8009,2.3399,2.3399
450000,广西壮族自治区,2010,,63,0.34,2.4,0.86,4.65,2.18,2.18
450000,广西壮族自治区,2009,,58,0.2646,2.1649,0.5989,4.2165,1.7993,1.7993
450000,广西壮族自治区,2008,,52,0.3152,2.2956,0.8031,3.95642,1.51704,1.50373
450000,广西壮族自治区,2007,,42,0.231,1.5417,0.5563,,1.2017,1.2017
450000,广西壮族自治区,2006,,105,0.1838,1.2058,0.5338,,0.8112,0.8112
450000,广西壮族自治区,2005,,,,,,,,
450000,广西壮族自治区,2004,,,,,,,,
450000,广西壮族自治区,2003,,,,,,,,
450000,广西壮族自治区,2002,,,,,,,,
450000,广西壮族自治区,2001,,,,,,,,
450000,广西壮族自治区,2000,,,,,,,,
460000,海南省,2019,1,8,0.0384,0.2892,0.0979,1.0112,0.2784,0.2784
460000,海南省,2018,1,7,0.0234,0.2612,0.0879,0.9815,0.2605,0.2605
460000,海南省,2017,1,7,0.0153,0.2612,0.0879,0.9457,0.2641,0.2641
460000,海南省,2016,1,7,0.0149,0.2612,0.0879,0.7804,0.2075,0.2075
460000,海南省,2015,1,5,0.012,0.1907,0.0629,0.6432,0.1886,0.1886
460000,海南省,2014,1,5,0.0213,0.1907,0.0629,0.5894,0.182,0.182
460000,海南省,2013,1,4,0.0218,0.148,0.0489,0.5803,0.0181,0.0181
460000,海南省,2012,1,4,0.028,0.148,0.0489,0.611,0.2228,0.2228
460000,海南省,2011,1,4,0.0272,0.148,0.0489,0.5526,0.1909,
460000,海南省,2010,,,,,,,,
460000,海南省,2009,,,,,,,,
460000,海南省,2008,,7,0.0201,0.1505,0.0478,0.32729,,
460000,海南省,2007,,2,0.021,0.15,0.085,,0.1296,
460000,海南省,2006,,25,,0.26,0.09,,0.1602,
460000,海南省,2005,,,,,,,,
460000,海南省,2004,,,,,,,,
460000,海南省,2003,,,,,,,,
460000,海南省,2002,,,,,,,,
460000,海南省,2001,,,,,,,,
460000,海南省,2000,,,,,,,,
500000,重庆市,2019,12,1279,4.1324,64.7224,18.5351,81.8024,25.7381,12.8419
500000,重庆市,2018,16,1628,7.0669,78.2122,29.9979,94.4999,37.3001,16.859
500000,重庆市,2017,25,2460,9.1839,130.0598,52.6273,131.1945,58.8801,29.9075
500000,重庆市,2016,26,2411,9.2014,131.3115,51.37,125.702,57.5742,28.7022
500000,重庆市,2015,25,2360,9.1815,129.6586,51.8865,115.8001,54.572,25.8834
500000,重庆市,2014,26,2596,10.5336,174.5559,63.6611,128.3532,86.3259,19.4652
500000,重庆市,2013,23,2408,10.6141,147.0522,66.119,117.2876,79.1669,16.9472
500000,重庆市,2012,22,2179,10.6713,143.1893,64.395,125.5047,73.2024,14.926
500000,重庆市,2011,26,2288,12.7132,148.9212,72.3335,125.4168,77.2639,15.7876
500000,重庆市,2010,,2038,11.84,128.66,65.43,99.23,53.12,18.75
500000,重庆市,2009,,1967,11.2458,129.164,65.144,90.6975,48.1755,16.4664
500000,重庆市,2008,,1862,10.1623,122.4273,78.4896,79.16972,42.85197,14.5823
500000,重庆市,2007,,2088,13.6176,150.1046,65.3171,,57.0596,14.2316
500000,重庆市,2006,,454,10.6776,166.4679,47.4266,,27.854,16.8882
500000,重庆市,2005,,,,,,,,
500000,重庆市,2004,,,,,,,,
500000,重庆市,2003,,,,,,,,
500000,重庆市,2002,,,,,,,,
500000,重庆市,2001,,,,,,,,
500000,重庆市,2000,,,,,,,,
510000,四川省,2019,10,1486,5.6103,54.3353,20.2884,107.2751,19.9759,13.0123
510000,四川省,2018,10,1162,3.462,36.2774,13.5573,65.3662,15.6022,11.181
510000,四川省,2017,10,973,2.6302,28.7797,11.4053,57.0335,15.156,14.9634
510000,四川省,2016,13,951,4.2425,44.2356,15.5701,102.3746,35.7875,35.3121
510000,四川省,2015,14,959,3.9113,45.8403,18.1096,98.1065,34.8372,33.2408
510000,四川省,2014,14,845,2.4599,26.0307,15.5861,49.8167,21.2874,18.5824
510000,四川省,2013,15,741,2.1876,24.4613,11.4823,44.7931,19.8627,17.1809
510000,四川省,2012,13,590,2.2625,22.5315,10.1082,37.811,14.4102,13.2233
510000,四川省,2011,14,460,1.5715,18.2987,8.4331,28.3467,10.7582,10.6831
510000,四川省,2010,,369,1.32,14.14,5.98,21.7,6.92,6.09
510000,四川省,2009,,346,1.8095,15.6499,5.9926,20.0395,7.3461,1.7704
510000,四川省,2008,,226,1.0836,6.8941,3.0851,14.22997,2.54507,1.51672
510000,四川省,2007,,199,1.3624,8.9957,4.4867,,3.9223,3.785
510000,四川省,2006,,542,0.8464,7.2835,3.9034,,0.938,0.8692
510000,四川省,2005,,,,,,,,
510000,四川省,2004,,,,,,,,
510000,四川省,2003,,,,,,,,
510000,四川省,2002,,,,,,,,
510000,四川省,2001,,,,,,,,
510000,四川省,2000,,,,,,,,
520000,贵州省,2019,2,16,0.0408,1.6973,0.2978,0.5624,0.2195,0.2195
520000,贵州省,2018,2,16,0.053,1.7493,0.3278,0.5987,0.2309,0.2309
520000,贵州省,2017,2,18,0.0539,1.9315,0.3546,0.6813,0.2719,0.2719
520000,贵州省,2016,2,13,0.0507,1.9695,0.3489,0.7271,0.3647,0.3647
520000,贵州省,2015,2,17,0.0645,2.1998,0.3872,0.9248,0.4516,0.4516
520000,贵州省,2014,2,18,0.087,2.313,0.4143,1.2623,0.6763,0.6763
520000,贵州省,2013,2,20,0.1165,2.6001,0.3525,1.7271,0.9561,0.9561
520000,贵州省,2012,2,20,0.1431,2.6001,0.3525,2.356,0.2063,0.2063
520000,贵州省,2011,1,10,0.1215,2.2098,0.2595,1.8384,1.015,
520000,贵州省,2010,,10,0.1,2.21,0.26,1.6,1.6,
520000,贵州省,2009,,10,0.1039,2.2098,0.2595,1.537,0.9252,
520000,贵州省,2008,,14,0.121,2.8139,0.4139,1.67463,0.03661,
520000,贵州省,2007,,16,0.1347,4.0139,0.4569,,1.0446,
520000,贵州省,2006,,115,0.1574,2.017,0.5157,,0.9577,
520000,贵州省,2005,,,,,,,,
520000,贵州省,2004,,,,,,,,
520000,贵州省,2003,,,,,,,,
520000,贵州省,2002,,,,,,,,
520000,贵州省,2001,,,,,,,,
520000,贵州省,2000,,,,,,,,
530000,云南省,2019,5,258,0.7124,5.6145,2.7566,14.5751,4.6507,2.8274
530000,云南省,2018,5,243,0.7282,5.8297,2.3358,13.5388,4.354,2.727
530000,云南省,2017,7,249,0.7875,6.6355,3.8425,15.0995,4.1308,2.5209
530000,云南省,2016,11,319,1.5473,8.1009,9.1996,15.2068,9.5469,7.8984
530000,云南省,2015,11,319,1.3482,17.7217,9.3748,22.7156,8.3108,7.9479
530000,云南省,2014,8,295,1.6155,16.8667,9.8115,22.8339,10.8285,10.5307
530000,云南省,2013,8,277,1.6879,17.2063,10.1464,19.4655,8.2653,8.1989
530000,云南省,2012,8,214,1.0069,8.0235,4.5939,11.1086,8.7097,8.6412
530000,云南省,2011,7,212,0.8461,8.3613,4.2755,9.8507,12.6781,12.6434
530000,云南省,2010,,213,0.68,7.95,3.88,8.72,2.82,2.63
530000,云南省,2009,,188,0.6133,7.2758,3.6517,7.9878,2.827,2.6411
530000,云南省,2008,,167,0.4995,7.6835,3.5284,6.56574,2.27691,2.10329
530000,云南省,2007,,165,0.4812,6.9264,3.0517,,2.1149,1.9606
530000,云南省,2006,,215,0.4759,6.0862,2.9598,,1.4175,1.3695
530000,云南省,2005,,,,,,,,
530000,云南省,2004,,,,,,,,
530000,云南省,2003,,,,,,,,
530000,云南省,2002,,,,,,,,
530000,云南省,2001,,,,,,,,
530000,云南省,2000,,,,,,,,
540000,西藏自治区,2019,1,6,0.0188,0.0967,0.0549,0.6674,0.1491,0.1491
540000,西藏自治区,2018,1,2,0.003,0.045,0.012,0.0929,0.0082,
540000,西藏自治区,2017,1,3,0.0032,0.045,0.0126,0.0872,0.0083,
540000,西藏自治区,2016,1,3,0.0035,0.045,0.0126,0.0778,0.0079,
540000,西藏自治区,2015,1,3,0.0032,0.045,0.0126,0.0588,0.0075,
540000,西藏自治区,2014,1,3,0.0052,0.045,0.0135,0.0467,0.0268,0.0268
540000,西藏自治区,2013,1,3,0.0048,0.045,0.012,0.0455,0.0259,0.0259
540000,西藏自治区,2012,1,3,0.0085,0.045,0.0156,0.0446,0.0269,0.0269
540000,西藏自治区,2011,1,3,0.0084,0.048,0.015,0.0398,0.0237,0.0237
540000,西藏自治区,2010,,3,0.01,0.05,0.02,0.03,0.02,
540000,西藏自治区,2009,,3,0.0083,0.044,0.0184,0.0337,,
540000,西藏自治区,2008,,3,,0.046,0.0125,0.03095,,
540000,西藏自治区,2007,,,,,,,,
540000,西藏自治区,2006,,12,,,,,,
540000,西藏自治区,2005,,,,,,,,
540000,西藏自治区,2004,,,,,,,,
540000,西藏自治区,2003,,,,,,,,
540000,西藏自治区,2002,,,,,,,,
540000,西藏自治区,2001,,,,,,,,
540000,西藏自治区,2000,,,,,,,,
610000,陕西省,2019,10,475,1.5631,15.8973,8.8715,29.6003,10.3621,10.3016
610000,陕西省,2018,11,413,1.3303,14.657,8.4987,26.2999,9.7068,9.2719
610000,陕西省,2017,7,282,1.1571,12.6332,7.5214,17.8215,7.215,6.8798
610000,陕西省,2016,5,202,0.8919,9.7026,6.1528,12.5277,6.0018,5.775
610000,陕西省,2015,6,199,1.0364,8.9661,5.6554,12.5925,5.6322,5.372
610000,陕西省,2014,5,181,1.1049,7.7203,2.311,13.2962,6.9358,6.2848
610000,陕西省,2013,5,174,1.1111,6.9084,2.2604,12.7188,6.4142,6.1738
610000,陕西省,2012,5,162,1.1002,6.6877,2.4562,12.6651,8.6311,8.0808
610000,陕西省,2011,4,109,0.9958,5.9856,1.8149,10.2252,6.5501,6.0279
610000,陕西省,2010,,77,0.68,3.19,1.08,7.5,3.94,3.43
610000,陕西省,2009,,39,0.273,2.5724,0.6934,1.7895,1.1172,0.672
610000,陕西省,2008,,331,2.0894,14.8713,7.3332,13.45945,0.69366,0.13039
610000,陕西省,2007,,338,1.9724,15.6242,7.1228,,1.0786,0.0067
610000,陕西省,2006,,194,1.22,12.6126,5.725,,0.1136,0.1136
610000,陕西省,2005,,,,,,,,
610000,陕西省,2004,,,,,,,,
610000,陕西省,2003,,,,,,,,
610000,陕西省,2002,,,,,,,,
610000,陕西省,2001,,,,,,,,
610000,陕西省,2000,,,,,,,,
620000,甘肃省,2019,3,67,0.2612,2.1244,0.5972,4.0948,1.864,1.864
620000,甘肃省,2018,3,49,0.2059,1.6823,0.4732,3.5986,1.616,1.616
620000,甘肃省,2017,3,37,0.1673,1.3846,0.3956,3.2502,1.413,1.2873
620000,甘肃省,2016,3,36,0.1649,1.3496,0.3856,3.1217,1.3724,1.2636
620000,甘肃省,2015,3,35,0.2027,1.0996,0.3801,3.0001,1.341,1.2115
620000,甘肃省,2014,3,37,0.2532,1.1526,0.4086,2.9705,1.3474,1.2069
620000,甘肃省,2013,3,33,0.0929,0.9466,0.3746,3.1536,1.4324,1.3256
620000,甘肃省,2012,3,33,0.1247,0.9686,0.3762,3.5551,1.597,1.461
620000,甘肃省,2011,2,10,0.0709,0.505,0.14,0.6011,0.2772,0.1224
620000,甘肃省,2010,,4,0.07,0.54,0.12,0.6,0.16,0.09
620000,甘肃省,2009,,4,0.071,0.536,0.1164,0.5542,0.2019,0.1212
620000,甘肃省,2008,,6,0.044,0.616,0.1945,0.64434,0.28033,0.14367
620000,甘肃省,2007,,20,0.1114,1.02,0.3055,,0.4216,0.1741
620000,甘肃省,2006,,98,0.1262,1.1248,0.3441,,0.4222,0.1445
620000,甘肃省,2005,,,,,,,,
620000,甘肃省,2004,,,,,,,,
620000,甘肃省,2003,,,,,,,,
620000,甘肃省,2002,,,,,,,,
620000,甘肃省,2001,,,,,,,,
620000,甘肃省,2000,,,,,,,,
630000,青海省,2019,,,,,,,,
630000,青海省,2018,,,,,,,,
630000,青海省,2017,,,,,,,,
630000,青海省,2016,,,,,,,,
630000,青海省,2015,,,,,,,,
630000,青海省,2014,,,,,,,,
630000,青海省,2013,,,,,,,,
630000,青海省,2012,,,,,,,,
630000,青海省,2011,,,,,,,,
630000,青海省,2010,,12,0.07,1.1,0.2,0.57,0.29,
630000,青海省,2009,,15,0.0472,0.5462,0.216,0.3987,0.1186,0.0542
630000,青海省,2008,,11,0.0356,0.28,0.0652,0.16565,0.11867,0.01859
630000,青海省,2007,,11,0.0243,0.336,0.081,,0.113,0.113
630000,青海省,2006,,34,,0.681,0.0572,,0.1423,0.1423
630000,青海省,2005,,,,,,,,
630000,青海省,2004,,,,,,,,
630000,青海省,2003,,,,,,,,
630000,青海省,2002,,,,,,,,
630000,青海省,2001,,,,,,,,
630000,青海省,2000,,,,,,,,
640000,宁夏回族自治区,2019,,,,,,,,
640000,宁夏回族自治区,2018,,,,,,,,
640000,宁夏回族自治区,2017,,,,,,,,
640000,宁夏回族自治区,2016,,,,,,,,
640000,宁夏回族自治区,2015,,,,,,,,
640000,宁夏回族自治区,2014,,,,,,,,
640000,宁夏回族自治区,2013,1,1,0.0086,0.0761,0.0156,0.057,0.057,0.057
640000,宁夏回族自治区,2012,1,3,0.0108,0.1321,0.0308,0.0538,0.0538,0.0538
640000,宁夏回族自治区,2011,,,,,,,,
640000,宁夏回族自治区,2010,,6,0.01,0.21,0.04,0.07,0.07,0.07
640000,宁夏回族自治区,2009,,7,0.0318,0.486,0.246,0.195,0.124,0.124
640000,宁夏回族自治区,2008,,7,0.03,0.486,0.246,0.16,,
640000,宁夏回族自治区,2007,,6,0.0258,0.4,0.22,,0.0871,0.0871
640000,宁夏回族自治区,2006,,42,0.0745,1.0429,0.4939,,0.2363,
640000,宁夏回族自治区,2005,,,,,,,,
640000,宁夏回族自治区,2004,,,,,,,,
640000,宁夏回族自治区,2003,,,,,,,,
640000,宁夏回族自治区,2002,,,,,,,,
640000,宁夏回族自治区,2001,,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,,
650000,新疆维吾尔自治区,2019,5,144,0.3177,4.0238,1.2517,6.7009,2.7291,2.7291
650000,新疆维吾尔自治区,2018,6,146,0.2907,4.1791,1.2542,6.5335,2.543,2.318
650000,新疆维吾尔自治区,2017,6,165,0.3054,4.1177,1.2252,6.0433,2.282,2.0485
650000,新疆维吾尔自治区,2016,7,167,0.2575,4.2461,1.3073,5.0035,1.6951,1.6395
650000,新疆维吾尔自治区,2015,8,169,0.2981,4.5727,1.4337,5.2916,1.6772,1.5142
650000,新疆维吾尔自治区,2014,8,164,0.2825,4.0579,1.3247,5.2362,1.6128,1.4673
650000,新疆维吾尔自治区,2013,8,148,0.2993,4.02,1.3421,5.2549,1.9208,1.8048
650000,新疆维吾尔自治区,2012,8,148,0.3459,4.6794,1.2313,5.8734,1.8543,1.7603
650000,新疆维吾尔自治区,2011,8,146,0.3873,3.404,1.3344,4.8806,1.3764,1.3735
650000,新疆维吾尔自治区,2010,,106,0.25,2.28,0.73,3.09,1.2,1.08
650000,新疆维吾尔自治区,2009,,81,0.1537,1.269,0.5137,2.1322,0.8699,0.8676
650000,新疆维吾尔自治区,2008,,68,0.148,1.148,0.4172,1.79623,0.54971,0.54971
650000,新疆维吾尔自治区,2007,,36,0.1211,2.1597,0.5805,,0.8306,0.8306
650000,新疆维吾尔自治区,2006,,171,0.1689,1.9518,0.8037,,0.7586,0.7586
650000,新疆维吾尔自治区,2005,,,,,,,,
650000,新疆维吾尔自治区,2004,,,,,,,,
650000,新疆维吾尔自治区,2003,,,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,,
