省份编码,省份,年份,企业法人单位数(个),国有控股企业法人单位数(个),集体控股企业法人单位数(个),私人控股企业法人单位数(个),港、澳、台商控股企业法人单位数(个),外商控股企业法人单位数(个),其他企业法人单位数(个)
440000,广东省,2015,1204941,20962,26780,981428,38174,13575,124022
440000,广东省,2014,1102077,19916,26427,895004,37546,13405,109779
440000,广东省,2013,,,,,,,
440000,广东省,2012,884679,21074,36040,661733,39703,15234,110895
440000,广东省,2011,788631,20166,36060,584768,38024,14757,94856
440000,广东省,2010,686522,19443,35833,501866,35991,14057,79332
440000,广东省,2009,,,,,,,
440000,广东省,2008,,,,,,,
440000,广东省,2007,,,,,,,
440000,广东省,2006,,,,,,,
440000,广东省,2005,,,,,,,
440000,广东省,2004,,,,,,,
440000,广东省,2003,,,,,,,
440000,广东省,2002,,,,,,,
440000,广东省,2001,,,,,,,
440000,广东省,2000,,,,,,,
450000,广西壮族自治区,2019,497222,7056,5005,477415,1186,1062,5498
450000,广西壮族自治区,2018,,,,,,,
450000,广西壮族自治区,2017,409008,7043,5452,387506,1020,967,7020
450000,广西壮族自治区,2016,351445,7052,4975,313656,787,553,24422
450000,广西壮族自治区,2015,290980,7460,5174,247128,792,531,29895
450000,广西壮族自治区,2014,230232,6952,5099,195924,724,497,21036
450000,广西壮族自治区,2013,,,,,,,
450000,广西壮族自治区,2012,180309,8029,6214,134578,788,533,30167
450000,广西壮族自治区,2011,149865,8192,6620,108943,762,544,24804
450000,广西壮族自治区,2010,117828,7604,6217,85255,691,529,17532
450000,广西壮族自治区,2009,,,,,,,
450000,广西壮族自治区,2008,,,,,,,
450000,广西壮族自治区,2007,,,,,,,
450000,广西壮族自治区,2006,,,,,,,
450000,广西壮族自治区,2005,,,,,,,
450000,广西壮族自治区,2004,,,,,,,
450000,广西壮族自治区,2003,,,,,,,
450000,广西壮族自治区,2002,,,,,,,
450000,广西壮族自治区,2001,,,,,,,
450000,广西壮族自治区,2000,,,,,,,
460000,海南省,2019,103994,2187,1071,85149,455,186,14946
460000,海南省,2018,,,,,,,
460000,海南省,2017,77662,2592,1395,62322,404,241,10708
460000,海南省,2016,63702,2429,1339,50573,359,232,8770
460000,海南省,2015,55689,2351,1296,43566,353,229,7894
460000,海南省,2014,43752,2252,1259,32538,336,216,7151
460000,海南省,2013,,,,,,,
460000,海南省,2012,37505,2361,1220,26096,407,260,7161
460000,海南省,2011,32016,2220,1162,21601,376,244,6413
460000,海南省,2010,27164,2166,1074,17677,352,228,5667
460000,海南省,2009,,,,,,,
460000,海南省,2008,,,,,,,
460000,海南省,2007,,,,,,,
460000,海南省,2006,,,,,,,
460000,海南省,2005,,,,,,,
460000,海南省,2004,,,,,,,
460000,海南省,2003,,,,,,,
460000,海南省,2002,,,,,,,
460000,海南省,2001,,,,,,,
460000,海南省,2000,,,,,,,
500000,重庆市,2019,516287,5320,2351,495876,855,762,11123
500000,重庆市,2018,,,,,,,
500000,重庆市,2017,520514,7988,3443,480917,1019,946,26201
500000,重庆市,2016,460825,7353,4051,392947,758,714,55002
500000,重庆市,2015,392712,6684,4345,336105,709,647,44222
500000,重庆市,2014,316677,5925,4198,273251,649,604,32050
500000,重庆市,2013,,,,,,,
500000,重庆市,2012,224487,6524,4234,170026,632,640,42431
500000,重庆市,2011,176841,6042,4097,135521,553,579,30049
500000,重庆市,2010,132525,5799,4066,99266,492,539,22363
500000,重庆市,2009,,,,,,,
500000,重庆市,2008,,,,,,,
500000,重庆市,2007,,,,,,,
500000,重庆市,2006,,,,,,,
500000,重庆市,2005,,,,,,,
500000,重庆市,2004,,,,,,,
500000,重庆市,2003,,,,,,,
500000,重庆市,2002,,,,,,,
500000,重庆市,2001,,,,,,,
500000,重庆市,2000,,,,,,,
510000,四川省,2019,628030,11966,6855,580467,1101,1036,26605
510000,四川省,2018,,,,,,,
510000,四川省,2017,401716,11682,8320,327439,797,940,52538
510000,四川省,2016,327339,10289,7290,267708,814,957,40281
510000,四川省,2015,288685,9814,7123,237040,765,953,32990
510000,四川省,2014,260661,9041,7287,215705,723,912,26993
510000,四川省,2013,,,,,,,
510000,四川省,2012,230936,9627,7209,183839,742,1030,28489
510000,四川省,2011,206310,9082,7170,167872,640,952,20594
510000,四川省,2010,193641,8863,7133,158391,609,929,17716
510000,四川省,2009,,,,,,,
510000,四川省,2008,,,,,,,
510000,四川省,2007,,,,,,,
510000,四川省,2006,,,,,,,
510000,四川省,2005,,,,,,,
510000,四川省,2004,,,,,,,
510000,四川省,2003,,,,,,,
510000,四川省,2002,,,,,,,
510000,四川省,2001,,,,,,,
510000,四川省,2000,,,,,,,
520000,贵州省,2019,361163,7790,3472,345854,235,166,3646
520000,贵州省,2018,,,,,,,
520000,贵州省,2017,342972,9604,4877,304496,299,212,23484
520000,贵州省,2016,247409,7955,4093,215136,242,195,19788
520000,贵州省,2015,199132,6880,4948,170616,217,183,16288
520000,贵州省,2014,147403,6004,4258,124259,198,171,12513
520000,贵州省,2013,,,,,,,
520000,贵州省,2012,76025,5577,3129,56056,175,185,10903
520000,贵州省,2011,60595,5307,2996,43020,175,179,8918
520000,贵州省,2010,54865,5096,2967,38465,174,182,7981
520000,贵州省,2009,,,,,,,
520000,贵州省,2008,,,,,,,
520000,贵州省,2007,,,,,,,
520000,贵州省,2006,,,,,,,
520000,贵州省,2005,,,,,,,
520000,贵州省,2004,,,,,,,
520000,贵州省,2003,,,,,,,
520000,贵州省,2002,,,,,,,
520000,贵州省,2001,,,,,,,
520000,贵州省,2000,,,,,,,
530000,云南省,2019,440778,7351,4741,415493,522,588,12083
530000,云南省,2018,,,,,,,
530000,云南省,2017,457374,9558,6341,422374,597,979,17525
530000,云南省,2016,343742,9178,5686,267535,440,513,60390
530000,云南省,2015,283491,7954,5771,217359,418,480,51509
530000,云南省,2014,192072,6235,5168,151594,403,435,28237
530000,云南省,2013,,,,,,,
530000,云南省,2012,150093,6565,5762,112255,328,454,24729
530000,云南省,2011,135280,6229,5799,101194,319,444,21295
530000,云南省,2010,111062,5766,5501,82867,294,419,16215
530000,云南省,2009,,,,,,,
530000,云南省,2008,,,,,,,
530000,云南省,2007,,,,,,,
530000,云南省,2006,,,,,,,
530000,云南省,2005,,,,,,,
530000,云南省,2004,,,,,,,
530000,云南省,2003,,,,,,,
530000,云南省,2002,,,,,,,
530000,云南省,2001,,,,,,,
530000,云南省,2000,,,,,,,
540000,西藏自治区,2019,28257,1281,628,23654,28,17,2649
540000,西藏自治区,2018,,,,,,,
540000,西藏自治区,2017,9461,1016,677,6909,20,17,822
540000,西藏自治区,2016,9593,975,739,6874,20,21,964
540000,西藏自治区,2015,9441,937,721,6794,18,23,948
540000,西藏自治区,2014,9030,916,711,6533,16,22,832
540000,西藏自治区,2013,,,,,,,
540000,西藏自治区,2012,3434,745,331,1803,5,23,527
540000,西藏自治区,2011,3265,736,329,1685,4,20,491
540000,西藏自治区,2010,3037,735,319,1498,3,18,464
540000,西藏自治区,2009,,,,,,,
540000,西藏自治区,2008,,,,,,,
540000,西藏自治区,2007,,,,,,,
540000,西藏自治区,2006,,,,,,,
540000,西藏自治区,2005,,,,,,,
540000,西藏自治区,2004,,,,,,,
540000,西藏自治区,2003,,,,,,,
540000,西藏自治区,2002,,,,,,,
540000,西藏自治区,2001,,,,,,,
540000,西藏自治区,2000,,,,,,,
610000,陕西省,2019,444203,8623,4605,413093,479,678,16725
610000,陕西省,2018,,,,,,,
610000,陕西省,2017,333776,10722,7727,290534,412,765,23616
610000,陕西省,2016,287034,9857,7827,242143,376,637,26194
610000,陕西省,2015,255984,9305,7906,215479,347,594,22353
610000,陕西省,2014,207718,8476,7593,175329,326,602,15392
610000,陕西省,2013,,,,,,,
610000,陕西省,2012,176977,7901,7159,129007,371,638,31901
610000,陕西省,2011,147432,7423,6969,104963,344,595,27138
610000,陕西省,2010,119935,7043,6106,78331,288,440,27727
610000,陕西省,2009,,,,,,,
610000,陕西省,2008,,,,,,,
610000,陕西省,2007,,,,,,,
610000,陕西省,2006,,,,,,,
610000,陕西省,2005,,,,,,,
610000,陕西省,2004,,,,,,,
610000,陕西省,2003,,,,,,,
610000,陕西省,2002,,,,,,,
610000,陕西省,2001,,,,,,,
610000,陕西省,2000,,,,,,,
620000,甘肃省,2019,146197,4043,1675,128686,79,58,11656
620000,甘肃省,2018,,,,,,,
620000,甘肃省,2017,127899,4951,3210,103305,96,86,16251
620000,甘肃省,2016,125742,4842,3710,98723,99,86,18282
620000,甘肃省,2015,115557,4661,3772,89576,92,83,17373
620000,甘肃省,2014,93913,4217,3806,72043,85,84,13678
620000,甘肃省,2013,,,,,,,
620000,甘肃省,2012,66817,4233,3451,46060,103,97,12873
620000,甘肃省,2011,57616,3936,3367,38921,96,102,11194
620000,甘肃省,2010,52559,3842,3304,34850,84,100,10379
620000,甘肃省,2009,,,,,,,
620000,甘肃省,2008,,,,,,,
620000,甘肃省,2007,,,,,,,
620000,甘肃省,2006,,,,,,,
620000,甘肃省,2005,,,,,,,
620000,甘肃省,2004,,,,,,,
620000,甘肃省,2003,,,,,,,
620000,甘肃省,2002,,,,,,,
620000,甘肃省,2001,,,,,,,
620000,甘肃省,2000,,,,,,,
630000,青海省,2019,65128,1629,523,60739,59,49,2129
630000,青海省,2018,,,,,,,
630000,青海省,2017,76169,2124,836,70210,75,93,2831
630000,青海省,2016,41210,1776,983,32219,56,64,6112
630000,青海省,2015,36105,1692,949,27559,49,62,5794
630000,青海省,2014,29731,1618,917,22797,43,63,4293
630000,青海省,2013,,,,,,,
630000,青海省,2012,17567,1460,886,12125,40,56,3000
630000,青海省,2011,14977,1344,838,10331,31,46,2387
630000,青海省,2010,13225,1276,783,8944,33,42,2147
630000,青海省,2009,,,,,,,
630000,青海省,2008,,,,,,,
630000,青海省,2007,,,,,,,
630000,青海省,2006,,,,,,,
630000,青海省,2005,,,,,,,
630000,青海省,2004,,,,,,,
630000,青海省,2003,,,,,,,
630000,青海省,2002,,,,,,,
630000,青海省,2001,,,,,,,
630000,青海省,2000,,,,,,,
640000,宁夏回族自治区,2019,83411,1360,379,79542,65,66,1999
640000,宁夏回族自治区,2018,,,,,,,
640000,宁夏回族自治区,2017,63463,1295,394,59877,65,72,1760
640000,宁夏回族自治区,2016,56781,1314,503,50385,54,51,4474
640000,宁夏回族自治区,2015,44519,1226,474,39247,45,43,3484
640000,宁夏回族自治区,2014,33919,1107,489,29820,36,43,2424
640000,宁夏回族自治区,2013,,,,,,,
640000,宁夏回族自治区,2012,28802,1427,574,23992,34,58,2717
640000,宁夏回族自治区,2011,25476,1227,577,21118,33,65,2456
640000,宁夏回族自治区,2010,21446,1124,567,17643,26,55,2031
640000,宁夏回族自治区,2009,,,,,,,
640000,宁夏回族自治区,2008,,,,,,,
