省份编码,省份,年份,电话普及率(包括移动电话)(部/百人),移动电话普及率(部/百人),每千人拥有公用电话数(部),开通互联网宽带业务的行政村比重(%),互联网普及率(%)
420000,湖北省,2014,94.8109748968363,79.2085041265475,14.0490027510316,92.1,45.3
420000,湖北省,2013,93.1335437144335,76.1642731505432,15.4346611484739,92.1,43.1
420000,湖北省,2012,96.5,79.1,16.6,92.8,40.1
420000,湖北省,2011,86.83,69.02,18.09,90,37.2
420000,湖北省,2010,78.34,60.4,18.67,83.39,33.3
420000,湖北省,2009,,,,,
420000,湖北省,2008,,,,,
420000,湖北省,2007,,,,,
420000,湖北省,2006,,,,,
420000,湖北省,2005,,,,,
420000,湖北省,2004,,,,,
420000,湖北省,2003,,,,,
420000,湖北省,2002,,,,,
420000,湖北省,2001,,,,,
420000,湖北省,2000,,,,,
430000,湖南省,2019,105.099734042553,96.0927382053654,,,
430000,湖南省,2018,100.737711215188,91.3625341908775,,,
430000,湖南省,2017,92.6763796973849,82.8463397568584,6.50944578875251,,
430000,湖南省,2016,83.2068352389329,73.1989695104075,7.16049545587804,99,44.4
430000,湖南省,2015,80.7752582547918,69.1729212461098,9.40582600991006,95.8,39.9
430000,湖南省,2014,82.6778651198414,70.1487196537454,11.5462711733588,94.2,38.6
430000,湖南省,2013,81.9712462260485,68.3042656861866,11.9692254805249,93,36.3
430000,湖南省,2012,79.1,64.6,13.5,89,33.3
430000,湖南省,2011,72.46,57.06,14.61,87,29.5
430000,湖南省,2010,67.65,50.84,15.4,65,27.3
430000,湖南省,2009,,,,,
430000,湖南省,2008,,,,,
430000,湖南省,2007,,,,,
430000,湖南省,2006,,,,,
430000,湖南省,2005,,,,,
430000,湖南省,2004,,,,,
430000,湖南省,2003,,,,,
430000,湖南省,2002,,,,,
430000,湖南省,2001,,,,,
430000,湖南省,2000,,,,,
440000,广东省,2019,163.495616699939,143.503602117872,,,
440000,广东省,2018,167.758452841762,148.26852028118,,,
440000,广东省,2017,154.018148446593,132.475532276838,17.7593428238875,,
440000,广东省,2016,154.183745795072,130.456933357578,19.5931357396127,100,74.0
440000,广东省,2015,159.339846990506,133.465480689464,23.154207761084,100,72.4
440000,广东省,2014,166.858836255129,139.345103506154,27.7280772099963,100,68.5
440000,广东省,2013,167.286293686584,138.162888951522,33.4781567080045,100,66.0
440000,广东省,2012,148.6,118.7,34.5,100,63.1
440000,广东省,2011,133.51,103.37,35.67,100,60.4
440000,广东省,2010,132.74,99.86,39.1,100,55.3
440000,广东省,2009,,,,,
440000,广东省,2008,,,,,
440000,广东省,2007,,,,,
440000,广东省,2006,,,,,
440000,广东省,2005,,,,,
440000,广东省,2004,,,,,
440000,广东省,2003,,,,,
440000,广东省,2002,,,,,
440000,广东省,2001,,,,,
440000,广东省,2000,,,,,
450000,广西壮族自治区,2019,110.04375,103.376008064516,,,
450000,广西壮族自治区,2018,109.143126268778,102.422537555826,,,
450000,广西壮族自治区,2017,96.0654186284545,89.7662620266121,1.46431934493347,,
450000,广西壮族自治区,2016,85.2230632492766,78.0105663497313,1.9948325754444,99.9,46.1
450000,广西壮族自治区,2015,84.1232276897414,74.9557964970809,3.91993327773144,99,42.8
450000,广西壮族自治区,2014,85.2678186790071,74.7534644509886,8.84644509886411,97.2,39.4
450000,广西壮族自治区,2013,72.545365391897,62.2034532374101,8.07016281711473,95,37.9
450000,广西壮族自治区,2012,75.0,62.1,10.0,91,34.2
450000,广西壮族自治区,2011,69.06,54.94,10.3,84.6,29.4
450000,广西壮族自治区,2010,60.2,45.6,11.82,78.56,25.2
450000,广西壮族自治区,2009,,,,,
450000,广西壮族自治区,2008,,,,,
450000,广西壮族自治区,2007,,,,,
450000,广西壮族自治区,2006,,,,,
450000,广西壮族自治区,2005,,,,,
450000,广西壮族自治区,2004,,,,,
450000,广西壮族自治区,2003,,,,,
450000,广西壮族自治区,2002,,,,,
450000,广西壮族自治区,2001,,,,,
450000,广西壮族自治区,2000,,,,,
460000,海南省,2019,138.320348886443,120.210221017868,,,
460000,海南省,2018,134.535705111739,116.161882438565,,,
460000,海南省,2017,126.165690891808,108.825570342205,6.36158399585206,,
460000,海南省,2016,121.189776803725,102.746742555581,9.54226772649461,100,51.6
460000,海南省,2015,116.934191168398,98.1588019586746,12.4064030214532,100,51.6
460000,海南省,2014,119.24874928056,100.435792712622,14.4108336653827,100,47.6
460000,海南省,2013,115.258656509695,95.869303458136,15.2111071396658,100,46.4
460000,海南省,2012,108.1,88.4,16.2,93,43.7
460000,海南省,2011,97.43,77.29,17.07,90,38.9
460000,海南省,2010,89.6,68.79,19.12,84,35.1
460000,海南省,2009,,,,,
460000,海南省,2008,,,,,
460000,海南省,2007,,,,,
460000,海南省,2006,,,,,
460000,海南省,2005,,,,,
460000,海南省,2004,,,,,
460000,海南省,2003,,,,,
460000,海南省,2002,,,,,
460000,海南省,2001,,,,,
460000,海南省,2000,,,,,
500000,重庆市,2019,137.085509806934,117.747221795463,,,
500000,重庆市,2018,136.817566630881,117.697619761493,,,
500000,重庆市,2017,124.925864020084,106.494797018692,0.981705016974727,,
500000,重庆市,2016,112.245185226494,94.4781608893759,1.32769983237273,100,51.6
500000,重庆市,2015,109.305663754952,90.7563275927798,4.7073643732078,100,48.3
500000,重庆市,2014,105.950992846159,86.5779300661898,9.336163669185,100,45.7
500000,重庆市,2013,99.700468013468,80.1608518518519,10.2739057239057,100,43.9
500000,重庆市,2012,90.6,70.9,11.0,100,40.9
500000,重庆市,2011,82.23,62.43,11.56,94.5,37.0
500000,重庆市,2010,78.6,58.22,14.04,79.3,34.6
500000,重庆市,2009,,,,,
500000,重庆市,2008,,,,,
500000,重庆市,2007,,,,,
500000,重庆市,2006,,,,,
500000,重庆市,2005,,,,,
500000,重庆市,2004,,,,,
500000,重庆市,2003,,,,,
500000,重庆市,2002,,,,,
500000,重庆市,2001,,,,,
500000,重庆市,2000,,,,,
510000,四川省,2019,135.107940298508,112.758328358209,,,
510000,四川省,2018,130.69789953243,108.722517683731,,,
510000,四川省,2017,112.377723440135,92.6718899060467,5.14874728980968,,
510000,四川省,2016,106.324328249818,88.2893488259501,5.57027354151537,95,43.6
510000,四川省,2015,99.362506094588,82.8651877133106,6.1555338859093,80,40.0
510000,四川省,2014,97.0823198447213,81.1832645389548,7.80337092454731,77.46,37.3
510000,四川省,2013,93.7093943505612,77.5043530282472,9.673319353645,75,35.1
510000,四川省,2012,85.0,68.3,11.2,68,31.8
510000,四川省,2011,77.08,59.89,11.45,61,27.7
510000,四川省,2010,68.12,50.78,12.15,55,24.4
510000,四川省,2009,,,,,
510000,四川省,2008,,,,,
510000,四川省,2007,,,,,
510000,四川省,2006,,,,,
510000,四川省,2005,,,,,
510000,四川省,2004,,,,,
510000,四川省,2003,,,,,
510000,四川省,2002,,,,,
510000,四川省,2001,,,,,
510000,四川省,2000,,,,,
520000,贵州省,2019,118.120868353138,111.780455153949,,,
520000,贵州省,2018,116.2368,109.456377777778,,,
520000,贵州省,2017,104.289106145251,97.3644664804469,2.22117318435754,,
520000,贵州省,2016,93.9910604781997,86.7143150492264,2.62461322081575,97.5,43.2
520000,贵州省,2015,92.1954951126222,83.3404164895878,5.80818812863011,90,38.4
520000,贵州省,2014,91.9157848827265,82.2493244090717,8.7615306552947,90,34.9
520000,贵州省,2013,86.3898527219878,76.0253496353741,9.09840044314749,77.9,32.9
520000,贵州省,2012,77.9,66.9,9.6,63.61,28.6
520000,贵州省,2011,70.37,58.76,9.96,53.8,24.2
520000,贵州省,2010,58.76,47.41,10.34,35,19.8
520000,贵州省,2009,,,,,
520000,贵州省,2008,,,,,
520000,贵州省,2007,,,,,
520000,贵州省,2006,,,,,
520000,贵州省,2005,,,,,
520000,贵州省,2004,,,,,
520000,贵州省,2003,,,,,
520000,贵州省,2002,,,,,
520000,贵州省,2001,,,,,
520000,贵州省,2000,,,,,
530000,云南省,2019,106.020418664965,100.096947491921,,,
530000,云南省,2018,102.755831866653,96.4705787348587,,,
530000,云南省,2017,94.3553400687428,88.08333715238,6.05164045411936,,
530000,云南省,2016,89.6718897390211,82.6494371659155,8.23163190441254,100,39.9
530000,云南省,2015,86.8358007507697,78.8742671559323,9.72204648023957,78,37.4
530000,云南省,2014,88.6389910689662,79.5209317125947,10.6085406987844,75.3,35.1
530000,云南省,2013,82.8142448683481,72.4568685187556,10.9287116459694,78,32.8
530000,云南省,2012,73.8,62.5,13.1,67.9,28.5
530000,云南省,2011,68.01,56.27,14.6,68,24.8
530000,云南省,2010,61.41,49.1,15.01,60,22.3
530000,云南省,2009,,,,,
530000,云南省,2008,,,,,
530000,云南省,2007,,,,,
530000,云南省,2006,,,,,
530000,云南省,2005,,,,,
530000,云南省,2004,,,,,
530000,云南省,2003,,,,,
530000,云南省,2002,,,,,
530000,云南省,2001,,,,,
530000,云南省,2000,,,,,
540000,西藏自治区,2019,112.140575079872,91.6932907348243,,,
540000,西藏自治区,2018,108.854429643418,90.8439881333256,,,
540000,西藏自治区,2017,100.123298235207,86.1069257007267,1.00341094468338,,
540000,西藏自治区,2016,97.6503021148036,85.9049244712991,2.49577039274924,83,46.1
540000,西藏自治区,2015,93.7062073648795,82.9305182578634,3.08670555915672,80,44.6
540000,西藏自治区,2014,103.188064871674,91.8976854038734,4.37789324515824,72,39.4
540000,西藏自治区,2013,98.0770512820513,85.1271153846154,7.97884615384615,30,37.4
540000,西藏自治区,2012,91.1,77.7,10.1,23.11,33.3
540000,西藏自治区,2011,78.72,65.25,11.64,26.9,29.9
540000,西藏自治区,2010,69.49,54.36,15.47,9.98,27.9
540000,西藏自治区,2009,,,,,
540000,西藏自治区,2008,,,,,
540000,西藏自治区,2007,,,,,
540000,西藏自治区,2006,,,,,
540000,西藏自治区,2005,,,,,
540000,西藏自治区,2004,,,,,
540000,西藏自治区,2003,,,,,
540000,西藏自治区,2002,,,,,
540000,西藏自治区,2001,,,,,
540000,西藏自治区,2000,,,,,
610000,陕西省,2019,136.273318525054,119.717455968588,,,
610000,陕西省,2018,138.167304109305,121.328545181658,,,
610000,陕西省,2017,126.280270321006,110.042472310869,8.52780906493127,,
610000,陕西省,2016,117.849413264369,100.017591577445,11.7092707901653,96,52.4
610000,陕西省,2015,113.112312153968,94.043501186396,13.1030846295808,95,50.0
610000,陕西省,2014,115.439861514336,95.5521307931933,15.1528428235394,84.9,46.4
610000,陕西省,2013,113.764340941095,93.3246778436114,15.8319207163164,81,45.0
610000,陕西省,2012,107.8,87.2,16.3,75,41.5
610000,陕西省,2011,98.6,77.84,17.01,71.6,38.3
610000,陕西省,2010,87.49,66.76,19.07,73,34.3
610000,陕西省,2009,,,,,
610000,陕西省,2008,,,,,
610000,陕西省,2007,,,,,
610000,陕西省,2006,,,,,
610000,陕西省,2005,,,,,
610000,陕西省,2004,,,,,
610000,陕西省,2003,,,,,
610000,陕西省,2002,,,,,
610000,陕西省,2001,,,,,
610000,陕西省,2000,,,,,
620000,甘肃省,2019,116.449537853692,103.918517203477,,,
620000,甘肃省,2018,116.364124128831,103.743552019899,,,
620000,甘肃省,2017,108.66321109338,96.2180286474896,6.11994470067144,,
620000,甘肃省,2016,96.4040537175042,84.4398475066572,7.64313492595644,93,42.4
620000,甘肃省,2015,93.5281106345329,80.9878632840299,10.4633494258622,55,38.8
620000,甘肃省,2014,92.6330757532481,79.459286392515,15.5988158006469,51.24,36.8
