省份编码,省份,年份,企业数(个),期末使用计算机数(台),每百人使用计算机数(台),企业拥有网站数(个),每百家企业拥有网站数(个),有电子商务交易活动的企业数(个),有电子商务交易活动的企业数比重(%),电子商务销售额(亿元),电子商务采购额(亿元)
310000,上海市,2014,33774,3039608,45.0267669767248,24341,72.0702315390537,3115,9.22307100136199,12436.96963,6633.00126
310000,上海市,2013,34336,2693628,40.937180561546,24234,70.5789841565704,1959,5.70538210624418,4422.57212,2339.82821
310000,上海市,2012,,,,,,,,,
310000,上海市,2011,,,,,,,,,
310000,上海市,2010,,,,,,,,,
310000,上海市,2009,,,,,,,,,
310000,上海市,2008,,,,,,,,,
310000,上海市,2007,,,,,,,,,
310000,上海市,2006,,,,,,,,,
310000,上海市,2005,,,,,,,,,
310000,上海市,2004,,,,,,,,,
310000,上海市,2003,,,,,,,,,
310000,上海市,2002,,,,,,,,,
310000,上海市,2001,,,,,,,,,
310000,上海市,2000,,,,,,,,,
320000,江苏省,2019,104951,5278056,26.9398750019396,63176,60.2,9844,9.4,9873.80586,7417.990989
320000,江苏省,2018,103460,4990547,24.2755030838427,62794,61.0,8939,8.64005412719892,8659.9137,6534.7574
320000,江苏省,2017,100429,4623098,21.9481606164914,63938,64.0,8468,8.4,6576.55,5227.2399
320000,江苏省,2016,103749,4543589,20.8473546080928,65854,63.5,10008,9.6,5351.9282,4406.2657
320000,江苏省,2015,102423,4352216,20.0,66039,64.0,11257,11.0,5193.485,4315.3335
320000,江苏省,2014,103661,4302165,18.9433444878435,65351,63.0429959193911,9013,8.6946874909561,6234.58054,4677.66474
320000,江苏省,2013,104560,3911073,17.4923582496912,76060,72.7429227237949,5848,5.592960979342,7173.13888,3458.8046
320000,江苏省,2012,,,,,,,,,
320000,江苏省,2011,,,,,,,,,
320000,江苏省,2010,,,,,,,,,
320000,江苏省,2009,,,,,,,,,
320000,江苏省,2008,,,,,,,,,
320000,江苏省,2007,,,,,,,,,
320000,江苏省,2006,,,,,,,,,
320000,江苏省,2005,,,,,,,,,
320000,江苏省,2004,,,,,,,,,
320000,江苏省,2003,,,,,,,,,
320000,江苏省,2002,,,,,,,,,
320000,江苏省,2001,,,,,,,,,
320000,江苏省,2000,,,,,,,,,
330000,浙江省,2019,96974,4395882,28.0706282606401,46952,48.4,11353,11.7,11482.01687,4005.167908
330000,浙江省,2018,88443,4055446,23.9909001963488,46586,53.0,10558,11.9376321472587,8846.5061,2648.9306
330000,浙江省,2017,84737,3779698,22.4380403851696,47796,56.0,10775,12.7,6831.2761,2528.7422
330000,浙江省,2016,82030,3636657,21.5844017838457,47649,58.1,12240,14.9,6846.7824,2261.6338
330000,浙江省,2015,81398,3442569,20.3638179740084,47634,59.0,10707,13.2,5581.1832,1751.5844
330000,浙江省,2014,80672,3298509,19.4232662949336,50386,62.4578540261801,9667,11.9830920269734,4764.11003,1770.44727
330000,浙江省,2013,75466,2958685,18.0398426031454,48764,64.6171785969841,8713,11.5455966925503,4305.21074,1619.97234
330000,浙江省,2012,,,,,,,,,
330000,浙江省,2011,,,,,,,,,
330000,浙江省,2010,,,,,,,,,
330000,浙江省,2009,,,,,,,,,
330000,浙江省,2008,,,,,,,,,
330000,浙江省,2007,,,,,,,,,
330000,浙江省,2006,,,,,,,,,
330000,浙江省,2005,,,,,,,,,
330000,浙江省,2004,,,,,,,,,
330000,浙江省,2003,,,,,,,,,
330000,浙江省,2002,,,,,,,,,
330000,浙江省,2001,,,,,,,,,
330000,浙江省,2000,,,,,,,,,
340000,安徽省,2019,40439,1459552,24.9409862095529,24321,60.1,5830,14.4,5569.61325,2231.299218
340000,安徽省,2018,39818,1383775,22.8972588153474,24875,62.0,4704,11.8137525742127,4864.4127,2103.1822
340000,安徽省,2017,39256,1277447,21.7351401613146,26106,67.0,4510,11.5,3299.5295,1951.2303
340000,安徽省,2016,39318,1224293,20.351017581631,26314,66.9,5001,12.7,2894.6869,1967.6889
340000,安徽省,2015,37033,1231019,20.2050211739117,24212,65.0,4573,12.3,2444.2849,1921.7954
340000,安徽省,2014,35131,1116202,18.2730568009144,22631,64.4188893000484,3123,8.88958469727591,2108.40678,1377.1392
340000,安徽省,2013,31709,985907,16.4250216994004,20300,64.0196789555016,1506,4.74944022201899,1355.07366,1050.98699
340000,安徽省,2012,,,,,,,,,
340000,安徽省,2011,,,,,,,,,
340000,安徽省,2010,,,,,,,,,
340000,安徽省,2009,,,,,,,,,
340000,安徽省,2008,,,,,,,,,
340000,安徽省,2007,,,,,,,,,
340000,安徽省,2006,,,,,,,,,
340000,安徽省,2005,,,,,,,,,
340000,安徽省,2004,,,,,,,,,
340000,安徽省,2003,,,,,,,,,
340000,安徽省,2002,,,,,,,,,
340000,安徽省,2001,,,,,,,,,
340000,安徽省,2000,,,,,,,,,
350000,福建省,2019,51379,1815601,18.9401294658742,20455,39.8,5749,11.2,4477.93209,1725.131726
350000,福建省,2018,46357,1645811,17.2859914454975,20261,44.0,5028,10.8462583860043,3480.9588,998.0961
350000,福建省,2017,44644,1637327,18.0354614085162,20923,47.0,4887,10.9,2872.7932,1043.315
350000,福建省,2016,42403,1557898,17.5422053910119,20786,49.0,5158,12.2,2399.3127,877.9433
350000,福建省,2015,39970,1473734,16.9595498118462,20979,52.0,4070,10.2,2325.2306,820.2717
350000,福建省,2014,37791,1445183,16.9086184424513,20576,54.4468259638538,2928,7.74787647852663,2098.93811,768.94201
350000,福建省,2013,33637,1261514,15.171853763474,19025,56.5597407616613,1937,5.75853970330291,1710.47711,709.7869
350000,福建省,2012,,,,,,,,,
350000,福建省,2011,,,,,,,,,
350000,福建省,2010,,,,,,,,,
350000,福建省,2009,,,,,,,,,
350000,福建省,2008,,,,,,,,,
350000,福建省,2007,,,,,,,,,
350000,福建省,2006,,,,,,,,,
350000,福建省,2005,,,,,,,,,
350000,福建省,2004,,,,,,,,,
350000,福建省,2003,,,,,,,,,
350000,福建省,2002,,,,,,,,,
350000,福建省,2001,,,,,,,,,
350000,福建省,2000,,,,,,,,,
360000,江西省,2019,29196,992350,21.5487711000872,14204,48.7,2658,9.1,2968.46824,1369.066616
360000,江西省,2018,27056,896706,19.1495659289923,13837,51.0,2234,8.25694855115316,2817.8722,1048.8702
360000,江西省,2017,25062,827224,17.2312414674293,13176,53.0,1925,7.7,2871.0439,940.7265
360000,江西省,2016,22437,743753,15.3497985701785,11828,52.7,1637,7.3,2288.0784,657.6124
360000,江西省,2015,19654,687773,14.5652685394155,11711,60.0,1848,9.4,1989.9588,575.2108
360000,江西省,2014,17373,629674,13.9424450172909,10788,62.0963564151269,896,5.15742819317332,983.25718,424.61193
360000,江西省,2013,15259,509018,12.154266330912,8805,57.7036503047382,494,3.23743364571728,739.45932,437.86959
360000,江西省,2012,,,,,,,,,
360000,江西省,2011,,,,,,,,,
360000,江西省,2010,,,,,,,,,
360000,江西省,2009,,,,,,,,,
360000,江西省,2008,,,,,,,,,
360000,江西省,2007,,,,,,,,,
360000,江西省,2006,,,,,,,,,
360000,江西省,2005,,,,,,,,,
360000,江西省,2004,,,,,,,,,
360000,江西省,2003,,,,,,,,,
360000,江西省,2002,,,,,,,,,
360000,江西省,2001,,,,,,,,,
360000,江西省,2000,,,,,,,,,
370000,山东省,2019,66593,2877131,27.1138996748459,34805,52.3,8351,12.5,12882.35496,7959.77095
370000,山东省,2018,78913,2803319,23.549618221214,41713,53.0,10654,13.5009440776551,15992.237,10034.3385
370000,山东省,2017,82791,2721641,20.1379475984698,44253,53.0,7445,9.0,13893.0154,8292.1306
370000,山东省,2016,84057,2661528,19.0509034929248,45228,53.8,8358,9.9,9890.2164,6349.1486
370000,山东省,2015,84649,2598066,17.9510483615766,45546,54.0,5550,6.6,5989.2046,3713.2162
370000,山东省,2014,84059,2503208,16.8780461229299,44952,53.4767246814737,4570,5.43665758574335,5029.2293,3660.48749
370000,山东省,2013,80685,2253930,15.0411258105126,39760,49.2780566400198,3685,4.56714383094751,4111.41251,3527.67834
370000,山东省,2012,,,,,,,,,
370000,山东省,2011,,,,,,,,,
370000,山东省,2010,,,,,,,,,
370000,山东省,2009,,,,,,,,,
370000,山东省,2008,,,,,,,,,
370000,山东省,2007,,,,,,,,,
370000,山东省,2006,,,,,,,,,
370000,山东省,2005,,,,,,,,,
370000,山东省,2004,,,,,,,,,
370000,山东省,2003,,,,,,,,,
370000,山东省,2002,,,,,,,,,
370000,山东省,2001,,,,,,,,,
370000,山东省,2000,,,,,,,,,
410000,河南省,2019,54474,1721638,18.9101529441292,24457,44.9,3831,7.0,4262.25852,2460.143957
410000,河南省,2018,53291,1612445,17.0890861928721,25586,48.0,3618,6.78913887898519,5183.9488,2220.2089
410000,河南省,2017,58447,1593335,14.3035813467011,27432,47.0,3672,6.3,4407.4306,1752.6758
410000,河南省,2016,59267,1596175,13.6523136937195,26700,45.1,4011,6.8,4135.3153,1596.4135
410000,河南省,2015,53158,1479726,13.0807526255412,26223,49.0,2928,5.5,3639.2543,1559.6751
410000,河南省,2014,49307,1369883,12.5258459074155,24830,50.357961344231,1965,3.98523536211897,2830.43103,1357.05894
410000,河南省,2013,42405,1173632,11.6269672106868,20927,49.3503124631529,1193,2.81334748260818,1831.84506,861.59643
410000,河南省,2012,,,,,,,,,
410000,河南省,2011,,,,,,,,,
410000,河南省,2010,,,,,,,,,
410000,河南省,2009,,,,,,,,,
410000,河南省,2008,,,,,,,,,
410000,河南省,2007,,,,,,,,,
410000,河南省,2006,,,,,,,,,
410000,河南省,2005,,,,,,,,,
410000,河南省,2004,,,,,,,,,
410000,河南省,2003,,,,,,,,,
410000,河南省,2002,,,,,,,,,
410000,河南省,2001,,,,,,,,,
410000,河南省,2000,,,,,,,,,
420000,湖北省,2019,40158,1774183,27.179297455459,23693,59.0,3909,9.7,4734.43274,3074.536392
420000,湖北省,2018,40082,1788207,26.3039621125579,23869,60.0,3666,9.14625018711641,4051.3963,1825.9198
420000,湖北省,2017,36577,1591304,23.9373277717883,22849,62.0,3284,9.0,4411.3454,1755.5538
420000,湖北省,2016,38531,1525391,22.2411170606442,23191,60.2,4359,11.3,2741.025,1455.1842
420000,湖北省,2015,38243,1396102,19.9746957980231,22744,59.0,3361,8.8,2386.6477,1140.7576
420000,湖北省,2014,38836,1309776,18.7526066643845,22545,58.0518076011948,2146,5.52580080337831,2275.98305,1344.9384
420000,湖北省,2013,36376,1230455,18.0947668108811,19512,53.6397624807565,1228,3.37585221024852,1843.12444,945.98004
420000,湖北省,2012,,,,,,,,,
420000,湖北省,2011,,,,,,,,,
420000,湖北省,2010,,,,,,,,,
420000,湖北省,2009,,,,,,,,,
420000,湖北省,2008,,,,,,,,,
420000,湖北省,2007,,,,,,,,,
420000,湖北省,2006,,,,,,,,,
420000,湖北省,2005,,,,,,,,,
420000,湖北省,2004,,,,,,,,,
420000,湖北省,2003,,,,,,,,,
420000,湖北省,2002,,,,,,,,,
420000,湖北省,2001,,,,,,,,,
420000,湖北省,2000,,,,,,,,,
430000,湖南省,2019,41505,1381750,23.3567766008626,19466,46.9,4158,10.0,3444.83597,2308.257645
430000,湖南省,2018,38803,1267433,21.5274110658611,19863,51.0,3988,10.2775558590831,3127.5378,2581.3108
430000,湖南省,2017,36103,1229091,20.4029762567776,19406,54.0,3292,9.1,2682.6536,1162.1663
430000,湖南省,2016,33145,1094153,18.6537363545433,18827,56.8,3603,10.9,2227.4618,966.6892
430000,湖南省,2015,30624,1016010,18.0,17610,58.0,2467,8.1,2221.4193,898.5613
430000,湖南省,2014,29794,1009161,17.2574091988692,16923,56.8000268510438,1854,6.22272940860576,1918.84768,1036.04089
430000,湖南省,2013,28679,904501,15.8079551414596,14770,51.5010983646571,1151,4.01338958820043,1364.90689,692.65612
430000,湖南省,2012,,,,,,,,,
430000,湖南省,2011,,,,,,,,,
430000,湖南省,2010,,,,,,,,,
430000,湖南省,2009,,,,,,,,,
430000,湖南省,2008,,,,,,,,,
430000,湖南省,2007,,,,,,,,,
430000,湖南省,2006,,,,,,,,,
430000,湖南省,2005,,,,,,,,,
430000,湖南省,2004,,,,,,,,,
430000,湖南省,2003,,,,,,,,,
430000,湖南省,2002,,,,,,,,,
430000,湖南省,2001,,,,,,,,,
430000,湖南省,2000,,,,,,,,,
440000,广东省,2019,140878,9450134,40.3432724085984,83586,59.3,15175,10.8,30168.24311,21902.502792
440000,广东省,2018,124606,8459520,37.0074287660629,74939,60.0,12158,9.75715455114521,27829.8519,17104.5918
440000,广东省,2017,113151,7749271,34.1042439044592,72135,64.0,10922,9.7,23191.5127,13904.4175
440000,广东省,2016,99568,7024193,31.8020951680525,65556,65.8,11542,11.6,17595.1006,12854.7467
440000,广东省,2015,94003,6518642,29.8224562847587,62975,67.0,10774,11.5,13783.738,10107.8665
440000,广东省,2014,92383,6102321,28.0046574683258,61679,66.764448004503,8222,8.89990582682961,12992.59075,8623.31485
440000,广东省,2013,88121,5611448,26.0839985515728,55718,63.2289692581791,6787,7.70190987392336,10279.05028,7690.789
440000,广东省,2012,,,,,,,,,
440000,广东省,2011,,,,,,,,,
440000,广东省,2010,,,,,,,,,
440000,广东省,2009,,,,,,,,,
440000,广东省,2008,,,,,,,,,
440000,广东省,2007,,,,,,,,,
440000,广东省,2006,,,,,,,,,
440000,广东省,2005,,,,,,,,,
440000,广东省,2004,,,,,,,,,
440000,广东省,2003,,,,,,,,,
440000,广东省,2002,,,,,,,,,
440000,广东省,2001,,,,,,,,,
440000,广东省,2000,,,,,,,,,
450000,广西壮族自治区,2019,18531,815880,26.6872607483541,4538,24.5,1762,9.5,1586.50169,1355.266737
450000,广西壮族自治区,2018,17285,721030,23.5307977913953,4101,24.0,1530,8.85160543824125,1168.1589,815.7727
450000,广西壮族自治区,2017,16491,692093,20.4637854453439,3463,21.0,1473,8.9,970.9839,655.6987
450000,广西壮族自治区,2016,15077,670329,20.5997611600517,2222,14.7,1660,11.0,970.8827,637.7966
450000,广西壮族自治区,2015,14371,622639,19.423077762936,2302,16.0,1202,8.4,918.8037,642.8679
450000,广西壮族自治区,2014,13994,586603,18.8111274336732,5734,40.9747034443333,894,6.38845219379734,701.49509,393.29238
450000,广西壮族自治区,2013,13054,503282,16.7180161419498,5982,45.8250344721924,489,3.74597824421633,544.53605,250.42448
450000,广西壮族自治区,2012,,,,,,,,,
450000,广西壮族自治区,2011,,,,,,,,,
450000,广西壮族自治区,2010,,,,,,,,,
450000,广西壮族自治区,2009,,,,,,,,,
450000,广西壮族自治区,2008,,,,,,,,,
450000,广西壮族自治区,2007,,,,,,,,,
450000,广西壮族自治区,2006,,,,,,,,,
450000,广西壮族自治区,2005,,,,,,,,,
450000,广西壮族自治区,2004,,,,,,,,,
450000,广西壮族自治区,2003,,,,,,,,,
450000,广西壮族自治区,2002,,,,,,,,,
450000,广西壮族自治区,2001,,,,,,,,,
450000,广西壮族自治区,2000,,,,,,,,,
460000,海南省,2019,3501,207609,42.3510332306562,1817,51.9,452,12.9,828.47379,297.068014
460000,海南省,2018,3023,194262,40.3871101871102,1820,60.0,392,12.967251075091,689.495,284.5299
460000,海南省,2017,2856,184038,41.1863701263534,1966,69.0,424,14.8,563.8929,259.9955
460000,海南省,2016,2838,173547,39.1290231666761,1963,69.2,521,18.4,525.9727,263.3172
460000,海南省,2015,2771,165099,37.2710054202439,1929,70.0,439,15.8,574.2105,265.7076
460000,海南省,2014,2915,159138,35.6416883541548,2145,73.5849056603774,327,11.2178387650086,364.37678,198.35991
460000,海南省,2013,2735,146446,33.6474923949306,1904,69.6160877513711,131,4.78976234003656,177.24616,70.14641
460000,海南省,2012,,,,,,,,,
460000,海南省,2011,,,,,,,,,
460000,海南省,2010,,,,,,,,,
460000,海南省,2009,,,,,,,,,
460000,海南省,2008,,,,,,,,,
460000,海南省,2007,,,,,,,,,
460000,海南省,2006,,,,,,,,,
460000,海南省,2005,,,,,,,,,
460000,海南省,2004,,,,,,,,,
460000,海南省,2003,,,,,,,,,
460000,海南省,2002,,,,,,,,,
460000,海南省,2001,,,,,,,,,
460000,海南省,2000,,,,,,,,,
500000,重庆市,2019,22076,1119132,25.3084542202806,10269,46.5,2737,12.4,4762.8827,1719.792993
500000,重庆市,2018,21990,1069389,23.5118085722465,10861,49.0,2545,11.5734424738518,4186.8422,1624.7174
500000,重庆市,2017,23455,1032125,21.0934483958761,11519,49.0,2513,10.7,3572.1642,1201.557
500000,重庆市,2016,23388,988132,19.5010105423616,11406,48.8,2716,11.6,3210.1699,1228.9076
500000,重庆市,2015,22307,923816,18.6703082366403,10566,47.0,1901,8.5,2648.4536,754.1701
500000,重庆市,2014,21137,874314,18.3232455453724,10382,49.1176609736481,1227,5.80498651653499,2302.11838,484.40713
500000,重庆市,2013,18389,760575,16.7228179863931,8713,47.3815868182065,640,3.48034150851052,999.76066,213.68718
500000,重庆市,2012,,,,,,,,,
500000,重庆市,2011,,,,,,,,,
500000,重庆市,2010,,,,,,,,,
500000,重庆市,2009,,,,,,,,,
