省份编码,省份,年份,平均每一营业网点服务人口(万人),平均每人每年发函件数(件),平均每百人每年订报刊数(份),已通邮的行政村比重(%)
320000,江苏省,2016,0.6,4.18,13.33,100
320000,江苏省,2015,0.73190493668563,6.13,13.87,100
320000,江苏省,2014,0.671112047888036,7.86851732273375,14.9765202774853,100
320000,江苏省,2013,0.890721418153259,9.59550071856001,15.7053288013354,100
320000,江苏省,2012,1.16952155936208,11.2960506565657,14.7479621212121,100
320000,江苏省,2011,1.42285896428628,11.9355549512411,15.1750772269205,100
320000,江苏省,2010,1.63602127703827,11.899355189899,13.8778762541825,100
320000,江苏省,2009,,,,
320000,江苏省,2008,,,,
320000,江苏省,2007,,,,
320000,江苏省,2006,,,,
320000,江苏省,2005,,,,
320000,江苏省,2004,,,,
320000,江苏省,2003,,,,
320000,江苏省,2002,,,,
320000,江苏省,2001,,,,
320000,江苏省,2000,,,,
330000,浙江省,2019,0.209524853000256,3.11430256410256,11.3271794871795,100
330000,浙江省,2018,0.221839836046557,4.56579396897333,12.0716402300854,100
330000,浙江省,2017,0.213576471476573,5.38646455718579,16.0464910730069,100
330000,浙江省,2016,0.47,6.49,18.7,100
330000,浙江省,2015,0.463165816539844,8.21,18.78,99.992940844275
330000,浙江省,2014,0.734497933057741,10.7494898329702,20.7227668845316,100
330000,浙江省,2013,0.781520966595593,11.9581978901419,21.3587613677701,100
330000,浙江省,2012,1.03242224316682,14.178470987767,19.7999470513055,100
330000,浙江省,2011,1.45486542775057,15.5585778783111,20.7763792787846,100
330000,浙江省,2010,1.45760286555972,15.5909723375528,19.293321384093,99.9799753028735
330000,浙江省,2009,,,,
330000,浙江省,2008,,,,
330000,浙江省,2007,,,,
330000,浙江省,2006,,,,
330000,浙江省,2005,,,,
330000,浙江省,2004,,,,
330000,浙江省,2003,,,,
330000,浙江省,2002,,,,
330000,浙江省,2001,,,,
330000,浙江省,2000,,,,
340000,安徽省,2019,0.482600732600733,0.641082957633642,7.26118852008357,100
340000,安徽省,2018,0.603492699685084,0.627874762808349,7.71204933586338,100
340000,安徽省,2017,0.587213668794593,0.787318944844125,8.14196642685851,100
340000,安徽省,2016,0.8,0.99,8.6,100
340000,安徽省,2015,0.849854751694564,1.21,8.64,99.9828981872079
340000,安徽省,2014,1.51768962075848,1.94060727613474,11.3186144766477,99.7
340000,安徽省,2013,1.49590672289754,2.21043263458158,9.37671701556815,100
340000,安徽省,2012,2.35007849293564,2.73963258183033,9.29235470941884,100
340000,安徽省,2011,2.12483285353243,2.92128392493735,8.7438773458445,97
340000,安徽省,2010,2.57689519272412,3.54979994289125,10.1215972770654,98.6767799800687
340000,安徽省,2009,,,,
340000,安徽省,2008,,,,
340000,安徽省,2007,,,,
340000,安徽省,2006,,,,
340000,安徽省,2005,,,,
340000,安徽省,2004,,,,
340000,安徽省,2003,,,,
340000,安徽省,2002,,,,
340000,安徽省,2001,,,,
340000,安徽省,2000,,,,
350000,福建省,2019,0.442709503482363,1.19675308331236,11.1749307827838,100
350000,福建省,2018,0.384300341296928,2.35997716315656,11.7416899264146,100
350000,福建省,2017,0.420176192522561,2.95693173101509,13.2326770646893,100
350000,福建省,2016,0.52,2.76,11.39,100
350000,福建省,2015,0.593629194371424,3.32,30.75,99.9930565199278
350000,福建省,2014,0.876756507717116,4.73726221755124,14.1555438780872,99.6
350000,福建省,2013,0.88280701754386,5.70746560678325,12.3678451265326,99.5147313691508
350000,福建省,2012,1.1797293043752,6.5513083244397,13.4166408751334,98.8
350000,福建省,2011,1.79942962376647,6.64584077985378,14.2971451612903,99
350000,福建省,2010,1.63538191489362,6.8300047899107,13.6404606077007,98.8920804267542
350000,福建省,2009,,,,
350000,福建省,2008,,,,
350000,福建省,2007,,,,
350000,福建省,2006,,,,
350000,福建省,2005,,,,
350000,福建省,2004,,,,
350000,福建省,2003,,,,
350000,福建省,2002,,,,
350000,福建省,2001,,,,
350000,福建省,2000,,,,
360000,江西省,2019,0.522423288749017,0.361039951764757,6.45331107021023,100
360000,江西省,2018,0.629469122426869,0.594563253012048,7.52280550774527,100
360000,江西省,2017,0.451455362375464,0.648411942881869,7.43163132842925,100
360000,江西省,2016,0.7,0.71,9.0,100
360000,江西省,2015,0.966475444538527,0.8,7.63,100
360000,江西省,2014,1.17916926272066,1.05034609084665,7.6382161790866,100
360000,江西省,2013,1.17607282184655,1.66023676790907,8.14631985612469,100
360000,江西省,2012,1.65893186003683,2.27502448934281,7.68834147424512,100
360000,江西省,2011,1.97628680487378,2.95111283460678,8.79644353678865,100
360000,江西省,2010,2.17827346041056,4.03228825505596,8.10245812669441,100
360000,江西省,2009,,,,
360000,江西省,2008,,,,
360000,江西省,2007,,,,
360000,江西省,2006,,,,
360000,江西省,2005,,,,
360000,江西省,2004,,,,
360000,江西省,2003,,,,
360000,江西省,2002,,,,
360000,江西省,2001,,,,
360000,江西省,2000,,,,
370000,山东省,2019,0.527734005672865,0.621974119705547,9.14161670908551,100
370000,山东省,2018,0.680598834846227,0.633892704289838,8.49935304070867,100
370000,山东省,2017,0.669925013390466,0.697357585448731,11.4996002398561,100
370000,山东省,2016,0.96,1.09,9.45,100
370000,山东省,2015,1.14435328297501,2.0,9.67,100
370000,山东省,2014,1.5065297014466,2.9861473037756,9.96646382884397,99.9
370000,山东省,2013,1.48210750723314,4.35509192583468,9.60026084864972,100
370000,山东省,2012,1.66408934707904,4.7147721011874,10.0814217862674,100
370000,山东省,2011,2.47667129941312,4.8007772659189,8.25625194562623,99
370000,山东省,2010,2.2775336424156,5.63203820652361,16.8903938922927,100
370000,山东省,2009,,,,
370000,山东省,2008,,,,
370000,山东省,2007,,,,
370000,山东省,2006,,,,
370000,山东省,2005,,,,
370000,山东省,2004,,,,
370000,山东省,2003,,,,
370000,山东省,2002,,,,
370000,山东省,2001,,,,
370000,山东省,2000,,,,
410000,河南省,2019,0.577674866181512,0.988910500790996,8.67449881999014,100
410000,河南省,2018,0.679374734757391,1.11629255596044,9.05507548152004,100
410000,河南省,2017,0.786748971193416,1.24120305471284,9.24197091745999,100
410000,河南省,2016,1.0,1.01,10.88,100
410000,河南省,2015,1.27522195318805,2.33,10.39,100
410000,河南省,2014,1.44590867300031,1.67742475625265,10.9001695633743,99.9
410000,河南省,2013,1.67312477781728,1.86651038153261,9.57100893046991,99.9312700462365
410000,河南省,2012,2.15338827838828,1.86230162662131,10.7446480969594,100
410000,河南省,2011,2.15032040252511,3.43716699230874,11.3151523221133,100
410000,河南省,2010,2.40592546059365,2.62749470034465,8.53876985968848,100
410000,河南省,2009,,,,
410000,河南省,2008,,,,
410000,河南省,2007,,,,
410000,河南省,2006,,,,
410000,河南省,2005,,,,
410000,河南省,2004,,,,
410000,河南省,2003,,,,
410000,河南省,2002,,,,
410000,河南省,2001,,,,
410000,河南省,2000,,,,
420000,湖北省,2019,0.431803254761731,1.10180698498397,6.27467521511726,100
420000,湖北省,2018,0.416396903589022,1.25695453777252,6.61281054588474,100
420000,湖北省,2017,0.414990859232175,1.14883598780075,6.71382582175534,100
420000,湖北省,2016,0.5,1.09,7.42,100
420000,湖北省,2015,0.636170906718852,1.16,10.09,100
420000,湖北省,2014,1.04210714925641,1.14769601100413,12.4659559834938,99.8
420000,湖北省,2013,1.11648055448595,1.81608404897396,14.5227401276082,99.112810707457
420000,湖北省,2012,1.42832427088482,2.266321197439,10.3209724865894,99.8
420000,湖北省,2011,2.34496175326222,1.8403155927106,10.4267546678246,98
420000,湖北省,2010,2.36324277456647,1.73482857639033,9.7180444231376,98.8238911522792
420000,湖北省,2009,,,,
420000,湖北省,2008,,,,
420000,湖北省,2007,,,,
420000,湖北省,2006,,,,
420000,湖北省,2005,,,,
420000,湖北省,2004,,,,
420000,湖北省,2003,,,,
420000,湖北省,2002,,,,
420000,湖北省,2001,,,,
420000,湖北省,2000,,,,
430000,湖南省,2019,0.60127244204288,0.302972661229941,6.96001086959664,100
430000,湖南省,2018,0.661267133135244,0.314996376286418,7.83142484418032,100
430000,湖南省,2017,0.699286442405708,0.370623906705539,7.52769679300292,100
430000,湖南省,2016,0.85,0.42,7.66,98.6
430000,湖南省,2015,0.935719409573734,0.63,7.37,97.6225674332938
430000,湖南省,2014,1.29811946050096,0.673115400371666,7.61706574205461,95.3
430000,湖南省,2013,1.05303745672018,0.861037201446806,7.28094542719016,99.6250567191269
430000,湖南省,2012,2.13130016051364,1.04214571471607,10.1521405332128,99.7
430000,湖南省,2011,2.16568519306417,1.33304668117685,10.1874643701862,99
430000,湖南省,2010,2.12225273021002,1.27240132646563,10.9304052532224,98.3130904183536
430000,湖南省,2009,,,,
430000,湖南省,2008,,,,
430000,湖南省,2007,,,,
430000,湖南省,2006,,,,
430000,湖南省,2005,,,,
430000,湖南省,2004,,,,
430000,湖南省,2003,,,,
430000,湖南省,2002,,,,
430000,湖南省,2001,,,,
430000,湖南省,2000,,,,
440000,广东省,2019,0.37796062493754,3.95737262390417,4.72285391893065,100
440000,广东省,2018,0.451833857671937,4.66331129913626,5.01674598977613,100
440000,广东省,2017,0.460881406288685,5.96181484465932,4.90912346673829,100
440000,广东省,2016,0.5,6.5,6.25,100
440000,广东省,2015,0.492733218275956,6.02,7.12,100
440000,广东省,2014,0.740812379110251,6.44983774710929,7.20412159641925,100
440000,广东省,2013,0.759201141226819,6.58728471439309,8.15627144534285,99.9951116977074
440000,广东省,2012,0.971035747021082,7.58977614687559,9.78816122333396,100
440000,广东省,2011,1.60342015104667,7.75244692202323,7.59581613397425,100
440000,广东省,2010,1.22335364766596,7.31635650212306,18.2603816729108,99.9951138473566
440000,广东省,2009,,,,
440000,广东省,2008,,,,
440000,广东省,2007,,,,
440000,广东省,2006,,,,
440000,广东省,2005,,,,
440000,广东省,2004,,,,
440000,广东省,2003,,,,
440000,广东省,2002,,,,
440000,广东省,2001,,,,
440000,广东省,2000,,,,
450000,广西壮族自治区,2019,0.52066377761336,0.469933467741935,5.74112903225806,100
450000,广西壮族自治区,2018,0.613908275174477,0.582084855866829,8.48213560698335,100
450000,广西壮族自治区,2017,0.640152011531909,0.609527123848516,6.65158648925281,100
450000,广西壮族自治区,2016,0.78,0.59,6.92,100
450000,广西壮族自治区,2015,0.989069911321922,0.76,8.34,100
450000,广西壮族自治区,2014,1.39046504825973,1.05042911232646,7.83508624316365,100
450000,广西壮族自治区,2013,1.70730824891462,1.14314789150244,8.10393421614695,100
450000,广西壮族自治区,2012,2.01116838487973,1.29283669372063,8.27129218282785,99.5
450000,广西壮族自治区,2011,2.35575520265456,1.38574837310195,8.39289773950484,99
450000,广西壮族自治区,2010,2.64672967222542,1.56654036079853,7.82644325310029,96.9581220918119
450000,广西壮族自治区,2009,,,,
450000,广西壮族自治区,2008,,,,
450000,广西壮族自治区,2007,,,,
450000,广西壮族自治区,2006,,,,
450000,广西壮族自治区,2005,,,,
450000,广西壮族自治区,2004,,,,
450000,广西壮族自治区,2003,,,,
450000,广西壮族自治区,2002,,,,
450000,广西壮族自治区,2001,,,,
450000,广西壮族自治区,2000,,,,
460000,海南省,2019,0.554631828978622,0.298998645101194,8.35697349479211,100
460000,海南省,2018,0.528579513299377,0.330182012847966,9.28800856531049,100
460000,海南省,2017,0.540256709451575,0.451911447084233,10.560475161987,100
460000,海南省,2016,0.53,0.54,10.59,100
460000,海南省,2015,0.600804749340369,0.6,11.34,100
460000,海南省,2014,0.814679891794409,0.818778500907602,11.8386682605038,100
460000,海南省,2013,1.01936218678815,1.07103866946654,12.1457181541239,100
460000,海南省,2012,1.29489051094891,1.09201397970688,11.634396843292,99.2
460000,海南省,2011,1.39176463509207,1.71540837201077,11.2148539904712,99
460000,海南省,2010,1.77695040983607,1.41213533778054,9.67979308813059,99.0521327014218
460000,海南省,2009,,,,
460000,海南省,2008,,,,
460000,海南省,2007,,,,
460000,海南省,2006,,,,
460000,海南省,2005,,,,
460000,海南省,2004,,,,
460000,海南省,2003,,,,
460000,海南省,2002,,,,
460000,海南省,2001,,,,
460000,海南省,2000,,,,
500000,重庆市,2019,0.351143309938873,0.4670904388795,8.9168203000973,100
500000,重庆市,2018,0.45711759504863,0.481031592520954,9.82043842682141,100
500000,重庆市,2017,0.467112258848549,0.57480325203252,9.49528455284553,100
500000,重庆市,2016,0.6,0.73,10.24,94.6
500000,重庆市,2015,0.809812080536913,1.04,11.42,99.5058039305827
500000,重庆市,2014,0.82566933480541,1.57112723139667,10.4058300461322,99.6
500000,重庆市,2013,0.936908517350158,1.80056131313131,12.6855514081305,98.7691352916839
500000,重庆市,2012,1.14014711575687,1.93772842105263,7.95714091680815,97.5
500000,重庆市,2011,0.884775449224563,2.13112645686434,9.61283658787256,80
500000,重庆市,2010,0.95643799734748,1.88009444581378,39.267680943432,96.9928237840301
500000,重庆市,2009,,,,
500000,重庆市,2008,,,,
500000,重庆市,2007,,,,
500000,重庆市,2006,,,,
500000,重庆市,2005,,,,
500000,重庆市,2004,,,,
500000,重庆市,2003,,,,
500000,重庆市,2002,,,,
500000,重庆市,2001,,,,
500000,重庆市,2000,,,,
510000,四川省,2019,0.33929951592564,0.314964776119403,8.7755223880597,100
510000,四川省,2018,0.413534952900347,0.332832993645846,8.24673300563482,100
510000,四川省,2017,0.437823014449953,0.3932437966755,8.12972777643941,100
510000,四川省,2016,0.5,0.46,8.05,100
510000,四川省,2015,0.620574886535552,0.78,8.57,100
510000,四川省,2014,0.756032320980775,1.29108007174271,8.10299501240756,99.4
510000,四川省,2013,0.877570902792812,1.64329052670532,8.07645674946138,98.750994260163
510000,四川省,2012,1.14212982605006,1.95218418771669,8.15130014858841,99.6
510000,四川省,2011,1.35758188356775,2.33702137497949,7.78163354037267,100
510000,四川省,2010,1.52134317063942,2.80355075094941,7.17826685998941,99.4822114581593
510000,四川省,2009,,,,
510000,四川省,2008,,,,
510000,四川省,2007,,,,
510000,四川省,2006,,,,
510000,四川省,2005,,,,
510000,四川省,2004,,,,
510000,四川省,2003,,,,
510000,四川省,2002,,,,
510000,四川省,2001,,,,
510000,四川省,2000,,,,
520000,贵州省,2019,0.354749704375246,1.68154680577982,5.52091527622518,100
520000,贵州省,2018,0.43206913106097,2.57997222222222,5.80666666666667,100
520000,贵州省,2017,0.444886293028458,2.17116480446927,6.0572625698324,100
520000,贵州省,2016,0.58,1.25,6.41,100
520000,贵州省,2015,0.708450421517463,1.08,7.2,100
520000,贵州省,2014,1.01359144755851,1.08589981870218,8.26986009281536,100
520000,贵州省,2013,1.13849154746424,1.48239767918634,7.83196421239416,91.880480675544
520000,贵州省,2012,1.72731779871096,1.73263490241102,9.7538346727899,89
520000,贵州省,2011,1.7934149665984,1.44889789443959,8.03945835927951,89
520000,贵州省,2010,1.93465857461024,1.70918811086065,5.62916783369176,90.6770371143707
520000,贵州省,2009,,,,
520000,贵州省,2008,,,,
520000,贵州省,2007,,,,
520000,贵州省,2006,,,,
520000,贵州省,2005,,,,
520000,贵州省,2004,,,,
520000,贵州省,2003,,,,
520000,贵州省,2002,,,,
520000,贵州省,2001,,,,
520000,贵州省,2000,,,,
530000,云南省,2019,0.471219512195122,0.383958419102511,4.95636064223961,100
530000,云南省,2018,0.530769230769231,0.507236024844721,5.21097308488613,100
530000,云南省,2017,0.602383939774153,0.370302020412414,5.40179129348053,100
530000,云南省,2016,0.75,0.78,5.59,100
530000,云南省,2015,0.987463556851312,1.41,6.95,100
530000,云南省,2014,1.29573941726223,2.02586605570759,6.33297269776618,100
530000,云南省,2013,1.41132189099669,1.54297170656766,6.88384896394521,100
530000,云南省,2012,1.6313025210084,1.12682946984331,6.78229877656149,100
530000,云南省,2011,2.01989755954771,0.898472270514604,6.87798436555239,100
530000,云南省,2010,2.05665498881432,1.19622817085383,6.54299343481201,100
530000,云南省,2009,,,,
530000,云南省,2008,,,,
530000,云南省,2007,,,,
530000,云南省,2006,,,,
530000,云南省,2005,,,,
530000,云南省,2004,,,,
530000,云南省,2003,,,,
530000,云南省,2002,,,,
530000,云南省,2001,,,,
530000,云南省,2000,,,,
540000,西藏自治区,2019,0.290786136939983,0.226126640045636,20.812892184826,100
540000,西藏自治区,2018,0.294772922022279,0.230581395348837,34.1395348837209,100
540000,西藏自治区,2017,0.314072693383038,0.601305637982196,19.6261127596439,100
540000,西藏自治区,2016,0.34,1.04,19.59,95.8
540000,西藏自治区,2015,0.364831081081081,0.68,16.25,95.6752794575774
540000,西藏自治区,2014,0.782142857142857,1.23253031018737,15.2196504487482,95.2
540000,西藏自治区,2013,1.02970297029703,1.18031822843225,16.3376462938882,95.6457564575646
540000,西藏自治区,2012,1.24696356275304,0.933256168831169,17.6090584415584,95
540000,西藏自治区,2011,1.26375,0.789001662001225,15.5090009891197,99
540000,西藏自治区,2010,0.994094701986755,0.969377109726777,13.9476631205603,99.182367579097
540000,西藏自治区,2009,,,,
540000,西藏自治区,2008,,,,
540000,西藏自治区,2007,,,,
540000,西藏自治区,2006,,,,
540000,西藏自治区,2005,,,,
540000,西藏自治区,2004,,,,
540000,西藏自治区,2003,,,,
540000,西藏自治区,2002,,,,
540000,西藏自治区,2001,,,,
540000,西藏自治区,2000,,,,
610000,陕西省,2019,0.382233653180334,0.332729650870309,7.02593512735378,100
610000,陕西省,2018,0.461869471671049,0.423483436853002,7.80978260869565,100
610000,陕西省,2017,0.452988424285377,0.497535853976532,7.88135593220339,100
610000,陕西省,2016,0.59,0.59,8.38,100
610000,陕西省,2015,0.790043740887315,0.66,10.04,100
610000,陕西省,2014,1.06401352874859,0.876674118968404,9.72366441331666,100
610000,陕西省,2013,1.39304219096965,1.75396958023379,9.21565106178892,100
610000,陕西省,2012,1.54571663920923,1.61488347988276,8.97585398347988,100
610000,陕西省,2011,1.89590477049163,1.57331012867305,8.95010687757174,100
610000,陕西省,2010,1.93006091003102,2.60766373678858,13.8546564936868,100
610000,陕西省,2009,,,,
610000,陕西省,2008,,,,
610000,陕西省,2007,,,,
610000,陕西省,2006,,,,
610000,陕西省,2005,,,,
610000,陕西省,2004,,,,
610000,陕西省,2003,,,,
610000,陕西省,2002,,,,
610000,陕西省,2001,,,,
610000,陕西省,2000,,,,
620000,甘肃省,2019,0.510058027079304,0.272705982783303,7.05061134760881,100
620000,甘肃省,2018,0.558095238095238,0.290022753128555,7.70875995449374,100
620000,甘肃省,2017,0.539995887312359,0.329028941355674,7.12566641279513,100
