省份编码,省份,年份,软件业务收入(万元),软件产品收入(万元),信息技术服务收入(万元),信息安全收入(万元),嵌入式系统软件收入(万元),软件业务出口(万美元)
320000,江苏省,2019,97793124.26,29920318.79,53605521.14,1352867.76,12914416.57,938530.81
320000,江苏省,2018,88331850.57,21732299.9,53442384.77,1178135.15,11979030.75,583171.27
320000,江苏省,2017,89364544.77,22433472.73,38733310.17,,28197761.87,621901.06
320000,江苏省,2016,81656015.09,18513795.12,37455567.75,,25686652.22,669714.24
320000,江苏省,2015,70623774.48,16334771.27,28386536.0,,25902467.21,770884.03
320000,江苏省,2014,61725909.44,16518426.5,22813075.25,,22394407.69,789764.94
320000,江苏省,2013,51772720.42,16017598.5,,,15682096.63,
320000,江苏省,2012,41670223.62,11368340.81,,,14898741.26,
320000,江苏省,2011,,,,,,
320000,江苏省,2010,,,,,,
320000,江苏省,2009,,,,,,
320000,江苏省,2008,,,,,,
320000,江苏省,2007,,,,,,
320000,江苏省,2006,,,,,,
320000,江苏省,2005,,,,,,
320000,江苏省,2004,,,,,,
320000,江苏省,2003,,,,,,
320000,江苏省,2002,,,,,,
320000,江苏省,2001,,,,,,
320000,江苏省,2000,,,,,,
330000,浙江省,2019,61098864.54,18614325.25,37336725.69,214115.82,4933697.78,562269.6
330000,浙江省,2018,52006147.92,12039185.04,36900870.62,433666.47,2632425.8,314115.33
330000,浙江省,2017,43404221.47,12163301.4,28622849.95,,2618070.12,344547
330000,浙江省,2016,36000229.84,10866987.98,21893586.18,,3239655.68,351178.57
330000,浙江省,2015,30374128.82,9632211.36,18275180.4,,2466737.06,279730.59
330000,浙江省,2014,24376169.72,8015826.89,14467881.97,,1892460.86,251576.62
330000,浙江省,2013,18988428.1,5527446.99,,,2099866.65,
330000,浙江省,2012,13553435.36,4493285.32,,,1501201.24,
330000,浙江省,2011,,,,,,
330000,浙江省,2010,,,,,,
330000,浙江省,2009,,,,,,
330000,浙江省,2008,,,,,,
330000,浙江省,2007,,,,,,
330000,浙江省,2006,,,,,,
330000,浙江省,2005,,,,,,
330000,浙江省,2004,,,,,,
330000,浙江省,2003,,,,,,
330000,浙江省,2002,,,,,,
330000,浙江省,2001,,,,,,
330000,浙江省,2000,,,,,,
340000,安徽省,2019,6697673.43,2871117.57,2857614.65,31681.69,937259.52,14486.15
340000,安徽省,2018,4560507.21,1925038.0,1816223.31,147559.99,671685.91,8441.89
340000,安徽省,2017,3411237.85,1294735.24,1682503.25,,433999.36,8197.61
340000,安徽省,2016,2600305.96,909752.01,1488655.4,,201898.55,15314.26
340000,安徽省,2015,2055823.93,854767.19,1060560.2,,140496.54,11806.02
340000,安徽省,2014,1453246.67,827590.1,522515.91,,103140.65,11511.7
340000,安徽省,2013,995708.79,507062.26,,,67352.98,
340000,安徽省,2012,752331.81,382068.58,,,26545.16,
340000,安徽省,2011,,,,,,
340000,安徽省,2010,,,,,,
340000,安徽省,2009,,,,,,
340000,安徽省,2008,,,,,,
340000,安徽省,2007,,,,,,
340000,安徽省,2006,,,,,,
340000,安徽省,2005,,,,,,
340000,安徽省,2004,,,,,,
340000,安徽省,2003,,,,,,
340000,安徽省,2002,,,,,,
340000,安徽省,2001,,,,,,
340000,安徽省,2000,,,,,,
350000,福建省,2019,29718718.44,8616218.73,15886188.05,570217.57,4646094.09,92872.64
350000,福建省,2018,28900454.44,9752276.85,15170855.22,476182.78,3501139.59,47174.54
350000,福建省,2017,24965223.19,8828088.76,13983811.18,,2153323.25,43890.64
350000,福建省,2016,21578984.8,7776169.94,12307126.12,,1495688.73,40938.8
350000,福建省,2015,18271747.34,6281802.69,10589140.5,,1400804.14,33425.33
350000,福建省,2014,15154823.89,5515805.19,7787021.22,,1851997.49,14887.8
350000,福建省,2013,10140097.44,3303400.75,,,1301203.43,
350000,福建省,2012,10057924.53,3331049.64,,,1398330.92,
350000,福建省,2011,,,,,,
350000,福建省,2010,,,,,,
350000,福建省,2009,,,,,,
350000,福建省,2008,,,,,,
350000,福建省,2007,,,,,,
350000,福建省,2006,,,,,,
350000,福建省,2005,,,,,,
350000,福建省,2004,,,,,,
350000,福建省,2003,,,,,,
350000,福建省,2002,,,,,,
350000,福建省,2001,,,,,,
350000,福建省,2000,,,,,,
360000,江西省,2019,1819566.17,1106375.74,676627.73,11010.31,25552.39,8320.75
360000,江西省,2018,1529390.9,821975.42,670848.85,27768.4,8798.23,7383.87
360000,江西省,2017,1066179.96,365198.82,687610.31,,13370.83,9234.8
360000,江西省,2016,870066.73,338926.89,520876.39,,10263.45,9625
360000,江西省,2015,863578.42,299471.37,553095.94,,11011.12,10903.09
360000,江西省,2014,761232.53,221151.01,533531.1,,6550.42,8193
360000,江西省,2013,650214.74,182318.17,,,16878.79,
360000,江西省,2012,546686.5,146834.92,,,19094.19,
360000,江西省,2011,,,,,,
360000,江西省,2010,,,,,,
360000,江西省,2009,,,,,,
360000,江西省,2008,,,,,,
360000,江西省,2007,,,,,,
360000,江西省,2006,,,,,,
360000,江西省,2005,,,,,,
360000,江西省,2004,,,,,,
360000,江西省,2003,,,,,,
360000,江西省,2002,,,,,,
360000,江西省,2001,,,,,,
360000,江西省,2000,,,,,,
370000,山东省,2019,54943383.61,20914840.81,23608252.16,1752063.95,8668226.69,140000.47
370000,山东省,2018,49493472.95,16897183.78,21152555.32,1485104.67,9958629.14,70952.77
370000,山东省,2017,42331438.23,15998762.74,18843274.59,,7489400.9,240015.22
370000,山东省,2016,42610827.74,15610361.85,18912594.75,,8087871.14,189789.95
370000,山东省,2015,37199485.61,13915898.81,16244562.14,,7039024.66,139927.26
370000,山东省,2014,30886773.77,12666816.31,12200561.24,,6019396.22,122206.38
370000,山东省,2013,22640508.04,7933664.43,,,4679161.27,
370000,山东省,2012,17339358.86,5653408.63,,,3553442.6,
370000,山东省,2011,,,,,,
370000,山东省,2010,,,,,,
370000,山东省,2009,,,,,,
370000,山东省,2008,,,,,,
370000,山东省,2007,,,,,,
370000,山东省,2006,,,,,,
370000,山东省,2005,,,,,,
370000,山东省,2004,,,,,,
370000,山东省,2003,,,,,,
370000,山东省,2002,,,,,,
370000,山东省,2001,,,,,,
370000,山东省,2000,,,,,,
410000,河南省,2019,3521291.75,953270.11,2295289.9,41531.99,231199.75,162.62
410000,河南省,2018,3364308.62,897030.6,2338231.59,46229.64,82816.79,486.6
410000,河南省,2017,3066830.89,881946.63,2101417.11,,83467.15,301.54
410000,河南省,2016,2963542.69,1117252.19,1834942.46,,11348.04,860.29
410000,河南省,2015,2785437.29,771779.57,1709729.12,,303928.6,513
410000,河南省,2014,2339218.06,796163.03,1453448.18,,89606.85,288.01
410000,河南省,2013,1932503.27,716345.71,,,108907.03,
410000,河南省,2012,1571969.53,579051.52,,,91831.41,
410000,河南省,2011,,,,,,
410000,河南省,2010,,,,,,
410000,河南省,2009,,,,,,
410000,河南省,2008,,,,,,
410000,河南省,2007,,,,,,
410000,河南省,2006,,,,,,
410000,河南省,2005,,,,,,
410000,河南省,2004,,,,,,
410000,河南省,2003,,,,,,
410000,河南省,2002,,,,,,
410000,河南省,2001,,,,,,
410000,河南省,2000,,,,,,
420000,湖北省,2019,20652299.96,8660974.77,10987161.69,746374.7,257788.8,36865.67
420000,湖北省,2018,17914891.52,8005681.66,9063547.14,791595,54067.72,25114.92
420000,湖北省,2017,15311988.01,7486686.08,7186114.52,,639187.41,22592.06
420000,湖北省,2016,13305110.71,6937090.67,5711965.66,,656054.38,19555
420000,湖北省,2015,10152364.59,5331530.31,4251274.36,,569559.92,13281
420000,湖北省,2014,8511963.43,4348201.19,3575705.16,,588057.08,10807
420000,湖北省,2013,7094477.68,3069069.74,,,654307.07,
420000,湖北省,2012,3680894.66,1727399.56,,,185361.07,
420000,湖北省,2011,,,,,,
420000,湖北省,2010,,,,,,
420000,湖北省,2009,,,,,,
420000,湖北省,2008,,,,,,
420000,湖北省,2007,,,,,,
420000,湖北省,2006,,,,,,
420000,湖北省,2005,,,,,,
420000,湖北省,2004,,,,,,
420000,湖北省,2003,,,,,,
420000,湖北省,2002,,,,,,
420000,湖北省,2001,,,,,,
420000,湖北省,2000,,,,,,
430000,湖南省,2019,6106519.48,2254261.22,3096736.92,39748.75,715772.59,10516.42
430000,湖南省,2018,4925763.95,1797990.3,1917027.91,22059.28,1188686.46,14470.04
430000,湖南省,2017,4548845.43,1390494.73,2771766.39,,386584.31,61844.91
430000,湖南省,2016,3960107.44,1140826.55,2283921.55,,535359.34,368.59
430000,湖南省,2015,3492193.78,2036253.83,1001317.29,,454622.66,5633.88
430000,湖南省,2014,3017374.88,1866786.58,881285.04,,269303.26,4092.53
430000,湖南省,2013,2556575.61,1115257.34,,,653404.52,
430000,湖南省,2012,2363509.28,1048724.87,,,493777.2,
430000,湖南省,2011,,,,,,
430000,湖南省,2010,,,,,,
430000,湖南省,2009,,,,,,
430000,湖南省,2008,,,,,,
430000,湖南省,2007,,,,,,
430000,湖南省,2006,,,,,,
430000,湖南省,2005,,,,,,
430000,湖南省,2004,,,,,,
430000,湖南省,2003,,,,,,
430000,湖南省,2002,,,,,,
430000,湖南省,2001,,,,,,
430000,湖南省,2000,,,,,,
440000,广东省,2019,118745554.23,24588464.34,73969918.94,530983.54,19656187.41,2303425.65
440000,广东省,2018,106874315.52,22821001.95,62255565.64,374446.89,21423301.01,2673335.11
440000,广东省,2017,96812074.53,21620008.0,49198710.05,,25993356.48,2781019.7
440000,广东省,2016,82233914.9,19612172.41,38958597.25,,23663145.24,2507067.31
440000,广东省,2015,71051485.21,17236891.55,31290890.47,,22523703.19,2393628.18
440000,广东省,2014,60186904.24,15305893.07,25941480.58,,18939530.59,2257646.96
440000,广东省,2013,49063789.71,13455542.26,,,13624010.12,
440000,广东省,2012,41528727.19,11715909.89,,,11062780.34,
440000,广东省,2011,,,,,,
440000,广东省,2010,,,,,,
440000,广东省,2009,,,,,,
440000,广东省,2008,,,,,,
440000,广东省,2007,,,,,,
440000,广东省,2006,,,,,,
440000,广东省,2005,,,,,,
440000,广东省,2004,,,,,,
440000,广东省,2003,,,,,,
440000,广东省,2002,,,,,,
440000,广东省,2001,,,,,,
440000,广东省,2000,,,,,,
450000,广西壮族自治区,2019,4073776.33,377389.52,3641797.13,17054.38,37535.3,1877.96
450000,广西壮族自治区,2018,1524849.54,121029.17,1341663.14,17865.61,44291.62,2502.21
450000,广西壮族自治区,2017,813490.04,228208.14,570873.28,,14408.62,6.21
450000,广西壮族自治区,2016,729215.06,100953.47,622851.1,,5410.49,0.64
450000,广西壮族自治区,2015,747206.91,89928.04,652087.66,,5191.21,102.91
450000,广西壮族自治区,2014,756625.64,234583.19,518523.9,,3518.55,307.22
450000,广西壮族自治区,2013,754923.92,342650.45,,,11746.69,
450000,广西壮族自治区,2012,592223.9,306152.1,,,9342.19,
450000,广西壮族自治区,2011,,,,,,
450000,广西壮族自治区,2010,,,,,,
450000,广西壮族自治区,2009,,,,,,
450000,广西壮族自治区,2008,,,,,,
450000,广西壮族自治区,2007,,,,,,
450000,广西壮族自治区,2006,,,,,,
450000,广西壮族自治区,2005,,,,,,
450000,广西壮族自治区,2004,,,,,,
450000,广西壮族自治区,2003,,,,,,
450000,广西壮族自治区,2002,,,,,,
450000,广西壮族自治区,2001,,,,,,
450000,广西壮族自治区,2000,,,,,,
460000,海南省,2019,2860219.25,508638.24,2330444.6,19895.71,1240.7,5330.19
460000,海南省,2018,2532700.91,531234.62,1997566.83,3441.21,458.25,933.23
460000,海南省,2017,1036893.82,257258.15,779318.49,,317.18,1172.56
460000,海南省,2016,767042.38,261981.15,505061.23,,,1126.29
460000,海南省,2015,427822.47,112095.76,315726.71,,,1754.09
460000,海南省,2014,170293.98,92642.56,75654.18,,1997.24,211
460000,海南省,2013,157957.66,45322.36,,,353.3,
460000,海南省,2012,161838.4,47043.02,,,,
460000,海南省,2011,,,,,,
460000,海南省,2010,,,,,,
460000,海南省,2009,,,,,,
460000,海南省,2008,,,,,,
460000,海南省,2007,,,,,,
460000,海南省,2006,,,,,,
460000,海南省,2005,,,,,,
460000,海南省,2004,,,,,,
460000,海南省,2003,,,,,,
460000,海南省,2002,,,,,,
460000,海南省,2001,,,,,,
460000,海南省,2000,,,,,,
500000,重庆市,2019,17145664.22,4165750.52,10370312.62,357532.72,2252068.36,18708.57
500000,重庆市,2018,13929501.35,3222231.76,8783398.56,293895.73,1629975.29,15828.34
500000,重庆市,2017,12129036.07,2859347.8,7831006.45,,1438681.82,16680.77
500000,重庆市,2016,10249597.21,2386353.73,6596127.34,,1267116.15,14709.19
500000,重庆市,2015,8533469.24,2002533.77,5398205.47,,1132730,19785.88
500000,重庆市,2014,7062363.35,1182698.9,5100158.51,,779505.93,6798.81
500000,重庆市,2013,5469408.16,750026.66,,,527894.32,
500000,重庆市,2012,4224058.41,751949.55,,,680602.77,
500000,重庆市,2011,,,,,,
500000,重庆市,2010,,,,,,
500000,重庆市,2009,,,,,,
500000,重庆市,2008,,,,,,
500000,重庆市,2007,,,,,,
500000,重庆市,2006,,,,,,
500000,重庆市,2005,,,,,,
500000,重庆市,2004,,,,,,
500000,重庆市,2003,,,,,,
500000,重庆市,2002,,,,,,
500000,重庆市,2001,,,,,,
500000,重庆市,2000,,,,,,
510000,四川省,2019,36914222.55,12043585.7,21653009.02,944363.77,2273264.06,160611.4
510000,四川省,2018,31726384.65,11402521.7,17728543.94,825448.81,1769870.2,152417.79
510000,四川省,2017,27822348.88,10495826.94,16686669.15,,639852.79,147168.71
510000,四川省,2016,24230869.76,9586500.38,14487056.18,,157313.2,147392.91
510000,四川省,2015,21259096.39,8297107.82,12821204.82,,140783.74,139414.25
510000,四川省,2014,18955652.24,7166321.22,11682365.03,,106965.99,133263.4
510000,四川省,2013,16003085.72,5345358.94,,,76095.09,
510000,四川省,2012,13164807.11,4396872.81,,,113274.64,
510000,四川省,2011,,,,,,
510000,四川省,2010,,,,,,
510000,四川省,2009,,,,,,
510000,四川省,2008,,,,,,
510000,四川省,2007,,,,,,
510000,四川省,2006,,,,,,
510000,四川省,2005,,,,,,
510000,四川省,2004,,,,,,
510000,四川省,2003,,,,,,
510000,四川省,2002,,,,,,
510000,四川省,2001,,,,,,
510000,四川省,2000,,,,,,
520000,贵州省,2019,2123360.34,239848.36,1828346.15,41143.2,14022.63,2177.44
520000,贵州省,2018,1767338.7,299588.33,1439490.16,8655.71,19604.5,1739.13
520000,贵州省,2017,1297262.08,191094.77,1027136.66,,79030.65,3694
520000,贵州省,2016,1278329.0,502687.0,767758.0,,7884,5
520000,贵州省,2015,1102422.11,424495.32,659196.85,,18729.95,
520000,贵州省,2014,885739.17,351207.0,519464.15,,15068.02,
520000,贵州省,2013,707286.0,286687.0,,,11772,
520000,贵州省,2012,608302.0,256616.0,,,6681,
520000,贵州省,2011,,,,,,
520000,贵州省,2010,,,,,,
520000,贵州省,2009,,,,,,
520000,贵州省,2008,,,,,,
520000,贵州省,2007,,,,,,
520000,贵州省,2006,,,,,,
520000,贵州省,2005,,,,,,
520000,贵州省,2004,,,,,,
520000,贵州省,2003,,,,,,
520000,贵州省,2002,,,,,,
520000,贵州省,2001,,,,,,
520000,贵州省,2000,,,,,,
530000,云南省,2019,1023819.11,259206.68,745264.57,12484.78,6863.08,2.71
530000,云南省,2018,911126.14,216782.25,668009.51,22063.49,4270.89,
530000,云南省,2017,776748.77,178009.79,593341.23,,5397.75,200
530000,云南省,2016,502951.22,123644.69,377760.43,,1546.1,198
530000,云南省,2015,442406.66,114547.87,326127.46,,1731.33,260
530000,云南省,2014,469826.04,112615.86,354288.5,,2921.68,240
530000,云南省,2013,552840.72,80557.47,,,2643.37,
530000,云南省,2012,546872.99,70318.23,,,3200.81,
530000,云南省,2011,,,,,,
530000,云南省,2010,,,,,,
530000,云南省,2009,,,,,,
530000,云南省,2008,,,,,,
530000,云南省,2007,,,,,,
530000,云南省,2006,,,,,,
530000,云南省,2005,,,,,,
530000,云南省,2004,,,,,,
530000,云南省,2003,,,,,,
530000,云南省,2002,,,,,,
530000,云南省,2001,,,,,,
530000,云南省,2000,,,,,,
540000,西藏自治区,2019,,,,,,
540000,西藏自治区,2018,,,,,,
540000,西藏自治区,2017,,,,,,
540000,西藏自治区,2016,,,,,,
540000,西藏自治区,2015,,,,,,
540000,西藏自治区,2014,,,,,,
540000,西藏自治区,2013,,,,,,
540000,西藏自治区,2012,,,,,,
540000,西藏自治区,2011,,,,,,
540000,西藏自治区,2010,,,,,,
540000,西藏自治区,2009,,,,,,
540000,西藏自治区,2008,,,,,,
540000,西藏自治区,2007,,,,,,
540000,西藏自治区,2006,,,,,,
540000,西藏自治区,2005,,,,,,
540000,西藏自治区,2004,,,,,,
540000,西藏自治区,2003,,,,,,
540000,西藏自治区,2002,,,,,,
540000,西藏自治区,2001,,,,,,
540000,西藏自治区,2000,,,,,,
610000,陕西省,2019,28693155.22,6879782.78,18478610.59,26639.3,3308122.55,71924.76
610000,陕西省,2018,19948948.0,4660556.36,14208275.4,45504.6,1034611.64,120449
610000,陕西省,2017,15935958.53,5063899.66,9938248.46,,933810.41,135852.56
610000,陕西省,2016,13001963.61,4204165.88,7702833.4,,1094964.33,91054.37
610000,陕西省,2015,11397368.51,3165409.12,7116147.39,,1115812,73949.87
610000,陕西省,2014,8864383.31,2709425.48,4974034.63,,1180923.2,65228.03
610000,陕西省,2013,6883101.66,1966776.57,,,645135.38,
610000,陕西省,2012,4907957.94,1377924.92,,,452025.24,
610000,陕西省,2011,,,,,,
610000,陕西省,2010,,,,,,
610000,陕西省,2009,,,,,,
610000,陕西省,2008,,,,,,
610000,陕西省,2007,,,,,,
610000,陕西省,2006,,,,,,
610000,陕西省,2005,,,,,,
610000,陕西省,2004,,,,,,
610000,陕西省,2003,,,,,,
610000,陕西省,2002,,,,,,
610000,陕西省,2001,,,,,,
610000,陕西省,2000,,,,,,
620000,甘肃省,2019,609110.32,192147.51,403785.83,8765.29,4411.69,
620000,甘肃省,2018,522834.89,192556.88,320829.22,7747.97,1700.82,
620000,甘肃省,2017,457531.35,126134.12,325799.63,,5597.6,
620000,甘肃省,2016,414210.37,105953.96,303775.8,,4480.61,
620000,甘肃省,2015,356781.59,114628.77,236476.57,,5676.25,519
620000,甘肃省,2014,272311.42,76417.69,193516.01,,2377.72,246
620000,甘肃省,2013,245034.42,81582.29,,,4550.9,
620000,甘肃省,2012,204434.24,65822.69,,,3.2,
620000,甘肃省,2011,,,,,,
620000,甘肃省,2010,,,,,,
620000,甘肃省,2009,,,,,,
620000,甘肃省,2008,,,,,,
620000,甘肃省,2007,,,,,,
