省份编码,省份,年份,平均预期寿命(岁),男性平均预期寿命(岁),女性平均预期寿命(岁)
210000,辽宁省,2013,,,
210000,辽宁省,2012,,,
210000,辽宁省,2011,,,
210000,辽宁省,2010,76.3796126474332,74.121810358616,78.8588354802536
210000,辽宁省,2009,,,
210000,辽宁省,2008,,,
210000,辽宁省,2007,,,
210000,辽宁省,2006,,,
210000,辽宁省,2005,,,
210000,辽宁省,2004,,,
210000,辽宁省,2003,,,
210000,辽宁省,2002,,,
210000,辽宁省,2001,,,
210000,辽宁省,2000,73.34,71.51,75.36
220000,吉林省,2019,,,
220000,吉林省,2018,,,
220000,吉林省,2017,,,
220000,吉林省,2016,,,
220000,吉林省,2015,,,
220000,吉林省,2014,,,
220000,吉林省,2013,,,
220000,吉林省,2012,,,
220000,吉林省,2011,,,
220000,吉林省,2010,76.1760774891659,74.118501562194,78.4416132788604
220000,吉林省,2009,,,
220000,吉林省,2008,,,
220000,吉林省,2007,,,
220000,吉林省,2006,,,
220000,吉林省,2005,,,
220000,吉林省,2004,,,
220000,吉林省,2003,,,
220000,吉林省,2002,,,
220000,吉林省,2001,,,
220000,吉林省,2000,73.1,71.38,75.04
230000,黑龙江省,2019,,,
230000,黑龙江省,2018,,,
230000,黑龙江省,2017,,,
230000,黑龙江省,2016,,,
230000,黑龙江省,2015,,,
230000,黑龙江省,2014,,,
230000,黑龙江省,2013,,,
230000,黑龙江省,2012,,,
230000,黑龙江省,2011,,,
230000,黑龙江省,2010,75.9773163395497,73.517690820544,78.8105304438802
230000,黑龙江省,2009,,,
230000,黑龙江省,2008,,,
230000,黑龙江省,2007,,,
230000,黑龙江省,2006,,,
230000,黑龙江省,2005,,,
230000,黑龙江省,2004,,,
230000,黑龙江省,2003,,,
230000,黑龙江省,2002,,,
230000,黑龙江省,2001,,,
230000,黑龙江省,2000,72.37,70.39,74.66
310000,上海市,2019,,,
310000,上海市,2018,,,
310000,上海市,2017,,,
310000,上海市,2016,,,
310000,上海市,2015,,,
310000,上海市,2014,,,
310000,上海市,2013,,,
310000,上海市,2012,,,
310000,上海市,2011,,,
310000,上海市,2010,80.258567840111,78.1999498307771,82.4396708585355
310000,上海市,2009,,,
310000,上海市,2008,,,
310000,上海市,2007,,,
310000,上海市,2006,,,
310000,上海市,2005,,,
310000,上海市,2004,,,
310000,上海市,2003,,,
310000,上海市,2002,,,
310000,上海市,2001,,,
310000,上海市,2000,78.14,76.22,80.04
320000,江苏省,2019,,,
320000,江苏省,2018,,,
320000,江苏省,2017,,,
320000,江苏省,2016,,,
320000,江苏省,2015,,,
320000,江苏省,2014,,,
320000,江苏省,2013,,,
320000,江苏省,2012,,,
320000,江苏省,2011,,,
320000,江苏省,2010,76.63,74.6,78.81
320000,江苏省,2009,,,
320000,江苏省,2008,,,
320000,江苏省,2007,,,
320000,江苏省,2006,,,
320000,江苏省,2005,,,
320000,江苏省,2004,,,
320000,江苏省,2003,,,
320000,江苏省,2002,,,
320000,江苏省,2001,,,
320000,江苏省,2000,73.91,71.69,76.23
330000,浙江省,2019,,,
330000,浙江省,2018,,,
330000,浙江省,2017,,,
330000,浙江省,2016,,,
330000,浙江省,2015,,,
330000,浙江省,2014,,,
330000,浙江省,2013,,,
330000,浙江省,2012,,,
330000,浙江省,2011,,,
330000,浙江省,2010,77.7306669301953,75.5761686864762,80.2099035898484
330000,浙江省,2009,,,
330000,浙江省,2008,,,
330000,浙江省,2007,,,
330000,浙江省,2006,,,
330000,浙江省,2005,,,
330000,浙江省,2004,,,
330000,浙江省,2003,,,
330000,浙江省,2002,,,
330000,浙江省,2001,,,
330000,浙江省,2000,74.7,72.5,77.21
340000,安徽省,2019,,,
340000,安徽省,2018,,,
340000,安徽省,2017,,,
340000,安徽省,2016,,,
340000,安徽省,2015,,,
340000,安徽省,2014,,,
340000,安徽省,2013,,,
340000,安徽省,2012,,,
340000,安徽省,2011,,,
340000,安徽省,2010,75.077839828325,72.6539069067868,77.8446184905926
340000,安徽省,2009,,,
340000,安徽省,2008,,,
340000,安徽省,2007,,,
340000,安徽省,2006,,,
340000,安徽省,2005,,,
340000,安徽省,2004,,,
340000,安徽省,2003,,,
340000,安徽省,2002,,,
340000,安徽省,2001,,,
340000,安徽省,2000,71.85,70.18,73.59
350000,福建省,2019,,,
350000,福建省,2018,,,
350000,福建省,2017,,,
350000,福建省,2016,,,
350000,福建省,2015,,,
350000,福建省,2014,,,
350000,福建省,2013,,,
350000,福建省,2012,,,
350000,福建省,2011,,,
350000,福建省,2010,75.7575881115249,73.265725192821,78.6407061940682
350000,福建省,2009,,,
350000,福建省,2008,,,
350000,福建省,2007,,,
350000,福建省,2006,,,
350000,福建省,2005,,,
350000,福建省,2004,,,
350000,福建省,2003,,,
350000,福建省,2002,,,
350000,福建省,2001,,,
350000,福建省,2000,72.55,70.3,75.07
360000,江西省,2019,,,
360000,江西省,2018,,,
360000,江西省,2017,,,
360000,江西省,2016,,,
360000,江西省,2015,,,
360000,江西省,2014,,,
360000,江西省,2013,,,
360000,江西省,2012,,,
360000,江西省,2011,,,
360000,江西省,2010,74.33,71.94,77.06
360000,江西省,2009,,,
360000,江西省,2008,,,
360000,江西省,2007,,,
360000,江西省,2006,,,
360000,江西省,2005,,,
360000,江西省,2004,,,
360000,江西省,2003,,,
360000,江西省,2002,,,
360000,江西省,2001,,,
360000,江西省,2000,68.95,68.37,69.32
370000,山东省,2019,,,
370000,山东省,2018,,,
370000,山东省,2017,,,
370000,山东省,2016,,,
370000,山东省,2015,,,
370000,山东省,2014,,,
370000,山东省,2013,,,
370000,山东省,2012,,,
370000,山东省,2011,,,
370000,山东省,2010,76.4619906079412,74.0468897423054,79.0645708351973
370000,山东省,2009,,,
370000,山东省,2008,,,
370000,山东省,2007,,,
370000,山东省,2006,,,
370000,山东省,2005,,,
370000,山东省,2004,,,
370000,山东省,2003,,,
370000,山东省,2002,,,
370000,山东省,2001,,,
370000,山东省,2000,73.92,71.7,76.26
410000,河南省,2019,,,
410000,河南省,2018,,,
410000,河南省,2017,,,
410000,河南省,2016,,,
410000,河南省,2015,,,
410000,河南省,2014,,,
410000,河南省,2013,,,
410000,河南省,2012,,,
410000,河南省,2011,,,
410000,河南省,2010,74.5740028524317,71.8376223747619,77.5862750981366
410000,河南省,2009,,,
410000,河南省,2008,,,
410000,河南省,2007,,,
410000,河南省,2006,,,
410000,河南省,2005,,,
410000,河南省,2004,,,
410000,河南省,2003,,,
410000,河南省,2002,,,
410000,河南省,2001,,,
410000,河南省,2000,71.54,69.67,73.41
420000,湖北省,2019,,,
420000,湖北省,2018,,,
420000,湖北省,2017,,,
420000,湖北省,2016,,,
420000,湖北省,2015,,,
420000,湖北省,2014,,,
420000,湖北省,2013,,,
420000,湖北省,2012,,,
420000,湖北省,2011,,,
420000,湖北省,2010,74.8700217309174,72.6835439539607,77.352906209814
420000,湖北省,2009,,,
420000,湖北省,2008,,,
420000,湖北省,2007,,,
420000,湖北省,2006,,,
420000,湖北省,2005,,,
420000,湖北省,2004,,,
420000,湖北省,2003,,,
420000,湖北省,2002,,,
420000,湖北省,2001,,,
420000,湖北省,2000,71.08,69.31,73.02
430000,湖南省,2019,,,
430000,湖南省,2018,,,
430000,湖南省,2017,,,
430000,湖南省,2016,,,
430000,湖南省,2015,,,
430000,湖南省,2014,,,
430000,湖南省,2013,,,
430000,湖南省,2012,,,
430000,湖南省,2011,,,
430000,湖南省,2010,74.7,72.28,77.48
430000,湖南省,2009,,,
430000,湖南省,2008,,,
430000,湖南省,2007,,,
430000,湖南省,2006,,,
430000,湖南省,2005,,,
430000,湖南省,2004,,,
430000,湖南省,2003,,,
430000,湖南省,2002,,,
430000,湖南省,2001,,,
430000,湖南省,2000,70.66,69.05,72.47
440000,广东省,2019,,,
440000,广东省,2018,,,
440000,广东省,2017,,,
440000,广东省,2016,,,
440000,广东省,2015,,,
440000,广东省,2014,,,
440000,广东省,2013,,,
440000,广东省,2012,,,
440000,广东省,2011,,,
440000,广东省,2010,76.49,74.0,79.37
440000,广东省,2009,,,
440000,广东省,2008,,,
440000,广东省,2007,,,
440000,广东省,2006,,,
440000,广东省,2005,,,
440000,广东省,2004,,,
440000,广东省,2003,,,
440000,广东省,2002,,,
440000,广东省,2001,,,
440000,广东省,2000,73.27,70.79,75.93
450000,广西壮族自治区,2019,,,
450000,广西壮族自治区,2018,,,
450000,广西壮族自治区,2017,,,
450000,广西壮族自治区,2016,,,
450000,广西壮族自治区,2015,,,
450000,广西壮族自治区,2014,,,
450000,广西壮族自治区,2013,,,
450000,广西壮族自治区,2012,,,
450000,广西壮族自治区,2011,,,
450000,广西壮族自治区,2010,75.11,71.77,79.05
450000,广西壮族自治区,2009,,,
450000,广西壮族自治区,2008,,,
450000,广西壮族自治区,2007,,,
450000,广西壮族自治区,2006,,,
450000,广西壮族自治区,2005,,,
450000,广西壮族自治区,2004,,,
450000,广西壮族自治区,2003,,,
450000,广西壮族自治区,2002,,,
450000,广西壮族自治区,2001,,,
450000,广西壮族自治区,2000,71.29,69.07,73.75
460000,海南省,2019,,,
460000,海南省,2018,,,
460000,海南省,2017,,,
460000,海南省,2016,,,
460000,海南省,2015,,,
460000,海南省,2014,,,
460000,海南省,2013,,,
460000,海南省,2012,,,
460000,海南省,2011,,,
460000,海南省,2010,76.301738087183,73.1967561656937,80.01
460000,海南省,2009,,,
460000,海南省,2008,,,
460000,海南省,2007,,,
460000,海南省,2006,,,
460000,海南省,2005,,,
460000,海南省,2004,,,
460000,海南省,2003,,,
460000,海南省,2002,,,
460000,海南省,2001,,,
460000,海南省,2000,72.92,70.66,75.26
500000,重庆市,2019,,,
500000,重庆市,2018,,,
500000,重庆市,2017,,,
500000,重庆市,2016,,,
500000,重庆市,2015,,,
500000,重庆市,2014,,,
500000,重庆市,2013,,,
500000,重庆市,2012,,,
500000,重庆市,2011,,,
500000,重庆市,2010,75.7,73.16,78.6
500000,重庆市,2009,,,
500000,重庆市,2008,,,
500000,重庆市,2007,,,
500000,重庆市,2006,,,
500000,重庆市,2005,,,
500000,重庆市,2004,,,
500000,重庆市,2003,,,
500000,重庆市,2002,,,
500000,重庆市,2001,,,
500000,重庆市,2000,71.73,69.84,73.89
510000,四川省,2019,,,
510000,四川省,2018,,,
510000,四川省,2017,,,
510000,四川省,2016,,,
510000,四川省,2015,,,
510000,四川省,2014,,,
510000,四川省,2013,,,
510000,四川省,2012,,,
510000,四川省,2011,,,
510000,四川省,2010,74.7507800734265,72.2476224898003,77.593286079569
510000,四川省,2009,,,
510000,四川省,2008,,,
510000,四川省,2007,,,
510000,四川省,2006,,,
510000,四川省,2005,,,
510000,四川省,2004,,,
510000,四川省,2003,,,
510000,四川省,2002,,,
510000,四川省,2001,,,
510000,四川省,2000,71.2,69.25,73.39
520000,贵州省,2019,,,
520000,贵州省,2018,,,
520000,贵州省,2017,,,
520000,贵州省,2016,,,
520000,贵州省,2015,,,
520000,贵州省,2014,,,
520000,贵州省,2013,,,
520000,贵州省,2012,,,
520000,贵州省,2011,,,
520000,贵州省,2010,71.1,68.43,74.11
520000,贵州省,2009,,,
520000,贵州省,2008,,,
520000,贵州省,2007,,,
520000,贵州省,2006,,,
520000,贵州省,2005,,,
520000,贵州省,2004,,,
520000,贵州省,2003,,,
520000,贵州省,2002,,,
520000,贵州省,2001,,,
520000,贵州省,2000,65.96,64.54,67.57
530000,云南省,2019,,,
530000,云南省,2018,,,
530000,云南省,2017,,,
530000,云南省,2016,,,
530000,云南省,2015,,,
530000,云南省,2014,,,
530000,云南省,2013,,,
530000,云南省,2012,,,
530000,云南省,2011,,,
530000,云南省,2010,69.5410387106547,67.0559193798452,72.43442828005
530000,云南省,2009,,,
530000,云南省,2008,,,
530000,云南省,2007,,,
530000,云南省,2006,,,
530000,云南省,2005,,,
530000,云南省,2004,,,
530000,云南省,2003,,,
530000,云南省,2002,,,
530000,云南省,2001,,,
530000,云南省,2000,65.49,64.24,66.89
540000,西藏自治区,2019,,,
540000,西藏自治区,2018,,,
540000,西藏自治区,2017,,,
540000,西藏自治区,2016,,,
540000,西藏自治区,2015,,,
540000,西藏自治区,2014,,,
540000,西藏自治区,2013,,,
540000,西藏自治区,2012,,,
540000,西藏自治区,2011,,,
540000,西藏自治区,2010,68.1736124190598,66.3317697962795,70.0670012365057
540000,西藏自治区,2009,,,
540000,西藏自治区,2008,,,
540000,西藏自治区,2007,,,
540000,西藏自治区,2006,,,
540000,西藏自治区,2005,,,
540000,西藏自治区,2004,,,
540000,西藏自治区,2003,,,
540000,西藏自治区,2002,,,
540000,西藏自治区,2001,,,
540000,西藏自治区,2000,64.37,62.52,66.15
610000,陕西省,2019,,,
610000,陕西省,2018,,,
610000,陕西省,2017,,,
610000,陕西省,2016,,,
610000,陕西省,2015,,,
610000,陕西省,2014,,,
610000,陕西省,2013,,,
610000,陕西省,2012,,,
610000,陕西省,2011,,,
610000,陕西省,2010,74.68,72.84,76.74
610000,陕西省,2009,,,
610000,陕西省,2008,,,
610000,陕西省,2007,,,
610000,陕西省,2006,,,
610000,陕西省,2005,,,
610000,陕西省,2004,,,
610000,陕西省,2003,,,
610000,陕西省,2002,,,
610000,陕西省,2001,,,
610000,陕西省,2000,70.07,68.92,71.3
620000,甘肃省,2019,,,
620000,甘肃省,2018,,,
620000,甘肃省,2017,,,
620000,甘肃省,2016,,,
620000,甘肃省,2015,,,
620000,甘肃省,2014,,,
620000,甘肃省,2013,,,
620000,甘肃省,2012,,,
620000,甘肃省,2011,,,
620000,甘肃省,2010,72.2271227719873,70.5965658865149,74.0558004427433
620000,甘肃省,2009,,,
620000,甘肃省,2008,,,
620000,甘肃省,2007,,,
620000,甘肃省,2006,,,
620000,甘肃省,2005,,,
620000,甘肃省,2004,,,
620000,甘肃省,2003,,,
620000,甘肃省,2002,,,
620000,甘肃省,2001,,,
620000,甘肃省,2000,67.47,66.77,68.26
630000,青海省,2019,,,
630000,青海省,2018,,,
630000,青海省,2017,,,
630000,青海省,2016,,,
630000,青海省,2015,,,
630000,青海省,2014,,,
630000,青海省,2013,,,
630000,青海省,2012,,,
630000,青海省,2011,,,
630000,青海省,2010,69.96,68.11,72.07
630000,青海省,2009,,,
630000,青海省,2008,,,
630000,青海省,2007,,,
630000,青海省,2006,,,
630000,青海省,2005,,,
630000,青海省,2004,,,
630000,青海省,2003,,,
630000,青海省,2002,,,
630000,青海省,2001,,,
630000,青海省,2000,66.03,64.55,67.7
640000,宁夏回族自治区,2019,,,
640000,宁夏回族自治区,2018,,,
640000,宁夏回族自治区,2017,,,
640000,宁夏回族自治区,2016,,,
640000,宁夏回族自治区,2015,,,
640000,宁夏回族自治区,2014,,,
640000,宁夏回族自治区,2013,,,
640000,宁夏回族自治区,2012,,,
640000,宁夏回族自治区,2011,,,
640000,宁夏回族自治区,2010,73.3752940283899,71.3129690173296,75.7096500563596
640000,宁夏回族自治区,2009,,,
640000,宁夏回族自治区,2008,,,
640000,宁夏回族自治区,2007,,,
640000,宁夏回族自治区,2006,,,
640000,宁夏回族自治区,2005,,,
640000,宁夏回族自治区,2004,,,
640000,宁夏回族自治区,2003,,,
640000,宁夏回族自治区,2002,,,
640000,宁夏回族自治区,2001,,,
640000,宁夏回族自治区,2000,70.17,68.71,71.84
650000,新疆维吾尔自治区,2019,,,
650000,新疆维吾尔自治区,2018,,,
650000,新疆维吾尔自治区,2017,,,
650000,新疆维吾尔自治区,2016,,,
650000,新疆维吾尔自治区,2015,,,
650000,新疆维吾尔自治区,2014,,,
650000,新疆维吾尔自治区,2013,,,
650000,新疆维吾尔自治区,2012,,,
650000,新疆维吾尔自治区,2011,,,
650000,新疆维吾尔自治区,2010,72.3462345451031,70.3031982197655,74.8592721973811
650000,新疆维吾尔自治区,2009,,,
650000,新疆维吾尔自治区,2008,,,
650000,新疆维吾尔自治区,2007,,,
650000,新疆维吾尔自治区,2006,,,
650000,新疆维吾尔自治区,2005,,,
650000,新疆维吾尔自治区,2004,,,
650000,新疆维吾尔自治区,2003,,,
650000,新疆维吾尔自治区,2002,,,
650000,新疆维吾尔自治区,2001,,,
650000,新疆维吾尔自治区,2000,67.41,65.98,69.14
