省份编码,省份,年份,社会消费品零售总额(亿元)
220000,吉林省,2006,1697.6
220000,吉林省,2005,1470.3
220000,吉林省,2004,1252.62382
220000,吉林省,2003,1110.27656
220000,吉林省,2002,1008.1
220000,吉林省,2001,909.1
220000,吉林省,2000,810.9
230000,黑龙江省,2019,5603.9
230000,黑龙江省,2018,5275.0
230000,黑龙江省,2017,9099.2
230000,黑龙江省,2016,8402.5
230000,黑龙江省,2015,7640.2
230000,黑龙江省,2014,7015.3
230000,黑龙江省,2013,6251.17212
230000,黑龙江省,2012,5491.02111
230000,黑龙江省,2011,4750.13295
230000,黑龙江省,2010,4039.21848
230000,黑龙江省,2009,3401.8
230000,黑龙江省,2008,2928.3
230000,黑龙江省,2007,2386.2
230000,黑龙江省,2006,2029.0
230000,黑龙江省,2005,1773.8
230000,黑龙江省,2004,1555.39259
230000,黑龙江省,2003,1376.45362
230000,黑龙江省,2002,1320.0
230000,黑龙江省,2001,1198.9
230000,黑龙江省,2000,1094.0
310000,上海市,2019,15847.6
310000,上海市,2018,14874.8
310000,上海市,2017,11830.3
310000,上海市,2016,10946.6
310000,上海市,2015,10131.5
310000,上海市,2014,9303.49069864947
310000,上海市,2013,8556.95677
310000,上海市,2012,7840.39886122739
310000,上海市,2011,7185.8291271566
310000,上海市,2010,6186.6
310000,上海市,2009,5173.2
310000,上海市,2008,4577.2
310000,上海市,2007,3873.3
310000,上海市,2006,3375.2
310000,上海市,2005,2979.5
310000,上海市,2004,2454.6127
310000,上海市,2003,2220.6408
310000,上海市,2002,2035.2
310000,上海市,2001,1861.3
310000,上海市,2000,1722.3
320000,江苏省,2019,37672.5
320000,江苏省,2018,35472.6
320000,江苏省,2017,31737.4
320000,江苏省,2016,28707.1
320000,江苏省,2015,25876.8
320000,江苏省,2014,23458.0703584158
320000,江苏省,2013,20878.1970382133
320000,江苏省,2012,18411.1084993063
320000,江苏省,2011,16058.3115345474
320000,江苏省,2010,13606.3
320000,江苏省,2009,11484.1
320000,江苏省,2008,9905.1
320000,江苏省,2007,7985.9
320000,江苏省,2006,6706.2
320000,江苏省,2005,5735.5
320000,江苏省,2004,4159.6969
320000,江苏省,2003,3566.4802
320000,江苏省,2002,3215.8
320000,江苏省,2001,2869.0
320000,江苏省,2000,2604.1
330000,浙江省,2019,27343.8
330000,浙江省,2018,25161.9
330000,浙江省,2017,24308.5
330000,浙江省,2016,21970.8
330000,浙江省,2015,19784.7
330000,浙江省,2014,17835.3355450164
330000,浙江省,2013,15970.83741
330000,浙江省,2012,14199.5948709904
330000,浙江省,2011,12532.803042932
330000,浙江省,2010,10387.0
330000,浙江省,2009,8622.3
330000,浙江省,2008,7533.3
330000,浙江省,2007,6271.3
330000,浙江省,2006,5358.0
330000,浙江省,2005,4645.9
330000,浙江省,2004,3645.3817
330000,浙江省,2003,3157.08616
330000,浙江省,2002,2877.5
330000,浙江省,2001,2555.5
330000,浙江省,2000,2298.8
340000,安徽省,2019,17862.1
340000,安徽省,2018,16156.2
340000,安徽省,2017,11192.6
340000,安徽省,2016,10000.2
340000,安徽省,2015,8908.0
340000,安徽省,2014,7957.03334293207
340000,安徽省,2013,7044.66234018211
340000,安徽省,2012,6142.82994377643
340000,安徽省,2011,5288.22740385448
340000,安徽省,2010,4300.5
340000,安徽省,2009,3527.8
340000,安徽省,2008,3045.2
340000,安徽省,2007,2451.9
340000,安徽省,2006,2056.5
340000,安徽省,2005,1776.7
340000,安徽省,2004,1503.07865
340000,安徽省,2003,1331.24923
340000,安徽省,2002,1228.7
340000,安徽省,2001,1142.8
340000,安徽省,2000,1054.3
350000,福建省,2019,18896.8
350000,福建省,2018,17178.4
350000,福建省,2017,13013.0
350000,福建省,2016,11674.5
350000,福建省,2015,10505.9
350000,福建省,2014,9346.7365357186
350000,福建省,2013,8275.3
350000,福建省,2012,7256.54283
350000,福建省,2011,6276.1676
350000,福建省,2010,5310.02699
350000,福建省,2009,4481.0
350000,福建省,2008,3866.7
350000,福建省,2007,3212.3
350000,福建省,2006,2717.6
350000,福建省,2005,2351.7
350000,福建省,2004,1995.82243
350000,福建省,2003,1740.44695
350000,福建省,2002,1663.3
350000,福建省,2001,1499.5
350000,福建省,2000,1372.8
360000,江西省,2019,10068.1
360000,江西省,2018,9045.7
360000,江西省,2017,7448.1
360000,江西省,2016,6634.6
360000,江西省,2015,5925.5
360000,江西省,2014,5292.62898819073
360000,江西省,2013,4696.11234
360000,江西省,2012,4123.30384503944
360000,江西省,2011,3560.47896612542
360000,江西省,2010,2971.0
360000,江西省,2009,2484.4
360000,江西省,2008,2142.0
360000,江西省,2007,1718.9
360000,江西省,2006,1448.2
360000,江西省,2005,1244.9
360000,江西省,2004,1059.9178
360000,江西省,2003,923.2088
360000,江西省,2002,832.7
360000,江西省,2001,763.3
360000,江西省,2000,704.9
370000,山东省,2019,29251.2
370000,山东省,2018,27480.3
370000,山东省,2017,33649.0
370000,山东省,2016,30645.8
370000,山东省,2015,27761.4
370000,山东省,2014,25111.5262901427
370000,山东省,2013,22294.8407
370000,山东省,2012,19651.94453
370000,山东省,2011,17155.49475
370000,山东省,2010,14620.3436217
370000,山东省,2009,12363.0
370000,山东省,2008,10658.8
370000,山东省,2007,8607.5
370000,山东省,2006,7217.1
370000,山东省,2005,6166.9
370000,山东省,2004,4483.4459
370000,山东省,2003,3936.5171
370000,山东省,2002,3181.9
370000,山东省,2001,2834.9
370000,山东省,2000,2545.9
410000,河南省,2019,23476.1
410000,河南省,2018,21268.0
410000,河南省,2017,19666.8
410000,河南省,2016,17618.4
410000,河南省,2015,15740.4
410000,河南省,2014,14004.9541236282
410000,河南省,2013,12426.60514
410000,河南省,2012,10915.61521
410000,河南省,2011,9453.60217
410000,河南省,2010,8004.2238
410000,河南省,2009,6746.4
410000,河南省,2008,5815.4
410000,河南省,2007,4690.3
410000,河南省,2006,3932.6
410000,河南省,2005,3380.9
410000,河南省,2004,2808.1727
410000,河南省,2003,2426.4101
410000,河南省,2002,2189.8
410000,河南省,2001,1979.8
410000,河南省,2000,1786.7
420000,湖北省,2019,22722.3
420000,湖北省,2018,20598.2
420000,湖北省,2017,17394.1
420000,湖北省,2016,15649.2
420000,湖北省,2015,14003.2
420000,湖北省,2014,12449.2716000422
420000,湖北省,2013,11035.94498
420000,湖北省,2012,9682.35052922822
420000,湖北省,2011,8363.344351964
420000,湖北省,2010,7014.4
420000,湖北省,2009,5928.4
420000,湖北省,2008,5109.7
420000,湖北省,2007,4115.8
420000,湖北省,2006,3461.1
420000,湖北省,2005,2985.9
420000,湖北省,2004,2667.4849
420000,湖北省,2003,2358.69
420000,湖北省,2002,2198.4
420000,湖北省,2001,1975.2
420000,湖北省,2000,1789.4
430000,湖南省,2019,16683.9
430000,湖南省,2018,15134.3
430000,湖南省,2017,14854.9
430000,湖南省,2016,13436.5
430000,湖南省,2015,12024.0
430000,湖南省,2014,10723.4546955509
430000,湖南省,2013,9509.52363483744
430000,湖南省,2012,8318.65882798558
430000,湖南省,2011,7208.98606223435
430000,湖南省,2010,5952.6
430000,湖南省,2009,4913.7
430000,湖南省,2008,4222.6
430000,湖南省,2007,3419.2
430000,湖南省,2006,2869.4
430000,湖南省,2005,2474.3
430000,湖南省,2004,2069.84119
430000,湖南省,2003,1816.30532
430000,湖南省,2002,1678.9
430000,湖南省,2001,1511.1
430000,湖南省,2000,1364.7
440000,广东省,2019,42951.8
440000,广东省,2018,39767.1
440000,广东省,2017,38200.1
440000,广东省,2016,34739.1
440000,广东省,2015,31517.6
440000,广东省,2014,28471.14511
440000,广东省,2013,25453.93423
440000,广东省,2012,22677.1128
440000,广东省,2011,20297.51515
440000,广东省,2010,17458.444
440000,广东省,2009,14891.8
440000,广东省,2008,12986.6
440000,广东省,2007,10731.3
440000,广东省,2006,9194.3
440000,广东省,2005,7915.5
440000,广东省,2004,6370.41634
440000,广东省,2003,5606.02184
440000,广东省,2002,5013.6
440000,广东省,2001,4515.3
440000,广东省,2000,4071.9
450000,广西壮族自治区,2019,8200.9
450000,广西壮族自治区,2018,7663.5
450000,广西壮族自治区,2017,7813.0
450000,广西壮族自治区,2016,7027.3
450000,广西壮族自治区,2015,6348.1
450000,广西壮族自治区,2014,5772.83166787722
450000,广西壮族自治区,2013,5133.07882
450000,广西壮族自治区,2012,4516.58596
450000,广西壮族自治区,2011,3908.2299
450000,广西壮族自治区,2010,3311.9968
450000,广西壮族自治区,2009,2790.7
450000,广西壮族自治区,2008,2395.8
450000,广西壮族自治区,2007,1932.7
450000,广西壮族自治区,2006,1620.3
450000,广西壮族自治区,2005,1405.5
450000,广西壮族自治区,2004,973.4121
450000,广西壮族自治区,2003,857.7074
450000,广西壮族自治区,2002,1025.5
450000,广西壮族自治区,2001,935.9
450000,广西壮族自治区,2000,859.2
460000,海南省,2019,1951.1
460000,海南省,2018,1852.7
460000,海南省,2017,1618.8
460000,海南省,2016,1453.7
460000,海南省,2015,1325.1
460000,海南省,2014,1224.50406317771
460000,海南省,2013,1090.89202
460000,海南省,2012,950.213757789709
460000,海南省,2011,822.546234507747
460000,海南省,2010,663.8
460000,海南省,2009,537.5
460000,海南省,2008,463.2
460000,海南省,2007,370.9
460000,海南省,2006,313.4
460000,海南省,2005,270.8
460000,海南省,2004,220.1979
460000,海南省,2003,191.6353
460000,海南省,2002,204.4
460000,海南省,2001,187.5
460000,海南省,2000,172.5
500000,重庆市,2019,11631.7
500000,重庆市,2018,10705.2
500000,重庆市,2017,8067.7
500000,重庆市,2016,7271.4
500000,重庆市,2015,6424.0
500000,重庆市,2014,5710.6659770249
500000,重庆市,2013,5055.76827
500000,重庆市,2012,4402.99223583441
500000,重庆市,2011,3782.33002774516
500000,重庆市,2010,3051.1
500000,重庆市,2009,2479.0
500000,重庆市,2008,2147.1
500000,重庆市,2007,1711.1
500000,重庆市,2006,1431.5
500000,重庆市,2005,1227.8
500000,重庆市,2004,955.00551
500000,重庆市,2003,835.52538
500000,重庆市,2002,763.1
500000,重庆市,2001,699.3
500000,重庆市,2000,643.4
510000,四川省,2019,21343.0
510000,四川省,2018,19340.7
510000,四川省,2017,17480.5
510000,四川省,2016,15601.9
510000,四川省,2015,13877.7
510000,四川省,2014,12392.9846631278
510000,四川省,2013,11000.9624303469
510000,四川省,2012,9621.99573375896
510000,四川省,2011,8290.83656555884
510000,四川省,2010,6884.8
510000,四川省,2009,5758.7
510000,四川省,2008,4944.8
510000,四川省,2007,4105.6
510000,四川省,2006,3472.5
510000,四川省,2005,3003.5
510000,四川省,2004,2383.9515
510000,四川省,2003,2091.0543
510000,四川省,2002,1850.1
510000,四川省,2001,1680.4
510000,四川省,2000,1523.7
520000,贵州省,2019,7468.2
520000,贵州省,2018,7105.0
520000,贵州省,2017,4154.0
520000,贵州省,2016,3709.0
520000,贵州省,2015,3283.0
520000,贵州省,2014,2936.8519
520000,贵州省,2013,2601.19742
520000,贵州省,2012,2266.27089068547
520000,贵州省,2011,1899.91969311727
520000,贵州省,2010,1531.6
520000,贵州省,2009,1247.3
520000,贵州省,2008,1075.2
520000,贵州省,2007,858.2
520000,贵州省,2006,710.0
520000,贵州省,2005,615.7
520000,贵州省,2004,517.55719
520000,贵州省,2003,458.76101
520000,贵州省,2002,416.2
520000,贵州省,2001,378.0
520000,贵州省,2000,343.7
530000,云南省,2019,10158.2
530000,云南省,2018,9197.3
530000,云南省,2017,6423.1
530000,云南省,2016,5722.9
530000,云南省,2015,5103.2
530000,云南省,2014,4632.86738734036
530000,云南省,2013,4112.56334
530000,云南省,2012,3597.85071489469
530000,云南省,2011,3105.88502571572
530000,云南省,2010,2555.8
530000,云南省,2009,2051.1
530000,云南省,2008,1764.7
530000,云南省,2007,1422.5
530000,云南省,2006,1204.8
530000,云南省,2005,1041.3
530000,云南省,2004,884.86637
530000,云南省,2003,782.45803
530000,云南省,2002,711.3
530000,云南省,2001,655.4
530000,云南省,2000,583.2
540000,西藏自治区,2019,773.4
540000,西藏自治区,2018,711.8
540000,西藏自治区,2017,523.3
540000,西藏自治区,2016,459.4
540000,西藏自治区,2015,408.5
540000,西藏自治区,2014,364.508424431568
540000,西藏自治区,2013,322.19827
540000,西藏自治区,2012,277.904958752471
540000,西藏自治区,2011,237.47468741624
540000,西藏自治区,2010,192.4
540000,西藏自治区,2009,156.6
540000,西藏自治区,2008,130.0
540000,西藏自治区,2007,112.6
540000,西藏自治区,2006,90.0
540000,西藏自治区,2005,73.2
540000,西藏自治区,2004,63.6964
540000,西藏自治区,2003,58.2963
540000,西藏自治区,2002,53.2
540000,西藏自治区,2001,49.0
540000,西藏自治区,2000,42.9
610000,陕西省,2019,10213.0
610000,陕西省,2018,9510.3
610000,陕西省,2017,8236.4
610000,陕西省,2016,7367.6
610000,陕西省,2015,6578.1
610000,陕西省,2014,5918.70521065597
610000,陕西省,2013,5245.04118
610000,陕西省,2012,4581.62314871149
610000,陕西省,2011,3900.57618123618
610000,陕西省,2010,3257.5
610000,陕西省,2009,2699.7
610000,陕西省,2008,2317.1
610000,陕西省,2007,1837.3
610000,陕西省,2006,1542.4
610000,陕西省,2005,1331.3
610000,陕西省,2004,966.48942
610000,陕西省,2003,853.22895
610000,陕西省,2002,728.2
610000,陕西省,2001,665.1
610000,陕西省,2000,607.6
620000,甘肃省,2019,3700.3
620000,甘肃省,2018,3435.6
620000,甘肃省,2017,3426.6
620000,甘肃省,2016,3184.4
620000,甘肃省,2015,2907.2
620000,甘肃省,2014,2668.33108966923
620000,甘肃省,2013,2368.82962
620000,甘肃省,2012,2064.43230740675
620000,甘肃省,2011,1772.9461690415
620000,甘肃省,2010,1435.5
620000,甘肃省,2009,1183.0
620000,甘肃省,2008,1023.6
620000,甘肃省,2007,854.4
620000,甘肃省,2006,729.5
620000,甘肃省,2005,638.1
620000,甘肃省,2004,535.84264
620000,甘肃省,2003,474.60272
620000,甘肃省,2002,433.5
620000,甘肃省,2001,395.4
620000,甘肃省,2000,362.7
630000,青海省,2019,948.5
630000,青海省,2018,899.9
630000,青海省,2017,839.0
630000,青海省,2016,767.3
630000,青海省,2015,691.0
630000,青海省,2014,620.826430470069
630000,青海省,2013,549.58162
630000,青海省,2012,480.250170667742
630000,青海省,2011,413.352344430406
630000,青海省,2010,351.0
630000,青海省,2009,300.5
630000,青海省,2008,259.7
630000,青海省,2007,212.6
630000,青海省,2006,182.6
630000,青海省,2005,161.6
630000,青海省,2004,115.5981
630000,青海省,2003,102.6614
630000,青海省,2002,101.0
630000,青海省,2001,90.4
630000,青海省,2000,82.1
640000,宁夏回族自治区,2019,1399.4
640000,宁夏回族自治区,2018,1330.1
640000,宁夏回族自治区,2017,930.4
640000,宁夏回族自治区,2016,850.1
640000,宁夏回族自治区,2015,789.6
640000,宁夏回族自治区,2014,737.176818225057
640000,宁夏回族自治区,2013,668.5142
640000,宁夏回族自治区,2012,590.542419936994
640000,宁夏回族自治区,2011,515.491487392778
640000,宁夏回族自治区,2010,418.5
640000,宁夏回族自治区,2009,339.3
640000,宁夏回族自治区,2008,295.4
640000,宁夏回族自治区,2007,239.5
640000,宁夏回族自治区,2006,202.5
640000,宁夏回族自治区,2005,175.8
640000,宁夏回族自治区,2004,137.75927
640000,宁夏回族自治区,2003,120.75343
640000,宁夏回族自治区,2002,108.8
640000,宁夏回族自治区,2001,98.9
640000,宁夏回族自治区,2000,90.2
650000,新疆维吾尔自治区,2019,3617.0
650000,新疆维吾尔自治区,2018,3429.1
650000,新疆维吾尔自治区,2017,3044.6
650000,新疆维吾尔自治区,2016,2825.9
650000,新疆维吾尔自治区,2015,2606.0
650000,新疆维吾尔自治区,2014,2436.49734705669
650000,新疆维吾尔自治区,2013,2179.45207
650000,新疆维吾尔自治区,2012,1916.05809104054
650000,新疆维吾尔自治区,2011,1662.35391213805
650000,新疆维吾尔自治区,2010,1386.1
650000,新疆维吾尔自治区,2009,1177.5
650000,新疆维吾尔自治区,2008,1041.5
650000,新疆维吾尔自治区,2007,857.5
650000,新疆维吾尔自治区,2006,733.2
650000,新疆维吾尔自治区,2005,640.2
650000,新疆维吾尔自治区,2004,482.0745
650000,新疆维吾尔自治区,2003,421.16799
650000,新疆维吾尔自治区,2002,442.9
650000,新疆维吾尔自治区,2001,406.3
650000,新疆维吾尔自治区,2000,374.5
