省份编码,省份,年份,农村居民家庭经营耕地面积(亩/人),农村居民家庭经营山地面积(亩/人),农村居民家庭园地面积(亩/人),农村居民家庭养殖水面面积(亩/人)
140000,山西省,2011,2.5995,0.1611,0.2357,
140000,山西省,2010,2.4314,0.0348,0.2007,
140000,山西省,2009,2.398,0.025,0.195,
140000,山西省,2008,2.39,,0.18,
140000,山西省,2007,2.3232,,0.1765,
140000,山西省,2006,2.23675976269513,0.03,0.165633136096932,0.0
140000,山西省,2005,2.20256364851817,0.030216247928693,0.156563413213109,
140000,山西省,2004,2.28523375479179,0.03,0.144752521754262,
140000,山西省,2003,2.2367,0.0379,0.1562,
140000,山西省,2002,2.33,0.05,0.18,
140000,山西省,2001,2.36948921028467,0.059375573921028,0.173657024793388,
140000,山西省,2000,2.37,0.178072153325817,0.173485907553551,
150000,内蒙古自治区,2019,,,,
150000,内蒙古自治区,2018,,,,
150000,内蒙古自治区,2017,,,,
150000,内蒙古自治区,2016,,,,
150000,内蒙古自治区,2015,,,,
150000,内蒙古自治区,2014,,,,
150000,内蒙古自治区,2013,,,,
150000,内蒙古自治区,2012,10.400588039252,0.076519163117941,,
150000,内蒙古自治区,2011,10.716,0.3934,0.0076,
150000,内蒙古自治区,2010,9.6537,0.2322,0.0219,
150000,内蒙古自治区,2009,9.751,0.217,0.019,
150000,内蒙古自治区,2008,8.67,0.36,0.07,
150000,内蒙古自治区,2007,8.5705,0.3229,0.1025,
150000,内蒙古自治区,2006,8.7173309012788,0.539111168716095,0.07,0.0
150000,内蒙古自治区,2005,8.28817784366495,0.515073245638473,0.08,
150000,内蒙古自治区,2004,7.69140524456403,0.58494286054884,0.025266859290978,
150000,内蒙古自治区,2003,7.4951,0.507,0.0125,
150000,内蒙古自治区,2002,7.25,0.53,0.03,
150000,内蒙古自治区,2001,7.21914392208729,0.544595406997715,0.020981123001082,
150000,内蒙古自治区,2000,7.37,0.478697162016525,0.014285714285714,0.006825529876661
210000,辽宁省,2019,,,,
210000,辽宁省,2018,,,,
210000,辽宁省,2017,,,,
210000,辽宁省,2016,,,,
210000,辽宁省,2015,,,,
210000,辽宁省,2014,,,,
210000,辽宁省,2013,,,,
210000,辽宁省,2012,3.77775853211009,0.376073394495413,0.114282568807339,0.012902752293578
210000,辽宁省,2011,3.7309,0.3782,0.1122,0.015
210000,辽宁省,2010,3.4984,0.1974,0.0847,0.0396
210000,辽宁省,2009,3.5,0.236,0.088,0.034
210000,辽宁省,2008,3.34,0.19,0.08,0.04
210000,辽宁省,2007,3.3151,0.2094,0.0789,0.0358
210000,辽宁省,2006,3.25364687386828,0.198321457054156,0.08,0.04
210000,辽宁省,2005,3.33347361923462,0.124250942408739,0.057104271379248,0.02
210000,辽宁省,2004,3.09618775104024,0.23606557380589,0.08,0.03
210000,辽宁省,2003,3.1146,0.3505,0.0765,0.0255
210000,辽宁省,2002,3.14,0.24,0.07,0.05
210000,辽宁省,2001,3.13612576367158,0.286797794665475,0.052790940247355,0.039904634182685
210000,辽宁省,2000,3.04,0.156582966226138,0.076370044052863,0.07726872246696
220000,吉林省,2019,,,,
220000,吉林省,2018,,,,
220000,吉林省,2017,,,,
220000,吉林省,2016,,,,
220000,吉林省,2015,,,,
220000,吉林省,2014,,,,
220000,吉林省,2013,,,,
220000,吉林省,2012,8.27122381276983,0.141749602363099,0.007167461940468,
220000,吉林省,2011,8.3362,0.0468,0.0055,
220000,吉林省,2010,7.7491,0.1357,0.0201,
220000,吉林省,2009,7.631,0.113,0.025,
220000,吉林省,2008,7.07,0.01,0.03,
220000,吉林省,2007,6.8411,,0.0376,
220000,吉林省,2006,6.25801503089739,0.0,0.04,0.0
220000,吉林省,2005,6.24297127205925,0.01,0.042874383889107,
220000,吉林省,2004,5.49123569376461,0.09,0.02,
220000,吉林省,2003,5.285,,0.0703,
220000,吉林省,2002,5.58,0.22,,
220000,吉林省,2001,5.55402014949626,0.220762105947351,,0.013227169320767
220000,吉林省,2000,5.52,0.32018922386145,0.005692751763951,0.009653624118024
230000,黑龙江省,2019,,,,
230000,黑龙江省,2018,,,,
230000,黑龙江省,2017,,,,
230000,黑龙江省,2016,,,,
230000,黑龙江省,2015,,,,
230000,黑龙江省,2014,,,,
230000,黑龙江省,2013,,,,
230000,黑龙江省,2012,13.5624946321805,0.091831004525485,0.008733855250553,
230000,黑龙江省,2011,12.8533,,,
230000,黑龙江省,2010,11.6781,0.0095,0.0053,
230000,黑龙江省,2009,11.728,0.01,0.005,
230000,黑龙江省,2008,11.16,0.03,0.01,
230000,黑龙江省,2007,11.1849,0.0309,0.0066,
230000,黑龙江省,2006,10.4014507439025,0.05,0.01,0.0
230000,黑龙江省,2005,10.4212045338253,0.02,0.01,0.01
230000,黑龙江省,2004,9.70993734685944,0.06,0.0,
230000,黑龙江省,2003,9.4257,,0.0067,
230000,黑龙江省,2002,9.16,0.03,0.02,0.01
230000,黑龙江省,2001,9.0093771102573,0.073832809407382,,0.006054255443009
230000,黑龙江省,2000,8.56,0.045356285028022,0.018694955964772,
310000,上海市,2019,,,,
310000,上海市,2018,,,,
310000,上海市,2017,,,,
310000,上海市,2016,,,,
310000,上海市,2015,,,,
310000,上海市,2014,,,,
310000,上海市,2013,,,,
310000,上海市,2012,0.255725548689538,,0.012080403437744,0.025635343419277
310000,上海市,2011,0.2598,,0.0149,0.0138
310000,上海市,2010,0.2826,,0.0465,0.0529
310000,上海市,2009,0.291,,0.037,0.057
310000,上海市,2008,0.27,,0.05,0.06
310000,上海市,2007,0.2997,,0.0447,0.0686
310000,上海市,2006,0.3291875,0.0,0.03,0.07
310000,上海市,2005,0.432826763297512,,0.04,0.09
310000,上海市,2004,0.610455000114441,0.0,0.02,0.014
310000,上海市,2003,0.6799,,0.0191,
310000,上海市,2002,0.81,,,0.01
310000,上海市,2001,0.81913417721519,,,0.021721518987342
310000,上海市,2000,0.92,,,0.022862173038229
320000,江苏省,2019,,,,
320000,江苏省,2018,,,,
320000,江苏省,2017,,,,
320000,江苏省,2016,,,,
320000,江苏省,2015,,,,
320000,江苏省,2014,,,,
320000,江苏省,2013,,,,
320000,江苏省,2012,1.24751545223175,0.011084543490814,0.022800436298308,0.117201702418889
320000,江苏省,2011,1.2214,0.0114,0.0209,0.0961
320000,江苏省,2010,1.1232,0.0089,0.0178,0.1428
320000,江苏省,2009,1.119,0.01,0.02,0.141
320000,江苏省,2008,1.14,0.01,0.02,0.16
320000,江苏省,2007,1.0924,0.0143,0.0217,0.1651
320000,江苏省,2006,1.11383196108319,0.01,0.02,0.126640006357784
320000,江苏省,2005,1.12173772867856,0.01,0.02,0.106795940861303
320000,江苏省,2004,1.18940955505938,0.01,0.017702285895136,0.07
320000,江苏省,2003,1.157,,0.0183,0.0738
320000,江苏省,2002,1.21,0.03,0.02,0.12
320000,江苏省,2001,1.21853783634499,0.028411583681843,0.018398958415529,0.113037165627712
320000,江苏省,2000,1.21,0.03291951852726,0.019763197230745,0.097206356698922
330000,浙江省,2019,,,,
330000,浙江省,2018,,,,
330000,浙江省,2017,,,,
330000,浙江省,2016,,,,
330000,浙江省,2015,,,,
330000,浙江省,2014,,,,
330000,浙江省,2013,,,,
330000,浙江省,2012,0.543327806230724,1.11699385982287,0.07650739933788,0.02628108995218
330000,浙江省,2011,0.5302,1.1264,0.074,0.0184
330000,浙江省,2010,0.6027,0.4255,0.1523,0.059
330000,浙江省,2009,0.601,0.404,0.155,0.065
330000,浙江省,2008,0.64,0.42,0.16,0.06
330000,浙江省,2007,0.6416,0.4403,0.1586,0.0796
330000,浙江省,2006,0.672457876532967,0.431702636563202,0.149282008978707,0.06
330000,浙江省,2005,0.695410039294104,0.916954267551874,0.131091984110255,0.065383179548011
330000,浙江省,2004,0.726111834694546,0.434020667417281,0.115160512343906,0.02
330000,浙江省,2003,0.7196,0.3944,0.1139,0.0295
330000,浙江省,2002,0.79,0.53,0.12,0.04
330000,浙江省,2001,0.822768666598757,0.437787511459713,0.108417031679739,0.046798410919833
330000,浙江省,2000,0.84,0.397828420946014,0.107782842094601,0.052708396637294
340000,安徽省,2019,,,,
340000,安徽省,2018,,,,
340000,安徽省,2017,,,,
340000,安徽省,2016,,,,
340000,安徽省,2015,,,,
340000,安徽省,2014,,,,
340000,安徽省,2013,,,,
340000,安徽省,2012,1.88790930617548,0.256915823222481,0.063404371241173,0.077540705349846
340000,安徽省,2011,1.8661,0.2833,0.065,0.085
340000,安徽省,2010,1.8662,0.3367,0.0481,0.1072
340000,安徽省,2009,1.811,0.331,0.049,0.082
340000,安徽省,2008,1.76,0.31,0.05,0.08
340000,安徽省,2007,1.7321,0.3013,0.0436,0.1497
340000,安徽省,2006,1.69575424169697,0.236477571893445,0.04,0.05
340000,安徽省,2005,1.67709891603106,0.315897760650087,0.04,0.05
340000,安徽省,2004,1.50493392518576,0.09,0.04,0.02
340000,安徽省,2003,1.4392,0.0366,0.033,0.0242
340000,安徽省,2002,1.49,0.21,0.03,0.03
340000,安徽省,2001,1.45786041101202,0.190276075998449,0.030311748739822,0.023196587824738
340000,安徽省,2000,1.43,0.187268725868726,0.033051737451737,0.023075675675676
350000,福建省,2019,,,,
350000,福建省,2018,,,,
350000,福建省,2017,,,,
350000,福建省,2016,,,,
350000,福建省,2015,,,,
350000,福建省,2014,,,,
350000,福建省,2013,,,,
350000,福建省,2012,0.728685398148997,0.975239966095483,0.243070936039586,0.067910691377257
350000,福建省,2011,0.7097,0.9156,0.2445,0.0882
350000,福建省,2010,0.8831,1.2359,0.2903,0.0893
350000,福建省,2009,0.88,1.225,0.303,0.081
350000,福建省,2008,0.81,1.24,0.33,0.08
350000,福建省,2007,0.8031,1.2501,0.2853,0.0756
350000,福建省,2006,0.780451445973641,1.11944899084005,0.266819422109753,0.06
350000,福建省,2005,0.802798861914387,0.762638926652105,0.262140146851637,0.09
350000,福建省,2004,0.726648900444038,0.375226732398442,0.238056580896861,0.02
350000,福建省,2003,0.7384,0.1219,0.2071,0.0264
350000,福建省,2002,0.78,0.46,0.25,0.05
350000,福建省,2001,0.764816035869709,0.47306343135962,0.201395226163787,0.03555321113016
350000,福建省,2000,0.8,0.452761300349696,0.175802357207616,0.070037559901567
360000,江西省,2019,,,,
360000,江西省,2018,,,,
360000,江西省,2017,,,,
360000,江西省,2016,,,,
360000,江西省,2015,,,,
360000,江西省,2014,,,,
360000,江西省,2013,,,,
360000,江西省,2012,1.57249777649576,1.28789211797793,0.094940986995505,0.055711160789404
360000,江西省,2011,1.5172,1.2294,0.0988,0.032
360000,江西省,2010,1.6078,1.0479,0.0647,0.0492
360000,江西省,2009,1.579,1.026,0.062,0.054
360000,江西省,2008,1.56,0.96,0.06,0.05
360000,江西省,2007,1.5231,0.9753,0.0575,0.0504
360000,江西省,2006,1.49687821571013,0.87745704762767,0.06,0.04
360000,江西省,2005,1.46952159235222,0.746868943671021,0.06,0.04
360000,江西省,2004,1.34035088644678,0.644361341545792,0.04,0.02
360000,江西省,2003,1.2981,0.6091,0.0401,0.0239
360000,江西省,2002,1.31,0.68,0.04,0.03
360000,江西省,2001,1.33546023564065,0.648893593519882,0.040334131075111,0.038194035346097
360000,江西省,2000,1.17,0.723497976453274,0.031775202354673,0.036786239882266
370000,山东省,2019,,,,
370000,山东省,2018,,,,
370000,山东省,2017,,,,
370000,山东省,2016,,,,
370000,山东省,2015,,,,
370000,山东省,2014,,,,
370000,山东省,2013,,,,
370000,山东省,2012,1.6422095902354,0.031013077593723,0.076405928509154,
370000,山东省,2011,1.6011,0.0295,0.0763,
370000,山东省,2010,1.5554,0.0427,0.1017,0.0142
370000,山东省,2009,1.55,0.046,0.1,0.015
370000,山东省,2008,1.51,0.05,0.1,0.01
370000,山东省,2007,1.5239,0.0437,0.0924,0.0121
370000,山东省,2006,1.38632108851996,0.05,0.09,0.01
370000,山东省,2005,1.38043687541499,0.04,0.07,0.01
370000,山东省,2004,1.44673209627351,0.03,0.06,
370000,山东省,2003,1.477,0.0075,0.0725,
370000,山东省,2002,1.46,0.04,0.07,0.0
370000,山东省,2001,1.45569459511199,0.031236041095016,0.077697019973199,
370000,山东省,2000,1.45,0.037845206684257,0.047950119361729,
410000,河南省,2019,,,,
410000,河南省,2018,,,,
410000,河南省,2017,,,,
410000,河南省,2016,,,,
410000,河南省,2015,,,,
410000,河南省,2014,,,,
410000,河南省,2013,,,,
410000,河南省,2012,1.62252102309991,0.077988777964002,0.023079501566713,0.007147125264155
410000,河南省,2011,1.5339,0.0873,0.0231,0.0079
410000,河南省,2010,1.68,0.0238,0.034,0.0075
410000,河南省,2009,1.658,0.021,0.039,0.007
410000,河南省,2008,1.65,0.03,0.04,0.01
410000,河南省,2007,1.6349,0.035,0.038,0.0058
410000,河南省,2006,1.59331654372103,0.04,0.04,0.01
410000,河南省,2005,1.53160764147034,0.02,0.04,
410000,河南省,2004,1.51652094652357,0.01,0.03,0.05
410000,河南省,2003,1.4496,,0.033,0.0429
410000,河南省,2002,1.52,0.01,0.04,0.04
410000,河南省,2001,1.53840234982434,0.02246961930542,0.030092725911421,0.058457639808789
410000,河南省,2000,1.5,0.008413904235727,0.028688996316759,0.026513581952118
420000,湖北省,2019,,,,
420000,湖北省,2018,,,,
420000,湖北省,2017,,,,
420000,湖北省,2016,,,,
420000,湖北省,2015,,,,
420000,湖北省,2014,,,,
420000,湖北省,2013,,,,
420000,湖北省,2012,1.70725522280148,1.40835191597854,0.105526846531451,0.256131511853571
420000,湖北省,2011,1.6193,1.2313,0.1102,0.3051
420000,湖北省,2010,1.6932,0.6688,0.0534,0.1275
420000,湖北省,2009,1.633,0.673,0.05,0.124
420000,湖北省,2008,1.59,0.62,0.05,0.12
420000,湖北省,2007,1.6046,0.607,0.0455,0.118
420000,湖北省,2006,1.52237491697718,0.549286522621824,0.05,0.1
420000,湖北省,2005,1.53359623637631,0.498274115749021,0.04,0.09
420000,湖北省,2004,1.51959531532286,0.313015873185101,0.04,0.073617100916283
420000,湖北省,2003,1.4878,0.3351,0.0373,0.0753
420000,湖北省,2002,1.48,0.31,0.03,0.08
420000,湖北省,2001,1.45326538176427,0.382759080800593,0.040022979985174,0.078498146775389
420000,湖北省,2000,1.44,0.367653610680829,0.032209190823929,0.06160064911116
430000,湖南省,2019,,,,
430000,湖南省,2018,,,,
430000,湖南省,2017,,,,
430000,湖南省,2016,,,,
430000,湖南省,2015,,,,
430000,湖南省,2014,,,,
430000,湖南省,2013,,,,
430000,湖南省,2012,1.22340542934024,0.815628597704281,0.073096495112231,0.032107360604925
430000,湖南省,2011,1.178,0.8286,0.0645,0.0381
430000,湖南省,2010,1.2504,0.5312,0.0744,0.0567
430000,湖南省,2009,1.228,0.533,0.067,0.047
430000,湖南省,2008,1.2,0.53,0.07,0.05
430000,湖南省,2007,1.1942,0.5601,0.069,0.0465
430000,湖南省,2006,1.17548732644181,0.565964695443589,0.07,0.04
430000,湖南省,2005,1.16766591097346,0.559894310711882,0.06,0.05
430000,湖南省,2004,1.11877908216283,0.326663657668001,0.05,0.03
430000,湖南省,2003,1.0797,0.3387,0.0638,0.0293
430000,湖南省,2002,1.09,0.36,0.04,0.04
430000,湖南省,2001,1.08598184818482,0.384429317931793,0.042885726072607,0.040382288228823
430000,湖南省,2000,1.09,0.393632094732544,0.042381244045188,0.045694160881993
440000,广东省,2019,,,,
440000,广东省,2018,,,,
440000,广东省,2017,,,,
440000,广东省,2016,,,,
440000,广东省,2015,,,,
440000,广东省,2014,,,,
440000,广东省,2013,,,,
440000,广东省,2012,0.52998693817404,0.60376307857192,0.104824167727244,0.06796302498493
440000,广东省,2011,0.5263,0.5814,0.1083,0.0669
440000,广东省,2010,0.6475,0.3088,0.1172,0.0697
440000,广东省,2009,0.669,0.288,0.123,0.077
440000,广东省,2008,0.66,0.28,0.12,0.09
440000,广东省,2007,0.6651,0.261,0.1076,0.0856
440000,广东省,2006,0.661932674802031,0.273781387470686,0.108207784161505,0.09
440000,广东省,2005,0.660231341249079,0.370017194350654,0.103909339675218,0.1
440000,广东省,2004,0.681710434734315,0.459681290525681,0.103162160195816,0.087712927648639
440000,广东省,2003,0.6534,0.4573,0.1064,0.0998
440000,广东省,2002,0.72,0.42,0.11,0.1
440000,广东省,2001,0.750860511407135,0.401196600826826,0.099763435920992,0.111413259837697
440000,广东省,2000,0.75,0.358062926459439,0.099113722517058,0.097735405610311
450000,广西壮族自治区,2019,,,,
450000,广西壮族自治区,2018,,,,
450000,广西壮族自治区,2017,,,,
450000,广西壮族自治区,2016,,,,
450000,广西壮族自治区,2015,,,,
450000,广西壮族自治区,2014,,,,
450000,广西壮族自治区,2013,,,,
450000,广西壮族自治区,2012,1.36614209763171,0.82933107781537,0.150321894635089,0.037298211696472
450000,广西壮族自治区,2011,1.2983,0.8068,0.1468,0.0413
450000,广西壮族自治区,2010,1.4335,0.6411,0.1429,0.0222
450000,广西壮族自治区,2009,1.426,0.611,0.167,0.023
450000,广西壮族自治区,2008,1.37,0.57,0.16,0.02
450000,广西壮族自治区,2007,1.3187,0.5919,0.1591,0.0282
450000,广西壮族自治区,2006,1.30937334164316,0.631341140277867,0.142891775844366,0.03
450000,广西壮族自治区,2005,1.30573928855524,0.632141294817546,0.14367365561427,0.03
450000,广西壮族自治区,2004,1.35752797586334,0.255312010429017,0.100058991687728,0.04
450000,广西壮族自治区,2003,1.3435,0.4276,0.1082,0.0419
450000,广西壮族自治区,2002,1.32,0.45,0.12,0.04
450000,广西壮族自治区,2001,1.25963621592345,0.462227838960101,0.090336703376061,0.031448817476079
450000,广西壮族自治区,2000,1.25,0.508724072910119,0.07281224746341,0.032886773817006
460000,海南省,2019,,,,
460000,海南省,2018,,,,
460000,海南省,2017,,,,
460000,海南省,2016,,,,
460000,海南省,2015,,,,
460000,海南省,2014,,,,
460000,海南省,2013,,,,
460000,海南省,2012,0.733427257044275,0.812365344067469,0.38871382020318,0.074276404063638
460000,海南省,2011,0.7398,0.7979,0.4427,0.0574
460000,海南省,2010,1.2842,0.8187,0.5773,0.0245
460000,海南省,2009,1.222,0.854,0.474,0.026
460000,海南省,2008,1.05,0.86,0.45,0.02
460000,海南省,2007,0.9661,0.8035,0.4196,0.0234
460000,海南省,2006,1.08764478707669,0.776296194616235,0.48627137391921,0.02
460000,海南省,2005,0.984776159394937,0.880953035540582,0.388407031931218,0.02
460000,海南省,2004,1.02819650320683,0.436837923915709,0.35125000028287,0.01
460000,海南省,2003,1.0103,0.1602,0.2886,0.0165
460000,海南省,2002,1.08,0.59,0.39,0.04
460000,海南省,2001,1.05355688297583,0.371965788759164,0.139695900081455,0.059571001900624
460000,海南省,2000,1.01,0.319098666666667,0.132106666666667,0.06024
500000,重庆市,2019,,,,
500000,重庆市,2018,,,,
500000,重庆市,2017,,,,
500000,重庆市,2016,,,,
500000,重庆市,2015,,,,
500000,重庆市,2014,,,,
500000,重庆市,2013,,,,
500000,重庆市,2012,1.28638380436374,0.323772148191536,0.043129301508274,0.008917850344121
500000,重庆市,2011,1.2738,0.3334,0.0349,0.016
500000,重庆市,2010,1.1854,0.3439,0.0661,0.0192
500000,重庆市,2009,1.06,0.318,0.064,0.031
500000,重庆市,2008,1.02,0.32,0.05,0.02
500000,重庆市,2007,1.008,0.3085,0.0527,0.0194
500000,重庆市,2006,0.986005738219201,0.310570652484894,0.05,0.02
500000,重庆市,2005,0.962904078850357,0.305550060283652,0.05,0.02
500000,重庆市,2004,0.9455283255983,0.124604665590972,0.05,0.01
500000,重庆市,2003,0.9534,0.0437,0.0912,0.0068
500000,重庆市,2002,1.0,0.25,0.04,0.04
500000,重庆市,2001,1.00565573770492,0.229922586520947,0.028779599271403,0.037442319368549
500000,重庆市,2000,1.02,0.224752252252252,0.026160660660661,0.022552552552553
510000,四川省,2019,,,,
510000,四川省,2018,,,,
510000,四川省,2017,,,,
510000,四川省,2016,,,,
510000,四川省,2015,,,,
510000,四川省,2014,,,,
510000,四川省,2013,,,,
510000,四川省,2012,1.14463865763986,0.438419876259272,0.067316899355382,0.019017200608986
510000,四川省,2011,1.148,0.4634,0.2485,0.0209
510000,四川省,2010,1.0835,0.2645,0.0482,0.0258
510000,四川省,2009,1.022,0.28,0.052,0.025
510000,四川省,2008,1.03,0.27,0.05,0.03
510000,四川省,2007,1.0331,0.2675,0.0528,0.0236
510000,四川省,2006,0.983998709882921,0.273690968135711,0.06,0.02
510000,四川省,2005,0.958972833349973,0.229006259912305,0.05,0.02
510000,四川省,2004,0.95811885730627,0.166683264746915,0.040710036356216,0.01
510000,四川省,2003,0.939,0.1438,0.038,0.0087
510000,四川省,2002,0.97,0.24,0.03,0.02
510000,四川省,2001,1.00712721253024,0.248196230739845,0.028485292245002,0.015930854450529
510000,四川省,2000,1.03,0.236466986491605,0.033525438707234,0.021562933972983
520000,贵州省,2019,,,,
520000,贵州省,2018,,,,
520000,贵州省,2017,,,,
520000,贵州省,2016,,,,
520000,贵州省,2015,,,,
520000,贵州省,2014,,,,
520000,贵州省,2013,,,,
520000,贵州省,2012,1.18395628868115,0.57095579666986,0.052277494367766,
520000,贵州省,2011,1.1004,0.7258,0.0336,
520000,贵州省,2010,1.1029,0.3235,0.0315,
520000,贵州省,2009,1.113,0.347,0.028,
520000,贵州省,2008,1.09,0.26,0.02,
520000,贵州省,2007,1.0687,0.2621,0.029,
520000,贵州省,2006,1.03076930879946,0.275658399443829,0.03,0.0
520000,贵州省,2005,1.01710897178669,0.294868728392147,0.03,
520000,贵州省,2004,1.09129104301907,0.193254965893112,0.01,
520000,贵州省,2003,1.0569,0.1628,0.0135,
520000,贵州省,2002,1.07,0.35,0.01,
520000,贵州省,2001,1.07503646717954,0.353527824957538,0.012859426516136,
520000,贵州省,2000,1.06,0.362185495806611,0.012512086827824,
530000,云南省,2019,,,,
530000,云南省,2018,,,,
530000,云南省,2017,,,,
530000,云南省,2016,,,,
530000,云南省,2015,,,,
530000,云南省,2014,,,,
530000,云南省,2013,,,,
530000,云南省,2012,1.60302928039702,1.28122630272953,0.221707196029777,
530000,云南省,2011,1.5569,1.3207,0.216,
530000,云南省,2010,1.5028,0.8438,0.2852,
530000,云南省,2009,1.494,0.824,0.298,
530000,云南省,2008,1.43,0.71,0.26,
530000,云南省,2007,1.4469,0.6074,0.2344,
530000,云南省,2006,1.45254694401722,0.559281271029938,0.229682266399819,0.0
530000,云南省,2005,1.40252501021536,0.618758176301433,0.108755290574319,
530000,云南省,2004,1.40535360290921,0.376203380563466,0.05,
530000,云南省,2003,1.388,0.181,0.0508,
530000,云南省,2002,1.5,0.57,0.05,0.02
530000,云南省,2001,1.46111162618209,0.540151121824587,0.040682366030039,0.014663452623772
530000,云南省,2000,1.39,0.664174588665448,0.042084095063985,
540000,西藏自治区,2019,,,,
540000,西藏自治区,2018,,,,
540000,西藏自治区,2017,,,,
540000,西藏自治区,2016,,,,
540000,西藏自治区,2015,,,,
540000,西藏自治区,2014,,,,
540000,西藏自治区,2013,,,,
540000,西藏自治区,2012,1.88608600172122,,0.006172656319554,
540000,西藏自治区,2011,1.79,,0.0062,
540000,西藏自治区,2010,2.017,,0.003,
540000,西藏自治区,2009,2.02,,,
540000,西藏自治区,2008,2.02,,,
540000,西藏自治区,2007,2.0223,,,
540000,西藏自治区,2006,2.30548784863818,0.0,0.0,0.0
540000,西藏自治区,2005,1.98352647586382,0.01,,
540000,西藏自治区,2004,1.97071575011375,,,
540000,西藏自治区,2003,2.2293,,0.0055,
540000,西藏自治区,2002,2.33,0.01,,
540000,西藏自治区,2001,2.27629217391304,0.022434782608696,,
540000,西藏自治区,2000,2.18,,,
610000,陕西省,2019,,,,
610000,陕西省,2018,,,,
610000,陕西省,2017,,,,
610000,陕西省,2016,,,,
610000,陕西省,2015,,,,
610000,陕西省,2014,,,,
610000,陕西省,2013,,,,
610000,陕西省,2012,1.51797951635846,0.557958463726885,0.364917211948791,
610000,陕西省,2011,1.5197,0.6601,0.2769,
610000,陕西省,2010,1.9433,0.3052,0.3026,
610000,陕西省,2009,1.943,0.312,0.31,
610000,陕西省,2008,1.92,0.35,0.3,
610000,陕西省,2007,1.9194,0.2827,0.2899,
610000,陕西省,2006,1.91251175107234,0.275483028778395,0.267347258768505,0.0
610000,陕西省,2005,1.83663571735045,0.316728567103539,0.251180233563307,
610000,陕西省,2004,1.60805377655502,0.118411931595924,0.216997164421855,
610000,陕西省,2003,1.617,0.1177,0.218,
610000,陕西省,2002,1.67,0.32,0.21,0.01
610000,陕西省,2001,1.67851612903226,0.337309779825909,0.219505376344086,
