省份编码,省份,年份,乡村户数(万户),乡村人口(万人)
150000,内蒙古自治区,2005,351.42,1343.93
150000,内蒙古自治区,2004,353.15,1352.31
150000,内蒙古自治区,2003,350.98,1358.08
150000,内蒙古自治区,2002,352.28,1370.02
150000,内蒙古自治区,2001,351.68,1372.86
150000,内蒙古自治区,2000,348.95,1376.76
210000,辽宁省,2019,,
210000,辽宁省,2018,,
210000,辽宁省,2017,,
210000,辽宁省,2016,,
210000,辽宁省,2015,,
210000,辽宁省,2014,,
210000,辽宁省,2013,,
210000,辽宁省,2012,720.0782,2310.4619
210000,辽宁省,2011,722.51,2322.9
210000,辽宁省,2010,722.9272,2328.1688
210000,辽宁省,2009,710.6545,2327.6116
210000,辽宁省,2008,703.7913,2320.3587
210000,辽宁省,2007,701.13,2323.47
210000,辽宁省,2006,689.23,2289.32
210000,辽宁省,2005,695.5859,2331.3559
210000,辽宁省,2004,696.19,2338.89
210000,辽宁省,2003,692.1,2325.64
210000,辽宁省,2002,685.87,2314.49
210000,辽宁省,2001,685.32,2318.63
210000,辽宁省,2000,680.0904,2311.4558
220000,吉林省,2019,,
220000,吉林省,2018,,
220000,吉林省,2017,,
220000,吉林省,2016,,
220000,吉林省,2015,,
220000,吉林省,2014,,
220000,吉林省,2013,,
220000,吉林省,2012,420.42,1491.76
220000,吉林省,2011,419.24,1489.82
220000,吉林省,2010,411.31,1476.02
220000,吉林省,2009,402.84,1470.82
220000,吉林省,2008,399.08,1460.28
220000,吉林省,2007,394.79,1454.959
220000,吉林省,2006,390.67,1443.31
220000,吉林省,2005,383.69,1443.62
220000,吉林省,2004,381.84,1440.08
220000,吉林省,2003,377.91,1439.4
220000,吉林省,2002,376.05,1443.46
220000,吉林省,2001,369.76,1433.02
220000,吉林省,2000,370.01,1440.47
230000,黑龙江省,2019,,
230000,黑龙江省,2018,,
230000,黑龙江省,2017,,
230000,黑龙江省,2016,,
230000,黑龙江省,2015,,
230000,黑龙江省,2014,,
230000,黑龙江省,2013,,
230000,黑龙江省,2012,514.11,1869.16
230000,黑龙江省,2011,512.46,1874.23
230000,黑龙江省,2010,509.1483,1875.4925
230000,黑龙江省,2009,509.49,1883.85
230000,黑龙江省,2008,504.9,1877.8
230000,黑龙江省,2007,493.96,1843.44
230000,黑龙江省,2006,498.3,1873.8
230000,黑龙江省,2005,493.99,1917.34
230000,黑龙江省,2004,486.74,1899.29
230000,黑龙江省,2003,479.1,1895.6
230000,黑龙江省,2002,474.68,1890.48
230000,黑龙江省,2001,465.85,1877.59
230000,黑龙江省,2000,458.25,1864.23
310000,上海市,2019,,
310000,上海市,2018,,
310000,上海市,2017,,
310000,上海市,2016,,
310000,上海市,2015,,
310000,上海市,2014,,
310000,上海市,2013,,
310000,上海市,2012,112.0785,289.6992
310000,上海市,2011,119.01723999999999,311.18224
310000,上海市,2010,114.22,305.68
310000,上海市,2009,95.2,332.78
310000,上海市,2008,96.52,339.24
310000,上海市,2007,101.6,355.23
310000,上海市,2006,121.11,356.47
310000,上海市,2005,111.07,338.18
310000,上海市,2004,112.84,347.85
310000,上海市,2003,114.06,355.88
310000,上海市,2002,115.17,360.71
310000,上海市,2001,115.77,363.7
310000,上海市,2000,115.6,366.3
320000,江苏省,2019,,
320000,江苏省,2018,,
320000,江苏省,2017,,
320000,江苏省,2016,,
320000,江苏省,2015,,
320000,江苏省,2014,,
320000,江苏省,2013,,
320000,江苏省,2012,1444.65,4853.17
320000,江苏省,2011,1466.28,4916.06
320000,江苏省,2010,1483.33,4965.75
320000,江苏省,2009,1481.77,4977.54
320000,江苏省,2008,1489.55,4999.98
320000,江苏省,2007,1488.28,5001.58
320000,江苏省,2006,1495.5,5014.97
320000,江苏省,2005,1593.21,5322.49
320000,江苏省,2004,1562.94,5247.95
320000,江苏省,2003,1551.4,5209.68
320000,江苏省,2002,1552.48,5237.03
320000,江苏省,2001,1544.64,5257.66
320000,江苏省,2000,1496.27,5150.59
330000,浙江省,2019,,
330000,浙江省,2018,,
330000,浙江省,2017,,
330000,浙江省,2016,,
330000,浙江省,2015,,
330000,浙江省,2014,,
330000,浙江省,2013,,
330000,浙江省,2012,1257.09,3856.87
330000,浙江省,2011,1263.07,3845.61
330000,浙江省,2010,1254.22,3813.24
330000,浙江省,2009,1237.44,3778.86
330000,浙江省,2008,1227.45,3761.72
330000,浙江省,2007,1226.54,3770.46
330000,浙江省,2006,1221.13,3770.17
330000,浙江省,2005,1224.62,3790.49
330000,浙江省,2004,1193.53,3734.83
330000,浙江省,2003,1168.74,3712.12
330000,浙江省,2002,1146.57,3664.06
330000,浙江省,2001,1122.72,3631.31
330000,浙江省,2000,1075.96,3545.48
340000,安徽省,2019,,
340000,安徽省,2018,,
340000,安徽省,2017,,
340000,安徽省,2016,,
340000,安徽省,2015,,
340000,安徽省,2014,,
340000,安徽省,2013,,
340000,安徽省,2012,1446.06,5375.5233
340000,安徽省,2011,1438.4624,5388.0704
340000,安徽省,2010,1424.31,5363.95
340000,安徽省,2009,1392.59,5333.86
340000,安徽省,2008,1369.9,5293.32
340000,安徽省,2007,1364.64,5284.29
340000,安徽省,2006,1351.37,5254.05
340000,安徽省,2005,1346.13,5241.4
340000,安徽省,2004,1333.03,5198.2
340000,安徽省,2003,1320.59,5142.68
340000,安徽省,2002,1310.92,5119.88
340000,安徽省,2001,1303.43,5106.15
340000,安徽省,2000,1294.62,5089.12
350000,福建省,2019,,
350000,福建省,2018,,
350000,福建省,2017,,
350000,福建省,2016,,
350000,福建省,2015,,
350000,福建省,2014,,
350000,福建省,2013,,
350000,福建省,2012,733.685,2739.027
350000,福建省,2011,724.4355,2717.3006
350000,福建省,2010,712.3413,2692.0912
350000,福建省,2009,704.2933,2687.5308
350000,福建省,2008,696.3808,2670.8756
350000,福建省,2007,681.08,2647.45
350000,福建省,2006,681.655,2657.24
350000,福建省,2005,682.23,2667.03
350000,福建省,2004,682.29,2686.25
350000,福建省,2003,679.35,2675.75
350000,福建省,2002,676.663,2699.1672
350000,福建省,2001,666.92,2692.61
350000,福建省,2000,660.04,2689.39
360000,江西省,2019,,
360000,江西省,2018,,
360000,江西省,2017,,
360000,江西省,2016,,
360000,江西省,2015,,
360000,江西省,2014,,
360000,江西省,2013,,
360000,江西省,2012,889.2769,3562.2174
360000,江西省,2011,878.86,3529.45
360000,江西省,2010,867.31,3478.84
360000,江西省,2009,844.02,3415.75
360000,江西省,2008,831.92,3389.82
360000,江西省,2007,819.65,3355.59
360000,江西省,2006,808.46,3314.4
360000,江西省,2005,795.32,3298.47
360000,江西省,2004,785.04,3266.58
360000,江西省,2003,776.12,3244.94
360000,江西省,2002,758.59,3215.47
360000,江西省,2001,747.46,3207.35
360000,江西省,2000,741.52,3203.22
370000,山东省,2019,,
370000,山东省,2018,,
370000,山东省,2017,,
370000,山东省,2016,,
370000,山东省,2015,,
370000,山东省,2014,,
370000,山东省,2013,,
370000,山东省,2012,2163.18,7226.7
370000,山东省,2011,2153.87,7203.79
370000,山东省,2010,2146.09,7175.32
370000,山东省,2009,2110.1,7125.46
370000,山东省,2008,2091.44,7079.19
370000,山东省,2007,2078.79,7045.28
370000,山东省,2006,2074.91,7038.95
370000,山东省,2005,2050.41,7030.1
370000,山东省,2004,2052.12,7042.49
370000,山东省,2003,2043.08,7044.35
370000,山东省,2002,2031.74,7038.13
370000,山东省,2001,2027.32,7033.08
370000,山东省,2000,2026.49,7035.87
410000,河南省,2019,,
410000,河南省,2018,,
410000,河南省,2017,,
410000,河南省,2016,,
410000,河南省,2015,,
410000,河南省,2014,,
410000,河南省,2013,,
410000,河南省,2012,2065.744,8112.953
410000,河南省,2011,2061.54,8101.17
410000,河南省,2010,2060.75,8111.61
410000,河南省,2009,2046.26,8086.52
410000,河南省,2008,2036.58,8031.66
410000,河南省,2007,2032.72,8022.51
410000,河南省,2006,2025.1,8007.05
410000,河南省,2005,2025.66,8000.72
410000,河南省,2004,2015.61,7968.77
410000,河南省,2003,2005.79,7936.13
410000,河南省,2002,1998.45,7907.89
410000,河南省,2001,1984.33,7865.62
410000,河南省,2000,1972.25,7826.7
420000,湖北省,2019,,
420000,湖北省,2018,,
420000,湖北省,2017,,
420000,湖北省,2016,,
420000,湖北省,2015,,
420000,湖北省,2014,,
420000,湖北省,2013,,
420000,湖北省,2012,1071.75,4057.1
420000,湖北省,2011,1071.75,4057.1
420000,湖北省,2010,1062.14,4031.73
420000,湖北省,2009,1044.54,4008.06
420000,湖北省,2008,1038.2,4021.05
420000,湖北省,2007,1038.36,4016.79
420000,湖北省,2006,1022.3,3987.22
420000,湖北省,2005,1016.42,3993.57
420000,湖北省,2004,1005.97,3965.25
420000,湖北省,2003,997.85,3957.99
420000,湖北省,2002,994.55,3960.7
420000,湖北省,2001,986.97,3939.33
420000,湖北省,2000,983.94,3947.26
430000,湖南省,2019,,
430000,湖南省,2018,,
430000,湖南省,2017,,
430000,湖南省,2016,,
430000,湖南省,2015,,
430000,湖南省,2014,,
430000,湖南省,2013,,
430000,湖南省,2012,1591.71,5713.41
430000,湖南省,2011,1583.83,5683.8
430000,湖南省,2010,1568.8,5675.04
430000,湖南省,2009,1547.6,5610.31
430000,湖南省,2008,1526.09,5564.35
430000,湖南省,2007,1516.55,5537.74
430000,湖南省,2006,1504.525,5506.775
430000,湖南省,2005,1492.5,5475.81
430000,湖南省,2004,1481.7,5455.75
430000,湖南省,2003,1468.71,5425.86
430000,湖南省,2002,1459.07,5420.79
430000,湖南省,2001,1455.39,5413.75
430000,湖南省,2000,1444.0,5386.21
440000,广东省,2019,,
440000,广东省,2018,,
440000,广东省,2017,,
440000,广东省,2016,,
440000,广东省,2015,,
440000,广东省,2014,,
440000,广东省,2013,,
440000,广东省,2012,1720.2937,6936.9501
440000,广东省,2011,1702.3157,6874.3577
440000,广东省,2010,1686.6238,6805.4447
440000,广东省,2009,1660.8013,6805.1742
440000,广东省,2008,1618.2353,6728.9954
440000,广东省,2007,1574.3773,6575.0829
440000,广东省,2006,1557.60865,6513.31645
440000,广东省,2005,1540.84,6451.55
440000,广东省,2004,1493.86,6254.5
440000,广东省,2003,1487.37,6174.84
440000,广东省,2002,1443.33,6062.53
440000,广东省,2001,1470.12,6185.01
440000,广东省,2000,1411.9524,6017.2924
450000,广西壮族自治区,2019,,
450000,广西壮族自治区,2018,,
450000,广西壮族自治区,2017,,
450000,广西壮族自治区,2016,,
450000,广西壮族自治区,2015,,
450000,广西壮族自治区,2014,,
450000,广西壮族自治区,2013,,
450000,广西壮族自治区,2012,1060.83,4243.35
450000,广西壮族自治区,2011,1039.24,4221.18
450000,广西壮族自治区,2010,1029.14,4203.98
450000,广西壮族自治区,2009,1015.54,4169.72
450000,广西壮族自治区,2008,1000.11,4135.93
450000,广西壮族自治区,2007,990.74,4111.98
450000,广西壮族自治区,2006,1002.34,4177.63
450000,广西壮族自治区,2005,986.1,4146.19
450000,广西壮族自治区,2004,973.1,4123.38
450000,广西壮族自治区,2003,950.24,4088.67
450000,广西壮族自治区,2002,936.74,4064.21
450000,广西壮族自治区,2001,922.4,4034.78
450000,广西壮族自治区,2000,913.95,4026.44
460000,海南省,2019,,
460000,海南省,2018,,
460000,海南省,2017,,
460000,海南省,2016,,
460000,海南省,2015,,
460000,海南省,2014,,
460000,海南省,2013,,
460000,海南省,2012,131.58,581.02
460000,海南省,2011,130.79,575.2
460000,海南省,2010,125.27,564.71
460000,海南省,2009,122.297,556.87
460000,海南省,2008,119.02,549.28
460000,海南省,2007,116.23,538.806
460000,海南省,2006,114.405,532.20455
460000,海南省,2005,112.58,525.6031
460000,海南省,2004,110.88,519.61
460000,海南省,2003,108.73,511.44
460000,海南省,2002,107.28,507.58
460000,海南省,2001,106.35,504.62
460000,海南省,2000,105.02,499.09
500000,重庆市,2019,,
500000,重庆市,2018,,
500000,重庆市,2017,,
500000,重庆市,2016,,
500000,重庆市,2015,,
500000,重庆市,2014,,
500000,重庆市,2013,,
500000,重庆市,2012,724.14,2303.09
500000,重庆市,2011,721.14,2324.5
500000,重庆市,2010,727.7739,2366.6621
500000,重庆市,2009,731.0465,2400.8511
500000,重庆市,2008,724.06,2405.64
500000,重庆市,2007,717.49,2413.95
500000,重庆市,2006,714.86,2418.4
500000,重庆市,2005,718.84,2430.93
500000,重庆市,2004,714.99,2425.25
500000,重庆市,2003,718.65,2436.47
500000,重庆市,2002,718.31,2443.21
500000,重庆市,2001,714.67,2438.79
500000,重庆市,2000,710.28,2420.31
510000,四川省,2019,,
510000,四川省,2018,,
510000,四川省,2017,,
510000,四川省,2016,,
510000,四川省,2015,,
510000,四川省,2014,,
510000,四川省,2013,,
510000,四川省,2012,2070.1465,6972.9212
510000,四川省,2011,2063.4094,6987.8014
510000,四川省,2010,2056.23,6997.46
510000,四川省,2009,2030.8754,6964.523
510000,四川省,2008,2008.9277,6938.9325
510000,四川省,2007,1986.2023,6911.5347
510000,四川省,2006,1978.3945,6912.7033
510000,四川省,2005,1979.1959,6903.9973
510000,四川省,2004,1973.42,6885.68
510000,四川省,2003,1967.18,6872.11
510000,四川省,2002,1967.09,6904.93
510000,四川省,2001,1965.69,6925.9
510000,四川省,2000,1959.91,6941.17
520000,贵州省,2019,,
520000,贵州省,2018,,
520000,贵州省,2017,,
520000,贵州省,2016,,
520000,贵州省,2015,,
520000,贵州省,2014,,
520000,贵州省,2013,,
520000,贵州省,2012,900.6595,3500.9154
520000,贵州省,2011,852.8107,3370.2896
520000,贵州省,2010,858.8239,3443.7166
520000,贵州省,2009,840.0796,3370.8894
520000,贵州省,2008,826.1709,3358.3175
520000,贵州省,2007,814.1984,3324.9802
520000,贵州省,2006,802.4396,3294.3482
520000,贵州省,2005,792.2737,3276.2747
520000,贵州省,2004,781.77,3253.63
520000,贵州省,2003,762.45,3201.5
520000,贵州省,2002,756.09,3193.36
520000,贵州省,2001,743.85,3160.64
520000,贵州省,2000,734.65,3123.46
530000,云南省,2019,,
530000,云南省,2018,,
530000,云南省,2017,,
530000,云南省,2016,,
530000,云南省,2015,,
530000,云南省,2014,,
530000,云南省,2013,,
530000,云南省,2012,969.2663,3725.0701
530000,云南省,2011,961.2117,3740.7637
530000,云南省,2010,947.3162,3711.2309
530000,云南省,2009,927.5581,3670.8433
530000,云南省,2008,915.29,3639.71
530000,云南省,2007,900.252,3620.33
530000,云南省,2006,888.811,3594.205
530000,云南省,2005,877.37,3568.08
530000,云南省,2004,865.74,3537.94
530000,云南省,2003,885.29,3510.78
530000,云南省,2002,844.9,3489.83
530000,云南省,2001,836.16,3463.74
530000,云南省,2000,829.82,3449.57
540000,西藏自治区,2019,,
540000,西藏自治区,2018,,
540000,西藏自治区,2017,,
540000,西藏自治区,2016,,
540000,西藏自治区,2015,,
540000,西藏自治区,2014,,
540000,西藏自治区,2013,,
540000,西藏自治区,2012,52.36,251.14
540000,西藏自治区,2011,50.34,245.43
540000,西藏自治区,2010,47.78,241.87
540000,西藏自治区,2009,46.03,238.03
540000,西藏自治区,2008,43.89,234.72
540000,西藏自治区,2007,42.78,231.45
540000,西藏自治区,2006,41.565,228.355
540000,西藏自治区,2005,40.35,225.26
540000,西藏自治区,2004,39.26,223.63
540000,西藏自治区,2003,39.02,221.15
540000,西藏自治区,2002,38.88,220.07
540000,西藏自治区,2001,38.34,218.58
540000,西藏自治区,2000,37.83,216.77
610000,陕西省,2019,,
610000,陕西省,2018,,
610000,陕西省,2017,,
610000,陕西省,2016,,
610000,陕西省,2015,,
610000,陕西省,2014,,
610000,陕西省,2013,,
610000,陕西省,2012,710.403,2713.6506
610000,陕西省,2011,714.1926,2750.8638
610000,陕西省,2010,711.9733,2763.076
610000,陕西省,2009,707.1073,2766.5277
610000,陕西省,2008,705.43,2771.42
610000,陕西省,2007,704.3,2776.46
610000,陕西省,2006,705.03,2771.41
610000,陕西省,2005,705.03,2791.88
610000,陕西省,2004,703.35,2790.78
610000,陕西省,2003,698.19,2770.6
610000,陕西省,2002,696.23,2775.26
610000,陕西省,2001,693.18,2771.25
610000,陕西省,2000,689.75,2768.4
620000,甘肃省,2019,,
620000,甘肃省,2018,,
620000,甘肃省,2017,,
620000,甘肃省,2016,,
620000,甘肃省,2015,,
620000,甘肃省,2014,,
620000,甘肃省,2013,,
620000,甘肃省,2012,485.75,2082.95
620000,甘肃省,2011,482.39,2080.33
620000,甘肃省,2010,480.63,2087.61
620000,甘肃省,2009,474.06,2085.21
620000,甘肃省,2008,469.39,2081.76
620000,甘肃省,2007,465.94,2079.54
620000,甘肃省,2006,464.5,2079.37
620000,甘肃省,2005,463.69,2074.76
620000,甘肃省,2004,459.39,2063.56
620000,甘肃省,2003,457.14,2055.73
620000,甘肃省,2002,454.52,2046.94
620000,甘肃省,2001,451.14,2039.46
620000,甘肃省,2000,448.97,2031.26
630000,青海省,2019,,
630000,青海省,2018,,
630000,青海省,2017,,
630000,青海省,2016,,
630000,青海省,2015,,
630000,青海省,2014,,
630000,青海省,2013,,
630000,青海省,2012,91.75,385.17
630000,青海省,2011,89.97,381.0
630000,青海省,2010,87.49,378.2
630000,青海省,2009,85.77,374.78
630000,青海省,2008,82.85,367.01
630000,青海省,2007,80.19,359.48
630000,青海省,2006,77.82,353.3
630000,青海省,2005,77.6,357.33
630000,青海省,2004,75.88,354.1
630000,青海省,2003,73.82,347.28
630000,青海省,2002,72.5,342.89
630000,青海省,2001,71.16,339.48
630000,青海省,2000,69.9,336.59
640000,宁夏回族自治区,2019,,
640000,宁夏回族自治区,2018,,
640000,宁夏回族自治区,2017,,
640000,宁夏回族自治区,2016,,
640000,宁夏回族自治区,2015,,
640000,宁夏回族自治区,2014,,
640000,宁夏回族自治区,2013,,
640000,宁夏回族自治区,2012,105.9047,411.5128
640000,宁夏回族自治区,2011,104.2666,412.74
640000,宁夏回族自治区,2010,103.2621,417.6442
640000,宁夏回族自治区,2009,102.06,420.68
640000,宁夏回族自治区,2008,97.49,410.85
640000,宁夏回族自治区,2007,99.45,419.89
640000,宁夏回族自治区,2006,97.4304,414.9362
640000,宁夏回族自治区,2005,93.6374,414.962
640000,宁夏回族自治区,2004,92.7,412.12
640000,宁夏回族自治区,2003,92.2,407.61
640000,宁夏回族自治区,2002,89.36,400.96
640000,宁夏回族自治区,2001,87.67,397.53
640000,宁夏回族自治区,2000,85.57,388.35
650000,新疆维吾尔自治区,2019,,
650000,新疆维吾尔自治区,2018,,
650000,新疆维吾尔自治区,2017,,
650000,新疆维吾尔自治区,2016,,
650000,新疆维吾尔自治区,2015,,
650000,新疆维吾尔自治区,2014,,
650000,新疆维吾尔自治区,2013,,
650000,新疆维吾尔自治区,2012,270.21,1121.31
650000,新疆维吾尔自治区,2011,262.73,1096.33
650000,新疆维吾尔自治区,2010,255.15,1073.72
650000,新疆维吾尔自治区,2009,245.68,1051.92
650000,新疆维吾尔自治区,2008,236.4,1029.77
650000,新疆维吾尔自治区,2007,233.37,1016.17
650000,新疆维吾尔自治区,2006,228.645,1002.885
650000,新疆维吾尔自治区,2005,223.92,989.6
650000,新疆维吾尔自治区,2004,219.58,975.53
650000,新疆维吾尔自治区,2003,214.76,957.8
650000,新疆维吾尔自治区,2002,210.36,948.0
650000,新疆维吾尔自治区,2001,207.01,932.04
650000,新疆维吾尔自治区,2000,200.88,913.19
