省份编码,省份,年份,农村居民人均粮食出售量(公斤),农村居民人均棉花出售量(公斤),农村居民人均油料出售量(公斤),农村居民人均麻类出售量(公斤),农村居民人均烟叶出售量(公斤),农村居民人均蔬菜出售量(公斤),农村居民人均水果出售量(公斤)
130000,河北省,2009,476.16,53.21,9.01,,,284.39,101.36
130000,河北省,2008,414.91,33.43,7.31,0.09,,305.3,106.01
130000,河北省,2007,384.354113834323,48.93,10.4,0.35,,298.13,98.54
130000,河北省,2006,420.549603911146,46.1730854111488,9.05371594763255,0.682032445668809,0,304.894606728929,94.56
130000,河北省,2005,371.08,59.9080388699047,9.27247798190883,0,0,275.3401760673,94.2090756596746
130000,河北省,2004,283.256824493811,43.000024118566,9.58225524675596,0,0.07,180.057155793105,102.78074512799
130000,河北省,2003,249.72,48.14,12.08,0.21,0.01,158.74,101.26
130000,河北省,2002,297.54,14.83,12.01,0.25,0.15,169.75,89.76
130000,河北省,2001,267.075553727748,13.2522765994947,14.4683038599377,0.171964044415722,0.010575171846543,113.729099347864,89.6254626637683
130000,河北省,2000,232.047257774946,7.29918341344762,12.3336422076794,0.242196096600452,0.180517750622575,135.281982973302,96.3325997567615
140000,山西省,2019,,,,,,,
140000,山西省,2018,,,,,,,
140000,山西省,2017,,,,,,,
140000,山西省,2016,,,,,,,
140000,山西省,2015,,,,,,,
140000,山西省,2014,,,,,,,
140000,山西省,2013,,,,,,,
140000,山西省,2012,389.179477418475,1.97837358439078,5.36826306453814,,0.236703506617547,170.541312593805,165.219907217902
140000,山西省,2011,310.459968058718,1.91,5.3,0.03,0.16,174.19,188.22
140000,山西省,2010,327.614664605989,5.71,3.9,0.03,0.78,285.3,194.46
140000,山西省,2009,358.76,10.8,3.98,0.1,0.72,281.45,187.9
140000,山西省,2008,275.24,16.77,4.18,0.06,0.53,276.6,156.13
140000,山西省,2007,231.018223288308,23.12,6.36,,0.4,253.11,171.59
140000,山西省,2006,232.762357395189,19.5141420118343,5.70584615402673,0.189704142011834,0.58491124260355,209.84580831855,138.74
140000,山西省,2005,174.22,23.1928404038305,5.74480420808775,0,0.167679719462303,209.617481267808,152.194436024811
140000,山西省,2004,154.655852684414,17.7602920478536,5.35567675312444,,0.207600281491907,161.498985671729,142.521440284509
140000,山西省,2003,133.2,11.28,10.44,0.02,0.04,154.38,125.75
140000,山西省,2002,116.34,6.36,6.61,0.04,0.2,143.85,132.12
140000,山西省,2001,107.400137741047,3.42837465564738,5.30222681359045,0.027662993572085,0.264921946740129,147.280762167126,101.060376492195
140000,山西省,2000,121.954678692221,1.95422773393461,6.28421645997745,0.056708004509583,0.377677564825254,144.684216459977,115.403720405862
150000,内蒙古自治区,2019,,,,,,,
150000,内蒙古自治区,2018,,,,,,,
150000,内蒙古自治区,2017,,,,,,,
150000,内蒙古自治区,2016,,,,,,,
150000,内蒙古自治区,2015,,,,,,,
150000,内蒙古自治区,2014,,,,,,,
150000,内蒙古自治区,2013,,,,,,,
150000,内蒙古自治区,2012,1128.75682281059,,118.638281799667,1,0.149601925569339,240.205384188113,2.09561192371783
150000,内蒙古自治区,2011,1144.56471367097,,106.83,0.8,0.47,232.41,1.05
150000,内蒙古自治区,2010,901.976530191551,,98.87,0.96,0.74,128.16,1.69
150000,内蒙古自治区,2009,1145.59,,101.12,0.98,0.63,105.62,0.62
150000,内蒙古自治区,2008,1087.89,,64.76,0.41,0.46,157.98,1.28
150000,内蒙古自治区,2007,896.389387866739,,81.66,0.46,1.52,122.69,3.47
150000,内蒙古自治区,2006,864.721747574619,0.0,95.8401211028023,0.129936139710674,1.86293496676037,119.881050411141,1.49
150000,内蒙古自治区,2005,861.52,,101.130656653889,0.453867900282704,0.546671806341332,149.897886219873,7.6075173728235
150000,内蒙古自治区,2004,693.253467264598,,78.7291912522939,0.365754112771569,0.258068567122944,129.044713099967,9.75293231199064
150000,内蒙古自治区,2003,606.12,,101.06,0.04,,121.42,8.06
150000,内蒙古自治区,2002,544.8,0.0,79.38,,0.01,133.9,7.24
150000,内蒙古自治区,2001,533.310688950343,,75.4306841409162,0.014187808103884,0.187928339545509,85.8984008656968,9.51941805939642
150000,内蒙古自治区,2000,626.689378517543,,87.989103101425,0.317327266195665,0.518740270626272,106.695126332176,4.1496826727338
210000,辽宁省,2019,,,,,,,
210000,辽宁省,2018,,,,,,,
210000,辽宁省,2017,,,,,,,
210000,辽宁省,2016,,,,,,,
210000,辽宁省,2015,,,,,,,
210000,辽宁省,2014,,,,,,,
210000,辽宁省,2013,,,,,,,
210000,辽宁省,2012,1289.99417834862,,24.7241614678899,,3.57823119266055,347.856014678899,148.016036697248
210000,辽宁省,2011,1219.57028912352,,20.91,,6.74,399.04,132.17
210000,辽宁省,2010,1029.53121465137,,37.41,,3.15,299.05,103.13
210000,辽宁省,2009,1111.14,,51.63,,3.44,413.65,130.18
210000,辽宁省,2008,1129.43,0.01,27.18,,3.09,331.98,97.78
210000,辽宁省,2007,955.897414069539,,21.86,,2.44,304.05,107.08
210000,辽宁省,2006,962.202001507397,0.0,12.7596516153875,0,2.23477436225752,404.53978622811,89.15
210000,辽宁省,2005,1176.19,0.0,25.0584484852439,0,3.16721889122048,319.450588966172,97.6843592964824
210000,辽宁省,2004,847.665063449741,,14.347316733647,,1.77605938756573,226.269594873441,79.0867769717433
210000,辽宁省,2003,786.25,0.32,17.52,,2.14,255.86,78.32
210000,辽宁省,2002,780.08,0.08,22.21,,1.08,230.39,75.39
210000,辽宁省,2001,546.155118462226,0.179108925644464,11.7898971837282,,1.40768886902101,200.542840113247,63.5587840858292
210000,辽宁省,2000,689.86563876652,0.109544787077827,12.107342143906,,1.69735682819383,199.723348017621,72.2540381791483
220000,吉林省,2019,,,,,,,
220000,吉林省,2018,,,,,,,
220000,吉林省,2017,,,,,,,
220000,吉林省,2016,,,,,,,
220000,吉林省,2015,,,,,,,
220000,吉林省,2014,,,,,,,
220000,吉林省,2013,,,,,,,
220000,吉林省,2012,2871.77587275619,,50.4901613269711,0.6,,115.217797773233,0.250761190638491
220000,吉林省,2011,2648.41949450749,,38.03,,,195.88,0.1
220000,吉林省,2010,2431.72001242857,,19.15,,1.38,152.78,2.09
220000,吉林省,2009,2850.97,,30.96,,1.59,146.0,7.48
220000,吉林省,2008,2476.95,,22.56,0.3,1.06,156.57,12.3
220000,吉林省,2007,1994.91794117662,,19.48,0.53,2.09,140.15,3.59
220000,吉林省,2006,1874.06456090333,0.0,22.537495727298,0.1,2.91927741695517,195.70290391389,6.93
220000,吉林省,2005,2152.48,,23.3395376508584,0.13275539690634,2.04942206357301,178.182985007023,6.87319394866565
220000,吉林省,2004,1449.10963798741,,8.51203703703704,0.124579124579125,0.696835017093906,140.938712049032,4.71069023569024
220000,吉林省,2003,1785.46,,22.07,1.08,0.41,120.79,1.46
220000,吉林省,2002,1170.64,0.0,11.56,1.54,0.65,157.57,4.17
220000,吉林省,2001,1278.59424764381,,7.70604484887878,0.896977575560611,0.389665258368541,150.41940201495,1.9892752681183
220000,吉林省,2000,1345.30067350866,,6.10166773572803,0.040250160359205,1.01266837716485,125.335952533675,6.06366260423348
230000,黑龙江省,2019,,,,,,,
230000,黑龙江省,2018,,,,,,,
230000,黑龙江省,2017,,,,,,,
230000,黑龙江省,2016,,,,,,,
230000,黑龙江省,2015,,,,,,,
230000,黑龙江省,2014,,,,,,,
230000,黑龙江省,2013,,,,,,,
230000,黑龙江省,2012,3457.81123113005,,3.97694315066231,,2.04617976414627,120.625181514881,2.25507481914577
230000,黑龙江省,2011,2768.79483432343,,5.74,,2.44,151.64,3.25
230000,黑龙江省,2010,3088.98646548523,,2.44,,5.48,228.19,2.44
230000,黑龙江省,2009,2780.53,,2.75,,5.95,223.53,2.91
230000,黑龙江省,2008,2713.47,,6.15,,4.17,260.27,2.56
230000,黑龙江省,2007,2146.82832678301,,11.53,,4.17,237.67,2.59
230000,黑龙江省,2006,2089.17450380069,0.0,8.66511855292105,0,4.94707895380103,207.951912761288,1.68
230000,黑龙江省,2005,2001.39,,6.25809472030929,0,5.7513592176079,242.270839641157,1.25740002416334
230000,黑龙江省,2004,1411.15051917184,,8.76230120796755,1.46602409638554,3.53993975903614,210.477301058482,2.35674698795181
230000,黑龙江省,2003,1672.23,,8.68,3.78,4.92,220.06,1.32
230000,黑龙江省,2002,1412.6,0.0,13.71,4.08,2.49,220.26,3.5
230000,黑龙江省,2001,1422.90278262894,,11.9401560135056,6.01350564675748,2.0429619280475,200.706950750961,2.6652695307952
230000,黑龙江省,2000,1373.84284570514,,8.59167333867094,4.01715658240878,4.70868123069884,202.43703534256,2.4416104312021
310000,上海市,2019,,,,,,,
310000,上海市,2018,,,,,,,
310000,上海市,2017,,,,,,,
310000,上海市,2016,,,,,,,
310000,上海市,2015,,,,,,,
310000,上海市,2014,,,,,,,
310000,上海市,2013,,,,,,,
310000,上海市,2012,44.160068186661,0.287662476028127,2.35072093188437,,,56.7046324312806,33.6116201434761
310000,上海市,2011,51.0775553213909,0.19,4.0,,,64.65,24.86
310000,上海市,2010,56.8944325416451,0.16,2.8,,,50.1,47.4
310000,上海市,2009,51.72,0.2,4.6,,,37.83,59.15
310000,上海市,2008,34.03,0.49,3.97,,,80.49,36.12
310000,上海市,2007,51.0538897649009,0.59,1.86,,,74.11,65.69
310000,上海市,2006,59.8280208269755,0.2328125,4.55221354166667,0,0,74.9173179388046,56.36
310000,上海市,2005,80.87,0.112033195020747,7.77450725745363,,,86.9844553688719,60.4923237527554
310000,上海市,2004,51.3228000030518,0.0265,12.3408500030637,,,109.623224956512,11.3646499938965
310000,上海市,2003,108.63,0.01,7.85,,,123.31,16.17
310000,上海市,2002,105.98,0.0,12.58,,,109.5,13.42
310000,上海市,2001,185.29164556962,0.043544303797468,21.8678481012658,,,155.412151898734,20.0936708860759
310000,上海市,2000,140.665995975855,0.027162977867203,29.4703219315895,,,161.677062374245,37.4024144869215
320000,江苏省,2019,,,,,,,
320000,江苏省,2018,,,,,,,
320000,江苏省,2017,,,,,,,
320000,江苏省,2016,,,,,,,
320000,江苏省,2015,,,,,,,
320000,江苏省,2014,,,,,,,
320000,江苏省,2013,,,,,,,
320000,江苏省,2012,576.910320165965,6.21594969737152,8.27993241653656,,,88.0922129306842,11.0548324315076
320000,江苏省,2011,562.636754341164,6.49,10.42,0.01,0.03,87.12,9.49
320000,江苏省,2010,454.56107287125,5.66,10.87,,0.01,123.56,1.51
320000,江苏省,2009,511.13,7.13,17.42,,,133.38,3.99
320000,江苏省,2008,474.98,10.09,11.8,,,129.7,4.77
320000,江苏省,2007,473.221371392276,12.48,13.79,,,123.23,5.15
320000,江苏省,2006,419.536903694645,15.9133275258303,14.2374683255669,0,0,125.697743931638,6.81
320000,江苏省,2005,386.36,11.4651510568442,19.182724198187,0,0,101.736644812214,3.56814427312775
320000,江苏省,2004,302.554394559742,24.9144190545607,25.346058694526,,,95.5518089492968,3.21927153365499
320000,江苏省,2003,328.89,12.58,20.96,0.02,,86.99,2.99
320000,江苏省,2002,337.86,7.75,20.0,0.02,,76.7,5.79
320000,江苏省,2001,305.312948788763,8.95407559378206,22.824429890318,,,80.6841316184013,6.82222046871301
320000,江苏省,2000,311.57312563921,6.95082998977264,23.1598615372512,0.037133191723704,,59.6318936354339,12.8435213594524
330000,浙江省,2019,,,,,,,
330000,浙江省,2018,,,,,,,
330000,浙江省,2017,,,,,,,
330000,浙江省,2016,,,,,,,
330000,浙江省,2015,,,,,,,
330000,浙江省,2014,,,,,,,
330000,浙江省,2013,,,,,,,
330000,浙江省,2012,71.1408607566283,2.21597577884044,0.617520726634787,,0.159022098978524,127.638180017543,113.223491129283
330000,浙江省,2011,75.8229974014236,2.63,2.28,,0.11,187.86,91.91
330000,浙江省,2010,77.8812876029367,1.93,2.45,,,207.86,105.0
330000,浙江省,2009,80.66,2.5,4.28,,,222.31,134.93
330000,浙江省,2008,78.05,1.95,3.98,,,236.2,137.45
330000,浙江省,2007,86.3161242726926,3.0,2.43,,,234.81,134.97
330000,浙江省,2006,72.4266964171061,2.05501141363121,2.23623677115392,0,0.01,250.571996087923,106.01
330000,浙江省,2005,83.78,1.97000933430272,6.67453593262298,,0,229.610935746594,120.974566005417
330000,浙江省,2004,67.9582689873846,1.76440935779208,5.46469261448172,,0.03,297.795415495155,125.307724507676
330000,浙江省,2003,92.68,1.17,3.87,,0.13,309.44,90.47
330000,浙江省,2002,86.27,1.18,2.47,,0.01,246.83,79.77
330000,浙江省,2001,113.836813690537,1.85514923092594,6.52979525313232,,,293.357033717021,69.699500865845
330000,浙江省,2000,102.62807657247,0.941152638509065,8.3028461460549,,,195.298997265269,86.6670718120126
340000,安徽省,2019,,,,,,,
340000,安徽省,2018,,,,,,,
340000,安徽省,2017,,,,,,,
340000,安徽省,2016,,,,,,,
340000,安徽省,2015,,,,,,,
340000,安徽省,2014,,,,,,,
340000,安徽省,2013,,,,,,,
340000,安徽省,2012,761.313926363655,25.4011340919092,14.0720697386895,,2.34220657572138,27.5409073573479,0.587799920370487
340000,安徽省,2011,713.646716717334,25.7,19.31,,1.99,38.59,1.17
340000,安徽省,2010,679.659656492248,19.29,23.51,0.09,0.7,45.83,3.69
340000,安徽省,2009,621.14,40.55,41.77,0.05,0.17,44.25,4.03
340000,安徽省,2008,593.1,24.44,26.16,0.23,0.18,43.58,4.09
340000,安徽省,2007,562.560821428829,37.65,23.67,0.07,0.2,42.01,3.82
340000,安徽省,2006,596.417200595655,30.2347630365696,28.4621810174098,0.260857505604854,0.453930888506251,52.1575368947207,3.64
340000,安徽省,2005,444.13,25.2437524687237,39.3705349264666,0.1,0.210492996755559,55.8250761772245,3.74361003402706
340000,安徽省,2004,329.583543900314,22.6907086155342,42.4999709580613,0.09137565744622,0.01,65.0763211856127,0.85819665698815
340000,安徽省,2003,260.74,13.59,36.82,0.53,0.19,60.19,1.27
340000,安徽省,2002,362.63,10.13,43.4,0.33,0.02,65.88,2.17
340000,安徽省,2001,343.040015509888,8.31865063978286,46.5887553315238,0.348507173322993,0.15742535866615,65.9599069406747,1.80356727413726
340000,安徽省,2000,318.998996138996,5.50494208494209,42.1942084942085,0.086254826254826,0.41019305019305,68.5376061776062,2.17737451737452
350000,福建省,2019,,,,,,,
350000,福建省,2018,,,,,,,
350000,福建省,2017,,,,,,,
350000,福建省,2016,,,,,,,
350000,福建省,2015,,,,,,,
350000,福建省,2014,,,,,,,
350000,福建省,2013,,,,,,,
350000,福建省,2012,115.65314103592,,2.78728179693943,,13.6678388160909,202.065972063136,177.739177185467
350000,福建省,2011,106.293736786462,,4.83,0.04,14.66,240.66,114.69
350000,福建省,2010,132.916294955654,,1.81,,14.98,145.97,97.72
350000,福建省,2009,114.6,,2.5,,16.5,169.13,130.95
350000,福建省,2008,109.62,,4.16,,15.09,150.54,133.64
350000,福建省,2007,107.770640901821,,3.53,,14.03,140.69,105.08
350000,福建省,2006,107.940506002013,0.0,2.89082105837425,0,12.2095308340253,151.991913547557,108.86
350000,福建省,2005,105.43,,4.09544591998692,0,13.8669558199611,153.383830189414,160.884447084077
350000,福建省,2004,41.05522071433,,2.63912805794725,0.1,6.88349734581737,181.689548880868,132.480665559601
350000,福建省,2003,69.56,,1.75,0.05,5.75,154.05,109.08
350000,福建省,2002,70.9,0.0,1.65,,8.7,157.31,140.64
350000,福建省,2001,74.6630621126203,0.0,1.88302782539892,,6.82078333113543,132.31095872346,138.069761308189
350000,福建省,2000,64.1855977205025,,2.19725424167854,,5.6809998704831,127.141950524543,78.2567024996762
360000,江西省,2019,,,,,,,
360000,江西省,2018,,,,,,,
360000,江西省,2017,,,,,,,
360000,江西省,2016,,,,,,,
360000,江西省,2015,,,,,,,
360000,江西省,2014,,,,,,,
360000,江西省,2013,,,,,,,
360000,江西省,2012,486.786227254153,10.8246244080671,8.42201197086609,,3.87631547318574,76.8343924424894,108.208610369943
360000,江西省,2011,474.228190302536,10.93,11.79,0.11,3.51,78.07,97.67
360000,江西省,2010,527.096301447822,8.92,14.54,0.01,2.53,65.51,86.1
360000,江西省,2009,543.77,12.19,20.89,0.01,2.75,72.39,85.07
360000,江西省,2008,496.26,10.25,12.72,0.01,2.35,72.9,56.19
360000,江西省,2007,464.554852577611,13.3,16.02,0.09,2.9,69.69,51.4
360000,江西省,2006,483.637122946541,10.8662021903105,13.7156336040366,0.142543900991765,1.93396297938234,72.4225420452375,36.53
360000,江西省,2005,436.33,9.76858783398559,16.777980051055,0.135600715087738,1.26267757446278,63.8215777497265,27.810193814073
360000,江西省,2004,354.682232380677,7.08720610345227,12.0304869986739,0.1,1.15980595426624,75.1328935409365,17.917645064012
360000,江西省,2003,317.11,5.59,11.02,0.2,1.41,71.1,11.94
360000,江西省,2002,307.17,1.92,10.27,0.08,1.37,62.19,9.72
360000,江西省,2001,288.000460235641,2.33873343151694,9.73904639175258,0.023748159057437,1.38070692194404,65.0230117820324,9.73287923416789
360000,江西省,2000,216.595474613687,2.38383002207506,8.65544518027962,0.064661515820456,1.43027961736571,61.1751287711553,8.66418322295806
370000,山东省,2019,,,,,,,
370000,山东省,2018,,,,,,,
370000,山东省,2017,,,,,,,
370000,山东省,2016,,,,,,,
370000,山东省,2015,,,,,,,
370000,山东省,2014,,,,,,,
370000,山东省,2013,,,,,,,
370000,山东省,2012,632.949667654751,42.8030946817785,24.5559581517001,,2.76475675675676,494.383160244115,92.6532310374891
370000,山东省,2011,547.883322918082,28.67,25.34,0.02,2.83,499.21,81.5
370000,山东省,2010,563.163596650929,34.78,25.11,0.05,1.1,366.4,88.08
370000,山东省,2009,568.82,64.41,27.79,0.07,1.58,382.08,98.96
370000,山东省,2008,535.16,43.31,17.33,0.08,2.02,363.68,103.49
370000,山东省,2007,461.53168179429,50.94,25.4,0.07,1.35,357.64,94.35
370000,山东省,2006,478.058786158153,60.1192037890294,23.8584589508721,0.124336514726684,1.25516407971975,344.325544553951,76.84
370000,山东省,2005,424.47,58.0479684126515,25.0749681379562,0.1,0.93440918556008,338.865909733088,79.6894285529135
370000,山东省,2004,360.110590228299,36.6469017651833,18.8542759609396,0.103129467789999,0.932324840268465,344.015287874982,104.549496285909
370000,山东省,2003,393.95,33.48,25.25,0.05,1.27,330.07,92.57
370000,山东省,2002,406.04,14.39,26.4,0.05,0.99,334.83,73.16
370000,山东省,2001,375.898474889924,15.419373364814,28.6239550762555,0.082891966051943,0.998979005806904,265.9851955842,82.5280454342416
370000,山东省,2000,315.192486493278,7.4527578841563,24.3966578715919,0.122816936801106,1.36593793190099,306.162708883026,89.5676592536751
410000,河南省,2019,,,,,,,
410000,河南省,2018,,,,,,,
410000,河南省,2017,,,,,,,
410000,河南省,2016,,,,,,,
410000,河南省,2015,,,,,,,
410000,河南省,2014,,,,,,,
410000,河南省,2013,,,,,,,
410000,河南省,2012,670.566334474969,3.89825839830941,26.736595788093,,6.46962326022007,146.682896159732,24.3746586023464
410000,河南省,2011,633.679794525532,1.66,19.65,0.28,4.84,127.39,23.24
410000,河南省,2010,540.072964605526,4.42,15.12,0.47,4.12,126.29,39.25
410000,河南省,2009,546.95,12.85,23.61,0.08,5.17,153.12,42.32
410000,河南省,2008,528.71,10.66,15.05,0.23,4.38,146.05,43.12
410000,河南省,2007,453.708014250056,18.4,21.36,0.75,2.96,148.95,45.94
410000,河南省,2006,480.873069263228,15.0445964516949,25.3664625131545,0.314596451058958,4.14479107040641,138.080732165611,42.62
410000,河南省,2005,366.64,17.9603206102983,22.6981416578202,0.603888351998181,3.10534932488546,116.789864159248,49.2248991072317
410000,河南省,2004,289.290569577683,13.5149371330166,23.1974911761454,1.3499333680978,1.70072425799406,104.234396498369,42.8102439307028
410000,河南省,2003,280.35,15.29,21.53,2.21,1.93,113.38,33.13
410000,河南省,2002,276.88,11.6,35.09,1.91,1.66,101.08,31.07
410000,河南省,2001,271.813165927547,9.46835224327593,33.3046708518113,0.732073950354201,2.82647008005529,94.9779415999539,31.7316707942176
410000,河南省,2000,272.665630755064,7.2842426335175,35.5999079189687,1.81140653775322,2.10554788213628,95.9268531307551,34.6029005524862
420000,湖北省,2019,,,,,,,
420000,湖北省,2018,,,,,,,
420000,湖北省,2017,,,,,,,
420000,湖北省,2016,,,,,,,
420000,湖北省,2015,,,,,,,
420000,湖北省,2014,,,,,,,
420000,湖北省,2013,,,,,,,
420000,湖北省,2012,488.546903611249,93.9354541649226,58.5719996955744,0.2,3.81618402526732,143.527826020777,109.865462917158
420000,湖北省,2011,451.645262090781,88.3,60.91,0.1,2.97,137.61,66.13
420000,湖北省,2010,447.064080605063,55.03,72.15,0.1,2.77,139.41,78.09
420000,湖北省,2009,421.69,76.43,77.04,0.11,2.92,133.11,99.7
420000,湖北省,2008,390.36,70.09,65.14,0.05,2.11,136.45,90.38
420000,湖北省,2007,385.881057181874,81.48,61.27,0.2,1.55,138.89,82.72
420000,湖北省,2006,390.179154525484,69.2176581445849,62.0421374134236,0.301512180405762,2.06810466749958,133.107811010422,76.41
420000,湖北省,2005,382.44,55.9541600835336,77.7339484409728,0.557858330481788,2.34307151683191,135.089194608367,69.4647323658432
420000,湖北省,2004,302.518480811711,55.9932398816789,79.7178570322378,1.72482779278445,1.2976639739908,148.957001923975,66.5739892192428
420000,湖北省,2003,299.98,33.83,58.96,2.15,1.65,145.02,54.72
420000,湖北省,2002,328.47,15.91,46.91,1.88,1.91,129.35,40.05
420000,湖北省,2001,314.93261675315,17.62157153447,46.8704966641957,1.19006671608599,2.37790956263899,119.589251297257,55.5019273535953
420000,湖北省,2000,299.209854687615,10.7475842738069,50.1139632662093,1.37633694770229,2.97728110938998,118.991296009442,55.4260529615697
430000,湖南省,2019,,,,,,,
430000,湖南省,2018,,,,,,,
430000,湖南省,2017,,,,,,,
430000,湖南省,2016,,,,,,,
430000,湖南省,2015,,,,,,,
430000,湖南省,2014,,,,,,,
430000,湖南省,2013,,,,,,,
430000,湖南省,2012,200.557633434381,25.3078851459518,10.0038700228209,0.1,8.07462107019994,55.7723035525733,70.4893681664907
430000,湖南省,2011,206.571133479809,22.23,11.71,0.09,8.65,57.9,48.37
430000,湖南省,2010,245.297153847012,16.74,10.97,1.01,6.85,50.54,57.2
430000,湖南省,2009,283.77,30.04,11.41,0.56,8.63,53.35,66.28
430000,湖南省,2008,224.98,16.49,8.87,1,6.31,55.71,60.64
430000,湖南省,2007,191.558698836458,23.54,9.16,1.67,5.83,50.62,55.73
430000,湖南省,2006,208.539069004359,25.1845882279392,9.09307370360093,1.76434782761713,7.63106668888765,61.8198859285208,45.87
430000,湖南省,2005,184.91,22.4281518054674,9.35267037283735,1.13029648027851,9.05042962240589,74.7302706428611,44.7962212531472
430000,湖南省,2004,143.292387685183,12.0838009587708,7.93317938755019,1.76933189738715,5.61216684231883,90.1043503424659,45.2050315890348
430000,湖南省,2003,145.42,10.61,5.6,1.58,5.84,84.51,33.91
430000,湖南省,2002,127.4,3.98,8.75,1.62,5.56,85.87,39.42
430000,湖南省,2001,134.577420242024,3.25770077007701,8.93220572057206,0.816556655665567,4.42505500550055,76.441900440044,32.549504950495
430000,湖南省,2000,111.586702055261,2.91615625425344,9.25649925139513,0.515720702327481,5.01469987750102,72.0313052946781,33.3701510820743
440000,广东省,2019,,,,,,,
440000,广东省,2018,,,,,,,
440000,广东省,2017,,,,,,,
440000,广东省,2016,,,,,,,
440000,广东省,2015,,,,,,,
440000,广东省,2014,,,,,,,
440000,广东省,2013,,,,,,,
440000,广东省,2012,71.7641771049649,,4.3539285953514,,2.53850961216429,155.398608748077,56.8278618795642
440000,广东省,2011,80.0806490885757,,3.99,,3.15,173.6,43.15
440000,广东省,2010,82.046682804042,,3.04,,1.89,227.88,71.22
440000,广东省,2009,83.02,,4.06,0.01,2.1,212.42,56.45
440000,广东省,2008,82.53,,4.29,0.01,1.83,213.53,49.59
440000,广东省,2007,82.3530709085695,,3.82,,2.13,250.23,52.26
440000,广东省,2006,89.3357418442358,0.0,3.4347026048407,0,1.50713120177341,264.744176797873,46.74
440000,广东省,2005,91.04,,5.9199624828642,0,1.61895662928615,278.883185766413,48.592479942608
440000,广东省,2004,98.5468417022342,,6.1932361864072,,2.07527081574207,258.915960424699,39.4276435701639
440000,广东省,2003,97.69,,4.68,,1.73,256.92,29.63
440000,广东省,2002,84.41,0.0,3.43,0,2.49,271.29,39.19
440000,广东省,2001,88.9647067830348,,3.68664829275762,,2.11162149747359,258.363956515082,30.829964783341
440000,广东省,2000,86.3562547384382,,4.4221379833207,,2.03047763457165,255.309021986353,24.1981804397271
