省份编码,省份,年份,劳均粮食产量(公斤/人),劳均棉花产量(公斤/人),劳均油料产量(公斤/人),劳均糖料产量(公斤/人),劳均水果产量(公斤/人),劳均园林水果产量(公斤/人),劳均瓜果类产量(公斤/人),劳均蔬菜产量(公斤/人)
120000,天津市,2004,1518.54545454545,148.831168831169,19.2096474953618,,854.040816326531,365.886209029066,488.154607297464,7240.91527520099
120000,天津市,2003,1477.82457879088,117.260901883053,38.1702180376611,,1044.72993062438,392.008176412289,652.721754212091,7467.49628344896
120000,天津市,2002,1708.86546807192,77.3391196528208,42.1822690638562,,,,,
120000,天津市,2001,1784.15385572913,79.1896433683949,48.5989917221634,,,,,
120000,天津市,2000,,,,,,,,
130000,河北省,2019,,,,,,,,
130000,河北省,2018,,,,,,,,
130000,河北省,2017,,,,,,,,
130000,河北省,2016,,,,,,,,
130000,河北省,2015,,,,,,,,
130000,河北省,2014,,,,,,,,
130000,河北省,2013,,,,,,,,
130000,河北省,2012,2275.90564532346,39.5654108188097,100.124356028446,41.6609344329081,1272.26385279505,901.527894267477,370.735958527568,5394.3802880185
130000,河北省,2011,2194.43339769098,45.1976779787613,98.0658434463436,32.1746018093527,1189.1115543185,833.53006526271,355.581489055794,5107.59609352674
130000,河北省,2010,2030.75807928186,38.8627550035627,95.7327159603125,33.4227199445126,1100.32012469383,758.642740630144,341.677384063684,4827.01082257781
130000,河北省,2009,1972.51070388864,40.9797356020807,97.1076718152176,20.8296485065865,1069.98726788218,748.337146913674,321.650120968506,4569.78845245139
130000,河北省,2008,1965.19763159941,49.8658560090895,103.196867381064,40.156157537188,1036.68951431557,712.907039262563,323.782475053005,4520.76570620877
130000,河北省,2007,1899.38103259271,48.4437581882837,92.3057538568488,35.478997887757,996.994866447421,678.995882463036,317.998983984385,4305.15761610652
130000,河北省,2006,1813.95333666037,45.678797308361,87.2752536866517,37.0640520061713,932.122095773031,631.828142175426,300.293953597605,4119.29042758963
130000,河北省,2005,1648.22813794328,36.5979741086776,96.8717294921318,27.0567490596794,886.646750264812,582.573084949162,304.07366531565,4102.27738346685
130000,河北省,2004,1521.20269760509,40.8118024823119,94.6524487298623,12.8730598312617,825.804328558241,537.897119303701,287.90720925454,3795.24852254291
130000,河北省,2003,1441.81679301735,31.5210086316991,98.4862674770018,13.301209766289,767.308473798461,481.234221260125,286.074252538335,3564.64294232552
130000,河北省,2002,1468.68339096695,24.2321484022877,91.204758617155,8.88128480251317,,,,
130000,河北省,2001,1496.39233607874,25.1798847589336,92.3683870754652,5.94659516395879,,,,
130000,河北省,2000,,,,,,,,
140000,山西省,2019,,,,,,,,
140000,山西省,2018,,,,,,,,
140000,山西省,2017,,,,,,,,
140000,山西省,2016,,,,,,,,
140000,山西省,2015,,,,,,,,
140000,山西省,2014,,,,,,,,
140000,山西省,2013,,,,,,,,
140000,山西省,2012,1984.41221697673,7.31729615931119,30.4759521043476,63.5074676728955,1054.94899884605,945.164480687842,109.784518158205,1671.72322394639
140000,山西省,2011,1870.09809550182,9.93269763061079,29.3201754506282,50.8433115659454,968.530857676678,870.486003695207,98.044853981471,1539.19133854583
140000,山西省,2010,1716.85105688155,10.9664078811549,27.8297584984998,35.7210869371225,751.330772375707,646.261228120473,105.069544255234,1438.36718303521
140000,山西省,2009,1484.0839090329,13.2324670925662,26.8124492898611,24.2921534183557,707.698094480374,602.70254515664,104.995549323734,1407.11277934886
140000,山西省,2008,1616.64451905612,16.7852677764061,30.0659710482241,36.8612249070193,645.771012054066,534.456859337773,111.314152716293,1341.05129072081
140000,山西省,2007,1586.40516698173,18.1279143037177,21.1936042848141,33.2276307498425,539.115311909263,439.979521109011,99.1357908002521,1294.11578449905
140000,山西省,2006,1609.43194671359,20.2651753173307,23.0696242302375,16.966193288928,555.721220309162,428.16246701018,127.558753298982,1242.31227221315
140000,山西省,2005,1530.80390683696,16.1074067117456,33.2801152016028,6.20100801402454,492.187108690208,384.260267968946,107.926840721262,1411.12102429251
140000,山西省,2004,1651.26060219702,18.6817902650258,43.853563348856,7.46425767128719,533.093781340133,423.249811473307,109.843969866826,1424.52697292212
140000,山西省,2003,1470.20852499233,14.0548911376878,55.7664826740264,17.4126034958602,504.14382091383,360.972861085557,143.170959828274,1585.11039558418
140000,山西省,2002,1406.15765604941,11.3458572937003,58.3445886919729,28.0351866059966,,,,
140000,山西省,2001,1051.63991095781,12.7318173875387,27.4708827484558,13.7052034978689,,,,
140000,山西省,2000,,,,,,,,
150000,内蒙古自治区,2019,,,,,,,,
150000,内蒙古自治区,2018,,,,,,,,
150000,内蒙古自治区,2017,,,,,,,,
150000,内蒙古自治区,2016,,,,,,,,
150000,内蒙古自治区,2015,,,,,,,,
150000,内蒙古自治区,2014,,,,,,,,
150000,内蒙古自治区,2013,,,,,,,,
150000,内蒙古自治区,2012,4617.51043596622,0.283424014103997,264.942467390488,306.664783260525,517.716146649648,101.24208930614,416.474057343508,2695.98747747971
150000,内蒙古自治区,2011,4409.67030434042,0.429975180384562,247.266111417503,291.30039048691,556.767081447421,86.5139302354188,470.253151212002,2659.95180343928
150000,内蒙古自治区,2010,4038.848701681,0.209970727610327,239.816326141056,301.228646893986,520.559914454707,69.7099072872568,450.85000716745,2528.07188858751
150000,内蒙古自治区,2009,3756.99697318791,0.233188993138272,226.78179377884,207.744471880488,395.604558105436,55.8332179237402,339.771340181696,2617.43061181872
150000,内蒙古自治区,2008,4001.29765727054,0.536935734049348,220.660686278964,319.225378211148,447.116711430085,51.805474566706,395.311236863379,2554.83859824478
150000,内蒙古自治区,2007,3376.79848568205,0.675288830040189,148.144307786988,220.359370774782,388.018238952659,47.042324440756,340.975914511903,2382.37591264698
150000,内蒙古自治区,2006,3399.35092422746,0.422745872724707,190.341188090871,198.48548986407,414.799868303466,43.0764310239406,371.723437279526,2203.92831945816
150000,内蒙古自治区,2005,3157.09998480474,0.335245403434129,232.048700805349,262.642265613129,339.592007293724,41.8500227928886,297.741984500836,1916.76397963835
150000,内蒙古自治区,2004,2899.93835246975,1.42039762657009,199.729906758111,185.596054558064,249.179317253603,38.0985589889805,211.080758264622,1686.69530708176
150000,内蒙古自治区,2003,2591.71856846275,1.00489495838333,194.822200636154,189.397367769461,234.903148391521,38.2597184922766,196.643429899244,1612.78422185399
150000,内蒙古自治区,2002,2667.93161679601,0.489345957535624,206.651803502647,370.029220347988,,,,
150000,内蒙古自治区,2001,2376.75988798097,0.605363102773622,154.638623547013,255.278129435685,,,,
150000,内蒙古自治区,2000,,,,,,,,
210000,辽宁省,2019,,,,,,,,
210000,辽宁省,2018,,,,,,,,
210000,辽宁省,2017,,,,,,,,
210000,辽宁省,2016,,,,,,,,
210000,辽宁省,2015,,,,,,,,
210000,辽宁省,2014,,,,,,,,
210000,辽宁省,2013,,,,,,,,
210000,辽宁省,2012,3128.4818620579,0.084614819741725,182.637915356774,14.7043935942955,1351.25379520131,956.324549811384,394.929245389928,4499.08725827175
210000,辽宁省,2011,3067.38273590196,0.110911014179506,180.466234641141,11.7506904248306,1221.7384683626,865.567035197143,356.171433165452,4268.43253276226
210000,辽宁省,2010,2664.81746589052,0.09887025264293,150.340143858482,7.3553430088316,1106.59239674172,787.282387328668,319.310009413052,4027.61272567324
210000,辽宁省,2009,2403.90553814659,0.144445863888632,83.630377841521,9.35891344678428,990.579213560264,721.042324980077,269.536888580187,3935.11706347603
210000,辽宁省,2008,2794.58472783407,0.360683649493608,72.8618527542425,11.2594589324635,888.791060814027,634.716394641692,254.074666172335,3662.8504704135
210000,辽宁省,2007,2718.51851851852,0.311111111111111,39.0814814814815,7.45185185185185,789.222074074074,542.391703703704,246.83037037037,3306.66666666667
210000,辽宁省,2006,2628.55529656818,0.292549281754945,37.6072101695981,4.38823922632417,699.796751386501,502.749890111176,197.046861275325,3115.32804648023
210000,辽宁省,2005,2544.52518253521,0.391342084723739,53.6963608101145,9.17081389679792,657.764423725096,479.911324944378,177.853098780718,2849.12210383173
210000,辽宁省,2004,2542.21631009127,0.700883124561209,67.8858958725936,4.05380039167868,635.769426892806,454.71987584525,181.049551047556,3007.18087425636
210000,辽宁省,2003,2258.99345656304,0.52483189096282,92.5804360281036,5.13614570455025,598.468473901637,403.778910231282,194.689563670356,3238.91731749239
210000,辽宁省,2002,2309.23295671717,0.45606739339826,86.3101808674912,60.7841668322962,,,,
210000,辽宁省,2001,2145.06460922604,1.15498745597168,71.1564881089596,54.86221182713,,,,
210000,辽宁省,2000,,,,,,,,
220000,吉林省,2019,,,,,,,,
220000,吉林省,2018,,,,,,,,
220000,吉林省,2017,,,,,,,,
220000,吉林省,2016,,,,,,,,
220000,吉林省,2015,,,,,,,,
220000,吉林省,2014,,,,,,,,
220000,吉林省,2013,,,,,,,,
220000,吉林省,2012,6594.33869217872,1.65460104546799,159.223394812112,41.3078212841503,428.976230397475,117.858763191636,311.117467205839,1888.82256632804
220000,吉林省,2011,6266.68702199561,2.38888559514634,137.46032687101,32.1602339874706,446.063714155847,119.825299895259,326.238414260588,1919.68557933638
220000,吉林省,2010,5698.27698537593,1.03260597191456,141.21883989696,15.5323904697946,437.094630489039,130.459971734141,306.634658754899,2162.52869185202
220000,吉林省,2009,4985.35804395627,0.39680207520595,102.134179087842,13.43128413501,513.704465543272,129.826019110539,383.878446432733,1962.5678647063
220000,吉林省,2008,5776.65146634399,1.06644308584653,105.447890840814,49.3592493444823,557.069756931117,134.825824805145,422.243932125972,1744.3951734043
220000,吉林省,2007,4947.13621571643,0.100806593880274,57.8629848872771,10.0806593880274,469.289573594156,131.90885551653,337.380718077626,1607.03996961286
220000,吉林省,2006,5441.47884934023,,96.5536102848701,7.58589024414589,446.825704190206,135.652087117961,311.173617072246,1461.85974088196
220000,吉林省,2005,5168.88110137672,0.34342928660826,109.035294117647,14.7222027534418,471.243454317897,132.555694618273,338.687759699625,1667.20140175219
220000,吉林省,2004,5024.22034508988,0.017614796429,76.2730693782778,7.11117338564394,430.352496096721,136.710236598743,293.642259497978,1400.95600304256
220000,吉林省,2003,4467.33424936487,0.13819554966835,112.94273484841,13.8792617708405,500.505135378258,117.398009114184,383.107126264074,1741.79041330157
220000,吉林省,2002,4327.97905186227,0.080509633798413,90.11939656857,148.873646773752,,,,
220000,吉林省,2001,3788.70603295286,,66.6126826808383,134.693406518809,,,,
220000,吉林省,2000,,,,,,,,
230000,黑龙江省,2019,,,,,,,,
230000,黑龙江省,2018,,,,,,,,
230000,黑龙江省,2017,,,,,,,,
230000,黑龙江省,2016,,,,,,,,
230000,黑龙江省,2015,,,,,,,,
230000,黑龙江省,2014,,,,,,,,
230000,黑龙江省,2013,,,,,,,,
230000,黑龙江省,2012,8567.08028817201,,33.4799967286975,406.113766979175,399.361649926024,84.3704601384356,314.991189787588,1288.32011181907
230000,黑龙江省,2011,8220.8905748344,,34.3396985737406,405.809994065215,413.041680074597,80.0359909308403,333.005689143757,1165.75227103467
230000,黑龙江省,2010,7362.9773172914,,40.4405595057839,257.046167915336,410.750522666662,68.5022162153389,342.248306451323,1063.18273243161
230000,黑龙江省,2009,6391.55582415788,,41.3442998259762,161.513789460021,393.023397181203,72.4229300245912,320.600467156611,1029.50622004286
230000,黑龙江省,2008,6244.64217091844,,42.0891838363534,384.28567205652,543.24174524816,87.7263590410594,455.5153862071,1563.59898312099
230000,黑龙江省,2007,5074.83421872138,,31.1887158820297,303.68932038835,547.052134090493,75.8613665506503,471.190767539842,1493.00956219088
230000,黑龙江省,2006,5545.09583270214,,50.6185663687449,154.371082112431,596.936094700167,67.9822833935669,528.9538113066,1638.31519112438
230000,黑龙江省,2005,4408.29477976348,,86.3884631560938,220.985022918285,502.644976867858,65.8640870823561,436.780889785502,1644.6225789665
230000,黑龙江省,2004,4165.33651644066,,63.8309714491929,133.246353075076,438.017960498008,58.8951656557525,379.122794842256,1482.40481907644
230000,黑龙江省,2003,3393.3720985203,,60.3627989275415,96.4267142114256,481.82209885798,54.2765295027385,427.545569355242,1618.50882346982
230000,黑龙江省,2002,3952.21650384982,,70.9614480173074,587.964901436461,,,,
230000,黑龙江省,2001,3567.58938481719,,48.8260737950288,443.737378493828,,,,
230000,黑龙江省,2000,,,,,,,,
310000,上海市,2019,,,,,,,,
310000,上海市,2018,,,,,,,,
310000,上海市,2017,,,,,,,,
310000,上海市,2016,,,,,,,,
310000,上海市,2015,,,,,,,,
310000,上海市,2014,,,,,,,,
310000,上海市,2013,,,,,,,,
310000,上海市,2012,3128.09896232684,9.73948269692788,44.2493482594694,25.9162705106579,2228.40285232326,1230.75448550836,997.648366814906,10400.5521903594
310000,上海市,2011,3616.61239523835,14.2707165607929,55.3005094989828,32.3078109337651,2608.76231486919,1192.90971962728,1415.85259524191,12107.0007176877
310000,上海市,2010,2974.50069086798,8.8380856676297,57.6033161663108,68.9611857806808,2560.74362517272,1109.45609848009,1451.28752669263,10000.7787966336
310000,上海市,2009,2614.80605995487,5.62372407865048,72.8032663586548,34.9457397657677,2249.62071559042,970.430858493607,1279.18985709681,8468.3678951327
310000,上海市,2008,2329.70795568983,6.41087613293051,72.563947633434,20.0906344410876,2238.5055387714,928.801611278953,1309.70392749245,8257.67371601208
310000,上海市,2007,2231.81439152401,5.12990304278871,73.9400925426334,21.2247183662792,2296.74547505764,897.763689279116,1398.98178577852,8450.79176272461
310000,上海市,2006,2117.42682226171,3.80299750018073,100.947800577584,167.967308299628,2059.61897731899,740.703678196782,1318.91529912221,7966.78322343514
310000,上海市,2005,1695.66266999276,2.8550736299992,111.611812987849,233.551138649714,1626.04168343124,541.179689386014,1084.86199404522,6582.88243341112
310000,上海市,2004,1552.13200934579,2.58907710280374,107.974591121495,197.644567757009,1627.33936915888,492.704439252336,1134.63492990654,6425.62061915888
310000,上海市,2003,1289.24864547294,1.43612507343821,83.3605326718454,171.423722175077,1494.5792806319,434.873033487826,1059.70624714407,6012.67445655722
310000,上海市,2002,1584.88732308814,1.12373200510235,119.692644111037,105.663609305716,,,,
310000,上海市,2001,1804.98271546072,1.72487781618787,152.670163309095,101.112170699726,,,,
310000,上海市,2000,,,,,,,,
320000,江苏省,2019,,,,,,,,
320000,江苏省,2018,,,,,,,,
320000,江苏省,2017,,,,,,,,
320000,江苏省,2016,,,,,,,,
320000,江苏省,2015,,,,,,,,
320000,江苏省,2014,,,,,,,,
320000,江苏省,2013,,,,,,,,
320000,江苏省,2012,4169.42255544841,27.2568800534085,181.671488267438,12.0578344830997,984.071656405311,347.677101105259,636.394555300052,6162.49932003066
320000,江苏省,2011,3934.249964318,29.3537869308721,171.336172034826,11.4269232599077,900.47052666635,319.453470669394,581.017055996955,5455.64025405585
320000,江苏省,2010,3726.76853871232,30.0467768728328,175.068830854655,11.8289999654406,850.817675993871,273.052979598419,577.764696395452,4877.48718421325
320000,江苏省,2009,3644.31256628382,28.8032392801537,183.035516844552,13.1377349549834,807.494076765124,265.602139133967,541.891937631157,4329.9006024776
320000,江苏省,2008,3477.05497826492,35.6904310882871,164.565462568572,9.58380325643019,747.709492264062,256.827496797223,490.881995466839,3881.28833751246
320000,江苏省,2007,3277.19011896167,36.361572344811,151.789237996589,6.89935863230694,672.421398453603,236.185902466074,436.235495987528,3471.54632403089
320000,江苏省,2006,3035.84438506607,34.8292108940259,173.044002647513,7.73975927242419,616.230039467556,210.482582796068,405.747456671488,3063.43735444807
320000,江苏省,2005,2584.97216307287,29.4245904711531,196.970357434352,20.2682011554263,552.954909193709,184.524036422829,368.43087277088,3287.25757251052
320000,江苏省,2004,2392.29813034324,42.520420778474,201.578511208639,24.6681380383402,524.2768715594,169.532374404898,354.744497154502,3110.74219707924
320000,江苏省,2003,1912.86347191859,22.5178277776703,154.346804929482,26.6225309059955,465.820580781211,141.543074928902,324.277505852309,2880.91323105496
320000,江苏省,2002,2071.68461335633,25.8561319242034,154.667374557271,24.7157629184097,,,,
320000,江苏省,2001,2006.49952941497,31.4067082236438,158.587085510073,21.8292799367097,,,,
320000,江苏省,2000,,,,,,,,
330000,浙江省,2019,,,,,,,,
330000,浙江省,2018,,,,,,,,
330000,浙江省,2017,,,,,,,,
330000,浙江省,2016,,,,,,,,
330000,浙江省,2015,,,,,,,,
330000,浙江省,2014,,,,,,,,
330000,浙江省,2013,,,,,,,,
330000,浙江省,2012,1262.07066152963,4.9005656201328,62.7936716124272,114.99713091237,1153.93015820969,676.586277563735,477.343880645955,2983.53356832527
330000,浙江省,2011,1256.39710976619,5.20129562205129,64.0638487690787,114.310676022151,1145.09038008664,642.063028958599,503.027351128043,2918.54893545198
330000,浙江省,2010,1203.25063623164,4.58602007837749,61.6248497244297,115.985105153867,1094.96572936346,597.191056847101,497.774672516355,2792.87186372933
330000,浙江省,2009,1195.77240700053,4.25471626638382,65.525115539056,123.283885142814,1079.49768921888,584.102432002424,495.395257216456,2674.08576407304
330000,浙江省,2008,1145.23881599835,4.1599539275984,60.9404971980006,126.187582601762,1104.44332873102,609.337192389194,495.106136341822,2595.886118474
330000,浙江省,2007,1025.56018466389,3.6203693277784,46.4490203805878,80.721343317194,987.341374845175,500.881657471006,486.45971737417,2618.17391059565
330000,浙江省,2006,1012.61974944731,3.14980524265712,46.851905463733,73.0996683861459,855.398594588904,429.389014633119,426.009579955785,2396.5966154332
330000,浙江省,2005,1009.82306095256,2.6731120820551,62.1449598710917,111.520312354746,716.388584177745,351.636329831738,364.752254346007,2187.2292770599
330000,浙江省,2004,982.472243305738,2.67923440359145,57.3914885354703,125.073694243906,743.793150112674,388.575950670456,355.217199442218,2081.65804694073
330000,浙江省,2003,880.291144718009,2.3330411530396,48.5599210003661,137.511178670099,630.637877661522,317.650315665672,312.98756199585,1995.22096597024
330000,浙江省,2002,984.253325603622,2.33771524372092,49.0642349414265,118.497615802036,,,,
330000,浙江省,2001,1072.65854682906,3.16173676526469,58.2188356232875,105.963980720386,,,,
330000,浙江省,2000,,,,,,,,
340000,安徽省,2019,,,,,,,,
340000,安徽省,2018,,,,,,,,
340000,安徽省,2017,,,,,,,,
340000,安徽省,2016,,,,,,,,
340000,安徽省,2015,,,,,,,,
340000,安徽省,2014,,,,,,,,
340000,安徽省,2013,,,,,,,,
340000,安徽省,2012,2223.20382387543,19.870538983799,153.905105406331,13.9314734648176,598.467191842327,176.636048130325,421.831143712002,1573.2267886226
340000,安徽省,2011,2080.03073310917,25.0757970695349,141.797794676521,14.3529086083719,561.633705426983,160.398994407467,401.234711019516,1468.71709734514
340000,安徽省,2010,1995.20062178179,20.4669840344571,147.416431879271,14.4892645487224,521.586903720975,152.639658020014,368.947245700962,1384.34625473623
340000,安徽省,2009,1943.66461466427,21.9067065546006,152.173860740459,13.8001487883249,472.171264859047,136.579388068443,335.591876790604,1284.0461560378
340000,安徽省,2008,1870.58193888884,22.4902938000971,141.089136171411,18.2617008046478,428.067886167544,106.81070512642,321.257181041123,1190.10533740452
340000,安徽省,2007,1716.47464245042,22.1382278555899,117.846363864937,14.126100010353,443.412184047446,122.516084184994,320.896099862452,1132.13334713738
340000,安徽省,2006,1627.00973796438,20.1504025177313,119.943758694611,13.8374877420238,418.246140162831,101.834648452644,316.411491710187,984.350783370202
340000,安徽省,2005,1462.99005225165,18.2295984119541,151.995754728901,11.9736860577099,399.589399176215,85.1974809145302,314.391918261685,938.470972397315
340000,安徽省,2004,1500.83653843392,22.5429701430124,163.961259468082,13.6795338967343,393.720305484603,78.0759356119151,315.644369872688,906.349252162956
340000,安徽省,2003,1168.12497692547,12.7107693443669,122.065737356476,13.7653940074788,321.236003649731,70.6437134433527,250.592290206379,798.239321107788
340000,安徽省,2002,1415.39375076784,17.2509111757238,144.518970883329,16.0562983742168,,,,
340000,安徽省,2001,1257.26296522576,17.9515609561092,150.255973168199,14.7394886570774,,,,
340000,安徽省,2000,,,,,,,,
350000,福建省,2019,,,,,,,,
350000,福建省,2018,,,,,,,,
350000,福建省,2017,,,,,,,,
350000,福建省,2016,,,,,,,,
350000,福建省,2015,,,,,,,,
350000,福建省,2014,,,,,,,,
350000,福建省,2013,,,,,,,,
350000,福建省,2012,1067.44125219209,0.01149524942627,45.4523781363918,91.4294901233546,1147.62741694703,1013.23661780943,134.390799137597,2710.18007146321
350000,福建省,2011,1081.58412851466,0.011735408968151,44.1492515742931,89.9802033296249,1105.83064149041,974.091351799348,131.739289691062,2609.7805309726
350000,福建省,2010,1059.01897283554,0.009599937024413,42.6304403443113,98.4814339617932,1028.41773357967,903.161915257836,125.255818321832,2501.33143126581
350000,福建省,2009,1056.13858683827,0.04086064556019,41.5989879229869,104.29663941779,1021.57442085578,893.367018553901,128.20740230188,2409.73202384995
350000,福建省,2008,1024.0523897449,0.062008757206359,39.8703750101255,111.309329821911,992.857376090805,868.702186538668,124.155189552137,2323.77111201953
350000,福建省,2007,975.310033937883,0.102368297095468,35.7853755927128,86.5488230986743,912.564089765986,794.44356990651,118.120519859477,2212.59902862299
350000,福建省,2006,932.803236586993,0.087637004093634,34.83030394588,85.6282540260294,841.235975342395,730.152949369374,111.083025973021,2088.29412263216
350000,福建省,2005,1010.91942243676,0.006219476857185,38.764727085115,131.930087426055,790.271324677895,677.580623502555,112.69070117534,1982.6849764296
350000,福建省,2004,1009.76238465441,0.009323625793537,38.1400737663335,139.264256235175,758.105795730328,642.919117546241,115.186678184087,1878.21671945484
350000,福建省,2003,955.662325408811,0.014874434645855,34.8746530722374,158.283013187928,699.487441722535,591.868897001039,107.618544721495,1793.28850768348
350000,福建省,2002,1006.22051799921,0.007778696352457,34.0886205780666,155.4613337155,,,,
350000,福建省,2001,1068.98085173171,0.01425656586795,34.1062833525165,124.961023333682,,,,
350000,福建省,2000,,,,,,,,
360000,江西省,2019,,,,,,,,
360000,江西省,2018,,,,,,,,
360000,江西省,2017,,,,,,,,
360000,江西省,2016,,,,,,,,
360000,江西省,2015,,,,,,,,
360000,江西省,2014,,,,,,,,
360000,江西省,2013,,,,,,,,
360000,江西省,2012,2480.28194885822,18.1075572458782,139.284225463911,73.2573068858756,679.66316324462,440.5198693807,239.143293863919,1443.23297518671
360000,江西省,2011,2413.74079909696,16.7971450744303,133.557368953272,73.8982433036239,682.662441502246,455.816734473109,226.845707029137,1370.72337323331
360000,江西省,2010,2275.80626382582,15.2256374432414,125.243334497613,68.8067295377809,545.35359180347,345.940738153452,199.412853650017,1298.53358947491
360000,江西省,2009,2284.05883057411,14.2689805019646,116.365461274815,70.9459313034998,567.381423544776,373.053361543419,194.328062001357,1241.63340956139
360000,江西省,2008,2194.40444237741,12.5420955604243,102.196982007475,71.9550831264744,498.176316659476,308.586765884245,189.589550775231,1215.88743885287
360000,江西省,2007,2074.91036692349,13.909854734479,90.0906683521681,52.4028203088391,415.369811361878,237.743208046816,177.626603315062,1163.00229940172
360000,江西省,2006,2008.19576657949,12.0654602441788,87.1406939929478,55.2038882241447,335.538495748578,170.410105994346,165.128389754233,1128.40013130169
360000,江西省,2005,1837.86610878661,9.12092050209205,79.6264644351464,81.9191422594142,340.412552301255,136.278347280335,204.134205020921,1198.66746861925
360000,江西省,2004,1721.32717119598,8.77866506575304,77.1417481355739,88.7246342309145,301.195820373351,105.964817852947,195.231002520404,1157.97508578171
360000,江西省,2003,1483.84225415518,7.79091360197259,77.7336696013382,120.983839696336,279.476670128249,79.5677285028059,199.908941625443,1125.44733705411
360000,江西省,2002,1580.39675659136,6.82247947371105,84.0616043653424,133.455454128206,,,,
360000,江西省,2001,1632.03688403358,8.21220559584647,92.3421769331987,126.181543702888,,,,
360000,江西省,2000,,,,,,,,
370000,山东省,2019,,,,,,,,
370000,山东省,2018,,,,,,,,
370000,山东省,2017,,,,,,,,
370000,山东省,2016,,,,,,,,
370000,山东省,2015,,,,,,,,
370000,山东省,2014,,,,,,,,
370000,山东省,2013,,,,,,,,
370000,山东省,2012,2293.38606653839,35.5079849629029,178.407328424333,0.003660145338271,1486.68556047246,774.639310469287,712.046250003177,4771.41023508808
370000,山东省,2011,2227.271469294,39.4796999972324,171.588349104193,0.008352978767835,1434.51385411975,748.998623771269,685.515230348485,4619.76747521153
370000,山东省,2010,2179.91673873258,36.4083542827263,172.032258713272,,1404.70672525793,723.465297749532,681.241427508396,4540.52740457133
370000,山东省,2009,2171.01871342382,46.3356737058917,168.25337186171,0.028971729929155,1372.26147992224,713.773693568628,658.487786353611,4495.2442100551
370000,山东省,2008,2161.67535548029,52.7973920874716,172.829559724495,0.029224856349176,1325.57870035643,708.251201846849,617.327498509583,4381.17802554638
