省份编码,省份,年份,乡村从业人员(万人),乡村男性从业人员(万人),乡村女性从业人员(万人),农林牧渔业从业人员(万人)
140000,山西省,2008,1074.85,594.33,480.52,637.85
140000,山西省,2007,1062.36,587.37,474.99,633.92
140000,山西省,2006,1049.045,580.485,468.56,635.68
140000,山西省,2005,1035.73,573.6,462.13,637.44
140000,山西省,2004,1021.46,565.12,456.34,640.32
140000,山西省,2003,1012.81,560.57,452.24,645.97
140000,山西省,2002,1000.3,553.48,446.82,658.43
140000,山西省,2001,988.62,547.61,441.01,657.98
140000,山西省,2000,988.55,547.6,440.95,658.25
150000,内蒙古自治区,2019,,,,
150000,内蒙古自治区,2018,,,,
150000,内蒙古自治区,2017,,,,
150000,内蒙古自治区,2016,753.2614,417.276,335.9854,561.4662
150000,内蒙古自治区,2015,,,,
150000,内蒙古自治区,2014,,,,
150000,内蒙古自治区,2013,,,,
150000,内蒙古自治区,2012,742.3168,410.4608,331.856,552.8522
150000,内蒙古自治区,2011,732.2354,404.2288,328.0066,542.3267
150000,内蒙古自治区,2010,719.4803,399.339,320.1413,540.5265
150000,内蒙古自治区,2009,702.9712,388.0644,314.9068,528.1939
150000,内蒙古自治区,2008,688.3889,382.9054,305.4835,526.7444
150000,内蒙古自治区,2007,698.04,391.52,306.52,538.56
150000,内蒙古自治区,2006,694.415,390.96,303.455,533.87
150000,内蒙古自治区,2005,690.79,390.4,300.39,529.18
150000,内蒙古自治区,2004,675.78,381.56,294.22,523.78
150000,内蒙古自治区,2003,652.27,366.25,286.02,514.38
150000,内蒙古自治区,2002,650.53,366.12,284.41,535.68
150000,内蒙古自治区,2001,632.53,359.61,272.92,518.38
150000,内蒙古自治区,2000,631.52,355.61,275.91,524.3
210000,辽宁省,2019,,,,
210000,辽宁省,2018,,,,
210000,辽宁省,2017,,,,
210000,辽宁省,2016,,,,
210000,辽宁省,2015,,,,
210000,辽宁省,2014,,,,
210000,辽宁省,2013,,,,
210000,辽宁省,2012,1217.786,665.4112,552.3748,660.0152
210000,辽宁省,2011,1223.08,669.6,553.47,663.63
210000,辽宁省,2010,1208.4931,666.794,541.6991,663.5601
210000,辽宁省,2009,1180.535,652.1865,528.3485,661.4087
210000,辽宁省,2008,1164.681,644.1631,520.5179,662.2706
210000,辽宁省,2007,1153.62,638.07,515.55,669.09
210000,辽宁省,2006,1132.89,629.26,503.63,680.91
210000,辽宁省,2005,1113.5313,618.5294,495.0019,686.381
210000,辽宁省,2004,1083.85,602.9,480.95,685.82
210000,辽宁省,2003,1016.32,566.24,450.08,667.33
210000,辽宁省,2002,993.45,551.89,441.56,659.19
210000,辽宁省,2001,977.51,544.02,433.49,648.95
210000,辽宁省,2000,965.9608,538.9261,427.0347,651.1507
220000,吉林省,2019,,,,
220000,吉林省,2018,,,,
220000,吉林省,2017,,,,
220000,吉林省,2016,,,,
220000,吉林省,2015,,,,
220000,吉林省,2014,,,,
220000,吉林省,2013,,,,
220000,吉林省,2012,751.41,417.91,333.5,503.73
220000,吉林省,2011,748.5,415.75,332.75,510.17
220000,吉林省,2010,733.78,414.59,319.19,501.85
220000,吉林省,2009,723.15,408.11,315.04,495.82
220000,吉林省,2008,711.52,402.85,308.67,491.07
220000,吉林省,2007,700.8587,397.3626,303.4961,492.1986
220000,吉林省,2006,691.9,393.43,298.47,499.8
220000,吉林省,2005,685.16,391.06,294.1,502.06
220000,吉林省,2004,670.94,383.0,287.94,496.69
220000,吉林省,2003,669.02,385.29,283.73,502.47
220000,吉林省,2002,656.0,378.32,277.68,509.14
220000,吉林省,2001,640.03,371.43,268.6,514.34
220000,吉林省,2000,640.97,368.82,272.15,516.83
230000,黑龙江省,2019,,,,
230000,黑龙江省,2018,,,,
230000,黑龙江省,2017,,,,
230000,黑龙江省,2016,,,,
230000,黑龙江省,2015,,,,
230000,黑龙江省,2014,,,,
230000,黑龙江省,2013,,,,
230000,黑龙江省,2012,988.49,552.05,436.44,667.32
230000,黑龙江省,2011,989.17,553.42,435.75,677.71
230000,黑龙江省,2010,989.4483,564.1608,425.2875,677.5203
230000,黑龙江省,2009,978.1859,557.67,420.5159,684.1028
230000,黑龙江省,2008,966.33,553.96,412.37,678.01
230000,黑龙江省,2007,949.41,543.13,406.28,675.15
230000,黑龙江省,2006,944.3,541.4,402.9,689.6
230000,黑龙江省,2005,948.93,545.08,403.85,696.67
230000,黑龙江省,2004,943.32,540.45,402.87,706.14
230000,黑龙江省,2003,936.1,535.8,400.3,734.8
230000,黑龙江省,2002,929.22,533.06,396.16,745.91
230000,黑龙江省,2001,918.79,526.89,391.9,742.47
230000,黑龙江省,2000,913.21,524.35,388.86,744.08
310000,上海市,2019,,,,
310000,上海市,2018,,,,
310000,上海市,2017,,,,
310000,上海市,2016,,,,
310000,上海市,2015,,,,
310000,上海市,2014,,,,
310000,上海市,2013,,,,
310000,上海市,2012,187.4503,106.8416,80.6087,44.8732
310000,上海市,2011,188.3226,108.2526,80.07,33.3788
310000,上海市,2010,188.7,97.56,91.14,34.06
310000,上海市,2009,205.72,113.52,92.2,45.55
310000,上海市,2008,211.1,116.01,95.09,47.52
310000,上海市,2007,218.76,120.02,98.74,51.78
310000,上海市,2006,230.76,122.33,108.43,46.0776
310000,上海市,2005,243.49,126.23,117.26,59.05
310000,上海市,2004,248.05,128.42,119.63,65.22
310000,上海市,2003,250.05,130.1,119.95,71.74
310000,上海市,2002,253.45,129.78,123.67,81.45
310000,上海市,2001,255.0,128.3,126.7,83.18
310000,上海市,2000,255.6,127.7,127.9,84.6
320000,江苏省,2019,,,,
320000,江苏省,2018,,,,
320000,江苏省,2017,,,,
320000,江苏省,2016,,,,
320000,江苏省,2015,,,,
320000,江苏省,2014,,,,
320000,江苏省,2013,,,,
320000,江苏省,2012,2620.82,1373.68,1247.14,796.03
320000,江苏省,2011,2652.65,1390.26,1262.39,821.69
320000,江苏省,2010,2670.68,1401.55,1269.13,859.83
320000,江苏省,2009,2667.7,1395.33,1272.37,876.31
320000,江苏省,2008,2657.3,1389.41,1267.89,896.37
320000,江苏省,2007,2661.88,1384.52,1277.36,930.17
320000,江苏省,2006,2656.8,1383.51,1273.29,981.37
320000,江苏省,2005,2662.5,1384.61,1277.89,1058.28
320000,江苏省,2004,2664.81,1380.39,1284.42,1134.85
320000,江苏省,2003,2649.08,1372.51,1276.57,1230.29
320000,江苏省,2002,2649.3,1366.17,1283.13,1354.16
320000,江苏省,2001,2684.41,1383.65,1300.76,1452.3
320000,江苏省,2000,2688.03,1382.49,1305.54,1480.22
330000,浙江省,2019,,,,
330000,浙江省,2018,,,,
330000,浙江省,2017,,,,
330000,浙江省,2016,,,,
330000,浙江省,2015,,,,
330000,浙江省,2014,,,,
330000,浙江省,2013,,,,
330000,浙江省,2012,2380.24,1257.78,1122.46,603.14
330000,浙江省,2011,2370.79,1256.86,1113.93,616.76
330000,浙江省,2010,2346.8,1252.8,1094.0,627.43
330000,浙江省,2009,2321.41,1240.14,1081.27,653.55
330000,浙江省,2008,2304.33,1232.43,1071.9,666.35
330000,浙江省,2007,2318.21,1237.03,1081.18,688.04
330000,浙江省,2006,2303.7,1231.33,1072.37,732.92
330000,浙江省,2005,2298.54,1231.68,1066.86,786.92
330000,浙江省,2004,2252.34,1202.96,1049.38,826.63
330000,浙江省,2003,2219.9,1186.65,1033.25,872.96
330000,浙江省,2002,2185.6,1170.86,1014.74,929.58
330000,浙江省,2001,2170.08,1167.03,1003.05,985.11
330000,浙江省,2000,2108.44,1135.82,972.62,1014.93
340000,安徽省,2019,,,,
340000,安徽省,2018,,,,
340000,安徽省,2017,,,,
340000,安徽省,2016,,,,
340000,安徽省,2015,,,,
340000,安徽省,2014,,,,
340000,安徽省,2013,,,,
340000,安徽省,2012,3073.5778,1657.9112,1415.6666,1465.8737
340000,安徽省,2011,3085.0948,1656.7278,1428.367,1493.0093
340000,安徽省,2010,3075.87,1658.61,1417.26,1521.85
340000,安徽省,2009,3052.55,1643.33,1409.22,1566.05
340000,安徽省,2008,3014.2,1619.23,1394.97,1592.8
340000,安徽省,2007,2997.93,1608.87,1389.06,1639.67
340000,安徽省,2006,2985.13,1603.22,1381.91,1740.98
340000,安徽省,2005,2939.21,1574.17,1365.04,1766.94
340000,安徽省,2004,2910.81,1554.67,1356.14,1794.67
340000,安徽省,2003,2861.72,1529.95,1331.77,1860.57
340000,安徽省,2002,2841.36,1514.5,1326.86,1931.49
340000,安徽省,2001,2821.52,1501.72,1319.8,1975.55
340000,安徽省,2000,2797.76,1487.89,1309.87,2001.82
350000,福建省,2019,,,,
350000,福建省,2018,,,,
350000,福建省,2017,,,,
350000,福建省,2016,,,,
350000,福建省,2015,,,,
350000,福建省,2014,,,,
350000,福建省,2013,,,,
350000,福建省,2012,1423.5856,764.2815,659.3041,614.9278
350000,福建省,2011,1417.6677,760.1939,657.4738,620.3651
350000,福建省,2010,1395.8064,752.5717,643.2347,623.733
350000,福建省,2009,1375.3254,742.1793,633.1461,626.2752
350000,福建省,2008,1357.7621,731.0112,626.7509,636.5536
350000,福建省,2007,1325.61,712.5,613.11,637.46
350000,福建省,2006,1319.31,710.33,608.98,664.815
350000,福建省,2005,1313.01,708.16,604.85,692.17
350000,福建省,2004,1311.52,706.49,605.03,722.74
350000,福建省,2003,1283.67,691.66,592.01,735.92
350000,福建省,2002,1274.5315,685.5365,588.99,756.5737
350000,福建省,2001,1255.15,675.61,579.54,760.39
350000,福建省,2000,1244.12,669.29,574.83,768.73
360000,江西省,2019,,,,
360000,江西省,2018,,,,
360000,江西省,2017,,,,
360000,江西省,2016,,,,
360000,江西省,2015,,,,
360000,江西省,2014,,,,
360000,江西省,2013,,,,
360000,江西省,2012,1806.6277,960.4056,846.2221,831.5892
360000,江西省,2011,1784.93,948.49,836.44,849.51
360000,江西省,2010,1761.15,933.17,827.98,851.41
360000,江西省,2009,1724.2,909.83,814.37,866.39
360000,江西省,2008,1704.98,899.57,805.41,887.12
360000,江西省,2007,1678.59,883.32,795.27,897.51
360000,江西省,2006,1653.07,872.51,780.56,937.75
360000,江西省,2005,1638.75,861.06,777.69,951.03
360000,江西省,2004,1605.38,843.12,762.26,960.97
360000,江西省,2003,1588.36,831.17,757.19,971.26
360000,江西省,2002,1577.38,825.02,752.36,983.53
360000,江西省,2001,1552.18,813.27,738.91,977.37
360000,江西省,2000,1547.15,809.58,737.57,983.37
370000,山东省,2019,,,,
370000,山东省,2018,,,,
370000,山东省,2017,,,,
370000,山东省,2016,,,,
370000,山东省,2015,,,,
370000,山东省,2014,,,,
370000,山东省,2013,,,,
370000,山东省,2012,4092.52,2181.03,1911.49,1953.06
370000,山东省,2011,4083.54,2175.72,1907.82,1981.21
370000,山东省,2010,4061.88,2177.23,1884.65,1993.42
370000,山东省,2009,3990.63,2137.48,1853.15,1984.42
370000,山东省,2008,3949.29,2109.75,1839.54,1991.87
370000,山东省,2007,3857.89,2063.92,1793.97,1949.98
370000,山东省,2006,3800.32,2032.82,1767.5,2011.82
370000,山东省,2005,3782.23,2015.26,1766.97,2045.93
370000,山东省,2004,3754.19,1995.37,1758.82,2180.12
370000,山东省,2003,3718.35,1975.21,1743.14,2264.62
370000,山东省,2002,3695.18,1965.6,1729.58,2370.91
370000,山东省,2001,3653.7,1941.68,1712.02,2434.28
370000,山东省,2000,3639.63,1933.95,1705.68,2462.62
410000,河南省,2019,,,,
410000,河南省,2018,,,,
410000,河南省,2017,,,,
410000,河南省,2016,,,,
410000,河南省,2015,,,,
410000,河南省,2014,,,,
410000,河南省,2013,,,,
410000,河南省,2012,4905.0,2624.24,2280.76,2611.18
410000,河南省,2011,4911.16,2626.02,2285.14,2655.29
410000,河南省,2010,4914.67,2630.1,2284.57,2698.45
410000,河南省,2009,4881.66,2600.09,2281.57,2754.21
410000,河南省,2008,4859.13,2582.21,2276.92,2837.24
410000,河南省,2007,4814.56,2553.43,2261.13,2909.88
410000,河南省,2006,4776.93,2538.39,2238.54,3039.48
410000,河南省,2005,4752.36,2517.51,2234.85,3127.67
410000,河南省,2004,4717.98,2498.75,2219.23,3234.98
410000,河南省,2003,4695.01,2483.47,2211.54,3321.24
410000,河南省,2002,4690.91,2484.05,2206.86,3392.97
410000,河南省,2001,4687.78,2478.55,2209.23,3472.27
410000,河南省,2000,4712.43,2492.8,2219.63,3558.55
420000,湖北省,2019,,,,
420000,湖北省,2018,,,,
420000,湖北省,2017,,,,
420000,湖北省,2016,,,,
420000,湖北省,2015,,,,
420000,湖北省,2014,,,,
420000,湖北省,2013,,,,
420000,湖北省,2012,2259.91,1208.63,1051.28,885.63
420000,湖北省,2011,2203.02,1177.3,1025.72,885.63
420000,湖北省,2010,2154.44,1154.45,999.99,900.14
420000,湖北省,2009,2123.29,1139.68,983.61,965.73
420000,湖北省,2008,2078.77,1105.78,972.99,995.76
420000,湖北省,2007,2030.61,1078.38,952.23,1047.67
420000,湖北省,2006,1967.12,1045.36,921.76,1085.81
420000,湖北省,2005,1932.76,1027.33,905.43,1101.78
420000,湖北省,2004,1877.03,995.36,881.67,1105.71
420000,湖北省,2003,1832.46,970.71,861.75,1110.71
420000,湖北省,2002,1797.56,953.17,844.39,1130.97
420000,湖北省,2001,1781.68,937.25,844.43,1143.72
420000,湖北省,2000,1781.7,937.67,844.03,1159.13
430000,湖南省,2019,,,,
430000,湖南省,2018,,,,
430000,湖南省,2017,,,,
430000,湖南省,2016,,,,
430000,湖南省,2015,,,,
430000,湖南省,2014,,,,
430000,湖南省,2013,,,,
430000,湖南省,2012,3197.33,1737.89,1459.44,1857.39
430000,湖南省,2011,3168.85,1726.11,1442.74,1863.91
430000,湖南省,2010,3129.39,1707.2,1422.19,1861.85
430000,湖南省,2009,3092.04,1686.82,1405.22,1867.33
430000,湖南省,2008,3049.17,1657.66,1391.51,1877.91
430000,湖南省,2007,3027.7,1652.24,1375.46,1890.78
430000,湖南省,2006,3001.545,1635.9,1365.645,1921.34
430000,湖南省,2005,2975.39,1619.56,1355.83,1951.9
430000,湖南省,2004,2951.56,1604.66,1346.9,1975.89
430000,湖南省,2003,2914.38,1579.05,1335.33,1997.67
430000,湖南省,2002,2898.23,1571.86,1326.37,2019.6
430000,湖南省,2001,2877.58,1560.42,1317.16,2058.67
430000,湖南省,2000,2856.09,1549.78,1306.31,2071.38
440000,广东省,2019,,,,
440000,广东省,2018,,,,
440000,广东省,2017,,,,
440000,广东省,2016,,,,
440000,广东省,2015,,,,
440000,广东省,2014,,,,
440000,广东省,2013,,,,
440000,广东省,2012,3507.4869,1851.063,1656.4239,1376.7699
440000,广东省,2011,3499.8787,1847.8663,1652.0124,1402.3298
440000,广东省,2010,3425.2768,1802.6663,1622.6105,1468.2505
440000,广东省,2009,3366.1256,1767.7496,1598.376,1521.7617
440000,广东省,2008,3326.6258,1743.6847,1582.9411,1537.7583
440000,广东省,2007,3235.3698,1694.4205,1540.9493,1532.3032
440000,广东省,2006,3162.4249,1655.20525,1507.21965,1532.8916
440000,广东省,2005,3089.48,1615.99,1473.49,1533.48
440000,广东省,2004,2944.58,1539.86,1404.72,1524.97
440000,广东省,2003,2824.53,1479.15,1345.38,1543.41
440000,广东省,2002,2780.32,1449.04,1331.28,1555.02
440000,广东省,2001,2858.7093,1487.1347,1371.5746,1566.4264
440000,广东省,2000,2785.1004,1448.124,1336.9764,1570.1174
450000,广西壮族自治区,2019,,,,
450000,广西壮族自治区,2018,,,,
450000,广西壮族自治区,2017,,,,
450000,广西壮族自治区,2016,,,,
450000,广西壮族自治区,2015,,,,
450000,广西壮族自治区,2014,,,,
450000,广西壮族自治区,2013,,,,
450000,广西壮族自治区,2012,2427.11,1288.22,1138.89,1564.2
450000,广西壮族自治区,2011,2406.67,1276.01,1130.66,1546.23
450000,广西壮族自治区,2010,2387.2,1262.17,1125.03,1556.9
450000,广西壮族自治区,2009,2341.03,1232.52,1108.51,1546.94
450000,广西壮族自治区,2008,2306.07,1214.65,1091.42,1534.59
450000,广西壮族自治区,2007,2276.73,1199.81,1076.92,1504.92
450000,广西壮族自治区,2006,2309.81,1222.77,1087.04,1504.43
450000,广西壮族自治区,2005,2275.39,1202.11,1073.28,1503.06
450000,广西壮族自治区,2004,2245.36,1186.96,1058.4,1516.13
450000,广西壮族自治区,2003,2216.26,1170.83,1045.43,1541.02
450000,广西壮族自治区,2002,2189.0,1153.61,1035.39,1557.01
450000,广西壮族自治区,2001,2159.55,1141.62,1017.93,1555.07
450000,广西壮族自治区,2000,2145.35,1129.86,1015.49,1556.84
460000,海南省,2019,,,,
460000,海南省,2018,,,,
460000,海南省,2017,,,,
460000,海南省,2016,,,,
460000,海南省,2015,,,,
460000,海南省,2014,,,,
460000,海南省,2013,,,,
460000,海南省,2012,300.68,157.74,142.94,213.52
460000,海南省,2011,292.14,152.68,139.46,208.73
460000,海南省,2010,284.58,148.93,135.65,205.29
460000,海南省,2009,281.5908,146.3378,135.253,207.4689
460000,海南省,2008,274.6,141.64,132.96,201.04
460000,海南省,2007,269.28,138.74,130.54,199.89
460000,海南省,2006,262.6457,135.652,126.9937,196.6403
460000,海南省,2005,256.0114,132.564,123.4474,193.3906
460000,海南省,2004,250.05,129.0,121.05,190.76
460000,海南省,2003,240.27,124.25,116.02,187.25
460000,海南省,2002,233.53,121.66,111.87,181.7
460000,海南省,2001,229.53,119.77,109.76,179.88
460000,海南省,2000,223.98,116.13,107.85,177.21
500000,重庆市,2019,,,,
500000,重庆市,2018,,,,
500000,重庆市,2017,,,,
500000,重庆市,2016,,,,
500000,重庆市,2015,,,,
500000,重庆市,2014,,,,
500000,重庆市,2013,,,,
500000,重庆市,2012,1365.29,729.51,635.78,586.86
500000,重庆市,2011,1369.98,732.45,637.53,604.04
500000,重庆市,2010,1379.3456,747.7766,631.569,626.1189
500000,重庆市,2009,1379.944,746.9461,632.9979,649.6851
500000,重庆市,2008,1379.89,745.47,634.42,676.09
500000,重庆市,2007,1378.29,742.14,636.15,699.28
500000,重庆市,2006,1382.62,745.74,636.88,741.67
500000,重庆市,2005,1366.91,736.77,630.14,775.88
500000,重庆市,2004,1361.54,730.52,631.02,800.83
500000,重庆市,2003,1340.25,715.09,625.16,813.19
500000,重庆市,2002,1342.17,714.17,628.0,852.72
500000,重庆市,2001,1345.15,717.86,627.29,884.62
500000,重庆市,2000,1352.6,723.2,629.4,921.5
510000,四川省,2019,,,,
510000,四川省,2018,,,,
510000,四川省,2017,,,,
510000,四川省,2016,,,,
510000,四川省,2015,,,,
510000,四川省,2014,,,,
510000,四川省,2013,,,,
510000,四川省,2012,3948.2748,2098.5899,1849.6849,2067.9963
510000,四川省,2011,3947.7139,2098.1788,1849.5351,2086.1602
510000,四川省,2010,3968.1207,2109.5752,1858.5455,2131.01
510000,四川省,2009,3936.6832,2093.8291,1842.8541,2148.0715
510000,四川省,2008,3910.7709,2080.3165,1830.4544,2181.24
510000,四川省,2007,3878.963,2060.4427,1818.5203,2200.4475
510000,四川省,2006,3847.454,2045.5097,1801.9443,2263.5557
510000,四川省,2005,3801.4576,2018.3989,1783.0587,2317.6703
510000,四川省,2004,3773.97,2003.33,1770.64,2367.0
510000,四川省,2003,3759.62,1992.55,1767.07,2413.99
510000,四川省,2002,3762.28,1990.6,1771.68,2503.26
510000,四川省,2001,3778.8,1993.75,1785.05,2582.64
510000,四川省,2000,3788.98,1997.83,1791.15,2631.07
520000,贵州省,2019,,,,
520000,贵州省,2018,,,,
520000,贵州省,2017,,,,
520000,贵州省,2016,,,,
520000,贵州省,2015,,,,
520000,贵州省,2014,,,,
520000,贵州省,2013,,,,
520000,贵州省,2012,2144.718,1143.6387,1001.0793,1132.7097
520000,贵州省,2011,2115.4566,1129.1062,986.3504,1165.3185
520000,贵州省,2010,2078.6358,1120.2162,958.4196,1188.2747
520000,贵州省,2009,2031.1563,1092.8977,938.2586,1207.0768
520000,贵州省,2008,2006.3927,1077.2641,929.1286,1202.0597
520000,贵州省,2007,1982.0805,1060.292,921.7885,1203.617
520000,贵州省,2006,1953.8914,1042.3679,911.5235,1247.0765
520000,贵州省,2005,1934.1578,1033.0477,901.1101,1268.0939
520000,贵州省,2004,1903.03,1012.36,890.67,1288.49
520000,贵州省,2003,1874.88,992.92,881.96,1322.1045
520000,贵州省,2002,1841.8,972.06,869.74,1353.92
520000,贵州省,2001,1821.5,960.48,861.02,1368.28
520000,贵州省,2000,1802.63,947.96,854.67,1372.12
530000,云南省,2019,,,,
530000,云南省,2018,,,,
530000,云南省,2017,,,,
530000,云南省,2016,,,,
530000,云南省,2015,,,,
530000,云南省,2014,,,,
530000,云南省,2013,,,,
530000,云南省,2012,2187.3355,1152.0116,1035.3239,1619.1752
530000,云南省,2011,2190.922,1152.71,1038.2118,1646.2753
530000,云南省,2010,2166.775,1136.7092,1030.0658,1649.459
530000,云南省,2009,2137.2722,1116.6012,1020.671,1657.8259
530000,云南省,2008,2112.74,1099.13,1013.61,1659.15
530000,云南省,2007,2096.51,1092.76,1003.75,1664.21
530000,云南省,2006,2073.72,1081.025,992.695,1677.175
530000,云南省,2005,2050.93,1069.29,981.64,1690.14
530000,云南省,2004,2029.99,1056.67,973.32,1693.73
530000,云南省,2003,2002.71,1041.5,961.21,1690.22
530000,云南省,2002,1990.44,1033.24,957.2,1696.05
530000,云南省,2001,1971.02,1022.17,948.85,1689.43
530000,云南省,2000,1948.91,1008.46,940.44,1674.25
540000,西藏自治区,2019,,,,
540000,西藏自治区,2018,,,,
540000,西藏自治区,2017,,,,
540000,西藏自治区,2016,,,,
540000,西藏自治区,2015,,,,
540000,西藏自治区,2014,,,,
540000,西藏自治区,2013,,,,
540000,西藏自治区,2012,127.91,66.84,61.07,92.07
540000,西藏自治区,2011,126.08,65.43,60.65,91.88
540000,西藏自治区,2010,121.94,63.78,58.16,91.56
540000,西藏自治区,2009,119.37,61.78,57.59,91.19
540000,西藏自治区,2008,115.07,59.4,55.67,88.28
540000,西藏自治区,2007,112.42,57.72,54.7,87.67
540000,西藏自治区,2006,110.625,56.515,54.11,86.6
540000,西藏自治区,2005,108.83,55.31,53.52,85.53
540000,西藏自治区,2004,105.68,53.52,52.16,85.19
540000,西藏自治区,2003,103.61,52.66,50.95,84.4
540000,西藏自治区,2002,103.5,52.64,50.86,88.8
540000,西藏自治区,2001,100.68,51.08,49.58,88.84
540000,西藏自治区,2000,100.83,50.8,50.03,90.12
610000,陕西省,2019,,,,
610000,陕西省,2018,,,,
610000,陕西省,2017,,,,
610000,陕西省,2016,,,,
610000,陕西省,2015,,,,
610000,陕西省,2014,,,,
610000,陕西省,2013,,,,
610000,陕西省,2012,1436.6961,781.4841,654.2456,789.44
610000,陕西省,2011,1468.5708,802.4299,666.1409,822.1658
610000,陕西省,2010,1469.6937,798.6563,671.0374,850.6075
610000,陕西省,2009,1460.2606,791.2544,669.0062,872.4784
610000,陕西省,2008,1449.4,784.89,664.51,902.02
610000,陕西省,2007,1441.61,784.86,656.75,925.66
610000,陕西省,2006,1449.61,786.81,662.8,948.41
610000,陕西省,2005,1437.04,781.17,655.87,949.22
610000,陕西省,2004,1425.52,778.44,647.08,957.05
610000,陕西省,2003,1396.19,763.97,632.22,988.96
610000,陕西省,2002,1362.55,739.42,623.13,994.93
610000,陕西省,2001,1333.07,730.62,602.45,985.93
610000,陕西省,2000,1343.22,730.67,612.55,1002.15
620000,甘肃省,2019,,,,
620000,甘肃省,2018,,,,
620000,甘肃省,2017,,,,
620000,甘肃省,2016,,,,
620000,甘肃省,2015,,,,
620000,甘肃省,2014,,,,
620000,甘肃省,2013,,,,
620000,甘肃省,2012,1122.07,595.97,526.1,697.64
620000,甘肃省,2011,1119.95,594.22,525.73,715.42
620000,甘肃省,2010,1113.99,591.75,522.24,724.82
620000,甘肃省,2009,1106.16,585.45,520.71,732.9
620000,甘肃省,2008,1101.89,581.76,520.13,727.57
620000,甘肃省,2007,1095.58,578.59,516.99,741.39
620000,甘肃省,2006,1089.03,574.61,514.42,751.01
620000,甘肃省,2005,1084.25,570.79,513.46,761.37
620000,甘肃省,2004,1057.89,557.56,500.33,763.21
620000,甘肃省,2003,1050.49,555.85,494.64,760.75
620000,甘肃省,2002,1008.22,530.38,477.84,738.22
620000,甘肃省,2001,942.24,496.34,445.9,696.75
620000,甘肃省,2000,934.45,490.45,444.0,697.53
630000,青海省,2019,,,,
630000,青海省,2018,,,,
630000,青海省,2017,,,,
630000,青海省,2016,,,,
630000,青海省,2015,,,,
630000,青海省,2014,,,,
630000,青海省,2013,,,,
630000,青海省,2012,203.14,108.08,95.06,114.94
