省份编码,省份,年份,农村居民家庭拥有生产性固定资产原值(元/户),农村居民家庭拥有农业生产性固定资产原值(元/户),农村居民家庭拥有农业房屋及建筑物原值(元/人),农村居民家庭拥有役畜原值(元/人),农村居民家庭拥大中型铁木农具原值(元/人),农村居民家庭拥有农业机械原值(元/人),农村居民家庭拥有林业生产性固定资产原值(元/户),农村居民家庭拥有林业机械原值(元/人),农村居民家庭拥有牧业生产性固定资产原值(元/户),农村居民家庭拥有牧业房屋及建筑物原值(元/人),农村居民家庭拥有产品畜原值(元/人),农村居民家庭拥有渔业生产性固定资产原值(元/户),农村居民家庭拥有渔业机械原值(元/人),农村居民家庭拥有采矿业生产性固定资产原值(元/户),农村居民家庭拥有制造业生产性固定资产原值(元/户),农村居民家庭拥有制造业房屋及建筑物原值(元/人),农村居民家庭拥有生产设备原值(元/人),农村居民家庭拥有电力煤气与水的生产及供应生产性固定资产原值(元/户),农村居民家庭拥有建筑业生产性固定资产原值(元/户),农村居民家庭拥有交通运输及邮电业生产性固定资产原值(元/户),农村居民家庭拥有批发和零售贸易业生产性固定资产原值(元/户),农村居民家庭拥有住宿和餐饮业生产性固定资产原值(元/户),农村居民家庭拥有社会服务业生产性固定资产原值(元/户),农村居民家庭拥有教育生产性固定资产原值(元/户),农村居民家庭拥有社会保障和福利业生产性固定资产原值(元/户),农村居民家庭拥有文化体育和娱乐业生产性固定资产原值(元/户),农村居民家庭拥有其他生产性固定资产原值(元/户)
230000,黑龙江省,2006,11822.6066964286,11198.2540178571,2459.7,337.6,748.7,5788.7,3.6,3.6,1731.3,721.4,964.0,1.8,1.3,0.0,2,0.5,1.6,0,0.0,493.816964285714,91.3,0.9,2.41071428571429,0,3.6,8.0,22.3214285714286
230000,黑龙江省,2005,10358.8325892857,9992.76116071429,2025.5,378.7,949.3,4868.0,4.5,4.5,1729.6,757.6,807.7,1.6,1.1,0.0,5.4,1.3,4.0,0,1.33928571428571,242.857142857143,67.0,5.4,0.0,0,8.9,0.0,35.2678571428571
230000,黑龙江省,2004,9117.21071428571,8632.18839285714,1574.1,681.9,573.3,3831.2,,,1825.5,513.1,1278.2,5.6,5.3,,78.2,38.7,32.3,,22.3214285714286,179.151785714286,112.4,,33.3169642857143,,26.3,8.9,24.4196428571429
230000,黑龙江省,2003,8536.22544642857,8174.44642857143,1560.35,822.08,523.42,3540.48,,,1590.3,369.22,1080.74,2.9,2.14,,53.2,25.31,20.71,1.7,6.69642857142857,131.125,76.5,,22.8258928571429,,20.4,,49.4799107142857
230000,黑龙江省,2002,7543.35,6970.03,,,,,,,,,,,,,,,,,2.86,291.44,,,34.7,,,,66.5
230000,黑龙江省,2001,7059.18973214286,6472.12276785714,,,,,,,,,,,,,,,,,4.01785714285714,338.758928571429,,,38.2142857142857,,,,63.7276785714286
230000,黑龙江省,2000,5969.03660714286,5408.97455357143,,,,,,,,,,,,,,,,,4.24107142857143,266.794642857143,,,36.6517857142857,,,,75.5709821428571
310000,上海市,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,
310000,上海市,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,
310000,上海市,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,
310000,上海市,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,
310000,上海市,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
310000,上海市,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,
310000,上海市,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
310000,上海市,2012,4146.12916666667,2015.7125,,,,,4.2,,1116.0,,,135.3,,,940.8,,,,100.0,715.0,285.8,41.7,47.0833333333333,,,,
310000,上海市,2011,3204.94,1680.34,734.5,,16.5,79.9,5.0,3.1,742.8,742.8,,100.9,42.8,,649.2,288.3,360.8,,,342.916666666667,304.1,133.3,212.91,,,15.5,
310000,上海市,2010,1143.91,961.67,603.7,,,114.1,,,96.2,60.0,32.5,147.8,82.8,,83.3,25.0,58.3,,10.0,80.58,,,8.33,,,,
310000,上海市,2009,1129.78,927.87,586.3,,,51.6,,,103.2,77.2,21.7,153.4,84.7,,99.7,25.0,74.7,,6.67,80.58,,6.7,8.33,,,,
310000,上海市,2008,1087.38,911.8,496.0,,3.3,118.8,,,146.8,65.0,76.2,146.9,87.0,,83.3,25.0,58.3,,,81.41,2.5,,8.33,,,,
310000,上海市,2007,1436.08,972.16,578.3,,2.3,123.8,1.1,1.1,101.3,54.5,41.2,165.0,97.2,,83.3,25.0,58.3,,,372.25,,,8.33,,,,
310000,上海市,2006,1883.745,900.0,469.2,,4.7,89.1,1.5,1.1,97.7,50.5,41.5,222.8,135.0,0.0,83.3,25.0,58.3,0,0.0,624.245,16.7,0.0,259.5,0,0,0.0,0.0
310000,上海市,2005,1886.995,842.25,320.5,,16.0,79.3,1.5,0.3,155.0,96.3,13.0,170.6,88.7,0.0,83.3,25.0,58.3,0,0.0,688.911666666667,4.2,0.0,258.333333333333,0,0,0.0,10.0
310000,上海市,2004,2406.61666666667,1867.53333333333,1052.3,,56.5,428.7,10.0,1.7,190.2,142.4,42.8,8.0,1.3,,33.3,16.7,16.7,,39.9166666666667,136.666666666667,106.0,150.0,50.5,,,,22.6666666666667
310000,上海市,2003,2479.1,1687.35,1078.58,,343.05,71.38,33.3,,146.3,117.75,28.5,8.0,1.33,,41.3,22.67,18.67,,58.25,310.0,32.5,150.0,82.1666666666667,,,58.3,59.1666666666667
310000,上海市,2002,2624.32,1967.72,,,,,,,,,,,,,,,,,26.17,158.33,,,53.83,,,,103.33
310000,上海市,2001,2578.05,1750.63333333333,,,,,,,,,,,,,,,,,54.3333333333333,438.333333333333,,,28.8333333333333,,,,57.8333333333333
310000,上海市,2000,3506.96666666667,1986.05,,,,,,,,,,,,,,,,,27.6666666666667,911.666666666667,,,19.6666666666667,,,,208.833333333333
320000,江苏省,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2012,14541.0341176471,5337.15117647059,,,,,19.1,,1455.6,,,284.1,,,3974.5,,,,616.970588235294,2117.24705882353,1800.3,176.4,328.220588235294,15.4,47.2,14.2,113.458823529412
320000,江苏省,2011,13919.3,5656.03,1378.4,18.1,230.6,1608.2,23.5,3.3,2010.6,856.3,1078.3,296.5,166.5,,3380.2,1101.4,1211.4,,519.176470588235,2109.45588235294,1734.8,116.4,430.35,1.2,20.8,17.3,50.02
320000,江苏省,2010,11782.11,4517.69,1422.2,51.1,160.1,1655.5,10.6,5.5,820.8,600.8,172.3,306.1,212.6,0.9,3273.9,1292.6,1559.8,0.8,734.14,1628.31,1087.9,118.6,329.34,2.9,53.7,2.4,31.5
320000,江苏省,2009,10298.14,4838.18,1842.5,49.5,213.3,1468.5,21.2,4.6,969.8,762.0,171.2,204.1,116.6,2.7,1809.2,623.3,961.0,1.2,611.38,1822.62,714.1,97.8,192.16,,107.8,72.7,28.33
320000,江苏省,2008,9027.0,4418.71,1553.9,48.7,192.1,1394.8,44.6,0.2,828.2,639.6,166.0,234.4,133.1,,1533.6,478.4,1015.1,,296.51,1789.74,544.5,83.7,175.57,0.6,55.6,87.7,40.77
320000,江苏省,2007,8225.77,3988.5,1296.7,70.5,192.2,1247.9,25.1,16.4,839.4,635.6,175.8,218.3,127.2,19.4,1336.6,481.1,786.0,,272.61,1706.42,448.0,111.4,119.53,,57.7,84.7,80.9
320000,江苏省,2006,7734.20352941177,3683.19764705882,1254.9,37.8,176.1,1206.1,9.0,0.2,740.6,561.6,114.4,206.1,129.7,0.0,1348.3,439.5,840.3,0,225.773529411765,1642.11764705882,443.9,49.6,108.617647058824,1.5,49.6,70.6,111.017647058824
320000,江苏省,2005,7134.61382352941,3181.55941176471,1002.8,50.2,166.1,1049.4,10.3,,670.5,535.2,111.1,172.3,115.3,0.0,1298.7,418.3,848.5,2.6,246.332352941176,1701.73529411765,356.9,42.9,110.476470588235,0,41.4,68.8,83.1352941176471
320000,江苏省,2004,5975.62823529412,3574.20088235294,1402.7,80.8,211.9,1281.5,6.0,,369.9,250.9,107.4,128.3,65.7,2.9,979.6,344.2,580.6,,84.1970588235294,946.070588235294,197.8,21.2,113.267058823529,,4,,52.3838235294118
320000,江苏省,2003,5623.78617647059,3290.255,1296.52,75.85,235.3,1206.4,1.9,0.44,350.5,240.59,98.94,88.6,70.82,2.1,851.2,324.13,444.24,0.1,62.3235294117647,990.476470588235,207.8,10.6,133.046470588235,,4,,71.8911764705882
320000,江苏省,2002,5044.82,2930.35,,,,,,,,,,,,,,,,,57.8,906.8,,,115.08,,,,51.33
320000,江苏省,2001,4810.23235294118,2842.23941176471,,,,,,,,,,,,,,,,,92.7870588235294,882.961764705882,,,98.4264705882353,,,,72.0264705882353
320000,江苏省,2000,4710.12735294118,2890.40411764706,,,,,,,,,,,,,,,,,88.8941176470588,800.376470588235,,,106.576470588235,,,,69.0029411764706
330000,浙江省,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2012,22767.8335185185,6934.74055555556,,,,,18.5,,3629.6,,,104.5,,230.0,7198.1,,,61.5,759.475555555556,3422.32666666667,2569.4,166.3,792.72962962963,196.3,59.1,195.2,182.598148148148
330000,浙江省,2011,20709.01,7110.35,1657.3,42.5,129.8,866.8,37.2,6.8,4085.9,2253.5,1603.4,60.6,34.4,267.0,6352.8,2804.6,3248.6,15.2,483.07037037037,3124.98888888889,1689.3,129.1,882.93,370.4,29.5,304.9,78.6
330000,浙江省,2010,18446.21,6808.2,1142.1,7.6,194.1,941.2,28.5,10.6,3319.8,2016.3,1146.8,1041.5,696.5,55.4,7145.9,1554.9,4987.7,0.4,893.5,2318.54,864.2,19.6,161.86,18.2,32.8,36.6,91.16
330000,浙江省,2009,17349.54,6751.91,1347.9,16.6,201.3,611.4,15.2,8.3,3157.3,1855.9,1155.0,993.7,91.7,70.2,6744.1,1546.8,5010.5,,906.89,1789.62,701.1,26.1,191.45,11.7,28.4,33.0,95.19
330000,浙江省,2008,15143.64,5643.74,1116.8,17.9,182.2,517.0,32.3,25.7,2686.2,1536.2,1019.6,1016.6,822.3,51.9,6336.2,1553.8,4314.2,7.6,345.19,1850.62,545.8,58.4,136.88,2.7,26.5,53.9,84.18
330000,浙江省,2007,14066.93,4601.49,1311.1,21.0,182.7,509.0,17.9,10.6,1396.4,1050.7,241.8,1067.2,883.0,51.9,5942.9,1464.1,4256.5,11.3,351.78,2111.32,545.2,57.4,188.84,0.5,49.2,54.6,100.58
330000,浙江省,2006,13351.1248148148,4346.10518518519,1228.5,35.0,185.4,460.0,19.7,12.7,1229.8,987.4,194.4,1143.7,993.2,25.9,5563.5,1390.0,4002.8,3.3,399.592592592593,1843.34185185185,682.8,28.0,304.633333333333,10.2,16.8,60.0,66.962962962963
330000,浙江省,2005,12428.0981481481,4320.96,1015.1,41.7,191.9,424.5,27.1,18.9,1288.2,1059.1,152.9,1296.1,985.1,122.2,4916.8,1381.3,3348.1,0,134.077777777778,1966.54555555556,591.7,44.0,96.6148148148148,0,28.6,57.9,148.759259259259
330000,浙江省,2004,10078.1262962963,4251.87851851852,1764.6,32.9,241.3,470.1,1.6,1.2,1041.3,861.7,152.4,646.9,570.4,61.6,3010.8,971.5,1941.4,18.9,53.8066666666667,1796.46740740741,538.2,113.3,105.844074074074,6.7,26.4,21.5,72.8092592592593
330000,浙江省,2003,9222.73222222222,3738.94962962963,1295.83,46.69,277.29,475.09,0.7,0.48,1027.3,888.72,96.58,536.4,14.76,111.3,2438.9,787.81,1522.45,18.6,55.2037037037037,1437.00074074074,1008.0,89.7,212.559259259259,5.1,12.4,23.1,72.0166666666667
330000,浙江省,2002,8418.75,3830.57,,,,,,,,,,,,,,,,,73.8,1503.71,,,283.36,,,,81.98
330000,浙江省,2001,7913.71222222222,3965.43925925926,,,,,,,,,,,,,,,,,58.8333333333333,1390.81962962963,,,147.703333333333,,,,66.3722222222222
330000,浙江省,2000,7070.87185185185,3711.84962962963,,,,,,,,,,,,,,,,,68.3555555555556,1133.76037037037,,,135.488518518519,,,,99.5666666666667
340000,安徽省,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2012,15134.3524193548,10392.829516129,,,,,78.8,,1598.7,,,112.9,,40.3,532.6,,,19.7,384.838709677419,1783.34838709677,1478.9,176.0,191.064516129032,24,13,14.0,83.6574193548387
340000,安徽省,2011,13597.27,9447.75,3236.3,136.7,432.5,4114.5,66.7,19.9,1234.0,870.3,313.6,98.5,31.4,32.3,499.5,100.3,379.5,19.9,254.303225806452,1622.54193548387,1323.8,93.5,242.64,19.8,12.9,7.7,114.17
340000,安徽省,2010,9296.89,7014.82,1691.6,150.1,585.9,3471.7,1.0,0.9,860.0,496.9,274.6,44.0,25.2,17.4,159.2,43.7,107.4,0.3,138.04,1151.15,483.5,81.9,82.6,19.4,32.2,20.7,95.73
340000,安徽省,2009,8759.08,6837.92,1515.7,163.3,631.1,3480.6,10.4,0.4,796.8,490.7,256.2,46.7,23.5,8.1,170.5,41.7,128.3,3.5,75.1,842.87,359.9,240.6,64.8,9.4,34.2,20.0,92.27
340000,安徽省,2008,8620.77,6774.95,1816.1,168.0,682.6,3169.4,11.5,,705.1,396.8,267.8,51.5,22.1,8.1,228.8,64.9,159.3,3.2,50.12,817.94,297.7,224.0,55.94,14.4,53.1,1.7,90.88
340000,安徽省,2007,8229.86,6431.37,1730.4,162.0,561.6,3148.8,0.1,,609.6,366.8,222.3,45.4,23.4,21.0,181.8,41.3,140.5,4.8,57.63,922.75,267.6,98.3,75.45,14.2,41.9,,112.97
340000,安徽省,2006,6767.42516129032,5552.80193548387,1439.8,169.2,503.0,2724.4,2.1,1.9,561.3,318.4,201.4,42.0,15.4,8.1,172.2,63.1,105.6,1.2,34.8548387096774,465.804193548387,258.6,62.9,44.0967741935484,26.5,44.7,0.0,95.7693548387097
340000,安徽省,2005,5857.12903225806,4799.32741935484,800.0,200.1,405.2,2690.2,2.1,1.9,588.1,306.3,252.9,37.5,18.4,8.8,124.4,25.5,66.0,3.9,19.2096774193548,453.190967741935,180.1,123.2,50.3870967741936,9.1,44.5,0.0,40.9725806451613
340000,安徽省,2004,5069.57387096774,4200.85677419355,881.5,237.0,396.9,2281.1,0.9,0.6,356.2,186.5,157.8,6.9,2.3,8.4,71.6,24.7,46.2,3.1,39.9612903225806,497.332258064516,121.2,8.7,47.6645161290323,0.6,9.9,5.5,54.7929032258064
340000,安徽省,2003,4621.83,3908.28387096774,805.05,275.19,376.82,2107.28,0.8,0.81,300.3,153.78,141.49,3.5,0.62,18.4,71.9,34.29,31.8,,28.7677419354839,359.906451612903,120.3,4.7,51.7225806451613,7,3.1,6.5,41.3283870967742
340000,安徽省,2002,4948.81,4144.12,,,,,,,,,,,,,,,,,33.51,339.79,,,43.77,,,,63.97
340000,安徽省,2001,4563.81032258065,3907.69548387097,,,,,,,,,,,,,,,,,30.8129032258065,204.204838709677,,,43.9767741935484,,,,85.7525806451613
340000,安徽省,2000,4160.97838709677,3382.72032258065,,,,,,,,,,,,,,,,,30.4274193548387,292.186774193548,,,31.3935483870968,,,,65.1325806451613
350000,福建省,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,
350000,福建省,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,
350000,福建省,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,
350000,福建省,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,
350000,福建省,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
350000,福建省,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,
350000,福建省,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
350000,福建省,2012,11821.3875219684,6741.12203427065,,,,,49.9,,2387.4,,,738.3,,263.6,491.9,,,,156.666520210896,2299.82590070299,1314.5,72.9,313.980667838313,0.7,97.9,3.8,64.5485500878735
350000,福建省,2011,11208.9,6146.73,1319.6,89.2,256.7,934.8,30.7,24.6,2672.8,1409.6,1216.5,717.8,172.2,318.5,382.8,116.3,255.8,22,161.369727592267,2340.50032952548,1227.4,65.1,361.03,,96.5,3.8,148.33
350000,福建省,2010,10267.78,6708.91,2721.9,338.0,385.2,863.3,92.6,13.0,1732.8,972.5,660.4,453.8,159.0,156.2,257.6,56.3,183.8,,305.61,1277.9,682.1,553.5,214.95,5.5,78.1,4.0,23.52
350000,福建省,2009,9215.63,5559.82,1833.2,227.2,240.0,811.7,68.7,9.4,1672.9,991.0,603.9,394.5,74.3,128.7,300.2,49.4,171.8,23.4,276.14,1028.75,682.0,767.0,251.87,23.6,43.4,4.0,126.71
350000,福建省,2008,8370.6,4754.66,1603.0,215.3,254.4,718.7,132.9,10.6,1474.2,883.4,518.5,290.2,73.2,93.1,406.6,156.0,222.0,,165.55,1116.59,693.3,758.6,158.63,19.2,36.8,61.2,106.37
350000,福建省,2007,7422.99,4139.17,1457.2,184.6,233.9,578.0,47.0,6.2,1224.4,844.0,356.6,343.1,66.7,65.7,239.1,47.1,137.3,9.3,353.88,1073.9,491.5,859.2,91.07,8.8,33.2,6.5,51.65
350000,福建省,2006,8596.23186813187,4126.15494505495,1430.6,158.5,177.2,641.6,51.1,9.3,1199.0,815.3,346.4,355.6,84.1,52.5,154.2,46.6,89.6,0,129.274725274725,924.483516483517,2465.4,568.6,92.010989010989,0,36.4,9.5,37.7142857142857
350000,福建省,2005,6465.01208791209,4408.15494505495,1718.2,187.3,194.7,537.1,59.2,7.1,1321.7,845.2,450.6,345.3,117.4,90.7,146.1,34.1,100.5,2,63.7197802197802,899.549450549451,673.6,5.4,70.1923076923077,0.3,45.2,4.2,55.9340659340659
350000,福建省,2004,6512.43516483516,3882.70879120879,2012.9,168.2,177.3,578.0,10.8,4.8,593.9,377.6,192.6,278.7,176.8,72.6,715.4,177.4,427.0,16.9,139.461538461538,844.450549450549,436.5,51.9,203.571428571429,6.7,65.6,3.1,73.5340659340659
350000,福建省,2003,4832.46758241758,2958.61043956044,1154.66,192.5,204.5,377.53,23.1,1.54,551.7,358.0,169.37,285.3,172.64,22.6,377.6,41.54,217.8,9.4,83.978021978022,781.730769230769,233.4,37.7,159.615384615385,12.8,48,6.0,100.879120879121
350000,福建省,2002,4615.74,2065.86,,,,,,,,,,,,,,,,,219.78,700.46,,,152.53,,,,111.9
350000,福建省,2001,4540.78131868132,1921.81813186813,,,,,,,,,,,,,,,,,165.587912087912,619.065934065934,,,142.692307692308,,,,96.2802197802198
350000,福建省,2000,4427.78956043956,2095.52802197802,,,,,,,,,,,,,,,,,51.8681318681319,616.901098901099,,,138.406593406593,,,,417.381868131868
360000,江西省,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,
360000,江西省,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,
360000,江西省,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,
360000,江西省,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,
360000,江西省,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
360000,江西省,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,
360000,江西省,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
360000,江西省,2012,9999.30734693878,6937.49918367347,,,,,19.3,,1920.8,,,108.4,,17.4,239.1,,,2.4,260.595918367347,1686.52653061224,411.4,121.0,103.481632653061,9.8,58.3,9.9,141.812244897959
360000,江西省,2011,9412.8,6230.99,1783.5,766.7,423.4,1312.5,12.4,11.2,1718.2,1262.2,412.1,116.4,16.4,193.8,214.2,55.2,153.6,1.2,325.126530612245,1753.09387755102,385.5,80.1,177.82,,101.5,9.1,20.48
360000,江西省,2010,6257.12,4508.02,1137.6,773.4,427.3,897.4,11.5,5.1,1185.0,982.4,146.3,28.4,5.6,14.7,283,131.5,138.2,20.2,68.01,866.2,247.9,12.7,143.51,6.5,44.5,6.0,35.88
360000,江西省,2009,6112.82,4463.6,1262.4,802.7,400.8,751.3,6.9,4.7,1157.6,908.2,204.2,29.5,5.2,15.6,274.5,113.8,143.5,21.5,63.34,858.33,230.8,14.9,106.86,6.5,33.2,8.2,15.41
360000,江西省,2008,5334.1,3982.42,1109.5,809.3,379.5,660.6,3.1,,932.2,789.5,109.8,30.4,2.5,12.3,241.3,113.2,118.6,19.8,45.14,653.1,256.3,20.0,61.97,6.5,19.8,2.5,13.06
360000,江西省,2007,5020.47,3681.2,979.1,687.4,346.1,609.2,5.5,0.6,944.0,779.3,101.9,24.7,2.3,11.1,243.5,115.8,113.6,20.2,17.02,711.63,218.0,15.1,50.66,6.5,20.7,1.1,23.76
360000,江西省,2006,4696.6693877551,3540.92693877551,999.0,696.6,327.8,537.9,4.7,1.2,911.3,791.5,89.8,28.7,19.9,9.6,245,123.6,115.1,0,19.8489795918367,554.183673469388,233.8,14.7,48.2710204081633,6.1,13.1,0.0,11.0918367346939
360000,江西省,2005,4613.46857142857,3443.15020408163,949.3,683.5,320.6,464.6,6.8,1.6,960.1,798.8,131.6,5.1,1.4,10.2,185.6,108.2,71.0,35.8,19.8897959183673,643.408163265306,188.3,17.6,46.734693877551,4.1,6.9,0.4,11.4
360000,江西省,2004,3283.11653061224,2461.67693877551,806.3,564.2,336.9,242.2,2.6,,432.7,340.5,87.3,21.2,9.0,89.8,71.9,13.8,48.6,0.6,5.53673469387755,468.432653061224,81.4,4.1,30.6530612244898,8.1,9.4,27.9,23.7436734693878
360000,江西省,2003,3115.29836734694,2398.1893877551,763.48,545.09,321.86,236.96,3.8,0.99,402.9,327.19,69.27,12.2,9.19,16.1,54.8,11.16,36.82,0.6,3.20408163265306,470.244897959184,74.1,0.4,45.9387755102041,8.3,5.1,17.7,20.5069387755102
360000,江西省,2002,2873.95,2145.06,,,,,,,,,,,,,,,,,3.33,439.23,,,11.96,,,,20.47
360000,江西省,2001,2746.14040816327,2037.15795918367,,,,,,,,,,,,,,,,,8.79591836734694,362.459183673469,,,23.7959183673469,,,,37.7314285714286
360000,江西省,2000,2695.23020408163,1902.77551020408,,,,,,,,,,,,,,,,,6.9265306122449,459.84693877551,,,48.3673469387755,,,,33.9220408163265
370000,山东省,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,
370000,山东省,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,
370000,山东省,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,
370000,山东省,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,
370000,山东省,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
370000,山东省,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,
370000,山东省,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
370000,山东省,2012,19168.1430952381,12157.9778571429,,,,,59.6,,1865.7,,,70.5,,49.5,2183.2,,,0.3,297.692857142857,1889.45333333333,1334.4,287.3,289.864285714286,30,134.3,,514.188095238095
370000,山东省,2011,18526.49,11544.15,4095.1,54.3,345.5,4855.3,56.0,36.1,1812.7,1112.2,582.9,66.9,36.8,49.5,1865.9,943.5,884.5,,303.704761904762,1970.64892857143,1334.1,273.4,619.0,27.8,125.8,,685.96
370000,山东省,2010,13154.41,8239.53,1786.6,197.6,411.9,3864.2,2.4,1.2,1522.4,961.2,445.1,111.8,33.2,94.3,1141.5,391.5,605.3,10.7,162.98,1862.08,882.0,228.8,154.53,26,52.3,4.5,295.28
370000,山东省,2009,12091.22,7600.0,1586.6,198.6,375.6,3776.8,2.6,1.2,1348.3,804.1,459.9,107.6,29.0,96.7,1182.8,443.2,606.9,,148.15,1495.8,743.1,233.8,195.0,36.7,52.9,4.5,301.8
370000,山东省,2008,11461.91,7394.87,1458.0,209.1,348.9,3736.4,5.8,1.2,1312.3,762.0,463.7,107.6,29.0,123.2,1084.2,435.4,582.7,0.5,108.34,1529.67,538.3,202.9,174.19,28.3,46.4,28.3,202.78
370000,山东省,2007,11396.77,7144.5,1393.9,212.8,379.4,3599.6,3.8,1.0,1256.2,772.0,377.7,102.9,29.0,122.9,1250.1,625.6,541.5,1.7,175.13,1574.49,522.8,164.1,195.67,18.6,39.8,29.2,157.84
370000,山东省,2006,9383.12066662016,5871.47304757255,1136.6,212.3,285.0,3027.0,6.8,2.9,937.7,566.0,315.3,86.2,12.2,139.3,898.8,392.6,470.1,0,97.5476190476191,1414.8,561.7,77.7,181.930952380952,15.5,42,2.8,79.5642857142857
370000,山东省,2005,9262.74023809524,5783.07833333333,1213.9,248.5,284.4,2741.0,5.0,0.5,1108.5,609.0,453.6,86.2,12.2,69.0,906.6,373.7,351.4,0,83.5,1421.34285714286,547.1,151.3,137.811904761905,16.8,23.3,24.3,98.697619047619
370000,山东省,2004,6535.76380952381,4910.48357142857,1044.2,342.3,357.8,2365.1,7.6,2.9,650.7,326.4,297.4,36.4,28.4,25.0,291.2,72.2,186.8,5.7,119.285714285714,807.617857142857,192.4,48.3,54.5071428571429,16.7,7.6,,56.8309523809524
370000,山东省,2003,6255.04166666667,4733.42928571429,1066.61,413.34,360.31,2303.2,4.2,2.43,500.5,228.78,252.33,31.7,31.67,29.0,263.6,74.81,178.28,2.4,76.1190476190476,732.580952380952,194.4,34.2,46.6738095238095,38,6.4,1.9,96.4433333333333
370000,山东省,2002,6029.81,4337.77,,,,,,,,,,,,,,,,,30.08,794.1,,,33.22,,,,132.48
370000,山东省,2001,5384.01404761905,3954.91666666667,,,,,,,,,,,,,,,,,24.81,757.618571428571,,,38.4666666666667,,,,142.137857142857
370000,山东省,2000,5252.78214285714,3792.58785714286,,,,,,,,,,,,,,,,,20.3380952380952,651.874523809524,,,19.5219047619048,,,,132.813333333333
410000,河南省,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,
410000,河南省,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,
410000,河南省,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,
410000,河南省,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,
410000,河南省,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
410000,河南省,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,
410000,河南省,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
410000,河南省,2012,12980.7164285714,8957.35571428571,,,,,2.2,,1786.0,,,25.0,,96.5,329.4,,,,145.761904761905,1850.71904761905,863.2,246.0,181.971428571429,54.3,143.3,,112.130952380952
