省份编码,省份,年份,农林牧渔业增加值(亿元),农业增加值(亿元),林业增加值(亿元),牧业增加值(亿元),渔业增加值(亿元)
130000,河北省,2005,1503.1,848.5,29.7,539.3,45.3
130000,河北省,2004,1370.4,766.8,27.9,497.7,41.1
130000,河北省,2003,1096.5,648.3,27.6,358.4,30.0
130000,河北省,2002,957.0,563.4,24.5,330.8,38.3
130000,河北省,2001,913.9,527.4,22.4,330.9,33.2
130000,河北省,2000,824.6,487.2,16,289.2,32.2
140000,山西省,2019,,,,,
140000,山西省,2018,,,,,
140000,山西省,2017,764.06,,,,
140000,山西省,2016,827.3,545,43.2,191.2,5.4
140000,山西省,2015,824.1,553.8,41.8,182.1,5.5
140000,山西省,2014,828.2,561.7,42,179.9,5.4
140000,山西省,2013,776.6,529.1,37.1,169.5,5.3
140000,山西省,2012,698.3,479.3,32.2,149.6,4.6
140000,山西省,2011,641.419907461449,431.02651601434,28.7187846036318,147.926275350264,4.14354645321267
140000,山西省,2010,554.50289,374.45491,25.02845,125.6688,3.00603
140000,山西省,2009,477.6,280.5,26,145.5,2.6
140000,山西省,2008,314.0,200,7,95.0,2.0
140000,山西省,2007,270.0,179,6,75.0,2.0
140000,山西省,2006,239.224354227539,162.275164829346,5.5496,63.4690313353434,1.37086209
140000,山西省,2005,262.4,155.1,6.7,81.6,1.4
140000,山西省,2004,277.3,175.5,9,77.0,1.3
140000,山西省,2003,224.6,143,9.2,61.8,1.1
140000,山西省,2002,197.8,128.1,12.4,56.2,1.0
140000,山西省,2001,171.1,107.9,6.2,56.1,1.0
140000,山西省,2000,179.9,124.3,5.8,49.0,0.8
150000,内蒙古自治区,2019,,,,,
150000,内蒙古自治区,2018,,,,,
150000,内蒙古自治区,2017,1677.71,,,,
150000,内蒙古自治区,2016,1663.9,923.1,68,624.4,21.9
150000,内蒙古自治区,2015,1642.5,926.9,68.2,602.0,20.3
150000,内蒙古自治区,2014,1651.7,918.6,66.5,623.6,19.3
150000,内蒙古自治区,2013,1598.2,864.8,66.2,625.5,19.2
150000,内蒙古自治区,2012,1448.6,764.6,67.2,578.8,17.4
150000,内蒙古自治区,2011,1306.29858551371,688.445964797921,65.4567554356397,517.924561587833,15.659391871746
150000,内蒙古自治区,2010,1095.28453578339,586.370744762741,53.8382959360498,427.699955638359,10.57918960644
150000,内蒙古自治区,2009,929.6,474.9,55,375.5,8.5
150000,内蒙古自治区,2008,908.0,469,52,364.0,8.0
150000,内蒙古自治区,2007,797.0,426,46,305.0,8.0
150000,内蒙古自治区,2006,634.898473197489,353.5,34.9,229.1,6.282450384
150000,内蒙古自治区,2005,593.0,316.5,28.2,234.6,5.0
150000,内蒙古自治区,2004,521.2,274.9,32.4,202.3,4.2
150000,内蒙古自治区,2003,410.7,219,33.4,148.7,3.5
150000,内蒙古自治区,2002,365.7,211.8,19.9,130.2,3.8
150000,内蒙古自治区,2001,355.3,195.7,19.1,135.9,4.5
150000,内蒙古自治区,2000,346.3,193.8,16.9,131.5,4.1
210000,辽宁省,2019,,,,,
210000,辽宁省,2018,,,,,
210000,辽宁省,2017,2000.4,,,,
210000,辽宁省,2016,2296.6,1051,80.3,640.6,401.1
210000,辽宁省,2015,2505.1,1212.2,86.3,639.0,446.4
210000,辽宁省,2014,2403.2,1047.6,89.1,694.0,455.0
210000,辽宁省,2013,2321.6,1011.2,79.8,677.0,448.2
210000,辽宁省,2012,2155.1,930.1,75.2,655.1,402.3
210000,辽宁省,2011,1915.57139252513,789.639465590093,62.6820474878157,614.638161130947,365.319121900458
210000,辽宁省,2010,1631.085354196,675.50099715,48.142708736,513.4437936,320.2823736
210000,辽宁省,2009,1414.9,544.2,41,473.8,290.6
210000,辽宁省,2008,1302.0,536,41,428.0,247.0
210000,辽宁省,2007,1133.0,501,35,339.0,216.0
210000,辽宁省,2006,939.302489478144,426.285412205881,30.466,250.654977601794,193.439572259134
210000,辽宁省,2005,879.2,384.1,27.4,259.1,182.8
210000,辽宁省,2004,795.5,366.8,25.1,220.4,160.9
210000,辽宁省,2003,635.9,292.3,23.6,167.5,132.3
210000,辽宁省,2002,590.2,312.6,16.9,140.4,120.3
210000,辽宁省,2001,544.4,289.6,13.7,126.6,114.5
210000,辽宁省,2000,503.5,265,13.1,114.1,111.2
220000,吉林省,2019,,,,,
220000,吉林省,2018,,,,,
220000,吉林省,2017,1137.71,,,,
220000,吉林省,2016,1549.3,812.6,65.4,594.1,26.4
220000,吉林省,2015,1644.6,926.3,66.8,578.5,24.6
220000,吉林省,2014,1570.2,888.6,65.3,546.1,24.5
220000,吉林省,2013,1509.3,835.1,61.4,547.7,22.5
220000,吉林省,2012,1412.1,772.2,61.4,516.6,20.9
220000,吉林省,2011,1277.4404,676.16,51.2425,493.0079,19.0844
220000,吉林省,2010,1050.1551,577.0303,43.0041,381.4801,15.6339
220000,吉林省,2009,980.6,523.1,35.4,378.5,14.5
220000,吉林省,2008,917.0,504,33,353.0,14.0
220000,吉林省,2007,784.0,438,29,294.0,12.0
220000,吉林省,2006,650.503814348517,398.441503687803,26.1693,204.664199528994,10.90674116
220000,吉林省,2005,625.6,344.1,23.1,241.9,9.5
220000,吉林省,2004,566.2,324,18.3,208.3,9.2
220000,吉林省,2003,482.2,287.1,21.2,160.2,9.3
220000,吉林省,2002,409.0,284.6,9.7,112.0,2.7
220000,吉林省,2001,399.0,272.8,7.3,116.0,2.9
220000,吉林省,2000,378.8,214.4,7.9,150.3,6.1
230000,黑龙江省,2019,,,,,
230000,黑龙江省,2018,,,,,
230000,黑龙江省,2017,3036.88,,,,
230000,黑龙江省,2016,2731.7,1823.6,100.8,697.6,48.4
230000,黑龙江省,2015,2687.8,1852.8,95,641.5,44.3
230000,黑龙江省,2014,2659.6,1925,90.5,557.3,38.5
230000,黑龙江省,2013,2516.8,1823.3,83.6,536.3,30.9
230000,黑龙江省,2012,2113.7,1478.1,62.3,506.5,29.2
230000,黑龙江省,2011,1701.4959,1150.1949,51.0609,446.2188,22.0911
230000,黑龙江省,2010,1302.90413729136,876.2873585591,44.2547147857,335.6805455725,20.154
230000,黑龙江省,2009,1154.3,772.9,39.8,302.5,16.9
230000,黑龙江省,2008,1089.0,738,42,274.0,13.0
230000,黑龙江省,2007,915.0,651,37,195.0,13.0
230000,黑龙江省,2006,754.234966612308,542.243190517047,32.0441,148.992880407772,12.681858396
230000,黑龙江省,2005,684.6,472.4,30.4,160.2,11.8
230000,黑龙江省,2004,600.3,405.1,30.9,140.7,11.0
230000,黑龙江省,2003,512.8,340.3,30.2,120.0,10.3
230000,黑龙江省,2002,446.6,330.1,6.1,101.5,8.9
230000,黑龙江省,2001,409.3,306.8,5.9,87.9,8.6
230000,黑龙江省,2000,353.6,271.7,7.7,66.9,7.3
310000,上海市,2019,,,,,
310000,上海市,2018,,,,,
310000,上海市,2017,115.1,,,,
310000,上海市,2016,113.5,63.2,4.3,21.4,20.6
310000,上海市,2015,114.0,66.7,3.9,20.2,19.0
310000,上海市,2014,128.6,74.1,2.8,23.9,23.4
310000,上海市,2013,129.3,75,3,24.0,22.9
310000,上海市,2012,127.8,73.7,3,25.8,21.4
310000,上海市,2011,124.938104468276,71.3235249020759,2.5753987492,27.26425,20.050380817
310000,上海市,2010,114.6522,66.857,2.4525,21.8005,20.1986
310000,上海市,2009,113.8,65.5,3.9,19.9,21.1
310000,上海市,2008,112.0,62,4,20.0,23.0
310000,上海市,2007,102.0,58,4,16.0,21.0
310000,上海市,2006,93.4610893230299,52.78879202057,3.6192,12.5385756281681,19.9162090644
310000,上海市,2005,92.4,50.2,4.5,16.3,19.1
310000,上海市,2004,96.7,50.4,5.4,18.8,19.8
310000,上海市,2003,93.0,44.5,5,22.5,18.6
310000,上海市,2002,88.2,44.8,3.2,22.4,17.8
310000,上海市,2001,85.5,42.3,1.3,24.5,17.4
310000,上海市,2000,81.7,39.7,0.5,24.2,17.2
320000,江苏省,2019,,,,,
320000,江苏省,2018,,,,,
320000,江苏省,2017,4314.53,,,,
320000,江苏省,2016,4323.5,2569.4,72.7,543.6,891.5
320000,江苏省,2015,4209.5,2566.2,72.4,515.9,831.6
320000,江苏省,2014,3835.2,2313.9,66.1,473.7,780.7
320000,江苏省,2013,3646.1,2182.7,59.9,489.1,738.2
320000,江苏省,2012,3418.3,2031.3,55.2,490.5,682.3
320000,江苏省,2011,3064.7748,1809.8313,51.2179,476.7409,584.3849
320000,江苏省,2010,2540.1078,1556.238,43.9055,373.3644,444.8998
320000,江苏省,2009,2261.9,1355.1,39.8,355.5,399.3
320000,江苏省,2008,2100.0,1214,37,372.0,370.0
320000,江苏省,2007,1816.0,1084,33,277.0,323.0
320000,江苏省,2006,1631.21262156295,995.070590875155,31.1888,214.059997941297,303.200578296
320000,江苏省,2005,1461.5,918.1,26.3,225.7,220.1
320000,江苏省,2004,1382.2,885.4,23.2,214.6,191.9
320000,江苏省,2003,1085.2,678.6,7.2,196.7,143.8
320000,江苏省,2002,1014.5,644.5,18.4,174.8,176.8
320000,江苏省,2001,982.4,630.4,15.8,169.6,166.7
320000,江苏省,2000,932.9,601.6,17.4,158.0,154.9
330000,浙江省,2019,,,,,
330000,浙江省,2018,,,,,
330000,浙江省,2017,1972.84,,,,
330000,浙江省,2016,2000.2,1094.5,114.2,193.8,562.8
330000,浙江省,2015,1865.3,1032.6,109.2,190.4,500.7
330000,浙江省,2014,1806.6,1000.7,107.3,212.5,456.7
330000,浙江省,2013,1787.2,965.4,103.3,247.4,444.2
330000,浙江省,2012,1667.9,887.8,103.8,248.7,402.6
330000,浙江省,2011,1583.0436,831.6611,97.5999,247.8704,383.0259
330000,浙江省,2010,1360.5554,747.6566,86.8901,202.2355,303.3847
330000,浙江省,2009,1163.1,627,85.6,181.9,250.8
330000,浙江省,2008,1096.0,579,78,188.0,235.0
330000,浙江省,2007,986.0,525,70,165.0,213.0
330000,浙江省,2006,889.160595427654,491.079234930853,62.554,122.967094491073,200.18863231488
330000,浙江省,2005,892.8,480.8,63.1,131.3,206.2
330000,浙江省,2004,833.3,436.4,59.9,134.1,192.5
330000,浙江省,2003,736.8,389.3,50.3,110.1,177.8
330000,浙江省,2002,728.1,400.6,56,95.7,175.6
330000,浙江省,2001,695.2,377.1,60.2,94.8,163.0
330000,浙江省,2000,664.2,367.5,50.9,85.4,160.3
340000,安徽省,2019,,,,,
340000,安徽省,2018,,,,,
340000,安徽省,2017,2706.73672911761,,,,
340000,安徽省,2016,2693.2,1361.3,201.2,667.3,337.9
340000,安徽省,2015,2550.3,1333.2,200.6,610.0,312.9
340000,安徽省,2014,2481.9,1306.9,197.2,585.2,303.0
340000,安徽省,2013,2348.1,1235.4,162.4,579.9,289.4
340000,安徽省,2012,2178.7,1151.8,145.9,554.4,253.4
340000,安徽省,2011,2015.3123,1057.5491,126.8286,536.4495,228.2408
340000,安徽省,2010,1729.024,952.4691,94.2064,430.2684,194.3482
340000,安徽省,2009,1495.4,794,87.6,396.5,167.0
340000,安徽省,2008,1418.0,736,80,402.0,152.0
340000,安徽省,2007,1200.0,647,71,312.0,128.0
340000,安徽省,2006,1011.0456618796,592.252911235175,63.17238,209.796065407194,106.052579512
340000,安徽省,2005,966.5,503.4,56,274.3,108.9
340000,安徽省,2004,950.1,522.1,52.1,260.1,98.4
340000,安徽省,2003,749.4,377.8,53.9,213.3,87.8
340000,安徽省,2002,772.5,442.6,51.6,188.4,90.0
340000,安徽省,2001,750.1,432.8,50.6,175.4,91.3
340000,安徽省,2000,732.1,429.6,49.1,162.3,90.9
350000,福建省,2019,,,,,
350000,福建省,2018,,,,,
350000,福建省,2017,2294.43,,,,
350000,福建省,2016,2444.8,1119.6,201.9,355.2,686.6
350000,福建省,2015,2194.1,1017.1,201.6,297.4,602.0
350000,福建省,2014,2085.0,963.2,207.7,272.4,571.4
350000,福建省,2013,1939.0,867.4,188.9,267.8,550.2
350000,福建省,2012,1776.7,797.1,165.1,250.7,504.3
350000,福建省,2011,1612.233124,716.773949,153.082832,250.136032,436.930427
350000,福建省,2010,1363.674616,616.320253,122.078618,198.534342,376.366741
350000,福建省,2009,1182.7,522.7,105,192.2,316.1
350000,福建省,2008,1158.0,484,97,224.0,308.0
350000,福建省,2007,1002.0,436,79,180.0,266.0
350000,福建省,2006,865.975216520937,394.728485506369,70.023492,138.858046396705,245.065193617862
350000,福建省,2005,841.2,367.9,65.2,148.6,249.4
350000,福建省,2004,796.7,341.8,58,158.7,228.9
350000,福建省,2003,702.6,305.3,54.6,128.4,204.7
350000,福建省,2002,664.8,292.7,54.5,120.1,197.5
350000,福建省,2001,651.1,284.6,56,116.4,194.2
350000,福建省,2000,640.6,277.2,57.6,112.9,192.8
360000,江西省,2019,,,,,
360000,江西省,2018,,,,,
360000,江西省,2017,1898.49,,,,
360000,江西省,2016,1962.4,933.8,233.9,422.8,314.0
360000,江西省,2015,1827.8,869.1,220.3,389.7,293.9
360000,江西省,2014,1735.3,762.3,212.5,428.5,280.4
360000,江西省,2013,1636.5,714.8,195.9,418.8,259.0
360000,江西省,2012,1520.2,667,177.5,397.3,233.2
360000,江西省,2011,1391.0689,611.7247,159.8049,385.8393,190.9024
360000,江西省,2010,1206.9806,534.5206,144.9647,307.068,179.7602
360000,江西省,2009,1098.4,492.8,124.9,281.6,160.8
360000,江西省,2008,1060.0,463,116,296.0,147.0
360000,江西省,2007,906.0,415,98,232.0,127.0
360000,江西省,2006,782.882281359835,372.919417232124,81.2568,183.583309337711,114.62285479
360000,江西省,2005,727.4,341.6,67.8,195.1,113.1
360000,江西省,2004,672.7,328.6,61.4,173.8,99.6
360000,江西省,2003,538.4,257,54.7,135.9,82.5
360000,江西省,2002,536.0,281.7,46.2,125.8,82.4
360000,江西省,2001,506.0,266.8,41.6,118.2,79.4
360000,江西省,2000,485.2,252.9,39.3,116.0,77.0
370000,山东省,2019,,,,,
370000,山东省,2018,,,,,
370000,山东省,2017,5114.70324280985,,,,
370000,山东省,2016,5171.1,2834.9,103.7,1061.9,928.7
370000,山东省,2015,5182.9,2900.8,98.4,1043.7,936.2
370000,山东省,2014,4992.9,2799.3,92.5,997.7,908.8
370000,山东省,2013,4742.6,2649,84.7,975.1,857.1
370000,山东省,2012,4281.7,2329.9,75.5,946.7,771.2
370000,山东省,2011,3973.8459,2255.0289,70.1052,891.0228,614.3021
370000,山东省,2010,3588.2843,2146.5741,60.7238,727.0319,521.4102
370000,山东省,2009,3226.6,1883.4,71.3,691.1,459.8
370000,山东省,2008,3003.0,1697,72,702.0,422.0
370000,山东省,2007,2536.0,1502,58,532.0,356.0
370000,山东省,2006,2168.46587608294,1313.23072260478,46.1907,412.27105281854,320.37335785
370000,山东省,2005,1963.5,1155.4,40.6,452.5,279.3
370000,山东省,2004,1811.2,1070.8,42,410.7,255.5
370000,山东省,2003,1509.0,894.6,37.6,328.2,220.3
370000,山东省,2002,1390.0,832.4,33.9,309.0,214.7
370000,山东省,2001,1359.5,824.2,33.2,291.4,210.8
370000,山东省,2000,1268.5,760.6,33.5,265.1,209.3
410000,河南省,2019,,,,,
410000,河南省,2018,,,,,
410000,河南省,2017,4310.55,,,,
410000,河南省,2016,4440.0,2693.5,79.1,1427.9,85.7
410000,河南省,2015,4348.4,2704.7,84.4,1337.0,83.4
410000,河南省,2014,4261.7,2627.4,91.9,1369.8,70.9
410000,河南省,2013,4059.0,2458.1,91.9,1359.6,63.1
410000,河南省,2012,3769.5,2315.8,84.9,1233.5,58.3
410000,河南省,2011,3512.23745256603,2108.830322646,76.5005038314,1205.96076539505,49.1042827615862
410000,河南省,2010,3258.10550932555,2080.781142154,69.486085,993.788676994016,48.3654851775335
410000,河南省,2009,2769.0,1670.2,80.8,913.1,44.2
410000,河南省,2008,2659.0,1515,74,975.0,40.0
410000,河南省,2007,2218.0,1337,64,737.0,30.0
410000,河南省,2006,1916.7092814553,1196.87057354089,57.7176975924195,595.022415178434,20.1786162401059
410000,河南省,2005,1892.0,1068.9,51.2,699.7,24.3
410000,河南省,2004,1692.8,956.9,46.3,624.5,19.9
410000,河南省,2003,1239.7,673.5,42.2,466.4,16.5
410000,河南省,2002,1288.4,816.2,43.3,412.9,16.0
410000,河南省,2001,1234.3,798.7,40.4,381.4,13.8
410000,河南省,2000,1157.2,749.1,41.6,352.9,13.7
420000,湖北省,2019,,,,,
420000,湖北省,2018,,,,,
420000,湖北省,2017,3690.3,,,,
420000,湖北省,2016,3780.8,1942.2,102.3,1005.3,609.4
420000,湖北省,2015,3417.3,1795.5,92.6,875.0,546.7
420000,湖北省,2014,3256.0,1773,71,821.0,512.0
420000,湖北省,2013,3098.2,1710.3,58.1,799.3,462.6
420000,湖北省,2012,2848.8,1594.8,50.6,765.7,379.5
420000,湖北省,2011,2607.3721,1495.8901,44.387,704.059,313.56
420000,湖北省,2010,2147.0057,1244.7333,37.5872,539.8913,283.6131
420000,湖北省,2009,1795.9,938.3,34.1,523.6,258.2
420000,湖北省,2008,1780.0,878,30,600.0,233.0
420000,湖北省,2007,1378.0,720,25,404.0,192.0
420000,湖北省,2006,1105.3585170756,610.702109754,23.2969,289.518460007277,150.14104731432
420000,湖北省,2005,1081.2,571.9,20.5,324.2,152.3
420000,湖北省,2004,1031.1,564,18.4,305.6,131.9
420000,湖北省,2003,808.6,451.5,20.5,217.4,109.0
420000,湖北省,2002,734.3,417.1,17.2,201.4,98.5
420000,湖北省,2001,711.2,408.5,16.6,200.4,85.6
420000,湖北省,2000,684.1,380.2,26.1,194.8,83.0
430000,湖南省,2019,,,,,
430000,湖南省,2018,,,,,
430000,湖南省,2017,3165.28,,,,
430000,湖南省,2016,3725.9,2276.6,237.8,805.4,258.6
430000,湖南省,2015,3462.0,2130.4,234.6,727.8,238.8
430000,湖南省,2014,3266.9,2020.3,225.5,682.4,220.6
430000,湖南省,2013,3099.2,1909.6,212.8,666.2,201.7
430000,湖南省,2012,3004.2,1857.1,192.3,675.8,182.2
430000,湖南省,2011,2768.03373073812,1692.86491936073,176.88171747457,647.19579014448,166.005958758651
430000,湖南省,2010,2325.50643754661,1432.89139708513,153.449555964925,514.3697,151.4621538027
430000,湖南省,2009,1969.7,1167,142.9,475.9,122.7
430000,湖南省,2008,2008.0,1055,127,679.0,110.0
430000,湖南省,2007,1627.0,906,118,470.0,101.0
430000,湖南省,2006,1272.2114344815,761.912888798962,92.15599,305.80290674082,84.76352001
430000,湖南省,2005,1274.2,698.6,83.6,381.1,91.1
430000,湖南省,2004,1174.9,638.8,74.9,368.9,75.3
430000,湖南省,2003,901.6,493.6,67.3,264.7,60.9
430000,湖南省,2002,847.2,497,44.2,248.6,57.5
430000,湖南省,2001,825.5,494.8,41.8,234.5,54.4
430000,湖南省,2000,769.9,437.3,38,238.0,56.5
440000,广东省,2019,,,,,
440000,广东省,2018,,,,,
440000,广东省,2017,3712.71,,,,
440000,广东省,2016,3781.8,2189.7,234.5,554.8,715.4
440000,广东省,2015,3426.1,1949.8,221.1,506.7,668.0
440000,广东省,2014,3242.6,1823.7,208.5,488.7,645.9
440000,广东省,2013,3047.5,1706.1,185.9,502.1,583.1
440000,广东省,2012,2847.3,1555.7,166,514.4,546.5
440000,广东省,2011,2665.20241179555,1426.16680017904,155.493089002986,519.97719712519,504.060181952243
440000,广东省,2010,2286.984135917,1229.2873319407,131.38861588927,429.476402852616,443.318575445108
440000,广东省,2009,2010.3,1085.1,65.8,415.2,394.7
440000,广东省,2008,1973.0,1037,59,438.0,391.0
440000,广东省,2007,1696.0,929,55,347.0,323.0
440000,广东省,2006,1532.14365575066,859.565488313347,50.2796775177874,275.970458171976,308.828031747549
440000,广东省,2005,1442.8,774.8,49.2,286.9,298.8
440000,广东省,2004,1261.4,670.6,45.8,250.9,265.4
440000,广东省,2003,1114.5,586.6,41.4,214.0,246.7
440000,广东省,2002,1016.6,545.5,43,190.5,237.6
440000,广东省,2001,1000.0,531.8,42.9,198.6,226.6
440000,广东省,2000,939.6,528.4,44.9,141.6,224.7
450000,广西壮族自治区,2019,,,,,
450000,广西壮族自治区,2018,,,,,
450000,广西壮族自治区,2017,2964.65,,,,
450000,广西壮族自治区,2016,2873.5,1617.6,242.2,622.6,314.5
450000,广西壮族自治区,2015,2633.0,1478.7,235,560.6,291.1
450000,广西壮族自治区,2014,2473.9,1372.1,227.4,533.8,280.1
450000,广西壮族自治区,2013,2343.6,1285.6,215.7,540.7,248.6
450000,广西壮族自治区,2012,2172.6,1181.9,187.7,530.0,225.1
450000,广西壮族自治区,2011,2047.2253746,1089.8441,168.1229,541.9299,206.5392746
450000,广西壮族自治区,2010,1675.05524548,911.3167,136.8303,422.9546,168.56244548
450000,广西壮族自治区,2009,1455.2,777.5,98.6,398.2,148.0
450000,广西壮族自治区,2008,1454.0,758,96,427.0,141.0
450000,广西壮族自治区,2007,1241.0,668,78,348.0,121.0
450000,广西壮族自治区,2006,1010.01540348223,576.668378330947,62.2722,264.263738480034,83.59391394
450000,广西壮族自治区,2005,912.6,499.7,48.5,257.8,98.9
450000,广西壮族自治区,2004,816.9,437.5,46.2,232.7,92.7
450000,广西壮族自治区,2003,658.1,353.7,43,173.3,80.8
450000,广西壮族自治区,2002,589.7,329.1,31.8,155.0,73.8
450000,广西壮族自治区,2001,560.5,309.1,31.7,148.2,71.5
450000,广西壮族自治区,2000,536.7,297.1,31.3,140.3,67.9
460000,海南省,2019,,,,,
460000,海南省,2018,,,,,
460000,海南省,2017,993.25,,,,
460000,海南省,2016,977.6,462.6,65.3,158.5,261.9
460000,海南省,2015,880.5,407.3,64.1,142.0,241.3
460000,海南省,2014,832.6,375.2,68.1,135.0,231.3
460000,海南省,2013,756.3,315.3,82.1,133.2,205.4
460000,海南省,2012,711.5,298.6,93.4,125.4,176.1
460000,海南省,2011,659.229356,260.460462,111.596936,118.416311,153.396999
460000,海南省,2010,539.83562,219.782413,85.56713,91.416133,130.118147
460000,海南省,2009,462.2,197.8,55,82.3,116.1
460000,海南省,2008,436.0,176,63,81.0,105.0
460000,海南省,2007,361.0,144,56,61.0,91.0
460000,海南省,2006,323.478816081829,137.551919030979,48.749047,49.005780752198,80.3980573656
460000,海南省,2005,298.2,114.7,40.4,54.5,83.8
460000,海南省,2004,276.4,109.2,41,48.2,74.3
460000,海南省,2003,230.5,97.5,35.7,37.6,65.8
460000,海南省,2002,228.9,97.4,32.7,36.9,61.9
460000,海南省,2001,203.6,89.1,24.3,33.5,56.7
460000,海南省,2000,198.0,94.8,30.7,27.6,44.9
500000,重庆市,2019,,,,,
500000,重庆市,2018,,,,,
500000,重庆市,2017,1300.33,,,,
500000,重庆市,2016,1324.7,862.3,53.6,320.7,66.6
500000,重庆市,2015,1168.7,771.5,44.3,275.9,58.5
500000,重庆市,2014,1076.7,722.5,39.1,248.8,50.6
500000,重庆市,2013,1016.7,678.7,35.1,247.0,42.0
500000,重庆市,2012,940.0,628.4,31.8,232.2,35.1
500000,重庆市,2011,844.516444020192,560.767570249345,27.8240641451031,217.559227856916,27.2555959727624
500000,重庆市,2010,685.386532428856,465.301170696201,22.2077293839118,167.036204632297,21.2223923951778
500000,重庆市,2009,606.8,390.5,24.6,164.0,18.9
500000,重庆市,2008,575.0,351,21,178.0,17.0
500000,重庆市,2007,482.0,303,19,139.0,14.0
500000,重庆市,2006,386.39872998136,243.824993035977,16.2839963857724,107.185465362074,12.404274678622
500000,重庆市,2005,463.4,283.1,15.3,137.9,18.8
500000,重庆市,2004,431.4,265.7,14.6,126.6,16.8
500000,重庆市,2003,341.9,213.4,11.8,95.9,15.2
500000,重庆市,2002,315.8,204.3,10.8,86.7,14.0
500000,重庆市,2001,283.7,188.2,8.7,74.9,12.0
500000,重庆市,2000,271.8,183,8.4,68.7,11.8
510000,四川省,2019,,,,,
510000,四川省,2018,,,,,
510000,四川省,2017,4365.11,,,,
510000,四川省,2016,4005.4,2390.7,145,1258.7,134.9
510000,四川省,2015,3745.3,2296.7,131.7,1121.9,127.0
510000,四川省,2014,3594.2,2130.4,134.7,1144.3,121.6
510000,四川省,2013,3425.6,2011.5,123.3,1121.3,112.5
510000,四川省,2012,3297.2,1915.5,104.1,1122.4,103.8
510000,四川省,2011,2983.5116,1700.8019,90.2874,1053.0139,93.5959
510000,四川省,2010,2482.8931,1436.7139,79.7402,844.0519,82.6993
510000,四川省,2009,2240.6,1267.9,72.5,790.4,75.8
510000,四川省,2008,2366.0,1162,73,1018.0,77.0
510000,四川省,2007,2032.0,955,65,914.0,65.0
510000,四川省,2006,1548.83542688316,785.604407417098,57.5865,628.296849562065,49.747669904
