省份编码,省份,年份,农村水电建设本年完成投资额(万元),农村发电设备容量(千瓦),农村新增发电设备容量(千瓦),农村在建电站规模(千瓦),农村当年新开工电站规模(千瓦),农村发电量(万千瓦时)
210000,辽宁省,2007,7768,287459,12535,196810,34280,82076.0
210000,辽宁省,2006,5367,274999,8120,8055,8055,79058.0
210000,辽宁省,2005,5795,350879,7010,8055,8055,118563.0
210000,辽宁省,2004,4750,343549,3075,6600,6600,85241.0
210000,辽宁省,2003,91927,340180,136360,3360,,49242.0
210000,辽宁省,2002,,,,,,
210000,辽宁省,2001,,,,,,
210000,辽宁省,2000,,,,,,
220000,吉林省,2019,13305.93,614675,11265,182480,,146308.52
220000,吉林省,2018,22163.34,603410,26270,191740,4945,179867.0
220000,吉林省,2017,41673,588740,2375,218265,6000,160373.0
220000,吉林省,2016,47445,586365,5080,212265,6650,188684.0
220000,吉林省,2015,60326,581285,9005,211840,16630,131114.0
220000,吉林省,2014,68833,572280,57860,202290,,140707.0
220000,吉林省,2013,47633.02,514520,16020,259170,19865,175052.0
220000,吉林省,2012,47940.12,498565,46500,257845,16975,163304.0
220000,吉林省,2011,78589,452065,52755,250785,8360,118762.0
220000,吉林省,2010,50231.67,399310,11265,291860,37560,145846.72
220000,吉林省,2009,46264,390980,20230,274245,86665,102322.0
220000,吉林省,2008,52943,374519,24440,216995,6545,104473.0
220000,吉林省,2007,55491,410102,25949,36820,,135416.0
220000,吉林省,2006,50416,385783,10810,189885,34280,115164.0
220000,吉林省,2005,25764,374973,10725,160515,101380,124821.0
220000,吉林省,2004,38781,364248,39400,63040,,97740.0
220000,吉林省,2003,70792,325708,9025,109360,22520,78544.0
220000,吉林省,2002,,,,,,
220000,吉林省,2001,,,,,,
220000,吉林省,2000,,,,,,
230000,黑龙江省,2019,17524,402780,14320,60500,,123749.07
230000,黑龙江省,2018,9857.58,384460,11180,74820,,93647.0
230000,黑龙江省,2017,9524,373280,15000,71220,,88602.0
230000,黑龙江省,2016,14484,358280,,86220,,87369.0
230000,黑龙江省,2015,18338,348555,51000,86220,,74281.0
230000,黑龙江省,2014,7510,294425,,119220,6000,75986.0
230000,黑龙江省,2013,22979,294425,,113220,,95629.0
230000,黑龙江省,2012,21907,294425,,113220,14320,60376.0
230000,黑龙江省,2011,41124,259585,17980,98900,43000,47933.0
230000,黑龙江省,2010,7430,241605,150,57880,14400,59603.0
230000,黑龙江省,2009,7496,241605,6500,44680,15600,61922.0
230000,黑龙江省,2008,3296,235105,740,35520,2000,30614.0
230000,黑龙江省,2007,15552,234615,4030,,,39778.0
230000,黑龙江省,2006,12960,230585,,42820,34220,57491.0
230000,黑龙江省,2005,10082,230585,21450,8600,,54496.0
230000,黑龙江省,2004,20664,210095,26260,34660,,52867.0
230000,黑龙江省,2003,10625,183835,,34000,10000,50814.0
230000,黑龙江省,2002,,,,,,
230000,黑龙江省,2001,,,,,,
230000,黑龙江省,2000,,,,,,
310000,上海市,2019,,,,,,
310000,上海市,2018,,,,,,
310000,上海市,2017,,,,,,
310000,上海市,2016,,,,,,
310000,上海市,2015,,,,,,
310000,上海市,2014,,,,,,
310000,上海市,2013,,,,,,
310000,上海市,2012,,,,,,
310000,上海市,2011,,,,,,
310000,上海市,2010,,,,,,
310000,上海市,2009,,,,,,
310000,上海市,2008,,,,,,
310000,上海市,2007,,,,,,
310000,上海市,2006,,,,,,
310000,上海市,2005,,,,,,
310000,上海市,2004,,,,,,
310000,上海市,2003,,,,,,
310000,上海市,2002,,,,,,
310000,上海市,2001,,,,,,
310000,上海市,2000,,,,,,
320000,江苏省,2019,19,40191,,,,4922.6
320000,江苏省,2018,142,40191,,,,8915.0
320000,江苏省,2017,552,39871,200,,,9619.0
320000,江苏省,2016,,39671,40,,,6110.0
320000,江苏省,2015,,39631,3785,,,5784.0
320000,江苏省,2014,2676,36512,640,640,,5318.0
320000,江苏省,2013,,41107,,,,5039.0
320000,江苏省,2012,,61090,12220,,,7087.0
320000,江苏省,2011,,51416,160,,,8103.0
320000,江苏省,2010,,52396,,,,9963.18
320000,江苏省,2009,,52656,1500,,,8888.0
320000,江苏省,2008,,68739,1650,,,9986.0
320000,江苏省,2007,,59486,,,,8360.0
320000,江苏省,2006,,59486,,,,7072.0
320000,江苏省,2005,,59786,,,,5605.0
320000,江苏省,2004,,59786,18351,,,6257.0
320000,江苏省,2003,,34451,2905,,,4071.0
320000,江苏省,2002,,,,,,
320000,江苏省,2001,,,,,,
320000,江苏省,2000,,,,,,
330000,浙江省,2019,13646.65,4103672,30055,58440,19840,1157885.3
330000,浙江省,2018,26214.72,4099507,58897,90540,,834464.0
330000,浙江省,2017,36235,4054524,58416,90540,16610,850917.0
330000,浙江省,2016,43255,3978018,21952,135510,58320,1222584.0
330000,浙江省,2015,29266,3959191,37745,104790,11225,1156688.0
330000,浙江省,2014,123759,3924061,36725,67095,9380,1061271.0
330000,浙江省,2013,25236.63,3900471,70055,102075,46870,961125.0
330000,浙江省,2012,50451.57,3829931,118410,105910,4800,1174390.0
330000,浙江省,2011,45744,3768133,79560,78520,4800,840546.0
330000,浙江省,2010,109694.49,3698568,104830,245325,21180,1092619.38
330000,浙江省,2009,63956,3610103,173372,319100,54980,745235.0
330000,浙江省,2008,154818,3423712,159485,287000,43000,773671.0
330000,浙江省,2007,226470,3285404,268575,354035,106885,670289.0
330000,浙江省,2006,203378,3037119,254630,376110,85085,675779.0
330000,浙江省,2005,296490,2803274,282483,604400,85000,693396.0
330000,浙江省,2004,248253,2550304,261519,850000,270000,389490.0
330000,浙江省,2003,229973,2297783,268900,433355,,400854.0
330000,浙江省,2002,,,,,,
330000,浙江省,2001,,,,,,
330000,浙江省,2000,,,,,,
340000,安徽省,2019,3634,1129566,15075,10000,,201675.76
340000,安徽省,2018,4888,1112456,8245,13000,,249476.0
340000,安徽省,2017,20598,1113915,8525,16000,11600,255110.0
340000,安徽省,2016,18238,1114395,6470,7780,,296465.0
340000,安徽省,2015,27555,1107925,31900,12520,2650,276334.0
340000,安徽省,2014,39118,1076280,178125,25640,6630,236293.0
340000,安徽省,2013,31193,1031035,28980,31570,,226471.0
340000,安徽省,2012,26555.5,974653,57000,52040,12280,219308.0
340000,安徽省,2011,26054,919345,79900,47550,14310,177611.0
340000,安徽省,2010,29472,840484,13155,17900,1000,232856.07
340000,安徽省,2009,22459,828404,113190,123290,9230,178884.0
340000,安徽省,2008,17812,716514,49915,106760,41930,154441.0
340000,安徽省,2007,38942,728454,30971,138635,25470,123183.0
340000,安徽省,2006,32423,699122,67720,174950,38905,121088.0
340000,安徽省,2005,52285,632092,47525,140830,10205,115149.0
340000,安徽省,2004,53193,591058,51863,165260,57780,120106.0
340000,安徽省,2003,29187,504097,14895,64000,64000,129265.0
340000,安徽省,2002,,,,,,
340000,安徽省,2001,,,,,,
340000,安徽省,2000,,,,,,
350000,福建省,2019,2804.47,7349542,45192,,,2463828.51
350000,福建省,2018,9690,7390664,52476,,,1861904.0
350000,福建省,2017,44724,7417445,25295,30000,,2330107.0
350000,福建省,2016,45744,7406086,31890,30000,,3512294.0
350000,福建省,2015,48809,7381901,61350,30000,,2503915.0
350000,福建省,2014,43476,7341376,48640,36570,,2426558.0
350000,福建省,2013,70527.6,7315815,22235,36570,,2506563.0
350000,福建省,2012,9669,7261407,19080,33850,800,2824686.0
350000,福建省,2011,19195,7038769,22415,39400,,1882212.0
350000,福建省,2010,35853,6994576,170597,96250,5580,2895218.69
350000,福建省,2009,58401,6846790,196993,309470,,1718042.0
350000,福建省,2008,145105,6695774,382570,515760,,2071339.0
350000,福建省,2007,310237,6681382,564399,685245,23960,2086201.0
350000,福建省,2006,467214,6147238,873332,1301850,138069,2170267.0
350000,福建省,2005,644521,5337924,679061,1307796,327705,1756630.0
350000,福建省,2004,558120,4682908,562367,1227010,457650,1036255.0
350000,福建省,2003,363666,4150808,349791,883980,740830,1114077.0
350000,福建省,2002,,,,,,
350000,福建省,2001,,,,,,
350000,福建省,2000,,,,,,
360000,江西省,2019,11998.4,3501529,16606,28020,720,1016555.96
360000,江西省,2018,7829.48,3449893,37736,52305,175,732371.0
360000,江西省,2017,30071,3402721,36820,74590,800,966182.0
360000,江西省,2016,16937,3359287,99070,92490,30480,1204507.0
360000,江西省,2015,43531,3255002,138044,143235,4900,926272.0
360000,江西省,2014,35418,3103986,71210,206210,13945,886115.0
360000,江西省,2013,39241.26,3065626,98370,180650,27400,867572.0
360000,江西省,2012,55636.9,2905410,122603,207310,8180,942758.0
360000,江西省,2011,37017,2753900,140859,162250,9485,628689.0
360000,江西省,2010,46220.43,2635634,56840,244575,76055,795307.18
360000,江西省,2009,86515,2588517,252366,217115,67215,632077.0
360000,江西省,2008,79595,2392454,142360,285600,139600,630967.0
360000,江西省,2007,94249,2275961,311793,364166,105650,545261.0
360000,江西省,2006,140061,2047437,299409,414166,116273,562009.0
360000,江西省,2005,156338,1776889,149916,260000,60000,450785.0
360000,江西省,2004,132157,1629506,258942,573425,266690,318187.0
360000,江西省,2003,98030,1380076,148114,310000,260000,335580.0
360000,江西省,2002,,,,,,
360000,江西省,2001,,,,,,
360000,江西省,2000,,,,,,
370000,山东省,2019,,87897,560,,,4861.73
370000,山东省,2018,,88899,,,,5158.0
370000,山东省,2017,,89499,120,,,6096.0
370000,山东省,2016,314,89689,,,,633.0
370000,山东省,2015,,89014,,,,616.0
370000,山东省,2014,,83887,235,,,2781.0
370000,山东省,2013,,83972,,,,11867.0
370000,山东省,2012,,83790,2188,,,14653.0
370000,山东省,2011,,79223,3541,,,12448.0
370000,山东省,2010,3.5,73052,5919,,,7698.52
370000,山东省,2009,,69733,2645,,,9156.0
370000,山东省,2008,8079,72543,6190,,,10685.0
370000,山东省,2007,60,71713,,,,8448.0
370000,山东省,2006,260,71713,3810,,,7191.0
370000,山东省,2005,110,68228,,,,12129.0
370000,山东省,2004,,68228,1690,,,11318.0
370000,山东省,2003,14,66449,,,,6276.0
370000,山东省,2002,,,,,,
370000,山东省,2001,,,,,,
370000,山东省,2000,,,,,,
410000,河南省,2019,,509490,,2000,,75960.04
410000,河南省,2018,1656.2,509490,5148,3600,640,105334.0
410000,河南省,2017,7323,504342,11600,2960,,107048.0
410000,河南省,2016,1571,492742,,3360,,89763.0
410000,河南省,2015,10473,492742,1755,3360,3360,89186.0
410000,河南省,2014,28997,490987,11495,2235,2235,69586.0
410000,河南省,2013,7865.5,479492,14890,12600,,76926.0
410000,河南省,2012,33643,461217,67020,11630,4400,106298.0
410000,河南省,2011,13879,382256,13900,11800,640,79403.0
410000,河南省,2010,7173.6,368356,12290,12720,960,78377.04
410000,河南省,2009,17619,354291,10800,11650,3500,73964.0
410000,河南省,2008,12873,342137,8130,30105,9975,65710.0
410000,河南省,2007,6545,338269,4015,14340,6370,65715.0
410000,河南省,2006,12841,336516,3420,11280,4080,71581.0
410000,河南省,2005,10240,334583,5565,39945,500,81962.0
410000,河南省,2004,5776,330638,4040,13665,5065,79674.0
410000,河南省,2003,7149,326598,4720,11610,3130,77393.0
410000,河南省,2002,,,,,,
410000,河南省,2001,,,,,,
410000,河南省,2000,,,,,,
420000,湖北省,2019,94314.12,3931192,57754,242850,37500,718851.87
420000,湖北省,2018,88217.79,3861738,69890,247350,88200,935802.0
420000,湖北省,2017,108359,3806649,88290,235980,21100,1191820.0
420000,湖北省,2016,153307,3684555,89271,359310,37060,1009238.0
420000,湖北省,2015,264955,3600722,178815,370330,127780,865115.0
420000,湖北省,2014,206894,3416222,62340,360390,7540,877254.0
420000,湖北省,2013,239633.24,3373583,140281,378210,48800,730672.0
420000,湖北省,2012,326847.31,3226864,337325,507110,37180,762624.0
420000,湖北省,2011,432459,2960954,76365,556320,44880,745140.0
420000,湖北省,2010,638037.6,2900244,211509,1043600,141345,820752.13
420000,湖北省,2009,428565,2697835,173915,395089,32680,687834.0
420000,湖北省,2008,285633,2524722,152380,1202740,176000,735062.0
420000,湖北省,2007,217777,2707546,202935,953370,169700,726893.0
420000,湖北省,2006,214760,2516456,356695,1029320,98949,509513.0
420000,湖北省,2005,293381,2286676,346261,1202940,607800,613942.0
420000,湖北省,2004,179568,2443425,278893,825290,135715,680526.0
420000,湖北省,2003,172532,2172317,107580,773436,460710,785241.0
420000,湖北省,2002,,,,,,
420000,湖北省,2001,,,,,,
420000,湖北省,2000,,,,,,
430000,湖南省,2019,49398.79,6496887,79796,98310,29050,2044526.34
430000,湖南省,2018,76529.42,6379772,83150,165660,21300,1738922.0
430000,湖南省,2017,137785,6358228,77330,249590,42420,1945672.0
430000,湖南省,2016,155875,6284934,168779,247240,63525,2160128.0
430000,湖南省,2015,262108,6108835,229533,223200,106535,1988720.0
430000,湖南省,2014,178685,5921007,94000,254080,47220,1854824.0
430000,湖南省,2013,211999.31,5860837,155069,278805,24305,1853617.0
430000,湖南省,2012,208601.22,5572159,135665,389670,92310,1956985.0
430000,湖南省,2011,577297,5401186,343223,351120,76310,1356717.0
430000,湖南省,2010,265612.11,5127968,264900,851740,249455,1534473.04
430000,湖南省,2009,549433,4883357,262207,852105,134755,1348895.0
430000,湖南省,2008,528840,4687920,482315,1517390,175430,1406835.0
430000,湖南省,2007,420045,4526246,603212,1893183,402285,1289322.0
430000,湖南省,2006,485233,3886716,395706,1667454,611770,1270210.0
430000,湖南省,2005,388886,3578768,379155,1828545,454525,1138861.0
430000,湖南省,2004,306324,3221418,428837,1148240,250580,989977.0
430000,湖南省,2003,210693,2812594,322845,1149482,810000,1007222.0
430000,湖南省,2002,,,,,,
430000,湖南省,2001,,,,,,
430000,湖南省,2000,,,,,,
440000,广东省,2019,21349.86,7675840,81041,92715,960,2394819.2
440000,广东省,2018,27729.32,7602484,34068,81255,5970,1675262.0
440000,广东省,2017,71299,7596750,54440,76260,3550,2061747.0
440000,广东省,2016,64773,7548805,146978,61130,4060,2901420.0
440000,广东省,2015,73985,7400257,151906,71570,2610,1883727.0
440000,广东省,2014,34296,7272926,43741,137960,10930,1931347.0
440000,广东省,2013,40941.27,7258195,94540,122765,39965,2375370.0
440000,广东省,2012,42547.75,7157124,110546,168960,11645,2174508.0
440000,广东省,2011,51567,7055838,131871,212935,24880,1567208.0
440000,广东省,2010,198520.66,6997224,235121,531045,155835,2772821.89
440000,广东省,2009,231520,6526256,166366,360960,42670,1450533.0
440000,广东省,2008,215775,6145803,272705,332830,45400,1843769.0
440000,广东省,2007,186366,6049555,232036,428645,109450,1557016.0
440000,广东省,2006,171528,5787168,224085,300000,150000,1778007.0
440000,广东省,2005,325388,5507352,304746,400000,120000,1516225.0
440000,广东省,2004,368055,5190862,458591,383260,114720,1096426.0
440000,广东省,2003,380204,4741531,497352,450000,210000,1316587.0
440000,广东省,2002,,,,,,
440000,广东省,2001,,,,,,
440000,广东省,2000,,,,,,
450000,广西壮族自治区,2019,72195.4,4618436,57165,83190,14720,1497366.98
450000,广西壮族自治区,2018,78423.14,4579711,35110,94130,12360,1309217.0
450000,广西壮族自治区,2017,222336,4593586,84820,99890,,1427558.0
450000,广西壮族自治区,2016,317328,4532701,111215,234500,160,1434723.0
450000,广西壮族自治区,2015,275438,4412031,120870,334185,4830,1437663.0
450000,广西壮族自治区,2014,237036,4292311,124220,429785,106330,1392894.0
450000,广西壮族自治区,2013,239597,4184546,147264,423265,2300,1265028.0
450000,广西壮族自治区,2012,303450.09,4055129,89758,501978,5505,1257162.0
450000,广西壮族自治区,2011,344018,3952628,253940,688196,14625,949351.0
450000,广西壮族自治区,2010,364275.58,3676328,245770,1306900,47890,1091919.02
450000,广西壮族自治区,2009,251884,3453354,131615,950341,23451,887357.0
450000,广西壮族自治区,2008,216107,3311718,203572,1562183,73890,1053833.0
450000,广西壮族自治区,2007,261564,3718273,614985,1223841,75490,969168.0
450000,广西壮族自治区,2006,344404,3112396,600906,1670254,105355,938624.0
450000,广西壮族自治区,2005,315282,2817420,378025,2116735,376290,808069.0
450000,广西壮族自治区,2004,264397,2457987,297910,1511901,644845,758682.0
450000,广西壮族自治区,2003,305379,2164700,178742,1212255,756885,822490.0
450000,广西壮族自治区,2002,,,,,,
450000,广西壮族自治区,2001,,,,,,
450000,广西壮族自治区,2000,,,,,,
460000,海南省,2019,,492205,1040,,,112535.42
460000,海南省,2018,,493725,42335,7030,,153719.0
460000,海南省,2017,,457140,11955,25430,,141428.0
460000,海南省,2016,327,437045,18980,34800,,113975.0
460000,海南省,2015,6000,416945,5285,47830,8000,92613.0
460000,海南省,2014,,403120,7495,41990,,139429.0
460000,海南省,2013,800,396200,15110,57590,25200,130435.0
460000,海南省,2012,3929,367795,11060,31010,7500,126683.0
460000,海南省,2011,5128,356895,11175,39870,17530,122518.0
460000,海南省,2010,5380,347531,50820,83160,13630,99450.78
460000,海南省,2009,11170,297036,15865,74330,5950,109395.0
460000,海南省,2008,5850,284679,14470,65675,,94015.0
460000,海南省,2007,16096,270304,4460,52920,30020,77321.0
460000,海南省,2006,10754,266804,14780,28820,22020,76452.0
460000,海南省,2005,5576,252024,12710,28820,22020,52678.0
460000,海南省,2004,7217,240243,11440,6600,,65565.0
460000,海南省,2003,527,229443,7335,13800,1200,73247.0
460000,海南省,2002,,,,,,
460000,海南省,2001,,,,,,
460000,海南省,2000,,,,,,
500000,重庆市,2019,33448.64,2971108,89020,281780,58100,721821.99
500000,重庆市,2018,54990.65,2874133,146540,304140,46230,725152.0
500000,重庆市,2017,97129,2672353,108139,360540,28700,792445.0
500000,重庆市,2016,108127,2547104,107315,332630,22275,727992.0
500000,重庆市,2015,186751,2435364,179580,443470,55570,681142.0
500000,重庆市,2014,93288,2255419,54365,531830,13230,688512.0
500000,重庆市,2013,156693.92,2204009,125435,584630,50060,494747.0
500000,重庆市,2012,266820.25,2007619,440420,390152,59350,541896.0
500000,重庆市,2011,162169,1778214,103440,640305,61455,495646.0
500000,重庆市,2010,249933.45,1671691.1,202180,671430,37275,588136.35
500000,重庆市,2009,225736,1381190,55649,698165,91085,452907.0
500000,重庆市,2008,177845,1253678,90057,844805,134610,454400.0
500000,重庆市,2007,284528,1376361,181265,443690,222470,453948.0
500000,重庆市,2006,203574,1203796,84938,865870,236237,389599.0
500000,重庆市,2005,150704,1281367,93858,434681,277356,510816.0
500000,重庆市,2004,188968,1196524,144030,443690,222470,476086.0
500000,重庆市,2003,152251,1058002,81650,112375,85215,411992.0
500000,重庆市,2002,,,,,,
500000,重庆市,2001,,,,,,
500000,重庆市,2000,,,,,,
510000,四川省,2019,82675.34,11672900.0,130100,1403160,,4354129.65
510000,四川省,2018,116705.36,12011238.0,346840,1529915,,4347891.0
510000,四川省,2017,476292,11791723.0,164210,1530061,,4260817.0
510000,四川省,2016,557444,11622098.0,483455,1828061,103568,4132790.0
510000,四川省,2015,513674,11103042.0,253764,2167216,96512,3972823.0
510000,四川省,2014,569782,10760671.0,465970,2383215,78125,4099217.0
510000,四川省,2013,717128.72,10290616.0,424335,2614459,11700,3912582.0
510000,四川省,2012,766207.85,8142326,523470,2752062,346433,3269403.0
510000,四川省,2011,909637,7618344,544267,2534119,302109,3067068.0
510000,四川省,2010,842208.19,7161929.5,368125,2821025,652858,3102542.71
510000,四川省,2009,771883,6571132,403054,2900000,690000,2424496.0
510000,四川省,2008,952445,6196926,477017,3605000,1060000,2271948.0
510000,四川省,2007,1304820,8068851,1353551,2060700,518000,3078938.0
510000,四川省,2006,868166,6747892,1162261,4410845,775160,2587253.0
510000,四川省,2005,508066,5933084,725963,2249625,474785,2371494.0
510000,四川省,2004,611446,5203675,667805,2530000,763000,2143766.0
510000,四川省,2003,308902,4569287,220837,2000000,700000,1877062.0
510000,四川省,2002,,,,,,
510000,四川省,2001,,,,,,
510000,四川省,2000,,,,,,
520000,贵州省,2019,99750.15,3610344,82580,560820,27000,1126750.57
520000,贵州省,2018,128450.93,3507621,105505,569320,31950,1055652.0
520000,贵州省,2017,180494,3476426,105615,607050,328400,1022253.0
520000,贵州省,2016,165939,3370956,88310,541465,50600,1046676.0
520000,贵州省,2015,315612,3286201,124229,566975,76840,1074656.0
520000,贵州省,2014,318372,3152760,190530,821736,133360,1048995.0
520000,贵州省,2013,286223.31,2968370,193579,765666,65780,783632.0
520000,贵州省,2012,254641.85,2592661,284950,779316,139885,819356.0
520000,贵州省,2011,218231,2328709,220238,752506,149535,614174.0
520000,贵州省,2010,157975.62,2168566,219770,1185610,234970,720948.39
520000,贵州省,2009,188668,1954274,144650,1181805,63575,655963.0
520000,贵州省,2008,222413,1814493,242120,555135,3030,682685.0
520000,贵州省,2007,230544,1640357,217360,1920425,111180,591789.0
520000,贵州省,2006,203879,1362652,151155,1560000,227550,498539.0
520000,贵州省,2005,173357,1254407,126565,1191185,585165,464236.0
520000,贵州省,2004,114613,1128397,75905,1124135,276465,456980.0
520000,贵州省,2003,53660,1055772,38370,357290,245995,423936.0
520000,贵州省,2002,,,,,,
520000,贵州省,2001,,,,,,
520000,贵州省,2000,,,,,,
530000,云南省,2019,118261.01,12767727.0,232615,1108060,,3855897.76
530000,云南省,2018,182573.6,12128479.0,298360,1343900,157000,4305958.0
530000,云南省,2017,263793,11984990.0,234300,1525500,76400,4296614.0
530000,云南省,2016,331383,11757930.0,341300,1819450,340500,4078090.0
530000,云南省,2015,451539,11418315.0,355150,1797190,139560,3784567.0
530000,云南省,2014,572985,11072770.0,521010,2085970,398155,3479164.0
530000,云南省,2013,654338.12,10564212.0,494000,1975970,615070,3456015.0
530000,云南省,2012,669746.02,9637151,546652,1956160,600280,3065809.0
530000,云南省,2011,714274,8903959,717610,2071500,340990,2837884.0
530000,云南省,2010,892457.45,8223596,1088410,2142620,457160,2543188.58
530000,云南省,2009,1063268,7218555,1088026,2585170,498500,2447550.0
530000,云南省,2008,882585,6232274,1056410,6084450,1387940,2444966.0
530000,云南省,2007,819629,6629885,1348071,7010000,1880000,2428737.0
