省份编码,省份,年份,第一产业法人单位数(个),第二产业法人单位数(个),工业法人单位数(个),第三产业法人单位数(个)
210000,辽宁省,2017,30723,144177,,480409
210000,辽宁省,2016,24894,136512,,435068
210000,辽宁省,2015,21438,131216,,399774
210000,辽宁省,2014,17652,122603,98364,360057
210000,辽宁省,2013,48,108790,89063,306583
210000,辽宁省,2012,14181,123687,101915,315733
210000,辽宁省,2011,13025,120313,100123,255177
210000,辽宁省,2010,11026,115591,97043,242397
210000,辽宁省,2009,,,,
210000,辽宁省,2008,,,,
210000,辽宁省,2007,,,,
210000,辽宁省,2006,,,,
210000,辽宁省,2005,,,,
210000,辽宁省,2004,,,,
210000,辽宁省,2003,,,,
210000,辽宁省,2002,,,,
210000,辽宁省,2001,,,,
210000,辽宁省,2000,,,,
220000,吉林省,2019,23952,33891,,154230
220000,吉林省,2018,31,33009,,154409
220000,吉林省,2017,19420,40508,,149117
220000,吉林省,2016,14254,37815,,141384
220000,吉林省,2015,13469,35804,,132071
220000,吉林省,2014,12662,34021,27536,125444
220000,吉林省,2013,34,26435,21494,103832
220000,吉林省,2012,6096,31582,26364,94269
220000,吉林省,2011,4998,30132,25507,89507
220000,吉林省,2010,4242,28251,24233,85508
220000,吉林省,2009,,,,
220000,吉林省,2008,,,,
220000,吉林省,2007,,,,
220000,吉林省,2006,,,,
220000,吉林省,2005,,,,
220000,吉林省,2004,,,,
220000,吉林省,2003,,,,
220000,吉林省,2002,,,,
220000,吉林省,2001,,,,
220000,吉林省,2000,,,,
230000,黑龙江省,2019,46100,42623,,207229
230000,黑龙江省,2018,150,43301,,212740
230000,黑龙江省,2017,47322,53021,,234967
230000,黑龙江省,2016,26644,41901,,183182
230000,黑龙江省,2015,21844,38344,,165123
230000,黑龙江省,2014,17734,37463,30632,153845
230000,黑龙江省,2013,183,33483,27335,139677
230000,黑龙江省,2012,6102,43034,34916,140072
230000,黑龙江省,2011,5157,42774,34879,136219
230000,黑龙江省,2010,4250,41370,34234,130178
230000,黑龙江省,2009,,,,
230000,黑龙江省,2008,,,,
230000,黑龙江省,2007,,,,
230000,黑龙江省,2006,,,,
230000,黑龙江省,2005,,,,
230000,黑龙江省,2004,,,,
230000,黑龙江省,2003,,,,
230000,黑龙江省,2002,,,,
230000,黑龙江省,2001,,,,
230000,黑龙江省,2000,,,,
310000,上海市,2019,5118,70022,,407213
310000,上海市,2018,8,64674,,376014
310000,上海市,2017,6375,101788,,376332
310000,上海市,2016,6412,100193,,357385
310000,上海市,2015,6364,98622,,343605
310000,上海市,2014,6321,97354,81104,330431
310000,上海市,2013,10,95065,78902,314050
310000,上海市,2012,3769,114914,92706,336372
310000,上海市,2011,3522,110746,90358,308687
310000,上海市,2010,2815,106921,86863,289813
310000,上海市,2009,,,,
310000,上海市,2008,,,,
310000,上海市,2007,,,,
310000,上海市,2006,,,,
310000,上海市,2005,,,,
310000,上海市,2004,,,,
310000,上海市,2003,,,,
310000,上海市,2002,,,,
310000,上海市,2001,,,,
310000,上海市,2000,,,,
320000,江苏省,2019,39449,684277,,1603491
320000,江苏省,2018,30,633703,,1419897
320000,江苏省,2017,49738,702204,,1604092
320000,江苏省,2016,38894,588922,,1279916
320000,江苏省,2015,28699,513278,,1009469
320000,江苏省,2014,22794,469994,407431,852005
320000,江苏省,2013,28,391733,348449,655272
320000,江苏省,2012,26265,434107,379002,636540
320000,江苏省,2011,20070,402445,353571,556722
320000,江苏省,2010,15525,367387,326870,479293
320000,江苏省,2009,,,,
320000,江苏省,2008,,,,
320000,江苏省,2007,,,,
320000,江苏省,2006,,,,
320000,江苏省,2005,,,,
320000,江苏省,2004,,,,
320000,江苏省,2003,,,,
320000,江苏省,2002,,,,
320000,江苏省,2001,,,,
320000,江苏省,2000,,,,
330000,浙江省,2019,45729,527013,,1332836
330000,浙江省,2018,110,480460,,1064583
330000,浙江省,2017,65778,536493,,1190194
330000,浙江省,2016,62212,483481,,951472
330000,浙江省,2015,59534,465537,,821291
330000,浙江省,2014,57578,454354,421624,723735
330000,浙江省,2013,152,393069,369653,568992
330000,浙江省,2012,38278,353972,329913,472890
330000,浙江省,2011,28997,331379,310298,417817
330000,浙江省,2010,21038,300363,282444,364092
330000,浙江省,2009,,,,
330000,浙江省,2008,,,,
330000,浙江省,2007,,,,
330000,浙江省,2006,,,,
330000,浙江省,2005,,,,
330000,浙江省,2004,,,,
330000,浙江省,2003,,,,
330000,浙江省,2002,,,,
330000,浙江省,2001,,,,
330000,浙江省,2000,,,,
340000,安徽省,2019,91691,193725,,661092
340000,安徽省,2018,64,180608,,632607
340000,安徽省,2017,93247,185151,,594467
340000,安徽省,2016,57486,141615,,452152
340000,安徽省,2015,51418,124592,,388957
340000,安徽省,2014,37105,108915,86596,321755
340000,安徽省,2013,86,91946,75873,258328
340000,安徽省,2012,14004,92767,77343,217851
340000,安徽省,2011,9084,84137,71185,193694
340000,安徽省,2010,5435,74403,64457,162753
340000,安徽省,2009,,,,
340000,安徽省,2008,,,,
340000,安徽省,2007,,,,
340000,安徽省,2006,,,,
340000,安徽省,2005,,,,
340000,安徽省,2004,,,,
340000,安徽省,2003,,,,
340000,安徽省,2002,,,,
340000,安徽省,2001,,,,
340000,安徽省,2000,,,,
350000,福建省,2019,46383,187183,,707731
350000,福建省,2018,19,155460,,547347
350000,福建省,2017,50706,198812,,620532
350000,福建省,2016,43405,176046,,532297
350000,福建省,2015,37796,164644,,461980
350000,福建省,2014,30243,146990,129271,388842
350000,福建省,2013,72,104108,93986,269612
350000,福建省,2012,19288,119832,106976,259971
350000,福建省,2011,14630,108678,97851,232899
350000,福建省,2010,11042,95001,86076,201768
350000,福建省,2009,,,,
350000,福建省,2008,,,,
350000,福建省,2007,,,,
350000,福建省,2006,,,,
350000,福建省,2005,,,,
350000,福建省,2004,,,,
350000,福建省,2003,,,,
350000,福建省,2002,,,,
350000,福建省,2001,,,,
350000,福建省,2000,,,,
360000,江西省,2019,64092,113782,,392322
360000,江西省,2018,24,100611,,353752
360000,江西省,2017,60700,123257,,389056
360000,江西省,2016,48568,97702,,318382
360000,江西省,2015,35623,83082,,266812
360000,江西省,2014,26282,72526,61624,227755
360000,江西省,2013,28,58424,51314,182915
360000,江西省,2012,14632,67680,58982,166966
360000,江西省,2011,8712,57279,51193,133364
360000,江西省,2010,6774,53604,48747,124181
360000,江西省,2009,,,,
360000,江西省,2008,,,,
360000,江西省,2007,,,,
360000,江西省,2006,,,,
360000,江西省,2005,,,,
360000,江西省,2004,,,,
360000,江西省,2003,,,,
360000,江西省,2002,,,,
360000,江西省,2001,,,,
360000,江西省,2000,,,,
370000,山东省,2019,100155,544613,,1664599
370000,山东省,2018,17,439203,,1362081
370000,山东省,2017,114194,471201,,1429606
370000,山东省,2016,86617,376382,,1189066
370000,山东省,2015,52579,299597,,917722
370000,山东省,2014,34118,258436,213474,750280
370000,山东省,2013,27,218082,188123,605737
370000,山东省,2012,29760,276205,235787,600099
370000,山东省,2011,21777,263597,227550,547125
370000,山东省,2010,16083,251875,219456,505592
370000,山东省,2009,,,,
370000,山东省,2008,,,,
370000,山东省,2007,,,,
370000,山东省,2006,,,,
370000,山东省,2005,,,,
370000,山东省,2004,,,,
370000,山东省,2003,,,,
370000,山东省,2002,,,,
370000,山东省,2001,,,,
370000,山东省,2000,,,,
410000,河南省,2019,122388,231246,,1065184
410000,河南省,2018,31,223621,,1055586
410000,河南省,2017,76844,174154,,713946
410000,河南省,2016,46778,149863,,620138
410000,河南省,2015,45044,158960,,559206
410000,河南省,2014,34473,139984,124474,449315
410000,河南省,2013,13,120655,107811,389834
410000,河南省,2012,15825,142271,129139,267180
410000,河南省,2011,15105,139078,126806,256627
410000,河南省,2010,14315,136662,125140,249744
410000,河南省,2009,,,,
410000,河南省,2008,,,,
410000,河南省,2007,,,,
410000,河南省,2006,,,,
410000,河南省,2005,,,,
410000,河南省,2004,,,,
410000,河南省,2003,,,,
410000,河南省,2002,,,,
410000,河南省,2001,,,,
410000,河南省,2000,,,,
420000,湖北省,2019,57579,182723,,766643
420000,湖北省,2018,13,156392,,696763
420000,湖北省,2017,85154,170969,,687379
420000,湖北省,2016,64868,142150,,576338
420000,湖北省,2015,47658,122743,,507983
420000,湖北省,2014,35773,107631,84000,424391
420000,湖北省,2013,79,82924,66485,341365
420000,湖北省,2012,15682,102353,80549,317929
420000,湖北省,2011,10342,92609,74358,279162
420000,湖北省,2010,7392,84630,68806,253804
420000,湖北省,2009,,,,
420000,湖北省,2008,,,,
420000,湖北省,2007,,,,
420000,湖北省,2006,,,,
420000,湖北省,2005,,,,
420000,湖北省,2004,,,,
420000,湖北省,2003,,,,
420000,湖北省,2002,,,,
420000,湖北省,2001,,,,
420000,湖北省,2000,,,,
430000,湖南省,2019,56616,103722,,511960
430000,湖南省,2018,12,103144,,519608
430000,湖南省,2017,60149,118652,,506224
430000,湖南省,2016,33665,98947,,420047
430000,湖南省,2015,25373,86309,,356272
430000,湖南省,2014,15675,82262,73431,327002
430000,湖南省,2013,43,80298,72066,322685
430000,湖南省,2012,14280,83973,75841,245616
430000,湖南省,2011,9819,80816,73246,224218
430000,湖南省,2010,7708,80259,73324,209186
430000,湖南省,2009,,,,
430000,湖南省,2008,,,,
430000,湖南省,2007,,,,
430000,湖南省,2006,,,,
430000,湖南省,2005,,,,
430000,湖南省,2004,,,,
430000,湖南省,2003,,,,
430000,湖南省,2002,,,,
430000,湖南省,2001,,,,
430000,湖南省,2000,,,,
440000,广东省,2019,38120,747589,,2563447
440000,广东省,2018,54,696146,,2430350
440000,广东省,2017,37645,566416,,1351026
440000,广东省,2016,31784,445873,,1043763
440000,广东省,2015,27876,414032,,955114
440000,广东省,2014,23233,394595,362972,877443
440000,广东省,2013,87,334528,310589,735691
440000,广东省,2012,15611,325016,298767,667820
440000,广东省,2011,12030,299831,276666,596147
440000,广东省,2010,9650,271020,250848,522154
440000,广东省,2009,,,,
440000,广东省,2008,,,,
440000,广东省,2007,,,,
440000,广东省,2006,,,,
440000,广东省,2005,,,,
440000,广东省,2004,,,,
440000,广东省,2003,,,,
440000,广东省,2002,,,,
440000,广东省,2001,,,,
440000,广东省,2000,,,,
450000,广西壮族自治区,2019,75901,80676,,484926
450000,广西壮族自治区,2018,75,66474,,423728
450000,广西壮族自治区,2017,77842,64913,,396587
450000,广西壮族自治区,2016,69902,56504,,348074
450000,广西壮族自治区,2015,56320,48303,,297964
450000,广西壮族自治区,2014,45757,41540,34025,247266
450000,广西壮族自治区,2013,129,34375,29645,202327
450000,广西壮族自治区,2012,23041,39865,34152,211760
450000,广西壮族自治区,2011,10310,38251,33204,189951
450000,广西壮族自治区,2010,4486,34038,30088,166446
450000,广西壮族自治区,2009,,,,
450000,广西壮族自治区,2008,,,,
450000,广西壮族自治区,2007,,,,
450000,广西壮族自治区,2006,,,,
450000,广西壮族自治区,2005,,,,
450000,广西壮族自治区,2004,,,,
450000,广西壮族自治区,2003,,,,
450000,广西壮族自治区,2002,,,,
450000,广西壮族自治区,2001,,,,
450000,广西壮族自治区,2000,,,,
460000,海南省,2019,11343,15579,,98620
460000,海南省,2018,12,13667,,86417
460000,海南省,2017,11912,13063,,75423
460000,海南省,2016,10899,10554,,63470
460000,海南省,2015,10167,9312,,56616
460000,海南省,2014,9122,7796,3827,46701
460000,海南省,2013,68,6373,3199,39238
460000,海南省,2012,2964,7311,3582,38842
460000,海南省,2011,2115,6477,3398,34123
460000,海南省,2010,1588,5738,3233,30322
460000,海南省,2009,,,,
460000,海南省,2008,,,,
460000,海南省,2007,,,,
460000,海南省,2006,,,,
460000,海南省,2005,,,,
460000,海南省,2004,,,,
460000,海南省,2003,,,,
460000,海南省,2002,,,,
460000,海南省,2001,,,,
460000,海南省,2000,,,,
500000,重庆市,2019,74990,78274,,438105
500000,重庆市,2018,127,77501,,434842
500000,重庆市,2017,105628,87381,,405566
500000,重庆市,2016,93974,80113,,359017
500000,重庆市,2015,76130,72358,,306389
500000,重庆市,2014,55400,65200,54953,257403
500000,重庆市,2013,89,53576,46457,201169
500000,重庆市,2012,35984,56330,47371,181851
500000,重庆市,2011,23935,50077,42141,149740
500000,重庆市,2010,13097,43747,36798,121050
500000,重庆市,2009,,,,
500000,重庆市,2008,,,,
500000,重庆市,2007,,,,
500000,重庆市,2006,,,,
500000,重庆市,2005,,,,
500000,重庆市,2004,,,,
500000,重庆市,2003,,,,
500000,重庆市,2002,,,,
500000,重庆市,2001,,,,
500000,重庆市,2000,,,,
510000,四川省,2019,87763,126869,,652845
510000,四川省,2018,38,119589,,642310
510000,四川省,2017,71812,97894,,460213
510000,四川省,2016,47437,87896,,407564
510000,四川省,2015,35213,81407,,373418
510000,四川省,2014,27765,81202,69146,353117
510000,四川省,2013,47,68083,58275,305294
510000,四川省,2012,21429,79379,68414,302400
510000,四川省,2011,14322,76177,66190,275697
510000,四川省,2010,11580,74195,64721,267267
510000,四川省,2009,,,,
510000,四川省,2008,,,,
510000,四川省,2007,,,,
510000,四川省,2006,,,,
510000,四川省,2005,,,,
510000,四川省,2004,,,,
510000,四川省,2003,,,,
510000,四川省,2002,,,,
510000,四川省,2001,,,,
510000,四川省,2000,,,,
520000,贵州省,2019,102105,77164,,291882
520000,贵州省,2018,15,71833,,276301
520000,贵州省,2017,97661,79790,,270199
520000,贵州省,2016,69148,62614,,207802
520000,贵州省,2015,44992,51081,,169309
520000,贵州省,2014,30956,40490,35521,138414
520000,贵州省,2013,17,32330,28713,114167
520000,贵州省,2012,10244,24783,21938,98388
520000,贵州省,2011,4422,20457,18020,91544
520000,贵州省,2010,3365,18814,16670,88095
520000,贵州省,2009,,,,
520000,贵州省,2008,,,,
520000,贵州省,2007,,,,
520000,贵州省,2006,,,,
520000,贵州省,2005,,,,
520000,贵州省,2004,,,,
520000,贵州省,2003,,,,
520000,贵州省,2002,,,,
520000,贵州省,2001,,,,
520000,贵州省,2000,,,,
530000,云南省,2019,85592,77360,,408469
530000,云南省,2018,63,70658,,382565
530000,云南省,2017,103864,70301,,404836
530000,云南省,2016,72197,55857,,323837
530000,云南省,2015,54454,47273,,271033
530000,云南省,2014,31186,39945,28898,207876
530000,云南省,2013,89,32809,25049,157709
530000,云南省,2012,19175,34418,25815,160897
530000,云南省,2011,14416,33163,25121,149743
530000,云南省,2010,10133,29977,23582,130783
530000,云南省,2009,,,,
530000,云南省,2008,,,,
530000,云南省,2007,,,,
530000,云南省,2006,,,,
530000,云南省,2005,,,,
530000,云南省,2004,,,,
530000,云南省,2003,,,,
530000,云南省,2002,,,,
530000,云南省,2001,,,,
530000,云南省,2000,,,,
540000,西藏自治区,2019,2498,12128,,34565
540000,西藏自治区,2018,0,12191,,35024
540000,西藏自治区,2017,589,4023,,21988
540000,西藏自治区,2016,575,3814,,22271
540000,西藏自治区,2015,570,3745,,22197
540000,西藏自治区,2014,568,3693,1500,21882
540000,西藏自治区,2013,1,3302,1235,17859
540000,西藏自治区,2012,42,1069,618,15553
540000,西藏自治区,2011,35,1011,595,15428
540000,西藏自治区,2010,26,948,568,15244
540000,西藏自治区,2009,,,,
540000,西藏自治区,2008,,,,
540000,西藏自治区,2007,,,,
540000,西藏自治区,2006,,,,
540000,西藏自治区,2005,,,,
540000,西藏自治区,2004,,,,
540000,西藏自治区,2003,,,,
540000,西藏自治区,2002,,,,
540000,西藏自治区,2001,,,,
540000,西藏自治区,2000,,,,
610000,陕西省,2019,48581,107214,,431210
610000,陕西省,2018,20,103742,,428458
610000,陕西省,2017,50032,82057,,330621
610000,陕西省,2016,34114,69558,,291702
610000,陕西省,2015,26498,62615,,268960
610000,陕西省,2014,18798,54308,39820,237044
610000,陕西省,2013,17,42776,32297,200377
610000,陕西省,2012,10266,51393,38571,193674
610000,陕西省,2011,7982,44963,34748,178409
610000,陕西省,2010,6238,40168,32504,160258
610000,陕西省,2009,,,,
610000,陕西省,2008,,,,
610000,陕西省,2007,,,,
610000,陕西省,2006,,,,
610000,陕西省,2005,,,,
610000,陕西省,2004,,,,
610000,陕西省,2003,,,,
610000,陕西省,2002,,,,
610000,陕西省,2001,,,,
610000,陕西省,2000,,,,
620000,甘肃省,2019,53275,28921,,184404
620000,甘肃省,2018,10,31121,,198501
620000,甘肃省,2017,36953,28440,,156968
620000,甘肃省,2016,33488,26686,,150573
620000,甘肃省,2015,30093,25018,,141071
620000,甘肃省,2014,23298,22514,18962,128036
620000,甘肃省,2013,33,18458,15621,111712
620000,甘肃省,2012,7064,20026,16822,97644
620000,甘肃省,2011,4886,18098,15457,91216
620000,甘肃省,2010,3425,17503,15039,87505
620000,甘肃省,2009,,,,
620000,甘肃省,2008,,,,
620000,甘肃省,2007,,,,
620000,甘肃省,2006,,,,
620000,甘肃省,2005,,,,
620000,甘肃省,2004,,,,
620000,甘肃省,2003,,,,
620000,甘肃省,2002,,,,
620000,甘肃省,2001,,,,
620000,甘肃省,2000,,,,
630000,青海省,2019,18227,12473,,67816
630000,青海省,2018,18,10840,,62011
630000,青海省,2017,21704,15415,,71654
630000,青海省,2016,12481,9316,,43567
630000,青海省,2015,10705,8282,,39667
630000,青海省,2014,8954,7302,5575,35818
630000,青海省,2013,20,5321,4114,28861
630000,青海省,2012,2509,5449,4372,25467
630000,青海省,2011,1773,4773,3824,23900
630000,青海省,2010,1159,4252,3421,22915
630000,青海省,2009,,,,
630000,青海省,2008,,,,
630000,青海省,2007,,,,
630000,青海省,2006,,,,
630000,青海省,2005,,,,
630000,青海省,2004,,,,
630000,青海省,2003,,,,
630000,青海省,2002,,,,
630000,青海省,2001,,,,
630000,青海省,2000,,,,
640000,宁夏回族自治区,2019,17361,16403,,79495
640000,宁夏回族自治区,2018,15,11792,,57010
640000,宁夏回族自治区,2017,13909,13422,,63232
640000,宁夏回族自治区,2016,11695,11832,,57410
640000,宁夏回族自治区,2015,8796,9604,,47279
640000,宁夏回族自治区,2014,6678,7953,6513,39976
640000,宁夏回族自治区,2013,20,7220,5951,35789
640000,宁夏回族自治区,2012,2489,8081,6579,33250
640000,宁夏回族自治区,2011,1850,7402,6065,30801
640000,宁夏回族自治区,2010,1390,6573,5419,28000
640000,宁夏回族自治区,2009,,,,
640000,宁夏回族自治区,2008,,,,
640000,宁夏回族自治区,2007,,,,
640000,宁夏回族自治区,2006,,,,
640000,宁夏回族自治区,2005,,,,
640000,宁夏回族自治区,2004,,,,
640000,宁夏回族自治区,2003,,,,
640000,宁夏回族自治区,2002,,,,
640000,宁夏回族自治区,2001,,,,
640000,宁夏回族自治区,2000,,,,
650000,新疆维吾尔自治区,2019,20421,39524,,209258
650000,新疆维吾尔自治区,2018,37,37555,,205810
650000,新疆维吾尔自治区,2017,17203,33931,,198634
650000,新疆维吾尔自治区,2016,15365,30258,,176459
650000,新疆维吾尔自治区,2015,12622,26228,,157603
650000,新疆维吾尔自治区,2014,11065,23483,19576,142535
650000,新疆维吾尔自治区,2013,192,18394,15460,116080
650000,新疆维吾尔自治区,2012,4773,16510,14030,88826
650000,新疆维吾尔自治区,2011,3650,14595,12459,83684
650000,新疆维吾尔自治区,2010,2842,13005,11050,80881
650000,新疆维吾尔自治区,2009,,,,
650000,新疆维吾尔自治区,2008,,,,
650000,新疆维吾尔自治区,2007,,,,
650000,新疆维吾尔自治区,2006,,,,
650000,新疆维吾尔自治区,2005,,,,
650000,新疆维吾尔自治区,2004,,,,
650000,新疆维吾尔自治区,2003,,,,
650000,新疆维吾尔自治区,2002,,,,
650000,新疆维吾尔自治区,2001,,,,
650000,新疆维吾尔自治区,2000,,,,
