省份编码,省份,年份,城镇居民家庭人均现金消费支出(元),城镇居民家庭人均食品消费支出(元),城镇居民家庭人均衣着消费支出(元),城镇居民家庭人均居住消费支出(元),城镇居民家庭人均家庭设备及用品消费支出(元),城镇居民家庭人均医疗保健消费支出(元),城镇居民家庭人均交通通信消费支出(元),城镇居民家庭人均文教娱乐服务消费支出(元),城镇居民家庭人均其它消费支出(元)
120000,天津市,2001,,,,,,,,,
120000,天津市,2000,,,,,,,,,
130000,河北省,2019,,,,,,,,,
130000,河北省,2018,,,,,,,,,
130000,河北省,2017,,,,,,,,,
130000,河北省,2016,,,,,,,,,
130000,河北省,2015,,,,,,,,,
130000,河北省,2014,,,,,,,,,
130000,河北省,2013,,,,,,,,,
130000,河北省,2012,12531.12,4211.16,1541.99,1502.41,876.1,1047.28,1723.75,1203.8,424.63
130000,河北省,2011,11609.29,3927.26,1425.99,1372.25,809.85,955.95,1526.6,1203.99,387.4
130000,河北省,2010,10318.32,3335.23,1225.94,1344.47,693.56,923.83,1398.35,1001.01,395.93
130000,河北省,2009,9678.75,3250.77,1190.19,1142.83,628.49,971.29,1151.15,982.21,361.83
130000,河北省,2008,9086.73,3155.4,1137.22,1097.41,574.84,808.88,1062.31,946.38,304.28
130000,河北省,2007,8234.97,2789.85,975.94,917.19,546.75,833.51,1010.51,895.06,266.16
130000,河北省,2006,7343.49,2492.26,849.58,864.92,460.27,737.43,875.43,827.72,235.88
130000,河北省,2005,6699.67,2315.76,787.33,762.08,414.49,642.71,772.34,795.43,209.51
130000,河北省,2004,5819.18,2142.36,630.93,705.18,343.21,550.29,595.95,682.87,168.39
130000,河北省,2003,5439.77,1912.42,587.6,595.24,365.37,550.9,607.75,660.58,159.9
130000,河北省,2002,5069.28,1795.32,577.44,553.68,356.28,527.28,509.16,603.6,146.28
130000,河北省,2001,,,,,,,,,
130000,河北省,2000,,,,,,,,,
140000,山西省,2019,,,,,,,,,
140000,山西省,2018,,,,,,,,,
140000,山西省,2017,,,,,,,,,
140000,山西省,2016,,,,,,,,,
140000,山西省,2015,,,,,,,,,
140000,山西省,2014,,,,,,,,,
140000,山西省,2013,,,,,,,,,
140000,山西省,2012,12211.53,3855.56,1529.47,1438.88,832.52,905.88,1672.29,1506.2,470.72
140000,山西省,2011,11354.3,3558.04,1461.9,1327.78,832.74,851.3,1487.66,1419.43,415.44
140000,山西省,2010,9792.65,3052.57,1205.89,1245.0,612.59,774.89,1340.9,1229.68,331.14
140000,山西省,2009,9355.1,3071.93,1162.0,1319.45,563.82,789.92,1095.77,1070.6,281.61
140000,山西省,2008,8806.55,2974.76,1137.71,1250.87,471.65,769.79,931.33,1041.91,228.53
140000,山西省,2007,8101.84,2600.37,1064.61,991.77,477.74,640.22,1027.99,1054.05,245.07
140000,山西省,2006,7170.94,2252.5,1016.69,830.38,441.82,589.97,825.18,1007.92,206.48
140000,山西省,2005,6342.63,2056.79,933.03,727.91,359.44,538.7,604.35,932.53,189.88
140000,山西省,2004,5654.15,1917.75,747.43,614.2,314.82,401.75,587.0,901.4,169.8
140000,山西省,2003,5105.38,1712.13,725.81,561.49,314.34,367.47,478.09,799.35,146.69
140000,山西省,2002,4710.96,1531.32,657.0,534.96,284.4,364.8,406.2,781.8,150.36
140000,山西省,2001,,,,,,,,,
140000,山西省,2000,,,,,,,,,
150000,内蒙古自治区,2019,,,,,,,,,
150000,内蒙古自治区,2018,,,,,,,,,
150000,内蒙古自治区,2017,,,,,,,,,
150000,内蒙古自治区,2016,,,,,,,,,
150000,内蒙古自治区,2015,,,,,,,,,
150000,内蒙古自治区,2014,,,,,,,,,
150000,内蒙古自治区,2013,,,,,,,,,
150000,内蒙古自治区,2012,17717.1,5463.18,2730.23,1583.56,1242.64,1354.09,2572.93,1971.78,798.68
150000,内蒙古自治区,2011,15878.07,4962.4,2514.09,1418.6,1162.87,1239.36,2003.54,1812.07,765.13
150000,内蒙古自治区,2010,13994.62,4211.48,2203.59,1384.45,948.87,1126.03,1768.65,1641.17,710.37
150000,内蒙古自治区,2009,12369.87,3772.63,1857.19,1246.21,797.77,992.73,1557.03,1504.36,641.96
150000,内蒙古自治区,2008,10828.62,3553.48,1616.56,1028.19,672.64,869.71,1191.7,1383.53,512.81
150000,内蒙古自治区,2007,9281.46,2824.89,1396.86,941.79,561.71,719.13,1123.82,1245.09,468.17
150000,内蒙古自治区,2006,7666.61,2323.55,1168.93,802.26,464.55,555.0,928.48,1052.65,371.19
150000,内蒙古自治区,2005,6928.6,2177.63,1047.91,722.62,394.37,533.36,755.51,968.81,328.39
150000,内蒙古自治区,2004,6219.26,2024.87,897.88,627.02,360.31,473.64,699.66,858.38,277.5
150000,内蒙古自治区,2003,5419.14,1705.56,793.53,618.18,297.69,425.88,596.21,770.5,212.76
150000,内蒙古自治区,2002,4859.88,1532.28,674.64,667.56,285.96,343.44,503.04,678.84,173.88
150000,内蒙古自治区,2001,,,,,,,,,
150000,内蒙古自治区,2000,,,,,,,,,
210000,辽宁省,2019,,,,,,,,,
210000,辽宁省,2018,,,,,,,,,
210000,辽宁省,2017,,,,,,,,,
210000,辽宁省,2016,,,,,,,,,
210000,辽宁省,2015,,,,,,,,,
210000,辽宁省,2014,,,,,,,,,
210000,辽宁省,2013,,,,,,,,,
210000,辽宁省,2012,16593.6,5809.39,2042.4,1433.28,1069.65,1309.62,2323.29,1843.89,762.07
210000,辽宁省,2011,14789.61,5254.96,1854.63,1385.62,929.37,1208.3,1899.06,1614.52,643.15
210000,辽宁省,2010,13280.04,4658.0,1586.81,1314.79,785.67,1079.81,1773.26,1495.9,585.78
210000,辽宁省,2009,12324.58,4680.85,1338.84,1293.0,607.51,1018.44,1493.17,1283.68,609.09
210000,辽宁省,2008,11231.48,4378.14,1187.41,1270.95,507.4,913.13,1295.7,1145.46,533.29
210000,辽宁省,2007,9429.73,3560.21,1017.65,1047.04,439.28,879.08,1033.36,1052.94,400.16
210000,辽宁省,2006,7987.49,3102.13,846.91,909.42,362.1,767.13,797.64,853.92,348.23
210000,辽宁省,2005,7369.27,2860.98,740.83,792.75,304.8,751.16,744.02,849.53,325.18
210000,辽宁省,2004,6543.28,2643.95,651.66,661.8,276.89,541.26,652.4,845.37,269.96
210000,辽宁省,2003,6077.92,2394.98,637.4,630.86,257.41,534.3,631.14,747.41,244.42
210000,辽宁省,2002,5342.64,2074.68,645.6,515.76,274.08,462.84,482.16,697.08,190.56
210000,辽宁省,2001,,,,,,,,,
210000,辽宁省,2000,,,,,,,,,
220000,吉林省,2019,,,,,,,,,
220000,吉林省,2018,,,,,,,,,
220000,吉林省,2017,,,,,,,,,
220000,吉林省,2016,,,,,,,,,
220000,吉林省,2015,,,,,,,,,
220000,吉林省,2014,,,,,,,,,
220000,吉林省,2013,,,,,,,,,
220000,吉林省,2012,14613.53,4635.27,2044.8,1594.14,871.46,1447.5,1780.67,1642.7,597.0
220000,吉林省,2011,13010.63,4252.85,1769.47,1468.29,839.31,1108.51,1541.37,1468.34,562.48
220000,吉林省,2010,11679.04,3767.85,1570.68,1344.41,710.28,1171.25,1363.91,1244.56,506.09
220000,吉林省,2009,10914.44,3637.32,1419.12,1394.94,543.69,1120.44,1305.45,1028.06,465.42
220000,吉林省,2008,9729.05,3307.14,1259.62,1285.28,510.49,914.47,954.96,1071.8,425.3
220000,吉林省,2007,8560.3,2842.68,1127.09,1062.46,407.35,854.8,873.88,997.75,394.29
220000,吉林省,2006,7352.64,2457.21,907.61,984.95,318.65,671.44,815.02,890.22,307.56
220000,吉林省,2005,6794.71,2356.0,826.21,845.45,279.58,675.77,733.5,800.22,277.98
220000,吉林省,2004,6068.99,2180.09,739.52,700.04,254.33,527.32,643.16,795.04,229.51
220000,吉林省,2003,5492.1,1957.92,666.49,669.32,245.62,462.12,550.17,742.15,198.3
220000,吉林省,2002,4973.88,1809.48,627.48,570.72,238.8,430.44,465.36,655.8,175.8
220000,吉林省,2001,,,,,,,,,
220000,吉林省,2000,,,,,,,,,
230000,黑龙江省,2019,,,,,,,,,
230000,黑龙江省,2018,,,,,,,,,
230000,黑龙江省,2017,,,,,,,,,
230000,黑龙江省,2016,,,,,,,,,
230000,黑龙江省,2015,,,,,,,,,
230000,黑龙江省,2014,,,,,,,,,
230000,黑龙江省,2013,,,,,,,,,
230000,黑龙江省,2012,12983.55,4687.23,1806.92,1336.85,742.22,1180.67,1462.61,1216.56,550.51
230000,黑龙江省,2011,12054.19,4348.45,1681.88,1185.96,723.58,1082.96,1363.62,1190.87,476.89
230000,黑龙江省,2010,10683.92,3784.72,1608.37,1128.14,618.76,948.44,1191.31,1001.48,402.69
230000,黑龙江省,2009,9629.6,3397.41,1403.72,1026.77,547.87,978.79,922.77,956.85,395.41
230000,黑龙江省,2008,8622.97,3128.1,1217.04,941.25,494.49,864.89,749.05,906.19,321.95
230000,黑龙江省,2007,7519.28,2633.18,1021.45,784.51,355.67,729.55,746.03,938.21,310.67
230000,黑龙江省,2006,6655.43,2215.68,971.44,755.32,319.37,634.3,665.01,843.94,250.37
230000,黑龙江省,2005,6178.01,2071.62,877.96,695.23,282.78,613.15,596.97,802.49,237.81
230000,黑龙江省,2004,5567.53,1972.24,719.28,611.44,215.07,537.44,548.39,762.49,201.18
230000,黑龙江省,2003,5015.19,1783.95,696.24,539.5,217.0,456.29,499.69,644.49,178.05
230000,黑龙江省,2002,4462.08,1584.6,610.8,508.44,200.76,415.2,411.0,590.28,140.88
230000,黑龙江省,2001,,,,,,,,,
230000,黑龙江省,2000,,,,,,,,,
310000,上海市,2019,,,,,,,,,
310000,上海市,2018,,,,,,,,,
310000,上海市,2017,,,,,,,,,
310000,上海市,2016,,,,,,,,,
310000,上海市,2015,,,,,,,,,
310000,上海市,2014,,,,,,,,,
310000,上海市,2013,,,,,,,,,
310000,上海市,2012,26253.47,9655.6,2111.17,1790.48,1906.49,1016.65,4563.8,3723.74,1485.53
310000,上海市,2011,25102.14,8905.95,2053.81,2225.68,1826.22,1140.82,3808.41,3746.38,1394.86
310000,上海市,2010,23200.4,7776.98,1794.06,2166.22,1800.19,1005.54,4076.46,3363.25,1217.7
310000,上海市,2009,20992.35,7344.83,1593.08,1913.22,1365.39,1002.14,3498.65,3138.98,1136.06
310000,上海市,2008,19397.89,7108.62,1520.61,1646.19,1182.24,755.29,3373.19,2874.54,937.21
310000,上海市,2007,17255.38,6125.45,1330.05,1412.1,959.49,857.11,3153.72,2653.67,763.8
310000,上海市,2006,14761.75,5248.95,1026.87,1435.72,877.59,762.92,2332.83,2431.74,645.13
310000,上海市,2005,13773.41,4940.06,940.45,1412.11,800.3,796.82,1983.72,2272.76,627.2
310000,上海市,2004,12631.03,4593.32,796.72,1326.69,780.26,761.7,1702.86,2195.15,474.33
310000,上海市,2003,11040.34,4102.65,750.81,1280.43,792.51,602.73,1258.72,1833.79,418.71
310000,上海市,2002,10464.0,4120.2,612.84,1188.6,653.4,733.44,1114.92,1668.24,372.36
310000,上海市,2001,,,,,,,,,
310000,上海市,2000,,,,,,,,,
320000,江苏省,2019,,,,,,,,,
320000,江苏省,2018,,,,,,,,,
320000,江苏省,2017,,,,,,,,,
320000,江苏省,2016,,,,,,,,,
320000,江苏省,2015,,,,,,,,,
320000,江苏省,2014,,,,,,,,,
320000,江苏省,2013,,,,,,,,,
320000,江苏省,2012,18825.28,6658.37,1915.97,1437.08,1288.42,1058.11,2689.51,3077.76,700.06
320000,江苏省,2011,16781.74,6060.91,1772.06,1187.74,1193.81,962.45,2262.19,2695.52,647.06
320000,江苏省,2010,14357.49,5243.14,1465.54,1234.05,1026.32,805.73,1935.07,2133.25,514.41
320000,江苏省,2009,13153.0,4773.67,1297.95,1148.85,923.32,808.37,1721.87,1968.03,510.94
320000,江苏省,2008,11977.55,4544.64,1166.91,1042.1,813.45,794.63,1357.96,1799.75,458.1
320000,江苏省,2007,10715.15,3928.71,990.03,1020.09,707.31,689.37,1303.02,1699.26,377.37
320000,江苏省,2006,9628.59,3462.66,886.82,997.53,647.52,600.69,1203.45,1467.36,362.56
320000,江苏省,2005,8621.82,3205.79,804.23,794.94,586.84,579.32,1050.88,1287.9,311.92
320000,江苏省,2004,7332.26,2931.7,610.96,760.71,493.53,496.77,765.17,1031.14,242.28
320000,江苏省,2003,6708.58,2566.89,587.86,715.98,452.06,493.8,686.47,971.91,233.61
320000,江苏省,2002,6042.6,2441.88,534.48,692.16,436.68,376.08,499.68,867.36,194.16
320000,江苏省,2001,,,,,,,,,
320000,江苏省,2000,,,,,,,,,
330000,浙江省,2019,,,,,,,,,
330000,浙江省,2018,,,,,,,,,
330000,浙江省,2017,,,,,,,,,
330000,浙江省,2016,,,,,,,,,
330000,浙江省,2015,,,,,,,,,
330000,浙江省,2014,,,,,,,,,
330000,浙江省,2013,,,,,,,,,
330000,浙江省,2012,21545.18,7552.02,2109.58,1551.69,1161.39,1228.02,4133.5,2996.59,812.39
330000,浙江省,2011,20437.45,7066.22,2138.99,1518.06,1109.42,1248.9,3728.23,2816.12,811.51
330000,浙江省,2010,17858.2,6118.46,1802.29,1418.0,916.16,1033.7,3437.15,2586.09,546.36
330000,浙江省,2009,16683.48,5604.72,1614.66,1485.9,828.96,984.62,3290.63,2295.32,578.67
330000,浙江省,2008,15158.3,5522.56,1546.46,1333.69,713.31,933.11,2392.63,2195.58,520.95
330000,浙江省,2007,14091.19,4892.58,1406.2,1168.08,666.02,859.06,2473.4,2158.32,467.52
330000,浙江省,2006,13348.51,4393.4,1383.63,1229.25,615.45,852.27,2492.01,1946.15,436.37
330000,浙江省,2005,12253.74,4140.34,1264.06,1059.36,609.18,831.79,2097.41,1849.73,401.88
330000,浙江省,2004,10636.14,3851.23,941.8,971.33,596.62,828.81,1419.09,1681.09,346.17
330000,浙江省,2003,9712.89,3558.41,830.03,953.1,592.61,738.49,1223.95,1486.63,329.68
330000,浙江省,2002,8713.08,3474.36,744.0,738.48,521.52,667.8,899.28,1406.88,260.64
330000,浙江省,2001,,,,,,,,,
330000,浙江省,2000,,,,,,,,,
340000,安徽省,2019,,,,,,,,,
340000,安徽省,2018,,,,,,,,,
340000,安徽省,2017,,,,,,,,,
340000,安徽省,2016,,,,,,,,,
340000,安徽省,2015,,,,,,,,,
340000,安徽省,2014,,,,,,,,,
340000,安徽省,2013,,,,,,,,,
340000,安徽省,2012,15011.66,5814.92,1540.66,1396.97,811.23,1142.96,1809.72,1932.74,562.44
340000,安徽省,2011,13181.46,5246.76,1371.01,1501.39,690.66,907.58,1365.01,1631.28,467.77
340000,安徽省,2010,11512.55,4369.63,1225.56,1229.64,678.75,737.05,1356.57,1479.75,435.62
340000,安徽省,2009,10233.98,4051.4,1080.06,1219.83,589.73,716.87,1013.38,1225.36,337.36
340000,安徽省,2008,9524.04,3905.05,1010.61,988.12,579.59,633.93,920.77,1160.14,325.82
340000,安徽省,2007,8531.9,3384.38,906.47,850.24,465.68,554.44,891.38,1169.99,309.3
340000,安徽省,2006,7294.73,3091.28,869.55,694.17,336.99,441.42,788.25,869.23,203.83
340000,安徽省,2005,6367.67,2781.5,763.54,590.27,290.88,400.34,676.86,666.42,197.87
340000,安徽省,2004,5711.33,2509.02,637.88,534.3,257.01,395.74,564.92,623.48,188.99
340000,安徽省,2003,5064.34,2238.91,558.07,487.37,257.19,318.2,502.72,536.2,165.69
340000,安徽省,2002,4736.52,2045.28,557.88,483.48,247.8,297.96,462.36,479.64,162.12
340000,安徽省,2001,,,,,,,,,
340000,安徽省,2000,,,,,,,,,
350000,福建省,2019,,,,,,,,,
350000,福建省,2018,,,,,,,,,
350000,福建省,2017,,,,,,,,,
350000,福建省,2016,,,,,,,,,
350000,福建省,2015,,,,,,,,,
350000,福建省,2014,,,,,,,,,
350000,福建省,2013,,,,,,,,,
350000,福建省,2012,18593.21,7317.42,1634.21,1753.86,1254.71,773.22,2961.78,2104.83,793.17
350000,福建省,2011,16661.05,6534.94,1494.96,1661.84,1179.84,773.26,2470.18,1879.02,667.0
350000,福建省,2010,14750.01,5790.72,1281.25,1606.27,972.24,617.36,2196.88,1786.0,499.3
350000,福建省,2009,13450.57,5336.36,1171.88,1394.91,859.06,591.5,1993.77,1504.96,598.13
350000,福建省,2008,12501.12,5078.85,1105.31,1300.1,722.17,540.63,1777.06,1453.18,523.83
350000,福建省,2007,11055.13,4296.22,940.72,1261.18,645.4,502.41,1606.9,1426.34,375.98
350000,福建省,2006,9807.71,3854.26,784.71,1233.49,525.65,513.61,1232.7,1321.33,341.96
350000,福建省,2005,8794.41,3595.2,708.79,1071.86,455.36,478.41,1048.71,1106.95,329.11
350000,福建省,2004,8161.15,3394.63,598.37,869.25,435.32,476.75,1055.59,1050.3,280.93
350000,福建省,2003,7356.26,3104.8,576.18,878.94,440.43,348.81,867.82,898.57,240.72
350000,福建省,2002,6631.68,2881.2,527.52,742.08,446.16,323.16,647.88,875.16,188.52
350000,福建省,2001,,,,,,,,,
350000,福建省,2000,,,,,,,,,
360000,江西省,2019,,,,,,,,,
360000,江西省,2018,,,,,,,,,
360000,江西省,2017,,,,,,,,,
360000,江西省,2016,,,,,,,,,
360000,江西省,2015,,,,,,,,,
360000,江西省,2014,,,,,,,,,
360000,江西省,2013,,,,,,,,,
360000,江西省,2012,12775.65,5071.61,1476.63,1173.91,966.23,670.71,1501.34,1487.3,427.93
360000,江西省,2011,11747.21,4675.16,1272.88,1114.49,914.88,641.23,1310.21,1429.3,389.06
360000,江西省,2010,10618.69,4195.38,1138.84,1109.82,854.6,524.22,1270.28,1179.89,345.66
360000,江西省,2009,9739.99,3881.56,1053.01,935.44,761.85,550.25,1145.16,1066.94,345.78
360000,江西省,2008,8717.37,3633.05,969.58,851.15,623.17,483.96,872.57,945.99,337.91
360000,江西省,2007,7810.73,3192.61,915.09,728.76,587.4,385.91,732.97,973.38,294.6
360000,江西省,2006,6645.54,2636.93,725.72,742.93,451.32,357.03,600.16,894.58,236.87
360000,江西省,2005,6109.39,2495.09,647.8,646.16,426.99,326.46,567.52,805.41,193.97
360000,江西省,2004,5337.84,2296.48,513.57,505.47,328.18,268.11,498.45,785.66,141.93
360000,江西省,2003,4914.55,1979.83,480.86,573.38,351.5,264.89,465.83,664.32,133.94
360000,江西省,2002,4549.32,1843.68,447.84,443.52,305.88,267.72,437.28,660.96,142.32
360000,江西省,2001,,,,,,,,,
360000,江西省,2000,,,,,,,,,
370000,山东省,2019,,,,,,,,,
370000,山东省,2018,,,,,,,,,
370000,山东省,2017,,,,,,,,,
370000,山东省,2016,,,,,,,,,
370000,山东省,2015,,,,,,,,,
370000,山东省,2014,,,,,,,,,
370000,山东省,2013,,,,,,,,,
370000,山东省,2012,15778.24,5201.32,2196.98,1572.35,1125.99,1005.25,2370.23,1655.91,650.21
370000,山东省,2011,14560.67,4827.61,2008.84,1510.84,1013.82,938.86,2203.99,1538.44,518.27
370000,山东省,2010,13118.24,4205.88,1745.2,1408.64,915.0,885.79,2140.42,1401.77,415.55
370000,山东省,2009,12012.73,3954.34,1548.75,1280.04,885.04,885.16,1719.68,1332.97,406.75
370000,山东省,2008,11006.61,3699.42,1394.11,1247.04,806.35,799.79,1410.45,1277.43,372.01
370000,山东省,2007,9666.61,3180.64,1238.34,1027.58,661.03,708.58,1333.63,1191.18,325.64
370000,山东省,2006,8468.4,2711.65,1091.22,838.17,526.29,624.06,1175.57,1201.97,299.48
370000,山东省,2005,7457.31,2512.73,925.94,751.69,503.36,579.01,902.32,1039.99,242.29
370000,山东省,2004,6673.75,2310.66,829.22,601.54,457.33,484.42,801.23,983.07,206.28
370000,山东省,2003,6069.35,2051.3,790.6,551.75,461.09,444.04,638.22,931.46,200.89
370000,山东省,2002,5596.32,1927.56,751.8,459.72,396.96,407.64,538.44,929.16,185.04
370000,山东省,2001,,,,,,,,,
370000,山东省,2000,,,,,,,,,
410000,河南省,2019,,,,,,,,,
410000,河南省,2018,,,,,,,,,
410000,河南省,2017,,,,,,,,,
410000,河南省,2016,,,,,,,,,
410000,河南省,2015,,,,,,,,,
410000,河南省,2014,,,,,,,,,
410000,河南省,2013,,,,,,,,,
410000,河南省,2012,13732.96,4607.47,1885.99,1190.81,1145.42,1085.47,1730.35,1525.33,562.13
410000,河南省,2011,12336.47,4212.76,1706.94,1087.08,977.52,919.83,1573.64,1373.94,484.76
410000,河南省,2010,10838.49,3575.75,1444.63,1080.1,866.72,941.32,1374.76,1137.16,418.04
410000,河南省,2009,9566.99,3272.75,1270.74,1004.37,684.79,875.52,1033.99,1048.14,376.7
410000,河南省,2008,8837.46,3079.82,1141.76,963.59,633.32,790.87,915.12,988.95,324.03
410000,河南省,2007,7826.72,2707.44,1053.13,795.39,549.14,626.55,858.33,936.55,300.19
410000,河南省,2006,6685.18,2215.32,919.31,737.0,431.02,520.57,762.08,847.12,252.76
410000,河南省,2005,6038.02,2067.51,806.39,651.98,376.27,472.31,636.57,805.08,221.91
410000,河南省,2004,5294.19,1855.44,650.3,578.6,332.06,436.53,569.85,694.56,176.84
410000,河南省,2003,4941.6,1662.3,602.64,566.3,345.68,443.27,533.86,629.91,157.63
410000,河南省,2002,4504.68,1517.04,570.48,499.44,324.48,389.64,477.6,586.32,139.8
410000,河南省,2001,,,,,,,,,
410000,河南省,2000,,,,,,,,,
420000,湖北省,2019,,,,,,,,,
420000,湖北省,2018,,,,,,,,,
420000,湖北省,2017,,,,,,,,,
420000,湖北省,2016,,,,,,,,,
420000,湖北省,2015,,,,,,,,,
420000,湖北省,2014,,,,,,,,,
420000,湖北省,2013,,,,,,,,,
420000,湖北省,2012,14495.97,5837.93,1783.41,1371.15,978.26,1029.55,1476.98,1651.92,366.78
420000,湖北省,2011,13163.77,5363.68,1677.91,1172.11,814.81,915.72,1382.2,1489.67,347.68
420000,湖北省,2010,11450.97,4429.3,1415.68,1187.54,867.33,709.58,1205.48,1263.16,372.9
420000,湖北省,2009,10294.07,4160.51,1210.32,999.49,759.24,694.61,953.69,1208.46,307.75
420000,湖北省,2008,9477.51,3996.27,1099.16,914.26,604.4,675.32,890.12,1037.24,260.74
420000,湖北省,2007,8701.18,3455.98,1046.62,856.97,550.16,525.32,903.02,1120.29,242.82
420000,湖北省,2006,7397.32,2868.39,877.01,752.56,401.22,517.19,763.14,997.74,220.08
420000,湖北省,2005,6736.56,2625.41,806.67,683.89,371.0,499.34,649.87,904.76,195.62
420000,湖北省,2004,6398.52,2516.2,710.96,641.62,334.12,461.4,600.48,938.62,195.12
420000,湖北省,2003,5963.25,2279.64,669.3,655.0,383.4,397.49,571.93,843.66,162.83
420000,湖北省,2002,5608.92,2087.76,592.92,612.12,398.04,370.56,532.08,863.16,152.04
420000,湖北省,2001,,,,,,,,,
420000,湖北省,2000,,,,,,,,,
430000,湖南省,2019,,,,,,,,,
430000,湖南省,2018,,,,,,,,,
430000,湖南省,2017,,,,,,,,,
430000,湖南省,2016,,,,,,,,,
430000,湖南省,2015,,,,,,,,,
430000,湖南省,2014,,,,,,,,,
430000,湖南省,2013,,,,,,,,,
430000,湖南省,2012,14608.95,5441.63,1624.57,1301.6,1034.3,918.41,2084.15,1737.64,466.65
430000,湖南省,2011,13402.87,4943.89,1499.02,1292.55,940.79,790.76,1975.5,1526.1,434.25
430000,湖南省,2010,11825.33,4322.09,1277.47,1182.33,903.81,776.85,1541.4,1418.85,402.52
430000,湖南省,2009,10828.23,4174.55,1146.25,1074.69,798.4,784.66,1233.82,1207.72,408.14
430000,湖南省,2008,9945.52,3970.42,1090.72,960.82,674.84,790.95,971.05,1110.11,376.62
430000,湖南省,2007,8990.72,3243.88,1017.59,869.59,603.18,668.53,986.89,1285.24,315.82
430000,湖南省,2006,8169.3,2850.94,868.23,871.7,513.63,632.52,965.09,1182.18,285.0
430000,湖南省,2005,7504.99,2689.39,790.7,771.47,450.97,601.34,801.27,1138.67,261.18
430000,湖南省,2004,6884.61,2479.58,689.48,640.73,388.15,475.61,881.89,1091.29,237.87
430000,湖南省,2003,6082.62,2179.4,621.33,586.9,420.19,391.29,680.21,993.94,209.35
430000,湖南省,2002,5574.72,1985.88,577.68,581.88,420.36,343.68,596.04,883.56,185.64
430000,湖南省,2001,,,,,,,,,
430000,湖南省,2000,,,,,,,,,
440000,广东省,2019,,,,,,,,,
440000,广东省,2018,,,,,,,,,
440000,广东省,2017,,,,,,,,,
440000,广东省,2016,,,,,,,,,
440000,广东省,2015,,,,,,,,,
440000,广东省,2014,,,,,,,,,
440000,广东省,2013,,,,,,,,,
