省份编码,省份,年份,农村居民家庭平均每百户洗衣机拥有量(台),农村居民家庭平均每百户电冰箱拥有量(台),农村居民家庭平均每百户空调拥有量(台),农村居民家庭平均每百户抽油烟机拥有量(台),农村居民家庭平均每百户自行车拥有量(辆),农村居民家庭平均每百户摩托车拥有量(辆),农村居民家庭平均每百户固定电话拥有量(部),农村居民家庭平均每百户移动电话拥有量(部),农村居民家庭平均每百户黑白电视机拥有量(台),农村居民家庭平均每百户彩色电视机拥有量(台),农村居民家庭平均每百户照相机拥有量(台),农村居民家庭平均每百户计算机拥有量(台)
120000,天津市,2010,101.0,86.17,56.83,28.0,185.0,51.67,88.67,140.83,0.83,123.67,12.0,15.17
120000,天津市,2009,99.5,85.33,55.5,27.67,184.33,51.33,88.67,129.67,1.0,123.0,11.83,12.5
120000,天津市,2008,98.5,84.17,49.5,23.0,187.83,51.17,88.67,118.67,0.83,122.83,10.67,11.0
120000,天津市,2007,97.5,82.5,48.1666666666667,22.0,184.166666666667,56.0,88.5,109.3,1.66666666666667,120.5,10.5,10.2
120000,天津市,2006,95.6666666666667,79.6666666666667,46.3333333333333,21.8333333333333,181.5,55.0,86.3333333333333,94.0,1.66666666666667,118.0,10.0,8.5
120000,天津市,2005,94.1666666666667,78.6666666666667,42.1666666666667,19.8333333333333,182.833333333333,53.5,84.5,82.0,1.33333333333333,116.5,10.0,6.0
120000,天津市,2004,88.1666666666667,61.3333333333333,23.1666666666667,14.5,191.166666666667,49.0,78.5,49.5,6.5,107.833333333333,6.33333333333333,7.8
120000,天津市,2003,84.1666666666667,57.1666666666667,16.0,11.5,197.5,45.5,73.6666666666667,35.5,15.6666666666667,105.5,6.0,7.8
120000,天津市,2002,83.33,56.83,14.0,11.17,204.17,43.67,66.33,27.0,16.83,106.83,8.83,2.67
120000,天津市,2001,,,,,,,,,,,,
120000,天津市,2000,,,,,,,,,,,,
130000,河北省,2019,,,,,,,,,,,,
130000,河北省,2018,,,,,,,,,,,,
130000,河北省,2017,,,,,,,,,,,,
130000,河北省,2016,,,,,,,,,,,,
130000,河北省,2015,,,,,,,,,,,,
130000,河北省,2014,,,,,,,,,,,,
130000,河北省,2013,,,,,,,,,,,,
130000,河北省,2012,93.5952380952381,82.9285714285714,41.6190476190476,14.6666666666667,167.714285714286,61.1904761904762,45.0476190476191,201.071428571429,0.69047619047619,121.761904761905,4.04761904761905,30.4047619047619
130000,河北省,2011,91.6666666666667,78.7380952380952,36.8571428571429,13.0,165.714285714286,57.3571428571429,44.952380952381,193.166666666667,0.785714285714286,121.880952380952,3.57142857142857,25.5714285714286
130000,河北省,2010,86.33,50.45,13.12,8.05,183.9,61.43,61.45,115.36,4.88,116.55,4.24,9.69
130000,河北省,2009,84.17,41.45,8.5,7.07,185.38,62.67,66.07,91.19,5.45,115.52,3.86,6.05
130000,河北省,2008,82.43,37.83,6.98,5.67,184.83,62.79,72.31,71.69,7.29,114.29,3.79,4.07
130000,河北省,2007,80.1666666666667,36.1904761904762,6.57142857142857,5.11904761904762,179.714285714286,61.1904761904762,76.7380952380952,68.4,8.85714285714286,110.357142857143,3.64285714285714,2.8
130000,河北省,2006,77.2380952380952,32.6190476190476,5.45238095238095,4.88095238095238,177.928571428571,61.5,78.6428571428572,50.5,12.6428571428571,106.238095238095,3.59523809523809,2.0
130000,河北省,2005,74.1666666666667,30.6428571428571,4.47619047619048,3.80952380952381,174.380952380952,58.1666666666667,76.7380952380952,37.1,14.5952380952381,102.142857142857,3.5,1.2
130000,河北省,2004,70.7380952380952,27.8571428571429,3.59523809523809,3.11904761904762,202.714285714286,46.6190476190476,62.6666666666667,23.9,40.5952380952381,83.9761904761905,4.36428571456955,0.8
130000,河北省,2003,68.1666666666667,26.8333333333333,3.07142857142857,2.97619047619048,191.02380952381,43.8333333333333,57.5952380952381,17.0,40.7142857142857,79.6428571428571,4.33333333333333,0.5
130000,河北省,2002,65.57,25.17,2.71,2.52,192.57,43.62,50.67,11.45,44.64,77.38,4.14,0.43
130000,河北省,2001,,,,,,,,,,,,
130000,河北省,2000,,,,,,,,,,,,
140000,山西省,2019,,,,,,,,,,,,
140000,山西省,2018,,,,,,,,,,,,
140000,山西省,2017,,,,,,,,,,,,
140000,山西省,2016,,,,,,,,,,,,
140000,山西省,2015,,,,,,,,,,,,
140000,山西省,2014,,,,,,,,,,,,
140000,山西省,2013,,,,,,,,,,,,
140000,山西省,2012,86.6190476190476,52.9047619047619,7.57142857142857,6.09523809523809,85.5714285714286,56.7142857142857,46.8571428571429,186.761904761905,1.23809523809524,109.238095238095,2.61904761904762,27.6666666666667
140000,山西省,2011,84.2380952380952,48.4285714285714,6.66666666666667,5.19047619047619,81.1904761904762,56.2380952380952,47.6190476190476,172.809523809524,1.28571428571429,106.857142857143,2.52380952380952,24.047619047619
140000,山西省,2010,81.05,29.19,4.62,5.14,116.95,56.57,75.62,107.71,7.76,109.0,4.57,8.71
140000,山西省,2009,78.62,25.52,3.9,4.62,113.76,57.1,76.05,94.29,7.81,107.14,4.62,6.24
140000,山西省,2008,77.14,23.05,3.43,4.67,113.24,57.05,77.19,78.81,9.0,104.1,4.48,3.52
140000,山西省,2007,76.3333333333333,22.7142857142857,4.42857142857143,5.95238095238095,111.904761904762,55.7142857142857,76.3333333333333,66.8,10.2857142857143,102.142857142857,4.61904761904762,3.4
140000,山西省,2006,69.5238095238095,17.5714285714286,1.85714285714286,3.80952380952381,108.0,53.9047619047619,72.1428571428571,51.8,10.5238095238095,98.3809523809524,5.04761904761905,1.4
140000,山西省,2005,69.2857142857143,14.4285714285714,1.0,2.57142857142857,102.809523809524,39.2857142857143,50.2857142857143,27.6,21.8571428571429,82.3333333333333,4.80952380952381,0.6
140000,山西省,2004,59.3809523809524,12.6190476190476,0.666666666666667,2.28571428571429,134.857142857143,35.5714285714286,41.7619047619048,10.7,37.3809523809524,77.6666666666667,3.0,0.4
140000,山西省,2003,56.6666666666667,12.2857142857143,0.666666666666667,2.04761904761905,130.857142857143,32.6666666666667,35.3333333333333,5.7,37.7142857142857,74.0952380952381,2.9047619047619,0.2
140000,山西省,2002,54.71,11.48,0.48,2.1,128.76,30.76,28.71,3.05,38.52,70.29,2.95,0.29
140000,山西省,2001,,,,,,,,,,,,
140000,山西省,2000,,,,,,,,,,,,
150000,内蒙古自治区,2019,,,,,,,,,,,,
150000,内蒙古自治区,2018,,,,,,,,,,,,
150000,内蒙古自治区,2017,,,,,,,,,,,,
150000,内蒙古自治区,2016,,,,,,,,,,,,
150000,内蒙古自治区,2015,,,,,,,,,,,,
150000,内蒙古自治区,2014,,,,,,,,,,,,
150000,内蒙古自治区,2013,,,,,,,,,,,,
150000,内蒙古自治区,2012,79.8058252427184,84.3203883495146,0.776699029126214,7.62135922330097,46.0194174757282,75.4368932038835,16.3592233009709,201.650485436893,1.21359223300971,105.582524271845,3.00970873786408,11.2135922330097
150000,内蒙古自治区,2011,77.5242718446602,81.6504854368932,0.825242718446602,7.23300970873786,45.4368932038835,75.1941747572815,15.3883495145631,200.194174757282,0.970873786407767,106.844660194175,2.71844660194175,8.59223300970874
150000,内蒙古自治区,2010,58.93,42.82,0.58,4.03,61.84,68.16,33.98,128.25,4.22,98.74,2.86,3.69
150000,内蒙古自治区,2009,54.85,36.99,0.63,2.72,61.07,66.21,35.15,115.58,4.85,97.48,2.52,1.89
150000,内蒙古自治区,2008,52.33,29.32,0.63,2.23,60.63,63.35,41.21,96.26,7.72,94.81,2.43,0.97
150000,内蒙古自治区,2007,48.5436893203884,26.1165048543689,0.436893203883495,1.69902912621359,62.2815533980583,62.8640776699029,43.8349514563107,84.7,8.93203883495146,93.3495145631068,2.96116504854369,0.8
150000,内蒙古自治区,2006,46.504854368932,20.5825242718447,0.388349514563107,1.6504854368932,61.1650485436893,60.4854368932039,40.7281553398058,63.2,12.8640776699029,90.4854368932039,3.64077669902913,0.5
150000,内蒙古自治区,2005,36.1165048543689,12.8640776699029,0.194174757281553,1.55339805825243,60.9708737864078,49.5631067961165,39.7087378640777,41.6,14.7572815533981,87.0873786407767,2.81553398058252,0.3
150000,内蒙古自治区,2004,31.0679611650485,11.1650485436893,0.1,0.728155339805825,79.2233009708738,43.1553398058252,27.8155339805825,24.3,32.3300970873786,70.0485436893204,2.62135922330097,0.1
150000,内蒙古自治区,2003,29.9029126213592,10.0485436893204,,0.436893203883495,80.2427184466019,37.5728155339806,22.9126213592233,17.1,36.7961165048544,65.1941747572816,2.86407766990291,0.1
150000,内蒙古自治区,2002,28.83,8.79,,0.39,80.24,32.48,16.5,7.67,44.03,56.65,3.01,0.15
150000,内蒙古自治区,2001,,,,,,,,,,,,
150000,内蒙古自治区,2000,,,,,,,,,,,,
210000,辽宁省,2019,,,,,,,,,,,,
210000,辽宁省,2018,,,,,,,,,,,,
210000,辽宁省,2017,,,,,,,,,,,,
210000,辽宁省,2016,,,,,,,,,,,,
210000,辽宁省,2015,,,,,,,,,,,,
210000,辽宁省,2014,,,,,,,,,,,,
210000,辽宁省,2013,,,,,,,,,,,,
210000,辽宁省,2012,80.7407407407407,81.9907407407407,2.22222222222222,11.25,81.8055555555556,64.0277777777778,80.6944444444444,158.055555555556,0.277777777777778,112.175925925926,5.97222222222222,20.2314814814815
210000,辽宁省,2011,79.0280423280423,77.8703703703704,2.26878306878307,10.1391534391534,79.6761904761905,63.194708994709,80.7873015873016,150.602116402116,0.416931216931217,112.083597883598,5.64814814814815,16.6666666666667
210000,辽宁省,2010,76.24,58.73,1.01,10.74,101.61,59.21,92.51,117.72,2.01,111.69,7.3,9.95
210000,辽宁省,2009,74.23,53.97,1.01,9.79,103.12,57.83,92.35,107.35,2.28,110.9,7.3,5.93
210000,辽宁省,2008,72.28,44.44,0.79,8.36,102.54,56.46,91.14,91.06,2.65,109.79,7.09,4.02
210000,辽宁省,2007,67.7248677248677,38.8359788359788,0.582010582010582,7.83068783068783,103.121693121693,54.6031746031746,92.4074074074074,77.9,4.4973544973545,106.031746031746,6.71957671957672,2.4
210000,辽宁省,2006,68.042328042328,32.2222222222222,0.529100529100529,7.61904761904762,105.661375661376,50.0529100529101,90.978835978836,66.6,5.29100529100529,106.671957671958,6.2962962962963,3.2
210000,辽宁省,2005,63.7089947090736,28.042328042328,0.793650793650794,7.35449735449735,104.291005291084,45.3968253968254,87.2486772486773,53.5,9.04761904761905,102.275132275132,6.13756613756614,2.6
210000,辽宁省,2004,58.6772486772487,19.5238095238095,0.423280423280423,3.17460317460317,123.915343915344,35.4497354497354,76.1375661375661,25.0,21.5873015873016,91.6931216931217,4.39153439153439,1.4
210000,辽宁省,2003,58.5185185185185,18.3068783068783,0.317460317460317,2.8042328042328,125.873015873016,33.3862433862434,71.3756613756614,20.3,26.2962962962963,86.9312169312169,4.76190476190476,0.7
210000,辽宁省,2002,56.08,16.67,0.32,2.28,127.99,29.68,57.99,12.28,31.64,81.22,4.97,0.42
210000,辽宁省,2001,,,,,,,,,,,,
210000,辽宁省,2000,,,,,,,,,,,,
220000,吉林省,2019,,,,,,,,,,,,
220000,吉林省,2018,,,,,,,,,,,,
220000,吉林省,2017,,,,,,,,,,,,
220000,吉林省,2016,,,,,,,,,,,,
220000,吉林省,2015,,,,,,,,,,,,
220000,吉林省,2014,,,,,,,,,,,,
220000,吉林省,2013,,,,,,,,,,,,
220000,吉林省,2012,88.875,78.6875,0.875,5.0625,43.1875,67.375,36.6875,212.9375,0.25,117.0,2.125,20.75
220000,吉林省,2011,84.125,72.5625,0.5625,5.0625,42.75,66.625,35.75,204.3125,0.4375,115.25,1.875,15.9375
220000,吉林省,2010,77.75,44.88,0.06,2.94,57.56,60.94,50.69,157.63,2.63,108.56,2.69,7.81
220000,吉林省,2009,76.44,40.5,0.06,2.63,61.75,61.0,53.13,151.81,2.69,111.06,2.56,4.63
220000,吉林省,2008,72.44,29.06,0.69,2.19,68.56,59.81,67.69,125.69,3.25,106.25,2.75,2.44
220000,吉林省,2007,68.5,23.75,0.0625,2.0625,66.625,54.625,70.9375,108.7,4.875,105.8125,2.875,1.2
220000,吉林省,2006,65.0625,17.5625,0.3125,0.75,65.1875,50.3125,72.1875,80.1,5.9375,99.3125,2.5,0.3
220000,吉林省,2005,59.0625,14.4375,0.1875,1.0625,67.5,43.75,71.1875,66.9,10.375,97.9375,2.5625,0.2
220000,吉林省,2004,60.75,9.0,0.1875,1.75,84.125,37.3125,58.0625,40.8,21.5625,87.625,2.375,0.2
220000,吉林省,2003,58.75,7.1875,0.1875,0.625,86.4375,32.5625,53.4375,26.0,25.125,81.625,2.4375,0.8
220000,吉林省,2002,56.88,6.81,0.13,0.56,98.75,27.31,39.06,8.56,37.31,73.63,2.81,0.13
220000,吉林省,2001,,,,,,,,,,,,
220000,吉林省,2000,,,,,,,,,,,,
230000,黑龙江省,2019,,,,,,,,,,,,
230000,黑龙江省,2018,,,,,,,,,,,,
230000,黑龙江省,2017,,,,,,,,,,,,
230000,黑龙江省,2016,,,,,,,,,,,,
230000,黑龙江省,2015,,,,,,,,,,,,
230000,黑龙江省,2014,,,,,,,,,,,,
230000,黑龙江省,2013,,,,,,,,,,,,
230000,黑龙江省,2012,83.1696428571429,76.1607142857143,0.401785714285714,9.77678571428571,44.1517857142857,56.3839285714286,35.7589285714286,186.25,0.580357142857143,108.75,3.34821428571429,19.2410714285714
230000,黑龙江省,2011,81.4285714285714,72.9017857142857,0.892857142857143,9.01785714285714,42.4107142857143,54.4196428571429,36.6517857142857,182.142857142857,0.669642857142857,110.669642857143,2.54464285714286,15.3125
230000,黑龙江省,2010,82.63,53.97,0.49,8.97,73.35,52.86,58.75,140.36,1.25,109.42,2.5,11.38
230000,黑龙江省,2009,80.76,45.85,0.58,7.37,73.3,50.27,60.85,127.14,2.1,107.14,2.41,7.86
230000,黑龙江省,2008,75.58,35.18,0.58,6.25,73.97,45.49,63.88,112.5,2.86,106.16,2.37,4.51
230000,黑龙江省,2007,73.1700892857143,25.8035714285714,0.491071428571429,6.02678571428571,70.4910714285714,40.6696428571429,69.6875,93.6,3.97321428571429,105.044642857143,2.67857142857143,2.6
230000,黑龙江省,2006,67.6785714285714,19.3303571428571,0.267857142857143,5.49107142857143,72.4107142857143,37.0089285714286,72.7232142857143,73.3,7.54464285714286,101.160714285714,2.58928571428571,1.4
230000,黑龙江省,2005,65.2232142857143,16.3392857142857,0.0,5.3125,72.5892857142857,34.0178571428571,71.3392857142857,57.3,11.6964285714286,97.0089285714286,2.63392857142857,0.7
230000,黑龙江省,2004,56.1160714285714,12.0535714285714,0.267857142857143,3.30357142857143,84.2857142857143,26.7857142857143,57.9910714285714,30.0,24.6428571428571,83.7053571428571,3.21428571428571,0.8
230000,黑龙江省,2003,54.1964285714286,10.9821428571429,0.3125,2.09821428571429,84.4196428571429,24.1071428571429,53.5267857142857,18.7,29.8660714285714,77.5892857142857,2.63392857142857,0.5
230000,黑龙江省,2002,52.9,9.87,,2.32,89.38,19.38,42.72,9.42,37.99,71.25,2.95,0.09
230000,黑龙江省,2001,,,,,,,,,,,,
230000,黑龙江省,2000,,,,,,,,,,,,
310000,上海市,2019,,,,,,,,,,,,
310000,上海市,2018,,,,,,,,,,,,
310000,上海市,2017,,,,,,,,,,,,
310000,上海市,2016,,,,,,,,,,,,
310000,上海市,2015,,,,,,,,,,,,
310000,上海市,2014,,,,,,,,,,,,
310000,上海市,2013,,,,,,,,,,,,
310000,上海市,2012,89.6666666666667,101.416666666667,135.916666666667,66.5,177.75,24.9166666666667,89.1666666666667,200.25,2.83333333333333,189.5,20.1666666666667,49.1666666666667
310000,上海市,2011,88.0833333333333,98.8333333333333,130.083333333333,64.3333333333333,180.083333333333,28.1666666666667,89.0,188.916666666667,3.91666666666667,187.5,19.75,50.25
310000,上海市,2010,95.17,102.5,147.17,73.5,181.0,45.5,96.33,194.0,9.33,198.0,26.83,59.83
310000,上海市,2009,93.0,101.0,134.83,71.0,173.33,49.33,97.17,173.83,10.5,190.17,24.0,54.33
310000,上海市,2008,93.33,100.5,128.67,70.83,174.17,54.83,98.83,156.17,13.33,185.5,21.0,46.83
310000,上海市,2007,90.8333333333333,95.8333333333333,120.333333333333,69.0,173.0,59.8333333333333,124.0,147.3,16.6666666666667,178.833333333333,20.6666666666667,43.3
310000,上海市,2006,89.0,93.6666666666667,98.8333333333333,64.6666666666667,176.666666666667,73.6666666666667,103.666666666667,148.2,18.8333333333333,166.833333333333,21.5,38.0
310000,上海市,2005,85.6666666666667,89.0,84.0,60.0,173.5,72.0,114.833333333333,130.3,21.3333333333333,157.333333333333,18.0,32.0
310000,上海市,2004,79.6666666666667,85.0,54.8333333333333,51.1666666666667,202.166666666667,90.6666666666667,103.833333333333,111.5,42.6666666666667,137.166666666667,13.6666666666667,22.5
310000,上海市,2003,75.0,81.1666666666667,37.0,44.5,210.666666666667,87.6666666666667,108.833333333333,91.3,48.3333333333333,125.166666666667,12.8333333333333,14.5
310000,上海市,2002,70.83,78.83,23.5,42.33,215.67,82.83,103.33,62.67,53.33,119.5,13.33,11.67
310000,上海市,2001,,,,,,,,,,,,
310000,上海市,2000,,,,,,,,,,,,
320000,江苏省,2019,,,,,,,,,,,,
320000,江苏省,2018,,,,,,,,,,,,
320000,江苏省,2017,,,,,,,,,,,,
320000,江苏省,2016,,,,,,,,,,,,
320000,江苏省,2015,,,,,,,,,,,,
320000,江苏省,2014,,,,,,,,,,,,
320000,江苏省,2013,,,,,,,,,,,,
320000,江苏省,2012,91.2647058823529,86.6764705882353,90.5882352941177,36.7058823529412,149.823529411765,49.4705882352941,74.4705882352941,203.205882352941,2.5,144.205882352941,13.2058823529412,44.9705882352941
320000,江苏省,2011,87.2941176470588,82.1764705882353,83.2352941176471,33.2058823529412,144.529411764706,48.2941176470588,73.6470588235294,184.911764705882,2.70588235294118,140.470588235294,11.0,37.5588235294118
320000,江苏省,2010,91.5,59.32,47.38,24.12,159.94,63.26,90.88,171.0,8.85,142.12,12.53,10.97
320000,江苏省,2009,88.44,53.35,39.59,22.06,159.56,63.44,91.88,143.74,10.68,134.74,11.24,8.24
320000,江苏省,2008,85.47,48.47,35.29,19.74,159.56,62.97,93.21,131.41,14.41,129.09,10.12,6.65
320000,江苏省,2007,82.0882352941177,58.7647058823529,52.5882352941176,26.2058823529412,163.0,62.1764705882353,93.3823529411765,137.0,17.3823529411765,125.029411764706,9.61764705882353,16.9
320000,江苏省,2006,77.1764705882353,50.8823529411765,44.5,21.8529411764706,159.705882352941,61.5294117647059,92.9705882352941,114.7,24.5588235294118,118.117647058824,8.5,11.1
320000,江苏省,2005,67.8823529411765,36.0294117647059,22.2352941176471,12.6470588235294,162.147058823529,52.7352941176471,89.3823529411765,78.0,31.4117647058824,104.705882352941,6.70588235294118,2.9
320000,江苏省,2004,61.4705882352941,31.2352941176471,17.8823529411765,10.1176470588235,185.382352941176,45.2352941176471,86.1764705882353,56.6,49.5882352941177,84.3235294117647,5.61764705882353,2.4
320000,江苏省,2003,56.3235294117647,27.1470588235294,13.3235294117647,8.82352941176471,184.558823529412,40.0882352941176,80.2647058823529,43.5,55.6764705882353,75.0882352941176,4.91176470588235,2.1
320000,江苏省,2002,50.32,24.24,8.09,7.06,181.47,34.15,67.18,25.09,59.35,65.74,4.47,1.03
320000,江苏省,2001,,,,,,,,,,,,
320000,江苏省,2000,,,,,,,,,,,,
330000,浙江省,2019,,,,,,,,,,,,
330000,浙江省,2018,,,,,,,,,,,,
330000,浙江省,2017,,,,,,,,,,,,
330000,浙江省,2016,,,,,,,,,,,,
330000,浙江省,2015,,,,,,,,,,,,
330000,浙江省,2014,,,,,,,,,,,,
330000,浙江省,2013,,,,,,,,,,,,
330000,浙江省,2012,73.0740740740741,95.5185185185185,102.222222222222,61.8148148148148,109.222222222222,38.9259259259259,77.4074074074074,209.074074074074,2.48148148148148,172.222222222222,15.037037037037,47.8888888888889
330000,浙江省,2011,69.1481481481482,93.7037037037037,97.1111111111111,59.4444444444444,105.518518518519,40.037037037037,79.4074074074074,202.185185185185,2.66666666666667,168.259259259259,13.6296296296296,43.5185185185185
330000,浙江省,2010,67.74,92.26,85.11,57.22,128.78,53.11,89.04,191.7,6.59,166.04,13.63,38.41
330000,浙江省,2009,64.33,88.85,76.52,52.89,128.3,55.22,90.78,179.89,7.78,162.26,12.04,31.07
330000,浙江省,2008,60.81,83.37,67.0,49.48,126.48,57.0,93.3,164.33,8.89,154.78,10.56,25.67
330000,浙江省,2007,58.037037037037,78.2592592592593,59.1111111111111,45.3703703703704,127.333333333333,58.2962962962963,94.3333333333333,154.1,10.7777777777778,148.259259259259,9.96296296296296,20.6
330000,浙江省,2006,54.1851851851852,71.4444444444444,47.5925925925926,40.7407407407407,127.37037037037,64.4814814814815,96.6666666666667,140.6,16.4074074074074,141.518518518519,10.1851851851852,15.9
330000,浙江省,2005,51.7037037037037,66.4814814814815,40.5555555555556,37.4074074074074,130.888888888889,62.6296296296296,96.5185185185185,124.5,20.8888888888889,133.62962962963,9.22222222222222,11.2
330000,浙江省,2004,45.5555555555556,56.5925925925926,26.6296296296296,30.7037037037037,161.62962962963,52.7037037037037,88.8148148148148,89.7,33.7407407407407,116.703703703704,8.59259259259259,6.9
330000,浙江省,2003,43.1111111111111,53.1111111111111,20.3703703703704,28.4444444444444,168.703703703704,47.5555555555556,84.1481481481482,73.5,39.8888888888889,109.666666666667,7.92592592592593,6.0
330000,浙江省,2002,40.15,48.59,13.0,25.63,175.11,40.33,77.15,52.22,45.59,103.48,8.07,3.37
330000,浙江省,2001,,,,,,,,,,,,
330000,浙江省,2000,,,,,,,,,,,,
340000,安徽省,2019,,,,,,,,,,,,
340000,安徽省,2018,,,,,,,,,,,,
340000,安徽省,2017,,,,,,,,,,,,
340000,安徽省,2016,,,,,,,,,,,,
340000,安徽省,2015,,,,,,,,,,,,
340000,安徽省,2014,,,,,,,,,,,,
340000,安徽省,2013,,,,,,,,,,,,
340000,安徽省,2012,60.0645161290323,79.7741935483871,38.258064516129,9.61290322580645,85.5806451612903,52.741935483871,53.6129032258064,174.774193548387,3.25806451612903,116.161290322581,2.16129032258065,13.8709677419355
340000,安徽省,2011,55.2903225806452,74.7741935483871,30.741935483871,7.25806451612903,86.0,51.7741935483871,57.6451612903226,163.709677419355,4.35483870967742,113.483870967742,1.90322580645161,10.3870967741935
340000,安徽省,2010,56.52,63.26,26.16,7.19,101.35,55.61,68.1,136.9,6.68,112.13,3.71,7.94
340000,安徽省,2009,51.77,51.42,19.26,5.84,104.06,53.35,69.9,110.58,7.84,106.1,3.48,4.32
340000,安徽省,2008,45.23,40.71,13.77,4.32,107.23,49.55,80.35,101.26,13.68,102.81,3.29,3.26
340000,安徽省,2007,42.1935483870968,34.3548387096774,10.4516129032258,3.29032258064516,108.225806451613,44.741935483871,80.7741935483871,79.5,17.3548387096774,96.6774193548387,2.87096774193548,2.0
340000,安徽省,2006,37.0,26.8709677419355,7.51612903225806,2.41935483870968,111.838709677419,40.9354838709677,79.2258064516129,63.6,27.1935483870968,91.8387096774193,2.83870967741936,1.2
340000,安徽省,2005,32.7096774193548,21.7096774193548,5.32258064516129,2.19354838709677,114.322580645161,34.6451612903226,72.8387096774194,50.2,32.2258064516129,84.6451612903226,3.06451612903226,0.8
340000,安徽省,2004,22.5161290322581,15.4516129032258,2.32258064516129,1.09677419354839,133.516129032258,23.7096774193548,66.2096774193548,31.5,53.4516129032258,67.5806451612903,2.48387096774194,0.2
340000,安徽省,2003,17.5806451612903,12.6129032258065,0.838709677419355,0.67741935483871,135.322580645161,17.0967741935484,58.7525806451613,20.6,60.3225806451613,59.0,2.12903225806452,0.2
340000,安徽省,2002,17.52,11.55,0.32,0.65,137.13,12.65,44.16,12.42,64.77,52.19,2.19,0.06
340000,安徽省,2001,,,,,,,,,,,,
340000,安徽省,2000,,,,,,,,,,,,
350000,福建省,2019,,,,,,,,,,,,
350000,福建省,2018,,,,,,,,,,,,
350000,福建省,2017,,,,,,,,,,,,
350000,福建省,2016,,,,,,,,,,,,
350000,福建省,2015,,,,,,,,,,,,
350000,福建省,2014,,,,,,,,,,,,
350000,福建省,2013,,,,,,,,,,,,
350000,福建省,2012,69.6287346221439,92.0782073813708,52.7449472759225,34.4211335676625,52.5296572934972,87.6120386643233,65.2032073813706,241.151142355009,0.403119507908612,137.586775043937,8.43475395430581,36.1621265377854
