省份编码,省份,年份,农村居民家庭人均纯收入(元),农村居民家庭人均工资性纯收入(元),农村居民家庭人均家庭经营纯收入(元),农村居民家庭人均财产性纯收入(元),农村居民家庭人均转移性纯收入(元)
130000,河北省,2002,2685.16,1043.67,1506.11,77.51,57.87
130000,河北省,2001,,,,,
130000,河北省,2000,,,,,
140000,山西省,2019,,,,,
140000,山西省,2018,,,,,
140000,山西省,2017,,,,,
140000,山西省,2016,,,,,
140000,山西省,2015,,,,,
140000,山西省,2014,,,,,
140000,山西省,2013,,,,,
140000,山西省,2012,6356.62709788732,3175.50414381225,2334.40831570166,140.799871613456,705.91476675996
140000,山西省,2011,5601.4,2684.87,2140.83,170.41,605.3
140000,山西省,2010,4736.25,2108.6,2028.46,214.17,385.01
140000,山西省,2009,4244.1,1789.93,1919.76,205.12,329.29
140000,山西省,2008,4097.24,1713.55,1986.38,153.05,244.26
140000,山西省,2007,3665.66,1520.95,1860.38,135.8,148.53
140000,山西省,2006,3180.92,1374.34,1622.86,74.51,109.21
140000,山西省,2005,2890.66,1177.94131851352,1563.52260460973,62.7018780853803,86.4903330490228
140000,山西省,2004,2589.6,987.517554744655,1497.18525000327,35.5461256798159,69.3488623456666
140000,山西省,2003,2299.17,897.5,1316.55,24.16,60.96
140000,山西省,2002,2149.82,866.47,1210.33,15.23,57.79
140000,山西省,2001,,,,,
140000,山西省,2000,,,,,
150000,内蒙古自治区,2019,,,,,
150000,内蒙古自治区,2018,,,,,
150000,内蒙古自治区,2017,,,,,
150000,内蒙古自治区,2016,,,,,
150000,内蒙古自治区,2015,,,,,
150000,内蒙古自治区,2014,,,,,
150000,内蒙古自治区,2013,,,,,
150000,内蒙古自治区,2012,7611.30977633815,1459.05460914645,4689.10659662547,322.977085285724,1140.1714852805
150000,内蒙古自治区,2011,6641.56,1310.86,4217.5,337.59,775.62
150000,内蒙古自治区,2010,5529.59,1036.78,3669.93,164.26,658.61
150000,内蒙古自治区,2009,4937.8,900.42,3277.5,137.34,622.55
150000,内蒙古自治区,2008,4656.18,806.48,3218.01,114.9,516.79
150000,内蒙古自治区,2007,3953.1,716.86,2786.08,117.06,333.1
150000,内蒙古自治区,2006,3341.88,590.7,2406.21,84.81,260.16
150000,内蒙古自治区,2005,2988.87,504.456612745063,2223.26304913892,73.0535275714122,188.096524653291
150000,内蒙古自治区,2004,2606.37,394.79,2037.7,56.1025623451469,117.784948198277
150000,内蒙古自治区,2003,2267.65,344.6,1818.78,51.66,52.62
150000,内蒙古自治区,2002,2086.02,320.03,1694.4,20.57,51.02
150000,内蒙古自治区,2001,,,,,
150000,内蒙古自治区,2000,,,,,
210000,辽宁省,2019,,,,,
210000,辽宁省,2018,,,,,
210000,辽宁省,2017,,,,,
210000,辽宁省,2016,,,,,
210000,辽宁省,2015,,,,,
210000,辽宁省,2014,,,,,
210000,辽宁省,2013,,,,,
210000,辽宁省,2012,9383.71537308306,3630.23559045871,4783.35025209067,246.17298447863,723.956546055046
210000,辽宁省,2011,8296.54,3179.75,4270.99,244.61,601.19
210000,辽宁省,2010,6907.93,2649.97,3486.14,234.15,537.67
210000,辽宁省,2009,5958.0,2239.75,3017.31,205.51,495.43
210000,辽宁省,2008,5576.48,2035.53,2931.26,201.29,408.4
210000,辽宁省,2007,4773.43,1719.74,2592.2,179.42,282.07
210000,辽宁省,2006,4090.4,1499.47,2210.84,141.8,238.3
210000,辽宁省,2005,3690.21,1212.19536127397,2163.49018874207,113.236116159893,201.284549549297
210000,辽宁省,2004,3307.14,1075.85647222423,1991.49084265093,100.059861513733,139.731453043718
210000,辽宁省,2003,2934.44,1056.59,1709.99,66.33,101.52
210000,辽宁省,2002,2751.34,1020.62,1618.68,42.64,69.39
210000,辽宁省,2001,,,,,
210000,辽宁省,2000,,,,,
220000,吉林省,2019,,,,,
220000,吉林省,2018,,,,,
220000,吉林省,2017,,,,,
220000,吉林省,2016,,,,,
220000,吉林省,2015,,,,,
220000,吉林省,2014,,,,,
220000,吉林省,2013,,,,,
220000,吉林省,2012,8598.16796766004,1792.02264030902,5617.62743982387,392.957145877509,795.560741649625
220000,吉林省,2011,7509.95,1469.19,4950.4,395.73,694.63
220000,吉林省,2010,6237.44,1072.14,4085.92,377.45,701.93
220000,吉林省,2009,5265.91,869.02,3436.75,290.86,669.29
220000,吉林省,2008,4932.74,810.17,3344.72,183.2,594.66
220000,吉林省,2007,4191.34,711.25,2830.7,283.41,365.98
220000,吉林省,2006,3641.13,605.11,2556.7,187.74,291.58
220000,吉林省,2005,3263.99,510.957750983451,2395.49563395626,148.350455410409,209.186190704535
220000,吉林省,2004,2999.62,457.800589109992,2292.75821194392,81.3462195695675,167.713858383513
220000,吉林省,2003,2530.41,425.51,1991.17,66.4,47.34
220000,吉林省,2002,2300.99,388.99,1867.95,0.39,43.66
220000,吉林省,2001,,,,,
220000,吉林省,2000,,,,,
230000,黑龙江省,2019,,,,,
230000,黑龙江省,2018,,,,,
230000,黑龙江省,2017,,,,,
230000,黑龙江省,2016,,,,,
230000,黑龙江省,2015,,,,,
230000,黑龙江省,2014,,,,,
230000,黑龙江省,2013,,,,,
230000,黑龙江省,2012,8603.84943131122,1816.84125128002,5433.68599318109,580.337475721388,772.984711128729
230000,黑龙江省,2011,7590.68,1496.51,4784.08,545.24,764.85
230000,黑龙江省,2010,6210.72,1241.59,3941.65,344.1,683.39
230000,黑龙江省,2009,5206.76,1019.61,3326.69,241.04,619.42
230000,黑龙江省,2008,4855.59,916.76,3163.7,243.57,531.57
230000,黑龙江省,2007,4132.29,773.9,2848.93,196.06,313.41
230000,黑龙江省,2006,3552.43,654.86,2521.51,145.69,230.38
230000,黑龙江省,2005,3221.27,464.313021659966,2363.91674069032,230.626759177855,162.412415143702
230000,黑龙江省,2004,3005.18,413.142493903838,2329.43637506577,137.022339712465,125.582247163359
230000,黑龙江省,2003,2508.94,394.24,1950.17,139.07,25.46
230000,黑龙江省,2002,2405.24,376.55,1861.11,95.56,72.03
230000,黑龙江省,2001,,,,,
230000,黑龙江省,2000,,,,,
310000,上海市,2019,,,,,
310000,上海市,2018,,,,,
310000,上海市,2017,,,,,
310000,上海市,2016,,,,,
310000,上海市,2015,,,,,
310000,上海市,2014,,,,,
310000,上海市,2013,,,,,
310000,上海市,2012,17803.6783928379,11477.7071344059,902.606314330275,1381.83206911454,4041.5328749873
310000,上海市,2011,16053.79,10493.03,876.77,1244.05,3439.94
310000,上海市,2010,13977.96,9605.73,589.74,970.25,2812.24
310000,上海市,2009,12482.94,8671.0,590.17,932.81,2288.96
310000,上海市,2008,11440.26,8108.32,711.26,849.83,1770.85
310000,上海市,2007,10144.62,7353.42,753.58,690.06,1347.56
310000,上海市,2006,9138.65,6685.98,767.71,558.17,1126.8
310000,上海市,2005,8247.77,6159.70455305804,774.597243028558,457.518553867265,855.951167124436
310000,上海市,2004,7066.33,5468.54056445312,854.082090724468,303.828975391388,439.88090128994
310000,上海市,2003,6653.92,5251.58,813.08,236.21,353.05
310000,上海市,2002,6223.55,4920.43,764.52,206.96,331.64
310000,上海市,2001,,,,,
310000,上海市,2000,,,,,
320000,江苏省,2019,,,,,
320000,江苏省,2018,,,,,
320000,江苏省,2017,,,,,
320000,江苏省,2016,,,,,
320000,江苏省,2015,,,,,
320000,江苏省,2014,,,,,
320000,江苏省,2013,,,,,
320000,江苏省,2012,12201.9532501457,6775.88603203798,3873.89628621555,458.456565273241,1093.7143666189
320000,江苏省,2011,10804.95,5969.02,3490.26,414.3,931.37
320000,江苏省,2010,9118.24,4896.39,3215.02,398.94,607.89
320000,江苏省,2009,8003.54,4238.54,2938.67,325.6,500.73
320000,江苏省,2008,7356.47,3895.5,2812.0,253.47,395.5
320000,江苏省,2007,6561.01,3443.03,2566.36,226.83,324.78
320000,江苏省,2006,5813.23,3104.77,2271.37,178.51,258.58
320000,江苏省,2005,5276.29,2786.11440877752,2124.97411253916,150.444570953672,214.755623303884
320000,江苏省,2004,4753.85,2443.35136406333,2018.50813148716,110.33994332037,181.654162533796
320000,江苏省,2003,4239.26,2189.06,1794.28,94.29,161.63
320000,江苏省,2002,3979.79,1993.74,1781.4,61.17,143.48
320000,江苏省,2001,,,,,
320000,江苏省,2000,,,,,
330000,浙江省,2019,,,,,
330000,浙江省,2018,,,,,
330000,浙江省,2017,,,,,
330000,浙江省,2016,,,,,
330000,浙江省,2015,,,,,
330000,浙江省,2014,,,,,
330000,浙江省,2013,,,,,
330000,浙江省,2012,14551.9194037551,7678.21577204946,5291.36038216972,588.528289008437,993.814960527433
330000,浙江省,2011,13070.69,6721.32,4981.76,555.7,811.91
330000,浙江省,2010,11302.55,5822.48,4307.13,525.38,647.57
330000,浙江省,2009,10007.31,5090.15,3869.56,487.9,559.7
330000,浙江省,2008,9257.93,4587.44,3762.93,437.52,470.04
330000,浙江省,2007,8265.15,4009.72,3479.12,362.74,413.56
330000,浙江省,2006,7334.81,3575.14,3084.28,311.6,363.8
330000,浙江省,2005,6659.95,3238.77305474658,2789.40195524129,278.915193934275,352.860928086328
330000,浙江省,2004,5944.06,2855.82207007624,2533.14928894498,295.945402116489,259.138520149838
330000,浙江省,2003,5389.04,2574.85,2332.11,250.41,231.68
330000,浙江省,2002,4940.36,2437.42,2075.34,192.09,235.51
330000,浙江省,2001,,,,,
330000,浙江省,2000,,,,,
340000,安徽省,2019,,,,,
340000,安徽省,2018,,,,,
340000,安徽省,2017,,,,,
340000,安徽省,2016,,,,,
340000,安徽省,2015,,,,,
340000,安徽省,2014,,,,,
340000,安徽省,2013,,,,,
340000,安徽省,2012,7160.45767817155,3243.46821734666,3265.6416807162,111.807928052017,539.539852056674
340000,安徽省,2011,6232.21,2723.17,2986.07,105.96,417.0
340000,安徽省,2010,5285.17,2203.94,2626.42,141.95,312.86
340000,安徽省,2009,4504.32,1882.42,2238.62,117.0,266.27
340000,安徽省,2008,4202.49,1737.84,2114.24,119.04,231.37
340000,安徽省,2007,3556.27,1470.05,1820.86,101.96,163.4
340000,安徽省,2006,2969.08,1184.11,1617.76,52.78,114.43
340000,安徽省,2005,2640.96,1010.04912696368,1499.25467626371,44.9071216964693,86.7528647767259
340000,安徽省,2004,2499.33,884.618079887402,1489.16520665829,46.1249131970995,79.4216691733417
340000,安徽省,2003,2127.48,818.92,1199.94,36.21,72.41
340000,安徽省,2002,2117.56,707.68,1304.8,31.16,73.92
340000,安徽省,2001,,,,,
340000,安徽省,2000,,,,,
350000,福建省,2019,,,,,
350000,福建省,2018,,,,,
350000,福建省,2017,,,,,
350000,福建省,2016,,,,,
350000,福建省,2015,,,,,
350000,福建省,2014,,,,,
350000,福建省,2013,,,,,
350000,福建省,2012,9967.1699038442,4474.48719646293,4570.44499232128,319.801638898461,602.436076161535
350000,福建省,2011,8778.55,3889.54,4094.78,291.47,502.75
350000,福建省,2010,7426.86,3094.6,3558.44,245.1,528.71
350000,福建省,2009,6680.18,2678.35,3330.18,199.93,471.71
350000,福建省,2008,6196.07,2421.46,3146.09,179.03,449.49
350000,福建省,2007,5467.08,2099.92,2813.16,146.92,407.08
350000,福建省,2006,4834.75,1855.53,2481.62,113.52,384.09
350000,福建省,2005,4450.36,1650.64847394411,2365.02084574902,98.7265420272324,335.959859149118
350000,福建省,2004,4089.38,1488.4681122798,2206.9209073192,80.0374264338474,313.95583437974
350000,福建省,2003,3733.89,1353.79,2015.36,78.38,286.37
350000,福建省,2002,3538.83,1246.01,1926.18,79.42,287.22
350000,福建省,2001,,,,,
350000,福建省,2000,,,,,
360000,江西省,2019,,,,,
360000,江西省,2018,,,,,
360000,江西省,2017,,,,,
360000,江西省,2016,,,,,
360000,江西省,2015,,,,,
360000,江西省,2014,,,,,
360000,江西省,2013,,,,,
360000,江西省,2012,7829.43026619633,3532.72248455566,3742.42723362386,120.923891205666,433.356656811134
360000,江西省,2011,6891.63,2994.49,3421.42,111.52,364.19
360000,江西省,2010,5788.56,2394.62,2919.42,100.21,374.31
360000,江西省,2009,5075.01,2018.98,2685.31,80.41,290.31
360000,江西省,2008,4697.19,1842.36,2552.59,66.55,235.69
360000,江西省,2007,4044.7,1611.45,2212.73,55.97,164.55
360000,江西省,2006,3459.53,1441.34,1863.5,35.13,119.57
360000,江西省,2005,3128.89,1227.93900724955,1786.41145849668,25.7795719459457,88.7576714328253
360000,江西省,2004,2786.78,1017.51254041966,1670.18211496721,24.4833404144695,74.6002204709244
360000,江西省,2003,2457.53,1022.14,1357.37,28.93,49.09
360000,江西省,2002,2306.45,927.35,1302.62,20.65,55.83
360000,江西省,2001,,,,,
360000,江西省,2000,,,,,
370000,山东省,2019,,,,,
370000,山东省,2018,,,,,
370000,山东省,2017,,,,,
370000,山东省,2016,,,,,
370000,山东省,2015,,,,,
370000,山东省,2014,,,,,
370000,山东省,2013,,,,,
370000,山东省,2012,9446.5409017972,4383.22122406277,4234.55423372891,257.196121599121,571.569322406371
370000,山东省,2011,8342.13,3715.25,3935.24,246.45,445.19
370000,山东省,2010,6990.28,2958.06,3456.89,238.29,337.04
370000,山东省,2009,6118.77,2496.57,3129.28,196.11,296.81
370000,山东省,2008,5641.43,2263.46,2962.96,163.93,251.07
370000,山东省,2007,4985.34,1950.78,2700.55,144.32,189.69
370000,山东省,2006,4368.33,1671.54,2409.78,127.6,159.4
370000,山东省,2005,3930.55,1437.56955845919,2258.04821209833,102.797772760817,132.132667450086
370000,山东省,2004,3507.43,1178.32148134397,2147.47389728602,64.9223168956921,116.710313108797
370000,山东省,2003,3150.49,1095.45,1874.45,63.92,116.67
370000,山东省,2002,2947.65,1056.7,1728.52,46.09,116.34
370000,山东省,2001,,,,,
370000,山东省,2000,,,,,
410000,河南省,2019,,,,,
410000,河南省,2018,,,,,
410000,河南省,2017,,,,,
410000,河南省,2016,,,,,
410000,河南省,2015,,,,,
410000,河南省,2014,,,,,
410000,河南省,2013,,,,,
410000,河南省,2012,7524.94371627479,2989.35632558478,3973.43446723867,135.490650187549,426.662273263808
410000,河南省,2011,6604.03,2523.77,3601.12,108.14,370.99
410000,河南省,2010,5523.73,1943.86,3240.43,59.29,280.14
410000,河南省,2009,4806.95,1621.75,2890.57,56.01,238.62
410000,河南省,2008,4454.24,1499.93,2699.3,53.0,202.02
410000,河南省,2007,3851.6,1267.7,2398.24,52.66,133.0
410000,河南省,2006,3261.03,1022.74,2108.26,40.37,89.66
410000,河南省,2005,2870.58,853.946470214891,1913.66363453557,35.8460519184956,67.1264533504457
410000,河南省,2004,2553.15,753.991578359552,1716.70508957042,28.2223585653977,54.2261884269823
410000,河南省,2003,2235.68,635.59,1487.82,38.58,73.69
410000,河南省,2002,2215.74,567.07,1548.79,32.45,67.43
410000,河南省,2001,,,,,
410000,河南省,2000,,,,,
420000,湖北省,2019,,,,,
420000,湖北省,2018,,,,,
420000,湖北省,2017,,,,,
420000,湖北省,2016,,,,,
420000,湖北省,2015,,,,,
420000,湖北省,2014,,,,,
420000,湖北省,2013,,,,,
420000,湖北省,2012,7851.71213431745,3189.84357471746,4123.48800491128,65.8720589317147,472.508495756978
420000,湖北省,2011,6897.92,2703.05,3731.34,84.45,379.08
420000,湖北省,2010,5832.27,2186.11,3234.94,106.92,304.3
420000,湖北省,2009,5035.26,1900.54,2828.53,58.37,247.81
420000,湖北省,2008,4656.38,1742.33,2690.83,40.82,182.4
420000,湖北省,2007,3997.48,1454.5,2379.82,37.7,125.46
420000,湖北省,2006,3419.35,1199.16,2095.15,25.91,99.13
420000,湖北省,2005,3099.2,941.635912621421,2049.03982184332,16.8105236565279,91.7143823280412
420000,湖北省,2004,2890.01,755.232955091761,2051.61995246754,16.1935308025562,66.96218309084
420000,湖北省,2003,2566.76,706.79,1785.27,15.76,58.95
420000,湖北省,2002,2444.06,662.2,1694.4,14.09,73.38
420000,湖北省,2001,,,,,
420000,湖北省,2000,,,,,
430000,湖南省,2019,,,,,
430000,湖南省,2018,,,,,
430000,湖南省,2017,,,,,
430000,湖南省,2016,,,,,
430000,湖南省,2015,,,,,
430000,湖南省,2014,,,,,
430000,湖南省,2013,,,,,
430000,湖南省,2012,7440.16920790789,3847.58955073402,2903.21197162403,112.773862872047,576.593822677796
430000,湖南省,2011,6567.06,3240.81,2725.2,112.19,488.86
430000,湖南省,2010,5621.96,2655.59,2463.9,101.58,400.89
430000,湖南省,2009,4909.04,2234.01,2257.33,81.19,336.51
430000,湖南省,2008,4512.46,1990.52,2196.61,57.06,268.26
430000,湖南省,2007,3904.2,1712.31,1963.84,39.91,188.13
430000,湖南省,2006,3389.62,1449.65,1743.39,42.49,154.09
430000,湖南省,2005,3117.74,1228.78619698403,1713.35427624974,42.052117360729,133.552350331904
430000,湖南省,2004,2837.76,1081.23164876152,1614.57454520989,41.8667397443839,100.083616939682
430000,湖南省,2003,2532.87,988.35,1427.21,32.34,84.97
430000,湖南省,2002,2397.92,914.31,1376.71,29.02,77.88
430000,湖南省,2001,,,,,
430000,湖南省,2000,,,,,
440000,广东省,2019,,,,,
440000,广东省,2018,,,,,
440000,广东省,2017,,,,,
440000,广东省,2016,,,,,
440000,广东省,2015,,,,,
440000,广东省,2014,,,,,
440000,广东省,2013,,,,,
440000,广东省,2012,10542.8438558638,6804.42788666367,2566.1016016772,556.471458776816,615.842908746194
440000,广东省,2011,9371.73,5854.68,2498.11,490.43,528.51
440000,广东省,2010,7890.25,4799.52,2203.74,401.15,485.85
440000,广东省,2009,6906.93,4089.69,2017.39,357.66,442.19
440000,广东省,2008,6399.79,3684.47,2001.5,339.47,374.35
440000,广东省,2007,5624.04,3202.13,1838.6,312.6,270.72
440000,广东省,2006,5079.78,2906.15,1693.64,220.87,259.12
440000,广东省,2005,4690.49,2562.38653820376,1731.96727446172,167.254893942885,228.877818592455
440000,广东省,2004,4365.87,2173.21206128431,1805.68585198942,246.889007786189,140.087249430196
440000,广东省,2003,4054.58,1965.78,1761.02,184.36,143.42
440000,广东省,2002,3911.9,1714.11,1869.56,139.71,188.52
440000,广东省,2001,,,,,
440000,广东省,2000,,,,,
450000,广西壮族自治区,2019,,,,,
450000,广西壮族自治区,2018,,,,,
450000,广西壮族自治区,2017,,,,,
450000,广西壮族自治区,2016,,,,,
450000,广西壮族自治区,2015,,,,,
450000,广西壮族自治区,2014,,,,,
450000,广西壮族自治区,2013,,,,,
450000,广西壮族自治区,2012,6007.54978408754,2245.95268728855,3234.55268056093,53.8702583842488,473.174157853812
450000,广西壮族自治区,2011,5231.33,1820.37,3007.93,41.22,361.8
450000,广西壮族自治区,2010,4543.41,1707.18,2510.15,33.78,292.3
450000,广西壮族自治区,2009,3980.44,1465.22,2228.23,41.49,245.5
450000,广西壮族自治区,2008,3690.34,1283.39,2190.62,41.76,174.58
450000,广西壮族自治区,2007,3224.05,1128.75,1973.4,29.13,92.77
450000,广西壮族自治区,2006,2770.48,974.32,1705.75,22.45,69.96
450000,广西壮族自治区,2005,2494.67,907.356170689418,1516.35799646091,18.2974863128223,52.6551229798153
450000,广西壮族自治区,2004,2305.22,857.630922428616,1365.26239943137,17.512208920395,64.8177848925227
450000,广西壮族自治区,2003,2094.51,784.6,1229.88,16.77,63.26
450000,广西壮族自治区,2002,2012.6,686.57,1236.26,9.11,80.66
450000,广西壮族自治区,2001,,,,,
450000,广西壮族自治区,2000,,,,,
460000,海南省,2019,,,,,
460000,海南省,2018,,,,,
460000,海南省,2017,,,,,
460000,海南省,2016,,,,,
460000,海南省,2015,,,,,
460000,海南省,2014,,,,,
460000,海南省,2013,,,,,
460000,海南省,2012,7408.00290113861,2475.5652405597,4182.73049472837,173.304942428845,576.40222342171
460000,海南省,2011,6446.01,2004.63,3826.99,85.77,528.62
460000,海南省,2010,5275.37,1261.86,3563.31,107.77,342.43
460000,海南省,2009,4744.36,972.68,3426.3,56.08,289.3
460000,海南省,2008,4389.97,808.63,3235.09,53.58,292.68
460000,海南省,2007,3791.37,665.16,2870.4,66.11,189.7
460000,海南省,2006,3255.53,555.72,2486.94,49.44,163.43
460000,海南省,2005,3004.03,473.056440705947,2345.56059038099,55.5845488138485,129.830321334607
460000,海南省,2004,2817.62,397.319390950567,2257.55806344823,60.5258065771671,102.21261382103
460000,海南省,2003,2588.06,329.87,2122.12,53.28,82.79
460000,海南省,2002,2423.2,304.81,1952.16,30.63,135.61
460000,海南省,2001,,,,,
460000,海南省,2000,,,,,
500000,重庆市,2019,,,,,
500000,重庆市,2018,,,,,
500000,重庆市,2017,,,,,
500000,重庆市,2016,,,,,
500000,重庆市,2015,,,,,
500000,重庆市,2014,,,,,
500000,重庆市,2013,,,,,
500000,重庆市,2012,7383.27446186705,3400.77396397718,2975.30588296145,175.563525457063,831.631089471373
500000,重庆市,2011,6480.41,2894.53,2748.25,139.67,697.96
500000,重庆市,2010,5276.66,2335.23,2323.51,90.5,527.41
500000,重庆市,2009,4478.35,1919.68,2111.65,67.8,379.23
500000,重庆市,2008,4126.21,1764.64,2016.64,50.9,294.03
500000,重庆市,2007,3509.29,1559.3,1639.82,43.76,266.41
500000,重庆市,2006,2873.83,1309.91,1349.57,27.29,187.07
500000,重庆市,2005,2809.32,1088.80124530203,1541.47689290463,30.6891331792375,148.351657605786
500000,重庆市,2004,2510.41,931.687672012685,1418.84196406623,33.061342662708,126.815575541312
500000,重庆市,2003,2214.55,858.5,1185.12,34.17,136.76
500000,重庆市,2002,2097.58,783.12,1164.79,17.17,132.5
500000,重庆市,2001,,,,,
500000,重庆市,2000,,,,,
510000,四川省,2019,,,,,
510000,四川省,2018,,,,,
510000,四川省,2017,,,,,
510000,四川省,2016,,,,,
510000,四川省,2015,,,,,
510000,四川省,2014,,,,,
510000,四川省,2013,,,,,
510000,四川省,2012,7001.42624987089,3088.8577318519,3004.92279298457,166.55396901008,741.091756024358
510000,四川省,2011,6128.55,2652.46,2761.69,140.38,574.02
510000,四川省,2010,5086.89,2248.18,2263.34,144.01,431.36
510000,四川省,2009,4462.05,1821.37,2072.88,94.75,473.05
510000,四川省,2008,4121.21,1620.4,2061.7,71.37,367.74
510000,四川省,2007,3546.69,1438.68,1863.31,61.1,183.6
510000,四川省,2006,3002.38,1219.51,1586.54,52.84,143.5
510000,四川省,2005,2802.78,954.894607598223,1681.63464920547,41.5946392508979,124.652568339532
510000,四川省,2004,2518.93,829.166968358747,1568.26475411031,27.0364617484098,94.4667482997045
510000,四川省,2003,2229.86,765.76,1347.09,31.26,85.75
510000,四川省,2002,2107.64,711.38,1296.53,27.02,72.71
510000,四川省,2001,,,,,
510000,四川省,2000,,,,,
520000,贵州省,2019,,,,,
520000,贵州省,2018,,,,,
520000,贵州省,2017,,,,,
520000,贵州省,2016,,,,,
520000,贵州省,2015,,,,,
520000,贵州省,2014,,,,,
520000,贵州省,2013,,,,,
520000,贵州省,2012,4752.99889400126,1977.73207033172,2249.20544749099,71.535048395452,454.526327783101
520000,贵州省,2011,4145.35,1713.52,1980.21,59.5,392.13
520000,贵州省,2010,3471.93,1303.85,1706.33,117.19,344.56
520000,贵州省,2009,3005.41,1074.32,1537.57,81.9,311.63
520000,贵州省,2008,2796.93,1002.68,1512.47,63.92,217.86
520000,贵州省,2007,2373.99,846.85,1320.06,46.69,160.39
520000,贵州省,2006,1984.62,715.49,1112.81,36.93,119.38
520000,贵州省,2005,1876.96,583.280823217934,1153.35703961749,35.5057881443787,104.814419450291
520000,贵州省,2004,1721.55,505.23518240302,1115.86895895758,18.5532209186915,81.8940346859392
520000,贵州省,2003,1564.66,458.84,988.48,36.77,80.59
520000,贵州省,2002,1489.91,386.86,988.92,29.55,84.58
520000,贵州省,2001,,,,,
520000,贵州省,2000,,,,,
530000,云南省,2019,,,,,
530000,云南省,2018,,,,,
530000,云南省,2017,,,,,
530000,云南省,2016,,,,,
530000,云南省,2015,,,,,
530000,云南省,2014,,,,,
530000,云南省,2013,,,,,
530000,云南省,2012,5416.54000532981,1435.87147692308,3328.0970150047,234.187027049772,418.384486352272
530000,云南省,2011,4721.99,1138.55,2966.18,218.99,398.27
530000,云南省,2010,3952.03,930.0,2510.12,176.84,335.07
530000,云南省,2009,3369.34,684.95,2279.02,127.52,277.85
530000,云南省,2008,3102.6,617.47,2156.8,109.83,218.5
530000,云南省,2007,2634.09,521.63,1910.18,86.41,115.88
530000,云南省,2006,2250.46,441.81,1631.6,82.19,94.85
530000,云南省,2005,2041.79,348.309278507974,1530.12627920904,75.5153776486444,87.8423199910253
530000,云南省,2004,1864.19,325.857141763628,1386.61189723796,71.7612538103877,79.9630296628206
