省份编码,省份,年份,居民人均可支配收入(元),居民人均可支配收入_同比增长(%),城镇居民人均可支配收入(元),城镇居民人均可支配收入_同比增长(%),农村居民人均可支配收入(元),农村居民人均可支配收入_同比增长(%),居民人均消费支出(元),居民人均消费支出_同比增长(%),城镇居民人均消费支出(元),城镇居民人均消费支出_同比增长(%),农村居民人均消费支出(元),农村居民人均消费支出_同比增长(%)
140000,山西省,2016,19048.883299,,27352.330971,,10082.451579,,12682.854404,,16992.815492,,8028.766929,
140000,山西省,2015,17853.6745417593,,25827.717192732,,9453.90922801357,,11729.0536500441,,15818.6085435727,,7421.16330547338,
140000,山西省,2014,16538.316359978,9.4,24069.428331531,8.1,8809.43650816007,10.8,10863.8282331462,7.4,14636.8807612477,6.4,6991.69490483478,8.3
140000,山西省,2013,15119.7188755111,,22258.1971608444,,7949.46938251784,,10118.3345443159,,13762.7013514549,,6457.74776283646,
140000,山西省,2012,,,,,,,,,,,,
140000,山西省,2011,,,,,,,,,,,,
140000,山西省,2010,,,,,,,,,,,,
140000,山西省,2009,,,,,,,,,,,,
140000,山西省,2008,,,,,,,,,,,,
140000,山西省,2007,,,,,,,,,,,,
140000,山西省,2006,,,,,,,,,,,,
140000,山西省,2005,,,,,,,,,,,,
140000,山西省,2004,,,,,,,,,,,,
140000,山西省,2003,,,,,,,,,,,,
140000,山西省,2002,,,,,,,,,,,,
140000,山西省,2001,,,,,,,,,,,,
140000,山西省,2000,,,,,,,,,,,,
150000,内蒙古自治区,2019,30555.0289314531,,40782.4590074438,,15282.8160690718,,20743.4192041396,,25382.5440032549,,13815.9994221588,
150000,内蒙古自治区,2018,28375.6542672228,,38304.6787418862,,13802.5616444897,,19665.2248275578,,24437.0577186105,,12661.4791042023,
150000,内蒙古自治区,2017,26212.2279568832,,35670.0204880806,,12584.2874231023,,18945.5404825681,,23637.760070037,,12184.4184449955,
150000,内蒙古自治区,2016,24126.640447,,32974.946429,,11609.001521,,18072.281524,,22744.452058,,11462.593312,
150000,内蒙古自治区,2015,22310.0859069061,,30594.0958452009,,10775.8902514869,,17178.5342472809,,21876.4677805588,,10637.3923422607,
150000,内蒙古自治区,2014,20559.342141023,10,28349.6366295837,9.0,9976.30057162024,11.0,16258.1248135048,9.3,20885.2311754865,8.5,9972.24447267739,9.8
150000,内蒙古自治区,2013,18692.8939630522,,26003.6183150149,,8984.91732550449,,14877.6611932495,,19243.9793501308,,9079.5880313577,
150000,内蒙古自治区,2012,,,,,,,,,,,,
150000,内蒙古自治区,2011,,,,,,,,,,,,
150000,内蒙古自治区,2010,,,,,,,,,,,,
150000,内蒙古自治区,2009,,,,,,,,,,,,
150000,内蒙古自治区,2008,,,,,,,,,,,,
150000,内蒙古自治区,2007,,,,,,,,,,,,
150000,内蒙古自治区,2006,,,,,,,,,,,,
150000,内蒙古自治区,2005,,,,,,,,,,,,
150000,内蒙古自治区,2004,,,,,,,,,,,,
150000,内蒙古自治区,2003,,,,,,,,,,,,
150000,内蒙古自治区,2002,,,,,,,,,,,,
150000,内蒙古自治区,2001,,,,,,,,,,,,
150000,内蒙古自治区,2000,,,,,,,,,,,,
210000,辽宁省,2019,31819.7484373016,,39777.2041250656,,16108.2943608441,,22202.8498563988,,27355.0319257891,,12030.2174028813,
210000,辽宁省,2018,29701.4477615969,,37341.9286846778,,14656.3268620787,,21398.3065016313,,26447.8739452909,,11455.0380811016,
210000,辽宁省,2017,27835.4429197018,,34993.3903147476,,13746.8022120025,,20463.3635472692,,25379.4398345395,,10787.2890135381,
210000,辽宁省,2016,26039.695888,,32876.090384,,12880.708763,,19852.798926,,24995.894605,,9953.146431,
210000,辽宁省,2015,24575.5799223405,,31125.7339978765,,12056.8743575302,,17199.8037710234,,21556.7168462258,,8872.83751481863,
210000,辽宁省,2014,22820.1535286651,9.6,29081.7458728263,8.9,11191.4868027283,10.1,16067.9831282278,7.5,20519.5738084863,6.2,7800.74668488389,10.9
210000,辽宁省,2013,20817.8418204304,,26696.9607668641,,10161.2094073962,,14950.1606853657,,19318.4193572015,,7032.14994686205,
210000,辽宁省,2012,,,,,,,,,,,,
210000,辽宁省,2011,,,,,,,,,,,,
210000,辽宁省,2010,,,,,,,,,,,,
210000,辽宁省,2009,,,,,,,,,,,,
210000,辽宁省,2008,,,,,,,,,,,,
210000,辽宁省,2007,,,,,,,,,,,,
210000,辽宁省,2006,,,,,,,,,,,,
210000,辽宁省,2005,,,,,,,,,,,,
210000,辽宁省,2004,,,,,,,,,,,,
210000,辽宁省,2003,,,,,,,,,,,,
210000,辽宁省,2002,,,,,,,,,,,,
210000,辽宁省,2001,,,,,,,,,,,,
210000,辽宁省,2000,,,,,,,,,,,,
220000,吉林省,2019,24562.9106318941,,32299.1794527165,,14936.045229145,,18075.359033775,,23394.2811765985,,11456.5937423153,
220000,吉林省,2018,22798.371637631,,30171.937267577,,13748.1746271857,,17200.4110026262,,22393.7065262735,,10826.2427940203,
220000,吉林省,2017,21368.3222272915,,28318.7493691352,,12950.4410346707,,15631.8579960663,,20051.2412795373,,10279.4037273284,
220000,吉林省,2016,19966.988443,,26530.416606,,12122.941413,,14772.553794,,19166.376593,,9521.433217,
220000,吉林省,2015,18683.7,,24900.856242399,,11326.1725246481,,13763.9119926307,,17972.6153815887,,8783.30937061988,
220000,吉林省,2014,17520.3935142487,9.5,23217.8150849139,8.8,10780.1174952277,10.2,13025.9720705699,8.1,17156.1430905823,7.6,8139.81570398117,8.2
220000,吉林省,2013,15998.1155271626,,21331.0766580837,,9780.67630273368,,12054.3436444909,,15940.6895642369,,7523.44252446808,
220000,吉林省,2012,,,,,,,,,,,,
220000,吉林省,2011,,,,,,,,,,,,
220000,吉林省,2010,,,,,,,,,,,,
220000,吉林省,2009,,,,,,,,,,,,
220000,吉林省,2008,,,,,,,,,,,,
220000,吉林省,2007,,,,,,,,,,,,
220000,吉林省,2006,,,,,,,,,,,,
220000,吉林省,2005,,,,,,,,,,,,
220000,吉林省,2004,,,,,,,,,,,,
220000,吉林省,2003,,,,,,,,,,,,
220000,吉林省,2002,,,,,,,,,,,,
220000,吉林省,2001,,,,,,,,,,,,
220000,吉林省,2000,,,,,,,,,,,,
230000,黑龙江省,2019,24253.5890270716,,30944.6176078514,,14982.1449956875,,18111.4882209567,,22164.9114141187,,12494.8500886866,
230000,黑龙江省,2018,22725.8489038649,,29191.3257577714,,13803.6536536291,,16993.9561460607,,21035.4642478133,,11416.7767354718,
230000,黑龙江省,2017,21205.7897141981,,27445.9926407321,,12664.8236289515,,15577.4839447163,,19269.7522262143,,10523.8761468332,
230000,黑龙江省,2016,19838.495209,,25736.432322,,11831.850736,,14445.814842,,18145.162062,,9423.828782,
230000,黑龙江省,2015,18592.6547619262,,24202.6249808147,,11095.2181571742,,13402.5389456378,,17152.0731522813,,8391.47936514177,
230000,黑龙江省,2014,17404.392993885,9.4,22609.0276008063,8.4,10453.2028321251,11.6,12768.7648389301,6.1,16466.6257498474,4.9,7829.98693714588,8.9
230000,黑龙江省,2013,15903.4465912549,,20848.4016133029,,9369.007387319,,12037.2282051184,,15704.094318294,,7191.70108127543,
230000,黑龙江省,2012,,,,,,,,,,,,
230000,黑龙江省,2011,,,,,,,,,,,,
230000,黑龙江省,2010,,,,,,,,,,,,
230000,黑龙江省,2009,,,,,,,,,,,,
230000,黑龙江省,2008,,,,,,,,,,,,
230000,黑龙江省,2007,,,,,,,,,,,,
230000,黑龙江省,2006,,,,,,,,,,,,
230000,黑龙江省,2005,,,,,,,,,,,,
230000,黑龙江省,2004,,,,,,,,,,,,
230000,黑龙江省,2003,,,,,,,,,,,,
230000,黑龙江省,2002,,,,,,,,,,,,
230000,黑龙江省,2001,,,,,,,,,,,,
230000,黑龙江省,2000,,,,,,,,,,,,
310000,上海市,2019,69441.5624999082,,73615.3227533001,,33195.2022371354,,45605.1377281943,,48271.5741441369,,22448.8927398793,
310000,上海市,2018,64182.6453548794,,68033.6241396677,,30374.731810781,,43351.3022929247,,46015.2110491353,,19964.7291767387,
310000,上海市,2017,58987.9557711734,,62595.7375781592,,27825.0386631685,,39791.8527792345,,42304.3364316908,,18089.7865275833,
310000,上海市,2016,54305.347144,,57691.669364,,25520.404908,,37458.328846,,39856.756057,,17070.845246,
310000,上海市,2015,49867.1662826747,,52961.8649458039,,23205.199313012,,34783.5540050904,,36946.1161950781,,16152.2855180348,
310000,上海市,2014,45965.828278395,9,48841.4019544834,8.8,21191.6437098125,10.3,33064.7565401993,8.8,35182.4413097793,8.4,14820.079390763,13.9
310000,上海市,2013,42173.6390006922,,44878.3197596986,,19208.3073417761,,30399.8774536664,,32447.1882732519,,13016.2465670609,
310000,上海市,2012,,,,,,,,,,,,
310000,上海市,2011,,,,,,,,,,,,
310000,上海市,2010,,,,,,,,,,,,
310000,上海市,2009,,,,,,,,,,,,
310000,上海市,2008,,,,,,,,,,,,
310000,上海市,2007,,,,,,,,,,,,
310000,上海市,2006,,,,,,,,,,,,
310000,上海市,2005,,,,,,,,,,,,
310000,上海市,2004,,,,,,,,,,,,
310000,上海市,2003,,,,,,,,,,,,
310000,上海市,2002,,,,,,,,,,,,
310000,上海市,2001,,,,,,,,,,,,
310000,上海市,2000,,,,,,,,,,,,
320000,江苏省,2019,41399.712259086,,51056.1076413706,,22675.416778551,,26697.3104088487,,31329.1464121423,,17715.9190604623,
320000,江苏省,2018,38095.7932750071,,47199.9670085079,,20845.071206326,,25007.4404113087,,29461.9484650919,,16566.9731445476,
320000,江苏省,2017,35024.0919723223,,43621.7530357611,,19158.033363326,,23468.6323669834,,27726.3271942326,,15611.5145799586,
320000,江苏省,2016,32070.102747,,40151.594436,,17605.643728,,22129.894603,,26432.930629,,14428.211468,
320000,江苏省,2015,29538.852900665,,37173.4833783378,,16256.7002060062,,20555.5636854263,,24966.0403727277,,12882.5499111137,
320000,江苏省,2014,27172.765354577,9.7,34346.2556859328,8.7,14958.4417570054,10.6,19163.5564111716,6.9,23476.2777308481,5.5,11820.2728279458,9.9
320000,江苏省,2013,24775.5377654114,,31585.4833111651,,13521.2909688566,,17925.7503185281,,22262.3427642099,,10759.0143568565,
320000,江苏省,2012,,,,,,,,,,,,
320000,江苏省,2011,,,,,,,,,,,,
320000,江苏省,2010,,,,,,,,,,,,
320000,江苏省,2009,,,,,,,,,,,,
320000,江苏省,2008,,,,,,,,,,,,
320000,江苏省,2007,,,,,,,,,,,,
320000,江苏省,2006,,,,,,,,,,,,
320000,江苏省,2005,,,,,,,,,,,,
320000,江苏省,2004,,,,,,,,,,,,
320000,江苏省,2003,,,,,,,,,,,,
320000,江苏省,2002,,,,,,,,,,,,
320000,江苏省,2001,,,,,,,,,,,,
320000,江苏省,2000,,,,,,,,,,,,
330000,浙江省,2019,49898.8359974118,,60182.288324943,,29875.8245777202,,32025.8195601751,,37507.8549994267,,21351.6943046496,
330000,浙江省,2018,45839.843318814,,55574.3095351039,,27302.3703778349,,29470.6840556649,,34597.9177006704,,19706.8251193303,
330000,浙江省,2017,42045.6938050025,,51260.7310230297,,24955.7717625927,,27079.0594282333,,31924.2316926694,,18093.3533130944,
330000,浙江省,2016,38529.001073,,47237.178335,,22866.068862,,25526.632959,,30067.662847,,17358.925624,
330000,浙江省,2015,35537.0903254693,,43714.4793780758,,21124.9978495466,,24116.8821542634,,28661.2655153901,,16107.7153132006,
330000,浙江省,2014,32657.569183344,9.7,40392.7242962883,8.9,19373.2820298109,10.7,22551.9705266614,9.4,27241.7351537918,7.9,14497.8101278573,13.2
330000,浙江省,2013,29774.9887698229,,37079.6817140669,,17493.9224331193,,20610.0920608776,,25253.5119469251,,12803.3097518889,
330000,浙江省,2012,,,,,,,,,,,,
330000,浙江省,2011,,,,,,,,,,,,
330000,浙江省,2010,,,,,,,,,,,,
330000,浙江省,2009,,,,,,,,,,,,
330000,浙江省,2008,,,,,,,,,,,,
330000,浙江省,2007,,,,,,,,,,,,
330000,浙江省,2006,,,,,,,,,,,,
330000,浙江省,2005,,,,,,,,,,,,
330000,浙江省,2004,,,,,,,,,,,,
330000,浙江省,2003,,,,,,,,,,,,
330000,浙江省,2002,,,,,,,,,,,,
330000,浙江省,2001,,,,,,,,,,,,
330000,浙江省,2000,,,,,,,,,,,,
340000,安徽省,2019,26415.0883127867,,37540.0357517638,,15415.9585665164,,19137.4202246462,,23781.5382169145,,14545.8249264086,
340000,安徽省,2018,23983.5832234196,,34393.0848873315,,13996.0215127306,,17044.6434571252,,21522.7207267785,,12748.0810932467,
340000,安徽省,2017,21863.3038693142,,31640.3167243844,,12758.2244866007,,15751.7448756917,,20740.2442558556,,11106.0843318932,
340000,安徽省,2016,19998.100166,,29155.98415,,11720.473908,,14711.532702,,19606.247372,,10287.29903,
340000,安徽省,2015,18362.571624112,,26935.7633973873,,10820.7272573334,,12840.1065169627,,17233.5264451772,,8975.21112995115,
340000,安徽省,2014,16795.5185841707,10.8,24838.5217433213,9.0,9916.42069499227,12.0,11726.9934682368,11.2,16107.0673836407,10.4,7980.76129230889,10.8
340000,安徽省,2013,15154.3148811951,,22789.3423526974,,8849.99625876669,,10544.0885789441,,14593.6496930669,,7200.32542423169,
340000,安徽省,2012,,,,,,,,,,,,
340000,安徽省,2011,,,,,,,,,,,,
340000,安徽省,2010,,,,,,,,,,,,
340000,安徽省,2009,,,,,,,,,,,,
340000,安徽省,2008,,,,,,,,,,,,
340000,安徽省,2007,,,,,,,,,,,,
340000,安徽省,2006,,,,,,,,,,,,
340000,安徽省,2005,,,,,,,,,,,,
340000,安徽省,2004,,,,,,,,,,,,
340000,安徽省,2003,,,,,,,,,,,,
340000,安徽省,2002,,,,,,,,,,,,
340000,安徽省,2001,,,,,,,,,,,,
340000,安徽省,2000,,,,,,,,,,,,
350000,福建省,2019,35616.0910221169,,45620.4556245358,,19568.3509433642,,25314.297270734,,30945.5484647195,,16281.3542433081,
350000,福建省,2018,32643.9306783329,,42121.3110041052,,17821.1877569748,,22996.0397531006,,28145.1289811931,,14942.7989541004,
350000,福建省,2017,30047.747044818,,39001.3587612981,,16334.7874822876,,21249.3497132795,,25980.4529073975,,14003.3992698753,
350000,福建省,2016,27607.934949,,36014.260499,,14999.188504,,20167.478973,,25005.52434,,12910.837892,
350000,福建省,2015,25404.3610677784,,33275.3449652886,,13792.704929342,,18850.1949565873,,23520.1915509673,,11960.7901086414,
350000,福建省,2014,23330.8511688403,10,30722.387162255,9.0,12650.1899063295,10.9,17644.4719945568,9.1,22204.0636366012,8.0,11055.9288463613,10.7
350000,福建省,2013,21217.9474026,,28173.9001350419,,11404.8466106138,,16176.6257354933,,20564.7032257253,,9986.1514250712,
350000,福建省,2012,,,,,,,,,,,,
350000,福建省,2011,,,,,,,,,,,,
350000,福建省,2010,,,,,,,,,,,,
350000,福建省,2009,,,,,,,,,,,,
350000,福建省,2008,,,,,,,,,,,,
350000,福建省,2007,,,,,,,,,,,,
350000,福建省,2006,,,,,,,,,,,,
350000,福建省,2005,,,,,,,,,,,,
350000,福建省,2004,,,,,,,,,,,,
350000,福建省,2003,,,,,,,,,,,,
350000,福建省,2002,,,,,,,,,,,,
350000,福建省,2001,,,,,,,,,,,,
350000,福建省,2000,,,,,,,,,,,,
360000,江西省,2019,26262.4453698744,,36545.8981323722,,15796.2912367415,,17650.4702710524,,22714.2673629096,,12496.7070276828,
360000,江西省,2018,24079.6780406451,,33819.395560935,,14459.8912575785,,15792.021343216,,20760.0171782218,,10885.1992950036,
360000,江西省,2017,22031.4483263503,,31198.0646442771,,13241.8220260911,,14459.0168195305,,19244.4610568192,,9870.38072223479,
360000,江西省,2016,20109.555967,,28673.276314,,12137.724504,,13258.623529,,17695.648197,,9128.267629,
360000,江西省,2015,18437.1102272283,,26500.1177097501,,11139.0823075655,,12403.370504765,,16731.8124998567,,8485.59037157069,
360000,江西省,2014,16734.1710575771,10.8,24309.1928115843,9.9,10116.5792418811,11.3,11088.8891671,10.3,15141.7782664175,9.4,7548.25699407947,10.9
360000,江西省,2013,15099.684515801,,22119.6584758712,,9088.77643860288,,10052.7707292852,,13842.9509855724,,6807.39898771745,
360000,江西省,2012,,,,,,,,,,,,
360000,江西省,2011,,,,,,,,,,,,
360000,江西省,2010,,,,,,,,,,,,
360000,江西省,2009,,,,,,,,,,,,
360000,江西省,2008,,,,,,,,,,,,
360000,江西省,2007,,,,,,,,,,,,
360000,江西省,2006,,,,,,,,,,,,
360000,江西省,2005,,,,,,,,,,,,
360000,江西省,2004,,,,,,,,,,,,
360000,江西省,2003,,,,,,,,,,,,
360000,江西省,2002,,,,,,,,,,,,
360000,江西省,2001,,,,,,,,,,,,
360000,江西省,2000,,,,,,,,,,,,
370000,山东省,2019,31596.9801790639,,42329.2335069861,,17775.4596595535,,20427.4892409374,,26731.4890081629,,12308.8901475854,
370000,山东省,2018,29204.6148984224,,39549.4320615506,,16296.9969204029,,18779.7698779791,,24798.379116987,,11270.1244593061,
370000,山东省,2017,26929.9432393182,,36789.3548470469,,15117.5448519082,,17280.6858701169,,23072.1219644221,,10342.0618321945,
370000,山东省,2016,24685.267708,,34012.084263,,13954.064255,,15926.35793,,21495.290758,,9518.882147,
370000,山东省,2015,22703.1923298133,,31545.267012219,,12930.3679510726,,14578.357897565,,19853.7733783721,,8747.63254513108,
370000,山东省,2014,20864.2134120903,9.8,29221.938361641,8.7,11882.2596500065,11.2,13328.9031905053,12.0,18322.5996904339,10.1,7962.23327315541,15.8
370000,山东省,2013,19008.2609566076,,26882.3922152158,,10686.856902225,,11896.7716192086,,16646.4657411691,,6877.28151604972,
370000,山东省,2012,,,,,,,,,,,,
370000,山东省,2011,,,,,,,,,,,,
370000,山东省,2010,,,,,,,,,,,,
370000,山东省,2009,,,,,,,,,,,,
370000,山东省,2008,,,,,,,,,,,,
370000,山东省,2007,,,,,,,,,,,,
370000,山东省,2006,,,,,,,,,,,,
370000,山东省,2005,,,,,,,,,,,,
370000,山东省,2004,,,,,,,,,,,,
370000,山东省,2003,,,,,,,,,,,,
370000,山东省,2002,,,,,,,,,,,,
370000,山东省,2001,,,,,,,,,,,,
370000,山东省,2000,,,,,,,,,,,,
410000,河南省,2019,23902.6763009023,,34200.9708840986,,15163.7470806073,,16331.7928226848,,21971.5697065615,,11545.9896386436,
410000,河南省,2018,21963.5355501657,,31874.1879302897,,13830.7440169214,,15168.5021044746,,20989.1506642839,,10392.0131802798,
410000,河南省,2017,20170.0260291571,,29557.8588948447,,12719.1833338518,,13729.6141766132,,19422.2717548437,,9211.52179677783,
410000,河南省,2016,18443.075523,,27232.920142,,11696.737476,,12712.337296,,18087.794786,,8586.592764,
410000,河南省,2015,17124.752860028,,25575.6137468047,,10852.8597850464,,11835.128833646,,17154.3033624962,,7887.44890623,
410000,河南省,2014,15695.1755846963,10.5,23672.0613411874,8.9,9966.07162044753,11.1,11000.4404770822,10.0,16184.4564140482,6.1,7277.21224468175,14.4
410000,河南省,2013,14203.71437116,,21740.6749904277,,8969.10707133757,,10002.4657702998,,15248.8237932258,,6358.73915534539,
410000,河南省,2012,,,,,,,,,,,,
410000,河南省,2011,,,,,,,,,,,,
410000,河南省,2010,,,,,,,,,,,,
410000,河南省,2009,,,,,,,,,,,,
410000,河南省,2008,,,,,,,,,,,,
410000,河南省,2007,,,,,,,,,,,,
410000,河南省,2006,,,,,,,,,,,,
410000,河南省,2005,,,,,,,,,,,,
410000,河南省,2004,,,,,,,,,,,,
410000,河南省,2003,,,,,,,,,,,,
410000,河南省,2002,,,,,,,,,,,,
410000,河南省,2001,,,,,,,,,,,,
410000,河南省,2000,,,,,,,,,,,,
420000,湖北省,2019,28319.4573062162,,37601.3595755451,,16390.8609663347,,21567.048375139,,26421.7722220152,,15328.0211336712,
420000,湖北省,2018,25814.5427634566,,34454.6273954692,,14977.8199780271,,19537.7943924006,,23995.9052180163,,13946.2622232689,
420000,湖北省,2017,23757.1689582919,,31889.4151808686,,13812.0877019639,,16937.5893580218,,21275.6321426168,,11632.5129000006,
420000,湖北省,2016,21786.644589,,29385.796965,,12724.969248,,15888.650994,,20040.034287,,10938.297882,
420000,湖北省,2015,20025.5592438761,,27051.4658207533,,11843.8856860307,,14316.4990968335,,18192.2797936549,,9803.14952461568,
420000,湖北省,2014,18283.2282124292,11,24852.2788359212,9.6,10849.0565509695,11.9,12928.3060763766,9.9,16681.4092036622,8.8,8680.93236736257,10.6
420000,湖北省,2013,16472.4607207502,,22667.9377788155,,9691.80376989891,,11760.7690035391,,15334.4731366073,,7849.51866025358,
420000,湖北省,2012,,,,,,,,,,,,
420000,湖北省,2011,,,,,,,,,,,,
420000,湖北省,2010,,,,,,,,,,,,
420000,湖北省,2009,,,,,,,,,,,,
420000,湖北省,2008,,,,,,,,,,,,
420000,湖北省,2007,,,,,,,,,,,,
420000,湖北省,2006,,,,,,,,,,,,
420000,湖北省,2005,,,,,,,,,,,,
420000,湖北省,2004,,,,,,,,,,,,
420000,湖北省,2003,,,,,,,,,,,,
420000,湖北省,2002,,,,,,,,,,,,
420000,湖北省,2001,,,,,,,,,,,,
420000,湖北省,2000,,,,,,,,,,,,
430000,湖南省,2019,27679.7101240396,,39841.9252880827,,15394.7901484327,,20478.8816975902,,26923.985152026,,13968.7534763484,
430000,湖南省,2018,25240.7492294516,,36698.2538635505,,14092.5105633042,,18807.9428970074,,25064.2141479238,,12720.5436514684,
430000,湖南省,2017,23102.7108651667,,33947.9351117875,,12935.7774834709,,17160.4027789504,,23162.6424917561,,11533.5600403064,
430000,湖南省,2016,21114.791168,,31283.893426,,11930.409904,,15750.458875,,21419.989039,,10629.935422,
430000,湖南省,2015,19317.4864234724,,28838.0682521647,,10992.5476804517,,14267.3446378687,,19501.3682164273,,9690.63635941976,
430000,湖南省,2014,17621.7428942519,10.1,26570.1569340772,9.1,10060.1653394991,11.4,13288.7336783804,11.2,18334.6552392853,8.7,9024.83540007428,15.2
430000,湖南省,2013,16004.8967028159,,24351.9925194486,,9028.55324180954,,11945.8503495307,,16867.2504122322,,7832.63805382292,
430000,湖南省,2012,,,,,,,,,,,,
430000,湖南省,2011,,,,,,,,,,,,
430000,湖南省,2010,,,,,,,,,,,,
430000,湖南省,2009,,,,,,,,,,,,
430000,湖南省,2008,,,,,,,,,,,,
430000,湖南省,2007,,,,,,,,,,,,
430000,湖南省,2006,,,,,,,,,,,,
430000,湖南省,2005,,,,,,,,,,,,
430000,湖南省,2004,,,,,,,,,,,,
430000,湖南省,2003,,,,,,,,,,,,
430000,湖南省,2002,,,,,,,,,,,,
430000,湖南省,2001,,,,,,,,,,,,
430000,湖南省,2000,,,,,,,,,,,,
