省份编码,省份,年份,农村居民家庭平均每人消费支出(元),农村居民家庭平均每人食品消费支出(元),农村居民家庭平均每人衣着消费支出(元),农村居民家庭平均每人居住消费支出(元),农村居民家庭平均每人家庭设备及用品消费支出(元),农村居民家庭平均每人交通通信消费支出(元),农村居民家庭平均每人文教娱乐消费支出(元),农村居民家庭平均每人医疗保健消费支出(元),农村居民家庭平均每人其他消费支出(元)
430000,湖南省,2014,,,,,,,,,
430000,湖南省,2013,,,,,,,,,
430000,湖南省,2012,5870.12245645001,2574.81045051781,317.990414519523,1088.2294544189,373.50081508227,481.575781191457,400.223483769883,497.235736230797,136.556320719371
430000,湖南省,2011,5179.36,2343.06,260.44,969.74,330.73,421.67,346.62,396.54,110.55
430000,湖南省,2010,4310.37,2087.85,209.85,719.2,243.9,343.82,315.93,293.59,96.23
430000,湖南省,2009,4020.87,1967.54,182.46,691.59,203.65,341.27,291.01,258.07,85.3
430000,湖南省,2008,3804.97,1947.52,169.06,629.75,171.11,286.01,278.67,244.17,78.67
430000,湖南省,2007,3377.38,1675.16,161.79,508.33,152.6,278.78,293.89,219.95,86.88
430000,湖南省,2006,3013.32,1463.33,137.69,420.96,129.8,249.7,341.7,196.54,73.6
430000,湖南省,2005,2756.42555001091,1433.00996411597,127.891096648826,307.278944505643,114.312060646723,218.96416175525,329.27890602442,168.192917360012,57.4975006181107
430000,湖南省,2004,2472.290855,1338.648926,112.3791809,293.2318961,92.37202934,174.5247454,279.9638371,124.1182772,57.05196478
430000,湖南省,2003,2139.15,1111.27,106.157287770284,271.97,79.63,146.85,270.54,105.23,47.51
430000,湖南省,2002,2068.74,1086.11,97.85,271.28,84.79,118.57,248.6,102.81,58.73
430000,湖南省,2001,,,,,,,,,
430000,湖南省,2000,,,,,,,,,
440000,广东省,2019,,,,,,,,,
440000,广东省,2018,,,,,,,,,
440000,广东省,2017,,,,,,,,,
440000,广东省,2016,,,,,,,,,
440000,广东省,2015,,,,,,,,,
440000,广东省,2014,,,,,,,,,
440000,广东省,2013,,,,,,,,,
440000,广东省,2012,7458.56020717745,3658.65809344055,319.459997991158,1196.10011159118,378.527349455632,760.067444570982,466.629756179256,446.45597628777,232.661477660932
440000,广东省,2011,6725.55,3301.14,277.34,1172.3,301.29,682.54,404.15,398.54,188.27
440000,广东省,2010,5515.58,2630.05,215.51,986.7,235.01,637.08,326.53,307.43,177.27
440000,广东省,2009,5019.81,2425.55,192.68,946.14,206.36,558.78,296.72,232.0,161.58
440000,广东省,2008,4872.46,2388.91,177.67,964.53,189.01,483.66,272.87,259.0,136.82
440000,广东省,2007,4202.32,2087.58,162.33,763.01,163.85,443.24,254.94,199.31,128.06
440000,广东省,2006,3885.97,1887.17,151.15,633.99,148.6,443.46,303.37,197.0,121.23
440000,广东省,2005,3707.73319065561,1789.42141866024,143.496236508002,530.299738098001,152.1191270579,411.638335217159,360.731914052091,203.852106673881,116.174314866862
440000,广东省,2004,3240.784645,1581.678316,116.8261601,494.888935,131.172714,350.2714687,314.3424459,153.1692172,98.43538552
440000,广东省,2003,2927.35,1402.04,117.678494573643,469.48,121.85,286.66,305.86,137.43,86.35
440000,广东省,2002,2825.01,1345.0,107.94,441.24,134.1,251.14,302.44,116.9,126.24
440000,广东省,2001,,,,,,,,,
440000,广东省,2000,,,,,,,,,
450000,广西壮族自治区,2019,,,,,,,,,
450000,广西壮族自治区,2018,,,,,,,,,
450000,广西壮族自治区,2017,,,,,,,,,
450000,广西壮族自治区,2016,,,,,,,,,
450000,广西壮族自治区,2015,,,,,,,,,
450000,广西壮族自治区,2014,,,,,,,,,
450000,广西壮族自治区,2013,,,,,,,,,
450000,广西壮族自治区,2012,4933.57620757691,2085.63061977762,156.473503141614,1200.79991259386,274.633549540841,453.008142097631,270.243229579507,383.949557274046,108.837693571774
450000,广西壮族自治区,2011,4210.89,1844.94,123.93,1018.56,241.61,384.81,218.72,301.25,77.07
450000,广西壮族自治区,2010,3455.29,1675.41,110.46,692.51,192.77,310.3,182.55,228.99,62.3
450000,广西壮族自治区,2009,3231.14,1572.82,91.82,677.92,157.93,275.57,192.54,205.16,57.37
450000,广西壮族自治区,2008,2985.03,1594.67,91.19,535.45,124.01,261.85,172.73,154.32,50.81
450000,广西壮族自治区,2007,2747.47,1378.78,86.9,554.14,112.24,245.97,172.45,149.01,47.98
450000,广西壮族自治区,2006,2413.93,1196.07,79.91,424.88,110.09,239.48,198.17,123.91,41.45
450000,广西壮族自治区,2005,2349.60075209556,1186.71095242218,79.4793655273799,379.646723757164,95.4734112951466,214.066443208618,226.384012776026,123.385820053419,44.454020940198
450000,广西壮族自治区,2004,1928.602404,1047.584563,64.41637459,311.4837424,64.87233684,140.1299437,178.8305661,83.63846357,37.64641252
450000,广西壮族自治区,2003,1751.23,899.07,61.1205901729344,323.28,63.69,121.45,175.55,74.81,32.26
450000,广西壮族自治区,2002,1686.11,875.08,63.83,288.42,64.98,114.26,173.17,66.19,40.18
450000,广西壮族自治区,2001,,,,,,,,,
450000,广西壮族自治区,2000,,,,,,,,,
460000,海南省,2019,,,,,,,,,
460000,海南省,2018,,,,,,,,,
460000,海南省,2017,,,,,,,,,
460000,海南省,2016,,,,,,,,,
460000,海南省,2015,,,,,,,,,
460000,海南省,2014,,,,,,,,,
460000,海南省,2013,,,,,,,,,
460000,海南省,2012,4776.30188889296,2410.06536384303,178.864830362276,828.617779698197,207.470261452942,435.583394479584,253.967975848188,306.536221774965,155.196061433773
460000,海南省,2011,4166.13,2137.9,139.81,700.46,176.33,370.34,224.91,290.13,126.25
460000,海南省,2010,3446.24,1724.47,117.36,609.77,135.22,312.53,318.04,138.35,90.49
460000,海南省,2009,3088.56,1639.34,108.03,348.5,132.19,357.29,287.85,129.26,86.1
460000,海南省,2008,2883.1,1537.55,89.89,391.04,104.07,261.57,288.49,123.82,86.67
460000,海南省,2007,2556.56,1430.31,86.26,305.9,93.26,248.08,223.98,95.55,73.23
460000,海南省,2006,2232.19,1191.09,75.15,252.34,87.86,205.68,238.47,110.92,70.68
460000,海南省,2005,1969.08563545895,1134.75326455108,66.3543532019754,146.002195443141,92.2839110580587,177.996322408151,198.695004468303,93.0028480905257,59.9977368134386
460000,海南省,2004,1745.350626,1027.895105,58.95756087,133.9961299,83.16377163,133.76866858541,164.4151723,86.56697049,56.5872482862008
460000,海南省,2003,1644.79,947.1,52.5945348521833,147.69,75.8,107.8,158.32,96.05,59.44
460000,海南省,2002,1602.85,947.78,51.83,189.29,60.45,70.72,156.62,62.27,63.9
460000,海南省,2001,,,,,,,,,
460000,海南省,2000,,,,,,,,,
500000,重庆市,2019,,,,,,,,,
500000,重庆市,2018,,,,,,,,,
500000,重庆市,2017,,,,,,,,,
500000,重庆市,2016,,,,,,,,,
500000,重庆市,2015,,,,,,,,,
500000,重庆市,2014,,,,,,,,,
500000,重庆市,2013,,,,,,,,,
500000,重庆市,2012,5018.64057648879,2216.14865656471,380.182946258053,557.01711980748,413.536098989603,489.308702591888,394.231574168985,482.235841265193,85.979636842876
500000,重庆市,2011,4502.06,2108.61,309.0,555.81,348.31,401.65,334.84,375.26,68.57
500000,重庆市,2010,3624.62,1750.01,224.13,548.0,260.71,281.73,239.03,270.31,50.7
500000,重庆市,2009,3142.14,1542.12,198.6,406.36,209.37,260.33,237.38,242.6,45.38
500000,重庆市,2008,2884.92,1537.59,160.34,328.97,167.74,238.43,211.83,197.15,42.87
500000,重庆市,2007,2526.7,1376.0,136.34,263.73,138.34,208.69,195.97,168.57,39.06
500000,重庆市,2006,2205.21,1150.98,113.28,254.17,117.98,186.57,189.73,159.68,32.83
500000,重庆市,2005,2142.12067363931,1130.3477121806,95.9566216767549,231.154229340508,95.7779015854751,163.047715887427,249.710749506039,142.64514697851,33.480596499799
500000,重庆市,2004,1853.93819,1039.004764,79.08119915,201.0267315,74.80477884,119.6746879,198.6496592,115.3140625,26.38230537
500000,重庆市,2003,1583.31,831.63,70.493892780993,212.38,76.68,102.4,180.28,89.42,20.03
500000,重庆市,2002,1497.72,835.52,63.56,183.11,66.22,80.76,162.58,75.92,30.04
500000,重庆市,2001,,,,,,,,,
500000,重庆市,2000,,,,,,,,,
510000,四川省,2019,,,,,,,,,
510000,四川省,2018,,,,,,,,,
510000,四川省,2017,,,,,,,,,
510000,四川省,2016,,,,,,,,,
510000,四川省,2015,,,,,,,,,
510000,四川省,2014,,,,,,,,,
510000,四川省,2013,,,,,,,,,
510000,四川省,2012,5366.71421359976,2514.16012475452,338.524551844773,787.40509140427,333.200505328625,463.935694340967,329.292764082796,498.293078293544,101.902403550258
510000,四川省,2011,4675.47,2161.65,281.87,727.39,300.95,431.14,276.64,413.12,82.71
510000,四川省,2010,3897.53,1881.18,226.62,625.28,239.48,360.7,218.62,276.06,69.59
510000,四川省,2009,4141.4,1740.59,197.06,1138.72,219.63,324.05,206.67,258.13,56.55
510000,四川省,2008,3127.94,1627.58,174.59,469.73,163.99,256.08,173.26,209.22,53.49
510000,四川省,2007,2747.27,1435.52,156.65,366.45,142.64,241.49,177.19,174.75,52.56
510000,四川省,2006,2395.04,1216.19,133.3,328.58,114.13,203.63,196.64,160.31,42.26
510000,四川省,2005,2274.17265522756,1244.35624614971,116.351715919333,234.049719362572,102.127638316534,171.496212842965,225.160149059113,144.450146643133,36.1808272433172
510000,四川省,2004,2015.721819,1123.182565,92.86924985,234.307223,79.14671035,127.602145,209.6790313,117.3977455,31.53715089
510000,四川省,2003,1747.02,941.7,85.9406409926707,224.8,64.85,105.19,202.27,91.36,30.92
510000,四川省,2002,1591.99,857.61,79.36,214.47,63.2,84.62,174.7,78.3,39.74
510000,四川省,2001,,,,,,,,,
510000,四川省,2000,,,,,,,,,
520000,贵州省,2019,,,,,,,,,
520000,贵州省,2018,,,,,,,,,
520000,贵州省,2017,,,,,,,,,
520000,贵州省,2016,,,,,,,,,
520000,贵州省,2015,,,,,,,,,
520000,贵州省,2014,,,,,,,,,
520000,贵州省,2013,,,,,,,,,
520000,贵州省,2012,3901.70974937769,1740.57865496265,226.808254540747,758.368734552816,211.360755377166,371.34520216485,226.439608773338,282.513060610612,84.2954783955254
520000,贵州省,2011,3455.78,1646.53,186.22,639.32,192.78,304.51,183.03,246.28,57.1
520000,贵州省,2010,2852.48,1319.43,137.49,621.8,135.64,229.66,186.19,178.07,44.21
520000,贵州省,2009,2421.95,1093.94,125.35,588.42,115.39,175.08,151.59,133.15,39.03
520000,贵州省,2008,2165.7,1119.64,112.46,427.4,94.36,159.61,122.1,96.38,33.75
520000,贵州省,2007,1913.71,998.39,99.44,329.64,70.93,154.52,147.31,79.31,34.16
520000,贵州省,2006,1627.07,838.42,88.56,265.54,64.91,122.47,138.13,76.76,32.28
520000,贵州省,2005,1552.3867793335,819.867824728067,79.5864537897415,235.502626074116,61.6898845443977,99.2195144481243,160.906963908648,71.794517930383,23.818995431774
520000,贵州省,2004,1296.339356,754.3915183,55.6335499,165.9519947,41.4784839,70.41426728,140.2079723,47.19206338,21.06950644
520000,贵州省,2003,1185.17,674.71,54.458760364004,170.56,41.51,49.59,128.13,46.62,19.59
520000,贵州省,2002,1137.57,661.35,55.16,149.69,49.04,48.69,108.56,32.36,32.71
520000,贵州省,2001,,,,,,,,,
520000,贵州省,2000,,,,,,,,,
530000,云南省,2019,,,,,,,,,
530000,云南省,2018,,,,,,,,,
530000,云南省,2017,,,,,,,,,
530000,云南省,2016,,,,,,,,,
530000,云南省,2015,,,,,,,,,
530000,云南省,2014,,,,,,,,,
530000,云南省,2013,,,,,,,,,
530000,云南省,2012,4561.32902511112,2080.61474199807,241.073072277916,804.389544254497,246.997284208436,470.187883354838,289.217704019851,362.627586223325,66.2212087741937
530000,云南省,2011,3999.87,1883.95,209.05,702.41,208.24,393.04,241.13,309.25,52.8
530000,云南省,2010,3398.33,1604.5,160.72,638.09,167.66,337.85,206.45,239.94,43.11
530000,云南省,2009,2924.85,1410.0,137.19,496.66,147.8,313.26,177.66,197.55,44.73
530000,云南省,2008,2990.61,1483.16,119.63,626.12,118.97,248.25,168.55,181.97,43.97
530000,云南省,2007,2637.18,1226.69,112.52,586.07,107.15,216.67,181.73,167.92,38.43
530000,云南省,2006,2195.64,1071.13,93.62,435.87,83.81,157.25,177.89,138.16,37.91
530000,云南省,2005,1788.99723047988,975.718819301557,80.3259734375379,225.794885798847,67.0256340090428,99.8091621178992,182.61881857302,122.333889153507,35.370049031647
530000,云南省,2004,1571.04426529324,848.303792050693,61.8681814764323,239.286502663581,61.7797924345225,105.521279673144,143.201030140951,87.6605573781542,23.423130035074
530000,云南省,2003,1405.7,744.58,57.2655316360913,257.65,51.42,59.54,131.49,79.93,23.82
530000,云南省,2002,1381.54,772.61,57.54,223.3,51.41,45.57,114.0,69.02,48.08
530000,云南省,2001,,,,,,,,,
530000,云南省,2000,,,,,,,,,
540000,西藏自治区,2019,,,,,,,,,
540000,西藏自治区,2018,,,,,,,,,
540000,西藏自治区,2017,,,,,,,,,
540000,西藏自治区,2016,,,,,,,,,
540000,西藏自治区,2015,,,,,,,,,
540000,西藏自治区,2014,,,,,,,,,
540000,西藏自治区,2013,,,,,,,,,
540000,西藏自治区,2012,2967.55538110376,1592.00012846157,372.620305662186,251.620203234271,173.31142950411,363.95079324569,40.8637267412529,82.6724278125649,90.5163664421165
540000,西藏自治区,2011,2741.6,1384.65,331.21,328.02,186.01,348.86,40.91,65.78,56.16
540000,西藏自治区,2010,2666.92,1325.71,326.65,352.88,181.27,282.43,51.06,71.16,75.77
540000,西藏自治区,2009,2399.47,1190.01,266.73,383.2,148.62,224.83,61.14,71.5,53.45
540000,西藏自治区,2008,2199.59,1153.37,248.68,324.07,140.06,147.21,62.26,53.84,70.09
540000,西藏自治区,2007,2217.62,1079.83,245.0,418.83,133.26,156.57,65.39,50.0,68.74
540000,西藏自治区,2006,2002.24,965.83,184.85,467.79,125.14,104.3,64.27,54.37,35.69
540000,西藏自治区,2005,1723.76412084823,1185.22969279256,182.45244754635,84.2382487827565,81.2378620715527,79.2625873640621,28.1995004977618,44.4441558502533,38.6996336996337
540000,西藏自治区,2004,1470.695269,941.0752474,157.8694189,118.5493845,75.549741,89.16278111,37.84175184,28.93016701,21.71676892
540000,西藏自治区,2003,1030.13,669.91,114.660099111415,85.99,53.34,37.06,32.22,21.27,15.68
540000,西藏自治区,2002,1000.29,637.69,104.67,92.64,65.62,21.21,28.46,33.02,16.98
540000,西藏自治区,2001,,,,,,,,,
540000,西藏自治区,2000,,,,,,,,,
610000,陕西省,2019,,,,,,,,,
610000,陕西省,2018,,,,,,,,,
610000,陕西省,2017,,,,,,,,,
610000,陕西省,2016,,,,,,,,,
610000,陕西省,2015,,,,,,,,,
610000,陕西省,2014,,,,,,,,,
610000,陕西省,2013,,,,,,,,,
610000,陕西省,2012,5114.67869776563,1520.10377957391,332.716787869132,1258.05599169386,298.687737854907,503.335363243244,445.470977069702,619.938124443813,136.369936017069
610000,陕西省,2011,4491.71,1344.99,285.37,1108.58,279.86,406.68,405.56,533.44,127.24
610000,陕西省,2010,3793.8,1299.22,237.87,837.54,233.37,336.22,397.61,376.2,75.77
610000,陕西省,2009,3349.23,1175.29,208.0,697.43,195.92,300.32,380.38,329.26,62.63
610000,陕西省,2008,2979.37,1115.66,175.5,598.59,155.07,270.63,351.99,251.23,60.7
610000,陕西省,2007,2559.59,941.81,161.08,512.4,106.8,254.74,304.54,222.51,55.71
610000,陕西省,2006,2181.0,850.2,138.59,340.63,94.88,216.66,296.07,195.61,48.36
610000,陕西省,2005,1896.47989146938,812.9260585938,124.364238141405,211.707664440946,83.6137461458629,163.169264334613,297.326947213511,165.820112740638,37.5518592587507
610000,陕西省,2004,1618.051279,686.3765043,91.77652979,237.3221046,65.45862526,126.1254363,258.8294664,118.1239082,34.03870408
610000,陕西省,2003,1455.39,572.67,85.152053302914,236.33,63.52,97.33,267.87,106.66,25.86
610000,陕西省,2002,1490.76,564.19,86.95,330.08,59.16,85.18,227.73,103.09,34.39
610000,陕西省,2001,,,,,,,,,
610000,陕西省,2000,,,,,,,,,
620000,甘肃省,2019,,,,,,,,,
620000,甘肃省,2018,,,,,,,,,
620000,甘肃省,2017,,,,,,,,,
620000,甘肃省,2016,,,,,,,,,
620000,甘肃省,2015,,,,,,,,,
620000,甘肃省,2014,,,,,,,,,
620000,甘肃省,2013,,,,,,,,,
620000,甘肃省,2012,4146.2406741774,1648.60391586671,303.138151473413,682.303086203114,250.430245103813,436.033851220507,327.302150596936,398.007157271331,100.422116441575
620000,甘肃省,2011,3664.91,1548.19,246.67,596.58,198.08,366.56,292.71,339.28,76.85
620000,甘肃省,2010,2941.99,1315.25,184.23,551.63,146.93,256.7,238.03,203.13,46.09
620000,甘肃省,2009,2766.45,1142.05,157.29,648.63,142.72,237.92,217.35,180.09,40.4
620000,甘肃省,2008,2400.95,1132.53,134.66,387.83,95.58,234.69,219.91,164.72,31.05
620000,甘肃省,2007,2017.21,944.14,112.2,295.23,91.4,186.17,208.9,149.82,29.36
620000,甘肃省,2006,1855.49,865.99,97.23,251.79,78.69,174.6,228.43,127.35,31.41
620000,甘肃省,2005,1819.57866964047,858.885495916809,92.3312668213925,240.738562639831,74.0945776002701,155.034289576866,257.884180622729,113.956123006263,26.6541722969505
620000,甘肃省,2004,1464.342659,703.4103233,82.33394977,179.8591144,58.9053938,130.2231601,202.6439401,85.32904692,21.63773281
620000,甘肃省,2003,1336.85,586.38,74.0213114166169,201.57,57.45,109.34,191.83,96.18,20.08
620000,甘肃省,2002,1153.29,531.37,67.52,162.86,44.48,70.61,164.62,82.68,29.15
620000,甘肃省,2001,,,,,,,,,
620000,甘肃省,2000,,,,,,,,,
630000,青海省,2019,,,,,,,,,
630000,青海省,2018,,,,,,,,,
630000,青海省,2017,,,,,,,,,
630000,青海省,2016,,,,,,,,,
630000,青海省,2015,,,,,,,,,
630000,青海省,2014,,,,,,,,,
630000,青海省,2013,,,,,,,,,
630000,青海省,2012,5338.91109828703,1858.62253044073,404.466186673422,1209.7423355399,257.397541848871,683.732040669673,283.27537221925,520.057177891599,121.617913003593
630000,青海省,2011,4536.81,1716.39,347.47,1090.74,272.26,450.88,265.43,308.08,85.57
630000,青海省,2010,3774.5,1442.88,255.19,944.23,193.59,369.6,198.53,307.92,62.55
630000,青海省,2009,3209.41,1164.07,224.73,820.84,132.54,341.13,173.75,291.34,61.0
630000,青海省,2008,2896.62,1220.02,200.26,568.79,110.35,316.75,148.86,270.06,61.54
630000,青海省,2007,2446.5,1069.04,191.8,359.74,122.17,292.1,135.13,229.28,47.23
630000,青海省,2006,2178.95,938.5,170.81,366.36,94.69,255.82,118.66,192.77,41.33
630000,青海省,2005,1976.0254262124,893.321236549382,156.105781939851,329.32966823245,83.9580182725565,208.425905173412,109.525546162993,152.332870206605,43.0263995262755
630000,青海省,2004,1676.439754,813.352447,121.8337961,233.1551509,65.47564376,176.4123577,108.1364833,126.5987498,31.4751235
630000,青海省,2003,1563.15,775.89,113.876970684039,192.17,60.94,145.85,131.71,115.73,26.98
630000,青海省,2002,1386.08,664.69,113.94,164.36,69.72,112.16,107.88,118.01,35.32
630000,青海省,2001,,,,,,,,,
630000,青海省,2000,,,,,,,,,
640000,宁夏回族自治区,2019,,,,,,,,,
640000,宁夏回族自治区,2018,,,,,,,,,
640000,宁夏回族自治区,2017,,,,,,,,,
640000,宁夏回族自治区,2016,,,,,,,,,
640000,宁夏回族自治区,2015,,,,,,,,,
640000,宁夏回族自治区,2014,,,,,,,,,
640000,宁夏回族自治区,2013,,,,,,,,,
640000,宁夏回族自治区,2012,5351.35745792145,1891.37326500576,463.351242388759,1033.16662368267,304.950675790398,620.793029274006,373.363899590164,492.143742827869,172.214979361827
640000,宁夏回族自治区,2011,4726.64,1762.53,380.0,935.22,264.64,483.4,324.36,444.69,131.79
640000,宁夏回族自治区,2010,4013.17,1541.77,302.61,776.44,188.12,444.02,241.08,417.92,101.22
640000,宁夏回族自治区,2009,3347.94,1395.42,256.26,501.75,169.01,365.59,217.21,356.39,86.32
640000,宁夏回族自治区,2008,3094.86,1288.47,217.17,582.47,123.91,299.29,192.57,318.77,72.2
640000,宁夏回族自治区,2007,2528.76,1019.35,184.26,450.55,109.27,265.76,192.0,239.4,68.17
640000,宁夏回族自治区,2006,2246.97,929.15,159.1,414.65,104.32,226.41,168.85,187.6,56.89
640000,宁夏回族自治区,2005,2094.48348056569,922.538714644488,143.090911780385,345.931812509018,77.1597611663973,178.474481296189,177.901360291856,198.837320005718,50.5491176113925
640000,宁夏回族自治区,2004,1926.81877,808.5419351,122.4948171,325.2088401,65.29996382,155.2619064,217.0637186,186.901625,46.04595934
640000,宁夏回族自治区,2003,1637.13,680.15,109.18544600939,286.09,56.09,170.52,178.34,116.31,40.44
640000,宁夏回族自治区,2002,1418.12,633.16,97.52,203.75,69.8,111.0,148.2,123.32,31.38
640000,宁夏回族自治区,2001,,,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,,,
650000,新疆维吾尔自治区,2019,,,,,,,,,
650000,新疆维吾尔自治区,2018,,,,,,,,,
650000,新疆维吾尔自治区,2017,,,,,,,,,
650000,新疆维吾尔自治区,2016,,,,,,,,,
650000,新疆维吾尔自治区,2015,,,,,,,,,
650000,新疆维吾尔自治区,2014,,,,,,,,,
650000,新疆维吾尔自治区,2013,,,,,,,,,
650000,新疆维吾尔自治区,2012,5301.25221421403,1891.10437338917,429.949134377858,1298.54026049938,219.112480366749,646.416614121636,261.743012615327,444.179771342497,110.206567501412
650000,新疆维吾尔自治区,2011,4397.82,1589.46,372.1,1025.28,198.57,530.59,229.66,376.87,75.28
650000,新疆维吾尔自治区,2010,3457.88,1394.38,303.66,695.17,137.69,382.14,170.15,314.73,59.94
650000,新疆维吾尔自治区,2009,2950.63,1225.93,261.26,514.72,107.28,319.39,158.13,316.55,47.37
650000,新疆维吾尔自治区,2008,2691.79,1146.69,218.61,492.77,97.58,276.31,168.99,244.59,46.24
650000,新疆维吾尔自治区,2007,2350.58,939.03,218.18,445.02,91.45,234.7,166.27,210.69,45.25
650000,新疆维吾尔自治区,2006,2032.36,810.74,187.03,371.56,73.04,209.46,157.0,189.69,33.85
650000,新疆维吾尔自治区,2005,1924.41150703352,803.816699736068,171.400296442914,333.186732147853,68.0331583148229,182.995320711899,159.319264449734,169.282194156803,36.3778414281036
650000,新疆维吾尔自治区,2004,1689.905466,763.4340199,138.8808654,304.809639,56.03175469,131.5893134,126.9152221,141.9690661,26.27558699
650000,新疆维吾尔自治区,2003,1465.31,667.11,135.652811158798,254.63,50.92,99.04,112.93,116.48,28.54
650000,新疆维吾尔自治区,2002,1411.73,691.32,127.52,220.25,48.1,73.06,105.85,99.81,45.81
650000,新疆维吾尔自治区,2001,,,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,,,
