省份编码,省份,年份,城镇居民家庭平均每百户摩托车拥有量(辆),城镇居民家庭平均每百户助力车拥有量(辆),城镇居民家庭平均每百户家用汽车拥有量(辆),城镇居民家庭平均每百户洗衣机拥有量(台),城镇居民家庭平均每百户电冰箱拥有量(台),城镇居民家庭平均每百户彩色电视机拥有量(台),城镇居民家庭平均每百户计算机拥有量(台),城镇居民家庭平均每百户组合音响拥有量(套),城镇居民家庭平均每百户摄像机拥有量(架),城镇居民家庭平均每百户照相机拥有量(台),城镇居民家庭平均每百户钢琴拥有量(架),城镇居民家庭平均每百户其他中高档乐器拥有量(件),城镇居民家庭平均每百户微波炉拥有量(台),城镇居民家庭平均每百户空调拥有量(台),城镇居民家庭平均每百户淋浴热水器拥有量(台),城镇居民家庭平均每百户消毒碗柜拥有量(台),城镇居民家庭平均每百户洗碗机拥有量(台),城镇居民家庭平均每百户健身器材拥有量(套),城镇居民家庭平均每百户固定电话拥有量(部),城镇居民家庭平均每百户移动电话拥有量(部)
110000,北京市,2002,5.54,3.19,4.05,98.58,101.62,148.43,55.54,34.93,9.25,99.56,3.23,12.98,73.12,106.46,83.53,6.03,0.71,9.22,101.73,94.05
110000,北京市,2001,,,,,,,,,,,,,,,,,,,,
110000,北京市,2000,,,,,,,,,,,,,,,,,,,,
120000,天津市,2019,,,,,,,,,,,,,,,,,,,,
120000,天津市,2018,,,,,,,,,,,,,,,,,,,,
120000,天津市,2017,,,,,,,,,,,,,,,,,,,,
120000,天津市,2016,,,,,,,,,,,,,,,,,,,,
120000,天津市,2015,,,,,,,,,,,,,,,,,,,,
120000,天津市,2014,,,,,,,,,,,,,,,,,,,,
120000,天津市,2013,,,,,,,,,,,,,,,,,,,,
120000,天津市,2012,0.37,27.66,29.97,101.0,107.41,121.62,98.69,17.07,16.2,58.94,1.56,2.87,89.03,147.23,94.58,2.24,0.37,2.93,67.85,225.05
120000,天津市,2011,0.5,25.98,20.62,100.13,107.5,125.16,95.4,20.81,13.87,58.89,1.32,2.77,87.96,143.32,94.83,1.89,0.19,2.46,73.58,216.96
120000,天津市,2010,1.6,28.03,15.96,100.19,107.47,130.59,90.68,25.86,14.18,62.77,1.85,2.68,88.25,142.46,96.17,1.47,0.26,2.23,80.72,203.77
120000,天津市,2009,2.42,27.06,11.86,100.25,107.57,127.75,79.52,26.57,12.29,58.66,1.68,2.11,86.16,129.92,93.48,1.37,0.19,2.36,82.62,190.63
120000,天津市,2008,2.16,24.29,7.6,98.95,108.53,129.91,70.83,29.11,10.94,57.97,1.48,1.73,84.86,124.91,90.23,1.79,0.12,2.53,84.61,175.77
120000,天津市,2007,3.81,16.47,5.62,97.8,106.01,134.75,66.6,29.46,9.5,62.79,1.16,1.74,82.24,123.0,88.63,1.42,0.32,3.04,87.4,162.27
120000,天津市,2006,6.27,15.47,4.6,96.8,98.27,135.87,59.2,27.67,7.87,59.53,1.27,3.2,77.93,115.67,87.07,2.4,0.33,4.33,91.47,143.73
120000,天津市,2005,8.13,11.13,3.0,95.8,97.8,136.27,51.13,28.8,5.67,52.53,1.27,2.67,74.33,102.13,86.47,2.6,0.33,3.13,93.4,122.13
120000,天津市,2004,8.53,7.4,2.33,95.87,98.93,136.47,41.2,28.93,3.93,54.27,1.13,3.33,68.87,95.33,85.8,1.33,0.27,4.93,95.73,107.13
120000,天津市,2003,8.87,4.4,2.2,96.33,98.47,134.53,34.07,26.8,3.4,56.27,1.4,4.13,61.4,90.87,82.73,1.4,0.2,5.4,97.67,77.8
120000,天津市,2002,8.32,2.0,1.09,92.55,97.5,126.27,24.12,24.47,2.68,55.26,1.35,3.51,47.36,76.78,75.63,0.71,0.07,3.82,95.18,38.69
120000,天津市,2001,,,,,,,,,,,,,,,,,,,,
120000,天津市,2000,,,,,,,,,,,,,,,,,,,,
130000,河北省,2019,,,,,,,,,,,,,,,,,,,,
130000,河北省,2018,,,,,,,,,,,,,,,,,,,,
130000,河北省,2017,,,,,,,,,,,,,,,,,,,,
130000,河北省,2016,,,,,,,,,,,,,,,,,,,,
130000,河北省,2015,,,,,,,,,,,,,,,,,,,,
130000,河北省,2014,,,,,,,,,,,,,,,,,,,,
130000,河北省,2013,,,,,,,,,,,,,,,,,,,,
130000,河北省,2012,19.22,49.95,25.58,96.83,97.59,115.96,75.53,17.08,8.75,36.96,1.54,1.89,53.4,104.16,88.24,3.15,0.77,2.85,60.07,195.91
130000,河北省,2011,20.48,50.1,23.32,96.55,97.71,116.3,74.74,18.36,9.2,37.04,1.72,2.23,53.63,103.17,86.73,3.13,0.86,3.6,63.6,197.3
130000,河北省,2010,28.85,43.18,12.46,97.66,98.28,117.97,61.32,22.6,6.75,39.28,1.8,4.32,50.13,90.39,78.09,2.91,0.56,3.73,75.8,173.7
130000,河北省,2009,29.75,39.34,10.13,97.32,97.22,118.0,57.3,21.93,5.6,37.69,1.95,4.38,48.61,84.51,76.6,3.16,0.55,3.52,75.79,164.43
130000,河北省,2008,29.23,36.6,9.07,97.05,96.26,117.77,55.27,22.07,5.31,36.79,2.03,5.12,47.17,82.41,74.65,3.11,0.68,4.01,75.91,160.95
130000,河北省,2007,36.55,21.8,5.93,98.73,101.19,126.32,49.68,27.36,4.93,45.32,1.14,4.91,46.78,87.64,74.44,2.88,0.35,4.36,88.03,154.31
130000,河北省,2006,31.96,17.78,4.5,97.91,93.6,126.73,42.68,23.98,4.24,48.54,1.47,5.48,44.22,86.72,71.59,4.55,0.65,5.74,92.05,136.53
130000,河北省,2005,31.56,13.19,3.94,95.52,92.07,124.34,37.63,22.81,3.98,46.47,1.51,5.82,40.27,81.43,68.13,4.71,0.76,5.06,92.85,124.53
130000,河北省,2004,36.33,6.46,2.23,100.14,95.26,127.23,23.82,22.59,2.46,47.77,1.38,7.51,30.87,61.56,69.38,2.94,0.57,6.09,96.36,82.13
130000,河北省,2003,34.62,3.85,1.96,99.21,93.7,125.22,18.34,21.33,2.14,45.58,1.18,6.52,26.93,55.91,66.47,2.53,0.49,6.19,92.54,65.81
130000,河北省,2002,31.37,2.65,1.41,96.1,91.06,121.24,13.57,20.34,1.98,43.6,1.24,5.31,20.07,47.1,61.82,1.87,0.39,7.19,89.13,45.56
130000,河北省,2001,,,,,,,,,,,,,,,,,,,,
130000,河北省,2000,,,,,,,,,,,,,,,,,,,,
140000,山西省,2019,,,,,,,,,,,,,,,,,,,,
140000,山西省,2018,,,,,,,,,,,,,,,,,,,,
140000,山西省,2017,,,,,,,,,,,,,,,,,,,,
140000,山西省,2016,,,,,,,,,,,,,,,,,,,,
140000,山西省,2015,,,,,,,,,,,,,,,,,,,,
140000,山西省,2014,,,,,,,,,,,,,,,,,,,,
140000,山西省,2013,,,,,,,,,,,,,,,,,,,,
140000,山西省,2012,21.08,37.34,20.81,103.44,91.81,111.17,74.07,13.24,6.14,32.64,1.81,3.66,38.82,48.17,67.99,2.46,0.21,3.66,70.54,188.39
140000,山西省,2011,21.06,34.27,18.6,101.6,91.07,109.98,69.45,13.89,6.16,30.97,1.68,3.45,37.47,45.29,65.28,2.43,0.47,3.29,72.17,178.1
140000,山西省,2010,27.54,27.06,11.53,100.73,90.19,111.75,54.08,17.21,5.0,29.34,1.76,2.8,32.66,34.9,54.25,1.88,0.41,1.9,83.26,146.61
140000,山西省,2009,26.02,24.29,10.03,99.21,86.97,111.03,49.47,17.4,3.95,27.19,2,2.6,31.14,33.78,52.04,2.32,0.23,1.67,85.24,137.52
140000,山西省,2008,22.09,23.01,8.4,98.87,85.56,110.53,47.21,17.79,4.6,26.24,2.04,2.18,30.5,33.33,51.48,1.84,0.19,1.63,85.58,136.39
140000,山西省,2007,30.87,16.57,4.66,102.35,89.86,113.07,39.1,17.89,2.87,34.03,1.02,4.9,29.32,28.9,46.59,1.46,0.13,1.52,92.83,127.39
140000,山西省,2006,26.69,9.28,4.01,102.06,88.62,114.99,35.24,17.24,2.77,36.31,1.42,5.52,26.92,28.79,41.12,2.64,0.44,2.26,95.53,122.52
140000,山西省,2005,26.23,5.76,3.13,99.77,87.08,113.69,30.16,17.19,2.58,35.2,0.72,5.38,25.59,25.93,37.87,2.35,0.33,2.06,95.6,109.7
140000,山西省,2004,27.68,3.84,1.23,99.39,81.06,116.24,22.93,17.37,2.03,40.39,1.41,6.16,17.6,21.33,34.56,1.06,0.29,2.16,93.48,79.0
140000,山西省,2003,26.0,2.35,1.16,97.22,78.96,114.4,18.01,15.97,1.68,38.78,1.22,5.69,14.63,18.17,31.06,1.34,0.29,2.44,92.17,61.72
140000,山西省,2002,26.63,1.37,0.89,94.0,76.4,111.62,12.08,14.37,1.22,36.92,1.06,5.61,12.05,13.43,26.58,1.09,0.3,2.34,88.43,39.46
140000,山西省,2001,,,,,,,,,,,,,,,,,,,,
140000,山西省,2000,,,,,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2019,,,,,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2018,,,,,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2017,,,,,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2016,,,,,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2015,,,,,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2014,,,,,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2013,,,,,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2012,21.81,28.7,23.58,97.35,99.63,105.27,62.6,13.07,8.98,33.39,1.79,3.35,41.85,15.64,63.04,3.78,0.28,2.77,44.85,206.11
150000,内蒙古自治区,2011,21.06,28.02,19.62,96.74,98.64,105.2,60.83,13.57,7.81,32.45,1.54,3.43,41.9,13.96,62.2,3.4,0.2,2.78,47.3,204.72
150000,内蒙古自治区,2010,26.19,20.04,11.17,95.78,95.55,110.18,46.76,18.37,6.36,34.9,1.41,5.21,37.81,10.53,53.36,2.42,0.24,3.66,64.31,172.82
150000,内蒙古自治区,2009,28.8,19.09,9.51,95.27,94.7,110.36,43.24,19.0,5.95,34.85,1.39,5.39,36.97,10.23,50.98,2.42,0.27,3.01,65.18,170.85
150000,内蒙古自治区,2008,28.82,16.69,8.04,93.04,91.07,109.4,37.28,18.37,4.36,31.5,1.9,4.96,33.88,7.72,46.16,2.52,0.24,2.59,62.49,161.98
150000,内蒙古自治区,2007,32.1,11.08,6.49,96.56,95.05,108.73,31.93,14.87,4.82,35.08,1.1,6.88,31.42,9.24,46.23,2.2,0.61,2.18,77.2,161.64
150000,内蒙古自治区,2006,27.61,8.67,4.49,95.91,86.81,113.35,26.82,14.59,3.07,36.85,1.18,7.59,28.35,9.04,45.03,1.73,0.23,2.34,89.32,140.33
150000,内蒙古自治区,2005,27.43,6.55,3.64,95.29,85.51,113.34,23.17,14.27,2.89,35.4,1.11,6.88,26.18,7.64,42.59,1.68,0.23,2.07,89.6,128.38
150000,内蒙古自治区,2004,27.35,4.25,3.47,93.45,83.59,110.53,19.02,13.26,2.51,32.96,1.18,6.79,22.53,6.1,40.25,1.67,0.21,2.08,90.73,114.21
150000,内蒙古自治区,2003,29.08,2.09,1.33,93.41,78.96,113.97,12.07,13.33,1.01,33.73,0.9,6.83,14.49,3.01,33.5,0.83,0.24,1.9,87.92,74.64
150000,内蒙古自治区,2002,25.46,0.8,0.88,90.95,77.25,109.89,8.01,12.84,0.89,33.59,0.91,6.24,9.55,2.23,29.84,0.79,0.27,1.47,85.71,50.24
150000,内蒙古自治区,2001,,,,,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2000,,,,,,,,,,,,,,,,,,,,
210000,辽宁省,2019,,,,,,,,,,,,,,,,,,,,
210000,辽宁省,2018,,,,,,,,,,,,,,,,,,,,
210000,辽宁省,2017,,,,,,,,,,,,,,,,,,,,
210000,辽宁省,2016,,,,,,,,,,,,,,,,,,,,
210000,辽宁省,2015,,,,,,,,,,,,,,,,,,,,
210000,辽宁省,2014,,,,,,,,,,,,,,,,,,,,
210000,辽宁省,2013,,,,,,,,,,,,,,,,,,,,
210000,辽宁省,2012,5.29,9.41,15.51,94.3,98.55,114.67,77.67,17.97,12.62,40.32,2.95,3.47,60.18,29.1,75.81,6.98,0.87,3.23,69.24,190.63
210000,辽宁省,2011,5.36,8.62,11.15,91.74,96.46,115.65,71.66,19.82,11.6,39.4,2.67,3.52,56.81,28.05,73.12,7.32,0.83,3.68,73.76,178.4
210000,辽宁省,2010,6.56,9.28,9.0,94.51,97.96,123.14,67.72,28.64,13.32,47.37,3.49,5.15,60.58,30.72,71.22,8.46,1.14,4.86,84.28,174.53
210000,辽宁省,2009,6.39,8.46,7.23,93.76,97.54,121.76,60.97,28.17,12.97,46.68,3.56,4.86,59.86,29.73,70.88,8.65,0.99,4.41,84.1,169.28
210000,辽宁省,2008,5.98,7.11,4.66,92.53,94.77,119.34,51.2,25.87,10.63,44.26,3.09,4.68,56.0,26.85,66.55,7.18,0.96,4.13,85.05,155.18
210000,辽宁省,2007,6.5,7.99,2.07,91.31,95.27,121.74,44.43,25.99,7.59,43.66,2.1,5.16,50.02,16.99,66.24,5.49,0.36,3.15,88.56,141.56
210000,辽宁省,2006,7.09,4.99,1.56,89.29,89.37,123.54,34.98,20.99,6.23,43.93,2.09,5.94,44.55,14.97,61.5,5.01,0.59,3.73,92.04,116.8
210000,辽宁省,2005,7.34,3.74,1.16,87.88,88.19,122.07,32.88,21.6,5.72,44.52,2.38,5.7,41.94,14.29,60.52,4.96,0.63,3.37,92.74,107.14
210000,辽宁省,2004,7.28,3.2,0.42,91.88,88.68,122.29,27.87,24.18,4.11,50.87,2.47,6.13,37.37,12.1,60.49,4.42,0.57,3.01,94.4,91.08
210000,辽宁省,2003,6.97,2.31,0.58,89.26,87.05,121.57,23.12,22.09,2.81,48.1,2.46,5.97,31.39,11.21,57.74,3.92,0.55,2.92,93.38,74.5
210000,辽宁省,2002,6.18,1.46,0.43,88.04,85.58,118.39,16.83,21.35,2.19,43.81,2.24,5.8,24.32,9.65,56.03,2.53,0.29,2.56,92.15,57.71
210000,辽宁省,2001,,,,,,,,,,,,,,,,,,,,
210000,辽宁省,2000,,,,,,,,,,,,,,,,,,,,
220000,吉林省,2019,,,,,,,,,,,,,,,,,,,,
220000,吉林省,2018,,,,,,,,,,,,,,,,,,,,
220000,吉林省,2017,,,,,,,,,,,,,,,,,,,,
220000,吉林省,2016,,,,,,,,,,,,,,,,,,,,
220000,吉林省,2015,,,,,,,,,,,,,,,,,,,,
220000,吉林省,2014,,,,,,,,,,,,,,,,,,,,
220000,吉林省,2013,,,,,,,,,,,,,,,,,,,,
220000,吉林省,2012,10.57,5.21,13.03,97.0,94.39,114.58,74.71,12.6,9.17,36.23,2.08,4.88,54.99,14.68,64.12,8.07,0.5,2.54,58.61,223.13
220000,吉林省,2011,11.56,4.69,11.24,94.75,91.38,114.76,68.04,14.59,9.21,34.22,2.08,5.1,48.8,12.93,58.46,8.58,0.86,2.44,57.64,211.26
220000,吉林省,2010,11.47,3.65,7.11,94.87,89.88,122.22,54.18,13.97,8.41,32.56,2.13,5.35,46.93,8.45,50.13,7.31,0.6,3.35,69.51,202.04
220000,吉林省,2009,10.79,3.37,5.95,92.85,88.72,120.58,50.57,12.88,6.66,29.65,1.51,5.3,45.35,6.22,47.91,7.16,0.44,3.1,69.55,193.89
220000,吉林省,2008,9.72,4.35,3.89,91.45,86.7,117.65,45.55,11.53,6.34,27.03,1.02,4.13,42.24,6.16,44.72,6.55,0.42,2.86,68.87,184.97
220000,吉林省,2007,15.88,7.19,2.59,94.89,90.93,125.82,40.59,15.19,5.38,40.19,1.43,6.76,38.95,5.58,43.2,4.51,0.49,4.29,77.75,168.89
220000,吉林省,2006,17.18,2.31,1.97,97.8,85.07,128.86,34.74,13.81,4.56,42.67,1.24,7.03,38.97,5.29,42.87,5.97,0.61,5.08,86.86,156.7
220000,吉林省,2005,15.91,1.85,1.41,97.02,84.59,126.59,30.06,14.06,3.67,42.28,1.15,6.87,35.77,4.77,42.48,5.29,0.47,5.11,88.73,142.02
220000,吉林省,2004,15.66,1.82,1.16,97.62,82.2,124.89,20.85,14.3,3.12,42.99,1.75,7.43,30.91,3.81,40.9,4.2,0.5,4.79,96.68,113.52
220000,吉林省,2003,13.38,0.59,0.57,95.1,79.19,120.41,14.07,12.17,1.5,36.01,1.5,6.83,20.38,3.31,34.52,2.68,0.27,3.61,95.81,80.8
220000,吉林省,2002,11.86,0.38,0.39,93.26,77.72,115.75,11.19,11.94,1.58,35.61,1.71,5.24,16.75,2.47,34.07,2.16,0.23,2.37,94.53,58.15
220000,吉林省,2001,,,,,,,,,,,,,,,,,,,,
220000,吉林省,2000,,,,,,,,,,,,,,,,,,,,
230000,黑龙江省,2019,,,,,,,,,,,,,,,,,,,,
230000,黑龙江省,2018,,,,,,,,,,,,,,,,,,,,
230000,黑龙江省,2017,,,,,,,,,,,,,,,,,,,,
230000,黑龙江省,2016,,,,,,,,,,,,,,,,,,,,
230000,黑龙江省,2015,,,,,,,,,,,,,,,,,,,,
230000,黑龙江省,2014,,,,,,,,,,,,,,,,,,,,
230000,黑龙江省,2013,,,,,,,,,,,,,,,,,,,,
230000,黑龙江省,2012,8.76,3.57,6.96,93.71,88.92,108.1,60.52,7.44,7.13,26.58,1.22,2.68,38.27,9.99,45.6,3.98,0.32,1.73,56.08,192.3
230000,黑龙江省,2011,8.82,2.96,5.29,93.84,87.46,108.45,55.36,9.07,6.9,25.24,1.37,2.26,36.76,9.3,42.52,3.39,0.44,1.38,58.91,186.27
230000,黑龙江省,2010,8.32,2.26,3.6,93.62,86.33,109.22,47.21,12.85,6.13,25.08,1.13,2.52,35.98,8.92,36.01,3.92,0.74,1.5,71.62,170.5
230000,黑龙江省,2009,8.05,2.02,3.23,91.51,84.45,107.6,42.22,12.03,5.94,22.18,1.12,2.49,33.4,7.92,33.36,3.79,0.77,1.66,72.81,157.69
230000,黑龙江省,2008,7.42,2.11,2.36,88.86,81.97,106.87,37.91,11.95,5.45,21.99,1.28,2.28,30.75,7.55,31.98,3.55,0.77,1.55,72.98,149.29
230000,黑龙江省,2007,8.46,2.33,2.03,93.45,86.04,111.34,34.39,14.22,5.15,31.31,1.95,6.65,32.71,7.26,36.11,3.84,0.51,2.26,84.55,134.45
230000,黑龙江省,2006,10.78,1.39,1.55,92.89,78.93,114.62,28.36,13.11,4.41,33.66,1.78,6.37,29.9,6.95,32.23,4.5,0.62,2.81,84.89,128.26
230000,黑龙江省,2005,9.19,0.99,1.51,91.62,77.88,112.36,25.94,13.29,4.57,32.0,1.57,5.56,29.08,7.18,30.47,4.65,0.66,2.7,85.78,117.02
230000,黑龙江省,2004,9.2,0.51,0.95,92.25,75.73,112.98,17.29,15.62,3.08,34.0,1.74,5.97,20.03,5.75,30.81,3.9,0.55,2.14,91.32,76.59
230000,黑龙江省,2003,8.76,0.25,1.07,89.65,73.3,110.44,13.77,14.46,2.7,31.12,1.28,4.77,16.06,4.89,26.69,2.69,0.47,2.1,89.12,55.58
230000,黑龙江省,2002,6.92,0.36,0.72,88.24,70.36,107.63,9.88,13.37,2.18,28.46,1.19,3.8,12.67,3.65,22.94,1.95,0.08,1.73,87.48,40.04
230000,黑龙江省,2001,,,,,,,,,,,,,,,,,,,,
230000,黑龙江省,2000,,,,,,,,,,,,,,,,,,,,
310000,上海市,2019,,,,,,,,,,,,,,,,,,,,
310000,上海市,2018,,,,,,,,,,,,,,,,,,,,
310000,上海市,2017,,,,,,,,,,,,,,,,,,,,
310000,上海市,2016,,,,,,,,,,,,,,,,,,,,
310000,上海市,2015,,,,,,,,,,,,,,,,,,,,
310000,上海市,2014,,,,,,,,,,,,,,,,,,,,
310000,上海市,2013,,,,,,,,,,,,,,,,,,,,
310000,上海市,2012,2.59,35.69,20.14,100.5,106.08,192.32,144.37,49.25,18.94,97.61,7.58,8.57,98.8,207.08,100.1,16.95,0.4,9.07,96.71,239.58
310000,上海市,2011,2.48,35.42,18.15,100.1,105.16,190.18,137.7,48.02,17.66,94.15,7.64,7.44,98.02,206.35,100.4,16.96,0.4,8.23,97.12,235.62
310000,上海市,2010,2.37,34.22,16.81,99.41,104.25,187.54,128.19,51.34,16.62,94.96,6.73,7.32,97.53,199.9,98.32,16.12,0.1,8.61,97.92,229.67
310000,上海市,2009,2.18,33.33,14.04,98.81,104.45,184.96,123.24,50.25,16.02,91.3,5.74,7.52,96.54,196.04,97.82,15.33,0.2,8.51,98.52,223.05
310000,上海市,2008,1.79,30.05,11.34,97.81,103.78,180.4,108.95,48.56,15.42,85.97,5.77,6.47,96.02,190.95,95.32,14.53,0.2,7.46,99.3,218.61
310000,上海市,2007,1.85,29.66,9.37,97.85,103.51,183.41,103.9,52.29,14.73,89.27,5.85,7.51,96.1,190.93,95.51,14.54,0.2,9.56,100.88,217.37
310000,上海市,2006,2.81,28.66,4.91,97.6,104.21,178.66,90.58,47.9,11.32,86.47,5.01,7.52,95.89,174.65,92.99,13.13,0.2,11.02,101.9,200.3
310000,上海市,2005,2.7,23.5,3.8,97.3,104.4,176.7,81.1,47.7,9.9,85.4,4.3,7.2,95.8,168.3,90.3,14.1,0.4,9.5,102.3,180.9
310000,上海市,2004,3.0,20.3,3.6,95.6,103.5,177.5,69.9,44.8,8.3,80.1,5.8,7.7,93.3,159.2,88.4,14.4,1.0,8.0,103.0,160.8
310000,上海市,2003,3.8,17.8,1.8,94.0,102.0,167.6,60.4,39.6,5.8,70.0,3.2,6.8,87.6,135.8,80.6,11.2,1.4,6.8,102.0,133.0
310000,上海市,2002,2.88,12.65,0.25,91.15,102.82,157.78,47.25,31.77,4.03,76.6,3.6,6.33,86.12,113.87,74.2,4.72,0.28,7.7,102.03,80.07
310000,上海市,2001,,,,,,,,,,,,,,,,,,,,
310000,上海市,2000,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2019,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2018,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2017,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2016,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2015,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2014,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2013,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2012,20.09,80.52,26.18,101.9,101.92,173.47,100.3,22.43,10.76,50.77,3.46,4.51,91.67,198.21,101.26,9.39,0.65,6.31,82.81,215.68
320000,江苏省,2011,18.56,82.36,23.92,101.04,100.7,171.79,96.94,22.71,10.89,50.86,3.31,4.22,91.58,195.96,100.06,9.51,0.77,6.2,83.1,210.87
320000,江苏省,2010,21.59,73.09,13.83,102.08,99.36,170.66,81.36,27.64,7.76,48.28,2.86,4.73,88.99,170.61,97.77,8.4,0.77,5.46,109.29,183.26
320000,江苏省,2009,21.64,67.48,11.92,101.55,98.27,166.75,75.72,27.5,7.44,46.39,2.65,4.28,87.8,163.8,95.67,8.35,0.75,5.16,110.46,176.2
320000,江苏省,2008,20.95,61.18,10.39,100.39,96.67,162.88,68.17,26.91,6.91,43.95,2.47,4.34,86.21,155.2,92.51,8.31,0.76,5.0,113.16,166.43
320000,江苏省,2007,25.22,47.26,6.79,101.23,96.62,161.13,58.98,29.05,6.57,47.84,2.5,4.57,81.32,141.01,87.45,6.62,0.39,5.75,124.88,149.45
320000,江苏省,2006,26.77,41.12,5.46,100.3,92.92,157.98,52.48,28.86,5.76,47.6,2.66,4.43,78.84,132.06,84.07,7.31,0.63,5.82,131.52,132.01
320000,江苏省,2005,27.42,33.86,4.29,99.38,91.89,153.19,46.35,28.33,5.34,45.16,2.56,4.04,76.5,123.92,82.69,6.87,0.81,5.59,130.79,120.61
320000,江苏省,2004,27.59,17.71,1.83,98.85,90.94,145.41,31.68,25.33,3.56,42.05,1.86,5.03,65.41,98.72,74.81,5.14,0.42,4.06,108.14,105.94
320000,江苏省,2003,27.58,13.22,1.5,97.65,90.29,142.52,27.91,25.04,3.13,41.74,1.67,4.18,63.52,90.94,72.76,5.07,0.41,4.02,98.65,99.73
320000,江苏省,2002,22.49,10.43,0.15,97.33,90.67,136.01,19.72,18.33,1.58,44.14,1.64,4.36,55.13,67.4,64.5,3.44,0.36,4.32,96.17,60.59
320000,江苏省,2001,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2000,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2019,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2018,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2017,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2016,,,,,,,,,,,,,,,,,,,,
