省份编码,省份,年份,社区服务机构数(个),社区服务中心数(个),社区服务站数(个),其它社区服务设施数(个),便民、利民服务网点(个),社区服务机构覆盖率(%)
140000,山西省,2003,,,,,,
140000,山西省,2002,,,,,,
140000,山西省,2001,,,,,,
140000,山西省,2000,,,,,,
150000,内蒙古自治区,2019,,,,,,
150000,内蒙古自治区,2018,,,,,,
150000,内蒙古自治区,2017,,,,,,
150000,内蒙古自治区,2016,4159,,,,,13.9203698180734
150000,内蒙古自治区,2015,3754,834,880,329,6721,27.946102881
150000,内蒙古自治区,2014,2227,982,709,532,8816,15.8
150000,内蒙古自治区,2013,2122,960,672,485,8552,15.8
150000,内蒙古自治区,2012,1928,873,613,439,9627,14.3
150000,内蒙古自治区,2011,1994,812,503,679,15294,15.12
150000,内蒙古自治区,2010,2678,755,400,1523,17111,19.8047626090815
150000,内蒙古自治区,2009,4270,753,842,2675,19723,
150000,内蒙古自治区,2008,,,,,,
150000,内蒙古自治区,2007,,,,,,
150000,内蒙古自治区,2006,,,,,,
150000,内蒙古自治区,2005,,,,,,
150000,内蒙古自治区,2004,,,,,,
150000,内蒙古自治区,2003,,,,,,
150000,内蒙古自治区,2002,,,,,,
150000,内蒙古自治区,2001,,,,,,
150000,内蒙古自治区,2000,,,,,,
210000,辽宁省,2019,,,,,,
210000,辽宁省,2018,,,,,,
210000,辽宁省,2017,,,,,,
210000,辽宁省,2016,7259,,,,,29.7203018963658
210000,辽宁省,2015,6684,812,3952,1592,7841,42.5055643879
210000,辽宁省,2014,6295,738,3987,1541,8704,34.6
210000,辽宁省,2013,5408,649,3685,1048,11033,34.6
210000,辽宁省,2012,4068,561,2762,725,11632,26.4
210000,辽宁省,2011,3472,538,2081,853,13680,22.4
210000,辽宁省,2010,3309,357,1697,1255,26317,22.1872066514684
210000,辽宁省,2009,6538,518,3134,2886,77731,
210000,辽宁省,2008,,,,,,
210000,辽宁省,2007,,,,,,
210000,辽宁省,2006,,,,,,
210000,辽宁省,2005,,,,,,
210000,辽宁省,2004,,,,,,
210000,辽宁省,2003,,,,,,
210000,辽宁省,2002,,,,,,
210000,辽宁省,2001,,,,,,
210000,辽宁省,2000,,,,,,
220000,吉林省,2019,,,,,,
220000,吉林省,2018,,,,,,
220000,吉林省,2017,,,,,,
220000,吉林省,2016,1735,,,,,15.2294233172648
220000,吉林省,2015,1757,645,1070,29,57,15.6931046802
220000,吉林省,2014,633,349,257,,273,5.6
220000,吉林省,2013,631,350,257,,332,5.6
220000,吉林省,2012,589,326,237,,276,5.3
220000,吉林省,2011,447,285,134,28,942,4.02
220000,吉林省,2010,477,267,109,101,665,4.34347113458386
220000,吉林省,2009,3205,227,433,2545,37784,
220000,吉林省,2008,,,,,,
220000,吉林省,2007,,,,,,
220000,吉林省,2006,,,,,,
220000,吉林省,2005,,,,,,
220000,吉林省,2004,,,,,,
220000,吉林省,2003,,,,,,
220000,吉林省,2002,,,,,,
220000,吉林省,2001,,,,,,
220000,吉林省,2000,,,,,,
230000,黑龙江省,2019,,,,,,
230000,黑龙江省,2018,,,,,,
230000,黑龙江省,2017,,,,,,
230000,黑龙江省,2016,3185,,,,,15.5460218408736
230000,黑龙江省,2015,3103,637,1356,509,8210,23.9873222016
230000,黑龙江省,2014,2204,466,1340,358,7307,18.4
230000,黑龙江省,2013,2167,480,1324,326,8816,18.4
230000,黑龙江省,2012,2165,474,1316,340,8830,18.5
230000,黑龙江省,2011,2185,502,1322,361,9368,18.63
230000,黑龙江省,2010,2442,481,1159,802,5997,20.7036880033913
230000,黑龙江省,2009,2722,401,1490,831,28309,
230000,黑龙江省,2008,,,,,,
230000,黑龙江省,2007,,,,,,
230000,黑龙江省,2006,,,,,,
230000,黑龙江省,2005,,,,,,
230000,黑龙江省,2004,,,,,,
230000,黑龙江省,2003,,,,,,
230000,黑龙江省,2002,,,,,,
230000,黑龙江省,2001,,,,,,
230000,黑龙江省,2000,,,,,,
310000,上海市,2019,,,,,,
310000,上海市,2018,,,,,,
310000,上海市,2017,,,,,,
310000,上海市,2016,6129,,,,,52.2505562211193
310000,上海市,2015,5865,265,2881,2641,15061,102.0532451714
310000,上海市,2014,3810,249,2878,675,16243,57.4
310000,上海市,2013,3232,204,2699,321,16843,57.4
310000,上海市,2012,3466,193,2943,322,14717,62.7
310000,上海市,2011,3508,194,2679,635,14960,64.44
310000,上海市,2010,2924,177,2633,114,2798,54.0480591497227
310000,上海市,2009,20332,145,1744,18443,3563,
310000,上海市,2008,,,,,,
310000,上海市,2007,,,,,,
310000,上海市,2006,,,,,,
310000,上海市,2005,,,,,,
310000,上海市,2004,,,,,,
310000,上海市,2003,,,,,,
310000,上海市,2002,,,,,,
310000,上海市,2001,,,,,,
310000,上海市,2000,,,,,,
320000,江苏省,2019,,,,,,
320000,江苏省,2018,,,,,,
320000,江苏省,2017,,,,,,
320000,江苏省,2016,40137,,,,,85.45648543329
320000,江苏省,2015,38986,2667,16123,16080,31832,181.3724121889
320000,江苏省,2014,29324,2550,14704,12002,39851,110.9
320000,江苏省,2013,23689,1492,14972,7166,56314,110.9
320000,江苏省,2012,21138,1048,13243,6791,72424,98.3
320000,江苏省,2011,15876,1601,7297,6978,79940,73.13
320000,江苏省,2010,16896,944,5368,10584,107657,78.0595980595981
320000,江苏省,2009,19829,499,4629,14701,109150,
320000,江苏省,2008,,,,,,
320000,江苏省,2007,,,,,,
320000,江苏省,2006,,,,,,
320000,江苏省,2005,,,,,,
320000,江苏省,2004,,,,,,
320000,江苏省,2003,,,,,,
320000,江苏省,2002,,,,,,
320000,江苏省,2001,,,,,,
320000,江苏省,2000,,,,,,
330000,浙江省,2019,,,,,,
330000,浙江省,2018,,,,,,
330000,浙江省,2017,,,,,,
330000,浙江省,2016,30454,,,,,47.2910870040954
330000,浙江省,2015,30370,2744,11803,11843,34445,94.042236948
330000,浙江省,2014,23544,2438,11648,9429,63830,73.9
330000,浙江省,2013,24062,1822,10957,11253,84291,73.9
330000,浙江省,2012,24824,1352,9656,13792,101794,75.7
330000,浙江省,2011,18751,1187,3861,13703,72641,56.84
330000,浙江省,2010,20308,1112,2057,17139,74084,60.7914745854038
330000,浙江省,2009,28507,579,2380,25548,73694,
330000,浙江省,2008,,,,,,
330000,浙江省,2007,,,,,,
330000,浙江省,2006,,,,,,
330000,浙江省,2005,,,,,,
330000,浙江省,2004,,,,,,
330000,浙江省,2003,,,,,,
330000,浙江省,2002,,,,,,
330000,浙江省,2001,,,,,,
330000,浙江省,2000,,,,,,
340000,安徽省,2019,,,,,,
340000,安徽省,2018,,,,,,
340000,安徽省,2017,,,,,,
340000,安徽省,2016,8086,,,,,24.6467905217488
340000,安徽省,2015,7969,1224,3048,2213,6567,44.3042197142
340000,安徽省,2014,6097,1240,2891,1925,7333,30.1
340000,安徽省,2013,5452,1060,2587,1764,7940,30.1
340000,安徽省,2012,5105,983,2177,1911,7028,28.1
340000,安徽省,2011,3929,603,1573,1753,9018,21.48
340000,安徽省,2010,4196,573,1603,2020,13105,22.2010582010582
340000,安徽省,2009,4982,454,2084,2444,14306,
340000,安徽省,2008,,,,,,
340000,安徽省,2007,,,,,,
340000,安徽省,2006,,,,,,
340000,安徽省,2005,,,,,,
340000,安徽省,2004,,,,,,
340000,安徽省,2003,,,,,,
340000,安徽省,2002,,,,,,
340000,安徽省,2001,,,,,,
340000,安徽省,2000,,,,,,
350000,福建省,2019,,,,,,
350000,福建省,2018,,,,,,
350000,福建省,2017,,,,,,
350000,福建省,2016,5818,,,,,19.2365135312743
350000,福建省,2015,5619,227,2897,197,1209,33.5122562176
350000,福建省,2014,3183,225,2780,152,2687,17.4
350000,福建省,2013,2917,229,1974,690,4853,17.4
350000,福建省,2012,2191,269,1761,135,4965,13.1
350000,福建省,2011,1845,351,1163,331,4622,11.1
350000,福建省,2010,1772,305,1025,442,6601,10.6766283063204
350000,福建省,2009,2857,386,1197,1274,11417,
350000,福建省,2008,,,,,,
350000,福建省,2007,,,,,,
350000,福建省,2006,,,,,,
350000,福建省,2005,,,,,,
350000,福建省,2004,,,,,,
350000,福建省,2003,,,,,,
350000,福建省,2002,,,,,,
350000,福建省,2001,,,,,,
350000,福建省,2000,,,,,,
360000,江西省,2019,,,,,,
360000,江西省,2018,,,,,,
360000,江西省,2017,,,,,,
360000,江西省,2016,3564,,,,,7.1958601835579
360000,江西省,2015,3339,356,1022,1667,1650,16.3428123929
360000,江西省,2014,3137,339,1058,1695,3060,15.7
360000,江西省,2013,3189,352,1082,1712,3701,15.7
360000,江西省,2012,3206,335,1077,1756,3660,16.0
360000,江西省,2011,3205,367,1079,1759,3594,15.98
360000,江西省,2010,3079,367,1020,1692,3935,15.3765481422293
360000,江西省,2009,3321,476,992,1853,3572,
360000,江西省,2008,,,,,,
360000,江西省,2007,,,,,,
360000,江西省,2006,,,,,,
360000,江西省,2005,,,,,,
360000,江西省,2004,,,,,,
360000,江西省,2003,,,,,,
360000,江西省,2002,,,,,,
360000,江西省,2001,,,,,,
360000,江西省,2000,,,,,,
370000,山东省,2019,,,,,,
370000,山东省,2018,,,,,,
370000,山东省,2017,,,,,,
370000,山东省,2016,25872,,,,,13.8311014478431
370000,山东省,2015,27637,1241,10561,9392,30127,34.3555765501
370000,山东省,2014,22758,1221,10558,10859,31033,29.5
370000,山东省,2013,23991,1039,10186,12645,35978,29.5
370000,山东省,2012,23128,1009,9274,12733,42784,29.6
370000,山东省,2011,22143,941,8463,12739,52483,28.34
370000,山东省,2010,19390,916,7612,10862,61708,24.4613210879548
370000,山东省,2009,13620,510,3749,9361,61703,
370000,山东省,2008,,,,,,
370000,山东省,2007,,,,,,
370000,山东省,2006,,,,,,
370000,山东省,2005,,,,,,
370000,山东省,2004,,,,,,
370000,山东省,2003,,,,,,
370000,山东省,2002,,,,,,
370000,山东省,2001,,,,,,
370000,山东省,2000,,,,,,
410000,河南省,2019,,,,,,
410000,河南省,2018,,,,,,
410000,河南省,2017,,,,,,
410000,河南省,2016,4812,,,,,3.11397215651297
410000,河南省,2015,5345,737,882,1896,1565,10.3782377383
410000,河南省,2014,3226,599,905,1671,1400,5.7
410000,河南省,2013,2924,539,814,1527,1852,5.7
410000,河南省,2012,3072,488,756,1787,2116,6.0
410000,河南省,2011,3104,467,577,2060,2192,6.06
410000,河南省,2010,3745,452,465,2828,3894,7.35294117647059
410000,河南省,2009,3983,440,1050,2493,23777,
410000,河南省,2008,,,,,,
410000,河南省,2007,,,,,,
410000,河南省,2006,,,,,,
410000,河南省,2005,,,,,,
410000,河南省,2004,,,,,,
410000,河南省,2003,,,,,,
410000,河南省,2002,,,,,,
410000,河南省,2001,,,,,,
410000,河南省,2000,,,,,,
420000,湖北省,2019,,,,,,
420000,湖北省,2018,,,,,,
420000,湖北省,2017,,,,,,
420000,湖北省,2016,14152,,,,,17.1284036124126
420000,湖北省,2015,12165,565,4555,3548,4519,41.3733292521
420000,湖北省,2014,8692,558,4529,3573,3177,28.5
420000,湖北省,2013,8466,545,4442,3452,3190,28.5
420000,湖北省,2012,7660,468,3834,3330,5580,25.9
420000,湖北省,2011,8028,559,2328,5141,7635,27.04
420000,湖北省,2010,9964,535,1780,7649,10203,33.4969407651449
420000,湖北省,2009,7486,441,1780,5265,9167,
420000,湖北省,2008,,,,,,
420000,湖北省,2007,,,,,,
420000,湖北省,2006,,,,,,
420000,湖北省,2005,,,,,,
420000,湖北省,2004,,,,,,
420000,湖北省,2003,,,,,,
420000,湖北省,2002,,,,,,
420000,湖北省,2001,,,,,,
420000,湖北省,2000,,,,,,
430000,湖南省,2019,,,,,,
430000,湖南省,2018,,,,,,
430000,湖南省,2017,,,,,,
430000,湖南省,2016,13402,,,,,14.770664200322
430000,湖南省,2015,11488,507,3578,1615,3978,25.2184220925
430000,湖南省,2014,5421,490,2987,1888,4416,18.6
430000,湖南省,2013,8711,524,2046,6074,16615,18.6
430000,湖南省,2012,8426,485,1987,5892,15695,18.0
430000,湖南省,2011,7726,475,1798,5453,23042,16.36
430000,湖南省,2010,9912,473,1717,7722,46210,20.903454384411
430000,湖南省,2009,9633,440,1544,7649,46187,
430000,湖南省,2008,,,,,,
430000,湖南省,2007,,,,,,
430000,湖南省,2006,,,,,,
430000,湖南省,2005,,,,,,
430000,湖南省,2004,,,,,,
430000,湖南省,2003,,,,,,
430000,湖南省,2002,,,,,,
430000,湖南省,2001,,,,,,
430000,湖南省,2000,,,,,,
440000,广东省,2019,,,,,,
440000,广东省,2018,,,,,,
440000,广东省,2017,,,,,,
440000,广东省,2016,66677,,,,,83.0988046603117
440000,广东省,2015,57108,2893,13284,40281,7250,217.6289013376
440000,广东省,2014,55011,2741,12992,39243,8514,175.1
440000,广东省,2013,45233,2492,12381,30329,7013,175.1
440000,广东省,2012,37399,1528,8773,27067,4629,145.8
440000,广东省,2011,20673,1552,3190,15931,4869,81.53
440000,广东省,2010,15960,1366,1632,12962,3189,61.970955968005
440000,广东省,2009,7641,654,3166,3821,10907,
440000,广东省,2008,,,,,,
440000,广东省,2007,,,,,,
440000,广东省,2006,,,,,,
440000,广东省,2005,,,,,,
440000,广东省,2004,,,,,,
440000,广东省,2003,,,,,,
440000,广东省,2002,,,,,,
440000,广东省,2001,,,,,,
440000,广东省,2000,,,,,,
450000,广西壮族自治区,2019,,,,,,
450000,广西壮族自治区,2018,,,,,,
450000,广西壮族自治区,2017,,,,,,
450000,广西壮族自治区,2016,13476,,,,,10.4214228419819
450000,广西壮族自治区,2015,13094,83,616,426,1302,80.8421312589
450000,广西壮族自治区,2014,906,80,524,300,1286,47.0
450000,广西壮族自治区,2013,7595,86,533,6956,1387,47.0
450000,广西壮族自治区,2012,1020,91,467,444,1609,6.3
450000,广西壮族自治区,2011,1260,107,531,622,2616,7.83
450000,广西壮族自治区,2010,1205,104,362,739,2966,7.49891094654303
450000,广西壮族自治区,2009,1218,90,667,461,4531,
450000,广西壮族自治区,2008,,,,,,
450000,广西壮族自治区,2007,,,,,,
450000,广西壮族自治区,2006,,,,,,
450000,广西壮族自治区,2005,,,,,,
450000,广西壮族自治区,2004,,,,,,
450000,广西壮族自治区,2003,,,,,,
450000,广西壮族自治区,2002,,,,,,
450000,广西壮族自治区,2001,,,,,,
450000,广西壮族自治区,2000,,,,,,
460000,海南省,2019,,,,,,
460000,海南省,2018,,,,,,
460000,海南省,2017,,,,,,
460000,海南省,2016,2584,,,,,76.9356419470761
460000,海南省,2015,1968,68,1639,212,19,64.0625
460000,海南省,2014,1658,71,1443,142,19,51.7
460000,海南省,2013,1578,124,1355,98,19,51.7
460000,海南省,2012,70,1,69,,,2.3
460000,海南省,2011,68,1,67,,,2.24
460000,海南省,2010,109,1,108,,,3.60330578512397
460000,海南省,2009,91,1,90,,163,
460000,海南省,2008,,,,,,
460000,海南省,2007,,,,,,
460000,海南省,2006,,,,,,
460000,海南省,2005,,,,,,
460000,海南省,2004,,,,,,
460000,海南省,2003,,,,,,
460000,海南省,2002,,,,,,
460000,海南省,2001,,,,,,
460000,海南省,2000,,,,,,
500000,重庆市,2019,,,,,,
500000,重庆市,2018,,,,,,
500000,重庆市,2017,,,,,,
500000,重庆市,2016,7853,,,,,24.2380652701609
500000,重庆市,2015,7412,323,2342,2197,12517,66.8771993143
500000,重庆市,2014,4107,282,2097,1716,11478,44.4
500000,重庆市,2013,4898,277,2053,2557,11438,44.4
500000,重庆市,2012,3824,277,1889,1648,8623,34.8
500000,重庆市,2011,3813,300,1824,1689,9880,34.84
500000,重庆市,2010,3197,232,1688,1277,9668,29.2953358379914
500000,重庆市,2009,2710,157,1598,955,7532,
500000,重庆市,2008,,,,,,
500000,重庆市,2007,,,,,,
500000,重庆市,2006,,,,,,
500000,重庆市,2005,,,,,,
500000,重庆市,2004,,,,,,
500000,重庆市,2003,,,,,,
500000,重庆市,2002,,,,,,
500000,重庆市,2001,,,,,,
500000,重庆市,2000,,,,,,
510000,四川省,2019,,,,,,
510000,四川省,2018,,,,,,
510000,四川省,2017,,,,,,
510000,四川省,2016,20802,,,,,20.1797693525288
510000,四川省,2015,18762,1633,8790,4080,26246,35.2742108331
510000,四川省,2014,12790,1726,7926,3058,24826,10.5
510000,四川省,2013,5552,977,3753,758,8466,10.5
510000,四川省,2012,4831,805,2474,1495,3360,9.1
510000,四川省,2011,3792,720,1740,1332,31347,7.16
510000,四川省,2010,2508,719,398,1391,34760,4.71145175834085
510000,四川省,2009,5768,713,2207,2848,10869,
510000,四川省,2008,,,,,,
510000,四川省,2007,,,,,,
510000,四川省,2006,,,,,,
510000,四川省,2005,,,,,,
510000,四川省,2004,,,,,,
510000,四川省,2003,,,,,,
510000,四川省,2002,,,,,,
510000,四川省,2001,,,,,,
510000,四川省,2000,,,,,,
520000,贵州省,2019,,,,,,
520000,贵州省,2018,,,,,,
520000,贵州省,2017,,,,,,
520000,贵州省,2016,23285,,,,,100.0
520000,贵州省,2015,21622,1525,17076,375,15309,115.6380361536
520000,贵州省,2014,17589,1564,15608,399,15509,91.9
520000,贵州省,2013,17293,1348,11982,3945,14577,91.9
520000,贵州省,2012,11527,860,4570,6083,20845,57.9
520000,贵州省,2011,6593,196,203,6194,26587,34.18
520000,贵州省,2010,6177,147,110,5920,25715,31.9621235641105
520000,贵州省,2009,5212,158,5020,34,22661,
520000,贵州省,2008,,,,,,
520000,贵州省,2007,,,,,,
520000,贵州省,2006,,,,,,
520000,贵州省,2005,,,,,,
520000,贵州省,2004,,,,,,
520000,贵州省,2003,,,,,,
520000,贵州省,2002,,,,,,
520000,贵州省,2001,,,,,,
520000,贵州省,2000,,,,,,
530000,云南省,2019,,,,,,
530000,云南省,2018,,,,,,
530000,云南省,2017,,,,,,
530000,云南省,2016,3071,,,,,10.7699839149591
530000,云南省,2015,2990,131,1433,313,42,20.9692124272
530000,云南省,2014,1547,109,1240,193,23,8.9
530000,云南省,2013,1269,97,1151,13,27,8.9
530000,云南省,2012,1080,107,959,5,82,7.6
530000,云南省,2011,584,75,497,12,138,4.14
530000,云南省,2010,564,70,369,125,109,4.01052407025528
530000,云南省,2009,482,46,271,165,2363,
530000,云南省,2008,,,,,,
530000,云南省,2007,,,,,,
530000,云南省,2006,,,,,,
530000,云南省,2005,,,,,,
530000,云南省,2004,,,,,,
530000,云南省,2003,,,,,,
530000,云南省,2002,,,,,,
530000,云南省,2001,,,,,,
530000,云南省,2000,,,,,,
540000,西藏自治区,2019,,,,,,
540000,西藏自治区,2018,,,,,,
540000,西藏自治区,2017,,,,,,
540000,西藏自治区,2016,74,,,,,
540000,西藏自治区,2015,329,239,90,,3,6.0201280878
540000,西藏自治区,2014,39,15,18,,6,0.6
540000,西藏自治区,2013,34,9,23,,2,0.6
540000,西藏自治区,2012,38,5,33,,,0.7
540000,西藏自治区,2011,29,28,1,,,0.53
540000,西藏自治区,2010,29,28,1,,,0.53181734824867
540000,西藏自治区,2009,90,28,12,50,,
540000,西藏自治区,2008,,,,,,
540000,西藏自治区,2007,,,,,,
540000,西藏自治区,2006,,,,,,
540000,西藏自治区,2005,,,,,,
540000,西藏自治区,2004,,,,,,
540000,西藏自治区,2003,,,,,,
540000,西藏自治区,2002,,,,,,
540000,西藏自治区,2001,,,,,,
540000,西藏自治区,2000,,,,,,
610000,陕西省,2019,,,,,,
610000,陕西省,2018,,,,,,
610000,陕西省,2017,,,,,,
610000,陕西省,2016,6975,,,,,12.9566509351512
610000,陕西省,2015,6696,391,2486,406,2624,26.5114621689
610000,陕西省,2014,3153,514,2146,438,2455,10.0
610000,陕西省,2013,2868,432,2062,325,2654,10.0
610000,陕西省,2012,2806,413,2010,334,2524,9.7
610000,陕西省,2011,2647,490,1921,236,3194,9.14
610000,陕西省,2010,3373,335,1942,1096,4103,11.6046239592651
610000,陕西省,2009,2919,304,2046,569,3431,
610000,陕西省,2008,,,,,,
610000,陕西省,2007,,,,,,
610000,陕西省,2006,,,,,,
610000,陕西省,2005,,,,,,
610000,陕西省,2004,,,,,,
610000,陕西省,2003,,,,,,
610000,陕西省,2002,,,,,,
610000,陕西省,2001,,,,,,
610000,陕西省,2000,,,,,,
620000,甘肃省,2019,,,,,,
620000,甘肃省,2018,,,,,,
620000,甘肃省,2017,,,,,,
620000,甘肃省,2016,9413,,,,,15.6217646382147
620000,甘肃省,2015,8177,791,1891,2854,6938,47.086260509
620000,甘肃省,2014,4999,986,1708,2279,8318,29.8
620000,甘肃省,2013,5147,970,1742,2409,8845,29.8
620000,甘肃省,2012,4045,837,2009,1180,9071,23.4
620000,甘肃省,2011,2476,378,1731,367,11353,14.57
620000,甘肃省,2010,3171,362,1649,1160,11130,18.2241379310345
620000,甘肃省,2009,1772,235,1502,35,7971,
620000,甘肃省,2008,,,,,,
620000,甘肃省,2007,,,,,,
620000,甘肃省,2006,,,,,,
620000,甘肃省,2005,,,,,,
620000,甘肃省,2004,,,,,,
620000,甘肃省,2003,,,,,,
620000,甘肃省,2002,,,,,,
620000,甘肃省,2001,,,,,,
620000,甘肃省,2000,,,,,,
630000,青海省,2019,,,,,,
630000,青海省,2018,,,,,,
630000,青海省,2017,,,,,,
630000,青海省,2016,1580,,,,,10.2553007356123
630000,青海省,2015,1130,30,455,2,,24.4641697337
630000,青海省,2014,271,29,242,,,3.7
630000,青海省,2013,169,13,156,,1,3.7
630000,青海省,2012,130,13,117,,,2.8
630000,青海省,2011,150,112,38,,,3.27
630000,青海省,2010,162,112,38,12,,3.55107409031127
630000,青海省,2009,158,112,46,,1091,
630000,青海省,2008,,,,,,
630000,青海省,2007,,,,,,
630000,青海省,2006,,,,,,
630000,青海省,2005,,,,,,
630000,青海省,2004,,,,,,
630000,青海省,2003,,,,,,
630000,青海省,2002,,,,,,
630000,青海省,2001,,,,,,
630000,青海省,2000,,,,,,
640000,宁夏回族自治区,2019,,,,,,
640000,宁夏回族自治区,2018,,,,,,
640000,宁夏回族自治区,2017,,,,,,
640000,宁夏回族自治区,2016,1215,,,,,29.795625672284
640000,宁夏回族自治区,2015,1006,70,669,134,1090,36.5286855483
640000,宁夏回族自治区,2014,805,74,641,84,950,28.2
640000,宁夏回族自治区,2013,773,74,658,32,8896,28.2
640000,宁夏回族自治区,2012,1230,57,462,709,9065,45.8
640000,宁夏回族自治区,2011,1156,72,326,758,15275,42.05
640000,宁夏回族自治区,2010,461,75,246,140,13804,16.6787264833575
640000,宁夏回族自治区,2009,569,114,418,37,15935,
640000,宁夏回族自治区,2008,,,,,,
640000,宁夏回族自治区,2007,,,,,,
640000,宁夏回族自治区,2006,,,,,,
640000,宁夏回族自治区,2005,,,,,,
640000,宁夏回族自治区,2004,,,,,,
640000,宁夏回族自治区,2003,,,,,,
640000,宁夏回族自治区,2002,,,,,,
640000,宁夏回族自治区,2001,,,,,,
640000,宁夏回族自治区,2000,,,,,,
650000,新疆维吾尔自治区,2019,,,,,,
650000,新疆维吾尔自治区,2018,,,,,,
650000,新疆维吾尔自治区,2017,,,,,,
650000,新疆维吾尔自治区,2016,2660,,,,,17.8727333781061
650000,新疆维吾尔自治区,2015,2656,723,1443,260,3624,22.4457026959
650000,新疆维吾尔自治区,2014,2300,672,1417,197,4732,18.7
650000,新疆维吾尔自治区,2013,2146,604,1377,149,3718,18.7
650000,新疆维吾尔自治区,2012,2083,605,1202,259,3738,18.3
650000,新疆维吾尔自治区,2011,2038,603,1093,342,3904,17.89
650000,新疆维吾尔自治区,2010,1824,591,656,577,2743,16.1102278749338
650000,新疆维吾尔自治区,2009,2039,439,918,682,5474,
650000,新疆维吾尔自治区,2008,,,,,,
650000,新疆维吾尔自治区,2007,,,,,,
650000,新疆维吾尔自治区,2006,,,,,,
650000,新疆维吾尔自治区,2005,,,,,,
650000,新疆维吾尔自治区,2004,,,,,,
650000,新疆维吾尔自治区,2003,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,
