省份编码,省份,年份,社会福利企业机构数(个),社会福利企业残疾职工(万人),社会福利企业利润额(亿元)
210000,辽宁省,2017,,,
210000,辽宁省,2016,,,
210000,辽宁省,2015,,,
210000,辽宁省,2014,1749,3.9059,2.06548
210000,辽宁省,2013,1978,4.4325,3.44416
210000,辽宁省,2012,2075,4.7,6.2
210000,辽宁省,2011,2154,5.2,7.6
210000,辽宁省,2010,2189,4.9,7.4
210000,辽宁省,2009,,,
210000,辽宁省,2008,,,
210000,辽宁省,2007,,,
210000,辽宁省,2006,,,
210000,辽宁省,2005,,,
210000,辽宁省,2004,,,
210000,辽宁省,2003,,,
210000,辽宁省,2002,,,
210000,辽宁省,2001,,,
210000,辽宁省,2000,,,
220000,吉林省,2019,,,
220000,吉林省,2018,,,
220000,吉林省,2017,,,
220000,吉林省,2016,,,
220000,吉林省,2015,,,
220000,吉林省,2014,318,0.6925,
220000,吉林省,2013,419,1.068,
220000,吉林省,2012,534,0.8,
220000,吉林省,2011,650,1.1,
220000,吉林省,2010,667,1.1,
220000,吉林省,2009,,,
220000,吉林省,2008,,,
220000,吉林省,2007,,,
220000,吉林省,2006,,,
220000,吉林省,2005,,,
220000,吉林省,2004,,,
220000,吉林省,2003,,,
220000,吉林省,2002,,,
220000,吉林省,2001,,,
220000,吉林省,2000,,,
230000,黑龙江省,2019,,,
230000,黑龙江省,2018,,,
230000,黑龙江省,2017,,,
230000,黑龙江省,2016,,,
230000,黑龙江省,2015,,,
230000,黑龙江省,2014,441,0.7875,
230000,黑龙江省,2013,534,0.9584,
230000,黑龙江省,2012,639,1.1,
230000,黑龙江省,2011,647,1.1,
230000,黑龙江省,2010,609,1.0,
230000,黑龙江省,2009,,,
230000,黑龙江省,2008,,,
230000,黑龙江省,2007,,,
230000,黑龙江省,2006,,,
230000,黑龙江省,2005,,,
230000,黑龙江省,2004,,,
230000,黑龙江省,2003,,,
230000,黑龙江省,2002,,,
230000,黑龙江省,2001,,,
230000,黑龙江省,2000,,,
310000,上海市,2019,,,
310000,上海市,2018,,,
310000,上海市,2017,,,
310000,上海市,2016,,,
310000,上海市,2015,,,
310000,上海市,2014,928,2.4522,15.78209
310000,上海市,2013,1091,2.9777,16.11607
310000,上海市,2012,1223,3.3,16.6
310000,上海市,2011,1315,3.5,16.9
310000,上海市,2010,1375,3.2,13.2
310000,上海市,2009,,,
310000,上海市,2008,,,
310000,上海市,2007,,,
310000,上海市,2006,,,
310000,上海市,2005,,,
310000,上海市,2004,,,
310000,上海市,2003,,,
310000,上海市,2002,,,
310000,上海市,2001,,,
310000,上海市,2000,,,
320000,江苏省,2019,,,
320000,江苏省,2018,,,
320000,江苏省,2017,,,
320000,江苏省,2016,,,
320000,江苏省,2015,,,
320000,江苏省,2014,2608,8.6743,12.3077
320000,江苏省,2013,2771,9.497,25.41465
320000,江苏省,2012,3027,10.7,26.1
320000,江苏省,2011,3406,11.6,29.2
320000,江苏省,2010,3582,12.1,30.0
320000,江苏省,2009,,,
320000,江苏省,2008,,,
320000,江苏省,2007,,,
320000,江苏省,2006,,,
320000,江苏省,2005,,,
320000,江苏省,2004,,,
320000,江苏省,2003,,,
320000,江苏省,2002,,,
320000,江苏省,2001,,,
320000,江苏省,2000,,,
330000,浙江省,2019,,,
330000,浙江省,2018,,,
330000,浙江省,2017,,,
330000,浙江省,2016,,,
330000,浙江省,2015,,,
330000,浙江省,2014,1934,6.7471,42.10558
330000,浙江省,2013,2121,7.3633,36.34273
330000,浙江省,2012,2574,9.8,42.4
330000,浙江省,2011,2664,9.9,53.4
330000,浙江省,2010,2708,10.0,67.9
330000,浙江省,2009,,,
330000,浙江省,2008,,,
330000,浙江省,2007,,,
330000,浙江省,2006,,,
330000,浙江省,2005,,,
330000,浙江省,2004,,,
330000,浙江省,2003,,,
330000,浙江省,2002,,,
330000,浙江省,2001,,,
330000,浙江省,2000,,,
340000,安徽省,2019,,,
340000,安徽省,2018,,,
340000,安徽省,2017,,,
340000,安徽省,2016,,,
340000,安徽省,2015,,,
340000,安徽省,2014,343,0.6917,1.27368
340000,安徽省,2013,357,0.7242,0.88941
340000,安徽省,2012,367,0.8,0.9
340000,安徽省,2011,371,0.7,0.7
340000,安徽省,2010,385,0.8,1.4
340000,安徽省,2009,,,
340000,安徽省,2008,,,
340000,安徽省,2007,,,
340000,安徽省,2006,,,
340000,安徽省,2005,,,
340000,安徽省,2004,,,
340000,安徽省,2003,,,
340000,安徽省,2002,,,
340000,安徽省,2001,,,
340000,安徽省,2000,,,
350000,福建省,2019,,,
350000,福建省,2018,,,
350000,福建省,2017,,,
350000,福建省,2016,,,
350000,福建省,2015,,,
350000,福建省,2014,277,0.7997,0.40708
350000,福建省,2013,291,0.8595,0.41912
350000,福建省,2012,327,1.0,2.6
350000,福建省,2011,347,0.9,0.7
350000,福建省,2010,382,0.9,0.5
350000,福建省,2009,,,
350000,福建省,2008,,,
350000,福建省,2007,,,
350000,福建省,2006,,,
350000,福建省,2005,,,
350000,福建省,2004,,,
350000,福建省,2003,,,
350000,福建省,2002,,,
350000,福建省,2001,,,
350000,福建省,2000,,,
360000,江西省,2019,,,
360000,江西省,2018,,,
360000,江西省,2017,,,
360000,江西省,2016,,,
360000,江西省,2015,,,
360000,江西省,2014,298,1.0084,0.65195
360000,江西省,2013,331,1.1703,0.61778
360000,江西省,2012,348,1.3,0.6
360000,江西省,2011,332,1.3,0.6
360000,江西省,2010,334,1.3,0.6
360000,江西省,2009,,,
360000,江西省,2008,,,
360000,江西省,2007,,,
360000,江西省,2006,,,
360000,江西省,2005,,,
360000,江西省,2004,,,
360000,江西省,2003,,,
360000,江西省,2002,,,
360000,江西省,2001,,,
360000,江西省,2000,,,
370000,山东省,2019,,,
370000,山东省,2018,,,
370000,山东省,2017,,,
370000,山东省,2016,,,
370000,山东省,2015,,,
370000,山东省,2014,1222,3.4861,7.63944
370000,山东省,2013,1298,3.689,9.10385
370000,山东省,2012,1385,3.8,8.8
370000,山东省,2011,1424,4.0,9.9
370000,山东省,2010,1424,4.0,9.7
370000,山东省,2009,,,
370000,山东省,2008,,,
370000,山东省,2007,,,
370000,山东省,2006,,,
370000,山东省,2005,,,
370000,山东省,2004,,,
370000,山东省,2003,,,
370000,山东省,2002,,,
370000,山东省,2001,,,
370000,山东省,2000,,,
410000,河南省,2019,,,
410000,河南省,2018,,,
410000,河南省,2017,,,
410000,河南省,2016,,,
410000,河南省,2015,,,
410000,河南省,2014,815,2.4381,0.40782
410000,河南省,2013,937,2.6778,0.36126
410000,河南省,2012,1063,2.9,0.5
410000,河南省,2011,1102,3.1,0.5
410000,河南省,2010,1151,3.0,1.4
410000,河南省,2009,,,
410000,河南省,2008,,,
410000,河南省,2007,,,
410000,河南省,2006,,,
410000,河南省,2005,,,
410000,河南省,2004,,,
410000,河南省,2003,,,
410000,河南省,2002,,,
410000,河南省,2001,,,
410000,河南省,2000,,,
420000,湖北省,2019,,,
420000,湖北省,2018,,,
420000,湖北省,2017,,,
420000,湖北省,2016,,,
420000,湖北省,2015,,,
420000,湖北省,2014,534,1.3218,0.54314
420000,湖北省,2013,625,1.6377,0.40816
420000,湖北省,2012,706,1.7,0.7
420000,湖北省,2011,723,1.7,0.5
420000,湖北省,2010,754,1.8,0.4
420000,湖北省,2009,,,
420000,湖北省,2008,,,
420000,湖北省,2007,,,
420000,湖北省,2006,,,
420000,湖北省,2005,,,
420000,湖北省,2004,,,
420000,湖北省,2003,,,
420000,湖北省,2002,,,
420000,湖北省,2001,,,
420000,湖北省,2000,,,
430000,湖南省,2019,,,
430000,湖南省,2018,,,
430000,湖南省,2017,,,
430000,湖南省,2016,,,
430000,湖南省,2015,,,
430000,湖南省,2014,499,1.5788,0.11978
430000,湖南省,2013,550,1.7931,0.12309
430000,湖南省,2012,605,1.9,0.1
430000,湖南省,2011,616,1.9,0.1
430000,湖南省,2010,630,1.9,0.1
430000,湖南省,2009,,,
430000,湖南省,2008,,,
430000,湖南省,2007,,,
430000,湖南省,2006,,,
430000,湖南省,2005,,,
430000,湖南省,2004,,,
430000,湖南省,2003,,,
430000,湖南省,2002,,,
430000,湖南省,2001,,,
430000,湖南省,2000,,,
440000,广东省,2019,,,
440000,广东省,2018,,,
440000,广东省,2017,,,
440000,广东省,2016,,,
440000,广东省,2015,,,
440000,广东省,2014,147,0.5689,0.34146
440000,广东省,2013,151,0.597,0.5929
440000,广东省,2012,157,0.6,0.3
440000,广东省,2011,149,0.5,0.4
440000,广东省,2010,172,0.5,0.4
440000,广东省,2009,,,
440000,广东省,2008,,,
440000,广东省,2007,,,
440000,广东省,2006,,,
440000,广东省,2005,,,
440000,广东省,2004,,,
440000,广东省,2003,,,
440000,广东省,2002,,,
440000,广东省,2001,,,
440000,广东省,2000,,,
450000,广西壮族自治区,2019,,,
450000,广西壮族自治区,2018,,,
450000,广西壮族自治区,2017,,,
450000,广西壮族自治区,2016,,,
450000,广西壮族自治区,2015,,,
450000,广西壮族自治区,2014,124,0.3178,0.89795
450000,广西壮族自治区,2013,142,0.3257,
450000,广西壮族自治区,2012,137,0.3,
450000,广西壮族自治区,2011,170,0.6,
450000,广西壮族自治区,2010,199,0.4,0.7
450000,广西壮族自治区,2009,,,
450000,广西壮族自治区,2008,,,
450000,广西壮族自治区,2007,,,
450000,广西壮族自治区,2006,,,
450000,广西壮族自治区,2005,,,
450000,广西壮族自治区,2004,,,
450000,广西壮族自治区,2003,,,
450000,广西壮族自治区,2002,,,
450000,广西壮族自治区,2001,,,
450000,广西壮族自治区,2000,,,
460000,海南省,2019,,,
460000,海南省,2018,,,
460000,海南省,2017,,,
460000,海南省,2016,,,
460000,海南省,2015,,,
460000,海南省,2014,13,0.0794,
460000,海南省,2013,12,0.1278,
460000,海南省,2012,12,0.1,
460000,海南省,2011,13,0.1,
460000,海南省,2010,13,,
460000,海南省,2009,,,
460000,海南省,2008,,,
460000,海南省,2007,,,
460000,海南省,2006,,,
460000,海南省,2005,,,
460000,海南省,2004,,,
460000,海南省,2003,,,
460000,海南省,2002,,,
460000,海南省,2001,,,
460000,海南省,2000,,,
500000,重庆市,2019,,,
500000,重庆市,2018,,,
500000,重庆市,2017,,,
500000,重庆市,2016,,,
500000,重庆市,2015,,,
500000,重庆市,2014,745,2.6068,7.78111
500000,重庆市,2013,741,2.5801,6.69175
500000,重庆市,2012,762,2.6,5.5
500000,重庆市,2011,758,2.7,8.3
500000,重庆市,2010,748,2.5,5.8
500000,重庆市,2009,,,
500000,重庆市,2008,,,
500000,重庆市,2007,,,
500000,重庆市,2006,,,
500000,重庆市,2005,,,
500000,重庆市,2004,,,
500000,重庆市,2003,,,
500000,重庆市,2002,,,
500000,重庆市,2001,,,
500000,重庆市,2000,,,
510000,四川省,2019,,,
510000,四川省,2018,,,
510000,四川省,2017,,,
510000,四川省,2016,,,
510000,四川省,2015,,,
510000,四川省,2014,682,2.151,0.79495
510000,四川省,2013,718,2.2566,0.68261
510000,四川省,2012,775,2.5,0.6
510000,四川省,2011,800,2.6,0.4
510000,四川省,2010,793,2.4,0.1
510000,四川省,2009,,,
510000,四川省,2008,,,
510000,四川省,2007,,,
510000,四川省,2006,,,
510000,四川省,2005,,,
510000,四川省,2004,,,
510000,四川省,2003,,,
510000,四川省,2002,,,
510000,四川省,2001,,,
510000,四川省,2000,,,
520000,贵州省,2019,,,
520000,贵州省,2018,,,
520000,贵州省,2017,,,
520000,贵州省,2016,,,
520000,贵州省,2015,,,
520000,贵州省,2014,41,0.0934,
520000,贵州省,2013,46,0.0997,
520000,贵州省,2012,59,0.1,
520000,贵州省,2011,81,0.2,
520000,贵州省,2010,84,0.2,
520000,贵州省,2009,,,
520000,贵州省,2008,,,
520000,贵州省,2007,,,
520000,贵州省,2006,,,
520000,贵州省,2005,,,
520000,贵州省,2004,,,
520000,贵州省,2003,,,
520000,贵州省,2002,,,
520000,贵州省,2001,,,
520000,贵州省,2000,,,
530000,云南省,2019,,,
530000,云南省,2018,,,
530000,云南省,2017,,,
530000,云南省,2016,,,
530000,云南省,2015,,,
530000,云南省,2014,267,1.2081,-2.23027
530000,云南省,2013,320,1.6626,-1.93689
530000,云南省,2012,343,1.7,-1.3
530000,云南省,2011,374,1.9,1.2
530000,云南省,2010,421,2.2,1.3
530000,云南省,2009,,,
530000,云南省,2008,,,
530000,云南省,2007,,,
530000,云南省,2006,,,
530000,云南省,2005,,,
530000,云南省,2004,,,
530000,云南省,2003,,,
530000,云南省,2002,,,
530000,云南省,2001,,,
530000,云南省,2000,,,
540000,西藏自治区,2019,,,
540000,西藏自治区,2018,,,
540000,西藏自治区,2017,,,
540000,西藏自治区,2016,,,
540000,西藏自治区,2015,,,
540000,西藏自治区,2014,3,,
540000,西藏自治区,2013,3,,
540000,西藏自治区,2012,4,,
540000,西藏自治区,2011,4,,
540000,西藏自治区,2010,4,,
540000,西藏自治区,2009,,,
540000,西藏自治区,2008,,,
540000,西藏自治区,2007,,,
540000,西藏自治区,2006,,,
540000,西藏自治区,2005,,,
540000,西藏自治区,2004,,,
540000,西藏自治区,2003,,,
540000,西藏自治区,2002,,,
540000,西藏自治区,2001,,,
540000,西藏自治区,2000,,,
610000,陕西省,2019,,,
610000,陕西省,2018,,,
610000,陕西省,2017,,,
610000,陕西省,2016,,,
610000,陕西省,2015,,,
610000,陕西省,2014,200,0.4488,1.26154
610000,陕西省,2013,239,0.5064,1.79795
610000,陕西省,2012,251,0.5,1.9
610000,陕西省,2011,269,0.5,1.7
610000,陕西省,2010,290,0.6,0.2
610000,陕西省,2009,,,
610000,陕西省,2008,,,
610000,陕西省,2007,,,
610000,陕西省,2006,,,
610000,陕西省,2005,,,
610000,陕西省,2004,,,
610000,陕西省,2003,,,
610000,陕西省,2002,,,
610000,陕西省,2001,,,
610000,陕西省,2000,,,
620000,甘肃省,2019,,,
620000,甘肃省,2018,,,
620000,甘肃省,2017,,,
620000,甘肃省,2016,,,
620000,甘肃省,2015,,,
620000,甘肃省,2014,64,0.1356,
620000,甘肃省,2013,77,0.1426,
620000,甘肃省,2012,97,0.1,
620000,甘肃省,2011,102,0.2,
620000,甘肃省,2010,105,0.2,
620000,甘肃省,2009,,,
620000,甘肃省,2008,,,
620000,甘肃省,2007,,,
620000,甘肃省,2006,,,
620000,甘肃省,2005,,,
620000,甘肃省,2004,,,
620000,甘肃省,2003,,,
620000,甘肃省,2002,,,
620000,甘肃省,2001,,,
620000,甘肃省,2000,,,
630000,青海省,2019,,,
630000,青海省,2018,,,
630000,青海省,2017,,,
630000,青海省,2016,,,
630000,青海省,2015,,,
630000,青海省,2014,36,0.0951,
630000,青海省,2013,36,0.1023,
630000,青海省,2012,15,0.1,0.3
630000,青海省,2011,16,0.1,0.3
630000,青海省,2010,17,,0.4
630000,青海省,2009,,,
630000,青海省,2008,,,
630000,青海省,2007,,,
630000,青海省,2006,,,
630000,青海省,2005,,,
630000,青海省,2004,,,
630000,青海省,2003,,,
630000,青海省,2002,,,
630000,青海省,2001,,,
630000,青海省,2000,,,
640000,宁夏回族自治区,2019,,,
640000,宁夏回族自治区,2018,,,
640000,宁夏回族自治区,2017,,,
640000,宁夏回族自治区,2016,,,
640000,宁夏回族自治区,2015,,,
640000,宁夏回族自治区,2014,80,0.2334,
640000,宁夏回族自治区,2013,78,0.2027,
640000,宁夏回族自治区,2012,86,0.3,
640000,宁夏回族自治区,2011,87,0.3,
640000,宁夏回族自治区,2010,87,0.2,
640000,宁夏回族自治区,2009,,,
640000,宁夏回族自治区,2008,,,
640000,宁夏回族自治区,2007,,,
640000,宁夏回族自治区,2006,,,
640000,宁夏回族自治区,2005,,,
640000,宁夏回族自治区,2004,,,
640000,宁夏回族自治区,2003,,,
640000,宁夏回族自治区,2002,,,
640000,宁夏回族自治区,2001,,,
640000,宁夏回族自治区,2000,,,
650000,新疆维吾尔自治区,2019,,,
650000,新疆维吾尔自治区,2018,,,
650000,新疆维吾尔自治区,2017,,,
650000,新疆维吾尔自治区,2016,,,
650000,新疆维吾尔自治区,2015,,,
650000,新疆维吾尔自治区,2014,161,0.4102,0.14065
650000,新疆维吾尔自治区,2013,178,0.5696,0.08698
650000,新疆维吾尔自治区,2012,195,0.6,0.1
650000,新疆维吾尔自治区,2011,196,0.6,0.1
650000,新疆维吾尔自治区,2010,213,0.5,0.3
650000,新疆维吾尔自治区,2009,,,
650000,新疆维吾尔自治区,2008,,,
650000,新疆维吾尔自治区,2007,,,
650000,新疆维吾尔自治区,2006,,,
650000,新疆维吾尔自治区,2005,,,
650000,新疆维吾尔自治区,2004,,,
650000,新疆维吾尔自治区,2003,,,
650000,新疆维吾尔自治区,2002,,,
650000,新疆维吾尔自治区,2001,,,
650000,新疆维吾尔自治区,2000,,,
