省份编码,省份,年份,福利彩票发行单位(个),福利彩票销售额(亿元),福利彩票提取公益金(亿元),福利彩票公益金支出(亿元)
340000,安徽省,2005,,,,
340000,安徽省,2004,,,,
340000,安徽省,2003,,,,
340000,安徽省,2002,,,,
340000,安徽省,2001,,,,
340000,安徽省,2000,,,,
350000,福建省,2019,10,42.7444845145,12.78765116699,7.39114
350000,福建省,2018,10,50.1364283351,14.641696389574,6.61267
350000,福建省,2017,10,50.7,14.9,6.6
350000,福建省,2016,10,50.164517,14.51,8.53617
350000,福建省,2015,13,50.878303,14.178934,7.48989
350000,福建省,2014,13,50.0083700551,13.82507,5.86189
350000,福建省,2013,14,47.9583,13.566497,5.14643
350000,福建省,2012,15,37.2,10.9,3.2
350000,福建省,2011,15,32.9,9.7,3.0
350000,福建省,2010,15,24.1,7.2,2.2
350000,福建省,2009,,,,
350000,福建省,2008,,,,
350000,福建省,2007,,,,
350000,福建省,2006,,,,
350000,福建省,2005,,,,
350000,福建省,2004,,,,
350000,福建省,2003,,,,
350000,福建省,2002,,,,
350000,福建省,2001,,,,
350000,福建省,2000,,,,
360000,江西省,2019,12,39.3629559143,11.055309121946,5.89728
360000,江西省,2018,11,51.2209878872,14.879387545092,6.5693
360000,江西省,2017,13,42.4,12.4,5.6
360000,江西省,2016,33,29.644446999999996,8.48,4.19438
360000,江西省,2015,45,32.34697,9.173541,9.79633
360000,江西省,2014,48,61.4656177332,18.56639,9.40949
360000,江西省,2013,52,48.703484,15.002998,6.42426
360000,江西省,2012,52,35.2,10.9,3.5
360000,江西省,2011,52,23.1,7.4,2.3
360000,江西省,2010,52,14.4,4.6,2.7
360000,江西省,2009,,,,
360000,江西省,2008,,,,
360000,江西省,2007,,,,
360000,江西省,2006,,,,
360000,江西省,2005,,,,
360000,江西省,2004,,,,
360000,江西省,2003,,,,
360000,江西省,2002,,,,
360000,江西省,2001,,,,
360000,江西省,2000,,,,
370000,山东省,2019,16,135.9853068376,38.820425147072,15.68526
370000,山东省,2018,18,152.9581397317,42.801659946888,10.04243
370000,山东省,2017,18,151.5,42.9,15.4
370000,山东省,2016,18,146.868445,41.02,17.29444
370000,山东省,2015,18,144.868914,39.366364,16.94059
370000,山东省,2014,18,147.8072701965,58.79208,15.35694
370000,山东省,2013,19,134.428028,37.161468,14.9507
370000,山东省,2012,19,122.4,34.4,12.0
370000,山东省,2011,19,109.7,31.0,10.4
370000,山东省,2010,19,89.8,25.8,9.8
370000,山东省,2009,,,,
370000,山东省,2008,,,,
370000,山东省,2007,,,,
370000,山东省,2006,,,,
370000,山东省,2005,,,,
370000,山东省,2004,,,,
370000,山东省,2003,,,,
370000,山东省,2002,,,,
370000,山东省,2001,,,,
370000,山东省,2000,,,,
410000,河南省,2019,40,64.6884496636,18.700116523192,13.86085
410000,河南省,2018,39,70.1216974351,20.145730987572,13.69756
410000,河南省,2017,39,68.9,20.3,11.5
410000,河南省,2016,42,66.19355300000001,19.16,12.74153
410000,河南省,2015,52,62.656806,17.627962,14.2365
410000,河南省,2014,73,65.1909826595,24.93569,9.88005
410000,河南省,2013,73,61.798821999999994,17.644661,9.81959
410000,河南省,2012,74,56.9,16.6,8.4
410000,河南省,2011,74,45.3,13.7,5.1
410000,河南省,2010,74,32.2,9.9,4.6
410000,河南省,2009,,,,
410000,河南省,2008,,,,
410000,河南省,2007,,,,
410000,河南省,2006,,,,
410000,河南省,2005,,,,
410000,河南省,2004,,,,
410000,河南省,2003,,,,
410000,河南省,2002,,,,
410000,河南省,2001,,,,
410000,河南省,2000,,,,
420000,湖北省,2019,38,81.2453358268,23.256476662096,10.30859
420000,湖北省,2018,40,104.59179589,29.458616594578,9.67458
420000,湖北省,2017,41,102.8,29.2,14.4
420000,湖北省,2016,46,101.384303,28.39,7.99335
420000,湖北省,2015,53,93.914052,25.888203,11.83558
420000,湖北省,2014,54,89.2645329864,19.75805,9.6146
420000,湖北省,2013,54,73.828879,21.021731,8.15627
420000,湖北省,2012,54,60.8,17.6,6.5
420000,湖北省,2011,53,51.1,15.5,7.3
420000,湖北省,2010,52,40.7,12.7,6.3
420000,湖北省,2009,,,,
420000,湖北省,2008,,,,
420000,湖北省,2007,,,,
420000,湖北省,2006,,,,
420000,湖北省,2005,,,,
420000,湖北省,2004,,,,
420000,湖北省,2003,,,,
420000,湖北省,2002,,,,
420000,湖北省,2001,,,,
420000,湖北省,2000,,,,
430000,湖南省,2019,74,75.4604464594,21.466326413268,14.51804
430000,湖南省,2018,72,91.6609368712,25.36321234494,10.95674
430000,湖南省,2017,75,89.0,25.0,18.4
430000,湖南省,2016,75,85.405211,23.58,12.70319
430000,湖南省,2015,76,77.72654,20.784561,20.64702
430000,湖南省,2014,75,72.90304171929999,48.28399,10.24735
430000,湖南省,2013,113,60.305426000000004,16.907971,6.69651
430000,湖南省,2012,108,52.9,15.6,5.1
430000,湖南省,2011,106,40.9,12.3,3.7
430000,湖南省,2010,106,26.3,8.5,3.6
430000,湖南省,2009,,,,
430000,湖南省,2008,,,,
430000,湖南省,2007,,,,
430000,湖南省,2006,,,,
430000,湖南省,2005,,,,
430000,湖南省,2004,,,,
430000,湖南省,2003,,,,
430000,湖南省,2002,,,,
430000,湖南省,2001,,,,
430000,湖南省,2000,,,,
440000,广东省,2019,55,194.7740691434,57.113745602548,19.97651
440000,广东省,2018,54,242.7035297607,68.07422358143,19.47194
440000,广东省,2017,56,228.8,65.8,21.1
440000,广东省,2016,62,211.29677200000003,60.5,23.59878
440000,广东省,2015,65,205.053455,57.734316,23.57724
440000,广东省,2014,65,206.80641827,10.19886,17.75601
440000,广东省,2013,68,189.941972,64.566446,14.1305
440000,广东省,2012,70,169.6,50.4,11.8
440000,广东省,2011,69,140.7,41.8,9.5
440000,广东省,2010,73,113.6,34.4,12.7
440000,广东省,2009,,,,
440000,广东省,2008,,,,
440000,广东省,2007,,,,
440000,广东省,2006,,,,
440000,广东省,2005,,,,
440000,广东省,2004,,,,
440000,广东省,2003,,,,
440000,广东省,2002,,,,
440000,广东省,2001,,,,
440000,广东省,2000,,,,
450000,广西壮族自治区,2019,18,45.2344851778,13.148977876716,7.9368
450000,广西壮族自治区,2018,18,55.1999002346,16.592605675124,9.09918
450000,广西壮族自治区,2017,19,55.2,16.9,8.7
450000,广西壮族自治区,2016,28,47.674903,14.24,7.22988
450000,广西壮族自治区,2015,30,50.730385999999996,14.444388,8.24688
450000,广西壮族自治区,2014,32,70.882246585,20.2113,6.6525
450000,广西壮族自治区,2013,33,47.7437,14.236003,5.40526
450000,广西壮族自治区,2012,36,38.5,11.4,5.5
450000,广西壮族自治区,2011,39,28.2,8.6,3.6
450000,广西壮族自治区,2010,53,21.0,6.5,3.2
450000,广西壮族自治区,2009,,,,
450000,广西壮族自治区,2008,,,,
450000,广西壮族自治区,2007,,,,
450000,广西壮族自治区,2006,,,,
450000,广西壮族自治区,2005,,,,
450000,广西壮族自治区,2004,,,,
450000,广西壮族自治区,2003,,,,
450000,广西壮族自治区,2002,,,,
450000,广西壮族自治区,2001,,,,
450000,广西壮族自治区,2000,,,,
460000,海南省,2019,5,8.8437774899,2.330772682978,1.11981
460000,海南省,2018,4,14.1796821098,3.415132148546,1.33971
460000,海南省,2017,3,15.4,3.7,2.1
460000,海南省,2016,3,16.718356,3.99,1.49006
460000,海南省,2015,3,17.437473,4.029601,1.31541
460000,海南省,2014,3,16.57045862,3.857989,1.23131
460000,海南省,2013,3,16.017592,3.790223,1.47754
460000,海南省,2012,3,14.3,3.5,1.5
460000,海南省,2011,3,11.9,3.1,1.1
460000,海南省,2010,3,8.4,2.0,1.4
460000,海南省,2009,,,,
460000,海南省,2008,,,,
460000,海南省,2007,,,,
460000,海南省,2006,,,,
460000,海南省,2005,,,,
460000,海南省,2004,,,,
460000,海南省,2003,,,,
460000,海南省,2002,,,,
460000,海南省,2001,,,,
460000,海南省,2000,,,,
500000,重庆市,2019,1,43.284397303,12.48772584446,6.07398
500000,重庆市,2018,1,58.2714747777,17.171780745902,6.83464
500000,重庆市,2017,1,55.5,16.8,6.6
500000,重庆市,2016,1,44.940798,12.89,6.8017
500000,重庆市,2015,1,45.649956,12.629206,8.3419
500000,重庆市,2014,1,61.9904194118,18.54195,8.34772
500000,重庆市,2013,1,43.512947,13.020692,5.27061
500000,重庆市,2012,1,38.2,18.4,5.8
500000,重庆市,2011,1,34.6,10.4,2.5
500000,重庆市,2010,1,21.9,6.7,4.2
500000,重庆市,2009,,,,
500000,重庆市,2008,,,,
500000,重庆市,2007,,,,
500000,重庆市,2006,,,,
500000,重庆市,2005,,,,
500000,重庆市,2004,,,,
500000,重庆市,2003,,,,
500000,重庆市,2002,,,,
500000,重庆市,2001,,,,
500000,重庆市,2000,,,,
510000,四川省,2019,3,98.8072318734,28.884553491748,8.90651
510000,四川省,2018,4,92.3632205064,27.019115141982,8.83276
510000,四川省,2017,5,89.2,26.3,12.0
510000,四川省,2016,7,84.954942,24.54,9.19874
510000,四川省,2015,12,83.451802,23.4066,11.25659
510000,四川省,2014,12,78.15271107129999,22.14315,9.99072
510000,四川省,2013,12,67.834828,19.773369,7.39949
510000,四川省,2012,11,59.5,9.7,8.6
510000,四川省,2011,12,48.7,15.2,6.8
510000,四川省,2010,13,36.8,11.3,6.1
510000,四川省,2009,,,,
510000,四川省,2008,,,,
510000,四川省,2007,,,,
510000,四川省,2006,,,,
510000,四川省,2005,,,,
510000,四川省,2004,,,,
510000,四川省,2003,,,,
510000,四川省,2002,,,,
510000,四川省,2001,,,,
510000,四川省,2000,,,,
520000,贵州省,2019,11,24.2653311503,7.719613449666,5.35298
520000,贵州省,2018,12,28.3381185482,8.721188919066,6.02248
520000,贵州省,2017,12,28.2,8.8,4.7
520000,贵州省,2016,13,26.906803000000004,8.29,5.02539
520000,贵州省,2015,13,24.977974,7.538174,5.80521
520000,贵州省,2014,13,21.5145518851,6.762375,5.19755
520000,贵州省,2013,12,20.246737,6.50549,3.05126
520000,贵州省,2012,15,18.1,6.0,3.0
520000,贵州省,2011,15,16.0,5.5,3.2
520000,贵州省,2010,13,14.4,4.9,2.7
520000,贵州省,2009,,,,
520000,贵州省,2008,,,,
520000,贵州省,2007,,,,
520000,贵州省,2006,,,,
520000,贵州省,2005,,,,
520000,贵州省,2004,,,,
520000,贵州省,2003,,,,
520000,贵州省,2002,,,,
520000,贵州省,2001,,,,
520000,贵州省,2000,,,,
530000,云南省,2019,14,77.5348338045,23.53347507039,8.13288
530000,云南省,2018,15,81.3535099513,24.143205064126,7.46162
530000,云南省,2017,13,75.8,22.9,8.8
530000,云南省,2016,12,72.883504,21.59,6.73062
530000,云南省,2015,12,64.87406899999999,18.779719,8.45392
530000,云南省,2014,17,58.3215476849,17.4854,7.40457
530000,云南省,2013,17,49.91022,15.535817,6.02039
530000,云南省,2012,21,44.9,14.7,7.0
530000,云南省,2011,18,39.6,12.9,4.0
530000,云南省,2010,23,33.0,11.0,4.1
530000,云南省,2009,,,,
530000,云南省,2008,,,,
530000,云南省,2007,,,,
530000,云南省,2006,,,,
530000,云南省,2005,,,,
530000,云南省,2004,,,,
530000,云南省,2003,,,,
530000,云南省,2002,,,,
530000,云南省,2001,,,,
530000,云南省,2000,,,,
540000,西藏自治区,2019,1,18.94863572,5.337616528,0.7728
540000,西藏自治区,2018,1,23.97281648,6.7435946904,2.29335
540000,西藏自治区,2017,1,26.8,7.6,0.3
540000,西藏自治区,2016,1,15.797807,4.46,0.45296
540000,西藏自治区,2015,2,10.656402,3.00261,0.51947
540000,西藏自治区,2014,2,7.267816839999999,2.084517,
540000,西藏自治区,2013,1,4.269391000000001,1.28221,
540000,西藏自治区,2012,1,3.1,1.0,
540000,西藏自治区,2011,1,3.3,1.2,
540000,西藏自治区,2010,1,2.5,0.8,0.7
540000,西藏自治区,2009,,,,
540000,西藏自治区,2008,,,,
540000,西藏自治区,2007,,,,
540000,西藏自治区,2006,,,,
540000,西藏自治区,2005,,,,
540000,西藏自治区,2004,,,,
540000,西藏自治区,2003,,,,
540000,西藏自治区,2002,,,,
540000,西藏自治区,2001,,,,
540000,西藏自治区,2000,,,,
610000,陕西省,2019,21,95.2596168631,27.632597690082,11.78879
610000,陕西省,2018,19,98.8513796778,28.275707718496,10.04223
610000,陕西省,2017,27,91.6,26.6,10.1
610000,陕西省,2016,27,86.232026,24.68,11.59536
610000,陕西省,2015,39,82.730758,23.220327,6.9266
610000,陕西省,2014,41,75.72058040579999,21.44347,5.75754
610000,陕西省,2013,42,63.134813,18.373437,4.28169
610000,陕西省,2012,42,50.3,15.7,1.4
610000,陕西省,2011,43,40.1,12.4,2.7
610000,陕西省,2010,42,25.7,8.1,2.1
610000,陕西省,2009,,,,
610000,陕西省,2008,,,,
610000,陕西省,2007,,,,
610000,陕西省,2006,,,,
610000,陕西省,2005,,,,
610000,陕西省,2004,,,,
610000,陕西省,2003,,,,
610000,陕西省,2002,,,,
610000,陕西省,2001,,,,
610000,陕西省,2000,,,,
620000,甘肃省,2019,15,33.9210521571,9.796275663562,7.36639
620000,甘肃省,2018,15,47.6699663287,13.469421404864,8.90165
620000,甘肃省,2017,17,49.5,14.1,8.6
620000,甘肃省,2016,17,45.030384999999995,12.76,10.75194
620000,甘肃省,2015,20,45.322788,12.490185,8.38418
620000,甘肃省,2014,20,46.53776542,12.92485,5.77602
620000,甘肃省,2013,16,33.003541,9.408444,3.30021
620000,甘肃省,2012,17,22.8,6.8,3.6
620000,甘肃省,2011,16,18.3,5.7,1.9
620000,甘肃省,2010,15,14.8,4.7,1.9
620000,甘肃省,2009,,,,
620000,甘肃省,2008,,,,
620000,甘肃省,2007,,,,
620000,甘肃省,2006,,,,
620000,甘肃省,2005,,,,
620000,甘肃省,2004,,,,
620000,甘肃省,2003,,,,
620000,甘肃省,2002,,,,
620000,甘肃省,2001,,,,
620000,甘肃省,2000,,,,
630000,青海省,2019,6,13.9904295309,4.199846258798,2.61243
630000,青海省,2018,3,16.2031974809,4.722672443486,2.53578
630000,青海省,2017,3,16.8,4.9,5.8
630000,青海省,2016,2,15.353526,4.45,2.86266
630000,青海省,2015,2,11.681719,3.362977,2.1089
630000,青海省,2014,2,11.3710751958,3.297641,2.47874
630000,青海省,2013,2,9.562592,2.850502,1.48829
630000,青海省,2012,2,7.5,2.3,0.8
630000,青海省,2011,2,5.8,2.0,1.2
630000,青海省,2010,2,4.6,1.5,0.6
630000,青海省,2009,,,,
630000,青海省,2008,,,,
630000,青海省,2007,,,,
630000,青海省,2006,,,,
630000,青海省,2005,,,,
630000,青海省,2004,,,,
630000,青海省,2003,,,,
630000,青海省,2002,,,,
630000,青海省,2001,,,,
630000,青海省,2000,,,,
640000,宁夏回族自治区,2019,15,13.407157986,3.91172338012,4.03191
640000,宁夏回族自治区,2018,13,18.6155273951,5.320315457392,3.08361
640000,宁夏回族自治区,2017,10,17.7,5.1,4.2
640000,宁夏回族自治区,2016,10,17.116515,4.89,6.05887
640000,宁夏回族自治区,2015,10,15.331656,4.294121,6.396
640000,宁夏回族自治区,2014,8,15.4022667005,4.440418,1.04927
640000,宁夏回族自治区,2013,6,10.738708,3.217023,2.21464
640000,宁夏回族自治区,2012,6,9.1,2.8,1.5
640000,宁夏回族自治区,2011,6,7.7,2.5,0.9
640000,宁夏回族自治区,2010,6,6.4,1.9,1.1
640000,宁夏回族自治区,2009,,,,
640000,宁夏回族自治区,2008,,,,
640000,宁夏回族自治区,2007,,,,
640000,宁夏回族自治区,2006,,,,
640000,宁夏回族自治区,2005,,,,
640000,宁夏回族自治区,2004,,,,
640000,宁夏回族自治区,2003,,,,
640000,宁夏回族自治区,2002,,,,
640000,宁夏回族自治区,2001,,,,
640000,宁夏回族自治区,2000,,,,
650000,新疆维吾尔自治区,2019,17,48.35015182,14.1380671376,10.53023
650000,新疆维吾尔自治区,2018,17,52.22073215,15.1451715432,7.82221
650000,新疆维吾尔自治区,2017,19,46.1,13.6,4.9
650000,新疆维吾尔自治区,2016,19,41.959061,12.31,14.67041
650000,新疆维吾尔自治区,2015,21,39.811469,11.414367,8.7299
650000,新疆维吾尔自治区,2014,23,37.02195418,10.57917,10.63859
650000,新疆维吾尔自治区,2013,26,33.952199,9.74257,8.90778
650000,新疆维吾尔自治区,2012,27,27.7,8.1,7.6
650000,新疆维吾尔自治区,2011,27,22.5,6.8,2.7
650000,新疆维吾尔自治区,2010,28,19.3,5.9,3.8
650000,新疆维吾尔自治区,2009,,,,
650000,新疆维吾尔自治区,2008,,,,
650000,新疆维吾尔自治区,2007,,,,
650000,新疆维吾尔自治区,2006,,,,
650000,新疆维吾尔自治区,2005,,,,
650000,新疆维吾尔自治区,2004,,,,
650000,新疆维吾尔自治区,2003,,,,
650000,新疆维吾尔自治区,2002,,,,
650000,新疆维吾尔自治区,2001,,,,
650000,新疆维吾尔自治区,2000,,,,
