省份编码,省份,年份,城市医疗救助人次(万人次),城市医疗救助资助参加医疗保险(万人),农村医疗救助医疗救助(万人次),农村医疗救助资助参加合作医疗(万人),城市医疗救助支出(万元),农村医疗救助支出(万元)
140000,山西省,2003,,,,,,
140000,山西省,2002,,,,,,
140000,山西省,2001,,,,,,
140000,山西省,2000,,,,,,
150000,内蒙古自治区,2019,,,,,,
150000,内蒙古自治区,2018,,,,,,
150000,内蒙古自治区,2017,,,,,,
150000,内蒙古自治区,2016,,,,,,
150000,内蒙古自治区,2015,,61.8031,,87.308,,
150000,内蒙古自治区,2014,,60.9338,,109.0658,,
150000,内蒙古自治区,2013,,59.1546,,113.1517,,
150000,内蒙古自治区,2012,16.1,79.0,22.8,129.1,23822.1,31287.2
150000,内蒙古自治区,2011,15.7526,37.3986,28.1386,69.5192,20795.4,26817.1
150000,内蒙古自治区,2010,15.3645,32.5282,23.8307,67.3905,15519.4,20597.3
150000,内蒙古自治区,2009,,,,,,
150000,内蒙古自治区,2008,,,,,,
150000,内蒙古自治区,2007,,,,,,
150000,内蒙古自治区,2006,,,,,,
150000,内蒙古自治区,2005,,,,,,
150000,内蒙古自治区,2004,,,,,,
150000,内蒙古自治区,2003,,,,,,
150000,内蒙古自治区,2002,,,,,,
150000,内蒙古自治区,2001,,,,,,
150000,内蒙古自治区,2000,,,,,,
210000,辽宁省,2019,,,,,,
210000,辽宁省,2018,,,,,,
210000,辽宁省,2017,,,,,,
210000,辽宁省,2016,,,,,,
210000,辽宁省,2015,,38.8969,,69.727,,
210000,辽宁省,2014,,75.5026,,98.9984,,
210000,辽宁省,2013,,23.6518,,58.988,,
210000,辽宁省,2012,10.2,21.8,17.7,46.3,14461.6,15468.5
210000,辽宁省,2011,36.8401,47.6184,24.8013,64.5004,15478.7,14253.2
210000,辽宁省,2010,22.8581,35.2838,11.2641,74.8759,14034.0,12519.7
210000,辽宁省,2009,,,,,,
210000,辽宁省,2008,,,,,,
210000,辽宁省,2007,,,,,,
210000,辽宁省,2006,,,,,,
210000,辽宁省,2005,,,,,,
210000,辽宁省,2004,,,,,,
210000,辽宁省,2003,,,,,,
210000,辽宁省,2002,,,,,,
210000,辽宁省,2001,,,,,,
210000,辽宁省,2000,,,,,,
220000,吉林省,2019,,,,,,
220000,吉林省,2018,,,,,,
220000,吉林省,2017,,,,,,
220000,吉林省,2016,,,,,,
220000,吉林省,2015,,70.7043,,81.5436,,
220000,吉林省,2014,,89.3377,,96.2498,,
220000,吉林省,2013,,77.0616,,83.4034,,
220000,吉林省,2012,29.2,61.1,24.3,58.7,32371.7,28267.2
220000,吉林省,2011,30.2429,159.6975,28.2623,121.0016,32715.1,30100.8
220000,吉林省,2010,29.1531,127.2515,23.9623,111.779,30019.1,22270.7
220000,吉林省,2009,,,,,,
220000,吉林省,2008,,,,,,
220000,吉林省,2007,,,,,,
220000,吉林省,2006,,,,,,
220000,吉林省,2005,,,,,,
220000,吉林省,2004,,,,,,
220000,吉林省,2003,,,,,,
220000,吉林省,2002,,,,,,
220000,吉林省,2001,,,,,,
220000,吉林省,2000,,,,,,
230000,黑龙江省,2019,,,,,,
230000,黑龙江省,2018,,,,,,
230000,黑龙江省,2017,,,,,,
230000,黑龙江省,2016,,,,,,
230000,黑龙江省,2015,,116.1338,,127.2563,,
230000,黑龙江省,2014,,132.1037,,130.5028,,
230000,黑龙江省,2013,,145.1521,,137.6458,,
230000,黑龙江省,2012,53.3,138.7,27.8,125.1,63729.7,51024.5
230000,黑龙江省,2011,40.4832,135.5396,28.6875,125.3482,58149.2,47040.8
230000,黑龙江省,2010,15.3922,123.9556,14.8058,120.5609,50080.2,38083.6
230000,黑龙江省,2009,,,,,,
230000,黑龙江省,2008,,,,,,
230000,黑龙江省,2007,,,,,,
230000,黑龙江省,2006,,,,,,
230000,黑龙江省,2005,,,,,,
230000,黑龙江省,2004,,,,,,
230000,黑龙江省,2003,,,,,,
230000,黑龙江省,2002,,,,,,
230000,黑龙江省,2001,,,,,,
230000,黑龙江省,2000,,,,,,
310000,上海市,2019,,,,,,
310000,上海市,2018,,,,,,
310000,上海市,2017,,,,,,
310000,上海市,2016,,,,,,
310000,上海市,2015,,8.6996,,,,
310000,上海市,2014,,8.3078,,0.9946,,
310000,上海市,2013,,5.1301,,1.37,,
310000,上海市,2012,6.8,4.2,2.0,0.7,17475.1,10736.2
310000,上海市,2011,6.7168,11.4258,2.0435,,19552.5,11498.1
310000,上海市,2010,7.9476,12.3246,6.3087,7.1803,12307.9,11696.6
310000,上海市,2009,,,,,,
310000,上海市,2008,,,,,,
310000,上海市,2007,,,,,,
310000,上海市,2006,,,,,,
310000,上海市,2005,,,,,,
310000,上海市,2004,,,,,,
310000,上海市,2003,,,,,,
310000,上海市,2002,,,,,,
310000,上海市,2001,,,,,,
310000,上海市,2000,,,,,,
320000,江苏省,2019,,,,,,
320000,江苏省,2018,,,,,,
320000,江苏省,2017,,,,,,
320000,江苏省,2016,,,,,,
320000,江苏省,2015,,21.6443,,113.3566,,
320000,江苏省,2014,,23.4149,,118.3613,,
320000,江苏省,2013,,31.9601,,121.9723,,
320000,江苏省,2012,68.4,33.1,96.4,115.6,38842.0,61783.8
320000,江苏省,2011,28.0868,42.9117,94.5032,139.0858,28983.7,52742
320000,江苏省,2010,7.3662,36.1349,22.7213,128.792,11247.9,35475.2
320000,江苏省,2009,,,,,,
320000,江苏省,2008,,,,,,
320000,江苏省,2007,,,,,,
320000,江苏省,2006,,,,,,
320000,江苏省,2005,,,,,,
320000,江苏省,2004,,,,,,
320000,江苏省,2003,,,,,,
320000,江苏省,2002,,,,,,
320000,江苏省,2001,,,,,,
320000,江苏省,2000,,,,,,
330000,浙江省,2019,,,,,,
330000,浙江省,2018,,,,,,
330000,浙江省,2017,,,,,,
330000,浙江省,2016,,,,,,
330000,浙江省,2015,,8.3482,,20.3271,,
330000,浙江省,2014,,4.7714,,67.9082,,
330000,浙江省,2013,,5.2579,,54.0198,,
330000,浙江省,2012,15.0,2.6,76.3,48.9,13843.8,51748.7
330000,浙江省,2011,4.7533,5.1978,27.3464,81.2194,10182.5,41095.5
330000,浙江省,2010,4.4128,4.8366,27.2205,53.4101,9682.6,38495.6
330000,浙江省,2009,,,,,,
330000,浙江省,2008,,,,,,
330000,浙江省,2007,,,,,,
330000,浙江省,2006,,,,,,
330000,浙江省,2005,,,,,,
330000,浙江省,2004,,,,,,
330000,浙江省,2003,,,,,,
330000,浙江省,2002,,,,,,
330000,浙江省,2001,,,,,,
330000,浙江省,2000,,,,,,
340000,安徽省,2019,,,,,,
340000,安徽省,2018,,,,,,
340000,安徽省,2017,,,,,,
340000,安徽省,2016,,,,,,
340000,安徽省,2015,,66.5732,,185.6051,,
340000,安徽省,2014,,53.7435,,237.3063,,
340000,安徽省,2013,,35.6343,,198.4524,,
340000,安徽省,2012,12.9,26.0,64.0,186.0,25604.1,68214.7
340000,安徽省,2011,16.1366,43.0276,46.2076,254.5808,24670.9,67090.2
340000,安徽省,2010,9.817,21.8622,39.7264,206.0649,14761.1,39988.3
340000,安徽省,2009,,,,,,
340000,安徽省,2008,,,,,,
340000,安徽省,2007,,,,,,
340000,安徽省,2006,,,,,,
340000,安徽省,2005,,,,,,
340000,安徽省,2004,,,,,,
340000,安徽省,2003,,,,,,
340000,安徽省,2002,,,,,,
340000,安徽省,2001,,,,,,
340000,安徽省,2000,,,,,,
350000,福建省,2019,,,,,,
350000,福建省,2018,,,,,,
350000,福建省,2017,,,,,,
350000,福建省,2016,,,,,,
350000,福建省,2015,,11.7083,,69.1684,,
350000,福建省,2014,,3.4111,,81.847,,
350000,福建省,2013,,5.2786,,86.5358,,
350000,福建省,2012,9.6,9.7,19.9,85.5,5835.6,18354
350000,福建省,2011,4.7216,11.4292,15.3078,81.9959,4775.7,13842.8
350000,福建省,2010,3.2383,11.9986,12.7395,72.9884,3062.4,10366
350000,福建省,2009,,,,,,
350000,福建省,2008,,,,,,
350000,福建省,2007,,,,,,
350000,福建省,2006,,,,,,
350000,福建省,2005,,,,,,
350000,福建省,2004,,,,,,
350000,福建省,2003,,,,,,
350000,福建省,2002,,,,,,
350000,福建省,2001,,,,,,
350000,福建省,2000,,,,,,
360000,江西省,2019,,,,,,
360000,江西省,2018,,,,,,
360000,江西省,2017,,,,,,
360000,江西省,2016,,,,,,
360000,江西省,2015,,71.9578,,197.0422,,
360000,江西省,2014,,101.2542,,251.2733,,
360000,江西省,2013,,49.9133,,140.2937,,
360000,江西省,2012,28.6,55.6,51.7,121.5,47962.8,70240.4
360000,江西省,2011,36.5362,98.3701,63.2236,166.4037,44415.2,64959.6
360000,江西省,2010,20.7136,105.339,41.6141,165.2254,46365.3,62747.5
360000,江西省,2009,,,,,,
360000,江西省,2008,,,,,,
360000,江西省,2007,,,,,,
360000,江西省,2006,,,,,,
360000,江西省,2005,,,,,,
360000,江西省,2004,,,,,,
360000,江西省,2003,,,,,,
360000,江西省,2002,,,,,,
360000,江西省,2001,,,,,,
360000,江西省,2000,,,,,,
370000,山东省,2019,,,,,,
370000,山东省,2018,,,,,,
370000,山东省,2017,,,,,,
370000,山东省,2016,,,,,,
370000,山东省,2015,,70.0422,,171.1156,,
370000,山东省,2014,,32.7748,,222.1243,,
370000,山东省,2013,,16.4309,,185.9876,,
370000,山东省,2012,7.3,21.9,25.1,197.7,18655.9,50022.4
370000,山东省,2011,5.6175,21.5981,14.1922,194.2281,18491.8,40409.6
370000,山东省,2010,5.0056,19.7426,10.4865,192.63,13446.4,27258.7
370000,山东省,2009,,,,,,
370000,山东省,2008,,,,,,
370000,山东省,2007,,,,,,
370000,山东省,2006,,,,,,
370000,山东省,2005,,,,,,
370000,山东省,2004,,,,,,
370000,山东省,2003,,,,,,
370000,山东省,2002,,,,,,
370000,山东省,2001,,,,,,
370000,山东省,2000,,,,,,
410000,河南省,2019,,,,,,
410000,河南省,2018,,,,,,
410000,河南省,2017,,,,,,
410000,河南省,2016,,,,,,
410000,河南省,2015,,71.0066,,305.8581,,
410000,河南省,2014,,63.893,,325.12,,
410000,河南省,2013,,70.9483,,353.4105,,
410000,河南省,2012,23.4,65.8,109.0,298.9,20910.0,65509
410000,河南省,2011,12.0567,92.6096,54.9722,373.7863,21027.4,62121.5
410000,河南省,2010,8.3408,102.2946,48.1731,384.5642,16789.2,41149.3
410000,河南省,2009,,,,,,
410000,河南省,2008,,,,,,
410000,河南省,2007,,,,,,
410000,河南省,2006,,,,,,
410000,河南省,2005,,,,,,
410000,河南省,2004,,,,,,
410000,河南省,2003,,,,,,
410000,河南省,2002,,,,,,
410000,河南省,2001,,,,,,
410000,河南省,2000,,,,,,
420000,湖北省,2019,,,,,,
420000,湖北省,2018,,,,,,
420000,湖北省,2017,,,,,,
420000,湖北省,2016,,,,,,
420000,湖北省,2015,,87.2531,,216.9473,,
420000,湖北省,2014,,136.8879,,263.637,,
420000,湖北省,2013,,103.6339,,241.9075,,
420000,湖北省,2012,18.9,120.3,60.1,251.8,29973.3,50397.4
420000,湖北省,2011,16.3572,138.8986,31.7323,238.1807,32109.3,44179.2
420000,湖北省,2010,11.2361,132.6929,25.1721,221.6381,17790.8,22273.1
420000,湖北省,2009,,,,,,
420000,湖北省,2008,,,,,,
420000,湖北省,2007,,,,,,
420000,湖北省,2006,,,,,,
420000,湖北省,2005,,,,,,
420000,湖北省,2004,,,,,,
420000,湖北省,2003,,,,,,
420000,湖北省,2002,,,,,,
420000,湖北省,2001,,,,,,
420000,湖北省,2000,,,,,,
430000,湖南省,2019,,,,,,
430000,湖南省,2018,,,,,,
430000,湖南省,2017,,,,,,
430000,湖南省,2016,,,,,,
430000,湖南省,2015,,136.5025,,267.961,,
430000,湖南省,2014,,116.7786,,261.9463,,
430000,湖南省,2013,,90.2513,,213.8891,,
430000,湖南省,2012,38.9,73.9,87.1,191.7,39646.4,69153.7
430000,湖南省,2011,42.667,81.3382,114.3548,233.0483,37394.7,61571
430000,湖南省,2010,30.5305,95.1514,59.9368,216.4389,27285.4,42677
430000,湖南省,2009,,,,,,
430000,湖南省,2008,,,,,,
430000,湖南省,2007,,,,,,
430000,湖南省,2006,,,,,,
430000,湖南省,2005,,,,,,
430000,湖南省,2004,,,,,,
430000,湖南省,2003,,,,,,
430000,湖南省,2002,,,,,,
430000,湖南省,2001,,,,,,
430000,湖南省,2000,,,,,,
440000,广东省,2019,,,,,,
440000,广东省,2018,,,,,,
440000,广东省,2017,,,,,,
440000,广东省,2016,,,,,,
440000,广东省,2015,,138.332,,103.6888,,
440000,广东省,2014,,85.7794,,145.5188,,
440000,广东省,2013,,40.8401,,167.3262,,
440000,广东省,2012,33.5,36.1,30.1,194.6,23363.0,34493.9
440000,广东省,2011,34.2146,33.0245,54.8759,163.817,21982.2,31078.2
440000,广东省,2010,27.2465,28.3611,27.9,158.3326,15751.7,17850.1
440000,广东省,2009,,,,,,
440000,广东省,2008,,,,,,
440000,广东省,2007,,,,,,
440000,广东省,2006,,,,,,
440000,广东省,2005,,,,,,
440000,广东省,2004,,,,,,
440000,广东省,2003,,,,,,
440000,广东省,2002,,,,,,
440000,广东省,2001,,,,,,
440000,广东省,2000,,,,,,
450000,广西壮族自治区,2019,,,,,,
450000,广西壮族自治区,2018,,,,,,
450000,广西壮族自治区,2017,,,,,,
450000,广西壮族自治区,2016,,,,,,
450000,广西壮族自治区,2015,,14.8784,,186.0604,,
450000,广西壮族自治区,2014,,21.5286,,253.8267,,
450000,广西壮族自治区,2013,,25.0598,,243.9585,,
450000,广西壮族自治区,2012,8.2,22.8,46.9,226.1,10763.9,54999.8
450000,广西壮族自治区,2011,7.635,23.9185,33.6141,223.8492,9187.5,41749.2
450000,广西壮族自治区,2010,6.0629,18.4673,23.2613,236.6826,5372.8,24598.7
450000,广西壮族自治区,2009,,,,,,
450000,广西壮族自治区,2008,,,,,,
450000,广西壮族自治区,2007,,,,,,
450000,广西壮族自治区,2006,,,,,,
450000,广西壮族自治区,2005,,,,,,
450000,广西壮族自治区,2004,,,,,,
450000,广西壮族自治区,2003,,,,,,
450000,广西壮族自治区,2002,,,,,,
450000,广西壮族自治区,2001,,,,,,
450000,广西壮族自治区,2000,,,,,,
460000,海南省,2019,,,,,,
460000,海南省,2018,,,,,,
460000,海南省,2017,,,,,,
460000,海南省,2016,,,,,,
460000,海南省,2015,,11.9319,,23.7664,,
460000,海南省,2014,,11.2962,,27.4431,,
460000,海南省,2013,,10.8333,,27.6681,,
460000,海南省,2012,5.5,15.1,10.0,30.9,8047.0,14066.9
460000,海南省,2011,5.0932,17.4309,12.8872,30.5164,4594.4,10659
460000,海南省,2010,5.054,16.8397,9.0789,26.5305,3932.4,7255.4
460000,海南省,2009,,,,,,
460000,海南省,2008,,,,,,
460000,海南省,2007,,,,,,
460000,海南省,2006,,,,,,
460000,海南省,2005,,,,,,
460000,海南省,2004,,,,,,
460000,海南省,2003,,,,,,
460000,海南省,2002,,,,,,
460000,海南省,2001,,,,,,
460000,海南省,2000,,,,,,
500000,重庆市,2019,,,,,,
500000,重庆市,2018,,,,,,
500000,重庆市,2017,,,,,,
500000,重庆市,2016,,,,,,
500000,重庆市,2015,,62.3846,,90.2506,,
500000,重庆市,2014,,61.9569,,113.6501,,
500000,重庆市,2013,,73.2678,,130.5887,,
500000,重庆市,2012,62.2,73.0,92.4,120.3,25185.5,39499.3
500000,重庆市,2011,43.6375,76.834,92.7237,152.4323,20734.4,34482.6
500000,重庆市,2010,28.1692,79.5758,76.3905,149.485,13354.4,20510.5
500000,重庆市,2009,,,,,,
500000,重庆市,2008,,,,,,
500000,重庆市,2007,,,,,,
500000,重庆市,2006,,,,,,
500000,重庆市,2005,,,,,,
500000,重庆市,2004,,,,,,
500000,重庆市,2003,,,,,,
500000,重庆市,2002,,,,,,
500000,重庆市,2001,,,,,,
500000,重庆市,2000,,,,,,
510000,四川省,2019,,,,,,
510000,四川省,2018,,,,,,
510000,四川省,2017,,,,,,
510000,四川省,2016,,,,,,
510000,四川省,2015,,158.6227,,417.986,,
510000,四川省,2014,,155.3654,,475.2619,,
510000,四川省,2013,,149.3457,,473.4504,,
510000,四川省,2012,78.2,94.3,249.8,403.0,56937.0,124436.9
510000,四川省,2011,112.5069,91.1143,298.1856,431.6802,56389.1,113241.9
510000,四川省,2010,63.2445,72.23,144.9414,400.7241,38556.0,75184.2
510000,四川省,2009,,,,,,
510000,四川省,2008,,,,,,
510000,四川省,2007,,,,,,
510000,四川省,2006,,,,,,
510000,四川省,2005,,,,,,
510000,四川省,2004,,,,,,
510000,四川省,2003,,,,,,
510000,四川省,2002,,,,,,
510000,四川省,2001,,,,,,
510000,四川省,2000,,,,,,
520000,贵州省,2019,,,,,,
520000,贵州省,2018,,,,,,
520000,贵州省,2017,,,,,,
520000,贵州省,2016,,,,,,
520000,贵州省,2015,,26.8175,,269.0628,,
520000,贵州省,2014,,33.6152,,319.5982,,
520000,贵州省,2013,,45.4224,,446.1035,,
520000,贵州省,2012,5.6,49.0,38.6,504.2,12478.6,66977.4
520000,贵州省,2011,14.6465,37.5841,85.9133,450.9552,11790.7,66053.2
520000,贵州省,2010,7.7413,32.3687,78.9671,400.7825,6498.9,34258.9
520000,贵州省,2009,,,,,,
520000,贵州省,2008,,,,,,
520000,贵州省,2007,,,,,,
520000,贵州省,2006,,,,,,
520000,贵州省,2005,,,,,,
520000,贵州省,2004,,,,,,
520000,贵州省,2003,,,,,,
520000,贵州省,2002,,,,,,
520000,贵州省,2001,,,,,,
520000,贵州省,2000,,,,,,
530000,云南省,2019,,,,,,
530000,云南省,2018,,,,,,
530000,云南省,2017,,,,,,
530000,云南省,2016,,,,,,
530000,云南省,2015,,95.7531,,525.073,,
530000,云南省,2014,,106.322,,453.7519,,
530000,云南省,2013,,104.1581,,454.9282,,
530000,云南省,2012,17.4,101.1,69.1,492.9,21968.8,77520.1
530000,云南省,2011,17.7027,99.1192,65.6955,510.7334,20768.1,69579.2
530000,云南省,2010,13.9859,105.1107,55.6874,476.293,15162.7,45656.6
530000,云南省,2009,,,,,,
530000,云南省,2008,,,,,,
530000,云南省,2007,,,,,,
530000,云南省,2006,,,,,,
530000,云南省,2005,,,,,,
530000,云南省,2004,,,,,,
530000,云南省,2003,,,,,,
530000,云南省,2002,,,,,,
530000,云南省,2001,,,,,,
530000,云南省,2000,,,,,,
540000,西藏自治区,2019,,,,,,
540000,西藏自治区,2018,,,,,,
540000,西藏自治区,2017,,,,,,
540000,西藏自治区,2016,,,,,,
540000,西藏自治区,2015,,5.5143,,1.5626,,
540000,西藏自治区,2014,,3.0636,,1.8376,,
540000,西藏自治区,2013,,0.0665,,1.0541,,
540000,西藏自治区,2012,0.3,,3.4,0.7,640.3,11166.8
540000,西藏自治区,2011,0.1521,,1.9291,0.6098,680.1,4359.4
540000,西藏自治区,2010,0.4903,0.0864,2.6945,5.1308,3062.9,6175.2
540000,西藏自治区,2009,,,,,,
540000,西藏自治区,2008,,,,,,
540000,西藏自治区,2007,,,,,,
540000,西藏自治区,2006,,,,,,
540000,西藏自治区,2005,,,,,,
540000,西藏自治区,2004,,,,,,
540000,西藏自治区,2003,,,,,,
540000,西藏自治区,2002,,,,,,
540000,西藏自治区,2001,,,,,,
540000,西藏自治区,2000,,,,,,
610000,陕西省,2019,,,,,,
610000,陕西省,2018,,,,,,
610000,陕西省,2017,,,,,,
610000,陕西省,2016,,,,,,
610000,陕西省,2015,,12.1446,,62.3419,,
610000,陕西省,2014,,10.3254,,81.1373,,
610000,陕西省,2013,,11.1191,,90.7916,,
610000,陕西省,2012,6.3,9.1,36.6,79.7,19365.2,54324.4
610000,陕西省,2011,11.0656,11.0952,44.8046,109.6018,27376.4,56289.4
610000,陕西省,2010,10.9653,9.7297,31.8769,107.3369,16735.2,37098.3
610000,陕西省,2009,,,,,,
610000,陕西省,2008,,,,,,
610000,陕西省,2007,,,,,,
610000,陕西省,2006,,,,,,
610000,陕西省,2005,,,,,,
610000,陕西省,2004,,,,,,
610000,陕西省,2003,,,,,,
610000,陕西省,2002,,,,,,
610000,陕西省,2001,,,,,,
610000,陕西省,2000,,,,,,
620000,甘肃省,2019,,,,,,
620000,甘肃省,2018,,,,,,
620000,甘肃省,2017,,,,,,
620000,甘肃省,2016,,,,,,
620000,甘肃省,2015,,64.8627,,344.8506,,
620000,甘肃省,2014,,77.2431,,340.9308,,
620000,甘肃省,2013,,83.9808,,330.3193,,
620000,甘肃省,2012,19.0,20.8,54.7,90.5,22774.0,63037.5
620000,甘肃省,2011,15.6156,16.2266,38.6221,82.5059,20275.3,60149.5
620000,甘肃省,2010,16.6405,17.6839,52.0855,84.9136,13364.1,38359.7
620000,甘肃省,2009,,,,,,
620000,甘肃省,2008,,,,,,
620000,甘肃省,2007,,,,,,
620000,甘肃省,2006,,,,,,
620000,甘肃省,2005,,,,,,
620000,甘肃省,2004,,,,,,
620000,甘肃省,2003,,,,,,
620000,甘肃省,2002,,,,,,
620000,甘肃省,2001,,,,,,
620000,甘肃省,2000,,,,,,
630000,青海省,2019,,,,,,
630000,青海省,2018,,,,,,
630000,青海省,2017,,,,,,
630000,青海省,2016,,,,,,
630000,青海省,2015,,19.3071,,47.8049,,
630000,青海省,2014,,20.8529,,45.738,,
630000,青海省,2013,,20.7,,42.8195,,
630000,青海省,2012,24.4,20.9,46.5,41.0,11306.5,20563.7
630000,青海省,2011,25.0946,22.1506,47.59,42.8805,14311.3,19907.2
630000,青海省,2010,31.5587,20.4597,53.1878,41.4418,7178.7,13772.6
630000,青海省,2009,,,,,,
630000,青海省,2008,,,,,,
630000,青海省,2007,,,,,,
630000,青海省,2006,,,,,,
630000,青海省,2005,,,,,,
630000,青海省,2004,,,,,,
630000,青海省,2003,,,,,,
630000,青海省,2002,,,,,,
630000,青海省,2001,,,,,,
630000,青海省,2000,,,,,,
640000,宁夏回族自治区,2019,,,,,,
640000,宁夏回族自治区,2018,,,,,,
640000,宁夏回族自治区,2017,,,,,,
640000,宁夏回族自治区,2016,,,,,,
640000,宁夏回族自治区,2015,,18.4082,,25.0875,,
640000,宁夏回族自治区,2014,,15.4872,,26.3147,,
640000,宁夏回族自治区,2013,,10.9033,,33.6438,,
640000,宁夏回族自治区,2012,12.2,14.8,23.7,26.2,6722.7,11856.5
640000,宁夏回族自治区,2011,21.5234,15.7687,40.8284,38.2688,7119.5,12862.8
640000,宁夏回族自治区,2010,9.1185,19.2245,20.2914,37.0434,5199.4,10165.2
640000,宁夏回族自治区,2009,,,,,,
640000,宁夏回族自治区,2008,,,,,,
640000,宁夏回族自治区,2007,,,,,,
640000,宁夏回族自治区,2006,,,,,,
640000,宁夏回族自治区,2005,,,,,,
640000,宁夏回族自治区,2004,,,,,,
640000,宁夏回族自治区,2003,,,,,,
640000,宁夏回族自治区,2002,,,,,,
640000,宁夏回族自治区,2001,,,,,,
640000,宁夏回族自治区,2000,,,,,,
650000,新疆维吾尔自治区,2019,,,,,,
650000,新疆维吾尔自治区,2018,,,,,,
650000,新疆维吾尔自治区,2017,,,,,,
650000,新疆维吾尔自治区,2016,,,,,,
650000,新疆维吾尔自治区,2015,,92.6548,,141.7662,,
650000,新疆维吾尔自治区,2014,,85.2564,,131.2587,,
650000,新疆维吾尔自治区,2013,,78.1362,,100.8816,,
650000,新疆维吾尔自治区,2012,33.6,97.0,46.4,151.4,40209.6,33602.4
650000,新疆维吾尔自治区,2011,31.8127,90.466,33.4063,156.4199,38930.6,30133.6
650000,新疆维吾尔自治区,2010,19.272,75.4574,23.6105,164.8109,25768.0,24795
650000,新疆维吾尔自治区,2009,,,,,,
650000,新疆维吾尔自治区,2008,,,,,,
650000,新疆维吾尔自治区,2007,,,,,,
650000,新疆维吾尔自治区,2006,,,,,,
650000,新疆维吾尔自治区,2005,,,,,,
650000,新疆维吾尔自治区,2004,,,,,,
650000,新疆维吾尔自治区,2003,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,
