省份编码,省份,年份,亿元以上商品交易市场数(个),亿元以上商品交易市场摊位数(个),亿元以上商品交易市场营业面积(万平方米),亿元以上商品交易市场成交额(亿元),亿元以上商品交易批发市场成交额(亿元),亿元以上商品交易零售市场成交额(亿元)
220000,吉林省,2011,66,55911,308.8981,643.3319,385.1166,258.2153
220000,吉林省,2010,71,57856,298.3063,534.0331,421.8068,112.2263
220000,吉林省,2009,68,58680,298.6422,500.7419,250.8879,249.854
220000,吉林省,2008,70,59683,301.6159,486.6236,244.9209,241.7027
220000,吉林省,2007,,,,,,
220000,吉林省,2006,,,,,,
220000,吉林省,2005,,,,,,
220000,吉林省,2004,,,,,,
220000,吉林省,2003,,,,,,
220000,吉林省,2002,,,,,,
220000,吉林省,2001,,,,,,
220000,吉林省,2000,,,,,,
230000,黑龙江省,2019,56,36400,321.2567,801.0668,623.7861,177.2807
230000,黑龙江省,2018,61,40908,330.4606,999.2783,716.5838,282.6945
230000,黑龙江省,2017,78,48146,361.1489,1061.2626,740.0503,321.2123
230000,黑龙江省,2016,81,50925,365.0852,1086.1843,758.9344,327.2499
230000,黑龙江省,2015,82,53362,343.3811,1064.2004,737.4476,326.7528
230000,黑龙江省,2014,84,55264,319.0186,1104.0149,789.5041,314.5108
230000,黑龙江省,2013,93,63343,356.9816,1106.1061,775.627,330.4791
230000,黑龙江省,2012,99,67693,330.6092,1077.5514,845.899,231.6524
230000,黑龙江省,2011,97,64752,357.1649,937.9066,733.9908,203.9158
230000,黑龙江省,2010,89,57049,307.232,852.777,682.6522,170.1248
230000,黑龙江省,2009,87,55751,311.342,731.2489,590.2854,140.9635
230000,黑龙江省,2008,91,58494,301.282,618.5422,497.4455,121.0967
230000,黑龙江省,2007,,,,,,
230000,黑龙江省,2006,,,,,,
230000,黑龙江省,2005,,,,,,
230000,黑龙江省,2004,,,,,,
230000,黑龙江省,2003,,,,,,
230000,黑龙江省,2002,,,,,,
230000,黑龙江省,2001,,,,,,
230000,黑龙江省,2000,,,,,,
310000,上海市,2019,118,48625,414.5421,10116.2393,9500.7474,615.4919
310000,上海市,2018,127,52589,442.8782,9483.1543,8898.277,584.8773
310000,上海市,2017,134,54616,421.5698,8947.8618,8388.3291,559.5327
310000,上海市,2016,150,57904,517.4748,8598.6025,8114.2575,484.345
310000,上海市,2015,155,66210,788.6774,9113.9008,8663.1327,450.7681
310000,上海市,2014,158,69274,782.6105,8916.7969,8402.3024,514.4945
310000,上海市,2013,164,73196,728.773,9471.9572,8988.0746,483.8826
310000,上海市,2012,188,79512,963.8526,10778.6449,10279.8066,498.8383
310000,上海市,2011,180,75387,761.3024,6789.9138,6377.264,412.6498
310000,上海市,2010,179,73576,784.7399,6479.8737,5975.4908,504.3829
310000,上海市,2009,163,68714,799.114,4542.5069,4009.367,533.1399
310000,上海市,2008,156,64600,505.7376,4358.1263,3965.9812,392.1451
310000,上海市,2007,,,,,,
310000,上海市,2006,,,,,,
310000,上海市,2005,,,,,,
310000,上海市,2004,,,,,,
310000,上海市,2003,,,,,,
310000,上海市,2002,,,,,,
310000,上海市,2001,,,,,,
310000,上海市,2000,,,,,,
320000,江苏省,2019,447,324803,3721.2291,21259.2462,19438.1702,1821.076
320000,江苏省,2018,469,338172,3615.642,20730.0439,18804.6554,1925.3885
320000,江苏省,2017,487,341024,3510.0749,19796.5989,18034.0397,1762.5592
320000,江苏省,2016,501,344084,3211.5568,16900.8101,15121.8319,1778.9782
320000,江苏省,2015,513,349680,3183.727,15973.1075,14031.6234,1941.4841
320000,江苏省,2014,536,353900,3266.6137,17084.9489,15016.8007,2068.1482
320000,江苏省,2013,547,351917,3294.6936,16595.8217,14532.8228,2062.9989
320000,江苏省,2012,562,355612,3314.686,15659.242,13661.2832,1997.9588
320000,江苏省,2011,575,346988,3027.634,14007.3129,12087.2463,1920.0666
320000,江苏省,2010,553,332515,2965.7713,11754.3115,10035.7384,1718.5731
320000,江苏省,2009,528,306038,2780.7112,9225.9162,7831.252,1394.6642
320000,江苏省,2008,534,289887,2636.6512,8820.144,7404.2999,1415.8441
320000,江苏省,2007,,,,,,
320000,江苏省,2006,,,,,,
320000,江苏省,2005,,,,,,
320000,江苏省,2004,,,,,,
320000,江苏省,2003,,,,,,
320000,江苏省,2002,,,,,,
320000,江苏省,2001,,,,,,
320000,江苏省,2000,,,,,,
330000,浙江省,2019,668,416955,3174.0405,18291.6034,15516.8965,2774.7069
330000,浙江省,2018,703,432187,3177.8427,17960.3781,15165.896,2794.4821
330000,浙江省,2017,725,442959,3185.7015,17279.814,14572.9356,2706.8784
330000,浙江省,2016,756,446033,3142.1445,16540.5467,13823.4415,2717.1052
330000,浙江省,2015,751,445835,3062.3322,16131.4431,13533.7326,2597.7105
330000,浙江省,2014,766,466119,3015.2892,15524.9661,13075.8113,2449.1548
330000,浙江省,2013,767,463648,2980.4686,14840.3313,12441.8977,2398.4336
330000,浙江省,2012,764,457275,2874.6728,13769.2506,11601.9291,2167.3215
330000,浙江省,2011,730,431884,2876.0526,13099.7099,10957.2355,2142.4744
330000,浙江省,2010,695,401164,2511.4588,11592.24,9485.9873,2106.2527
330000,浙江省,2009,672,393213,2304.082,9652.274,7845.2724,1807.0016
330000,浙江省,2008,639,366332,2170.8428,8953.3284,7294.7656,1658.5628
330000,浙江省,2007,,,,,,
330000,浙江省,2006,,,,,,
330000,浙江省,2005,,,,,,
330000,浙江省,2004,,,,,,
330000,浙江省,2003,,,,,,
330000,浙江省,2002,,,,,,
330000,浙江省,2001,,,,,,
330000,浙江省,2000,,,,,,
340000,安徽省,2019,111,113685,1274.2116,2925.3409,2568.9177,356.4232
340000,安徽省,2018,124,122370,1272.7076,3022.9733,2683.8416,339.1317
340000,安徽省,2017,129,123276,1246.2836,3037.7156,2684.8774,352.8382
340000,安徽省,2016,131,122802,1273.179,2710.3505,2371.2927,339.0578
340000,安徽省,2015,136,120733,1292.9602,2566.8795,2257.9844,308.8951
340000,安徽省,2014,130,115681,1139.9428,2697.239,2429.3781,267.8609
340000,安徽省,2013,138,111894,1093.2741,2903.3322,2633.1941,270.1381
340000,安徽省,2012,143,112124,1068.2938,2428.786,2185.7276,243.0584
340000,安徽省,2011,135,94122,909.1407,2190.9498,1942.4862,248.4636
340000,安徽省,2010,135,85502,778.4845,1737.3192,1537.869,199.4502
340000,安徽省,2009,133,79956,714.4867,1399.0986,1220.755,178.3436
340000,安徽省,2008,122,76789,632.2618,1203.5013,992.838,210.6633
340000,安徽省,2007,,,,,,
340000,安徽省,2006,,,,,,
340000,安徽省,2005,,,,,,
340000,安徽省,2004,,,,,,
340000,安徽省,2003,,,,,,
340000,安徽省,2002,,,,,,
340000,安徽省,2001,,,,,,
340000,安徽省,2000,,,,,,
350000,福建省,2019,109,43062,307.7703,1488.3949,1232.5173,255.8776
350000,福建省,2018,114,44578,320.549,1560.9693,1241.7931,319.1762
350000,福建省,2017,118,45531,330.945,1498.3371,1204.1948,294.1423
350000,福建省,2016,125,48549,332.3888,1612.2106,1259.334,352.8766
350000,福建省,2015,135,50958,360.4501,1582.6125,1215.5564,367.0561
350000,福建省,2014,155,56154,381.1385,1733.6629,1329.6604,404.0025
350000,福建省,2013,162,57459,376.4244,1713.5577,1362.4591,351.0986
350000,福建省,2012,161,55547,351.0,1585.8597,1237.5946,348.2651
350000,福建省,2011,159,55039,333.6967,1540.0586,1101.1422,438.9164
350000,福建省,2010,159,55388,351.6241,1333.9532,889.5501,444.4031
350000,福建省,2009,155,53089,312.998,1193.7052,850.481,343.2242
350000,福建省,2008,152,54085,314.327,1069.7781,733.8635,335.9146
350000,福建省,2007,,,,,,
350000,福建省,2006,,,,,,
350000,福建省,2005,,,,,,
350000,福建省,2004,,,,,,
350000,福建省,2003,,,,,,
350000,福建省,2002,,,,,,
350000,福建省,2001,,,,,,
350000,福建省,2000,,,,,,
360000,江西省,2019,109,94551,826.858,2210.0602,1920.7094,289.3508
360000,江西省,2018,105,96172,754.7577,2083.0858,1799.4004,283.6854
360000,江西省,2017,97,89465,658.1872,1979.4625,1787.9973,191.4652
360000,江西省,2016,101,84173,593.9356,2066.157,1869.567,196.59
360000,江西省,2015,93,70449,413.512,1808.7331,1616.1706,192.5625
360000,江西省,2014,94,71021,412.9663,1762.94,1543.5026,219.4374
360000,江西省,2013,95,68855,366.0873,1683.4517,1460.7735,222.6782
360000,江西省,2012,95,67904,364.0174,1440.2052,1245.5758,194.6294
360000,江西省,2011,95,64818,359.4187,1317.1535,1136.1017,181.0518
360000,江西省,2010,93,62956,337.2646,1237.8711,1067.1899,170.6812
360000,江西省,2009,88,59620,331.3693,1047.5715,917.9915,129.58
360000,江西省,2008,88,56972,320.6788,903.1056,787.751,115.3546
360000,江西省,2007,,,,,,
360000,江西省,2006,,,,,,
360000,江西省,2005,,,,,,
360000,江西省,2004,,,,,,
360000,江西省,2003,,,,,,
360000,江西省,2002,,,,,,
360000,江西省,2001,,,,,,
360000,江西省,2000,,,,,,
370000,山东省,2019,371,285694,3143.8014,8544.0859,7874.7761,669.3098
370000,山东省,2018,418,304850,3384.2524,8538.4935,7938.9825,599.511
370000,山东省,2017,498,355642,3645.7552,9362.7852,8495.9058,866.8794
370000,山东省,2016,554,384567,3991.2291,9751.4748,8771.5172,979.9576
370000,山东省,2015,595,401629,4150.1886,9866.2938,8884.297,981.9968
370000,山东省,2014,579,395794,3972.5016,9663.2736,8625.0463,1038.2273
370000,山东省,2013,558,390642,3890.2961,9039.0067,8040.2061,998.8006
370000,山东省,2012,569,381965,3832.0698,8020.9924,7065.8784,955.114
370000,山东省,2011,555,364551,3649.988,7423.9976,6475.4557,948.5419
370000,山东省,2010,543,352628,3447.5871,6676.1769,5637.4658,1038.7111
370000,山东省,2009,536,340156,3343.2894,5451.7045,4757.5156,694.1889
370000,山东省,2008,520,316795,2864.2698,4688.2605,3960.2203,728.0402
370000,山东省,2007,,,,,,
370000,山东省,2006,,,,,,
370000,山东省,2005,,,,,,
370000,山东省,2004,,,,,,
370000,山东省,2003,,,,,,
370000,山东省,2002,,,,,,
370000,山东省,2001,,,,,,
370000,山东省,2000,,,,,,
410000,河南省,2019,128,105670,1166.9209,3231.5739,2832.4695,399.1044
410000,河南省,2018,138,112228,1254.2594,3280.7703,2865.0363,415.734
410000,河南省,2017,154,122514,1336.4956,3623.8783,3161.2223,462.656
410000,河南省,2016,144,120935,1289.2616,3573.0424,3152.7553,420.2871
410000,河南省,2015,151,121518,1274.0736,3348.9034,2950.5603,398.3431
410000,河南省,2014,164,144148,1268.0936,3138.4326,2800.6088,337.8238
410000,河南省,2013,170,126507,1166.6268,2726.2625,2390.8199,335.4426
410000,河南省,2012,180,134510,1111.453,2474.6631,2101.8688,372.7943
410000,河南省,2011,178,126929,1052.8287,2030.2517,1662.3307,367.921
410000,河南省,2010,170,113665,1019.1354,1539.7881,1253.5789,286.2092
410000,河南省,2009,140,96946,749.7855,1157.9606,988.2817,169.6789
410000,河南省,2008,140,92811,730.133,1124.0815,976.8984,147.1831
410000,河南省,2007,,,,,,
410000,河南省,2006,,,,,,
410000,河南省,2005,,,,,,
410000,河南省,2004,,,,,,
410000,河南省,2003,,,,,,
410000,河南省,2002,,,,,,
410000,河南省,2001,,,,,,
410000,河南省,2000,,,,,,
420000,湖北省,2019,117,70727,674.6325,2308.8044,1797.239,511.5654
420000,湖北省,2018,129,72517,679.2374,2080.6229,1460.1735,620.4494
420000,湖北省,2017,143,78164,663.9929,2252.2978,1577.4648,674.833
420000,湖北省,2016,151,76280,625.4594,2210.4214,1622.3442,588.0772
420000,湖北省,2015,157,78934,623.5705,2030.3708,1455.3687,575.0021
420000,湖北省,2014,153,77351,554.3419,2095.488,1504.5977,590.8903
420000,湖北省,2013,169,83467,593.6397,1860.1267,1427.8683,432.2584
420000,湖北省,2012,182,89202,596.3991,1855.4642,1443.6633,411.8009
420000,湖北省,2011,176,81416,561.4849,1459.0694,1080.191,378.8784
420000,湖北省,2010,160,79159,593.237,1268.7659,1001.9746,266.7913
420000,湖北省,2009,136,72997,513.9033,1173.3854,852.1513,321.2341
420000,湖北省,2008,137,66404,465.1686,969.34,705.6135,263.7265
420000,湖北省,2007,,,,,,
420000,湖北省,2006,,,,,,
420000,湖北省,2005,,,,,,
420000,湖北省,2004,,,,,,
420000,湖北省,2003,,,,,,
420000,湖北省,2002,,,,,,
420000,湖北省,2001,,,,,,
420000,湖北省,2000,,,,,,
430000,湖南省,2019,303,169828,1108.8042,4339.077,3428.1178,910.9592
430000,湖南省,2018,309,181972,1129.7369,4030.8904,3113.5719,917.3185
430000,湖南省,2017,326,180645,1130.2687,3939.9574,3094.5527,845.4047
430000,湖南省,2016,327,179896,1135.1649,3346.4978,2540.0652,806.4326
430000,湖南省,2015,328,179398,1092.8379,3256.2413,2440.2007,816.0406
430000,湖南省,2014,326,185316,1055.5795,3190.0324,2362.2336,827.7988
430000,湖南省,2013,327,185758,1058.729,3169.1542,2367.057,802.0972
430000,湖南省,2012,320,184624,1036.7863,2969.6555,2248.4602,721.1953
430000,湖南省,2011,313,182225,967.0724,2488.6043,1693.9467,794.6576
430000,湖南省,2010,290,170099,883.83,2074.5597,1395.1834,679.3763
430000,湖南省,2009,263,162019,807.3954,1706.7196,1160.8933,545.8263
430000,湖南省,2008,263,153709,803.9307,1452.9034,852.332,600.5714
430000,湖南省,2007,,,,,,
430000,湖南省,2006,,,,,,
430000,湖南省,2005,,,,,,
430000,湖南省,2004,,,,,,
430000,湖南省,2003,,,,,,
430000,湖南省,2002,,,,,,
430000,湖南省,2001,,,,,,
430000,湖南省,2000,,,,,,
440000,广东省,2019,286,193947,1790.1812,5495.8039,4839.3024,656.5015
440000,广东省,2018,303,187212,1801.5057,5309.9757,4651.4264,658.5493
440000,广东省,2017,317,193707,1759.354,5462.9435,4746.446,716.4975
440000,广东省,2016,336,201205,1882.918,5512.9402,4785.1524,727.7878
440000,广东省,2015,336,205762,2011.9619,5576.6284,4838.0624,738.566
440000,广东省,2014,344,207681,1980.2445,5657.0218,4976.6436,680.3782
440000,广东省,2013,364,214964,1962.097,5418.1528,4697.3878,720.765
440000,广东省,2012,384,215863,2097.9979,5506.4849,4833.0936,673.3913
440000,广东省,2011,370,193857,2025.4017,5105.7528,4416.4759,689.2769
440000,广东省,2010,378,192367,1897.0765,4827.3955,4103.9102,723.4853
440000,广东省,2009,340,169977,1664.0216,3765.3749,3173.1581,592.2168
440000,广东省,2008,334,165375,1732.2392,3498.5082,2884.1008,614.4074
440000,广东省,2007,,,,,,
440000,广东省,2006,,,,,,
440000,广东省,2005,,,,,,
440000,广东省,2004,,,,,,
440000,广东省,2003,,,,,,
440000,广东省,2002,,,,,,
440000,广东省,2001,,,,,,
440000,广东省,2000,,,,,,
450000,广西壮族自治区,2019,67,65190,343.7168,1276.9283,1073.4153,203.513
450000,广西壮族自治区,2018,78,73335,375.8006,1195.9905,999.1274,196.8631
450000,广西壮族自治区,2017,86,77230,399.5467,1052.6937,864.781,187.9127
450000,广西壮族自治区,2016,95,79224,414.5585,954.678,776.1713,178.5067
450000,广西壮族自治区,2015,91,67931,437.3259,913.67,736.6217,177.0483
450000,广西壮族自治区,2014,92,69126,449.2857,1149.5544,972.1375,177.4169
450000,广西壮族自治区,2013,91,70123,448.7532,1200.5889,1032.5546,168.0343
450000,广西壮族自治区,2012,95,70244,472.9794,1116.1779,935.9364,180.2415
450000,广西壮族自治区,2011,91,69123,437.212,1070.9809,850.7841,220.1968
450000,广西壮族自治区,2010,89,62457,338.8013,960.925,792.628,168.297
450000,广西壮族自治区,2009,87,57975,344.9488,806.8593,682.4773,124.382
450000,广西壮族自治区,2008,88,59366,352.6246,753.5568,598.2103,155.3465
450000,广西壮族自治区,2007,,,,,,
450000,广西壮族自治区,2006,,,,,,
450000,广西壮族自治区,2005,,,,,,
450000,广西壮族自治区,2004,,,,,,
450000,广西壮族自治区,2003,,,,,,
450000,广西壮族自治区,2002,,,,,,
450000,广西壮族自治区,2001,,,,,,
450000,广西壮族自治区,2000,,,,,,
460000,海南省,2019,8,5080,55.1838,152.16,137.681,14.479
460000,海南省,2018,4,2405,107.06,36.7871,19.2081,17.579
460000,海南省,2017,5,2680,70.33,42.4736,31.521,10.9526
460000,海南省,2016,5,3103,70.43,43.0788,31.6506,11.4282
460000,海南省,2015,7,4597,76.63,52.5684,30.999,21.5694
460000,海南省,2014,8,4993,76.9138,50.805,31.5711,19.2339
460000,海南省,2013,7,4000,9.83,19.6544,2.7525,16.9019
460000,海南省,2012,8,4324,9.7373,18.517,3.544,14.973
460000,海南省,2011,8,4459,9.4373,18.0826,3.5913,14.4913
460000,海南省,2010,7,4089,9.7445,16.302,2.7054,13.5966
460000,海南省,2009,7,3875,5.4645,15.9433,3.1054,12.8379
460000,海南省,2008,8,4306,5.5145,16.7078,2.8883,13.8195
460000,海南省,2007,,,,,,
460000,海南省,2006,,,,,,
460000,海南省,2005,,,,,,
460000,海南省,2004,,,,,,
460000,海南省,2003,,,,,,
460000,海南省,2002,,,,,,
460000,海南省,2001,,,,,,
460000,海南省,2000,,,,,,
500000,重庆市,2019,135,91296,760.9206,3781.7606,3367.8934,413.8672
500000,重庆市,2018,141,95190,769.3641,3596.6037,3163.0402,433.5635
500000,重庆市,2017,146,96939,774.3562,3532.4837,3074.5265,457.9572
500000,重庆市,2016,151,99654,803.9363,3586.5293,3128.22,458.3093
500000,重庆市,2015,153,100207,827.7138,3412.8682,2973.9697,438.8985
500000,重庆市,2014,149,101736,806.0986,3406.3093,2993.6323,412.677
500000,重庆市,2013,144,91490,742.999,3307.2063,2777.1573,530.049
500000,重庆市,2012,133,87047,655.0002,3130.7225,2645.8412,484.8813
500000,重庆市,2011,129,85298,621.6028,2987.3359,2438.9391,548.3968
500000,重庆市,2010,119,80570,586.005,2457.949,2023.1882,434.7608
500000,重庆市,2009,107,68626,495.1364,1582.7115,1348.4768,234.2347
500000,重庆市,2008,101,67992,477.7086,1302.5718,1084.2037,218.3681
500000,重庆市,2007,,,,,,
500000,重庆市,2006,,,,,,
500000,重庆市,2005,,,,,,
500000,重庆市,2004,,,,,,
500000,重庆市,2003,,,,,,
500000,重庆市,2002,,,,,,
500000,重庆市,2001,,,,,,
500000,重庆市,2000,,,,,,
510000,四川省,2019,109,126170,1216.9419,3061.9864,2858.3673,203.6191
510000,四川省,2018,112,127893,1220.39,2980.7251,2779.9014,200.8237
510000,四川省,2017,127,133589,1314.9385,2825.0201,2608.1816,216.8385
510000,四川省,2016,132,149586,1224.6656,2426.7501,2187.2849,239.4652
510000,四川省,2015,134,146431,1189.7887,2748.9289,2535.9783,212.9506
510000,四川省,2014,125,144245,1187.8458,2704.09,2503.6162,200.4738
510000,四川省,2013,118,129962,934.4475,2150.4978,1917.4646,233.0332
510000,四川省,2012,114,112559,637.4404,1714.1622,1473.427,240.7352
510000,四川省,2011,112,102610,583.4361,1516.812,1223.4869,293.3251
510000,四川省,2010,105,98122,545.8848,1152.0108,991.8591,160.1517
510000,四川省,2009,90,90676,453.515,1015.5405,880.1835,135.357
510000,四川省,2008,90,85206,363.4364,774.3577,615.8796,158.4781
510000,四川省,2007,,,,,,
510000,四川省,2006,,,,,,
510000,四川省,2005,,,,,,
510000,四川省,2004,,,,,,
510000,四川省,2003,,,,,,
510000,四川省,2002,,,,,,
510000,四川省,2001,,,,,,
510000,四川省,2000,,,,,,
520000,贵州省,2019,54,46626,507.6834,1553.6628,1416.9815,136.6813
520000,贵州省,2018,58,49952,568.8846,1362.2266,1137.9355,224.2911
520000,贵州省,2017,54,48918,596.435,1097.4515,879.1262,218.3253
520000,贵州省,2016,58,48895,528.1229,1026.1579,830.4341,195.7238
520000,贵州省,2015,60,31945,285.8678,686.3355,532.1756,154.1599
520000,贵州省,2014,62,36736,302.2294,691.5943,562.5782,129.0161
520000,贵州省,2013,47,25621,196.9237,469.1304,412.8253,56.3051
520000,贵州省,2012,39,21680,146.3109,418.0301,369.5097,48.5204
