省份编码,省份,年份,连锁零售企业总店数(个),连锁零售企业门店总数(个),连锁零售企业年末从业人数(万人),连锁零售企业年末零售营业面积(万平方米),连锁零售企业商品销售额(亿元),连锁零售企业商品购进总额(亿元),连锁零售企业统一配送商品购进额(亿元)
150000,内蒙古自治区,2014,17,262,0.483,24.496,39.8187,32.8939,28.72328
150000,内蒙古自治区,2013,17,255,0.5548,23.043,38.6775,31.8619,27.65214
150000,内蒙古自治区,2012,17,236,0.5022,21.3629,28.97993,27.08339,23.36951
150000,内蒙古自治区,2011,17,1772,1.4176,42.9312,564.64403,556.83386,554.08544
150000,内蒙古自治区,2010,,1775,1.46,37.4,467.5,463.0,455.5
150000,内蒙古自治区,2009,,1743,1.3441,33.6539,360.2209,361.4442,360.9134
150000,内蒙古自治区,2008,,1689,1.3271,33.0287,307.88493,305.5065,305.13174
150000,内蒙古自治区,2007,,1631,2.505,371.4441,220.1113,221.764,221.4429
150000,内蒙古自治区,2006,,1627,2.4981,363.2658,176.4166,175.7564,175.2946
150000,内蒙古自治区,2005,,,,,,,
150000,内蒙古自治区,2004,,,,,,,
150000,内蒙古自治区,2003,,,,,,,
150000,内蒙古自治区,2002,,,,,,,
150000,内蒙古自治区,2001,,,,,,,
150000,内蒙古自治区,2000,,,,,,,
210000,辽宁省,2019,99,6628,4.9893,327.2436,612.2036,604.5323,389.944
210000,辽宁省,2018,99,7428,5.5015,332.6306,635.3856,639.9018,416.3293
210000,辽宁省,2017,92,6870,5.517,525.6744,717.7351,716.2973,502.2652
210000,辽宁省,2016,92,6584,6.0115,400.4098,694.7735,698.9959,498.3438
210000,辽宁省,2015,94,6136,6.2758,463.2436,787.1212,793.5463,612.2725
210000,辽宁省,2014,98,6157,6.5709,470.6556,941.6653,850.2981,676.4558
210000,辽宁省,2013,100,5925,6.5767,457.1829,895.3328,800.0054,470.12454
210000,辽宁省,2012,92,5836,6.8621,444.8786,986.2819,876.62936,557.85918
210000,辽宁省,2011,86,5547,5.7823,364.4058,860.11063,767.16647,590.71367
210000,辽宁省,2010,,5629,5.82,352.7,690.4,646.7,376.9
210000,辽宁省,2009,,5228,5.3404,239.0658,525.8744,464.823,317.5128
210000,辽宁省,2008,,4877,4.1164,240.7879,541.78038,413.82141,324.88924
210000,辽宁省,2007,,3040,3.0535,153.4781,446.3104,429.0245,402.8842
210000,辽宁省,2006,,3207,3.0919,255.7229,340.6775,326.9704,158.6451
210000,辽宁省,2005,,,,,,,
210000,辽宁省,2004,,,,,,,
210000,辽宁省,2003,,,,,,,
210000,辽宁省,2002,,,,,,,
210000,辽宁省,2001,,,,,,,
210000,辽宁省,2000,,,,,,,
220000,吉林省,2019,28,2312,1.2338,49.4631,157.1497,190.549,182.4921
220000,吉林省,2018,28,2165,1.3608,72.5185,177.8294,140.385,134.4599
220000,吉林省,2017,33,2011,1.3037,61.1681,177.5708,144.6124,137.7652
220000,吉林省,2016,26,1572,1.3065,55.7315,159.3638,140.9379,138.3556
220000,吉林省,2015,25,995,0.9131,30.2339,141.8373,124.2463,121.8361
220000,吉林省,2014,26,833,1.0195,32.4721,157.8385,128.6249,121.38173
220000,吉林省,2013,28,849,1.0491,36.8583,169.6919,149.1337,141.31505
220000,吉林省,2012,28,898,1.1586,50.1217,156.23704,148.07968,137.03903
220000,吉林省,2011,25,867,1.1666,59.2667,145.76895,136.74245,126.65828
220000,吉林省,2010,,852,1.25,155.8,104.7,103.4,88.3
220000,吉林省,2009,,790,0.9191,59.9909,87.2966,90.4657,72.9632
220000,吉林省,2008,,862,1.2557,74.2095,97.68489,49.71247,34.32611
220000,吉林省,2007,,455,0.5583,27.4791,22.4094,18.5327,15.7885
220000,吉林省,2006,,580,0.5927,49.6733,23.568,23.2035,18.9567
220000,吉林省,2005,,,,,,,
220000,吉林省,2004,,,,,,,
220000,吉林省,2003,,,,,,,
220000,吉林省,2002,,,,,,,
220000,吉林省,2001,,,,,,,
220000,吉林省,2000,,,,,,,
230000,黑龙江省,2019,33,1614,1.3336,42.0856,223.3847,196.9369,192.1144
230000,黑龙江省,2018,33,1480,1.417,48.4694,217.9824,211.5825,207.2041
230000,黑龙江省,2017,36,1845,1.8572,61.2559,244.5134,241.3377,220.8251
230000,黑龙江省,2016,36,1978,2.0055,97.4796,227.448,204.0557,183.9638
230000,黑龙江省,2015,36,1895,2.135,93.2876,238.7165,226.6063,187.1513
230000,黑龙江省,2014,36,1857,2.0239,77.0761,234.7343,204.4766,184.50251
230000,黑龙江省,2013,36,1725,2.2355,72.4037,233.336,245.7262,229.5489
230000,黑龙江省,2012,36,1761,2.2966,65.735,227.58998,233.52346,219.04534
230000,黑龙江省,2011,36,1520,2.1117,60.7067,244.43353,223.48143,211.36657
230000,黑龙江省,2010,,1082,1.79,57.7,170.2,180.4,167.2
230000,黑龙江省,2009,,937,1.5957,45.1613,134.7498,133.3709,122.214
230000,黑龙江省,2008,,1003,1.8841,40.2598,136.99025,126.88478,124.35522
230000,黑龙江省,2007,,782,1.3698,48.5074,102.6875,100.0852,88.996
230000,黑龙江省,2006,,1879,1.4174,52.185,238.5085,146.7606,142.6615
230000,黑龙江省,2005,,,,,,,
230000,黑龙江省,2004,,,,,,,
230000,黑龙江省,2003,,,,,,,
230000,黑龙江省,2002,,,,,,,
230000,黑龙江省,2001,,,,,,,
230000,黑龙江省,2000,,,,,,,
310000,上海市,2019,137,23234,27.6641,1214.8493,4292.5524,3571.3466,2782.3499
310000,上海市,2018,136,23079,27.919,1305.9273,4187.8476,3328.1496,2666.6854
310000,上海市,2017,104,17706,22.4823,1065.4188,3198.4035,2693.9957,2246.1435
310000,上海市,2016,107,18211,24.2496,1079.5669,3114.4443,2793.1539,2223.2359
310000,上海市,2015,97,18080,25.2676,1061.6113,2991.0745,2669.3508,2097.0838
310000,上海市,2014,95,18254,25.9838,1040.9385,3007.8587,2692.7019,2112.27224
310000,上海市,2013,88,17643,25.5892,915.6244,3593.0349,2833.381,2141.55136
310000,上海市,2012,87,19310,29.388,1027.7091,3605.55785,3170.54427,2558.08659
310000,上海市,2011,90,19658,30.8583,987.5547,3573.83467,2779.73599,2069.05501
310000,上海市,2010,,19196,30.38,895.7,3071.7,2249.6,1496.5
310000,上海市,2009,,17332,28.2226,794.6929,2722.4965,1998.2965,1246.1494
310000,上海市,2008,,16913,24.9255,729.8244,2381.64756,1547.20965,1199.7346
310000,上海市,2007,,16470,23.9139,872.0427,2333.9431,1747.8688,1642.1624
310000,上海市,2006,,11144,22.4725,839.5874,2048.1258,1455.5477,1384.2735
310000,上海市,2005,,,,,,,
310000,上海市,2004,,,,,,,
310000,上海市,2003,,,,,,,
310000,上海市,2002,,,,,,,
310000,上海市,2001,,,,,,,
310000,上海市,2000,,,,,,,
320000,江苏省,2019,177,20164,16.3712,1573.7047,3394.2842,3163.5709,3058.3736
320000,江苏省,2018,191,22353,27.5719,1932.5223,4635.1512,4348.6319,3833.2674
320000,江苏省,2017,186,21592,27.4882,2317.1879,4483.5083,4301.5697,3773.1862
320000,江苏省,2016,172,18172,31.801,2397.8762,4695.6064,4232.8931,3624.4239
320000,江苏省,2015,168,17868,36.0953,1933.0035,4475.4484,4046.5071,3487.0603
320000,江苏省,2014,168,18350,37.446,1954.291,3483.8969,3130.7176,3060.52718
320000,江苏省,2013,173,18459,38.676,1953.6729,4741.6102,3934.4538,3528.12456
320000,江苏省,2012,177,18300,38.8179,1873.0831,4851.52253,4401.84127,3706.65284
320000,江苏省,2011,166,18247,42.2079,1861.0314,5232.89011,4500.95684,3608.56209
320000,江苏省,2010,,17822,35.1,1734.2,4392.6,4128.9,3254.3
320000,江苏省,2009,,16172,32.577,1565.2287,3587.7875,3351.6454,3116.6201
320000,江苏省,2008,,15208,30.9167,1304.3371,3358.33323,3210.29811,2818.12373
320000,江苏省,2007,,11778,26.3923,942.6245,2799.8575,2602.2135,2220.8298
320000,江苏省,2006,,14343,25.2806,846.7058,2345.5425,2109.8284,1940.0458
320000,江苏省,2005,,,,,,,
320000,江苏省,2004,,,,,,,
320000,江苏省,2003,,,,,,,
320000,江苏省,2002,,,,,,,
320000,江苏省,2001,,,,,,,
320000,江苏省,2000,,,,,,,
330000,浙江省,2019,213,22298,11.4751,1076.6531,2300.4021,2094.8373,1776.5004
330000,浙江省,2018,221,23443,12.1913,1105.7926,2337.6851,2132.7983,1805.8102
330000,浙江省,2017,222,25291,14.1425,1130.9544,2116.2133,1928.8876,1687.9463
330000,浙江省,2016,223,26359,13.3131,1151.3147,2031.2075,1831.7913,1696.7178
330000,浙江省,2015,227,26453,14.2958,1147.8849,2004.9496,1841.7112,1708.0409
330000,浙江省,2014,230,27307,14.9322,1131.5799,2614.8043,2462.463,2282.46571
330000,浙江省,2013,231,28817,16.6641,1116.9896,2389.4753,2244.6095,2055.67594
330000,浙江省,2012,228,29496,17.7084,1082.8701,2302.4088,2138.40533,1915.08885
330000,浙江省,2011,233,27346,17.1298,1062.4906,2115.71093,1984.49802,1810.23437
330000,浙江省,2010,,24147,15.12,1022.2,1700.5,1589.0,1453.6
330000,浙江省,2009,,21941,14.1962,965.4441,1491.4882,1350.6768,1265.1216
330000,浙江省,2008,,20074,12.6247,905.45,1460.33602,1345.01641,1250.6451
330000,浙江省,2007,,17512,12.5942,836.4862,1160.5582,1231.5057,1149.8224
330000,浙江省,2006,,11189,8.7423,734.4797,941.5,854.484,781.0652
330000,浙江省,2005,,,,,,,
330000,浙江省,2004,,,,,,,
330000,浙江省,2003,,,,,,,
330000,浙江省,2002,,,,,,,
330000,浙江省,2001,,,,,,,
330000,浙江省,2000,,,,,,,
340000,安徽省,2019,70,6950,8.4353,690.2755,1614.8077,1505.1494,1031.423
340000,安徽省,2018,75,11603,9.1815,676.2938,1690.8592,1602.2821,1156.7159
340000,安徽省,2017,64,9850,9.2263,582.7334,1674.7285,1576.972,1124.0378
340000,安徽省,2016,68,9664,9.0304,545.3092,1561.7571,1528.7637,1092.1096
340000,安徽省,2015,72,9818,9.6595,559.8889,1571.4927,1589.5561,1169.8021
340000,安徽省,2014,72,9594,9.6411,557.7554,1663.3294,1651.7153,857.07194
340000,安徽省,2013,70,9667,9.9961,541.6577,1476.176,1572.0652,1199.19308
340000,安徽省,2012,69,9533,9.7743,533.1907,1501.48312,1444.67828,1131.77255
340000,安徽省,2011,64,8811,8.5909,455.1857,1341.87349,1285.59487,1010.61349
340000,安徽省,2010,,8120,8.21,382.9,1038.6,1020.1,477.9
340000,安徽省,2009,,7622,7.1569,318.7617,804.3242,803.9056,333.0273
340000,安徽省,2008,,7397,6.9331,315.5382,732.19047,675.05134,496.6103
340000,安徽省,2007,,6728,6.1601,229.9947,633.1247,567.7971,421.0152
340000,安徽省,2006,,6617,5.2393,267.0687,565.0431,511.4882,406.8134
340000,安徽省,2005,,,,,,,
340000,安徽省,2004,,,,,,,
340000,安徽省,2003,,,,,,,
340000,安徽省,2002,,,,,,,
340000,安徽省,2001,,,,,,,
340000,安徽省,2000,,,,,,,
350000,福建省,2019,179,12382,14.4163,1025.1945,1741.3395,1323.3071,414.4944
350000,福建省,2018,181,11719,11.9655,1166.9115,1673.5387,1382.7368,915.3504
350000,福建省,2017,188,10492,11.4209,1107.2341,1513.7934,1204.2405,779.6724
350000,福建省,2016,148,6619,9.3141,993.122,1236.8735,1062.563,731.4559
350000,福建省,2015,142,5782,8.843,889.3341,1234.7049,946.8617,617.0895
350000,福建省,2014,146,5250,8.7605,629.912,1363.4304,1048.1025,760.91444
350000,福建省,2013,143,4756,8.1564,681.7883,1246.1526,924.6993,626.48887
350000,福建省,2012,140,3922,7.7103,617.7368,1196.41826,877.20486,578.3224
350000,福建省,2011,131,3526,7.3683,530.5149,1079.31003,769.35045,473.12138
350000,福建省,2010,,2942,6.45,457.2,707.3,596.5,323.9
350000,福建省,2009,,2814,5.657,370.9074,535.5844,441.9599,352.6715
350000,福建省,2008,,2273,4.1964,231.9746,501.35696,313.11065,240.13327
350000,福建省,2007,,2012,3.8257,235.1503,465.5438,434.2658,202.9642
350000,福建省,2006,,2151,4.9285,202.0299,328.0077,296.4809,241.502
350000,福建省,2005,,,,,,,
350000,福建省,2004,,,,,,,
350000,福建省,2003,,,,,,,
350000,福建省,2002,,,,,,,
350000,福建省,2001,,,,,,,
350000,福建省,2000,,,,,,,
360000,江西省,2019,75,6242,4.5819,377.6926,1130.4481,562.1131,465.9636
360000,江西省,2018,75,5744,4.9271,370.8196,1025.6501,562.8481,463.7684
360000,江西省,2017,81,4840,5.2339,344.3203,1069.3022,628.9958,554.8985
360000,江西省,2016,84,4576,5.21,336.1785,1149.5459,699.0689,596.6254
360000,江西省,2015,87,4574,5.3329,326.4067,1174.8263,730.1346,621.5735
360000,江西省,2014,88,4242,5.4891,333.9526,1214.3196,714.3074,616.09898
360000,江西省,2013,81,3725,5.4221,294.8436,1124.8014,620.7769,581.65092
360000,江西省,2012,74,3389,5.1855,279.4733,1010.74014,548.72545,483.79727
360000,江西省,2011,69,2996,4.7913,292.1693,901.16527,461.92166,391.5549
360000,江西省,2010,,2793,4.16,240.9,713.4,382.8,328.3
360000,江西省,2009,,2270,3.2012,170.5622,390.3169,211.3665,142.0216
360000,江西省,2008,,1922,2.9332,176.2294,402.66897,169.73239,158.56694
360000,江西省,2007,,1795,2.901,150.7371,239.4655,225.8435,164.7783
360000,江西省,2006,,3180,3.6161,319.363,410.7118,366.3377,277.2376
360000,江西省,2005,,,,,,,
360000,江西省,2004,,,,,,,
360000,江西省,2003,,,,,,,
360000,江西省,2002,,,,,,,
360000,江西省,2001,,,,,,,
360000,江西省,2000,,,,,,,
370000,山东省,2019,181,16988,18.6237,2842.7375,2357.0738,2122.7722,1538.9013
370000,山东省,2018,168,15362,18.8257,2508.6064,2163.5036,1859.7404,1351.1092
370000,山东省,2017,167,13948,17.9417,1915.7691,2070.9388,1773.9243,1252.7945
370000,山东省,2016,149,12130,17.7135,1836.7636,2040.2259,1791.485,1229.3664
370000,山东省,2015,151,11383,17.5316,1702.8143,2017.8641,1777.8461,1133.5811
370000,山东省,2014,147,10733,17.08,1590.1715,2818.6146,2367.7552,1812.72895
370000,山东省,2013,150,11728,17.9176,1343.8081,2811.9819,2489.3256,1823.54219
370000,山东省,2012,139,10327,16.666,1209.7268,2459.71267,2183.79294,1539.994
370000,山东省,2011,139,9123,16.8018,1089.7454,2337.15686,2012.46654,1399.08016
370000,山东省,2010,,9224,14.46,983.2,2098.5,1772.3,1377.2
370000,山东省,2009,,9610,13.7655,1256.7369,1736.7191,1544.2353,1080.8866
370000,山东省,2008,,8757,10.7652,1064.015,1430.24258,1335.6443,943.45148
370000,山东省,2007,,8761,10.7907,623.8246,1358.6466,1195.6977,865.0515
370000,山东省,2006,,8399,10.5976,662.7893,1255.1563,1135.7934,909.6823
370000,山东省,2005,,,,,,,
370000,山东省,2004,,,,,,,
370000,山东省,2003,,,,,,,
370000,山东省,2002,,,,,,,
370000,山东省,2001,,,,,,,
370000,山东省,2000,,,,,,,
410000,河南省,2019,108,6151,6.5504,587.7456,903.3754,746.9016,420.8842
410000,河南省,2018,117,6127,6.0022,580.5037,885.9548,789.9342,456.3284
410000,河南省,2017,124,6130,6.6775,562.2721,882.0884,796.8754,439.7394
410000,河南省,2016,127,5590,6.6461,625.8664,876.8087,808.8795,467.1637
410000,河南省,2015,135,5368,6.7126,657.8454,855.3552,706.8096,449.3052
410000,河南省,2014,138,5321,6.8842,687.6166,903.4742,808.0087,505.48915
410000,河南省,2013,150,5514,7.2356,668.7128,866.9717,784.6589,484.76118
410000,河南省,2012,150,5370,7.3363,656.5854,806.17311,744.20198,490.50482
410000,河南省,2011,141,5719,7.0062,569.8143,720.55377,689.93638,373.06565
410000,河南省,2010,,6277,6.94,513.6,589.1,515.7,333.2
410000,河南省,2009,,8249,6.4062,483.495,474.873,423.0389,311.8257
410000,河南省,2008,,6658,5.8067,288.8713,451.46662,322.29737,254.87021
410000,河南省,2007,,11435,7.4481,696.9077,609.1301,547.9529,365.6671
410000,河南省,2006,,10554,6.8701,397.4685,476.3654,401.0189,329.6569
410000,河南省,2005,,,,,,,
410000,河南省,2004,,,,,,,
410000,河南省,2003,,,,,,,
410000,河南省,2002,,,,,,,
410000,河南省,2001,,,,,,,
410000,河南省,2000,,,,,,,
420000,湖北省,2019,141,12175,12.6737,694.1057,2195.719,1978.1944,1200.3039
420000,湖北省,2018,144,10667,12.7942,730.9062,2196.5937,1931.3949,1037.4792
420000,湖北省,2017,144,9605,12.643,709.5116,1960.953,1718.4658,1119.5504
420000,湖北省,2016,131,8665,13.0171,711.6169,1863.7993,1665.0696,1168.7765
420000,湖北省,2015,133,7765,13.659,718.195,1882.4692,1646.2081,1178.4391
420000,湖北省,2014,138,7357,14.5454,724.81,1871.6389,1667.7916,1224.73195
420000,湖北省,2013,115,5923,14.847,666.5732,1710.9236,1493.1416,1101.59593
420000,湖北省,2012,117,5330,14.5636,591.9604,1555.38154,1362.5132,1037.04976
420000,湖北省,2011,106,4803,12.2682,575.6697,1189.76145,1020.11575,753.91308
420000,湖北省,2010,,4919,9.41,492.2,914.5,875.7,573.3
420000,湖北省,2009,,5449,9.4069,485.4208,761.9928,679.2135,527.7131
420000,湖北省,2008,,6691,9.2975,406.3905,729.75497,646.3381,508.51451
420000,湖北省,2007,,2819,6.1047,309.799,469.6129,420.7836,298.2343
420000,湖北省,2006,,3571,5.9638,273.2594,444.9669,415.5112,203.7379
420000,湖北省,2005,,,,,,,
420000,湖北省,2004,,,,,,,
420000,湖北省,2003,,,,,,,
420000,湖北省,2002,,,,,,,
420000,湖北省,2001,,,,,,,
420000,湖北省,2000,,,,,,,
430000,湖南省,2019,106,11014,9.495,984.8976,1390.4762,883.9698,761.9141
430000,湖南省,2018,121,10766,9.3196,902.7054,1364.5414,847.5707,716.9612
430000,湖南省,2017,123,9827,8.7317,864.4248,1210.3881,866.2658,741.8043
430000,湖南省,2016,129,17446,10.525,837.8701,1142.9283,809.2196,680.7947
430000,湖南省,2015,113,8294,8.2601,571.912,1087.1691,889.7936,731.0185
430000,湖南省,2014,99,6825,7.4757,472.0697,1075.0681,817.2332,744.07878
430000,湖南省,2013,101,6478,7.5886,556.5017,1042.0092,882.8423,658.73036
430000,湖南省,2012,90,5326,6.2179,513.3877,909.91603,897.69406,631.54753
430000,湖南省,2011,84,5548,6.3247,486.0001,816.10318,709.11939,610.46881
430000,湖南省,2010,,3775,6.6,405.2,734.6,633.2,407.3
430000,湖南省,2009,,3719,5.804,374.5413,583.6727,551.2301,504.5128
430000,湖南省,2008,,3657,6.784,350.208,558.5738,494.00485,476.65155
430000,湖南省,2007,,3678,6.4745,295.9207,470.2688,443.3954,431.8273
430000,湖南省,2006,,2948,7.7689,342.8319,377.8004,311.5849,268.2983
430000,湖南省,2005,,,,,,,
430000,湖南省,2004,,,,,,,
430000,湖南省,2003,,,,,,,
430000,湖南省,2002,,,,,,,
430000,湖南省,2001,,,,,,,
430000,湖南省,2000,,,,,,,
440000,广东省,2019,305,25334,21.0588,1647.8642,3604.4267,2777.385,1843.735
440000,广东省,2018,309,24257,21.5409,1341.2614,3484.2834,2696.0077,1815.5361
440000,广东省,2017,308,27542,23.2614,1454.399,3408.7635,2808.4737,2246.9349
440000,广东省,2016,302,27716,25.7344,2467.8,5076.3474,4432.8419,3733.5089
440000,广东省,2015,299,21970,25.6481,2610.0847,4969.41,4246.674,3448.5984
440000,广东省,2014,299,24576,26.2373,2494.5102,5351.6979,4432.1768,3833.93536
440000,广东省,2013,308,24546,27.2795,2429.6604,5244.1283,4803.0954,4317.39496
440000,广东省,2012,273,22216,27.5022,2406.6048,4908.61893,4283.40828,3804.40526
440000,广东省,2011,213,29170,27.6969,2099.1367,5398.38657,4937.16462,4358.42267
440000,广东省,2010,,23096,24.63,2015.7,3502.1,3274.5,2729.9
440000,广东省,2009,,22088,25.9973,1781.5709,2962.7355,2677.1922,2233.7992
440000,广东省,2008,,23438,25.4152,1710.8796,3052.00554,2717.50488,2403.01673
440000,广东省,2007,,21542,28.044,1742.9914,2618.1443,2314.3339,1716.3489
440000,广东省,2006,,9645,30.2091,1787.4769,2394.5011,2101.7708,1513.7972
440000,广东省,2005,,,,,,,
440000,广东省,2004,,,,,,,
440000,广东省,2003,,,,,,,
440000,广东省,2002,,,,,,,
440000,广东省,2001,,,,,,,
440000,广东省,2000,,,,,,,
450000,广西壮族自治区,2019,81,6490,3.5584,450.1221,795.3619,754.2589,726.4503
450000,广西壮族自治区,2018,85,6491,4.3379,515.4168,884.2812,814.9238,807.5233
450000,广西壮族自治区,2017,82,5904,4.2801,460.7576,847.3194,754.2818,747.0866
450000,广西壮族自治区,2016,67,4426,3.8715,429.0094,790.0143,716.3502,708.9133
450000,广西壮族自治区,2015,62,3989,3.8022,426.8748,772.3427,708.7239,703.4243
450000,广西壮族自治区,2014,62,3799,4.0095,356.325,832.6145,384.0817,333.47582
450000,广西壮族自治区,2013,61,3701,3.9799,357.9832,852.8516,379.9767,345.48576
450000,广西壮族自治区,2012,62,3465,3.9225,330.8874,841.05125,377.99656,351.30011
450000,广西壮族自治区,2011,61,3438,3.7704,336.2699,709.7778,350.80475,317.55157
450000,广西壮族自治区,2010,,3391,3.63,339.5,567.3,411.7,270.3
450000,广西壮族自治区,2009,,2847,2.507,257.1458,339.6089,189.4976,79.4456
450000,广西壮族自治区,2008,,2825,2.1377,194.2688,394.66413,189.46971,166.22726
450000,广西壮族自治区,2007,,1963,2.268,223.2491,301.2525,282.6463,203.4165
450000,广西壮族自治区,2006,,2234,2.2922,198.7495,253.5174,230.6562,227.9091
450000,广西壮族自治区,2005,,,,,,,
450000,广西壮族自治区,2004,,,,,,,
450000,广西壮族自治区,2003,,,,,,,
450000,广西壮族自治区,2002,,,,,,,
450000,广西壮族自治区,2001,,,,,,,
