省份编码,省份,年份,限额以上批发和零售业企业资产(亿元),限额以上批发和零售业企业流动资产(亿元),限额以上批发和零售业企业固定资产(亿元),限额以上批发和零售业企业负债(亿元),限额以上批发和零售业企业所有者权益(亿元)
140000,山西省,2008,1324.0,920.9,275.9,973.4,350.7
140000,山西省,2007,988.1,685.3,208.8,715.3,272.7
140000,山西省,2006,876.2,595.5,204.4,645.1,231.1
140000,山西省,2005,735.7,483.6,128.2,542.3,193.4
140000,山西省,2004,693.75195,457.47867,120.9636,519.24943,174.50252
140000,山西省,2003,367.6,234.0,107.1,276.2,91.4
140000,山西省,2002,365.2165,203.4716,137.2932,285.5532,79.6633
140000,山西省,2001,287.7896,167.9434,87.1643,234.695,
140000,山西省,2000,274.6043,167.2481,86.1924,230.6434,
150000,内蒙古自治区,2019,,,,,
150000,内蒙古自治区,2018,,,,,
150000,内蒙古自治区,2017,,,,,
150000,内蒙古自治区,2016,2599.89697,1785.74946,339.78513,1978.93859,
150000,内蒙古自治区,2015,,,,,
150000,内蒙古自治区,2014,,,,,
150000,内蒙古自治区,2013,,,,,
150000,内蒙古自治区,2012,,,,,
150000,内蒙古自治区,2011,,,,,
150000,内蒙古自治区,2010,,,,,
150000,内蒙古自治区,2009,,,,,
150000,内蒙古自治区,2008,649.2,427.9,157.3,446.0,203.2
150000,内蒙古自治区,2007,538.9,365.1,102.7,358.5,180.4
150000,内蒙古自治区,2006,460.7,323.0,103.4,308.6,153.2
150000,内蒙古自治区,2005,425.6,296.0,86.7,257.3,168.3
150000,内蒙古自治区,2004,308.65538,203.20913,51.94544,193.74304,115.83752
150000,内蒙古自治区,2003,162.2,108.6,43.1,123.3,38.8
150000,内蒙古自治区,2002,144.7173,95.8907,46.5367,113.8502,30.8671
150000,内蒙古自治区,2001,128.9258,75.7746,37.335,104.8928,
150000,内蒙古自治区,2000,144.2811,91.4023,35.3751,121.3266,
210000,辽宁省,2019,,,,,
210000,辽宁省,2018,,,,,
210000,辽宁省,2017,,,,,
210000,辽宁省,2016,,,,,
210000,辽宁省,2015,,,,,
210000,辽宁省,2014,,,,,
210000,辽宁省,2013,,,,,
210000,辽宁省,2012,,,,,
210000,辽宁省,2011,,,,,
210000,辽宁省,2010,,,,,
210000,辽宁省,2009,,,,,
210000,辽宁省,2008,2456.6,1845.2,401.8,1797.0,643.8
210000,辽宁省,2007,1811.0,1322.2,338.3,1357.6,447.3
210000,辽宁省,2006,1574.3,1143.7,296.1,1186.7,379.3
210000,辽宁省,2005,1431.3,1046.9,217.6,1168.7,263.0
210000,辽宁省,2004,1516.16636,1063.65752,232.18399,1243.91125,293.19818
210000,辽宁省,2003,1059.6,783.6,233.9,883.1,176.5
210000,辽宁省,2002,1078.6133,695.5707,254.7991,900.5858,178.0275
210000,辽宁省,2001,967.1262,632.9498,225.1225,802.6152,
210000,辽宁省,2000,930.8137,600.2149,220.8402,773.8706,
220000,吉林省,2019,,,,,
220000,吉林省,2018,,,,,
220000,吉林省,2017,,,,,
220000,吉林省,2016,,,,,
220000,吉林省,2015,,,,,
220000,吉林省,2014,,,,,
220000,吉林省,2013,,,,,
220000,吉林省,2012,,,,,
220000,吉林省,2011,,,,,
220000,吉林省,2010,,,,,
220000,吉林省,2009,,,,,
220000,吉林省,2008,737.0,484.7,201.9,581.7,155.3
220000,吉林省,2007,413.2,251.3,123.5,320.0,93.2
220000,吉林省,2006,383.5,225.2,117,308.3,75.2
220000,吉林省,2005,515.6,398.5,84.2,461.7,53.0
220000,吉林省,2004,738.20624,555.01596,117.62581,681.865,58.00765
220000,吉林省,2003,355.2,245.1,79.1,318.2,37.0
220000,吉林省,2002,33.2678,235.2874,77.0814,301.8016,30.8763
220000,吉林省,2001,309.1949,211.8905,74.1679,273.6128,
220000,吉林省,2000,303.4299,209.433,76.5654,287.2832,
230000,黑龙江省,2019,,,,,
230000,黑龙江省,2018,,,,,
230000,黑龙江省,2017,,,,,
230000,黑龙江省,2016,,,,,
230000,黑龙江省,2015,,,,,
230000,黑龙江省,2014,,,,,
230000,黑龙江省,2013,,,,,
230000,黑龙江省,2012,,,,,
230000,黑龙江省,2011,,,,,
230000,黑龙江省,2010,,,,,
230000,黑龙江省,2009,,,,,
230000,黑龙江省,2008,915.8,700.8,187.5,745.2,170.6
230000,黑龙江省,2007,638.5,478.3,158.5,511.6,126.9
230000,黑龙江省,2006,562.0,408.0,151.5,438.5,123.5
230000,黑龙江省,2005,597.9,434.0,122.6,483.3,114.6
230000,黑龙江省,2004,582.78378,404.57291,109.23201,474.56752,108.21626
230000,黑龙江省,2003,389.5,295.2,101.7,312.8,76.7
230000,黑龙江省,2002,345.1037,239.8992,92.4673,285.8761,59.2276
230000,黑龙江省,2001,312.6213,203.5835,89.8328,263.0607,
230000,黑龙江省,2000,441.7747,319.5651,102.8831,396.79,
310000,上海市,2019,,,,,
310000,上海市,2018,,,,,
310000,上海市,2017,,,,,
310000,上海市,2016,,,,,
310000,上海市,2015,,,,,
310000,上海市,2014,,,,,
310000,上海市,2013,,,,,
310000,上海市,2012,,,,,
310000,上海市,2011,,,,,
310000,上海市,2010,,,,,
310000,上海市,2009,,,,,
310000,上海市,2008,8766.4,6958.0,815.6,6097.0,2669.4
310000,上海市,2007,4986.9,3744.0,609.6,3514.6,1472.3
310000,上海市,2006,4317.1,3229.8,632.7,2961.3,1355.7
310000,上海市,2005,3926.2,2929.3,376.8,2727.3,1199.0
310000,上海市,2004,4330.2447,3169.87596,381.59808,3001.01787,1329.22683
310000,上海市,2003,2220.4,1499.6,329.4,1505.8,714.5
310000,上海市,2002,2023.838,1412.9811,298.1652,1395.3738,628.4643
310000,上海市,2001,1500.9982,982.1159,255.0623,1025.4828,
310000,上海市,2000,1687.9196,1090.7334,344.2242,1194.148,
320000,江苏省,2019,,,,,
320000,江苏省,2018,,,,,
320000,江苏省,2017,,,,,
320000,江苏省,2016,,,,,
320000,江苏省,2015,,,,,
320000,江苏省,2014,,,,,
320000,江苏省,2013,,,,,
320000,江苏省,2012,,,,,
320000,江苏省,2011,,,,,
320000,江苏省,2010,,,,,
320000,江苏省,2009,,,,,
320000,江苏省,2008,6046.9,4547.9,969.5,4352.5,1694.4
320000,江苏省,2007,3283.4,2475.3,612,2407.4,876.0
320000,江苏省,2006,2630.3,1910.7,515,1873.3,757.0
320000,江苏省,2005,2053.9,1409.5,322.6,1441.9,611.9
320000,江苏省,2004,2126.32237,1480.24598,317.56845,1450.97571,675.34666
320000,江苏省,2003,1577.9,1097.1,301.9,1169.5,408.4
320000,江苏省,2002,1388.716,923.9034,303.4782,1028.625,360.091
320000,江苏省,2001,1247.2309,817.3864,302.895,955.1197,
320000,江苏省,2000,1323.2565,887.4845,317.1219,1037.2471,
330000,浙江省,2019,,,,,
330000,浙江省,2018,,,,,
330000,浙江省,2017,,,,,
330000,浙江省,2016,,,,,
330000,浙江省,2015,,,,,
330000,浙江省,2014,,,,,
330000,浙江省,2013,,,,,
330000,浙江省,2012,,,,,
330000,浙江省,2011,,,,,
330000,浙江省,2010,,,,,
330000,浙江省,2009,,,,,
330000,浙江省,2008,6609.4,5138.3,739.5,4927.7,1681.7
330000,浙江省,2007,4546.4,3520.0,580.6,3423.3,1123.11
330000,浙江省,2006,3556.4,2674.2,495.6,2592.5,963.9
330000,浙江省,2005,3126.6,2368.7,346.2,2170.0,956.6
330000,浙江省,2004,2762.52783,2042.88587,301.08598,1896.26936,866.25847
330000,浙江省,2003,1905.5,1409.3,281.3,1352.7,552.7
330000,浙江省,2002,1476.4188,1035.1157,262.1987,1011.5834,464.8354
330000,浙江省,2001,1290.5702,863.9222,256.4478,878.7403,
330000,浙江省,2000,1182.5539,797.9311,246.8083,837.3533,
340000,安徽省,2019,,,,,
340000,安徽省,2018,,,,,
340000,安徽省,2017,,,,,
340000,安徽省,2016,,,,,
340000,安徽省,2015,,,,,
340000,安徽省,2014,,,,,
340000,安徽省,2013,,,,,
340000,安徽省,2012,,,,,
340000,安徽省,2011,,,,,
340000,安徽省,2010,,,,,
340000,安徽省,2009,,,,,
340000,安徽省,2008,1282.6,956.1,242.3,895.9,386.7
340000,安徽省,2007,962.4,743.1,164.1,712.2,250.2
340000,安徽省,2006,729.3,526.8,143.1,536.0,193.3
340000,安徽省,2005,622.0,451.8,94,454.2,167.8
340000,安徽省,2004,559.17432,413.10624,82.32207,429.73043,129.44389
340000,安徽省,2003,404.5,287.9,82.2,317.4,87.1
340000,安徽省,2002,381.9758,271.3325,81.5908,324.264,57.7118
340000,安徽省,2001,350.6435,245.5713,77.9627,309.0834,
340000,安徽省,2000,378.8606,274.2975,82.2097,338.8718,
350000,福建省,2019,,,,,
350000,福建省,2018,,,,,
350000,福建省,2017,,,,,
350000,福建省,2016,,,,,
350000,福建省,2015,,,,,
350000,福建省,2014,,,,,
350000,福建省,2013,,,,,
350000,福建省,2012,,,,,
350000,福建省,2011,,,,,
350000,福建省,2010,,,,,
350000,福建省,2009,,,,,
350000,福建省,2008,2413.8,1757.0,263.5,1501.1,912.7
350000,福建省,2007,1809.7,1340.2,185.4,1173.6,636.1
350000,福建省,2006,1356.3,997.5,188.8,843.4,513.0
350000,福建省,2005,1137.9,832.5,123,713.2,424.6
350000,福建省,2004,1144.45409,783.06114,124.79006,708.34679,436.10729
350000,福建省,2003,835.4,600.6,139.2,539.3,296.0
350000,福建省,2002,716.376,496.9587,113.9584,466.1117,250.2643
350000,福建省,2001,599.2024,388.4069,102.8547,401.7786,
350000,福建省,2000,595.5426,397.6849,101.9629,401.4685,
360000,江西省,2019,,,,,
360000,江西省,2018,,,,,
360000,江西省,2017,,,,,
360000,江西省,2016,,,,,
360000,江西省,2015,,,,,
360000,江西省,2014,,,,,
360000,江西省,2013,,,,,
360000,江西省,2012,,,,,
360000,江西省,2011,,,,,
360000,江西省,2010,,,,,
360000,江西省,2009,,,,,
360000,江西省,2008,488.4,320.8,126,298.0,190.4
360000,江西省,2007,379.3,254.7,96.6,250.8,128.4
360000,江西省,2006,337.5,219.2,94.7,233.5,104.0875
360000,江西省,2005,310.7,215.1,65.5,213.9,96.8
360000,江西省,2004,315.25992,200.30538,54.22603,223.00658,92.25334
360000,江西省,2003,189.0,123.2,49.7,143.4,45.6
360000,江西省,2002,192.6891,129.6603,47.8891,155.6535,37.0355
360000,江西省,2001,200.084,140.622,41.545,176.6336,
360000,江西省,2000,199.5839,140.4969,39.8701,191.4245,
370000,山东省,2019,,,,,
370000,山东省,2018,,,,,
370000,山东省,2017,,,,,
370000,山东省,2016,,,,,
370000,山东省,2015,,,,,
370000,山东省,2014,,,,,
370000,山东省,2013,,,,,
370000,山东省,2012,,,,,
370000,山东省,2011,,,,,
370000,山东省,2010,,,,,
370000,山东省,2009,,,,,
370000,山东省,2008,4423.4,3100.2,1030.8,3075.1,1346.3
370000,山东省,2007,2950.0,2109.1,666.7,2145.6,804.4
370000,山东省,2006,2255.6,1560.3,489.1,1697.815,557.8
370000,山东省,2005,2023.8,1446.9,324.1,1526.5,497.3
370000,山东省,2004,1892.76791,1269.11437,346.38708,1456.83839,435.92952
370000,山东省,2003,1385.3,912.8,298.6,1111.2,274.1
370000,山东省,2002,1306.2499,869.2049,288.3526,1083.9316,222.3184
370000,山东省,2001,1199.7148,773.9118,278.7549,1009.5356,
370000,山东省,2000,1168.7238,728.6531,284.4783,998.6094,
410000,河南省,2019,,,,,
410000,河南省,2018,,,,,
410000,河南省,2017,,,,,
410000,河南省,2016,,,,,
410000,河南省,2015,,,,,
410000,河南省,2014,,,,,
410000,河南省,2013,,,,,
410000,河南省,2012,,,,,
410000,河南省,2011,,,,,
410000,河南省,2010,,,,,
410000,河南省,2009,,,,,
410000,河南省,2008,1666.5,1175.5,387.3,1118.9,547.5
410000,河南省,2007,1294.4,857.3,339.4,1012.2,282.2
410000,河南省,2006,1150.435,768.4,308.7,905.1,245.3
410000,河南省,2005,1005.2,666.0,209.1,803.5,201.8
410000,河南省,2004,1018.33645,689.82226,170.20285,804.68966,213.64679
410000,河南省,2003,653.2,456.1,153.8,567.8,85.4
410000,河南省,2002,601.2749,429.4998,115.4204,534.0806,67.1944
410000,河南省,2001,683.9386,475.6918,146.3452,615.7378,
410000,河南省,2000,691.4217,494.5279,135.1587,643.5206,
420000,湖北省,2019,,,,,
420000,湖北省,2018,,,,,
420000,湖北省,2017,,,,,
420000,湖北省,2016,,,,,
420000,湖北省,2015,,,,,
420000,湖北省,2014,,,,,
420000,湖北省,2013,,,,,
420000,湖北省,2012,,,,,
420000,湖北省,2011,,,,,
420000,湖北省,2010,,,,,
420000,湖北省,2009,,,,,
420000,湖北省,2008,1691.0,1164.9,388.3,1238.6,452.4
420000,湖北省,2007,1152.0,809.4,296.7,841.2,310.8
420000,湖北省,2006,1021.9,685.1,283.8,725.4,296.5
420000,湖北省,2005,1012.3,701.0,181.2,830.9,181.5
420000,湖北省,2004,1063.12878,750.04246,166.74877,785.00797,278.12081
420000,湖北省,2003,681.1,440.6,151.3,538.2,142.9
420000,湖北省,2002,680.1755,448.0537,159.0169,568.8408,111.3347
420000,湖北省,2001,721.7448,459.7606,174.469,624.9407,
420000,湖北省,2000,741.6433,468.0533,172.1354,669.3104,
430000,湖南省,2019,,,,,
430000,湖南省,2018,,,,,
430000,湖南省,2017,,,,,
430000,湖南省,2016,,,,,
430000,湖南省,2015,,,,,
430000,湖南省,2014,,,,,
430000,湖南省,2013,,,,,
430000,湖南省,2012,,,,,
430000,湖南省,2011,,,,,
430000,湖南省,2010,,,,,
430000,湖南省,2009,,,,,
430000,湖南省,2008,1106.4,700.3,252.7,593.3,513.1
430000,湖南省,2007,665.1,407.4,200.3,393.5,271.5
430000,湖南省,2006,674.0,436.9,197,438.6,235.4
430000,湖南省,2005,586.0,365.7,128.4,395.2,190.8
430000,湖南省,2004,615.46759,378.25299,112.5485,425.9425,189.52509
430000,湖南省,2003,553.1,331.2,132.6,432.6,120.5
430000,湖南省,2002,539.7349,321.0097,128.1694,426.2555,113.4794
430000,湖南省,2001,518.9583,314.4446,124.5338,444.2929,
430000,湖南省,2000,473.61,289.396,118.1994,420.6857,
440000,广东省,2019,,,,,
440000,广东省,2018,,,,,
440000,广东省,2017,,,,,
440000,广东省,2016,,,,,
440000,广东省,2015,,,,,
440000,广东省,2014,,,,,
440000,广东省,2013,,,,,
440000,广东省,2012,,,,,
440000,广东省,2011,,,,,
440000,广东省,2010,,,,,
440000,广东省,2009,,,,,
440000,广东省,2008,7474.4,5756.8,1045.6,5350.3,2124.1
440000,广东省,2007,5531.0,4272.3,912.8,4024.4,1506.6
440000,广东省,2006,4768.7,3617.0,795.6,3392.9,1375.9
440000,广东省,2005,4269.1,3057.3,541.7,3046.5,1222.6
440000,广东省,2004,3934.25246,2755.24736,474.90421,2812.8872,1121.36526
440000,广东省,2003,2555.5,1695.8,421.9,1875.1,680.4
440000,广东省,2002,2329.3378,1531.6983,400.5549,1742.0563,587.2814
440000,广东省,2001,2114.7276,1337.6496,414.6223,1581.3321,
440000,广东省,2000,1817.5169,1202.1204,338.8427,1439.5878,
450000,广西壮族自治区,2019,,,,,
450000,广西壮族自治区,2018,,,,,
450000,广西壮族自治区,2017,,,,,
450000,广西壮族自治区,2016,,,,,
450000,广西壮族自治区,2015,,,,,
450000,广西壮族自治区,2014,,,,,
450000,广西壮族自治区,2013,,,,,
450000,广西壮族自治区,2012,,,,,
450000,广西壮族自治区,2011,,,,,
450000,广西壮族自治区,2010,,,,,
450000,广西壮族自治区,2009,,,,,
450000,广西壮族自治区,2008,688.8,492.6,125,467.3,221.5
450000,广西壮族自治区,2007,489.4,335.3,108.7,321.6,167.8
450000,广西壮族自治区,2006,432.4,279.3,108.5,288.0,144.4
450000,广西壮族自治区,2005,425.7,258.3,78.6,286.9,138.7
450000,广西壮族自治区,2004,394.73092,220.89528,73.73128,281.49287,113.23805
450000,广西壮族自治区,2003,230.5,134.3,73.4,168.1,62.4
450000,广西壮族自治区,2002,255.1021,131.8551,105.0961,180.2102,74.892
450000,广西壮族自治区,2001,236.5641,124.5674,76.1735,178.5211,
450000,广西壮族自治区,2000,250.0986,146.5531,77.6399,200.4216,
460000,海南省,2019,,,,,
460000,海南省,2018,,,,,
460000,海南省,2017,,,,,
460000,海南省,2016,,,,,
460000,海南省,2015,,,,,
460000,海南省,2014,,,,,
460000,海南省,2013,,,,,
460000,海南省,2012,,,,,
460000,海南省,2011,,,,,
460000,海南省,2010,,,,,
460000,海南省,2009,,,,,
460000,海南省,2008,282.8,202.9,59.4,157.3,125.6
460000,海南省,2007,161.5,107.0,45.8,95.4,66.1
460000,海南省,2006,150.8,106.3,39.9,96.2,54.5
460000,海南省,2005,122.3,83.1,25.3,79.1,43.2
460000,海南省,2004,110.74265,66.45263,26.59284,67.434,43.30865
460000,海南省,2003,76.7,42.2,23.2,44.3,32.5
460000,海南省,2002,76.9181,43.7337,18.625,50.9433,25.9748
460000,海南省,2001,59.7101,32.7261,16.0803,39.6337,
460000,海南省,2000,63.6604,35.5851,19.4813,49.9519,
500000,重庆市,2019,,,,,
500000,重庆市,2018,,,,,
500000,重庆市,2017,,,,,
500000,重庆市,2016,,,,,
500000,重庆市,2015,,,,,
500000,重庆市,2014,,,,,
500000,重庆市,2013,,,,,
500000,重庆市,2012,,,,,
500000,重庆市,2011,,,,,
500000,重庆市,2010,,,,,
500000,重庆市,2009,,,,,
500000,重庆市,2008,960.2,725.7,183.3,690.2,270.0
500000,重庆市,2007,633.1,467.2,139.8,473.7,159.3
500000,重庆市,2006,570.2,394.2,143.3,436.4,133.8
500000,重庆市,2005,518.4,413.3,93.4,400.1,118.3
500000,重庆市,2004,459.89368,315.1809,85.60957,342.84517,117.04851
500000,重庆市,2003,351.1,240.9,78.7,279.6,71.5
500000,重庆市,2002,292.1869,193.8806,72.275,240.678,51.5089
500000,重庆市,2001,252.655,171.2211,61.3546,217.5911,
500000,重庆市,2000,234.2699,159.2467,56.5461,199.3172,
510000,四川省,2019,,,,,
510000,四川省,2018,,,,,
510000,四川省,2017,,,,,
510000,四川省,2016,,,,,
510000,四川省,2015,,,,,
510000,四川省,2014,,,,,
510000,四川省,2013,,,,,
510000,四川省,2012,,,,,
510000,四川省,2011,,,,,
510000,四川省,2010,,,,,
510000,四川省,2009,,,,,
510000,四川省,2008,1476.1,1090.9,220.3,1032.9,443.3
510000,四川省,2007,916.1,647.74125,188.2,611.9,304.2
510000,四川省,2006,724.5,496.5,180.4,491.56,232.9
510000,四川省,2005,761.5,440.4,96.1,433.9,327.6
510000,四川省,2004,703.83134,467.12451,98.05447,493.63312,210.19822
510000,四川省,2003,461.0,295.4,97.9,331.5,129.5
510000,四川省,2002,424.1205,275.8024,85.9025,314.0579,110.0626
510000,四川省,2001,399.7839,252.8922,89.3799,309.1644,
510000,四川省,2000,413.3435,279.5973,92.0676,338.4565,
520000,贵州省,2019,,,,,
520000,贵州省,2018,,,,,
520000,贵州省,2017,,,,,
520000,贵州省,2016,,,,,
520000,贵州省,2015,,,,,
520000,贵州省,2014,,,,,
520000,贵州省,2013,,,,,
520000,贵州省,2012,,,,,
520000,贵州省,2011,,,,,
520000,贵州省,2010,,,,,
520000,贵州省,2009,,,,,
520000,贵州省,2008,521.3,375.2,97.5,310.4,210.9
520000,贵州省,2007,283.1,195.0,69.4,164.8,118.3
520000,贵州省,2006,226.9,160.0,59.4,145.4375,81.4
520000,贵州省,2005,227.2,162.6,44,162.1,65.1
520000,贵州省,2004,238.1091,165.96897,42.68456,177.67459,60.43451
520000,贵州省,2003,193.8,134.9,47.8,158.4,35.4
520000,贵州省,2002,208.8858,135.5041,54.5097,172.5121,36.3737
520000,贵州省,2001,200.397,145.0487,45.2522,176.3606,
520000,贵州省,2000,223.5208,164.7618,45.3222,200.4767,
530000,云南省,2019,,,,,
530000,云南省,2018,,,,,
530000,云南省,2017,,,,,
530000,云南省,2016,,,,,
530000,云南省,2015,,,,,
530000,云南省,2014,,,,,
530000,云南省,2013,,,,,
530000,云南省,2012,,,,,
530000,云南省,2011,,,,,
530000,云南省,2010,,,,,
530000,云南省,2009,,,,,
530000,云南省,2008,1699.3,1283.9,264,1026.4,673.0
530000,云南省,2007,1384.1,1037.1,171.4,806.6,577.5
530000,云南省,2006,1084.7,828.8,178.2,697.4,387.3
530000,云南省,2005,946.0,705.3,111.8,610.9,335.0
530000,云南省,2004,879.31522,624.756,124.98184,584.16087,295.15435
530000,云南省,2003,768.3,527.6,135.2,539.1,229.2
530000,云南省,2002,693.1657,467.8518,138.1502,473.6498,219.5159
530000,云南省,2001,668.7388,453.6418,133.1701,468.4803,
530000,云南省,2000,827.4751,607.2698,141.0648,614.0998,
540000,西藏自治区,2019,,,,,
540000,西藏自治区,2018,,,,,
540000,西藏自治区,2017,,,,,
540000,西藏自治区,2016,,,,,
540000,西藏自治区,2015,,,,,
540000,西藏自治区,2014,,,,,
540000,西藏自治区,2013,,,,,
540000,西藏自治区,2012,,,,,
540000,西藏自治区,2011,,,,,
540000,西藏自治区,2010,,,,,
540000,西藏自治区,2009,,,,,
540000,西藏自治区,2008,38.3,18.5,13,16.9,21.5
540000,西藏自治区,2007,22.3,10.9,10.2,9.3,12.9
540000,西藏自治区,2006,25.5,13.6,9.3,11.1,14.4
540000,西藏自治区,2005,26.6,14.4,9.9,12.9,13.7
540000,西藏自治区,2004,21.58069,11.92762,6.06273,12.50654,9.07415
540000,西藏自治区,2003,20.8,11.7,5.7,12.5,8.2
540000,西藏自治区,2002,13.9122,19.2353,4.5636,8.3847,5.5274
540000,西藏自治区,2001,11.0197,7.1212,2.6259,9.0849,
540000,西藏自治区,2000,10.8423,7.4052,2.5621,8.1367,
610000,陕西省,2019,,,,,
610000,陕西省,2018,,,,,
610000,陕西省,2017,,,,,
610000,陕西省,2016,,,,,
610000,陕西省,2015,,,,,
610000,陕西省,2014,,,,,
610000,陕西省,2013,,,,,
610000,陕西省,2012,,,,,
610000,陕西省,2011,,,,,
610000,陕西省,2010,,,,,
610000,陕西省,2009,,,,,
610000,陕西省,2008,739.7,525.3,146.8,518.6,221.1
610000,陕西省,2007,535.9,375.1,134.7,388.4,147.5
610000,陕西省,2006,458.4,295.4,108.5,345.9,112.6
610000,陕西省,2005,423.3,280.8,83.4,330.3,92.9
610000,陕西省,2004,458.18937,306.21862,79.36591,353.35703,104.83234
610000,陕西省,2003,282.7,182.5,64.5,230.8,52.0
610000,陕西省,2002,263.2578,180.1516,69.7821,216.7192,46.5386
610000,陕西省,2001,237.4716,148.9818,60.5813,194.9414,
610000,陕西省,2000,262.3996,172.4763,60.873,222.6071,
620000,甘肃省,2019,,,,,
620000,甘肃省,2018,,,,,
620000,甘肃省,2017,,,,,
620000,甘肃省,2016,,,,,
620000,甘肃省,2015,,,,,
620000,甘肃省,2014,,,,,
620000,甘肃省,2013,,,,,
620000,甘肃省,2012,,,,,
620000,甘肃省,2011,,,,,
620000,甘肃省,2010,,,,,
620000,甘肃省,2009,,,,,
620000,甘肃省,2008,483.4,348.7,101.2,333.2,150.2
620000,甘肃省,2007,388.7,298.5,72.8,248.3,140.4
620000,甘肃省,2006,310.4,227.3,59.5,221.3,89.0
620000,甘肃省,2005,268.3,186.7,41.9,183.9,84.4
620000,甘肃省,2004,294.40823,192.94546,56.03082,203.99997,90.40826
620000,甘肃省,2003,197.0,114.5,58.6,151.4,45.6
620000,甘肃省,2002,177.5795,104.8658,48.3705,146.5964,30.9831
620000,甘肃省,2001,138.5733,85.9517,41.5585,126.8477,
620000,甘肃省,2000,137.9843,81.7358,38.6765,122.1023,
630000,青海省,2019,,,,,
630000,青海省,2018,,,,,
630000,青海省,2017,,,,,
630000,青海省,2016,,,,,
630000,青海省,2015,,,,,
630000,青海省,2014,,,,,
630000,青海省,2013,,,,,
630000,青海省,2012,,,,,
630000,青海省,2011,,,,,
630000,青海省,2010,,,,,
630000,青海省,2009,,,,,
630000,青海省,2008,118.0,81.6,30.5,67.0,51.0
630000,青海省,2007,76.5,49.2,24.2,44.0,32.5
630000,青海省,2006,64.2,41.1,20.5,36.8,27.3
630000,青海省,2005,50.7,30.6,8.2,27.0,23.7
630000,青海省,2004,60.98507,27.1272,16.55684,37.75737,23.2277
630000,青海省,2003,33.9,18.1,11.9,22.4,11.5
630000,青海省,2002,32.5764,18.9106,10.6078,23.2536,9.3228
630000,青海省,2001,31.8034,20.81,8.2048,25.9449,
630000,青海省,2000,39.6036,25.9458,11.7186,35.0738,
640000,宁夏回族自治区,2019,,,,,
