省份编码,省份,年份,地面观测业务站点个数(个),高空探测业务站点个数(个),自动气象站站点个数(个),天气雷达观测业务站点个数(个),大气成分观测业务站点个数(个),农业气象观测业务站点个数(个),生态与农业气象试验业务站点个数(个),大气本底站站点个数(个),海洋气象台站站点个数(个),闪电定位监测业务站点个数(个),太阳辐射观测业务站点个数(个),沙尘暴监测业务站点个数(个),紫外线观测业务站点个数(个),酸雨观测业务站点个数(个),臭氧观测业务站点个数(个),卫星云图接收业务站点个数(个)
140000,山西省,2006,109,1,447,12,1,31,,,,5,3,3,2,5,,13
140000,山西省,2005,109,1,216,12,1,31,,,,5,3,3,2,5,,13
140000,山西省,2004,,,,,,,,,,,,,,,,
140000,山西省,2003,,,,,,,,,,,,,,,,
140000,山西省,2002,,,,,,,,,,,,,,,,
140000,山西省,2001,,,,,,,,,,,,,,,,
140000,山西省,2000,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2019,708,12,1658,10,,35,31,,,52,,,,,,10
150000,内蒙古自治区,2018,697,12,1636,10,,35,21,,,39,,,,,,11
150000,内蒙古自治区,2017,119,12,1688,13,,35,21,,,39,,,,,,7
150000,内蒙古自治区,2016,119,12,1688,13,,35,21,,,39,,,,,,7
150000,内蒙古自治区,2015,119,12,1685,11,,35,21,,,39,,,,,,6
150000,内蒙古自治区,2014,119,12,1528,11,,29,21,,,20,,,,,,6
150000,内蒙古自治区,2013,119,12,1136,11,,35,20,,,20,,,,,,6
150000,内蒙古自治区,2012,119,12,1169,11,,35,21,,,20,,,,,,6
150000,内蒙古自治区,2011,119,12,458,12,4,29,6,,,20,9,8,1,8,,6
150000,内蒙古自治区,2010,119,12,580,26,4,29,6,,,17,9,8,1,8,,6
150000,内蒙古自治区,2009,119,12,708,26,4,29,6,,,17,8,35,1,8,,20
150000,内蒙古自治区,2008,119,12,510,24,4,24,6,,,7,8,66,2,8,,14
150000,内蒙古自治区,2007,119,12,419,24,4,24,6,,,7,8,8,1,8,,13
150000,内蒙古自治区,2006,119,12,390,13,4,24,6,,,5,8,6,,8,,46
150000,内蒙古自治区,2005,119,12,163,14,4,24,6,,,4,8,6,,8,,49
150000,内蒙古自治区,2004,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2003,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2002,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2001,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2000,,,,,,,,,,,,,,,,
210000,辽宁省,2019,299,2,1306,7,,28,81,,,9,,,,,,
210000,辽宁省,2018,298,2,1302,7,,28,65,,,9,,,,,,3
210000,辽宁省,2017,62,2,1550,5,,28,52,,,14,,,,,,17
210000,辽宁省,2016,62,2,1550,5,,28,52,,,14,,,,,,17
210000,辽宁省,2015,62,2,1500,5,,28,52,,,14,,,,,,16
210000,辽宁省,2014,62,2,1492,5,,25,41,,,14,,,,,,16
210000,辽宁省,2013,62,2,1462,5,,28,33,,,9,,,,,,16
210000,辽宁省,2012,61,2,1406,6,,28,41,,,9,,,,,,16
210000,辽宁省,2011,61,2,1051,12,5,25,3,,6,9,3,2,4,26,4,16
210000,辽宁省,2010,61,2,996,12,5,25,3,,11,21,3,2,4,26,4,16
210000,辽宁省,2009,61,2,960,11,5,25,3,,6,15,9,6,4,22,4,10
210000,辽宁省,2008,53,1,734,11,5,23,3,,,10,5,1,4,20,,22
210000,辽宁省,2007,53,1,525,6,5,23,3,,,10,5,2,4,22,,22
210000,辽宁省,2006,53,1,308,5,5,23,3,,,8,5,1,4,20,,17
210000,辽宁省,2005,53,1,206,6,,22,3,,,4,4,1,3,18,,17
210000,辽宁省,2004,,,,,,,,,,,,,,,,
210000,辽宁省,2003,,,,,,,,,,,,,,,,
210000,辽宁省,2002,,,,,,,,,,,,,,,,
210000,辽宁省,2001,,,,,,,,,,,,,,,,
210000,辽宁省,2000,,,,,,,,,,,,,,,,
220000,吉林省,2019,388,3,1061,6,,25,35,,,7,,,,,,7
220000,吉林省,2018,388,3,1061,6,,25,32,,,7,,,,,,8
220000,吉林省,2017,55,3,1393,7,,25,23,,,23,,,,,,7
220000,吉林省,2016,54,3,1393,7,,25,22,,,23,,,,,,7
220000,吉林省,2015,54,3,1385,7,,25,22,,,23,,,,,,6
220000,吉林省,2014,54,3,1373,6,,22,20,,,7,,,,,,6
220000,吉林省,2013,54,3,1118,6,,25,13,,,7,,,,,,6
220000,吉林省,2012,54,3,1033,6,,25,22,,,7,,,,,,6
220000,吉林省,2011,54,3,827,6,,22,3,,,7,2,1,3,12,,6
220000,吉林省,2010,54,3,766,9,,22,3,,,19,2,1,9,12,,6
220000,吉林省,2009,54,3,840,9,,22,3,,,20,2,23,9,12,,9
220000,吉林省,2008,56,3,832,4,1,22,3,,,13,2,1,12,11,9,7
220000,吉林省,2007,54,3,598,4,1,22,3,,,13,2,1,9,12,,9
220000,吉林省,2006,54,3,601,6,,22,3,,,,2,2,9,4,,8
220000,吉林省,2005,54,3,1,6,,22,3,,,,2,2,9,2,,8
220000,吉林省,2004,,,,,,,,,,,,,,,,
220000,吉林省,2003,,,,,,,,,,,,,,,,
220000,吉林省,2002,,,,,,,,,,,,,,,,
220000,吉林省,2001,,,,,,,,,,,,,,,,
220000,吉林省,2000,,,,,,,,,,,,,,,,
230000,黑龙江省,2019,485,4,910,9,,39,29,,,29,,,,,,8
230000,黑龙江省,2018,485,4,820,9,,39,21,,,29,,,,,,9
230000,黑龙江省,2017,84,4,1267,11,,39,20,,,23,,,,,,8
230000,黑龙江省,2016,84,4,1267,11,,39,21,,,23,,,,,,8
230000,黑龙江省,2015,84,4,1266,11,,39,22,,,23,,,,,,8
230000,黑龙江省,2014,83,4,1177,11,,36,25,,,19,,,,,,8
230000,黑龙江省,2013,83,4,857,9,,39,17,,,19,,,,,,8
230000,黑龙江省,2012,83,4,1054,11,,39,26,,,19,,,,,,7
230000,黑龙江省,2011,83,4,864,12,,36,3,1,,21,5,,7,16,2,7
230000,黑龙江省,2010,83,4,939,8,,36,3,1,,22,5,,14,16,1,7
230000,黑龙江省,2009,83,4,1031,7,1,36,3,1,,23,5,3,14,15,,10
230000,黑龙江省,2008,84,4,1025,11,,33,3,1,,24,5,3,14,14,,25
230000,黑龙江省,2007,84,4,935,13,,33,3,1,,24,5,,14,14,,25
230000,黑龙江省,2006,84,4,881,12,1,33,3,1,,22,5,5,14,10,1,10
230000,黑龙江省,2005,84,4,234,13,,33,3,1,,22,5,5,14,10,1,11
230000,黑龙江省,2004,,,,,,,,,,,,,,,,
230000,黑龙江省,2003,,,,,,,,,,,,,,,,
230000,黑龙江省,2002,,,,,,,,,,,,,,,,
230000,黑龙江省,2001,,,,,,,,,,,,,,,,
230000,黑龙江省,2000,,,,,,,,,,,,,,,,
310000,上海市,2019,43,1,235,2,,1,24,,,4,,,,,,8
310000,上海市,2018,46,1,212,2,,1,18,,,4,,,,,,7
310000,上海市,2017,14,1,230,2,,1,5,,,4,,,,,,6
310000,上海市,2016,14,1,230,2,,1,5,,,4,,,,,,6
310000,上海市,2015,14,1,230,2,,1,17,,,4,,,,,,6
310000,上海市,2014,14,1,217,2,,1,17,,,4,,,,,,6
310000,上海市,2013,14,1,217,2,,1,3,,,,,,,,,6
310000,上海市,2012,14,1,256,2,,1,16,,,,,,,,,6
310000,上海市,2011,14,1,258,3,1,1,,,1,,1,,3,2,10,6
310000,上海市,2010,14,1,68,3,1,1,,,,7,1,,,2,,6
310000,上海市,2009,14,1,220,3,1,1,,,1,13,1,1,1,2,1,7
310000,上海市,2008,14,1,194,2,1,1,,,,16,1,,2,2,,6
310000,上海市,2007,14,1,184,2,1,1,,,,8,1,,1,2,,6
310000,上海市,2006,11,1,179,1,2,1,,,,3,1,,1,2,5,4
310000,上海市,2005,11,1,168,1,,1,,,,3,1,,,1,1,3
310000,上海市,2004,,,,,,,,,,,,,,,,
310000,上海市,2003,,,,,,,,,,,,,,,,
310000,上海市,2002,,,,,,,,,,,,,,,,
310000,上海市,2001,,,,,,,,,,,,,,,,
310000,上海市,2000,,,,,,,,,,,,,,,,
320000,江苏省,2019,264,3,1446,12,,22,100,,,25,,,,,,6
320000,江苏省,2018,262,3,1778,12,,22,74,,,25,,,,,,7
320000,江苏省,2017,70,3,1723,11,,22,47,,,25,,,,,,6
320000,江苏省,2016,70,3,1723,11,,22,45,,,25,,,,,,6
320000,江苏省,2015,70,3,1725,10,,22,41,,,25,,,,,,5
320000,江苏省,2014,70,3,1329,10,,19,39,,,10,,,,,,5
320000,江苏省,2013,70,3,1231,10,,22,24,,,9,,,,,,5
320000,江苏省,2012,70,3,1075,10,,22,39,,,9,,,,,,5
320000,江苏省,2011,70,3,1071,11,,19,3,,19,9,3,,13,24,2,5
320000,江苏省,2010,70,3,1042,15,,19,3,,6,16,3,,16,24,2,5
320000,江苏省,2009,70,3,1186,15,,19,3,,19,13,4,,16,24,,7
320000,江苏省,2008,70,3,1055,14,,19,3,,,19,3,,16,24,,21
320000,江苏省,2007,71,3,978,14,,19,3,,,20,3,,16,24,,7
320000,江苏省,2006,70,3,460,13,,19,3,,,17,3,1,16,6,,7
320000,江苏省,2005,70,3,362,14,,19,3,,,16,3,1,14,4,,49
320000,江苏省,2004,,,,,,,,,,,,,,,,
320000,江苏省,2003,,,,,,,,,,,,,,,,
320000,江苏省,2002,,,,,,,,,,,,,,,,
320000,江苏省,2001,,,,,,,,,,,,,,,,
320000,江苏省,2000,,,,,,,,,,,,,,,,
330000,浙江省,2019,260,3,2895,17,,14,39,,,11,,,,,,20
330000,浙江省,2018,260,3,2968,17,,14,16,,,11,,,,,,21
330000,浙江省,2017,72,3,2480,9,,14,37,,,22,,,,,,30
330000,浙江省,2016,72,3,2480,9,,14,34,,,22,,,,,,30
330000,浙江省,2015,72,3,2481,9,,14,33,,,22,,,,,,30
330000,浙江省,2014,72,3,2251,8,,13,25,,,11,,,,,,30
330000,浙江省,2013,71,3,2107,8,,14,14,,,11,,,,,,30
330000,浙江省,2012,71,3,1949,8,,14,24,,,11,,,,,,30
330000,浙江省,2011,71,3,1458,8,,13,1,1,2,11,2,,6,13,2,30
330000,浙江省,2010,70,3,1085,10,,13,1,1,18,11,2,,2,13,2,30
330000,浙江省,2009,69,3,1173,9,1,13,1,1,12,9,2,4,9,13,3,9
330000,浙江省,2008,61,3,942,9,,11,1,1,,12,3,,9,13,3,25
330000,浙江省,2007,61,3,825,9,,11,1,1,,11,2,,11,13,1,16
330000,浙江省,2006,61,3,678,8,1,11,1,1,,13,3,,10,14,1,20
330000,浙江省,2005,61,3,479,6,,11,1,1,,13,2,,11,14,1,22
330000,浙江省,2004,,,,,,,,,,,,,,,,
330000,浙江省,2003,,,,,,,,,,,,,,,,
330000,浙江省,2002,,,,,,,,,,,,,,,,
330000,浙江省,2001,,,,,,,,,,,,,,,,
330000,浙江省,2000,,,,,,,,,,,,,,,,
340000,安徽省,2019,295,2,2743,10,,25,14,,,7,,,,,,2
340000,安徽省,2018,295,2,2025,8,,25,7,,,7,,,,,,2
340000,安徽省,2017,81,2,2363,10,,25,7,,,7,,,,,,5
340000,安徽省,2016,81,2,2363,10,,25,7,,,7,,,,,,5
340000,安徽省,2015,81,2,2387,10,,25,14,,,7,,,,,,5
340000,安徽省,2014,81,2,2072,10,,22,14,,,7,,,,,,5
340000,安徽省,2013,81,2,1976,10,,25,7,,,7,,,,,,5
340000,安徽省,2012,81,2,1962,10,,25,13,,,7,,,,,,5
340000,安徽省,2011,81,2,1377,10,,22,3,,,7,2,,8,7,,5
340000,安徽省,2010,81,2,1353,18,,22,3,,,11,2,,8,4,,5
340000,安徽省,2009,81,2,1237,17,,22,3,,,21,4,,,7,,7
340000,安徽省,2008,81,2,1197,15,,22,3,,,11,2,,9,7,,26
340000,安徽省,2007,81,2,1116,14,,22,3,,,11,2,,9,7,,7
340000,安徽省,2006,81,2,1057,15,,22,3,,,10,3,,6,8,,6
340000,安徽省,2005,81,2,896,15,,22,3,,,10,3,,8,8,1,6
340000,安徽省,2004,,,,,,,,,,,,,,,,
340000,安徽省,2003,,,,,,,,,,,,,,,,
340000,安徽省,2002,,,,,,,,,,,,,,,,
340000,安徽省,2001,,,,,,,,,,,,,,,,
340000,安徽省,2000,,,,,,,,,,,,,,,,
350000,福建省,2019,301,3,1922,10,,26,35,,,9,,,,,,10
350000,福建省,2018,294,3,2116,10,,26,5,,,9,,,,,,9
350000,福建省,2017,70,3,1953,7,,27,4,,,9,,,,,,19
350000,福建省,2016,70,3,1953,7,,27,6,,,9,,,,,,19
350000,福建省,2015,70,3,1948,7,,27,6,,,9,,,,,,18
350000,福建省,2014,70,3,1884,6,,23,6,,,9,,,,,,18
350000,福建省,2013,70,3,1768,5,,27,4,,,9,,,,,,18
350000,福建省,2012,70,3,1626,7,,27,6,,,9,,,,,,18
350000,福建省,2011,70,3,1107,7,,23,4,,23,9,2,,2,4,,18
350000,福建省,2010,70,3,1101,5,1,23,4,,15,9,2,,2,12,,18
350000,福建省,2009,70,3,1151,5,,23,4,,26,9,19,,2,4,,8
350000,福建省,2008,70,3,899,5,,23,4,,,9,19,,2,3,,17
350000,福建省,2007,70,3,464,5,,23,4,,,9,2,,1,4,,17
350000,福建省,2006,67,2,131,4,,23,4,,,8,2,,2,3,,8
350000,福建省,2005,67,2,80,4,,23,4,,,8,2,,2,3,,8
350000,福建省,2004,,,,,,,,,,,,,,,,
350000,福建省,2003,,,,,,,,,,,,,,,,
350000,福建省,2002,,,,,,,,,,,,,,,,
350000,福建省,2001,,,,,,,,,,,,,,,,
350000,福建省,2000,,,,,,,,,,,,,,,,
360000,江西省,2019,380,2,2167,11,,19,33,,,12,,,,,,11
360000,江西省,2018,380,2,2167,11,,19,28,,,12,,,,,,11
360000,江西省,2017,92,2,2452,9,,19,24,,,12,,,,,,10
360000,江西省,2016,91,2,2452,9,,19,24,,,12,,,,,,10
360000,江西省,2015,91,2,2452,7,,19,24,,,12,,,,,,9
360000,江西省,2014,91,2,2452,6,,18,24,,,12,,,,,,9
360000,江西省,2013,91,2,2379,6,,19,13,,,12,,,,,,9
360000,江西省,2012,91,2,2058,7,,19,25,,,12,,,,,,9
360000,江西省,2011,87,2,1765,7,1,18,1,,,12,2,,12,12,,9
360000,江西省,2010,87,2,1536,8,1,18,1,,,12,2,2,12,19,,9
360000,江西省,2009,87,2,1618,8,1,18,1,,,13,13,,12,12,,11
360000,江西省,2008,89,2,1472,6,1,18,1,,,13,7,,12,12,,11
360000,江西省,2007,89,2,1160,5,1,18,1,,,13,2,,12,12,,12
360000,江西省,2006,87,2,930,5,2,18,1,,,12,2,,12,5,,11
360000,江西省,2005,87,2,369,4,1,18,1,,,12,2,,12,4,,11
360000,江西省,2004,,,,,,,,,,,,,,,,
360000,江西省,2003,,,,,,,,,,,,,,,,
360000,江西省,2002,,,,,,,,,,,,,,,,
360000,江西省,2001,,,,,,,,,,,,,,,,
360000,江西省,2000,,,,,,,,,,,,,,,,
370000,山东省,2019,431,3,1196,11,,20,49,,,13,,,,,,10
370000,山东省,2018,431,3,1201,11,,20,55,,,13,,,,,,10
370000,山东省,2017,123,3,1714,13,,20,36,,,13,,,,,,15
370000,山东省,2016,123,3,1714,13,,20,38,,,13,,,,,,15
370000,山东省,2015,123,3,1726,13,,20,37,,,13,,,,,,15
370000,山东省,2014,123,3,1696,11,,19,38,,,13,,,,,,15
370000,山东省,2013,123,3,1571,11,,20,22,,,7,,,,,,15
370000,山东省,2012,123,3,1469,11,,20,38,,,7,,,,,,15
370000,山东省,2011,123,3,1372,13,1,19,1,,13,7,3,2,16,19,1,15
370000,山东省,2010,123,3,1404,13,,19,1,,16,20,3,,16,7,,14
370000,山东省,2009,123,3,1512,13,1,19,1,,7,6,4,4,16,19,,10
370000,山东省,2008,116,2,1367,12,1,18,1,,,14,4,3,16,18,,31
370000,山东省,2007,116,2,1220,12,1,108,1,,,13,4,2,16,19,,27
370000,山东省,2006,116,2,1219,15,1,57,1,,,12,3,4,16,17,,18
370000,山东省,2005,116,2,111,16,1,55,1,,,9,3,4,15,17,,22
370000,山东省,2004,,,,,,,,,,,,,,,,
370000,山东省,2003,,,,,,,,,,,,,,,,
370000,山东省,2002,,,,,,,,,,,,,,,,
370000,山东省,2001,,,,,,,,,,,,,,,,
370000,山东省,2000,,,,,,,,,,,,,,,,
410000,河南省,2019,370,3,2292,10,,39,72,,,19,,,,,,22
410000,河南省,2018,330,3,2408,10,,39,19,,,19,,,,,,22
410000,河南省,2017,119,3,2431,12,,39,29,,,19,,,,,,29
410000,河南省,2016,119,3,2431,12,,39,19,,,19,,,,,,29
410000,河南省,2015,119,3,2431,12,,39,19,,,19,,,,,,28
410000,河南省,2014,119,3,2403,12,,35,37,,,17,,,,,,28
410000,河南省,2013,119,3,2464,12,,38,19,,,10,,,,,,28
410000,河南省,2012,119,3,2466,12,,38,37,,,10,,,,,,28
410000,河南省,2011,119,3,1952,12,1,35,3,,,10,4,,18,18,,28
410000,河南省,2010,119,3,1951,20,1,35,3,,,9,4,,18,18,,28
410000,河南省,2009,119,2,2029,20,1,35,3,,,9,5,1,18,18,,10
410000,河南省,2008,119,3,1890,20,1,30,3,,,11,3,,18,18,,28
410000,河南省,2007,119,3,1802,20,1,30,3,,,9,3,,18,18,,28
410000,河南省,2006,119,3,1712,16,1,30,3,,,8,3,,18,3,,21
410000,河南省,2005,119,3,1460,17,,30,3,,,8,3,,20,3,,22
410000,河南省,2004,,,,,,,,,,,,,,,,
410000,河南省,2003,,,,,,,,,,,,,,,,
410000,河南省,2002,,,,,,,,,,,,,,,,
410000,河南省,2001,,,,,,,,,,,,,,,,
410000,河南省,2000,,,,,,,,,,,,,,,,
420000,湖北省,2019,327,3,2184,10,,32,63,,,32,,,,,,18
420000,湖北省,2018,327,3,2314,10,,32,34,,,32,,,,,,18
420000,湖北省,2017,82,3,2322,11,,32,34,,,32,,,,,,17
420000,湖北省,2016,82,3,2322,11,,32,36,,,32,,,,,,17
420000,湖北省,2015,81,3,2322,11,,32,34,,,32,,,,,,16
420000,湖北省,2014,82,3,2312,10,,30,33,,,32,,,,,,16
420000,湖北省,2013,82,3,2295,9,,32,33,,,13,,,,,,16
420000,湖北省,2012,81,3,2142,11,,32,33,,,13,,,,,,16
420000,湖北省,2011,81,3,1330,11,,30,2,1,,13,2,,1,32,,16
420000,湖北省,2010,81,3,1256,11,,30,2,1,,16,2,,1,32,,16
420000,湖北省,2009,81,3,1313,11,1,30,2,1,,18,2,,,32,,12
420000,湖北省,2008,84,3,1295,9,2,28,3,1,,18,12,,1,32,,95
420000,湖北省,2007,84,3,1078,9,,28,3,1,,18,2,,1,32,,35
420000,湖北省,2006,83,3,841,9,1,28,3,1,,16,2,,,7,1,15
420000,湖北省,2005,77,3,3,8,,28,2,,,16,2,,1,4,,30
420000,湖北省,2004,,,,,,,,,,,,,,,,
420000,湖北省,2003,,,,,,,,,,,,,,,,
420000,湖北省,2002,,,,,,,,,,,,,,,,
420000,湖北省,2001,,,,,,,,,,,,,,,,
420000,湖北省,2000,,,,,,,,,,,,,,,,
430000,湖南省,2019,422,3,3125,11,,26,11,,,10,,,,,,10
430000,湖南省,2018,421,3,3124,11,,26,7,,,10,,,,,,10
430000,湖南省,2017,97,3,3464,10,,26,7,,,10,,,,,,7
430000,湖南省,2016,97,3,3464,10,,26,16,,,10,,,,,,7
430000,湖南省,2015,97,3,3464,10,,26,7,,,10,,,,,,7
430000,湖南省,2014,97,3,3494,10,,22,7,,,10,,,,,,7
430000,湖南省,2013,97,3,3454,10,,26,7,,,10,,,,,,7
430000,湖南省,2012,97,3,3448,10,,26,7,,,10,,,,,,7
430000,湖南省,2011,97,3,2691,9,1,22,4,,,10,3,,,6,,7
430000,湖南省,2010,97,3,2691,11,1,22,4,,,10,3,,,6,,7
430000,湖南省,2009,97,3,2407,11,1,22,4,,,16,8,1,,6,,9
430000,湖南省,2008,97,3,2178,7,1,22,4,,,11,3,,,6,,9
430000,湖南省,2007,97,3,2107,7,1,22,4,,,11,3,,,6,,12
430000,湖南省,2006,97,3,1254,6,1,22,4,,,5,3,,,6,,12
430000,湖南省,2005,97,3,39,5,,22,4,,,5,3,,,6,,12
430000,湖南省,2004,,,,,,,,,,,,,,,,
430000,湖南省,2003,,,,,,,,,,,,,,,,
430000,湖南省,2002,,,,,,,,,,,,,,,,
430000,湖南省,2001,,,,,,,,,,,,,,,,
430000,湖南省,2000,,,,,,,,,,,,,,,,
440000,广东省,2019,436,4,2808,30,,28,84,,,9,,,,,,11
440000,广东省,2018,434,4,2808,28,,28,28,,,9,,,,,,11
440000,广东省,2017,86,4,2324,11,,28,16,,,9,,,,,,9
440000,广东省,2016,86,4,2324,11,,28,18,,,9,,,,,,9
440000,广东省,2015,86,4,2329,10,,28,26,,,9,,,,,,9
440000,广东省,2014,86,4,2015,10,,26,21,,,9,,,,,,9
440000,广东省,2013,86,4,1865,10,,28,8,,,11,,,,,,9
440000,广东省,2012,86,4,1221,10,,28,19,,,11,,,,,,9
440000,广东省,2011,86,4,1143,12,1,26,2,,7,11,2,,8,7,6,9
440000,广东省,2010,86,4,1173,10,1,26,2,,27,41,2,,8,7,9,9
440000,广东省,2009,86,4,1566,8,1,26,2,,7,43,3,,4,7,6,9
440000,广东省,2008,92,4,1447,7,1,27,2,,,30,2,1,6,7,4,10
440000,广东省,2007,86,4,1149,11,1,27,2,,,30,2,,6,7,,10
440000,广东省,2006,86,4,729,9,2,25,2,,,7,4,,6,6,1,9
440000,广东省,2005,86,4,670,12,1,25,2,,,6,3,,7,5,1,9
440000,广东省,2004,,,,,,,,,,,,,,,,
440000,广东省,2003,,,,,,,,,,,,,,,,
440000,广东省,2002,,,,,,,,,,,,,,,,
440000,广东省,2001,,,,,,,,,,,,,,,,
440000,广东省,2000,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2019,518,6,2303,13,,29,21,,,11,,,,,,12
450000,广西壮族自治区,2018,519,6,2399,11,,29,12,,,11,,,,,,14
450000,广西壮族自治区,2017,91,6,2399,11,,29,12,,,11,,,,,,13
450000,广西壮族自治区,2016,91,6,2399,11,,29,12,,,11,,,,,,13
450000,广西壮族自治区,2015,91,6,2399,11,,29,12,,,11,,,,,,12
450000,广西壮族自治区,2014,92,6,2391,10,,24,12,,,11,,,,,,12
