省份编码,省份,年份,规模以上工业企业R&D人员全时当量(人年),规模以上工业企业R&D经费(万元),规模以上工业企业R&D项目数(项)
320000,江苏省,2005,,,
320000,江苏省,2004,69654,1530561.0,6322
320000,江苏省,2003,,,
320000,江苏省,2002,,,
320000,江苏省,2001,,,
320000,江苏省,2000,,,
330000,浙江省,2019,451752,12742260.3,98501
330000,浙江省,2018,394147,11473921.2,77940
330000,浙江省,2017,333646,10301446.6,69180
330000,浙江省,2016,321845,9357877.1,59088
330000,浙江省,2015,316672,8535689.1,51940
330000,浙江省,2014,290338.6,7681473.0,45679
330000,浙江省,2013,263506.7,6843562.0,42158
330000,浙江省,2012,228617.8,5886071.2,35582
330000,浙江省,2011,203904.4,4799069.4,28672
330000,浙江省,2010,,,
330000,浙江省,2009,150888,3301031.0,22986
330000,浙江省,2008,126273,2757063.0,17177
330000,浙江省,2007,,,
330000,浙江省,2006,,,
330000,浙江省,2005,,,
330000,浙江省,2004,42507,880654.0,5507
330000,浙江省,2003,,,
330000,浙江省,2002,,,
330000,浙江省,2001,,,
330000,浙江省,2000,,,
340000,安徽省,2019,124491,5765370.5,25799
340000,安徽省,2018,106744,4973027.4,16695
340000,安徽省,2017,103598,4361174.8,20010
340000,安徽省,2016,99451,3709223.8,15697
340000,安徽省,2015,96791,3221421.9,14100
340000,安徽省,2014,95287.1,2847303.2,14648
340000,安徽省,2013,85999.6,2477246.1,14394
340000,安徽省,2012,73355.7,2089813.8,11882
340000,安徽省,2011,56274.7,1628303.7,8426
340000,安徽省,2010,,,
340000,安徽省,2009,37649,907544.0,5233
340000,安徽省,2008,32904,691431.0,3243
340000,安徽省,2007,,,
340000,安徽省,2006,,,
340000,安徽省,2005,,,
340000,安徽省,2004,10300,209564.0,1162
340000,安徽省,2003,,,
340000,安徽省,2002,,,
340000,安徽省,2001,,,
340000,安徽省,2000,,,
350000,福建省,2019,126089,5985139.2,21689
350000,福建省,2018,120723,5249416.9,18716
350000,福建省,2017,105533,4487933.8,15944
350000,福建省,2016,102250,3882632.1,12849
350000,福建省,2015,99180,3469810.1,10929
350000,福建省,2014,110892.4,3153831.2,10949
350000,福建省,2013,100199.6,2791965.8,10426
350000,福建省,2012,90279.6,2381656.2,9080
350000,福建省,2011,75503.3,1943993.1,6441
350000,福建省,2010,,,
350000,福建省,2009,46433,1144347.0,5435
350000,福建省,2008,41784,837778.0,3781
350000,福建省,2007,,,
350000,福建省,2006,,,
350000,福建省,2005,,,
350000,福建省,2004,18519,360048.0,1634
350000,福建省,2003,,,
350000,福建省,2002,,,
350000,福建省,2001,,,
350000,福建省,2000,,,
360000,江西省,2019,85032,3202150.6,18645
360000,江西省,2018,67394,2677714.0,13658
360000,江西省,2017,45082,2216865.2,7504
360000,江西省,2016,34924,1797561.3,6351
360000,江西省,2015,31321,1474968.4,4403
360000,江西省,2014,28803.1,1284642.3,4385
360000,江西省,2013,29519,1106442.9,4288
360000,江西省,2012,23877.4,925984.5,2930
360000,江西省,2011,23969.3,769834.0,2608
360000,江西省,2010,,,
360000,江西省,2009,19959,582649.0,2799
360000,江西省,2008,17537,495245.0,2274
360000,江西省,2007,,,
360000,江西省,2006,,,
360000,江西省,2005,,,
360000,江西省,2004,10335,150868.0,915
360000,江西省,2003,,,
360000,江西省,2002,,,
360000,江西省,2001,,,
360000,江西省,2000,,,
370000,山东省,2019,198205,12109485.3,45250
370000,山东省,2018,236515,14184975.4,46625
370000,山东省,2017,239170,15636785.2,43666
370000,山东省,2016,241761,14150035.4,35835
370000,山东省,2015,241395,12917717.6,30778
370000,山东省,2014,230799.7,11755481.8,34353
370000,山东省,2013,227402.9,10528096.7,31906
370000,山东省,2012,204397.8,9056006.8,30119
370000,山东省,2011,180831.9,7431253.9,25193
370000,山东省,2010,,,
370000,山东省,2009,129892,4567136.0,18858
370000,山东省,2008,124042,3759077.0,12585
370000,山东省,2007,,,
370000,山东省,2006,,,
370000,山东省,2005,,,
370000,山东省,2004,43800,1185772.0,4842
370000,山东省,2003,,,
370000,山东省,2002,,,
370000,山东省,2001,,,
370000,山东省,2000,,,
410000,河南省,2019,140361,6087152.7,23810
410000,河南省,2018,128054,5289250.0,16774
410000,河南省,2017,123619,4722542.0,15973
410000,河南省,2016,132731,4096961.7,12562
410000,河南省,2015,131051,3688252.4,11764
410000,河南省,2014,134256,3372309.5,12635
410000,河南省,2013,125090.5,2953409.5,11257
410000,河南省,2012,102846.4,2489651.0,9349
410000,河南省,2011,93833.1,2137235.6,8415
410000,河南省,2010,,,
410000,河南省,2009,69647,1334943.0,6981
410000,河南省,2008,52482,976394.0,5151
410000,河南省,2007,,,
410000,河南省,2006,,,
410000,河南省,2005,,,
410000,河南省,2004,25197,274981.0,2403
410000,河南省,2003,,,
410000,河南省,2002,,,
410000,河南省,2001,,,
410000,河南省,2000,,,
420000,湖北省,2019,115743,5865142.5,17424
420000,湖北省,2018,105041,5255193.9,13574
420000,湖北省,2017,94241,4689376.8,12968
420000,湖北省,2016,96340,4459621.6,10363
420000,湖北省,2015,86813,4072725.7,8647
420000,湖北省,2014,91455.5,3629506.1,9955
420000,湖北省,2013,85826.1,3117986.6,9522
420000,湖北省,2012,77086.9,2633099.2,8062
420000,湖北省,2011,71281.4,2107552.7,7077
420000,湖北省,2010,,,
420000,湖北省,2009,50425,1205733.0,6104
420000,湖北省,2008,42282,872514.0,4531
420000,湖北省,2007,,,
420000,湖北省,2006,,,
420000,湖北省,2005,,,
420000,湖北省,2004,21065,263306.0,1714
420000,湖北省,2003,,,
420000,湖北省,2002,,,
420000,湖北省,2001,,,
420000,湖北省,2000,,,
430000,湖南省,2019,106946,5931484.9,21212
430000,湖南省,2018,102800,5167217.3,15311
430000,湖南省,2017,94228,4617716.2,10411
430000,湖南省,2016,86440,3929647.3,7899
430000,湖南省,2015,83821,3525450.2,6646
430000,湖南省,2014,77428.2,3100445.7,9393
430000,湖南省,2013,73557.7,2703987.2,8425
430000,湖南省,2012,69784.2,2290876.8,7563
430000,湖南省,2011,57477.6,1817772.8,6928
430000,湖南省,2010,,,
430000,湖南省,2009,38041,1096144.0,5669
430000,湖南省,2008,32465,811298.0,3606
430000,湖南省,2007,,,
430000,湖南省,2006,,,
430000,湖南省,2005,,,
430000,湖南省,2004,15057,186180.0,1078
430000,湖南省,2003,,,
430000,湖南省,2002,,,
430000,湖南省,2001,,,
430000,湖南省,2000,,,
440000,广东省,2019,642490,23148565.5,106340
440000,广东省,2018,621950,21072031.4,76985
440000,广东省,2017,457342,18650313.2,73439
440000,广东省,2016,423730,16762749.0,50740
440000,广东省,2015,411059,15205497.4,37375
440000,广东省,2014,424872.4,13752868.9,42941
440000,广东省,2013,426329.8,12374791.2,40759
440000,广东省,2012,424563.2,10778634.0,37460
440000,广东省,2011,346260.1,8994412.3,29243
440000,广东省,2010,,,
440000,广东省,2009,228907,5523733.0,24888
440000,广东省,2008,197488,4423514.0,15280
440000,广东省,2007,,,
440000,广东省,2006,,,
440000,广东省,2005,,,
440000,广东省,2004,54474,1631096.0,3815
440000,广东省,2003,,,
440000,广东省,2002,,,
440000,广东省,2001,,,
440000,广东省,2000,,,
450000,广西壮族自治区,2019,22102,1044742.2,3937
450000,广西壮族自治区,2018,17228,891031.1,2884
450000,广西壮族自治区,2017,16163,935995.6,2795
450000,广西壮族自治区,2016,19402,827248.0,2664
450000,广西壮族自治区,2015,19000,769189.7,2397
450000,广西壮族自治区,2014,22792.8,848807.5,3260
450000,广西壮族自治区,2013,20699.6,817062.9,2890
450000,广西壮族自治区,2012,20844.7,702225.1,3526
450000,广西壮族自治区,2011,20155,586791.3,2890
450000,广西壮族自治区,2010,,,
450000,广西壮族自治区,2009,12042,324191.0,2920
450000,广西壮族自治区,2008,9358,239850.0,1535
450000,广西壮族自治区,2007,,,
450000,广西壮族自治区,2006,,,
450000,广西壮族自治区,2005,,,
450000,广西壮族自治区,2004,4879,65654.0,592
450000,广西壮族自治区,2003,,,
450000,广西壮族自治区,2002,,,
450000,广西壮族自治区,2001,,,
450000,广西壮族自治区,2000,,,
460000,海南省,2019,1779,108154.4,549
460000,海南省,2018,1971,113707.5,548
460000,海南省,2017,1971,74814.9,572
460000,海南省,2016,2688,79819.3,552
460000,海南省,2015,3325,111841.1,570
460000,海南省,2014,3483.8,111009.5,934
460000,海南省,2013,2881.9,93566.6,769
460000,海南省,2012,2767.2,78092.8,478
460000,海南省,2011,1587.1,57760.4,299
460000,海南省,2010,,,
460000,海南省,2009,1046,22616.0,311
460000,海南省,2008,554,8768.0,74
460000,海南省,2007,,,
460000,海南省,2006,,,
460000,海南省,2005,,,
460000,海南省,2004,475,11378.0,111
460000,海南省,2003,,,
460000,海南省,2002,,,
460000,海南省,2001,,,
460000,海南省,2000,,,
500000,重庆市,2019,62424,3358917.7,14001
500000,重庆市,2018,61956,2992091.1,12484
500000,重庆市,2017,56416,2799985.8,10624
500000,重庆市,2016,47392,2374858.9,7612
500000,重庆市,2015,45129,1996609.0,6544
500000,重庆市,2014,43796.9,1664719.6,7879
500000,重庆市,2013,36605.2,1388198.8,5794
500000,重庆市,2012,31576.8,1171045.0,5113
500000,重庆市,2011,27651.5,943974.8,4524
500000,重庆市,2010,,,
500000,重庆市,2009,23279,564856.0,3726
500000,重庆市,2008,23174,465280.0,3014
500000,重庆市,2007,,,
500000,重庆市,2006,,,
500000,重庆市,2005,,,
500000,重庆市,2004,11111,154250.0,1315
500000,重庆市,2003,,,
500000,重庆市,2002,,,
500000,重庆市,2001,,,
500000,重庆市,2000,,,
510000,四川省,2019,78289,3878571.9,17461
510000,四川省,2018,77848,3423923.2,11779
510000,四川省,2017,71968,3010846.4,12359
510000,四川省,2016,60146,2572607.4,8869
510000,四川省,2015,56841,2238051.4,6609
510000,四川省,2014,62144.7,1960111.8,11027
510000,四川省,2013,58147.5,1688902.3,10298
510000,四川省,2012,50533,1422310.4,9868
510000,四川省,2011,36838.8,1044666.0,6712
510000,四川省,2010,,,
510000,四川省,2009,44370,817664.0,6974
510000,四川省,2008,45137,681656.0,5769
510000,四川省,2007,,,
510000,四川省,2006,,,
510000,四川省,2005,,,
510000,四川省,2004,22473,277068.0,2254
510000,四川省,2003,,,
510000,四川省,2002,,,
510000,四川省,2001,,,
510000,四川省,2000,,,
520000,贵州省,2019,23164,910206.0,3850
520000,贵州省,2018,20041,762279.7,2860
520000,贵州省,2017,18786,648576.1,2758
520000,贵州省,2016,15774,556852.5,2145
520000,贵州省,2015,14916,457303.1,1619
520000,贵州省,2014,15658.8,410132.3,1682
520000,贵州省,2013,16049.2,342540.8,1717
520000,贵州省,2012,12135.1,315078.7,1649
520000,贵州省,2011,9564,275217.2,1345
520000,贵州省,2010,,,
520000,贵州省,2009,7234,187695.0,1278
520000,贵州省,2008,6134,145973.0,825
520000,贵州省,2007,,,
520000,贵州省,2006,,,
520000,贵州省,2005,,,
520000,贵州省,2004,3927,64875.0,473
520000,贵州省,2003,,,
520000,贵州省,2002,,,
520000,贵州省,2001,,,
520000,贵州省,2000,,,
530000,云南省,2019,29440,1297740.9,6286
530000,云南省,2018,24048,1070171.5,4216
530000,云南省,2017,21393,885587.7,4122
530000,云南省,2016,17166,741846.9,3441
530000,云南省,2015,16381,619587.7,3017
530000,云南省,2014,12980.3,516571.5,2102
530000,云南省,2013,11810.5,454278.3,1729
530000,云南省,2012,12321.2,384430.4,1665
530000,云南省,2011,10334.7,299279.1,1514
530000,云南省,2010,,,
530000,云南省,2009,6790,151147.0,991
530000,云南省,2008,8203,131583.0,1072
530000,云南省,2007,,,
530000,云南省,2006,,,
530000,云南省,2005,,,
530000,云南省,2004,3978,43881.0,571
530000,云南省,2003,,,
530000,云南省,2002,,,
530000,云南省,2001,,,
530000,云南省,2000,,,
540000,西藏自治区,2019,264,5573.6,46
540000,西藏自治区,2018,326,8624.9,35
540000,西藏自治区,2017,202,3186.0,32
540000,西藏自治区,2016,208,4003.4,29
540000,西藏自治区,2015,43,2602.1,21
540000,西藏自治区,2014,130.1,2943.1,30
540000,西藏自治区,2013,81,4617.1,20
540000,西藏自治区,2012,77.7,5311.8,24
540000,西藏自治区,2011,22,1637.0,16
540000,西藏自治区,2010,,,
540000,西藏自治区,2009,378,6376.0,19
540000,西藏自治区,2008,39,4536.0,14
540000,西藏自治区,2007,,,
540000,西藏自治区,2006,,,
540000,西藏自治区,2005,,,
540000,西藏自治区,2004,4,10.0,
540000,西藏自治区,2003,,,
540000,西藏自治区,2002,,,
540000,西藏自治区,2001,,,
540000,西藏自治区,2000,,,
610000,陕西省,2019,42983,2408037.2,6098
610000,陕西省,2018,39315,2165553.8,4470
610000,陕西省,2017,44672,1963696.7,5125
610000,陕西省,2016,45362,1844216.1,4487
610000,陕西省,2015,45052,1725829.3,4054
610000,陕西省,2014,50753.2,1606945.8,6668
610000,陕西省,2013,45809.2,1401479.9,6099
610000,陕西省,2012,36728.4,1192770.2,5164
610000,陕西省,2011,30828.5,966767.9,4210
610000,陕西省,2010,,,
610000,陕西省,2009,25897,582497.0,3921
610000,陕西省,2008,26600,436433.0,3248
610000,陕西省,2007,,,
610000,陕西省,2006,,,
610000,陕西省,2005,,,
610000,陕西省,2004,15714,257862.0,1187
610000,陕西省,2003,,,
610000,陕西省,2002,,,
610000,陕西省,2001,,,
610000,陕西省,2000,,,
620000,甘肃省,2019,8547,505544.3,1705
620000,甘肃省,2018,8026,476151.3,1305
620000,甘肃省,2017,10096,466911.6,1650
620000,甘肃省,2016,12610,509227.6,1465
620000,甘肃省,2015,12578,486077.3,1572
620000,甘肃省,2014,14379.8,464409.8,1894
620000,甘肃省,2013,12471.9,400742.9,1731
620000,甘肃省,2012,11445,337784.9,1912
620000,甘肃省,2011,9306.6,257916.4,1280
620000,甘肃省,2010,,,
620000,甘肃省,2009,10239,189931.0,926
620000,甘肃省,2008,10035,172353.0,894
620000,甘肃省,2007,,,
620000,甘肃省,2006,,,
620000,甘肃省,2005,,,
620000,甘肃省,2004,4888,46215.0,532
620000,甘肃省,2003,,,
620000,甘肃省,2002,,,
620000,甘肃省,2001,,,
620000,甘肃省,2000,,,
630000,青海省,2019,2379,93712.0,451
630000,青海省,2018,1157,67715.8,220
630000,青海省,2017,1799,83275.6,310
630000,青海省,2016,1750,77939.6,296
630000,青海省,2015,1285,65029.0,150
630000,青海省,2014,2068.2,92527.6,156
630000,青海省,2013,2039.1,89540.4,145
630000,青海省,2012,2020.3,84196.5,147
630000,青海省,2011,1833,81964.9,131
630000,青海省,2010,,,
630000,青海省,2009,1551,41322.0,147
630000,青海省,2008,793,25161.0,106
630000,青海省,2007,,,
630000,青海省,2006,,,
630000,青海省,2005,,,
630000,青海省,2004,1306,20137.0,128
630000,青海省,2003,,,
630000,青海省,2002,,,
630000,青海省,2001,,,
630000,青海省,2000,,,
640000,宁夏回族自治区,2019,8073,415733.1,1789
640000,宁夏回族自治区,2018,7060,369910.2,1739
640000,宁夏回族自治区,2017,6392,291101.4,1404
640000,宁夏回族自治区,2016,5686,239624.3,1342
640000,宁夏回族自治区,2015,5470,200453.1,1125
640000,宁夏回族自治区,2014,5798.9,186517.5,1136
640000,宁夏回族自治区,2013,4816.8,167493.5,1073
640000,宁夏回族自治区,2012,4196.4,143696.4,1170
640000,宁夏回族自治区,2011,3966.8,118879.3,853
640000,宁夏回族自治区,2010,,,
640000,宁夏回族自治区,2009,3568,77591.0,766
640000,宁夏回族自治区,2008,3336,65694.0,644
640000,宁夏回族自治区,2007,,,
640000,宁夏回族自治区,2006,,,
640000,宁夏回族自治区,2005,,,
640000,宁夏回族自治区,2004,2094,23220.0,216
640000,宁夏回族自治区,2003,,,
640000,宁夏回族自治区,2002,,,
640000,宁夏回族自治区,2001,,,
640000,宁夏回族自治区,2000,,,
650000,新疆维吾尔自治区,2019,4698,441346.9,1069
650000,新疆维吾尔自治区,2018,5806,448778.8,1081
650000,新疆维吾尔自治区,2017,6191,400467.8,1161
650000,新疆维吾尔自治区,2016,7310,390945.5,1002
650000,新疆维吾尔自治区,2015,7188,366179.8,972
650000,新疆维吾尔自治区,2014,6688.3,357811.7,897
650000,新疆维吾尔自治区,2013,6668.1,314257.4,1078
650000,新疆维吾尔自治区,2012,6202.1,273424.7,933
650000,新疆维吾尔自治区,2011,6723.1,223351.5,757
650000,新疆维吾尔自治区,2010,,,
650000,新疆维吾尔自治区,2009,5023,140932.0,818
650000,新疆维吾尔自治区,2008,4489,124159.0,646
650000,新疆维吾尔自治区,2007,,,
650000,新疆维吾尔自治区,2006,,,
650000,新疆维吾尔自治区,2005,,,
650000,新疆维吾尔自治区,2004,2357,36008.0,418
650000,新疆维吾尔自治区,2003,,,
650000,新疆维吾尔自治区,2002,,,
650000,新疆维吾尔自治区,2001,,,
650000,新疆维吾尔自治区,2000,,,
