省份编码,省份,年份,规模以上工业企业新产品项目数(项),规模以上工业企业开发新产品经费(万元),规模以上工业企业新产品产值(万元),规模以上工业企业新产品销售收入(万元),规模以上工业企业新产品出口销售收入(万元)
310000,上海市,2016,15046,6227654.4,,90334749.8,12410808.8
310000,上海市,2015,14378,5716228.1,,74709343.7,10798363.4
310000,上海市,2014,18927,5875496.9,,84469637.6,10288124.3
310000,上海市,2013,17295,5282586.3,,76883834.9,7747273.7
310000,上海市,2012,17042,4840036.2,,73999056.0,10544016.0
310000,上海市,2011,15726,4476248.0,71420543.7,77721952.3,10326436.2
310000,上海市,2010,,,,,
310000,上海市,2009,13559,2991877.0,49212317.0,54440825.0,8497006
310000,上海市,2008,8785,2038746.0,47255773.0,48948483.0,
310000,上海市,2007,,,,,
310000,上海市,2006,,,,,
310000,上海市,2005,,,,,
310000,上海市,2004,4651,1140386.0,27681960.0,28221766.0,
310000,上海市,2003,,,,,
310000,上海市,2002,,,,,
310000,上海市,2001,,,,,
310000,上海市,2000,,,,,
320000,江苏省,2019,95797,27013148.6,,301019390.4,79560206.8
320000,江苏省,2018,80921,24680855.1,,284250383.1,63493280.1
320000,江苏省,2017,69653,21506491.6,,285790191.6,57081068.1
320000,江苏省,2016,64029,19090344.6,,280846697.6,65837462.0
320000,江苏省,2015,57204,17117386.1,,244632694.3,58104240.0
320000,江苏省,2014,62306,17649058.4,,235409274.7,53624687.4
320000,江苏省,2013,58353,16693195.1,,197142112.3,43198702.1
320000,江苏省,2012,53973,14945123.4,,178454187.9,52727754.7
320000,江苏省,2011,38009,11824446.7,137552097.6,148421106.7,43928942.2
320000,江苏省,2010,,,,,
320000,江苏省,2009,31985,6919176.0,100156458.0,85236348.0,21284823.0
320000,江苏省,2008,23579,6197076.0,72901516.0,72434173.0,
320000,江苏省,2007,,,,,
320000,江苏省,2006,,,,,
320000,江苏省,2005,,,,,
320000,江苏省,2004,9433,1457350.0,29233039.0,27638099.0,
320000,江苏省,2003,,,,,
320000,江苏省,2002,,,,,
320000,江苏省,2001,,,,,
320000,江苏省,2000,,,,,
330000,浙江省,2019,110063,15316802.0,,260993703.8,51421463.4
330000,浙江省,2018,87445,12700402.1,,233081590.9,45318590.7
330000,浙江省,2017,72083,11074026.2,,211501500.0,41552462.0
330000,浙江省,2016,63124,10041634.4,,213968301.8,42103943.8
330000,浙江省,2015,55123,8989328.3,,188391393.0,37286841.8
330000,浙江省,2014,51466,8960542.7,,165078595.8,34936249.9
330000,浙江省,2013,47778,8216556.3,,148820993.2,29813756.3
330000,浙江省,2012,41874,7145347.1,,112839734.3,26744960.3
330000,浙江省,2011,34186,6014673.8,107495791.9,100493941.1,25355076.8
330000,浙江省,2010,,,,,
330000,浙江省,2009,32537,4182500.0,68011970.0,63482974.0,16119960.0
330000,浙江省,2008,27423,4080592.0,67532379.0,64081539.0,
330000,浙江省,2007,,,,,
330000,浙江省,2006,,,,,
330000,浙江省,2005,,,,,
330000,浙江省,2004,11201,1040418.0,24148446.0,23409319.0,
330000,浙江省,2003,,,,,
330000,浙江省,2002,,,,,
330000,浙江省,2001,,,,,
330000,浙江省,2000,,,,,
340000,安徽省,2019,27734,6192560.0,,96985530.3,10627064.7
340000,安徽省,2018,25728,5711342.3,,95323849.8,11709784.1
340000,安徽省,2017,22904,5117102.1,,88430765.0,8192150
340000,安徽省,2016,19920,4432081.0,,73210507.7,5556923.4
340000,安徽省,2015,17025,3804434.0,,58822306.5,4665203.7
340000,安徽省,2014,18185,3685184.8,,52808808.2,2755507.2
340000,安徽省,2013,17320,3244687.0,,43790809.4,2774115
340000,安徽省,2012,15137,2793021.3,,37318537.5,3137902
340000,安徽省,2011,11174,2363511.5,33593180.2,31826110.3,2344049.4
340000,安徽省,2010,,,,,
340000,安徽省,2009,8612,1442068.0,17088079.0,15333831.0,946978
340000,安徽省,2008,5700,1023694.0,11295422.0,11042095.0,
340000,安徽省,2007,,,,,
340000,安徽省,2006,,,,,
340000,安徽省,2005,,,,,
340000,安徽省,2004,1918,222055.0,4425967.0,4198972.0,
340000,安徽省,2003,,,,,
340000,安徽省,2002,,,,,
340000,安徽省,2001,,,,,
340000,安徽省,2000,,,,,
350000,福建省,2019,22275,5806318.2,,57893118.5,14192568.5
350000,福建省,2018,18067,4966147.9,,53008984.3,13328029.5
350000,福建省,2017,14971,4234896.0,,44766789.3,12027813.9
350000,福建省,2016,11833,3516871.2,,40526600.6,12541348.4
350000,福建省,2015,9737,2973966.7,,35255547.0,11022028.7
350000,福建省,2014,10736,2846971.5,,35117053.1,8179108
350000,福建省,2013,10534,2656090.5,,34400996.6,9442428.4
350000,福建省,2012,9123,2278340.9,,32911524.3,10694396.3
350000,福建省,2011,6721,1997709.6,31947072.6,31138913.9,7957495.1
350000,福建省,2010,,,,,
350000,福建省,2009,5839,1382920.0,18081068.0,17674924.0,6646201
350000,福建省,2008,4827,1177129.0,17775430.0,17463972.0,
350000,福建省,2007,,,,,
350000,福建省,2006,,,,,
350000,福建省,2005,,,,,
350000,福建省,2004,1926,310579.0,8426464.0,8281089.0,
350000,福建省,2003,,,,,
350000,福建省,2002,,,,,
350000,福建省,2001,,,,,
350000,福建省,2000,,,,,
360000,江西省,2019,20589,4584840.6,,63281504.0,8088636.8
360000,江西省,2018,15614,3673302.9,,45117849.9,5201809.9
360000,江西省,2017,11689,2949583.6,,38571745.7,3330682.8
360000,江西省,2016,8371,2227922.3,,31368045.5,3032030.1
360000,江西省,2015,4635,1445062.1,,20586019.2,2165578.7
360000,江西省,2014,5139,1291819.5,,17563826.8,1668647.1
360000,江西省,2013,4381,977849.1,,16829308.6,1575373.9
360000,江西省,2012,3241,917018.9,,12871343.6,1748553.8
360000,江西省,2011,2870,738567.0,9526523.7,9418709.9,1301037.4
360000,江西省,2010,,,,,
360000,江西省,2009,2511,466584.0,5313568.0,5094716.0,690208
360000,江西省,2008,2329,467494.0,6238765.0,6014402.0,
360000,江西省,2007,,,,,
360000,江西省,2006,,,,,
360000,江西省,2005,,,,,
360000,江西省,2004,1013,87493.0,1931602.0,1763042.0,
360000,江西省,2003,,,,,
360000,江西省,2002,,,,,
360000,江西省,2001,,,,,
360000,江西省,2000,,,,,
370000,山东省,2019,44196,10566243.4,,134800845.4,16575056.6
370000,山东省,2018,40440,11608192.4,,152465038.4,19738909.3
370000,山东省,2017,38273,13834842.2,,181263978.0,23328450.7
370000,山东省,2016,32952,12521655.3,,163134209.0,20850533.3
370000,山东省,2015,28306,11221423.2,,146984303.9,17948132.4
370000,山东省,2014,34050,11603104.4,,145558220.4,18452928.9
370000,山东省,2013,31100,10206342.9,,142841782.1,17337125.8
370000,山东省,2012,28171,8148492.1,,129131802.7,18640354.1
370000,山东省,2011,23040,6623254.6,109198090.6,111844080.7,17688020.8
370000,山东省,2010,,,,,
370000,山东省,2009,20838,4757571.0,72364464.0,71919279.0,9396412
370000,山东省,2008,14605,3823546.0,56312044.0,55876878.0,
370000,山东省,2007,,,,,
370000,山东省,2006,,,,,
370000,山东省,2005,,,,,
370000,山东省,2004,7252,928990.0,22771762.0,23286960.0,
370000,山东省,2003,,,,,
370000,山东省,2002,,,,,
370000,山东省,2001,,,,,
370000,山东省,2000,,,,,
410000,河南省,2019,19035,4980836.5,,67883527.4,21330159.1
410000,河南省,2018,16230,4481122.8,,76882016.8,34113208.9
410000,河南省,2017,13058,3982301.3,,70958862.6,31773692.4
410000,河南省,2016,10385,3370815.9,,61154137.2,28014672.0
410000,河南省,2015,9780,3065511.6,,57894206.2,28730298.9
410000,河南省,2014,11341,2971713.2,,51689499.7,23760284.7
410000,河南省,2013,11150,2660106.2,,47914474.4,19677785.6
410000,河南省,2012,9106,2313506.1,,25762026.9,2113763
410000,河南省,2011,7880,2053205.0,26064850.0,25501566.2,2176170.1
410000,河南省,2010,,,,,
410000,河南省,2009,7961,1508454.0,15844515.0,17710388.0,1062642
410000,河南省,2008,6838,1110969.0,14497944.0,14541593.0,
410000,河南省,2007,,,,,
410000,河南省,2006,,,,,
410000,河南省,2005,,,,,
410000,河南省,2004,3122,243735.0,4996447.0,4671530.0,
410000,河南省,2003,,,,,
410000,河南省,2002,,,,,
410000,河南省,2001,,,,,
410000,河南省,2000,,,,,
420000,湖北省,2019,17737,6909409.3,,97076661.8,5737351
420000,湖北省,2018,15372,5854097.6,,88629722.7,4368604.4
420000,湖北省,2017,12460,4640612.8,,75234883.3,3591499.7
420000,湖北省,2016,10450,4076507.0,,67132019.0,3007561.2
420000,湖北省,2015,8934,3644392.3,,56769152.4,1939519.5
420000,湖北省,2014,11678,3646331.7,,52745890.7,1825490.4
420000,湖北省,2013,10722,3317174.7,,46544784.4,2021102.1
420000,湖北省,2012,9629,2937086.1,,36984124.9,2368468.8
420000,湖北省,2011,8633,2435244.9,32337154.9,30994175.4,1614369.4
420000,湖北省,2010,,,,,
420000,湖北省,2009,8109,1612357.0,18394689.0,18116899.0,1400684
420000,湖北省,2008,6110,1052415.0,18301079.0,17979118.0,
420000,湖北省,2007,,,,,
420000,湖北省,2006,,,,,
420000,湖北省,2005,,,,,
420000,湖北省,2004,2458,307234.0,5649222.0,5087244.0,
420000,湖北省,2003,,,,,
420000,湖北省,2002,,,,,
420000,湖北省,2001,,,,,
420000,湖北省,2000,,,,,
430000,湖南省,2019,21343,6593678.9,,81053560.1,5078210.2
430000,湖南省,2018,15020,5417313.2,,76162441.7,4670584.6
430000,湖南省,2017,10204,4857534.1,,85857213.3,3788448.1
430000,湖南省,2016,7632,3585267.2,,80984708.9,3622841.3
430000,湖南省,2015,6402,3315133.5,,73497968.5,5096888.2
430000,湖南省,2014,9758,3151099.8,,63103688.8,4099694.2
430000,湖南省,2013,9089,2959845.4,,57246324.0,2241272.1
430000,湖南省,2012,8418,2384101.6,,47689791.1,1626895
430000,湖南省,2011,7525,2089970.4,38733738.5,37595209.3,1814498.2
430000,湖南省,2010,,,,,
430000,湖南省,2009,6134,1333370.0,23254975.0,231887749.0,1028461
430000,湖南省,2008,4313,1004659.0,16420299.0,16020244.0,
430000,湖南省,2007,,,,,
430000,湖南省,2006,,,,,
430000,湖南省,2005,,,,,
430000,湖南省,2004,1491,176680.0,4822235.0,4572202.0,
430000,湖南省,2003,,,,,
430000,湖南省,2002,,,,,
430000,湖南省,2001,,,,,
430000,湖南省,2000,,,,,
440000,广东省,2019,146954,38649831.7,,429700648.3,118461382.1
440000,广东省,2018,121523,33366962.6,,393760562.9,102891377.4
440000,广东省,2017,103149,28286495.6,,348630304.6,110517202.1
440000,广东省,2016,66843,23097270.7,,286714109.0,92315817.0
440000,广东省,2015,43456,18310389.4,,226425001.6,74841360.0
440000,广东省,2014,49177,16233271.4,,203133183.5,74340708.8
440000,广东省,2013,47387,14065712.2,,180137410.4,60393855.2
440000,广东省,2012,43314,11865618.2,,154028477.8,59795804.9
440000,广东省,2011,32879,10662949.3,146943021.1,143822735.7,56849072.4
440000,广东省,2010,,,,,
440000,广东省,2009,31126,6294129.0,84834806.0,82955488.0,24486893.0
440000,广东省,2008,22357,5320951.0,78621730.0,74695491.0,
440000,广东省,2007,,,,,
440000,广东省,2006,,,,,
440000,广东省,2005,,,,,
440000,广东省,2004,5858,1153829.0,32222318.0,32780523.0,
440000,广东省,2003,,,,,
440000,广东省,2002,,,,,
440000,广东省,2001,,,,,
440000,广东省,2000,,,,,
450000,广西壮族自治区,2019,4846,1445180.0,,18382400.9,1337034.4
450000,广西壮族自治区,2018,3444,1091021.9,,18335850.9,1615378.3
450000,广西壮族自治区,2017,3232,1120030.2,,22492207.3,984717.3
450000,广西壮族自治区,2016,3217,905498.1,,19808823.5,777902.2
450000,广西壮族自治区,2015,2781,903957.2,,16333702.5,457672.8
450000,广西壮族自治区,2014,3328,850464.0,,13484219.9,467565.9
450000,广西壮族自治区,2013,3332,849394.8,,15866038.1,507264.6
450000,广西壮族自治区,2012,3320,771268.6,,12369277.9,450138.7
450000,广西壮族自治区,2011,3468,740604.2,12187918.2,12260903.8,641546.7
450000,广西壮族自治区,2010,,,,,
450000,广西壮族自治区,2009,3176,443277.0,7817586.0,8223781.0,249477
450000,广西壮族自治区,2008,2124,365544.0,5536319.0,5941510.0,
450000,广西壮族自治区,2007,,,,,
450000,广西壮族自治区,2006,,,,,
450000,广西壮族自治区,2005,,,,,
450000,广西壮族自治区,2004,906,57099.0,2940477.0,2757457.0,
450000,广西壮族自治区,2003,,,,,
450000,广西壮族自治区,2002,,,,,
450000,广西壮族自治区,2001,,,,,
450000,广西壮族自治区,2000,,,,,
460000,海南省,2019,835,159611.6,,935497.6,19751.1
460000,海南省,2018,706,147629.9,,1053103.2,150337.5
460000,海南省,2017,549,108955.5,,1306517.6,181991.9
460000,海南省,2016,512,117658.9,,1265915.2,127100.1
460000,海南省,2015,500,105790.7,,1330871.0,153504.8
460000,海南省,2014,843,116938.5,,1482605.1,163850.8
460000,海南省,2013,704,114915.5,,1601201.8,192695.7
460000,海南省,2012,594,101395.7,,1344677.1,193497.8
460000,海南省,2011,426,73968.9,1410460.1,1350545.1,185490.2
460000,海南省,2010,,,,,
460000,海南省,2009,281,27222.0,257775.0,249246.0,10756
460000,海南省,2008,142,44981.0,639621.0,698994.0,
460000,海南省,2007,,,,,
460000,海南省,2006,,,,,
460000,海南省,2005,,,,,
460000,海南省,2004,151,7391.0,667396.0,670854.0,
460000,海南省,2003,,,,,
460000,海南省,2002,,,,,
460000,海南省,2001,,,,,
460000,海南省,2000,,,,,
500000,重庆市,2019,14274,3421297.5,,43654108.8,8924154
500000,重庆市,2018,12812,3094253.2,,42163130.1,8251053.6
500000,重庆市,2017,11227,3252277.8,,53227015.7,13021816.9
500000,重庆市,2016,9243,3025776.9,,50143453.9,7149918.4
500000,重庆市,2015,7352,2388537.0,,45351174.1,10731970.6
500000,重庆市,2014,8580,1863801.4,,36107818.8,3873757
500000,重庆市,2013,6820,1438649.4,,26961129.9,1344651.4
500000,重庆市,2012,5693,1266057.8,,24299197.7,1561071.5
500000,重庆市,2011,4612,1073307.7,31697480.9,30280328.0,3928447.6
500000,重庆市,2010,,,,,
500000,重庆市,2009,4380,766572.0,19651262.0,19029836.0,1029630
500000,重庆市,2008,4043,630399.0,17265239.0,16811441.0,
500000,重庆市,2007,,,,,
500000,重庆市,2006,,,,,
500000,重庆市,2005,,,,,
500000,重庆市,2004,2295,172622.0,5198017.0,5089043.0,
500000,重庆市,2003,,,,,
500000,重庆市,2002,,,,,
500000,重庆市,2001,,,,,
500000,重庆市,2000,,,,,
510000,四川省,2019,17648,4030591.6,,42118321.5,4149003
510000,四川省,2018,13962,3931380.7,,35763416.6,2722689.2
510000,四川省,2017,11583,3107378.6,,36830599.9,1741911.1
510000,四川省,2016,8846,2523694.4,,30447284.1,1620933.4
510000,四川省,2015,6971,2145687.1,,28924766.7,1508088
510000,四川省,2014,13374,2347013.2,,27112960.6,1658582.9
510000,四川省,2013,12681,2135770.5,,24758761.4,2035725.6
510000,四川省,2012,11656,1782262.2,,20959772.9,1504602.1
510000,四川省,2011,10035,1485842.7,20640381.8,21003174.1,1233513.7
510000,四川省,2010,,,,,
510000,四川省,2009,8762,1142995.0,23919946.0,21846719.0,1300131
510000,四川省,2008,7390,907911.0,19021875.0,17982165.0,
510000,四川省,2007,,,,,
510000,四川省,2006,,,,,
510000,四川省,2005,,,,,
510000,四川省,2004,3051,288312.0,5001444.0,5001408.0,
510000,四川省,2003,,,,,
510000,四川省,2002,,,,,
510000,四川省,2001,,,,,
510000,四川省,2000,,,,,
520000,贵州省,2019,4235,856776.9,,8188301.7,417413.2
520000,贵州省,2018,3102,736264.6,,7469914.1,183179.3
520000,贵州省,2017,2537,577811.1,,6055567.9,357345.5
520000,贵州省,2016,2231,550466.0,,5752002.3,613256.9
520000,贵州省,2015,1623,424214.5,,3944834.4,473910.6
520000,贵州省,2014,1802,383863.7,,4083736.3,560789.6
520000,贵州省,2013,1908,403003.5,,3683200.0,365375.2
520000,贵州省,2012,1978,400698.7,,3832763.9,354055.8
520000,贵州省,2011,1749,362492.3,9503771.1,4442116.7,308647.4
520000,贵州省,2010,,,,,
520000,贵州省,2009,1962,258805.0,1990596.0,1891156.0,123877
520000,贵州省,2008,1461,186476.0,1884371.0,1854262.0,
520000,贵州省,2007,,,,,
520000,贵州省,2006,,,,,
520000,贵州省,2005,,,,,
520000,贵州省,2004,758,61168.0,781158.0,757732.0,
520000,贵州省,2003,,,,,
520000,贵州省,2002,,,,,
520000,贵州省,2001,,,,,
520000,贵州省,2000,,,,,
530000,云南省,2019,5661,1227702.2,,9395450.7,382403.4
530000,云南省,2018,4150,965427.2,,9288302.7,215878.9
530000,云南省,2017,4208,1026692.6,,8086166.1,364647.2
530000,云南省,2016,3834,884333.1,,6284487.1,302505.6
530000,云南省,2015,2503,631961.5,,5132030.9,198913.7
530000,云南省,2014,2123,605667.7,,5182591.4,170932
530000,云南省,2013,1903,496845.2,,4433809.5,208578
530000,云南省,2012,1512,396302.4,,4468160.0,262094.9
530000,云南省,2011,1485,390303.0,3568221.4,3808209.2,257761.2
530000,云南省,2010,,,,,
530000,云南省,2009,1244,261718.0,2735626.0,2739668.0,190839
530000,云南省,2008,1174,171099.0,2862040.0,3091636.0,
530000,云南省,2007,,,,,
530000,云南省,2006,,,,,
530000,云南省,2005,,,,,
530000,云南省,2004,732,61497.0,812715.0,739428.0,
530000,云南省,2003,,,,,
530000,云南省,2002,,,,,
530000,云南省,2001,,,,,
530000,云南省,2000,,,,,
540000,西藏自治区,2019,39,6657.3,,230104.2,
540000,西藏自治区,2018,38,4546.9,,181066.7,
540000,西藏自治区,2017,22,3269.9,,94172.6,
540000,西藏自治区,2016,24,3629.6,,78690.1,
540000,西藏自治区,2015,16,2985.7,,56367.1,
540000,西藏自治区,2014,16,1752.0,,,
540000,西藏自治区,2013,8,1177.2,,23453.8,141.2
540000,西藏自治区,2012,11,1986.4,,21004.3,259.5
540000,西藏自治区,2011,7,2775.7,16972.5,17728.3,119
540000,西藏自治区,2010,,,,,
540000,西藏自治区,2009,12,2102.0,54674.0,48166.0,408
540000,西藏自治区,2008,18,7674.0,39106.0,31384.0,
540000,西藏自治区,2007,,,,,
540000,西藏自治区,2006,,,,,
540000,西藏自治区,2005,,,,,
540000,西藏自治区,2004,4,22.0,448.0,559.0,
540000,西藏自治区,2003,,,,,
540000,西藏自治区,2002,,,,,
540000,西藏自治区,2001,,,,,
540000,西藏自治区,2000,,,,,
610000,陕西省,2019,7595,2654451.0,,25660429.0,1721383.1
610000,陕西省,2018,6103,2350623.7,,20333648.2,2297565
610000,陕西省,2017,5093,2042466.5,,17148933.6,470697.6
610000,陕西省,2016,4506,1898166.4,,12364854.7,534690.8
610000,陕西省,2015,4434,1637908.5,,10409949.7,1030964.3
610000,陕西省,2014,6684,1710125.3,,11267648.4,851753.2
610000,陕西省,2013,6491,1799802.8,,10154790.9,306558.1
610000,陕西省,2012,6052,1285250.8,,8715851.3,396375.1
