省份编码,省份,年份,收入法生产总值(亿元),劳动者报酬(亿元),生产税净额(亿元),固定资产折旧(亿元),营业盈余(亿元)
130000,河北省,2008,14200.1,6361.2,1879.0,1945.4,4014.5
130000,河北省,2007,12152.9,5290.9,1608.2,1641.3,3612.5
130000,河北省,2006,10043,4196.8,1349.0,1341.5,3155.7
130000,河北省,2005,8773.4,3610.4,1163.1,1124.7,2875.1
130000,河北省,2004,7588.6,3339.8,944.5,940.2,2364.1
130000,河北省,2003,6333.6,2344.9,798.1,804.6,2386.0
130000,河北省,2002,5518.9,2072.5,681.4,688.2,2076.7
130000,河北省,2001,5062.9,2025.5,592.3,625.6,1819.5
130000,河北省,2000,4628.2,1884.8,537.0,573.6,1632.8
140000,山西省,2019,,,,,
140000,山西省,2018,,,,,
140000,山西省,2017,14484.3,7287.8,1890.9,2301.8,3003.8
140000,山西省,2016,11946.4,6236.8,1576.3,1959.9,2173.4
140000,山西省,2015,11836.4,6135.4,1583.7,1986.6,2130.6
140000,山西省,2014,12094.7,6088.4,1766.1,2018.4,2221.7
140000,山西省,2013,11987.2,6102.7,1796.5,1758.4,2329.6
140000,山西省,2012,11683.1,5477.3,1819.7,1701.2,2684.9
140000,山西省,2011,10894.4,5058.1,1580.1,1550.2,2706.0
140000,山西省,2010,8903.9,4116.3,1290.8,1255.0,2241.8
140000,山西省,2009,7147.6,3477.2,1112.9,1115.1,1442.3
140000,山西省,2008,7223,3397.2,1048.4,1012.5,1765.0
140000,山西省,2007,5935.6,2759.1,877.9,860.6,1438.0
140000,山西省,2006,4713.6,2189.1,692.2,704.4,1128.0
140000,山西省,2005,4079.4,1919.2,597.2,618.0,945.0
140000,山西省,2004,3496,1661.8,521.3,525.5,787.4
140000,山西省,2003,2854.3,1332.3,416.8,425.7,679.4
140000,山西省,2002,2324.8,1128.5,311.0,333.5,551.7
140000,山西省,2001,2029.5,979.7,269.2,284.1,496.5
140000,山西省,2000,1845.7,906.7,241.9,251.6,445.4
150000,内蒙古自治区,2019,,,,,
150000,内蒙古自治区,2018,,,,,
150000,内蒙古自治区,2017,14898.1,7376.8,1789.8,2280.8,3450.7
150000,内蒙古自治区,2016,13789.3,7015.9,1612.5,2141.2,3019.7
150000,内蒙古自治区,2015,12949,6654.3,1415.4,1671.4,3207.8
150000,内蒙古自治区,2014,12158.2,6182.8,1470.3,1591.9,2913.2
150000,内蒙古自治区,2013,11392.4,5725,1396.1,1396.4,2874.9
150000,内蒙古自治区,2012,10470.1,5077,1343.2,1300.6,2749.3
150000,内蒙古自治区,2011,9458.1,4578.3,1187.4,1284.1,2408.4
150000,内蒙古自治区,2010,8199.9,4005,1020.0,1094.5,2080.3
150000,内蒙古自治区,2009,7104.2,3588.1,903.2,928.2,1684.7
150000,内蒙古自治区,2008,6242.4,2889.8,815.2,878.3,1659.2
150000,内蒙古自治区,2007,5166.9,2398.8,620.8,816.3,1331.0
150000,内蒙古自治区,2006,4161.8,1932.4,486.9,615.3,1127.3
150000,内蒙古自治区,2005,3523.7,1663.7,408.2,494.0,957.8
150000,内蒙古自治区,2004,2942.4,1446.4,338.7,393.8,763.5
150000,内蒙古自治区,2003,2388.4,1155.9,281.7,318.2,632.6
150000,内蒙古自治区,2002,1940.9,890.1,240.6,255.8,554.4
150000,内蒙古自治区,2001,1713.8,803,207.4,225.8,477.6
150000,内蒙古自治区,2000,1539.1,739,182.4,199.2,418.6
210000,辽宁省,2019,,,,,
210000,辽宁省,2018,,,,,
210000,辽宁省,2017,21693,11486.2,1990.1,3144.9,5071.8
210000,辽宁省,2016,20392.5,10773.4,1918.5,2946.0,4754.6
210000,辽宁省,2015,20210.3,10645.2,2046.5,2862.6,4656.0
210000,辽宁省,2014,20025.7,10532.8,2099.9,2870.7,4522.2
210000,辽宁省,2013,19208.8,10021.7,2096.9,2677.2,4413.0
210000,辽宁省,2012,17848.6,9157.4,2023.1,2601.9,4066.2
210000,辽宁省,2011,16354.9,8240.7,1922.6,2357.3,3834.4
210000,辽宁省,2010,13896.3,6957.2,1644.6,1981.9,3312.6
210000,辽宁省,2009,12815.7,6446.6,1528.2,1863.7,2977.3
210000,辽宁省,2008,12137.7,6050.9,1486.1,1756.6,2844.2
210000,辽宁省,2007,10292.2,5115.9,1272.7,1507.0,2396.5
210000,辽宁省,2006,8390.3,4169.6,1033.8,1245.6,1941.4
210000,辽宁省,2005,7260.8,3654.9,898.4,1080.8,1626.7
210000,辽宁省,2004,6469.8,3277.4,828.5,956.5,1407.4
210000,辽宁省,2003,5906.3,2879.8,790.1,882.8,1353.6
210000,辽宁省,2002,5458.2,2682,743.9,789.4,1242.9
210000,辽宁省,2001,5033.1,2462.7,695.3,724.9,1150.3
210000,辽宁省,2000,4669.1,2265.9,651.3,671.1,1080.8
220000,吉林省,2019,,,,,
220000,吉林省,2018,,,,,
220000,吉林省,2017,10922,5067.5,1260.7,1961.1,2632.7
220000,吉林省,2016,10427,4836.3,1239.9,1817.6,2533.3
220000,吉林省,2015,10018,4683.3,1199.0,1771.5,2364.2
220000,吉林省,2014,9966.5,4400.4,1159.9,1600.4,2805.9
220000,吉林省,2013,9427.9,4351.3,1127.5,1599.8,2349.3
220000,吉林省,2012,8678,3804.1,1089.2,1468.2,2316.6
220000,吉林省,2011,7734.6,3425.4,955.2,1345.5,2008.6
220000,吉林省,2010,6410.5,2879.6,781.3,1075.5,1674.1
220000,吉林省,2009,5434.8,2469.8,661.8,902.5,1400.8
220000,吉林省,2008,4834.7,2237,594.3,792.4,1211.0
220000,吉林省,2007,4080.3,1887.7,471.0,690.4,1031.3
220000,吉林省,2006,3226.5,1546.2,372.7,561.0,746.6
220000,吉林省,2005,2776.5,1352.6,348.7,455.0,620.3
220000,吉林省,2004,2455.2,1203.2,320.6,385.9,545.5
220000,吉林省,2003,2141,1394.8,162.6,349.7,234.0
220000,吉林省,2002,2043.1,1328.7,157.3,340.2,217.0
220000,吉林省,2001,1900.9,1257.8,135.2,327.9,179.9
220000,吉林省,2000,1751.4,1066,167.1,323.7,217.5
230000,黑龙江省,2019,,,,,
230000,黑龙江省,2018,,,,,
230000,黑龙江省,2017,12313,7178.1,1111.4,1829.3,2194.3
230000,黑龙江省,2016,11895,6847.8,1106.5,1799.9,2140.8
230000,黑龙江省,2015,11690,6554,1321.1,1719.3,2095.6
230000,黑龙江省,2014,12170.8,6248.2,1690.8,1651.9,2579.8
230000,黑龙江省,2013,11849.1,5799,1748.5,1448.8,2852.9
230000,黑龙江省,2012,11015.8,5132.8,1741.5,1417.6,2724.0
230000,黑龙江省,2011,9935,4374.4,1710.3,1283.9,2566.4
230000,黑龙江省,2010,8308.3,3647.6,1334.3,1184.1,2142.3
230000,黑龙江省,2009,7218.9,3343.9,872.2,1027.8,1975.1
230000,黑龙江省,2008,7134.2,3012.3,883.6,866.6,2371.8
230000,黑龙江省,2007,6126.3,2415,761.3,858.1,2091.9
230000,黑龙江省,2006,5329.8,2084.5,715.9,719.6,1809.7
230000,黑龙江省,2005,4756.4,1825.6,702.2,653.0,1575.6
230000,黑龙江省,2004,4134.7,1592.6,598.4,572.7,1371.1
230000,黑龙江省,2003,3609.7,1384.1,562.6,510.2,1152.9
230000,黑龙江省,2002,3242.7,1266.2,508.6,453.6,1014.3
230000,黑龙江省,2001,3043.4,1176.3,474.8,424.6,967.6
230000,黑龙江省,2000,2855.5,1063.5,464.2,394.4,933.3
310000,上海市,2019,,,,,
310000,上海市,2018,,,,,
310000,上海市,2017,32925,14997.1,5224.4,3923.6,8780.0
310000,上海市,2016,29887,13213.2,5314.7,3724.1,7635.0
310000,上海市,2015,26887,11818.2,4852.4,3410.4,6806.1
310000,上海市,2014,25269.8,10975.2,4669.1,3220.7,6404.8
310000,上海市,2013,23204.1,9852.6,4412.1,3076.8,5862.6
310000,上海市,2012,21305.6,8833,3945.8,2930.9,5595.9
310000,上海市,2011,20009.7,8028.1,3612.5,2664.1,5705.0
310000,上海市,2010,17915.4,7018.8,3235.8,2588.4,5072.3
310000,上海市,2009,15742.4,6125.7,2882.0,2501.6,4233.2
310000,上海市,2008,14536.9,5566,2611.9,2343.8,4015.1
310000,上海市,2007,12878.7,4593.5,2110.8,2104.9,4069.4
310000,上海市,2006,10598.9,3826.7,1664.7,1814.1,3293.3
310000,上海市,2005,9197.1,3188.8,1457.8,1523.6,3027.0
310000,上海市,2004,8101.6,2723.1,1311.9,1313.2,2753.3
310000,上海市,2003,6804,2426.6,1296.7,1023.3,2057.4
310000,上海市,2002,5795,2205.8,1219.4,887.0,1482.9
310000,上海市,2001,5257.7,1934.3,1184.6,801.5,1337.3
310000,上海市,2000,4812.2,1724.3,1124.3,707.0,1256.6
320000,江苏省,2019,,,,,
320000,江苏省,2018,,,,,
320000,江苏省,2017,85869.8,39574.8,9940.0,11524.9,24830.1
320000,江苏省,2016,77350.9,35490.6,9306.6,10361.0,22192.7
320000,江苏省,2015,71255.9,32791,8547.2,9192.8,20725.0
320000,江苏省,2014,64830.5,29160.5,8018.8,8521.8,19129.4
320000,江苏省,2013,59349.4,26353.9,7640.4,7736.6,17618.5
320000,江苏省,2012,53701.9,23349,7177.1,7073.4,16102.4
320000,江苏省,2011,48839.2,21082.4,6624.0,6468.4,14664.5
320000,江苏省,2010,41383.9,17542.3,5863.3,5402.5,12575.9
320000,江苏省,2009,34471.7,14902.3,5195.4,4614.4,9759.6
320000,江苏省,2008,30945.5,12965,4735.7,4057.0,9187.6
320000,江苏省,2007,25988.4,10102.8,4073.4,3566.7,8245.5
320000,江苏省,2006,21240.8,8919,3095.3,3186.7,6039.8
320000,江苏省,2005,18121.3,7506.8,2681.6,2704.9,5228.0
320000,江苏省,2004,14823.1,6684.2,2204.5,2074.6,3859.9
320000,江苏省,2003,12442.9,6207.9,1507.6,1710.9,3016.5
320000,江苏省,2002,10606.9,5418.9,1236.8,1497.8,2453.3
320000,江苏省,2001,9456.8,4872.2,1089.2,1362.2,2133.1
320000,江苏省,2000,8553.7,4418.7,975.3,1215.4,1944.3
330000,浙江省,2019,,,,,
330000,浙江省,2018,,,,,
330000,浙江省,2017,52403.1,25026.5,7113.9,6803.8,13459.0
330000,浙江省,2016,47254,22669.9,6244.8,6231.8,12107.5
330000,浙江省,2015,43507.7,21027.3,5811.5,6030.0,10638.9
330000,浙江省,2014,40023.5,18611.9,5692.6,5290.4,10428.6
330000,浙江省,2013,37334.6,17848.2,5174.9,4813.3,9498.2
330000,浙江省,2012,34382.4,14581.5,5063.7,4639.0,10098.2
330000,浙江省,2011,31854.8,13132,4845.2,4020.7,9856.9
330000,浙江省,2010,27399.9,10775.6,3969.7,3412.1,9242.4
330000,浙江省,2009,22833.7,9102.5,3197.7,3049.5,7484.0
330000,浙江省,2008,21284.6,8818.7,3066.9,2968.3,6430.7
330000,浙江省,2007,18640,7421.9,2727.8,2588.1,5902.2
330000,浙江省,2006,15302.7,6194.4,2147.8,2151.5,4809.0
330000,浙江省,2005,13028.3,5191.4,1799.7,1872.2,4165.0
330000,浙江省,2004,11482.1,4627.6,1667.5,1564.9,3622.1
330000,浙江省,2003,9753.4,3880.8,1415.5,1295.0,3162.2
330000,浙江省,2002,8040.7,3220.3,1188.5,1068.0,2563.9
330000,浙江省,2001,6927.7,2881.6,983.9,953.9,2108.3
330000,浙江省,2000,6164.8,2649,899.2,827.9,1788.8
340000,安徽省,2019,,,,,
340000,安徽省,2018,,,,,
340000,安徽省,2017,29676.2,15169.3,3945.3,3680.7,6880.9
340000,安徽省,2016,26307.7,13434.2,3561.2,3215.0,6097.3
340000,安徽省,2015,23831.2,12192.8,3391.6,2811.6,5435.1
340000,安徽省,2014,22519.7,11280,3465.9,2656.9,5116.9
340000,安徽省,2013,20584,10335,3180.0,2312.8,4756.3
340000,安徽省,2012,18341.7,9009.9,2949.7,2197.6,4184.5
340000,安徽省,2011,16284.9,7941.2,2591.0,1958.0,3794.7
340000,安徽省,2010,13249.8,6511.8,2045.4,1579.2,3113.4
340000,安徽省,2009,10864.7,5472.7,1608.3,1330.3,2453.4
340000,安徽省,2008,9517.7,4824.7,1388.7,1167.5,2136.9
340000,安徽省,2007,7941.6,4063.5,1146.7,997.3,1734.0
340000,安徽省,2006,6500.3,3372.6,912.9,831.6,1383.3
340000,安徽省,2005,5675.9,3017.2,776.7,729.8,1152.1
340000,安徽省,2004,5129.1,2796.5,690.6,654.8,987.2
340000,安徽省,2003,4307.8,2188.8,629.2,584.6,905.2
340000,安徽省,2002,3827.7,1969.7,556.6,502.1,799.2
340000,安徽省,2001,3502.8,1789.7,534.1,446.9,732.1
340000,安徽省,2000,3125.3,1657.5,496.6,412.1,559.1
350000,福建省,2019,,,,,
350000,福建省,2018,,,,,
350000,福建省,2017,33842.4,18497.5,3808.5,3365.7,8170.7
350000,福建省,2016,29609.4,16300.1,3583.9,3165.7,6559.8
350000,福建省,2015,26819.5,14606.7,3639.9,2990.7,5582.2
350000,福建省,2014,24942.1,13084,3520.2,2619.7,5718.1
350000,福建省,2013,22503.8,11663.1,2967.5,2340.4,5532.9
350000,福建省,2012,20190.7,10259.5,2725.3,2190.4,5015.6
350000,福建省,2011,17917.7,8953.1,2209.3,1892.7,4862.6
350000,福建省,2010,15002.5,7577,1791.0,1623.6,4011.0
350000,福建省,2009,12418.1,6633.4,1483.1,1470.7,2830.9
350000,福建省,2008,10931.8,5802.6,1295.5,1356.2,2477.6
350000,福建省,2007,9325.6,4082.6,1273.0,1095.2,2874.7
350000,福建省,2006,7468.6,3330.8,966.4,981.6,2189.8
350000,福建省,2005,6415.5,2870.9,824.4,899.2,1821.0
350000,福建省,2004,5712.1,2542.5,759.0,703.5,1707.0
350000,福建省,2003,4999.6,2248.5,667.5,605.6,1478.0
350000,福建省,2002,4467.6,2189,466.1,646.1,1166.4
350000,福建省,2001,4072.9,2008.8,395.8,561.6,1106.7
350000,福建省,2000,3764.5,1835.5,361.9,502.4,1064.7
360000,江西省,2019,,,,,
360000,江西省,2018,,,,,
360000,江西省,2017,20210.8,8802.8,2916.1,2734.2,5757.7
360000,江西省,2016,18388.6,8021.9,2570.8,2481.5,5314.3
360000,江西省,2015,16780.9,7243.1,2526.7,2304.2,4706.8
360000,江西省,2014,15667.8,6525.4,2384.5,2239.0,4518.9
360000,江西省,2013,14300.2,6368.4,2083.6,1927.9,3920.4
360000,江西省,2012,12807.7,5596.8,1963.7,1965.1,3282.2
360000,江西省,2011,11584.5,5196.2,1841.3,1591.0,2956.0
360000,江西省,2010,9383.2,4303.1,1530.1,1174.9,2375.0
360000,江西省,2009,7630,3161.2,1430.5,1359.9,1678.4
360000,江西省,2008,6934.2,3032,1251.8,1153.6,1496.7
360000,江西省,2007,5777.6,2557.9,750.3,680.8,1788.6
360000,江西省,2006,4696.8,2112.8,596.4,564.6,1423.0
360000,江西省,2005,3941.2,1804.9,476.1,475.0,1185.2
360000,江西省,2004,3398.1,1907,460.7,672.6,357.8
360000,江西省,2003,2812.7,1555.5,379.5,567.3,310.5
360000,江西省,2002,2450.5,1399.7,316.5,497.4,236.9
360000,江西省,2001,2175.7,1274.1,280.1,419.4,202.1
360000,江西省,2000,2003.1,1218.7,210.9,351.9,221.6
370000,山东省,2019,,,,,
370000,山东省,2018,,,,,
370000,山东省,2017,63012.1,29879.5,7635.6,8958.8,16538.1
370000,山东省,2016,58762.5,26516.7,6759.6,8892.7,16593.5
370000,山东省,2015,55288.8,24929.6,6425.8,8321.6,15611.8
370000,山东省,2014,50774.8,21273.3,7786.4,7413.6,14301.5
370000,山东省,2013,47344.3,19205.1,7261.3,6820.5,14057.5
370000,山东省,2012,42957.3,16714,6608.0,6337.3,13298.0
370000,山东省,2011,39064.9,15179.9,6115.8,5755.8,12013.4
370000,山东省,2010,33922.5,13505.4,5100.5,4768.2,10548.4
370000,山东省,2009,29540.8,13416.6,4067.9,4236.2,7820.1
370000,山东省,2008,27106.2,12219.1,3835.6,3770.6,7281.0
370000,山东省,2007,22718.1,9893.7,3215.2,3052.1,6557.1
370000,山东省,2006,18967.8,7705.5,2437.8,2756.8,6067.7
370000,山东省,2005,15947.5,6360,2153.1,2526.3,4908.1
370000,山东省,2004,13308.1,5753.6,1913.4,1751.5,3889.6
370000,山东省,2003,10903.2,5131,1595.8,2260.9,1915.6
370000,山东省,2002,10076.5,4790.7,1438.3,1986.9,1860.6
370000,山东省,2001,9076.2,4252.1,1320.3,1771.3,1732.5
370000,山东省,2000,8278.1,3855.9,1170.3,1526.6,1725.3
410000,河南省,2019,,,,,
410000,河南省,2018,,,,,
410000,河南省,2017,44824.9,24310,4029.3,6431.6,10054.0
410000,河南省,2016,40249.3,21735.4,3730.0,5744.6,9039.4
410000,河南省,2015,37084.1,20021,3687.9,5185.9,8189.2
410000,河南省,2014,34574.8,18586.9,3725.6,4779.1,7483.1
410000,河南省,2013,31632.5,16929.2,3522.3,4204.5,6976.5
410000,河南省,2012,28961.9,15180.4,3368.7,4024.3,6388.5
410000,河南省,2011,26318.7,13571.1,3127.5,3656.6,5963.5
410000,河南省,2010,22655,11742.1,2665.8,3066.0,5181.2
410000,河南省,2009,19181,10044.3,2249.2,2633.9,4253.6
410000,河南省,2008,17735.9,9235.6,2106.9,2412.6,3980.8
410000,河南省,2007,14824.5,7659.3,1800.8,2073.6,3290.7
410000,河南省,2006,11977.9,6232.3,1445.4,1682.0,2618.2
410000,河南省,2005,10243.5,5476.1,1212.3,1425.4,2129.6
410000,河南省,2004,8411.2,4577.5,1015.3,1140.4,1678.0
410000,河南省,2003,6942.4,3704.5,859.4,965.7,1412.8
410000,河南省,2002,6035.5,3288,732.2,820.2,1195.0
410000,河南省,2001,5533,3035.5,650.2,750.4,1096.9
410000,河南省,2000,5053,2785.3,589.9,680.0,997.9
420000,湖北省,2019,,,,,
420000,湖北省,2018,,,,,
420000,湖北省,2017,37235,19941.9,3293.0,5527.7,8472.3
420000,湖北省,2016,33353,17812.3,3075.7,4856.0,7608.9
420000,湖北省,2015,30344,16182.6,3033.5,4344.2,6783.7
420000,湖北省,2014,28242.1,15031.8,3053.7,4010.5,6146.2
420000,湖北省,2013,25378,13483.2,2821.4,3441.6,5631.8
420000,湖北省,2012,22590.9,11843.3,2621.9,3139.8,4985.9
420000,湖北省,2011,19942.5,10369.8,2327.2,2754.5,4491.0
420000,湖北省,2010,16226.9,8384.4,1897.7,2223.4,3721.5
420000,湖北省,2009,13192.1,6933.2,1494.3,1857.4,2907.2
420000,湖北省,2008,11497.5,6098.5,1282.0,1617.5,2499.5
420000,湖北省,2007,9451.4,4967.5,1087.7,1342.1,2054.2
420000,湖北省,2006,7531.8,3954,918.1,1056.6,1603.2
420000,湖北省,2005,6469.7,3464.2,789.0,891.4,1325.0
420000,湖北省,2004,5546.8,2999.5,709.5,741.0,1096.8
420000,湖北省,2003,4757.5,2505.3,652.5,762.2,837.4
420000,湖北省,2002,4212.8,2363.7,549.3,605.1,694.7
420000,湖北省,2001,3880.5,2155,517.0,576.8,631.8
420000,湖北省,2000,3545.4,2006,504.1,547.1,488.2
430000,湖南省,2019,,,,,
430000,湖南省,2018,,,,,
430000,湖南省,2017,33828.1,16929.8,4890.1,3906.3,8102.0
430000,湖南省,2016,30853.5,15330.5,4565.9,3548.8,7408.3
430000,湖南省,2015,28538.6,14241.2,4234.3,3280.1,6782.9
430000,湖南省,2014,25881.3,13070,3807.3,2860.7,6143.3
430000,湖南省,2013,23545.2,11680.2,3708.1,2724.9,5432.0
430000,湖南省,2012,21207.2,10435.8,3293.5,2429.0,5049.0
430000,湖南省,2011,18915,9369.6,2986.5,2183.0,4375.9
430000,湖南省,2010,15574.3,7766.2,2388.1,1752.5,3667.5
430000,湖南省,2009,12772.8,6421,1824.3,1406.8,3120.7
430000,湖南省,2008,11307.4,5837.9,1684.7,1307.1,2477.7
430000,湖南省,2007,9285.5,4339,1199.6,1211.0,2535.8
430000,湖南省,2006,7431.6,3492.9,945.5,989.8,2003.3
430000,湖南省,2005,6369.9,2979.9,806.6,837.5,1745.9
430000,湖南省,2004,5542.6,2650.2,701.5,708.5,1482.4
430000,湖南省,2003,4660,2638.8,589.6,767.2,664.4
430000,湖南省,2002,4151.5,2441.1,501.3,676.9,532.2
430000,湖南省,2001,3831.9,2308.3,452.1,605.9,465.7
430000,湖南省,2000,3551.5,2134.4,435.2,569.8,412.1
440000,广东省,2019,,,,,
440000,广东省,2018,,,,,
440000,广东省,2017,91648.7,45801.8,11354.3,11658.9,22833.7
440000,广东省,2016,82163.2,40626.1,10237.7,11141.5,20158.0
440000,广东省,2015,74732.4,36848.2,9401.2,10391.6,18091.4
440000,广东省,2014,68173,32662.5,9787.4,9310.1,16413.0
440000,广东省,2013,62503.4,29956.4,8826.9,7953.3,15766.9
440000,广东省,2012,57007.7,27496,8158.3,7455.5,13898.0
440000,广东省,2011,53072.8,24527.6,7848.3,6867.1,13829.8
440000,广东省,2010,45944.6,20691,6336.9,6042.5,12874.2
440000,广东省,2009,39464.7,18101.7,5670.0,5448.5,10244.5
440000,广东省,2008,36704.2,16817.5,5530.0,5135.6,9221.1
440000,广东省,2007,31742.6,14389.3,4758.5,4675.2,7919.7
440000,广东省,2006,25961.2,11979.2,3811.2,4090.5,6080.3
440000,广东省,2005,21963,10496.4,3009.1,3441.4,5016.1
440000,广东省,2004,18658.3,9029.5,2573.0,2784.1,4271.7
440000,广东省,2003,15979.8,8040.8,2218.3,2533.0,3187.8
440000,广东省,2002,13601.9,7116,1988.1,2207.5,2290.3
440000,广东省,2001,12126.6,6104.8,1939.5,2027.8,2054.4
440000,广东省,2000,10810.2,5600.6,1759.1,1884.8,1565.6
450000,广西壮族自治区,2019,,,,,
450000,广西壮族自治区,2018,,,,,
450000,广西壮族自治区,2017,17790.7,10245.1,2325.2,2099.4,3121.0
450000,广西壮族自治区,2016,16116.6,9367.9,2211.2,1872.8,2664.6
450000,广西壮族自治区,2015,14797.8,8449.3,2236.8,1822.2,2289.6
450000,广西壮族自治区,2014,13587.8,7607.1,2140.8,1587.4,2252.5
450000,广西壮族自治区,2013,12448.4,6493.9,2081.3,1447.4,2425.7
450000,广西壮族自治区,2012,11303.6,6552.6,1270.4,1355.1,2125.4
450000,广西壮族自治区,2011,10299.9,6202.8,1119.6,1480.0,1497.6
450000,广西壮族自治区,2010,8552.4,5248.6,961.4,1127.3,1215.2
450000,广西壮族自治区,2009,7112.9,4351.4,772.5,984.7,1004.4
450000,广西壮族自治区,2008,6455.4,4092.7,616.7,763.7,982.3
450000,广西壮族自治区,2007,5474.8,3296,584.4,646.1,948.3
450000,广西壮族自治区,2006,4417.8,2700.9,430.8,502.7,783.5
450000,广西壮族自治区,2005,3742.1,2295.3,334.0,447.1,665.8
450000,广西壮族自治区,2004,3305.1,1708.1,308.2,424.4,864.4
450000,广西壮族自治区,2003,2798.2,1594.5,270.5,383.5,549.6
450000,广西壮族自治区,2002,2523.7,1486.3,261.8,344.6,431.0
450000,广西壮族自治区,2001,2279.3,1377.4,241.3,300.1,360.6
450000,广西壮族自治区,2000,2080,1343.3,224.1,214.0,298.6
460000,海南省,2019,,,,,
460000,海南省,2018,,,,,
460000,海南省,2017,4497.5,2346.2,581.3,665.3,904.7
460000,海南省,2016,4090.2,2142.2,533.6,594.7,819.6
460000,海南省,2015,3734.2,1927.5,514.9,544.7,747.1
460000,海南省,2014,3449,1771.7,494.0,500.3,683.1
460000,海南省,2013,3115.9,1608,472.4,445.1,590.4
460000,海南省,2012,2789.4,1459.5,475.2,423.4,431.3
460000,海南省,2011,2463.8,1265.6,406.5,369.2,422.6
460000,海南省,2010,2020.5,1048.9,304.6,330.2,336.8
460000,海南省,2009,1620.3,871,231.3,271.1,246.9
460000,海南省,2008,1474.7,823.9,198.1,252.1,200.5
460000,海南省,2007,1234,530.4,166.1,231.8,305.8
460000,海南省,2006,1027.5,490.9,121.7,159.5,255.4
460000,海南省,2005,884.9,441,105.1,139.4,199.3
460000,海南省,2004,802.7,400.3,91.2,133.9,177.2
460000,海南省,2003,714,352.5,78.8,119.1,163.7
460000,海南省,2002,642.7,315.7,71.7,107.0,148.4
460000,海南省,2001,579.2,285.3,64.7,91.5,137.7
460000,海南省,2000,526.8,264.4,55.7,81.5,125.3
500000,重庆市,2019,,,,,
500000,重庆市,2018,,,,,
500000,重庆市,2017,20066.3,10014.3,1947.4,2806.4,5298.2
500000,重庆市,2016,18023,8925,1799.1,2554.5,4744.4
500000,重庆市,2015,16040.5,7873.1,1671.7,2384.6,4111.2
