省份编码,省份,年份,接待国际游客(百万人次),接待外国人游客(百万人次)
130000,河北省,2003,0.280256,0.257642
130000,河北省,2002,0.4736,0.427
130000,河北省,2001,0.4446,0.391
130000,河北省,2000,0.4143,0.359
140000,山西省,2019,0.7622,0.498
140000,山西省,2018,0.713466,0.46595
140000,山西省,2017,0.67,0.4347
140000,山西省,2016,0.6298,0.4042
140000,山西省,2015,0.5938,0.3804
140000,山西省,2014,0.565588,0.361272
140000,山西省,2013,0.5384,0.3888
140000,山西省,2012,1.8918,1.2042
140000,山西省,2011,1.553208,0.982522
140000,山西省,2010,1.302856,0.820935
140000,山西省,2009,1.0678,0.6663
140000,山西省,2008,0.93926,0.579354
140000,山西省,2007,0.737888,0.448249
140000,山西省,2006,0.5737,0.3302
140000,山西省,2005,0.4215,0.254
140000,山西省,2004,0.295767,0.182197
140000,山西省,2003,0.116045,0.079053
140000,山西省,2002,0.248,0.1615
140000,山西省,2001,0.1978,0.1288
140000,山西省,2000,0.1653,0.1166
150000,内蒙古自治区,2019,1.9583,1.8656
150000,内蒙古自治区,2018,1.880752,1.788154
150000,内蒙古自治区,2017,1.8483,1.757
150000,内蒙古自治区,2016,1.7791,1.6819
150000,内蒙古自治区,2015,1.6078,1.5335
150000,内蒙古自治区,2014,1.673122,1.602248
150000,内蒙古自治区,2013,1.6161,1.5531
150000,内蒙古自治区,2012,1.5917,1.5146
150000,内蒙古自治区,2011,1.515177,1.476414
150000,内蒙古自治区,2010,1.428015,1.400197
150000,内蒙古自治区,2009,1.2896,1.2661
150000,内蒙古自治区,2008,1.549328,1.532302
150000,内蒙古自治区,2007,1.494505,1.474349
150000,内蒙古自治区,2006,1.2324,1.2234
150000,内蒙古自治区,2005,1.0016,0.9956
150000,内蒙古自治区,2004,0.799861,0.791091
150000,内蒙古自治区,2003,0.413635,0.410225
150000,内蒙古自治区,2002,0.4394,0.4345
150000,内蒙古自治区,2001,0.3999,0.396
150000,内蒙古自治区,2000,0.3919,0.3874
210000,辽宁省,2019,2.9414,2.3693
210000,辽宁省,2018,2.876953,2.298427
210000,辽宁省,2017,2.7885,2.1705
210000,辽宁省,2016,2.7367,2.1221
210000,辽宁省,2015,2.6401,2.0464
210000,辽宁省,2014,2.607019,2.006223
210000,辽宁省,2013,2.5604,1.7361
210000,辽宁省,2012,4.7313,3.8859
210000,辽宁省,2011,4.053329,3.394122
210000,辽宁省,2010,3.617999,3.070097
210000,辽宁省,2009,2.932,2.5074
210000,辽宁省,2008,2.418707,2.072737
210000,辽宁省,2007,2.000867,1.706636
210000,辽宁省,2006,1.6129,1.3725
210000,辽宁省,2005,1.302,1.1111
210000,辽宁省,2004,1.080809,0.937671
210000,辽宁省,2003,0.778943,0.66809
210000,辽宁省,2002,0.9294,0.7942
210000,辽宁省,2001,0.7242,0.6066
210000,辽宁省,2000,0.6122,0.5005
220000,吉林省,2019,1.3658,1.2111
220000,吉林省,2018,1.437543,1.238441
220000,吉林省,2017,1.4843,1.2834
220000,吉林省,2016,1.6195,1.4217
220000,吉林省,2015,1.481,1.2921
220000,吉林省,2014,1.306286,1.132619
220000,吉林省,2013,1.243,1.0758
220000,吉林省,2012,1.1827,1.009
220000,吉林省,2011,0.993204,0.85494
220000,吉林省,2010,0.820062,0.72159
220000,吉林省,2009,0.6805,0.5829
220000,吉林省,2008,0.617302,0.524624
220000,吉林省,2007,0.543602,0.441832
220000,吉林省,2006,0.4348,0.3543
220000,吉林省,2005,0.3732,0.3068
220000,吉林省,2004,0.323981,0.276654
220000,吉林省,2003,0.211699,0.185247
220000,吉林省,2002,0.294,0.2594
220000,吉林省,2001,0.2718,0.2372
220000,吉林省,2000,0.2227,0.1919
230000,黑龙江省,2019,1.1069,0.9929
230000,黑龙江省,2018,1.091568,1.041315
230000,黑龙江省,2017,1.0388,0.9846
230000,黑龙江省,2016,0.957,0.9087
230000,黑龙江省,2015,0.8347,0.7868
230000,黑龙江省,2014,1.417227,1.322891
230000,黑龙江省,2013,1.5286,1.4502
230000,黑龙江省,2012,2.0762,1.9473
230000,黑龙江省,2011,2.065195,1.978434
230000,黑龙江省,2010,1.724238,1.648303
230000,黑龙江省,2009,1.4251,1.3503
230000,黑龙江省,2008,2.006116,1.93337
230000,黑龙江省,2007,1.414187,1.343778
230000,黑龙江省,2006,1.0637,0.9948
230000,黑龙江省,2005,0.8215,0.7642
230000,黑龙江省,2004,0.732838,0.692773
230000,黑龙江省,2003,0.587127,0.546332
230000,黑龙江省,2002,0.7174,0.6695
230000,黑龙江省,2001,0.6123,0.5651
230000,黑龙江省,2000,0.5517,0.5047
310000,上海市,2019,7.3469,5.9916
310000,上海市,2018,7.420398,6.019901
310000,上海市,2017,7.1933,5.8948
310000,上海市,2016,6.9043,5.7257
310000,上海市,2015,6.5359,5.4069
310000,上海市,2014,6.39615,5.233373
310000,上海市,2013,6.1409,5.1107
310000,上海市,2012,6.5123,5.3964
310000,上海市,2011,6.686144,5.5499
310000,上海市,2010,7.337216,5.931211
310000,上海市,2009,5.3339,4.3905
310000,上海市,2008,5.264727,4.416223
310000,上海市,2007,5.200981,4.426148
310000,上海市,2006,4.6463,3.9979
310000,上海市,2005,4.4454,3.7993
310000,上海市,2004,3.854505,3.196707
310000,上海市,2003,2.447089,1.989968
310000,上海市,2002,2.7253,2.1594
310000,上海市,2001,2.0426,1.5165
310000,上海市,2000,1.814,1.439
320000,江苏省,2019,3.9946,2.6646
320000,江苏省,2018,4.008509,2.646909
320000,江苏省,2017,3.701,2.4175
320000,江苏省,2016,3.2977,2.18
320000,江苏省,2015,3.0501,2.0084
320000,江苏省,2014,2.970955,1.970417
320000,江苏省,2013,2.8803,1.9344
320000,江苏省,2012,7.9154,5.7521
320000,江苏省,2011,7.373266,5.379065
320000,江苏省,2010,6.535498,4.734996
320000,江苏省,2009,5.5683,3.9607
320000,江苏省,2008,5.443022,3.961095
320000,江苏省,2007,5.125489,3.691993
320000,江苏省,2006,4.4519,3.1488
320000,江苏省,2005,3.783,2.6215
320000,江苏省,2004,3.065716,2.14238
320000,江苏省,2003,2.231632,1.434509
320000,江苏省,2002,2.2263,1.3897
320000,江苏省,2001,1.8371,1.0856
320000,江苏省,2000,1.6095,0.9815
330000,浙江省,2019,4.6711,3.2983
330000,浙江省,2018,4.567577,3.234062
330000,浙江省,2017,5.8906,4.3013
330000,浙江省,2016,5.2559,3.873
330000,浙江省,2015,4.5902,3.3396
330000,浙江省,2014,3.708843,2.698277
330000,浙江省,2013,3.3757,2.5207
330000,浙江省,2012,8.6593,5.7051
330000,浙江省,2011,7.736908,5.150408
330000,浙江省,2010,6.847102,4.474054
330000,浙江省,2009,5.7064,3.776
330000,浙江省,2008,5.396682,3.661293
330000,浙江省,2007,5.111789,3.436358
330000,浙江省,2006,4.2682,2.8137
330000,浙江省,2005,3.4805,2.3292
330000,浙江省,2004,2.76668,1.776392
330000,浙江省,2003,1.808317,1.069287
330000,浙江省,2002,2.041,1.2108
330000,浙江省,2001,1.4691,0.8198
330000,浙江省,2000,1.1259,0.6475
340000,安徽省,2019,3.7974,2.1074
340000,安徽省,2018,3.707531,2.187887
340000,安徽省,2017,3.5109,2.0528
340000,安徽省,2016,3.1343,1.8446
340000,安徽省,2015,2.9112,1.7117
340000,安徽省,2014,2.801843,1.608272
340000,安徽省,2013,2.7195,1.6711
340000,安徽省,2012,3.3147,1.9041
340000,安徽省,2011,2.628662,1.517481
340000,安徽省,2010,1.984174,1.173988
340000,安徽省,2009,1.5616,0.9775
340000,安徽省,2008,1.320947,0.908195
340000,安徽省,2007,1.064296,0.743485
340000,安徽省,2006,0.8037,0.5259
340000,安徽省,2005,0.6329,0.4106
340000,安徽省,2004,0.500966,0.319705
340000,安徽省,2003,0.280819,0.163974
340000,安徽省,2002,0.4591,0.2388
340000,安徽省,2001,0.3809,0.1858
340000,安徽省,2000,0.3184,0.1679
350000,福建省,2019,5.6603,2.3998
350000,福建省,2018,5.135455,2.182918
350000,福建省,2017,6.9174,2.9287
350000,福建省,2016,6.1148,2.5412
350000,福建省,2015,3.3271,1.3373
350000,福建省,2014,3.188996,1.274353
350000,福建省,2013,2.9402,1.1451
350000,福建省,2012,4.9367,1.6701
350000,福建省,2011,4.274232,1.400156
350000,福建省,2010,3.681353,1.152748
350000,福建省,2009,3.1203,0.9784
350000,福建省,2008,2.931908,0.98644
350000,福建省,2007,2.687453,1.007969
350000,福建省,2006,2.2967,0.7897
350000,福建省,2005,1.9739,0.7236
350000,福建省,2004,1.728997,0.629173
350000,福建省,2003,1.497164,0.459448
350000,福建省,2002,1.8482,0.528
350000,福建省,2001,1.6348,0.4652
350000,福建省,2000,1.6133,0.4975
360000,江西省,2019,1.9717,0.6114
360000,江西省,2018,1.917812,0.57249
360000,江西省,2017,1.7469,0.5705
360000,江西省,2016,1.6483,0.498
360000,江西省,2015,1.5588,0.4488
360000,江西省,2014,1.476661,0.447356
360000,江西省,2013,1.2389,0.4025
360000,江西省,2012,1.5618,0.5039
360000,江西省,2011,1.358265,0.439844
360000,江西省,2010,1.139683,0.399232
360000,江西省,2009,0.9643,0.3876
360000,江西省,2008,0.802052,0.308321
360000,江西省,2007,0.664686,0.239443
360000,江西省,2006,0.4972,0.1841
360000,江西省,2005,0.3725,0.1363
360000,江西省,2004,0.287744,0.093965
360000,江西省,2003,0.16556,0.044791
360000,江西省,2002,0.2409,0.0657
360000,江西省,2001,0.1963,0.0555
360000,江西省,2000,0.1631,0.0554
370000,山东省,2019,4.0422,2.9441
370000,山东省,2018,4.219956,3.06203
370000,山东省,2017,4.4052,3.1614
370000,山东省,2016,3.2882,2.3766
370000,山东省,2015,3.1222,2.2644
370000,山东省,2014,3.001853,2.180765
370000,山东省,2013,2.8598,2.0608
370000,山东省,2012,4.6991,3.4223
370000,山东省,2011,4.242277,3.123264
370000,山东省,2010,3.667909,2.778699
370000,山东省,2009,3.1004,2.4119
370000,山东省,2008,2.536651,2.064275
370000,山东省,2007,2.496437,2.020311
370000,山东省,2006,1.9313,1.5604
370000,山东省,2005,1.5511,1.2478
370000,山东省,2004,1.193101,0.961697
370000,山东省,2003,0.776725,0.615457
370000,山东省,2002,0.9768,0.7414
370000,山东省,2001,0.8287,0.5924
370000,山东省,2000,0.7231,0.4801
410000,河南省,2019,1.8035,1.1376
410000,河南省,2018,1.672509,1.050222
410000,河南省,2017,1.5589,0.9969
410000,河南省,2016,1.4993,0.9581
410000,河南省,2015,1.353,0.8436
410000,河南省,2014,1.247595,0.718162
410000,河南省,2013,1.2738,0.7302
410000,河南省,2012,1.9077,1.1874
410000,河南省,2011,1.682865,1.042883
410000,河南省,2010,1.468355,0.960914
410000,河南省,2009,1.2585,0.8276
410000,河南省,2008,1.04358,0.679122
410000,河南省,2007,0.880885,0.55564
410000,河南省,2006,0.7574,0.4539
410000,河南省,2005,0.6005,0.3473
410000,河南省,2004,0.450175,0.241213
410000,河南省,2003,0.188576,0.112702
410000,河南省,2002,0.4101,0.2545
410000,河南省,2001,0.3656,0.2488
410000,河南省,2000,0.325,0.1821
420000,湖北省,2019,4.5002,3.4994
420000,湖北省,2018,4.051128,3.070321
420000,湖北省,2017,3.6814,2.7795
420000,湖北省,2016,3.3756,2.5465
420000,湖北省,2015,3.1176,2.3979
420000,湖北省,2014,2.770689,2.132562
420000,湖北省,2013,2.6796,2.0473
420000,湖北省,2012,2.6472,1.9296
420000,湖北省,2011,2.135247,1.601129
420000,湖北省,2010,1.817416,1.385457
420000,湖北省,2009,1.3346,1.0176
420000,湖北省,2008,1.187549,0.926625
420000,湖北省,2007,1.318179,1.077189
420000,湖北省,2006,1.0557,0.857
420000,湖北省,2005,0.8257,0.6268
420000,湖北省,2004,0.611859,0.501873
420000,湖北省,2003,0.405214,0.323151
420000,湖北省,2002,1.0243,0.7557
420000,湖北省,2001,0.6678,0.5427
420000,湖北省,2000,0.4508,0.3574
430000,湖南省,2019,4.6695,2.5014
430000,湖南省,2018,3.650822,1.787405
430000,湖南省,2017,3.2228,1.5548
430000,湖南省,2016,2.4081,1.2741
430000,湖南省,2015,2.2605,1.1819
430000,湖南省,2014,2.195461,1.000746
430000,湖南省,2013,2.3066,0.8771
430000,湖南省,2012,2.2455,0.9064
430000,湖南省,2011,2.276334,1.198013
430000,湖南省,2010,1.898698,1.032951
430000,湖南省,2009,1.3087,0.6408
430000,湖南省,2008,1.110221,0.710983
430000,湖南省,2007,1.205713,0.875235
430000,湖南省,2006,0.9708,0.7311
430000,湖南省,2005,0.7198,0.6088
430000,湖南省,2004,0.553365,0.412344
430000,湖南省,2003,0.153931,0.105368
430000,湖南省,2002,0.5662,0.2238
430000,湖南省,2001,0.5046,0.1885
430000,湖南省,2000,0.454,0.1579
440000,广东省,2019,37.3139,8.5696
440000,广东省,2018,37.480571,8.623737
440000,广东省,2017,36.5452,8.6483
440000,广东省,2016,35.0721,9.0949
440000,广东省,2015,34.5035,7.8358
440000,广东省,2014,33.554302,7.751796
440000,广东省,2013,33.979,7.6051
440000,广东省,2012,34.8943,7.7305
440000,广东省,2011,33.316251,7.493442
440000,广东省,2010,31.4093,7.3328
440000,广东省,2009,27.478,6.1794
440000,广东省,2008,25.679721,6.088231
440000,广东省,2007,24.608666,6.285131
440000,广东省,2006,20.8971,5.3465
440000,广东省,2005,18.9699,4.7653
440000,广东省,2004,15.636526,3.776843
440000,广东省,2003,11.969596,2.457559
440000,广东省,2002,15.2588,2.9806
440000,广东省,2001,12.9238,2.4037
440000,广东省,2000,11.9894,2.1285
450000,广西壮族自治区,2019,6.2396,2.948
450000,广西壮族自治区,2018,5.623253,2.70189
450000,广西壮族自治区,2017,5.1244,2.5538
450000,广西壮族自治区,2016,4.8252,2.5198
450000,广西壮族自治区,2015,4.5035,2.3923
450000,广西壮族自治区,2014,2.957606,1.467516
450000,广西壮族自治区,2013,2.8174,1.5089
450000,广西壮族自治区,2012,3.5027,1.927
450000,广西壮族自治区,2011,3.027923,1.714828
450000,广西壮族自治区,2010,2.502363,1.41387
450000,广西壮族自治区,2009,2.0985,1.1738
450000,广西壮族自治区,2008,2.010225,1.200138
450000,广西壮族自治区,2007,2.055188,1.245056
450000,广西壮族自治区,2006,1.7077,1.0466
450000,广西壮族自治区,2005,1.4771,0.8866
450000,广西壮族自治区,2004,1.175835,0.693765
450000,广西壮族自治区,2003,0.650192,0.329269
450000,广西壮族自治区,2002,1.3634,0.6593
450000,广西壮族自治区,2001,1.2672,0.5502
450000,广西壮族自治区,2000,1.2291,0.508
460000,海南省,2019,1.4359,1.0791
460000,海南省,2018,1.26355,0.896848
460000,海南省,2017,1.1195,0.787
460000,海南省,2016,0.7489,0.4698
460000,海南省,2015,0.6084,0.356
460000,海南省,2014,0.661427,0.421537
460000,海南省,2013,0.7564,0.5005
460000,海南省,2012,0.8158,0.5197
460000,海南省,2011,0.814307,0.561563
460000,海南省,2010,0.663284,0.474015
460000,海南省,2009,0.5515,0.3721
460000,海南省,2008,0.706492,0.530762
460000,海南省,2007,0.753122,0.593098
460000,海南省,2006,0.6169,0.4657
460000,海南省,2005,0.4319,0.2694
460000,海南省,2004,0.308638,0.183845
460000,海南省,2003,0.293377,0.144342
460000,海南省,2002,0.3894,0.1652
460000,海南省,2001,0.4568,0.1296
460000,海南省,2000,0.4868,0.0937
500000,重庆市,2019,2.9711,1.6972
500000,重庆市,2018,2.799768,1.590009
500000,重庆市,2017,2.2485,1.3621
500000,重庆市,2016,1.8089,1.19
500000,重庆市,2015,1.481,0.9898
500000,重庆市,2014,1.263578,0.806452
500000,重庆市,2013,1.1517,0.7698
500000,重庆市,2012,2.2428,1.5263
500000,重庆市,2011,1.864016,1.326135
500000,重庆市,2010,1.370231,1.039598
500000,重庆市,2009,1.0481,0.848
500000,重庆市,2008,0.871907,0.742792
500000,重庆市,2007,0.761676,0.622427
500000,重庆市,2006,0.6032,0.4882
500000,重庆市,2005,0.5239,0.4181
500000,重庆市,2004,0.434423,0.338892
500000,重庆市,2003,0.234521,0.181744
500000,重庆市,2002,0.4615,0.3109
500000,重庆市,2001,0.3133,0.2192
500000,重庆市,2000,0.2661,0.1929
510000,四川省,2019,4.1478,3.1309
510000,四川省,2018,3.698233,2.764701
510000,四川省,2017,3.3617,2.4129
510000,四川省,2016,3.0879,2.1923
510000,四川省,2015,2.732,1.9344
510000,四川省,2014,2.401667,1.696567
510000,四川省,2013,2.0956,1.4732
510000,四川省,2012,2.2734,1.5129
510000,四川省,2011,1.639653,1.137298
510000,四川省,2010,1.0493,0.7497
510000,四川省,2009,0.8499,0.6149
510000,四川省,2008,0.699525,0.47774
510000,四川省,2007,1.70873,1.074127
510000,四川省,2006,1.4017,0.8576
510000,四川省,2005,1.0628,0.6827
510000,四川省,2004,0.966241,0.546463
510000,四川省,2003,0.451713,0.244033
510000,四川省,2002,0.6672,0.4115
510000,四川省,2001,0.5748,0.2809
510000,四川省,2000,0.462,0.1997
520000,贵州省,2019,0.4718,0.235
520000,贵州省,2018,0.396852,0.175347
520000,贵州省,2017,0.324,0.1349
520000,贵州省,2016,0.7229,0.3186
520000,贵州省,2015,0.6859,0.2989
520000,贵州省,2014,0.653127,0.284943
520000,贵州省,2013,0.624,0.2715
520000,贵州省,2012,0.705,0.3042
520000,贵州省,2011,0.585148,0.236244
520000,贵州省,2010,0.500052,0.186054
520000,贵州省,2009,0.3995,0.1628
520000,贵州省,2008,0.395359,0.182231
520000,贵州省,2007,0.430021,0.154762
520000,贵州省,2006,0.3214,0.107
520000,贵州省,2005,0.2762,0.0926
520000,贵州省,2004,0.231023,0.076335
520000,贵州省,2003,0.077045,0.023997
520000,贵州省,2002,0.2281,0.0845
520000,贵州省,2001,0.2055,0.0785
520000,贵州省,2000,0.1839,0.0712
530000,云南省,2019,7.3902,5.865
530000,云南省,2018,7.060755,5.499365
530000,云南省,2017,6.6769,5.0752
530000,云南省,2016,6.0038,4.5069
530000,云南省,2015,5.7008,4.2
530000,云南省,2014,2.86555,2.061553
530000,云南省,2013,2.8788,2.1251
530000,云南省,2012,4.5784,3.2977
530000,云南省,2011,3.953837,2.809988
530000,云南省,2010,3.291532,2.312314
530000,云南省,2009,2.8449,1.9179
530000,云南省,2008,2.50217,1.691835
530000,云南省,2007,2.21903,1.447431
530000,云南省,2006,1.81,1.1117
530000,云南省,2005,1.5028,0.9965
530000,云南省,2004,1.100994,0.732227
530000,云南省,2003,1.000101,0.657101
530000,云南省,2002,1.3036,0.7813
530000,云南省,2001,1.1313,0.6957
530000,云南省,2000,1.0011,0.6659
540000,西藏自治区,2019,0.5419,0.3691
540000,西藏自治区,2018,0.476187,0.24163
540000,西藏自治区,2017,0.3435,0.2688
540000,西藏自治区,2016,0.3219,0.2112
540000,西藏自治区,2015,0.2926,0.1426
540000,西藏自治区,2014,0.244401,0.199965
540000,西藏自治区,2013,0.2232,0.1872
540000,西藏自治区,2012,0.1949,0.1746
540000,西藏自治区,2011,0.270785,0.249026
540000,西藏自治区,2010,0.228321,0.214136
540000,西藏自治区,2009,0.1749,0.1625
540000,西藏自治区,2008,0.067997,0.062934
540000,西藏自治区,2007,0.36537,0.338744
540000,西藏自治区,2006,0.1548,0.1361
540000,西藏自治区,2005,0.1213,0.111
540000,西藏自治区,2004,0.095816,0.088797
540000,西藏自治区,2003,0.05112,0.045685
540000,西藏自治区,2002,0.1423,0.1296
540000,西藏自治区,2001,0.1271,0.1161
540000,西藏自治区,2000,0.15,0.1358
610000,陕西省,2019,4.6572,3.2961
610000,陕西省,2018,4.37142,3.072992
610000,陕西省,2017,3.8374,2.6206
610000,陕西省,2016,3.382,2.2852
610000,陕西省,2015,2.9303,1.9415
610000,陕西省,2014,2.663015,1.858346
610000,陕西省,2013,2.5347,1.7892
610000,陕西省,2012,3.3524,2.3366
610000,陕西省,2011,2.704071,1.899093
610000,陕西省,2010,2.121721,1.552356
610000,陕西省,2009,1.4508,1.1442
610000,陕西省,2008,1.257278,0.936662
610000,陕西省,2007,1.231298,0.98152
610000,陕西省,2006,1.061,0.8316
610000,陕西省,2005,0.9284,0.7457
610000,陕西省,2004,0.800192,0.609316
610000,陕西省,2003,0.465808,0.307758
610000,陕西省,2002,0.8501,0.7181
610000,陕西省,2001,0.7592,0.6376
610000,陕西省,2000,0.7128,0.5848
620000,甘肃省,2019,0.1982,0.1137
620000,甘肃省,2018,0.100125,0.056911
620000,甘肃省,2017,0.0788,0.0422
620000,甘肃省,2016,0.0715,0.0396
620000,甘肃省,2015,0.0545,0.0316
620000,甘肃省,2014,0.04875,0.028857
620000,甘肃省,2013,0.0978,0.0625
620000,甘肃省,2012,0.102,0.0669
620000,甘肃省,2011,0.09108,0.054695
620000,甘肃省,2010,0.070167,0.049921
620000,甘肃省,2009,0.0607,0.0451
620000,甘肃省,2008,0.083196,0.059844
620000,甘肃省,2007,0.331238,0.233886
620000,甘肃省,2006,0.3032,0.1846
620000,甘肃省,2005,0.2885,0.172
620000,甘肃省,2004,0.236708,0.151366
620000,甘肃省,2003,0.101801,0.067885
620000,甘肃省,2002,0.2368,0.1627
620000,甘肃省,2001,0.2226,0.1465
620000,甘肃省,2000,0.2131,0.1434
630000,青海省,2019,0.0731,0.047
630000,青海省,2018,0.069154,0.053603
630000,青海省,2017,0.0702,0.057
630000,青海省,2016,0.0701,0.0503
630000,青海省,2015,0.0653,0.0452
630000,青海省,2014,0.051535,0.040648
630000,青海省,2013,0.0465,0.0413
630000,青海省,2012,0.0473,0.0384
630000,青海省,2011,0.051692,0.041073
630000,青海省,2010,0.04674,0.033925
630000,青海省,2009,0.0361,0.0247
630000,青海省,2008,0.029879,0.020591
630000,青海省,2007,0.05001,0.036226
630000,青海省,2006,0.0421,0.0277
630000,青海省,2005,0.0352,0.0146
630000,青海省,2004,0.028875,0.01235
630000,青海省,2003,0.017711,0.007715
630000,青海省,2002,0.0435,0.0191
630000,青海省,2001,0.0397,0.0183
630000,青海省,2000,0.0326,0.0146
640000,宁夏回族自治区,2019,0.1266,0.0361
640000,宁夏回族自治区,2018,0.088204,0.034339
640000,宁夏回族自治区,2017,0.0653,0.0332
640000,宁夏回族自治区,2016,0.0512,0.0235
640000,宁夏回族自治区,2015,0.0373,0.0184
640000,宁夏回族自治区,2014,0.033657,0.015091
640000,宁夏回族自治区,2013,0.0254,0.015
640000,宁夏回族自治区,2012,0.019,0.0143
640000,宁夏回族自治区,2011,0.019479,0.013659
640000,宁夏回族自治区,2010,0.01799,0.012861
640000,宁夏回族自治区,2009,0.0145,0.0116
640000,宁夏回族自治区,2008,0.011586,0.009306
640000,宁夏回族自治区,2007,0.009373,0.008422
640000,宁夏回族自治区,2006,0.0086,0.00784
640000,宁夏回族自治区,2005,0.0082,0.0066
640000,宁夏回族自治区,2004,0.007041,0.005446
640000,宁夏回族自治区,2003,0.003049,0.002217
640000,宁夏回族自治区,2002,0.006,0.0041
640000,宁夏回族自治区,2001,0.0087,0.0057
640000,宁夏回族自治区,2000,0.0078,0.0058
650000,新疆维吾尔自治区,2019,0.3467,0.2578
650000,新疆维吾尔自治区,2018,0.99297,0.856316
650000,新疆维吾尔自治区,2017,0.7741,0.6715
650000,新疆维吾尔自治区,2016,0.5821,0.5156
650000,新疆维吾尔自治区,2015,0.5314,0.4594
650000,新疆维吾尔自治区,2014,0.54005,0.476619
650000,新疆维吾尔自治区,2013,0.6888,0.601
650000,新疆维吾尔自治区,2012,0.6249,0.4902
650000,新疆维吾尔自治区,2011,0.563707,0.487701
650000,新疆维吾尔自治区,2010,0.509411,0.454444
650000,新疆维吾尔自治区,2009,0.3549,0.3184
650000,新疆维吾尔自治区,2008,0.363157,0.327688
650000,新疆维吾尔自治区,2007,0.438436,0.402673
650000,新疆维吾尔自治区,2006,0.362499,0.3131
650000,新疆维吾尔自治区,2005,0.3311,0.2901
650000,新疆维吾尔自治区,2004,0.3169,0.270959
650000,新疆维吾尔自治区,2003,0.170545,0.149916
650000,新疆维吾尔自治区,2002,0.2754,0.2337
650000,新疆维吾尔自治区,2001,0.273,0.2186
650000,新疆维吾尔自治区,2000,0.2561,0.2084
