省份编码,省份,年份,城市最低生活保障平均标准(元/人、月),城市最低生活保障支出水平(元/人、月),农村最低生活保障平均标准(元/人、月),农村最低生活保障支出水平(元/人、月)
150000,内蒙古自治区,2000,,,,
210000,辽宁省,2019,,,,
210000,辽宁省,2018,,,,
210000,辽宁省,2017,,,,
210000,辽宁省,2016,,,,
210000,辽宁省,2015,,,,
210000,辽宁省,2014,,,,
210000,辽宁省,2013,,,,
210000,辽宁省,2012,,,,
210000,辽宁省,2011,,,,
210000,辽宁省,2010,296.12,189.747295091709,144.2,78
210000,辽宁省,2009,272.19,169.949792371348,,
210000,辽宁省,2008,,,,
210000,辽宁省,2007,,,,
210000,辽宁省,2006,,,,
210000,辽宁省,2005,,,,
210000,辽宁省,2004,,,,
210000,辽宁省,2003,,,,
210000,辽宁省,2002,,,,
210000,辽宁省,2001,,,,
210000,辽宁省,2000,,,,
220000,吉林省,2019,,,,
220000,吉林省,2018,,,,
220000,吉林省,2017,,,,
220000,吉林省,2016,,,,
220000,吉林省,2015,,,,
220000,吉林省,2014,,,,
220000,吉林省,2013,,,,
220000,吉林省,2012,,,,
220000,吉林省,2011,,,,
220000,吉林省,2010,227.93,201.015049228312,112.2,63
220000,吉林省,2009,211.8,183.377299246059,,
220000,吉林省,2008,,,,
220000,吉林省,2007,,,,
220000,吉林省,2006,,,,
220000,吉林省,2005,,,,
220000,吉林省,2004,,,,
220000,吉林省,2003,,,,
220000,吉林省,2002,,,,
220000,吉林省,2001,,,,
220000,吉林省,2000,,,,
230000,黑龙江省,2019,,,,
230000,黑龙江省,2018,,,,
230000,黑龙江省,2017,,,,
230000,黑龙江省,2016,,,,
230000,黑龙江省,2015,,,,
230000,黑龙江省,2014,,,,
230000,黑龙江省,2013,,,,
230000,黑龙江省,2012,,,,
230000,黑龙江省,2011,,,,
230000,黑龙江省,2010,240.11,200.351794125253,115.4,75
230000,黑龙江省,2009,217,160.309549909878,,
230000,黑龙江省,2008,,,,
230000,黑龙江省,2007,,,,
230000,黑龙江省,2006,,,,
230000,黑龙江省,2005,,,,
230000,黑龙江省,2004,,,,
230000,黑龙江省,2003,,,,
230000,黑龙江省,2002,,,,
230000,黑龙江省,2001,,,,
230000,黑龙江省,2000,,,,
310000,上海市,2019,,,,
310000,上海市,2018,,,,
310000,上海市,2017,,,,
310000,上海市,2016,,,,
310000,上海市,2015,,,,
310000,上海市,2014,,,,
310000,上海市,2013,,,,
310000,上海市,2012,,,,
310000,上海市,2011,,,,
310000,上海市,2010,450,303.368526246934,300.0,125
310000,上海市,2009,425,276.51812191529,,
310000,上海市,2008,,,,
310000,上海市,2007,,,,
310000,上海市,2006,,,,
310000,上海市,2005,,,,
310000,上海市,2004,,,,
310000,上海市,2003,,,,
310000,上海市,2002,,,,
310000,上海市,2001,,,,
310000,上海市,2000,,,,
320000,江苏省,2019,,,,
320000,江苏省,2018,,,,
320000,江苏省,2017,,,,
320000,江苏省,2016,,,,
320000,江苏省,2015,,,,
320000,江苏省,2014,,,,
320000,江苏省,2013,,,,
320000,江苏省,2012,,,,
320000,江苏省,2011,,,,
320000,江苏省,2010,342.27,200.840393836219,244.8,111
320000,江苏省,2009,310.26,177.601086840198,,
320000,江苏省,2008,,,,
320000,江苏省,2007,,,,
320000,江苏省,2006,,,,
320000,江苏省,2005,,,,
320000,江苏省,2004,,,,
320000,江苏省,2003,,,,
320000,江苏省,2002,,,,
320000,江苏省,2001,,,,
320000,江苏省,2000,,,,
330000,浙江省,2019,,,,
330000,浙江省,2018,,,,
330000,浙江省,2017,,,,
330000,浙江省,2016,,,,
330000,浙江省,2015,,,,
330000,浙江省,2014,,,,
330000,浙江省,2013,,,,
330000,浙江省,2012,,,,
330000,浙江省,2011,,,,
330000,浙江省,2010,366.98,312.760497971541,240.1,156
330000,浙江省,2009,334.03,263.341174300078,,
330000,浙江省,2008,,,,
330000,浙江省,2007,,,,
330000,浙江省,2006,,,,
330000,浙江省,2005,,,,
330000,浙江省,2004,,,,
330000,浙江省,2003,,,,
330000,浙江省,2002,,,,
330000,浙江省,2001,,,,
330000,浙江省,2000,,,,
340000,安徽省,2019,,,,
340000,安徽省,2018,,,,
340000,安徽省,2017,,,,
340000,安徽省,2016,,,,
340000,安徽省,2015,,,,
340000,安徽省,2014,,,,
340000,安徽省,2013,,,,
340000,安徽省,2012,,,,
340000,安徽省,2011,,,,
340000,安徽省,2010,254.12,181.523753454971,111.6,75
340000,安徽省,2009,234.3,158.574909674323,,
340000,安徽省,2008,,,,
340000,安徽省,2007,,,,
340000,安徽省,2006,,,,
340000,安徽省,2005,,,,
340000,安徽省,2004,,,,
340000,安徽省,2003,,,,
340000,安徽省,2002,,,,
340000,安徽省,2001,,,,
340000,安徽省,2000,,,,
350000,福建省,2019,,,,
350000,福建省,2018,,,,
350000,福建省,2017,,,,
350000,福建省,2016,,,,
350000,福建省,2015,,,,
350000,福建省,2014,,,,
350000,福建省,2013,,,,
350000,福建省,2012,,,,
350000,福建省,2011,,,,
350000,福建省,2010,218.32,154.86716864475,122.6,68
350000,福建省,2009,213.22,147.360285649574,,
350000,福建省,2008,,,,
350000,福建省,2007,,,,
350000,福建省,2006,,,,
350000,福建省,2005,,,,
350000,福建省,2004,,,,
350000,福建省,2003,,,,
350000,福建省,2002,,,,
350000,福建省,2001,,,,
350000,福建省,2000,,,,
360000,江西省,2019,,,,
360000,江西省,2018,,,,
360000,江西省,2017,,,,
360000,江西省,2016,,,,
360000,江西省,2015,,,,
360000,江西省,2014,,,,
360000,江西省,2013,,,,
360000,江西省,2012,,,,
360000,江西省,2011,,,,
360000,江西省,2010,243.86,178.3776589518,111.7,76
360000,江西省,2009,193.57,166.201735063052,,
360000,江西省,2008,,,,
360000,江西省,2007,,,,
360000,江西省,2006,,,,
360000,江西省,2005,,,,
360000,江西省,2004,,,,
360000,江西省,2003,,,,
360000,江西省,2002,,,,
360000,江西省,2001,,,,
360000,江西省,2000,,,,
370000,山东省,2019,,,,
370000,山东省,2018,,,,
370000,山东省,2017,,,,
370000,山东省,2016,,,,
370000,山东省,2015,,,,
370000,山东省,2014,,,,
370000,山东省,2013,,,,
370000,山东省,2012,,,,
370000,山东省,2011,,,,
370000,山东省,2010,285.66,195.128508121338,116.8,84
370000,山东省,2009,261.54,173.069814026076,,
370000,山东省,2008,,,,
370000,山东省,2007,,,,
370000,山东省,2006,,,,
370000,山东省,2005,,,,
370000,山东省,2004,,,,
370000,山东省,2003,,,,
370000,山东省,2002,,,,
370000,山东省,2001,,,,
370000,山东省,2000,,,,
410000,河南省,2019,,,,
410000,河南省,2018,,,,
410000,河南省,2017,,,,
410000,河南省,2016,,,,
410000,河南省,2015,,,,
410000,河南省,2014,,,,
410000,河南省,2013,,,,
410000,河南省,2012,,,,
410000,河南省,2011,,,,
410000,河南省,2010,202.48,152.588027200118,84.9,64
410000,河南省,2009,185.58,151.317924804207,,
410000,河南省,2008,,,,
410000,河南省,2007,,,,
410000,河南省,2006,,,,
410000,河南省,2005,,,,
410000,河南省,2004,,,,
410000,河南省,2003,,,,
410000,河南省,2002,,,,
410000,河南省,2001,,,,
410000,河南省,2000,,,,
420000,湖北省,2019,,,,
420000,湖北省,2018,,,,
420000,湖北省,2017,,,,
420000,湖北省,2016,,,,
420000,湖北省,2015,,,,
420000,湖北省,2014,,,,
420000,湖北省,2013,,,,
420000,湖北省,2012,,,,
420000,湖北省,2011,,,,
420000,湖北省,2010,252.2,188.150063558291,93.6,66
420000,湖北省,2009,213.86,174.627621828605,,
420000,湖北省,2008,,,,
420000,湖北省,2007,,,,
420000,湖北省,2006,,,,
420000,湖北省,2005,,,,
420000,湖北省,2004,,,,
420000,湖北省,2003,,,,
420000,湖北省,2002,,,,
420000,湖北省,2001,,,,
420000,湖北省,2000,,,,
430000,湖南省,2019,,,,
430000,湖南省,2018,,,,
430000,湖南省,2017,,,,
430000,湖南省,2016,,,,
430000,湖南省,2015,,,,
430000,湖南省,2014,,,,
430000,湖南省,2013,,,,
430000,湖南省,2012,,,,
430000,湖南省,2011,,,,
430000,湖南省,2010,213.86,170.931514307318,82.3,51
430000,湖南省,2009,195.38,163.528327407796,,
430000,湖南省,2008,,,,
430000,湖南省,2007,,,,
430000,湖南省,2006,,,,
430000,湖南省,2005,,,,
430000,湖南省,2004,,,,
430000,湖南省,2003,,,,
430000,湖南省,2002,,,,
430000,湖南省,2001,,,,
430000,湖南省,2000,,,,
440000,广东省,2019,,,,
440000,广东省,2018,,,,
440000,广东省,2017,,,,
440000,广东省,2016,,,,
440000,广东省,2015,,,,
440000,广东省,2014,,,,
440000,广东省,2013,,,,
440000,广东省,2012,,,,
440000,广东省,2011,,,,
440000,广东省,2010,254.35,163.93500646149,168.9,78
440000,广东省,2009,244.31,166.303501589894,,
440000,广东省,2008,,,,
440000,广东省,2007,,,,
440000,广东省,2006,,,,
440000,广东省,2005,,,,
440000,广东省,2004,,,,
440000,广东省,2003,,,,
440000,广东省,2002,,,,
440000,广东省,2001,,,,
440000,广东省,2000,,,,
450000,广西壮族自治区,2019,,,,
450000,广西壮族自治区,2018,,,,
450000,广西壮族自治区,2017,,,,
450000,广西壮族自治区,2016,,,,
450000,广西壮族自治区,2015,,,,
450000,广西壮族自治区,2014,,,,
450000,广西壮族自治区,2013,,,,
450000,广西壮族自治区,2012,,,,
450000,广西壮族自治区,2011,,,,
450000,广西壮族自治区,2010,228,152.419775854769,96.6,54
450000,广西壮族自治区,2009,216.86,142.43048219457,,
450000,广西壮族自治区,2008,,,,
450000,广西壮族自治区,2007,,,,
450000,广西壮族自治区,2006,,,,
450000,广西壮族自治区,2005,,,,
450000,广西壮族自治区,2004,,,,
450000,广西壮族自治区,2003,,,,
450000,广西壮族自治区,2002,,,,
450000,广西壮族自治区,2001,,,,
450000,广西壮族自治区,2000,,,,
460000,海南省,2019,,,,
460000,海南省,2018,,,,
460000,海南省,2017,,,,
460000,海南省,2016,,,,
460000,海南省,2015,,,,
460000,海南省,2014,,,,
460000,海南省,2013,,,,
460000,海南省,2012,,,,
460000,海南省,2011,,,,
460000,海南省,2010,250.24,189.950285581661,169.5,105
460000,海南省,2009,242.62,174.87371959838,,
460000,海南省,2008,,,,
460000,海南省,2007,,,,
460000,海南省,2006,,,,
460000,海南省,2005,,,,
460000,海南省,2004,,,,
460000,海南省,2003,,,,
460000,海南省,2002,,,,
460000,海南省,2001,,,,
460000,海南省,2000,,,,
500000,重庆市,2019,,,,
500000,重庆市,2018,,,,
500000,重庆市,2017,,,,
500000,重庆市,2016,,,,
500000,重庆市,2015,,,,
500000,重庆市,2014,,,,
500000,重庆市,2013,,,,
500000,重庆市,2012,,,,
500000,重庆市,2011,,,,
500000,重庆市,2010,255.85,173.870828800159,135.8,73
500000,重庆市,2009,230.98,159.773503322966,,
500000,重庆市,2008,,,,
500000,重庆市,2007,,,,
500000,重庆市,2006,,,,
500000,重庆市,2005,,,,
500000,重庆市,2004,,,,
500000,重庆市,2003,,,,
500000,重庆市,2002,,,,
500000,重庆市,2001,,,,
500000,重庆市,2000,,,,
510000,四川省,2019,,,,
510000,四川省,2018,,,,
510000,四川省,2017,,,,
510000,四川省,2016,,,,
510000,四川省,2015,,,,
510000,四川省,2014,,,,
510000,四川省,2013,,,,
510000,四川省,2012,,,,
510000,四川省,2011,,,,
510000,四川省,2010,210,179.233037583051,85.5,61
510000,四川省,2009,195.69,152.115947183459,,
510000,四川省,2008,,,,
510000,四川省,2007,,,,
510000,四川省,2006,,,,
510000,四川省,2005,,,,
510000,四川省,2004,,,,
510000,四川省,2003,,,,
510000,四川省,2002,,,,
510000,四川省,2001,,,,
510000,四川省,2000,,,,
520000,贵州省,2019,,,,
520000,贵州省,2018,,,,
520000,贵州省,2017,,,,
520000,贵州省,2016,,,,
520000,贵州省,2015,,,,
520000,贵州省,2014,,,,
520000,贵州省,2013,,,,
520000,贵州省,2012,,,,
520000,贵州省,2011,,,,
520000,贵州省,2010,211.56,155.375834255998,106.9,52
520000,贵州省,2009,169.73,157.429094956533,,
520000,贵州省,2008,,,,
520000,贵州省,2007,,,,
520000,贵州省,2006,,,,
520000,贵州省,2005,,,,
520000,贵州省,2004,,,,
520000,贵州省,2003,,,,
520000,贵州省,2002,,,,
520000,贵州省,2001,,,,
520000,贵州省,2000,,,,
530000,云南省,2019,,,,
530000,云南省,2018,,,,
530000,云南省,2017,,,,
530000,云南省,2016,,,,
530000,云南省,2015,,,,
530000,云南省,2014,,,,
530000,云南省,2013,,,,
530000,云南省,2012,,,,
530000,云南省,2011,,,,
530000,云南省,2010,206.37,149.997792612879,76.1,71
530000,云南省,2009,198.56,154.992315466579,,
530000,云南省,2008,,,,
530000,云南省,2007,,,,
530000,云南省,2006,,,,
530000,云南省,2005,,,,
530000,云南省,2004,,,,
530000,云南省,2003,,,,
530000,云南省,2002,,,,
530000,云南省,2001,,,,
530000,云南省,2000,,,,
540000,西藏自治区,2019,,,,
540000,西藏自治区,2018,,,,
540000,西藏自治区,2017,,,,
540000,西藏自治区,2016,,,,
540000,西藏自治区,2015,,,,
540000,西藏自治区,2014,,,,
540000,西藏自治区,2013,,,,
540000,西藏自治区,2012,,,,
540000,西藏自治区,2011,,,,
540000,西藏自治区,2010,305.75,253.528002402044,64.2,46
540000,西藏自治区,2009,309.59,338.585318944332,,
540000,西藏自治区,2008,,,,
540000,西藏自治区,2007,,,,
540000,西藏自治区,2006,,,,
540000,西藏自治区,2005,,,,
540000,西藏自治区,2004,,,,
540000,西藏自治区,2003,,,,
540000,西藏自治区,2002,,,,
540000,西藏自治区,2001,,,,
540000,西藏自治区,2000,,,,
610000,陕西省,2019,,,,
610000,陕西省,2018,,,,
610000,陕西省,2017,,,,
610000,陕西省,2016,,,,
610000,陕西省,2015,,,,
610000,陕西省,2014,,,,
610000,陕西省,2013,,,,
610000,陕西省,2012,,,,
610000,陕西省,2011,,,,
610000,陕西省,2010,283.57,226.228113655905,112.6,80
610000,陕西省,2009,192.17,193.243537922584,,
610000,陕西省,2008,,,,
610000,陕西省,2007,,,,
610000,陕西省,2006,,,,
610000,陕西省,2005,,,,
610000,陕西省,2004,,,,
610000,陕西省,2003,,,,
610000,陕西省,2002,,,,
610000,陕西省,2001,,,,
610000,陕西省,2000,,,,
620000,甘肃省,2019,,,,
620000,甘肃省,2018,,,,
620000,甘肃省,2017,,,,
620000,甘肃省,2016,,,,
620000,甘肃省,2015,,,,
620000,甘肃省,2014,,,,
620000,甘肃省,2013,,,,
620000,甘肃省,2012,,,,
620000,甘肃省,2011,,,,
620000,甘肃省,2010,189.23,185.403087877945,76.9,63
620000,甘肃省,2009,170.97,165.597547387607,,
620000,甘肃省,2008,,,,
620000,甘肃省,2007,,,,
620000,甘肃省,2006,,,,
620000,甘肃省,2005,,,,
620000,甘肃省,2004,,,,
620000,甘肃省,2003,,,,
620000,甘肃省,2002,,,,
620000,甘肃省,2001,,,,
620000,甘肃省,2000,,,,
630000,青海省,2019,,,,
630000,青海省,2018,,,,
630000,青海省,2017,,,,
630000,青海省,2016,,,,
630000,青海省,2015,,,,
630000,青海省,2014,,,,
630000,青海省,2013,,,,
630000,青海省,2012,,,,
630000,青海省,2011,,,,
630000,青海省,2010,231.95,207.262551021553,113.0,88
630000,青海省,2009,222.73,204.737761875488,,
630000,青海省,2008,,,,
630000,青海省,2007,,,,
630000,青海省,2006,,,,
630000,青海省,2005,,,,
630000,青海省,2004,,,,
630000,青海省,2003,,,,
630000,青海省,2002,,,,
630000,青海省,2001,,,,
630000,青海省,2000,,,,
640000,宁夏回族自治区,2019,,,,
640000,宁夏回族自治区,2018,,,,
640000,宁夏回族自治区,2017,,,,
640000,宁夏回族自治区,2016,,,,
640000,宁夏回族自治区,2015,,,,
640000,宁夏回族自治区,2014,,,,
640000,宁夏回族自治区,2013,,,,
640000,宁夏回族自治区,2012,,,,
640000,宁夏回族自治区,2011,,,,
640000,宁夏回族自治区,2010,211.91,153.712212798127,70.7,69
640000,宁夏回族自治区,2009,204.09,165.398218758252,,
640000,宁夏回族自治区,2008,,,,
640000,宁夏回族自治区,2007,,,,
640000,宁夏回族自治区,2006,,,,
640000,宁夏回族自治区,2005,,,,
640000,宁夏回族自治区,2004,,,,
640000,宁夏回族自治区,2003,,,,
640000,宁夏回族自治区,2002,,,,
640000,宁夏回族自治区,2001,,,,
640000,宁夏回族自治区,2000,,,,
650000,新疆维吾尔自治区,2019,,,,
650000,新疆维吾尔自治区,2018,,,,
650000,新疆维吾尔自治区,2017,,,,
650000,新疆维吾尔自治区,2016,,,,
650000,新疆维吾尔自治区,2015,,,,
650000,新疆维吾尔自治区,2014,,,,
650000,新疆维吾尔自治区,2013,,,,
650000,新疆维吾尔自治区,2012,,,,
650000,新疆维吾尔自治区,2011,,,,
650000,新疆维吾尔自治区,2010,183.18,204.175140264001,77.9,77
650000,新疆维吾尔自治区,2009,172.22,175.855390315556,,
650000,新疆维吾尔自治区,2008,,,,
650000,新疆维吾尔自治区,2007,,,,
650000,新疆维吾尔自治区,2006,,,,
650000,新疆维吾尔自治区,2005,,,,
650000,新疆维吾尔自治区,2004,,,,
650000,新疆维吾尔自治区,2003,,,,
650000,新疆维吾尔自治区,2002,,,,
650000,新疆维吾尔自治区,2001,,,,
650000,新疆维吾尔自治区,2000,,,,
