省份编码,省份,年份,火灾发生数(起),火灾死亡人数(人),火灾受伤人数(人),火灾直接经济损失(万元),人口火灾发生率(1/10万人)
140000,山西省,2008,4296,59,33,2567.2432,12.529653294052
140000,山西省,2007,4491,20,5,1969.6676,13.4465776094632
140000,山西省,2006,3907,11,13,1632.6,11.8594133478775
140000,山西省,2005,3319,55,75,2424.8,10.0765636677307
140000,山西省,2004,3571,48,71,2539.0,10.9
140000,山西省,2003,3545,48,74,2425.3,10.922970013782
140000,山西省,2002,3765,45,89,2439.8,10.6
140000,山西省,2001,,,,,
140000,山西省,2000,2844,45,65,4737.6052,9.04269295720479
150000,内蒙古自治区,2019,,,,,
150000,内蒙古自治区,2018,,,,,
150000,内蒙古自治区,2017,,,,,
150000,内蒙古自治区,2016,8295,34,15,8153.1,
150000,内蒙古自治区,2015,,,,,
150000,内蒙古自治区,2014,,,,,
150000,内蒙古自治区,2013,,,,,
150000,内蒙古自治区,2012,7545,34,18,10131.3,30.671946116891
150000,内蒙古自治区,2011,10365,49,17,6217.7,42.03
150000,内蒙古自治区,2010,8789,51,14,5306.7,35.83
150000,内蒙古自治区,2009,9364,46,15,5353.0,38.17
150000,内蒙古自治区,2008,7755,47,18,6764.1518,31.8344735452446
150000,内蒙古自治区,2007,7293,51,36,3056.9861,30.6130287337674
150000,内蒙古自治区,2006,5860,46,44,1383.9,24.9159172828963
150000,内蒙古自治区,2005,5351,37,60,1956.6,22.6753785434305
150000,内蒙古自治区,2004,4577,26,32,1473.0,19.5
150000,内蒙古自治区,2003,3523,25,23,1283.2,15.0883055610149
150000,内蒙古自治区,2002,4090,35,37,837.9,17.5
150000,内蒙古自治区,2001,,,,,
150000,内蒙古自治区,2000,2022,25,59,1395.4164,8.67983861509955
210000,辽宁省,2019,,,,,
210000,辽宁省,2018,,,,,
210000,辽宁省,2017,,,,,
210000,辽宁省,2016,,,,,
210000,辽宁省,2015,,,,,
210000,辽宁省,2014,,,,,
210000,辽宁省,2013,,,,,
210000,辽宁省,2012,8265,31,5,5564.7,19.4710655019365
210000,辽宁省,2011,4088,32,4,16105.9,9.61
210000,辽宁省,2010,5566,42,14,3756.5,13.09
210000,辽宁省,2009,2949,19,6,2755.9,6.93
210000,辽宁省,2008,5290,43,15,4084.4675,12.4583821738026
210000,辽宁省,2007,9502,82,49,7312.2779,22.5681773546177
210000,辽宁省,2006,20453,105,75,3114.8,48.823363620624
210000,辽宁省,2005,22889,161,128,9394.6,54.8525121894605
210000,辽宁省,2004,27190,176,133,11637.6,65.3
210000,辽宁省,2003,22055,113,147,10988.4,53.0751202462512
210000,辽宁省,2002,25029,147,180,10576.6,60.2
210000,辽宁省,2001,,,,,
210000,辽宁省,2000,14836,138,229,8083.3281,36.1568425142858
220000,吉林省,2019,,,,,
220000,吉林省,2018,,,,,
220000,吉林省,2017,,,,,
220000,吉林省,2016,,,,,
220000,吉林省,2015,,,,,
220000,吉林省,2014,,,,,
220000,吉林省,2013,,,,,
220000,吉林省,2012,5652,3,1,2718.5,20.9216931231816
220000,吉林省,2011,7587,29,10,3717.6,27.83
220000,吉林省,2010,7862,43,25,7129.1,28.86
220000,吉林省,2009,8209,44,11,3384.3,30.19
220000,吉林省,2008,10579,27,2,2572.3438,39.0287705752805
220000,吉林省,2007,11467,29,9,2741.6381,42.7951011831519
220000,吉林省,2006,17085,65,38,3794.4,64.0039044442124
220000,吉林省,2005,18852,135,147,4928.1,70.8203325129565
220000,吉林省,2004,21354,148,138,4385.7,80.3
220000,吉林省,2003,19200,76,72,3721.4,72.4695528798438
220000,吉林省,2002,20671,108,83,4725.8,78.0
220000,吉林省,2001,,,,,
220000,吉林省,2000,13420,95,94,4581.1236,51.297733267077
230000,黑龙江省,2019,,,,,
230000,黑龙江省,2018,,,,,
230000,黑龙江省,2017,,,,,
230000,黑龙江省,2016,,,,,
230000,黑龙江省,2015,,,,,
230000,黑龙江省,2014,,,,,
230000,黑龙江省,2013,,,,,
230000,黑龙江省,2012,5794,18,11,5417.6,15.2029486058471
230000,黑龙江省,2011,2359,16,18,3789.4,6.15
230000,黑龙江省,2010,2944,26,13,5444.2,7.66
230000,黑龙江省,2009,2802,24,9,5909.6,7.29
230000,黑龙江省,2008,3585,27,17,3732.3722,9.35867469262432
230000,黑龙江省,2007,4387,32,30,2782.0587,11.5696798540095
230000,黑龙江省,2006,10550,40,29,2227.2,27.9973022807956
230000,黑龙江省,2005,13488,71,58,4750.9,35.8675688941593
230000,黑龙江省,2004,14523,106,87,5878.1,39.0
230000,黑龙江省,2003,16681,119,90,9042.2,44.6966192517913
230000,黑龙江省,2002,14553,68,94,8243.1,39.0
230000,黑龙江省,2001,,,,,
230000,黑龙江省,2000,9498,95,148,6928.4646,25.944847395101
310000,上海市,2019,,,,,
310000,上海市,2018,,,,,
310000,上海市,2017,,,,,
310000,上海市,2016,,,,,
310000,上海市,2015,,,,,
310000,上海市,2014,,,,,
310000,上海市,2013,,,,,
310000,上海市,2012,4469,39,45,6924.0,31.318943812245
310000,上海市,2011,5813,43,46,11000.4,40.96
310000,上海市,2010,5702,43,54,7149.2,40.37
310000,上海市,2009,6086,63,41,3990.0,43.45
310000,上海市,2008,3511,50,57,14523.3297,25.2400591297449
310000,上海市,2007,4233,50,45,2650.0403,30.9411119664038
310000,上海市,2006,4148,42,46,2051.9,30.4941814411147
310000,上海市,2005,5869,54,88,2704.2,43.3972545043784
310000,上海市,2004,5133,30,47,1797.8,38.3
310000,上海市,2003,5820,48,88,1887.3,43.6208122240206
310000,上海市,2002,5979,39,58,1417.7,44.8
310000,上海市,2001,,,,,
310000,上海市,2000,5164,40,57,1944.3455,39.3261729845946
320000,江苏省,2019,,,,,
320000,江苏省,2018,,,,,
320000,江苏省,2017,,,,,
320000,江苏省,2016,,,,,
320000,江苏省,2015,,,,,
320000,江苏省,2014,,,,,
320000,江苏省,2013,,,,,
320000,江苏省,2012,7739,75,68,11896.1,10.2456052555891
320000,江苏省,2011,4715,75,46,10761.5,6.27
320000,江苏省,2010,5296,85,52,8975.5,7.09
320000,江苏省,2009,5035,84,49,7714.2,6.79
320000,江苏省,2008,6868,72,36,5760.9887,9.29535963276779
320000,江苏省,2007,8359,96,41,4828.7554,11.4229515698831
320000,江苏省,2006,16754,81,56,3765.2,23.0997960133866
320000,江苏省,2005,15196,166,115,7429.2,21.0878397199841
320000,江苏省,2004,16475,187,172,11011.9,23.0
320000,江苏省,2003,14011,192,247,8856.0,19.6581469156822
320000,江苏省,2002,14333,160,256,8258.6,20.1
320000,江苏省,2001,,,,,
320000,江苏省,2000,11156,164,356,9482.3063,15.916483261869
330000,浙江省,2019,,,,,
330000,浙江省,2018,,,,,
330000,浙江省,2017,,,,,
330000,浙江省,2016,,,,,
330000,浙江省,2015,,,,,
330000,浙江省,2014,,,,,
330000,浙江省,2013,,,,,
330000,浙江省,2012,3500,86,51,6545.3,7.29266393846025
330000,浙江省,2011,3565,87,54,6086.8,7.46
330000,浙江省,2010,3834,88,42,6835.5,8.08
330000,浙江省,2009,4323,87,28,6063.0,9.17
330000,浙江省,2008,4770,89,29,5913.8225,10.1752441557301
330000,浙江省,2007,5064,118,22,6764.7853,10.9387133312523
330000,浙江省,2006,5377,109,64,5296.9,11.6837724091528
330000,浙江省,2005,6755,112,82,7778.0,14.7578512970502
330000,浙江省,2004,13724,339,198,14491.1,30.2
330000,浙江省,2003,27606,236,187,24044.1,60.860047310166
330000,浙江省,2002,20589,178,232,17378.6,45.4
330000,浙江省,2001,,,,,
330000,浙江省,2000,14207,167,273,16266.2667,31.8010631856258
340000,安徽省,2019,,,,,
340000,安徽省,2018,,,,,
340000,安徽省,2017,,,,,
340000,安徽省,2016,,,,,
340000,安徽省,2015,,,,,
340000,安徽省,2014,,,,,
340000,安徽省,2013,,,,,
340000,安徽省,2012,5653,35,13,7220.9,8.17820767338093
340000,安徽省,2011,5870,35,13,6290.2,8.52
340000,安徽省,2010,5173,35,21,8474.3,7.58
340000,安徽省,2009,5475,45,24,8400.4,8.06
340000,安徽省,2008,5882,72,29,8618.6139,8.7259078270874
340000,安徽省,2007,6755,60,36,5623.7777,10.2450151100702
340000,安徽省,2006,9141,38,45,5638.9,14.0296096131051
340000,安徽省,2005,7621,93,98,4956.1,11.7958110893966
340000,安徽省,2004,7214,96,123,4669.5,11.3
340000,安徽省,2003,6683,71,106,4890.9,10.49309409016
340000,安徽省,2002,8200,83,125,7511.2,12.9
340000,安徽省,2001,,,,,
340000,安徽省,2000,6099,79,148,6819.3753,9.82835350262198
350000,福建省,2019,,,,,
350000,福建省,2018,,,,,
350000,福建省,2017,,,,,
350000,福建省,2016,,,,,
350000,福建省,2015,,,,,
350000,福建省,2014,,,,,
350000,福建省,2013,,,,,
350000,福建省,2012,5698,43,9,8086.3,15.9194147935953
350000,福建省,2011,4116,47,10,6965.9,11.59
350000,福建省,2010,4016,55,18,9374.8,11.38
350000,福建省,2009,3747,52,38,12157.7,10.71
350000,福建省,2008,3691,82,10,9793.4513,10.6150466143192
350000,福建省,2007,4680,124,50,8685.2852,13.7277656761918
350000,福建省,2006,7932,70,62,3474.1,23.4331440907043
350000,福建省,2005,6579,97,87,6003.0,19.539482986884
350000,福建省,2004,7727,85,120,7350.6,23.1
350000,福建省,2003,8261,95,117,8661.4,24.7902759459901
350000,福建省,2002,6109,62,76,5857.1,18.3
350000,福建省,2001,,,,,
350000,福建省,2000,3839,99,175,6923.4394,11.6914440617545
360000,江西省,2019,,,,,
360000,江西省,2018,,,,,
360000,江西省,2017,,,,,
360000,江西省,2016,,,,,
360000,江西省,2015,,,,,
360000,江西省,2014,,,,,
360000,江西省,2013,,,,,
360000,江西省,2012,3790,29,17,7312.6,7.89001461193234
360000,江西省,2011,4647,29,14,8385.7,9.78
360000,江西省,2010,4715,21,11,8074.4,10.05
360000,江西省,2009,5963,23,10,6710.4,12.87
360000,江西省,2008,6037,23,10,9946.8814,13.1747771346887
360000,江西省,2007,5324,40,17,4212.5468,11.9450198824901
360000,江西省,2006,5941,34,37,3403.7,13.5529450325993
360000,江西省,2005,6674,60,60,5388.2,15.2955744865601
360000,江西省,2004,6335,40,59,4526.9,14.7
360000,江西省,2003,8029,72,115,4921.3,18.8342935210523
360000,江西省,2002,5714,65,69,4142.1,13.4
360000,江西省,2001,,,,,
360000,江西省,2000,5317,92,137,4267.0247,12.9146646952756
370000,山东省,2019,,,,,
370000,山东省,2018,,,,,
370000,山东省,2017,,,,,
370000,山东省,2016,,,,,
370000,山东省,2015,,,,,
370000,山东省,2014,,,,,
370000,山东省,2013,,,,,
370000,山东省,2012,11918,20,12,8760.0,12.4408708935314
370000,山东省,2011,3818,19,11,7768.8,3.98
370000,山东省,2010,7226,32,15,13315.0,7.58
370000,山东省,2009,6255,34,10,5334.1,6.62
370000,山东省,2008,6683,23,18,4926.4924,7.11509487339688
370000,山东省,2007,8617,28,14,5132.2392,9.28321053216163
370000,山东省,2006,9996,17,15,3285.1,10.8505589937489
370000,山东省,2005,16932,48,52,6540.1,18.4779001117153
370000,山东省,2004,16058,37,55,6032.2,17.6
370000,山东省,2003,17525,129,97,11224.8,19.3233985594238
370000,山东省,2002,25583,105,187,9623.3,28.2
370000,山东省,2001,,,,,
370000,山东省,2000,18783,215,313,9372.7459,21.0532455781123
410000,河南省,2019,,,,,
410000,河南省,2018,,,,,
410000,河南省,2017,,,,,
410000,河南省,2016,,,,,
410000,河南省,2015,,,,,
410000,河南省,2014,,,,,
410000,河南省,2013,,,,,
410000,河南省,2012,5110,23,16,5466.7,4.67451596873658
410000,河南省,2011,3437,20,6,3488.8,3.15
410000,河南省,2010,3534,16,13,3781.9,3.27
410000,河南省,2009,2627,15,8,2679.6,2.46
410000,河南省,2008,3661,20,7,2566.4382,3.48157454888931
410000,河南省,2007,3697,20,11,2205.406,3.63195042408302
410000,河南省,2006,6156,19,23,1956.2,6.14982655810791
410000,河南省,2005,7390,61,38,3611.6,7.4735614420701
410000,河南省,2004,12206,84,127,6148.7,12.5
410000,河南省,2003,11677,125,137,7330.6,12.0595816660525
410000,河南省,2002,14220,158,182,7899.2,14.7
410000,河南省,2001,,,,,
410000,河南省,2000,10050,523,302,8281.446,10.6390379989174
420000,湖北省,2019,,,,,
420000,湖北省,2018,,,,,
420000,湖北省,2017,,,,,
420000,湖北省,2016,,,,,
420000,湖北省,2015,,,,,
420000,湖北省,2014,,,,,
420000,湖北省,2013,,,,,
420000,湖北省,2012,4962,16,11,5327.7,8.04817864867512
420000,湖北省,2011,8292,46,4,6287.8,13.45
420000,湖北省,2010,9383,25,9,3821.3,15.26
420000,湖北省,2009,11358,42,21,5078.0,18.49
420000,湖北省,2008,11805,41,20,4376.4132,19.318285286415
420000,湖北省,2007,11437,61,65,3560.4826,18.9405030062356
420000,湖北省,2006,11328,50,46,2362.3,18.9302816676515
420000,湖北省,2005,9250,56,47,5510.5,15.4132944947195
420000,湖北省,2004,7519,48,55,4399.3,12.5
420000,湖北省,2003,5862,47,58,3633.2,9.80559512744555
420000,湖北省,2002,5437,48,61,3500.0,9.1
420000,湖北省,2001,,,,,
420000,湖北省,2000,6780,54,106,3933.7166,11.4093588951662
430000,湖南省,2019,,,,,
430000,湖南省,2018,,,,,
430000,湖南省,2017,,,,,
430000,湖南省,2016,,,,,
430000,湖南省,2015,,,,,
430000,湖南省,2014,,,,,
430000,湖南省,2013,,,,,
430000,湖南省,2012,10399,45,19,16942.0,14.5815417228542
430000,湖南省,2011,3781,45,14,7450.3,5.3
430000,湖南省,2010,2915,33,4,8388.0,4.12
430000,湖南省,2009,2563,52,16,9964.1,3.66
430000,湖南省,2008,3357,90,17,8959.2527,4.83345048367549
430000,湖南省,2007,5525,55,11,6774.5919,8.12340267621789
430000,湖南省,2006,5003,56,50,3523.8,7.4964919099996
430000,湖南省,2005,5195,117,121,5476.3,7.82135960463035
430000,湖南省,2004,5611,63,114,24687.5,8.5
430000,湖南省,2003,6221,102,111,6378.5,9.47716949715793
430000,湖南省,2002,5054,70,132,6516.7,7.7
430000,湖南省,2001,,,,,
430000,湖南省,2000,3440,102,165,5227.2227,5.2755661295895
440000,广东省,2019,,,,,
440000,广东省,2018,,,,,
440000,广东省,2017,,,,,
440000,广东省,2016,,,,,
440000,广东省,2015,,,,,
440000,广东省,2014,,,,,
440000,广东省,2013,,,,,
440000,广东省,2012,8154,131,61,21868.5,9.44199226824272
440000,广东省,2011,8159,132,65,21613.9,9.45
440000,广东省,2010,6158,132,64,17825.1,7.23
440000,广东省,2009,4564,134,75,13391.6,5.46
440000,广东省,2008,4874,241,165,11478.3017,5.89566689651381
440000,广东省,2007,6170,188,138,10181.7674,7.66582413834087
440000,广东省,2006,8817,172,200,5504.4,11.1754165475864
440000,广东省,2005,13266,298,350,12418.4,16.9973365714289
440000,广东省,2004,15756,279,383,17452.0,20.4
440000,广东省,2003,15635,248,334,13752.8,20.4397983097182
440000,广东省,2002,13820,188,338,14980.9,18.1
440000,广东省,2001,,,,,
440000,广东省,2000,8622,261,386,12980.4639,11.8127633441651
450000,广西壮族自治区,2019,,,,,
450000,广西壮族自治区,2018,,,,,
450000,广西壮族自治区,2017,,,,,
450000,广西壮族自治区,2016,,,,,
450000,广西壮族自治区,2015,,,,,
450000,广西壮族自治区,2014,,,,,
450000,广西壮族自治区,2013,,,,,
450000,广西壮族自治区,2012,1386,45,26,5011.5,2.57708333294597
450000,广西壮族自治区,2011,1889,45,12,5802.1,3.52
450000,广西壮族自治区,2010,1287,32,14,6094.2,2.41
450000,广西壮族自治区,2009,1101,37,22,4993.1,2.12
450000,广西壮族自治区,2008,1324,38,26,3165.2433,2.57579004431857
450000,广西壮族自治区,2007,1881,40,43,4158.6299,3.78149048261569
450000,广西壮族自治区,2006,2645,48,59,3058.0,5.40438422446146
450000,广西壮族自治区,2005,2678,118,116,5320.4,5.48377547825976
450000,广西壮族自治区,2004,2926,115,127,4155.4,6.1
450000,广西壮族自治区,2003,2975,100,131,3259.7,6.20908694343388
450000,广西壮族自治区,2002,2705,76,137,3087.1,5.6
450000,广西壮族自治区,2001,,,,,
450000,广西壮族自治区,2000,3189,102,181,4083.5023,6.84680351213324
460000,海南省,2019,,,,,
460000,海南省,2018,,,,,
460000,海南省,2017,,,,,
460000,海南省,2016,,,,,
460000,海南省,2015,,,,,
460000,海南省,2014,,,,,
460000,海南省,2013,,,,,
460000,海南省,2012,688,6,1,1855.3,7.62808220810805
460000,海南省,2011,710,6,1,1424.3,7.82
460000,海南省,2010,1052,3,1,1201.3,11.74
460000,海南省,2009,1007,6,5,1472.3,11.45
460000,海南省,2008,1122,16,4,5124.8025,12.975220335894
460000,海南省,2007,1243,5,9,545.4541,14.9141661541297
460000,海南省,2006,1412,5,3,522.3,17.2398047067109
460000,海南省,2005,1335,15,21,1229.2,16.5657582426746
460000,海南省,2004,1092,7,13,798.3,13.8
460000,海南省,2003,937,12,18,778.8,12.0299477653762
460000,海南省,2002,811,29,37,706.4,10.4
460000,海南省,2001,,,,,
460000,海南省,2000,591,7,24,547.0598,7.95196635578201
500000,重庆市,2019,,,,,
500000,重庆市,2018,,,,,
500000,重庆市,2017,,,,,
500000,重庆市,2016,,,,,
500000,重庆市,2015,,,,,
500000,重庆市,2014,,,,,
500000,重庆市,2013,,,,,
500000,重庆市,2012,3758,48,26,2577.0,11.2399057690327
500000,重庆市,2011,3777,49,22,4345.6,11.34
500000,重庆市,2010,5040,43,24,13689.3,15.26
500000,重庆市,2009,6017,43,28,3764.9,18.37
500000,重庆市,2008,6049,42,18,2109.2278,18.5720377998844
500000,重庆市,2007,5920,46,17,2400.0641,18.5065397484836
500000,重庆市,2006,8065,33,38,1603.6,25.4484151159358
500000,重庆市,2005,7904,57,67,3724.9,25.1381029300361
500000,重庆市,2004,7388,63,97,3372.9,23.6
500000,重庆市,2003,6973,58,98,3307.3,22.3936754839449
500000,重庆市,2002,4626,44,82,2533.8,14.9
500000,重庆市,2001,,,,,
500000,重庆市,2000,3712,56,116,2718.1885,12.0819965264911
510000,四川省,2019,,,,,
510000,四川省,2018,,,,,
510000,四川省,2017,,,,,
510000,四川省,2016,,,,,
510000,四川省,2015,,,,,
510000,四川省,2014,,,,,
510000,四川省,2013,,,,,
510000,四川省,2012,6899,38,22,12840.9,7.58352356996279
510000,四川省,2011,5591,42,17,10193.0,6.17
510000,四川省,2010,6204,37,21,11197.8,6.89
510000,四川省,2009,5682,51,42,7243.2,6.32
510000,四川省,2008,5884,71,40,6132.5776,6.60545640335908
510000,四川省,2007,8773,106,47,5787.6337,10.0578704160164
510000,四川省,2006,13403,122,106,3997.7,15.5088820836078
510000,四川省,2005,10676,114,111,7688.2,12.4207515390022
510000,四川省,2004,9141,138,139,4514.7,10.7
510000,四川省,2003,9286,123,150,4656.1,10.9576334419326
510000,四川省,2002,7536,128,217,5706.5,8.9
510000,四川省,2001,,,,,
510000,四川省,2000,5718,102,243,4410.0908,6.84089460955809
520000,贵州省,2019,,,,,
520000,贵州省,2018,,,,,
520000,贵州省,2017,,,,,
520000,贵州省,2016,,,,,
520000,贵州省,2015,,,,,
520000,贵州省,2014,,,,,
520000,贵州省,2013,,,,,
520000,贵州省,2012,959,31,15,5147.2,2.31964270052465
520000,贵州省,2011,1170,55,10,6625.4,2.76
520000,贵州省,2010,1661,73,41,4566.2,3.97
520000,贵州省,2009,912,80,29,3615.6,2.23
520000,贵州省,2008,799,77,35,3569.1416,1.97931381723304
520000,贵州省,2007,833,85,39,3096.0475,2.12396500052449
520000,贵州省,2006,1876,53,23,1074.9,4.8503853897498
520000,贵州省,2005,2299,97,62,2427.1,6.00074384166159
520000,贵州省,2004,2028,63,50,2058.2,5.4
520000,贵州省,2003,1846,22,18,1160.6,4.92571732759823
520000,贵州省,2002,2158,98,80,2704.3,5.8
520000,贵州省,2001,,,,,
520000,贵州省,2000,1606,68,97,3256.2466,4.48347130336884
530000,云南省,2019,,,,,
530000,云南省,2018,,,,,
530000,云南省,2017,,,,,
530000,云南省,2016,,,,,
530000,云南省,2015,,,,,
530000,云南省,2014,,,,,
530000,云南省,2013,,,,,
530000,云南省,2012,1251,51,28,4496.0,2.73398174084834
530000,云南省,2011,1350,53,33,7365.8,2.96
530000,云南省,2010,2069,64,20,7363.9,4.57
530000,云南省,2009,2175,64,27,5805.3,4.87
530000,云南省,2008,2075,74,19,4192.3188,4.69708381947208
530000,云南省,2007,2489,57,20,3163.8539,5.76724934112826
530000,云南省,2006,3804,84,54,2678.0,8.90800628843422
530000,云南省,2005,4112,107,83,4456.7,9.72164164388137
530000,云南省,2004,3564,90,118,3595.9,8.5
530000,云南省,2003,3910,107,127,4476.7,9.44220363162607
530000,云南省,2002,3373,132,122,3857.6,8.1
530000,云南省,2001,,,,,
530000,云南省,2000,2890,107,132,6223.3101,7.19193722618379
540000,西藏自治区,2019,,,,,
540000,西藏自治区,2018,,,,,
540000,西藏自治区,2017,,,,,
540000,西藏自治区,2016,,,,,
540000,西藏自治区,2015,,,,,
540000,西藏自治区,2014,,,,,
540000,西藏自治区,2013,,,,,
540000,西藏自治区,2012,192,6,3,611.4,6.20196906057289
540000,西藏自治区,2011,248,10,7,529.9,8.2
540000,西藏自治区,2010,219,,11,623.9,7.45
540000,西藏自治区,2009,206,10,14,411.7,7.11
540000,西藏自治区,2008,170,6,9,4805.6125,6.04255594429332
540000,西藏自治区,2007,217,10,11,345.6349,8.07951132732595
540000,西藏自治区,2006,233,4,3,284.2,8.70864607838081
540000,西藏自治区,2005,254,9,19,535.3,9.66411125751014
540000,西藏自治区,2004,203,14,23,502.4,7.8
540000,西藏自治区,2003,171,16,19,1393.6,6.69427107413298
540000,西藏自治区,2002,161,5,34,547.9,6.3
540000,西藏自治区,2001,,,,,
540000,西藏自治区,2000,122,15,8,314.6974,4.92492516737681
610000,陕西省,2019,,,,,
610000,陕西省,2018,,,,,
610000,陕西省,2017,,,,,
610000,陕西省,2016,,,,,
610000,陕西省,2015,,,,,
610000,陕西省,2014,,,,,
610000,陕西省,2013,,,,,
610000,陕西省,2012,7857,29,8,16172.9,20.0116228891297
610000,陕西省,2011,5006,22,6,9417.8,12.81
610000,陕西省,2010,4620,23,11,8354.2,11.93
610000,陕西省,2009,4696,31,5,6808.3,12.19
610000,陕西省,2008,5056,28,9,5984.3057,13.2567132365529
610000,陕西省,2007,6993,32,24,3966.5432,18.7049833601078
610000,陕西省,2006,6615,38,34,3133.9,17.8576909673531
610000,陕西省,2005,7489,64,64,4682.8,20.3813453402472
610000,陕西省,2004,6871,43,70,3616.9,18.9
610000,陕西省,2003,3947,42,58,2508.2,10.9315545651025
610000,陕西省,2002,4640,36,44,2996.5,12.9
610000,陕西省,2001,,,,,
610000,陕西省,2000,3818,77,60,3852.6564,10.8492018064916
620000,甘肃省,2019,,,,,
620000,甘肃省,2018,,,,,
620000,甘肃省,2017,,,,,
620000,甘肃省,2016,,,,,
620000,甘肃省,2015,,,,,
620000,甘肃省,2014,,,,,
620000,甘肃省,2013,,,,,
620000,甘肃省,2012,4434,8,1,4384.8,16.3435335559946
620000,甘肃省,2011,909,5,5,5395.7,3.33
620000,甘肃省,2010,1141,16,13,2887.9,4.21
620000,甘肃省,2009,1244,5,6,1504.9,4.6
620000,甘肃省,2008,1306,11,16,1990.4726,4.87747054526909
620000,甘肃省,2007,1682,15,18,1557.9278,6.43643638319267
620000,甘肃省,2006,2643,16,39,1496.6,10.1650530782688
620000,甘肃省,2005,2526,30,41,2468.5,9.74091292560916
620000,甘肃省,2004,3012,24,30,2318.3,11.7
620000,甘肃省,2003,3058,31,83,2082.8,11.9088189477488
620000,甘肃省,2002,3222,31,82,2611.4,12.5
620000,甘肃省,2001,,,,,
620000,甘肃省,2000,2212,25,57,2555.6298,8.82172642861219
630000,青海省,2019,,,,,
630000,青海省,2018,,,,,
630000,青海省,2017,,,,,
630000,青海省,2016,,,,,
630000,青海省,2015,,,,,
630000,青海省,2014,,,,,
630000,青海省,2013,,,,,
630000,青海省,2012,1054,5,5,1433.7,18.6366264523396
630000,青海省,2011,1685,6,17,6044.4,30.22
630000,青海省,2010,1623,12,13,926.0,29.51
630000,青海省,2009,1349,8,5,850.7,24.84
630000,青海省,2008,1372,3,8,655.0653,25.8015402692086
630000,青海省,2007,1147,10,10,707.2711,22.4749307529161
630000,青海省,2006,1042,2,7,450.9,20.6784393533324
630000,青海省,2005,936,14,22,442.6,18.7744910829191
630000,青海省,2004,958,10,47,590.5,19.5
