省份编码,省份,年份,城乡居民社会养老保险参保人数(万人),城乡居民社会养老保险实际领取待遇人数(万人),城乡居民社会养老保险基金收入(亿元),城乡居民社会养老保险基金支出(亿元),城乡居民社会养老保险累计结余(亿元)
130000,河北省,2013,3354.1505,840.2069,99.8761,60.5623,133.2437
130000,河北省,2012,3334.5677,789.7103,91.0118999878,49.124104938799995,93.2868834468
130000,河北省,2011,,,,,
130000,河北省,2010,,,,,
130000,河北省,2009,,,,,
130000,河北省,2008,,,,,
130000,河北省,2007,,,,,
130000,河北省,2006,,,,,
130000,河北省,2005,,,,,
130000,河北省,2004,,,,,
130000,河北省,2003,,,,,
130000,河北省,2002,,,,,
130000,河北省,2001,,,,,
130000,河北省,2000,,,,,
140000,山西省,2019,1627.7995,422.461,95.7179,64.0,233.9555
140000,山西省,2018,1579.2896,415.7894,87.4766,60.8072,202.2376
140000,山西省,2017,1554.212,403.0829,75.1555,45.9318,175.5681
140000,山西省,2016,1549.5748,387.7609,66.931,43.1564,146.3444
140000,山西省,2015,1540.2642,371.0038,67.8862,44.7656,122.5698
140000,山西省,2014,1537.3981,342.5522,54.4766,31.9248,99.4491
140000,山西省,2013,1533.7491,345.5571,53.9451,29.8,76.8973
140000,山西省,2012,1482.133,326.2332,41.49453324,20.953222070000002,62.78516876
140000,山西省,2011,,,,,
140000,山西省,2010,,,,,
140000,山西省,2009,,,,,
140000,山西省,2008,,,,,
140000,山西省,2007,,,,,
140000,山西省,2006,,,,,
140000,山西省,2005,,,,,
140000,山西省,2004,,,,,
140000,山西省,2003,,,,,
140000,山西省,2002,,,,,
140000,山西省,2001,,,,,
140000,山西省,2000,,,,,
150000,内蒙古自治区,2019,768.2011,233.9,63.7278,56.2967,101.2555
150000,内蒙古自治区,2018,749.9038,223.7246,59.145,53.6971,93.8244
150000,内蒙古自治区,2017,743.4417,213.7031,56.9118,43.8393,88.3766
150000,内蒙古自治区,2016,736.1387,211.6561,45.6462,37.6748,75.3042
150000,内蒙古自治区,2015,734.092,204.8572,41.4418,36.7879,67.3329
150000,内蒙古自治区,2014,761.9381,195.2539,33.8279,29.1992,62.6791
150000,内蒙古自治区,2013,780.2967,192.8468,44.0701,27.2523,58.0503
150000,内蒙古自治区,2012,756.1187,184.9365,33.070513,19.7028115,38.070149
150000,内蒙古自治区,2011,,,,,
150000,内蒙古自治区,2010,,,,,
150000,内蒙古自治区,2009,,,,,
150000,内蒙古自治区,2008,,,,,
150000,内蒙古自治区,2007,,,,,
150000,内蒙古自治区,2006,,,,,
150000,内蒙古自治区,2005,,,,,
150000,内蒙古自治区,2004,,,,,
150000,内蒙古自治区,2003,,,,,
150000,内蒙古自治区,2002,,,,,
150000,内蒙古自治区,2001,,,,,
150000,内蒙古自治区,2000,,,,,
210000,辽宁省,2019,1057.6547,414.6988,77.6503,71.3503,80.0733
210000,辽宁省,2018,1040.7812,406.6426,71.7421,67.5462,73.7732
210000,辽宁省,2017,1036.1755,393.4971,61.1697,54.1597,69.5775
210000,辽宁省,2016,1039.636,385.1526,59.0011,53.5241,62.7903
210000,辽宁省,2015,1034.6732,374.3247,63.1156,56.2941,57.3135
210000,辽宁省,2014,1031.9719,362.1079,45.8101,37.3619,50.4919
210000,辽宁省,2013,1046.8535,360.4295,42.7761,31.1051,42.0437
210000,辽宁省,2012,1046.1201,347.8994,36.005701,22.357946,30.465596999999995
210000,辽宁省,2011,,,,,
210000,辽宁省,2010,,,,,
210000,辽宁省,2009,,,,,
210000,辽宁省,2008,,,,,
210000,辽宁省,2007,,,,,
210000,辽宁省,2006,,,,,
210000,辽宁省,2005,,,,,
210000,辽宁省,2004,,,,,
210000,辽宁省,2003,,,,,
210000,辽宁省,2002,,,,,
210000,辽宁省,2001,,,,,
210000,辽宁省,2000,,,,,
220000,吉林省,2019,702.0562,264.3551,47.3336,37.1493,72.4981
220000,吉林省,2018,684.3303,251.7125,41.6096,34.1094,62.3137
220000,吉林省,2017,668.3655,245.6754,38.2659,26.8198,54.8134
220000,吉林省,2016,667.1627,244.6735,29.6858,26.4171,43.3672
220000,吉林省,2015,662.6899,217.9811,29.6408,25.048,40.0985
220000,吉林省,2014,654.8022,220.8943,21.5524,16.0987,35.5059
220000,吉林省,2013,643.1147,218.8031,24.4314,15.0125,30.0522
220000,吉林省,2012,561.3047,198.1176,24.2659551,12.5177199,20.607098999999998
220000,吉林省,2011,,,,,
220000,吉林省,2010,,,,,
220000,吉林省,2009,,,,,
220000,吉林省,2008,,,,,
220000,吉林省,2007,,,,,
220000,吉林省,2006,,,,,
220000,吉林省,2005,,,,,
220000,吉林省,2004,,,,,
220000,吉林省,2003,,,,,
220000,吉林省,2002,,,,,
220000,吉林省,2001,,,,,
220000,吉林省,2000,,,,,
230000,黑龙江省,2019,916.6661,296.3386,65.0586,46.2712,99.7339
230000,黑龙江省,2018,896.8041,294.8793,53.0993,42.2644,80.8758
230000,黑龙江省,2017,839.3222,266.7272,47.9884,30.4201,70.041
230000,黑龙江省,2016,837.5841,270.3478,24.4449,26.1877,52.4692
230000,黑龙江省,2015,827.7756,258.1099,30.8016,27.0348,54.212
230000,黑龙江省,2014,821.7657,245.8774,25.6788,19.3021,50.445
230000,黑龙江省,2013,815.8076,244.588,30.3909,17.8782,44.0684
230000,黑龙江省,2012,757.9538,191.5073,28.934113,13.329965900000001,30.1065
230000,黑龙江省,2011,,,,,
230000,黑龙江省,2010,,,,,
230000,黑龙江省,2009,,,,,
230000,黑龙江省,2008,,,,,
230000,黑龙江省,2007,,,,,
230000,黑龙江省,2006,,,,,
230000,黑龙江省,2005,,,,,
230000,黑龙江省,2004,,,,,
230000,黑龙江省,2003,,,,,
230000,黑龙江省,2002,,,,,
230000,黑龙江省,2001,,,,,
230000,黑龙江省,2000,,,,,
310000,上海市,2019,77.0975,51.592,75.8632,76.8506,80.4694
310000,上海市,2018,78.6945,51.0073,75.3168,70.3946,81.4569
310000,上海市,2017,78.8335,50.3441,62.4787,63.2558,76.5347
310000,上海市,2016,79.5427,49.3123,57.533,54.1833,77.3118
310000,上海市,2015,79.4535,48.653,48.1002,48.3669,73.962
310000,上海市,2014,78.3022,47.503,42.8004,40.6091,74.2287
310000,上海市,2013,79.9879,46.691,34.0963,34.385,72.0374
310000,上海市,2012,80.8373,45.3994,30.645592999999998,29.435908,72.326038
310000,上海市,2011,,,,,
310000,上海市,2010,,,,,
310000,上海市,2009,,,,,
310000,上海市,2008,,,,,
310000,上海市,2007,,,,,
310000,上海市,2006,,,,,
310000,上海市,2005,,,,,
310000,上海市,2004,,,,,
310000,上海市,2003,,,,,
310000,上海市,2002,,,,,
310000,上海市,2001,,,,,
310000,上海市,2000,,,,,
320000,江苏省,2019,2336.8611,1098.1577,357.3287,305.5343,689.7578
320000,江苏省,2018,2325.3896,1093.6438,348.598,276.6875,637.9634
320000,江苏省,2017,2338.2051,1069.8235,312.5547,252.0103,565.5422
320000,江苏省,2016,2335.3493,1045.7855,288.0939,224.8166,504.4429
320000,江苏省,2015,2339.0458,1022.9545,274.7795,213.5142,441.2049
320000,江苏省,2014,2347.9242,987.7789,215.4225,175.7376,379.9396
320000,江苏省,2013,2384.0288,942.0629,190.4218,148.455,340.2547
320000,江苏省,2012,2347.1885,888.6781,145.9178809996,109.12702411509999,294.7491037865
320000,江苏省,2011,,,,,
320000,江苏省,2010,,,,,
320000,江苏省,2009,,,,,
320000,江苏省,2008,,,,,
320000,江苏省,2007,,,,,
320000,江苏省,2006,,,,,
320000,江苏省,2005,,,,,
320000,江苏省,2004,,,,,
320000,江苏省,2003,,,,,
320000,江苏省,2002,,,,,
320000,江苏省,2001,,,,,
320000,江苏省,2000,,,,,
330000,浙江省,2019,1199.4307,531.7223,176.3967,178.8745,154.4712
330000,浙江省,2018,1197.8375,533.9477,176.5833,171.5263,156.9491
330000,浙江省,2017,1200.6961,533.141,158.5791,157.5475,151.8923
330000,浙江省,2016,1233.1249,536.3911,149.9273,143.4144,150.8608
330000,浙江省,2015,1285.8875,550.8054,148.2564,143.3419,144.3478
330000,浙江省,2014,1342.1329,580.1395,136.5747,126.62,139.4333
330000,浙江省,2013,1355.8268,577.1396,121.121,105.2997,129.4786
330000,浙江省,2012,1332.2668,572.5619,92.4251050007,80.2839816763,112.8145492666
330000,浙江省,2011,,,,,
330000,浙江省,2010,,,,,
330000,浙江省,2009,,,,,
330000,浙江省,2008,,,,,
330000,浙江省,2007,,,,,
330000,浙江省,2006,,,,,
330000,浙江省,2005,,,,,
330000,浙江省,2004,,,,,
330000,浙江省,2003,,,,,
330000,浙江省,2002,,,,,
330000,浙江省,2001,,,,,
330000,浙江省,2000,,,,,
340000,安徽省,2019,3501.724,922.5105,224.8735,141.1047,481.7513
340000,安徽省,2018,3487.7632,923.4995,215.5772,139.2836,397.9825
340000,安徽省,2017,3429.4599,914.9999,150.2071,96.542,321.689
340000,安徽省,2016,3431.8823,912.778,140.6184,93.2063,268.0238
340000,安徽省,2015,3396.5678,895.0868,139.5615,95.6988,220.6119
340000,安徽省,2014,3337.189,871.7741,109.2738,65.3018,176.7491
340000,安徽省,2013,3308.707,842.7563,109.9252,63.7433,132.7772
340000,安徽省,2012,3350.5902,805.5403,96.06615699999999,53.124635,84.47308100000001
340000,安徽省,2011,,,,,
340000,安徽省,2010,,,,,
340000,安徽省,2009,,,,,
340000,安徽省,2008,,,,,
340000,安徽省,2007,,,,,
340000,安徽省,2006,,,,,
340000,安徽省,2005,,,,,
340000,安徽省,2004,,,,,
340000,安徽省,2003,,,,,
340000,安徽省,2002,,,,,
340000,安徽省,2001,,,,,
340000,安徽省,2000,,,,,
350000,福建省,2019,1554.1391,478.0792,120.1167,90.1992,195.4587
350000,福建省,2018,1525.6373,466.3407,103.6105,81.9673,165.5412
350000,福建省,2017,1493.7404,446.2729,85.7766,65.8068,143.8978
350000,福建省,2016,1489.1052,426.8593,78.9783,57.8644,123.928
350000,福建省,2015,1480.4134,404.0721,73.7845,53.576,102.8141
350000,福建省,2014,1473.006,387.3393,58.1408,39.4301,82.6055
350000,福建省,2013,1467.1623,375.3616,48.9296,29.563,63.8948
350000,福建省,2012,1446.0542,358.8056,40.3388902203,22.1496264039,46.2312994302996
350000,福建省,2011,,,,,
350000,福建省,2010,,,,,
350000,福建省,2009,,,,,
350000,福建省,2008,,,,,
350000,福建省,2007,,,,,
350000,福建省,2006,,,,,
350000,福建省,2005,,,,,
350000,福建省,2004,,,,,
350000,福建省,2003,,,,,
350000,福建省,2002,,,,,
350000,福建省,2001,,,,,
350000,福建省,2000,,,,,
360000,江西省,2019,1888.9237,492.5521,107.8297,73.925,253.2737
360000,江西省,2018,1884.1274,481.7963,110.4709,65.9227,219.3691
360000,江西省,2017,1870.0488,467.5165,86.3057,48.8194,174.8209
360000,江西省,2016,1844.1326,457.1906,73.8052,46.1619,137.3346
360000,江西省,2015,1829.9447,441.2696,69.2998,49.319,109.6912
360000,江西省,2014,1798.0691,430.2627,48.9984,29.3977,89.6947
360000,江西省,2013,1772.4551,416.5571,17.9324,28.1751,39.7144
360000,江西省,2012,1737.5271,394.9103,47.990903768,24.5849632904,49.3063721786
360000,江西省,2011,,,,,
360000,江西省,2010,,,,,
360000,江西省,2009,,,,,
360000,江西省,2008,,,,,
360000,江西省,2007,,,,,
360000,江西省,2006,,,,,
360000,江西省,2005,,,,,
360000,江西省,2004,,,,,
360000,江西省,2003,,,,,
360000,江西省,2002,,,,,
360000,江西省,2001,,,,,
360000,江西省,2000,,,,,
370000,山东省,2019,4560.2629,1532.609,435.8047,296.1062,1125.5272
370000,山东省,2018,4551.9103,1512.386,437.5078,274.2091,985.8287
370000,山东省,2017,4530.6395,1476.6476,369.8225,230.8927,822.5301
370000,山东省,2016,4538.6376,1430.9276,324.4079,204.7856,683.6002
370000,山东省,2015,4534.3166,1401.0692,289.5747,189.7529,568.1693
370000,山东省,2014,4539.9315,1322.1785,266.3674,157.3521,469.4867
370000,山东省,2013,4512.8085,1315.1979,209.3315,138.6053,357.7862
370000,山东省,2012,4401.1661,1257.5295,169.7330211986,106.81539909675,286.027382
370000,山东省,2011,,,,,
370000,山东省,2010,,,,,
370000,山东省,2009,,,,,
370000,山东省,2008,,,,,
370000,山东省,2007,,,,,
370000,山东省,2006,,,,,
370000,山东省,2005,,,,,
370000,山东省,2004,,,,,
370000,山东省,2003,,,,,
370000,山东省,2002,,,,,
370000,山东省,2001,,,,,
370000,山东省,2000,,,,,
410000,河南省,2019,5196.6062,1406.6997,283.7122,203.585,555.6351
410000,河南省,2018,5082.4552,1382.1428,265.8276,193.6006,475.504
410000,河南省,2017,5010.2158,1363.9992,208.2392,155.6744,403.2612
410000,河南省,2016,4893.7389,1343.7791,200.0579,144.6131,350.6619
410000,河南省,2015,4855.2126,1305.1927,204.6944,154.0245,293.9347
410000,河南省,2014,4843.7872,1234.2593,153.0989,99.6169,243.2647
410000,河南省,2013,4796.9728,1229.4773,146.2115,95.707,189.8172
410000,河南省,2012,4719.6826,1153.7776,116.5551,74.24860100000001,129.60759299999998
410000,河南省,2011,,,,,
410000,河南省,2010,,,,,
410000,河南省,2009,,,,,
410000,河南省,2008,,,,,
410000,河南省,2007,,,,,
410000,河南省,2006,,,,,
410000,河南省,2005,,,,,
410000,河南省,2004,,,,,
410000,河南省,2003,,,,,
410000,河南省,2002,,,,,
410000,河南省,2001,,,,,
410000,河南省,2000,,,,,
420000,湖北省,2019,2345.4124,723.2983,197.9863,129.7192,373.8336
420000,湖北省,2018,2282.7749,723.1495,182.3647,125.3004,305.5664
420000,湖北省,2017,2214.6351,697.363,137.1652,90.6915,248.4943
420000,湖北省,2016,2219.7308,674.3417,112.4858,76.2144,202.0207
420000,湖北省,2015,2214.9649,653.8899,103.574,73.4328,165.7492
420000,湖北省,2014,2230.515,634.6616,79.9956,52.1921,135.608
420000,湖北省,2013,2236.2678,610.1237,78.3261,48.2526,107.7093
420000,湖北省,2012,2266.239,580.5328,73.5026639,37.731596090000004,73.03235699999999
420000,湖北省,2011,,,,,
420000,湖北省,2010,,,,,
420000,湖北省,2009,,,,,
420000,湖北省,2008,,,,,
420000,湖北省,2007,,,,,
420000,湖北省,2006,,,,,
420000,湖北省,2005,,,,,
420000,湖北省,2004,,,,,
420000,湖北省,2003,,,,,
420000,湖北省,2002,,,,,
420000,湖北省,2001,,,,,
420000,湖北省,2000,,,,,
430000,湖南省,2019,3413.5937,872.1004,188.1481,135.8414,363.8216
430000,湖南省,2018,3404.9709,935.3631,175.8472,135.633,311.515
430000,湖南省,2017,3322.0163,945.1401,159.8136,110.2979,271.3008
430000,湖南省,2016,3320.462,915.5238,134.8725,97.17,221.7851
430000,湖南省,2015,3280.1001,899.5823,136.3558,95.8963,184.0827
430000,湖南省,2014,3298.2715,890.5217,98.0996,65.2041,143.6232
430000,湖南省,2013,3316.0438,888.1293,99.1069,58.9392,110.7277
430000,湖南省,2012,3120.3446,857.0289,94.2866069744,54.5632314115,68.07655305680001
430000,湖南省,2011,,,,,
430000,湖南省,2010,,,,,
430000,湖南省,2009,,,,,
430000,湖南省,2008,,,,,
430000,湖南省,2007,,,,,
430000,湖南省,2006,,,,,
430000,湖南省,2005,,,,,
430000,湖南省,2004,,,,,
430000,湖南省,2003,,,,,
430000,湖南省,2002,,,,,
430000,湖南省,2001,,,,,
430000,湖南省,2000,,,,,
440000,广东省,2019,2646.2025,870.8643,284.298,250.0551,457.0597
440000,广东省,2018,2661.0709,850.6757,215.8325,201.8886,416.6892
440000,广东省,2017,2586.7553,847.6014,188.1695,170.5862,402.7451
440000,广东省,2016,2543.2218,816.7267,184.7977,157.0525,385.1618
440000,广东省,2015,2499.7148,776.3462,206.7314,146.9327,357.3471
440000,广东省,2014,2407.6766,736.9863,180.6131,105.8758,297.6814
440000,广东省,2013,2346.8454,791.3429,141.7086,90.9255,219.5395
440000,广东省,2012,2255.1752,727.2341,95.34129300000001,54.788,163.3905
440000,广东省,2011,,,,,
440000,广东省,2010,,,,,
440000,广东省,2009,,,,,
440000,广东省,2008,,,,,
440000,广东省,2007,,,,,
440000,广东省,2006,,,,,
440000,广东省,2005,,,,,
440000,广东省,2004,,,,,
440000,广东省,2003,,,,,
440000,广东省,2002,,,,,
440000,广东省,2001,,,,,
440000,广东省,2000,,,,,
450000,广西壮族自治区,2019,1983.6785,588.6533,123.7614,92.4848,190.3756
450000,广西壮族自治区,2018,1889.617,585.6772,105.5576,85.2537,159.111
450000,广西壮族自治区,2017,1805.9399,570.1857,93.8563,65.5953,138.8072
450000,广西壮族自治区,2016,1770.9098,555.2841,85.0813,63.4213,110.5461
450000,广西壮族自治区,2015,1741.513,538.1007,87.6129,66.4118,88.886
450000,广西壮族自治区,2014,1713.875,511.31,60.2759,49.3097,66.0947
450000,广西壮族自治区,2013,1663.9864,514.1019,7.3153,5.8067,5.0806
450000,广西壮族自治区,2012,1572.31,488.7621,46.4998911814,34.2908719295,35.668132715000006
450000,广西壮族自治区,2011,,,,,
450000,广西壮族自治区,2010,,,,,
450000,广西壮族自治区,2009,,,,,
450000,广西壮族自治区,2008,,,,,
450000,广西壮族自治区,2007,,,,,
450000,广西壮族自治区,2006,,,,,
450000,广西壮族自治区,2005,,,,,
450000,广西壮族自治区,2004,,,,,
450000,广西壮族自治区,2003,,,,,
450000,广西壮族自治区,2002,,,,,
450000,广西壮族自治区,2001,,,,,
450000,广西壮族自治区,2000,,,,,
460000,海南省,2019,304.9714,75.8695,38.1919,19.1027,101.6273
460000,海南省,2018,298.2161,75.69,35.4388,18.0627,82.538
460000,海南省,2017,285.892,72.7532,27.8803,13.6719,65.1618
460000,海南省,2016,283.9855,70.9112,29.0478,13.0277,50.9575
460000,海南省,2015,281.0676,69.2613,21.7594,13.2475,34.9376
460000,海南省,2014,274.8072,66.4754,14.3559,9.2368,20.3513
460000,海南省,2013,272.1034,68.1063,11.9732,7.6062,15.2322
460000,海南省,2012,269.5113,65.7467,8.903646,5.640584,9.867299000000001
460000,海南省,2011,,,,,
460000,海南省,2010,,,,,
460000,海南省,2009,,,,,
460000,海南省,2008,,,,,
460000,海南省,2007,,,,,
460000,海南省,2006,,,,,
460000,海南省,2005,,,,,
460000,海南省,2004,,,,,
460000,海南省,2003,,,,,
460000,海南省,2002,,,,,
460000,海南省,2001,,,,,
460000,海南省,2000,,,,,
500000,重庆市,2019,1162.6815,358.4501,83.191,62.05,153.8544
500000,重庆市,2018,1119.6328,367.3978,77.408,61.6019,132.7135
500000,重庆市,2017,1108.999,362.609,66.7533,50.9043,116.9074
500000,重庆市,2016,1115.8198,369.2615,57.017,50.0392,101.0584
500000,重庆市,2015,1111.0638,366.6971,53.8273,52.3632,94.0807
500000,重庆市,2014,1112.5393,385.8059,63.7561,41.4396,89.1927
500000,重庆市,2013,1122.9225,377.1102,64.8167,38.4276,66.8762
500000,重庆市,2012,1130.9418,372.3855,112.2753,86.7021,40.4579
500000,重庆市,2011,,,,,
500000,重庆市,2010,,,,,
500000,重庆市,2009,,,,,
500000,重庆市,2008,,,,,
500000,重庆市,2007,,,,,
500000,重庆市,2006,,,,,
500000,重庆市,2005,,,,,
500000,重庆市,2004,,,,,
500000,重庆市,2003,,,,,
500000,重庆市,2002,,,,,
500000,重庆市,2001,,,,,
500000,重庆市,2000,,,,,
510000,四川省,2019,3368.7492,1119.4583,246.7136,204.0294,531.0987
510000,四川省,2018,3222.3585,1129.088,246.5036,200.3034,488.4145
510000,四川省,2017,3074.8778,1126.1836,250.2327,159.8342,442.2144
510000,四川省,2016,3052.3767,1114.363,190.4157,141.6413,351.8157
510000,四川省,2015,3020.4137,1095.033,192.049,144.1072,303.0411
510000,四川省,2014,3013.943,1074.3748,150.51,110.8732,255.0995
510000,四川省,2013,3001.5615,1090.21,145.176,93.8776,215.4627
510000,四川省,2012,2828.3989,1027.515,114.20965286999999,68.98817909431,161.26550409399002
510000,四川省,2011,,,,,
510000,四川省,2010,,,,,
510000,四川省,2009,,,,,
510000,四川省,2008,,,,,
510000,四川省,2007,,,,,
510000,四川省,2006,,,,,
510000,四川省,2005,,,,,
510000,四川省,2004,,,,,
510000,四川省,2003,,,,,
510000,四川省,2002,,,,,
510000,四川省,2001,,,,,
510000,四川省,2000,,,,,
520000,贵州省,2019,1855.7608,462.2429,71.2126,59.6858,135.6336
520000,贵州省,2018,1802.656,452.816,70.1676,56.3273,124.1069
520000,贵州省,2017,1748.5458,448.9225,63.2776,44.3677,110.2667
520000,贵州省,2016,1702.2491,442.3043,58.5755,43.0416,91.3565
520000,贵州省,2015,1649.0326,432.9756,62.1968,46.1365,75.8227
520000,贵州省,2014,1586.6407,421.1853,47.7785,32.003,59.7625
520000,贵州省,2013,1487.2151,425.4714,45.1617,30.214,43.987
520000,贵州省,2012,1260.738,404.7864,58.5055293832,48.93076081,28.06776176
520000,贵州省,2011,,,,,
520000,贵州省,2010,,,,,
520000,贵州省,2009,,,,,
520000,贵州省,2008,,,,,
520000,贵州省,2007,,,,,
520000,贵州省,2006,,,,,
520000,贵州省,2005,,,,,
520000,贵州省,2004,,,,,
520000,贵州省,2003,,,,,
520000,贵州省,2002,,,,,
520000,贵州省,2001,,,,,
520000,贵州省,2000,,,,,
530000,云南省,2019,2410.0412,538.6991,107.5929,75.8918,293.7175
530000,云南省,2018,2360.9823,533.7722,104.7015,74.4777,262.0165
530000,云南省,2017,2258.9454,516.5977,91.9698,51.7457,231.7926
530000,云南省,2016,2257.532,500.2753,83.6041,49.1542,191.5686
530000,云南省,2015,2253.3014,480.7386,83.4662,51.0685,157.1189
530000,云南省,2014,2160.4648,463.6033,66.3805,36.0639,124.7212
530000,云南省,2013,2152.7206,431.5409,63.8958,33.497,94.4046
530000,云南省,2012,2103.1673,419.6966,47.2361417420286,24.1804240486573,48.736799
530000,云南省,2011,,,,,
530000,云南省,2010,,,,,
530000,云南省,2009,,,,,
530000,云南省,2008,,,,,
530000,云南省,2007,,,,,
530000,云南省,2006,,,,,
530000,云南省,2005,,,,,
530000,云南省,2004,,,,,
530000,云南省,2003,,,,,
530000,云南省,2002,,,,,
530000,云南省,2001,,,,,
530000,云南省,2000,,,,,
540000,西藏自治区,2019,165.9944,25.1563,9.3266,5.757,28.9036
540000,西藏自治区,2018,165.9097,3.6342,8.3511,5.1902,25.334
540000,西藏自治区,2017,183.1378,25.092,12.3169,4.6479,22.1731
540000,西藏自治区,2016,158.4804,23.1563,7.7019,4.7284,14.5043
540000,西藏自治区,2015,157.6583,24.4789,6.5342,4.1186,11.531
540000,西藏自治区,2014,140.8736,23.4271,5.8986,3.4595,9.1154
540000,西藏自治区,2013,140.4444,22.6856,4.3707,2.7649,6.6764
540000,西藏自治区,2012,134.0474,21.8593,4.22473573,2.39019256,2.932444
540000,西藏自治区,2011,,,,,
540000,西藏自治区,2010,,,,,
540000,西藏自治区,2009,,,,,
540000,西藏自治区,2008,,,,,
540000,西藏自治区,2007,,,,,
540000,西藏自治区,2006,,,,,
540000,西藏自治区,2005,,,,,
540000,西藏自治区,2004,,,,,
540000,西藏自治区,2003,,,,,
540000,西藏自治区,2002,,,,,
540000,西藏自治区,2001,,,,,
540000,西藏自治区,2000,,,,,
610000,陕西省,2019,1765.6397,514.6278,122.2281,87.824,257.0494
610000,陕西省,2018,1741.6835,500.0121,115.5493,86.0736,222.6453
610000,陕西省,2017,1733.7626,479.1548,92.0185,69.9013,193.1697
610000,陕西省,2016,1720.4669,460.0571,87.7456,65.1317,171.0524
610000,陕西省,2015,1714.5379,441.3566,91.6616,65.2925,148.502
610000,陕西省,2014,1710.8173,417.4839,73.0175,47.2182,122.133
610000,陕西省,2013,1704.8683,398.795,65.925105,39.76522,90.703928
610000,陕西省,2012,1705.4679,383.5359,58.4976310218,32.912958,64.4825370218
610000,陕西省,2011,,,,,
610000,陕西省,2010,,,,,
610000,陕西省,2009,,,,,
610000,陕西省,2008,,,,,
610000,陕西省,2007,,,,,
610000,陕西省,2006,,,,,
610000,陕西省,2005,,,,,
610000,陕西省,2004,,,,,
610000,陕西省,2003,,,,,
610000,陕西省,2002,,,,,
610000,陕西省,2001,,,,,
610000,陕西省,2000,,,,,
620000,甘肃省,2019,1372.5636,312.0678,75.026,47.9079,193.8785
620000,甘肃省,2018,1316.9651,311.9145,73.5071,45.3699,166.7604
620000,甘肃省,2017,1262.3569,308.6656,61.8693,37.4057,138.6234
620000,甘肃省,2016,1253.7334,304.5131,54.826,36.5555,114.1598
620000,甘肃省,2015,1236.7401,300.0786,54.2891,36.6512,95.8847
620000,甘肃省,2014,1240.1321,288.03,41.6856,24.0886,78.2468
620000,甘肃省,2013,1238.4918,278.2781,37.3928691722,21.0599797415,53.015403535500006
620000,甘肃省,2012,1176.6009,252.409,29.9891581779263,14.141363,51.3009902279263
620000,甘肃省,2011,,,,,
620000,甘肃省,2010,,,,,
620000,甘肃省,2009,,,,,
620000,甘肃省,2008,,,,,
620000,甘肃省,2007,,,,,
620000,甘肃省,2006,,,,,
620000,甘肃省,2005,,,,,
620000,甘肃省,2004,,,,,
620000,甘肃省,2003,,,,,
620000,甘肃省,2002,,,,,
620000,甘肃省,2001,,,,,
620000,甘肃省,2000,,,,,
630000,青海省,2019,261.1493,45.9184,19.3509,11.7047,46.9179
630000,青海省,2018,245.6321,46.5372,17.4878,11.3314,39.2717
