省份编码,省份,年份,固定资产投资(不含农户)(亿元),固定资产投资(不含农户)新增固定资产(亿元),固定资产投资(不含农户)交付使用率(%)
140000,山西省,2009,4509.5569,2436.4004,54.03
140000,山西省,2008,3194.5681,1772.5918,55.49
140000,山西省,2007,2600.2159,1779.1631,68.42
140000,山西省,2006,2055.6854,1300.6083,63.268839677511
140000,山西省,2005,1666.4728,888.7193,53.33
140000,山西省,2004,1315.21,742.94,56.4883174550072
140000,山西省,2003,998.8,607.7713,60.8
140000,山西省,2002,727.8,,
140000,山西省,2001,,,
140000,山西省,2000,,,
150000,内蒙古自治区,2019,,,
150000,内蒙古自治区,2018,,,
150000,内蒙古自治区,2017,13827.8549,10692.9475,77.33
150000,内蒙古自治区,2016,14893.9635,10160.9534,68.22
150000,内蒙古自治区,2015,13529.1519,10383.9507,76.75
150000,内蒙古自治区,2014,17437.8467,12763.7574,73.2
150000,内蒙古自治区,2013,14072.3876,9164.1265,65.12
150000,内蒙古自治区,2012,11749.7701,7809.7813,66.47
150000,内蒙古自治区,2011,10252.9744,7300.8108,71.21
150000,内蒙古自治区,2010,8687.9855,5742.8,66.1
150000,内蒙古自治区,2009,7143.8367,4620.5901,64.68
150000,内蒙古自治区,2008,5327.0411,3309.3366,62.12
150000,内蒙古自治区,2007,4255.0024,3015.7388,70.88
150000,内蒙古自治区,2006,3264.8644,1998.6261,61.2162054877379
150000,内蒙古自治区,2005,2555.2528,1622.6065,63.5
150000,内蒙古自治区,2004,1707.5,938.43,54.9592972181552
150000,内蒙古自治区,2003,1097.1,751.0715,68.5
150000,内蒙古自治区,2002,635.4,,
150000,内蒙古自治区,2001,,,
150000,内蒙古自治区,2000,,,
210000,辽宁省,2019,,,
210000,辽宁省,2018,,,
210000,辽宁省,2017,6444.749,2994.1351,46.46
210000,辽宁省,2016,6436.3272,3181.9541,49.44
210000,辽宁省,2015,17640.3698,14707.8312,83.38
210000,辽宁省,2014,24426.8339,17234.0734,70.55
210000,辽宁省,2013,24791.4018,14666.3716,59.16
210000,辽宁省,2012,21535.3745,12879.5032,59.81
210000,辽宁省,2011,17431.4614,9779.5744,56.1
210000,辽宁省,2010,15106.3279,8012.8,53.0
210000,辽宁省,2009,11605.1207,6856.9175,59.09
210000,辽宁省,2008,8881.9463,5056.6948,56.93
210000,辽宁省,2007,6576.0474,3564.2055,54.2
210000,辽宁省,2006,4977.8419,2719.6097,54.6343125120145
210000,辽宁省,2005,3666.5196,2366.9687,64.56
210000,辽宁省,2004,2580.28,1574.15,61.006944982715
210000,辽宁省,2003,1771.2,1230.1709,69.5
210000,辽宁省,2002,1364.0,,
210000,辽宁省,2001,,,
210000,辽宁省,2000,,,
220000,吉林省,2019,,,
220000,吉林省,2018,,,
220000,吉林省,2017,13130.9042,10097.3517,76.9
220000,吉林省,2016,13773.1688,9948.3987,72.23
220000,吉林省,2015,12508.5936,10899.7448,87.14
220000,吉林省,2014,11107.941,9602.2989,86.45
220000,吉林省,2013,9725.7583,7433.0965,76.43
220000,吉林省,2012,9262.2341,6763.0803,73.02
220000,吉林省,2011,7226.6494,5391.3503,74.6
220000,吉林省,2010,7395.232,5285.7,71.5
220000,吉林省,2009,5958.9498,4153.7919,69.71
220000,吉林省,2008,4592.708,3279.8625,71.41
220000,吉林省,2007,3340.1891,2129.8923,63.77
220000,吉林省,2006,2366.0614,1602.722,67.7379716350556
220000,吉林省,2005,1581.2551,985.7439,62.34
220000,吉林省,2004,1059.35,642.81,60.6796620569217
220000,吉林省,2003,872.9,594.5951,68.1
220000,吉林省,2002,750.7,,
220000,吉林省,2001,,,
220000,吉林省,2000,,,
230000,黑龙江省,2019,,,
230000,黑龙江省,2018,,,
230000,黑龙江省,2017,11079.6526,8953.0058,80.81
230000,黑龙江省,2016,10432.5545,8281.8144,79.38
230000,黑龙江省,2015,9884.2828,9067.9972,91.74
230000,黑龙江省,2014,9537.8774,7162.0936,75.09
230000,黑龙江省,2013,11121.2842,7841.5251,70.51
230000,黑龙江省,2012,9375.4447,6455.1112,68.85
230000,黑龙江省,2011,7157.9198,4736.8713,66.18
230000,黑龙江省,2010,6292.674,4335.7,68.9
230000,黑龙江省,2009,4695.7424,3478.0249,74.07
230000,黑龙江省,2008,3354.8229,2405.4071,71.7
230000,黑龙江省,2007,2591.6921,1916.9726,73.97
230000,黑龙江省,2006,2040.4122,1434.2548,70.2924046425521
230000,黑龙江省,2005,1581.2177,1098.0542,69.44
230000,黑龙江省,2004,1316.97,903.57,68.609763320349
230000,黑龙江省,2003,1069.5,803.747,75.2
230000,黑龙江省,2002,958.7,,
230000,黑龙江省,2001,,,
230000,黑龙江省,2000,,,
310000,上海市,2019,,,
310000,上海市,2018,,,
310000,上海市,2017,7240.9479,3953.2391,54.6
310000,上海市,2016,6751.6768,2955.2252,43.77
310000,上海市,2015,6349.3886,3278.7746,51.64
310000,上海市,2014,6012.966,2757.564,45.86
310000,上海市,2013,5644.1312,2662.0799,47.17
310000,上海市,2012,5114.6352,2706.3986,52.91
310000,上海市,2011,4959.9267,2866.2397,57.79
310000,上海市,2010,4630.4723,2653.8,57.3
310000,上海市,2009,4618.9096,2331.677,50.48
310000,上海市,2008,4404.9457,2523.1923,57.28
310000,上海市,2007,4045.0984,2162.2312,53.45
310000,上海市,2006,3497.4751,2177.5501,62.2606319627551
310000,上海市,2005,3198.5733,2195.0626,68.63
310000,上海市,2004,2862.95,1943.37,67.8799839326569
310000,上海市,2003,2245.5,1487.9275,66.3
310000,上海市,2002,2012.3,,
310000,上海市,2001,,,
310000,上海市,2000,,,
320000,江苏省,2019,,,
320000,江苏省,2018,,,
320000,江苏省,2017,53000.2139,38199.4172,72.07
320000,江苏省,2016,49370.8521,33750.9427,68.36
320000,江苏省,2015,45905.1694,36518.8619,79.55
320000,江苏省,2014,41552.7517,31952.6631,76.9
320000,江苏省,2013,35982.5173,26369.2977,73.28
320000,江苏省,2012,30473.7435,22090.7912,72.49
320000,江苏省,2011,26313.4617,18796.889,71.43
320000,江苏省,2010,17416.4655,12097.1,69.5
320000,江苏省,2009,14266.8014,10303.6183,72.22
320000,江苏省,2008,11609.7148,7645.8869,65.86
320000,江苏省,2007,9161.373,6321.8104,69.01
320000,江苏省,2006,7479.6043,6306.4628,84.315460378031
320000,江苏省,2005,6218.8917,4956.684,79.7
320000,江苏省,2004,5008.21,3094.69,61.7923369826744
320000,江苏省,2003,4011.6,2290.2783,57.1
320000,江苏省,2002,2515.3,,
320000,江苏省,2001,,,
320000,江苏省,2000,,,
330000,浙江省,2019,,,
330000,浙江省,2018,,,
330000,浙江省,2017,31125.9901,18278.2051,58.72
330000,浙江省,2016,29571.0019,18832.4986,63.69
330000,浙江省,2015,26664.7156,17009.3914,63.79
330000,浙江省,2014,23554.7626,14088.0871,59.81
330000,浙江省,2013,20194.0713,10783.505,53.4
330000,浙江省,2012,17095.9606,8232.8033,48.16
330000,浙江省,2011,13651.6501,7432.6005,54.44
330000,浙江省,2010,8438.0751,4721.3,56.0
330000,浙江省,2009,7454.3262,4135.6038,55.48
330000,浙江省,2008,6551.1014,3434.8447,52.43
330000,浙江省,2007,5996.9318,3250.7024,54.21
330000,浙江省,2006,5429.2766,3006.935,55.3837135503466
330000,浙江省,2005,4784.6787,2715.55,56.76
330000,浙江省,2004,3998.77,2091.27,52.2978315832118
330000,浙江省,2003,3198.5,1778.3296,55.6
330000,浙江省,2002,2429.3,,
330000,浙江省,2001,,,
330000,浙江省,2000,,,
340000,安徽省,2019,,,
340000,安徽省,2018,,,
340000,安徽省,2017,28816.3736,17555.5508,60.92
340000,安徽省,2016,26577.3716,15981.4809,60.13
340000,安徽省,2015,23803.9289,16693.46,70.13
340000,安徽省,2014,21256.2939,13963.951,65.69
340000,安徽省,2013,18091.2064,11103.528,61.38
340000,安徽省,2012,14943.8115,8452.6929,56.56
340000,安徽省,2011,12007.865,6823.6331,56.83
340000,安徽省,2010,10281.286,5503.5,53.5
340000,安徽省,2009,7945.4978,4542.8032,57.17
340000,安徽省,2008,5948.6101,2849.4753,47.9
340000,安徽省,2007,4444.5832,2327.986,52.38
340000,安徽省,2006,3050.1522,1500.7057,49.201010362696
340000,安徽省,2005,2126.6909,1081.2991,50.84
340000,安徽省,2004,1613.01,939.87,58.2680826529284
340000,安徽省,2003,1184.5,595.2109,50.2
340000,安徽省,2002,864.5,,
340000,安徽省,2001,,,
340000,安徽省,2000,,,
350000,福建省,2019,,,
350000,福建省,2018,,,
350000,福建省,2017,26110.3418,18009.5885,68.97
350000,福建省,2016,22927.9901,13194.3537,57.55
350000,福建省,2015,20973.981,15407.7411,73.46
350000,福建省,2014,17869.755,10977.1749,61.43
350000,福建省,2013,15045.8082,8300.6608,55.17
350000,福建省,2012,12182.5161,6311.1786,51.81
350000,福建省,2011,9677.088,4649.4822,48.05
350000,福建省,2010,7385.7807,2625.9,35.6
350000,福建省,2009,5548.6078,2378.6125,42.87
350000,福建省,2008,4601.4982,1768.3429,38.43
350000,福建省,2007,3829.0172,1239.1344,32.36
350000,福建省,2006,2692.3568,951.0962,35.3257859433787
350000,福建省,2005,1958.2994,867.5262,44.3
350000,福建省,2004,1594.54,939.37,58.9116610433103
350000,福建省,2003,1229.3,691.4113,56.2
350000,福建省,2002,1030.6,,
350000,福建省,2001,,,
350000,福建省,2000,,,
360000,江西省,2019,,,
360000,江西省,2018,,,
360000,江西省,2017,21770.4331,12080.1818,55.49
360000,江西省,2016,19378.6876,10606.5837,54.73
360000,江西省,2015,16993.8969,11961.253,70.39
360000,江西省,2014,14646.3081,9694.1726,66.19
360000,江西省,2013,12434.9494,7913.6944,63.64
360000,江西省,2012,10378.3697,7296.8292,70.31
360000,江西省,2011,8753.9281,6182.6527,70.63
360000,江西省,2010,7856.9409,5457.4,69.5
360000,江西省,2009,6008.1185,3975.5858,66.17
360000,江西省,2008,4325.3781,2962.5006,68.49
360000,江西省,2007,2954.8723,1630.5215,55.18
360000,江西省,2006,2375.3863,1296.0379,54.5611423287235
360000,江西省,2005,1902.6581,977.8309,51.39
360000,江西省,2004,1477.89,717.01,48.5157894024589
360000,江西省,2003,1099.1,676.0689,61.5
360000,江西省,2002,714.6,,
360000,江西省,2001,,,
360000,江西省,2000,,,
370000,山东省,2019,,,
370000,山东省,2018,,,
370000,山东省,2017,54236.0344,32084.4198,59.16
370000,山东省,2016,52364.4936,31182.1338,59.55
370000,山东省,2015,47381.4559,32845.981,69.32
370000,山东省,2014,41599.1323,28261.538,67.94
370000,山东省,2013,35875.8558,22996.6905,64.1
370000,山东省,2012,30319.7641,19340.7793,63.79
370000,山东省,2011,25907.3848,17068.7869,65.88
370000,山东省,2010,18844.4068,10195.1,54.1
370000,山东省,2009,15439.097,8624.0043,55.86
370000,山东省,2008,12528.9581,6852.4894,54.69
370000,山东省,2007,10153.5618,5467.9439,53.85
370000,山东省,2006,8715.5,4678.4577,53.6797395444897
370000,山东省,2005,7275.0622,3791.108,52.11
370000,山东省,2004,5418.55,2847.25,52.5463454245139
370000,山东省,2003,4163.9,2650.9217,63.7
370000,山东省,2002,2581.8,,
370000,山东省,2001,,,
370000,山东省,2000,,,
410000,河南省,2019,,,
410000,河南省,2018,,,
410000,河南省,2017,43890.3572,26321.331,59.97
410000,河南省,2016,39753.9281,22342.0542,56.2
410000,河南省,2015,34951.283,25436.0614,72.78
410000,河南省,2014,30012.2847,19673.4545,65.55
410000,河南省,2013,25188.0603,15604.5099,61.95
410000,河南省,2012,20558.6138,13036.6396,63.41
410000,河南省,2011,16934.3229,10999.5138,64.95
410000,河南省,2010,13934.8197,9062.0,65.0
410000,河南省,2009,11454.8894,8177.4242,71.39
410000,河南省,2008,8721.1879,6413.9898,73.54
410000,河南省,2007,6609.1612,5137.0845,77.73
410000,河南省,2006,4840.8005,3434.0122,70.9389325174628
410000,河南省,2005,3461.2327,2362.6221,68.26
410000,河南省,2004,2434.88,1330.48,54.6425285845709
410000,河南省,2003,1677.2,1020.7382,60.9
410000,河南省,2002,1195.9,,
410000,河南省,2001,,,
410000,河南省,2000,,,
420000,湖北省,2019,,,
420000,湖北省,2018,,,
420000,湖北省,2017,31872.5708,17254.613,54.14
420000,湖北省,2016,29503.8751,15424.3505,52.28
420000,湖北省,2015,26086.4157,15679.9454,60.11
420000,湖北省,2014,22441.6718,13384.8136,59.64
420000,湖北省,2013,18796.8523,10182.2652,54.17
420000,湖北省,2012,15148.7079,8919.8588,58.88
420000,湖北省,2011,12195.3892,8180.6987,67.08
420000,湖北省,2010,9405.6302,5867.2,62.4
420000,湖北省,2009,7183.6717,4718.0272,65.68
420000,湖北省,2008,5148.7584,3053.3692,59.3
420000,湖北省,2007,3927.3552,2854.0947,72.67
420000,湖北省,2006,3038.492,1708.949,56.243327282086
420000,湖北省,2005,2387.4069,1561.6617,65.41
420000,湖北省,2004,2005.15,1788.71,89.205795077675
420000,湖北省,2003,1573.7,1194.8746,75.9
420000,湖北省,2002,1376.2,,
420000,湖北省,2001,,,
420000,湖北省,2000,,,
430000,湖南省,2019,,,
430000,湖南省,2018,,,
430000,湖南省,2017,31328.0788,20551.6517,65.6
430000,湖南省,2016,27688.4452,16329.0445,58.97
430000,湖南省,2015,24324.1707,17392.5739,71.5
430000,湖南省,2014,20548.5509,13806.8914,67.19
430000,湖南省,2013,17225.1861,11052.8607,64.17
430000,湖南省,2012,13966.2585,9040.101,64.73
430000,湖南省,2011,11407.7428,6538.3025,57.31
430000,湖南省,2010,8617.9844,4272.4,49.6
430000,湖南省,2009,6880.0027,3571.5885,51.91
430000,湖南省,2008,4879.9577,2478.1746,50.78
430000,湖南省,2007,3609.5398,1762.1916,48.82
430000,湖南省,2006,2718.4442,1544.8475,56.8283689619231
430000,湖南省,2005,2203.9515,1197.2746,54.32
430000,湖南省,2004,1679.39,881.89,52.5125194266966
430000,湖南省,2003,1235.3,826.7842,66.9
430000,湖南省,2002,988.3,,
430000,湖南省,2001,,,
430000,湖南省,2000,,,
440000,广东省,2019,,,
440000,广东省,2018,,,
440000,广东省,2017,37403.9119,18931.5369,50.61
440000,广东省,2016,32947.3005,17075.7181,51.83
440000,广东省,2015,29950.4834,18288.6251,61.06
440000,广东省,2014,25843.057,17706.1385,68.51
440000,广东省,2013,21795.5152,13971.1754,64.1
440000,广东省,2012,18250.1281,11728.315,64.26
440000,广东省,2011,16599.1635,10307.6904,62.1
440000,广东省,2010,12599.2607,7647.8,60.7
440000,广东省,2009,10230.0526,5790.439,56.6
440000,广东省,2008,8640.8744,5529.2146,63.99
440000,广东省,2007,7368.6867,4093.9789,55.56
440000,广东省,2006,6553.6703,4193.1771,63.9821185389811
440000,广东省,2005,5890.1057,3668.828,62.29
440000,广东省,2004,5029.44,3123.15,62.0973706814278
440000,广东省,2003,4145.1,2488.056,60.0
440000,广东省,2002,3287.3,,
440000,广东省,2001,,,
440000,广东省,2000,,,
450000,广西壮族自治区,2019,,,
450000,广西壮族自治区,2018,,,
450000,广西壮族自治区,2017,19908.2715,11961.3953,60.08
450000,广西壮族自治区,2016,17652.9486,11350.4537,64.3
450000,广西壮族自治区,2015,15654.947,10387.9242,66.36
450000,广西壮族自治区,2014,13287.609,8314.0181,62.57
450000,广西壮族自治区,2013,11383.9294,7116.0293,62.51
450000,广西壮族自治区,2012,9345.1791,5395.6566,57.74
450000,广西壮族自治区,2011,7580.8991,4065.5434,53.63
450000,广西壮族自治区,2010,6383.2561,3145.9,49.3
450000,广西壮族自治区,2009,4689.8801,2442.5977,52.08
450000,广西壮族自治区,2008,3325.9456,1418.9627,42.66
450000,广西壮族自治区,2007,2596.7374,1213.4865,46.73
450000,广西壮族自治区,2006,1947.8097,866.8473,44.5036956125642
450000,广西壮族自治区,2005,1480.9178,791.9883,53.48
450000,广西壮族自治区,2004,1094.62,606.78,55.4329356306298
450000,广西壮族自治区,2003,791.3,490.5057,62.0
450000,广西壮族自治区,2002,627.7,,
450000,广西壮族自治区,2001,,,
450000,广西壮族自治区,2000,,,
460000,海南省,2019,,,
460000,海南省,2018,,,
460000,海南省,2017,4125.3963,1068.9103,25.91
460000,海南省,2016,3747.0251,1334.151,35.61
460000,海南省,2015,3355.4048,1240.3823,36.97
460000,海南省,2014,3039.4555,1327.148,43.66
460000,海南省,2013,2625.5925,941.9085,35.87
460000,海南省,2012,2064.4442,1111.7147,53.85
460000,海南省,2011,1599.1401,599.9443,37.52
460000,海南省,2010,1257.4997,503.2,40.0
460000,海南省,2009,942.6794,340.7306,36.14
460000,海南省,2008,668.0173,230.1617,34.45
460000,海南省,2007,472.767,244.3465,51.68
460000,海南省,2006,397.0009,193.4553,48.729184241144
460000,海南省,2005,339.2444,135.8867,40.06
460000,海南省,2004,291.02,180.44,62.002611504364
460000,海南省,2003,246.2,163.179,66.3
460000,海南省,2002,202.7,,
460000,海南省,2001,,,
460000,海南省,2000,,,
500000,重庆市,2019,,,
500000,重庆市,2018,,,
500000,重庆市,2017,17440.5655,11657.962,66.84
500000,重庆市,2016,15931.7829,8710.6872,54.67
500000,重庆市,2015,14208.1475,9465.2282,66.62
500000,重庆市,2014,12140.8336,7546.1757,62.16
500000,重庆市,2013,10290.9525,6583.2627,63.97
500000,重庆市,2012,8610.3706,5373.266,62.4
500000,重庆市,2011,7366.9542,4478.279,60.79
500000,重庆市,2010,6170.6095,3076.7,49.9
500000,重庆市,2009,4855.1053,2525.2101,52.01
500000,重庆市,2008,3715.8987,1381.9203,37.19
500000,重庆市,2007,2937.0695,1612.5511,54.9
500000,重庆市,2006,2251.984,1171.8249,52.0352231632196
500000,重庆市,2005,1777.069,1146.5746,64.52
500000,重庆市,2004,1400.58,685.6,48.9511488097788
500000,重庆市,2003,1040.6,591.3478,56.8
500000,重庆市,2002,795.1,,
500000,重庆市,2001,,,
500000,重庆市,2000,,,
510000,四川省,2019,,,
510000,四川省,2018,,,
510000,四川省,2017,31235.8916,18414.451,58.95
510000,四川省,2016,28229.7872,18227.7314,64.57
510000,四川省,2015,24965.5648,17481.7455,70.02
510000,四川省,2014,22662.1264,15205.2346,67.1
510000,四川省,2013,19755.2867,12834.5032,64.97
510000,四川省,2012,16530.3144,11619.0622,70.29
510000,四川省,2011,13687.7466,8963.8382,65.49
510000,四川省,2010,11061.3813,6785.0,61.3
510000,四川省,2009,9090.0851,5517.584,60.7
510000,四川省,2008,6362.0844,2918.7044,45.88
510000,四川省,2007,5043.4159,2129.3912,42.22
510000,四川省,2006,3927.3709,2108.9532,53.6988548751532
510000,四川省,2005,2991.7744,1325.939,44.32
510000,四川省,2004,2322.91,1234.87,53.1604754381358
510000,四川省,2003,1835.1,1062.3109,57.9
510000,四川省,2002,1481.2,,
510000,四川省,2001,,,
510000,四川省,2000,,,
520000,贵州省,2019,,,
520000,贵州省,2018,,,
520000,贵州省,2017,15288.0106,8884.1283,58.11
520000,贵州省,2016,12929.1694,6592.5714,50.99
520000,贵州省,2015,10676.703,6604.2844,61.86
520000,贵州省,2014,8778.4029,4403.4516,50.16
520000,贵州省,2013,7102.7771,3312.3739,46.63
520000,贵州省,2012,5504.9474,2100.3948,38.15
520000,贵州省,2011,4026.468,1783.5818,44.3
520000,贵州省,2010,2609.3592,1472.5,56.4
520000,贵州省,2009,2049.8252,1101.553,53.74
520000,贵州省,2008,1609.3428,903.0107,56.11
520000,贵州省,2007,1289.1302,848.6605,65.83
520000,贵州省,2006,1052.7924,683.8787,64.9585521324052
520000,贵州省,2005,899.3332,445.6318,49.55
520000,贵州省,2004,780.24,397.73,50.9753409207423
520000,贵州省,2003,667.9,396.0322,59.3
520000,贵州省,2002,555.8,,
520000,贵州省,2001,,,
520000,贵州省,2000,,,
530000,云南省,2019,,,
530000,云南省,2018,,,
530000,云南省,2017,18474.8903,11394.0651,61.67
530000,云南省,2016,15662.4894,8124.7904,51.87
530000,云南省,2015,13069.3912,8093.2904,61.93
530000,云南省,2014,11073.8123,6220.0597,56.17
530000,云南省,2013,9621.8329,4643.5713,48.26
530000,云南省,2012,7553.5125,3856.853,51.06
530000,云南省,2011,5932.7499,3152.296,53.13
530000,云南省,2010,5052.6134,2357.5,46.7
530000,云南省,2009,4117.5129,1812.1007,44.01
530000,云南省,2008,3106.3328,1551.0194,49.93
530000,云南省,2007,2443.7911,1096.3876,44.86
530000,云南省,2006,2001.8477,1003.3862,50.1230038628813
530000,云南省,2005,1592.2855,767.4788,48.2
530000,云南省,2004,1112.97,560.39,50.3508630061906
530000,云南省,2003,839.2,598.3938,71.3
530000,云南省,2002,664.8,,
530000,云南省,2001,,,
530000,云南省,2000,,,
540000,西藏自治区,2019,,,
540000,西藏自治区,2018,,,
540000,西藏自治区,2017,1975.6006,977.1614,49.46
540000,西藏自治区,2016,1596.0488,691.5892,43.33
540000,西藏自治区,2015,1295.6783,995.6091,76.84
540000,西藏自治区,2014,1069.2315,730.4493,68.32
540000,西藏自治区,2013,876.0023,596.7128,68.12
540000,西藏自治区,2012,670.5168,359.5141,53.62
540000,西藏自治区,2011,516.3099,416.7294,80.71
540000,西藏自治区,2010,404.9806,254.3,62.8
540000,西藏自治区,2009,327.635,221.73,67.68
540000,西藏自治区,2008,271.2546,137.4344,50.67
540000,西藏自治区,2007,230.8271,179.6266,77.82
540000,西藏自治区,2006,200.6509,155.3925,77.4442078256315
540000,西藏自治区,2005,181.389,167.6486,92.42
540000,西藏自治区,2004,162.36,128.6,79.2067011579207
540000,西藏自治区,2003,134.0,90.0921,67.3
540000,西藏自治区,2002,106.6,,
540000,西藏自治区,2001,,,
540000,西藏自治区,2000,,,
610000,陕西省,2019,,,
610000,陕西省,2018,,,
610000,陕西省,2017,23468.2076,12508.7821,53.3
610000,陕西省,2016,20474.8521,10654.3884,52.04
610000,陕西省,2015,18231.0291,12194.5641,66.89
610000,陕西省,2014,16840.2739,10362.6241,61.53
610000,陕西省,2013,14533.5128,8254.9117,56.8
610000,陕西省,2012,11705.8315,6382.2673,54.52
610000,陕西省,2011,9108.9841,4517.0492,49.59
610000,陕西省,2010,7569.9009,3211.4,42.4
610000,陕西省,2009,5888.3715,2868.4111,48.71
610000,陕西省,2008,4286.423,2262.7625,52.79
610000,陕西省,2007,3168.8196,1925.2784,60.76
610000,陕西省,2006,2285.7067,1335.907,58.4461252180781
610000,陕西省,2005,1740.8611,1026.9075,58.99
610000,陕西省,2004,1378.46,722.39,52.4055830419454
610000,陕西省,2003,1071.0,654.8365,61.1
610000,陕西省,2002,795.4,,
610000,陕西省,2001,,,
610000,陕西省,2000,,,
620000,甘肃省,2019,,,
620000,甘肃省,2018,,,
620000,甘肃省,2017,5696.3491,3039.9762,53.37
620000,甘肃省,2016,9534.1023,5934.2483,62.24
620000,甘肃省,2015,8626.5969,6752.3507,78.27
620000,甘肃省,2014,7759.6316,5317.7884,68.53
620000,甘肃省,2013,6407.1982,4069.5015,63.51
620000,甘肃省,2012,5040.0347,2994.3435,59.41
620000,甘肃省,2011,3870.08,2756.7431,71.23
620000,甘肃省,2010,2808.5506,1523.1,54.2
620000,甘肃省,2009,2076.3582,1073.6992,51.71
620000,甘肃省,2008,1510.7526,575.1842,38.07
620000,甘肃省,2007,1177.4632,622.6014,52.88
620000,甘肃省,2006,923.9217,342.1554,37.0329433760458
620000,甘肃省,2005,786.0469,412.3412,52.46
620000,甘肃省,2004,660.76,392.67,59.4270234275683
620000,甘肃省,2003,553.7,385.3453,69.6
620000,甘肃省,2002,465.5,,
620000,甘肃省,2001,,,
620000,甘肃省,2000,,,
630000,青海省,2019,,,
630000,青海省,2018,,,
630000,青海省,2017,3819.8617,2458.3199,64.36
630000,青海省,2016,3455.5124,1762.0626,50.99
630000,青海省,2015,3144.1705,1656.0048,52.67
630000,青海省,2014,2788.9116,1343.3195,48.17
630000,青海省,2013,2285.3013,1172.6433,51.31
630000,青海省,2012,1808.666,927.1896,51.26
630000,青海省,2011,1365.9129,694.2666,50.83
630000,青海省,2010,840.0123,330.0,39.3
630000,青海省,2009,689.0893,286.5502,41.58
630000,青海省,2008,514.0482,322.78,62.79
630000,青海省,2007,443.6907,246.8309,55.63
630000,青海省,2006,384.6142,308.4069,80.1860409730062
630000,青海省,2005,310.8377,163.4818,52.59
630000,青海省,2004,272.74,198.0,72.5966121580993
630000,青海省,2003,236.9,91.7173,38.7
630000,青海省,2002,215.4,,
630000,青海省,2001,,,
630000,青海省,2000,,,
640000,宁夏回族自治区,2019,,,
640000,宁夏回族自治区,2018,,,
640000,宁夏回族自治区,2017,3640.1215,2205.6653,60.59
