省份编码,省份,年份,全社会固定资产本年资金来源小计(亿元),全社会固定资产投资中国家预算内资金(亿元),全社会固定资产投资中国内贷款(亿元),全社会固定资产投资中利用外资(亿元),全社会固定资产投资中自筹资金(亿元),全社会固定资产投资中其他资金(亿元)
130000,河北省,2015,29108.4485,1044.5791,1922.7966,42.6603,24321.7027,1776.7098
130000,河北省,2014,26321.4792,684.7366,1966.2983,104.8625,21687.4164,1878.1654
130000,河北省,2013,23431.7805,559.0375,1550.9621,88.8241,19349.1792,1883.7776
130000,河北省,2012,20105.9919,472.929,1207.3864,98.6813,16658.1228,1668.8724
130000,河北省,2011,18047.0539,379.9846,1655.763,111.5811,14131.9729,1767.7523
130000,河北省,2010,16550.0,373.5,2161.5,87.8,12331.8,1595.3
130000,河北省,2009,13304.4598,405.8867,1595.0412,85.0633,9978.8282,1239.6404
130000,河北省,2008,9222.0656,186.2836,944.5219,103.9499,7130.0124,857.2978
130000,河北省,2007,7240.5725,109.4642,914.9886,76.667,5455.447,684.0057
130000,河北省,2006,5661.0909,98.7906,637.9922,76.9565,4247.0158,600.3358
130000,河北省,2005,4160.2175,102.7158,569.3526,84.7343,3024.1059,379.3089
130000,河北省,2004,3271.13,88.58,487.77,60.43,2316.7,317.65
130000,河北省,2003,2492.49,70.69,373.26,34.53,1721.16,292.85
130000,河北省,2002,,,,,,
130000,河北省,2001,,,,,,
130000,河北省,2000,,,,,,
140000,山西省,2019,,,,,,
140000,山西省,2018,,,,,,
140000,山西省,2017,5507.9308,337.7787,536.9184,9.1721,3516.0625,1107.9991
140000,山西省,2016,11938.4972,707.791,701.2159,5.5792,9506.7777,1017.1334
140000,山西省,2015,12154.0264,720.9721,650.1946,2.5069,9948.6086,831.7442
140000,山西省,2014,10664.6764,625.1812,833.6935,43.5884,8329.8272,832.3861
140000,山西省,2013,9883.2303,636.854,777.775,26.4197,7590.4707,851.7109
140000,山西省,2012,8311.7277,455.8229,868.676,22.9129,6285.1472,679.1687
140000,山西省,2011,6933.0853,379.6537,805.1825,19.4661,4967.6132,761.1698
140000,山西省,2010,6147.8,456.8,918.5,32.7,3974.8,765.0
140000,山西省,2009,4769.3013,355.1968,856.6956,20.935,3000.3501,536.1238
140000,山西省,2008,3562.3709,195.1958,542.1473,35.6936,2430.6019,358.7323
140000,山西省,2007,2958.9925,135.9178,453.202,53.9921,1986.7506,329.13
140000,山西省,2006,2353.4219,81.8109,474.0458,29.2167,1504.403,263.9455
140000,山西省,2005,1879.6211,63.7235,414.1501,25.6521,1151.9399,224.1555
140000,山西省,2004,1450.78,45.84,314.87,34.95,867.07,188.04
140000,山西省,2003,1102.99,45.96,238.52,18.57,667.83,132.12
140000,山西省,2002,,,,,,
140000,山西省,2001,,,,,,
140000,山西省,2000,,,,,,
150000,内蒙古自治区,2019,,,,,,
150000,内蒙古自治区,2018,,,,,,
150000,内蒙古自治区,2017,12887.4682,1176.8551,1399.0175,3.503,9830.2934,477.7992
150000,内蒙古自治区,2016,14134.2784,1094.3278,1753.2436,1.4852,10309.7792,975.4426
150000,内蒙古自治区,2015,13558.7594,705.0173,1719.414,6.8609,10453.5001,673.9671
150000,内蒙古自治区,2014,17269.4487,848.5864,1913.8952,14.6838,13699.0222,793.2611
150000,内蒙古自治区,2013,14146.2733,534.4068,1525.5048,8.7914,11384.9312,692.6391
150000,内蒙古自治区,2012,12174.5685,486.4525,1410.8748,22.2185,9647.2302,607.7925
150000,内蒙古自治区,2011,10885.7415,424.4786,1253.5835,12.8026,8627.735,567.1418
150000,内蒙古自治区,2010,9069.1,378.7,1090.3,7.5,7188.5,404.0
150000,内蒙古自治区,2009,7250.316,420.141,708.2928,14.7388,5801.5389,305.6045
150000,内蒙古自治区,2008,5334.5369,222.7533,383.8481,46.6725,4411.2202,270.0428
150000,内蒙古自治区,2007,4272.6557,155.2,448.8908,30.2027,3407.3607,231.0015
150000,内蒙古自治区,2006,3293.468,149.2085,400.9241,21.8262,2514.2382,207.271
150000,内蒙古自治区,2005,2576.5185,143.3243,514.1813,15.4042,1696.858,206.7507
150000,内蒙古自治区,2004,1726.89,113.99,295.1,13.32,1151.39,153.09
150000,内蒙古自治区,2003,1107.75,110.07,220.92,9.56,646.3,120.9
150000,内蒙古自治区,2002,,,,,,
150000,内蒙古自治区,2001,,,,,,
150000,内蒙古自治区,2000,,,,,,
210000,辽宁省,2019,,,,,,
210000,辽宁省,2018,,,,,,
210000,辽宁省,2017,7154.0797,305.591,845.6742,191.932,3924.9748,1885.9077
210000,辽宁省,2016,7606.3549,276.4019,1031.2312,113.7827,4793.3296,1391.6095
210000,辽宁省,2015,18305.2154,821.7315,2399.8056,97.1311,13517.8489,1468.6983
210000,辽宁省,2014,26449.0384,1111.5301,3645.7249,180.5947,19569.27,1941.9187
210000,辽宁省,2013,27321.2987,1251.7297,3726.4946,372.9441,19247.8086,2722.3217
210000,辽宁省,2012,24225.6314,1006.0233,3422.2607,358.6944,17080.9256,2357.7274
210000,辽宁省,2011,21125.0173,995.3478,3150.9549,380.6238,14291.4616,2306.6292
210000,辽宁省,2010,18626.3,603.2,2768.7,440.8,12998.8,1814.7
210000,辽宁省,2009,13326.4515,626.4292,1823.8798,427.9183,9112.0205,1336.2037
210000,辽宁省,2008,10179.8228,449.0468,1173.5265,380.3333,7326.8976,850.0186
210000,辽宁省,2007,8039.9316,396.8658,1109.7801,242.5287,5382.596,908.161
210000,辽宁省,2006,6026.7876,271.5191,742.4655,132.421,4184.7496,695.6324
210000,辽宁省,2005,4317.979,173.8246,540.2366,127.9839,2932.7112,543.2227
210000,辽宁省,2004,3085.41,114.19,424.13,93.33,2060.96,392.79
210000,辽宁省,2003,2134.77,89.68,373.55,53.02,1343.04,275.48
210000,辽宁省,2002,,,,,,
210000,辽宁省,2001,,,,,,
210000,辽宁省,2000,,,,,,
220000,吉林省,2019,,,,,,
220000,吉林省,2018,,,,,,
220000,吉林省,2017,12989.7797,432.4976,651.1946,21.2167,11037.867,847.0038
220000,吉林省,2016,13622.8506,555.8274,654.0367,17.8711,11602.8254,792.29
220000,吉林省,2015,12911.9606,436.4591,457.0221,24.9119,11260.8001,732.7674
220000,吉林省,2014,11493.2252,290.7747,535.41,11.4302,9873.7712,781.8391
220000,吉林省,2013,10373.9913,298.395,587.1825,27.8972,8677.0478,783.4688
220000,吉林省,2012,9696.3709,256.4577,436.8644,55.3914,8202.568,745.0894
220000,吉林省,2011,7617.9484,234.3784,461.6527,66.8261,6139.6209,715.4703
220000,吉林省,2010,7850.8,292.4,470.6,53.9,6501.6,532.2
220000,吉林省,2009,6458.1859,258.9205,463.0355,48.9262,5249.1713,438.1324
220000,吉林省,2008,5007.2413,145.3425,284.3158,76.2767,4199.714,301.5923
220000,吉林省,2007,3661.8225,105.1548,280.253,50.2524,2898.8433,327.319
220000,吉林省,2006,2576.7556,83.0191,264.9457,60.0795,1852.6198,316.0915
220000,吉林省,2005,1865.1885,100.8992,229.5986,35.9359,1182.435,316.3198
220000,吉林省,2004,1159.7,51.13,134.42,20.5,769.41,184.24
220000,吉林省,2003,980.21,51.02,117.11,11.68,640.39,160.01
220000,吉林省,2002,,,,,,
220000,吉林省,2001,,,,,,
220000,吉林省,2000,,,,,,
230000,黑龙江省,2019,,,,,,
230000,黑龙江省,2018,,,,,,
230000,黑龙江省,2017,11399.4211,533.5664,434.099,28.368,9350.5785,1052.8092
230000,黑龙江省,2016,10686.0384,499.0037,404.3347,4.3535,9009.7953,768.5512
230000,黑龙江省,2015,10791.4129,499.9918,288.7224,12.5727,9333.4864,656.6396
230000,黑龙江省,2014,10366.8606,370.0932,219.8766,31.4466,9109.3835,636.0607
230000,黑龙江省,2013,12286.8462,417.7151,480.9096,10.4351,10368.8722,1008.9142
230000,黑龙江省,2012,10400.5099,480.7401,470.8117,28.5442,8509.9284,910.4855
230000,黑龙江省,2011,8173.0802,412.7986,523.3199,22.9226,6389.0815,824.9576
230000,黑龙江省,2010,7295.4,381.0,542.1,35.9,5569.5,766.8
230000,黑龙江省,2009,5158.7323,345.5972,377.0899,50.1598,3799.2948,586.5906
230000,黑龙江省,2008,3680.1791,219.8631,232.7675,36.092,2728.8059,462.6506
230000,黑龙江省,2007,2854.841,151.6198,186.4085,37.86,2068.9475,410.0052
230000,黑龙江省,2006,2261.0732,119.629,222.512,30.2698,1560.4392,328.2232
230000,黑龙江省,2005,1715.7436,99.3951,164.5326,19.8461,1207.4993,224.4705
230000,黑龙江省,2004,1407.77,82.42,166.75,13.37,996.21,149.02
230000,黑龙江省,2003,1137.26,72.33,150.21,15.84,762.56,136.32
230000,黑龙江省,2002,,,,,,
230000,黑龙江省,2001,,,,,,
230000,黑龙江省,2000,,,,,,
310000,上海市,2019,,,,,,
310000,上海市,2018,,,,,,
310000,上海市,2017,8182.3436,811.5898,2013.0102,18.7553,2834.8707,2504.1176
310000,上海市,2016,9198.9128,564.7433,2104.1311,18.6658,2993.2636,3518.109
310000,上海市,2015,8179.9691,501.6051,2050.7912,130.125,3010.9881,2486.4597
310000,上海市,2014,7961.6204,417.8904,2068.0759,205.0481,3243.5536,2027.0524
310000,上海市,2013,7828.2234,368.2503,1782.386,172.5201,3284.3935,2220.6735
310000,上海市,2012,6961.1594,371.9306,1530.4361,164.4797,3255.9443,1638.3687
310000,上海市,2011,6339.3556,75.8931,1345.9652,147.6715,3357.9927,1411.8331
310000,上海市,2010,6383.3,116.2,1493.3,236.2,3180.4,1357.2
310000,上海市,2009,6393.8627,87.3956,1463.2688,169.4905,2846.0195,1827.6883
310000,上海市,2008,5627.3366,83.7577,1470.0681,257.2756,2784.42,1031.8152
310000,上海市,2007,5479.2495,98.0265,1280.3548,262.4092,2343.3019,1495.1571
310000,上海市,2006,4922.3092,74.2849,1157.0202,270.4365,2241.8917,1178.6759
310000,上海市,2005,4196.129,46.3726,952.3039,235.6098,1928.2878,1033.5549
310000,上海市,2004,3554.74,38.08,881.16,234.05,1475.98,925.47
310000,上海市,2003,2892.23,35.98,659.11,223.42,1250.43,723.29
310000,上海市,2002,,,,,,
310000,上海市,2001,,,,,,
310000,上海市,2000,,,,,,
320000,江苏省,2019,,,,,,
320000,江苏省,2018,,,,,,
320000,江苏省,2017,57282.8075,1044.5899,6397.795,376.1061,37932.3532,11531.9633
320000,江苏省,2016,54758.2763,990.433,5787.9175,599.8787,36534.4857,10845.5614
320000,江苏省,2015,50396.5589,806.8863,4823.3102,926.1697,36633.2618,7206.9309
320000,江苏省,2014,47097.7299,627.2571,5382.2183,1152.0484,33686.8947,6249.3114
320000,江苏省,2013,43403.0779,529.1915,5092.8184,1127.5488,29797.692,6855.8272
320000,江苏省,2012,36552.881,424.8394,4646.9395,1182.3635,25033.4072,5265.3314
320000,江苏省,2011,30753.5507,344.866,3778.1395,1241.6473,20972.7623,4416.1356
320000,江苏省,2010,27246.2,282.1,3343.5,1154.9,17552.9,4912.8
320000,江苏省,2009,22580.2308,277.8087,2774.4476,1113.9426,14063.8746,4350.1573
320000,江苏省,2008,16737.0983,153.8666,1908.9091,1404.1498,10774.4682,2495.7046
320000,江苏省,2007,13872.3773,135.2011,1561.0694,1255.8546,8521.1786,2399.0736
320000,江苏省,2006,10775.4066,66.5944,1445.1703,874.8096,6797.45,1591.3823
320000,江苏省,2005,8578.937,80.1204,1258.6761,793.3143,5271.7093,1175.1169
320000,江苏省,2004,6748.9,103.3,1226.16,626.31,3920.16,872.96
320000,江苏省,2003,5289.6,101.15,1124.23,488.64,2988.9,586.68
320000,江苏省,2002,,,,,,
320000,江苏省,2001,,,,,,
320000,江苏省,2000,,,,,,
330000,浙江省,2019,,,,,,
330000,浙江省,2018,,,,,,
330000,浙江省,2017,34737.5322,2736.2508,4173.6614,73.8093,19180.4036,8573.4071
330000,浙江省,2016,32110.2377,1702.2102,3580.0234,172.0536,18965.1871,7690.7634
330000,浙江省,2015,28684.3805,1658.5532,3030.7924,160.3923,18435.7287,5398.9139
330000,浙江省,2014,26574.5362,1403.6202,3766.2679,214.5272,16666.4355,4523.6854
330000,浙江省,2013,23966.8289,1187.8193,3199.8329,244.2116,14290.5852,5044.3799
330000,浙江省,2012,19243.5736,928.241,2784.6314,211.656,11529.8728,3789.1724
330000,浙江省,2011,16450.9753,687.1053,2622.6268,270.8062,9377.7968,3492.6402
330000,浙江省,2010,14981.7,468.0,2466.1,241.8,8299.4,3506.4
330000,浙江省,2009,13100.5882,454.2874,2177.1397,246.1604,7026.7073,3196.2934
330000,浙江省,2008,10430.3533,335.5167,1825.2599,302.3655,6192.9698,1774.2414
330000,浙江省,2007,9808.4662,186.4853,1704.9657,318.9022,5556.1016,2042.0114
330000,浙江省,2006,8446.0871,130.3641,1564.62,387.5131,4795.7001,1567.8898
330000,浙江省,2005,6997.9252,148.0909,1450.3859,318.9228,3717.7188,1362.8068
330000,浙江省,2004,6278.96,109.78,1501.59,193.8,3234.09,1239.7
330000,浙江省,2003,5159.2,97.79,1309.83,166.3,2646.32,938.96
330000,浙江省,2002,,,,,,
330000,浙江省,2001,,,,,,
330000,浙江省,2000,,,,,,
340000,安徽省,2019,,,,,,
340000,安徽省,2018,,,,,,
340000,安徽省,2017,28847.1303,1783.911,2122.7098,92.7652,19693.004,5154.7403
340000,安徽省,2016,27107.1427,1383.97,1714.6675,82.3665,19357.3884,4568.7503
340000,安徽省,2015,24434.5955,1145.8853,1255.4253,62.7196,18766.9906,3203.5747
340000,安徽省,2014,23176.4982,1167.5513,1562.2174,82.8211,17167.8534,3196.055
340000,安徽省,2013,20466.2367,939.5367,1510.4481,107.3675,14851.1975,3057.6869
340000,安徽省,2012,16587.8268,863.1892,1534.8572,111.4388,11750.9026,2327.439
340000,安徽省,2011,13782.8993,701.1051,1194.0581,106.2846,9790.8804,1990.5711
340000,安徽省,2010,12266.7,715.4,1193.1,111.9,8541.5,1704.9
340000,安徽省,2009,9709.4626,552.6352,1065.0813,96.2144,6692.5886,1302.9431
340000,安徽省,2008,6865.8739,327.3137,766.2711,97.3078,4932.1291,742.8522
340000,安徽省,2007,5214.3226,287.7819,724.2431,90.058,3438.2198,674.0198
340000,安徽省,2006,3705.4832,181.1117,618.0534,58.7866,2311.1156,536.4159
340000,安徽省,2005,2639.8386,135.3104,488.0674,128.4934,1552.3056,335.6618
340000,安徽省,2004,1973.11,98.91,318.73,31.82,1237.24,286.4
340000,安徽省,2003,1477.56,73.71,307.72,25.42,802.7,268.01
340000,安徽省,2002,,,,,,
340000,安徽省,2001,,,,,,
340000,安徽省,2000,,,,,,
350000,福建省,2019,,,,,,
350000,福建省,2018,,,,,,
350000,福建省,2017,25790.5693,1819.0182,2370.0966,71.4607,17013.7409,4516.2529
350000,福建省,2016,22994.8788,1901.7216,2285.3108,55.5408,14831.1206,3921.185
350000,福建省,2015,21756.3125,1498.6662,2173.8531,85.5762,14972.2908,3025.9262
350000,福建省,2014,19142.2577,1334.6217,2001.3653,187.3424,12647.4477,2971.4806
350000,福建省,2013,17234.5911,1282.6978,1894.5407,256.0842,10374.5991,3426.6693
350000,福建省,2012,13850.6648,1139.7657,1731.9681,351.8784,8035.6324,2591.4202
350000,福建省,2011,11226.2102,761.0764,1541.8626,387.2018,6520.8131,2015.2563
350000,福建省,2010,8922.2,641.4,1512.8,289.2,5039.9,1439.1
350000,福建省,2009,6969.3015,508.9531,1355.8774,194.127,3469.0869,1441.2571
350000,福建省,2008,5684.5411,361.2775,1046.865,206.2372,3123.6485,946.5129
350000,福建省,2007,4978.0021,274.702,1045.8962,215.6676,2432.7388,1008.9975
350000,福建省,2006,3425.8572,140.8351,763.5688,143.8435,1585.7392,791.8706
350000,福建省,2005,2608.8211,163.7305,531.3831,132.5864,1283.4324,497.6887
350000,福建省,2004,2125.1,84.14,405.48,134.06,1071.22,430.2
350000,福建省,2003,1655.67,90.05,302.13,122.94,781.7,358.84
350000,福建省,2002,,,,,,
350000,福建省,2001,,,,,,
350000,福建省,2000,,,,,,
360000,江西省,2019,,,,,,
360000,江西省,2018,,,,,,
360000,江西省,2017,21510.9945,1151.3265,1641.9372,62.2151,15816.6457,2838.87
360000,江西省,2016,19716.659,1160.5537,1522.4308,42.9625,14839.4089,2151.3031
360000,江西省,2015,18634.9145,678.0221,835.1972,40.2845,15152.1501,1929.2606
360000,江西省,2014,16790.2904,550.6552,1206.9083,85.8071,13079.6849,1867.2349
360000,江西省,2013,14431.8965,513.045,941.854,85.9522,11166.9871,1724.0582
360000,江西省,2012,12103.061,517.6253,843.5534,92.3755,9255.9448,1393.562
360000,江西省,2011,9801.6241,435.6608,743.2996,176.2425,7413.3548,1033.0664
360000,江西省,2010,9933.1,472.4,1059.3,191.6,7212.4,997.4
360000,江西省,2009,7627.4719,454.3334,696.9518,184.8335,5359.0791,932.2741
360000,江西省,2008,4975.9385,340.3211,425.5118,157.1373,3457.3685,595.5998
360000,江西省,2007,3508.2714,250.3335,333.5387,108.3305,2310.8025,505.2662
360000,江西省,2006,2741.9644,202.9407,327.5896,95.4895,1721.177,394.7676
360000,江西省,2005,2244.9217,155.8785,298.5709,96.2079,1383.8146,310.4498
360000,江西省,2004,1709.11,95.4,266.65,90.64,1025.93,230.49
360000,江西省,2003,1307.84,75.86,270.12,74.96,685.26,201.64
360000,江西省,2002,,,,,,
360000,江西省,2001,,,,,,
360000,江西省,2000,,,,,,
370000,山东省,2019,,,,,,
370000,山东省,2018,,,,,,
370000,山东省,2017,54944.7684,1316.8896,5658.6048,274.3333,40696.3431,6998.5976
370000,山东省,2016,53920.9397,1073.2752,5187.5854,234.8749,41751.8587,5673.3455
370000,山东省,2015,50156.5993,752.4082,4109.508,274.3573,41006.8801,4013.4457
370000,山东省,2014,44732.4036,818.792,4299.1968,342.8721,35414.3008,3857.2419
370000,山东省,2013,40328.9869,706.9625,3960.6786,378.9046,31136.9927,4145.4485
370000,山东省,2012,33538.2196,649.0422,3238.3439,405.7171,25804.5989,3440.5175
370000,山东省,2011,28879.4215,632.5973,3000.8856,460.2395,21552.3934,3233.3057
370000,山东省,2010,25399.2,528.6,2865.3,545.3,18466.2,2993.9
370000,山东省,2009,20495.5096,431.4601,2344.163,513.8615,14743.5389,2462.4861
370000,山东省,2008,15968.7225,313.8906,1653.9137,516.0621,11788.0812,1696.7749
370000,山东省,2007,12823.3996,215.8084,1311.5152,483.003,9312.7085,1500.3645
370000,山东省,2006,11499.9709,207.4754,1206.7175,483.3724,8333.063,1269.3426
370000,山东省,2005,9489.9501,179.3493,991.1862,423.5709,6900.4254,995.4183
370000,山东省,2004,6959.78,135.18,845.56,296.0,4953.21,729.83
370000,山东省,2003,5420.57,107.79,767.5,249.74,3660.52,635.03
370000,山东省,2002,,,,,,
370000,山东省,2001,,,,,,
370000,山东省,2000,,,,,,
410000,河南省,2019,,,,,,
410000,河南省,2018,,,,,,
410000,河南省,2017,43208.887,1616.6813,4095.3855,83.5794,34422.4803,2990.7605
410000,河南省,2016,39774.3646,1295.7976,4082.9525,59.3069,31513.7597,2822.5479
410000,河南省,2015,35560.8708,1228.7273,4076.2192,46.5475,27936.7214,2272.6554
410000,河南省,2014,30932.7182,861.1706,4000.9086,94.6882,23784.4032,2191.5476
410000,河南省,2013,26530.5751,578.319,3275.7585,86.8766,20361.5649,2228.0561
410000,河南省,2012,21710.0712,412.0203,2494.875,78.0845,16789.7991,1935.2923
410000,河南省,2011,18087.2738,352.4912,2097.7429,100.6762,13987.2247,1549.1388
410000,河南省,2010,16943.2,363.5,1574.3,46.0,13247.9,1711.5
410000,河南省,2009,14011.5069,392.574,1120.9065,53.6746,10974.2384,1470.1134
410000,河南省,2008,10900.2065,223.2577,850.6887,95.3348,8567.306,1163.6193
410000,河南省,2007,8384.3355,133.3915,789.9822,77.953,6374.1336,1008.8752
410000,河南省,2006,6310.7028,124.8446,705.2819,77.3655,4647.4264,755.7844
410000,河南省,2005,4446.0444,141.394,681.5449,64.3591,3039.1085,519.6379
410000,河南省,2004,3180.01,125.39,617.67,54.58,2009.61,372.75
410000,河南省,2003,2302.29,111.61,489.98,36.0,1355.21,309.49
410000,河南省,2002,,,,,,
410000,河南省,2001,,,,,,
410000,河南省,2000,,,,,,
420000,湖北省,2019,,,,,,
420000,湖北省,2018,,,,,,
420000,湖北省,2017,31375.9884,2260.2217,2998.4522,63.7265,21198.5833,4855.0047
420000,湖北省,2016,29484.8399,1804.5067,3071.0275,44.1179,20711.0363,3854.1515
420000,湖北省,2015,27010.0031,1050.373,2698.3742,43.692,20913.6561,2303.9078
420000,湖北省,2014,24094.3352,909.1259,2737.8373,77.6369,18222.9469,2146.7882
420000,湖北省,2013,20641.6222,730.7543,2700.3434,63.3433,14884.0348,2263.1464
420000,湖北省,2012,16884.4545,636.3175,2004.1508,137.6952,12238.949,1867.342
420000,湖北省,2011,13832.8667,622.2763,1719.3038,201.8531,9627.3203,1662.1132
420000,湖北省,2010,11274.8,794.3,1699.4,156.2,7263.2,1361.8
420000,湖北省,2009,8596.4716,689.3115,1399.6111,71.0433,5395.8577,1040.648
420000,湖北省,2008,5850.8128,481.2937,826.8748,50.8423,3920.6539,571.1481
420000,湖北省,2007,4693.9512,414.7496,776.4101,83.5083,2737.7369,681.5463
420000,湖北省,2006,3578.0709,295.3282,681.6669,69.3425,2055.8222,475.9111
420000,湖北省,2005,2729.2017,221.9072,474.8956,72.6903,1618.4396,341.269
420000,湖北省,2004,2296.84,200.87,397.15,74.88,1334.19,289.75
420000,湖北省,2003,2066.86,171.97,339.69,69.17,992.69,493.33
420000,湖北省,2002,,,,,,
420000,湖北省,2001,,,,,,
420000,湖北省,2000,,,,,,
430000,湖南省,2019,,,,,,
430000,湖南省,2018,,,,,,
430000,湖南省,2017,31836.7032,1611.6983,2863.1667,118.6447,22899.9322,4343.2613
430000,湖南省,2016,28991.1366,1452.1592,2634.5747,46.9946,21212.6231,3644.785
430000,湖南省,2015,26487.6433,1331.4259,1840.7458,33.8271,20570.4738,2711.1707
430000,湖南省,2014,22685.3932,1149.8417,1908.4027,55.4168,17105.9928,2465.7392
430000,湖南省,2013,19582.3191,924.5179,1760.6316,120.0717,14173.5666,2603.5313
430000,湖南省,2012,15989.5058,903.203,1559.95,180.1701,11200.9099,2145.2728
430000,湖南省,2011,13188.1388,666.8907,1455.3621,179.5435,9092.5767,1793.7658
430000,湖南省,2010,10289.9,687.3,1392.8,86.3,6726.8,1396.7
430000,湖南省,2009,8176.6193,658.663,1198.0828,80.6306,5210.8791,1028.3638
430000,湖南省,2008,5837.7833,381.3576,651.6137,91.2461,3961.1487,752.4172
430000,湖南省,2007,4454.5401,206.6276,550.2029,98.7215,2896.862,702.1261
430000,湖南省,2006,3402.9582,133.2062,524.132,94.4469,2168.9547,482.2184
430000,湖南省,2005,2681.6736,106.9018,358.0088,65.9696,1787.3895,363.4039
430000,湖南省,2004,2100.34,85.68,292.98,59.79,1371.29,290.6
430000,湖南省,2003,1612.29,85.24,287.49,47.93,956.83,234.79
430000,湖南省,2002,,,,,,
430000,湖南省,2001,,,,,,
430000,湖南省,2000,,,,,,
440000,广东省,2019,,,,,,
440000,广东省,2018,,,,,,
440000,广东省,2017,42836.8909,2481.9753,6832.6647,259.6905,22038.1191,11224.4413
440000,广东省,2016,39864.8339,1979.9793,5026.3916,263.7296,21029.5604,11565.173
440000,广东省,2015,36584.8687,1755.2964,4568.1828,204.1125,21266.719,8790.558
440000,广东省,2014,30486.2678,1366.4904,4387.1325,405.0111,18054.4451,6273.1887
440000,广东省,2013,26850.8163,1073.4712,3884.0044,655.3984,14829.2316,6408.7107
440000,广东省,2012,22005.8956,930.8045,3234.2372,572.1656,12604.6013,4664.087
440000,广东省,2011,19707.0062,378.8915,2769.8155,573.9975,11725.7767,4258.525
440000,广东省,2010,18264.5,361.6,3066.3,623.4,10450.7,3762.6
440000,广东省,2009,15464.4631,326.101,2697.8575,676.7561,8466.3652,3297.3833
440000,广东省,2008,11996.8621,213.0348,1861.2702,780.4343,6975.4611,2166.6617
440000,广东省,2007,11124.3663,142.4419,1693.1197,983.6374,5735.9759,2569.1914
440000,广东省,2006,9138.1792,105.3047,1647.4268,865.5277,4595.4518,1924.4682
440000,广东省,2005,7741.2773,78.0297,1365.1684,842.991,4095.3523,1359.7359
440000,广东省,2004,6555.28,89.52,1068.25,809.52,3408.71,1179.27
440000,广东省,2003,5393.33,90.25,905.95,606.53,2707.52,1083.09
440000,广东省,2002,,,,,,
440000,广东省,2001,,,,,,
440000,广东省,2000,,,,,,
