省份编码,省份,年份,固定资产投资(不含农户)国家预算内资金(亿元),固定资产投资(不含农户)国内贷款(亿元),固定资产投资(不含农户)利用外资(亿元),固定资产投资(不含农户)自筹资金(亿元),固定资产投资(不含农户)其他资金(亿元)
500000,重庆市,2008,171.9967,894.8897,70.802,1928.9185,866.1839
500000,重庆市,2007,186.8444,792.008,94.6981,1370.8162,998.0337
500000,重庆市,2006,130.8465,674.097,27.9262,992.2644,612.1783
500000,重庆市,2005,115.9927,484.0598,42.9178,808.8886,473.6137
500000,重庆市,2004,92.05,382.63,47.46,602.52,386.93
500000,重庆市,2003,104.4825,289.3872,14.945,424.2244,276.4563
500000,重庆市,2002,,,,,
500000,重庆市,2001,,,,,
500000,重庆市,2000,,,,,
510000,四川省,2019,,,,,
510000,四川省,2018,,,,,
510000,四川省,2017,2249.9531,2735.8453,22.7145,19968.6947,6463.4058
510000,四川省,2016,2110.8,2482.7044,23.9168,18299.1155,5271.3123
510000,四川省,2015,1656.8063,2364.5809,53.3066,17137.3791,4560.577
510000,四川省,2014,1357.6383,2395.7172,95.0681,16240.2868,4486.4031
510000,四川省,2013,1674.7074,2355.8119,96.652,13872.3076,3618.547
510000,四川省,2012,1684.5136,2066.6777,41.321,11144.1749,2757.6015
510000,四川省,2011,1013.5316,2064.8908,127.3486,8964.7294,2514.886
510000,四川省,2010,1045.2,2332.0,92.4,6954.8,2336.1
510000,四川省,2009,800.7762,1607.2594,45.6393,5369.0001,2181.8385
510000,四川省,2008,193.6897,1178.8614,99.7852,4054.0788,1033.1649
510000,四川省,2007,124.9531,1021.9892,83.5776,3179.1446,1069.7731
510000,四川省,2006,133.5579,772.6117,79.0445,2570.6424,739.0566
510000,四川省,2005,88.7988,522.2049,58.3689,1865.6712,542.7158
510000,四川省,2004,64.29,506.5,42.26,1324.9,465.52
510000,四川省,2003,62.3381,478.9669,33.5255,967.4874,388.3442
510000,四川省,2002,,,,,
510000,四川省,2001,,,,,
510000,四川省,2000,,,,,
520000,贵州省,2019,,,,,
520000,贵州省,2018,,,,,
520000,贵州省,2017,1085.2327,2318.1897,29.4599,7401.5789,2404.7701
520000,贵州省,2016,682.5647,2122.6637,43.9202,6521.0524,1770.8408
520000,贵州省,2015,598.1506,1811.16,15.7059,5996.9424,1678.2887
520000,贵州省,2014,491.8481,1608.0351,34.3753,5746.5796,1536.8189
520000,贵州省,2013,401.0854,1245.1691,4.5,4495.089,1418.2385
520000,贵州省,2012,466.4802,1160.017,9.5761,3196.1796,903.9994
520000,贵州省,2011,379.6437,891.6047,14.9616,2407.9438,706.0667
520000,贵州省,2010,228.1,863.1,10.9,1431.3,597.4
520000,贵州省,2009,225.9543,678.6852,10.7186,1081.3039,447.5084
520000,贵州省,2008,118.2492,470.4078,13.4917,877.6654,247.316
520000,贵州省,2007,75.5641,384.405,15.3869,699.9903,216.8393
520000,贵州省,2006,52.4968,330.1627,14.242,556.0573,163.0542
520000,贵州省,2005,33.8858,296.4379,8.5333,477.9681,122.0784
520000,贵州省,2004,31.23,237.47,9.02,371.03,131.33
520000,贵州省,2003,40.4557,199.2371,8.194,339.3846,99.0907
520000,贵州省,2002,,,,,
520000,贵州省,2001,,,,,
520000,贵州省,2000,,,,,
530000,云南省,2019,,,,,
530000,云南省,2018,,,,,
530000,云南省,2017,1782.1802,2176.6506,8.6662,6578.1739,2933.6129
530000,云南省,2016,1772.8957,2306.2438,5.4954,6089.2804,2443.7888
530000,云南省,2015,1463.2328,1497.4012,20.1213,6621.426,1744.4722
530000,云南省,2014,986.7861,1222.2239,25.9304,6139.0758,1470.4617
530000,云南省,2013,717.8851,1381.1202,24.211,5593.3494,1436.4823
530000,云南省,2012,675.4247,1227.5685,17.769,4433.5484,1415.5409
530000,云南省,2011,422.1914,1084.583,11.7873,3651.2924,1132.4316
530000,云南省,2010,439.7,1365.8,11.2,2986.0,1051.9
530000,云南省,2009,445.9577,1103.8891,14.6985,2066.1929,797.8053
530000,云南省,2008,291.3036,717.2408,22.2325,1702.6109,533.823
530000,云南省,2007,171.2033,771.8572,15.7762,1150.5459,434.1811
530000,云南省,2006,156.3638,606.5464,18.3282,838.352,339.7765
530000,云南省,2005,105.1413,481.6505,17.6642,729.0228,255.8345
530000,云南省,2004,82.51,321.53,10.13,554.42,193.8
530000,云南省,2003,56.1273,279.1821,13.3255,359.0616,145.2301
530000,云南省,2002,,,,,
530000,云南省,2001,,,,,
530000,云南省,2000,,,,,
540000,西藏自治区,2019,,,,,
540000,西藏自治区,2018,,,,,
540000,西藏自治区,2017,1037.3242,80.6103,3.4609,370.9685,106.6599
540000,西藏自治区,2016,1153.7566,78.4792,,366.0198,76.8635
540000,西藏自治区,2015,1137.2965,10.7894,1.1,458.0563,55.0502
540000,西藏自治区,2014,814.0978,5.7611,1.4,367.6342,59.7833
540000,西藏自治区,2013,575.3892,16.1191,1.8519,360.1519,63.2616
540000,西藏自治区,2012,388.4135,25.4778,6.5318,199.9125,76.3156
540000,西藏自治区,2011,377.3517,16.2388,4.7795,166.1227,43.2543
540000,西藏自治区,2010,295.2,6.4,1.4,131.7,23.2
540000,西藏自治区,2009,232.6485,7.6751,,112.8423,39.12
540000,西藏自治区,2008,223.032,3.0228,,77.3357,53.2267
540000,西藏自治区,2007,197.5868,2.784,0.2052,62.5899,43.6557
540000,西藏自治区,2006,102.8599,2.6357,0.0,57.3154,50.3224
540000,西藏自治区,2005,113.1269,5.4631,0.3241,34.5219,35.4426
540000,西藏自治区,2004,101.7,5.96,,39.0,27.23
540000,西藏自治区,2003,83.6667,6.5851,0.0468,35.7716,14.642
540000,西藏自治区,2002,,,,,
540000,西藏自治区,2001,,,,,
540000,西藏自治区,2000,,,,,
610000,陕西省,2019,,,,,
610000,陕西省,2018,,,,,
610000,陕西省,2017,1614.5057,2186.5834,61.8459,15804.4011,2275.4883
610000,陕西省,2016,1632.4796,1872.5048,137.9254,13841.0366,1722.6773
610000,陕西省,2015,1238.3645,1216.1704,224.2198,13261.9689,1902.8532
610000,陕西省,2014,1064.5914,1258.1138,110.26,12657.7467,1712.574
610000,陕西省,2013,817.912,993.674,45.8341,11450.9546,1755.1952
610000,陕西省,2012,966.7433,903.1512,34.2893,9529.241,1450.1455
610000,陕西省,2011,776.1483,1055.8913,32.6561,7018.9754,1501.3969
610000,陕西省,2010,791.8,1034.8,29.3,5775.6,1266.7
610000,陕西省,2009,708.9333,918.0618,31.7034,4104.1132,872.9663
610000,陕西省,2008,413.2056,570.5292,29.269,2776.415,499.3435
610000,陕西省,2007,291.8472,479.9382,27.9268,1942.6348,418.061
610000,陕西省,2006,210.2829,493.2996,23.3558,1272.2362,316.0519
610000,陕西省,2005,178.297,323.8987,17.8364,905.1999,274.6206
610000,陕西省,2004,148.52,298.07,20.11,685.59,208.41
610000,陕西省,2003,100.122,262.254,20.6921,448.8572,222.0172
610000,陕西省,2002,,,,,
610000,陕西省,2001,,,,,
610000,陕西省,2000,,,,,
620000,甘肃省,2019,,,,,
620000,甘肃省,2018,,,,,
620000,甘肃省,2017,791.2501,761.1079,4.8046,2658.8234,898.135
620000,甘肃省,2016,1226.2723,1039.0612,7.4533,5690.1433,964.5761
620000,甘肃省,2015,1101.9148,990.3291,21.3869,5489.6766,866.6306
620000,甘肃省,2014,844.4859,948.5605,34.4823,4856.454,790.9383
620000,甘肃省,2013,928.5048,897.3074,30.3241,4605.8031,810.3079
620000,甘肃省,2012,670.0504,729.8582,15.589,3314.6008,530.7047
620000,甘肃省,2011,624.8893,504.2173,17.5413,2246.8768,384.5583
620000,甘肃省,2010,491.1,490.1,18.4,1559.3,334.7
620000,甘肃省,2009,331.4871,335.5971,16.552,1140.7922,270.8097
620000,甘肃省,2008,169.8645,280.4582,13.1302,792.9669,216.5757
620000,甘肃省,2007,108.2091,254.4118,11.2193,663.4432,169.3438
620000,甘肃省,2006,89.8359,182.3422,14.6609,484.5144,141.9655
620000,甘肃省,2005,72.6229,163.7319,13.972,413.5428,123.013
620000,甘肃省,2004,79.44,135.42,11.17,316.64,110.71
620000,甘肃省,2003,68.904,132.0399,5.52,245.546,88.8601
620000,甘肃省,2002,,,,,
620000,甘肃省,2001,,,,,
620000,甘肃省,2000,,,,,
630000,青海省,2019,,,,,
630000,青海省,2018,,,,,
630000,青海省,2017,639.6772,892.8591,3.9583,1556.5747,253.3703
630000,青海省,2016,837.7909,730.1437,19.0134,1445.9383,357.2636
630000,青海省,2015,609.031,671.8446,2.6761,1530.4713,264.5735
630000,青海省,2014,530.4605,586.7647,4.2156,1300.0935,287.1958
630000,青海省,2013,377.33,530.4656,9.1248,1172.6584,178.1821
630000,青海省,2012,368.9527,420.8076,2.5368,915.2689,200.3319
630000,青海省,2011,298.651,213.277,7.6062,738.7739,160.1514
630000,青海省,2010,89.6,170.5,4.6,444.3,150.6
630000,青海省,2009,90.5917,142.1991,7.8243,330.2597,115.2244
630000,青海省,2008,56.5574,88.8224,8.6378,262.1172,74.7361
630000,青海省,2007,50.5385,61.6772,7.4435,236.6431,78.5402
630000,青海省,2006,55.7493,66.0905,1.9842,161.1483,80.7857
630000,青海省,2005,46.4798,48.4986,1.8977,153.6017,54.2237
630000,青海省,2004,24.64,31.94,2.88,152.5,55.6
630000,青海省,2003,38.1322,27.0255,3.082,97.3132,46.9056
630000,青海省,2002,,,,,
630000,青海省,2001,,,,,
630000,青海省,2000,,,,,
640000,宁夏回族自治区,2019,,,,,
640000,宁夏回族自治区,2018,,,,,
640000,宁夏回族自治区,2017,254.7481,594.0508,4.5932,1433.5225,539.6305
640000,宁夏回族自治区,2016,244.3103,746.5893,4.123,1491.9372,388.5496
640000,宁夏回族自治区,2015,307.0342,711.3635,0.2915,1627.1699,352.9994
640000,宁夏回族自治区,2014,237.3388,725.8311,2.8522,1541.2951,374.5153
640000,宁夏回族自治区,2013,240.5411,554.7842,2.932,1407.8695,360.2058
640000,宁夏回族自治区,2012,176.9669,459.0075,5.0553,1014.9616,278.4601
640000,宁夏回族自治区,2011,132.7129,352.6086,8.8561,834.2888,271.5788
640000,宁夏回族自治区,2010,68.7,395.6,4.1,598.9,232.0
640000,宁夏回族自治区,2009,57.2238,288.2531,3.9355,413.9497,159.5289
640000,宁夏回族自治区,2008,44.6168,211.1881,2.9855,354.9677,89.5049
640000,宁夏回族自治区,2007,37.9772,147.4229,10.1871,236.024,54.9001
640000,宁夏回族自治区,2006,40.7027,87.9079,8.7268,194.352,67.1582
640000,宁夏回族自治区,2005,37.6639,78.4702,6.6007,172.6746,60.6412
640000,宁夏回族自治区,2004,20.61,82.51,2.35,133.4,56.63
640000,宁夏回族自治区,2003,27.2914,82.3009,1.6781,96.3123,41.4977
640000,宁夏回族自治区,2002,,,,,
640000,宁夏回族自治区,2001,,,,,
640000,宁夏回族自治区,2000,,,,,
650000,新疆维吾尔自治区,2019,,,,,
650000,新疆维吾尔自治区,2018,,,,,
650000,新疆维吾尔自治区,2017,1831.8568,1749.3753,21.6822,5209.7463,1500.456
650000,新疆维吾尔自治区,2016,1818.6116,809.0877,4.0369,5590.2046,1166.9463
650000,新疆维吾尔自治区,2015,1561.5189,1587.3171,4.1409,6263.6139,1030.7378
650000,新疆维吾尔自治区,2014,1360.9713,1277.0614,3.1328,5510.7962,950.1711
650000,新疆维吾尔自治区,2013,924.102,994.2035,3.71,4961.78,974.0121
650000,新疆维吾尔自治区,2012,816.4639,836.4195,9.0685,3785.6151,824.5363
650000,新疆维吾尔自治区,2011,585.2117,635.413,13.6916,2877.2174,746.777
650000,新疆维吾尔自治区,2010,500.8,494.7,11.9,1742.8,555.0
650000,新疆维吾尔自治区,2009,459.6399,459.5758,8.3709,1291.4909,417.1064
650000,新疆维吾尔自治区,2008,303.9779,285.9307,8.1695,1152.8876,284.5696
650000,新疆维吾尔自治区,2007,197.5941,235.296,9.9056,1001.816,270.6363
650000,新疆维吾尔自治区,2006,193.7899,176.0995,8.0924,818.7861,229.299
650000,新疆维吾尔自治区,2005,183.8565,153.7035,9.7572,673.1158,191.3882
650000,新疆维吾尔自治区,2004,154.29,147.53,7.5,592.34,138.45
650000,新疆维吾尔自治区,2003,138.9093,181.8616,8.9954,407.254,130.5845
650000,新疆维吾尔自治区,2002,,,,,
650000,新疆维吾尔自治区,2001,,,,,
650000,新疆维吾尔自治区,2000,,,,,
