省份编码,省份,年份,500万元以下房地产开发投资额(亿元),500-1000万元房地产开发投资额(亿元),1000-3000万元房地产开发投资额(亿元),3000-5000万元房地产开发投资额(亿元),5000万-1亿元房地产开发投资额(亿元),1-5亿元房地产开发投资额(亿元),5-10亿元房地产开发投资额(亿元),10亿元以上房地产开发投资额(亿元)
120000,天津市,2003,0.0698,0.5018,8.162,11.8377,26.8853,92.0334,28.7171,43.1805
120000,天津市,2002,,,,,,,,
120000,天津市,2001,,,,,,,,
120000,天津市,2000,,,,,,,,
130000,河北省,2019,,0.0368,5.0276,14.2256,70.9615,1529.1706,1258.2385,1469.3934
130000,河北省,2018,,0.16,5.4631,11.3435,87.1886,1521.7379,1245.7124,1604.7982
130000,河北省,2017,,0.093,5.9826,14.2223,78.2951,1424.6274,1189.4101,2111.2787
130000,河北省,2016,,0.0631,5.3528,15.8443,97.398,1552.3056,1181.8086,1842.8609
130000,河北省,2015,0.015,0.1079,7.5086,13.2173,76.405,1156.7168,1179.2053,1852.0951
130000,河北省,2014,0.0463,0.3609,10.7201,21.1969,111.6575,1186.5743,913.9817,1815.1817
130000,河北省,2013,0.174,0.3333,11.2467,20.6396,104.0154,1019.775,727.3885,1561.843
130000,河北省,2012,0.0924,0.2541,14.0666,19.9374,110.4517,941.0603,653.0262,1347.6327
130000,河北省,2011,0.0796,1.2218,21.8104,38.0949,169.0394,1097.2694,590.9243,1136.1499
130000,河北省,2010,0.3039,2.4119,26.5287,42.19,183.5896,923.7993,408.1033,678.0087
130000,河北省,2009,3.3591,10.8521,84.8901,101.5482,249.9252,721.0656,230.0594,118.339
130000,河北省,2008,2.2428,7.8435,62.6787,70.5964,159.4669,522.2887,131.8097,127.5151
130000,河北省,2007,2.3246,6.1501,48.2025,61.0585,146.4989,295.2898,92.1886,57.5676
130000,河北省,2006,2.956,6.6308,46.0331,51.1798,111.1758,242.1677,21.4397,
130000,河北省,2005,0.8769,3.547,21.1211,24.479,62.5311,184.9836,50.2148,43.7721
130000,河北省,2004,,,,,,,,
130000,河北省,2003,0.7773,2.4971,21.5139,20.3457,44.4815,132.4967,23.7104,5.4448
130000,河北省,2002,,,,,,,,
130000,河北省,2001,,,,,,,,
130000,河北省,2000,,,,,,,,
140000,山西省,2019,,0.2673,5.7922,9.068,44.6577,416.9177,313.5803,866.2173
140000,山西省,2018,,0.5401,3.658,9.7464,45.0763,354.7084,276.4309,686.4284
140000,山西省,2017,,0.2003,4.1686,10.6457,40.5431,343.9819,246.536,520.2077
140000,山西省,2016,,0.4041,5.8555,11.8161,58.866,484.6557,353.1781,682.5777
140000,山西省,2015,,0.4954,8.309,13.5818,68.7643,459.5824,314.782,629.357
140000,山西省,2014,,0.5368,13.2431,16.5902,80.0739,506.3346,266.3921,520.3842
140000,山西省,2013,,1.4497,16.84,22.2213,97.6406,470.4874,269.8142,430.1743
140000,山西省,2012,,1.9672,13.0524,21.7629,84.5034,381.432,170.9701,336.7633
140000,山西省,2011,,1.9451,17.1472,18.6109,71.2113,290.4666,157.2043,233.6128
140000,山西省,2010,0.3604,2.4799,20.0471,20.5064,62.0447,219.3485,111.7291,155.7215
140000,山西省,2009,3.6216,9.8303,55.9569,56.2964,93.3317,176.8965,48.7816,32.5598
140000,山西省,2008,2.5059,8.2469,48.4541,45.2298,72.9066,127.9033,21.539,
140000,山西省,2007,2.7937,7.3066,43.5943,46.0246,73.0863,81.1196,5.0,
140000,山西省,2006,3.2841,8.1409,49.1388,38.9714,53.0392,56.0487,,
140000,山西省,2005,0.762,2.2835,16.5052,17.5056,38.8105,84.8513,7.825,9.4506
140000,山西省,2004,,,,,,,,
140000,山西省,2003,0.8295,1.6903,11.1602,10.8998,22.5748,38.2454,6.172,3.502
140000,山西省,2002,,,,,,,,
140000,山西省,2001,,,,,,,,
140000,山西省,2000,,,,,,,,
150000,内蒙古自治区,2019,,0.6229,10.6206,19.2493,76.7094,357.0444,217.7777,359.9254
150000,内蒙古自治区,2018,,0.2994,9.4676,23.0238,62.33,348.6753,170.9432,268.1086
150000,内蒙古自治区,2017,0.0178,0.588,6.176,14.467,47.2429,293.6488,169.3023,358.2805
150000,内蒙古自治区,2016,0.0304,0.277,7.3199,17.2509,46.3307,259.8882,248.4986,553.8818
150000,内蒙古自治区,2015,,0.5593,8.8253,20.8877,43.2894,226.4781,243.7251,537.2893
150000,内蒙古自治区,2014,0.0501,1.2088,17.8384,39.6247,64.6696,338.2003,250.6618,658.6266
150000,内蒙古自治区,2013,0.0876,2.2887,18.8384,31.0059,95.5009,462.728,321.177,547.3809
150000,内蒙古自治区,2012,0.2254,2.5659,26.8831,31.2659,126.8921,407.0784,307.1517,389.3772
150000,内蒙古自治区,2011,0.4722,2.9523,44.4319,54.9162,205.518,590.1353,343.783,348.9478
150000,内蒙古自治区,2010,1.1044,5.8782,43.5329,42.8181,141.2584,451.117,217.1224,217.1561
150000,内蒙古自治区,2009,2.9599,9.7398,67.4736,65.3374,171.9489,391.2262,74.4696,32.3008
150000,内蒙古自治区,2008,2.0886,6.8088,53.622,68.7253,151.3456,348.459,88.2312,25.0171
150000,内蒙古自治区,2007,1.8507,6.5388,56.3284,55.6048,130.0739,220.8021,18.3375,11.35
150000,内蒙古自治区,2006,2.2332,7.4225,42.0038,45.2146,73.3579,135.2399,19.5477,
150000,内蒙古自治区,2005,1.8642,4.8233,22.2925,21.3048,37.0415,56.0397,15.5932,3.141
150000,内蒙古自治区,2004,,,,,,,,
150000,内蒙古自治区,2003,2.2443,5.9859,22.6567,12.3769,16.8868,26.5495,4.088,0.0
150000,内蒙古自治区,2002,,,,,,,,
150000,内蒙古自治区,2001,,,,,,,,
150000,内蒙古自治区,2000,,,,,,,,
210000,辽宁省,2019,0.0393,0.3208,5.0931,9.681,32.453,619.6883,548.4824,1618.1924
210000,辽宁省,2018,,0.258,6.3329,8.9471,48.1203,624.8122,582.2726,1328.5282
210000,辽宁省,2017,0.0401,0.3911,6.617,11.0309,53.4052,627.6878,593.0213,997.4757
210000,辽宁省,2016,0.02,0.095,3.9674,9.1868,40.7494,525.2968,506.4642,1009.0655
210000,辽宁省,2015,0.041,0.06,4.5249,9.2961,45.2296,730.2983,837.3684,1931.8238
210000,辽宁省,2014,0.0922,0.7053,7.5913,17.0566,77.9372,1020.5442,1242.7891,2934.5892
210000,辽宁省,2013,0.2187,1.2777,11.5753,23.4824,119.4285,1650.9188,1607.2514,3036.5985
210000,辽宁省,2012,0.2986,1.8103,14.2157,30.0903,126.3666,1494.3553,1313.0348,2475.648
210000,辽宁省,2011,0.2699,1.7838,15.2695,28.7922,125.8279,1272.5621,1028.291,2014.7646
210000,辽宁省,2010,0.5122,1.3147,22.5466,44.1309,145.3248,1170.5888,669.167,1412.1712
210000,辽宁省,2009,3.9492,9.7757,67.4605,101.2373,301.1368,1373.5809,428.1848,355.2387
210000,辽宁省,2008,2.4168,6.0262,47.8302,81.2394,226.5193,1160.5166,341.7306,194.5161
210000,辽宁省,2007,2.1745,5.5008,52.7617,77.3401,209.7061,892.7249,200.5891,56.7821
210000,辽宁省,2006,3.0476,7.8446,54.1367,66.9195,174.4971,693.2148,99.0745,43.46
210000,辽宁省,2005,1.3094,4.3142,30.6808,34.4775,81.0891,386.4743,166.5474,169.3598
210000,辽宁省,2004,,,,,,,,
210000,辽宁省,2003,1.1936,5.0312,32.4164,30.33,60.806,200.5092,73.1168,82.9915
210000,辽宁省,2002,,,,,,,,
210000,辽宁省,2001,,,,,,,,
210000,辽宁省,2000,,,,,,,,
220000,吉林省,2019,,0.3014,3.0106,6.0279,22.9986,325.3066,291.3417,666.5352
220000,吉林省,2018,,0.2117,3.1473,7.7271,34.5066,305.613,239.216,585.4576
220000,吉林省,2017,0.002,0.2135,2.8303,6.7593,24.6717,249.6941,162.3535,463.6134
220000,吉林省,2016,0.0468,0.2866,3.3561,6.3804,39.2369,311.9915,206.8389,448.6246
220000,吉林省,2015,0.0734,0.4536,3.9878,7.9021,29.9534,238.2538,205.2815,438.3353
220000,吉林省,2014,0.055,0.5212,5.9178,11.5582,36.3952,299.5851,292.8244,383.2716
220000,吉林省,2013,0.2519,1.2658,10.1225,17.3918,59.8715,384.5848,310.1908,468.7466
220000,吉林省,2012,0.4939,1.8769,15.1204,25.3885,80.6311,396.8648,259.8611,529.7892
220000,吉林省,2011,0.0695,0.9264,10.3482,16.8268,60.0199,402.0116,293.2041,411.9846
220000,吉林省,2010,0.1908,0.3942,7.1095,16.1369,44.9555,348.3589,191.448,312.4179
220000,吉林省,2009,0.4227,1.2414,15.8515,24.2709,81.342,530.7869,102.7583,
220000,吉林省,2008,0.5584,1.6454,19.8182,35.3384,102.1681,372.9751,73.7845,34.7483
220000,吉林省,2007,0.6856,3.5513,24.2768,35.0679,114.352,245.0718,35.4045,31.6745
220000,吉林省,2006,0.8252,4.0409,27.4436,34.2608,76.9769,146.3728,20.2369,
220000,吉林省,2005,0.5552,3.8153,15.086,17.5932,36.5811,74.2632,26.3312,21.5093
220000,吉林省,2004,,,,,,,,
220000,吉林省,2003,0.8327,2.4766,17.4428,14.6077,28.2826,50.9394,5.5336,19.124
220000,吉林省,2002,,,,,,,,
220000,吉林省,2001,,,,,,,,
220000,吉林省,2000,,,,,,,,
230000,黑龙江省,2019,,0.2308,7.3111,9.2228,51.0236,207.0938,174.8693,508.2552
230000,黑龙江省,2018,0.0354,0.1965,8.1099,12.6741,46.9465,263.7464,216.7193,395.9768
230000,黑龙江省,2017,0.0321,0.1543,3.2862,7.9216,33.6327,211.7578,171.5819,387.2291
230000,黑龙江省,2016,,0.311,5.2984,15.6825,36.5665,226.3746,167.2536,413.3525
230000,黑龙江省,2015,,0.3914,5.9616,17.1683,44.5009,266.643,184.8624,472.6177
230000,黑龙江省,2014,,1.0266,13.2024,23.3491,84.7535,382.3468,216.7726,602.6365
230000,黑龙江省,2013,0.0075,1.4881,14.271,48.0141,69.9953,410.9871,300.0063,760.0636
230000,黑龙江省,2012,0.1294,1.5922,18.8263,47.83,106.947,472.7926,250.7695,636.9568
230000,黑龙江省,2011,0.3688,2.8254,31.6746,66.4757,128.3045,439.9514,179.8269,378.1399
230000,黑龙江省,2010,0.8452,4.3663,36.912,47.9436,115.1193,329.4347,115.546,192.9527
230000,黑龙江省,2009,3.3091,8.1102,45.8057,52.3727,97.3675,241.2898,73.0625,42.5995
230000,黑龙江省,2008,1.2564,5.4363,41.5476,44.1714,56.7697,192.6025,65.409,32.6634
230000,黑龙江省,2007,1.7661,5.4658,34.198,39.6212,56.2975,173.5481,24.5997,46.8687
230000,黑龙江省,2006,2.3731,6.4505,31.8146,28.8839,34.469,149.1865,56.1176,12.02
230000,黑龙江省,2005,1.2545,3.6969,22.0821,16.4917,34.5871,120.5188,32.8105,36.1916
230000,黑龙江省,2004,,,,,,,,
230000,黑龙江省,2003,0.2983,2.44,17.2096,16.7579,30.4557,47.9925,16.5926,31.534
230000,黑龙江省,2002,,,,,,,,
230000,黑龙江省,2001,,,,,,,,
230000,黑龙江省,2000,,,,,,,,
310000,上海市,2019,,,0.0149,0.8965,1.5791,120.3886,470.5909,3637.9061
310000,上海市,2018,,,0.0897,0.2569,2.3978,120.3487,376.0789,3534.0112
310000,上海市,2017,,0.0005,0.17,0.0385,3.4532,156.4816,401.9846,3294.3994
310000,上海市,2016,,0.0006,0.5044,0.7148,3.5047,171.0568,464.8211,3068.4287
310000,上海市,2015,,0.0006,1.1409,1.4569,5.2076,166.0849,498.7655,2796.2851
310000,上海市,2014,,0.0005,1.3589,2.0415,9.8248,204.0465,477.7213,2511.4838
310000,上海市,2013,,0.0113,1.02,2.4261,11.3837,238.9199,457.8148,2108.0157
310000,上海市,2012,,0.0529,1.3651,3.6801,10.9128,240.6929,444.8223,1679.8313
310000,上海市,2011,,0.052,2.3689,3.5626,12.5068,286.571,470.3004,1478.4697
310000,上海市,2010,0.0003,0.066,3.428,3.9581,15.8221,305.5218,404.8094,1247.073
310000,上海市,2009,1.8975,4.7335,33.1221,49.8208,179.9976,811.7715,269.5216,111.2078
310000,上海市,2008,1.7742,3.7018,34.402,59.1943,173.2212,747.2283,217.7613,198.4518
310000,上海市,2007,1.8327,4.2398,35.9954,48.3615,186.6687,843.3243,115.4377,71.6655
310000,上海市,2006,1.8498,4.6339,35.6454,52.0332,205.4303,817.5491,116.8584,41.5937
310000,上海市,2005,0.226,0.6866,5.704,6.9542,37.1656,456.7762,354.2406,385.1028
310000,上海市,2004,,,,,,,,
310000,上海市,2003,0.2615,1.3149,10.8579,15.6792,57.1814,370.6302,222.4411,222.8765
310000,上海市,2002,,,,,,,,
310000,上海市,2001,,,,,,,,
310000,上海市,2000,,,,,,,,
320000,江苏省,2019,,,1.4179,4.485,40.5262,924.1422,1943.5531,9095.2231
320000,江苏省,2018,,0.1841,1.6797,6.7229,49.7842,996.3797,1960.8301,7966.7562
320000,江苏省,2017,,0.075,2.4071,10.0387,79.6752,1135.887,1958.9035,6442.1258
320000,江苏省,2016,0.0408,,2.8904,11.072,79.1158,1248.5888,2119.6836,5494.9762
320000,江苏省,2015,0.0005,0.0005,3.9016,13.2897,77.9538,1297.3964,2060.4574,4700.6815
320000,江苏省,2014,0.0027,0.1878,5.2919,21.0999,101.8885,1673.7051,2135.8687,4302.172
320000,江苏省,2013,0.0746,0.5021,11.0168,24.9908,122.4174,1803.5103,1775.345,3503.5942
320000,江苏省,2012,0.1106,0.7689,12.7368,26.2394,133.7785,1594.3748,1465.9686,2972.1177
320000,江苏省,2011,0.171,1.1154,17.0737,32.9063,144.2611,1714.9872,1278.9207,2378.5085
320000,江苏省,2010,0.2441,1.8246,22.4682,42.7372,175.2875,1615.1879,953.6024,1488.0267
320000,江苏省,2009,9.9623,21.0763,193.3125,258.5286,710.1119,1736.4626,295.9272,113.1162
320000,江苏省,2008,8.2,22.3447,163.3654,233.906,586.5041,1635.9295,402.6181,251.6911
320000,江苏省,2007,6.0291,16.5706,131.7988,183.4245,498.1545,1282.0742,311.3591,86.495
320000,江苏省,2006,5.7162,18.3731,134.6328,193.5444,405.1485,957.6085,115.1602,76.5293
320000,江苏省,2005,2.4797,5.5216,40.5023,57.1785,177.774,698.8414,252.412,310.4444
320000,江苏省,2004,,,,,,,,
320000,江苏省,2003,2.4285,7.9872,47.7292,66.9023,130.4917,387.7292,100.4127,66.2828
320000,江苏省,2002,,,,,,,,
320000,江苏省,2001,,,,,,,,
320000,江苏省,2000,,,,,,,,
330000,浙江省,2019,,0.058,3.6781,8.7857,51.8509,948.5575,1825.6903,7844.3508
330000,浙江省,2018,,0.0384,2.4381,10.5969,54.2589,936.6984,1640.9872,7299.9169
330000,浙江省,2017,,0.1267,4.0641,11.1018,60.645,1069.3978,1657.4293,5424.0173
330000,浙江省,2016,0.003,0.1015,4.8632,13.4117,69.782,1081.7774,1632.2834,4667.1461
330000,浙江省,2015,0.043,0.346,6.3256,13.1487,73.6118,1160.0274,1663.3568,4195.0691
330000,浙江省,2014,0.0421,0.2755,6.4865,19.6466,81.9179,1408.3643,1749.3356,3996.3144
330000,浙江省,2013,0.0011,0.4159,8.6921,17.4386,104.1146,1396.476,1398.0343,3291.0767
330000,浙江省,2012,0.038,0.4026,10.0228,26.0721,115.4212,1298.6287,1175.3105,2600.3708
330000,浙江省,2011,0.1211,1.2711,12.8703,31.7867,128.5363,1244.0745,932.4292,1786.1633
330000,浙江省,2010,0.1869,1.5141,17.9529,34.233,123.902,1030.2728,693.6456,1123.7177
330000,浙江省,2009,7.6579,20.2103,131.4751,182.4401,416.5814,1159.098,187.3789,149.4247
330000,浙江省,2008,5.9311,14.8177,105.2029,143.082,332.2591,1079.0815,251.8751,90.8683
330000,浙江省,2007,6.1135,14.6262,110.7137,120.5688,318.9537,955.2212,218.5537,76.9182
330000,浙江省,2006,6.8831,17.1368,101.3947,127.1758,297.3168,810.4962,149.306,64.5662
330000,浙江省,2005,1.2383,2.1589,27.186,40.0885,110.1369,583.9675,307.1216,384.5908
330000,浙江省,2004,,,,,,,,
330000,浙江省,2003,1.0048,3.6331,29.8227,40.9574,110.9355,450.0946,185.6388,157.9645
330000,浙江省,2002,,,,,,,,
330000,浙江省,2001,,,,,,,,
330000,浙江省,2000,,,,,,,,
340000,安徽省,2019,0.037,0.2183,4.1838,8.6559,34.6565,825.7723,1643.5002,4153.4545
340000,安徽省,2018,0.015,0.3481,3.0823,8.7201,42.141,807.0746,1473.8918,3638.8357
340000,安徽省,2017,0.008,0.2091,3.5886,9.2906,42.5565,946.5412,1505.2897,3104.9888
340000,安徽省,2016,0.0656,0.4075,5.2281,11.8299,46.168,923.1297,1177.3166,2439.4171
340000,安徽省,2015,0.0556,0.1372,4.9928,10.5327,52.2474,834.0011,1179.9446,2342.947
340000,安徽省,2014,0.1065,0.7564,8.3769,18.5251,82.0675,909.3389,1144.4837,2175.3053
340000,安徽省,2013,0.1913,1.7971,15.0352,24.2466,89.6869,959.5619,981.1126,1874.5948
340000,安徽省,2012,0.5188,2.0856,15.1964,23.5298,97.4141,909.119,762.951,1340.7918
340000,安徽省,2011,0.2746,2.128,19.2924,27.0286,108.5304,857.4448,588.5445,1008.2941
340000,安徽省,2010,1.0687,2.0863,25.9618,40.1006,148.7841,838.3391,459.0942,736.3697
340000,安徽省,2009,7.3162,18.5346,131.0152,155.0735,311.5112,815.5356,138.993,91.847
340000,安徽省,2008,6.5453,17.9017,113.5497,128.5192,265.8085,564.2202,152.9319,113.1892
340000,安徽省,2007,5.8589,15.6835,112.733,116.8196,199.254,370.9615,59.0779,11.6794
340000,安徽省,2006,6.4111,18.7879,107.2142,91.8469,144.6047,217.6579,38.3841,12.5396
340000,安徽省,2005,2.3898,5.9706,34.9424,27.5971,72.2008,193.821,77.8917,44.6279
340000,安徽省,2004,,,,,,,,
340000,安徽省,2003,2.4187,6.6857,34.2056,27.5749,48.4681,93.3274,25.6526,2.3175
340000,安徽省,2002,,,,,,,,
340000,安徽省,2001,,,,,,,,
340000,安徽省,2000,,,,,,,,
350000,福建省,2019,,0.092,0.6519,3.1556,28.0477,665.2106,1155.7261,3820.2449
350000,福建省,2018,,0.0006,1.7987,2.3369,28.1534,609.6632,958.0001,3340.3851
350000,福建省,2017,,0.2311,2.9583,5.6375,29.4694,569.7395,887.5513,3298.6473
350000,福建省,2016,,0.1467,2.2736,5.4685,34.8587,590.8881,840.8805,3114.3152
350000,福建省,2015,,0.2249,4.0307,9.6155,46.9425,640.3034,812.554,2955.9363
350000,福建省,2014,0.1049,0.3248,6.0771,13.2967,62.5352,759.7824,882.1076,2843.1741
350000,福建省,2013,0.1539,0.5827,9.8101,18.0466,70.2062,755.6799,755.2318,2093.2615
350000,福建省,2012,0.1587,0.4976,10.8544,15.4052,72.1419,632.4222,559.3617,1533.2832
350000,福建省,2011,0.2512,0.812,13.2042,21.6897,83.4661,580.9181,435.448,1270.5477
350000,福建省,2010,0.3969,1.7038,16.2096,22.9652,88.9249,610.461,391.9574,686.2382
350000,福建省,2009,7.5664,16.1862,97.8527,107.7864,219.6046,518.7578,132.7975,35.7979
350000,福建省,2008,6.3802,12.6239,86.276,83.4788,207.5367,467.8902,130.9018,134.0045
350000,福建省,2007,6.6817,13.4076,79.4003,86.7881,175.7539,397.9102,128.0589,244.4891
350000,福建省,2006,6.8399,13.3323,75.5493,78.5653,143.1197,291.2011,97.4509,81.3039
350000,福建省,2005,1.6655,2.8919,23.6861,30.2345,79.2637,236.5369,68.5356,97.576
350000,福建省,2004,,,,,,,,
350000,福建省,2003,0.9144,3.656,23.9467,23.0503,64.0867,166.4452,51.0746,28.8918
350000,福建省,2002,,,,,,,,
350000,福建省,2001,,,,,,,,
350000,福建省,2000,,,,,,,,
360000,江西省,2019,0.046,0.3171,3.2552,9.6133,44.747,558.0122,575.9305,1047.1871
360000,江西省,2018,,0.1095,3.5945,8.2002,52.5943,585.0137,547.3151,978.1046
360000,江西省,2017,,0.2904,7.4491,12.8453,53.0357,590.7686,488.9377,860.6555
360000,江西省,2016,,0.0668,4.9878,6.5965,43.8459,561.6612,424.0503,729.7357
360000,江西省,2015,,0.0893,4.1744,10.6843,50.361,512.8381,425.2884,516.663
360000,江西省,2014,0.011,0.5125,4.7361,12.7799,50.0294,494.8085,409.0178,350.5957
360000,江西省,2013,0.1805,0.7198,8.559,18.5941,64.2456,488.7223,332.6766,260.8789
360000,江西省,2012,0.0497,0.9658,10.296,17.6148,71.1827,437.9824,220.7074,210.8188
360000,江西省,2011,0.0985,1.0007,13.1723,23.0155,106.9353,413.4536,136.6287,172.7239
360000,江西省,2010,0.2265,2.2998,16.395,27.2229,91.9161,365.6638,96.0337,107.0644
360000,江西省,2009,4.6523,11.3098,85.6869,97.4629,160.1804,236.9383,26.2932,12.0
360000,江西省,2008,4.8887,12.3951,93.2918,95.9842,150.6459,159.6686,30.7827,
360000,江西省,2007,3.7047,12.7941,87.237,96.8747,103.1773,117.6904,13.9791,24.1158
360000,江西省,2006,4.8502,12.964,93.6367,72.9453,78.0382,78.2299,5.2921,
360000,江西省,2005,1.2051,5.9825,42.6326,38.7152,55.8964,109.4057,15.9884,31.2723
360000,江西省,2004,,,,,,,,
360000,江西省,2003,1.9557,7.1361,27.9831,23.2388,35.2124,56.1828,14.6296,11.1322
360000,江西省,2002,,,,,,,,
360000,江西省,2001,,,,,,,,
360000,江西省,2000,,,,,,,,
370000,山东省,2019,0.048,0.3921,6.9234,22.1775,132.7432,2050.6564,2259.4714,4142.4825
370000,山东省,2018,0.0059,0.2837,6.6412,18.4245,160.8272,1997.2074,1860.005,3509.5717
370000,山东省,2017,0.0497,0.2746,7.7741,25.2767,163.0604,1809.2199,1553.9069,3077.6832
370000,山东省,2016,0.0995,0.1966,10.5463,23.4787,158.9457,1609.6419,1447.475,3072.9982
370000,山东省,2015,0.0151,0.2912,12.634,27.0936,194.2638,1435.1497,1283.6009,2939.1123
370000,山东省,2014,0.1816,0.9309,15.3848,36.2202,201.1784,1569.7897,1361.5625,2632.7057
370000,山东省,2013,0.4492,1.7579,22.2629,45.3056,242.89,1635.0662,1337.9944,2158.805
370000,山东省,2012,0.5091,2.1335,25.2542,52.4615,242.1764,1563.7372,1056.1901,1765.8448
370000,山东省,2011,0.528,2.1084,28.843,63.1841,243.5282,1514.2753,900.5497,1353.7363
370000,山东省,2010,0.4545,4.2499,41.5349,64.8938,302.8075,1251.9098,618.6538,964.8644
370000,山东省,2009,8.8987,24.4729,171.7548,221.7536,507.5656,1214.2705,163.6611,116.3552
370000,山东省,2008,7.9451,21.4112,170.9592,218.9159,433.3123,936.943,175.4755,73.5716
370000,山东省,2007,5.6731,17.6668,125.2865,162.978,363.2235,735.0576,87.021,
370000,山东省,2006,6.7675,17.8501,134.1936,138.0259,296.6725,489.1505,55.7579,46.9596
370000,山东省,2005,1.0623,4.6642,48.0229,68.6255,170.1911,436.8583,123.03,125.2555
370000,山东省,2004,,,,,,,,
370000,山东省,2003,1.4226,6.2894,51.0795,62.9088,118.3263,262.1268,45.9265,33.7959
370000,山东省,2002,,,,,,,,
370000,山东省,2001,,,,,,,,
370000,山东省,2000,,,,,,,,
410000,河南省,2019,,,3.8168,11.0271,65.0658,1544.5291,1948.99,3891.1599
410000,河南省,2018,,0.2927,3.5056,8.1812,63.9733,1500.4517,1967.7469,3471.3217
410000,河南省,2017,,0.2925,3.5342,11.2681,76.6385,1536.7473,2097.1248,3364.6444
410000,河南省,2016,,0.2693,3.3234,11.2088,91.2453,1523.0504,1653.5406,2896.4882
410000,河南省,2015,0.03,0.2003,4.0247,14.8392,77.2992,1250.9918,1239.7741,2231.7745
410000,河南省,2014,0.033,0.2855,6.1196,18.6835,117.8529,1374.7763,1052.7227,1805.2408
410000,河南省,2013,0.2595,1.2567,17.8735,32.7863,189.8429,1384.5611,912.6868,1304.4922
410000,河南省,2012,0.2579,1.6298,18.8703,42.4935,196.2678,1264.7509,568.772,942.2462
410000,河南省,2011,0.3729,1.1875,21.0186,39.5518,245.9686,1135.658,449.9588,732.828
410000,河南省,2010,0.4065,1.6238,28.2329,48.958,243.1627,947.5203,348.9913,495.1876
410000,河南省,2009,5.9352,15.7904,124.6237,177.1699,411.1192,698.1753,71.9576,48.9882
410000,河南省,2008,5.3168,14.4774,101.5488,131.7244,305.9717,530.3974,85.6914,31.5845
410000,河南省,2007,3.3495,9.2731,84.443,104.3265,245.0052,370.846,19.8631,124.7641
