省份编码,省份,年份,固定资产投资(不含农户)(亿元),固定资产投资(不含农户)建筑安装工程(亿元),固定资产投资(不含农户)设备、工器具购置(亿元),固定资产投资(不含农户)其他费用(亿元),新建固定资产投资(不含农户)(亿元),扩建固定资产投资(不含农户)(亿元),改建固定资产投资(不含农户)(亿元)
120000,天津市,2003,931.7,591.4844,157.1079,183.1503,440.2321,190.1387,52.0417
120000,天津市,2002,715.5,,,,,,
120000,天津市,2001,,,,,,,
120000,天津市,2000,,,,,,,
130000,河北省,2019,,,,,,,
130000,河北省,2018,,,,,,,
130000,河北省,2017,33012.2314,23804.6586,6483.7318,2723.841,20455.387,4636.6183,7182.0448
130000,河北省,2016,31340.0673,22029.5015,6294.9291,3015.6367,19524.9619,4485.0382,6451.0299
130000,河北省,2015,28905.7383,19595.9546,6221.5541,3088.2296,17597.0745,4373.6217,5624.5939
130000,河北省,2014,26147.1985,17275.887,5789.8915,3081.42,15921.7623,4363.8977,4610.5041
130000,河北省,2013,22629.7693,14773.9796,5311.6531,2544.1366,13675.2155,4274.3304,3549.1501
130000,河北省,2012,19104.6297,12484.2347,4576.3813,2044.0137,11665.4559,3617.9962,2856.0552
130000,河北省,2011,15780.2568,10103.9978,3732.2456,1944.0134,7158.5176,2881.7263,2035.1173
130000,河北省,2010,12922.6572,8293.6,2793.3,1835.8,7306.9,1770.5,1130.1
130000,河北省,2009,10476.5014,6487.7104,2589.0911,1399.6999,5523.3633,1737.315,1168.8489
130000,河北省,2008,7463.7742,4342.6017,2108.6207,1012.5518,3679.5997,1632.0558,671.0026
130000,河北省,2007,5690.3132,3409.4012,1503.78,777.132,3013.2389,1189.9118,554.8321
130000,河北省,2006,4403.2251,2606.2247,1229.7664,567.234,2398.3581,971.1442,402.5253
130000,河北省,2005,3307.768,1979.1799,905.0575,423.5306,1859.1645,633.1705,280.7601
130000,河北省,2004,2441.98,1510.14,606.8,325.04,1239.66,473.29,270.08
130000,河北省,2003,1772.8,1070.1337,453.0493,249.6232,784.1884,382.5143,241.7492
130000,河北省,2002,1353.9,,,,,,
130000,河北省,2001,,,,,,,
130000,河北省,2000,,,,,,,
140000,山西省,2019,,,,,,,
140000,山西省,2018,,,,,,,
140000,山西省,2017,5722.1585,4167.9788,870.6898,683.4899,4473.4101,475.1045,612.7191
140000,山西省,2016,13859.351,10377.68,2116.9672,1364.7038,10467.8078,1577.8096,1181.1368
140000,山西省,2015,13744.5907,10105.9747,2275.1578,1363.4582,9714.2619,1875.7606,1331.5758
140000,山西省,2014,12035.456,8574.4759,2249.1166,1211.8635,8455.87,1741.5761,1091.2238
140000,山西省,2013,10745.345,7616.6381,1957.879,1170.8279,6916.3384,1904.5287,1376.5083
140000,山西省,2012,8584.8533,5933.3013,1650.8257,1000.7263,5015.4253,1501.4344,1521.9965
140000,山西省,2011,6837.6888,4533.331,1427.2945,877.0633,3005.1316,1313.9252,1271.1429
140000,山西省,2010,5526.6025,3601.6,1133.4,791.6,2357.2,917.3,1323.8
140000,山西省,2009,4509.5569,2829.9162,1000.7992,678.8415,1966.7257,667.9268,1094.2374
140000,山西省,2008,3194.5681,2001.925,827.6737,364.9694,1129.5167,647.9789,845.5865
140000,山西省,2007,2600.2159,1602.7036,711.7152,285.7971,988.5289,517.76,651.3111
140000,山西省,2006,2055.6854,1272.297,568.7307,214.6577,774.2198,437.1179,519.0574
140000,山西省,2005,1666.4728,1001.2157,506.6506,158.6065,687.7869,403.1674,342.1718
140000,山西省,2004,1315.21,813.18,371.65,130.38,589.08,378.08,161.89
140000,山西省,2003,998.8,610.7931,271.3022,116.7287,443.1205,299.1089,124.3647
140000,山西省,2002,727.8,,,,,,
140000,山西省,2001,,,,,,,
140000,山西省,2000,,,,,,,
150000,内蒙古自治区,2019,,,,,,,
150000,内蒙古自治区,2018,,,,,,,
150000,内蒙古自治区,2017,13827.8549,9949.8288,2672.6274,1205.3987,10571.8148,1193.4287,1723.2863
150000,内蒙古自治区,2016,14893.9635,10865.308,2956.7188,1071.9367,11301.7888,1352.9758,1979.1614
150000,内蒙古自治区,2015,13529.1519,9584.1595,3268.2156,676.7768,10070.9728,1256.6564,1952.228
150000,内蒙古自治区,2014,17437.8467,11694.4427,4672.2261,1071.1779,13047.0362,1700.372,2272.3971
150000,内蒙古自治区,2013,14072.3876,9534.26,3627.62,910.5076,10663.678,1416.8002,1722.007
150000,内蒙古自治区,2012,11749.7701,8158.9827,2757.3696,833.4178,8875.2926,1179.8494,1453.7029
150000,内蒙古自治区,2011,10252.9744,7183.044,2342.3492,727.5812,5806.3204,1231.7016,1349.5628
150000,内蒙古自治区,2010,8687.9855,5785.6,2035.6,866.8,5489.5,1052.5,811.4
150000,内蒙古自治区,2009,7143.8367,4852.4787,1606.8665,684.4915,4515.4319,885.946,726.7751
150000,内蒙古自治区,2008,5327.0411,3597.8528,1204.5919,524.5964,3245.4497,700.4602,490.8086
150000,内蒙古自治区,2007,4255.0024,3004.3965,872.4004,378.2055,2548.7404,651.546,428.4138
150000,内蒙古自治区,2006,3264.8644,2311.078,668.779,285.0074,1926.2552,619.8121,272.3661
150000,内蒙古自治区,2005,2555.2528,1773.4552,554.6269,227.1707,1479.4022,554.4474,290.2442
150000,内蒙古自治区,2004,1707.5,1176.37,373.39,157.74,941.17,410.41,175.16
150000,内蒙古自治区,2003,1097.1,737.0594,228.1622,131.876,549.8937,282.5211,132.3803
150000,内蒙古自治区,2002,635.4,,,,,,
150000,内蒙古自治区,2001,,,,,,,
150000,内蒙古自治区,2000,,,,,,,
210000,辽宁省,2019,,,,,,,
210000,辽宁省,2018,,,,,,,
210000,辽宁省,2017,6444.749,4546.1071,1143.468,755.1739,5558.2761,409.8831,387.1261
210000,辽宁省,2016,6436.3272,4753.7395,969.4473,713.1404,5476.5429,441.4674,276.048
210000,辽宁省,2015,17640.3698,13105.893,3313.267,1221.2098,14196.7592,1640.105,1178.5724
210000,辽宁省,2014,24426.8339,17597.0085,4986.3997,1843.4257,20380.9827,2144.445,1218.6841
210000,辽宁省,2013,24791.4018,17055.3242,5398.0414,2338.0362,20577.1013,2157.6793,1323.2404
210000,辽宁省,2012,21535.3745,13806.9692,4903.0909,2825.3144,17516.5171,2038.3844,1359.9153
210000,辽宁省,2011,17431.4614,11399.094,3697.7832,2334.5842,9280.9788,1852.6182,1266.6686
210000,辽宁省,2010,15106.3279,9775.5,3477.1,1853.7,7724.3,2064.8,1172.0
210000,辽宁省,2009,11605.1207,7473.4372,2813.4626,1318.2209,5399.7973,1650.0608,1295.853
210000,辽宁省,2008,8881.9463,5526.6465,2229.0142,1126.2856,4144.8225,1065.3706,1138.5816
210000,辽宁省,2007,6576.0474,4176.0344,1459.1773,940.8357,3073.5768,820.8706,836.3231
210000,辽宁省,2006,4977.8419,3015.8521,1164.7115,797.2783,1976.3982,888.6478,689.0931
210000,辽宁省,2005,3666.5196,2161.2822,882.1431,623.0943,1388.4137,636.0336,588.3019
210000,辽宁省,2004,2580.28,1569.56,592.49,418.22,807.55,570.16,371.82
210000,辽宁省,2003,1771.2,1059.0855,375.5024,336.6383,511.8206,444.1263,243.3738
210000,辽宁省,2002,1364.0,,,,,,
210000,辽宁省,2001,,,,,,,
210000,辽宁省,2000,,,,,,,
220000,吉林省,2019,,,,,,,
220000,吉林省,2018,,,,,,,
220000,吉林省,2017,13130.9042,8695.8992,3611.0906,823.9144,7041.4915,2257.5378,2885.1246
220000,吉林省,2016,13773.1688,8515.5197,4251.2219,1006.4272,7056.7349,2280.8531,3432.9719
220000,吉林省,2015,12508.5936,7321.1895,4226.5632,960.8409,5731.1464,1821.4168,3889.3434
220000,吉林省,2014,11107.941,6624.2163,3646.3492,837.3755,5133.5175,1833.2659,3482.866
220000,吉林省,2013,9725.7583,5840.893,3097.6455,787.2198,4755.3584,1449.781,3013.6235
220000,吉林省,2012,9262.2341,5373.5807,2988.9857,899.6677,3885.3968,1734.5875,3148.9645
220000,吉林省,2011,7226.6494,4275.6154,2182.4748,768.5592,2515.2297,1473.2013,1695.7216
220000,吉林省,2010,7395.232,3976.2,2691.1,727.9,2159.4,1513.7,2036.1
220000,吉林省,2009,5958.9498,3442.544,1892.8091,623.5967,1968.3055,1383.7649,1449.7858
220000,吉林省,2008,4592.708,2646.8666,1410.1396,535.7018,1571.6807,1008.673,1064.3412
220000,吉林省,2007,3340.1891,2037.7386,846.4797,455.9708,1209.6537,648.4664,746.4379
220000,吉林省,2006,2366.0614,1445.0337,591.6712,329.3565,770.5805,454.8329,664.9786
220000,吉林省,2005,1581.2551,962.4651,434.8944,183.8956,559.2447,288.1244,436.296
220000,吉林省,2004,1059.35,678.64,260.95,119.76,383.64,259.18,195.09
220000,吉林省,2003,872.9,605.4314,165.5616,101.914,298.333,198.8456,182.7731
220000,吉林省,2002,750.7,,,,,,
220000,吉林省,2001,,,,,,,
220000,吉林省,2000,,,,,,,
230000,黑龙江省,2019,,,,,,,
230000,黑龙江省,2018,,,,,,,
230000,黑龙江省,2017,11079.6526,7552.0388,2926.3222,601.2916,6370.9521,1789.1535,1626.0403
230000,黑龙江省,2016,10432.5545,7270.1638,2556.0917,606.299,6234.977,1554.6691,1553.327
230000,黑龙江省,2015,9884.2828,7226.1907,2153.5547,504.5374,5826.1598,1192.1787,2005.7171
230000,黑龙江省,2014,9537.8774,7159.0165,1797.0392,581.8217,5950.7518,1175.034,1805.1798
230000,黑龙江省,2013,11121.2842,7960.3611,2538.5176,622.4055,6696.3683,1626.0426,1783.4449
230000,黑龙江省,2012,9375.4447,6576.9862,2040.1151,758.3434,5231.0839,1589.5847,1804.7417
230000,黑龙江省,2011,7157.9198,5024.4086,1385.9898,747.5214,2614.0876,1221.336,1632.0528
230000,黑龙江省,2010,6292.674,4124.9,1452.7,715.0,1802.8,1149.6,1983.7
230000,黑龙江省,2009,4695.7424,3047.6064,1140.5876,507.5484,1535.8696,832.3283,1350.4116
230000,黑龙江省,2008,3354.8229,2083.3822,857.9668,413.4739,916.2629,544.5369,1120.9553
230000,黑龙江省,2007,2591.6921,1690.5488,600.1133,301.03,724.6289,413.0071,801.1251
230000,黑龙江省,2006,2040.4122,1303.4433,496.8856,240.0833,584.5491,361.9383,588.1906
230000,黑龙江省,2005,1581.2177,1021.129,366.6393,193.4494,629.1036,249.6353,333.6479
230000,黑龙江省,2004,1316.97,848.62,298.87,169.48,526.67,258.09,164.02
230000,黑龙江省,2003,1069.5,706.8549,230.1394,132.4895,488.8564,255.7169,94.0988
230000,黑龙江省,2002,958.7,,,,,,
230000,黑龙江省,2001,,,,,,,
230000,黑龙江省,2000,,,,,,,
310000,上海市,2019,,,,,,,
310000,上海市,2018,,,,,,,
310000,上海市,2017,7240.9479,3960.0256,885.1698,2395.7525,5974.448,382.2833,486.1991
310000,上海市,2016,6751.6768,3864.9148,823.8891,2062.8729,5689.3276,311.4922,277.6723
310000,上海市,2015,6349.3886,3784.9056,760.8576,1803.6254,5306.8574,289.6516,345.0329
310000,上海市,2014,6012.966,3709.7954,624.8256,1678.345,5119.7779,303.6337,335.9346
310000,上海市,2013,5644.1312,3436.8505,787.5087,1419.772,4559.1036,310.6065,428.6224
310000,上海市,2012,5114.6352,3084.1414,819.6972,1210.7966,3984.52,369.2858,427.0367
310000,上海市,2011,4959.9267,3018.1591,737.7097,1204.0579,1667.9823,349.729,413.8624
310000,上海市,2010,4630.4723,2500.8,824.4,1305.2,1628.3,273.6,451.6
310000,上海市,2009,4618.9096,2659.6232,725.1122,1234.1742,2129.9613,334.4302,500.094
310000,上海市,2008,4404.9457,2357.9534,739.5825,1307.4098,1981.3167,420.7255,350.8508
310000,上海市,2007,4045.0984,2184.2732,811.4248,1049.4004,1729.2733,449.5831,287.6637
310000,上海市,2006,3497.4751,1843.6608,650.1876,1003.6267,1482.9434,370.9413,230.1132
310000,上海市,2005,3198.5733,1859.5067,520.1123,818.9543,1355.9827,273.1161,207.5498
310000,上海市,2004,2862.95,1561.36,539.33,762.27,1193.0,235.51,191.31
310000,上海市,2003,2245.5,1211.4578,421.1378,612.9482,853.0388,180.7961,239.3896
310000,上海市,2002,2012.3,,,,,,
310000,上海市,2001,,,,,,,
310000,上海市,2000,,,,,,,
320000,江苏省,2019,,,,,,,
320000,江苏省,2018,,,,,,,
320000,江苏省,2017,53000.2139,30261.0463,16915.2808,5823.8868,31281.5637,7464.4453,11919.3624
320000,江苏省,2016,49370.8521,28989.3463,15368.5672,5012.9386,30021.0141,8049.6356,8967.0731
320000,江苏省,2015,45905.1694,27570.9031,14225.156,4109.1103,26990.8757,9626.7812,6976.0253
320000,江苏省,2014,41552.7517,24686.1831,12327.5681,4539.0005,26130.2988,8298.7755,5241.8993
320000,江苏省,2013,35982.5173,20821.5617,10903.111,4257.8446,23220.3914,7272.5508,4221.0056
320000,江苏省,2012,30473.7435,17365.267,9127.3976,3981.0789,20169.8731,5480.0202,3832.5544
320000,江苏省,2011,26313.4617,14568.4735,8111.965,3633.0232,11544.9767,5018.8973,3135.6217
320000,江苏省,2010,17416.4655,9797.8,4612.9,3005.7,7544.5,3001.3,1928.7
320000,江苏省,2009,14266.8014,8205.7417,3857.1492,2203.9105,6132.5806,2786.7014,1496.0864
320000,江苏省,2008,11609.7148,6637.3429,2991.8975,1980.4745,4725.7031,2130.6909,1121.9157
320000,江苏省,2007,9161.373,5248.5407,2274.1788,1638.6535,3732.1499,1790.5174,856.7556
320000,江苏省,2006,7479.6043,4362.7115,1858.8966,1257.9962,2969.6125,1572.3465,799.5629
320000,江苏省,2005,6218.8917,3689.2742,1463.4331,1066.1844,2870.7467,1219.8343,464.6488
320000,江苏省,2004,5008.21,3020.06,1142.07,846.07,2077.29,1195.18,372.27
320000,江苏省,2003,4011.6,2310.5678,917.648,783.3767,1663.1142,1040.0897,409.5015
320000,江苏省,2002,2515.3,,,,,,
320000,江苏省,2001,,,,,,,
320000,江苏省,2000,,,,,,,
330000,浙江省,2019,,,,,,,
330000,浙江省,2018,,,,,,,
330000,浙江省,2017,31125.9901,18085.0481,5172.4651,7868.4769,20703.6289,3577.7004,5683.0286
330000,浙江省,2016,29571.0019,17849.8199,4939.436,6781.746,18769.1591,4288.9333,5280.089
330000,浙江省,2015,26664.7156,16105.5909,4576.78,5982.3447,16558.1783,5045.9556,3927.0039
330000,浙江省,2014,23554.7626,13709.2761,4038.8794,5806.6071,15502.0379,4131.121,2835.9314
330000,浙江省,2013,20194.0713,11706.7223,3350.5166,5136.8324,13256.3465,3812.8535,2187.3679
330000,浙江省,2012,17095.9606,9763.1088,2888.9033,4443.9485,11352.8109,3262.5003,1755.9067
330000,浙江省,2011,13651.6501,7962.4045,2386.69,3302.5556,5044.7572,2548.7131,1252.5659
330000,浙江省,2010,8438.0751,4888.9,1221.1,2328.0,2956.2,1247.3,714.4
330000,浙江省,2009,7454.3262,4356.8779,1239.4472,1858.0011,2838.9486,1367.0002,654.8038
330000,浙江省,2008,6551.1014,3765.775,1158.3746,1626.9518,2394.021,1265.6728,513.5894
330000,浙江省,2007,5996.9318,3376.0454,1067.3493,1553.5371,2178.901,1169.2235,505.6874
330000,浙江省,2006,5429.2766,3221.695,964.1253,1243.4563,2306.8564,855.3225,452.6544
330000,浙江省,2005,4784.6787,2912.6588,819.508,1052.5119,2200.1809,659.8874,330.1022
330000,浙江省,2004,3998.77,2432.39,601.75,964.64,1656.98,639.39,258.93
330000,浙江省,2003,3198.5,1824.6996,445.3099,928.4979,1323.8601,531.81,241.7727
330000,浙江省,2002,2429.3,,,,,,
330000,浙江省,2001,,,,,,,
330000,浙江省,2000,,,,,,,
340000,安徽省,2019,,,,,,,
340000,安徽省,2018,,,,,,,
340000,安徽省,2017,28816.3736,20482.7263,5789.8565,2543.7908,19502.0677,2831.742,6017.5593
340000,安徽省,2016,26577.3716,19918.7047,4828.5618,1830.1051,18797.7009,2740.5609,4591.9245
340000,安徽省,2015,23803.9289,17422.3358,4826.2143,1555.3788,16726.5467,3022.1448,3548.1166
340000,安徽省,2014,21256.2939,14999.9826,4532.8524,1723.4589,14854.4388,2977.0956,2945.3516
340000,安徽省,2013,18091.2064,12399.249,3823.4588,1868.4986,13123.5426,2307.2656,2289.8728
340000,安徽省,2012,14943.8115,9734.7285,3340.7628,1868.3202,10601.4775,2023.0664,1986.3076
340000,安徽省,2011,12007.865,7621.3025,2604.5555,1782.007,5880.5155,1717.3265,1494.8159
340000,安徽省,2010,10281.286,6519.4,2141.3,1620.6,4814.5,1450.7,1453.0
340000,安徽省,2009,7945.4978,5215.3976,1524.9609,1205.1393,3712.4974,1167.2524,1194.0905
340000,安徽省,2008,5948.6101,3831.7942,1172.484,944.3319,2687.3876,761.1502,882.153
340000,安徽省,2007,4444.5832,2749.9959,945.0379,749.5494,2085.9438,660.8487,616.3509
340000,安徽省,2006,3050.1522,1939.9721,609.0227,501.1574,1385.3524,442.5736,464.7562
340000,安徽省,2005,2126.6909,1287.296,453.2837,386.1112,1003.5367,236.887,362.75
340000,安徽省,2004,1613.01,968.05,349.06,295.9,694.4,234.66,273.33
340000,安徽省,2003,1184.5,720.8386,270.701,192.9757,499.6771,245.7587,162.1304
340000,安徽省,2002,864.5,,,,,,
340000,安徽省,2001,,,,,,,
340000,安徽省,2000,,,,,,,
350000,福建省,2019,,,,,,,
350000,福建省,2018,,,,,,,
350000,福建省,2017,26110.3418,18487.916,3769.2926,3853.1332,17087.984,5164.4626,3145.0714
350000,福建省,2016,22927.9901,16139.0445,3238.9962,3549.9494,14820.4325,4602.021,2843.057
350000,福建省,2015,20973.981,14671.9511,3238.872,3063.1579,12648.6834,4553.028,2854.0419
350000,福建省,2014,17869.755,12386.8895,2636.7359,2846.1296,11411.2779,3510.3646,2205.4258
350000,福建省,2013,15045.8082,10260.8705,2435.5076,2349.4301,9856.365,2884.5348,1703.1353
350000,福建省,2012,12182.5161,8073.4742,1980.6666,2128.3753,8177.2819,2375.602,1186.2471
350000,福建省,2011,9677.088,6115.2038,1638.3097,1923.5745,4095.9618,1899.1969,839.018
350000,福建省,2010,7385.7807,4012.0,1381.8,1992.0,3109.4,1437.0,605.8
350000,福建省,2009,5548.6078,3137.7,1183.5142,1227.3936,2538.1938,1081.9715,473.0539
350000,福建省,2008,4601.4982,2619.6863,979.6797,1002.1322,2162.0254,759.1848,287.6889
350000,福建省,2007,3829.0172,2111.1286,692.8265,1025.0621,1854.8611,468.1908,209.3249
350000,福建省,2006,2692.3568,1434.3743,499.7288,758.2537,1268.4221,354.7022,151.6987
350000,福建省,2005,1958.2994,1080.2132,434.5321,443.5541,918.4624,296.3634,98.1314
350000,福建省,2004,1594.54,947.88,355.53,291.13,657.9,269.59,71.96
350000,福建省,2003,1229.3,745.1773,257.3101,226.7899,506.1777,211.2809,52.5678
350000,福建省,2002,1030.6,,,,,,
350000,福建省,2001,,,,,,,
350000,福建省,2000,,,,,,,
360000,江西省,2019,,,,,,,
360000,江西省,2018,,,,,,,
360000,江西省,2017,21770.4331,16987.7362,3178.9832,1603.7137,16383.2357,1849.8866,3063.4793
360000,江西省,2016,19378.6876,14613.2016,3177.4527,1588.0333,13826.416,2063.35,3015.453
360000,江西省,2015,16993.8969,12740.1724,2726.8329,1526.8916,12267.4237,1401.7246,2958.1834
360000,江西省,2014,14646.3081,10470.266,2636.9294,1539.1127,10631.2144,1325.5795,2286.5337
360000,江西省,2013,12434.9494,8423.3804,2699.7478,1311.8212,8463.6317,1350.2446,2149.3574
360000,江西省,2012,10378.3697,6763.242,2353.7328,1261.3949,6841.9652,1329.8343,1853.5689
360000,江西省,2011,8753.9281,5440.3415,2187.7492,1125.8374,4981.2282,1056.3341,1399.1975
360000,江西省,2010,7856.9409,4525.9,2191.3,1139.7,4470.2,944.3,1227.1
360000,江西省,2009,6008.1185,3512.1002,1672.5698,823.4485,3325.7035,769.3552,897.1193
360000,江西省,2008,4325.3781,2565.2564,1200.7657,559.356,2195.6837,611.3109,652.3356
360000,江西省,2007,2954.8723,1878.9056,697.7879,378.1788,1507.3073,438.7252,429.5829
360000,江西省,2006,2375.3863,1534.1877,526.8087,314.3899,1210.0513,403.0946,306.5422
360000,江西省,2005,1902.6581,1243.9325,407.2613,251.4643,882.5495,373.0183,274.3235
360000,江西省,2004,1477.89,992.46,303.24,182.2,722.84,238.65,213.3
360000,江西省,2003,1099.1,754.3431,214.3756,130.3848,531.8188,200.0736,145.4644
360000,江西省,2002,714.6,,,,,,
360000,江西省,2001,,,,,,,
360000,江西省,2000,,,,,,,
370000,山东省,2019,,,,,,,
370000,山东省,2018,,,,,,,
370000,山东省,2017,54236.0344,36739.0245,13266.4943,4230.5156,29450.7299,9488.2827,14063.6426
370000,山东省,2016,52364.4936,33121.7466,15449.1053,3793.6417,27941.7791,9051.7777,13670.3827
370000,山东省,2015,47381.4559,29558.2334,13996.8464,3826.3761,23357.0276,9503.0693,12693.7825
370000,山东省,2014,41599.1323,27168.4062,10637.4129,3793.3132,20481.6131,7611.5904,12069.6907
370000,山东省,2013,35875.8558,22889.1292,9416.3557,3570.3709,17184.8384,6040.3073,11307.7565
370000,山东省,2012,30319.7641,18845.2011,7862.4317,3612.1313,15290.2077,6100.2129,7681.5146
370000,山东省,2011,25907.3848,16121.293,6901.8443,2884.2475,8574.7761,5552.4967,6460.3638
370000,山东省,2010,18844.4068,11336.0,4900.6,2607.8,5612.8,4367.9,4565.2
370000,山东省,2009,15439.097,9256.8794,4240.1617,1942.0559,4665.0669,3912.2922,3315.4219
370000,山东省,2008,12528.9581,7576.8339,3343.7648,1608.3594,4104.1903,3483.5326,2025.0726
370000,山东省,2007,10153.5618,6063.194,2850.8533,1239.5145,3971.3479,2921.0361,1091.8403
370000,山东省,2006,8715.5,5200.927,2453.3939,1061.1791,3467.6191,2680.1741,939.2441
370000,山东省,2005,7275.0622,4448.8169,1967.2421,859.0032,3583.5041,1706.7936,741.024
370000,山东省,2004,5418.55,3383.88,1419.79,614.89,2389.78,1602.81,463.72
370000,山东省,2003,4163.9,2574.8046,1072.5827,516.514,1592.0866,1439.1617,379.4214
370000,山东省,2002,2581.8,,,,,,
370000,山东省,2001,,,,,,,
370000,山东省,2000,,,,,,,
410000,河南省,2019,,,,,,,
410000,河南省,2018,,,,,,,
410000,河南省,2017,43890.3572,30119.0807,9643.2322,4128.0443,38420.9936,3161.4628,1547.6579
410000,河南省,2016,39753.9281,27120.8603,8953.8136,3679.2542,34321.7403,3430.3888,1240.84
410000,河南省,2015,34951.283,22271.3794,9126.1685,3553.7351,31047.0586,2110.2949,1203.3284
410000,河南省,2014,30012.2847,18955.9591,7994.8911,3061.4345,26218.2924,2032.4916,1308.2811
410000,河南省,2013,25188.0603,15213.6671,7188.3499,2786.0433,21539.7347,2140.6951,1195.1523
410000,河南省,2012,20558.6138,12242.181,5718.2713,2598.1615,16766.6826,2185.1993,1306.3736
410000,河南省,2011,16934.3229,10416.9676,4438.3061,2079.0492,10892.352,2070.0832,1107.5181
410000,河南省,2010,13934.8197,8302.2,3918.6,1714.0,8356.4,2175.7,1034.5
410000,河南省,2009,11454.8894,7243.716,3146.0613,1065.1121,6620.2057,2031.4287,979.1311
410000,河南省,2008,8721.1879,5473.6484,2407.9548,839.5847,5164.3125,1455.3146,655.0526
410000,河南省,2007,6609.1612,4307.3193,1693.3937,608.4482,3946.1616,1133.2823,523.5225
410000,河南省,2006,4840.8005,3115.5376,1196.3541,528.9088,2929.7237,791.8244,387.179
410000,河南省,2005,3461.2327,2318.5887,748.2555,394.3885,1961.6172,666.7994,343.5254
410000,河南省,2004,2434.88,1590.26,535.34,309.28,1267.63,554.95,206.52
410000,河南省,2003,1677.2,1087.3795,343.9995,245.7926,740.8963,411.9669,223.8495
410000,河南省,2002,1195.9,,,,,,
410000,河南省,2001,,,,,,,
410000,河南省,2000,,,,,,,
420000,湖北省,2019,,,,,,,
420000,湖北省,2018,,,,,,,
420000,湖北省,2017,31872.5708,23772.9815,4891.015,3208.5743,23775.2137,3182.3729,4213.8105
420000,湖北省,2016,29503.8751,22876.5797,4124.2122,2503.0832,22699.5288,2931.0253,3206.5012
420000,湖北省,2015,26086.4157,19669.8385,4060.2227,2356.3545,19416.0295,2272.9188,3923.4964
420000,湖北省,2014,22441.6718,16378.3793,3721.4187,2341.8738,16801.0548,1845.811,3364.5869
420000,湖北省,2013,18796.8523,12927.2736,3432.0675,2437.5112,13971.7032,1772.729,2681.171
420000,湖北省,2012,15148.7079,10140.4539,2823.9234,2184.3306,11074.3672,1688.5299,1970.4539
