省份编码,省份,年份,新增固定资产投资(不含农户)(亿元),农、林、牧、渔业新增固定资产投资(不含农户)(亿元),采掘业新增固定资产投资(不含农户)(亿元),制造业新增固定资产投资(不含农户)(亿元),电力、煤气及水的生产和供应业新增固定资产投资(不含农户)(亿元),建筑业新增固定资产投资(不含农户)(亿元),交通运输仓储和邮政业新增固定资产投资(不含农户)(亿元),信息传输、计算机服务和软件业新增固定资产投资(不含农户)(亿元),批发和零售业新增固定资产投资(不含农户)(亿元),住宿和餐饮业新增固定资产投资(不含农户)(亿元),金融业新增固定资产投资(不含农户)(亿元),房地产业新增固定资产投资(不含农户)(亿元),租赁和商务服务业新增固定资产投资(不含农户)(亿元),科学研究、技术服务和地质勘查业新增固定资产投资(不含农户)(亿元),水利、环境和公共设施管理业新增固定资产投资(不含农户)(亿元),居民服务和其他服务业新增固定资产投资(不含农户)(亿元),教育新增固定资产投资(不含农户)(亿元),卫生、社会保障和社会福利业新增固定资产投资(不含农户)(亿元),文化、体育和娱乐业新增固定资产投资(不含农户)(亿元),公共管理和社会组织新增固定资产投资(不含农户)(亿元),国际组织新增固定资产投资(不含农户)(亿元)
110000,北京市,2008,2385.8077,1.5242,25.584,94.5038,150.0606,2.5983,444.0809,24.2832,7.1535,16.0165,2.4934,1242.3702,47.0386,15.4771,144.5346,0.6775,30.5572,24.8445,94.9453,17.0643,
110000,北京市,2007,1753.4471,1.1424,13.4748,115.2964,96.3609,0.3192,98.6541,60.6824,14.5737,4.2429,2.696,1166.1093,11.6384,21.0337,58.9343,0.955,34.6248,9.3501,25.2557,18.103,
110000,北京市,2006,1767.0741,1.7319,2.7556,138.5614,65.0352,1.8207,112.1209,48.0657,14.8267,11.3644,0.0,1170.6289,0.3642,22.0389,64.5759,0.1286,66.6918,11.3022,6.9254,28.1357,
110000,北京市,2005,1703.5628,2.0745,4.8835,172.7569,73.4028,3.112,73.0154,24.7545,6.4616,1.8723,0.0446,1174.8607,8.81,12.4498,44.296,,31.3621,4.8137,13.5171,51.0753,
110000,北京市,2004,1318.15,1.54,2.5,76.37,38.1,9.0,34.88,50.57,11.98,0.77,33.96,858.78,7.38,33.93,59.28,0.28,41.31,12.41,5.68,39.41,
110000,北京市,2003,1165.8611,2.8485,4.2673,64.6917,68.624,5.3379,28.716,38.8295,5.2189,5.1457,0.25,681.6581,24.2271,12.9508,123.7748,0.1754,39.6153,5.8154,2.0142,51.7005,
110000,北京市,2002,,,,,,,,,,,,,,,,,,,,,
110000,北京市,2001,,,,,,,,,,,,,,,,,,,,,
110000,北京市,2000,,,,,,,,,,,,,,,,,,,,,
120000,天津市,2019,,,,,,,,,,,,,,,,,,,,,
120000,天津市,2018,,,,,,,,,,,,,,,,,,,,,
120000,天津市,2017,6690.1566,206.8168,157.9291,1687.8089,120.4925,106.4189,289.8513,125.5076,493.065,69.4318,3.7982,1156.2641,706.5597,341.2482,780.9714,176.3918,125.6543,31.7007,74.1476,36.0987,
120000,天津市,2016,7635.2401,247.62,101.8959,2187.2603,126.8182,68.3291,300.4327,125.6281,615.114,59.4337,12.6152,1553.1212,951.0087,196.898,792.5572,149.1575,62.6409,30.2782,41.2118,13.2194,
120000,天津市,2015,7797.3465,228.2818,28.8766,2681.9109,137.2039,102.3918,303.8739,100.107,482.9848,75.4382,30.3864,1878.9801,474.3553,87.6273,892.0611,76.0416,60.7422,65.2317,48.0085,42.8434,
120000,天津市,2014,6822.5764,216.5193,340.2368,1854.4721,125.9122,79.7624,345.0222,90.6003,287.4089,49.4025,52.3573,1458.0151,884.2909,133.5961,555.4066,111.8778,69.2079,49.8321,60.0281,58.6278,
120000,天津市,2013,5568.2875,208.506,279.7413,1608.2155,142.9164,92.9692,127.5463,62.0218,237.4105,42.2008,20.8043,1548.8319,290.7103,63.2205,555.6898,97.894,73.0068,30.4142,48.8796,37.3083,
120000,天津市,2012,4512.1708,153.2008,48.0673,1456.4044,143.9937,28.6032,214.459,57.9569,169.186,51.4086,7.3198,1306.4508,225.6745,46.4984,304.9117,40.4038,98.6272,39.9763,45.9839,73.0445,
120000,天津市,2011,3760.824,110.1093,54.0724,1032.8703,111.2334,27.6432,79.6909,41.9032,104.0203,35.4394,13.2952,1313.1082,166.0592,6.4337,356.2413,76.9238,92.0668,20.4062,39.6975,79.6097,
120000,天津市,2010,2750.3,20.1,87.1,1060.9,131.6,20.4,117.1,34.1,68.3,21.3,2.9,754.3,118.5,9.9,205.6,7.3,23.5,15.7,19.6,32.1,
120000,天津市,2009,2361.8292,34.5436,332.9632,789.8074,118.2243,9.942,48.6385,24.6907,38.1854,19.1812,1.5459,629.2652,65.1286,6.052,126.6268,21.2759,23.8811,10.6491,10.2485,50.9798,
120000,天津市,2008,1676.819,16.0713,82.2975,337.017,76.1274,35.6795,286.3295,32.7859,28.3952,11.4102,0.5708,509.3935,20.9956,8.2075,151.0694,9.5736,30.4928,4.2876,4.9404,31.1743,
120000,天津市,2007,1167.1964,7.0229,32.2236,360.577,27.9811,18.9737,74.7051,18.6494,12.5357,6.4581,0.7763,507.441,7.7245,1.1189,45.4779,5.3715,16.7284,13.9137,1.639,7.8786,
120000,天津市,2006,1283.3791,2.189,153.7588,390.2989,43.502,7.292,118.5774,9.1801,23.9618,6.5416,0.1013,400.8336,4.282,0.8083,54.3886,2.247,25.6837,10.4195,13.9563,15.3572,
120000,天津市,2005,719.1668,4.116,71.6585,186.557,24.5181,5.3141,66.0215,12.7659,13.2891,1.3092,0.5841,270.4969,0.6634,1.4929,28.4039,0.48,15.2792,10.2374,0.3755,5.6041,
120000,天津市,2004,576.76,1.95,122.01,129.39,38.18,4.1,41.54,12.34,18.85,8.42,0.62,102.0,1.13,2.21,51.37,0.67,16.97,10.43,3.45,11.12,
120000,天津市,2003,546.5841,1.8881,70.3304,84.6786,23.0958,6.0706,76.6013,19.2325,8.5211,0.687,0.6357,162.318,1.5111,0.7522,50.1326,0.2987,23.1904,3.5919,2.0874,10.9607,
120000,天津市,2002,,,,,,,,,,,,,,,,,,,,,
120000,天津市,2001,,,,,,,,,,,,,,,,,,,,,
120000,天津市,2000,,,,,,,,,,,,,,,,,,,,,
130000,河北省,2019,,,,,,,,,,,,,,,,,,,,,
130000,河北省,2018,,,,,,,,,,,,,,,,,,,,,
130000,河北省,2017,21681.8798,1406.976,300.9732,10248.0288,1303.0898,2.7836,1155.1257,182.2351,604.5564,165.4509,36.2931,1975.8471,394.948,273.4308,2581.6992,65.2775,232.3112,231.1151,372.0151,149.7232,
130000,河北省,2016,22385.7816,1371.4751,448.5867,10832.7811,1271.7782,7.3168,1740.7803,153.4514,675.941,146.549,62.1668,2232.4907,258.3317,270.9854,1984.0178,72.0091,269.5599,189.5389,239.7689,158.2528,
130000,河北省,2015,22406.9378,1355.6435,493.7571,10634.4032,1631.0058,13.7558,1771.8789,105.9071,736.2793,161.5765,40.7853,2545.6502,307.4646,155.9839,1584.031,68.4355,209.8221,208.6779,289.5702,92.3099,
130000,河北省,2014,19029.2241,923.2912,593.6544,9110.9432,699.9186,3.0372,1655.8535,115.7907,745.5453,182.7537,20.3623,2539.0153,230.4938,170.3364,1284.3113,47.8387,224.9249,153.2525,188.1773,139.7238,
130000,河北省,2013,17537.3393,694.5743,619.1898,8311.4609,513.9517,15.5117,1476.5614,45.4032,691.5935,157.9231,30.4264,2627.9686,264.0833,124.0339,1217.2833,46.867,179.4881,121.5066,254.8009,144.7116,
130000,河北省,2012,12617.784,531.1586,523.6096,5706.5906,467.0123,33.1324,964.0535,36.3743,430.3306,141.5494,13.5761,2310.9222,137.0934,113.6456,681.6338,31.2742,160.5801,83.5933,124.9356,126.7184,
130000,河北省,2011,10256.815,352.1408,455.5734,4576.5828,360.9376,23.5189,633.1592,11.9204,294.2346,84.0777,16.17,2369.2132,42.4998,20.1464,690.9792,26.4277,112.4888,57.6213,69.0062,60.117,
130000,河北省,2010,8053.9,233.7,220.6,3208.3,483.8,25.1,796.1,33.6,278.6,74.9,4.7,1478.3,65.6,59.4,776.9,22.6,82.8,65.6,57.3,86.0,
130000,河北省,2009,6836.5793,186.4919,234.1788,3351.0745,310.8433,19.0247,416.7507,11.3016,308.1151,71.0278,8.8717,897.1523,26.4403,45.8102,613.8821,16.9844,90.2972,87.6624,58.0975,82.5728,
130000,河北省,2008,4734.249,151.0557,200.7402,2213.4192,336.0952,19.8444,367.9608,66.652,193.2004,42.7466,9.0805,583.053,25.8751,20.7424,260.7289,7.2601,110.1472,49.1968,32.636,43.8145,
130000,河北省,2007,3512.4575,98.0306,154.3055,1486.1269,326.1114,19.8754,322.8377,66.6356,140.1763,39.1756,3.3817,423.5636,20.832,43.2716,154.6765,8.2183,96.7616,32.3819,24.5236,51.5717,
130000,河北省,2006,2611.4318,62.0945,122.4105,1053.1484,230.7452,16.3501,248.666,45.4042,118.0466,34.5468,6.4126,334.1098,15.2851,25.9006,111.0952,10.4445,60.8474,29.8814,14.0351,72.0078,
130000,河北省,2005,1982.3711,45.107,89.8166,764.6913,180.4615,17.495,229.5341,39.2555,79.2184,15.1561,2.4386,222.1788,10.3513,23.7912,91.6247,3.841,43.8955,19.6157,12.4365,91.4623,
130000,河北省,2004,1559.0,32.71,42.57,551.81,133.51,44.41,140.87,66.11,50.66,12.54,1.96,201.26,9.87,27.62,80.93,2.43,49.76,12.75,20.26,76.97,
130000,河北省,2003,1108.8845,23.2875,15.1276,362.8649,65.7779,26.8177,81.4566,55.8131,37.2865,6.8489,2.0141,224.5278,10.4955,18.1367,59.5833,4.1685,36.5976,9.369,7.8267,60.8846,
130000,河北省,2002,,,,,,,,,,,,,,,,,,,,,
130000,河北省,2001,,,,,,,,,,,,,,,,,,,,,
130000,河北省,2000,,,,,,,,,,,,,,,,,,,,,
140000,山西省,2019,,,,,,,,,,,,,,,,,,,,,
140000,山西省,2018,,,,,,,,,,,,,,,,,,,,,
140000,山西省,2017,3654.8185,404.5883,374.5732,609.3971,439.8775,8.4348,222.2859,24.0988,74.2705,16.0748,0.7704,832.2135,23.9878,9.1865,459.6253,5.6421,36.0482,38.6604,45.1131,29.9703,
140000,山西省,2016,9665.2686,1616.8462,789.1143,2128.759,751.7734,11.2372,593.4055,59.4313,291.2919,54.7065,8.5443,1448.118,112.8941,76.9988,1230.1199,38.2206,152.9833,82.9149,153.4426,64.4668,
140000,山西省,2015,10841.2978,1411.7617,1182.5721,2421.9353,713.1465,9.0925,652.968,80.6351,335.6903,84.8892,4.3801,1851.7624,58.2722,88.0422,1444.792,42.0793,160.4303,91.0094,162.8389,45.0003,
140000,山西省,2014,8825.7466,809.7872,1090.222,1901.721,679.874,6.1017,768.8913,50.7369,191.4141,45.4721,2.5302,1808.6883,64.6247,32.0493,993.8699,27.23,125.4377,45.4197,137.0028,44.6737,
140000,山西省,2013,6229.3323,544.2216,991.0145,1398.8246,422.0649,5.3212,412.2298,28.7417,153.8295,67.769,4.941,1183.1635,26.5547,22.1151,707.4949,19.1762,95.3507,47.6776,60.7094,38.1324,
140000,山西省,2012,5108.6434,246.0783,779.0562,1261.81,466.9904,12.9317,478.8222,24.8011,123.9262,50.2801,1.1048,874.0632,18.0507,15.1064,535.9825,8.4821,83.3679,44.3698,49.1744,34.2454,
140000,山西省,2011,3962.071,187.0043,629.7185,814.2567,323.8241,6.3806,430.7899,29.8607,92.3853,36.9627,1.2429,812.7592,16.1626,16.1491,379.9864,5.7124,78.6975,35.6005,51.1774,13.4002,
140000,山西省,2010,3145.1,134.6,429.6,697.1,388.2,12.7,444.7,27.8,69.9,24.6,2.2,459.9,15.0,9.8,230.1,4.2,117.7,32.3,24.0,20.5,
140000,山西省,2009,2436.4004,91.73,448.1049,507.3144,323.7676,18.0854,181.9238,37.6723,52.7935,31.7799,1.923,362.4018,4.7925,3.4095,252.8219,3.6402,62.696,18.7473,20.0957,12.7007,
140000,山西省,2008,1772.5918,41.6451,255.8594,417.1598,252.584,17.0144,139.7764,51.632,27.7576,19.0543,0.9534,285.0656,1.7163,3.8139,176.9787,1.3615,28.2895,14.3995,14.5897,22.9407,
140000,山西省,2007,1779.1631,26.9815,290.9493,424.9835,323.5339,9.1207,189.8067,40.9914,25.5479,10.9866,0.3275,214.8335,1.5889,2.8928,125.0273,1.9775,34.3433,9.9741,9.9866,35.3101,
140000,山西省,2006,1300.6083,13.3218,163.6005,542.2474,114.3196,5.9178,134.2822,34.0939,21.2926,11.3191,0.6988,117.5192,1.5785,2.7405,71.9419,1.0642,30.8451,9.7451,6.0346,18.0455,
140000,山西省,2005,888.7193,7.1195,154.9867,232.1276,120.7944,1.2851,130.5438,19.6405,24.3344,8.2548,1.1999,106.3183,0.7494,1.3073,38.3574,0.5915,20.1157,6.9257,4.0367,10.0306,
140000,山西省,2004,742.94,5.41,93.57,241.55,83.29,2.43,109.53,28.31,21.11,6.65,0.75,76.0,0.28,0.75,31.55,0.22,19.27,3.87,4.28,14.11,
140000,山西省,2003,607.7713,6.7984,58.4208,190.0977,47.3484,2.8117,132.1984,14.7047,13.7687,4.0048,1.9422,66.6602,0.085,1.2533,32.9496,0.057,18.0282,3.6621,3.0749,9.9052,
140000,山西省,2002,,,,,,,,,,,,,,,,,,,,,
140000,山西省,2001,,,,,,,,,,,,,,,,,,,,,
140000,山西省,2000,,,,,,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2019,,,,,,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2018,,,,,,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2017,10692.9475,809.7826,715.9862,2206.6607,1200.426,21.0663,791.3793,172.057,367.6944,83.6047,13.9046,989.6209,89.6202,87.5107,2425.6718,48.0412,149.037,123.1314,197.0295,200.723,
150000,内蒙古自治区,2016,10160.9534,772.3859,631.5012,2133.5319,1291.2508,111.5797,934.4791,113.8864,341.6708,57.4397,13.3991,897.2375,67.9871,72.0686,2070.7265,22.8371,137.5614,93.3283,137.9442,260.1381,
150000,内蒙古自治区,2015,10383.9507,738.1815,584.8574,2383.6794,1363.1226,133.8908,1146.1327,72.6442,410.405,93.5779,33.9998,924.7854,101.1416,81.844,1592.9888,35.3802,130.5913,111.0596,160.7427,284.9258,
150000,内蒙古自治区,2014,12763.7574,940.8965,987.6645,3444.7535,1355.3057,138.7429,1137.6559,194.333,592.3583,142.6219,37.9856,1148.447,111.8347,132.9955,1641.2228,72.5966,151.0967,83.1825,147.6582,302.4056,
150000,内蒙古自治区,2013,9164.1265,632.8621,840.0713,2393.8749,933.6273,81.9393,899.1781,82.0713,314.0611,100.2526,20.4069,1178.8961,48.9167,45.5464,1061.3654,28.928,99.1756,69.4041,93.4695,240.0798,
150000,内蒙古自治区,2012,7809.7813,447.7055,779.1753,2058.3991,720.5494,86.0847,748.3346,70.2546,253.7388,98.2378,24.3503,1015.2873,86.3598,31.515,955.3814,19.4523,101.3135,55.4394,74.885,183.3175,
150000,内蒙古自治区,2011,7300.8108,370.4877,833.549,1745.9532,1094.4734,88.4267,691.4579,56.3703,304.3358,69.0996,65.1276,818.328,53.3271,36.5286,657.2412,14.3441,100.4691,48.5998,87.6428,165.0489,
150000,内蒙古自治区,2010,5742.8,281.2,636.0,1384.0,840.9,59.2,603.7,64.6,171.9,52.1,11.7,638.9,23.7,26.4,535.0,12.1,123.6,42.8,88.1,147.0,
150000,内蒙古自治区,2009,4620.5901,237.0239,516.7148,1120.8453,722.7112,44.1496,399.9985,41.8807,166.2578,59.8747,18.3073,526.9598,24.3469,26.2959,400.9734,15.4043,71.1113,40.3229,49.1337,138.2781,
150000,内蒙古自治区,2008,3309.3366,174.9282,297.5849,638.8582,632.4112,27.0018,322.5443,38.0566,94.9762,47.4735,16.015,370.7858,9.2291,24.1757,323.5838,8.0985,57.4778,27.9172,66.7721,131.4467,
150000,内蒙古自治区,2007,3015.7388,113.1287,359.2448,583.7143,613.2676,19.2605,328.9614,35.8038,55.7887,42.9427,3.064,306.0313,2.4462,12.251,291.3482,5.3809,37.4761,22.5822,36.5824,146.464,
150000,内蒙古自治区,2006,1998.6261,87.5362,232.6771,505.6382,306.994,14.6029,204.5426,18.9678,63.1819,28.894,2.2042,181.4036,2.8189,12.3205,145.7956,3.3474,29.7235,13.8423,15.263,128.8724,
150000,内蒙古自治区,2005,1622.6065,70.5254,156.0417,368.8689,214.4867,8.9859,318.6227,14.1278,47.0618,15.1615,1.3851,113.8535,1.9676,9.7026,159.7781,2.8437,31.9692,11.6136,9.8594,65.7513,
150000,内蒙古自治区,2004,938.43,46.31,57.01,262.97,117.16,9.36,118.83,18.99,30.57,10.06,4.01,93.31,1.81,3.51,80.64,1.31,22.5,7.7,6.67,45.71,
150000,内蒙古自治区,2003,751.0715,29.4947,35.063,172.2007,145.8738,1.857,101.406,17.1775,15.3424,4.2201,2.4749,77.5817,1.1101,2.2279,79.4805,1.9358,15.402,5.4611,5.4189,37.3434,
150000,内蒙古自治区,2002,,,,,,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2001,,,,,,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2000,,,,,,,,,,,,,,,,,,,,,
210000,辽宁省,2019,,,,,,,,,,,,,,,,,,,,,
210000,辽宁省,2018,,,,,,,,,,,,,,,,,,,,,
210000,辽宁省,2017,2994.1351,61.5131,115.0773,576.4932,188.477,16.261,299.8105,59.096,57.4158,26.6254,7.0685,1053.9776,44.8036,18.5081,274.2207,16.7256,64.427,29.4663,43.4261,40.7423,
210000,辽宁省,2016,3181.9541,83.3563,86.9658,820.6759,251.4256,2.7999,200.9496,11.9913,101.0775,32.7865,4.1993,1067.1286,37.0783,18.3945,307.114,27.7328,29.6533,23.6168,39.6627,35.3454,
210000,辽宁省,2015,14707.8312,404.0152,399.9759,6244.812,449.0432,11.5553,1166.7221,180.9872,910.4785,296.9429,39.2257,1418.194,334.6701,270.77,1816.2733,129.0476,176.1735,137.1537,197.8877,123.9033,
210000,辽宁省,2014,17234.0734,464.737,466.2319,7050.9997,713.6736,102.7723,1249.3077,151.0192,845.4415,330.406,64.2717,2714.5485,413.3268,216.1256,1657.9941,178.1631,202.3162,103.6298,189.874,119.2347,
210000,辽宁省,2013,14666.3716,393.0977,444.5073,6085.5919,566.441,152.4422,942.3498,84.8089,593.0164,391.9053,128.5711,2400.5292,276.1935,140.0105,1214.2791,137.3409,167.9341,115.0359,262.3038,170.013,
210000,辽宁省,2012,12879.5032,368.5923,533.1797,5306.6064,508.8764,274.0363,550.455,97.495,472.0033,238.291,36.6673,2489.5906,198.0809,104.5574,986.4238,111.828,167.5018,88.0972,158.9517,188.2691,
210000,辽宁省,2011,9779.5744,363.1979,343.9976,3850.2509,334.6475,158.5038,441.1233,58.1255,255.9389,129.444,50.4351,2242.1012,179.4532,56.5778,856.9852,60.2344,74.7465,52.9643,73.4788,197.3685,
210000,辽宁省,2010,8012.8,138.5,411.2,3570.0,376.2,113.4,410.9,95.9,188.3,108.0,12.5,1341.1,164.1,32.3,699.1,27.6,63.1,61.7,77.9,121.0,
210000,辽宁省,2009,6856.9175,115.1381,229.3417,2905.9496,341.1382,93.8717,405.8862,86.4654,322.9421,126.1212,21.5985,1123.0393,88.3711,58.1705,584.1711,48.5911,72.6414,59.4182,51.1902,122.8719,
210000,辽宁省,2008,5056.6948,77.0661,235.8116,2189.0941,219.2069,40.6054,232.8227,61.8041,179.9541,97.3428,21.9398,986.36,74.7145,47.7847,373.1698,31.7367,66.9226,33.4031,39.0321,47.9237,
210000,辽宁省,2007,3564.2055,47.2901,208.7799,1378.23,228.1617,28.6979,248.5193,31.4142,143.1957,57.0934,9.3056,655.1459,39.2885,31.8419,268.6983,24.596,70.5135,27.3918,28.3067,37.7351,
210000,辽宁省,2006,2719.6097,35.0126,189.8173,1084.4151,89.4759,31.0037,173.6553,39.2234,103.7554,41.9706,4.5608,579.3841,34.8341,16.6693,141.0463,13.4351,56.7957,17.4768,33.4288,33.6494,
210000,辽宁省,2005,2366.9687,26.7189,146.4323,977.2584,94.993,18.8933,139.9187,35.6773,91.7002,39.6958,9.8925,462.3591,29.7858,20.6442,130.6968,10.632,60.7153,18.0826,21.3179,31.5546,
210000,辽宁省,2004,1574.15,16.6,97.42,493.28,67.67,19.26,145.75,47.85,71.95,31.44,4.02,341.02,17.62,13.61,95.73,8.5,39.41,9.3,23.32,30.35,0.05
210000,辽宁省,2003,1230.1709,18.0064,75.3716,332.7137,51.0661,8.9468,64.1079,50.6887,35.1624,27.6528,5.3741,351.6479,8.3005,6.7001,50.2312,2.0312,34.6454,6.288,14.4208,86.8153,
210000,辽宁省,2002,,,,,,,,,,,,,,,,,,,,,
210000,辽宁省,2001,,,,,,,,,,,,,,,,,,,,,
210000,辽宁省,2000,,,,,,,,,,,,,,,,,,,,,
220000,吉林省,2019,,,,,,,,,,,,,,,,,,,,,
220000,吉林省,2018,,,,,,,,,,,,,,,,,,,,,
220000,吉林省,2017,10097.3517,716.1115,281.1955,4437.8342,379.9135,218.2211,1045.6933,357.9618,471.0107,130.4867,33.069,571.094,178.8821,112.5245,678.8276,91.3828,124.8209,99.3164,90.5413,78.4648,
220000,吉林省,2016,9948.3987,603.473,359.513,4784.0848,370.9538,150.3346,669.0578,157.0009,665.558,107.877,34.6695,537.7392,166.8399,121.9826,640.944,88.2734,82.8566,111.7213,77.3791,218.1402,
220000,吉林省,2015,10899.7448,474.464,459.5729,5374.6112,380.0242,164.4933,992.9716,168.3892,497.2556,89.1373,33.0984,645.5556,99.8927,103.7953,818.5211,84.8686,100.6668,75.1724,92.4903,244.7643,
220000,吉林省,2014,9602.2989,399.5115,402.0331,4671.8278,501.3803,180.8152,419.6737,83.7117,456.5355,96.4631,51.2703,701.4007,82.3726,110.1955,994.6593,68.9997,109.7073,80.116,71.7607,119.8649,
220000,吉林省,2013,7433.0965,245.7737,332.1665,3587.239,320.5691,76.3548,282.8967,43.3917,324.9214,89.8777,19.8309,880.3148,52.0133,68.9044,640.4162,36.121,64.2143,55.4806,164.3995,148.2109,
220000,吉林省,2012,6763.0803,185.7539,442.2849,3285.9282,315.2976,46.9415,350.2196,74.1117,360.4084,60.3698,9.7637,711.0273,34.1828,46.1209,574.1207,36.1107,48.0869,44.054,40.3555,97.9422,
220000,吉林省,2011,5391.3503,157.179,240.0367,2397.6202,291.5911,34.2868,698.9848,22.4815,217.9409,35.0405,4.8113,721.9685,31.8984,26.6454,323.6588,23.9886,52.4649,35.775,23.609,51.3689,
220000,吉林省,2010,5285.7,108.6,264.1,2480.0,314.7,64.0,329.5,42.5,193.2,54.1,7.6,703.3,31.0,41.2,400.7,20.2,78.4,39.2,48.7,64.9,
220000,吉林省,2009,4153.7919,102.0577,282.0853,1977.6532,217.0275,30.8199,191.7662,54.1194,184.5281,62.8719,7.768,424.6028,61.2549,37.5197,346.7225,17.4423,58.5321,41.5395,26.4198,29.0611,
220000,吉林省,2008,3279.8625,61.1493,149.6232,1480.1014,223.8816,19.2666,200.0275,32.3348,146.0358,39.4113,7.1156,381.0019,29.0859,24.6306,326.5352,14.4201,47.5007,33.3204,34.1191,30.3015,
220000,吉林省,2007,2129.8923,38.1124,171.0582,873.1388,102.5664,9.7521,137.6142,38.0151,69.0149,17.4692,5.6385,303.2057,39.244,15.2797,178.817,9.4711,31.4224,19.6057,18.7852,51.6817,
220000,吉林省,2006,1602.722,27.2009,131.4261,582.7344,57.2507,13.546,133.0471,35.6505,60.0299,14.0444,3.1097,160.9178,18.5184,19.4318,179.0368,6.5962,43.6117,19.4371,32.2807,64.8518,
220000,吉林省,2005,985.7439,11.8183,69.899,384.2828,33.384,7.8483,97.9064,17.0559,32.728,8.3314,4.4991,86.9785,8.7619,6.1826,86.2268,3.0119,42.0461,11.7306,30.1165,42.9358,
220000,吉林省,2004,642.81,9.2,51.73,236.43,32.92,4.68,70.16,13.72,11.82,4.69,3.02,80.8,2.9,2.69,40.22,1.46,24.68,5.33,3.88,42.48,
220000,吉林省,2003,594.5951,11.2153,37.6197,174.6762,28.4848,16.5955,50.2695,13.0004,16.2396,4.9733,1.7762,115.1225,2.3357,3.6318,40.9732,0.8473,26.2493,5.3515,2.3936,42.8397,
220000,吉林省,2002,,,,,,,,,,,,,,,,,,,,,
220000,吉林省,2001,,,,,,,,,,,,,,,,,,,,,
220000,吉林省,2000,,,,,,,,,,,,,,,,,,,,,
230000,黑龙江省,2019,,,,,,,,,,,,,,,,,,,,,
230000,黑龙江省,2018,,,,,,,,,,,,,,,,,,,,,
