省份编码,省份,年份,全社会住宅投资(亿元),城镇住宅投资(亿元),房地产住宅投资(亿元)
230000,黑龙江省,2016,709.1606,669.9443,597.9597
230000,黑龙江省,2015,819.4098,715.1857,681.1541
230000,黑龙江省,2014,1118.6717,1031.6655,946.027
230000,黑龙江省,2013,1419.8476,1328.9678,1124.7187
230000,黑龙江省,2012,1480.705,1402.7207,1122.5245
230000,黑龙江省,2011,1378.1588,1297.511,947.8981
230000,黑龙江省,2010,1066.2,939.7,657.5
230000,黑龙江省,2009,810.2464,727.3805,442.5157
230000,黑龙江省,2008,565.4112,486.1263,306.587
230000,黑龙江省,2007,468.1402,407.3138,279.6442
230000,黑龙江省,2006,379.8219,326.393,247.6493
230000,黑龙江省,2005,262.4471,229.9774,174.8422
230000,黑龙江省,2004,246.44,218.63,139.73
230000,黑龙江省,2003,178.59,156.1787,88.621
230000,黑龙江省,2002,,,
230000,黑龙江省,2001,,,
230000,黑龙江省,2000,,,
310000,上海市,2019,,,2318.1257
310000,上海市,2018,,,2225.917
310000,上海市,2017,2159.0702,2153.9217,2152.4006
310000,上海市,2016,1979.8455,1975.7559,1965.428
310000,上海市,2015,1822.73,1819.9684,1813.3187
310000,上海市,2014,1730.8079,1727.4384,1724.6467
310000,上海市,2013,1626.9469,1623.7997,1615.506
310000,上海市,2012,1457.6399,1455.0526,1451.9446
310000,上海市,2011,1469.2274,1467.1713,1465.5238
310000,上海市,2010,1233.0,1230.8,1229.8
310000,上海市,2009,922.8077,920.2104,918.6847
310000,上海市,2008,903.3463,896.8912,875.4607
310000,上海市,2007,853.1341,848.6205,837.5305
310000,上海市,2006,854.1516,845.2818,835.6283
310000,上海市,2005,940.8054,929.7314,920.8365
310000,上海市,2004,921.18,914.1,900.67
310000,上海市,2003,692.16,684.5259,676.2825
310000,上海市,2002,,,
310000,上海市,2001,466.7104,,
310000,上海市,2000,443.9033,,
320000,江苏省,2019,,,9461.9838
320000,江苏省,2018,,,8366.1809
320000,江苏省,2017,7777.8048,7611.6888,7315.2779
320000,江苏省,2016,7161.4155,6971.128,6628.8705
320000,江苏省,2015,6775.4151,6527.1597,6080.2054
320000,江苏省,2014,6632.9509,6367.4116,5924.5083
320000,江苏省,2013,5990.3299,5646.3322,5171.4983
320000,江苏省,2012,5051.226,4837.5044,4354.626
320000,江苏省,2011,4687.5843,4515.7802,4094.0332
320000,江苏省,2010,3665.2,3380.7,3158.5
320000,江苏省,2009,2856.2859,2598.0677,2423.7737
320000,江苏省,2008,2756.2381,2569.843,2459.395
320000,江苏省,2007,2168.2388,1946.8614,1870.7172
320000,江苏省,2006,1697.624,1506.9806,1425.9756
320000,江苏省,2005,1386.5328,1210.6279,1133.0594
320000,江苏省,2004,1273.98,1052.17,960.94
320000,江苏省,2003,812.82,665.113,596.6854
320000,江苏省,2002,,,
320000,江苏省,2001,,,
320000,江苏省,2000,,,
330000,浙江省,2019,,,7727.1077
330000,浙江省,2018,,,7156.4509
330000,浙江省,2017,6510.2229,6019.9767,5645.9787
330000,浙江省,2016,5945.2603,5347.5904,4806.6393
330000,浙江省,2015,5717.2718,5145.1954,4450.7263
330000,浙江省,2014,5782.4379,5169.6171,4594.173
330000,浙江省,2013,5039.9379,4538.0822,4089.2167
330000,浙江省,2012,4318.4956,3860.0634,3436.7379
330000,浙江省,2011,3510.5809,3068.8166,2723.7072
330000,浙江省,2010,2785.5,2271.8,2058.2
330000,浙江省,2009,2154.2538,1731.0452,1581.3232
330000,浙江省,2008,1883.6288,1524.3751,1426.5508
330000,浙江省,2007,1685.0722,1407.5932,1308.2714
330000,浙江省,2006,1458.6295,1225.687,1143.7869
330000,浙江省,2005,1377.2509,1169.009,1089.5057
330000,浙江省,2004,1274.52,1073.78,978.01
330000,浙江省,2003,977.42,802.5744,715.8355
330000,浙江省,2002,,,
330000,浙江省,2001,,,
330000,浙江省,2000,,,
340000,安徽省,2019,,,5248.064
340000,安徽省,2018,,,4563.41
340000,安徽省,2017,4590.0994,4278.8612,4006.9994
340000,安徽省,2016,3718.9206,3414.81,3069.364
340000,安徽省,2015,3559.7967,3150.2112,2849.1942
340000,安徽省,2014,3636.2898,3196.5939,2847.6344
340000,安徽省,2013,3284.3892,2931.802,2549.8814
340000,安徽省,2012,2738.0055,2385.2478,2059.2945
340000,安徽省,2011,2478.5707,2153.1261,1869.6348
340000,安徽省,2010,2248.7,1836.3,1595.5
340000,安徽省,2009,1746.7245,1379.5559,1175.5778
340000,安徽省,2008,1429.8768,1168.9256,1011.5919
340000,安徽省,2007,988.9958,764.6707,662.8333
340000,安徽省,2006,748.0653,584.8529,480.9034
340000,安徽省,2005,554.5796,378.9668,323.3619
340000,安徽省,2004,425.75,293.79,242.25
340000,安徽省,2003,311.58,209.4234,165.6236
340000,安徽省,2002,,,
340000,安徽省,2001,,,
340000,安徽省,2000,,,
350000,福建省,2019,,,4076.3073
350000,福建省,2018,,,3456.8623
350000,福建省,2017,3625.348,3387.6411,3236.5109
350000,福建省,2016,3424.7954,3204.7299,2999.2893
350000,福建省,2015,3287.7065,3010.9358,2864.9524
350000,福建省,2014,3277.3692,3029.4467,2917.1687
350000,福建省,2013,2814.2493,2590.7738,2402.0834
350000,福建省,2012,2135.3841,1931.2775,1751.9814
350000,福建省,2011,1924.751,1737.6213,1572.1093
350000,福建省,2010,1254.1,1077.8,975.1
350000,福建省,2009,1008.4843,856.8717,743.2742
350000,福建省,2008,903.5276,789.1343,735.9284
350000,福建省,2007,861.9672,778.3872,778.3872
350000,福建省,2006,611.559,540.069,511.6755
350000,福建省,2005,437.9168,381.2585,363.7199
350000,福建省,2004,414.55,347.32,308.45
350000,福建省,2003,336.28,273.3635,237.6658
350000,福建省,2002,,,
350000,福建省,2001,,,
350000,福建省,2000,,,
360000,江西省,2019,,,1687.1796
360000,江西省,2018,,,1590.6432
360000,江西省,2017,1891.5797,1646.6207,1391.7925
360000,江西省,2016,1752.9388,1499.5118,1247.5828
360000,江西省,2015,1604.8695,1273.1142,1113.0924
360000,江西省,2014,1704.9514,1333.2283,971.9227
360000,江西省,2013,1471.0634,1108.7052,795.3764
360000,江西省,2012,1232.9522,933.2545,684.2114
360000,江西省,2011,1030.8997,787.6039,661.1398
360000,江西省,2010,876.7,640.1,544.8
360000,江西省,2009,789.7548,595.4865,509.167
360000,江西省,2008,670.1626,519.4106,446.4119
360000,江西省,2007,535.1476,406.6405,354.254
360000,江西省,2006,402.7199,311.7005,264.5486
360000,江西省,2005,297.0842,228.693,208.1628
360000,江西省,2004,260.95,198.01,151.94
360000,江西省,2003,209.42,149.2875,108.5084
360000,江西省,2002,,,
360000,江西省,2001,,,
360000,江西省,2000,,,
370000,山东省,2019,,,6672.2209
370000,山东省,2018,,,5717.5198
370000,山东省,2017,5870.573,5416.4947,4929.531
370000,山东省,2016,5806.8457,5343.6895,4690.2164
370000,山东省,2015,5542.3706,5098.2864,4399.4427
370000,山东省,2014,5396.5306,4964.0045,4184.3316
370000,山东省,2013,5242.328,4759.1755,3976.6293
370000,山东省,2012,4815.2704,4279.0326,3473.2267
370000,山东省,2011,4480.9941,4002.6968,3198.7841
370000,山东省,2010,3706.9,3140.0,2511.2
370000,山东省,2009,2915.202,2457.5055,1860.515
370000,山东省,2008,2540.8699,2181.0218,1600.2624
370000,山东省,2007,1978.4271,1664.9825,1190.6798
370000,山东省,2006,1557.5422,1284.3034,895.461
370000,山东省,2005,1276.1235,1028.8873,698.2621
370000,山东省,2004,1088.46,790.45,549.9
370000,山东省,2003,885.41,614.8689,408.8581
370000,山东省,2002,,,
370000,山东省,2001,,,
370000,山东省,2000,,,
410000,河南省,2019,,,6055.3707
410000,河南省,2018,,,5387.622
410000,河南省,2017,6097.9628,5634.204,5330.795
410000,河南省,2016,5629.4476,5094.4207,4558.067
410000,河南省,2015,4533.6059,3976.686,3529.1542
410000,河南省,2014,4309.7883,3707.5315,3289.1963
410000,河南省,2013,3975.678,3274.6294,2827.0863
410000,河南省,2012,3332.2972,2578.9815,2203.0619
410000,河南省,2011,3033.4106,2336.5413,2021.185
410000,河南省,2010,2721.5,1992.0,1685.2
410000,河南省,2009,2300.381,1594.2417,1235.2117
410000,河南省,2008,1924.9583,1351.0096,970.8573
410000,河南省,2007,1445.2895,929.8142,639.0811
410000,河南省,2006,1019.4036,646.962,432.6384
410000,河南省,2005,713.6222,404.2164,271.6205
410000,河南省,2004,585.71,337.41,175.02
410000,河南省,2003,439.75,243.214,135.0953
410000,河南省,2002,,,
410000,河南省,2001,,,
410000,河南省,2000,,,
420000,湖北省,2019,,,3954.7223
420000,湖北省,2018,,,3464.5868
420000,湖北省,2017,3865.2562,3555.1843,3235.421
420000,湖北省,2016,3817.4642,3434.8454,3012.3477
420000,湖北省,2015,3555.6655,3202.5786,3020.5401
420000,湖北省,2014,3371.8885,3006.6243,2755.4186
420000,湖北省,2013,2833.1161,2474.9035,2251.5586
420000,湖北省,2012,2213.2947,1904.1498,1698.3811
420000,湖北省,2011,1816.8072,1497.6958,1334.4189
420000,湖北省,2010,1400.1,1190.1,1040.2
420000,湖北省,2009,1159.4852,930.2113,804.1595
420000,湖北省,2008,932.0206,742.5439,660.4803
420000,湖北省,2007,717.1605,559.0416,507.8509
420000,湖北省,2006,564.4851,451.415,410.9974
420000,湖北省,2005,441.5831,350.93,317.6464
420000,湖北省,2004,383.44,300.94,228.26
420000,湖北省,2003,332.07,242.5894,171.9094
420000,湖北省,2002,,,
420000,湖北省,2001,,,
420000,湖北省,2000,,,
430000,湖南省,2019,,,3197.3486
430000,湖南省,2018,,,2764.4751
430000,湖南省,2017,2850.9711,2345.2804,2194.4058
430000,湖南省,2016,2661.5401,2125.0606,1871.297
430000,湖南省,2015,2504.8177,1937.6221,1802.938
430000,湖南省,2014,2726.5515,2163.9058,1998.5121
430000,湖南省,2013,2486.3197,1989.127,1845.8103
430000,湖南省,2012,2194.1785,1732.3867,1572.6652
430000,湖南省,2011,1978.2288,1599.1056,1487.9038
430000,湖南省,2010,1505.9,1207.5,1134.6
430000,湖南省,2009,1163.4156,945.1081,837.8977
430000,湖南省,2008,957.4766,800.4046,703.0758
430000,湖南省,2007,800.0777,653.8885,572.9021
430000,湖南省,2006,579.4791,448.508,381.18
430000,湖南省,2005,504.7532,362.0911,306.1462
430000,湖南省,2004,421.1,279.63,207.03
430000,湖南省,2003,337.02,213.529,145.7959
430000,湖南省,2002,,,
430000,湖南省,2001,,,
430000,湖南省,2000,,,
440000,广东省,2019,,,10852.7692
440000,广东省,2018,,,9757.8608
440000,广东省,2017,8536.6695,8232.532,8100.9277
440000,广东省,2016,7472.8003,7147.434,6977.6579
440000,广东省,2015,6527.5791,6168.8698,5890.5079
440000,广东省,2014,5907.4727,5489.6661,5187.3184
440000,广东省,2013,5210.5934,4823.4979,4530.6255
440000,广东省,2012,4344.4852,3972.4179,3704.9832
440000,广东省,2011,4021.0906,3666.5333,3453.0401
440000,广东省,2010,3161.7,2824.3,2539.0
440000,广东省,2009,2631.0244,2362.7842,2090.0933
440000,广东省,2008,2630.5049,2339.8878,2131.5812
440000,广东省,2007,2246.6228,1979.6845,1802.9577
440000,广东省,2006,1649.7908,1448.0138,1302.7328
440000,广东省,2005,1283.5259,1120.9653,1065.7419
440000,广东省,2004,1182.57,1031.61,889.42
440000,广东省,2003,1106.17,941.3751,827.435
440000,广东省,2002,,,
440000,广东省,2001,,,
440000,广东省,2000,,,
450000,广西壮族自治区,2019,,,2924.1851
450000,广西壮族自治区,2018,,,2217.4998
450000,广西壮族自治区,2017,2504.3907,2083.5198,1983.5172
450000,广西壮族自治区,2016,2239.087,1822.7953,1725.2858
450000,广西壮族自治区,2015,1913.5531,1514.0752,1407.7508
450000,广西壮族自治区,2014,1786.1116,1397.9298,1292.6348
450000,广西壮族自治区,2013,1617.1929,1250.5254,1166.6137
450000,广西壮族自治区,2012,1503.773,1178.7743,1069.642
450000,广西壮族自治区,2011,1455.8752,1172.4993,1078.9954
450000,广西壮族自治区,2010,1218.6,969.8,878.9
450000,广西壮族自治区,2009,914.6794,686.1838,577.173
450000,广西壮族自治区,2008,666.3328,498.9924,412.8343
450000,广西壮族自治区,2007,556.2505,430.9494,353.5791
450000,广西壮族自治区,2006,397.8786,301.35,248.4244
450000,广西壮族自治区,2005,341.6021,231.0168,190.7662
450000,广西壮族自治区,2004,269.18,184.59,112.74
450000,广西壮族自治区,2003,207.56,129.8263,73.2095
450000,广西壮族自治区,2002,,,
450000,广西壮族自治区,2001,,,
450000,广西壮族自治区,2000,,,
460000,海南省,2019,,,1034.8597
460000,海南省,2018,,,1310.5058
460000,海南省,2017,1612.9154,1503.005,1477.5334
460000,海南省,2016,1476.5591,1353.7184,1317.7292
460000,海南省,2015,1384.5436,1296.9041,1246.7789
460000,海南省,2014,1242.964,1178.6053,1122.1374
460000,海南省,2013,1082.855,1016.8263,995.0886
460000,海南省,2012,860.0469,791.1707,725.3209
460000,海南省,2011,687.9573,643.1107,562.2933
460000,海南省,2010,495.3,469.1,417.1
460000,海南省,2009,329.7403,316.7316,261.875
460000,海南省,2008,207.2485,193.4724,172.3627
460000,海南省,2007,130.1993,121.0941,104.383
460000,海南省,2006,84.7662,76.4746,63.2158
460000,海南省,2005,78.6496,67.8945,56.6217
460000,海南省,2004,68.84,61.42,46.98
460000,海南省,2003,54.21,47.4983,29.8856
460000,海南省,2002,,,
460000,海南省,2001,,,
460000,海南省,2000,,,
500000,重庆市,2019,,,3246.7657
500000,重庆市,2018,,,3012.6477
500000,重庆市,2017,2829.7646,2759.135,2632.8813
500000,重庆市,2016,2567.0496,2482.0218,2319.9701
500000,重庆市,2015,2600.8939,2490.5221,2390.491
500000,重庆市,2014,2717.6801,2604.9076,2451.366
500000,重庆市,2013,2374.3619,2260.3493,2044.2392
500000,重庆市,2012,1946.85,1878.0066,1706.7687
500000,重庆市,2011,1676.8553,1622.7769,1438.4457
500000,重庆市,2010,1325.9,1245.8,1091.5
500000,重庆市,2009,986.0387,914.0361,789.0183
500000,重庆市,2008,753.8458,699.0339,619.525
500000,重庆市,2007,655.6788,597.8779,521.8209
500000,重庆市,2006,503.3054,448.167,376.8907
500000,重庆市,2005,408.5426,357.8474,300.4026
500000,重庆市,2004,317.54,265.73,208.69
500000,重庆市,2003,291.23,239.8307,177.4341
500000,重庆市,2002,,,
500000,重庆市,2001,159.7802,,
500000,重庆市,2000,41.7096,,
510000,四川省,2019,,,4665.3051
510000,四川省,2018,,,3764.712
510000,四川省,2017,4024.8558,3568.7487,3182.3448
510000,四川省,2016,4194.2646,3760.0443,3185.6366
510000,四川省,2015,4034.1048,3601.2485,3048.7228
510000,四川省,2014,4087.5569,3553.3459,2847.8207
510000,四川省,2013,3551.5943,3122.9436,2537.8926
510000,四川省,2012,3046.3103,2714.5598,2197.745
510000,四川省,2011,2846.2802,2497.9383,1989.3934
510000,四川省,2010,2354.1,1898.0,1535.3
510000,四川省,2009,2373.6832,1545.6216,1150.0278
510000,四川省,2008,1492.4926,1257.5476,1035.9853
510000,四川省,2007,1306.8059,1132.7598,930.3464
510000,四川省,2006,992.6909,835.9236,660.196
510000,四川省,2005,697.6281,583.1224,473.2924
510000,四川省,2004,537.56,426.15,338.2
510000,四川省,2003,515.36,403.7082,326.9725
510000,四川省,2002,,,
510000,四川省,2001,,,
510000,四川省,2000,,,
520000,贵州省,2019,,,2078.3661
520000,贵州省,2018,,,1557.8459
520000,贵州省,2017,1616.7947,1478.4884,1365.3265
520000,贵州省,2016,1535.4914,1349.8583,1243.6021
520000,贵州省,2015,1682.2546,1480.3112,1327.7676
520000,贵州省,2014,1605.5005,1416.0581,1350.3388
520000,贵州省,2013,1549.2215,1344.1929,1224.2284
520000,贵州省,2012,1164.9408,1006.3297,930.3118
520000,贵州省,2011,803.4668,651.3544,576.4391
520000,贵州省,2010,530.4,393.1,328.6
520000,贵州省,2009,423.8563,320.8209,249.4624
520000,贵州省,2008,311.667,236.8145,195.4897
520000,贵州省,2007,245.4852,186.088,156.0743
520000,贵州省,2006,177.3595,129.3617,104.535
520000,贵州省,2005,142.3958,101.8512,85.8733
520000,贵州省,2004,130.74,97.04,70.97
520000,贵州省,2003,112.66,81.0745,56.5984
520000,贵州省,2002,,,
520000,贵州省,2001,,,
520000,贵州省,2000,,,
530000,云南省,2019,,,3028.9632
530000,云南省,2018,,,2115.1729
530000,云南省,2017,2610.4493,2329.3153,1743.9149
530000,云南省,2016,2871.5056,2515.1266,1635.3764
530000,云南省,2015,2549.2877,2202.8087,1670.2652
530000,云南省,2014,2524.9302,2206.601,1830.0705
530000,云南省,2013,2244.3976,2021.0657,1642.4032
530000,云南省,2012,1606.6507,1431.9529,1152.5012
530000,云南省,2011,1199.9584,1037.2115,884.8156
530000,云南省,2010,920.5,761.5,654.7
530000,云南省,2009,819.8839,685.5176,552.9587
530000,云南省,2008,637.9789,520.9464,424.0234
530000,云南省,2007,519.9418,414.259,320.4592
530000,云南省,2006,394.9211,299.4822,238.7174
530000,云南省,2005,322.5582,235.0104,173.3652
530000,云南省,2004,253.17,159.52,100.31
530000,云南省,2003,200.61,132.3188,81.5444
530000,云南省,2002,,,
530000,云南省,2001,,,
530000,云南省,2000,,,
540000,西藏自治区,2019,,,96.8672
540000,西藏自治区,2018,,,49.9948
540000,西藏自治区,2017,71.1022,71.1022,20.0964
540000,西藏自治区,2016,70.996,70.996,39.1421
540000,西藏自治区,2015,68.094,68.094,39.5958
540000,西藏自治区,2014,61.5559,61.5559,29.4421
540000,西藏自治区,2013,28.1026,28.1026,5.8669
540000,西藏自治区,2012,39.0415,39.0415,4.2509
540000,西藏自治区,2011,28.1246,28.1246,3.7363
540000,西藏自治区,2010,42.1,21.8,7.0
540000,西藏自治区,2009,52.454,28.7122,11.3798
540000,西藏自治区,2008,63.6277,42.8392,11.9545
540000,西藏自治区,2007,66.4863,36.8513,10.4008
540000,西藏自治区,2006,52.061,24.7654,6.9001
540000,西藏自治区,2005,19.4904,19.4904,4.3348
540000,西藏自治区,2004,19.91,19.91,5.27
540000,西藏自治区,2003,9.09,9.0946,1.6461
540000,西藏自治区,2002,,,
540000,西藏自治区,2001,,,
540000,西藏自治区,2000,,,
610000,陕西省,2019,,,2957.0773
610000,陕西省,2018,,,2411.5501
610000,陕西省,2017,2719.2212,2452.9156,2145.5576
610000,陕西省,2016,2647.4178,2344.553,1916.1261
610000,陕西省,2015,2568.1208,2274.4878,1827.8046
610000,陕西省,2014,2777.0196,2514.5212,1869.685
610000,陕西省,2013,2627.6684,2353.9053,1768.9545
610000,陕西省,2012,2362.3404,2131.0435,1477.57
610000,陕西省,2011,1902.8781,1673.8418,1176.9311
610000,陕西省,2010,1486.6,1334.8,938.2
610000,陕西省,2009,1208.2665,1090.7358,780.8278
610000,陕西省,2008,1035.8174,902.7702,603.7546
610000,陕西省,2007,788.6337,700.4675,427.5363
610000,陕西省,2006,531.0098,471.2242,319.422
610000,陕西省,2005,369.5851,315.6116,212.2786
610000,陕西省,2004,312.25,256.4,150.38
610000,陕西省,2003,274.82,222.8816,123.4696
610000,陕西省,2002,,,
610000,陕西省,2001,,,
610000,陕西省,2000,,,
620000,甘肃省,2019,,,865.9275
620000,甘肃省,2018,,,672.3474
620000,甘肃省,2017,744.6228,676.2184,601.2544
620000,甘肃省,2016,788.7637,720.9102,563.7505
620000,甘肃省,2015,791.9779,725.2189,526.56
620000,甘肃省,2014,770.0593,705.6021,496.3706
620000,甘肃省,2013,858.1355,788.2155,539.8519
620000,甘肃省,2012,751.3316,679.2298,412.5139
620000,甘肃省,2011,622.9436,561.6986,266.7317
620000,甘肃省,2010,486.5,389.1,187.9
620000,甘肃省,2009,402.6584,278.3619,138.263
620000,甘肃省,2008,435.0512,361.3343,137.5149
620000,甘肃省,2007,179.836,148.8239,95.076
620000,甘肃省,2006,140.4182,114.5696,71.7862
620000,甘肃省,2005,140.0094,114.4862,61.0986
620000,甘肃省,2004,116.11,95.72,46.9
620000,甘肃省,2003,97.35,79.7082,34.3764
620000,甘肃省,2002,,,
620000,甘肃省,2001,,,
620000,甘肃省,2000,,,
630000,青海省,2019,,,294.0813
630000,青海省,2018,,,215.8873
630000,青海省,2017,335.2411,287.5236,213.664
630000,青海省,2016,383.6769,322.65,227.775
630000,青海省,2015,322.9008,273.2164,201.3766
630000,青海省,2014,331.0324,275.7845,190.6743
630000,青海省,2013,295.7297,237.343,159.7196
630000,青海省,2012,316.3069,254.8944,141.1006
630000,青海省,2011,306.3711,250.4963,90.1224
630000,青海省,2010,177.9,114.2,75.2
630000,青海省,2009,100.2678,75.2202,54.572
630000,青海省,2008,65.3222,55.5027,42.8812
630000,青海省,2007,50.3319,40.5745,28.0506
630000,青海省,2006,40.583,32.864,22.9397
630000,青海省,2005,27.8488,22.7021,16.5786
630000,青海省,2004,28.94,25.58,16.56
