省份编码,省份,年份,房屋施工面积(万平方米),住宅房屋施工面积(万平方米),商品住宅房屋施工面积(万平方米),房屋竣工面积(万平方米),住宅房屋竣工面积(万平方米),商品住宅房屋竣工面积(万平方米),房屋竣工价值(亿元),住宅房屋竣工价值(亿元),商品住宅房屋竣工价值(亿元)
120000,天津市,2007,7709.6092,4164.0855,3744.8691,2600.7049,1648.2888,1398.6126,566.7573,387.7058,364.6693
120000,天津市,2006,7441.366,3773.1113,3396.4462,2723.0419,1576.9768,1308.954,516.1096,317.1225,293.4495
120000,天津市,2005,6295.1913,3450.9635,2827.8669,2862.9384,1687.3083,1270.9611,372.0533,204.2994,173.5415
120000,天津市,2004,5213.7,2934.34,2352.98,2384.84,1452.61,1014.46,297.2,181.1,151.5
120000,天津市,2003,4377.95,2045.47,,2072.42,1121.96,,119.977,,
120000,天津市,2002,3917.46,1871.64,,1835.39,1043.38,,,,
120000,天津市,2001,3205.4,1706.21,,1614.92,958.73,,70.5326,,
120000,天津市,2000,3076.23,1788.32,,1477.36,910.3,,,,
130000,河北省,2019,,,,,,,,,
130000,河北省,2018,,,,,,,,,
130000,河北省,2017,,,,,,,,,
130000,河北省,2016,49121.0877,28155.8707,23407.1911,16221.3354,7024.8137,3352.6104,,,
130000,河北省,2015,57974.1126,30392.6998,23674.3802,19635.7961,8463.2781,3226.9125,,,
130000,河北省,2014,66068.4205,30962.8225,24456.1488,16444.877,8003.0944,3195.1105,2997.2427,1388.7198,841.2843
130000,河北省,2013,78002.043,30799.8336,23558.2606,16644.9257,8522.7517,3517.7952,3043.3249,1466.9366,897.3706
130000,河北省,2012,67400.0998,31394.1863,21895.9526,17687.4621,9609.0271,3978.095,2949.3985,1457.1013,885.0664
130000,河北省,2011,57110.6136,31201.6456,21320.1706,17580.6986,10093.8943,4273.6869,2822.6947,1554.1121,1036.7352
130000,河北省,2010,48769.2,26410.4,17159.6,15945.2,9156.4,3130.1,2274.3,1197.5,689.0
130000,河北省,2009,37281.7314,18951.8408,10872.1184,14536.4555,7447.261,1939.6999,1844.574,833.4646,395.8647
130000,河北省,2008,25403.2134,14228.7981,7755.6969,11354.6361,6212.914,1501.4182,1293.9983,639.4158,278.7282
130000,河北省,2007,20697.9268,11656.1072,5174.7103,10520.0731,6029.776,1208.9601,957.1301,483.1237,190.3836
130000,河北省,2006,17973.1794,10773.5444,4188.5205,9598.1679,5917.3929,1245.7616,824.4465,435.5584,172.7791
130000,河北省,2005,18061.6158,10187.6874,3254.8012,11283.5979,6424.8441,1021.7865,734.0625,389.4396,121.5566
130000,河北省,2004,15977.11,8962.53,2759.76,10206.55,5652.87,710.14,603.88,327.06,82.61
130000,河北省,2003,15368.2,8183.36,,10753.6,6304.4,,131.4185,,
130000,河北省,2002,14228.3,,,10679.9,6328.9,,,,
130000,河北省,2001,14986.2,,,10376.8,6930.2,,76.8997,,
130000,河北省,2000,13473.6,,,10512.6,6843.0,,,,
140000,山西省,2019,,,,,,,,,
140000,山西省,2018,,,,,,,,,
140000,山西省,2017,,,,,,,,,
140000,山西省,2016,28565.7675,18239.9321,12222.3158,9348.4138,6265.6201,2042.2192,,,
140000,山西省,2015,31549.7541,19859.378,11449.9658,8978.834,6062.3738,1574.6777,,,
140000,山西省,2014,32645.0537,19818.7723,11471.767,8328.1767,5919.6435,1701.6427,1555.7653,1063.0382,507.7121
140000,山西省,2013,29493.5218,17921.8873,10754.9465,8308.1244,5514.2984,1847.9861,1420.3798,867.9751,401.5974
140000,山西省,2012,25555.6253,16860.3644,9299.6204,7038.0012,4812.8162,1435.694,1193.3806,784.5371,330.2475
140000,山西省,2011,19196.7047,13588.9909,7714.3314,7175.421,5314.7408,1888.201,1040.7156,731.8306,345.9302
140000,山西省,2010,17138.3,11700.1,6254.4,6139.9,3980.7,991.3,754.9,450.7,168.6
140000,山西省,2009,13408.7166,9645.1653,4622.0379,4904.5839,3537.2513,743.6154,632.4562,405.6272,136.1641
140000,山西省,2008,10629.1961,7640.1784,3274.6425,4921.8792,3693.2002,781.2003,525.8085,364.551,111.4899
140000,山西省,2007,9898.5436,7253.3713,2847.1272,4814.8258,3709.7198,686.3693,436.772,304.863,88.0036
140000,山西省,2006,8508.9008,6151.5587,2622.0814,3938.6956,2879.0211,592.6109,335.3711,214.0612,75.1664
140000,山西省,2005,6185.9056,4046.8149,1766.7959,3380.015,2326.2482,557.3845,270.0648,156.399,68.6002
140000,山西省,2004,5354.17,3167.85,1168.71,2952.8,1922.16,394.77,220.25,116.28,46.24
140000,山西省,2003,5020.9,3095.7,,2989.0,1975.0,,54.4055,,
140000,山西省,2002,4503.6,2781.08,,2956.8,1957.3,,,,
140000,山西省,2001,4166.9,2913.54,,2834.1,2130.7,,34.2613,,
140000,山西省,2000,3891.6,2960.2,,2408.3,1935.6,,,,
150000,内蒙古自治区,2019,,,,,,,,,
150000,内蒙古自治区,2018,,,,,,,,,
150000,内蒙古自治区,2017,,,,,,,,,
150000,内蒙古自治区,2016,22167.0886,13577.3579,11141.4067,5446.3902,2969.6316,1203.2591,,,
150000,内蒙古自治区,2015,23619.9462,13481.9411,11554.2269,4507.0698,2712.949,1281.4462,,,
150000,内蒙古自治区,2014,25542.2956,14723.8873,12386.9382,5639.9699,3075.2189,1496.6623,1186.8499,639.2594,395.9797
150000,内蒙古自治区,2013,27175.4877,15258.567,12634.1053,6322.36,3676.3237,2001.211,1320.0251,680.0522,466.6119
150000,内蒙古自治区,2012,25866.6659,13835.4941,11181.6609,6175.6914,3055.9687,1816.1022,1129.7261,549.4254,380.6025
150000,内蒙古自治区,2011,23773.9346,13243.3346,10900.5845,5619.1219,3167.0977,1984.3057,1077.6571,551.5767,393.323
150000,内蒙古自治区,2010,19808.3,11398.5,8272.9,5823.4,3415.1,1868.5,929.4,468.1,340.4
150000,内蒙古自治区,2009,14506.0761,8260.6394,6307.2165,4476.8174,2946.3525,1958.7413,732.6614,441.1855,330.9352
150000,内蒙古自治区,2008,12873.5798,7916.8188,5784.3586,4945.8776,2889.7576,1670.3525,709.5738,340.9932,232.3438
150000,内蒙古自治区,2007,10343.9355,6128.9144,4338.5761,4922.5064,2900.4081,1552.3563,555.0809,297.084,195.5588
150000,内蒙古自治区,2006,8092.0152,4638.4746,2917.6775,4221.9751,2444.1851,1101.661,405.5321,206.87,115.3313
150000,内蒙古自治区,2005,6454.0967,3248.2527,1606.4738,3454.0213,1881.4799,715.6088,292.8547,137.2335,67.4906
150000,内蒙古自治区,2004,5681.39,2884.77,964.01,3464.73,1949.8,478.65,236.91,106.33,45.15
150000,内蒙古自治区,2003,5138.3,547.58,,3416.0,2028.1,,53.0759,,
150000,内蒙古自治区,2002,3942.5,755.25,,2805.0,1783.0,,,,
150000,内蒙古自治区,2001,3633.2,488.09,,2618.2,1807.8,,44.9042,,
150000,内蒙古自治区,2000,3444.1,353.56,,2599.9,1874.9,,,,
210000,辽宁省,2019,,,,,,,,,
210000,辽宁省,2018,,,,,,,,,
210000,辽宁省,2017,,,,,,,,,
210000,辽宁省,2016,31661.7382,20117.3828,19104.6434,4819.9257,3141.3923,2210.061,,,
210000,辽宁省,2015,50299.8777,24010.0145,21406.763,13215.8199,4971.7463,2529.2903,,,
210000,辽宁省,2014,68646.3021,32316.7668,28524.5446,16930.9983,8176.6652,4940.4849,3548.4755,1406.0628,1197.9457
210000,辽宁省,2013,71452.5328,35972.2482,31416.5103,18807.6271,8902.8981,5025.692,3600.1193,1414.1338,1214.6
210000,辽宁省,2012,68320.2356,34069.2726,29284.881,16867.5472,9103.7648,5132.2876,3048.1789,1409.4458,1201.0496
210000,辽宁省,2011,60774.5802,31734.3372,26644.9415,15210.6137,9160.9362,5225.2025,2592.6051,1406.3974,1188.909
210000,辽宁省,2010,49050.3,24867.6,20677.3,13603.7,7504.3,3691.4,2249.2,961.2,760.7
210000,辽宁省,2009,33860.3621,18429.8388,14526.9008,12730.2972,7152.4914,3394.768,1806.3674,794.5072,598.2982
210000,辽宁省,2008,29521.2965,15741.2736,11735.6274,12913.057,6879.9319,3264.6751,1570.436,697.6726,523.4726
210000,辽宁省,2007,25805.8937,13503.7299,9355.1075,11279.2083,6189.6324,2685.1345,1237.3956,550.8605,371.4084
210000,辽宁省,2006,19863.9526,10863.3621,6694.9283,10241.7578,5960.0524,2446.4038,985.6617,473.7447,306.0846
210000,辽宁省,2005,15665.5856,8617.0447,5536.4189,8260.5787,4819.2372,2127.7933,744.3378,366.9793,246.0472
210000,辽宁省,2004,13398.42,7659.37,4547.03,7535.63,4672.77,1741.02,576.5,297.88,194.76
210000,辽宁省,2003,11820.7,7017.8,,6949.9,4352.1,,230.1203,,
210000,辽宁省,2002,10359.3,6552.0,,6309.8,4221.1,,,,
210000,辽宁省,2001,8877.8,5871.3,,5519.0,4033.8,,181.8389,,
210000,辽宁省,2000,7986.4,5449.2,,5202.0,3920.1,,,,
220000,吉林省,2019,,,,,,,,,
220000,吉林省,2018,,,,,,,,,
220000,吉林省,2017,,,,,,,,,
220000,吉林省,2016,18735.5738,8861.14,8305.987,4997.5054,1504.0528,1008.3717,,,
220000,吉林省,2015,16935.7599,9269.0425,8282.6622,4673.0645,1905.9574,1000.7531,,,
220000,吉林省,2014,18426.0325,10042.263,9067.0951,5119.7938,2076.0498,1309.2601,1438.6164,360.5123,266.8129
220000,吉林省,2013,19753.3765,10675.3885,9317.7664,5673.9153,2694.631,1769.947,1176.6988,473.2318,380.1042
220000,吉林省,2012,17562.5099,9607.8507,8512.5959,5155.1057,2363.3391,1613.5936,1111.1313,406.0109,313.8484
220000,吉林省,2011,15635.1606,9072.629,7265.1099,4876.2652,2647.2439,1548.2168,856.5238,411.0406,306.4584
220000,吉林省,2010,14624.4,7748.1,5758.9,5967.6,3052.3,1695.0,901.9,384.2,274.9
220000,吉林省,2009,12546.3155,6702.7672,4439.0103,5395.0207,2590.3017,1293.5916,743.3209,270.8012,179.1138
220000,吉林省,2008,11168.9362,5617.1206,4175.7475,5304.333,2512.6457,1350.5087,730.3343,271.8502,182.4798
220000,吉林省,2007,9555.1872,5042.7014,3655.966,4524.8663,2209.4969,1147.4601,543.2984,208.3777,128.7968
220000,吉林省,2006,7176.269,3760.9619,2385.1539,3807.3877,1804.0896,785.9107,425.7079,159.8786,88.3418
220000,吉林省,2005,5548.2341,2773.8794,1525.2107,3074.4386,1438.5365,496.1164,282.9919,103.9646,49.2896
220000,吉林省,2004,4011.43,1991.82,1157.91,2061.36,988.1,371.6,198.07,76.99,37.46
220000,吉林省,2003,4913.1,2711.53,,3367.3,1990.1,,82.0176,,
220000,吉林省,2002,4856.6,2653.24,,3349.0,1988.8,,,,
220000,吉林省,2001,4449.5,2203.74,,3106.5,1997.3,,68.1602,,
220000,吉林省,2000,3500.4,2083.84,,2616.9,1720.4,,,,
230000,黑龙江省,2019,,,,,,,,,
230000,黑龙江省,2018,,,,,,,,,
230000,黑龙江省,2017,,,,,,,,,
230000,黑龙江省,2016,15579.7781,8740.0827,7746.0456,4535.7259,2344.0588,1757.0854,,,
230000,黑龙江省,2015,19570.2346,9880.688,8784.9756,8316.3076,3084.0486,2126.8196,,,
230000,黑龙江省,2014,20547.1727,11745.9835,10424.1125,6136.045,3301.5173,2295.7015,1384.7213,665.7645,524.9423
230000,黑龙江省,2013,28689.4077,12979.7235,10241.3971,10642.1033,4269.1063,2344.4092,1989.7472,764.7564,506.3098
230000,黑龙江省,2012,25215.2053,14239.4628,10471.9594,8200.4857,4984.9434,2646.2053,1570.4522,791.2793,513.9773
230000,黑龙江省,2011,21792.4,14252.5773,9662.8625,8133.2028,5555.7273,2597.9788,1267.3034,770.6043,428.5996
230000,黑龙江省,2010,17575.3,10719.4,6107.4,8582.4,5205.6,2199.0,1287.9,669.6,368.7
230000,黑龙江省,2009,12120.7736,7670.7631,3692.6884,6902.4463,4465.7144,1575.4595,922.7057,543.4232,248.1337
230000,黑龙江省,2008,8980.0811,5751.5198,2906.6535,5023.7703,3276.0036,1160.0798,570.2251,331.2222,130.1245
230000,黑龙江省,2007,7915.5374,4728.9874,2636.3154,4733.0654,2940.8461,1244.8764,545.8493,323.8582,165.0431
230000,黑龙江省,2006,7568.3405,4399.5274,2427.1325,4104.0612,2651.3289,1153.5031,410.6617,248.4961,136.5515
230000,黑龙江省,2005,7069.3388,3925.6848,1922.6052,4148.1474,2683.4389,1039.4472,383.1096,223.9891,108.5551
230000,黑龙江省,2004,6350.69,3439.42,1599.81,3748.21,2260.9,699.29,312.35,162.72,69.86
230000,黑龙江省,2003,6118.7,3616.7,,3988.0,2817.9,,86.9686,,
230000,黑龙江省,2002,5568.0,3606.7,,3935.0,2773.0,,,,
230000,黑龙江省,2001,5481.6,3552.0,,3862.6,2722.2,,95.672,,
230000,黑龙江省,2000,5077.0,3360.3,,3721.2,2580.3,,,,
310000,上海市,2019,,,,,,,,,
310000,上海市,2018,,,,,,,,,
310000,上海市,2017,,,,,,,,,
310000,上海市,2016,17733.2474,8157.2077,8073.9437,2840.2296,1557.9809,1532.8809,,,
310000,上海市,2015,17885.966,8443.8288,8372.1237,2923.4248,1617.8284,1588.9521,,,
310000,上海市,2014,18010.0603,8573.0404,8525.852,2682.198,1549.7398,1535.5468,1128.0075,647.0217,644.4691
310000,上海市,2013,17180.2675,8188.558,8125.7388,2698.5537,1439.4004,1417.4113,1234.6977,615.1626,610.7139
310000,上海市,2012,16890.007,8350.7944,8315.6827,2836.3236,1626.6905,1609.1305,1204.6144,695.1171,692.6328
310000,上海市,2011,16748.0069,8486.7262,8449.9016,3054.2299,1664.6082,1645.4689,1338.7349,762.8069,758.0683
310000,上海市,2010,15015.9,7343.3,7313.8,2776.2,1414.6,1396.1,997.6,539.1,536.7
310000,上海市,2009,13547.964,6581.1576,6550.7311,2978.2566,1522.0686,1508.8129,871.0984,442.9771,441.1108
310000,上海市,2008,14481.7727,7277.8342,7089.7454,3924.493,1937.5282,1801.4532,883.7092,439.6033,418.0257
310000,上海市,2007,15005.3131,7789.9062,7642.7853,5082.709,2843.6156,2752.4475,1340.1094,844.1853,829.5875
310000,上海市,2006,14596.5104,8085.2767,7988.7253,4901.4756,2746.8046,2699.114,1266.3622,807.249,799.7474
310000,上海市,2005,14477.854,8303.7461,8091.8482,4873.825,2819.3506,2739.9123,1213.4939,822.09,811.0155
310000,上海市,2004,12744.35,7860.64,7631.31,4891.92,3257.85,3076.19,1238.54,929.7,909.93
310000,上海市,2003,11023.24,6974.27,,3582.34,2280.79,,745.2427,,
310000,上海市,2002,9425.42,5994.7,,3102.54,1880.5,,,,
310000,上海市,2001,8588.49,5236.93,,3215.12,1743.9,,379.4194,,
310000,上海市,2000,8636.31,4804.12,,3266.52,1724.02,,,,
320000,江苏省,2019,,,,,,,,,
320000,江苏省,2018,,,,,,,,,
320000,江苏省,2017,,,,,,,,,
320000,江苏省,2016,95997.5538,47280.5172,43002.9339,26655.3308,10209.484,7602.6913,,,
320000,江苏省,2015,101627.0545,47717.0906,42315.9769,39090.7317,11896.5602,7930.2123,,,
320000,江苏省,2014,112433.4616,47411.4326,41579.792,37242.2533,10900.6468,7259.1105,7169.0668,2667.2349,2261.2565
320000,江苏省,2013,104192.9285,45399.7941,38756.7789,36562.59,12206.5491,7584.1663,7405.0181,2922.9894,2290.2384
320000,江苏省,2012,93684.8587,39261.3625,33412.1657,33219.1834,11399.7596,7687.1276,6525.9892,2605.9825,2132.0298
320000,江苏省,2011,83720.4462,35858.8607,30260.3655,29595.9325,9851.5735,6476.7535,5261.7627,2068.1336,1673.8686
320000,江苏省,2010,72050.7,31278.7,26347.1,28291.2,10087.4,6553.5,4848.5,2053.9,1698.0
320000,江苏省,2009,62188.6621,27129.3616,22794.311,26122.5579,10018.5201,6731.4116,4009.7378,1819.542,1503.5202
320000,江苏省,2008,56722.1797,26089.338,22469.3667,23476.3381,9454.446,6753.5705,3104.5178,1456.629,1238.194
320000,江苏省,2007,49900.0739,22606.966,18550.8873,20529.7088,8279.5398,5161.3705,2372.2111,1068.4337,820.0416
320000,江苏省,2006,39308.1449,18140.9721,14919.0498,17056.0406,7121.3203,4745.5025,1980.3342,912.3859,699.9804
320000,江苏省,2005,36334.3641,16805.0059,12385.9757,20066.7976,8128.3612,4497.6776,1861.8207,786.368,591.0831
320000,江苏省,2004,28597.16,14261.09,9945.49,15285.18,6558.83,3217.09,1389.42,585.74,384.74
320000,江苏省,2003,23120.5,11916.7,,11949.2,6487.8,,326.1003,,
320000,江苏省,2002,19001.4,10149.08,,13543.7,7172.0,,,,
320000,江苏省,2001,18452.9,10479.14,,13980.0,8319.5,,231.7662,,
320000,江苏省,2000,17417.6,11273.48,,13471.9,9324.0,,,,
330000,浙江省,2019,,,,,,,,,
330000,浙江省,2018,,,,,,,,,
330000,浙江省,2017,,,,,,,,,
330000,浙江省,2016,77382.5464,33270.993,24709.3686,20763.8311,9402.8598,5091.9543,,,
330000,浙江省,2015,91185.9507,35519.3637,25117.1519,21753.3716,8222.4137,3938.0276,,,
330000,浙江省,2014,93906.3006,36546.6209,25874.4942,23107.6118,9031.0473,4158.3005,4592.0699,2234.0036,1503.1735
330000,浙江省,2013,89577.4138,35547.6886,23828.3084,22789.5537,8306.2775,3187.6188,4231.2318,1805.6551,1035.8219
330000,浙江省,2012,80400.6384,32359.767,21656.3846,20975.5993,9039.7506,2917.264,3392.983,1451.1093,823.96
330000,浙江省,2011,71772.3269,29636.8429,19692.7713,20831.02,9217.2243,3053.6125,3244.6355,1399.3093,796.9543
330000,浙江省,2010,61194.5,25960.2,16138.4,19681.5,9177.1,2798.4,2750.0,1249.5,711.5
330000,浙江省,2009,53251.2418,22408.4568,13945.9813,18445.3263,8622.2728,2783.2306,2326.9313,1044.0263,597.6338
330000,浙江省,2008,50976.8852,20850.8242,13688.4433,18233.6273,8490.181,3260.8268,2228.8214,1063.5507,684.8107
330000,浙江省,2007,46733.5984,19719.4294,13449.9342,16370.6361,7760.9611,3054.4759,1826.5498,900.71,613.8837
330000,浙江省,2006,40963.5176,18263.76,12723.3559,14924.9543,7197.2221,2995.3398,1525.6196,749.1813,491.4822
330000,浙江省,2005,36411.0393,17639.5504,12009.9149,16097.5402,7448.2521,3208.8977,1512.5673,766.0088,503.1391
330000,浙江省,2004,34287.58,16426.71,10712.79,16172.02,6357.63,2533.36,1266.96,568.65,368.19
330000,浙江省,2003,31213.4,13584.14,,16019.7,6793.8,,478.1533,,
330000,浙江省,2002,22287.6,11061.61,,12365.3,5991.5,,,,
330000,浙江省,2001,17817.7,9516.92,,9583.3,5450.9,,255.5207,,
330000,浙江省,2000,15341.3,8914.28,,9738.0,6428.2,,,,
340000,安徽省,2019,,,,,,,,,
340000,安徽省,2018,,,,,,,,,
340000,安徽省,2017,,,,,,,,,
340000,安徽省,2016,59490.5991,31404.8688,24115.128,14502.5883,8359.2488,4047.7345,,,
340000,安徽省,2015,60895.4686,31378.503,23233.3783,16154.5725,9265.7912,4099.2142,,,
340000,安徽省,2014,63985.663,32425.7013,23193.6804,17455.3711,9407.5819,3829.6022,3052.1774,1564.975,1018.5423
340000,安徽省,2013,62430.7469,30548.6622,21531.2267,14650.6528,8881.3468,3919.0002,2521.5483,1446.2511,996.1029
340000,安徽省,2012,54531.6756,27001.8134,18182.5819,13578.4446,8395.2066,3123.148,1992.5214,1203.6394,744.9321
340000,安徽省,2011,44718.8272,23986.8376,16036.6858,12868.8156,7819.4734,2886.3347,1754.889,1023.7665,624.412
340000,安徽省,2010,38478.6,22293.2,13838.5,13365.6,8528.3,2408.3,1626.9,964.5,518.6
340000,安徽省,2009,33205.3292,20021.1544,11285.5124,13301.5419,8698.7111,2350.5895,1425.4516,849.8051,437.4072
340000,安徽省,2008,26751.5807,16076.3502,9394.2203,10618.6757,6869.1968,2126.7127,1005.5344,615.5517,330.4885
340000,安徽省,2007,21368.2181,13022.5526,7338.0939,9358.9165,6254.6088,2012.361,795.8593,497.9109,277.1487
340000,安徽省,2006,16840.3982,10779.875,5779.6435,8371.3197,5882.9194,1727.8217,640.2387,407.71,206.4776
340000,安徽省,2005,12641.8917,8375.7868,4301.1676,7198.2087,5080.5228,1480.3249,546.548,335.2082,157.9941
340000,安徽省,2004,12740.22,8655.6,3427.6,8403.62,6007.13,1304.09,469.0,274.2,120.8
340000,安徽省,2003,12549.3,8137.45,,8952.4,6888.5,,109.4037,,
340000,安徽省,2002,12424.0,,,9618.0,7268.0,,,,
340000,安徽省,2001,10470.6,,,8534.2,7045.5,,65.8362,,
340000,安徽省,2000,10091.4,,,8397.1,6782.9,,,,
350000,福建省,2019,,,,,,,,,
350000,福建省,2018,,,,,,,,,
350000,福建省,2017,,,,,,,,,
350000,福建省,2016,46858.1054,22528.1862,19436.5396,11749.9113,4330.5125,2420.4517,,,
350000,福建省,2015,58632.7728,23098.1195,19558.9242,14747.5801,4722.9077,2398.9878,,,
350000,福建省,2014,57149.3359,23558.4984,19718.4323,13087.1173,4777.634,2568.0236,2007.6559,861.1804,622.9527
350000,福建省,2013,52204.9486,21931.1803,17835.4244,12332.5648,4588.9097,2338.0622,2034.3327,800.0022,560.307
350000,福建省,2012,47196.0965,18945.9916,14731.1896,10206.233,3630.1036,1564.6197,1421.0879,517.1265,346.2346
350000,福建省,2011,40505.7807,18722.154,13578.6927,10202.644,4113.1429,2007.3422,1335.2882,575.5409,398.6799
350000,福建省,2010,30772.7,15359.3,10572.5,7176.3,3624.9,1715.9,860.0,453.4,317.7
350000,福建省,2009,25876.0971,13503.7085,8845.7537,7383.421,3959.0098,1690.8535,787.4599,411.4675,270.8302
350000,福建省,2008,26004.1503,14884.0841,8647.7116,7697.0441,5166.6556,1422.8355,573.4283,305.4485,218.5768
350000,福建省,2007,23658.9454,13425.7534,7504.4029,7142.3478,4857.8568,1344.4195,479.9276,265.0945,184.5058
350000,福建省,2006,17650.8895,10371.098,5393.0916,5597.8586,3913.6434,1128.5903,360.8559,210.0267,153.1926
350000,福建省,2005,17804.8163,8832.7618,4806.273,7139.8082,4004.1915,1304.8542,464.0484,254.3913,164.2159
350000,福建省,2004,13247.75,8162.57,4566.92,6026.43,3919.19,1260.55,385.43,231.49,140.57
350000,福建省,2003,11634.18,4060.44,,4850.26,3140.13,,151.727,,
350000,福建省,2002,9765.07,5816.69,,4496.92,3014.69,,,,
350000,福建省,2001,8612.41,5124.27,,4253.1,2775.24,,142.6176,,
350000,福建省,2000,10118.93,6689.56,,4806.13,3432.91,,,,
360000,江西省,2019,,,,,,,,,
360000,江西省,2018,,,,,,,,,
360000,江西省,2017,,,,,,,,,
360000,江西省,2016,31758.664,17061.7194,12000.4653,8120.8255,4588.7133,1316.2646,,,
360000,江西省,2015,36391.8738,17976.8523,11157.7446,11349.6092,6491.7782,1531.3553,,,
360000,江西省,2014,39119.5391,19738.1737,9975.733,13745.3583,8393.808,1511.2659,1878.7724,952.1092,359.5359
360000,江西省,2013,36075.3669,18708.1537,9018.7901,11948.8273,7590.3946,1427.5297,1343.2159,761.8058,303.9187
360000,江西省,2012,30351.621,16300.5827,7319.8469,11062.5831,7030.7897,1440.4841,1265.5322,644.8482,293.968
360000,江西省,2011,22566.3497,12586.4335,6999.7555,8951.4324,5590.9651,1622.6856,972.6549,555.1547,292.6747
360000,江西省,2010,23932.7,13578.8,6064.6,9609.9,6016.1,1550.5,930.5,475.6,247.9
360000,江西省,2009,21250.0641,12457.7058,5768.5636,8917.2629,5596.0888,1437.5058,770.3134,406.4844,197.9146
360000,江西省,2008,18429.592,10583.577,5396.6589,8364.1146,5414.026,1346.3562,628.5409,364.4683,165.1031
360000,江西省,2007,13933.3418,8657.887,4659.4199,6880.3968,4780.7776,1459.184,458.1249,291.7833,144.2545
360000,江西省,2006,12193.9396,7679.6808,3816.4824,6074.643,3981.8275,1350.4115,355.4546,211.2243,108.5438
360000,江西省,2005,12418.2738,7542.2446,3657.2373,6479.1487,4295.7789,1278.7581,360.3381,204.0327,102.1717
360000,江西省,2004,10701.1,6178.61,2492.97,6070.07,4100.51,908.12,271.59,154.44,65.02
360000,江西省,2003,9432.22,5640.68,,6135.4,4327.34,,78.2784,,
360000,江西省,2002,8914.89,,,7118.12,5715.73,,,,
360000,江西省,2001,8429.2,,,6055.75,4958.74,,35.1805,,
360000,江西省,2000,8934.91,,,7374.77,6378.48,,,,
370000,山东省,2019,,,,,,,,,
370000,山东省,2018,,,,,,,,,
370000,山东省,2017,,,,,,,,,
