省份编码,省份,年份,农村农户固定资产投资额(亿元),农村农户竣工房屋投资额(亿元),农村农户竣工住宅投资额(亿元),农村农户施工房屋建筑面积(万平方米),农村农户竣工房屋建筑面积(万平方米),农村农户竣工住宅建筑面积(万平方米),农村农户竣工房屋造价(元/平方米),农村农户竣工住宅造价(元/平方米)
120000,天津市,2006,31.3928,17.0204,16.8768,348.95,246.97,230.18,689.16872494635,733.200104266226
120000,天津市,2005,29.29,15.0208,14.2302,317.89,229.75,196.17,653.7889,725.4014
120000,天津市,2004,17.925142,13.05988,11.495076,288.13,243.11,216.16,537.200444243347,531.785529237602
120000,天津市,2003,17.93,13.06,11.5,288.0,243.0,216.0,537.0,532.0
120000,天津市,2002,18.01,10.64,6.32,274.0,212.0,133.0,502.0,476.0
120000,天津市,2001,16.40861,10.296841,8.508748,221.91,214.37,166.46,480.330316742081,511.158716808843
120000,天津市,2000,13.1,7.139475,5.846023,196.9,171.93,132.62,415.254754842087,440.810058814658
130000,河北省,2019,,,,,,,,
130000,河北省,2018,,,,,,,,
130000,河北省,2017,394.5707,295.3927,264.8714,,,,1153.42717688403,1186.1683833408
130000,河北省,2016,409.947886820934,323.375600187594,281.043030106854,4362.8929812,3751.85493504,3279.62323035,861.908591314302,856.936941737851
130000,河北省,2015,542.5323,382.1126,351.4325,5296.8274,4752.1656,4158.5103,804.080985729959,845.092291823829
130000,河北省,2014,524.7229,423.5542,393.8773,4870.6805,4437.1651,4032.4891,954.560379103315,976.759738792598
130000,河北省,2013,564.46029,414.601488186418,385.284293930517,5228.59048088538,4502.06691958586,4038.88223960478,920.913650534002,953.937924093124
130000,河北省,2012,556.6535,384.6906,347.4366,4954.45,4547.27,4458.15,845.981435014855,779.329093906665
130000,河北省,2011,609.0687,353.8588,323.7756,6055.2568,5179.8208,4640.1471,683.15,697.77
130000,河北省,2010,460.8,324.5,300.2,5630.6,4815.0,4702.7,673.9,638.4
130000,河北省,2009,393.4497,262.7023,240.4306,5216.4915,4450.409,4134.1056,590.29,581.58
130000,河北省,2008,395.6398,222.3572,210.612,4719.4435,4013.5684,3683.2348,554.01,571.81
130000,河北省,2007,321.9779,222.2333,203.97,5010.84,4384.97,3990.32,506.806888074491,511.162012069207
130000,河北省,2006,293.5796,169.7233,160.7622,4529.77,3944.69,3700.12,430.257637482286,434.478341242987
130000,河北省,2005,237.4485,125.0815,119.7039,4315.11,3878.84,3587.64,322.4714,333.6564
130000,河北省,2004,216.646058,118.752864,109.241095,3918.6,3424.16,3146.08,346.808747254801,347.229234475919
130000,河北省,2003,199.45,113.69,105.01,4098.0,3660.0,3348.0,311.0,314.0
130000,河北省,2002,187.27,117.44,111.05,3957.0,3693.0,3402.0,318.0,326.0
130000,河北省,2001,190.7597,122.4713,117.8643,4245.0,3892.0,3697.0,314.674460431655,318.810657289694
130000,河北省,2000,182.34,118.5589,106.0529,4562.0,4157.0,3847.0,285.203031031994,275.676891083962
140000,山西省,2019,,,,,,,,
140000,山西省,2018,,,,,,,,
140000,山西省,2017,318.3809,181.1784,179.3664,,,,705.523364485981,728.243605359318
140000,山西省,2016,338.631022474362,208.995715432793,205.506854582756,3007.93976669755,2851.69342104155,2685.81106294101,732.882833374351,765.157525107974
140000,山西省,2015,329.5638,218.8411,215.9373,2907.3994,2707.5781,2535.0293,808.25406292066,851.813823216954
140000,山西省,2014,319.0738,206.1461,201.9725,2872.6,2588.0,2504.5,796.545981452859,806.438410860451
140000,山西省,2013,286.54257,190.79056,183.23922,2700.2,2365.1,2263.7,806.691302693332,809.467773998321
140000,山西省,2012,278.4109,133.034,132.1667,2676.0,2020.0,1907.0,658.584158415842,693.060828526481
140000,山西省,2011,235.3725,115.5259,112.3754,2525.0,1929.0,1815.0,598.89,619.15
140000,山西省,2010,217.9,110.8,102.2,2486.0,1899.0,1714.0,583.4,596.5
140000,山西省,2009,178.579,96.0717,90.4851,2220.0,1700.0,1599.0,565.13,565.89
140000,山西省,2008,144.3268,86.9494,82.4246,1905.0,1617.0,1554.0,537.72,530.4
140000,山西省,2007,115.7947,78.3527,76.9298,1970.0,1702.0,1666.0,460.356639247944,461.763505402161
140000,山西省,2006,93.3279,59.6264,57.7144,1790.0,1545.0,1507.0,385.931391585761,382.975447909755
140000,山西省,2005,75.7098,45.6869,44.893,1514.15,1319.72,1298.14,346.1863,345.8256
140000,山西省,2004,62.185142,37.743559,36.273324,1320.4,1164.35,1076.5,324.159908962082,336.956098467255
140000,山西省,2003,53.32,33.28,32.05,1295.0,1152.0,1023.0,289.0,313.0
140000,山西省,2002,46.26,30.44,29.85,1000.0,954.0,932.0,319.0,320.0
140000,山西省,2001,39.959369,25.890861,24.660211,947.28,862.28,826.43,300.260483833558,298.3944314703
140000,山西省,2000,34.4392,23.605881,22.727579,973.1,793.21,764.95,297.599387299706,297.111955029741
150000,内蒙古自治区,2019,,,,,,,,
150000,内蒙古自治区,2018,,,,,,,,
150000,内蒙古自治区,2017,185.3059,110.123,88.3601,,,,1088.17193675889,1078.8778998779
150000,内蒙古自治区,2016,186.050076296546,104.236234413804,94.8298884014026,1096.01028631915,1102.95079935636,959.407820276333,945.06694654587,988.421048872515
150000,内蒙古自治区,2015,173.0698,94.5271,90.4343,995.468,987.4669,878.8628,957.268542368357,1028.99223860653
150000,内蒙古自治区,2014,153.9794,88.1044,78.1886,903.2,871.8,709.6,1010.60334939206,1101.8686583991
150000,内蒙古自治区,2013,144.99,80.78781,72.80626,914.4,890.0,782.6,907.728202247191,930.312547917199
150000,内蒙古自治区,2012,125.9708,27.7796,26.3127,460.0,401.0,359.0,692.758104738155,732.944289693593
150000,内蒙古自治区,2011,112.1948,36.3719,26.7181,616.0,582.0,428.0,624.95,624.25
150000,内蒙古自治区,2010,91.2,38.6,35.2,507.0,469.0,360.0,822.4,978.8
150000,内蒙古自治区,2009,84.147,36.5019,33.2142,468.0,433.0,394.0,843.0,843.0
150000,内蒙古自治区,2008,80.412,33.4,30.461,905.0,813.0,621.0,410.82,490.52
150000,内蒙古自治区,2007,74.7324,28.4341,23.8955,814.0,794.0,596.0,358.112090680101,400.931208053691
150000,内蒙古自治区,2006,65.5749,25.2738,21.177,780.0,769.0,583.0,328.65799739922,363.241852487136
150000,内蒙古自治区,2005,62.0529,20.7046,17.0065,738.0,710.0,510.0,291.6141,333.4608
150000,内蒙古自治区,2004,58.2376,18.8669,16.3294,923.0,880.0,728.0,214.396590909091,224.304945054945
150000,内蒙古自治区,2003,55.68,22.03,19.58,1109.0,1018.0,848.0,216.0,231.0
150000,内蒙古自治区,2002,52.16,22.31,19.92,1117.0,1047.0,869.0,213.0,229.0
150000,内蒙古自治区,2001,50.209785,25.327828,22.957224,1151.08,1079.41,915.74,234.645111681381,250.695874374823
150000,内蒙古自治区,2000,45.8815,22.0926,20.0248,1092.0,985.0,860.0,224.290355329949,232.846511627907
210000,辽宁省,2019,,,,,,,,
210000,辽宁省,2018,,,,,,,,
210000,辽宁省,2017,231.9909,110.9461,97.9852,,,,924.550833333333,1144.68691588785
210000,辽宁省,2016,255.91894511328,121.43355,105.671159,1403.4,1309.5,925.6,927.327605956472,1141.6503781331
210000,辽宁省,2015,277.5238,168.8579,140.6847,3110.1503,2883.5504,2296.5547,585.590250130533,612.590242244175
210000,辽宁省,2014,303.9691,207.7345,181.9201,4113.8,3684.1,3106.5,563.867701745338,585.611137936585
210000,辽宁省,2013,316.25495,202.07633,179.94073,4581.0,4259.0,3747.2,474.46895984973,480.200496370623
210000,辽宁省,2012,300.9086,194.8163,176.1035,4498.07,4176.09,3690.23,466.50407438537,477.215512312241
210000,辽宁省,2011,294.8251,191.8198,174.6344,4484.2369,4132.5941,3674.8875,464.16,475.21
210000,辽宁省,2010,249.4,187.8,171.2,4068.1,4068.1,3638.1,461.7,470.6
210000,辽宁省,2009,228.1262,169.4248,154.9355,3933.9696,3903.9696,3508.4595,433.98,441.61
210000,辽宁省,2008,201.6553,149.7637,137.8718,3595.7577,3595.8,3282.5886,416.5,420.01
210000,辽宁省,2007,167.0728,131.9132,120.1612,3276.0,3276.0,2981.0,402.665445665446,403.090238175109
210000,辽宁省,2006,147.3789,117.6931,109.8711,3056.8,3042.0,2878.7,386.893819855358,381.669156216348
210000,辽宁省,2005,132.8935,76.2342,68.0784,2297.45,2276.92,2153.19,334.8128,316.1746
210000,辽宁省,2004,118.825086,70.831317,62.91472,2210.71,2207.75,2083.43,320.830334050504,301.976644283705
210000,辽宁省,2003,104.45,68.02,61.72,2135.0,2122.0,2043.0,321.0,302.0
210000,辽宁省,2002,92.72,69.43,61.44,2292.0,2274.0,2013.0,305.0,305.0
210000,辽宁省,2001,82.99197,61.587059,57.976037,2134.53,2061.51,1841.12,298.747321138389,314.895482097854
210000,辽宁省,2000,82.0527,58.1603,50.7917,1811.0,1750.0,1711.0,332.344571428571,296.853886616014
220000,吉林省,2019,,,,,,,,
220000,吉林省,2018,,,,,,,,
220000,吉林省,2017,152.9828,42.1492,40.8479,,,,1020.5617433414,1026.32914572864
220000,吉林省,2016,150.026667,42.41364,40.71051,478.912,463.946,434.014,914.193462170166,937.99992626966
220000,吉林省,2015,196.6937,99.6796,97.5798,762.6,759.1,731.1,1313.12870504545,1334.69839967173
220000,吉林省,2014,231.6802,58.7921,52.0546,509.7,504.0,410.8,1166.50992063492,1267.15189873418
220000,吉林省,2013,253.50149,61.68325,58.89088,804.9,796.3,747.8,774.623257566244,787.521797271998
220000,吉林省,2012,249.303,51.1972,45.4628,602.55,581.22,504.15,880.857506623998,901.771298224735
220000,吉林省,2011,215.0606,73.279,67.2348,1094.78,878.37,801.99,834.26,838.35
220000,吉林省,2010,174.8,63.3,61.9,949.6,949.6,922.6,666.4,671.1
220000,吉林省,2009,164.4069,56.2134,53.5584,929.8163,927.9492,864.0503,605.78,619.85
220000,吉林省,2008,133.2972,38.7809,37.6627,726.95,726.9481,684.65,533.48,550.1
220000,吉林省,2007,119.4448,38.7859,35.9224,650.8806,640.3973,620.25,605.653709033439,579.160016122531
220000,吉林省,2006,98.1546,34.3222,33.9974,629.98,630.08,618.14,544.727653631285,549.995146730514
220000,吉林省,2005,103.0827,21.5887,21.0395,486.0,472.03,444.34,457.3586,473.5
220000,吉林省,2004,75.045659,14.147086,14.068816,346.71,345.28,335.58,409.727930954588,419.238810417784
220000,吉林省,2003,71.03,11.53,11.26,315.0,314.0,307.0,367.0,367.0
220000,吉林省,2002,62.34,23.0,22.2,524.0,522.0,412.0,440.0,539.0
220000,吉林省,2001,50.83639,15.081193,14.684028,508.37,507.77,455.14,297.008350237312,322.626620380542
220000,吉林省,2000,32.7535,14.3291,14.0171,461.0,446.0,425.0,321.280269058296,329.814117647059
230000,黑龙江省,2019,,,,,,,,
230000,黑龙江省,2018,,,,,,,,
230000,黑龙江省,2017,212.3268,36.255,34.3055,,,,922.519083969466,932.214673913044
230000,黑龙江省,2016,215.79536773216,40.0119507131,35.47135911866,497.563163,455.4371404,365.0028662,878.539476994749,971.810426804259
230000,黑龙江省,2015,298.6622,104.6505,100.3741,795.2042,750.123,703.7054,1395.11120176291,1426.36535118247
230000,黑龙江省,2014,291.1168,75.3543,64.7272,785.0,747.6,579.4,1007.94943820225,1117.14187090093
230000,黑龙江省,2013,331.7971,91.8951,85.7998,941.0,865.0,797.0,1062.3710982659,1076.53450439147
230000,黑龙江省,2012,319.3014,84.6586,67.3273,1002.1,951.0,878.97,890.206098843323,765.97949873147
230000,黑龙江省,2011,317.4647,90.4121,78.9045,1104.9475,1055.0757,945.2586,856.93,834.74
230000,黑龙江省,2010,316.7,89.3,81.8,1156.2,1086.0,969.6,822.3,844.1
230000,黑龙江省,2009,316.547,86.1177,76.7915,1144.2673,1076.8997,955.9205,799.68,803.33
230000,黑龙江省,2008,283.3859,81.1559,74.7668,1107.5639,1052.0833,937.4124,771.38,797.59
230000,黑龙江省,2007,227.0526,64.5255,57.4562,923.8406,891.9642,720.1375,723.409078525797,797.850410511881
230000,黑龙江省,2006,182.1789,52.4741,47.1128,830.061,756.1016,673.4406,694.008582973505,699.583600988714
230000,黑龙江省,2005,140.7874,30.0538,29.3445,898.82,788.71,746.06,381.0501,393.3263
230000,黑龙江省,2004,93.377116,27.466327,25.681776,932.42,857.99,756.2,320.124092355389,339.616186194128
230000,黑龙江省,2003,78.98,22.39,21.34,749.0,693.0,633.0,323.0,337.0
230000,黑龙江省,2002,71.34,20.71,19.26,662.0,625.0,543.0,331.0,354.0
230000,黑龙江省,2001,60.0356,20.8909,19.2188,644.0,602.0,531.0,347.024916943522,361.935969868173
230000,黑龙江省,2000,41.9929,17.96448,17.087843,623.32,523.26,482.99,343.318426785919,353.792894262821
310000,上海市,2019,,,,,,,,
310000,上海市,2018,,,,,,,,
310000,上海市,2017,5.6552,4.6031,4.0056,,,,1353.85294117647,1213.81818181818
310000,上海市,2016,4.2078,3.42638,3.32595,35.0,25.9,25.1,1322.92664092664,1325.0796812749
310000,上海市,2015,3.311,2.5596,2.4897,17.4232,15.4067,14.9716,1661.35512471847,1662.94851585669
310000,上海市,2014,3.4623,2.5427,2.4871,18.2,14.6,14.1,1741.57534246575,1763.90070921986
310000,上海市,2013,3.65988,2.60405,2.50117,18.5,15.2,14.2,1713.19078947368,1761.38732394366
310000,上海市,2012,2.9804,2.5946,2.4843,18.45,18.45,17.56,1406.28726287263,1414.74943052392
310000,上海市,2011,2.1475,2.0561,2.0561,12.3737,12.3737,12.3737,1661.67,1661.67
310000,上海市,2010,2.0,2.0,1.9,17.6,17.6,16.8,1127.5,1127.5
310000,上海市,2009,1.5317,0.8763,0.8763,7.77,7.77,7.77,1127.8,1127.8
310000,上海市,2008,3.2031,2.8532,2.8504,25.28,25.28,25.28,1128.64,1127.53
310000,上海市,2007,5.2147,3.7068,3.6862,32.7,32.7,32.7,1133.57798165138,1127.27828746177
310000,上海市,2006,5.9594,5.1887,5.1887,32.25,32.25,32.25,1608.8992248062,1608.8992248062
310000,上海市,2005,7.0808,5.5816,5.5816,53.16,53.16,53.16,1049.9624,1049.9624
310000,上海市,2004,6.4903,6.197012,6.197012,77.46,77.46,77.46,800.027368964627,800.027368964627
310000,上海市,2003,6.49,6.2,6.2,77.0,77.0,77.0,800.0,800.0
310000,上海市,2002,6.87,6.53,6.44,125.0,120.0,117.0,545.0,551.0
310000,上海市,2001,10.52,7.587031,7.587031,124.3,102.75,102.75,738.397177615572,738.397177615572
310000,上海市,2000,10.3575,10.212473,9.105471,193.99,186.74,168.35,546.881921388026,540.865518265518
320000,江苏省,2019,,,,,,,,
320000,江苏省,2018,,,,,,,,
320000,江苏省,2017,276.8207,148.681,138.449,,,,859.924812030075,841.635258358663
320000,江苏省,2016,292.35810524399,174.359791620418,168.150374872807,2215.03112695305,1990.09009726337,1874.01316256705,876.140190136038,897.27424668924
320000,江苏省,2015,341.6995,269.7211,269.4936,2777.0184,2549.349,2547.1988,1057.9999050738,1057.99987028888
320000,江苏省,2014,385.8678,269.8811,237.1587,3079.9,2679.9,2474.3,1007.0566065898,958.488057228307
320000,江苏省,2013,390.8067,363.45023,343.99772,3248.0,3220.0,2955.0,1128.72742236025,1164.12087986464
320000,江苏省,2012,380.4959,222.1989,213.7216,2232.0,2167.0,2129.0,1025.37563451777,1003.85908877407
320000,江苏省,2011,379.1628,192.1506,171.8041,2247.0,1925.0,1903.0,998.18,902.81
320000,江苏省,2010,377.7,229.4,193.4,2544.0,2469.0,2409.0,929.2,802.9
320000,江苏省,2009,351.2559,191.9207,185.0875,2191.0,2176.0,2147.0,881.99,862.07
320000,江苏省,2008,303.184,135.9885,133.6496,1930.0,1886.0,1856.0,721.04,720.09
320000,江苏省,2007,311.9819,178.8384,171.2,2588.0,2465.0,2404.0,725.510750507099,712.146422628952
320000,江苏省,2006,251.8363,148.0125,141.5375,1891.0,1861.0,1757.0,795.338527673294,805.563460443939
320000,江苏省,2005,218.9213,121.1153,113.1061,3128.0,3128.0,2617.0,387.1973,432.1976
320000,江苏省,2004,170.755413,114.113693,108.799688,2572.45,2549.41,2322.2,447.608242691446,468.519886314702
320000,江苏省,2003,191.05,118.48,114.79,3154.0,3146.0,3022.0,377.0,380.0
320000,江苏省,2002,222.5,113.48,109.59,3142.0,3122.0,2953.0,364.0,371.0
320000,江苏省,2001,232.519897,175.270774,147.415199,4659.6,4574.13,3942.63,383.178383648912,373.900667828328
320000,江苏省,2000,273.5939,222.581894,209.600136,6322.03,6184.11,5981.0,359.925509086999,350.443297107507
330000,浙江省,2019,,,,,,,,
330000,浙江省,2018,,,,,,,,
330000,浙江省,2017,570.0375,457.5211,450.7828,,,,1463.59916826615,1464.53151397011
330000,浙江省,2016,705.070135634564,440.816405188432,432.88233389044,4332.33321528,3111.82999064,3022.28670982,1416.58254632918,1432.30068968613
330000,浙江省,2015,658.6091,433.0775,404.5348,4443.9534,2890.6664,2694.377,1498.19259669673,1501.40384957265
330000,浙江省,2014,708.0064,497.4497,460.242,5242.4,3876.3,3649.1,1283.31063127209,1261.24797895371
330000,浙江省,2013,588.03531,503.9232,474.42272,6762.7,4009.6,3615.6,1256.79169992019,1312.15488438987
330000,浙江省,2012,553.4006,446.4268,431.9825,5459.0,5049.0,4867.0,884.188552188552,887.574481199918
330000,浙江省,2011,533.6337,433.7306,427.5465,5598.0,5146.0,5010.0,842.85,853.39
330000,浙江省,2010,507.8,436.4,424.9,5978.0,5626.0,5457.0,775.7,778.6
330000,浙江省,2009,434.721,367.6606,350.6397,5530.0,5118.0,4955.0,718.37,707.65
330000,浙江省,2008,396.3458,332.3166,314.5629,5233.0,4808.0,4494.0,691.17,699.96
330000,浙江省,2007,328.302,239.7164,230.3456,4411.0,4135.0,3997.0,579.725272067715,576.296222166625
330000,浙江省,2006,312.6686,203.6563,198.5282,4090.2078,3672.0105,3523.5049,554.617967459516,563.439545663751
330000,浙江省,2005,254.2021,164.2404,158.1898,3450.0,3112.0,2979.0,527.7648,531.0164
330000,浙江省,2004,211.3884,129.9289,125.6606,3070.01,2749.59,2637.27,472.539178568441,476.479844687878
330000,浙江省,2003,211.39,164.54,156.31,3989.0,3638.0,3448.0,452.0,453.0
330000,浙江省,2002,201.49,146.27,142.14,3408.0,3240.0,3104.0,451.0,458.0
330000,浙江省,2001,191.5737,132.8941,127.1061,3480.0,3097.0,2891.0,429.10590894414,439.661362850225
330000,浙江省,2000,225.8863,186.2694,178.3482,5291.0,4742.0,4452.0,392.80767608604,400.602425876011
340000,安徽省,2019,,,,,,,,
340000,安徽省,2018,,,,,,,,
340000,安徽省,2017,458.6879,332.305,267.3392,,,,859.113236814891,719.814754981152
340000,安徽省,2016,456.006061615195,276.587071261865,257.29059951231,4959.6221584,3907.45556565,3596.8472813,707.84444407586,715.322557201589
340000,安徽省,2015,582.0395,335.2603,323.9087,5820.8237,4339.0,4186.0,772.667204424983,773.790492116579
340000,安徽省,2014,619.284,407.7385,378.1813,5483.0,4454.0,4251.0,915.443421643467,889.629028463891
340000,安徽省,2013,530.69227,314.00909,296.50319,4962.1,4114.6,3841.5,763.158241384339,771.842223089939
340000,安徽省,2012,482.0212,334.584,322.4556,5011.0,4364.0,4149.0,766.691109074244,777.188720173536
340000,安徽省,2011,447.8243,292.6759,275.9295,4828.0,4130.0,3808.0,708.66,724.6
340000,安徽省,2010,439.1,281.7,274.1,4968.0,4511.0,4344.0,624.4,631.0
340000,安徽省,2009,390.7538,275.1505,266.6481,5365.2,5019.78,4803.63,548.13,555.1
340000,安徽省,2008,318.266,195.4738,183.8638,4224.27,3925.8,3698.47,497.92,497.13
340000,安徽省,2007,274.9791,169.9336,161.9821,4005.2,3699.51,3507.18,459.340831623647,461.858530215159
340000,安徽省,2006,237.2001,144.4534,140.1115,3661.0829,3488.3972,3381.4825,414.096766274207,414.34932755086
340000,安徽省,2005,210.0787,110.2285,108.868,3028.24,2925.69,2870.96,376.7607,379.2042
340000,安徽省,2004,191.830952,123.24777,119.823924,4306.51,4173.31,4120.91,295.323783759174,290.770543399395
340000,安徽省,2003,150.09,96.86,94.5,4968.0,4804.0,4613.0,202.0,205.0
340000,安徽省,2002,152.0,99.74,97.9,5522.0,5340.0,5127.0,187.0,191.0
340000,安徽省,2001,127.5131,86.5623,85.6328,5034.0,4965.0,4872.0,174.34501510574,175.765188834154
340000,安徽省,2000,120.6437,83.217,82.2523,4859.0,4771.0,4712.0,174.422552923915,174.559210526316
350000,福建省,2019,,,,,,,,
350000,福建省,2018,,,,,,,,
350000,福建省,2017,305.9355,193.9435,187.6218,,,,1151.0,1120.79928315412
350000,福建省,2016,309.360714009787,174.037446952077,166.520535760867,2299.5948359992,1521.6792466768,1494.1830605412,1143.71965926563,1114.45873105101
350000,福建省,2015,327.396,204.6514,202.1442,2697.7726,1899.3634,1871.5195,1077.47364195814,1080.10736730234
350000,福建省,2014,308.1077,189.1866,185.8861,2947.1,1892.4,1861.5,999.717818642993,998.582326081117
350000,福建省,2013,281.63299,167.36028,163.60063,2759.9,1837.0,1777.1,911.052150244965,920.604524224861
350000,福建省,2012,257.419,120.7711,117.3429,2819.02,1738.89,1686.77,694.529843750899,695.666273410127
350000,福建省,2011,233.8026,128.2733,125.03,3263.8154,1816.4116,1734.8751,706.19,720.69
350000,福建省,2010,206.1,101.2,97.6,3367.9,1724.9,1601.7,586.6,609.2
350000,福建省,2009,181.1001,102.7222,92.9,3333.365,1996.8188,1806.5835,514.43,514.23
350000,福建省,2008,153.3876,71.8519,65.7073,5578.67,3727.31,3467.45,192.77,189.5
350000,福建省,2007,135.0723,58.5195,54.3705,5117.43,3433.32,3206.54,170.445807556534,169.561271651063
350000,福建省,2006,116.6287,41.4666,38.4201,4400.13,2659.74,2529.38,155.904712490695,151.895326127351
350000,福建省,2005,103.0289,51.7224,50.7195,3303.0,2159.0,2117.0,239.5665,239.582
350000,福建省,2004,100.713274,54.7696,52.8285,2844.0,2087.0,2038.0,262.432199329181,259.217369970559
350000,福建省,2003,96.42,53.64,50.13,1750.0,1429.0,1336.0,375.0,375.0
350000,福建省,2002,82.0,58.12,54.98,2055.0,1607.0,1495.0,362.0,368.0
350000,福建省,2001,80.6313,40.8619,39.3359,1646.0,1154.0,1101.0,354.089254766031,357.27429609446
350000,福建省,2000,87.093,56.965403,53.255252,2849.43,2067.16,1929.61,275.573264769055,275.98971812957
360000,江西省,2019,,,,,,,,
360000,江西省,2018,,,,,,,,
360000,江西省,2017,314.9059,195.2819,183.8239,,,,788.699111470113,784.231655290102
360000,江西省,2016,315.522759682854,236.955007905622,227.930172732562,3721.5944974,3230.10067434,2932.37159616,733.583970889819,777.289525758063
360000,江西省,2015,394.2309,290.1692,276.3562,5220.1603,4353.0691,4178.7819,666.585329417353,661.33195417545
360000,江西省,2014,432.9473,322.1891,312.6757,5818.5,4783.2,4642.1,673.584838601773,673.565196785937
360000,江西省,2013,415.3033,318.30847,308.70054,5806.8,4809.3,4666.8,661.860291518516,661.482257649781
360000,江西省,2012,395.7882,249.1982,239.2911,5588.61,4703.55,4550.14,529.808761467402,525.898324007613
360000,江西省,2011,333.6704,204.3782,208.1714,4347.6469,3628.6953,3485.09,563.23,597.32
360000,江西省,2010,305.3,194.1,183.9,6686.6,4069.8,3974.3,476.8,462.8
360000,江西省,2009,251.015,164.8295,161.4465,5519.8,3833.38,3638.76,429.98,443.69
360000,江西省,2008,192.1924,149.6145,146.2469,4202.72,3476.95,3378.47,430.3,432.88
360000,江西省,2007,155.5313,106.4316,100.7349,3136.38,2731.15,2598.11,389.695183347674,387.723768431668
360000,江西省,2006,141.0,63.3885,60.6337,2761.83,2107.52,1887.53,300.772946401458,321.233040004662
360000,江西省,2005,122.106,59.437,56.95,2624.97,2101.3,2017.11,282.8582,282.3346
360000,江西省,2004,109.624074,55.597198,53.93495,2435.51,2167.06,1984.65,256.555877548384,271.760511929056
360000,江西省,2003,100.21,54.01,50.85,2718.0,2186.0,2131.0,247.0,239.0
360000,江西省,2002,98.21,63.53,62.51,3890.0,3203.0,3146.0,198.0,199.0
360000,江西省,2001,95.672681,57.392105,54.84779,4569.43,3345.75,3138.7,171.537338414406,174.746837862809
360000,江西省,2000,90.01,58.708922,57.534434,5203.58,4780.72,4703.66,122.803514951723,122.318437131936
370000,山东省,2019,,,,,,,,
370000,山东省,2018,,,,,,,,
370000,山东省,2017,966.6878,552.9416,432.2507,,,,523.222558667676,486.604412923562
370000,山东省,2016,958.4452,541.3565,455.5762,10810.0,10461.0,9198.0,517.499761017111,495.299195477278
