省份编码,省份,年份,固定资产投资(不含农户)(亿元),农、林、牧、渔业固定资产投资(不含农户)(亿元),采矿业固定资产投资(不含农户)(亿元),制造业固定资产投资(不含农户)(亿元),电力、燃气及水的生产和供应业固定资产投资(不含农户)(亿元),建筑业固定资产投资(不含农户)(亿元),交通运输仓储和邮政业固定资产投资(不含农户)(亿元),信息传输、计算机服务和软件业固定资产投资(不含农户)(亿元),批发和零售业固定资产投资(不含农户)(亿元),住宿和餐饮业固定资产投资(不含农户)(亿元),金融业固定资产投资(不含农户)(亿元),房地产业固定资产投资(不含农户)(亿元),租赁和商务服务业固定资产投资(不含农户)(亿元),科学研究、技术服务和地质勘查业固定资产投资(不含农户)(亿元),水利、环境和公共设施管理业固定资产投资(不含农户)(亿元),居民服务和其他服务业固定资产投资(不含农户)(亿元),教育固定资产投资(不含农户)(亿元),卫生、社会保障和社会福利业固定资产投资(不含农户)(亿元),文化、体育和娱乐业固定资产投资(不含农户)(亿元),公共管理和社会组织固定资产投资(不含农户)(亿元),国际组织固定资产投资(不含农户)(亿元)
110000,北京市,2008,3520.947,1.3303,28.1956,168.0265,129.1429,4.5023,560.5187,102.4802,11.9981,43.8065,5.1697,1973.0148,43.3438,29.92,218.8606,2.9609,44.1411,37.2742,89.0254,27.2354,
110000,北京市,2007,3597.2896,1.0678,10.2457,212.0685,176.7998,2.9367,471.9681,97.8363,20.4099,31.8462,5.9539,2060.4554,42.9361,25.2393,224.4573,1.754,40.9258,19.6336,123.9797,26.7755,
110000,北京市,2006,3012.4478,1.3861,6.1398,159.4334,94.1046,1.7461,376.741,75.8278,15.1971,16.5001,3.5824,1773.8462,47.6975,28.0156,221.3255,3.1302,51.5979,18.9355,80.4046,36.8364,
110000,北京市,2005,2595.408,2.378,3.2852,188.9667,110.8963,5.3772,226.2023,80.2944,14.0247,15.8479,1.6231,1534.9638,27.761,31.8112,146.103,0.0394,53.3941,14.9412,58.6476,78.8509,
110000,北京市,2004,2333.0,2.51,4.03,189.6,73.31,9.52,154.06,72.74,16.76,3.42,3.63,1477.64,16.77,34.33,117.5513,1.1208,56.5847,10.844,31.4613,57.1304,
110000,北京市,2003,1999.9,2.2571,3.7424,129.8958,38.6573,6.232,135.5307,85.4832,13.0644,14.5987,2.4641,1206.7079,22.6351,35.2027,141.3451,2.3169,48.4282,15.7116,24.6857,70.9518,
110000,北京市,2002,1693.6,,,,,,,,,,,,,,,,,,,,
110000,北京市,2001,,,,,,,,,,,,,,,,,,,,,
110000,北京市,2000,,,,,,,,,,,,,,,,,,,,,
120000,天津市,2019,,,,,,,,,,,,,,,,,,,,,
120000,天津市,2018,,,,,,,,,,,,,,,,,,,,,
120000,天津市,2017,11274.6948,290.6403,173.9312,2829.6664,348.7385,138.0245,531.9856,209.4003,740.3958,74.0053,14.1037,2821.4346,763.6527,458.9352,1385.1865,188.7819,117.9946,45.4158,92.3271,50.0748,
120000,天津市,2016,12756.3593,321.6449,109.5643,3229.6084,328.3178,96.4804,727.5065,165.2549,846.5875,66.768,20.4437,3280.8523,1122.3802,301.3966,1629.1113,167.1421,140.3783,55.6754,119.6951,27.5516,
120000,天津市,2015,11814.5712,261.0703,265.1018,3374.7245,368.488,138.5957,755.7436,140.1873,527.8996,83.5079,47.0931,2781.5827,798.3218,107.9259,1670.2477,84.8251,172.0158,85.9346,93.3115,57.9943,
120000,天津市,2014,10490.3656,211.7007,314.9111,2837.7437,277.7412,171.3943,749.5539,126.4262,336.6171,66.8498,64.8056,2637.7175,954.7581,168.7745,1061.8599,119.6512,180.0652,49.7037,85.0753,75.0166,
120000,天津市,2013,9103.0109,222.5102,328.4058,2546.6223,326.9555,133.1082,602.0396,70.7611,298.5596,72.7639,41.1769,2194.8819,590.061,74.8393,1146.2174,109.1922,97.9687,62.8824,103.3797,80.6852,
120000,天津市,2012,7913.2603,192.7653,199.0369,2315.1452,283.9487,48.6303,729.0625,75.2698,243.9333,70.5447,21.395,1814.6444,588.3679,48.8575,917.8676,52.7921,73.7631,63.0222,90.7012,83.5126,
120000,天津市,2011,7040.6834,142.9222,227.53,2546.434,235.2399,52.6439,502.5382,70.2907,128.9739,57.2909,34.7457,1342.4689,478.5002,24.6375,794.2364,94.3129,70.6491,21.0893,105.0569,111.1228,
120000,天津市,2010,5896.5189,41.0,308.4,2059.3,241.8,21.4,518.5,47.7,86.7,60.9,2.9,1129.6,281.3,20.7,813.4,93.1,58.8,19.4,49.9,41.6,
120000,天津市,2009,4446.5679,46.9861,394.3872,1293.949,274.4342,22.8656,472.1142,51.3192,62.3587,26.9462,1.5959,771.688,157.0613,16.5318,678.8804,34.1192,36.1686,15.8279,23.7299,65.6045,
120000,天津市,2008,3175.1374,21.3162,268.2907,864.5953,205.7296,42.6702,316.2921,55.4199,42.4912,21.5089,0.5708,663.2773,51.2317,34.1215,464.8838,9.6636,34.1888,12.2905,16.85,49.7453,
120000,天津市,2007,2192.1691,6.5409,181.1534,597.5471,159.7424,23.8318,308.9012,35.586,17.0637,14.2364,0.7603,518.3803,12.1657,5.2424,211.9309,1.7395,36.4072,18.2764,13.4417,29.2218,
120000,天津市,2006,1678.9826,3.334,182.8278,423.6553,83.8526,11.4972,173.5051,27.1124,23.1822,7.2829,0.1173,414.2624,11.2003,2.2456,217.5484,3.9139,40.5433,13.6379,15.7234,23.5406,
120000,天津市,2005,1364.0032,4.9972,124.3053,350.2999,56.9998,10.5822,147.1734,26.4845,23.3653,4.8426,0.5841,339.4727,4.8753,4.6199,178.605,1.8385,39.462,9.2424,14.1542,22.0989,
120000,天津市,2004,1128.68,2.93,118.5,249.0,46.97,15.54,89.35,28.22,20.24,9.12,0.95,275.82,3.16,2.27,184.1543,0.9975,37.2062,10.3507,18.4222,15.4651,
120000,天津市,2003,931.7,2.2025,88.9679,172.8328,42.5892,9.9054,96.3385,33.437,8.8962,1.7165,0.7702,243.5619,4.5212,1.4693,138.7649,0.2966,30.6543,13.7726,26.3314,14.7142,
120000,天津市,2002,715.5,,,,,,,,,,,,,,,,,,,,
120000,天津市,2001,,,,,,,,,,,,,,,,,,,,,
120000,天津市,2000,,,,,,,,,,,,,,,,,,,,,
130000,河北省,2019,,,,,,,,,,,,,,,,,,,,,
130000,河北省,2018,,,,,,,,,,,,,,,,,,,,,
130000,河北省,2017,33012.2314,1796.1943,381.0823,13871.2988,1914.2997,4.5352,2116.2885,327.3819,795.2843,208.8727,58.7667,5526.3951,556.8366,426.7855,3554.2431,99.604,317.7567,334.8873,511.1971,210.5216,
130000,河北省,2016,31340.0673,1686.5844,442.3669,13448.8851,1889.7623,7.0373,2081.2837,239.0975,851.67,185.6458,93.082,5469.7123,500.9584,351.7956,2705.9102,93.9437,325.2926,316.4234,461.6958,188.9203,
130000,河北省,2015,28905.7383,1510.1056,561.5747,12578.7501,1528.6885,20.0651,2035.7253,147.1735,967.4032,221.5106,47.8744,5287.8373,416.9174,185.6467,2219.2142,87.1726,260.3236,261.4479,461.529,106.7786,
130000,河北省,2014,26147.1985,1120.9457,659.8438,11420.1621,1030.2531,5.4476,2024.6312,133.465,875.8853,242.5397,25.9445,5124.279,320.3634,207.6172,1865.8695,56.7749,254.5545,231.6689,362.8442,184.1089,
130000,河北省,2013,22629.7693,794.716,690.9791,9565.6294,784.5636,16.5314,2109.8013,115.6328,842.3565,272.5327,44.6914,4463.0586,335.665,150.6459,1496.3952,51.1703,206.0715,149.6219,342.9163,196.7904,
130000,河北省,2012,19104.6297,651.8439,620.5297,8004.193,713.3731,44.2361,1522.6742,88.7999,658.2986,214.6556,24.3822,4291.351,210.8456,110.4358,1200.2054,57.6134,208.8823,111.803,213.8004,156.7065,
130000,河北省,2011,15780.2568,428.1008,575.9766,6114.0729,716.9717,42.0091,1396.0322,78.6363,440.2954,130.414,24.1421,4064.4776,80.8128,73.4884,1067.3057,47.5627,143.2977,91.0297,157.8139,107.8172,
130000,河北省,2010,12922.6572,310.4,357.9,4513.3,637.7,47.8,1388.1,40.8,409.2,139.6,12.7,3044.1,104.7,58.2,1337.9,39.5,144.0,106.6,119.9,110.3,
130000,河北省,2009,10476.5014,239.939,280.0575,4211.901,526.2905,21.5128,936.2844,11.234,380.5462,99.0308,11.9365,2028.6602,111.5501,76.0413,1080.3347,38.0934,131.9969,107.7415,78.8734,104.4772,
130000,河北省,2008,7463.7742,188.4066,277.4383,3242.9597,508.8687,23.9639,543.4448,94.8283,258.6169,63.6091,12.5775,1465.4357,37.9299,48.8281,440.8284,9.8637,87.8902,56.3337,46.57,55.3807,
130000,河北省,2007,5690.3132,116.2574,233.7121,2289.5272,433.208,28.9966,619.4553,58.7713,197.8301,58.1731,7.0717,959.9697,45.9599,55.2081,296.8462,10.7238,118.2997,45.891,47.6109,66.8011,
130000,河北省,2006,4403.2251,83.7096,183.6623,1631.0887,405.6665,21.6582,486.1658,80.669,181.6739,50.7042,9.7985,663.676,47.3254,40.1847,200.6841,14.1034,111.872,42.9384,37.6298,110.0146,
130000,河北省,2005,3307.768,61.2073,119.5437,1179.5736,320.4258,20.041,351.8754,66.4194,124.9218,29.2824,4.155,478.1345,30.0085,47.5597,160.3775,6.1519,94.3136,33.1276,22.0373,158.612,
130000,河北省,2004,2441.98,44.8,47.28,827.61,191.3,59.29,216.31,63.15,72.14,17.72,2.65,418.67,32.14,34.37,137.9905,3.3195,91.2984,29.921,25.8598,126.148,
130000,河北省,2003,1772.8,33.4317,27.2609,564.0692,140.064,40.1594,148.9636,62.3711,61.8865,14.0152,3.8001,333.2481,19.6012,25.0045,102.0488,4.7937,58.3543,14.7368,18.6099,100.3872,
130000,河北省,2002,1353.9,,,,,,,,,,,,,,,,,,,,
130000,河北省,2001,,,,,,,,,,,,,,,,,,,,,
130000,河北省,2000,,,,,,,,,,,,,,,,,,,,,
140000,山西省,2019,,,,,,,,,,,,,,,,,,,,,
140000,山西省,2018,,,,,,,,,,,,,,,,,,,,,
140000,山西省,2017,5722.1585,536.2804,470.0364,884.6577,757.5092,8.671,393.7508,28.0459,97.4869,25.2381,1.4949,1421.0978,53.2902,31.5101,738.6105,8.2099,74.6974,69.5167,61.4368,60.6178,
140000,山西省,2016,13859.351,1905.8982,1054.5566,2643.0488,1264.0199,13.3551,881.7299,100.8837,363.6681,73.3148,9.2029,2723.523,162.5795,104.5745,1873.6035,42.0965,186.7644,166.8334,192.7597,96.9385,
140000,山西省,2015,13744.5907,1567.7054,1410.8986,2515.2005,1355.9205,11.0599,888.7831,104.2682,343.2021,77.4489,4.4852,3114.5926,69.6878,76.9117,1607.414,46.1959,181.0609,125.5563,195.2159,48.9832,
140000,山西省,2014,12035.456,938.7587,1414.817,2677.9952,959.6642,5.2306,824.567,58.6062,249.4808,54.5548,2.3384,2825.8487,76.714,45.8089,1416.9148,49.9368,139.319,69.0397,171.1988,54.6624,
140000,山西省,2013,10745.345,712.1412,1475.01,2538.4366,686.9756,10.8568,928.6729,63.2708,244.4612,80.2093,3.9215,2290.0335,56.2837,39.2826,1246.5668,20.5441,152.2196,55.2181,86.3987,54.842,
140000,山西省,2012,8584.8533,328.8161,1581.6922,1941.5141,606.4643,16.4275,980.9033,35.6055,192.7898,59.3605,2.0188,1670.6678,25.8983,34.886,742.0271,13.1842,168.5437,54.1903,83.0933,46.7705,
140000,山西省,2011,6837.6888,222.7834,1425.9307,1365.4084,547.6398,8.915,910.7363,25.9861,145.7159,51.3054,1.6722,1325.8216,15.787,24.1779,490.2643,6.0319,125.4947,52.0071,75.8381,16.173,
140000,山西省,2010,5526.6025,160.9,1027.3,973.1,519.7,16.6,859.5,40.9,75.8,37.2,2.6,943.6,34.2,25.2,426.6,7.4,236.8,54.2,60.4,24.6,
140000,山西省,2009,4509.5569,121.6688,648.6049,858.7237,522.0127,21.6531,703.851,87.68,77.5392,41.0732,1.8677,763.6887,13.2123,7.0177,431.1044,5.145,99.1124,35.1924,51.1579,19.2518,
140000,山西省,2008,3194.5681,50.5393,476.5649,793.6614,475.7173,16.8864,285.3161,67.6706,49.9656,24.3265,0.7464,533.4749,3.7171,4.4785,289.3226,1.581,54.1927,18.4513,20.3169,27.6386,
140000,山西省,2007,2600.2159,39.4264,379.076,736.9006,418.8752,9.5085,234.2977,47.6112,44.3859,19.4081,0.3255,373.7308,1.6181,2.3064,183.3276,2.8316,44.5428,9.4977,15.743,36.8028,
140000,山西省,2006,2055.6854,21.4393,321.4393,641.7677,311.4552,6.3949,195.1203,40.2364,35.5017,15.2955,0.6471,247.5443,1.7559,5.1068,112.9986,1.2392,41.1782,9.9482,13.7749,32.8419,
140000,山西省,2005,1666.4728,11.0284,271.5214,536.5716,257.9444,4.1553,193.1885,31.098,25.9381,9.0475,1.5743,187.0195,1.1246,5.2679,63.6435,0.8555,30.8403,8.7945,7.9129,18.9466,
140000,山西省,2004,1315.21,8.81,161.33,440.72,224.89,3.47,160.96,31.6,34.87,6.3,0.7,137.17,0.37,1.07,50.6546,0.593,21.7931,6.0615,6.4769,17.3767,
140000,山西省,2003,998.8,11.4893,94.2339,341.0209,144.325,3.4284,126.585,34.5304,18.9745,5.0006,1.7448,103.3608,1.3242,1.0455,61.0092,0.072,22.133,5.8138,7.8448,14.8879,
140000,山西省,2002,727.8,,,,,,,,,,,,,,,,,,,,
140000,山西省,2001,,,,,,,,,,,,,,,,,,,,,
140000,山西省,2000,,,,,,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2019,,,,,,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2018,,,,,,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2017,13827.8549,1073.9569,924.2487,3234.6991,1380.3217,20.582,1180.1838,189.8428,371.9564,97.7272,21.8123,1477.4924,117.9371,104.9427,2818.0794,51.9921,163.0976,154.1258,231.2387,213.6182,
150000,内蒙古自治区,2016,14893.9635,931.4605,904.1282,3562.3959,1903.484,151.1107,1427.7058,125.9616,385.3191,67.268,16.8194,1727.8848,141.6084,87.7707,2645.3103,33.9005,149.1537,127.6207,210.5362,294.525,
150000,内蒙古自治区,2015,13529.1519,820.4711,943.6198,3709.8062,1732.5253,163.5164,1251.1701,84.196,396.8191,99.5712,36.4153,1545.5566,100.0508,98.6109,1772.0873,85.9487,140.6296,113.5327,135.4791,299.1457,
150000,内蒙古自治区,2014,17437.8467,1043.124,1701.9889,5249.3512,1849.3206,180.1642,1342.4893,246.9079,635.2298,163.267,37.8797,1920.0947,125.7884,147.0883,1956.6496,77.8947,153.1677,116.35,184.2869,306.8038,
150000,内蒙古自治区,2013,14072.3876,730.3538,1587.1771,4516.0121,1296.3021,93.6026,1271.9685,110.9241,388.5416,123.8819,28.3203,1969.1224,57.355,61.3466,1216.936,35.3585,93.8962,70.1608,127.6174,293.5106,
150000,内蒙古自治区,2012,11749.7701,501.5955,1116.4277,3825.3176,1036.5327,86.4109,1143.8668,83.146,284.3898,104.678,25.15,1841.2397,79.583,53.1203,995.9897,33.5806,111.0121,67.4581,125.7418,234.5298,
150000,内蒙古自治区,2011,10252.9744,417.5624,975.559,2787.4755,1144.2702,103.3862,977.9761,70.3775,347.2422,87.3085,45.1597,1836.6882,97.67,51.2289,822.0253,16.0555,142.3424,60.2559,71.4345,198.9564,
150000,内蒙古自治区,2010,8687.9855,309.6,979.9,1926.2,1373.3,107.4,1032.5,60.2,251.4,69.3,38.1,1282.4,43.4,42.8,651.6,18.1,149.9,53.2,117.1,181.5,
150000,内蒙古自治区,2009,7143.8367,275.5984,964.9225,1599.3832,1124.0622,65.6937,781.386,47.8529,210.9005,60.1435,23.2605,935.2905,27.5266,39.7567,591.2027,27.7221,97.9721,45.2811,78.6311,147.2504,
150000,内蒙古自治区,2008,5327.0411,193.1498,912.3738,1166.5925,746.0889,31.1582,467.1784,36.1949,107.5113,51.8468,16.6468,807.2668,12.0627,30.363,422.0739,14.8329,68.974,35.389,57.5612,149.7762,
150000,内蒙古自治区,2007,4255.0024,132.7825,587.3909,940.2423,671.0588,22.7949,496.4959,56.3925,70.9531,47.4244,2.936,543.244,3.17,21.735,343.8594,5.2509,57.3729,25.8875,59.296,166.7154,
150000,内蒙古自治区,2006,3264.8644,114.0791,403.6365,797.1585,585.15,15.1728,393.4438,19.7752,65.9936,45.619,2.0729,337.9465,4.5507,14.4029,208.161,3.5068,45.6156,17.3953,33.9757,157.2085,
150000,内蒙古自治区,2005,2555.2528,77.4417,244.5329,568.5718,630.3491,12.1351,359.3617,15.2899,60.4357,31.3954,1.8836,170.2766,6.1639,13.6973,205.24,2.7023,32.0621,11.8359,24.6875,87.1903,
150000,内蒙古自治区,2004,1707.5,59.09,107.04,384.65,400.52,11.48,261.19,20.17,33.18,15.48,4.62,145.27,3.67,5.01,131.706,1.6536,28.1856,12.0858,8.895,73.6079,
150000,内蒙古自治区,2003,1097.1,40.7974,44.9997,262.5719,180.4011,2.8794,194.4901,19.8457,19.9462,6.0048,2.2009,111.8801,1.6841,4.5796,117.8638,2.0956,22.4518,8.1507,9.9262,44.3285,
150000,内蒙古自治区,2002,635.4,,,,,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2001,,,,,,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2000,,,,,,,,,,,,,,,,,,,,,
210000,辽宁省,2019,,,,,,,,,,,,,,,,,,,,,
210000,辽宁省,2018,,,,,,,,,,,,,,,,,,,,,
210000,辽宁省,2017,6444.749,125.3015,145.316,1529.215,543.6326,26.3886,595.9249,55.9496,95.2363,72.5174,12.8747,2320.2611,95.0982,30.2151,449.4679,29.7187,79.901,91.7441,95.9516,50.0347,
210000,辽宁省,2016,6436.3272,131.3815,124.3278,1765.2152,296.5566,15.1377,652.6943,63.0607,196.5553,73.9322,12.945,2143.0395,93.0591,44.0356,505.196,48.9419,57.8736,66.0001,83.6045,62.7706,
210000,辽宁省,2015,17640.3698,419.3371,382.8263,6565.5309,520.5561,11.6668,1255.3369,202.5749,826.9836,296.3957,71.6469,3663.5212,343.4816,246.7055,2081.8836,130.2093,178.4324,125.4657,181.3789,136.4364,
210000,辽宁省,2014,24426.8339,572.431,617.3831,8866.3513,771.8301,136.7482,1800.8991,213.0734,1037.593,406.7536,105.9566,5628.9436,557.7277,261.03,2459.335,203.8913,254.4183,127.3451,253.7006,151.4229,
210000,辽宁省,2013,24791.4018,496.5069,650.2698,8628.9998,823.5285,240.7753,1577.1422,122.5254,1014.458,498.2507,159.48,6728.2463,400.4762,194.941,2233.3526,199.8586,236.197,144.8032,280.4035,161.1868,
210000,辽宁省,2012,21535.3745,527.9777,683.6876,7489.9397,776.165,457.0775,1044.4233,133.127,763.1006,428.4587,63.8797,5828.426,369.788,161.2338,1677.4177,202.0336,196.2175,161.8866,282.6062,287.9283,
210000,辽宁省,2011,17431.4614,469.8139,546.6115,5973.2298,698.4315,231.9974,884.0984,105.457,532.033,323.7418,56.6805,4707.0342,410.4312,107.776,1489.2271,148.4638,178.0523,92.9871,184.2577,291.1372,
210000,辽宁省,2010,15106.3279,216.4,562.9,5504.7,787.1,171.7,1048.2,146.5,309.9,196.6,32.5,3599.6,333.6,122.0,1313.9,82.7,131.9,84.4,181.3,280.4,
210000,辽宁省,2009,11605.1207,148.5099,341.658,4432.1287,653.8337,112.6059,721.4713,132.126,388.7762,172.6569,41.0232,2724.6609,160.9604,94.55,883.4138,54.776,125.8501,83.2928,128.8561,203.9708,
210000,辽宁省,2008,8881.9463,86.7756,310.9669,3461.9402,432.1872,46.4902,748.3593,114.9446,224.541,110.8692,47.131,2188.5701,123.9833,60.8542,618.0492,32.768,104.87,51.0951,58.0516,59.4996,
210000,辽宁省,2007,6576.0474,54.8289,281.52,2443.4207,336.3528,38.9535,547.7799,70.6018,187.6047,85.0319,20.8014,1593.8297,86.1383,45.882,500.9658,35.4511,98.6795,39.0367,51.6781,57.4906,
210000,辽宁省,2006,4977.8419,38.3657,212.081,1780.5948,207.7061,53.9205,536.7103,96.3092,127.6364,56.1116,10.1482,1223.692,57.1007,34.5972,305.4282,18.722,88.8807,28.4802,53.3038,48.0533,
210000,辽宁省,2005,3666.5196,34.1531,182.9455,1359.3118,138.6721,24.6171,280.5633,41.1454,119.0215,37.9739,17.3555,916.8751,37.0072,26.8299,259.129,11.0551,85.1655,21.4137,33.056,40.2289,
210000,辽宁省,2004,2580.28,25.58,128.81,771.46,110.82,25.08,219.44,50.35,96.91,41.63,4.13,721.98,24.14,25.01,165.7499,10.1378,61.0905,18.8193,32.4261,46.5609,0.1548
210000,辽宁省,2003,1771.2,23.4325,91.5589,469.912,94.3523,11.1335,138.8562,57.4313,58.8486,30.5435,4.3986,500.4276,11.0389,14.3409,80.0077,2.4589,44.4475,9.1907,20.9745,107.8721,
210000,辽宁省,2002,1364.0,,,,,,,,,,,,,,,,,,,,
210000,辽宁省,2001,,,,,,,,,,,,,,,,,,,,,
210000,辽宁省,2000,,,,,,,,,,,,,,,,,,,,,
220000,吉林省,2019,,,,,,,,,,,,,,,,,,,,,
220000,吉林省,2018,,,,,,,,,,,,,,,,,,,,,
220000,吉林省,2017,13130.9042,852.9055,319.6929,5254.13,544.6643,232.8183,1204.9967,395.9776,554.6133,182.1271,70.1018,1142.6069,293.2239,138.2586,1268.5822,108.9438,168.1345,144.2908,156.0995,98.7365,
220000,吉林省,2016,13773.1688,708.5023,449.9714,6011.6414,546.9364,177.937,1162.7467,226.175,746.7517,154.3237,68.4786,1210.3411,266.7086,150.7683,1161.2891,105.4426,123.8575,145.3801,107.781,248.1363,
220000,吉林省,2015,12508.5936,540.687,532.6619,5819.9732,463.1812,203.7548,955.5242,191.203,593.3722,104.245,36.727,1098.1775,196.8597,119.0295,938.7814,86.1982,111.5225,112.8303,112.4591,291.4059,
220000,吉林省,2014,11107.941,431.9898,505.5016,5102.8452,484.9374,213.1512,778.9703,112.6734,501.8009,101.0534,56.6846,1243.6823,116.4263,123.8334,819.814,76.6335,116.0074,84.3679,80.6956,156.8728,
220000,吉林省,2013,9725.7583,285.7462,414.4786,4410.1489,447.6275,117.6149,584.8165,60.1953,420.3414,82.3905,20.8524,1447.379,69.8085,80.4119,825.9777,54.6022,75.9952,71.6523,92.8144,162.9049,
220000,吉林省,2012,9262.2341,208.4287,547.8058,4150.305,413.8972,49.1434,528.2772,69.7096,410.9009,104.6879,14.5366,1498.5509,48.0657,59.7242,760.4592,47.5007,66.1067,69.585,83.3662,131.1832,
220000,吉林省,2011,7226.6494,195.8259,394.6327,3206.9392,386.8786,38.8063,483.2225,38.0786,243.4745,53.36,4.9244,1414.7122,33.0502,28.8047,437.2813,25.0176,59.7006,40.9608,72.7456,68.2337,
220000,吉林省,2010,7395.232,140.8,439.4,3324.8,497.6,81.5,525.8,48.1,248.1,65.8,10.9,1048.6,38.6,47.3,521.4,30.6,87.5,56.1,82.0,100.3,
220000,吉林省,2009,5958.9498,101.9189,378.4639,2569.7301,338.7874,37.896,396.9592,57.0403,218.5498,71.4392,8.2762,937.2266,50.6842,47.0616,525.141,20.2156,74.7404,53.1858,35.7053,35.9283,
220000,吉林省,2008,4592.708,79.7716,300.2543,1844.6286,374.8178,21.1746,260.0979,44.7548,162.4936,55.123,10.5106,767.2211,50.4447,32.2927,394.7425,14.7731,64.412,38.7369,37.8646,38.5936,
220000,吉林省,2007,3340.1891,49.8174,224.2615,1314.9721,194.734,15.2936,214.4175,41.1185,102.7167,23.508,6.1495,619.4818,45.7361,19.3531,284.1,11.6972,46.215,26.7604,31.2046,68.6521,
220000,吉林省,2006,2366.0614,35.9598,171.2507,892.9263,125.0415,16.9066,175.6815,40.1402,68.5596,15.1023,2.8865,330.9722,34.4472,19.5789,254.2967,7.1947,49.1238,23.6708,22.8519,79.4702,
220000,吉林省,2005,1581.2551,18.8192,87.6343,630.8652,88.6572,12.9693,156.5253,24.3085,46.5706,10.5589,4.6186,201.2129,13.1168,12.2518,127.0092,3.6499,41.7261,14.7446,13.933,72.0837,
220000,吉林省,2004,1059.35,14.41,60.97,379.43,58.25,4.69,124.2,17.25,17.54,5.99,3.12,173.57,3.6,6.38,65.6365,1.5991,42.693,6.8861,11.903,61.2206,
220000,吉林省,2003,872.9,15.7972,48.7815,251.9511,47.5379,18.1875,81.2469,13.9144,20.7582,10.6601,2.22,157.9792,5.4403,4.0819,74.4834,1.0219,34.8151,6.3322,9.282,68.4162,
220000,吉林省,2002,750.7,,,,,,,,,,,,,,,,,,,,
220000,吉林省,2001,,,,,,,,,,,,,,,,,,,,,
220000,吉林省,2000,,,,,,,,,,,,,,,,,,,,,
230000,黑龙江省,2019,,,,,,,,,,,,,,,,,,,,,
230000,黑龙江省,2018,,,,,,,,,,,,,,,,,,,,,
