省份编码,省份,年份,固定资产投资(不含农户)房屋施工面积(万平方米),固定资产投资(不含农户)住宅施工面积(万平方米),固定资产投资(不含农户)房屋竣工面积(万平方米),固定资产投资(不含农户)住宅竣工面积(万平方米),固定资产投资(不含农户)竣工房屋价值(万元),固定资产投资(不含农户)竣工住宅价值(万元)
130000,河北省,2014,61197.74,26553.6626,12007.7119,3970.6053,25736885.0,9948425
130000,河北省,2013,72773.4525,26143.2268,12142.8588,4483.8695,26287234.0,10816523.0
130000,河北省,2012,62445.6498,26486.0463,13140.1921,5150.8771,25647079.0,11096647.0
130000,河北省,2011,51055.3568,25957.4024,12400.8778,5453.7472,24688359.0,12303365.0
130000,河北省,2010,39543.2,20460.5,9194.2,4129.2,17069000.0,8593000
130000,河北省,2009,29495.7795,13665.2173,8365.8897,3054.1857,13751069.0,5655337
130000,河北省,2008,19004.4955,9684.7877,6198.1401,2326.7777,9360805.0,4053186
130000,河北省,2007,14183.5276,6930.8601,5113.1458,1949.3315,6362547.0,2677420
130000,河北省,2006,12106.6698,6345.3751,4768.4543,2103.7576,5695346.0,2619054
130000,河北省,2005,11164.7858,5901.0774,5028.7579,2562.2841,5020752.0,2516288
130000,河北省,2004,9613.7,5260.51,4316.34,2248.61,3922260.0,2023696
130000,河北省,2003,7821.22,4399.24,3829.01,2152.93,3537073.0,1847196
130000,河北省,2002,,,,,,
130000,河北省,2001,,,,,,
130000,河北省,2000,,,,,,
140000,山西省,2019,,,,,,
140000,山西省,2018,,,,,,
140000,山西省,2017,,,,,,
140000,山西省,2016,25557.8277,15342.9277,6496.7204,3579.809,,
140000,山西省,2015,28642.3547,17123.0884,6271.2559,3527.3445,,
140000,山西省,2014,29772.4537,17062.6723,5740.1767,3415.1435,13496192.0,8610657
140000,山西省,2013,26793.3218,15390.5873,5943.0244,3250.5984,12295892.0,6847359
140000,山西省,2012,22879.6253,14401.3644,5018.0012,2905.8162,10603466.0,6523704
140000,山西省,2011,16671.7047,11262.9909,5246.421,3499.7408,9251897.0,6194552
140000,山西省,2010,13940.3,9156.6,3802.2,2056.8,5935000.0,3214000
140000,山西省,2009,10562.8593,7218.4731,2838.7586,1719.241,4975889.0,2936600
140000,山西省,2008,8125.0285,5462.7384,2914.3744,1903.9078,3993694.0,2594695
140000,山西省,2007,7491.842,5016.4392,2804.2407,1826.92,3285942.0,2072193
140000,山西省,2006,6453.0726,4241.33,2229.8712,1275.9284,2624600.0,1487652
140000,山西省,2005,4349.6456,2540.2449,1755.525,1015.4082,2093336.0,1108431
140000,山西省,2004,3808.28,1883.99,1578.6,833.23,1734659.0,795288
140000,山西省,2003,3401.58,1723.08,1565.75,841.62,1419735.0,683251
140000,山西省,2002,,,,,,
140000,山西省,2001,,,,,,
140000,山西省,2000,,,,,,
150000,内蒙古自治区,2019,,,,,,
150000,内蒙古自治区,2018,,,,,,
150000,内蒙古自治区,2017,,,,,,
150000,内蒙古自治区,2016,21071.0783,12630.2952,4343.4394,2010.2238,,
150000,内蒙古自治区,2015,22624.4782,12607.0474,3519.6029,1834.0862,,
150000,内蒙古自治区,2014,24639.0956,14011.0873,4768.1699,2365.6189,10987455.0,5610708
150000,内蒙古自治区,2013,26261.0877,14434.767,5432.36,2893.7237,12392373.0,6072459
150000,内蒙古自治区,2012,25406.6659,13471.4941,5774.6914,2696.9687,11019465.0,5231127
150000,内蒙古自治区,2011,23157.9346,12680.3346,5037.1219,2739.0977,10412852.0,5248586
150000,内蒙古自治区,2010,18060.6,9892.4,4814.5,2582.3,8825000.0,4320000
150000,内蒙古自治区,2009,13930.8529,7837.2085,3988.6582,2547.9895,6922124.0,4073609
150000,内蒙古自治区,2008,11878.778,7130.3441,4043.8542,2250.3329,6690788.0,3081977
150000,内蒙古自治区,2007,9400.5557,5460.0874,4029.8503,2264.3021,5188028.0,2696335
150000,内蒙古自治区,2006,7246.8838,4019.1039,3399.5327,1846.3224,3761877.0,1846454
150000,内蒙古自治区,2005,5623.0367,2717.4327,2669.0613,1366.6599,2680537.0,1200197
150000,内蒙古自治区,2004,4703.39,2123.77,2523.73,1221.8,2154347.0,899586
150000,内蒙古自治区,2003,3837.85,1684.55,2207.52,1129.61,1849815.0,867908
150000,内蒙古自治区,2002,,,,,,
150000,内蒙古自治区,2001,,,,,,
150000,内蒙古自治区,2000,,,,,,
210000,辽宁省,2019,,,,,,
210000,辽宁省,2018,,,,,,
210000,辽宁省,2017,,,,,,
210000,辽宁省,2016,30258.3382,19145.5828,3510.4257,2215.7923,,
210000,辽宁省,2015,47189.7274,21744.231,10332.2695,2675.1916,,
210000,辽宁省,2014,64532.5021,28953.2668,13246.8983,5070.1652,33407410.0,12241427.0
210000,辽宁省,2013,66871.5328,31953.6482,14548.6271,5155.6981,33980430.0,12341931.0
210000,辽宁省,2012,63822.1656,30107.7026,12691.4572,5413.5348,28533626.0,12333423.0
210000,辽宁省,2011,56290.3433,27776.5098,11078.0196,5486.0487,24007853.0,12317630.0
210000,辽宁省,2010,44138.5,21222.0,9245.7,3865.9,20061000.0,7899000
210000,辽宁省,2009,29220.7738,14886.8969,8397.4239,3638.4059,15785046.0,6387748
210000,辽宁省,2008,23971.2216,12389.5856,7991.8111,3568.2965,12714052.0,5559064
210000,辽宁省,2007,20932.2878,10350.557,6847.6077,3130.3885,9475502.0,4186652
210000,辽宁省,2006,15104.0126,7805.5632,6164.4194,2950.1233,7609139.0,3512793
210000,辽宁省,2005,12368.0056,6315.9747,5018.4987,2525.0972,6013269.0,2835852
210000,辽宁省,2004,10241.76,5447.32,4447.61,2473.07,4504458.0,2215560
210000,辽宁省,2003,8231.56,4786.99,3644.18,2191.87,3859675.0,2145098
210000,辽宁省,2002,,,,,,
210000,辽宁省,2001,,,,,,
210000,辽宁省,2000,,,,,,
220000,吉林省,2019,,,,,,
220000,吉林省,2018,,,,,,
220000,吉林省,2017,,,,,,
220000,吉林省,2016,18256.6618,8427.126,4533.5594,1070.0388,,
220000,吉林省,2015,16173.1599,8534.5425,3913.9645,1174.8574,,
220000,吉林省,2014,17916.3325,9628.163,4615.7938,1665.2498,13798243.0,3084577
220000,吉林省,2013,18948.4765,9920.7885,4877.6153,1946.831,11150155.0,4143409
220000,吉林省,2012,16959.9599,9085.6507,4573.8857,1859.1891,10599341.0,3605481
220000,吉林省,2011,14540.3806,8054.229,3997.8952,1845.2539,7832448.0,3438058
220000,吉林省,2010,13381.0,6746.1,4830.1,2054.6,8148000.0,3150000
220000,吉林省,2009,11155.8969,5669.3094,4362.4147,1706.3831,6703700.0,2141827
220000,吉林省,2008,9826.069,4898.5304,4081.7891,1793.6512,6264903.0,2311847
220000,吉林省,2007,8519.7657,4398.0131,3590.2513,1573.2797,4724757.0,1712295
220000,吉林省,2006,6243.633,3101.936,2943.3275,1155.11,3668287.0,1231116
220000,吉林省,2005,4580.0941,2088.6094,2011.3086,765.2665,2466007.0,758310
220000,吉林省,2004,3446.93,1637.65,1451.87,636.83,1719730.0,628927
220000,吉林省,2003,3927.91,1938.19,2232.8,1154.42,2343855.0,983957
220000,吉林省,2002,,,,,,
220000,吉林省,2001,,,,,,
220000,吉林省,2000,,,,,,
230000,黑龙江省,2019,,,,,,
230000,黑龙江省,2018,,,,,,
230000,黑龙江省,2017,,,,,,
230000,黑龙江省,2016,15082.2149,8341.5978,4080.2888,1979.0559,,
230000,黑龙江省,2015,18775.0304,9138.4474,7566.1846,2380.3432,,
230000,黑龙江省,2014,19762.1727,11147.8835,5388.445,2722.1173,13093670.0,6010373
230000,黑龙江省,2013,27748.4077,12123.7235,9777.1033,3472.1063,18978521.0,6789566
230000,黑龙江省,2012,24213.1053,13337.5628,7249.4857,4105.9734,14857936.0,7239520
230000,黑龙江省,2011,20687.4525,13282.1507,7078.1271,4610.4687,11768913.0,6916998
230000,黑龙江省,2010,15587.8,9204.2,6758.7,3760.2,11308000.0,5482000
230000,黑龙江省,2009,10920.4468,6657.0921,5789.6399,3486.0239,8330812.0,4650045
230000,黑龙江省,2008,7822.7009,4743.2845,3929.9619,2310.1912,4850535.0,2539577
230000,黑龙江省,2007,6955.7727,3940.4653,3818.6334,2213.1175,4787580.0,2653841
230000,黑龙江省,2006,6671.8808,3625.783,3288.4885,1938.2192,3543954.0,1991691
230000,黑龙江省,2005,6075.4488,3072.6448,3266.0974,1935.6989,3492644.0,1945354
230000,黑龙江省,2004,5235.1,2614.04,2713.27,1504.49,2786861.0,1370231
230000,黑龙江省,2003,4720.31,2345.11,2590.44,1463.67,2470661.0,1183897
230000,黑龙江省,2002,,,,,,
230000,黑龙江省,2001,,,,,,
230000,黑龙江省,2000,,,,,,
310000,上海市,2019,,,,,,
310000,上海市,2018,,,,,,
310000,上海市,2017,,,,,,
310000,上海市,2016,17698.2474,8123.6077,2814.3296,1532.8809,,
310000,上海市,2015,17868.5428,8426.9173,2908.0181,1602.8568,,
310000,上海市,2014,17991.8603,8555.3404,2667.598,1535.6398,11254648.0,6445346
310000,上海市,2013,17161.7675,8171.358,2683.3537,1425.2004,12320936.0,6126614
310000,上海市,2012,16871.557,8333.2344,2817.8736,1609.1305,12020198.0,6926328
310000,上海市,2011,16735.6332,8474.3525,3041.8562,1652.2345,13366788.0,7607508
310000,上海市,2010,13688.6,7325.0,2402.4,1397.2,9209000.0,5371000
310000,上海市,2009,12096.9006,6562.0828,2466.2795,1508.8129,7902376.0,4411108
310000,上海市,2008,12969.5542,7190.1215,3279.5867,1870.7836,7918343.0,4301120
310000,上海市,2007,13479.2821,7744.7523,4333.7855,2809.1821,12366406.0,8401220
310000,上海市,2006,12973.5623,8030.866,4056.9417,2709.9129,11600063.0,8015495
310000,上海市,2005,12801.774,8204.9761,3911.305,2759.5506,11294997.0,8162813
310000,上海市,2004,11045.99,7766.08,4049.46,3165.09,11474011.0,9216477
310000,上海市,2003,9681.27,6862.36,2969.72,2171.45,8311119.0,6438535
310000,上海市,2002,,,,,,
310000,上海市,2001,,,,,,
310000,上海市,2000,,,,,,
320000,江苏省,2019,,,,,,
320000,江苏省,2018,,,,,,
320000,江苏省,2017,,,,,,
320000,江苏省,2016,93782.5227,45254.9912,24665.2407,8335.4708,,
320000,江苏省,2015,98850.0361,45370.6309,36541.3827,9349.3614,,
320000,江苏省,2014,109353.5616,44641.1326,34562.3533,8426.3468,68991857.0,24300762.0
320000,江苏省,2013,100944.9285,42305.7941,33342.59,9251.5491,70415679.0,25789917.0
320000,江苏省,2012,91452.8587,37113.3625,31052.1834,9270.7596,63037903.0,23922609.0
320000,江苏省,2011,81473.4462,33720.8607,27670.9325,7948.5735,50696121.0,18963295.0
320000,江苏省,2010,57837.1,28004.9,18825.0,7264.3,37790000.0,18099000.0
320000,江苏省,2009,49656.9595,24226.0281,17615.9542,7398.9895,31301349.0,15892856.0
320000,江苏省,2008,45375.1312,23651.5626,15688.2595,7240.9587,23906842.0,12921949.0
320000,江苏省,2007,38275.7131,19472.9171,12996.3773,5534.6971,17125740.0,8660663
320000,江苏省,2006,30501.2126,15871.7607,11205.2734,5114.5403,14655910.0,7462919
320000,江苏省,2005,24951.8341,13547.5359,9904.0276,5015.7612,12210188.0,6389728
320000,江苏省,2004,19882.71,11114.54,7362.77,3745.63,8695931.0,4298317
320000,江苏省,2003,15029.82,8548.65,5991.51,3249.78,6058027.0,3107948
320000,江苏省,2002,,,,,,
320000,江苏省,2001,,,,,,
320000,江苏省,2000,,,,,,
330000,浙江省,2019,,,,,,
330000,浙江省,2018,,,,,,
330000,浙江省,2017,,,,,,
330000,浙江省,2016,73050.2132,29043.0927,17652.0011,6380.5731,,
330000,浙江省,2015,86741.9973,31425.6144,18862.7052,5528.0367,,
330000,浙江省,2014,88663.9006,31877.1209,19231.3118,5381.9473,40946202.0,17737616.0
330000,浙江省,2013,82814.7138,29368.5886,18779.9537,4690.6775,37273086.0,13312324.0
330000,浙江省,2012,74941.6384,27194.767,15926.5993,4172.7506,29465562.0,10191268.0
330000,浙江省,2011,66174.3269,24329.8429,15685.02,4207.2243,28109049.0,9717628
330000,浙江省,2010,41954.3,18768.6,8522.1,3266.5,17251000.0,7782000
330000,浙江省,2009,36156.9238,15928.7134,8306.8617,3187.4115,14589034.0,6533650
330000,浙江省,2008,35078.429,15270.071,8572.4098,3730.3346,14406935.0,7253884
330000,浙江省,2007,32377.1139,14772.1154,8000.6676,3438.2312,12391700.0,6483090
330000,浙江省,2006,28295.4178,13915.698,7460.5158,3524.7702,10130840.0,5375113
330000,浙江省,2005,26069.0393,13652.5504,7869.5402,4021.2521,10353453.0,5810199
330000,浙江省,2004,22316.57,12339.39,6238.43,3154.36,7750899.0,4181654
330000,浙江省,2003,18031.77,9763.53,6110.11,3344.23,7660361.0,4208777
330000,浙江省,2002,,,,,,
330000,浙江省,2001,,,,,,
330000,浙江省,2000,,,,,,
340000,安徽省,2019,,,,,,
340000,安徽省,2018,,,,,,
340000,安徽省,2017,,,,,,
340000,安徽省,2016,54530.9769,27000.5782,10595.1327,4762.4015,,
340000,安徽省,2015,55074.6449,25871.7279,11815.5725,5079.7912,,
340000,安徽省,2014,58502.663,27372.7013,13001.3711,5156.5819,26444389.0,11867937.0
340000,安徽省,2013,57468.6469,25931.1622,10536.0528,5039.8468,22075392.0,11497479.0
340000,安徽省,2012,49520.6756,22260.8134,9214.4446,4246.2066,16579374.0,8811838
340000,安徽省,2011,39890.8272,19373.8376,8738.8156,4011.4734,14622131.0,7478370
340000,安徽省,2010,31567.2,16696.8,7842.2,3822.4,12426000.0,6512000
340000,安徽省,2009,25829.8755,14130.7732,7178.4602,3410.1942,10546032.0,5453744
340000,安徽省,2008,20852.4557,11578.1152,5714.4089,2858.8655,7296700.0,4063989
340000,安徽省,2007,16099.6566,8891.6061,4876.5719,2499.1847,5672969.0,3188002
340000,安徽省,2006,12366.9903,6974.1386,4359.7919,2339.2397,4591305.0,2574925
340000,安徽省,2005,8782.3217,5240.8668,3592.2787,2065.3028,3474806.0,1974110
340000,安徽省,2004,7377.23,4303.19,3246.11,1824.11,2879011.0,1519001
340000,安徽省,2003,5957.88,3298.96,2720.03,1485.96,2033080.0,1023604
340000,安徽省,2002,,,,,,
340000,安徽省,2001,,,,,,
340000,安徽省,2000,,,,,,
350000,福建省,2019,,,,,,
350000,福建省,2018,,,,,,
350000,福建省,2017,,,,,,
350000,福建省,2016,44558.5106,20265.6928,10228.2321,2836.3294,,
350000,福建省,2015,55935.0002,20436.5378,12848.2167,2851.3882,,
350000,福建省,2014,54202.2359,20682.4984,11194.7173,2916.134,18184693.0,6752943
350000,福建省,2013,49445.0486,19289.5803,10495.5648,2811.8097,18669724.0,6364016
350000,福建省,2012,44377.0765,16299.4816,8467.343,1943.3336,13003168.0,3997836
350000,福建省,2011,37241.9653,15633.5844,8386.2324,2378.2678,12070149.0,4505109
350000,福建省,2010,26140.0,12006.4,4693.3,1952.7,6916000.0,3484000
350000,福建省,2009,21327.4889,10221.4758,4596.8808,2045.2702,6113376.0,3086430
350000,福建省,2008,19318.325,9406.3174,3491.6084,1614.648,4595350.0,2345477
350000,福建省,2007,17565.0594,8413.582,3253.4267,1572.3705,3845842.0,2044612
350000,福建省,2006,12611.9571,5961.3337,2637.5016,1316.8901,2992727.0,1670862
350000,福建省,2005,10962.8163,5522.7618,3244.8082,1814.1915,3402135.0,1975654
350000,福建省,2004,9185.17,5209.49,2954.88,1784.92,2934720.0,1741304
350000,福建省,2003,7394.18,4412.05,2643.26,1572.13,2591179.0,1462796
350000,福建省,2002,,,,,,
350000,福建省,2001,,,,,,
350000,福建省,2000,,,,,,
360000,江西省,2019,,,,,,
360000,江西省,2018,,,,,,
360000,江西省,2017,,,,,,
360000,江西省,2016,28037.0695,13509.6323,4890.7248,1656.3417,,
360000,江西省,2015,31171.7135,13150.8095,6996.5401,2312.9963,,
360000,江西省,2014,33301.0391,14095.8737,8962.1583,3751.708,15565833.0,6394335
360000,江西省,2013,30268.5669,13079.4537,7139.5273,2923.5946,10249074.0,4531053
360000,江西省,2012,24763.011,10865.1127,6359.0331,2480.6497,10163340.0,4055571
360000,江西省,2011,18218.7028,8410.1105,5322.7371,2105.8751,7682767.0,3469833
360000,江西省,2010,16318.7,7290.6,5029.0,1912.4,6879000.0,2808000
360000,江西省,2009,14751.1856,7022.0363,4597.96,1814.4789,5631296.0,2344690
360000,江西省,2008,13607.1549,6287.0069,4488.4825,1873.0208,4533497.0,2078862
360000,江西省,2007,10159.2185,5355.4963,3710.736,1933.1241,3259598.0,1771066
360000,江西省,2006,8811.692,4662.3973,3566.624,1880.3434,2710645.0,1397170
360000,江西省,2005,9273.2538,4859.0046,4080.0687,2251.5689,2782977.0,1461027
360000,江西省,2004,6956.34,3404.33,2996.74,1593.52,1952054.0,946866
360000,江西省,2003,5536.15,2925.97,2889.16,1596.83,1820289.0,871050
360000,江西省,2002,,,,,,
360000,江西省,2001,,,,,,
360000,江西省,2000,,,,,,
370000,山东省,2019,,,,,,
370000,山东省,2018,,,,,,
370000,山东省,2017,,,,,,
370000,山东省,2016,86011.0631,47141.183,18744.4027,7558.1702,,
370000,山东省,2015,96246.7915,46798.9585,18524.3574,8252.5557,,
370000,山东省,2014,100173.1952,45579.3372,18397.1858,8295.7769,35245560.0,17026687.0
370000,山东省,2013,96532.1145,44157.6609,18260.4618,8239.9142,35466889.0,17239002.0
370000,山东省,2012,82670.0787,39972.2957,18948.9163,8595.9046,33921404.0,16614904.0
370000,山东省,2011,73171.0451,35166.7829,18551.9543,8009.7042,31573158.0,14844776.0
370000,山东省,2010,55009.9,28034.8,11665.3,5577.5,20708000.0,10676000.0
370000,山东省,2009,44036.513,22826.4034,11520.3824,5751.9885,19379534.0,10319287.0
370000,山东省,2008,38236.7197,20719.591,10901.4187,5247.3495,16372416.0,8385965
370000,山东省,2007,32976.8445,16375.7812,10676.1633,4732.8645,13620010.0,6474107
370000,山东省,2006,28571.1921,13556.5718,10761.9766,4819.9811,12392717.0,5761924
370000,山东省,2005,24379.5781,11664.1455,9420.6033,4455.5309,10704396.0,5257819
370000,山东省,2004,20516.58,9415.48,8505.65,3436.37,8292350.0,3306332
370000,山东省,2003,18163.33,8582.04,7939.42,3672.47,7383137.0,3395595
370000,山东省,2002,,,,,,
370000,山东省,2001,,,,,,
370000,山东省,2000,,,,,,
410000,河南省,2019,,,,,,
410000,河南省,2018,,,,,,
410000,河南省,2017,,,,,,
410000,河南省,2016,68765.6494,39092.568,12596.1971,6381.9445,,
410000,河南省,2015,73693.4458,35452.7642,14203.5652,6424.7887,,
410000,河南省,2014,79978.894,35889.2523,16037.3712,8004.0185,38105465.0,12813541.0
410000,河南省,2013,84386.0542,34649.8175,14701.0571,6602.7616,22685139.0,11058745.0
410000,河南省,2012,65885.017,29089.2318,14702.5953,6811.9101,20519249.0,10572792.0
410000,河南省,2011,56469.1546,25793.7192,14284.9236,7110.9319,19955877.0,9785811
410000,河南省,2010,46409.9,21286.9,12808.7,5617.8,16491000.0,7446000
410000,河南省,2009,38415.9715,18263.3815,12902.3059,5121.3836,14273868.0,5909476
410000,河南省,2008,30979.1064,16079.7295,11467.2764,4742.1859,12325301.0,5250494
410000,河南省,2007,24283.1146,12444.9288,10184.7864,4377.2859,10340574.0,4274203
410000,河南省,2006,17145.1226,8386.821,6989.4192,2956.8781,6430772.0,2648000
410000,河南省,2005,14063.5106,7309.8594,6591.8307,3574.1425,5291964.0,2524672
410000,河南省,2004,11491.73,6238.62,5385.64,3111.48,3847113.0,2037203
410000,河南省,2003,8938.96,4951.17,4117.94,2466.17,3017293.0,1592765
410000,河南省,2002,,,,,,
410000,河南省,2001,,,,,,
410000,河南省,2000,,,,,,
420000,湖北省,2019,,,,,,
420000,湖北省,2018,,,,,,
420000,湖北省,2017,,,,,,
420000,湖北省,2016,44198.7324,24286.5991,8878.6361,3582.2166,,
420000,湖北省,2015,49081.1044,22671.1166,14327.5767,3049.8778,,
420000,湖北省,2014,50839.9445,22142.7647,14155.5582,3772.9128,25517734.0,9338143
420000,湖北省,2013,44676.5506,18829.0142,12209.5014,3534.356,23265887.0,7361142
420000,湖北省,2012,34110.1924,14890.7474,10839.5624,3694.3372,22682705.0,8736869
420000,湖北省,2011,26115.5439,12678.9617,9436.2635,3756.5714,17789373.0,7857753
420000,湖北省,2010,20410.7,10920.9,7238.3,3250.1,12706000.0,5616000
420000,湖北省,2009,16361.7747,8981.1631,6170.8826,2814.3342,10679816.0,5294183
420000,湖北省,2008,13293.529,7492.9946,4546.9517,2315.9806,6896843.0,3976394
420000,湖北省,2007,10210.6266,6138.6189,4154.6501,2275.5268,6338117.0,3527763
420000,湖北省,2006,8811.7948,5212.9863,3648.1145,2007.5133,4666063.0,2825368
420000,湖北省,2005,8823.6766,5317.9811,4217.8556,2556.0883,4427635.0,2683036
420000,湖北省,2004,7782.2,4716.77,4114.44,2521.6,3671846.0,2066969
420000,湖北省,2003,6772.21,4071.6,3637.05,2273.42,3202640.0,1815639
420000,湖北省,2002,,,,,,
420000,湖北省,2001,,,,,,
420000,湖北省,2000,,,,,,
430000,湖南省,2019,,,,,,
430000,湖南省,2018,,,,,,
430000,湖南省,2017,,,,,,
430000,湖南省,2016,94888.6908,23189.9049,7342.7449,3866.0398,,
430000,湖南省,2015,36485.6386,22127.5893,5959.9429,3560.9597,,
430000,湖南省,2014,37135.1246,22256.645,5400.4548,3552.6267,12779606.0,8340830
430000,湖南省,2013,35991.9617,23733.1104,6220.7922,4280.0648,14684765.0,9576141
430000,湖南省,2012,29116.3588,18707.2847,6231.4311,4263.7424,13056791.0,8967353
430000,湖南省,2011,27037.7638,17553.8224,5825.0743,3772.8842,10774342.0,7395010
430000,湖南省,2010,23685.8,14881.0,5031.4,3201.4,8371000.0,5651000
430000,湖南省,2009,19287.9802,12462.5983,4592.5789,2903.4915,7199008.0,4841119
430000,湖南省,2008,15114.7378,9846.5125,3796.1488,2531.3698,4656782.0,3100280
430000,湖南省,2007,12305.9492,7323.03,3621.0261,2081.6327,4286781.0,2372301
430000,湖南省,2006,10047.5888,5824.3741,3209.001,1813.2769,3576867.0,1891995
430000,湖南省,2005,8490.3475,4562.5819,3175.5795,1789.2783,3239569.0,1712141
430000,湖南省,2004,8427.1,4409.68,3494.03,2170.27,2887487.0,1501305
430000,湖南省,2003,7340.12,3976.53,3396.23,2102.15,2589572.0,1315187
430000,湖南省,2002,,,,,,
430000,湖南省,2001,,,,,,
430000,湖南省,2000,,,,,,
440000,广东省,2019,,,,,,
440000,广东省,2018,,,,,,
440000,广东省,2017,,,,,,
440000,广东省,2016,84639.9237,45076.1423,13983.1748,5091.6141,,
440000,广东省,2015,84133.2989,42641.2044,15303.9574,4998.1179,,
440000,广东省,2014,81680.1495,40563.0898,17294.7093,6304.2753,43875453.0,21019040.0
440000,广东省,2013,72317.8013,36165.293,14998.0061,5551.0462,39280468.0,16821064.0
440000,广东省,2012,60469.6588,31097.9838,13142.5204,5486.8733,33224474.0,16730908.0
440000,广东省,2011,58047.6272,29042.3926,14288.481,5595.6186,31329941.0,15156385.0
440000,广东省,2010,44695.4,25200.1,11694.5,6657.8,24927000.0,15006000.0
440000,广东省,2009,38306.7584,21717.2174,10798.1636,6091.3268,20708134.0,12535896.0
440000,广东省,2008,35618.3155,20711.928,10561.3767,5781.673,19460445.0,11722967.0
440000,广东省,2007,31886.3406,18188.3584,9255.4748,5038.9697,14320047.0,8532111
440000,广东省,2006,27878.9555,15066.477,8909.7968,4878.0367,13437783.0,7945269
440000,广东省,2005,28943.7279,13168.2335,9646.5002,4825.0459,13929683.0,7369397
440000,广东省,2004,26197.26,12794.2,8977.86,4481.7,11781266.0,6144663
440000,广东省,2003,23471.87,11571.23,8255.58,4876.84,10556706.0,6742184
440000,广东省,2002,,,,,,
440000,广东省,2001,,,,,,
440000,广东省,2000,,,,,,
450000,广西壮族自治区,2019,,,,,,
450000,广西壮族自治区,2018,,,,,,
450000,广西壮族自治区,2017,,,,,,
450000,广西壮族自治区,2016,28479.3854,16275.9737,3852.3078,1658.6195,,
450000,广西壮族自治区,2015,27313.377,14803.1371,3675.9491,1620.9125,,
450000,广西壮族自治区,2014,25532.398,14183.1531,3796.9092,1958.0352,7848287.0,3981642
450000,广西壮族自治区,2013,29401.7714,13465.8254,3998.9736,1755.9595,7684817.0,3651009
450000,广西壮族自治区,2012,22597.3932,13012.7302,3893.494,2284.8004,7574394.0,4541178
450000,广西壮族自治区,2011,21727.2511,12733.4631,4046.1758,2328.7109,6414325.0,3694435
