省份编码,省份,年份,能源工业固定资产投资(不含农户)(亿元),煤炭开采及洗选业固定资产投资(不含农户)(亿元),石油及天然气开采业固定资产投资(不含农户)(亿元),石油及炼焦加工业固定资产投资(不含农户)(亿元),电力、热力及燃气的生产和供应业固定资产投资(不含农户)(亿元)
130000,河北省,2009,635.4602,71.9137,9.7733,121.438,432.3352
130000,河北省,2008,703.5779,55.6346,69.5969,123.7191,454.6273
130000,河北省,2007,602.0952,52.1986,74.1906,74.1231,378.7703
130000,河北省,2006,512.5361,57.2121,37.974,45.0078,342.5135
130000,河北省,2005,417.2805,43.36,24.8932,55.3303,282.8692
130000,河北省,2004,249.5757,11.485,7.23,3.1955,74.6765
130000,河北省,2003,158.4197,18.5274,2.3998,10.0033,117.1473
130000,河北省,2002,137.034,21.1519,4.8913,5.8753,100.6117
130000,河北省,2001,138.6287,16.2338,3.4952,6.196,106.3374
130000,河北省,2000,200.3185,19.9587,3.3545,7.6523,166.1981
140000,山西省,2019,,,,,
140000,山西省,2018,,,,,
140000,山西省,2017,1182.016,374.899,32.1463,44.7822,730.1885
140000,山西省,2016,2120.9888,769.1758,63.0077,110.9023,1177.903
140000,山西省,2015,2582.0078,1047.0458,124.0702,135.1178,1275.774
140000,山西省,2014,2313.3511,1078.0765,140.6378,170.2167,924.4201
140000,山西省,2013,2097.8446,1157.9546,111.6311,197.1335,631.1254
140000,山西省,2012,2112.6315,1352.2238,88.3138,101.7827,570.3112
140000,山西省,2011,1919.0472,1240.2352,65.6825,98.4261,514.7034
140000,山西省,2010,1520.7,929.5,21.6,96.4,473.2
140000,山西省,2009,1206.3833,599.7223,16.486,102.5476,487.6274
140000,山西省,2008,1023.135,464.0781,1.8968,101.4761,455.684
140000,山西省,2007,862.7639,363.9235,0.4411,92.3172,385.0709
140000,山西省,2006,682.0625,305.6054,,74.4919,293.5602
140000,山西省,2005,602.7304,258.751,,94.0325,246.2847
140000,山西省,2004,493.0625,104.5978,0.0175,8.1061,41.5723
140000,山西省,2003,304.6474,90.3602,,76.1553,130.4368
140000,山西省,2002,182.1173,67.4181,,26.6173,86.2064
140000,山西省,2001,159.436,46.5668,,22.7589,86.4803
140000,山西省,2000,157.2844,36.5317,,11.8894,105.4166
150000,内蒙古自治区,2019,,,,,
150000,内蒙古自治区,2018,,,,,
150000,内蒙古自治区,2017,2010.6319,590.0349,111.4977,104.259,1204.8403
150000,内蒙古自治区,2016,2231.6955,452.8202,115.6143,84.8926,1578.3684
150000,内蒙古自治区,2015,2132.6049,508.9764,42.5537,99.76,1481.3148
150000,内蒙古自治区,2014,2886.7617,863.7676,159.059,228.2898,1635.6453
150000,内蒙古自治区,2013,2330.9926,852.1978,141.3096,204.5947,1132.8905
150000,内蒙古自治区,2012,1826.7789,674.3809,53.6438,126.1038,972.6504
150000,内蒙古自治区,2011,1903.0811,588.6564,96.4811,158.8735,1059.0701
150000,内蒙古自治区,2010,2092.8,528.4,196.6,90.2,1277.7
150000,内蒙古自治区,2009,1880.3445,520.4007,187.3272,156.9342,1015.6824
150000,内蒙古自治区,2008,1549.6507,452.9558,225.6989,165.3008,705.6952
150000,内蒙古自治区,2007,1196.6721,328.4199,110.1848,115.6782,634.2365
150000,内蒙古自治区,2006,941.0466,227.5912,35.9412,114.4455,557.1508
150000,内蒙古自治区,2005,789.7228,109.5432,22.1513,51.0942,602.7601
150000,内蒙古自治区,2004,477.6237,17.8826,14.8359,11.1539,180.068
150000,内蒙古自治区,2003,213.0454,20.4192,5.6725,13.6034,161.4378
150000,内蒙古自治区,2002,104.606,7.4389,0.611,1.879,92.2244
150000,内蒙古自治区,2001,66.2219,4.2605,0.594,1.9487,58.6593
150000,内蒙古自治区,2000,40.2299,2.8201,0.7003,0.4941,35.4399
210000,辽宁省,2019,,,,,
210000,辽宁省,2018,,,,,
210000,辽宁省,2017,768.5735,5.5232,94.3281,174.0554,494.6668
210000,辽宁省,2016,451.2727,7.9386,47.7707,140.6669,254.8965
210000,辽宁省,2015,700.5243,24.7827,85.031,146.1387,444.5719
210000,辽宁省,2014,969.5973,49.9534,95.9786,179.2298,644.4355
210000,辽宁省,2013,1094.1807,50.0977,131.4585,216.0537,696.5708
210000,辽宁省,2012,1059.0097,72.2865,90.7071,230.8061,665.21
210000,辽宁省,2011,959.5134,62.3595,110.3994,189.6345,597.12
210000,辽宁省,2010,1191.4,69.9,145.8,266.9,708.9
210000,辽宁省,2009,885.6829,31.923,89.0336,192.9348,571.7915
210000,辽宁省,2008,675.1277,32.7975,102.7503,149.8107,389.7692
210000,辽宁省,2007,599.282,23.8269,144.9259,132.2748,287.7419
210000,辽宁省,2006,416.9757,22.0104,124.2098,91.9538,173.0436
210000,辽宁省,2005,320.6509,25.0455,94.904,78.31,115.7532
210000,辽宁省,2004,238.431,9.3848,16.5162,16.1757,64.944
210000,辽宁省,2003,197.5754,14.3183,71.7609,24.2772,85.0267
210000,辽宁省,2002,188.9294,11.4269,68.4719,28.2581,79.2353
210000,辽宁省,2001,189.9458,7.9402,68.5541,41.8855,69.3757
210000,辽宁省,2000,190.4716,7.9575,67.5014,23.7034,89.0619
220000,吉林省,2019,,,,,
220000,吉林省,2018,,,,,
220000,吉林省,2017,683.2907,24.7683,159.0371,32.2469,467.2384
220000,吉林省,2016,735.9193,57.8352,173.5297,51.931,452.6234
220000,吉林省,2015,785.2541,45.6139,295.1103,17.801,426.7289
220000,吉林省,2014,757.6837,40.0879,253.7289,29.9991,433.8678
220000,吉林省,2013,662.7099,56.3118,177.8972,20.5732,407.9277
220000,吉林省,2012,739.0705,97.6546,228.4382,30.6009,382.3768
220000,吉林省,2011,615.7782,88.114,160.1332,21.5587,345.9723
220000,吉林省,2010,773.9,59.9,242.4,18.3,453.2
220000,吉林省,2009,572.1397,57.5161,206.2276,9.0032,299.3928
220000,吉林省,2008,583.9499,52.2883,175.5206,12.2527,343.8883
220000,吉林省,2007,352.4847,28.9315,153.8156,5.1981,154.5915
220000,吉林省,2006,260.2051,34.6061,111.1813,6.3713,104.1457
220000,吉林省,2005,159.8594,9.0245,66.3884,3.2464,76.5137
220000,吉林省,2004,107.9042,3.0045,0.615,0.6644,28.6998
220000,吉林省,2003,91.3772,2.8021,43.5308,2.9535,41.6588
220000,吉林省,2002,88.0905,2.4005,38.1403,0.8407,46.5676
220000,吉林省,2001,80.9928,1.4259,33.103,0.8569,44.7591
220000,吉林省,2000,79.8735,0.8873,22.198,1.0852,54.6346
230000,黑龙江省,2019,,,,,
230000,黑龙江省,2018,,,,,
230000,黑龙江省,2017,734.6352,98.4368,232.055,33.4555,370.6879
230000,黑龙江省,2016,625.27,82.1577,200.879,31.627,310.6063
230000,黑龙江省,2015,679.8723,96.7598,271.7961,24.431,286.8854
230000,黑龙江省,2014,835.2823,101.0686,306.975,32.1053,395.1334
230000,黑龙江省,2013,990.7048,193.1795,338.932,63.8225,394.7708
230000,黑龙江省,2012,1113.3226,207.8556,312.547,105.7853,487.1347
230000,黑龙江省,2011,982.6099,171.6619,350.3248,126.7099,333.9133
230000,黑龙江省,2010,1014.0,201.1,339.9,100.7,372.3
230000,黑龙江省,2009,847.4811,139.3791,332.6766,66.8526,308.5728
230000,黑龙江省,2008,738.2489,95.431,341.8992,59.8807,241.038
230000,黑龙江省,2007,555.0306,55.4551,287.4466,31.605,174.6311
230000,黑龙江省,2006,431.2182,47.5031,212.4956,25.8125,142.4502
230000,黑龙江省,2005,335.3423,40.7062,166.4434,24.553,102.505
230000,黑龙江省,2004,259.8165,14.3279,3.2908,14.1183,55.8502
230000,黑龙江省,2003,219.6129,18.0684,113.6853,27.6382,59.125
230000,黑龙江省,2002,205.1676,12.2598,123.556,15.6213,51.3428
230000,黑龙江省,2001,209.5923,11.1284,121.3827,10.349,64.4978
230000,黑龙江省,2000,225.384,11.4599,139.4374,6.2707,66.8546
310000,上海市,2019,,,,,
310000,上海市,2018,,,,,
310000,上海市,2017,157.9545,,,13.2624,144.6921
310000,上海市,2016,163.4655,,,4.265,159.2005
310000,上海市,2015,144.9943,,,4.4557,140.5386
310000,上海市,2014,165.0962,,,7.1339,157.9623
310000,上海市,2013,142.5021,,,3.3318,139.1703
310000,上海市,2012,160.028,,,36.8639,123.1641
310000,上海市,2011,144.7133,,0.5657,26.5879,117.5597
310000,上海市,2010,198.6,,0.3,24.8,173.4
310000,上海市,2009,326.2815,,8.2098,25.8716,292.2001
310000,上海市,2008,197.7782,,29.028,16.6469,152.1033
310000,上海市,2007,218.7257,,14.7969,29.8477,163.2978
310000,上海市,2006,136.6253,0.0,2.1397,6.4083,116.2334
310000,上海市,2005,139.016,0.0,1.6786,5.5407,120.1932
310000,上海市,2004,118.3193,0.0,2.01,10.8001,79.9273
310000,上海市,2003,94.0675,,2.4702,11.4189,66.1562
310000,上海市,2002,90.0259,,0.6583,20.3881,62.1445
310000,上海市,2001,114.7515,,1.2422,35.1115,72.5712
310000,上海市,2000,114.8266,0.0,2.1675,17.0589,88.7196
320000,江苏省,2019,,,,,
320000,江苏省,2018,,,,,
320000,江苏省,2017,1569.6613,7.6368,27.0519,121.5907,1413.3819
320000,江苏省,2016,1584.0001,14.0435,17.2845,147.1446,1405.5275
320000,江苏省,2015,1454.6798,3.77,44.2696,160.1046,1246.5356
320000,江苏省,2014,1019.3988,15.6658,35.892,134.5041,833.3369
320000,江苏省,2013,907.5322,5.605,32.1429,103.2613,766.523
320000,江苏省,2012,839.7477,17.9056,28.1985,116.9723,676.6713
320000,江苏省,2011,598.0639,13.913,15.01,72.3543,496.7866
320000,江苏省,2010,478.5,17.5,27.3,60.6,373.1
320000,江苏省,2009,486.536,17.3423,25.3422,26.7796,417.0719
320000,江苏省,2008,405.6101,15.9175,19.2013,27.682,342.8093
320000,江苏省,2007,315.889,3.6701,11.8512,22.4988,256.6014
320000,江苏省,2006,442.7423,11.1137,14.9739,18.2187,383.3643
320000,江苏省,2005,559.9103,13.3646,12.5712,11.1081,510.4054
320000,江苏省,2004,594.8967,11.7632,11.1759,4.08,280.8497
320000,江苏省,2003,372.0192,15.8717,8.8482,10.3939,325.7704
320000,江苏省,2002,213.8867,8.4049,8.3783,6.9497,183.4792
320000,江苏省,2001,162.1076,5.4419,9.0713,12.6281,133.1511
320000,江苏省,2000,223.2172,5.5179,10.7387,17.4603,187.314
330000,浙江省,2019,,,,,
330000,浙江省,2018,,,,,
330000,浙江省,2017,1030.1134,0.0964,,82.7117,947.3053
330000,浙江省,2016,998.2817,0.0667,0.16,88.0713,909.9837
330000,浙江省,2015,918.812,0.052,,90.3207,828.4393
330000,浙江省,2014,881.0397,0.5521,,75.7904,804.6972
330000,浙江省,2013,755.9537,0.1819,,47.39,708.3818
330000,浙江省,2012,623.0696,0.1912,,24.4071,598.4713
330000,浙江省,2011,528.8984,,,22.4129,506.4855
330000,浙江省,2010,429.8,,,21.2,408.6
330000,浙江省,2009,433.5318,0.0703,,17.3393,416.1222
330000,浙江省,2008,365.9274,,,10.9866,354.9408
330000,浙江省,2007,458.1952,,,13.9195,435.2672
330000,浙江省,2006,443.1276,0.18,,10.5335,410.0721
330000,浙江省,2005,478.0581,0.34,,8.8811,435.5204
330000,浙江省,2004,359.657,0.0,,0.154,171.9265
330000,浙江省,2003,220.1857,0.211,,15.4892,198.7327
330000,浙江省,2002,195.2084,,,19.6763,172.6987
330000,浙江省,2001,195.8579,0.211,,14.3878,180.0779
330000,浙江省,2000,215.0971,0.0,,9.8553,203.6481
340000,安徽省,2019,,,,,
340000,安徽省,2018,,,,,
340000,安徽省,2017,1081.0205,50.074,0.7799,29.9575,1000.2091
340000,安徽省,2016,909.5965,50.1687,0.5988,35.38,823.449
340000,安徽省,2015,757.2009,110.4603,0.87,29.4246,616.446
340000,安徽省,2014,614.4074,126.3441,3.404,30.7923,453.867
340000,安徽省,2013,606.0711,145.8959,2.0426,30.8176,427.315
340000,安徽省,2012,623.5047,206.042,0.661,59.7247,357.077
340000,安徽省,2011,481.0569,142.0443,1.0392,68.4691,269.5043
340000,安徽省,2010,526.8,194.0,1.6,25.3,305.8
340000,安徽省,2009,453.1329,198.2189,0.196,27.765,226.953
340000,安徽省,2008,528.1257,186.0591,0.67,34.3255,307.0711
340000,安徽省,2007,515.7487,185.0918,0.2,20.3937,298.5081
340000,安徽省,2006,369.9196,153.5151,0.011,20.2698,187.5878
340000,安徽省,2005,294.4666,106.8059,0.023,13.7351,165.7247
340000,安徽省,2004,162.9053,56.1885,0.021,6.8821,40.6213
340000,安徽省,2003,86.0286,39.9678,0.01,2.1283,39.3004
340000,安徽省,2002,89.5066,23.5819,0.01,1.8605,62.4109
340000,安徽省,2001,58.4737,22.56,0.0075,4.2106,30.3412
340000,安徽省,2000,81.3056,14.1949,,1.4592,64.832
350000,福建省,2019,,,,,
350000,福建省,2018,,,,,
350000,福建省,2017,948.8844,18.2881,,118.184,812.4123
350000,福建省,2016,1009.5955,50.302,,67.904,891.3895
350000,福建省,2015,862.1714,107.8256,,61.0677,693.2781
350000,福建省,2014,945.5839,75.0312,11.8942,84.9691,773.6894
350000,福建省,2013,876.7415,90.2341,,173.2446,613.2628
350000,福建省,2012,728.3625,62.1936,,146.2937,519.8752
350000,福建省,2011,630.0286,43.6584,,111.3099,475.0603
350000,福建省,2010,636.9,18.9,,168.4,449.6
350000,福建省,2009,566.8373,24.3246,,111.8474,430.6653
350000,福建省,2008,534.5097,12.9426,,152.8369,368.7302
350000,福建省,2007,378.7874,5.6455,0.1061,124.0406,220.0591
350000,福建省,2006,299.418,5.2792,,26.7071,243.004
350000,福建省,2005,246.7603,4.5356,,11.8243,221.8134
350000,福建省,2004,157.7329,1.5399,,5.1145,64.2589
350000,福建省,2003,80.8188,0.7115,0.09,1.9793,76.0753
350000,福建省,2002,114.7652,1.5521,0.09,32.6454,79.3259
350000,福建省,2001,113.5656,1.0867,,10.7084,100.4665
350000,福建省,2000,125.4552,1.3481,0.1,1.0493,120.8401
360000,江西省,2019,,,,,
360000,江西省,2018,,,,,
360000,江西省,2017,622.8501,23.9928,,29.7748,569.0825
360000,江西省,2016,710.0538,32.8281,,24.4189,652.8068
360000,江西省,2015,464.1374,29.2099,,16.8002,418.1273
360000,江西省,2014,368.1887,47.7327,,41.7545,278.7015
360000,江西省,2013,349.7484,49.5539,,62.4122,237.7823
360000,江西省,2012,298.2761,64.7566,,26.0539,207.4656
360000,江西省,2011,330.9438,78.5618,,29.2917,223.0903
360000,江西省,2010,281.0,37.8,,15.2,228.1
360000,江西省,2009,299.9507,41.4185,,34.5535,223.9787
360000,江西省,2008,179.1244,24.0553,2.4151,20.3638,132.2902
360000,江西省,2007,154.6865,15.2333,,9.3522,116.5907
360000,江西省,2006,155.2788,10.6631,,6.423,130.767
360000,江西省,2005,133.2836,9.3675,,11.9265,106.4638
360000,江西省,2004,95.9438,2.4143,,4.4244,49.0713
360000,江西省,2003,55.9364,5.0593,,2.9329,45.6831
360000,江西省,2002,52.6847,3.4735,,2.4782,46.2586
360000,江西省,2001,66.3809,2.6633,,1.3364,62.0017
360000,江西省,2000,59.9004,0.9895,,1.7599,56.4657
370000,山东省,2019,,,,,
370000,山东省,2018,,,,,
370000,山东省,2017,3382.5118,89.9112,157.9362,542.1744,2592.49
370000,山东省,2016,2950.2846,78.7284,133.2504,490.4046,2247.9012
370000,山东省,2015,2331.6336,75.9302,307.8819,441.692,1506.1295
370000,山东省,2014,2046.7805,77.422,298.8738,529.2864,1141.1983
370000,山东省,2013,1558.8577,59.8905,289.0816,361.9775,847.9081
370000,山东省,2012,1274.8994,79.4041,283.6234,287.252,624.6199
370000,山东省,2011,1133.0199,93.6216,289.6021,201.6353,548.1609
370000,山东省,2010,972.4,97.2,219.1,179.0,477.1
370000,山东省,2009,919.92,99.6455,206.6549,182.9888,430.6308
370000,山东省,2008,757.9002,77.3845,185.6573,185.238,309.6204
370000,山东省,2007,673.5189,70.6996,120.8056,213.1611,245.3652
370000,山东省,2006,765.0865,88.2933,139.8776,93.8595,413.4766
370000,山东省,2005,764.4086,148.6334,117.6786,104.4954,372.9173
370000,山东省,2004,619.4247,59.621,0.45,24.7417,159.3016
370000,山东省,2003,477.8666,105.5199,119.0383,32.4315,206.9545
370000,山东省,2002,403.3086,71.4886,117.009,19.4168,189.2827
370000,山东省,2001,366.2748,52.1094,127.7307,13.0051,168.0052
370000,山东省,2000,393.1843,40.3475,132.9483,25.9955,189.9026
410000,河南省,2019,,,,,
410000,河南省,2018,,,,,
410000,河南省,2017,1922.0478,124.439,19.02,95.8055,1682.7833
410000,河南省,2016,1662.3777,67.4224,15.6685,88.3849,1490.9019
410000,河南省,2015,1153.8298,99.9766,31.4513,99.7885,922.6134
410000,河南省,2014,764.0454,145.5025,42.131,59.159,517.2529
410000,河南省,2013,868.1394,187.2688,50.2836,69.0736,561.5134
410000,河南省,2012,784.893,247.6067,59.5355,77.0959,400.6549
410000,河南省,2011,826.7628,296.1105,59.0325,96.2867,375.3331
410000,河南省,2010,773.2,231.9,71.5,74.8,395.0
410000,河南省,2009,940.1298,315.702,75.8849,59.168,489.3749
410000,河南省,2008,832.7318,275.8535,72.7496,44.6499,439.4788
410000,河南省,2007,656.3118,203.249,68.3974,37.5602,329.237
410000,河南省,2006,573.965,136.9171,55.3267,25.2799,326.4739
410000,河南省,2005,497.8426,102.8782,55.3712,18.8418,303.3918
410000,河南省,2004,392.6407,17.44,73.7341,0.468,81.9182
410000,河南省,2003,268.2376,21.7554,61.242,3.6734,170.946
410000,河南省,2002,185.6095,20.4548,55.3038,0.5794,103.2245
410000,河南省,2001,188.0376,15.5816,56.9613,3.5539,106.4173
410000,河南省,2000,187.9757,18.7061,43.9471,1.7635,119.6424
420000,湖北省,2019,,,,,
420000,湖北省,2018,,,,,
420000,湖北省,2017,928.3403,17.0649,6.8043,51.067,853.4041
420000,湖北省,2016,759.7669,22.5882,5.1072,36.2647,695.8068
420000,湖北省,2015,643.3816,32.0306,1.0883,66.977,543.2857
420000,湖北省,2014,510.2003,39.7403,0.8194,54.8421,414.7985
420000,湖北省,2013,511.2716,51.2301,3.196,84.9977,371.8478
420000,湖北省,2012,490.746,45.9175,0.555,116.0479,328.2256
420000,湖北省,2011,518.3658,45.5963,4.4541,129.3806,338.9348
420000,湖北省,2010,512.2,19.3,3.6,83.4,405.9
420000,湖北省,2009,494.7861,14.7698,30.5268,19.6161,429.8734
420000,湖北省,2008,403.3058,8.2025,30.7619,16.3205,348.0209
420000,湖北省,2007,364.295,3.8418,29.9418,21.3958,296.6473
420000,湖北省,2006,364.9234,3.7044,17.8741,21.677,306.7034
420000,湖北省,2005,286.6517,3.9328,12.85,9.6953,243.811
420000,湖北省,2004,269.4469,0.3653,10.7584,7.4838,166.1102
420000,湖北省,2003,245.7819,1.7134,10.447,4.8093,223.4034
420000,湖北省,2002,270.4859,1.0345,12.7877,4.1612,250.7727
420000,湖北省,2001,244.7493,0.2718,16.0476,4.4082,223.3167
420000,湖北省,2000,238.9352,0.7809,13.1998,4.9743,217.6337
430000,湖南省,2019,,,,,
430000,湖南省,2018,,,,,
430000,湖南省,2017,827.5539,119.0248,0.4,17.5154,690.6137
430000,湖南省,2016,744.0301,166.9153,,25.6955,551.4193
430000,湖南省,2015,732.5908,192.7706,1.0788,30.4052,508.3362
430000,湖南省,2014,774.0861,252.5305,,22.428,499.1276
430000,湖南省,2013,676.5901,241.732,0.3,23.0902,411.4679
430000,湖南省,2012,606.9623,222.9826,,18.9832,364.9965
430000,湖南省,2011,601.3631,182.1465,2.1083,33.0599,384.0484
430000,湖南省,2010,496.4,146.3,0.4,34.6,315.1
430000,湖南省,2009,406.4063,101.5539,0.593,20.7982,283.4612
430000,湖南省,2008,420.7463,63.5716,,16.0002,341.1745
430000,湖南省,2007,329.2936,40.8675,,9.2143,268.4228
430000,湖南省,2006,270.9661,22.8577,0.04,3.8527,237.6705
430000,湖南省,2005,248.6977,18.4244,,15.0125,205.872
430000,湖南省,2004,148.7899,3.0747,0.0273,12.2879,78.9702
430000,湖南省,2003,117.5809,3.186,0.0,7.1868,104.7758
430000,湖南省,2002,108.5071,2.6811,,8.5624,94.651
430000,湖南省,2001,97.8836,2.2039,,14.0403,80.3741
430000,湖南省,2000,96.1959,1.2192,,12.4671,81.3996
440000,广东省,2019,,,,,
440000,广东省,2018,,,,,
440000,广东省,2017,1540.3741,,63.9382,242.8631,1233.5728
440000,广东省,2016,1349.3219,0.3419,42.4758,270.1461,1036.3581
440000,广东省,2015,1281.93,,23.736,258.7025,999.4915
440000,广东省,2014,1310.281,0.6,135.5215,218.1971,955.9624
440000,广东省,2013,1147.4568,,89.1839,143.7931,914.4798
440000,广东省,2012,998.8678,,28.1455,116.7247,853.9976
440000,广东省,2011,891.28,0.489,30.8676,75.495,784.4284
440000,广东省,2010,965.6,0.5,12.3,55.4,897.4
440000,广东省,2009,918.6881,,54.0291,63.6345,801.0245
440000,广东省,2008,710.4269,,44.466,131.839,534.1219
440000,广东省,2007,594.1918,,39.4294,108.511,421.8023
440000,广东省,2006,684.9303,0.0,26.5077,96.3111,520.4145
440000,广东省,2005,673.9151,0.0197,10.2371,71.6214,546.7997
440000,广东省,2004,446.2237,0.06,0.753,2.6361,237.7757
440000,广东省,2003,286.381,0.6093,20.5617,8.3813,252.7506
440000,广东省,2002,266.0235,0.5511,21.2123,7.9517,232.5886
440000,广东省,2001,211.8455,0.1958,14.1971,17.4267,176.8108
440000,广东省,2000,181.9912,0.1712,4.4097,6.9631,166.7758
450000,广西壮族自治区,2019,,,,,
450000,广西壮族自治区,2018,,,,,
450000,广西壮族自治区,2017,810.1061,3.8678,2.7273,57.7008,745.8102
450000,广西壮族自治区,2016,811.4462,4.7885,1.4517,27.3947,777.8113
450000,广西壮族自治区,2015,662.0677,10.078,4.8794,48.9425,598.1678
450000,广西壮族自治区,2014,559.6136,12.7219,2.2428,49.2435,495.4054
450000,广西壮族自治区,2013,559.8104,14.6227,1.9,85.1529,458.1348
450000,广西壮族自治区,2012,472.7664,25.2003,0.35,55.9486,391.2675
450000,广西壮族自治区,2011,420.6229,21.4934,4.9392,67.6861,326.5042
450000,广西壮族自治区,2010,367.5,11.4,1.8,63.1,291.2
450000,广西壮族自治区,2009,351.0725,9.7359,1.8904,48.0076,291.4386
450000,广西壮族自治区,2008,288.8224,4.7657,0.8503,77.2833,205.9231
450000,广西壮族自治区,2007,304.6324,4.5084,1.3804,25.4112,268.7643
450000,广西壮族自治区,2006,284.328,4.4065,0.14,9.7181,265.8655
450000,广西壮族自治区,2005,187.0863,5.1838,0.16,2.5939,175.0719
450000,广西壮族自治区,2004,156.3626,1.9559,,0.1515,66.6129
450000,广西壮族自治区,2003,111.6014,0.6854,,1.6494,107.9966
450000,广西壮族自治区,2002,87.9007,0.6276,,0.6162,85.1179
450000,广西壮族自治区,2001,59.701,0.4775,,0.0463,57.1623
450000,广西壮族自治区,2000,87.3235,0.5227,,0.1416,84.8859
460000,海南省,2019,,,,,
460000,海南省,2018,,,,,
460000,海南省,2017,106.2291,,5.7672,12.0792,88.3827
460000,海南省,2016,114.5188,,4.826,17.719,91.9738
460000,海南省,2015,126.9257,,1.3553,30.3178,95.2526
460000,海南省,2014,167.3755,2.2884,5.7247,38.4016,120.9608
460000,海南省,2013,127.4691,,3.3001,33.6788,90.4902
460000,海南省,2012,123.7409,,3.0062,29.2992,91.4355
460000,海南省,2011,101.2782,,11.4323,1.1349,88.711
460000,海南省,2010,61.0,,0.3,2.1,58.7
460000,海南省,2009,56.4328,,4.4032,4.1906,47.839
460000,海南省,2008,35.5376,,0.2676,0.3464,34.9236
460000,海南省,2007,27.3484,,0.7299,3.2912,21.079
460000,海南省,2006,58.1754,0.0,0.7542,38.3294,18.5497
460000,海南省,2005,82.5096,0.0,,62.6503,17.1603
460000,海南省,2004,28.3286,0.0,0.2,13.6153,10.2334
460000,海南省,2003,9.997,,0.5378,0.04,8.4234
460000,海南省,2002,9.3502,,1.8885,0.0793,6.7813
460000,海南省,2001,10.8719,,3.0968,0.5331,5.7848
460000,海南省,2000,14.5957,0.0,5.0,0.3768,7.1397
500000,重庆市,2019,,,,,
500000,重庆市,2018,,,,,
500000,重庆市,2017,392.6563,14.1994,58.3667,8.4693,311.6209
500000,重庆市,2016,463.2839,31.7696,75.6462,18.2194,337.6487
500000,重庆市,2015,633.1444,67.7758,138.9287,65.9421,360.4978
500000,重庆市,2014,679.8953,81.0558,115.0127,147.7522,336.0746
