省份编码,省份,年份,固定资产投资(不含农户)建设总规模(亿元),固定资产投资(不含农户)在建总规模(亿元),固定资产投资(不含农户)在建净规模(亿元)
140000,山西省,2000,,,
150000,内蒙古自治区,2019,,,
150000,内蒙古自治区,2018,,,
150000,内蒙古自治区,2017,,,
150000,内蒙古自治区,2016,,,
150000,内蒙古自治区,2015,,,
150000,内蒙古自治区,2014,43753.7061,28950.4873,11890.8222
150000,内蒙古自治区,2013,,,
150000,内蒙古自治区,2012,32285.3177,23982.3663,10962.6576
150000,内蒙古自治区,2011,28103.8361,19968.9583,10048.3164
150000,内蒙古自治区,2010,23798.4,17603.3,8492.4
150000,内蒙古自治区,2009,17610.2476,12784.2147,6164.7882
150000,内蒙古自治区,2008,12081.2274,8680.5822,3685.9691
150000,内蒙古自治区,2007,9768.5003,6658.2588,3118.1775
150000,内蒙古自治区,2006,9092.1527,6912.3209,3851.6829
150000,内蒙古自治区,2005,6810.412,5159.8496,3156.6863
150000,内蒙古自治区,2004,4758.97,4098.35,2435.05
150000,内蒙古自治区,2003,,,
150000,内蒙古自治区,2002,,,
150000,内蒙古自治区,2001,,,
150000,内蒙古自治区,2000,,,
210000,辽宁省,2019,,,
210000,辽宁省,2018,,,
210000,辽宁省,2017,,,
210000,辽宁省,2016,,,
210000,辽宁省,2015,,,
210000,辽宁省,2014,68575.0391,43826.0422,17769.6387
210000,辽宁省,2013,,,
210000,辽宁省,2012,62537.4254,46553.8197,21877.3234
210000,辽宁省,2011,52033.3718,39764.9184,19947.8917
210000,辽宁省,2010,40735.8,31320.6,15141.4
210000,辽宁省,2009,29403.6124,23029.2889,10379.5349
210000,辽宁省,2008,23123.8734,17353.2936,8566.8642
210000,辽宁省,2007,17955.3075,14289.1741,7878.6181
210000,辽宁省,2006,12820.6512,10043.9142,4924.8954
210000,辽宁省,2005,8990.0972,6610.9821,3569.2502
210000,辽宁省,2004,6405.85,5288.16,2613.44
210000,辽宁省,2003,,,
210000,辽宁省,2002,,,
210000,辽宁省,2001,,,
210000,辽宁省,2000,,,
220000,吉林省,2019,,,
220000,吉林省,2018,,,
220000,吉林省,2017,,,
220000,吉林省,2016,,,
220000,吉林省,2015,,,
220000,吉林省,2014,23095.4891,12508.9164,5464.4464
220000,吉林省,2013,,,
220000,吉林省,2012,19899.355,12753.5939,5784.1299
220000,吉林省,2011,15690.3917,10098.3639,4236.8796
220000,吉林省,2010,13048.1,7667.1,3063.6
220000,吉林省,2009,11034.005,6536.8501,2773.5493
220000,吉林省,2008,8894.944,5475.5481,2312.5686
220000,吉林省,2007,6443.0626,4482.5757,1936.1975
220000,吉林省,2006,5178.3865,3281.252,1615.2275
220000,吉林省,2005,3584.3788,2453.6343,1283.2489
220000,吉林省,2004,2490.34,2174.67,1025.31
220000,吉林省,2003,,,
220000,吉林省,2002,,,
220000,吉林省,2001,,,
220000,吉林省,2000,,,
230000,黑龙江省,2019,,,
230000,黑龙江省,2018,,,
230000,黑龙江省,2017,,,
230000,黑龙江省,2016,,,
230000,黑龙江省,2015,,,
230000,黑龙江省,2014,26205.4557,18114.9209,7385.5159
230000,黑龙江省,2013,,,
230000,黑龙江省,2012,22792.882,15676.7811,7502.3944
230000,黑龙江省,2011,17537.2135,12566.7969,6364.1921
230000,黑龙江省,2010,14348.4,10132.9,5479.1
230000,黑龙江省,2009,10650.8706,7079.132,4031.6616
230000,黑龙江省,2008,7166.2126,4635.3807,2258.5589
230000,黑龙江省,2007,5565.5965,3580.9244,1848.1585
230000,黑龙江省,2006,4528.1713,2966.3228,1434.2692
230000,黑龙江省,2005,3864.5273,2769.4246,1570.589
230000,黑龙江省,2004,3374.83,2712.08,1515.12
230000,黑龙江省,2003,,,
230000,黑龙江省,2002,,,
230000,黑龙江省,2001,,,
230000,黑龙江省,2000,,,
310000,上海市,2019,,,
310000,上海市,2018,,,
310000,上海市,2017,,,
310000,上海市,2016,,,
310000,上海市,2015,,,
310000,上海市,2014,33985.7601,30971.5869,10665.747
310000,上海市,2013,,,
310000,上海市,2012,28044.8508,25384.3119,9246.0963
310000,上海市,2011,26136.8432,23707.1778,8344.7906
310000,上海市,2010,24991.2,22572.5,8011.5
310000,上海市,2009,21677.7787,19168.4348,6818.782
310000,上海市,2008,21728.3384,19022.7186,7449.3456
310000,上海市,2007,18807.3924,16493.5073,6228.6423
310000,上海市,2006,17650.7951,15636.7873,6235.7324
310000,上海市,2005,15822.096,14764.6926,6077.3232
310000,上海市,2004,11315.3,9533.01,3659.36
310000,上海市,2003,,,
310000,上海市,2002,,,
310000,上海市,2001,,,
310000,上海市,2000,,,
320000,江苏省,2019,,,
320000,江苏省,2018,,,
320000,江苏省,2017,,,
320000,江苏省,2016,,,
320000,江苏省,2015,,,
320000,江苏省,2014,109154.1825,71857.3187,31634.2698
320000,江苏省,2013,,,
320000,江苏省,2012,85418.3958,60653.1956,29458.2081
320000,江苏省,2011,71704.7786,50934.2125,24822.9834
320000,江苏省,2010,50950.3,38799.9,18636.6
320000,江苏省,2009,40911.2652,30308.9047,13810.0774
320000,江苏省,2008,33067.7176,25795.8879,11851.4084
320000,江苏省,2007,25641.34,19263.5898,9034.1212
320000,江苏省,2006,20798.8668,14865.6474,6980.9869
320000,江苏省,2005,18189.0258,13497.7663,6294.1314
320000,江苏省,2004,14440.61,12550.97,5450.97
320000,江苏省,2003,,,
320000,江苏省,2002,,,
320000,江苏省,2001,,,
320000,江苏省,2000,,,
330000,浙江省,2019,,,
330000,浙江省,2018,,,
330000,浙江省,2017,,,
330000,浙江省,2016,,,
330000,浙江省,2015,,,
330000,浙江省,2014,84266.3884,64309.3734,28328.8922
330000,浙江省,2013,,,
330000,浙江省,2012,60979.9265,49981.7563,22142.6417
330000,浙江省,2011,51320.1461,41891.6778,19293.2825
330000,浙江省,2010,35017.3,29223.4,12841.0
330000,浙江省,2009,29959.9077,25083.0313,10692.6822
330000,浙江省,2008,26597.6033,22438.9013,9602.0716
330000,浙江省,2007,23381.7711,19732.2165,9003.0679
330000,浙江省,2006,20449.5919,16811.32,7671.4876
330000,浙江省,2005,17700.1137,14915.9993,7204.0027
330000,浙江省,2004,14282.46,12635.77,6337.0
330000,浙江省,2003,,,
330000,浙江省,2002,,,
330000,浙江省,2001,,,
330000,浙江省,2000,,,
340000,安徽省,2019,,,
340000,安徽省,2018,,,
340000,安徽省,2017,,,
340000,安徽省,2016,,,
340000,安徽省,2015,,,
340000,安徽省,2014,59516.3497,41089.1131,19002.8729
340000,安徽省,2013,,,
340000,安徽省,2012,41554.0876,31336.4809,14991.639
340000,安徽省,2011,31933.0405,24205.8372,11628.736
340000,安徽省,2010,27050.5,20504.6,9369.7
340000,安徽省,2009,21740.5084,16580.1826,7800.8867
340000,安徽省,2008,15947.4844,12800.8148,5088.8682
340000,安徽省,2007,11957.7734,9605.696,4453.68
340000,安徽省,2006,9790.4776,8150.3325,4226.7033
340000,安徽省,2005,7514.3657,6225.7501,3647.6046
340000,安徽省,2004,5344.9,4840.55,2699.0
340000,安徽省,2003,,,
340000,安徽省,2002,,,
340000,安徽省,2001,,,
340000,安徽省,2000,,,
350000,福建省,2019,,,
350000,福建省,2018,,,
350000,福建省,2017,,,
350000,福建省,2016,,,
350000,福建省,2015,,,
350000,福建省,2014,51778.9892,36918.8205,14211.9257
350000,福建省,2013,,,
350000,福建省,2012,38385.8631,30403.1603,12686.253
350000,福建省,2011,32224.4292,26545.078,12099.8508
350000,福建省,2010,28064.0,24806.9,12166.7
350000,福建省,2009,22165.3338,19576.1232,9820.7373
350000,福建省,2008,17655.1892,15349.5284,7549.2636
350000,福建省,2007,14001.3514,12567.1819,6689.4035
350000,福建省,2006,11155.2208,10106.6923,5785.3085
350000,福建省,2005,7958.7519,7567.1942,4121.1168
350000,福建省,2004,6180.89,5324.38,2961.63
350000,福建省,2003,,,
350000,福建省,2002,,,
350000,福建省,2001,,,
350000,福建省,2000,,,
360000,江西省,2019,,,
360000,江西省,2018,,,
360000,江西省,2017,,,
360000,江西省,2016,,,
360000,江西省,2015,,,
360000,江西省,2014,32962.5229,20696.2075,9717.0491
360000,江西省,2013,,,
360000,江西省,2012,22965.3018,13879.207,6834.2578
360000,江西省,2011,19308.7662,11521.5982,5412.8497
360000,江西省,2010,17744.3,11311.1,5432.1
360000,江西省,2009,13949.5142,9155.5415,4635.171
360000,江西省,2008,10674.0056,7337.634,3698.8946
360000,江西省,2007,7380.015,5934.359,2629.3265
360000,江西省,2006,5914.9079,4503.6946,1940.5632
360000,江西省,2005,5003.3367,4119.038,2014.6697
360000,江西省,2004,3914.62,3392.37,1537.85
360000,江西省,2003,,,
360000,江西省,2002,,,
360000,江西省,2001,,,
360000,江西省,2000,,,
370000,山东省,2019,,,
370000,山东省,2018,,,
370000,山东省,2017,,,
370000,山东省,2016,,,
370000,山东省,2015,,,
370000,山东省,2014,99929.7683,64358.947,29772.5095
370000,山东省,2013,,,
370000,山东省,2012,71354.9257,49349.4751,23172.3668
370000,山东省,2011,61053.6928,40895.0816,19073.7138
370000,山东省,2010,46290.8,35529.8,16714.4
370000,山东省,2009,34305.8496,26157.0626,11802.9144
370000,山东省,2008,27572.0625,21591.8942,9153.651
370000,山东省,2007,21981.0148,17025.6404,7131.2606
370000,山东省,2006,19535.5413,15428.3725,6740.0165
370000,山东省,2005,17022.0568,13230.2122,6809.1343
370000,山东省,2004,12749.69,11163.91,5390.87
370000,山东省,2003,,,
370000,山东省,2002,,,
370000,山东省,2001,,,
370000,山东省,2000,,,
410000,河南省,2019,,,
410000,河南省,2018,,,
410000,河南省,2017,,,
410000,河南省,2016,,,
410000,河南省,2015,,,
410000,河南省,2014,83938.6269,57404.8701,31594.2884
410000,河南省,2013,,,
410000,河南省,2012,57003.8401,41569.9162,23375.0115
410000,河南省,2011,44906.6894,31652.8295,17868.4041
410000,河南省,2010,33434.5,23082.9,13006.0
410000,河南省,2009,23622.499,14593.0934,7816.5196
410000,河南省,2008,17995.949,11543.1288,5518.1245
410000,河南省,2007,13887.759,8530.9811,4021.5532
410000,河南省,2006,10771.2491,7267.3001,3509.453
410000,河南省,2005,8587.2056,6338.352,3373.8446
410000,河南省,2004,6474.24,5499.28,2993.98
410000,河南省,2003,,,
410000,河南省,2002,,,
410000,河南省,2001,,,
410000,河南省,2000,,,
420000,湖北省,2019,,,
420000,湖北省,2018,,,
420000,湖北省,2017,,,
420000,湖北省,2016,,,
420000,湖北省,2015,,,
420000,湖北省,2014,69321.7411,51184.5349,24617.641
420000,湖北省,2013,,,
420000,湖北省,2012,43788.5815,33740.1991,15723.1062
420000,湖北省,2011,35090.0539,26592.8967,12595.2309
420000,湖北省,2010,28534.6,22437.1,11532.2
420000,湖北省,2009,22006.6174,17611.2529,8283.8675
420000,湖北省,2008,15876.2417,13072.078,5497.0889
420000,湖北省,2007,12714.9663,10564.0424,4873.8886
420000,湖北省,2006,10906.9252,9347.5173,4443.3889
420000,湖北省,2005,8996.4086,7484.4352,4002.5933
420000,湖北省,2004,7833.94,6985.02,3454.96
420000,湖北省,2003,,,
420000,湖北省,2002,,,
420000,湖北省,2001,,,
420000,湖北省,2000,,,
430000,湖南省,2019,,,
430000,湖南省,2018,,,
430000,湖南省,2017,,,
430000,湖南省,2016,,,
430000,湖南省,2015,,,
430000,湖南省,2014,50021.2303,33056.9217,14115.2877
430000,湖南省,2013,,,
430000,湖南省,2012,36173.6678,26243.7203,11951.1803
430000,湖南省,2011,30713.6545,24365.1965,11223.6069
430000,湖南省,2010,23382.9,19150.7,9059.3
430000,湖南省,2009,19229.3926,16062.4032,7895.021
430000,湖南省,2008,14755.7586,12084.0279,5968.0864
430000,湖南省,2007,10830.8678,8734.542,4211.4501
430000,湖南省,2006,8551.8592,7014.2638,3354.1224
430000,湖南省,2005,6684.845,6088.6176,2741.6086
430000,湖南省,2004,5508.83,4996.21,2381.91
430000,湖南省,2003,,,
430000,湖南省,2002,,,
430000,湖南省,2001,,,
430000,湖南省,2000,,,
440000,广东省,2019,,,
440000,广东省,2018,,,
440000,广东省,2017,,,
440000,广东省,2016,,,
440000,广东省,2015,,,
440000,广东省,2014,102504.5498,76978.1234,35062.9903
440000,广东省,2013,,,
440000,广东省,2012,77154.5752,62955.3481,29912.7964
440000,广东省,2011,65975.2788,53532.0181,25097.7837
440000,广东省,2010,54748.4,44581.0,22008.9
440000,广东省,2009,42658.7739,36510.667,17269.8481
440000,广东省,2008,34994.6584,28426.8125,12742.3712
440000,广东省,2007,30232.0362,25522.7884,11967.028
440000,广东省,2006,27080.6819,22705.6733,11444.0618
440000,广东省,2005,23911.1284,20519.7595,9287.6175
440000,广东省,2004,20598.45,18371.29,8906.86
440000,广东省,2003,,,
440000,广东省,2002,,,
440000,广东省,2001,,,
440000,广东省,2000,,,
450000,广西壮族自治区,2019,,,
450000,广西壮族自治区,2018,,,
450000,广西壮族自治区,2017,,,
450000,广西壮族自治区,2016,,,
450000,广西壮族自治区,2015,,,
450000,广西壮族自治区,2014,39263.606,28298.6713,13063.3107
450000,广西壮族自治区,2013,,,
450000,广西壮族自治区,2012,26768.9886,20329.2252,9209.7271
450000,广西壮族自治区,2011,23523.2797,18508.1099,8988.0248
450000,广西壮族自治区,2010,20580.3,16691.5,9008.3
450000,广西壮族自治区,2009,16110.0289,13372.537,7626.6168
450000,广西壮族自治区,2008,12989.3591,11129.1357,6203.2901
450000,广西壮族自治区,2007,9040.7989,7551.3964,3726.3593
450000,广西壮族自治区,2006,6827.6917,5796.6442,2897.2905
450000,广西壮族自治区,2005,5443.385,4618.157,2587.2205
450000,广西壮族自治区,2004,4303.91,3826.36,2280.06
450000,广西壮族自治区,2003,,,
450000,广西壮族自治区,2002,,,
450000,广西壮族自治区,2001,,,
450000,广西壮族自治区,2000,,,
460000,海南省,2019,,,
460000,海南省,2018,,,
460000,海南省,2017,,,
460000,海南省,2016,,,
460000,海南省,2015,,,
460000,海南省,2014,14726.6467,12664.7003,6123.2727
460000,海南省,2013,,,
460000,海南省,2012,9438.73,8207.7935,4362.7939
460000,海南省,2011,7000.3869,6262.0261,3352.1832
460000,海南省,2010,5016.8,4379.9,2284.6
460000,海南省,2009,3209.8857,2797.0885,1423.895
460000,海南省,2008,2491.9304,2276.3914,1315.9736
460000,海南省,2007,2140.6418,1870.1144,1212.7627
460000,海南省,2006,1383.439,1173.4814,515.3698
460000,海南省,2005,1161.5939,980.0229,384.0215
460000,海南省,2004,1001.17,883.73,434.15
460000,海南省,2003,,,
460000,海南省,2002,,,
460000,海南省,2001,,,
460000,海南省,2000,,,
500000,重庆市,2019,,,
500000,重庆市,2018,,,
500000,重庆市,2017,,,
500000,重庆市,2016,,,
500000,重庆市,2015,,,
500000,重庆市,2014,41726.8744,30921.6863,13167.4462
500000,重庆市,2013,,,
500000,重庆市,2012,31112.64,24877.9002,11151.2892
500000,重庆市,2011,27658.9289,22932.5736,11130.6988
500000,重庆市,2010,24855.4,21470.4,10553.3
500000,重庆市,2009,18908.3079,16296.8651,7851.5281
500000,重庆市,2008,15052.1305,13617.2679,6447.7592
500000,重庆市,2007,11896.0368,10168.1893,5353.3675
500000,重庆市,2006,9679.8068,8421.4944,4671.6211
500000,重庆市,2005,8101.2885,6895.1426,4209.9611
500000,重庆市,2004,5551.91,4962.67,2768.89
500000,重庆市,2003,,,
500000,重庆市,2002,,,
500000,重庆市,2001,,,
500000,重庆市,2000,,,
510000,四川省,2019,,,
510000,四川省,2018,,,
510000,四川省,2017,,,
510000,四川省,2016,,,
510000,四川省,2015,,,
510000,四川省,2014,68379.9932,48982.285,23299.0119
510000,四川省,2013,,,
510000,四川省,2012,48474.151,35453.7612,16153.7795
510000,四川省,2011,40806.2241,29840.6177,13530.0475
510000,四川省,2010,37964.0,30458.4,15144.0
510000,四川省,2009,31043.0524,24824.5111,13025.7755
510000,四川省,2008,23556.1777,20516.3531,11603.7752
510000,四川省,2007,16794.8545,14256.2689,7416.786
510000,四川省,2006,14164.3705,11605.6267,6813.3071
510000,四川省,2005,10276.9936,8691.3527,5363.5066
510000,四川省,2004,8055.87,6939.98,4086.26
510000,四川省,2003,,,
510000,四川省,2002,,,
510000,四川省,2001,,,
510000,四川省,2000,,,
520000,贵州省,2019,,,
520000,贵州省,2018,,,
520000,贵州省,2017,,,
520000,贵州省,2016,,,
520000,贵州省,2015,,,
520000,贵州省,2014,33121.9216,27334.1403,13810.2442
520000,贵州省,2013,,,
520000,贵州省,2012,19649.7482,17153.2329,8948.3862
520000,贵州省,2011,13112.6661,10956.1814,5780.9932
520000,贵州省,2010,12039.2,10423.2,6379.8
520000,贵州省,2009,9634.8139,8296.9186,5007.4644
520000,贵州省,2008,7323.7984,6170.4499,3509.1425
520000,贵州省,2007,5578.2316,4614.0591,2646.4372
520000,贵州省,2006,4390.9532,3485.3703,1916.9178
520000,贵州省,2005,3651.419,3155.0658,1782.3429
520000,贵州省,2004,3243.48,2828.26,1675.84
520000,贵州省,2003,,,
520000,贵州省,2002,,,
520000,贵州省,2001,,,
520000,贵州省,2000,,,
530000,云南省,2019,,,
530000,云南省,2018,,,
530000,云南省,2017,,,
530000,云南省,2016,,,
530000,云南省,2015,,,
530000,云南省,2014,39324.2928,31577.8443,14850.2577
530000,云南省,2013,,,
530000,云南省,2012,26392.2118,21682.2157,10013.1024
530000,云南省,2011,22255.5123,18058.7069,8341.0288
530000,云南省,2010,20224.2,17813.6,8765.0
530000,云南省,2009,16397.4534,14793.7744,8061.7749
530000,云南省,2008,11597.1308,9847.2793,5325.0524
530000,云南省,2007,9589.5943,8346.3303,4268.2092
530000,云南省,2006,7206.1287,6404.3207,3215.6234
530000,云南省,2005,6218.3897,5769.9324,3315.4154
530000,云南省,2004,5158.23,4784.47,3087.77
530000,云南省,2003,,,
530000,云南省,2002,,,
530000,云南省,2001,,,
530000,云南省,2000,,,
540000,西藏自治区,2019,,,
540000,西藏自治区,2018,,,
540000,西藏自治区,2017,,,
540000,西藏自治区,2016,,,
540000,西藏自治区,2015,,,
540000,西藏自治区,2014,2744.4404,1915.8773,886.47
540000,西藏自治区,2013,,,
540000,西藏自治区,2012,1590.1346,1188.6372,533.9761
540000,西藏自治区,2011,1393.1674,874.391,454.7692
540000,西藏自治区,2010,1028.3,766.9,305.3
540000,西藏自治区,2009,765.5468,568.53,239.9577
540000,西藏自治区,2008,700.6107,573.8321,273.6411
540000,西藏自治区,2007,582.5461,412.1429,215.3037
540000,西藏自治区,2006,441.3341,291.8494,129.2024
540000,西藏自治区,2005,365.1181,227.2445,89.324
540000,西藏自治区,2004,363.17,252.2,92.71
540000,西藏自治区,2003,,,
540000,西藏自治区,2002,,,
540000,西藏自治区,2001,,,
540000,西藏自治区,2000,,,
610000,陕西省,2019,,,
610000,陕西省,2018,,,
610000,陕西省,2017,,,
610000,陕西省,2016,,,
610000,陕西省,2015,,,
610000,陕西省,2014,48849.1765,35350.1442,16328.8119
610000,陕西省,2013,,,
610000,陕西省,2012,36234.4224,28609.2155,14351.7945
610000,陕西省,2011,28318.448,22689.1747,10862.2988
610000,陕西省,2010,22733.9,19651.6,9258.4
610000,陕西省,2009,16710.9711,13668.9711,7204.3346
610000,陕西省,2008,11266.2826,8756.1821,4187.8314
610000,陕西省,2007,8374.3891,6561.1128,3218.3306
610000,陕西省,2006,6288.6757,5027.9932,2328.6083
610000,陕西省,2005,5014.3951,4193.2232,2106.1354
610000,陕西省,2004,4112.11,3593.99,1758.69
610000,陕西省,2003,,,
610000,陕西省,2002,,,
610000,陕西省,2001,,,
610000,陕西省,2000,,,
620000,甘肃省,2019,,,
620000,甘肃省,2018,,,
620000,甘肃省,2017,,,
620000,甘肃省,2016,,,
620000,甘肃省,2015,,,
620000,甘肃省,2014,19407.0715,12732.1724,6231.702
620000,甘肃省,2013,,,
620000,甘肃省,2012,12618.1886,9195.9155,4544.5998
620000,甘肃省,2011,9507.6449,6499.9135,3183.9426
620000,甘肃省,2010,7490.3,5643.1,2804.1
620000,甘肃省,2009,5964.3223,4821.3926,2503.0768
620000,甘肃省,2008,4763.7664,3775.8129,2104.65
620000,甘肃省,2007,3862.1207,3703.0013,1742.6987
620000,甘肃省,2006,3436.8659,2419.0846,1107.6325
620000,甘肃省,2005,2590.3566,2087.0552,985.24
620000,甘肃省,2004,2263.82,1884.3,910.42
620000,甘肃省,2003,,,
620000,甘肃省,2002,,,
620000,甘肃省,2001,,,
620000,甘肃省,2000,,,
630000,青海省,2019,,,
630000,青海省,2018,,,
630000,青海省,2017,,,
630000,青海省,2016,,,
630000,青海省,2015,,,
630000,青海省,2014,9891.4571,8079.2843,3874.4853
630000,青海省,2013,,,
630000,青海省,2012,7097.6453,5986.9614,3089.6485
630000,青海省,2011,5260.5677,4695.5309,2306.5
630000,青海省,2010,3529.9,3108.3,1514.4
630000,青海省,2009,2814.2508,2514.5052,1291.2739
630000,青海省,2008,2076.8209,1751.5501,942.634
630000,青海省,2007,1506.8186,1310.1835,627.1292
630000,青海省,2006,1383.3583,1048.6371,541.3937
630000,青海省,2005,1130.5217,943.5817,502.67
630000,青海省,2004,991.27,802.63,430.47
630000,青海省,2003,,,
630000,青海省,2002,,,
630000,青海省,2001,,,
630000,青海省,2000,,,
640000,宁夏回族自治区,2019,,,
640000,宁夏回族自治区,2018,,,
640000,宁夏回族自治区,2017,,,
640000,宁夏回族自治区,2016,,,
640000,宁夏回族自治区,2015,,,
640000,宁夏回族自治区,2014,11580.8456,9083.0342,4202.6403
640000,宁夏回族自治区,2013,,,
640000,宁夏回族自治区,2012,7844.9199,6628.601,3524.0412
640000,宁夏回族自治区,2011,6347.1621,4857.3935,2658.9015
640000,宁夏回族自治区,2010,4657.7,4173.5,2233.0
640000,宁夏回族自治区,2009,3090.7119,2635.2656,1463.2648
640000,宁夏回族自治区,2008,2769.6541,2375.7446,1466.3162
640000,宁夏回族自治区,2007,2210.3481,2021.4992,1324.6229
640000,宁夏回族自治区,2006,1776.3147,1519.0995,999.0865
640000,宁夏回族自治区,2005,1248.9683,978.9401,584.9019
640000,宁夏回族自治区,2004,870.88,729.14,351.75
640000,宁夏回族自治区,2003,,,
640000,宁夏回族自治区,2002,,,
640000,宁夏回族自治区,2001,,,
640000,宁夏回族自治区,2000,,,
650000,新疆维吾尔自治区,2019,,,
650000,新疆维吾尔自治区,2018,,,
650000,新疆维吾尔自治区,2017,,,
650000,新疆维吾尔自治区,2016,,,
650000,新疆维吾尔自治区,2015,,,
650000,新疆维吾尔自治区,2014,32233.8915,25079.2992,13315.7363
650000,新疆维吾尔自治区,2013,,,
650000,新疆维吾尔自治区,2012,22069.3533,18481.8912,11323.8576
650000,新疆维吾尔自治区,2011,15633.3866,13012.3678,7915.7642
650000,新疆维吾尔自治区,2010,8878.3,7183.5,3385.1
650000,新疆维吾尔自治区,2009,7048.0286,5359.8924,2734.0627
650000,新疆维吾尔自治区,2008,4942.9826,3822.1775,1779.0956
650000,新疆维吾尔自治区,2007,3837.2773,2784.5227,1356.3562
650000,新疆维吾尔自治区,2006,3266.7073,2136.1541,792.1323
650000,新疆维吾尔自治区,2005,3004.3052,2052.1926,963.9208
650000,新疆维吾尔自治区,2004,2533.48,1809.08,914.83
650000,新疆维吾尔自治区,2003,,,
650000,新疆维吾尔自治区,2002,,,
650000,新疆维吾尔自治区,2001,,,
650000,新疆维吾尔自治区,2000,,,
