省份编码,省份,年份,私营企业和个体就业人员(万人),制造业私营企业和个体就业人员(万人),建筑业私营企业和个体就业人员(万人),交通运输、仓储和邮政业私营企业和个体就业人员(万人),批发和零售业私营企业和个体就业人员(万人),住宿和餐饮业私营企业和个体就业人员(万人),租赁和商务服务业私营企业和个体就业人员(万人),居民服务和其他服务业私营企业和个体就业人员(万人)
150000,内蒙古自治区,2004,139.1758,22.2777,3.8292,7.9185,56.9339,15.5193,2.5094,12.2452
150000,内蒙古自治区,2003,,,,,,,,
150000,内蒙古自治区,2002,,,,,,,,
150000,内蒙古自治区,2001,,,,,,,,
150000,内蒙古自治区,2000,,,,,,,,
210000,辽宁省,2019,1037.8227,177.3546,54.7233,49.5551,370.4576,84.2743,63.3912,81.7876
210000,辽宁省,2018,970.0088,175.0923,50.3911,47.8216,349.1222,76.4968,56.2935,73.3158
210000,辽宁省,2017,914.6062,175.2679,47.7475,48.1976,330.5493,67.1006,49.0639,66.9158
210000,辽宁省,2016,827.4237,151.9173,33.7935,62.8396,317.6251,59.3549,36.1464,61.0102
210000,辽宁省,2015,890.3614,177.6961,31.889,64.761,350.7404,60.9812,40.5935,55.5163
210000,辽宁省,2014,927.2059,161.4471,52.3176,69.5119,359.8164,41.1438,54.5148,61.3367
210000,辽宁省,2013,838.4087,144.6461,47.3091,64.3749,330.9747,37.7814,42.005,58.648
210000,辽宁省,2012,806.9947,151.0969,42.3127,67.4038,304.4344,39.7132,36.871,56.5479
210000,辽宁省,2011,766.9981,154.9917,40.2365,68.6581,287.6864,40.032,33.3879,41.7034
210000,辽宁省,2010,717.279,149.8549,34.1694,67.1696,259.1547,37.9301,27.36,41.3654
210000,辽宁省,2009,703.7247,142.6173,30.5936,88.3655,250.7053,34.2908,26.989,40.5869
210000,辽宁省,2008,603.9152,121.3322,27.1735,60.3073,220.7768,33.6655,19.4044,42.7
210000,辽宁省,2007,610.0743,128.4937,25.9786,63.8229,230.0265,35.5254,18.416,32.0396
210000,辽宁省,2006,554.8223,127.701,23.3848,47.1636,198.2733,36.4377,16.3968,29.0703
210000,辽宁省,2005,534.8046,122.2714,20.4906,50.5118,192.4291,37.8715,14.5432,29.926
210000,辽宁省,2004,510.8012,113.2542,16.7159,49.0085,193.4779,37.4942,12.3163,28.1562
210000,辽宁省,2003,,,,,,,,
210000,辽宁省,2002,,,,,,,,
210000,辽宁省,2001,,,,,,,,
210000,辽宁省,2000,,,,,,,,
220000,吉林省,2019,817.6972,64.2375,29.0794,47.6662,367.6927,77.7399,32.7603,64.9241
220000,吉林省,2018,768.1102,63.1225,46.2405,46.9669,323.8091,71.7461,30.9423,61.4169
220000,吉林省,2017,726.8567,60.7971,42.9043,42.5833,317.7293,64.651,32.5283,64.2223
220000,吉林省,2016,615.1524,59.8845,39.1396,22.4499,252.8258,69.1674,27.7707,49.7924
220000,吉林省,2015,580.3551,64.8871,38.316,16.553,232.1,66.5919,26.1373,45.2886
220000,吉林省,2014,512.4282,58.5084,34.5793,17.0034,194.0317,42.5476,17.6392,41.246
220000,吉林省,2013,473.1417,55.4639,32.4528,15.9383,173.7795,37.0479,13.5218,40.1022
220000,吉林省,2012,407.0725,51.6105,20.9962,13.8491,159.6375,31.7816,11.8187,35.8686
220000,吉林省,2011,363.7154,51.1068,30.3339,14.5736,134.6639,27.8281,9.951,34.2105
220000,吉林省,2010,309.2192,40.907,28.6744,12.3494,125.8952,29.1509,8.455,22.602
220000,吉林省,2009,246.0357,38.7087,7.8762,12.9162,99.3378,25.3072,6.8791,18.1238
220000,吉林省,2008,215.9619,36.1437,6.9143,13.7578,88.5048,19.0457,7.1027,13.7743
220000,吉林省,2007,177.1086,32.1556,7.1061,12.9613,71.0499,15.6533,4.6472,10.6784
220000,吉林省,2006,166.3575,31.1482,6.3322,11.2822,65.4564,14.607,4.8101,10.1524
220000,吉林省,2005,176.9281,35.7846,4.5128,9.6401,82.5291,13.5319,4.46,9.5867
220000,吉林省,2004,179.2358,19.5187,24.9109,7.3696,80.3713,11.3991,15.3245,8.0296
220000,吉林省,2003,,,,,,,,
220000,吉林省,2002,,,,,,,,
220000,吉林省,2001,,,,,,,,
220000,吉林省,2000,,,,,,,,
230000,黑龙江省,2019,539.7311,35.4765,9.2638,33.0765,212.8855,82.6121,16.8309,87.7461
230000,黑龙江省,2018,459.2268,33.6468,8.3704,29.9457,182.4759,81.8957,15.294,52.9183
230000,黑龙江省,2017,402.9844,31.9241,7.3004,9.8487,176.4791,62.6223,13.8604,49.9761
230000,黑龙江省,2016,362.5239,26.9622,5.8904,8.4462,163.7713,55.0819,11.7038,44.9395
230000,黑龙江省,2015,303.3707,23.3217,4.5899,6.8683,141.6161,44.8384,8.9052,36.1328
230000,黑龙江省,2014,472.5388,58.4612,15.0986,17.2941,205.8055,53.0954,20.3944,45.7998
230000,黑龙江省,2013,531.329,63.5661,18.4303,21.5395,251.9026,46.0011,26.3435,41.6275
230000,黑龙江省,2012,504.1983,61.3344,16.312,27.5324,225.1195,45.5036,22.0013,49.3967
230000,黑龙江省,2011,442.6184,57.2036,14.2676,18.9931,199.2815,42.0013,19.4927,37.8181
230000,黑龙江省,2010,393.9433,51.9892,11.3713,15.1984,159.516,38.3089,14.5341,59.719
230000,黑龙江省,2009,331.757,54.208,10.9538,17.3891,139.1599,35.011,10.6515,26.8003
230000,黑龙江省,2008,312.6653,52.7505,10.4626,17.7653,135.67,31.9278,8.9408,22.4527
230000,黑龙江省,2007,279.6953,47.3325,8.6425,19.4424,120.6201,29.7333,6.3705,19.6786
230000,黑龙江省,2006,258.7647,44.9565,7.9785,17.8738,108.8951,29.0618,4.7557,18.6372
230000,黑龙江省,2005,250.8404,42.7594,6.7467,17.0059,102.7813,29.5702,4.7352,18.5795
230000,黑龙江省,2004,231.7143,36.8673,6.1841,16.9153,96.579,27.5424,4.2744,17.2559
230000,黑龙江省,2003,,,,,,,,
230000,黑龙江省,2002,,,,,,,,
230000,黑龙江省,2001,,,,,,,,
230000,黑龙江省,2000,,,,,,,,
310000,上海市,2019,1556.4225,118.7093,109.7451,46.5629,482.0079,29.4724,353.4029,26.8697
310000,上海市,2018,1470.8361,125.6293,98.402,45.243,485.0827,28.4023,316.4584,25.4809
310000,上海市,2017,1344.3094,132.0454,87.6842,42.4639,462.9281,25.2653,276.7403,23.1682
310000,上海市,2016,1194.2135,133.8594,76.9764,38.8985,420.8205,21.8342,238.4355,21.2055
310000,上海市,2015,1083.6622,139.8201,70.699,37.3518,390.4079,20.2898,203.2647,20.6558
310000,上海市,2014,924.3833,136.6591,63.0592,32.5302,340.4713,18.5887,154.8046,19.2439
310000,上海市,2013,781.3832,131.1002,54.3907,27.6109,288.4925,17.8088,117.9645,17.7961
310000,上海市,2012,711.9519,130.813,50.3409,25.2353,261.9494,18.089,97.792,17.5057
310000,上海市,2011,660.7265,132.269,47.3255,22.8416,239.9425,18.752,84.0672,17.064
310000,上海市,2010,616.2106,131.9142,45.0773,22.2011,219.1952,19.1822,71.1439,16.8104
310000,上海市,2009,589.0676,130.1897,41.7906,20.9766,196.5669,19.2141,81.0007,16.6427
310000,上海市,2008,550.3057,132.1103,40.7635,20.5145,172.5611,17.4849,56.1185,15.9282
310000,上海市,2007,512.381,118.714,35.0473,15.1973,191.5775,16.0185,56.6071,19.0602
310000,上海市,2006,507.9726,116.3549,33.062,14.1703,196.8636,14.9646,55.9784,18.6565
310000,上海市,2005,500.091,112.8978,31.6901,12.4937,199.2188,14.5536,55.4756,18.2815
310000,上海市,2004,438.273,106.0464,26.6552,8.535,176.4379,12.4935,43.4489,13.1539
310000,上海市,2003,,,,,,,,
310000,上海市,2002,,,,,,,,
310000,上海市,2001,,,,,,,,
310000,上海市,2000,,,,,,,,
320000,江苏省,2019,3526.0001,958.3595,279.742,103.5174,1017.9737,192.7529,333.2516,168.661
320000,江苏省,2018,3604.2147,1028.2297,311.3257,98.4635,1004.3522,177.8647,336.9498,156.8723
320000,江苏省,2017,3394.0677,1027.6005,295.1608,81.8721,941.9931,157.6093,317.8497,140.7701
320000,江苏省,2016,3114.1351,1005.4165,274.813,65.9127,862.7418,132.2614,282.8763,122.308
320000,江苏省,2015,2791.0676,975.5959,268.7759,57.4,779.075,109.1877,183.4538,108.5666
320000,江苏省,2014,2615.4447,978.1066,257.5768,54.7252,745.4756,91.0559,125.9821,97.9021
320000,江苏省,2013,2543.0307,978.0991,241.1234,51.0875,748.3893,79.5431,111.4661,90.7206
320000,江苏省,2012,2232.8843,893.7942,185.6296,146.2737,485.2982,58.7578,91.0337,81.7951
320000,江苏省,2011,2125.1455,879.7808,171.057,39.4905,639.0901,64.5524,77.6111,81.6505
320000,江苏省,2010,2004.362,867.1629,175.8106,38.9203,571.6037,59.6314,68.0512,73.9785
320000,江苏省,2009,1776.5239,785.3835,165.9239,35.1292,489.299,54.4767,56.1451,69.3831
320000,江苏省,2008,1631.8532,762.7717,140.194,31.6941,433.2656,48.207,47.8445,62.8527
320000,江苏省,2007,1373.5794,667.7368,101.9904,24.6394,357.4373,40.5614,37.2012,54.3521
320000,江苏省,2006,1219.2194,591.434,83.0528,23.2361,331.8167,35.9087,30.7126,51.2184
320000,江苏省,2005,1118.3676,528.2075,71.3627,21.2499,308.0056,32.6179,24.3394,69.8365
320000,江苏省,2004,811.857,395.3008,35.6043,16.9789,238.6117,25.6803,16.5688,39.5386
320000,江苏省,2003,,,,,,,,
320000,江苏省,2002,,,,,,,,
320000,江苏省,2001,,,,,,,,
320000,江苏省,2000,,,,,,,,
330000,浙江省,2019,2778.8483,906.3217,113.3077,51.2665,834.9192,151.8376,224.6099,124.7505
330000,浙江省,2018,2643.0983,912.6746,104.6469,49.1353,772.2685,141.025,212.4174,117.5232
330000,浙江省,2017,2695.8116,971.6011,126.8497,46.0832,758.7291,127.9217,261.7496,114.1043
330000,浙江省,2016,2565.7074,961.983,131.2658,41.6477,714.6714,118.8989,212.0455,114.1337
330000,浙江省,2015,2417.6041,940.5535,127.2886,37.4938,704.6353,94.1822,203.7492,98.8423
330000,浙江省,2014,1970.8123,862.2011,71.7439,31.1756,579.5465,71.2666,112.3575,79.8127
330000,浙江省,2013,1760.6397,838.7687,65.3396,28.4143,488.8592,60.1576,87.2751,63.2001
330000,浙江省,2012,1546.2219,708.153,58.8296,26.8737,468.4989,52.1499,70.1712,57.8771
330000,浙江省,2011,1479.5063,691.5591,56.4176,26.2215,436.374,48.5854,66.3282,56.8504
330000,浙江省,2010,1339.0708,638.1956,53.4774,24.2382,380.5281,47.7566,57.0989,53.0921
330000,浙江省,2009,1227.9798,569.9241,49.6627,23.5003,364.0579,43.8099,47.053,53.7834
330000,浙江省,2008,1154.0972,553.8571,47.618,23.9223,333.2203,41.8103,42.7744,46.4451
330000,浙江省,2007,1150.386,580.7852,39.4123,24.5934,289.2355,43.6656,29.7808,46.1335
330000,浙江省,2006,961.1135,485.5438,24.0483,24.2755,258.5425,37.8192,24.3356,44.4922
330000,浙江省,2005,854.9043,430.5808,18.1085,23.4597,230.6054,35.195,18.8894,42.0584
330000,浙江省,2004,830.1541,427.1836,16.7555,23.0545,215.214,41.9423,12.1688,44.2316
330000,浙江省,2003,,,,,,,,
330000,浙江省,2002,,,,,,,,
330000,浙江省,2001,,,,,,,,
330000,浙江省,2000,,,,,,,,
340000,安徽省,2019,1571.1443,241.0398,86.485,31.0339,609.3291,136.8826,88.8475,123.098
340000,安徽省,2018,1410.0236,225.1154,72.7953,27.9257,564.5029,118.7793,78.1561,99.6589
340000,安徽省,2017,1232.6857,206.1933,57.9187,24.0967,504.2578,97.2254,69.9127,86.4101
340000,安徽省,2016,1056.1819,185.8544,47.4622,19.6219,451.6336,76.8212,56.3953,74.2289
340000,安徽省,2015,919.3431,170.047,40.171,16.1981,406.8879,58.9566,46.3772,63.7291
340000,安徽省,2014,816.4126,157.8381,35.5056,14.115,370.0525,48.713,37.2862,56.4423
340000,安徽省,2013,705.0641,153.4608,31.1103,12.0897,313.9672,41.3236,29.8899,43.5534
340000,安徽省,2012,646.219,131.7655,26.5547,11.3198,288.2273,43.3325,22.801,48.2583
340000,安徽省,2011,598.4954,119.6238,21.3225,10.4129,275.0629,32.9695,26.1721,49.1667
340000,安徽省,2010,570.7881,100.6176,18.7314,10.5845,264.3629,42.3653,21.2511,43.077
340000,安徽省,2009,460.4304,83.5564,14.2601,12.2221,209.1609,31.2858,16.8143,40.6583
340000,安徽省,2008,444.273,90.2028,13.4248,18.2141,192.4223,32.8008,15.9127,31.5079
340000,安徽省,2007,485.2585,121.3747,14.9919,23.5122,190.191,42.0131,12.3107,34.0004
340000,安徽省,2006,512.1936,121.4283,13.2004,26.9335,201.6069,43.0335,12.8067,39.7649
340000,安徽省,2005,432.5742,102.7352,11.4067,23.8893,178.9282,38.0729,7.4452,32.941
340000,安徽省,2004,397.5631,93.0904,9.0163,23.3445,168.1873,37.0155,5.5277,30.2708
340000,安徽省,2003,,,,,,,,
340000,安徽省,2002,,,,,,,,
340000,安徽省,2001,,,,,,,,
340000,安徽省,2000,,,,,,,,
350000,福建省,2019,1678.359,317.9385,73.7433,31.203,652.2146,108.3283,137.2266,78.4896
350000,福建省,2018,1966.0081,251.0482,58.9121,22.2605,1061.3779,94.1869,172.3458,67.1408
350000,福建省,2017,1298.4829,250.3709,58.4674,22.2296,503.9805,84.1864,114.4294,61.0704
350000,福建省,2016,1149.294,223.8707,47.2128,18.9634,480.5575,67.7851,95.1526,53.1004
350000,福建省,2015,913.4219,193.5412,34.2472,16.0057,378.4577,53.4881,71.6016,43.8186
350000,福建省,2014,756.6796,169.7751,28.6554,12.9087,317.8374,41.1873,55.4858,36.6989
350000,福建省,2013,640.3014,151.6667,24.8098,10.938,267.2962,30.7121,46.3628,31.1009
350000,福建省,2012,652.7242,138.8,19.8508,10.5963,290.7846,37.8346,44.6055,38.2331
350000,福建省,2011,583.2902,129.5201,16.7033,9.3365,259.0727,31.3769,38.2063,36.0842
350000,福建省,2010,484.7996,118.5953,12.765,7.7319,206.5359,25.2911,30.7603,29.4592
350000,福建省,2009,443.6878,110.9486,11.0838,6.2941,187.6474,24.9399,25.8822,29.2759
350000,福建省,2008,360.4062,101.8421,9.573,5.234,142.2756,20.0274,20.4766,20.594
350000,福建省,2007,306.6382,95.1975,8.0274,4.4965,114.0912,15.0496,16.8019,17.5653
350000,福建省,2006,256.9827,75.061,6.9149,3.9262,96.6774,13.6026,12.7011,18.0616
350000,福建省,2005,224.5698,65.0084,5.3011,3.2476,89.0064,11.6745,9.2691,16.6637
350000,福建省,2004,197.1589,58.4238,4.1556,3.3252,79.455,9.926,6.6505,14.6505
350000,福建省,2003,,,,,,,,
350000,福建省,2002,,,,,,,,
350000,福建省,2001,,,,,,,,
350000,福建省,2000,,,,,,,,
360000,江西省,2019,1096.9633,194.075,54.2985,27.2182,420.0135,81.1733,85.3074,67.0303
360000,江西省,2018,1010.2601,182.5765,46.3498,26.1173,392.8007,71.0447,77.8738,60.2794
360000,江西省,2017,930.8344,166.8914,36.5864,25.3128,377.5502,62.4279,70.0101,55.4262
360000,江西省,2016,898.6147,163.1779,32.0319,26.382,376.0147,55.5236,64.8258,51.8434
360000,江西省,2015,864.8017,161.681,28.91,26.0236,372.0077,49.3596,57.4299,50.3318
360000,江西省,2014,776.507,149.0935,25.1286,24.2352,341.3646,40.5696,45.7319,45.4402
360000,江西省,2013,672.5013,134.2881,18.951,20.1764,300.6137,35.9615,33.1734,40.8265
360000,江西省,2012,659.8621,138.4912,12.5879,19.7229,256.4432,40.5379,25.3291,70.9354
360000,江西省,2011,631.5425,140.2592,11.8402,20.1257,260.8371,39.1212,17.7187,69.6307
360000,江西省,2010,535.1375,161.9266,8.3752,16.7853,214.674,34.9132,11.3506,30.2463
360000,江西省,2009,445.7212,119.4594,8.5167,16.0826,178.4353,28.9124,11.0968,26.3591
360000,江西省,2008,400.3066,110.9094,8.0927,15.0006,158.2654,25.9616,9.3769,22.7404
360000,江西省,2007,360.5485,102.4568,6.2908,13.4933,143.9814,25.2453,6.5388,22.9235
360000,江西省,2006,342.0072,94.3449,6.182,13.9736,138.3998,23.5069,5.7674,22.7679
360000,江西省,2005,301.9741,84.4185,5.5195,12.7005,120.4204,23.0364,4.5604,20.375
360000,江西省,2004,263.6977,77.1085,4.6675,10.5052,103.8036,19.541,3.515,18.739
360000,江西省,2003,,,,,,,,
360000,江西省,2002,,,,,,,,
360000,江西省,2001,,,,,,,,
360000,江西省,2000,,,,,,,,
370000,山东省,2019,3755.2139,554.1127,239.3732,78.3089,1513.4496,247.9674,277.9372,353.1521
370000,山东省,2018,3057.7826,530.8666,156.1499,69.4534,1293.3594,213.6225,184.6311,197.9122
370000,山东省,2017,2719.2014,505.6621,124.6865,63.1462,1179.6322,180.3111,157.895,165.1957
370000,山东省,2016,2372.6794,456.218,96.948,57.8817,1061.4556,146.5264,128.3686,139.3338
370000,山东省,2015,2042.4487,401.0931,82.8401,52.6096,936.1172,117.3704,106.4288,117.7236
370000,山东省,2014,1757.3943,377.1112,72.9452,54.8664,806.4073,84.4413,86.1561,94.8031
370000,山东省,2013,1502.3288,354.2257,61.5166,51.0935,663.9356,79.2035,68.463,80.9443
370000,山东省,2012,1375.0138,352.2587,58.3523,46.7738,591.1013,68.9635,67.614,75.3619
370000,山东省,2011,1280.7237,337.531,55.4415,43.5045,547.1489,64.7806,59.5331,70.8708
370000,山东省,2010,1185.0103,340.0861,47.8718,37.9977,493.2952,61.3072,50.1105,63.7162
370000,山东省,2009,1039.7442,309.2446,43.3834,34.1524,419.6908,54.9126,43.1038,56.9059
370000,山东省,2008,910.6136,285.1987,37.0048,28.5615,368.1973,47.745,32.0779,48.2313
370000,山东省,2007,922.5554,320.9094,36.4261,29.182,344.8802,52.4438,26.3144,47.7486
370000,山东省,2006,894.5284,318.3438,33.1144,27.8208,330.0009,52.026,23.6387,47.0572
370000,山东省,2005,809.0013,284.8838,29.8234,25.1281,294.157,48.9936,22.7403,48.1262
370000,山东省,2004,734.6803,259.8665,25.998,24.2327,273.9283,46.8079,17.237,41.7784
370000,山东省,2003,,,,,,,,
370000,山东省,2002,,,,,,,,
370000,山东省,2001,,,,,,,,
370000,山东省,2000,,,,,,,,
410000,河南省,2019,1882.7102,243.6755,83.1285,36.7177,833.6912,190.6242,102.5615,92.1339
410000,河南省,2018,1639.0369,225.5489,67.2803,32.7527,723.1292,164.1983,88.173,71.749
410000,河南省,2017,1421.3382,203.5344,52.7132,22.7435,637.8423,136.3696,76.2909,112.6503
410000,河南省,2016,1174.8033,181.3684,41.5315,17.9315,549.6306,103.3059,54.5485,87.3692
410000,河南省,2015,995.0601,164.197,34.6787,14.9995,479.3318,74.1585,44.5946,71.1963
410000,河南省,2014,894.2453,157.2776,31.0501,12.8893,441.304,57.6985,36.1104,63.6072
410000,河南省,2013,729.8993,145.0396,24.9308,11.1253,353.2921,44.0362,27.6943,51.1225
