省份编码,省份,年份,城镇单位就业人员工资总额(亿元),国有城镇单位就业人员工资总额(亿元),城镇集体单位就业人员工资总额(亿元),其他城镇单位就业人员工资总额(亿元),城镇单位就业人员工资总额指数(上年=100),国有城镇单位就业人员工资总额指数(上年=100),城镇集体单位就业人员工资总额指数(上年=100),其他城镇单位就业人员工资总额指数(上年=100)
120000,天津市,2019,2925.90727,850.64684,11.60774,2063.65269,110.595096565261,104.664781385263,79.1083347758706,113.500056347082
120000,天津市,2018,2645.60307,812.73455,14.67322,1818.1953,103.5,100.0,80.3,105.4
120000,天津市,2017,2556.73343,812.72087,18.27643,1725.73613,102.9,109.6,66.0,100.6
120000,天津市,2016,2484.25108,741.21285,27.70081,1715.33742,104.685169723568,109.767212539286,84.4875355554024,103.021842868913
120000,天津市,2015,2373.06878,675.25888,32.78686,1665.02304,110.168948215085,106.963783782568,92.7920633253985,111.942113187885
120000,天津市,2014,2154.0269,631.29674,35.33369,1487.39647,104.9,106.3,111.7,104.1
120000,天津市,2013,2053.76398,593.70693,31.6366,1428.42045,115.5,97.9,92.5,125.6
120000,天津市,2012,1778.11816,606.4646,34.18485,1137.46871,119.9,110.0,106.0,126.4
120000,天津市,2011,1483.19498,551.39412,32.24159,899.55927,141.095553795977,120.91283718573,179.348214866811,155.84994962021
120000,天津市,2010,1051.2,456.0,18.0,577.2,118.6,117.1,121.4,119.7
120000,天津市,2009,886.50773,389.46554,14.80754,482.23465,111.4,103.8,71.0,120.7
120000,天津市,2008,795.85662,375.364,20.86511,399.62751,121.867139416685,125.326028335414,105.847263179094,119.70981355192
120000,天津市,2007,653.05268,299.51001,19.71247,333.8302,123.1,117.6,109.6,129.6
120000,天津市,2006,530.29141,254.78096,17.99226,257.51819,115.717953921556,114.021346050975,107.799923548958,118.061890777771
120000,天津市,2005,,,,,,,,
120000,天津市,2004,,,,,,,,
120000,天津市,2003,,,,,,,,
120000,天津市,2002,,,,,,,,
120000,天津市,2001,,,,,,,,
120000,天津市,2000,,,,,,,,
130000,河北省,2019,4187.54079,1953.88249,61.66276,2171.99554,111.007540751631,100.60242335744,99.8094220668334,122.826794122988
130000,河北省,2018,3772.303,1942.18233,61.7805,1768.34017,112.4,107.1,91.7,119.9
130000,河北省,2017,3356.25263,1813.79943,67.35216,1475.10104,95.4,108.3,107.6,82.8
130000,河北省,2016,3518.75022,1674.16469,62.58413,1782.0014,106.969674482979,110.375724133457,103.712781947411,104.067399881853
130000,河北省,2015,3289.4839,1516.78705,60.3437,1712.35315,110.926533147583,119.574651956588,102.061226215645,104.548755433414
130000,河北省,2014,2965.46174,1268.48544,59.125,1637.8513,108.9,107.4,97.5,110.5
130000,河北省,2013,2724.14544,1181.05002,60.61643,1482.47899,113.6,91.2,98.8,142.3
130000,河北省,2012,2398.30341,1295.47201,61.3616,1041.4698,121.4,112.4,109.4,135.9
130000,河北省,2011,1975.25156,1152.91497,56.10323,766.23336,121.21379089494,109.339529722269,97.0370802133932,148.119323149294
130000,河北省,2010,1629.6,1054.4,57.8,517.3,116.5,111.1,116.7,129.4
130000,河北省,2009,1398.19814,948.79369,49.55022,399.85423,114.2,112.0,113.4,119.8
130000,河北省,2008,1224.8069,847.20488,43.71291,333.88911,123.566215496147,120.008648165468,105.174399594248,137.008516183843
130000,河北省,2007,991.21503,705.95319,41.56231,243.69953,120.1,120.1,110.1,121.8
130000,河北省,2006,825.54255,587.77816,37.75226,200.01213,113.210764278909,110.855867005435,107.685457486045,122.009004084431
130000,河北省,2005,,,,,,,,
130000,河北省,2004,,,,,,,,
130000,河北省,2003,,,,,,,,
130000,河北省,2002,,,,,,,,
130000,河北省,2001,,,,,,,,
130000,河北省,2000,,,,,,,,
140000,山西省,2019,3060.33879,1184.84361,47.99745,1827.49773,109.164903319532,101.178025645329,70.8807878345566,116.799515335415
140000,山西省,2018,2803.40906,1171.04836,67.71574,1564.64496,109.6,94.7,90.8,125.4
140000,山西省,2017,2558.30912,1236.28127,74.5581,1247.46975,111.1,108.6,99.3,114.4
140000,山西省,2016,2303.26469,1137.96091,75.10465,1090.19913,100.778614570032,105.193658656668,100.921771254207,96.5398315099656
140000,山西省,2015,2285.46969,1081.7771,74.41868,1129.27391,102.906568498337,115.03485487394,98.3049817547367,93.7293165441129
140000,山西省,2014,2220.91721,940.39072,75.70184,1204.82465,102.8,106.5,97.4,100.4
140000,山西省,2013,2161.1441,883.11218,77.71827,1200.31365,112.4,90.8,96.0,138.2
140000,山西省,2012,1922.71458,973.00046,80.98746,868.72666,120.3,109.9,121.9,134.3
140000,山西省,2011,1598.85639,885.68377,66.41207,646.76055,124.276122944952,115.126048825388,129.87036834242,138.765491946272
140000,山西省,2010,1286.5,769.3,51.1,466.1,119.9,109.2,118.3,143.4
140000,山西省,2009,1073.04259,704.79231,43.2092,325.04108,112.1,105.5,93.0,133.8
140000,山西省,2008,957.31528,667.96039,46.46095,242.89394,120.334197665091,119.819392408263,115.018579354018,122.87218909576
140000,山西省,2007,795.54715,557.47269,40.3943,197.68016,121.4,118.9,113.7,130.9
140000,山西省,2006,655.31835,468.73925,35.53169,151.04741,117.995154429599,117.586529239166,113.748072009061,120.350076928164
140000,山西省,2005,,,,,,,,
140000,山西省,2004,461.25794,,,,,,,
140000,山西省,2003,,,,,,,,
140000,山西省,2002,,,,,,,,
140000,山西省,2001,,,,,,,,
140000,山西省,2000,,,,,,,,
150000,内蒙古自治区,2019,2257.00445,1127.44938,14.57274,1114.98233,111.643532312483,96.039816496853,44.8386619360568,136.777957805503
150000,内蒙古自治区,2018,2021.61684,1173.93954,32.50039,815.17691,107.0,102.0,96.9,115.5
150000,内蒙古自治区,2017,1890.10243,1150.55743,33.55364,705.99136,103.4,104.0,94.1,102.9
150000,内蒙古自治区,2016,1828.2117,1106.61234,35.64777,685.95159,105.005817326405,107.3607550367,105.361756284934,101.399843809568
150000,内蒙古自治区,2015,1741.05754,1030.74195,33.83369,676.4819,104.113358322584,109.140332554964,100.654944406331,97.4422798571638
150000,内蒙古自治区,2014,1672.27104,944.41892,33.61354,694.23858,104.6,102.7,90.6,108.1
150000,内蒙古自治区,2013,1599.08704,919.88332,37.08677,642.11695,122.6,105.6,95.9,162.6
150000,内蒙古自治区,2012,1304.7295,871.21314,38.67613,394.84023,116.3,114.3,116.9,120.9
150000,内蒙古自治区,2011,1122.04517,762.40522,33.07993,326.56002,126.322813149387,121.04409982323,123.981423735522,140.942334277855
150000,内蒙古自治区,2010,888.2,629.9,26.7,231.7,116.6,117.3,116.7,114.8
150000,内蒙古自治区,2009,761.8113,537.1457,22.86449,201.80111,118.0,121.2,117.3,110.2
150000,内蒙古自治区,2008,645.85461,443.24679,19.48513,183.12269,119.323944932868,120.236658381376,121.121270269884,116.989669769692
150000,内蒙古自治区,2007,541.26153,368.6453,16.08729,156.52894,120.0,118.9,112.0,123.7
150000,内蒙古自治区,2006,450.92697,310.04903,14.36203,126.51591,115.088190462958,115.450428621995,103.766044977234,115.6313252206
150000,内蒙古自治区,2005,,,,,,,,
150000,内蒙古自治区,2004,,,,,,,,
150000,内蒙古自治区,2003,,,,,,,,
150000,内蒙古自治区,2002,,,,,,,,
150000,内蒙古自治区,2001,,,,,,,,
150000,内蒙古自治区,2000,,,,,,,,
210000,辽宁省,2019,3665.97059,1342.77814,52.09401,2271.09844,107.824383893557,94.7863737442383,86.7154615133005,118.087420076779
210000,辽宁省,2018,3399.94578,1416.63626,60.07465,1923.23487,106.2,94.7,85.6,117.7
210000,辽宁省,2017,3200.04618,1495.55658,70.15418,1634.33542,100.8,99.5,76.2,103.5
210000,辽宁省,2016,3173.32481,1502.87534,92.11425,1578.33522,95.8506851856809,100.109359396166,89.0873556435073,92.5132079102696
210000,辽宁省,2015,3310.69601,1501.2336,103.39767,1706.06474,100.929805560189,107.852258213879,89.0199968902565,96.2730586316512
210000,辽宁省,2014,3280.19656,1391.93525,116.15106,1772.11025,101.6,104.1,94.0,100.1
210000,辽宁省,2013,3229.70106,1336.61849,123.54287,1769.5397,126.6,99.2,119.8,160.8
210000,辽宁省,2012,2550.54145,1346.75891,103.14309,1100.63945,113.7,111.6,118.8,115.9
210000,辽宁省,2011,2242.73577,1206.5813,86.85441,949.30006,125.487149211884,120.093464939072,137.64197123722,131.953546627686
210000,辽宁省,2010,1787.2,1004.7,63.1,719.4,114.8,111.7,112.7,119.4
210000,辽宁省,2009,1557.46572,899.06411,55.97303,602.42858,111.5,102.7,106.0,128.4
210000,辽宁省,2008,1396.89314,875.10207,52.78551,469.00556,122.48810702509,120.32645144934,118.264913535371,127.265553715006
210000,辽宁省,2007,1140.43165,727.27323,44.63328,368.52514,117.9,118.4,105.0,118.6
210000,辽宁省,2006,967.63498,614.50544,42.52045,310.60909,113.141914797583,111.778598769715,109.971591834877,116.410250548304
210000,辽宁省,2005,,,,,,,,
210000,辽宁省,2004,,,,,,,,
210000,辽宁省,2003,,,,,,,,
210000,辽宁省,2002,,,,,,,,
210000,辽宁省,2001,,,,,,,,
210000,辽宁省,2000,,,,,,,,
220000,吉林省,2019,2051.68897,946.31098,8.62726,1096.75073,106.381234106311,97.4968612669967,40.94941686693,117.056096680896
220000,吉林省,2018,1928.61926,970.60661,21.06809,936.94456,101.6,89.6,75.0,119.0
220000,吉林省,2017,1898.9715,1083.55402,28.08198,787.3355,104.1,107.3,102.4,100.0
220000,吉林省,2016,1824.76199,1010.29109,27.4144,787.0565,106.17145244205,109.255359061555,105.265946805647,102.488730857778
220000,吉林省,2015,1718.69363,924.70621,26.04299,767.94443,108.100497090534,110.765179575958,103.888800684853,105.197773454037
220000,吉林省,2014,1589.90354,834.83475,25.06814,730.00065,107.7,105.7,99.3,110.4
220000,吉林省,2013,1476.60846,790.06206,25.25717,661.28923,133.4,118.2,92.4,160.8
220000,吉林省,2012,1107.29616,668.61413,27.32906,411.35297,117.8,114.9,111.5,123.2
220000,吉林省,2011,940.26607,581.89941,24.50185,333.86481,121.122027200663,116.777889072653,105.207371688902,131.075656449474
220000,吉林省,2010,776.3,498.3,23.3,254.7,112.6,111.8,111.4,114.2
220000,吉林省,2009,689.53909,445.62978,20.90176,223.00755,112.8,108.4,109.3,122.9
220000,吉林省,2008,611.53378,410.96981,19.12414,181.43983,113.950690343722,112.625710556696,105.335358800759,118.116399706688
220000,吉林省,2007,536.66527,364.89875,18.15548,153.61104,122.8,123.9,93.3,125.0
220000,吉林省,2006,436.98831,294.59435,19.45901,122.93495,114.26735967011,112.512243006663,103.827735367735,120.700292710724
220000,吉林省,2005,,,,,,,,
220000,吉林省,2004,,,,,,,,
220000,吉林省,2003,,,,,,,,
220000,吉林省,2002,,,,,,,,
220000,吉林省,2001,,,,,,,,
220000,吉林省,2000,,,,,,,,
230000,黑龙江省,2019,2421.20266,1152.01666,18.82856,1250.35744,99.9925542549971,76.8212147785742,38.3888890021592,143.269905443685
230000,黑龙江省,2018,2421.38295,1499.60745,49.0469,872.7286,102.2,103.2,97.8,100.9
230000,黑龙江省,2017,2368.56672,1453.53172,50.14915,864.88585,105.2,104.2,94.9,107.6
230000,黑龙江省,2016,2251.43571,1394.78187,52.83597,803.81787,104.032245085547,105.153824977129,92.5673634860122,102.96484510175
230000,黑龙江省,2015,2164.17103,1326.42048,57.0784,780.67215,106.448621537317,111.105951450347,88.5932111919272,100.757255149006
230000,黑龙江省,2014,2033.06628,1193.83387,64.42751,774.8049,104.4,103.3,107.7,105.8
230000,黑龙江省,2013,1947.9473,1155.4587,59.84182,732.64678,112.4,94.2,120.0,160.7
230000,黑龙江省,2012,1732.59409,1226.69364,49.8832,456.01725,116.6,116.3,113.4,117.8
230000,黑龙江省,2011,1485.98585,1055.03329,43.97962,386.97294,116.307250490062,112.167591465479,99.6987927908853,132.100114720075
230000,黑龙江省,2010,1277.6,940.6,44.1,292.9,109.9,110.9,91.7,110.1
230000,黑龙江省,2009,1162.16845,848.04143,48.08823,266.03879,112.6,125.0,118.5,85.1
230000,黑龙江省,2008,1031.92086,678.63605,40.57245,312.71236,111.131373560749,116.338490749584,111.122781752643,101.293473330259
230000,黑龙江省,2007,928.55944,583.32891,36.51137,308.71916,117.9,120.3,106.3,115.2
230000,黑龙江省,2006,787.30171,485.02433,34.35868,267.9187,115.146826437209,111.889731533941,114.632369941811,121.626391348069
230000,黑龙江省,2005,,,,,,,,
230000,黑龙江省,2004,,,,,,,,
230000,黑龙江省,2003,,,,,,,,
230000,黑龙江省,2002,,,,,,,,
230000,黑龙江省,2001,,,,,,,,
230000,黑龙江省,2000,,,,,,,,
310000,上海市,2019,10711.3645,1599.07264,87.54757,9024.74429,118.727629440363,133.685067654153,91.1270401365642,116.756022787514
310000,上海市,2018,9021.79598,1196.14903,96.072,7729.57495,109.2,99.6,105.2,111.0
310000,上海市,2017,8258.85836,1200.97248,91.34668,6966.5392,108.6,104.2,103.9,109.5
310000,上海市,2016,7601.4115,1152.35627,87.94209,6361.11314,107.601857902218,105.1323541488,103.002231701024,108.128729176419
310000,上海市,2015,7064.38685,1096.10051,85.37882,5882.90752,107.831541279093,99.5873120426644,101.296225198217,109.625073020941
310000,上海市,2014,6551.3177,1100.64273,84.28628,5366.38869,115.4,102.0,124.8,118.5
310000,上海市,2013,5676.59573,1079.38762,67.56285,4529.64526,128.9,84.6,105.4,147.8
310000,上海市,2012,4404.53108,1275.72289,64.08554,3064.72265,117.9,105.1,118.9,124.2
310000,上海市,2011,3735.52206,1213.58366,53.88304,2468.05536,143.055551257893,114.977443283908,140.370131088094,162.655079786425
310000,上海市,2010,2611.2,1055.5,38.4,1517.4,114.1,112.4,99.2,115.8
310000,上海市,2009,2287.84381,938.65973,38.7028,1310.48128,114.8,117.7,106.3,113.1
310000,上海市,2008,1992.70446,797.28762,36.39835,1159.01849,122.068656448493,113.194576747008,101.266895158138,129.912784292331
310000,上海市,2007,1632.44564,704.35143,35.94299,892.15122,130.7,126.0,115.4,135.5
310000,上海市,2006,1248.80448,559.02963,31.14673,658.62812,119.141362121477,117.842922277057,102.855930440296,121.182040035541
310000,上海市,2005,,,,,,,,
310000,上海市,2004,,,,,,,,
310000,上海市,2003,,,,,,,,
310000,上海市,2002,,,,,,,,
310000,上海市,2001,,,,,,,,
310000,上海市,2000,,,,,,,,
320000,江苏省,2019,12679.22391,3448.13188,257.0169,8974.07513,102.843956011162,117.092693904537,126.901703121187,97.7431455652507
320000,江苏省,2018,12328.60384,2944.78824,202.53227,9181.28333,107.8,103.1,103.4,109.6
320000,江苏省,2017,11433.41423,2857.09883,195.83065,8380.48475,108.0,111.2,96.1,107.3
320000,江苏省,2016,10583.15709,2570.47737,203.71199,7808.96773,103.815064186421,110.263833155046,106.143850998436,101.797058178267
320000,江苏省,2015,10194.24028,2331.20625,191.92067,7671.11336,106.728167471874,108.533891006333,93.5353104799048,106.565419002888
320000,江苏省,2014,9551.5931,2147.90627,205.18526,7198.50157,113.8,109.2,105.9,115.4
320000,江苏省,2013,8396.39082,1966.72763,193.69457,6235.96862,199.6,109.2,153.3,273.7
320000,江苏省,2012,4205.9064,1801.43082,126.35024,2278.12534,114.5,112.2,113.7,116.5
320000,江苏省,2011,3673.28496,1606.22793,111.14563,1955.9114,122.493411162715,116.084724591287,122.523938029001,128.308715727573
320000,江苏省,2010,2998.8,1383.7,90.7,1524.4,119.0,112.8,113.4,125.6
320000,江苏省,2009,2520.01606,1226.61503,79.96166,1213.43937,112.8,115.7,105.1,110.6
320000,江苏省,2008,2233.2023,1060.40666,76.05791,1096.73773,118.097621047187,115.99736983851,118.796306998335,120.152024385147
320000,江苏省,2007,1890.97992,914.1644,64.0238,912.79172,118.9,116.6,117.3,121.3
320000,江苏省,2006,1590.91288,783.83227,54.58195,752.49866,122.172503336717,114.392580193844,108.015116034922,132.846684607798
320000,江苏省,2005,,,,,,,,
320000,江苏省,2004,,,,,,,,
320000,江苏省,2003,,,,,,,,
320000,江苏省,2002,,,,,,,,
320000,江苏省,2001,,,,,,,,
320000,江苏省,2000,,,,,,,,
330000,浙江省,2019,9719.40697,3216.41803,55.5957,6447.39324,108.736206409736,113.796180416033,59.154745247836,107.134023273245
330000,浙江省,2018,8938.51946,2826.47275,93.9835,6018.06321,107.4,105.8,111.1,108.2
330000,浙江省,2017,8319.08346,2670.84253,84.56201,5563.67892,108.4,112.6,100.8,106.6
330000,浙江省,2016,7673.11476,2371.37697,83.90393,5217.83386,107.916292711645,112.017946040648,98.1444778127837,106.317275567176
330000,浙江省,2015,7110.24681,2116.96166,85.49022,4907.79493,106.650859318019,112.93723994856,75.3944174409442,104.889931871591
330000,浙江省,2014,6666.84437,1874.45847,113.39065,4678.99525,111.4,109.3,97.0,112.7
330000,浙江省,2013,5985.13272,1715.0421,116.95217,4153.13845,112.6,104.7,97.8,116.8
330000,浙江省,2012,5313.11584,1638.5693,119.57629,3554.97025,119.7,109.3,103.2,125.8
330000,浙江省,2011,4440.14866,1498.99611,115.875,2825.27755,126.231764996346,113.109509984034,114.911615489223,135.09295234507
330000,浙江省,2010,3517.5,1325.3,100.8,2091.4,120.6,113.2,118.2,125.8
330000,浙江省,2009,2917.79237,1170.23962,85.33136,1662.22139,117.0,113.9,113.8,119.4
330000,浙江省,2008,2494.41314,1027.04594,74.96908,1392.39812,124.401294618462,114.053163165186,108.381504686831,134.470756853993
330000,浙江省,2007,2005.13439,900.49755,69.17147,1035.46537,122.0,116.7,111.0,127.9
330000,浙江省,2006,1643.04191,771.33393,62.32893,809.37905,122.865085522836,113.482255285355,103.451811176373,135.49985077722
330000,浙江省,2005,,,,,,,,
330000,浙江省,2004,1041.42,,,,,,,
330000,浙江省,2003,,,,,,,,
330000,浙江省,2002,,,,,,,,
330000,浙江省,2001,,,,,,,,
330000,浙江省,2000,,,,,,,,
340000,安徽省,2019,4521.12147,1684.83364,52.79407,2783.49376,103.817121178104,100.428019392044,66.1714240449094,107.162418308589
340000,安徽省,2018,4354.89004,1677.65296,79.78379,2597.45329,131.0,121.2,108.0,139.2
340000,安徽省,2017,3323.70879,1383.84457,73.89392,1865.9703,110.3,110.3,102.4,110.7
340000,安徽省,2016,3012.83068,1255.04257,72.13166,1685.65645,106.692563194347,110.547142405733,103.50991415031,104.126356066633
340000,安徽省,2015,2823.84319,1135.30078,69.68575,1618.85666,107.305154235595,110.532642740888,108.273205074561,105.112264611683
340000,安徽省,2014,2631.6007,1027.1181,64.36103,1540.12157,106.8,107.6,104.8,106.3
340000,安徽省,2013,2464.54958,954.87418,61.41056,1448.26484,128.0,94.7,105.8,168.4
340000,安徽省,2012,1925.98385,1008.08967,58.03527,859.85891,121.1,118.7,112.1,124.8
340000,安徽省,2011,1590.13813,849.53471,51.75611,688.84731,129.794700088951,122.857215826782,121.601944085686,140.273432545942
340000,安徽省,2010,1225.1,691.5,42.6,491.1,120.0,117.8,115.6,123.6
340000,安徽省,2009,1021.1702,586.89456,36.82463,397.45101,116.4,114.2,86.4,123.8
340000,安徽省,2008,877.45115,513.73562,42.5974,321.11813,119.393905920964,116.575924377084,111.587146367001,125.407607363803
340000,安徽省,2007,734.92122,440.68758,38.17411,256.05953,124.6,124.9,116.8,125.2
340000,安徽省,2006,590.03968,352.87008,32.67427,204.49533,117.831323342695,111.657980295648,109.40938373432,132.053824172356
340000,安徽省,2005,,,,,,,,
340000,安徽省,2004,,,,,,,,
340000,安徽省,2003,,,,,,,,
340000,安徽省,2002,,,,,,,,
340000,安徽省,2001,,,,,,,,
340000,安徽省,2000,,,,,,,,
350000,福建省,2019,5152.83454,1542.62087,66.50951,3543.70416,100.464153835496,101.795166401171,96.8990332607544,99.964196346196
350000,福建省,2018,5129.02796,1515.41662,68.63795,3544.97339,115.9,110.1,107.7,118.8
350000,福建省,2017,4424.95637,1376.45603,63.75899,2984.74135,108.3,114.0,107.6,105.9
350000,福建省,2016,4085.93236,1207.3492,59.24875,2819.33441,108.545719060773,111.282810673383,102.196203947565,107.55330266781
350000,福建省,2015,3764.25012,1084.93773,57.97549,2621.3369,108.825543268196,110.425026096153,88.8946354093435,108.71288337569
350000,福建省,2014,3458.97664,982.51073,65.21821,2411.2477,110.3,109.4,115.7,110.6
350000,福建省,2013,3135.34902,898.43819,56.3592,2180.55163,112.3,101.2,92.3,118.3
350000,福建省,2012,2792.56727,888.10896,61.07335,1843.38496,123.0,118.5,118.4,125.5
350000,福建省,2011,2270.28682,749.661,51.58716,1469.03866,141.691074031504,121.959681191188,118.478985071377,155.608811184312
350000,福建省,2010,1602.3,614.7,43.5,944.1,121.6,113.4,110.2,128.2
350000,福建省,2009,1318.02474,542.02308,39.49508,736.50658,111.2,111.4,104.9,111.4
350000,福建省,2008,1185.19845,486.59381,37.63851,660.96613,119.97763566166,119.092477831532,110.95918639287,121.201776274628
350000,福建省,2007,987.84948,408.58484,33.92104,545.3436,121.0,116.2,121.7,124.9
350000,福建省,2006,816.08551,351.65518,27.87606,436.55427,121.525852444684,114.698314607053,108.423241791943,128.689527752227
350000,福建省,2005,,,,,,,,
350000,福建省,2004,579.3364,,,,,,,
350000,福建省,2003,,,,,,,,
350000,福建省,2002,,,,,,,,
350000,福建省,2001,,,,,,,,
350000,福建省,2000,,,,,,,,
360000,江西省,2019,3284.85533,1401.70199,50.79009,1832.36325,110.99201711946,105.46179598633,84.7942578412011,116.671265735942
360000,江西省,2018,2959.54197,1329.10878,59.89803,1570.53516,105.7,100.0,107.8,111.0
360000,江西省,2017,2799.48058,1329.06051,55.54848,1414.87159,107.2,111.2,90.2,104.5
360000,江西省,2016,2611.15277,1195.36008,61.59467,1354.19802,107.66890113916,109.705777889867,95.3811107069451,106.547033680061
360000,江西省,2015,2425.16896,1089.6054,64.57743,1270.98613,114.488856983422,117.008550763392,107.635095504531,112.771811424308
360000,江西省,2014,2118.25764,931.21861,59.99663,1127.0424,112.8,109.1,114.1,116.0
360000,江西省,2013,1877.97203,853.71761,52.57117,971.68325,140.7,104.5,103.7,208.0
360000,江西省,2012,1334.99198,817.24531,50.68534,467.06133,123.5,124.5,116.2,122.7
360000,江西省,2011,1080.58619,656.37862,43.62467,380.5829,129.14223731639,109.391162189463,176.475916164709,179.526773333444
360000,江西省,2010,836.7,600.0,24.7,212.0,120.4,118.2,110.8,128.3
360000,江西省,2009,695.01298,507.46403,22.31592,165.23303,117.6,117.2,107.1,120.3
360000,江西省,2008,591.19528,432.96894,20.83549,137.39085,115.040421502752,113.608915680708,97.580062007662,123.280972818055
360000,江西省,2007,513.90222,381.10472,21.3522,111.4453,119.9,118.4,127.4,123.9
360000,江西省,2006,428.57467,321.87992,16.76042,89.93433,116.36157551699,114.931755414823,101.818594914301,125.27410487583
360000,江西省,2005,,,,,,,,
360000,江西省,2004,,,,,,,,
360000,江西省,2003,,,,,,,,
360000,江西省,2002,,,,,,,,
360000,江西省,2001,,,,,,,,
360000,江西省,2000,,,,,,,,
370000,山东省,2019,8688.88588,3378.19393,104.66508,5206.02687,105.185617737649,105.150569710931,63.4802918301991,106.616909211988
370000,山东省,2018,8260.52655,3212.72052,164.87807,4882.92796,102.5,100.7,70.3,105.4
370000,山东省,2017,8059.31896,3191.69668,234.40874,4633.21354,107.0,108.5,96.7,106.5
370000,山东省,2016,7531.70934,2940.33652,242.34357,4349.02925,106.762612953289,109.832055190791,102.949261298742,104.995494374032
370000,山东省,2015,7054.63189,2677.12055,235.40098,4142.11036,107.780161974918,114.69799501252,101.129587876735,104.110848587456
370000,山东省,2014,6545.38995,2334.06046,232.77162,3978.55787,107.3,106.8,94.0,108.5
370000,山东省,2013,6098.83894,2184.44781,247.746,3666.64513,131.8,102.8,114.5,160.3
370000,山东省,2012,4628.17036,2125.11196,216.33946,2286.71894,117.0,112.7,118.8,121.1
370000,山东省,2011,3956.14967,1885.81776,182.09524,1888.23667,124.930425843257,112.014364789288,123.811884782992,141.328919164482
370000,山东省,2010,3166.7,1683.5,147.1,1336.1,117.3,115.2,120.3,119.9
370000,山东省,2009,2698.97864,1461.94571,122.26762,1114.76531,114.7,111.5,117.3,118.8
370000,山东省,2008,2353.76687,1311.27952,104.27307,938.21428,115.344514136615,115.547640971227,112.397837609902,115.397219608919
370000,山东省,2007,2040.6405,1134.83885,92.77142,813.03023,119.9,120.6,114.7,119.5
370000,山东省,2006,1702.0695,940.87397,80.85242,680.34311,115.753088939212,113.003095978951,107.942270703636,120.859910584611
370000,山东省,2005,,,,,,,,
370000,山东省,2004,,,,,,,,
370000,山东省,2003,,,,,,,,
370000,山东省,2002,,,,,,,,
370000,山东省,2001,,,,,,,,
370000,山东省,2000,,,,,,,,
410000,河南省,2019,6389.13626,2447.05095,107.83074,3834.25457,106.96933858031,95.3407441926131,88.6485427966545,116.734600942683
410000,河南省,2018,5972.86694,2566.63714,121.63848,3284.59132,98.0,108.8,85.3,91.4
410000,河南省,2017,6094.75221,2358.5173,142.58825,3593.64666,110.0,114.5,92.9,108.0
410000,河南省,2016,5539.80962,2059.7124,153.44611,3326.65111,110.264153085964,113.356574455718,96.3385887800024,109.148289732686
410000,河南省,2015,5024.12567,1817.02068,159.27793,3047.82706,109.358595967917,106.931025400838,98.5906699009878,111.504166250438
410000,河南省,2014,4594.17536,1699.24554,161.55477,2733.37505,113.5,109.2,108.4,116.6
410000,河南省,2013,4048.7258,1556.01893,149.02246,2343.68441,126.1,97.4,108.5,158.9
410000,河南省,2012,3209.98474,1597.66717,137.29285,1475.02472,115.7,113.5,111.5,118.6
410000,河南省,2011,2775.27986,1408.13313,123.13104,1244.01569,125.372771217192,115.844375098141,121.284065606905,138.754159072789
410000,河南省,2010,2213.6,1215.5,101.5,896.6,113.3,112.6,115.9,114.1
410000,河南省,2009,1953.20296,1079.55451,87.61311,786.03534,113.0,106.0,76.6,131.9
