省份编码,省份,年份,城镇私营单位就业人员平均工资(元),农、林、牧、渔业城镇私营单位就业人员平均工资(元),采矿业城镇私营单位就业人员平均工资(元),制造业城镇私营单位就业人员平均工资(元),电力、燃气及水的生产和供应业城镇私营单位就业人员平均工资(元),建筑业城镇私营单位就业人员平均工资(元),交通运输、仓储和邮政业城镇私营单位就业人员平均工资(元),信息传输、计算机服务和软件业城镇私营单位就业人员平均工资(元),批发和零售业城镇私营单位就业人员平均工资(元),住宿和餐饮业城镇私营单位就业人员平均工资(元),金融业城镇私营单位就业人员平均工资(元),房地产业城镇私营单位就业人员平均工资(元),租赁和商务服务业城镇私营单位就业人员平均工资(元),科学研究、技术服务和地质勘查业城镇私营单位就业人员平均工资(元),水利、环境和公共设施管理业城镇私营单位就业人员平均工资(元),居民服务和其他服务业城镇私营单位就业人员平均工资(元),教育城镇私营单位就业人员平均工资(元),卫生、社会保障和社会福利业城镇私营单位就业人员平均工资(元),文化、体育和娱乐业城镇私营单位就业人员平均工资(元),公共管理和社会组织城镇私营单位就业人员平均工资(元)
130000,河北省,2019,42919,33246,43948,45474,44582,42582,48391,50955,38172,37630,45750,42319,41078,45951,35802,36345,40860,46078,41382,
130000,河北省,2018,39512,33259,37159,40363,47883,41751,43724,44156,37121,34196,45684,40842,37395,42860,37634,35881,42262,41185,36965,
130000,河北省,2017,38136,34654,36664,39040,42490,38191,42479,42182,34412,33224,41474,41264,37370,42280,36961,36534,37817,42559,34564,
130000,河北省,2016,36507,31330,35316,37333,35800,36976,39190,37335,33440,33168,37756,40386,34692,42141,36001,33889,35583,40226,33065,
130000,河北省,2015,34084,29148,34986,35035,33009,33813,36950,34832,31529,29791,34564,36766,32821,37431,32871,30928,32964,35435,30657,
130000,河北省,2014,31459,27473,31140,32692,30409,31565,34049,32033,28033,27518,32544,33914,31491,34841,27122,27185,29306,30915,26507,
130000,河北省,2013,28135,24198,27096,28983,27760,28852,30108,27827,25345,24783,29054,29993,27953,31978,23851,24149,25815,29717,23901,
130000,河北省,2012,25158,22213,25338,25677,24391,26586,28904,25719,23034,23100,25611,25891,23894,28733,21438,21601,22185,25230,21939,26803
130000,河北省,2011,21729,20351,23898,22159,22424,22670,26010,18638,19731,18856,21833,21833,20673,22348,18668,20621,20867,20810,18438,18736
130000,河北省,2010,17914,14324,18554,17782,18972,19591,23119,17894,16415,15708,19627,18990,18664,20230,17054,18446,17561,17047,15855,
130000,河北省,2009,15111,13259,17408,14913,13661,16456,18218,15696,13173,13089,17960,16839,17949,19553,13746,15827,15906,14983,12351,13616
130000,河北省,2008,,,,,,,,,,,,,,,,,,,,
130000,河北省,2007,,,,,,,,,,,,,,,,,,,,
130000,河北省,2006,,,,,,,,,,,,,,,,,,,,
130000,河北省,2005,,,,,,,,,,,,,,,,,,,,
130000,河北省,2004,,,,,,,,,,,,,,,,,,,,
130000,河北省,2003,,,,,,,,,,,,,,,,,,,,
130000,河北省,2002,,,,,,,,,,,,,,,,,,,,
130000,河北省,2001,,,,,,,,,,,,,,,,,,,,
130000,河北省,2000,,,,,,,,,,,,,,,,,,,,
140000,山西省,2019,37501,26491,50226,41538,41112,42031,44189,34263,31839,30904,46238,33416,37016,42039,27114,24835,33018,38928,23244,
140000,山西省,2018,34535,25468,45346,36347,34889,36653,39171,36473,29701,29778,47131,34381,33272,38601,28537,26707,30342,36832,27389,
140000,山西省,2017,31745,25064,41366,32196,32702,35768,33212,30677,28403,27152,49239,32448,27512,31175,26764,24050,27876,31489,26299,
140000,山西省,2016,30501,21145,38097,30736,31722,35151,30366,33433,26949,25722,34298,33398,26511,30893,25905,28188,27957,35466,23396,
140000,山西省,2015,30195,22086,38998,30467,28986,35486,29737,33029,25626,23134,36095,31869,24712,31594,23139,22849,27113,30028,24893,
140000,山西省,2014,29203,22824,34356,29299,28725,32634,27181,29876,25477,29154,30471,30192,25036,32023,22476,20913,25464,27729,21787,37807
140000,山西省,2013,27580,21064,37694,27348,27199,29185,22411,21177,25978,20577,34975,31987,19582,26056,20260,20070,20985,21526,19786,
140000,山西省,2012,23452,17600,30641,23173,25722,26741,18800,20660,21380,18909,30753,29294,15226,23954,20681,18731,17734,17952,18629,
140000,山西省,2011,19007,14225,26557,18418,17650,21658,18595,17068,16798,16722,19208,19268,16156,16919,18103,16748,15823,18040,15713,
140000,山西省,2010,15640,13892,19163,14842,13447,17307,18015,16292,14513,14943,20150,15490,16315,19004,13943,13590,14153,15247,15445,
140000,山西省,2009,14522,10224,16998,14105,11616,15496,16573,18723,13457,13029,16326,16435,14622,19399,15572,12377,12775,12990,12386,
140000,山西省,2008,,,,,,,,,,,,,,,,,,,,
140000,山西省,2007,,,,,,,,,,,,,,,,,,,,
140000,山西省,2006,,,,,,,,,,,,,,,,,,,,
140000,山西省,2005,,,,,,,,,,,,,,,,,,,,
140000,山西省,2004,,,,,,,,,,,,,,,,,,,,
140000,山西省,2003,,,,,,,,,,,,,,,,,,,,
140000,山西省,2002,,,,,,,,,,,,,,,,,,,,
140000,山西省,2001,,,,,,,,,,,,,,,,,,,,
140000,山西省,2000,,,,,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2019,43491,44118,57114,41607,50478,44109,45139,43411,39728,37515,49151,35726,40906,40335,34716,38040,37565,42038,34813,
150000,内蒙古自治区,2018,40018,35748,46272,43533,47068,40894,43527,36110,37989,37332,41017,36396,39979,43811,35698,31579,38889,43148,35832,
150000,内蒙古自治区,2017,36626,33526,43341,38350,40477,39080,39745,33699,34870,34183,40349,34099,35933,38574,32053,29019,32132,37526,30549,
150000,内蒙古自治区,2016,36114,31084,40873,38296,39644,39719,38418,33864,33008,32674,42301,35588,31594,38269,33058,30350,30959,36097,31807,
150000,内蒙古自治区,2015,35512,30874,40033,36990,37189,38992,38508,32234,32303,33152,39567,33921,33047,36934,31050,28082,31420,35589,31068,
150000,内蒙古自治区,2014,34778,27313,38994,35773,38204,35835,36794,32942,32092,30692,39336,34186,33976,39255,33606,26889,30335,33748,30669,30633
150000,内蒙古自治区,2013,33245,31246,38644,33368,41316,35242,40449,33239,29201,29899,34357,32652,29898,33023,25497,29659,30418,33420,27826,35229
150000,内蒙古自治区,2012,29761,27286,37107,30836,31645,28733,32525,26911,26900,25795,31313,28478,27429,26257,26860,26291,26109,27969,28495,26143
150000,内蒙古自治区,2011,25983,21042,30465,25042,29923,31367,25064,22776,21235,20448,28300,25394,21793,25341,23084,21508,22731,24141,22681,23538
150000,内蒙古自治区,2010,21732,18984,24905,20510,25842,25124,22546,22297,19376,19159,23777,22980,19750,22528,20156,20121,19546,21273,20407,
150000,内蒙古自治区,2009,19300,13946,22528,18236,23637,21784,21913,19568,16852,18171,23536,19160,21038,19119,17356,17062,16730,18005,19682,17243
150000,内蒙古自治区,2008,,,,,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2007,,,,,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2006,,,,,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2005,,,,,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2004,,,,,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2003,,,,,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2002,,,,,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2001,,,,,,,,,,,,,,,,,,,,
150000,内蒙古自治区,2000,,,,,,,,,,,,,,,,,,,,
210000,辽宁省,2019,41821,33685,40867,42789,41147,42693,42165,47333,39086,35175,36796,41213,44791,45630,36612,35896,37937,44539,37557,
210000,辽宁省,2018,38269,31113,34718,37200,38117,40911,39136,44023,38287,33465,38259,39906,40204,41684,33652,33843,38154,44868,34072,
210000,辽宁省,2017,35654,29228,32034,34418,32750,38892,36650,41464,36753,30597,37401,36475,37775,39109,31813,30483,34926,36175,32444,
210000,辽宁省,2016,34615,28618,30254,33884,32464,37930,35078,39094,35069,28811,34981,35940,36101,37106,32619,30081,31771,34943,29453,
210000,辽宁省,2015,33812,26781,29224,32803,28620,37632,33361,41506,33974,28002,40837,33585,36888,31557,29829,29334,33066,32597,30660,
210000,辽宁省,2014,32123,25173,28847,31092,31325,36100,36783,36695,32270,27410,31924,31101,32459,31310,27324,27875,27650,32975,27238,34932
210000,辽宁省,2013,30233,24194,28723,29354,25658,33830,31019,30848,28330,26197,31635,30218,31298,35772,24338,26958,29414,31971,26765,40486
210000,辽宁省,2012,26369,20952,25945,26041,24884,29134,26680,29164,24841,23044,27639,27829,27245,25633,23026,23457,25565,24510,25503,20296
210000,辽宁省,2011,22896,19252,22216,22621,22271,24386,23231,27423,20516,21787,23218,25314,25673,23485,20751,19711,23160,21869,23931,18346
210000,辽宁省,2010,19280,16900,21097,18870,19379,20560,19588,26973,17997,16729,20052,21367,21034,21200,15999,16689,18283,17550,20363,13327
210000,辽宁省,2009,17085,13689,17129,16586,17526,18537,18126,21342,15290,15027,18117,19897,20234,22205,15923,15521,16644,17608,16199,9727
210000,辽宁省,2008,,,,,,,,,,,,,,,,,,,,
210000,辽宁省,2007,,,,,,,,,,,,,,,,,,,,
210000,辽宁省,2006,,,,,,,,,,,,,,,,,,,,
210000,辽宁省,2005,,,,,,,,,,,,,,,,,,,,
210000,辽宁省,2004,,,,,,,,,,,,,,,,,,,,
210000,辽宁省,2003,,,,,,,,,,,,,,,,,,,,
210000,辽宁省,2002,,,,,,,,,,,,,,,,,,,,
210000,辽宁省,2001,,,,,,,,,,,,,,,,,,,,
210000,辽宁省,2000,,,,,,,,,,,,,,,,,,,,
220000,吉林省,2019,37627,25344,36533,37686,32059,41595,36559,43049,33059,34059,46695,36595,33049,48959,32040,34059,42545,45805,33123,
220000,吉林省,2018,35026,24087,33524,34850,29375,37852,33703,39258,30098,32101,42562,33560,31452,44585,29587,32802,39201,41840,30818,
220000,吉林省,2017,33209,23260,32182,33195,28195,35622,31869,37290,28523,29820,39893,31504,28843,42253,27705,30477,37060,39679,28393,
220000,吉林省,2016,30184,22137,30085,29395,26099,32881,29798,33582,27329,27225,36990,30983,28271,40811,26264,28725,35481,36672,26079,
220000,吉林省,2015,27774,21323,29689,26823,24633,29832,28932,31002,26123,24519,35873,30023,27606,38084,24253,27288,34332,34166,24016,
220000,吉林省,2014,26140,20222,28974,25735,22789,26729,27272,28925,24325,23761,34664,28213,26489,35072,21631,26137,32954,32227,22813,25238
220000,吉林省,2013,24244,18281,28830,22915,19804,24389,25836,29716,25170,22530,32078,27219,25670,36264,21818,25854,28620,32578,21976,
220000,吉林省,2012,21970,18039,26032,20431,18677,23515,24017,27738,22510,20187,29012,22136,23185,27630,19969,21610,23077,30105,20126,
220000,吉林省,2011,19458,15486,23379,18099,16377,21265,20080,25738,19944,19116,25886,21794,20794,25566,17609,18084,20723,26386,17580,
220000,吉林省,2010,16929,14896,20065,15950,15204,18178,16849,22007,17249,16925,21765,20154,17600,22723,16192,17284,19251,24814,16293,10701
220000,吉林省,2009,14750,18722,18364,13620,13656,16262,16059,19272,14491,14507,19982,16744,16900,17732,11787,16649,16383,19614,13044,11547
220000,吉林省,2008,,,,,,,,,,,,,,,,,,,,
220000,吉林省,2007,,,,,,,,,,,,,,,,,,,,
220000,吉林省,2006,,,,,,,,,,,,,,,,,,,,
220000,吉林省,2005,,,,,,,,,,,,,,,,,,,,
220000,吉林省,2004,,,,,,,,,,,,,,,,,,,,
220000,吉林省,2003,,,,,,,,,,,,,,,,,,,,
220000,吉林省,2002,,,,,,,,,,,,,,,,,,,,
220000,吉林省,2001,,,,,,,,,,,,,,,,,,,,
220000,吉林省,2000,,,,,,,,,,,,,,,,,,,,
230000,黑龙江省,2019,36674,32354,39311,37581,36226,33595,43740,45348,33620,33176,41225,36751,36813,44782,34459,32010,35856,36274,33856,
230000,黑龙江省,2018,34801,30123,38716,34405,32493,34426,40120,40903,31793,31009,43467,36683,39310,43348,30526,30471,32520,36565,29379,
230000,黑龙江省,2017,32422,28196,34577,31469,34590,34447,36994,37286,30821,27875,36555,37102,32501,38214,30315,30725,31382,33421,26825,
230000,黑龙江省,2016,30533,26367,32478,29592,32277,34021,35454,34172,28874,27556,34216,35178,30494,34537,29730,28193,29425,28830,25032,
230000,黑龙江省,2015,28586,25011,31468,27966,29179,32129,30996,31261,27481,25377,32638,31287,26644,33246,26537,24661,28264,26033,23913,
230000,黑龙江省,2014,26960,22241,27071,26571,27860,30191,27677,28065,26648,24030,31235,28268,23625,31204,22651,21346,27379,23488,23344,
230000,黑龙江省,2013,24750,18992,27912,24899,24063,27687,22793,26667,23335,22768,31006,26322,21201,29169,19968,18300,24576,22782,19033,20500
230000,黑龙江省,2012,21753,16960,25327,22133,20606,24127,21883,20160,19201,24169,25287,21659,17817,28047,17068,15659,20862,21135,16878,15000
230000,黑龙江省,2011,19615,14987,24074,19719,18382,20819,18288,23808,18716,18264,25920,20747,15444,26316,16800,13867,18795,18960,15580,
230000,黑龙江省,2010,16924,14599,21760,15741,16017,17988,16737,23068,16355,14986,24600,17772,14961,24792,14993,12624,18353,16120,13993,
230000,黑龙江省,2009,15367,14452,21285,14131,15647,14648,18346,22167,14978,14589,19605,14902,12748,24330,15354,16076,16948,16607,14817,
230000,黑龙江省,2008,,,,,,,,,,,,,,,,,,,,
230000,黑龙江省,2007,,,,,,,,,,,,,,,,,,,,
230000,黑龙江省,2006,,,,,,,,,,,,,,,,,,,,
230000,黑龙江省,2005,,,,,,,,,,,,,,,,,,,,
230000,黑龙江省,2004,,,,,,,,,,,,,,,,,,,,
230000,黑龙江省,2003,,,,,,,,,,,,,,,,,,,,
230000,黑龙江省,2002,,,,,,,,,,,,,,,,,,,,
230000,黑龙江省,2001,,,,,,,,,,,,,,,,,,,,
230000,黑龙江省,2000,,,,,,,,,,,,,,,,,,,,
310000,上海市,2019,64226,39361,,62475,57475,56159,65718,108975,52236,49730,80606,58983,71833,83622,50300,46331,60550,75428,61619,
310000,上海市,2018,57056,35481,,53476,47540,53306,58221,96810,51241,46030,75916,53133,65905,74025,49439,45235,56617,69054,58022,
310000,上海市,2017,52038,32760,,48897,43605,48580,52797,90070,46996,42943,70293,48427,60671,66145,43854,41380,52977,65042,53770,
310000,上海市,2016,47177,28523,,43129,37998,46474,46934,79896,43077,39502,65737,45153,55083,61152,41525,37875,48130,58247,48177,
310000,上海市,2015,41762,25560,,37217,33279,42506,43569,72705,37472,34087,59467,39149,49319,58229,36053,32281,46152,52223,42029,
310000,上海市,2014,37377,24719,,33895,32464,38671,38732,64072,32984,31057,51269,33931,42838,53409,32811,28273,41504,46876,36770,
310000,上海市,2013,32828,22722,,30443,31231,32413,36601,58420,27420,28119,43202,29584,41639,52064,30746,22429,40653,42990,34377,
310000,上海市,2012,28898,20357,,27226,29707,29377,30793,54206,24952,27130,36489,26576,34836,43638,25651,20532,35895,35336,26906,
310000,上海市,2011,25880,18613,,25150,24775,26348,28321,48317,22048,23530,30546,24847,28864,34288,23001,18420,31802,31906,24795,
310000,上海市,2010,23305,11001,,22755,23546,24678,23068,37651,20994,21907,30933,26055,23407,34906,19231,18292,23303,29169,20351,
310000,上海市,2009,21497,10000,,19359,22966,23642,22195,35832,20432,19589,25630,26710,20295,39681,16645,16078,21432,23755,18484,
310000,上海市,2008,,,,,,,,,,,,,,,,,,,,
310000,上海市,2007,,,,,,,,,,,,,,,,,,,,
310000,上海市,2006,,,,,,,,,,,,,,,,,,,,
310000,上海市,2005,,,,,,,,,,,,,,,,,,,,
310000,上海市,2004,,,,,,,,,,,,,,,,,,,,
310000,上海市,2003,,,,,,,,,,,,,,,,,,,,
310000,上海市,2002,,,,,,,,,,,,,,,,,,,,
310000,上海市,2001,,,,,,,,,,,,,,,,,,,,
310000,上海市,2000,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2019,58322,41772,55786,59317,55960,58541,62596,68791,55569,49447,58955,48000,56207,61918,40631,46156,53670,68748,54362,
320000,江苏省,2018,54161,39849,49054,54899,51184,55353,57893,60451,51175,46793,57090,45953,51487,55250,39144,43856,49419,61134,51389,
320000,江苏省,2017,49345,37724,42119,50648,45789,50390,48588,56873,43380,39455,46822,43541,47193,54647,43685,43481,49058,50673,46356,
320000,江苏省,2016,47156,37048,39749,48133,43928,48351,47241,52879,41803,36197,46658,42121,46631,50933,45393,42302,45802,46492,43600,
320000,江苏省,2015,43689,35768,38081,44082,39841,44776,43236,52318,39986,35818,43725,41083,43948,46993,45312,41195,44600,41992,39839,
320000,江苏省,2014,39975,33060,35613,39661,37951,41457,40785,51238,37335,33819,38444,36768,40240,44305,43240,40699,44023,38292,36443,
320000,江苏省,2013,36308,32507,31812,36188,36986,37051,37625,48032,34213,32144,39086,36701,36319,43460,40851,36241,45041,36868,32744,45805
320000,江苏省,2012,32069,26974,27955,32020,30331,32435,31778,38178,31261,28282,34808,32984,33849,37866,31329,30309,32264,33202,29752,
320000,江苏省,2011,27500,21117,23583,27527,27716,29302,27198,30949,25848,25038,26207,28671,27536,31373,25654,24564,27287,30235,24560,
320000,江苏省,2010,23402,18766,20923,22945,22149,24754,24595,25895,23840,21954,29784,23138,23990,26607,22942,25804,22891,26663,23497,
320000,江苏省,2009,20129,16082,18860,19593,19298,22528,21617,21982,19706,18364,19641,21636,21902,24508,19265,18560,20820,24355,19448,
320000,江苏省,2008,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2007,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2006,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2005,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2004,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2003,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2002,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2001,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2000,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2019,56383,47583,61860,55071,58696,56226,60639,76820,53117,46853,97403,63882,61431,66801,49375,45907,54267,67636,49924,
330000,浙江省,2018,52564,46465,56095,50886,58523,52474,60016,70882,50237,43738,95588,58776,57591,63972,47088,43759,49605,65701,49722,
330000,浙江省,2017,48289,44453,48843,46046,53260,49065,54573,63410,47020,40302,74933,51698,54142,60952,45500,40210,43525,60280,44535,
330000,浙江省,2016,45005,37295,41101,43381,51896,46103,49734,54290,43674,39143,46995,48467,50578,59081,45354,37954,41950,56087,39623,
330000,浙江省,2015,41272,32673,39111,39611,40628,43979,46623,51826,38906,34681,42595,44153,42934,54714,40020,34644,38654,51645,35165,
330000,浙江省,2014,38689,32104,37151,36765,37545,42177,45960,46590,36399,32115,52348,40348,40016,45350,36215,32057,36859,51506,31936,
330000,浙江省,2013,35302,27932,33613,33186,28185,39113,38760,46003,33766,30096,60961,36664,37798,41481,33611,27718,34148,44432,32170,
330000,浙江省,2012,32117,25843,29919,29819,27377,36473,35254,38008,30828,26535,49879,32880,33957,37042,28464,25546,32629,41195,29909,
330000,浙江省,2011,27572,24954,28999,26622,28981,29689,30635,30692,26801,23467,41807,30656,29446,36251,24001,21045,29779,34078,25900,
330000,浙江省,2010,23409,20748,21635,22256,25137,25323,26828,31216,23146,19737,51331,26689,31799,32817,22376,19221,28421,28438,20332,
330000,浙江省,2009,20629,17698,25362,19202,22372,23030,25984,34314,20050,17441,51180,25726,27163,27264,18898,17641,27973,23245,18615,
330000,浙江省,2008,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2007,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2006,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2005,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2004,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2003,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2002,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2001,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2000,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2019,48461,29391,59009,50741,48517,53783,48903,72564,40197,36870,56222,47462,45172,53440,26174,29948,46407,57901,43321,
340000,安徽省,2018,44964,31652,50818,47537,41550,52739,43339,54780,35615,35582,39863,44562,40462,48222,28317,29501,41575,50243,36344,
340000,安徽省,2017,41199,30933,42533,42599,42905,46700,39799,51547,34459,33037,38269,41737,35309,45283,25007,30296,41875,41914,37861,
340000,安徽省,2016,39110,29959,39836,40685,34047,45063,40015,42037,31145,32265,43610,41579,31547,37696,29906,24927,34444,40690,31223,
340000,安徽省,2015,37148,28627,39633,38301,30743,42266,37688,40907,29887,30520,33619,36890,32619,40573,31018,24800,32485,36773,30021,
340000,安徽省,2014,35268,26453,41071,35648,29462,40940,37782,29305,28921,28210,47655,34014,27760,33603,25507,22125,31206,35500,24599,20341
340000,安徽省,2013,30872,21159,34019,31943,26903,35024,38871,21489,27437,27810,28163,33413,26026,38103,27576,21399,25658,31235,27302,20080
340000,安徽省,2012,27601,24076,29563,28085,26107,33100,30112,18914,23489,22920,22772,28043,22931,35976,22857,19401,33398,25733,24269,22396
340000,安徽省,2011,23810,20280,29093,23398,19110,27215,23859,20376,18841,19904,18673,22007,20114,22650,24606,17808,18362,23271,18423,17137
340000,安徽省,2010,18493,12642,20343,17928,16881,20743,21513,28500,15974,15605,14487,16310,18217,29951,15945,16506,20931,18768,17709,8230
340000,安徽省,2009,17380,24255,18788,16470,21227,20322,19845,26907,14628,13221,,18621,17719,23317,14386,14525,23200,16862,19750,
340000,安徽省,2008,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2007,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2006,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2005,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2004,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2003,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2002,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2001,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2000,,,,,,,,,,,,,,,,,,,,
350000,福建省,2019,57141,41032,54269,56924,44688,59959,58038,81306,52206,44796,64487,56501,57330,64121,46284,44235,43723,59677,42862,
350000,福建省,2018,52930,40488,48945,52325,38695,55760,50856,78362,48181,40428,58436,54779,50329,56025,40300,41385,38302,53030,38296,
350000,福建省,2017,48830,39158,43443,47228,35919,52565,48501,71818,44275,35981,56615,50564,47734,52929,37121,36684,37534,48847,34232,
350000,福建省,2016,46326,34226,40513,44424,32494,51249,42380,68506,41281,33896,55266,45101,46148,49607,37599,33109,35511,48533,34641,
350000,福建省,2015,43385,34729,40954,41581,33574,48804,43608,63736,37131,30927,52690,42700,38003,44546,30670,31675,31729,43065,31468,
