省份编码,省份,年份,城镇单位就业人员平均工资(元),国有单位就业人员平均工资(元),城镇集体单位就业人员平均工资(元),股份合作单位就业人员平均工资(元),联营单位就业人员平均工资(元),有限责任公司就业人员平均工资(元),股份有限公司就业人员平均工资(元),其他单位就业人员平均工资(元),港、澳、台商投资单位就业人员平均工资(元),外商投资单位就业人员平均工资(元)
150000,内蒙古自治区,2018,73835,74801,78282,93534,45365,72432,71593,59345,69045,76702
150000,内蒙古自治区,2017,66679,70361,67837,59233,60374,61033,63198,44908,61812,63006
150000,内蒙古自治区,2016,61067,66033,61533,51478,56095,53227,58842,46734,57562,57789
150000,内蒙古自治区,2015,57135,61290,57202,48722,53103,50467,56123,45081,52799,58168
150000,内蒙古自治区,2014,53748,56304,53766,45554,78561,49684,54460,42205,53200,51757
150000,内蒙古自治区,2013,50723,53977,50932,49321,64038,46341,47860,35276,43831,51134
150000,内蒙古自治区,2012,46557,49278,45344,41841,31514,40603,43830,28391,43316,51050
150000,内蒙古自治区,2011,41118,43788,37382,30355,28717,35721,38497,26805,34477,41176
150000,内蒙古自治区,2010,35211,37255,29287,22204,28740,30927,33710,21943,29001,32218
150000,内蒙古自治区,2009,30486,32108,24145,17923,21867,26944,31237,18433,24565,26290
150000,内蒙古自治区,2008,25949,27130,18526,16496,19403,23236,28000,26883,21018,25846
150000,内蒙古自治区,2007,21794,22711,14278,13379,15198,20607,22729,23225,16415,23612
150000,内蒙古自治区,2006,18382,19275,12404,11216,12238,17439,18211,12966,14222,19041
150000,内蒙古自治区,2005,,,,,,,,,,
150000,内蒙古自治区,2004,,,,,,,,,,
150000,内蒙古自治区,2003,,,,,,,,,,
150000,内蒙古自治区,2002,,,,,,,,,,
150000,内蒙古自治区,2001,,,,,,,,,,
150000,内蒙古自治区,2000,,,,,,,,,,
210000,辽宁省,2019,72891,72055,42722,58413,44383,68724,87915,59264,67816,88244
210000,辽宁省,2018,67324,67416,41613,46532,36145,62375,77790,50558,66992,85579
210000,辽宁省,2017,61153,61998,38397,44634,55921,53360,73205,41490,65700,77456
210000,辽宁省,2016,56015,57247,37530,37946,47146,48720,66545,40627,56961,73066
210000,辽宁省,2015,52332,53659,34693,35502,50674,46524,63547,35964,54124,65555
210000,辽宁省,2014,48190,47768,32889,37514,45633,44589,60742,34526,50697,60754
210000,辽宁省,2013,45505,45936,31789,32810,41341,42389,56457,33861,45896,54523
210000,辽宁省,2012,41858,43177,28183,31354,30375,38795,53504,30517,40049,45859
210000,辽宁省,2011,38154,39910,23845,26773,27690,35596,48844,25690,36000,39411
210000,辽宁省,2010,34437,35522,19904,23024,22336,33018,44486,23202,31106,34563
210000,辽宁省,2009,30523,31878,16870,19785,20371,29295,38364,19307,28985,29688
210000,辽宁省,2008,27179,28834,15093,18167,19125,26415,32729,17095,25236,26077
210000,辽宁省,2007,22882,24281,12117,14592,15218,21803,28997,12103,21866,22093
210000,辽宁省,2006,19365,20305,10793,13175,11859,18852,24453,10095,19206,19756
210000,辽宁省,2005,,,,,,,,,,
210000,辽宁省,2004,,,,,,,,,,
210000,辽宁省,2003,,,,,,,,,,
210000,辽宁省,2002,,,,,,,,,,
210000,辽宁省,2001,,,,,,,,,,
210000,辽宁省,2000,,,,,,,,,,
220000,吉林省,2019,73813,75317,59828,100007,58257,72590,73690,51392,63853,83876
220000,吉林省,2018,68533,70498,56418,54592,56005,64094,72694,68554,64795,78456
220000,吉林省,2017,61451,68132,51487,52842,41258,49232,62419,59093,61417,69758
220000,吉林省,2016,56098,62007,44026,54194,45590,45063,58356,55317,50519,64363
220000,吉林省,2015,51558,56032,40955,41338,28828,43099,53869,53624,46454,58328
220000,吉林省,2014,46516,49267,37351,40965,37079,39974,49414,52587,45589,54312
220000,吉林省,2013,42846,45618,34570,32418,32093,36730,45133,47034,41882,48718
220000,吉林省,2012,38407,39335,29506,31527,28190,32097,44029,26391,32411,55199
220000,吉林省,2011,33610,34230,25252,23617,20097,27539,41079,24592,26909,46822
220000,吉林省,2010,29003,30082,16877,17328,15004,23768,36090,22843,21604,42284
220000,吉林省,2009,25943,27070,14335,14557,14870,21791,32190,18778,18958,37283
220000,吉林省,2008,23294,24481,12675,12586,13166,19924,27842,15919,16511,31926
220000,吉林省,2007,20371,21502,11087,10656,11930,16774,25206,12412,14691,27121
220000,吉林省,2006,16393,16983,9106,9698,10413,15249,20657,10381,13461,22562
220000,吉林省,2005,,,,,,,,,,
220000,吉林省,2004,,,,,,,,,,
220000,吉林省,2003,,,,,,,,,,
220000,吉林省,2002,,,,,,,,,,
220000,吉林省,2001,,,,,,,,,,
220000,吉林省,2000,,,,,,,,,,
230000,黑龙江省,2019,68416,64184,63906,68427,42243,74669,70771,62783,63621,66665
230000,黑龙江省,2018,60780,59716,51838,60314,49523,63416,67366,42960,50599,62218
230000,黑龙江省,2017,56067,55789,45814,63409,57369,56029,61377,59083,49947,58112
230000,黑龙江省,2016,52435,52847,41618,60729,46619,50890,56867,55431,46359,55053
230000,黑龙江省,2015,48881,49307,39063,58441,45723,47336,53003,44036,42734,54716
230000,黑龙江省,2014,44036,42794,37740,51132,44938,46308,48214,34054,39718,49455
230000,黑龙江省,2013,40794,39072,35819,47240,38758,43801,47092,32025,37317,45526
230000,黑龙江省,2012,36406,36814,28762,37312,37963,32763,45415,27948,35415,37395
230000,黑龙江省,2011,31302,31693,24712,30601,30799,27961,39640,24625,29327,32289
230000,黑龙江省,2010,27735,28373,19596,26822,24782,24533,35215,19711,27715,25428
230000,黑龙江省,2009,24805,25635,16190,22622,17276,20282,28727,16525,72034,20846
230000,黑龙江省,2008,21764,21549,13088,20173,17194,17869,31417,14837,75887,23799
230000,黑龙江省,2007,18481,18392,10791,18004,14313,15100,27929,14126,71785,19818
230000,黑龙江省,2006,15894,15555,9194,16113,13992,13949,24353,12409,62451,18206
230000,黑龙江省,2005,,,,,,,,,,
230000,黑龙江省,2004,,,,,,,,,,
230000,黑龙江省,2003,,,,,,,,,,
230000,黑龙江省,2002,,,,,,,,,,
230000,黑龙江省,2001,,,,,,,,,,
230000,黑龙江省,2000,,,,,,,,,,
310000,上海市,2019,149377,169957,82514,70885,90117,125555,181991,77032,155476,175609
310000,上海市,2018,140400,129289,83135,69659,93269,117909,172734,96928,139779,165132
310000,上海市,2017,129795,123411,74669,61876,66603,105987,161927,96197,124127,154794
310000,上海市,2016,119935,113370,67380,55898,73645,96762,153796,101151,113622,142370
310000,上海市,2015,109174,105542,63063,50457,64675,87038,140439,99554,103085,128694
310000,上海市,2014,100251,102277,60008,47566,64073,77619,130867,72281,90472,118493
310000,上海市,2013,90908,95573,55098,41407,56655,69954,119730,66810,79874,106045
310000,上海市,2012,78673,89739,52786,99720,58751,59409,101202,55267,60427,83960
310000,上海市,2011,75591,83519,51422,89989,58060,59566,100408,56364,59142,75481
310000,上海市,2010,66115,71885,41106,82236,53531,56932,92923,44852,42002,63182
310000,上海市,2009,58336,64639,36663,50962,48204,48925,80586,44681,39284,55940
310000,上海市,2008,52122,57025,30562,55886,47106,45119,72384,54827,36889,49423
310000,上海市,2007,44976,50311,27949,23878,39009,38783,55318,52518,29679,44845
310000,上海市,2006,37585,40141,22959,20912,30984,31305,43673,42206,26244,42556
310000,上海市,2005,,,,,,,,,,
310000,上海市,2004,,,,,,,,,,
310000,上海市,2003,,,,,,,,,,
310000,上海市,2002,,,,,,,,,,
310000,上海市,2001,,,,,,,,,,
310000,上海市,2000,,,,,,,,,,
320000,江苏省,2019,96527,131956,91139,65517,87371,80879,104410,81154,82313,95455
320000,江苏省,2018,84688,114247,81935,63901,77038,71921,88605,88870,74778,87967
320000,江苏省,2017,78267,102328,71426,65889,64304,67030,83360,65787,68342,81521
320000,江苏省,2016,71574,89222,63175,58000,52212,61864,78553,59930,64503,75033
320000,江苏省,2015,66196,79656,57558,54241,58028,58668,71260,54143,60112,70491
320000,江苏省,2014,60867,72260,53122,48136,47808,54540,65352,51961,56491,63846
320000,江苏省,2013,57177,67826,50560,47044,40519,51714,60759,52107,51930,59094
320000,江苏省,2012,50639,61221,42368,39098,36399,43882,57852,36942,39973,47276
320000,江苏省,2011,45487,55522,36085,35330,32162,38804,52249,32355,34585,42298
320000,江苏省,2010,39772,49553,30263,29450,26333,32504,46221,27097,29244,36749
320000,江苏省,2009,35217,44013,25955,24182,24151,28845,39852,22912,25211,31218
320000,江苏省,2008,31297,38278,22357,21465,20094,26737,33673,20451,23322,29478
320000,江苏省,2007,27212,32738,18496,17307,16809,23372,29372,18148,21356,25978
320000,江苏省,2006,23657,28143,15279,16199,17302,20453,25487,15954,18200,23446
320000,江苏省,2005,,,,,,,,,,
320000,江苏省,2004,,,,,,,,,,
320000,江苏省,2003,,,,,,,,,,
320000,江苏省,2002,,,,,,,,,,
320000,江苏省,2001,,,,,,,,,,
320000,江苏省,2000,,,,,,,,,,
330000,浙江省,2019,99654,144495,65529,70857,86443,78490,98635,76383,103783,89526
330000,浙江省,2018,88883,134000,69033,86018,95939,69062,86991,80145,89321,84918
330000,浙江省,2017,80750,122415,59286,81471,95163,62049,79989,70664,79711,75525
330000,浙江省,2016,73326,109064,57061,79528,82152,57289,76109,63755,71684,68717
330000,浙江省,2015,66668,96633,55333,82097,75930,53587,69712,55693,63947,61577
330000,浙江省,2014,61572,87609,56684,80629,51191,50180,66143,55898,57567,57842
330000,浙江省,2013,56571,81157,52070,70158,45366,45992,61850,50323,51197,51678
330000,浙江省,2012,50197,73494,46789,63149,80317,39321,56662,43504,43969,44677
330000,浙江省,2011,45162,67781,41039,52450,40769,34571,50177,36003,37470,38702
330000,浙江省,2010,40640,62367,35665,39794,35456,30893,44252,31362,31114,32093
330000,浙江省,2009,36553,56962,31319,32079,29570,27668,39454,27086,26872,27492
330000,浙江省,2008,33622,51491,28747,27527,34289,25471,35179,28005,25522,25576
330000,浙江省,2007,30818,47587,25242,24053,35129,22487,30504,26437,22717,23340
330000,浙江省,2006,27570,41920,22006,19220,32979,19903,26994,21657,19593,20950
330000,浙江省,2005,,,,,,,,,,
330000,浙江省,2004,,,,,,,,,,
330000,浙江省,2003,,,,,,,,,,
330000,浙江省,2002,,,,,,,,,,
330000,浙江省,2001,,,,,,,,,,
330000,浙江省,2000,,,,,,,,,,
340000,安徽省,2019,79037,99851,66059,53381,62909,66519,86789,63659,69224,78504
340000,安徽省,2018,74378,93210,63843,61314,70581,63439,75521,65396,62347,77098
340000,安徽省,2017,65150,75733,56758,58939,67861,57090,66900,52569,56227,65315
340000,安徽省,2016,59102,66210,50976,55973,58950,52758,62019,45731,54766,60453
340000,安徽省,2015,55139,60433,47261,55969,49183,50931,57071,41746,50032,56341
340000,安徽省,2014,50894,51974,41741,53659,48476,50263,54670,38669,43997,51820
340000,安徽省,2013,47806,48683,37926,48334,43769,48036,50289,36624,39665,47165
340000,安徽省,2012,44601,44818,34741,43780,35004,45271,48685,36905,40809,41435
340000,安徽省,2011,39352,39287,29539,32464,26789,40173,44758,28592,32954,41481
340000,安徽省,2010,33341,33793,23869,25783,25049,33997,38467,24339,26094,30688
340000,安徽省,2009,28723,29163,19984,21257,21519,29923,32246,20222,22284,25931
340000,安徽省,2008,25703,25697,18061,18944,16091,29562,28347,18027,18594,23112
340000,安徽省,2007,21699,21960,15109,15020,14154,24566,24415,14270,15514,20368
340000,安徽省,2006,17610,17425,11722,12506,12368,20773,20946,11723,13087,19283
340000,安徽省,2005,,,,,,,,,,
340000,安徽省,2004,,,,,,,,,,
340000,安徽省,2003,,,,,,,,,,
340000,安徽省,2002,,,,,,,,,,
340000,安徽省,2001,,,,,,,,,,
340000,安徽省,2000,,,,,,,,,,
350000,福建省,2019,81814,105876,73518,87987,63939,71644,95735,73906,68618,77563
350000,福建省,2018,74316,98321,71238,76583,57063,64738,84467,73252,63297,71470
350000,福建省,2017,67420,86616,62947,71819,52749,58454,81629,62932,56876,65032
350000,福建省,2016,61973,76996,56550,69512,48385,54783,76268,56871,53896,59653
350000,福建省,2015,57628,70424,52491,58225,58480,51938,70332,53713,50176,55214
350000,福建省,2014,53426,62970,50679,48643,51019,49229,69388,50860,45890,51096
350000,福建省,2013,48538,58199,41293,49364,55046,44343,61632,48507,41348,47335
350000,福建省,2012,44525,54211,38576,42404,43227,40315,53945,42749,37211,42642
350000,福建省,2011,38588,46846,33760,39721,31817,34641,47272,35636,32019,37137
350000,福建省,2010,32340,40090,26652,29249,29771,27844,42186,30694,25777,29703
350000,福建省,2009,28366,36061,24227,23717,25513,24529,35889,24719,22041,25039
350000,福建省,2008,25555,32148,21790,20739,29088,21940,33511,21583,19919,22945
350000,福建省,2007,22277,27423,18706,20287,24259,19589,28365,18376,17795,20282
350000,福建省,2006,19424,23500,15549,16810,20725,17366,22787,17358,15868,17860
350000,福建省,2005,,,,,,,,,,
350000,福建省,2004,,,,,,,,,,
350000,福建省,2003,,,,,,,,,,
350000,福建省,2002,,,,,,,,,,
350000,福建省,2001,,,,,,,,,,
350000,福建省,2000,,,,,,,,,,
360000,江西省,2019,73725,85804,55915,76390,61021,66182,80887,60121,56658,60573
360000,江西省,2018,68573,78186,56307,75250,72718,62762,67662,61709,55288,59531
360000,江西省,2017,61429,72845,51556,67887,64288,53431,59610,52134,50288,51765
360000,江西省,2016,56136,64875,50326,58728,56777,50046,55492,47445,47283,49033
360000,江西省,2015,50932,56292,46175,46601,44786,47423,53131,42825,42309,45393
360000,江西省,2014,46218,49519,39893,43966,43131,44393,48827,42395,40392,41025
360000,江西省,2013,42473,45315,36004,30107,33950,40603,46405,38416,37310,38038
360000,江西省,2012,38512,39422,29429,32766,31178,38734,44491,36060,30670,38758
360000,江西省,2011,33239,35597,24403,27646,24935,31600,35292,27488,24994,32162
360000,江西省,2010,28363,30031,17898,24225,22772,24183,35098,23365,19256,24905
360000,江西省,2009,24165,25582,16142,20914,19690,20110,30127,20156,16670,21036
360000,江西省,2008,20597,22093,13673,16595,16380,18504,23406,16986,13848,15025
360000,江西省,2007,18144,19298,12404,14537,15177,17610,21041,12554,11637,13127
360000,江西省,2006,15370,16227,10000,12118,13939,14710,17365,10388,10982,13731
360000,江西省,2005,,,,,,,,,,
360000,江西省,2004,,,,,,,,,,
360000,江西省,2003,,,,,,,,,,
360000,江西省,2002,,,,,,,,,,
360000,江西省,2001,,,,,,,,,,
360000,江西省,2000,,,,,,,,,,
370000,山东省,2019,81446,98587,56301,61751,72513,69575,87056,68836,74249,73287
370000,山东省,2018,73593,89598,57237,79212,59627,63216,77368,63363,64842,65147
370000,山东省,2017,68081,83845,58002,73009,48388,58246,70292,55228,59029,59646
370000,山东省,2016,62539,76903,53790,66272,46907,53465,64179,52174,57613,55313
370000,山东省,2015,57270,69050,50191,63919,45808,49457,59259,46992,55353,51977
370000,山东省,2014,51825,58485,45015,54330,52969,46864,56661,43354,50870,47831
370000,山东省,2013,46998,52811,41416,49713,49549,42856,50613,40578,45770,42981
370000,山东省,2012,41904,47894,34001,38703,40217,36643,43961,34461,38019,38490
370000,山东省,2011,37618,43469,29683,31489,46382,32783,38104,30844,33020,34149
370000,山东省,2010,33321,38490,25626,25465,46466,28208,33665,26023,27063,29305
370000,山东省,2009,29398,34292,21344,22619,40749,24340,29099,20408,23343,26665
370000,山东省,2008,26234,30756,18482,18889,40444,21160,25364,18696,21117,23970
370000,山东省,2007,22734,26986,15502,16872,33758,18306,20911,14981,18471,21197
370000,山东省,2006,19135,22552,13024,13588,27823,15732,17440,12798,15602,18248
370000,山东省,2005,,,,,,,,,,
370000,山东省,2004,,,,,,,,,,
370000,山东省,2003,,,,,,,,,,
370000,山东省,2002,,,,,,,,,,
370000,山东省,2001,,,,,,,,,,
370000,山东省,2000,,,,,,,,,,
410000,河南省,2019,67268,76547,57405,88113,58858,58283,78759,68555,60664,63728
410000,河南省,2018,63174,73330,57617,77381,96181,53626,69184,58620,57775,61550
410000,河南省,2017,55495,65958,51882,69275,59803,47586,59685,52433,55195,49448
410000,河南省,2016,49505,56609,45608,60727,53879,43560,53519,45946,52300,46116
410000,河南省,2015,45403,49978,41511,52724,46112,40895,46236,59496,50235,42546
410000,河南省,2014,42179,46604,37601,49356,38770,38334,44432,37188,46005,39721
410000,河南省,2013,38301,42270,33135,41673,34299,34323,41388,32572,42801,36985
410000,河南省,2012,37338,39344,27682,36536,33885,36386,38581,31329,36814,36053
410000,河南省,2011,33634,35386,24220,32982,32881,33136,34884,28909,31948,32674
410000,河南省,2010,29819,31470,20385,29928,25245,28775,32377,25087,27257,29620
410000,河南省,2009,26906,28503,18006,26731,20665,25701,29628,22135,25153,27120
410000,河南省,2008,24438,26222,16873,21493,17581,24012,24740,18435,23315,25237
410000,河南省,2007,20639,22044,15674,17581,13370,19728,21771,17488,20133,21371
410000,河南省,2006,16791,17702,12377,13075,12247,17051,17034,14811,17710,17452
410000,河南省,2005,,,,,,,,,,
410000,河南省,2004,,,,,,,,,,
410000,河南省,2003,,,,,,,,,,
410000,河南省,2002,,,,,,,,,,
410000,河南省,2001,,,,,,,,,,
410000,河南省,2000,,,,,,,,,,
420000,湖北省,2019,79303,88355,54215,66653,53351,72635,79966,67240,68880,89483
420000,湖北省,2018,73777,82153,50710,94652,48302,68112,70341,60234,60065,82867
420000,湖北省,2017,65912,75299,47563,80599,43440,58633,62161,45566,54231,76784
420000,湖北省,2016,59831,66398,42845,79012,38003,54734,57661,42515,49931,69860
420000,湖北省,2015,54367,58631,39789,56044,34651,50608,53899,39574,47215,65757
420000,湖北省,2014,49838,53299,36449,52248,44983,46802,48619,37178,43861,62118
420000,湖北省,2013,43899,44746,33216,46113,38658,42990,44069,35169,40436,52642
420000,湖北省,2012,39846,41979,32683,37653,35804,36549,38671,34922,38255,48103
420000,湖北省,2011,36128,39104,26536,34265,31618,32472,33219,29582,30121,44249
420000,湖北省,2010,31811,35044,23954,25380,29380,27114,28630,22823,26748,38398
420000,湖北省,2009,26547,29172,18819,21165,23432,22507,23796,17663,20740,31323
420000,湖北省,2008,22384,24270,14651,17491,17757,19079,20784,12840,18899,27934
420000,湖北省,2007,19548,21591,12869,14532,12393,16674,15882,10762,15296,23167
420000,湖北省,2006,15779,17708,10265,10787,14262,14683,14985,9671,12545,23261
420000,湖北省,2005,,,,,,,,,,
420000,湖北省,2004,,,,,,,,,,
420000,湖北省,2003,,,,,,,,,,
420000,湖北省,2002,,,,,,,,,,
420000,湖北省,2001,,,,,,,,,,
420000,湖北省,2000,,,,,,,,,,
430000,湖南省,2019,74316,84409,52063,62557,49434,67106,76070,55271,61895,68402
430000,湖南省,2018,70221,80623,48693,71651,47201,60004,73718,47518,58769,70831
430000,湖南省,2017,63690,73061,44047,73087,39730,53133,72423,48554,55287,64377
430000,湖南省,2016,58241,64384,41624,64104,41177,49890,69388,44273,52191,59596
430000,湖南省,2015,52357,55745,40115,58371,38833,46952,64472,40604,44555,54807
430000,湖南省,2014,47117,48344,36417,54729,38335,44147,58210,38953,41420,48429
430000,湖南省,2013,42726,44153,32975,48713,36631,40178,51502,34237,38589,44027
430000,湖南省,2012,38971,40397,29663,38192,33551,37014,45683,33879,33453,38053
430000,湖南省,2011,34586,35626,26066,33170,29181,33243,40236,29350,31180,34997
430000,湖南省,2010,29670,31900,21595,28058,22983,27271,30921,25850,24122,27201
430000,湖南省,2009,26534,28967,19295,25234,21122,23496,27499,22294,20918,23148
430000,湖南省,2008,24146,26312,17969,20398,19328,21163,23998,20819,18373,21869
430000,湖南省,2007,21060,22956,15496,17190,17598,18047,21441,17767,16709,19951
430000,湖南省,2006,17400,18459,12490,14442,14328,15754,18228,15525,15812,17574
430000,湖南省,2005,,,,,,,,,,
430000,湖南省,2004,,,,,,,,,,
430000,湖南省,2003,,,,,,,,,,
430000,湖南省,2002,,,,,,,,,,
430000,湖南省,2001,,,,,,,,,,
430000,湖南省,2000,,,,,,,,,,
440000,广东省,2019,98889,134291,60649,94693,119711,91965,124713,86244,77691,87814
440000,广东省,2018,88636,111464,58514,85474,81786,82794,112419,82251,72034,82393
440000,广东省,2017,79183,98074,55013,77117,74424,75307,102436,66486,64756,74619
440000,广东省,2016,72326,86159,49357,67184,70737,70173,92827,64596,60538,69070
440000,广东省,2015,65788,76870,45027,61905,68001,63542,89014,60963,55080,64305
440000,广东省,2014,59481,68803,40509,52368,58390,57574,82966,55854,49677,58926
440000,广东省,2013,53318,62652,35650,43532,51228,50814,74540,50097,44398,53926
440000,广东省,2012,50278,59423,30947,39230,48046,45754,70491,45571,39100,50154
440000,广东省,2011,45060,53976,25573,33079,44489,42282,66084,43973,34518,42677
440000,广东省,2010,40432,49027,22453,34163,39478,39271,62077,34868,29193,37386
440000,广东省,2009,36469,44403,20318,27059,34610,36425,57371,28733,25024,34170
440000,广东省,2008,33282,40391,18446,23001,31353,33246,48830,25297,23628,32054
440000,广东省,2007,29658,36053,16347,20586,28105,30694,44213,23573,20770,28834
440000,广东省,2006,26400,31057,14545,17486,25077,28138,39390,19169,18926,26522
440000,广东省,2005,,,,,,,,,,
440000,广东省,2004,,,,,,,,,,
440000,广东省,2003,,,,,,,,,,
440000,广东省,2002,,,,,,,,,,
440000,广东省,2001,,,,,,,,,,
440000,广东省,2000,,,,,,,,,,
450000,广西壮族自治区,2019,76479,82203,55747,129732,33280,71194,80153,55782,57094,74826
450000,广西壮族自治区,2018,70606,76904,51855,118774,45523,62566,73384,56762,52223,74019
450000,广西壮族自治区,2017,63821,70407,46457,93991,39078,57269,61831,47357,46437,66311
450000,广西壮族自治区,2016,57878,63751,43064,81155,46922,51750,55740,41867,43423,62910
450000,广西壮族自治区,2015,52982,57247,40510,73761,44803,48889,53614,35473,41856,55373
450000,广西壮族自治区,2014,45424,46065,36874,58162,35997,45310,49537,34939,37355,50537
450000,广西壮族自治区,2013,41391,42552,32197,55553,31824,40598,44249,31952,34525,44965
450000,广西壮族自治区,2012,36386,37706,28819,40409,33336,34623,35379,30312,32648,44542
