省份编码,省份,年份,自然保护区个数(个),国家级自然保护区个数(个),自然保护区面积(万公顷),国家级自然保护区面积(万公顷),自然保护区占辖区面积比重(%)
140000,山西省,2017,46,,110.2451,,7.04
140000,山西省,2016,46,,110.33,,7.04
140000,山西省,2015,46,7,110.3192,11.7468,
140000,山西省,2014,46,7,110.2862,11.7468,
140000,山西省,2013,46,7,110.537,11.7468,7.09
140000,山西省,2012,46,6,116.1022,10.7351,7.44
140000,山西省,2011,46,5,115.7425,8.2936,7.42
140000,山西省,2010,46,5,115.4,8.3,7.4
140000,山西省,2009,46,5,114.8673,8.2936,7.36
140000,山西省,2008,46,5,113.9562,8.2936,7.29
140000,山西省,2007,46,5,113.9562,8.2936,7.29
140000,山西省,2006,45,5,112.8328,8.3,7.22
140000,山西省,2005,45,4,114.3757,6.2,7.3
140000,山西省,2004,39,4,107.6,6.2,6.88
140000,山西省,2003,,,,,
140000,山西省,2002,,,,,
140000,山西省,2001,,,,,
140000,山西省,2000,,,,,
150000,内蒙古自治区,2019,,29,,444.77,
150000,内蒙古自治区,2018,,29,,433.308643,
150000,内蒙古自治区,2017,182,,1270.2703,,10.74
150000,内蒙古自治区,2016,182,,1270.2703,,10.74
150000,内蒙古自治区,2015,182,29,1271.0103,426.9252,
150000,内蒙古自治区,2014,182,29,1264.3461,428.3916,
150000,内蒙古自治区,2013,184,27,1368.8964,416.726,11.57
150000,内蒙古自治区,2012,184,25,1368.8964,404.8938,11.57
150000,内蒙古自治区,2011,184,24,1380.4738,395.0007,11.67
150000,内蒙古自治区,2010,185,23,1382.4,384.4,11.7
150000,内蒙古自治区,2009,185,23,1382.3738,384.3723,11.69
150000,内蒙古自治区,2008,196,23,1383.1835,384.3722,11.69
150000,内蒙古自治区,2007,192,23,1357.0777,384.3784,11.47
150000,内蒙古自治区,2006,192,21,1348.9905,349.0,11.4
150000,内蒙古自治区,2005,189,20,1413.4104,336.5,12.0
150000,内蒙古自治区,2004,187,18,1582.5,360.4,13.38
150000,内蒙古自治区,2003,,,,,
150000,内蒙古自治区,2002,,,,,
150000,内蒙古自治区,2001,,,,,
150000,内蒙古自治区,2000,,,,,
210000,辽宁省,2019,,19,,89.12,
210000,辽宁省,2018,,19,,89.206473,
210000,辽宁省,2017,105,,267.3398,,13.37
210000,辽宁省,2016,105,,267.2652,,13.37
210000,辽宁省,2015,104,17,275.3801,97.7723,
210000,辽宁省,2014,104,17,274.3254,97.4849,
210000,辽宁省,2013,105,15,280.5108,100.0796,13.35
210000,辽宁省,2012,105,14,267.3537,100.6522,12.39
210000,辽宁省,2011,101,13,271.4937,94.8322,12.83
210000,辽宁省,2010,98,12,266.2,93.6,12.5
210000,辽宁省,2009,98,12,266.194,93.6405,12.46
210000,辽宁省,2008,95,12,264.6418,93.6405,10.36
210000,辽宁省,2007,96,12,265.8685,93.6404,10.41
210000,辽宁省,2006,89,11,278.7937,116.2,10.91
210000,辽宁省,2005,83,10,285.6122,115.5,11.2
210000,辽宁省,2004,82,10,306.2,115.8,11.99
210000,辽宁省,2003,,,,,
210000,辽宁省,2002,,,,,
210000,辽宁省,2001,,,,,
210000,辽宁省,2000,,,,,
220000,吉林省,2019,,24,,118.47,
220000,吉林省,2018,,24,,118.47306,
220000,吉林省,2017,51,,252.6024,,13.48
220000,吉林省,2016,51,,252.6024,,13.48
220000,吉林省,2015,51,20,252.4948,110.7037,
220000,吉林省,2014,48,20,245.1553,110.7037,
220000,吉林省,2013,44,19,243.0085,109.3215,12.97
220000,吉林省,2012,39,16,232.9251,100.2724,12.43
220000,吉林省,2011,38,14,230.39,94.6103,12.29
220000,吉林省,2010,38,13,230.4,92.1,12.3
220000,吉林省,2009,35,13,126.5093,92.1188,6.75
220000,吉林省,2008,34,11,223.994,78.3705,12.4
220000,吉林省,2007,34,11,225.8317,78.3705,12.5
220000,吉林省,2006,33,9,222.9929,67.9,12.34
220000,吉林省,2005,33,9,224.5984,67.9,12.4
220000,吉林省,2004,33,7,220.5,55.9,12.21
220000,吉林省,2003,,,,,
220000,吉林省,2002,,,,,
220000,吉林省,2001,,,,,
220000,吉林省,2000,,,,,
230000,黑龙江省,2019,,49,,389.29,
230000,黑龙江省,2018,,49,,449.40438,
230000,黑龙江省,2017,250,,791.5704,,16.74
230000,黑龙江省,2016,250,,793.7633,,16.78
230000,黑龙江省,2015,251,36,750.2266,303.0605,
230000,黑龙江省,2014,250,36,747.4079,303.0785,
230000,黑龙江省,2013,226,33,680.6078,291.231,14.96
230000,黑龙江省,2012,224,28,675.1783,271.5749,14.85
230000,黑龙江省,2011,221,24,660.4508,239.9689,14.52
230000,黑龙江省,2010,202,23,640.8,233.7,14.1
230000,黑龙江省,2009,197,23,618.5216,233.7122,13.6
230000,黑龙江省,2008,190,20,617.5356,205.834,13.59
230000,黑龙江省,2007,186,20,593.3306,205.8352,13.06
230000,黑龙江省,2006,176,15,542.1729,170.9,11.93
230000,黑龙江省,2005,170,14,471.1098,168.3,10.4
230000,黑龙江省,2004,162,14,424.5,168.3,9.34
230000,黑龙江省,2003,,,,,
230000,黑龙江省,2002,,,,,
230000,黑龙江省,2001,,,,,
230000,黑龙江省,2000,,,,,
310000,上海市,2019,,2,,6.62,
310000,上海市,2018,,2,,6.6175,
310000,上海市,2017,4,,13.6819,,5.3
310000,上海市,2016,4,,13.6819,,5.3
310000,上海市,2015,4,2,13.5821,6.6175,
310000,上海市,2014,4,2,13.5821,6.6175,
310000,上海市,2013,4,2,9.3821,6.6175,5.22
310000,上海市,2012,4,2,9.3821,6.6175,5.22
310000,上海市,2011,4,2,9.3821,6.6175,5.22
310000,上海市,2010,4,2,9.4,6.6,5.2
310000,上海市,2009,4,2,9.3821,6.6175,5.22
310000,上海市,2008,4,2,9.3821,6.6175,14.79
310000,上海市,2007,4,2,9.3821,6.6175,14.79
310000,上海市,2006,4,2,9.3821,6.6,14.79
310000,上海市,2005,4,2,9.3821,6.6,14.8
310000,上海市,2004,4,,9.4,,14.79
310000,上海市,2003,,,,,
310000,上海市,2002,,,,,
310000,上海市,2001,,,,,
310000,上海市,2000,,,,,
320000,江苏省,2019,,3,,30.03,
320000,江苏省,2018,,3,,29.929167,
320000,江苏省,2017,31,,53.5823,,3.8
320000,江苏省,2016,31,,53.5824,,3.8
320000,江苏省,2015,30,3,53.0067,29.9292,
320000,江苏省,2014,30,3,53.0067,29.9292,
320000,江苏省,2013,31,3,53.04,29.9292,3.92
320000,江苏省,2012,30,3,56.7126,33.6211,4.1
320000,江苏省,2011,30,3,56.4983,33.6211,4.08
320000,江苏省,2010,30,3,56.5,33.6,4.1
320000,江苏省,2009,30,3,56.4983,33.6211,4.08
320000,江苏省,2008,30,3,56.4983,33.6211,5.51
320000,江苏省,2007,31,3,61.1533,33.6211,5.96
320000,江苏省,2006,38,3,69.2944,33.6,6.75
320000,江苏省,2005,40,2,80.9465,45.6,7.9
320000,江苏省,2004,25,2,69.2,45.6,6.74
320000,江苏省,2003,,,,,
320000,江苏省,2002,,,,,
320000,江苏省,2001,,,,,
320000,江苏省,2000,,,,,
330000,浙江省,2019,,11,,14.87,
330000,浙江省,2018,,11,,14.87396,
330000,浙江省,2017,37,,21.2182,,1.68
330000,浙江省,2016,37,,21.2181,,1.68
330000,浙江省,2015,35,10,20.0338,14.6542,
330000,浙江省,2014,33,10,19.9035,14.6542,
330000,浙江省,2013,33,10,19.9035,14.6542,1.55
330000,浙江省,2012,32,10,19.6904,14.6542,1.53
330000,浙江省,2011,32,10,19.7204,14.6542,1.53
330000,浙江省,2010,31,9,19.5,9.8,1.5
330000,浙江省,2009,31,9,19.0922,9.8064,1.47
330000,浙江省,2008,31,9,25.7394,9.8064,2.52
330000,浙江省,2007,53,9,26.208,9.6724,2.57
330000,浙江省,2006,52,9,26.4407,9.7,2.59
330000,浙江省,2005,52,9,26.4407,9.7,2.6
330000,浙江省,2004,49,8,26.7,9.6,2.62
330000,浙江省,2003,,,,,
330000,浙江省,2002,,,,,
330000,浙江省,2001,,,,,
330000,浙江省,2000,,,,,
340000,安徽省,2019,,8,,14.71,
340000,安徽省,2018,,8,,14.712548,
340000,安徽省,2017,106,,50.5791,,3.63
340000,安徽省,2016,106,,51.2693,,3.68
340000,安徽省,2015,105,7,45.8293,13.9221,
340000,安徽省,2014,104,7,45.4531,13.9221,
340000,安徽省,2013,104,7,52.4263,13.9221,3.76
340000,安徽省,2012,104,7,52.4494,13.9221,3.76
340000,安徽省,2011,102,7,52.4836,13.9221,3.76
340000,安徽省,2010,98,6,50.2,13.1,3.6
340000,安徽省,2009,102,6,50.2764,13.141,3.6
340000,安徽省,2008,102,6,52.7532,15.6178,4.05
340000,安徽省,2007,103,6,53.2406,16.4282,4.09
340000,安徽省,2006,35,6,43.4642,16.4,3.34
340000,安徽省,2005,31,5,40.8147,13.3,3.1
340000,安徽省,2004,31,5,54.2,13.3,4.17
340000,安徽省,2003,,,,,
340000,安徽省,2002,,,,,
340000,安徽省,2001,,,,,
340000,安徽省,2000,,,,,
350000,福建省,2019,,17,,22.66,
350000,福建省,2018,,17,,25.207289,
350000,福建省,2017,92,,44.5121,,3.16
350000,福建省,2016,92,,44.505,,3.16
350000,福建省,2015,92,16,44.4926,23.9956,
350000,福建省,2014,90,16,43.3175,23.9956,
350000,福建省,2013,90,15,42.8128,22.9576,3.09
350000,福建省,2012,93,13,46.3611,21.8034,3.11
350000,福建省,2011,92,12,44.5478,20.5521,2.96
350000,福建省,2010,92,12,44.5,20.6,3.2
350000,福建省,2009,92,12,50.4584,20.5521,3.2
350000,福建省,2008,92,12,50.5505,20.5521,3.05
350000,福建省,2007,92,12,51.2349,20.5821,3.09
350000,福建省,2006,93,11,50.7503,18.8,3.06
350000,福建省,2005,103,10,54.1425,17.5,3.3
350000,福建省,2004,90,9,50.7,16.1,3.05
350000,福建省,2003,,,,,
350000,福建省,2002,,,,,
350000,福建省,2001,,,,,
350000,福建省,2000,,,,,
360000,江西省,2019,,16,,25.47,
360000,江西省,2018,,16,,25.467849,
360000,江西省,2017,200,,122.3787,,7.33
360000,江西省,2016,200,,122.5732,,7.34
360000,江西省,2015,200,14,122.5731,23.1099,
360000,江西省,2014,202,14,129.047,23.1099,
360000,江西省,2013,199,13,124.5654,22.0299,7.46
360000,江西省,2012,200,11,125.9848,18.4078,7.55
360000,江西省,2011,195,9,119.1425,15.6027,7.14
360000,江西省,2010,178,8,111.6,14.4,6.7
360000,江西省,2009,178,8,111.5339,14.4486,6.68
360000,江西省,2008,174,8,110.1138,14.4485,6.61
360000,江西省,2007,138,8,98.6512,14.0204,5.92
360000,江西省,2006,134,5,92.094,8.2,5.53
360000,江西省,2005,128,5,90.2388,8.2,5.4
360000,江西省,2004,128,5,83.1,8.2,4.99
360000,江西省,2003,,,,,
360000,江西省,2002,,,,,
360000,江西省,2001,,,,,
360000,江西省,2000,,,,,
370000,山东省,2019,,7,,21.95,
370000,山东省,2018,,7,,21.954563,
370000,山东省,2017,88,,113.6493,,4.91
370000,山东省,2016,88,,111.8672,,4.9
370000,山东省,2015,88,7,111.8755,21.9828,
370000,山东省,2014,88,7,111.8755,21.9828,
370000,山东省,2013,86,7,109.9845,21.9828,4.81
370000,山东省,2012,86,7,108.195,21.9828,4.71
370000,山东省,2011,86,7,109.7916,21.9828,4.8
370000,山东省,2010,86,7,113.5,25.7,4.9
370000,山东省,2009,85,7,113.2528,25.6766,4.89
370000,山东省,2008,75,7,109.7341,25.6766,6.63
370000,山东省,2007,75,7,109.7341,25.6766,6.63
370000,山东省,2006,75,5,109.7341,24.0,6.63
370000,山东省,2005,72,4,108.5821,15.9,6.6
370000,山东省,2004,70,4,77.5,15.9,4.68
370000,山东省,2003,,,,,
370000,山东省,2002,,,,,
370000,山东省,2001,,,,,
370000,山东省,2000,,,,,
410000,河南省,2019,,13,,44.76,
410000,河南省,2018,,13,,44.7528,
410000,河南省,2017,33,,77.8449,,4.66
410000,河南省,2016,33,,77.6645,,4.65
410000,河南省,2015,33,12,74.0681,43.6916,
410000,河南省,2014,33,12,74.0681,43.6916,
410000,河南省,2013,34,11,73.8858,42.6316,4.42
410000,河南省,2012,34,11,73.4658,42.6316,4.4
410000,河南省,2011,34,11,73.4658,42.6316,4.4
410000,河南省,2010,34,11,73.5,42.6,4.4
410000,河南省,2009,35,11,73.5832,42.6316,4.41
410000,河南省,2008,35,11,75.207,42.6316,4.51
410000,河南省,2007,35,11,76.8722,44.2968,4.61
410000,河南省,2006,32,10,75.4435,37.9,4.52
410000,河南省,2005,32,9,75.6723,36.4,4.5
410000,河南省,2004,32,8,75.7,35.3,4.54
410000,河南省,2003,,,,,
410000,河南省,2002,,,,,
410000,河南省,2001,,,,,
410000,河南省,2000,,,,,
420000,湖北省,2019,,22,,54.72,
420000,湖北省,2018,,22,,54.526809,
420000,湖北省,2017,80,,106.2503,,5.72
420000,湖北省,2016,80,,105.8841,,5.7
420000,湖北省,2015,77,18,105.039,42.8055,
420000,湖北省,2014,70,18,101.7108,42.8055,
420000,湖北省,2013,70,15,101.9256,35.5761,5.48
420000,湖北省,2012,65,13,95.4997,28.2983,5.14
420000,湖北省,2011,64,11,95.9447,26.1102,5.16
420000,湖北省,2010,64,10,95.9,24.0,5.2
420000,湖北省,2009,63,10,87.0322,23.9899,4.68
420000,湖北省,2008,63,9,99.3329,21.7577,5.34
420000,湖北省,2007,63,9,99.3329,21.7577,5.34
420000,湖北省,2006,63,7,101.3956,16.6,5.45
420000,湖北省,2005,62,7,102.9485,16.6,5.5
420000,湖北省,2004,52,7,102.8,16.6,5.53
420000,湖北省,2003,,,,,
420000,湖北省,2002,,,,,
420000,湖北省,2001,,,,,
420000,湖北省,2000,,,,,
430000,湖南省,2019,,23,,60.79,
430000,湖南省,2018,,23,,60.277032,
430000,湖南省,2017,128,,122.5039,,5.78
430000,湖南省,2016,128,,131.5254,,6.21
430000,湖南省,2015,128,23,130.9145,63.5144,
430000,湖南省,2014,128,23,130.9623,63.5622,
430000,湖南省,2013,128,23,128.3962,60.9901,6.06
430000,湖南省,2012,129,18,128.5259,51.7856,6.07
430000,湖南省,2011,123,18,124.9614,51.7856,5.9
430000,湖南省,2010,123,17,124.5,50.1,5.9
430000,湖南省,2009,95,17,114.8476,50.0686,5.42
430000,湖南省,2008,95,14,112.0824,45.1932,5.29
430000,湖南省,2007,95,14,111.0829,45.1932,5.24
430000,湖南省,2006,95,11,110.5621,41.6,5.22
430000,湖南省,2005,91,9,106.0805,36.6,5.0
430000,湖南省,2004,84,8,102.8,36.4,4.85
430000,湖南省,2003,,,,,
430000,湖南省,2002,,,,,
430000,湖南省,2001,,,,,
430000,湖南省,2000,,,,,
440000,广东省,2019,,15,,33.66,
440000,广东省,2018,,15,,33.657589,
440000,广东省,2017,384,,184.9694,33.8,7.14
440000,广东省,2016,384,,184.9555,,7.14
440000,广东省,2015,384,15,184.9417,32.6093,
440000,广东省,2014,390,15,185.4397,32.6093,
440000,广东省,2013,392,14,184.9663,31.3582,7.21
440000,广东省,2012,368,13,355.2658,29.4768,6.73
440000,广东省,2011,368,11,355.2658,22.5534,6.73
440000,广东省,2010,367,11,359.2,22.6,7.0
440000,广东省,2009,369,11,353.534,22.5534,6.68
440000,广东省,2008,371,11,355.2128,22.5533,4.79
440000,广东省,2007,347,11,347.0587,23.6437,4.68
440000,广东省,2006,299,9,344.3126,17.5,4.64
440000,广东省,2005,294,9,341.8704,17.5,4.6
440000,广东省,2004,256,9,329.9,17.5,4.45
440000,广东省,2003,,,,,
440000,广东省,2002,,,,,
440000,广东省,2001,,,,,
440000,广东省,2000,,,,,
450000,广西壮族自治区,2019,,23,,39.05,
450000,广西壮族自治区,2018,,23,,39.047853,
450000,广西壮族自治区,2017,78,,135.0372,,5.51
450000,广西壮族自治区,2016,78,,135.0372,,5.51
450000,广西壮族自治区,2015,78,22,141.8663,38.8424,
450000,广西壮族自治区,2014,77,22,142.1176,38.852,
450000,广西壮族自治区,2013,78,21,145.5932,37.4122,5.99
450000,广西壮族自治区,2012,78,17,145.2941,33.3833,5.98
450000,广西壮族自治区,2011,78,16,145.2941,30.8255,5.98
450000,广西壮族自治区,2010,78,16,145.1,30.8,6.0
450000,广西壮族自治区,2009,78,16,145.5964,30.8255,5.99
450000,广西壮族自治区,2008,76,15,142.8589,28.6193,5.9
450000,广西壮族自治区,2007,73,15,139.9112,28.6193,5.78
450000,广西壮族自治区,2006,72,12,142.5718,22.1,5.89
450000,广西壮族自治区,2005,72,11,149.7992,20.9,6.2
450000,广西壮族自治区,2004,69,11,142.7,20.9,5.9
450000,广西壮族自治区,2003,,,,,
450000,广西壮族自治区,2002,,,,,
450000,广西壮族自治区,2001,,,,,
450000,广西壮族自治区,2000,,,,,
460000,海南省,2019,,10,,15.74,
460000,海南省,2018,,10,,15.73639,
460000,海南省,2017,49,,270.6574,,6.92
460000,海南省,2016,49,,270.6564,,6.92
460000,海南省,2015,49,10,270.6564,15.8176,
460000,海南省,2014,49,10,270.5378,15.699,
460000,海南省,2013,50,9,273.508,10.6526,6.96
460000,海南省,2012,50,9,273.532,10.6526,6.97
460000,海南省,2011,50,9,273.532,10.6526,6.97
460000,海南省,2010,50,9,273.7,10.7,7.0
460000,海南省,2009,54,9,274.0191,10.2026,7.2
460000,海南省,2008,68,9,281.3065,10.2026,5.28
460000,海南省,2007,68,9,281.1472,10.2026,5.28
460000,海南省,2006,69,8,281.2168,8.4,5.28
460000,海南省,2005,68,8,280.7225,8.4,5.3
460000,海南省,2004,68,8,280.7,8.4,5.27
460000,海南省,2003,,,,,
460000,海南省,2002,,,,,
460000,海南省,2001,,,,,
460000,海南省,2000,,,,,
500000,重庆市,2019,,6,,25.37,
500000,重庆市,2018,,6,,24.50987,
500000,重庆市,2017,57,,80.2014,,9.63
500000,重庆市,2016,57,,82.71,,10.04
500000,重庆市,2015,57,6,82.71,25.4938,
500000,重庆市,2014,57,6,83.8449,27.5205,
500000,重庆市,2013,57,6,84.4567,27.6664,10.25
500000,重庆市,2012,57,5,85.0236,24.1387,10.32
500000,重庆市,2011,57,4,85.0386,21.8964,10.3219255040513
500000,重庆市,2010,48,3,82.8,19.6,9.9
500000,重庆市,2009,48,3,83.859,19.5512,10.18
500000,重庆市,2008,51,3,90.1166,19.5512,10.96
500000,重庆市,2007,50,3,89.7479,19.5512,10.91
500000,重庆市,2006,50,3,91.6508,19.6,11.14
500000,重庆市,2005,49,3,88.7837,18.5,10.8
500000,重庆市,2004,48,3,87.7,18.5,10.66
500000,重庆市,2003,,,,,
500000,重庆市,2002,,,,,
500000,重庆市,2001,,,,,
500000,重庆市,2000,,,,,
510000,四川省,2019,,32,,305.84,
510000,四川省,2018,,32,,306.432809,
510000,四川省,2017,169,,830.1323,,17.11
510000,四川省,2016,169,,829.9404,,17.08
510000,四川省,2015,168,30,828.5754,293.6362,
510000,四川省,2014,168,30,829.7505,293.6362,
510000,四川省,2013,167,29,897.7554,292.382,18.54
510000,四川省,2012,167,27,897.4274,283.2955,18.54
510000,四川省,2011,167,24,899.3646,277.1195,18.5827054479388
510000,四川省,2010,166,23,890.4,277.5,18.4
510000,四川省,2009,166,23,891.3697,277.4776,18.41
510000,四川省,2008,164,22,873.8576,210.4976,17.9
510000,四川省,2007,163,22,906.3231,210.0476,18.56
510000,四川省,2006,164,20,906.8831,159.3,18.57
510000,四川省,2005,161,18,899.3553,150.8,18.4
510000,四川省,2004,131,18,774.2,145.8,15.85
510000,四川省,2003,,,,,
510000,四川省,2002,,,,,
510000,四川省,2001,,,,,
510000,四川省,2000,,,,,
520000,贵州省,2019,,10,,29.12,
520000,贵州省,2018,,10,,28.483,
520000,贵州省,2017,124,,89.4104,,5.06
520000,贵州省,2016,124,,89.5417,,5.08
520000,贵州省,2015,124,8,89.2852,24.3539,
520000,贵州省,2014,124,8,88.9823,24.3539,
520000,贵州省,2013,123,8,88.0781,24.3539,5.01
520000,贵州省,2012,129,8,95.1766,24.3539,5.41
520000,贵州省,2011,129,8,95.1766,24.3539,5.40720846767861
520000,贵州省,2010,129,8,95.2,24.4,5.4
520000,贵州省,2009,129,8,95.1766,24.3539,5.41
520000,贵州省,2008,129,8,95.3163,24.3539,5.42
520000,贵州省,2007,129,8,95.6196,24.3539,5.44
520000,贵州省,2006,128,7,94.9925,21.7,5.4
520000,贵州省,2005,128,7,88.6037,21.4,5.0
520000,贵州省,2004,127,7,96.1,21.4,5.46
520000,贵州省,2003,,,,,
520000,贵州省,2002,,,,,
520000,贵州省,2001,,,,,
520000,贵州省,2000,,,,,
530000,云南省,2019,,20,,151.03,
530000,云南省,2018,,20,,151.040113,
530000,云南省,2017,160,,288.1963,,7.31
530000,云南省,2016,160,,288.2837,,7.32
530000,云南省,2015,159,20,287.259,150.3374,
530000,云南省,2014,157,20,283.2292,150.3374,
530000,云南省,2013,154,20,285.702,150.3374,7.45
530000,云南省,2012,159,19,285.4278,148.0385,7.45
530000,云南省,2011,163,17,297.7614,144.3531,7.77035490438552
530000,云南省,2010,167,16,298.8,142.7,7.8
530000,云南省,2009,152,16,284.1649,142.7075,7.41
530000,云南省,2008,152,16,284.1386,142.7074,7.21
530000,云南省,2007,198,16,422.7339,143.1715,10.73
530000,云南省,2006,198,16,422.6839,143.1,10.73
530000,云南省,2005,198,14,422.4898,140.1,10.7
530000,云南省,2004,193,13,408.8,137.5,10.38
530000,云南省,2003,,,,,
530000,云南省,2002,,,,,
530000,云南省,2001,,,,,
530000,云南省,2000,,,,,
540000,西藏自治区,2019,,11,,3720.45,
540000,西藏自治区,2018,,11,,3720.445697,
540000,西藏自治区,2017,47,,4137.1084,,33.68
540000,西藏自治区,2016,47,,4136.7393,,33.68
540000,西藏自治区,2015,47,9,4136.8882,3715.3065,
540000,西藏自治区,2014,47,9,4136.8882,3715.3065,
540000,西藏自治区,2013,47,9,4136.8882,3715.3065,33.91
540000,西藏自治区,2012,47,9,4136.8882,3715.3065,33.91
540000,西藏自治区,2011,47,9,4136.8882,3715.3065,33.91
540000,西藏自治区,2010,47,9,4150.3,3715.3,34.0
540000,西藏自治区,2009,45,9,4140.3081,3715.3065,33.94
540000,西藏自治区,2008,45,9,4140.308,3715.3065,34.51
540000,西藏自治区,2007,40,9,4097.5583,3715.3065,34.15
540000,西藏自治区,2006,38,9,4097.0783,3715.3,34.14
540000,西藏自治区,2005,38,9,4097.0783,3715.3,34.1
540000,西藏自治区,2004,38,7,4097.1,3703.1,34.14
540000,西藏自治区,2003,,,,,
540000,西藏自治区,2002,,,,,
540000,西藏自治区,2001,,,,,
540000,西藏自治区,2000,,,,,
610000,陕西省,2019,,26,,63.26,
610000,陕西省,2018,,26,,63.263258,
610000,陕西省,2017,60,,113.1398,,5.5
610000,陕西省,2016,60,,113.1357,,5.5
610000,陕西省,2015,60,22,113.1357,59.9698,
610000,陕西省,2014,60,22,113.126,59.9698,
610000,陕西省,2013,57,22,116.6414,59.9698,5.67
610000,陕西省,2012,57,17,116.308,52.7121,5.65
610000,陕西省,2011,55,14,117.2115,46.655,5.7
610000,陕西省,2010,54,12,116.1,35.1,5.6
610000,陕西省,2009,54,12,115.7311,35.0605,5.62
610000,陕西省,2008,50,9,104.5944,32.004,5.08
610000,陕西省,2007,50,9,104.5944,32.004,5.08
610000,陕西省,2006,50,7,104.5944,26.6,5.08
610000,陕西省,2005,44,6,98.6835,21.5,4.8
610000,陕西省,2004,46,5,100.5,17.8,4.88
610000,陕西省,2003,,,,,
610000,陕西省,2002,,,,,
610000,陕西省,2001,,,,,
610000,陕西省,2000,,,,,
620000,甘肃省,2019,,21,,692.83,
620000,甘肃省,2018,,21,,692.900074,
620000,甘肃省,2017,60,,887.1499,,20.83
620000,甘肃省,2016,60,,891.5345,,20.94
620000,甘肃省,2015,60,20,916.7985,687.7444,
620000,甘肃省,2014,60,20,916.7985,687.7444,
620000,甘肃省,2013,60,19,746.2545,511.7234,16.42
620000,甘肃省,2012,59,17,734.6761,491.0058,16.17
620000,甘肃省,2011,59,16,734.6761,482.5358,16.17
620000,甘肃省,2010,59,15,734.7,478.4,16.2
620000,甘肃省,2009,58,15,734.4411,478.4193,16.16
620000,甘肃省,2008,57,13,754.0808,443.8207,16.54
620000,甘肃省,2007,57,13,987.676,686.123,21.67
620000,甘肃省,2006,57,13,988.3775,686.1,21.68
620000,甘肃省,2005,54,10,924.9964,507.3,20.3
620000,甘肃省,2004,50,8,870.3,500.9,19.09
620000,甘肃省,2003,,,,,
620000,甘肃省,2002,,,,,
620000,甘肃省,2001,,,,,
620000,甘肃省,2000,,,,,
630000,青海省,2019,,7,,2073.8,
630000,青海省,2018,,7,,2073.7951,
630000,青海省,2017,11,,2177.3168,,30.14
630000,青海省,2016,11,,2177.3168,,30.14
