省份编码,省份,年份,林业重点工程造林面积(公顷),天然林保护工程造林面积(公顷),退耕还林工程造林面积(公顷),三北及长江流域等防护林建设工程造林面积(公顷),京津风沙源治理工程造林面积(公顷),速生丰产用材林基地建设工程造林面积(公顷)
150000,内蒙古自治区,2018,,,,,,
150000,内蒙古自治区,2017,,,,,,
150000,内蒙古自治区,2016,,589900,47700,,131600,
150000,内蒙古自治区,2015,,,,,,
150000,内蒙古自治区,2014,,,,,,
150000,内蒙古自治区,2013,,,,,,
150000,内蒙古自治区,2012,,,,,,
150000,内蒙古自治区,2011,660392,87317,39696,125380,407999,
150000,内蒙古自治区,2010,606397,116902,51997,282745,154753,
150000,内蒙古自治区,2009,812223,238022,48555,234100,291546,
150000,内蒙古自治区,2008,548861,119657,101369,72172,255663,
150000,内蒙古自治区,2007,363860,123338,34879,33881,171762,
150000,内蒙古自治区,2006,230525,66917,54752,41645,67211,
150000,内蒙古自治区,2005,538278,67594,265565,,205119,
150000,内蒙古自治区,2004,728045.24,77768,442469.67,4806,203001.57,
150000,内蒙古自治区,2003,,,,,,
150000,内蒙古自治区,2002,,,,,,
150000,内蒙古自治区,2001,,,,,,
150000,内蒙古自治区,2000,,,,,,
210000,辽宁省,2019,,,,,,
210000,辽宁省,2018,,,,,,
210000,辽宁省,2017,,,,,,
210000,辽宁省,2016,,,,,,
210000,辽宁省,2015,,,,,,
210000,辽宁省,2014,,,,,,
210000,辽宁省,2013,,,,,,
210000,辽宁省,2012,,,,,,
210000,辽宁省,2011,129279,,30664,98615,,
210000,辽宁省,2010,138468,,36180,,102199,89
210000,辽宁省,2009,129974,,23485,106489,,
210000,辽宁省,2008,81532,,58159,23239,,134
210000,辽宁省,2007,87062,,46459,40603,,
210000,辽宁省,2006,70769,,48630,22139,,
210000,辽宁省,2005,126489,,100453,26036,,
210000,辽宁省,2004,135878,,118810,17068,,
210000,辽宁省,2003,,,,,,
210000,辽宁省,2002,,,,,,
210000,辽宁省,2001,,,,,,
210000,辽宁省,2000,,,,,,
220000,吉林省,2019,,,,,,
220000,吉林省,2018,,,,,,
220000,吉林省,2017,,,,,,
220000,吉林省,2016,,,,,,
220000,吉林省,2015,,,,,,
220000,吉林省,2014,,,,,,
220000,吉林省,2013,,,,,,
220000,吉林省,2012,,,,,,
220000,吉林省,2011,35273,,11269,24004,,
220000,吉林省,2010,80198,,34685,,45513,
220000,吉林省,2009,30074,,3913,26161,,
220000,吉林省,2008,25879,,10044,15835,,
220000,吉林省,2007,18181,,8150,10031,,
220000,吉林省,2006,37330,,20754,14641,,1935
220000,吉林省,2005,27917,,17583,10334,,
220000,吉林省,2004,51833,,37259,14574,,
220000,吉林省,2003,,,,,,
220000,吉林省,2002,,,,,,
220000,吉林省,2001,,,,,,
220000,吉林省,2000,,,,,,
230000,黑龙江省,2019,,,,,,
230000,黑龙江省,2018,,,,,,
230000,黑龙江省,2017,,,,,,
230000,黑龙江省,2016,,,,,,
230000,黑龙江省,2015,,,,,,
230000,黑龙江省,2014,,,,,,
230000,黑龙江省,2013,,,,,,
230000,黑龙江省,2012,,,,,,
230000,黑龙江省,2011,110428,,27091,83064,,273
230000,黑龙江省,2010,170464,,40672,,129792,
230000,黑龙江省,2009,213124,,58475,153193,,1456
230000,黑龙江省,2008,120609,,87200,32263,,1146
230000,黑龙江省,2007,88965,,59805,29160,,
230000,黑龙江省,2006,24901,,,24901,,
230000,黑龙江省,2005,84604,,65737,17261,,1606
230000,黑龙江省,2004,147942,,115809,32133,,
230000,黑龙江省,2003,,,,,,
230000,黑龙江省,2002,,,,,,
230000,黑龙江省,2001,,,,,,
230000,黑龙江省,2000,,,,,,
310000,上海市,2019,,,,,,
310000,上海市,2018,,,,,,
310000,上海市,2017,,,,,,
310000,上海市,2016,,,,,,
310000,上海市,2015,,,,,,
310000,上海市,2014,,,,,,
310000,上海市,2013,,,,,,
310000,上海市,2012,,,,,,
310000,上海市,2011,,,,,,
310000,上海市,2010,,,,,,
310000,上海市,2009,1383,,,1383,,
310000,上海市,2008,,,,,,
310000,上海市,2007,40,,,40,,
310000,上海市,2006,200,,,200,,
310000,上海市,2005,,,,,,
310000,上海市,2004,11308,,,11308,,
310000,上海市,2003,,,,,,
310000,上海市,2002,,,,,,
310000,上海市,2001,,,,,,
310000,上海市,2000,,,,,,
320000,江苏省,2019,,,,,,
320000,江苏省,2018,,,,,,
320000,江苏省,2017,,,,,,
320000,江苏省,2016,,,,,,
320000,江苏省,2015,,,,,,
320000,江苏省,2014,,,,,,
320000,江苏省,2013,,,,,,
320000,江苏省,2012,,,,,,
320000,江苏省,2011,29517,,,29517,,
320000,江苏省,2010,37645,,,,37645,
320000,江苏省,2009,50769,,,50769,,
320000,江苏省,2008,13131,,,13131,,
320000,江苏省,2007,9846,,,9846,,
320000,江苏省,2006,7306,,,7306,,
320000,江苏省,2005,16295,,,16295,,
320000,江苏省,2004,18941,,,18941,,
320000,江苏省,2003,,,,,,
320000,江苏省,2002,,,,,,
320000,江苏省,2001,,,,,,
320000,江苏省,2000,,,,,,
330000,浙江省,2019,,,,,,
330000,浙江省,2018,,,,,,
330000,浙江省,2017,,,,,,
330000,浙江省,2016,,,,,,
330000,浙江省,2015,,,,,,
330000,浙江省,2014,,,,,,
330000,浙江省,2013,,,,,,
330000,浙江省,2012,,,,,,
330000,浙江省,2011,13595,,,13595,,
330000,浙江省,2010,11617,,,,11617,
330000,浙江省,2009,24301,,,24301,,
330000,浙江省,2008,5974,,,5974,,
330000,浙江省,2007,3857,,,3857,,
330000,浙江省,2006,2192,,,2192,,
330000,浙江省,2005,5718,,,5718,,
330000,浙江省,2004,11006,,,11006,,
330000,浙江省,2003,,,,,,
330000,浙江省,2002,,,,,,
330000,浙江省,2001,,,,,,
330000,浙江省,2000,,,,,,
340000,安徽省,2019,,,,,,
340000,安徽省,2018,,,,,,
340000,安徽省,2017,,,,,,
340000,安徽省,2016,,,,,,
340000,安徽省,2015,,,,,,
340000,安徽省,2014,,,,,,
340000,安徽省,2013,,,,,,
340000,安徽省,2012,,,,,,
340000,安徽省,2011,38684,,15335,23349,,
340000,安徽省,2010,48615,,22659,,25956,
340000,安徽省,2009,59232,,32540,26692,,
340000,安徽省,2008,29190,,18620,10570,,
340000,安徽省,2007,24915,,16557,8358,,
340000,安徽省,2006,3402,,,3402,,
340000,安徽省,2005,25786,,17026,8760,,
340000,安徽省,2004,38646,,29462,9184,,
340000,安徽省,2003,,,,,,
340000,安徽省,2002,,,,,,
340000,安徽省,2001,,,,,,
340000,安徽省,2000,,,,,,
350000,福建省,2019,,,,,,
350000,福建省,2018,,,,,,
350000,福建省,2017,,,,,,
350000,福建省,2016,,,,,,
350000,福建省,2015,,,,,,
350000,福建省,2014,,,,,,
350000,福建省,2013,,,,,,
350000,福建省,2012,,,,,,
350000,福建省,2011,46288,,,46288,,
350000,福建省,2010,10822,,,,10822,
350000,福建省,2009,10576,,,10576,,
350000,福建省,2008,4416,,,4416,,
350000,福建省,2007,1510,,,1510,,
350000,福建省,2006,1048,,,1048,,
350000,福建省,2005,3358,,,3358,,
350000,福建省,2004,33957,,,5328,,28629
350000,福建省,2003,,,,,,
350000,福建省,2002,,,,,,
350000,福建省,2001,,,,,,
350000,福建省,2000,,,,,,
360000,江西省,2019,,,,,,
360000,江西省,2018,,,,,,
360000,江西省,2017,,,,,,
360000,江西省,2016,,,,,,
360000,江西省,2015,,,,,,
360000,江西省,2014,,,,,,
360000,江西省,2013,,,,,,
360000,江西省,2012,,,,,,
360000,江西省,2011,52890,,22660,30230,,
360000,江西省,2010,53910,,36651,,17259,
360000,江西省,2009,96504,,34517,45385,,16602
360000,江西省,2008,65203,,46833,18370,,
360000,江西省,2007,60736,,53333,7403,,
360000,江西省,2006,50685,,43334,3841,,3510
360000,江西省,2005,39128,,33332,5796,,
360000,江西省,2004,54984,,46666,8318,,
360000,江西省,2003,,,,,,
360000,江西省,2002,,,,,,
360000,江西省,2001,,,,,,
360000,江西省,2000,,,,,,
370000,山东省,2019,,,,,,
370000,山东省,2018,,,,,,
370000,山东省,2017,,,,,,
370000,山东省,2016,,,,,,
370000,山东省,2015,,,,,,
370000,山东省,2014,,,,,,
370000,山东省,2013,,,,,,
370000,山东省,2012,,,,,,
370000,山东省,2011,63733,,,63733,,
370000,山东省,2010,37393,,,,37393,
370000,山东省,2009,63843,,,63843,,
370000,山东省,2008,27451,,,27451,,
370000,山东省,2007,4275,,,4275,,
370000,山东省,2006,4223,,,4223,,
370000,山东省,2005,13613,,,8868,,4745
370000,山东省,2004,14960,,,9084,,5876
370000,山东省,2003,,,,,,
370000,山东省,2002,,,,,,
370000,山东省,2001,,,,,,
370000,山东省,2000,,,,,,
410000,河南省,2019,,,,,,
410000,河南省,2018,,,,,,
410000,河南省,2017,,,,,,
410000,河南省,2016,,,,,,
410000,河南省,2015,,,,,,
410000,河南省,2014,,,,,,
410000,河南省,2013,,,,,,
410000,河南省,2012,,,,,,
410000,河南省,2011,99952,4664,48261,47027,,
410000,河南省,2010,98183,13331,44333,,40519,
410000,河南省,2009,116139,10667,53333,52139,,
410000,河南省,2008,81973,8573,53155,20245,,
410000,河南省,2007,23760,6287,,17473,,
410000,河南省,2006,64383,,46668,17715,,
410000,河南省,2005,123102.3,,100233.3,22869,,
410000,河南省,2004,228938,,186674,27345,,14919
410000,河南省,2003,,,,,,
410000,河南省,2002,,,,,,
410000,河南省,2001,,,,,,
410000,河南省,2000,,,,,,
420000,湖北省,2019,,,,,,
420000,湖北省,2018,,,,,,
420000,湖北省,2017,,,,,,
420000,湖北省,2016,,,,,,
420000,湖北省,2015,,,,,,
420000,湖北省,2014,,,,,,
420000,湖北省,2013,,,,,,
420000,湖北省,2012,,,,,,
420000,湖北省,2011,102892,23694,42672,36526,,
420000,湖北省,2010,103159,62665,30160,,10334,
420000,湖北省,2009,79651,18937,26212,34502,,
420000,湖北省,2008,109685,43282,53467,12936,,
420000,湖北省,2007,72834,16832,46667,9335,,
420000,湖北省,2006,71117,5466,46667,13780,,5204
420000,湖北省,2005,139209,4483,123044,11682,,
420000,湖北省,2004,139899,1867,120435,17263,,334
420000,湖北省,2003,,,,,,
420000,湖北省,2002,,,,,,
420000,湖北省,2001,,,,,,
420000,湖北省,2000,,,,,,
430000,湖南省,2019,,,,,,
430000,湖南省,2018,,,,,,
430000,湖南省,2017,,,,,,
430000,湖南省,2016,,,,,,
430000,湖南省,2015,,,,,,
430000,湖南省,2014,,,,,,
430000,湖南省,2013,,,,,,
430000,湖南省,2012,,,,,,
430000,湖南省,2011,70093,,35487,34606,,
430000,湖南省,2010,52025,,35340,,16685,
430000,湖南省,2009,104029,,53333,50696,,
430000,湖南省,2008,65054,,47025,18029,,
430000,湖南省,2007,60276,,46352,13724,,200
430000,湖南省,2006,126491,,124502,1989,,
430000,湖南省,2005,135029,,125166,4031,,5832
430000,湖南省,2004,332884,,322356,6125,,4403
430000,湖南省,2003,,,,,,
430000,湖南省,2002,,,,,,
430000,湖南省,2001,,,,,,
430000,湖南省,2000,,,,,,
440000,广东省,2019,,,,,,
440000,广东省,2018,,,,,,
440000,广东省,2017,,,,,,
440000,广东省,2016,,,,,,
440000,广东省,2015,,,,,,
440000,广东省,2014,,,,,,
440000,广东省,2013,,,,,,
440000,广东省,2012,,,,,,
440000,广东省,2011,44587,,,44587,,
440000,广东省,2010,32477,,,,32477,
440000,广东省,2009,16575,,,16575,,
440000,广东省,2008,2150,,,2150,,
440000,广东省,2007,997,,,997,,
440000,广东省,2006,1286,,,1286,,
440000,广东省,2005,3206,,,3206,,
440000,广东省,2004,5209,,,5209,,
440000,广东省,2003,,,,,,
440000,广东省,2002,,,,,,
440000,广东省,2001,,,,,,
440000,广东省,2000,,,,,,
450000,广西壮族自治区,2019,,,,,,
450000,广西壮族自治区,2018,,,,,,
450000,广西壮族自治区,2017,,,,,,
450000,广西壮族自治区,2016,,,,,,
450000,广西壮族自治区,2015,,,,,,
450000,广西壮族自治区,2014,,,,,,
450000,广西壮族自治区,2013,,,,,,
450000,广西壮族自治区,2012,,,,,,
450000,广西壮族自治区,2011,45592,,18246,27346,,
450000,广西壮族自治区,2010,55872,,23406,,30870,1596
450000,广西壮族自治区,2009,73502,,33892,37642,,1968
450000,广西壮族自治区,2008,57195,,49704,7139,,352
450000,广西壮族自治区,2007,58488,,54036,4452,,
450000,广西壮族自治区,2006,51109,,46771,4338,,
450000,广西壮族自治区,2005,91572,,82261,8317,,994
450000,广西壮族自治区,2004,144677,,134467,10210,,
450000,广西壮族自治区,2003,,,,,,
450000,广西壮族自治区,2002,,,,,,
450000,广西壮族自治区,2001,,,,,,
450000,广西壮族自治区,2000,,,,,,
460000,海南省,2019,,,,,,
460000,海南省,2018,,,,,,
460000,海南省,2017,,,,,,
460000,海南省,2016,,,,,,
460000,海南省,2015,,,,,,
460000,海南省,2014,,,,,,
460000,海南省,2013,,,,,,
460000,海南省,2012,,,,,,
460000,海南省,2011,9016,,2465,6551,,
460000,海南省,2010,12667,,3370,,9205,92
460000,海南省,2009,18474,,3427,15047,,
460000,海南省,2008,12635,,11321,1314,,
460000,海南省,2007,6785,,5993,792,,
460000,海南省,2006,13834,,12330,1504,,
460000,海南省,2005,18224,,16651,1573,,
460000,海南省,2004,29300,,26700,2596,,
460000,海南省,2003,,,,,,
460000,海南省,2002,,,,,,
460000,海南省,2001,,,,,,
460000,海南省,2000,,,,,,
500000,重庆市,2019,,,,,,
500000,重庆市,2018,,,,,,
500000,重庆市,2017,,,,,,
500000,重庆市,2016,,,,,,
500000,重庆市,2015,,,,,,
500000,重庆市,2014,,,,,,
500000,重庆市,2013,,,,,,
500000,重庆市,2012,,,,,,
500000,重庆市,2011,58938,32669,26269,,,
500000,重庆市,2010,90312,60000,30312,,,
500000,重庆市,2009,79338,42667,36671,,,
500000,重庆市,2008,101242,81242,20000,,,
500000,重庆市,2007,96650,36650,60000,,,
500000,重庆市,2006,21869,1866,20003,,,
500000,重庆市,2005,104672,4004,100668,,,
500000,重庆市,2004,107168,,107168,,,
500000,重庆市,2003,,,,,,
500000,重庆市,2002,,,,,,
500000,重庆市,2001,,,,,,
500000,重庆市,2000,,,,,,
510000,四川省,2019,,,,,,
510000,四川省,2018,,,,,,
510000,四川省,2017,,,,,,
510000,四川省,2016,,,,,,
510000,四川省,2015,,,,,,
510000,四川省,2014,,,,,,
510000,四川省,2013,,,,,,
510000,四川省,2012,,,,,,
510000,四川省,2011,105096,78199,26897,,,
510000,四川省,2010,319953,248358,71595,,,
510000,四川省,2009,417561,381072,36489,,,
510000,四川省,2008,487528,425594,61934,,,
510000,四川省,2007,288573,251612,36961,,,
510000,四川省,2006,86751,33381,53370,,,
510000,四川省,2005,227532,113943,113589,,,
510000,四川省,2004,356630,255480,101150,,,
510000,四川省,2003,,,,,,
510000,四川省,2002,,,,,,
510000,四川省,2001,,,,,,
510000,四川省,2000,,,,,,
520000,贵州省,2019,,,,,,
520000,贵州省,2018,,,,,,
520000,贵州省,2017,,,,,,
520000,贵州省,2016,,,,,,
520000,贵州省,2015,,,,,,
520000,贵州省,2014,,,,,,
520000,贵州省,2013,,,,,,
520000,贵州省,2012,,,,,,
520000,贵州省,2011,51241,19336,18667,13238,,
520000,贵州省,2010,104336,46673,36663,,21000,
520000,贵州省,2009,140379,72765,33274,34340,,
520000,贵州省,2008,96984,35048,45936,16000,,
520000,贵州省,2007,105482,32148,60002,13332,,
520000,贵州省,2006,59336,,54671,4665,,
520000,贵州省,2005,130925,3414,113343,14168,,
520000,贵州省,2004,163588,6956,143658,12974,,
520000,贵州省,2003,,,,,,
520000,贵州省,2002,,,,,,
520000,贵州省,2001,,,,,,
520000,贵州省,2000,,,,,,
530000,云南省,2019,,,,,,
530000,云南省,2018,,,,,,
530000,云南省,2017,,,,,,
530000,云南省,2016,,,,,,
530000,云南省,2015,,,,,,
530000,云南省,2014,,,,,,
530000,云南省,2013,,,,,,
530000,云南省,2012,,,,,,
530000,云南省,2011,230605,72985,137060,20560,,
530000,云南省,2010,236593,71273,152749,,12571,
530000,云南省,2009,283420,150841,118648,13931,,
530000,云南省,2008,155673,73361,71778,10534,,
530000,云南省,2007,116882,66237,43843,4708,,2094
530000,云南省,2006,47146,34699,9027,3420,,
530000,云南省,2005,164003,70453,85417,8133,,
530000,云南省,2004,200784,79763,111190,9451,,380
530000,云南省,2003,,,,,,
530000,云南省,2002,,,,,,
530000,云南省,2001,,,,,,
530000,云南省,2000,,,,,,
540000,西藏自治区,2019,,,,,,
540000,西藏自治区,2018,,,,,,
540000,西藏自治区,2017,,,,,,
540000,西藏自治区,2016,,,,,,
540000,西藏自治区,2015,,,,,,
540000,西藏自治区,2014,,,,,,
540000,西藏自治区,2013,,,,,,
540000,西藏自治区,2012,,,,,,
540000,西藏自治区,2011,11999,3333,8666,,,
540000,西藏自治区,2010,11906,3165,8741,,,
540000,西藏自治区,2009,58442,47621,10821,,,
540000,西藏自治区,2008,11180,1180,10000,,,
540000,西藏自治区,2007,21319,1119,10000,10200,,
540000,西藏自治区,2006,21916,1716,10000,10200,,
540000,西藏自治区,2005,6859,2037,4471,351,,
540000,西藏自治区,2004,24803,761,667,23375,,
540000,西藏自治区,2003,,,,,,
540000,西藏自治区,2002,,,,,,
540000,西藏自治区,2001,,,,,,
540000,西藏自治区,2000,,,,,,
610000,陕西省,2019,,,,,,
610000,陕西省,2018,,,,,,
610000,陕西省,2017,,,,,,
610000,陕西省,2016,,,,,,
610000,陕西省,2015,,,,,,
610000,陕西省,2014,,,,,,
610000,陕西省,2013,,,,,,
610000,陕西省,2012,,,,,,
610000,陕西省,2011,231076,88634,59356,83086,,
610000,陕西省,2010,291620,130701,60737,,100182,
610000,陕西省,2009,406027,244533,39328,122166,,
610000,陕西省,2008,224470,114066,74131,36273,,
610000,陕西省,2007,234244,107455,90050,36739,,
610000,陕西省,2006,174085,73338,78377,22370,,
610000,陕西省,2005,194634,125393,62454,6787,,
610000,陕西省,2004,555539,126295,421506,7738,,
610000,陕西省,2003,,,,,,
610000,陕西省,2002,,,,,,
610000,陕西省,2001,,,,,,
610000,陕西省,2000,,,,,,
620000,甘肃省,2019,,,,,,
620000,甘肃省,2018,,,,,,
620000,甘肃省,2017,,,,,,
620000,甘肃省,2016,,,,,,
620000,甘肃省,2015,,,,,,
620000,甘肃省,2014,,,,,,
620000,甘肃省,2013,,,,,,
620000,甘肃省,2012,,,,,,
620000,甘肃省,2011,141323,50311,22164,68848,,
620000,甘肃省,2010,148658,48996,44027,,55635,
620000,甘肃省,2009,210772,73856,42797,94119,,
620000,甘肃省,2008,145003,48058,60069,36876,,
620000,甘肃省,2007,141273,33552,75337,32384,,
620000,甘肃省,2006,84839,5422,66250,13167,,
620000,甘肃省,2005,247601,26606,207640,13355,,
620000,甘肃省,2004,366723,30904,316138,19681,,
620000,甘肃省,2003,,,,,,
620000,甘肃省,2002,,,,,,
620000,甘肃省,2001,,,,,,
620000,甘肃省,2000,,,,,,
630000,青海省,2019,,,,,,
630000,青海省,2018,,,,,,
630000,青海省,2017,,,,,,
630000,青海省,2016,,,,,,
630000,青海省,2015,,,,,,
630000,青海省,2014,,,,,,
630000,青海省,2013,,,,,,
630000,青海省,2012,,,,,,
630000,青海省,2011,101707,28132,22516,51059,,
630000,青海省,2010,63670,17955,20855,,24860,
630000,青海省,2009,104870,20801,28102,55967,,
630000,青海省,2008,43782,20541,15509,7732,,
630000,青海省,2007,43395,15964,21923,5508,,
630000,青海省,2006,5385,794,,4591,,
630000,青海省,2005,46415,1271,38177,6967,,
630000,青海省,2004,51818,1290,43707,6821,,
630000,青海省,2003,,,,,,
630000,青海省,2002,,,,,,
630000,青海省,2001,,,,,,
630000,青海省,2000,,,,,,
640000,宁夏回族自治区,2019,,,,,,
640000,宁夏回族自治区,2018,,,,,,
640000,宁夏回族自治区,2017,,,,,,
640000,宁夏回族自治区,2016,,,,,,
640000,宁夏回族自治区,2015,,,,,,
640000,宁夏回族自治区,2014,,,,,,
640000,宁夏回族自治区,2013,,,,,,
640000,宁夏回族自治区,2012,,,,,,
640000,宁夏回族自治区,2011,40698,17947,5999,16752,,
640000,宁夏回族自治区,2010,94932,11331,20238,,63363,
640000,宁夏回族自治区,2009,89480,7332,33042,49106,,
640000,宁夏回族自治区,2008,103422,12867,35844,54711,,
640000,宁夏回族自治区,2007,73568,16220,24690,32658,,
640000,宁夏回族自治区,2006,55440.2,600,37165,17675.2,,
640000,宁夏回族自治区,2005,112924.37,4344.4,82380,26199.97,,
640000,宁夏回族自治区,2004,162594,5722,144895,11977,,
640000,宁夏回族自治区,2003,,,,,,
640000,宁夏回族自治区,2002,,,,,,
640000,宁夏回族自治区,2001,,,,,,
640000,宁夏回族自治区,2000,,,,,,
650000,新疆维吾尔自治区,2019,,,,,,
650000,新疆维吾尔自治区,2018,,,,,,
650000,新疆维吾尔自治区,2017,,,,,,
650000,新疆维吾尔自治区,2016,,,,,,
650000,新疆维吾尔自治区,2015,,,,,,
650000,新疆维吾尔自治区,2014,,,,,,
650000,新疆维吾尔自治区,2013,,,,,,
650000,新疆维吾尔自治区,2012,,,,,,
650000,新疆维吾尔自治区,2011,162187,,33066,129121,,
650000,新疆维吾尔自治区,2010,217726,,39033,,178693,
650000,新疆维吾尔自治区,2009,298775,,50120,248655,,
650000,新疆维吾尔自治区,2008,208394,,62308,146086,,
650000,新疆维吾尔自治区,2007,161822,,41907,119915,,
650000,新疆维吾尔自治区,2006,101192,,39732,61460,,
650000,新疆维吾尔自治区,2005,156433,,73116,83317,,
650000,新疆维吾尔自治区,2004,179900.4,,97241.6,82658.8,,
650000,新疆维吾尔自治区,2003,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,
