省份编码,省份,年份,石油储量(万吨),天然气储量(亿立方米),煤炭储量(亿吨),铁矿储量(亿吨),锰矿储量(万吨),铬矿储量(万吨),钒矿储量(万吨),原生钛铁矿储量(万吨)
130000,河北省,2004,12261.8,176.42,73.16,39.89,6.0,,,
130000,河北省,2003,12762.8,182.11,88.95,40.3,,,,
130000,河北省,2002,,,,,,,,
130000,河北省,2001,,,,,,,,
130000,河北省,2000,,,,,,,,
140000,山西省,2019,,,,,,,,
140000,山西省,2018,,,,,,,,
140000,山西省,2017,,,,,,,,
140000,山西省,2016,,413.75,916.19,16.47,20.09,,,
140000,山西省,2015,,419.1,921.3,16.8,20.1,,0.8,
140000,山西省,2014,,75.95,920.89,16.92,12.9,,,
140000,山西省,2013,,,906.8,12.7,12.9,,,
140000,山西省,2012,,,908.42,12.82,12.9,,,
140000,山西省,2011,,,834.59,13.4,,,,
140000,山西省,2010,,,844.01,12.13,12.9,,,
140000,山西省,2009,,,1055.5,5.8,12.9,,,
140000,山西省,2008,,,1061.51,5.92,12.9,,,
140000,山西省,2007,,,1056.13,6.03,12.9,,,
140000,山西省,2006,,,1051.66,6.15,12.9,,,
140000,山西省,2005,,,1054.82,6.21,12.9,,,
140000,山西省,2004,,,1040.1,6.28,12.9,,,
140000,山西省,2003,,,1045.31,6.36,12.9,,,
140000,山西省,2002,,,,,,,,
140000,山西省,2001,,,,,,,,
140000,山西省,2000,,,,,,,,
150000,内蒙古自治区,2019,,,,,,,,
150000,内蒙古自治区,2018,,,,,,,,
150000,内蒙古自治区,2017,,,,,,,,
150000,内蒙古自治区,2016,8381.3,9630.49,510.27,18.17,567.55,56.29,0.77,
150000,内蒙古自治区,2015,8208.5,8149.1,492.8,25.2,567.6,56.3,,
150000,内蒙古自治区,2014,8354.4,8098.14,490.02,25.32,567.55,56.29,0.77,
150000,内蒙古自治区,2013,8339.35,8042.54,460.1,20.99,567.74,56.29,0.77,
150000,内蒙古自治区,2012,8517.07,8344.3,401.66,15.58,567.88,56.29,0.77,
150000,内蒙古自治区,2011,8520.38,8040.48,368.89,13.57,566.0,60.02,0.77,
150000,内蒙古自治区,2010,7643.8,7149.44,769.86,12.12,566.0,60.35,0.77,
150000,内蒙古自治区,2009,7618.3,6721.3,772.7,15.8,568.7,126.7,0.8,
150000,内蒙古自治区,2008,7751,5635.41,789.07,14.59,544.68,169.44,,
150000,内蒙古自治区,2007,5763.38,3266.44,808.4,13.83,10.12,154.69,,
150000,内蒙古自治区,2006,5526.32,1643.04,802.33,12.96,17.71,130.16,,
150000,内蒙古自治区,2005,5670.94,3970.45,757.87,12.71,17.71,133.65,,
150000,内蒙古自治区,2004,4975.1,3969.41,740.19,13.61,14.0,143.7,,
150000,内蒙古自治区,2003,3950.8,3967.18,734.44,12.13,14.0,,,
150000,内蒙古自治区,2002,,,,,,,,
150000,内蒙古自治区,2001,,,,,,,,
150000,内蒙古自治区,2000,,,,,,,,
210000,辽宁省,2019,,,,,,,,
210000,辽宁省,2018,,,,,,,,
210000,辽宁省,2017,,,,,,,,
210000,辽宁省,2016,14351.6,154.54,26.73,50.96,1410.6,,,
210000,辽宁省,2015,15052.8,149.9,26.8,51.6,1410.6,,,
210000,辽宁省,2014,15777.4,156.57,27.57,51.67,1386.5,,,
210000,辽宁省,2013,16411.23,169.46,28.33,56.25,1402.94,,,
210000,辽宁省,2012,16946.82,178.54,31.92,54.98,1386.46,,,
210000,辽宁省,2011,17880.89,194.82,30.97,52.06,1386.77,,,
210000,辽宁省,2010,18799.01,209.43,46.63,75.46,1412.41,,,
210000,辽宁省,2009,14937.7,187.1,43.8,70.2,1364.6,,,
210000,辽宁省,2008,15734,197.41,44.64,69.87,1370.18,,,
210000,辽宁省,2007,16915.33,209.21,43.36,69.79,1216.04,,,
210000,辽宁省,2006,17010.38,202.91,49.75,70.16,1284.36,,,
210000,辽宁省,2005,17015.34,500.35,54.45,64.65,1167.29,,,
210000,辽宁省,2004,17598.4,498.88,44.9,63.19,1056.87,,,
210000,辽宁省,2003,18414.3,228.17,48.18,61.02,1110.0,,,
210000,辽宁省,2002,,,,,,,,
210000,辽宁省,2001,,,,,,,,
210000,辽宁省,2000,,,,,,,,
220000,吉林省,2019,,,,,,,,
220000,吉林省,2018,,,,,,,,
220000,吉林省,2017,,,,,,,,
220000,吉林省,2016,17500.6,731.25,9.71,5.02,0.4,,,
220000,吉林省,2015,17798.7,685.0,9.8,4.8,0.4,,,
220000,吉林省,2014,18122.3,667.81,9.71,4.67,0.4,,,
220000,吉林省,2013,18326.64,756.35,10.03,4.52,0.4,,,
220000,吉林省,2012,18304.08,776.22,9.82,3.82,0.4,,,
220000,吉林省,2011,17788.93,827.29,9.52,2.44,0.4,,,
220000,吉林省,2010,18861.77,681.26,12.4,2.31,0.4,,,
220000,吉林省,2009,18223.6,677.0,12.8,2.4,0.4,,,
220000,吉林省,2008,17778,690.33,12.48,1.82,0.4,,,
220000,吉林省,2007,16646.01,670.18,12.53,1.54,0.4,,,
220000,吉林省,2006,16529.56,167.84,17.11,1.33,0.4,,,
220000,吉林省,2005,15757.84,199.88,16.4,1.59,0.4,,,
220000,吉林省,2004,15169.3,181.34,15.58,1.772,0.4,,,
220000,吉林省,2003,14479.8,171.33,15.34,1.84,0.4,,,
220000,吉林省,2002,,,,,,,,
220000,吉林省,2001,,,,,,,,
220000,吉林省,2000,,,,,,,,
230000,黑龙江省,2019,,,,,,,,
230000,黑龙江省,2018,,,,,,,,
230000,黑龙江省,2017,,,,,,,,
230000,黑龙江省,2016,42665.8,1302.33,62.28,0.34,,,,
230000,黑龙江省,2015,44048.7,1317.9,61.6,0.4,,,,
230000,黑龙江省,2014,45373.8,1344.51,62.12,0.35,,,,
230000,黑龙江省,2013,47311.25,1353.93,61.38,0.35,,,,
230000,黑龙江省,2012,50137.48,1381.51,61.64,0.35,,,,
230000,黑龙江省,2011,51273.08,1407.46,61.75,0.35,,,,
230000,黑龙江省,2010,54516.41,1454.98,68.17,0.42,,,,
230000,黑龙江省,2009,54519.9,1338.0,69.0,0.4,,,,
230000,黑龙江省,2008,57474,1366.3,72.44,0.47,,,,
230000,黑龙江省,2007,60071.83,1391.39,74.15,0.54,,,,
230000,黑龙江省,2006,62196.71,935.83,77.67,0.54,,,,
230000,黑龙江省,2005,53418.31,903.8,77.33,0.53,,,,
230000,黑龙江省,2004,56531.4,449.99,90.17,0.532,,,,
230000,黑龙江省,2003,59881.9,467.83,95.88,0.53,,,,
230000,黑龙江省,2002,,,,,,,,
230000,黑龙江省,2001,,,,,,,,
230000,黑龙江省,2000,,,,,,,,
310000,上海市,2019,,,,,,,,
310000,上海市,2018,,,,,,,,
310000,上海市,2017,,,,,,,,
310000,上海市,2016,,,,,,,,
310000,上海市,2015,,,,,,,,
310000,上海市,2014,,,,,,,,
310000,上海市,2013,,,,,,,,
310000,上海市,2012,,,,,,,,
310000,上海市,2011,,,,,,,,
310000,上海市,2010,,,,,,,,
310000,上海市,2009,,,,,,,,
310000,上海市,2008,,,,,,,,
310000,上海市,2007,,,,,,,,
310000,上海市,2006,,,,,,,,
310000,上海市,2005,,,,,,,,
310000,上海市,2004,,,,,,,,
310000,上海市,2003,,,,,,,,
310000,上海市,2002,,,,,,,,
310000,上海市,2001,,,,,,,,
310000,上海市,2000,,,,,,,,
320000,江苏省,2019,,,,,,,,
320000,江苏省,2018,,,,,,,,
320000,江苏省,2017,,,,,,,,
320000,江苏省,2016,2729.5,23.31,10.39,1.62,,,4.13,
320000,江苏省,2015,2906.9,23.2,10.5,1.7,,,4.3,
320000,江苏省,2014,2965.4,24.02,10.71,1.72,,,4.51,
320000,江苏省,2013,3023.37,24.3,10.93,1.76,,,4.68,
320000,江苏省,2012,3061.03,24.35,10.82,1.78,,,4.83,
320000,江苏省,2011,2933.35,24.04,10.81,1.83,,,2.4,
320000,江苏省,2010,2689.35,23.66,14.23,1.72,,,2.48,
320000,江苏省,2009,2568.1,22.6,14.5,1.8,,,5.4,
320000,江苏省,2008,2522,22.47,14.73,1.84,,,5.65,
320000,江苏省,2007,2521,22.85,17.58,1.87,,,5.7,
320000,江苏省,2006,2503.77,22.71,18.3,1.91,,,5.88,
320000,江苏省,2005,2402.52,24.47,22.09,1.97,,,6.05,
320000,江苏省,2004,2396.2,24.55,24.19,2.27325,,,,
320000,江苏省,2003,2305.2,24.48,25.75,2.37,,,,
320000,江苏省,2002,,,,,,,,
320000,江苏省,2001,,,,,,,,
320000,江苏省,2000,,,,,,,,
330000,浙江省,2019,,,,,,,,
330000,浙江省,2018,,,,,,,,
330000,浙江省,2017,,,,,,,,
330000,浙江省,2016,,,0.43,0.59,,,3.76,
330000,浙江省,2015,,,0.4,0.6,,,3.8,
330000,浙江省,2014,,,0.43,0.54,,,3.75,
330000,浙江省,2013,,,0.43,0.31,,,3.76,
330000,浙江省,2012,,,0.43,0.31,,,3.75,
330000,浙江省,2011,,,0.44,0.39,,,3.76,
330000,浙江省,2010,,,0.49,0.16,,,,
330000,浙江省,2009,,,0.5,0.2,,,,
330000,浙江省,2008,,,0.49,0.13,,,,
330000,浙江省,2007,,,0.49,0.13,,,,
330000,浙江省,2006,,,0.49,0.15,,,,
330000,浙江省,2005,,,0.5,0.11,,,4.06,
330000,浙江省,2004,,,0.49,0.12,,,4.0639,
330000,浙江省,2003,,,0.5,0.13,,,,
330000,浙江省,2002,,,,,,,,
330000,浙江省,2001,,,,,,,,
330000,浙江省,2000,,,,,,,,
340000,安徽省,2019,,,,,,,,
340000,安徽省,2018,,,,,,,,
340000,安徽省,2017,,,,,,,,
340000,安徽省,2016,238.5,0.25,82.37,8.59,4.06,,7.32,
340000,安徽省,2015,247,0.3,84.0,8.7,4.1,,6.6,
340000,安徽省,2014,253.1,0.26,83.96,8.75,4.06,,5.89,
340000,安徽省,2013,254.2,0.24,85.19,7.9,7.37,,5.98,
340000,安徽省,2012,260.06,0.3,80.38,8.39,7.77,,6.07,
340000,安徽省,2011,208.8,0.15,79.91,8.41,8.17,,7.82,
340000,安徽省,2010,186.73,0.06,81.93,8.19,8.8,,8.27,
340000,安徽省,2009,180.9,,83.7,7.3,9.5,,8.3,
340000,安徽省,2008,161,0.04,85.91,10.13,9.5,,19.38,
340000,安徽省,2007,142.6,0.04,80.88,8.78,0.9,,19.61,
340000,安徽省,2006,137.88,0.02,118.74,8.82,1.4,,21.88,
340000,安徽省,2005,136.4,0.01,145.48,9.07,,,22.0,
340000,安徽省,2004,103.3,,140.39,11.72,,,27.53749,
340000,安徽省,2003,109.7,0.01,131.9,11.62,,,,
340000,安徽省,2002,,,,,,,,
340000,安徽省,2001,,,,,,,,
340000,安徽省,2000,,,,,,,,
350000,福建省,2019,,,,,,,,
350000,福建省,2018,,,,,,,,
350000,福建省,2017,,,,,,,,
350000,福建省,2016,,,3.98,3.07,111.78,,,
350000,福建省,2015,,,4.1,3.1,118.9,,,
350000,福建省,2014,,,4.22,3.24,132.04,,,
350000,福建省,2013,,,4.33,3.24,135.13,,,
350000,福建省,2012,,,4.44,3.56,133.41,,,
350000,福建省,2011,,,4.29,3.61,136.85,,,
350000,福建省,2010,,,4.06,3.54,64.48,,,
350000,福建省,2009,,,4.2,3.6,69.8,,,
350000,福建省,2008,,,4.42,3.6,78.25,,,
350000,福建省,2007,,,4.44,3.65,84.28,,,
350000,福建省,2006,,,4.79,3.68,107.7,,,
350000,福建省,2005,,,4.31,3.72,112.41,,,
350000,福建省,2004,,,4.64,3.7,101.815,,,
350000,福建省,2003,,,4.42,3.71,103.9,,,
350000,福建省,2002,,,,,,,,
350000,福建省,2001,,,,,,,,
350000,福建省,2000,,,,,,,,
360000,江西省,2019,,,,,,,,
360000,江西省,2018,,,,,,,,
360000,江西省,2017,,,,,,,,
360000,江西省,2016,,,3.36,1.42,,,6.52,
360000,江西省,2015,,,3.4,1.5,,,6.5,
360000,江西省,2014,,,3.43,1.47,,,6.52,
360000,江西省,2013,,,3.97,1.37,,,6.52,
360000,江西省,2012,,,4.11,1.46,,,6.52,
360000,江西省,2011,,,4.26,1.57,,,2.16,
360000,江西省,2010,,,6.74,1.91,,,2.16,
360000,江西省,2009,,,7.2,1.7,,,2.2,
360000,江西省,2008,,,7.67,1.81,,,2.16,
360000,江西省,2007,,,7.92,1.9,,,2.84,
360000,江西省,2006,,,8.18,1.93,,,2.86,
360000,江西省,2005,,,7.78,1.71,,,2.19,
360000,江西省,2004,,,8.01,1.138,,,1.3442,
360000,江西省,2003,,,8.06,1.16,,,,
360000,江西省,2002,,,,,,,,
360000,江西省,2001,,,,,,,,
360000,江西省,2000,,,,,,,,
370000,山东省,2019,,,,,,,,
370000,山东省,2018,,,,,,,,
370000,山东省,2017,,,,,,,,
370000,山东省,2016,29412.2,334.93,75.67,9.6,,,,899.82
370000,山东省,2015,31123.5,342.4,77.6,9.2,,,,899.4
370000,山东省,2014,32627.4,348.35,77.22,9.06,,,,786.87
370000,山东省,2013,33839.35,357.9,78.78,9.37,,,,686.69
370000,山东省,2012,34302.35,345.9,79.73,8.9,,,,645.79
370000,山东省,2011,34329.4,379.2,74.1,9.02,,,,654.42
370000,山东省,2010,34310.68,366.99,77.56,10.31,,,,99.67
370000,山东省,2009,32636.3,353.8,82.1,9.7,,,,99.5
370000,山东省,2008,33496,349.43,84.11,10.27,,,,
370000,山东省,2007,34106.79,348.18,96.25,9.6,,,,
370000,山东省,2006,34747.87,348.36,103.25,9.86,,,,
370000,山东省,2005,29849.17,277.08,108.18,10.1,,,,
370000,山东省,2004,31004.6,283.25,107.19,10.56,,,,
370000,山东省,2003,31853.3,285.54,91.11,8.74,,,,
370000,山东省,2002,,,,,,,,
370000,山东省,2001,,,,,,,,
370000,山东省,2000,,,,,,,,
410000,河南省,2019,,,,,,,,
410000,河南省,2018,,,,,,,,
410000,河南省,2017,,,,,,,,
410000,河南省,2016,4427,74.77,85.58,1.69,3.62,,,0.46
410000,河南省,2015,4631.1,72.2,86.0,1.4,3.6,,,0.5
410000,河南省,2014,4876.8,70.79,86.49,1.36,0.82,,,0.46
410000,河南省,2013,5037.37,72.09,89.55,1.41,0.82,,,0.51
410000,河南省,2012,5160.24,75.08,99.09,1.56,0.82,,,0.52
410000,河南省,2011,5190.34,98.51,97.46,2.19,0.82,,,0.52
410000,河南省,2010,5051.21,99.21,113.49,1.65,,,,0.46
410000,河南省,2009,5051.9,84.1,114.7,1.7,,,,0.5
410000,河南省,2008,5183,98.83,115.87,1.79,0.41,,,
410000,河南省,2007,5219.19,97.22,117.8,1.25,0.8,,0.99,
410000,河南省,2006,5370.67,110.42,123.3,0.91,,,0.99,
410000,河南省,2005,5876.81,161.25,127.1,0.93,,,0.99,
410000,河南省,2004,5986.2,172.0,132.57,1.98,,,0.9861,
410000,河南省,2003,6105.1,173.71,121.67,1.95,,,,
410000,河南省,2002,,,,,,,,
410000,河南省,2001,,,,,,,,
410000,河南省,2000,,,,,,,,
420000,湖北省,2019,,,,,,,,
420000,湖北省,2018,,,,,,,,
420000,湖北省,2017,,,,,,,,
420000,湖北省,2016,1185.9,46.87,3.2,4.35,607.45,,29.94,1053.23
420000,湖北省,2015,1241.6,47.4,3.2,4.3,649.0,,29.9,1053.2
420000,湖北省,2014,1284.9,4.42,3.19,4.51,657.44,,29.22,1053.23
420000,湖北省,2013,1303.7,48.79,3.23,6.05,749.57,,29.37,1053.23
420000,湖北省,2012,1328.7,49.68,3.25,5.83,721.27,,25.16,1053.23
420000,湖北省,2011,1302.57,4.57,3.25,5.92,777.87,,25.17,1053.23
420000,湖北省,2010,1307.97,4.68,3.3,3.73,807.1,,40.49,
420000,湖北省,2009,1224.1,4.4,3.3,3.9,857.1,,49.8,
420000,湖北省,2008,1210,4.19,3.3,3.82,891.48,,49.84,
420000,湖北省,2007,1199.83,3.76,3.32,4.16,874.7,,49.84,
420000,湖北省,2006,1187.18,3.85,3.26,4.29,878.4,,48.4,
420000,湖北省,2005,1033.41,39.2,3.25,4.68,878.4,,48.26,
420000,湖北省,2004,1062.1,40.44,2.366,5.03,1365.9,,30.61,
420000,湖北省,2003,1053.1,40.94,2.4,5.16,878.2,,,
420000,湖北省,2002,,,,,,,,
420000,湖北省,2001,,,,,,,,
420000,湖北省,2000,,,,,,,,
430000,湖南省,2019,,,,,,,,
430000,湖南省,2018,,,,,,,,
430000,湖南省,2017,,,,,,,,
430000,湖南省,2016,,,6.62,2.0,1957.92,,2.9,
430000,湖南省,2015,,,6.6,1.8,2056.0,,2.9,
430000,湖南省,2014,,,6.68,1.78,1913.92,,2.9,
430000,湖南省,2013,,,6.61,1.79,1908.37,,2.9,
430000,湖南省,2012,,,6.61,1.29,1958.37,,2.86,
430000,湖南省,2011,,,13.29,1.48,2565.2,,225.6,
430000,湖南省,2010,,,18.76,1.63,5711.1,,226.03,
430000,湖南省,2009,,,18.9,1.6,5881.6,,226.1,
430000,湖南省,2008,,,19.57,1.52,6186.05,,226.08,
430000,湖南省,2007,,,19.83,1.47,5907.79,,223.49,
430000,湖南省,2006,,,20.12,1.44,5955.28,,223.15,
430000,湖南省,2005,,,20.37,1.47,5382.79,,223.16,
430000,湖南省,2004,,,20.26,1.3,5505.24,,222.5,
430000,湖南省,2003,,,20.06,0.76,5237.8,,,
430000,湖南省,2002,,,,,,,,
430000,湖南省,2001,,,,,,,,
430000,湖南省,2000,,,,,,,,
440000,广东省,2019,,,,,,,,
440000,广东省,2018,,,,,,,,
440000,广东省,2017,,,,,,,,
440000,广东省,2016,16.4,0.59,0.23,0.92,76.25,,,
440000,广东省,2015,13.7,0.5,0.2,1.0,75.2,,,
440000,广东省,2014,13.8,0.5,0.23,1.0,75.23,,,
440000,广东省,2013,13.85,0.5,0.23,1.06,75.23,,,
440000,广东省,2012,7.9,0.3,0.23,1.08,75.23,,,
440000,广东省,2011,8.05,0.3,0.23,1.12,75.23,,,
440000,广东省,2010,8.16,0.31,1.89,1.59,215.81,,,
440000,广东省,2009,8.3,0.3,1.9,1.2,215.8,,,
440000,广东省,2008,8,0.31,1.89,1.44,217.66,,,
440000,广东省,2007,8.84,0.31,1.89,1.82,214.48,,,
440000,广东省,2006,9,0.31,1.89,1.87,205.78,,,
440000,广东省,2005,9,0.31,1.89,1.94,203.07,,,
440000,广东省,2004,9,0.31,1.87,2.12,198.6,,,
440000,广东省,2003,9,0.31,1.89,2.17,202.7,,,
440000,广东省,2002,,,,,,,,
440000,广东省,2001,,,,,,,,
440000,广东省,2000,,,,,,,,
450000,广西壮族自治区,2019,,,,,,,,
450000,广西壮族自治区,2018,,,,,,,,
450000,广西壮族自治区,2017,,,,,,,,
450000,广西壮族自治区,2016,154,1.58,0.9,0.3,17388.59,,171.49,
450000,广西壮族自治区,2015,128.9,1.4,0.9,0.3,14019.5,,171.5,
450000,广西壮族自治区,2014,131.6,1.32,2.27,0.29,8486.6,,171.49,
450000,广西壮族自治区,2013,135.27,1.32,2.26,0.3,8441.54,,171.49,
450000,广西壮族自治区,2012,139,1.24,2.08,0.29,8590.4,,171.49,
450000,广西壮族自治区,2011,142.88,3.38,2.02,0.29,5860.1,,171.49,
450000,广西壮族自治区,2010,146.41,3.39,7.74,1.1,4033.44,,171.49,
450000,广西壮族自治区,2009,181.7,3.4,7.7,1.1,3848.1,,171.5,
450000,广西壮族自治区,2008,187,3.41,8.24,1.1,8010.14,,171.49,
450000,广西壮族自治区,2007,191.73,3.43,8.51,1.0,7954.63,,153.04,
450000,广西壮族自治区,2006,175.16,3.48,8.46,0.99,7947.29,,153.03,
450000,广西壮族自治区,2005,122.46,8.45,8.54,0.99,7256.85,,153.03,
450000,广西壮族自治区,2004,128.8,8.49,8.15,0.99,14869.5,,153.1,
450000,广西壮族自治区,2003,135.7,8.62,8.31,0.99,6776.7,,,
450000,广西壮族自治区,2002,,,,,,,,
450000,广西壮族自治区,2001,,,,,,,,
450000,广西壮族自治区,2000,,,,,,,,
460000,海南省,2019,,,,,,,,
460000,海南省,2018,,,,,,,,
460000,海南省,2017,,,,,,,,
460000,海南省,2016,452.3,24.35,1.19,0.84,,,,
460000,海南省,2015,326.6,3.1,1.2,0.9,,,,
460000,海南省,2014,277.9,3.69,1.19,0.9,,,,
460000,海南省,2013,274.39,-3.45,1.19,0.95,,,,
460000,海南省,2012,297.5,-1.29,1.19,0.81,,,,2.69
460000,海南省,2011,-34.44,-4.24,1.19,0.73,,,,
460000,海南省,2010,-17.27,0.7,0.9,1.04,,,,
460000,海南省,2009,2.7,2.5,0.9,0.3,,,,
460000,海南省,2008,17,4.4,0.9,0.29,,,,
460000,海南省,2007,28.95,6.87,0.9,0.32,,,,
460000,海南省,2006,40.8,8.9,0.9,0.36,,,,
460000,海南省,2005,45.1,10.95,0.9,0.39,,,,
460000,海南省,2004,55,12.57,0.89,0.39,,,,
460000,海南省,2003,64,13.84,0.9,0.45,,,,
460000,海南省,2002,,,,,,,,
460000,海南省,2001,,,,,,,,
460000,海南省,2000,,,,,,,,
500000,重庆市,2019,,,,,,,,
500000,重庆市,2018,,,,,,,,
500000,重庆市,2017,,,,,,,,
500000,重庆市,2016,266.9,2726.9,18.03,0.12,1380.14,,,
500000,重庆市,2015,267.1,2641.8,17.6,0.2,1414.8,,,
500000,重庆市,2014,267.7,2456.55,18.03,0.13,1393.33,,,
500000,重庆市,2013,278.43,2472.83,19.86,0.22,1712.64,,,
500000,重庆市,2012,158.63,1928.31,19.85,0.22,1678.45,,,
500000,重庆市,2011,159.05,1955.33,18.57,0.15,1739.43,,,
500000,重庆市,2010,160.44,1921.02,22.49,0.01,2252.62,,,
500000,重庆市,2009,161.7,1969.8,21.3,,1806.9,,,
500000,重庆市,2008,56,1558.82,20.66,0.01,1844.95,,,
500000,重庆市,2007,5.63,1206.57,20.23,0.01,1876.14,,,
500000,重庆市,2006,,1135.76,18.26,0.01,1881.5,,,
500000,重庆市,2005,,1219.5,18.23,,1881.5,,,
500000,重庆市,2004,,1127.32,17.3,,1791.9,,,
500000,重庆市,2003,,1043.32,16.29,0.01,1791.9,,,
500000,重庆市,2002,,,,,,,,
500000,重庆市,2001,,,,,,,,
500000,重庆市,2000,,,,,,,,
510000,四川省,2019,,,,,,,,
510000,四川省,2018,,,,,,,,
510000,四川省,2017,,,,,,,,
510000,四川省,2016,623.4,13191.61,53.21,27.02,206.34,,598.55,20850.86
510000,四川省,2015,648.4,12654.5,53.8,25.6,131.5,,553.8,19157.1
510000,四川省,2014,661.8,11708.56,54.1,25.92,100.04,,567.27,19438.13
510000,四川省,2013,666.66,11874.38,55.74,26.6,100.04,,576.19,19887.19
510000,四川省,2012,804.63,9351.09,54.53,29.66,97.74,,547.03,19049.87
510000,四川省,2011,818.74,7973.07,51.82,29.15,97.74,,689.74,22536.21
510000,四川省,2010,514.74,6763.11,54.37,28.73,97.74,,686.77,22534.64
510000,四川省,2009,105.1,6487.0,52.3,28.9,32.1,,689.8,22763.3
510000,四川省,2008,338,6061.6,49.76,28.96,29.55,,692.18,22761.45
510000,四川省,2007,330.52,5915.73,49.31,30.79,29.55,,744.53,21987.38
510000,四川省,2006,345.05,5462.78,50.26,31.4,30.23,,761.72,20796.1
510000,四川省,2005,288.98,4295.08,49.17,31.13,30.23,,762.19,20807.76
510000,四川省,2004,243.8,3147.84,46.06,31.09,40.4,,762.6,20782.2771
510000,四川省,2003,215.9,2032.83,45.15,31.22,26.3,,,
510000,四川省,2002,,,,,,,,
510000,四川省,2001,,,,,,,,
510000,四川省,2000,,,,,,,,
520000,贵州省,2019,,,,,,,,
520000,贵州省,2018,,,,,,,,
520000,贵州省,2017,,,,,,,,
520000,贵州省,2016,,6.1,110.93,0.17,4886.87,,,
520000,贵州省,2015,,6.1,101.7,0.2,4841.1,,,
520000,贵州省,2014,,6.31,93.98,0.13,4417.1,,,
520000,贵州省,2013,,6.39,83.29,0.13,4247.77,,,
520000,贵州省,2012,,5.44,69.39,0.13,3559.77,,,
520000,贵州省,2011,,10.5,58.74,0.14,2981.9,,,
520000,贵州省,2010,,10.61,118.46,0.51,2468.87,,,
520000,贵州省,2009,,4.5,128.1,0.5,2479.6,,,
520000,贵州省,2008,,4.53,150.06,0.51,2496.74,,,
520000,贵州省,2007,,4.54,146.76,0.52,2502.72,,,
520000,贵州省,2006,,4.61,148.26,0.53,2544.6,,,
520000,贵州省,2005,,9.87,148.92,0.54,2549.8,,,
520000,贵州省,2004,,10.41,149.05,0.53,2596.3,,,
520000,贵州省,2003,,11.05,149.21,0.54,2433.4,,,
